Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000172366,MCRIP2,30,-0.3541,44,0.21780,15,-1.3960,29,-0.4625,31,-0.3241,19,-1.2275,62,0.75498,78,1.14875,62,0.85875
ENSG00000140983,RHOT2,64,0.91246,26,-0.5126,35,-0.0454,59,0.85944,11,-1.7273,26,-0.6155,32,-0.2023,26,-0.5017,41,0.22288
ENSG00000103269,RHBDL1,5,-2.1210,0,-6.0514,5,-1.8814,21,0.04776,10,-0.9638,40,1.44870,15,-0.4590,20,-0.0241,23,0.22774
ENSG00000103266,STUB1,94,-0.8652,138,-0.2771,110,-0.6315,117,-0.5702,195,0.25657,162,-0.0423,211,0.38730,126,-0.4166,278,0.93982
ENSG00000161999,JMJD8,36,0.88785,19,-0.1495,39,1.00603,15,-0.4626,4,-2.2246,19,-0.1660,24,0.22306,21,0.00520,19,-0.1323
ENSG00000127580,WDR24,0,-5.4874,21,0.60367,6,-1.3205,21,0.62699,3,-2.2221,12,-0.2961,19,0.39746,17,0.19844,22,0.74971
ENSG00000127585,FBXL16,131,-1.9392,154,-1.6978,200,-1.3181,249,-1.0531,958,1.13800,527,0.19549,800,0.83562,734,0.69185,563,0.29137
ENSG00000103260,METRN,87,-1.6906,412,0.68597,242,-0.1597,112,-1.3970,263,-0.0268,135,-1.1809,549,1.16553,506,1.02935,396,0.69406
ENSG00000103254,ANTKMT,31,-0.8120,40,-0.4360,38,-0.5013,20,-1.5355,49,-0.1430,71,0.54874,57,0.11804,67,0.35597,79,0.69631
ENSG00000103253,HAGHL,60,0.26270,37,-0.4824,55,0.12059,61,0.30891,21,-1.3361,31,-0.8535,47,-0.1135,46,-0.1720,90,1.03324
ENSG00000103245,CIAO3,1,-3.3402,14,-0.2347,4,-1.8663,19,0.34539,19,0.28782,16,-0.0259,20,0.38715,16,0.06502,23,0.61079
ENSG00000103227,LMF1,9,-1.1683,17,-0.2009,54,1.67140,19,-0.0061,9,-1.0781,16,-0.2887,7,-1.5041,19,-0.0570,25,0.42091
ENSG00000260807,AC009041.2,10,-3.2849,147,0.74316,127,0.50162,131,0.61765,56,-0.7598,97,0.08470,75,-0.3319,70,-0.4252,82,-0.1998
ENSG00000005513,SOX8,28,-1.3862,230,2.02550,362,2.99474,27,-1.4685,39,-0.8586,19,-2.1374,32,-1.1648,26,-1.4462,37,-1.0306
ENSG00000103275,UBE2I,94,0.24622,69,-0.2274,80,-0.0081,79,-0.0195,65,-0.3162,87,0.14720,79,-0.0228,72,-0.1691,82,0.04641
ENSG00000007516,BAIAP3,16,-2.4426,22,-1.9618,111,0.47893,105,0.42544,56,-0.5919,103,0.43992,79,-0.0664,60,-0.4818,102,0.38595
ENSG00000007520,TSR3,108,1.27443,78,0.73166,72,0.59423,33,-0.6670,30,-0.7602,22,-1.3685,57,0.22808,50,0.01762,57,0.25691
ENSG00000090581,GNPTG,0,-6.7776,55,-0.1943,70,0.17093,51,-0.3358,45,-0.5167,68,0.15710,51,-0.3147,76,0.29533,106,0.93839
ENSG00000059145,UNKL,44,0.86028,29,0.17347,38,0.61717,33,0.39668,6,-2.1033,17,-0.7756,17,-0.5917,20,-0.4007,33,0.42600
ENSG00000103249,CLCN7,22,-0.8952,23,-0.7745,38,-0.0332,58,0.70172,15,-1.4625,27,-0.6276,47,0.29123,37,-0.0960,64,0.87697
ENSG00000007545,CRAMP1,33,0.75394,20,-0.0028,43,1.18915,35,0.99168,9,-1.1136,14,-0.6998,17,-0.2845,10,-1.0786,10,-1.0679
ENSG00000138834,MAPK8IP3,68,-1.1473,75,-1.0067,169,0.23844,220,0.74521,67,-1.1798,122,-0.3128,204,0.54117,77,-0.9597,209,0.64672
ENSG00000103024,NME3,25,-1.5663,73,0.05730,45,-0.6789,47,-0.6744,53,-0.4408,67,-0.0918,83,0.26048,90,0.38060,126,1.06055
ENSG00000074071,MRPS34,53,-0.0398,72,0.44379,107,1.09552,45,-0.3008,25,-1.1655,53,-0.0441,32,-0.7886,50,-0.1208,58,0.12050
ENSG00000162032,SPSB3,10,-1.6635,25,-0.2983,22,-0.4533,26,-0.2288,15,-0.9915,24,-0.4123,38,0.36200,34,0.21605,61,1.30552
ENSG00000095906,NUBP2,59,0.90090,49,0.60817,25,-0.4089,26,-0.4242,49,0.61434,22,-0.7382,34,0.01860,37,0.16952,31,-0.0986
ENSG00000063854,HAGH,73,-0.0966,36,-1.1399,75,-0.0468,65,-0.2964,103,0.45674,78,0.00753,41,-0.9520,54,-0.5432,130,0.93494
ENSG00000180185,FAHD1,48,0.35930,29,-0.4211,41,0.10881,37,-0.0292,46,0.28871,36,-0.0931,9,-2.0406,32,-0.2453,53,0.58012
ENSG00000140990,NDUFB10,140,-0.0543,116,-0.3410,87,-0.7769,90,-0.7721,162,0.17525,141,-0.0449,123,-0.2540,214,0.61984,218,0.72644
ENSG00000140988,RPS2,250,-0.7759,459,0.15983,433,0.06637,226,-0.9890,482,0.23623,282,-0.6905,598,0.58196,493,0.27294,690,0.91830
ENSG00000255198,SNHG9,9,-2.0974,25,-0.6900,20,-1.0332,16,-1.4427,35,-0.1731,44,0.20859,43,0.13488,80,1.13672,69,0.98792
ENSG00000127561,SYNGR3,14,-3.3748,25,-2.5127,107,-0.3683,240,1.03213,64,-1.1493,133,-0.0450,129,-0.0774,53,-1.4353,249,1.10669
ENSG00000065054,SLC9A3R2,216,2.82412,59,0.43758,31,-0.5642,26,-0.8781,18,-1.3617,21,-1.2383,43,-0.0475,22,-1.0760,37,-0.3187
ENSG00000065057,NTHL1,38,0.23353,48,0.62278,21,-0.6392,46,0.62629,21,-0.6500,25,-0.4696,30,-0.1089,26,-0.3024,34,0.10524
ENSG00000103197,TSC2,62,0.33630,40,-0.3445,98,1.07793,69,0.57143,41,-0.3200,34,-0.6793,34,-0.5709,42,-0.2828,47,-0.1199
ENSG00000008710,PKD1,122,0.08440,63,-0.9236,119,0.05486,242,1.38951,62,-0.9490,74,-0.7895,119,0.04741,69,-0.7788,120,0.06212
ENSG00000167964,RAB26,18,-1.5184,12,-2.1621,83,0.79596,113,1.52806,6,-3.1835,28,-1.0314,62,0.32682,12,-2.1111,77,0.73605
ENSG00000260260,SNHG19,25,-0.3500,39,0.29423,13,-1.3071,12,-1.4770,46,0.58789,21,-0.7443,69,1.24225,42,0.43768,46,0.65640
ENSG00000131653,TRAF7,25,0.28999,8,-1.3233,15,-0.4928,21,0.02740,36,0.87764,14,-0.6245,17,-0.2633,21,0.02502,30,0.66939
ENSG00000167971,CASKIN1,3,-4.6828,44,-0.9923,85,0.01145,100,0.30659,56,-0.6189,62,-0.5412,179,1.23093,80,-0.0782,129,0.76736
ENSG00000167965,MLST8,19,-1.4434,33,-0.6303,25,-1.0669,58,0.23884,35,-0.5574,34,-0.7022,104,1.16495,51,0.02475,86,0.94604
ENSG00000184207,PGP,33,-1.6530,24,-2.0868,72,-0.4839,172,1.01874,74,-0.4338,105,0.13471,77,-0.3774,46,-1.1417,145,0.69129
ENSG00000167967,E4F1,8,-1.0047,12,-0.4721,27,0.74422,15,-0.1330,14,-0.2563,19,0.27997,17,0.01694,17,0.07725,16,-0.0662
ENSG00000167969,ECI1,31,-0.6256,39,-0.2591,31,-0.6003,20,-1.3152,40,-0.2440,39,-0.3277,64,0.49532,92,1.09288,76,0.86484
ENSG00000205937,RNPS1,101,-0.9715,123,-0.6730,261,0.49843,263,0.57128,174,-0.1392,193,0.02710,163,-0.2410,129,-0.5982,209,0.16208
ENSG00000167972,ABCA3,27,-1.2452,41,-0.6071,74,0.28863,62,0.00997,25,-1.3554,77,0.44014,32,-0.9690,44,-0.5042,100,0.87363
ENSG00000162065,TBC1D24,9,-2.7199,13,-2.2433,82,0.50605,80,0.52535,68,0.21095,64,0.15010,45,-0.4079,63,0.10952,68,0.24891
ENSG00000185883,ATP6V0C,490,-0.8169,556,-0.6254,1290,0.69510,1135,0.54122,575,-0.5741,807,-0.0624,655,-0.3748,499,-0.7882,1046,0.39436
ENSG00000140992,PDPK1,72,-1.1003,67,-1.2025,183,0.32188,200,0.51366,127,-0.2501,182,0.38816,140,-0.1006,74,-1.0690,164,0.16674
ENSG00000167978,SRRM2,1548,2.03054,831,0.92272,338,-0.5048,536,0.23373,351,-0.4442,352,-0.5149,315,-0.6122,211,-1.2157,184,-1.4995
ENSG00000103363,ELOB,88,-1.9569,250,-0.4034,260,-0.3431,148,-1.2689,380,0.24504,351,0.14985,365,0.18210,498,0.68057,516,0.82877
ENSG00000162076,FLYWCH2,0,-6.0176,8,-1.4184,44,1.17835,21,-0.0456,31,0.60805,15,-0.5509,8,-1.3777,25,0.23144,36,0.92916
ENSG00000059122,FLYWCH1,40,-0.1219,24,-0.8957,38,-0.1920,53,0.34113,31,-0.4911,40,-0.1382,21,-1.0954,44,0.02395,69,0.83568
ENSG00000162073,PAQR4,0,-6.6410,76,1.35096,134,2.42277,30,-0.1757,3,-3.3420,16,-1.1852,34,0.03180,26,-0.3580,24,-0.5258
ENSG00000103145,HCFC1R1,188,0.38631,85,-0.8305,196,0.45555,162,0.17375,128,-0.2132,87,-0.9139,187,0.37903,94,-0.6887,222,0.73990
ENSG00000162086,ZNF75A,35,0.89751,29,0.56914,36,0.91113,33,0.89816,24,0.29052,10,-1.1030,9,-1.1707,6,-1.8511,12,-0.8143
ENSG00000122390,NAA60,57,0.97141,26,-0.2618,17,-0.9308,29,-0.1257,22,-0.5105,33,0.12858,24,-0.4007,39,0.33225,31,-0.0061
ENSG00000103351,CLUAP1,93,0.48664,77,0.18651,37,-0.9342,77,0.21062,73,0.09654,103,0.81953,39,-0.8589,57,-0.2764,25,-1.5907
ENSG00000213918,DNASE1,87,2.32888,29,0.40815,21,-0.0634,28,0.39709,2,-3.2014,11,-1.1586,16,-0.4692,21,-0.1069,12,-1.0208
ENSG00000126602,TRAP1,18,-1.1284,9,-2.1377,38,-0.0042,25,-0.6898,48,0.35497,55,0.70528,22,-0.8721,49,0.37201,51,0.46848
ENSG00000005339,CREBBP,388,1.37643,201,0.28345,207,0.33166,165,-0.0258,207,0.33065,151,-0.1910,90,-0.9410,146,-0.2107,78,-1.2313
ENSG00000162104,ADCY9,63,1.40962,12,-1.1264,3,-3.0500,28,0.09013,29,0.13956,29,0.17916,11,-1.2594,10,-1.4534,36,0.53978
ENSG00000217930,PAM16,22,-0.7051,20,-0.8764,30,-0.2629,22,-0.7732,52,0.60598,26,-0.5219,35,-0.0118,34,-0.0747,72,1.31727
ENSG00000262246,CORO7,17,-0.1716,40,1.19883,48,1.50682,14,-0.5033,16,-0.2282,6,-1.8094,19,0.00422,4,-2.0736,28,0.66331
ENSG00000168140,VASN,172,3.79089,16,-0.6091,1,-4.0751,15,-0.7298,9,-1.3912,7,-2.0982,13,-0.9011,28,0.22963,13,-1.0473
ENSG00000103423,DNAJA3,0,-6.3334,22,-0.3163,74,1.69265,33,0.36882,5,-2.3829,21,-0.4159,15,-0.8957,19,-0.5214,41,0.77139
ENSG00000153406,NMRAL1,11,-1.8415,31,-0.3077,53,0.54319,35,-0.1200,35,-0.1141,34,-0.2021,27,-0.5129,48,0.39714,56,0.71784
ENSG00000103415,HMOX2,0,-7.6327,44,-0.6323,112,0.84545,84,0.41925,61,-0.1180,91,0.63435,44,-0.6302,45,-0.5937,56,-0.2793
ENSG00000089486,CDIP1,18,-3.4259,83,-1.2025,256,0.53379,303,0.91074,99,-0.9301,127,-0.6543,230,0.35909,107,-0.8207,299,0.88482
ENSG00000153443,UBALD1,14,-1.4943,9,-2.0574,23,-0.7196,56,0.71301,13,-1.5647,40,0.16005,51,0.51121,24,-0.6811,58,0.79533
ENSG00000102858,MGRN1,37,-0.0309,38,0.00489,28,-0.4612,49,0.45179,23,-0.7756,40,0.11018,53,0.53707,23,-0.7790,36,-0.0890
ENSG00000168101,NUDT16L1,43,0.26971,48,0.42311,34,-0.1214,41,0.18680,18,-1.0469,26,-0.6004,23,-0.7320,46,0.35379,52,0.61335
ENSG00000168096,ANKS3,31,0.90652,24,0.52560,22,0.34318,23,0.50965,9,-0.9130,14,-0.4237,19,0.15258,14,-0.3629,9,-0.9545
ENSG00000067836,ROGDI,23,-1.6776,98,0.51281,66,-0.1174,51,-0.5303,45,-0.7056,65,-0.1669,77,0.12554,78,0.14599,119,0.93498
ENSG00000140632,GLYR1,67,-0.5597,72,-0.4638,119,0.32396,109,0.19385,80,-0.2931,127,0.53396,74,-0.4213,85,-0.2019,82,-0.2799
ENSG00000118900,UBN1,329,2.31959,76,-0.1918,99,0.22922,67,-0.3967,52,-0.7672,100,0.29806,51,-0.7779,40,-1.1661,16,-2.5758
ENSG00000118898,PPL,12,-0.7901,1,-3.5507,0,-5.5051,36,1.02132,22,0.12829,23,0.27849,12,-0.7927,11,-0.8786,31,0.76493
ENSG00000103184,SEC14L5,8,-2.4255,75,0.84121,123,1.69529,57,0.44530,21,-1.1466,40,-0.1722,36,-0.3306,8,-2.5540,35,-0.3987
ENSG00000103174,NAGPA,33,0.00911,8,-2.0549,32,-0.0764,69,1.34719,27,-0.3245,30,-0.1647,21,-0.7120,16,-1.0570,33,-0.0092
ENSG00000153446,C16orf89,0,-4.5303,11,-0.7567,14,-0.3787,17,-0.1070,0,-4.3576,5,-2.0615,23,0.41343,69,2.32386,33,1.09216
ENSG00000078328,RBFOX1,36,-3.4615,42,-3.2527,180,-1.1142,515,0.56543,575,0.68834,619,1.04657,202,-0.9376,172,-1.1811,380,0.03049
ENSG00000183044,ABAT,25,-2.7463,44,-1.9485,77,-1.1125,124,-0.4297,234,0.59586,163,0.02465,213,0.44571,259,0.76157,250,0.78990
ENSG00000153048,CARHSP1,37,0.26329,71,1.35620,25,-0.2953,12,-1.4643,37,0.28349,21,-0.6635,37,0.27308,42,0.47048,33,0.08335
ENSG00000187555,USP7,79,-0.6979,74,-0.7925,147,0.25589,121,-0.0638,128,0.03405,189,0.82885,85,-0.5857,101,-0.3332,102,-0.3390
ENSG00000182831,C16orf72,56,0.91369,14,-1.2236,48,0.66317,23,-0.5176,15,-1.0875,36,0.24170,27,-0.2312,31,-0.0165,32,0.05222
ENSG00000183454,GRIN2A,48,-2.8045,9,-5.2393,50,-2.7402,340,0.13357,420,0.45806,675,1.70600,103,-1.6820,181,-0.8476,287,-0.1537
ENSG00000166669,ATF7IP2,11,-0.5860,2,-2.9068,25,0.63777,25,0.75312,11,-0.6216,18,0.18283,6,-1.5066,15,-0.1220,20,0.29179
ENSG00000213853,EMP2,313,4.09366,43,0.09342,22,-0.9179,7,-2.5595,5,-2.9287,12,-2.0313,19,-1.1629,22,-0.9341,27,-0.6775
ENSG00000182108,DEXI,21,-1.4709,40,-0.5251,37,-0.6481,47,-0.3344,36,-0.6974,57,-0.0043,77,0.47980,75,0.42220,95,0.91940
ENSG00000038532,CLEC16A,0,-5.4707,10,-0.9092,27,0.50832,40,1.36648,11,-0.8673,15,-0.4149,8,-1.2016,27,0.50517,20,0.09263
ENSG00000189067,LITAF,233,2.28419,199,1.97270,173,1.70945,16,-2.0673,10,-2.6925,7,-3.3597,21,-1.5748,45,-0.4787,34,-0.9815
ENSG00000184602,SNN,7,-4.1848,43,-1.5713,76,-0.7205,124,0.04663,138,0.20617,150,0.41865,125,0.05570,155,0.39349,165,0.54466
ENSG00000122299,ZC3H7A,92,1.30593,45,0.14482,23,-0.8500,45,0.16100,7,-2.5328,54,0.52337,15,-1.5035,50,0.30827,25,-0.8074
ENSG00000171490,RSL1D1,354,1.16229,155,-0.1677,113,-0.6464,158,-0.1541,225,0.41387,222,0.49105,84,-1.0993,152,-0.1937,91,-1.0467
ENSG00000103342,GSPT1,154,0.20620,105,-0.3917,137,0.01845,119,-0.2057,208,0.68641,154,0.24908,119,-0.1945,150,0.16192,91,-0.6425
ENSG00000048471,SNX29,116,2.00314,115,1.98766,29,-0.2933,30,-0.2862,10,-1.9094,15,-1.4691,35,-0.0004,20,-0.8323,15,-1.3472
ENSG00000237515,SHISA9,5,-3.4987,12,-2.3725,83,0.53110,65,0.16401,87,0.60945,96,0.99281,35,-0.8067,44,-0.4404,42,-0.5543
ENSG00000175595,ERCC4,91,1.30824,74,0.94591,17,-1.3190,54,0.50087,46,0.17969,36,-0.2377,28,-0.5918,28,-0.5627,15,-1.5414
ENSG00000186260,MRTFB,107,-0.9348,28,-2.9009,131,-0.6284,253,0.43518,198,0.00763,304,0.87543,118,-0.7838,88,-1.2158,238,0.32619
ENSG00000262454,MIR193BHG,0,-5.6758,10,-1.4214,41,0.63646,35,0.41286,10,-1.4415,20,-0.5774,69,1.53182,32,0.25145,31,0.24278
ENSG00000140694,PARN,44,0.49118,48,0.64244,51,0.72807,25,-0.3850,21,-0.6512,38,0.31406,14,-1.2735,29,-0.1541,23,-0.5347
ENSG00000103429,BFAR,50,1.23634,12,-1.0327,15,-0.6129,22,-0.0812,33,0.52761,16,-0.6085,20,-0.2658,29,0.35589,25,0.12613
ENSG00000103512,NOMO1,10,-2.1113,14,-1.6049,51,0.34522,59,0.63920,36,-0.2158,44,0.15970,29,-0.5008,46,0.18388,47,0.25175
ENSG00000179889,PDXDC1,366,2.02535,118,0.10125,108,-0.0456,114,0.04713,83,-0.4472,109,-0.0314,59,-0.9470,50,-1.1950,51,-1.2568
ENSG00000157045,NTAN1,11,-0.9140,7,-1.6180,13,-0.6277,22,0.17976,5,-1.8543,20,0.01981,30,0.61633,25,0.36407,32,0.82309
ENSG00000085721,RRN3,45,1.12924,16,-0.4896,2,-3.0644,25,0.19425,6,-1.8544,26,0.29178,16,-0.4678,34,0.69804,20,-0.1513
ENSG00000156968,MPV17L,0,-4.5261,20,0.34105,13,-0.3052,18,0.22133,18,0.16466,16,0.06622,12,-0.4305,12,-0.4347,23,0.65099
ENSG00000166780,BMERB1,104,-1.0768,89,-1.2979,173,-0.3044,280,0.50419,198,-0.0970,262,0.42455,154,-0.4798,119,-0.8690,276,0.47409
ENSG00000166783,MARF1,230,-0.0332,197,-0.2708,104,-1.2385,212,-0.1731,446,1.03855,230,-0.0400,328,0.52957,165,-0.5403,234,-0.0037
ENSG00000133392,MYH11,8550,16.7619,0,-13.297,0,-12.072,0,-13.841,0,-12.696,0,-13.256,0,-13.994,0,-13.948,0,-13.628
ENSG00000133393,FOPNL,4,-2.8136,18,-0.7424,22,-0.4005,34,0.28623,16,-0.8403,27,-0.1175,39,0.48370,23,-0.3104,51,1.03585
ENSG00000103489,XYLT1,15,-0.8572,7,-1.9834,31,0.21194,42,0.80018,18,-0.5877,31,0.26290,23,-0.2118,11,-1.2584,33,0.35699
ENSG00000134419,RPS15A,171,-0.6144,258,0.01415,238,-0.1098,92,-1.6219,373,0.60215,202,-0.4300,341,0.45423,411,0.75820,371,0.65748
ENSG00000170540,ARL6IP1,114,-2.5357,242,-1.4302,443,-0.5201,787,0.41347,770,0.33912,655,0.09995,684,0.15177,534,-0.2358,874,0.60374
ENSG00000157106,SMG1,182,1.12147,104,0.20639,85,-0.0980,127,0.59271,40,-1.2396,90,-0.0202,47,-1.0055,95,0.07188,52,-0.9030
ENSG00000167186,COQ7,15,-0.3609,27,0.51609,10,-1.0217,18,-0.1088,18,-0.1584,26,0.54018,15,-0.3987,19,-0.0597,18,-0.1336
ENSG00000103528,SYT17,0,-5.7856,20,-1.2554,6,-2.9870,62,0.53918,55,0.30128,67,0.78187,38,-0.2732,59,0.42187,43,-0.0769
ENSG00000006007,GDE1,25,-1.9226,78,-0.2532,194,1.20707,81,-0.2176,100,0.12786,98,0.10567,71,-0.3935,70,-0.4359,103,0.18626
ENSG00000103540,CCP110,77,-0.8906,381,1.69689,460,2.04946,103,-0.4881,82,-0.7892,127,-0.1493,53,-1.4431,48,-1.5955,51,-1.5735
ENSG00000103544,VPS35L,29,-0.3279,47,0.43852,95,1.60127,25,-0.5649,36,0.00454,31,-0.2781,18,-1.0538,37,0.03626,31,-0.2550
ENSG00000103550,KNOP1,356,1.13448,1042,3.31236,89,-1.0442,133,-0.4740,107,-0.7617,68,-1.6093,109,-0.7438,52,-1.8418,36,-2.4892
ENSG00000167191,GPRC5B,58,-2.6748,825,1.42085,1264,2.21843,161,-1.2396,74,-2.3153,90,-2.2349,218,-0.7189,773,1.30755,357,0.04765
ENSG00000066654,THUMPD1,75,0.08557,43,-0.7602,138,1.06797,78,0.15486,69,-0.0593,91,0.47478,41,-0.8541,49,-0.5786,41,-0.8857
ENSG00000102897,LYRM1,27,-0.4911,36,-0.0808,48,0.37567,32,-0.2534,32,-0.2494,41,0.18077,26,-0.5758,45,0.27132,43,0.24711
ENSG00000103316,CRYM,3,-4.5597,8,-3.2821,21,-1.9446,110,0.63750,114,0.62477,136,1.19912,47,-0.7462,23,-1.8074,77,0.00171
ENSG00000197006,METTL9,20,-2.3579,36,-1.5390,86,-0.2241,81,-0.3453,103,0.04394,130,0.51948,93,-0.1041,111,0.17228,147,0.68928
ENSG00000140740,UQCRC2,3,-4.7107,28,-1.8174,129,0.51183,122,0.47586,51,-0.9246,116,0.42737,46,-1.0698,126,0.48506,117,0.40049
ENSG00000185716,MOSMO,63,-0.5522,72,-0.3408,52,-0.8441,117,0.45774,122,0.47809,122,0.60043,66,-0.4708,58,-0.6671,68,-0.4552
ENSG00000103319,EEF2K,14,-0.3626,3,-2.7194,12,-0.6245,25,0.56935,10,-0.8587,26,0.71775,11,-0.7319,21,0.18720,18,0.00323
ENSG00000243716,NPIPB5,33,0.04027,40,0.35526,43,0.45079,67,1.37504,12,-1.4763,30,-0.1417,9,-1.8670,36,0.17960,10,-1.7709
ENSG00000122254,HS3ST2,0,-6.1189,4,-2.5949,51,1.30684,60,1.87578,0,-7.8755,0,-8.4336,34,0.64693,0,-9.1279,44,1.21812
ENSG00000103404,USP31,0,-5.8003,30,0.79889,28,0.64968,16,-0.1792,12,-0.6379,22,0.37898,32,0.87322,11,-0.7289,12,-0.6147
ENSG00000168434,COG7,34,0.70807,20,-0.1460,15,-0.5217,36,0.88771,5,-2.0993,26,0.32764,6,-1.8886,29,0.45810,12,-0.9460
ENSG00000103365,GGA2,1,-4.0063,2,-3.1199,6,-1.9078,39,0.89442,26,0.13138,23,-0.0527,19,-0.3547,34,0.54820,36,0.74237
ENSG00000103353,UBFD1,51,0.01456,28,-0.8888,87,0.86648,50,-0.0301,45,-0.1715,62,0.38855,20,-1.3793,35,-0.5436,53,0.06992
ENSG00000004779,NDUFAB1,35,-1.3289,47,-0.9083,46,-0.9207,67,-0.3965,123,0.58662,118,0.65023,58,-0.5741,95,0.18269,105,0.37783
ENSG00000166847,DCTN5,95,-0.6812,85,-0.8582,46,-1.7628,162,0.15218,208,0.53460,195,0.53314,139,-0.1068,132,-0.1848,158,0.11013
ENSG00000166501,PRKCB,257,-2.2936,492,-1.3382,1092,-0.1289,1707,0.64460,1214,0.03574,1636,0.63752,1227,0.05232,728,-0.7509,1046,-0.2126
ENSG00000006116,CACNG3,35,-1.5407,11,-3.1850,106,0.14061,118,0.34534,120,0.34520,138,0.71435,59,-0.7464,37,-1.4581,119,0.35761
ENSG00000122257,RBBP6,437,0.99749,405,0.86805,248,0.08138,365,0.78116,142,-0.7784,215,-0.1709,127,-0.9377,167,-0.5334,81,-1.6892
ENSG00000090905,TNRC6A,471,1.17390,367,0.75455,260,0.20347,351,0.76277,139,-0.7650,166,-0.5772,147,-0.6754,159,-0.5631,116,-1.1034
ENSG00000205629,LCMT1,9,-2.2223,11,-1.9539,32,-0.3447,32,-0.3904,67,0.82250,57,0.71125,26,-0.6450,35,-0.2208,53,0.48505
ENSG00000182601,HS3ST4,0,-6.4367,30,0.05507,138,2.80387,26,-0.1260,17,-0.7766,4,-2.9683,45,0.70363,11,-1.3511,32,0.21489
ENSG00000169189,NSMCE1,54,0.79193,34,0.05426,75,1.36095,20,-0.7772,18,-0.9303,15,-1.3212,27,-0.2699,54,0.79184,39,0.29365
ENSG00000077235,GTF3C1,168,0.78210,105,0.03659,69,-0.6207,180,1.00827,78,-0.4255,94,-0.1612,124,0.29172,38,-1.5010,57,-0.9575
ENSG00000169180,XPO6,30,-0.8011,40,-0.3719,22,-1.2758,76,0.70792,37,-0.4835,49,-0.0875,65,0.37814,38,-0.4499,66,0.45910
ENSG00000188322,SBK1,16,-1.2016,14,-1.3836,34,-0.0439,37,0.08326,54,0.66694,35,-0.0360,41,0.22966,25,-0.5460,49,0.56153
ENSG00000176046,NUPR1,278,3.29458,109,1.37182,51,0.12813,3,-3.8763,15,-1.6578,3,-3.9878,45,-0.0700,61,0.41179,18,-1.5252
ENSG00000196502,SULT1A1,0,-6.6454,19,-0.7950,29,-0.2248,34,0.04054,39,0.24183,35,0.12517,40,0.29373,32,-0.0611,49,0.68640
ENSG00000168488,ATXN2L,35,-0.1931,28,-0.5350,26,-0.6604,58,0.65927,53,0.41871,47,0.31384,21,-0.9590,33,-0.2962,33,-0.3086
ENSG00000178952,TUFM,77,-0.7273,103,-0.2727,140,0.19917,93,-0.4587,123,-0.0067,124,0.01503,94,-0.4103,189,0.68053,158,0.43542
ENSG00000178188,SH2B1,20,-1.0424,20,-1.0628,33,-0.3075,40,-0.0129,33,-0.2944,52,0.48291,24,-0.7857,36,-0.1573,61,0.73499
ENSG00000176953,NFATC2IP,143,1.30052,56,-0.2040,65,0.01566,82,0.41948,47,-0.4931,60,-0.1444,54,-0.2594,47,-0.4968,41,-0.7314
ENSG00000169682,SPNS1,7,-1.3857,23,0.43320,33,1.01116,17,-0.0658,0,-5.6482,16,-0.2226,21,0.24052,32,0.92895,16,-0.1190
ENSG00000103485,QPRT,20,0.14966,40,1.26054,14,-0.4005,21,0.21551,6,-1.5281,3,-2.9590,29,0.72412,35,1.03256,22,0.30464
ENSG00000079616,KIF22,20,-0.4675,17,-0.6973,12,-1.2011,28,-0.0087,6,-2.1895,28,-0.0062,24,-0.2288,28,-0.0048,57,1.34027
ENSG00000103495,MAZ,49,-0.6116,48,-0.6603,67,-0.1363,62,-0.2991,76,0.05430,57,-0.4598,127,0.86542,63,-0.2340,116,0.81465
ENSG00000167371,PRRT2,62,-1.7842,96,-1.1370,304,0.64716,366,1.08188,120,-0.7929,204,0.01338,221,0.14077,97,-1.1218,193,-0.0751
ENSG00000280789,PAGR1,65,1.14209,46,0.57880,46,0.57230,47,0.68158,1,-4.9482,19,-0.8700,37,0.21825,25,-0.3509,22,-0.6390
ENSG00000103502,CDIPT,38,-0.7285,51,-0.2743,62,0.01504,81,0.49405,40,-0.6406,56,-0.1690,53,-0.2103,45,-0.4792,88,0.64318
ENSG00000174938,SEZ6L2,32,-3.5305,84,-2.1144,396,0.22067,636,1.12799,371,0.12017,395,0.26481,211,-0.7518,152,-1.2423,384,0.19121
ENSG00000174939,ASPHD1,9,-3.8736,225,0.90192,104,-0.3255,74,-0.8937,182,0.55698,113,-0.2337,269,1.20800,117,-0.1339,136,0.10565
ENSG00000174943,KCTD13,0,-6.4821,12,-1.2717,30,0.04911,36,0.34163,41,0.51484,33,0.19042,32,0.11335,16,-0.9508,41,0.57934
ENSG00000149932,TMEM219,65,-0.9580,200,0.78485,154,0.35388,107,-0.2209,116,-0.0797,93,-0.4924,149,0.30195,114,-0.1105,150,0.35300
ENSG00000149930,TAOK2,0,-6.8610,32,-0.3267,20,-1.0469,38,-0.0356,35,-0.1658,40,0.03894,61,0.68603,33,-0.2447,66,0.94202
