Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000180530,NRIP1,58,-0.5490,130,0.79030,158,1.12833,55,-0.5863,52,-0.7318,119,0.64607,55,-0.5892,94,0.26703,49,-0.7587
ENSG00000229425,AJ009632.2,12,-0.9724,67,1.89175,21,-0.0440,24,0.11102,10,-1.3363,36,0.77136,23,0.08773,8,-1.4219,20,-0.1438
ENSG00000155313,USP25,35,-0.5698,70,0.59008,77,0.74279,40,-0.3198,37,-0.4689,56,0.20623,54,0.15909,39,-0.3657,58,0.26360
ENSG00000215386,MIR99AHG,67,0.35513,171,1.96770,69,0.35491,27,-1.0855,21,-1.5327,27,-1.1124,13,-2.1912,93,0.85272,30,-0.9509
ENSG00000154639,CXADR,33,-0.9468,96,0.81551,56,-0.0460,86,0.62465,58,-0.0124,87,0.64718,29,-1.0686,62,0.09932,43,-0.4805
ENSG00000154640,BTG3,9,-0.5297,16,0.40429,14,0.12233,9,-0.4737,17,0.50072,11,-0.1996,3,-2.1513,22,0.87752,12,-0.0541
ENSG00000224924,LINC00320,19,-0.1734,37,0.86924,23,0.08856,5,-2.1312,33,0.79331,16,-0.4664,25,0.26960,5,-2.0544,20,-0.0900
ENSG00000154654,NCAM2,106,-0.9617,265,0.54934,265,0.55033,160,-0.2629,152,-0.3735,333,0.93279,191,0.01639,216,0.21367,130,-0.5780
ENSG00000154719,MRPL39,6,-0.6483,10,0.12883,5,-0.8864,9,-0.0618,4,-1.2567,15,0.74828,17,1.00150,7,-0.4369,18,1.07504
ENSG00000154721,JAM2,37,0.36796,19,-0.7115,19,-0.7226,4,-2.8083,16,-1.0835,25,-0.3184,42,0.49742,75,1.51839,45,0.61530
ENSG00000154723,ATP5PF,279,0.09409,118,-1.2457,159,-0.7862,242,-0.1417,203,-0.4562,239,-0.1628,412,0.71908,300,0.20228,478,0.97191
ENSG00000154727,GABPA,15,0.48225,16,0.59816,12,0.06015,8,-0.4721,8,-0.6028,12,0.16418,6,-0.9880,11,-0.0062,13,0.19975
ENSG00000142192,APP,325,-1.5793,897,0.07495,981,0.21849,845,-0.0205,939,0.16576,1645,1.08218,1135,0.45507,642,-0.4507,739,-0.2309
ENSG00000154734,ADAMTS1,51,2.57123,21,0.45440,4,-1.8391,9,-0.7726,12,-0.4913,0,-6.3627,3,-2.4314,2,-2.6292,10,-0.7509
ENSG00000156239,N6AMT1,6,-0.9694,18,0.70601,8,-0.4559,12,0.04951,13,0.20397,13,0.27031,14,0.35602,8,-0.4311,13,0.18615
ENSG00000198862,LTN1,22,-1.2513,97,1.17714,74,0.71470,51,0.11764,52,0.14274,52,0.14128,38,-0.3634,39,-0.3123,25,-0.9768
ENSG00000156253,RWDD2B,5,-1.7073,15,0.01789,22,0.59143,16,0.12986,17,0.20150,12,-0.3985,22,0.55188,6,-1.4396,30,1.10803
ENSG00000156256,USP16,70,-0.1449,137,0.95894,122,0.76274,36,-1.1314,59,-0.4503,70,-0.1303,63,-0.3026,118,0.70057,36,-1.1613
ENSG00000156261,CCT8,48,-1.1814,80,-0.3252,62,-0.7103,143,0.60242,71,-0.5667,164,0.83106,140,0.56168,109,0.16384,149,0.66173
ENSG00000171189,GRIK1,21,0.03318,39,1.01649,17,-0.2983,16,-0.3960,23,0.18223,8,-1.4657,7,-1.6590,38,0.99813,15,-0.4740
ENSG00000156299,TIAM1,46,-0.5902,70,0.11182,85,0.40657,46,-0.5605,70,0.10679,69,0.08647,55,-0.2733,85,0.41544,79,0.30779
ENSG00000142168,SOD1,388,-0.6429,379,-0.6248,332,-0.8295,684,0.30251,544,-0.0689,656,0.23542,897,0.75081,469,-0.2947,947,0.84081
ENSG00000156304,SCAF4,16,-0.1871,42,1.37056,21,0.22533,10,-0.9167,13,-0.6255,14,-0.4369,18,-0.0028,22,0.27837,17,-0.1501
ENSG00000142149,HUNK,13,-0.3815,24,0.66587,19,0.24123,21,0.44778,23,0.64834,8,-0.9866,14,-0.2211,9,-0.7742,9,-0.8959
ENSG00000142207,URB1,20,-0.2407,29,0.38450,14,-0.7657,14,-0.7804,27,0.28206,29,0.40041,24,0.06612,25,0.17372,22,-0.0121
ENSG00000159079,CFAP298,36,-0.5723,99,1.09925,64,0.38733,38,-0.4543,29,-0.8999,77,0.67232,51,0.00347,49,-0.0584,49,-0.0650
ENSG00000159082,SYNJ1,100,-1.0448,186,-0.0086,157,-0.2738,271,0.59471,227,0.34705,283,0.66774,181,-0.0573,136,-0.4981,193,0.04478
ENSG00000159086,PAXBP1,20,-0.8443,119,2.22434,41,0.31649,24,-0.4899,21,-0.7684,20,-0.8039,19,-0.8974,37,0.13647,27,-0.3106
ENSG00000205927,OLIG2,26,0.22087,23,0.00266,23,0.02161,8,-1.4875,28,0.34561,3,-2.6760,11,-1.1166,50,1.30116,25,0.13985
ENSG00000184221,OLIG1,113,1.00458,30,-1.2277,42,-0.7203,51,-0.4126,76,0.24181,21,-1.7130,39,-0.8296,87,0.43106,84,0.36104
ENSG00000159110,IFNAR2,17,0.71450,15,0.50523,9,-0.3918,11,-0.0042,10,-0.2429,2,-2.1834,9,-0.2707,9,-0.3609,15,0.42818
ENSG00000142166,IFNAR1,47,-0.2206,88,0.79843,66,0.32100,35,-0.6762,57,0.11709,62,0.21780,39,-0.5073,61,0.21192,32,-0.8136
ENSG00000159128,IFNGR2,35,-0.5113,33,-0.5486,32,-0.5796,60,0.39022,46,-0.0447,61,0.40991,43,-0.1542,61,0.40150,67,0.56531
ENSG00000142188,TMEM50B,39,-0.5624,48,-0.2014,58,0.09691,49,-0.1481,59,0.15201,69,0.37601,65,0.28448,51,-0.0937,61,0.19430
ENSG00000159131,GART,12,-0.4312,27,0.89997,15,-0.0355,8,-1.0615,10,-0.7796,13,-0.2103,21,0.50096,27,0.89259,16,0.01747
ENSG00000159140,SON,316,-0.2998,614,0.80075,552,0.62094,266,-0.5424,297,-0.4056,446,0.27435,285,-0.4345,574,0.68737,174,-1.1882
ENSG00000205758,CRYZL1,45,-0.1291,52,0.10917,41,-0.2642,44,-0.1561,44,-0.1619,41,-0.2717,60,0.34715,61,0.35636,57,0.24564
ENSG00000205726,ITSN1,266,0.13048,332,0.47326,507,1.19154,151,-0.7613,244,-0.0228,141,-0.8676,181,-0.4891,278,0.18539,111,-1.2347
ENSG00000241837,ATP5PO,209,-0.2318,140,-0.8271,118,-1.0794,276,0.23220,180,-0.4802,250,0.07598,388,0.79033,236,-0.0209,440,1.00653
ENSG00000243927,MRPS6,43,0.16426,26,-0.6376,20,-1.0187,35,-0.1800,29,-0.5134,57,0.58994,38,-0.0378,60,0.67787,52,0.44586
ENSG00000198743,SLC5A3,40,-0.2295,45,-0.0150,59,0.40831,58,0.37588,42,-0.1321,38,-0.2712,40,-0.1867,71,0.70751,26,-0.8563
ENSG00000159200,RCAN1,39,-0.0433,28,-0.5335,29,-0.4792,40,-0.0104,35,-0.2247,41,0.02643,58,0.58654,44,0.14828,52,0.42267
ENSG00000185917,SETD4,10,-0.3851,23,0.90636,5,-1.2678,13,0.03676,11,-0.2165,18,0.51311,9,-0.5091,10,-0.4180,21,0.73994
ENSG00000159228,CBR1,109,0.41378,82,-0.0842,48,-0.9229,61,-0.5588,82,-0.0924,58,-0.6129,89,0.03552,119,0.51113,115,0.44952
ENSG00000142197,DOP1B,10,-1.5925,37,0.56050,26,-0.0429,43,0.77379,23,-0.2632,32,0.30045,44,0.80711,22,-0.2513,22,-0.2806
ENSG00000159256,MORC3,25,-0.5327,65,1.04698,62,0.98838,22,-0.6526,27,-0.3654,42,0.35159,27,-0.3787,37,0.12458,15,-1.2535
ENSG00000159267,HLCS,10,-0.1827,18,0.76638,16,0.57617,5,-1.2608,9,-0.2438,12,0.16018,13,0.27830,9,-0.3158,10,-0.2006
ENSG00000185808,PIGP,16,-0.1833,14,-0.2917,11,-0.6884,20,0.19087,13,-0.4716,15,-0.1943,23,0.42590,22,0.38001,28,0.79502
ENSG00000182670,TTC3,770,-0.6504,1793,0.75531,2098,1.02348,1074,-0.0788,1237,0.16257,1155,0.03725,704,-0.7337,1213,0.11496,365,-1.7208
ENSG00000157538,VPS26C,18,0.06143,26,0.58157,14,-0.3364,14,-0.3116,15,-0.2679,16,-0.1651,17,-0.0639,20,0.17610,21,0.26282
ENSG00000157540,DYRK1A,59,-0.6760,92,0.08270,106,0.31244,73,-0.2767,104,0.30235,104,0.27051,71,-0.3162,92,0.07391,99,0.20120
ENSG00000157542,KCNJ6,55,-1.2956,204,0.84213,180,0.62572,85,-0.5576,107,-0.2228,256,1.23687,95,-0.3898,124,0.02679,72,-0.8194
ENSG00000157557,ETS2,63,-0.9386,104,-0.0997,107,-0.0552,132,0.28302,119,0.13137,171,0.70577,187,0.85693,66,-0.7947,86,-0.3955
ENSG00000183527,PSMG1,14,-1.0763,21,-0.3627,19,-0.4755,28,0.08629,27,0.01877,34,0.39060,44,0.83130,21,-0.3694,43,0.78379
ENSG00000185658,BRWD1,129,-0.7568,336,0.83442,210,0.06321,223,0.15744,241,0.32325,221,0.14853,157,-0.3931,186,-0.1296,146,-0.5086
ENSG00000205581,HMGN1,74,0.48783,69,0.29863,61,0.11274,56,-0.0209,33,-0.9221,49,-0.2269,34,-0.8009,95,0.83147,48,-0.2704
ENSG00000182093,GET1,78,-0.1672,54,-0.7062,49,-0.8417,120,0.55216,69,-0.3615,102,0.28876,80,-0.1034,118,0.51760,122,0.57457
ENSG00000185437,SH3BGR,11,-0.3235,8,-0.7560,18,0.36899,14,0.06241,15,0.16589,15,0.12513,9,-0.5945,18,0.42636,16,0.24433
ENSG00000183036,PCP4,35,-2.8066,94,-1.2296,81,-1.4523,978,2.87440,211,0.00879,125,-0.7999,56,-1.9878,108,-1.0253,373,0.94601
ENSG00000171587,DSCAM,17,-0.3074,42,1.20505,17,-0.2509,17,-0.2240,19,-0.1229,27,0.43821,21,0.07737,14,-0.5389,12,-0.7700
ENSG00000157601,MX1,14,-0.5517,22,0.24015,9,-1.1261,22,0.27178,23,0.33171,24,0.35481,33,0.88120,6,-1.5973,19,0.01424
ENSG00000157617,C2CD2,19,-0.2105,19,-0.2304,14,-0.7052,16,-0.4735,20,-0.1843,20,-0.1674,35,0.74378,26,0.24910,34,0.70761
ENSG00000173276,ZBTB21,25,-0.2407,41,0.57791,30,0.04203,43,0.63302,24,-0.2924,20,-0.5457,14,-1.0683,43,0.64706,27,-0.0950
ENSG00000160188,RSPH1,26,0.86044,8,-1.0504,11,-0.6787,12,-0.5196,15,-0.2213,16,-0.0339,6,-1.4041,15,-0.1625,32,1.08449
ENSG00000160194,NDUFV3,93,0.19129,60,-0.5057,49,-0.8240,93,0.17377,54,-0.7435,78,-0.1036,112,0.47304,81,-0.0465,151,0.97745
ENSG00000160199,PKNOX1,9,-0.2502,18,0.85420,11,0.07343,14,0.43396,11,-0.0327,6,-0.9080,6,-0.9088,11,-0.0332,13,0.25506
ENSG00000160208,RRP1B,18,-0.1557,32,0.77938,38,1.08493,12,-0.7232,13,-0.6959,19,-0.0608,7,-1.4671,29,0.64457,17,-0.2641
ENSG00000160209,PDXK,223,0.51281,113,-0.6256,122,-0.5028,190,0.18778,194,0.25096,112,-0.6373,143,-0.2608,137,-0.3215,203,0.29902
ENSG00000160213,CSTB,101,0.41571,49,-0.7575,40,-1.0446,90,0.18154,53,-0.7049,78,-0.0410,85,0.10041,95,0.27384,136,0.86592
ENSG00000160214,RRP1,17,-0.4496,22,-0.0414,11,-1.1077,32,0.54080,25,0.14950,24,0.09546,26,0.20911,24,0.08611,27,0.25011
ENSG00000160216,AGPAT3,108,0.08711,104,0.01564,111,0.12083,73,-0.5329,115,0.19712,74,-0.4996,102,-0.0053,114,0.17203,105,0.04551
ENSG00000160221,GATD3A,14,-0.3534,10,-0.8793,16,-0.1692,9,-0.9274,13,-0.5273,17,-0.0776,38,1.28772,21,0.25120,28,0.77273
ENSG00000141959,PFKL,94,0.09385,52,-0.8354,55,-0.7424,97,0.12850,65,-0.5356,121,0.48480,97,0.13802,96,0.11939,145,0.79084
ENSG00000160226,CFAP410,28,0.15502,8,-1.7417,11,-1.3296,31,0.28695,19,-0.5157,35,0.50688,28,0.14193,32,0.33572,44,0.87790
ENSG00000142185,TRPM2,15,-0.5210,27,0.40511,12,-0.8992,38,0.92447,21,-0.0173,24,0.17592,28,0.44134,11,-1.0345,21,0.00037
ENSG00000184787,UBE2G2,49,-0.3588,105,0.91367,60,-0.0005,43,-0.5054,63,0.09065,74,0.33089,46,-0.4157,48,-0.3507,60,0.01145
ENSG00000184900,SUMO3,116,-0.4713,107,-0.5533,109,-0.5316,290,1.05440,160,0.07260,162,0.08859,155,0.02023,156,0.02334,154,0.01069
ENSG00000183255,PTTG1IP,93,1.42010,35,-0.4186,44,-0.0328,31,-0.5852,24,-1.0743,19,-1.3031,31,-0.5693,58,0.40370,46,0.01165
ENSG00000160256,FAM207A,13,0.09614,7,-0.8492,8,-0.7054,15,0.30004,7,-0.9648,17,0.57031,20,0.82721,10,-0.3622,18,0.62601
ENSG00000197381,ADARB1,45,-0.1199,52,0.11787,53,0.14565,59,0.30648,42,-0.2324,60,0.35781,46,-0.0672,41,-0.2454,45,-0.1045
ENSG00000223768,LINC00205,52,-0.3792,69,0.09240,108,0.83145,72,0.16775,69,0.09613,70,0.11246,48,-0.4668,60,-0.1359,47,-0.5176
ENSG00000182871,COL18A1,28,2.13889,17,0.82046,0,-4.1004,3,-1.4992,7,-0.4793,1,-3.2139,0,-3.8659,3,-1.5573,14,0.54735
ENSG00000142156,COL6A1,33,-0.2177,44,0.23946,32,-0.2556,29,-0.4295,40,0.11935,21,-0.8886,81,1.27207,20,-0.9391,41,0.11604
ENSG00000160284,SPATC1L,15,0.40396,7,-0.6769,1,-2.9655,16,0.45141,8,-0.6972,14,0.24184,10,-0.2121,12,-0.0185,25,1.18633
ENSG00000160285,LSS,18,0.05503,14,-0.3870,13,-0.5195,18,-0.0001,15,-0.2563,11,-0.6814,19,0.10835,27,0.67462,27,0.63950
ENSG00000160294,MCM3AP,34,-0.2938,48,0.28869,34,-0.2630,41,0.05053,33,-0.3146,42,0.08571,58,0.58161,39,-0.0279,44,0.15044
ENSG00000160299,PCNT,38,-0.6574,165,1.85785,74,0.43726,37,-0.6360,45,-0.3869,67,0.29229,26,-1.1475,56,-0.0162,26,-1.1461
ENSG00000160305,DIP2A,26,-0.6703,112,1.80171,29,-0.4675,41,0.08014,44,0.19206,34,-0.2150,13,-1.6545,44,0.20714,17,-1.2685
ENSG00000160307,S100B,458,2.09613,44,-2.0405,48,-1.9092,85,-1.0656,94,-0.9960,40,-2.1736,116,-0.5929,223,0.42788,216,0.37566
ENSG00000160310,PRMT2,117,-0.4856,205,0.44216,232,0.64200,215,0.51857,191,0.36625,137,-0.2065,72,-1.1897,136,-0.2174,102,-0.6598
ENSG00000206195,DUXAP8,16,-1.2139,71,1.19667,48,0.52999,17,-1.1003,34,-0.0326,70,1.15753,29,-0.2778,27,-0.4061,18,-0.9836
ENSG00000272872,AP000525.1,11,0.16115,8,-0.3587,10,0.06240,7,-0.4825,4,-1.2321,22,1.30428,9,-0.0990,16,0.78696,5,-0.9177
ENSG00000183307,TMEM121B,16,-0.5846,25,0.14395,27,0.30679,42,1.00647,24,0.13950,30,0.45336,15,-0.5996,11,-1.1009,17,-0.3979
ENSG00000069998,HDHD5,10,-0.4197,13,0.01770,5,-1.2505,20,0.72504,11,-0.2239,9,-0.5106,21,0.81408,12,-0.1339,18,0.51376
ENSG00000182902,SLC25A18,124,1.23817,37,-0.8733,48,-0.4889,15,-2.1671,23,-1.6966,6,-3.3944,28,-1.2632,218,2.10742,73,0.17259
ENSG00000131100,ATP6V1E1,173,-1.3121,332,-0.2276,373,-0.0455,382,-0.0070,372,-0.0523,591,0.70242,622,0.79036,285,-0.4631,543,0.56418
ENSG00000099968,BCL2L13,27,-0.2597,34,0.11966,36,0.19457,16,-1.0161,35,0.18210,33,0.06252,57,0.94779,18,-0.8529,30,-0.0956
ENSG00000015475,BID,18,-0.3611,10,-1.1884,11,-1.0280,19,-0.2505,20,-0.1637,29,0.44312,37,0.84991,21,-0.0970,40,0.95890
ENSG00000243156,MICAL3,38,-0.5022,88,0.88900,36,-0.5331,61,0.27372,66,0.46433,38,-0.4662,36,-0.5451,59,0.23093,36,-0.5407
ENSG00000215193,PEX26,49,0.17985,49,0.17286,64,0.59668,28,-0.7032,56,0.44366,30,-0.6159,33,-0.4352,46,0.07943,24,-0.9080
ENSG00000278558,TMEM191B,15,0.42903,7,-0.6618,1,-3.1527,10,-0.1585,10,-0.1988,9,-0.3563,19,0.77662,4,-1.3934,26,1.31589
ENSG00000273032,DGCR9,37,-0.1563,60,0.62435,35,-0.2201,26,-0.7083,31,-0.4765,53,0.40729,27,-0.6459,78,1.06878,34,-0.2988
ENSG00000070413,DGCR2,56,-0.0947,35,-0.7959,51,-0.2204,58,-0.0356,59,-0.0073,76,0.40656,96,0.78109,50,-0.2600,54,-0.1335
ENSG00000100056,ESS2,13,-0.3045,10,-0.6384,6,-1.3892,13,-0.3579,8,-1.0700,13,-0.2884,25,0.68798,39,1.48070,27,0.81548
ENSG00000100075,SLC25A1,23,0.69241,17,0.13706,11,-0.5742,5,-1.6936,10,-0.7320,7,-1.1918,22,0.55974,18,0.23981,26,0.81675
ENSG00000100084,HIRA,22,0.29302,17,-0.1226,18,-0.0388,17,-0.1528,24,0.51140,17,-0.1279,14,-0.4176,15,-0.2950,12,-0.6164
ENSG00000242259,C22orf39,42,-0.3752,38,-0.5177,26,-1.0645,68,0.40898,66,0.39264,48,-0.1630,55,0.07546,60,0.20097,70,0.43852
ENSG00000185608,MRPL40,28,-0.0589,17,-0.7998,12,-1.2687,39,0.49070,15,-1.0358,33,0.24055,39,0.48472,30,0.10637,58,1.16752
ENSG00000070010,UFD1,32,0.05953,30,-0.0416,16,-0.9983,36,0.22339,31,-0.0284,32,0.04560,40,0.38680,19,-0.7905,44,0.55960
ENSG00000184113,CLDN5,78,2.24816,12,-1.2459,21,-0.3885,20,-0.5039,19,-0.5719,5,-2.4418,11,-1.3853,11,-1.3312,26,-0.0890
ENSG00000184702,SEPTIN5,110,1.47859,25,-1.1308,15,-1.9021,51,-0.0295,21,-1.4921,54,0.06309,43,-0.2882,37,-0.5452,87,0.83045
ENSG00000203618,GP1BB,73,0.74709,31,-0.6944,19,-1.4155,50,0.04467,62,0.42031,29,-0.8035,27,-0.9181,46,-0.0835,65,0.45583
ENSG00000215012,RTL10,17,-0.5675,28,0.25429,24,0.01932,23,-0.0863,19,-0.3477,36,0.67049,26,0.11551,24,0.00540,29,0.30553
ENSG00000184470,TXNRD2,19,0.18791,14,-0.3413,13,-0.4416,24,0.50340,15,-0.2551,17,-0.0550,17,0.01656,13,-0.3743,24,0.49939
ENSG00000093010,COMT,64,0.95151,24,-0.7042,10,-1.9471,51,0.43772,26,-0.6461,25,-0.6791,21,-0.9118,42,0.14230,70,0.97248
ENSG00000099889,ARVCF,13,0.19898,12,0.04158,14,0.26683,17,0.65275,9,-0.3202,6,-0.8560,7,-0.7848,13,0.22959,12,0.10215
ENSG00000183597,TANGO2,17,-0.0969,16,-0.1219,12,-0.5899,15,-0.2622,18,0.00155,17,-0.0490,35,1.09271,8,-1.1519,23,0.38609
ENSG00000128191,DGCR8,10,0.15447,29,1.87854,3,-1.6870,11,0.22799,7,-0.5980,9,-0.0729,7,-0.5636,7,-0.4623,5,-0.8656
ENSG00000099899,TRMT2A,13,-0.1723,15,0.10013,8,-0.7778,17,0.31576,12,-0.3210,15,0.10011,17,0.28332,9,-0.7007,25,0.91218
ENSG00000099901,RANBP1,54,-0.5311,69,-0.1157,84,0.19639,89,0.29539,70,-0.0838,78,0.09332,82,0.16322,61,-0.2939,101,0.50479
ENSG00000099904,ZDHHC8,28,0.30800,20,-0.2175,10,-1.2259,17,-0.4470,21,-0.1988,30,0.40145,23,-0.0097,31,0.44545,28,0.25530
ENSG00000040608,RTN4R,33,-1.0449,39,-0.7311,39,-0.7399,77,0.33709,64,0.04605,124,1.13493,63,0.02916,56,-0.1786,94,0.66490
ENSG00000128185,DGCR6L,51,0.44945,30,-0.4266,16,-1.3495,36,-0.1379,31,-0.4226,37,-0.1045,41,0.06076,40,0.03800,71,0.95111
ENSG00000099910,KLHL22,16,-0.6599,24,0.01968,12,-0.9857,23,-0.0872,26,0.14030,31,0.41179,28,0.23476,22,-0.1347,39,0.79259
ENSG00000099917,MED15,30,-0.3149,35,-0.0430,19,-0.9118,45,0.39246,42,0.28344,44,0.34101,20,-0.8614,37,0.07275,47,0.45856
ENSG00000241973,PI4KA,202,-0.6828,277,-0.1404,140,-1.1882,398,0.44139,285,-0.1040,446,0.62783,436,0.59179,198,-0.6620,460,0.67939
ENSG00000099940,SNAP29,24,-0.4811,27,-0.2559,34,0.10383,47,0.63361,27,-0.2850,39,0.31486,32,0.00342,36,0.19126,33,0.07993
ENSG00000099942,CRKL,57,-0.3056,49,-0.5128,44,-0.6690,89,0.44291,71,0.08699,71,0.08194,64,-0.0971,82,0.30335,90,0.46461
ENSG00000183773,AIFM3,55,0.76346,17,-1.1506,19,-0.9538,27,-0.4312,25,-0.6357,7,-2.4188,44,0.30005,50,0.51381,75,1.19986
ENSG00000099949,LZTR1,24,0.20240,32,0.67491,9,-1.2831,23,0.15262,23,0.12879,16,-0.3863,10,-1.1345,21,0.00448,27,0.41881
ENSG00000184436,THAP7,26,0.34536,19,-0.2108,22,0.03500,19,-0.2248,14,-0.6852,20,-0.1500,20,-0.0940,23,0.07860,34,0.74183
ENSG00000099957,P2RX6,8,-0.3010,6,-0.7761,3,-1.7770,8,-0.2133,14,0.63827,14,0.51526,11,0.18301,0,-5.0212,22,1.29653
ENSG00000206140,TMEM191C,10,0.07536,15,0.65678,2,-2.2940,10,0.03068,13,0.54014,8,-0.3233,9,-0.1417,4,-1.3433,13,0.47696
ENSG00000185651,UBE2L3,95,-0.0029,68,-0.5093,67,-0.5350,88,-0.1177,108,0.23155,94,-0.0043,76,-0.3538,95,0.00282,149,0.73479
ENSG00000161179,YDJC,13,0.01561,10,-0.4348,5,-1.4223,13,-0.0301,12,-0.2023,10,-0.4238,19,0.56937,16,0.27486,23,0.86565
ENSG00000128228,SDF2L1,16,0.91762,9,-0.0643,4,-1.1915,8,-0.2460,4,-1.4435,9,-0.0681,8,-0.1894,10,-0.0102,18,0.96967
ENSG00000100023,PPIL2,19,-0.1566,34,0.80689,12,-0.8168,18,-0.2030,18,-0.2171,16,-0.3846,23,0.19018,24,0.27636,25,0.29325
ENSG00000100027,YPEL1,34,0.30351,37,0.40271,25,-0.2458,21,-0.4586,20,-0.5753,39,0.47017,9,-1.6559,38,0.45065,38,0.44684
ENSG00000100030,MAPK1,239,-0.7052,282,-0.3938,271,-0.4514,595,0.81226,387,0.11912,494,0.49961,279,-0.4107,492,0.49354,319,-0.1988
ENSG00000100034,PPM1F,38,0.64620,36,0.44278,20,-0.4843,11,-1.3222,25,-0.0975,30,0.15079,27,0.01551,28,0.04720,18,-0.6532
ENSG00000274422,AC245060.5,45,-0.3789,381,3.97920,20,-1.5401,26,-1.1964,16,-1.9650,31,-0.9261,6,-3.3231,15,-1.9628,17,-1.7811
ENSG00000275004,ZNF280B,12,-1.1003,34,0.58672,26,0.15738,21,-0.1767,33,0.63927,25,0.11828,26,0.16433,22,-0.0824,13,-0.8725
ENSG00000128266,GNAZ,89,-0.1862,52,-1.0016,67,-0.6005,135,0.48609,114,0.24423,108,0.12550,147,0.62778,82,-0.2998,97,-0.0406
ENSG00000100228,RAB36,4,-1.1781,10,0.03830,4,-1.2197,17,0.93466,9,-0.0367,6,-0.6357,7,-0.4978,22,1.32374,12,0.31956
ENSG00000186716,BCR,116,0.70739,49,-0.7321,70,-0.1946,51,-0.6707,62,-0.4231,53,-0.6052,78,-0.0245,110,0.52817,103,0.42133
ENSG00000250479,CHCHD10,196,-0.3124,125,-0.9639,110,-1.1591,256,0.14132,193,-0.3356,230,-0.0301,405,0.89571,184,-0.3752,490,1.22891
ENSG00000099956,SMARCB1,21,-0.2158,28,0.19892,22,-0.1820,16,-0.6619,12,-1.1182,29,0.29210,33,0.50528,33,0.48185,40,0.78736
ENSG00000133460,SLC2A11,20,-0.4467,48,1.01782,23,-0.1651,18,-0.5050,32,0.42052,21,-0.3179,17,-0.6002,26,0.02276,24,-0.0857
ENSG00000240972,MIF,441,-0.3793,306,-0.9057,218,-1.4185,576,0.07411,485,-0.2179,662,0.29532,875,0.75553,475,-0.2330,1087,1.12983
ENSG00000133433,GSTT2B,23,-0.4325,24,-0.3557,16,-0.9023,44,0.61580,23,-0.4202,23,-0.3757,55,1.01515,15,-1.0163,57,1.06747
ENSG00000099977,DDT,66,0.19399,27,-1.1722,22,-1.5013,49,-0.2851,50,-0.2964,61,0.04313,76,0.40550,58,-0.0345,126,1.25174
ENSG00000099991,CABIN1,32,-0.5219,57,0.45712,47,0.13418,54,0.35497,28,-0.6882,57,0.45201,37,-0.2237,34,-0.3465,66,0.69896
ENSG00000100014,SPECC1L,42,-0.7683,95,0.56196,198,1.87442,31,-1.1869,73,0.16735,53,-0.3603,40,-0.7727,66,-0.0112,20,-1.7932
ENSG00000100028,SNRPD3,28,-0.3834,30,-0.2601,50,0.54029,40,0.20976,37,0.09586,29,-0.3020,30,-0.2313,46,0.41279,33,-0.1281
ENSG00000167037,SGSM1,14,-1.3551,43,0.44615,27,-0.2596,42,0.41132,37,0.26610,41,0.40197,41,0.40541,23,-0.4896,33,0.06450
ENSG00000197077,KIAA1671,36,-0.3033,39,-0.1574,38,-0.1885,46,0.11145,46,0.09774,34,-0.3538,52,0.29188,44,0.01714,58,0.46495
ENSG00000100077,GRK3,77,-0.2611,114,0.39054,106,0.26233,45,-1.0620,72,-0.3713,110,0.33424,146,0.79362,81,-0.1523,85,-0.0873
ENSG00000100095,SEZ6L,104,-0.3645,99,-0.4041,84,-0.6571,142,0.15860,80,-0.7846,237,1.01335,151,0.26282,195,0.68050,134,0.07043
ENSG00000128203,ASPHD2,25,0.02100,26,0.08768,16,-0.6778,20,-0.3130,15,-0.7552,39,0.76818,34,0.54335,24,-0.0021,29,0.25741
ENSG00000100099,HPS4,19,-0.4822,40,0.72909,33,0.41732,27,0.06565,19,-0.5346,23,-0.1561,34,0.43302,24,-0.1070,25,-0.0381
ENSG00000100104,SRRD,16,-0.0101,11,-0.5315,10,-0.6392,16,-0.0018,6,-1.4007,29,0.96109,14,-0.1889,21,0.42675,29,0.96851
ENSG00000100109,TFIP11,14,-0.1904,18,0.16036,6,-1.3567,7,-1.1629,13,-0.3888,18,0.13582,25,0.71911,16,-0.0456,33,1.15742
ENSG00000128294,TPST2,24,-0.5413,31,-0.0573,29,-0.2003,28,-0.2394,23,-0.5635,48,0.63578,56,0.89148,30,-0.1189,42,0.38792
ENSG00000225783,MIAT,128,-0.5278,486,1.76225,85,-1.1024,148,-0.2499,173,-0.0116,182,0.07106,125,-0.5191,154,-0.1928,133,-0.4159
ENSG00000180957,PITPNB,110,-0.4196,104,-0.4714,159,0.20275,219,0.72742,147,0.07722,143,0.03509,146,0.06708,140,-0.0044,118,-0.2682
ENSG00000235954,TTC28-AS1,12,0.05735,28,1.37310,13,0.12016,6,-0.9820,5,-1.3456,16,0.50559,8,-0.6513,11,-0.1198,15,0.32578
