Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000100395,L3MBTL2,29,-0.7180,38,-0.2729,60,0.41877,45,-0.0160,57,0.35542,79,0.87393,30,-0.6620,27,-0.7831,50,0.13186,44,-0.0481
ENSG00000100401,RANGAP1,99,-0.7038,124,-0.3692,149,-0.0803,192,0.35882,207,0.44411,176,0.18087,85,-0.9444,145,-0.1241,182,0.23226,166,0.09493
ENSG00000100403,ZC3H7B,46,-0.3613,105,0.95844,50,-0.2401,12,-2.4823,70,0.28427,37,-0.6788,105,0.95224,116,1.12930,51,-0.2140,47,-0.3431
ENSG00000167074,TEF,34,-0.3008,37,-0.1595,7,-2.5044,51,0.37815,38,-0.1367,30,-0.4972,47,0.18206,53,0.37254,45,0.12779,52,0.39214
ENSG00000183864,TOB2,122,2.46028,44,0.59773,20,-0.6013,15,-1.0753,28,-0.0834,13,-1.2549,47,0.72508,20,-0.6329,10,-1.5812,13,-1.3843
ENSG00000100410,PHF5A,19,0.61701,9,-0.5750,1,-3.1104,13,-0.0610,10,-0.4236,15,0.26941,21,0.78330,6,-1.0614,10,-0.3784,19,0.69204
ENSG00000100412,ACO2,142,-0.8724,218,-0.2099,193,-0.4028,158,-0.7637,174,-0.5563,203,-0.3190,397,0.74716,390,0.71582,282,0.19433,341,0.55777
ENSG00000100413,POLR3H,22,-1.3122,27,-1.0444,26,-1.0785,55,0.04435,33,-0.7283,52,-0.0474,72,0.47917,76,0.56833,50,-0.1109,86,0.87561
ENSG00000100417,PMM1,22,-0.6461,18,-0.9430,27,-0.3388,26,-0.4723,19,-0.8519,47,0.50722,41,0.30225,21,-0.7677,31,-0.1568,66,1.21876
ENSG00000100418,DESI1,43,-0.2320,39,-0.3908,30,-0.8100,55,0.15589,46,-0.1350,18,-1.5139,60,0.26276,77,0.68026,53,0.07640,64,0.42375
ENSG00000196419,XRCC6,102,-0.4596,84,-0.7526,73,-0.9725,165,0.32587,125,-0.1484,122,-0.1837,157,0.21215,91,-0.6299,165,0.28958,199,0.67009
ENSG00000100138,SNU13,88,-1.2547,119,-0.7967,176,-0.1994,175,-0.2358,123,-0.7485,184,-0.1359,240,0.28361,207,0.05169,270,0.47459,324,0.88252
ENSG00000198911,SREBF2,43,-1.0336,62,-0.4964,39,-1.2037,71,-0.3175,62,-0.4827,99,0.24077,136,0.74511,114,0.46545,79,-0.1292,124,0.67558
ENSG00000205704,LINC00634,9,-1.0550,17,-0.0490,25,0.52406,16,-0.2483,8,-1.2399,20,0.19211,25,0.52567,16,-0.1596,11,-0.7835,27,0.70049
ENSG00000100167,SEPTIN3,103,-1.9201,326,-0.1825,441,0.29309,363,-0.0165,291,-0.3606,337,-0.1332,440,0.28672,532,0.59631,305,-0.2876,450,0.36166
ENSG00000183172,SMDT1,62,-1.1461,119,-0.1541,147,0.17619,85,-0.7264,52,-1.4014,77,-0.8236,188,0.57442,274,1.20747,121,-0.1289,183,0.59823
ENSG00000184983,NDUFA6,27,-2.1038,115,0.05536,81,-0.4798,101,-0.1543,53,-1.1184,80,-0.5011,170,0.68441,124,0.17345,153,0.51090,163,0.68855
ENSG00000100207,TCF20,34,-0.1767,40,0.07733,21,-0.8536,41,0.13452,40,0.10252,75,1.11401,29,-0.4042,27,-0.4913,35,-0.1083,35,-0.1360
ENSG00000189306,RRP7A,27,-0.4583,26,-0.5005,21,-0.8096,48,0.49760,62,0.84500,29,-0.3502,33,-0.1388,43,0.24089,31,-0.2695,35,-0.0950
ENSG00000100227,POLDIP3,25,0.06649,14,-0.8049,10,-1.2976,27,0.23086,11,-1.1752,15,-0.6832,37,0.71106,28,0.22890,17,-0.5248,38,0.81540
ENSG00000100243,CYB5R3,74,0.02381,53,-0.5062,42,-0.8585,37,-1.1226,40,-0.9299,46,-0.7137,150,1.17617,72,-0.0313,131,0.94339,99,0.53266
ENSG00000242247,ARFGAP3,46,0.38691,54,0.63118,31,-0.2556,39,0.10411,54,0.61498,26,-0.5185,37,0.04317,20,-0.9109,30,-0.2712,30,-0.3097
ENSG00000100266,PACSIN2,27,0.20582,19,-0.3450,16,-0.6367,18,-0.5071,15,-0.7351,10,-1.2917,32,0.42665,25,0.05339,31,0.38046,39,0.89580
ENSG00000100271,TTLL1,18,0.16875,16,-0.0036,15,-0.1054,13,-0.3071,14,-0.2317,20,0.31781,10,-0.7106,11,-0.5167,17,0.09026,23,0.60162
ENSG00000100294,MCAT,2,-3.2526,7,-1.4791,17,-0.1420,13,-0.5955,14,-0.4260,23,0.32673,18,-0.0423,32,0.88065,29,0.72899,27,0.69661
ENSG00000100300,TSPO,35,1.23561,12,-0.4345,5,-1.6829,8,-1.1670,6,-1.4460,9,-0.8555,39,1.44942,9,-0.9064,18,0.14249,23,0.61801
ENSG00000100304,TTLL12,1,-4.2882,18,-0.0040,6,-1.6596,15,-0.2666,13,-0.4572,21,0.24857,26,0.60978,28,0.72476,24,0.48240,23,0.47072
ENSG00000186732,MPPED1,25,-2.0173,106,0.12274,62,-0.7008,79,-0.3606,103,0.08298,121,0.33067,79,-0.3415,133,0.48564,136,0.51874,126,0.45100
ENSG00000130540,SULT4A1,28,-3.1224,126,-0.9184,119,-1.0029,197,-0.2637,223,-0.0490,176,-0.4090,203,-0.1940,268,0.24589,323,0.54387,448,1.26607
ENSG00000100347,SAMM50,15,-1.0587,18,-0.7420,37,0.34299,46,0.78032,14,-1.1708,13,-1.2232,31,0.05835,31,0.04228,28,-0.1360,40,0.51935
ENSG00000188677,PARVB,15,-0.9516,14,-0.9966,48,0.86071,19,-0.6182,18,-0.6454,53,1.03135,29,0.03783,25,-0.1647,18,-0.6521,38,0.56142
ENSG00000138944,SHISAL1,35,-0.3326,39,-0.1409,66,0.69742,20,-1.2226,39,-0.1651,24,-0.8694,58,0.47134,53,0.31964,29,-0.6017,66,0.78544
ENSG00000188636,RTL6,35,-0.6526,25,-1.1393,47,-0.1950,81,0.75417,25,-1.1699,71,0.45028,56,0.07130,57,0.10006,22,-1.3077,70,0.48898
ENSG00000226328,NUP50-DT,10,-0.7493,13,-0.4617,13,-0.4060,19,0.18529,33,1.03367,18,0.06102,20,0.24350,12,-0.5603,21,0.33259,14,-0.3479
ENSG00000093000,NUP50,32,-1.0310,60,-0.0886,43,-0.6091,61,-0.0777,69,0.13799,62,-0.0422,71,0.18376,53,-0.2830,87,0.49972,82,0.44515
ENSG00000100364,KIAA0930,185,0.79406,80,-0.5360,111,-0.0349,62,-0.9876,174,0.69325,132,0.23933,139,0.33097,110,-0.0397,67,-0.8115,118,0.07016
ENSG00000077942,FBLN1,17,0.37550,28,1.18523,12,-0.1904,0,-6.5738,2,-2.8055,1,-3.3197,72,3.11148,5,-1.4232,3,-1.9610,10,-0.4224
ENSG00000130638,ATXN10,63,-1.4042,69,-1.2676,90,-0.8705,219,0.57918,106,-0.6174,181,0.20952,168,0.09925,104,-0.6451,181,0.21048,250,0.83582
ENSG00000241990,PRR34-AS1,23,0.80895,11,-0.3788,16,0.21848,1,-3.4924,4,-1.7207,12,-0.2151,27,1.10552,29,1.19966,11,-0.3567,15,0.15425
ENSG00000186951,PPARA,30,1.18363,38,1.60457,14,0.01006,0,-4.1865,11,-0.3813,2,-2.5289,40,1.69304,9,-0.6328,2,-2.9067,12,-0.2701
ENSG00000100416,TRMU,8,-0.8243,12,-0.1431,2,-2.3775,2,-2.4592,17,0.38624,2,-2.7745,5,-1.3406,23,0.79777,22,0.76474,33,1.72851
ENSG00000075240,GRAMD4,10,-1.2268,17,-0.4474,26,0.22333,17,-0.4328,37,0.79372,23,0.00564,27,0.30006,13,-0.8155,23,0.01215,30,0.50932
ENSG00000100422,CERK,22,-1.4827,61,0.08415,53,-0.1526,41,-0.5913,64,0.14118,26,-1.2175,58,-0.0030,77,0.45087,78,0.46934,89,0.76437
ENSG00000054611,TBC1D22A,18,0.33469,9,-0.7014,7,-0.9997,12,-0.2485,17,0.28989,27,1.03896,17,0.25017,10,-0.5252,13,-0.0866,14,-0.0346
ENSG00000224271,AL117329.1,3,-2.3474,14,-0.1197,0,-6.5462,5,-1.8060,85,3.11219,25,0.72220,7,-1.2736,14,-0.1410,5,-1.6165,13,-0.3157
ENSG00000219438,TAFA5,76,-0.3547,106,0.16609,23,-2.1127,83,-0.2352,78,-0.3108,28,-1.8303,91,-0.0762,133,0.53501,124,0.41963,159,0.94393
ENSG00000184164,CRELD2,18,0.41852,5,-1.4909,1,-3.5358,7,-0.9248,20,0.59487,25,0.99456,20,0.64115,5,-1.3498,12,-0.2119,20,0.75053
ENSG00000198355,PIM3,7,-1.8398,20,-0.4449,21,-0.3409,17,-0.7061,23,-0.2124,22,-0.2922,13,-1.0753,38,0.60188,49,0.99330,44,0.95042
ENSG00000100427,MLC1,80,0.98373,65,0.64206,23,-0.9642,6,-3.0311,22,-1.0091,13,-1.8331,203,2.78335,34,-0.3605,13,-1.7426,28,-0.7038
ENSG00000073150,PANX2,3,-3.1378,33,0.23294,15,-0.9656,16,-0.9690,30,0.06260,12,-1.2670,49,0.87211,78,1.66059,26,-0.1781,33,0.25510
ENSG00000073169,SELENOO,13,-0.3606,12,-0.4955,8,-1.1310,13,-0.5034,26,0.69445,23,0.46355,16,-0.0789,6,-1.5112,15,-0.2027,30,1.00773
ENSG00000128159,TUBGCP6,11,-1.0378,11,-0.9309,17,-0.3719,20,-0.1204,21,-0.0194,29,0.48891,26,0.31511,19,-0.1355,22,0.06584,30,0.58418
ENSG00000188130,MAPK12,7,-1.4713,20,-0.0209,4,-2.3115,24,0.31709,27,0.45578,24,0.27597,28,0.53505,17,-0.2593,25,0.37117,20,-0.0032
ENSG00000185386,MAPK11,3,-2.7643,23,0.18002,11,-0.9699,15,-0.5081,24,0.26113,27,0.41550,20,-0.0095,25,0.31044,6,-1.7345,38,1.15860
ENSG00000196576,PLXNB2,19,0.01333,34,0.92584,7,-1.4707,10,-1.0394,20,0.11902,12,-0.7077,61,1.98970,14,-0.4287,6,-1.6373,17,-0.1948
ENSG00000205593,DENND6B,7,-1.6309,17,-0.4761,15,-0.5898,19,-0.2658,20,-0.2020,35,0.66404,27,0.25697,22,-0.0452,19,-0.2728,36,0.83139
ENSG00000100239,PPP6R2,53,-0.1802,65,0.14098,63,0.07419,45,-0.4763,74,0.34485,52,-0.2103,63,0.08322,51,-0.2371,72,0.30060,66,0.18338
ENSG00000100241,SBF1,35,-0.4265,46,0.00853,39,-0.2311,41,-0.1705,38,-0.2972,22,-1.0738,64,0.53177,80,0.91023,27,-0.8143,57,0.39801
ENSG00000100258,LMF2,12,-0.2606,12,-0.1578,7,-0.9877,4,-1.7963,20,0.60421,22,0.73848,24,0.85851,10,-0.4859,5,-1.5564,23,0.88907
ENSG00000025770,NCAPH2,16,-0.5994,22,-0.1009,24,0.06691,26,0.16724,23,-0.0383,35,0.64204,18,-0.4164,14,-0.7741,14,-0.7881,32,0.53838
ENSG00000100288,CHKB,6,-1.5725,6,-1.6163,6,-1.4987,14,-0.3523,33,0.96580,14,-0.3650,27,0.64989,11,-0.6991,14,-0.3144,34,1.18264
ENSG00000008735,MAPK8IP2,84,-1.5148,123,-0.9377,291,0.39644,181,-0.3864,204,-0.1645,226,-0.0061,237,0.06569,301,0.45077,257,0.19913,319,0.61397
ENSG00000100299,ARSA,18,0.29114,18,0.24372,1,-3.9142,12,-0.3388,14,-0.1699,22,0.58832,21,0.51995,6,-1.4031,10,-0.6676,24,0.83147
ENSG00000251322,SHANK3,15,-0.5451,21,0.00911,16,-0.4118,31,0.68426,9,-1.2682,5,-2.0259,16,-0.4160,56,1.62008,3,-2.5892,25,0.27707
ENSG00000079974,RABL2B,14,-0.7194,24,0.08285,20,-0.1855,15,-0.6889,31,0.49798,14,-0.7187,13,-0.7939,25,0.20652,37,0.80205,31,0.56036
ENSG00000178605,GTPBP6,17,0.05601,22,0.44068,7,-1.3230,10,-0.8090,4,-2.0118,10,-0.7654,29,0.84018,29,0.86603,19,0.17832,22,0.47996
ENSG00000169100,SLC25A6,124,-0.9918,215,-0.1499,233,-0.0301,217,-0.1483,130,-0.9184,165,-0.5647,333,0.54244,402,0.85599,169,-0.5273,320,0.53432
ENSG00000169093,ASMTL,8,-1.3150,17,-0.3193,9,-1.3030,16,-0.4614,16,-0.4264,26,0.33153,30,0.59234,20,-0.0568,18,-0.1910,37,1.05663
ENSG00000197976,AKAP17A,29,0.81769,18,0.05450,14,-0.3787,18,0.08866,10,-0.7654,33,1.00685,18,0.02996,9,-0.9321,10,-0.8908,16,-0.1521
ENSG00000214717,ZBED1,31,1.09406,22,0.49835,9,-0.7774,14,-0.1683,14,-0.2390,3,-2.4765,23,0.55052,12,-0.3799,19,0.27140,14,-0.1474
ENSG00000002586,CD99,48,1.43280,27,0.44424,34,0.84602,5,-2.1442,4,-2.2801,5,-1.8745,51,1.51699,17,-0.2354,13,-0.6531,16,-0.3732
ENSG00000146938,NLGN4X,42,-0.6629,60,-0.1250,43,-0.6142,65,-0.0082,89,0.49680,125,1.06958,60,-0.1199,54,-0.2893,66,0.02714,55,-0.2769
ENSG00000130021,PUDP,11,-0.3944,5,-1.3832,8,-0.8184,6,-1.3670,13,-0.1461,20,0.52669,12,-0.3039,19,0.41864,32,1.31512,20,0.55846
ENSG00000101846,STS,22,-1.4853,72,0.33117,24,-1.3125,38,-0.6868,39,-0.6225,39,-0.6026,35,-0.7725,63,0.12077,153,1.62428,87,0.72518
ENSG00000006757,PNPLA4,16,-0.1460,19,0.10379,12,-0.6277,16,-0.1630,10,-0.7782,11,-0.7122,15,-0.2171,29,0.76684,15,-0.2673,27,0.72413
ENSG00000011201,ANOS1,14,-0.1721,9,-0.8649,25,0.67811,9,-0.9908,22,0.46002,8,-1.0296,44,1.63602,5,-1.6334,4,-1.9907,23,0.61479
ENSG00000101849,TBL1X,45,1.65941,37,1.28231,13,-0.3533,9,-0.9673,5,-1.6083,11,-0.6293,30,0.95993,13,-0.4170,8,-1.0202,9,-0.9262
ENSG00000146950,SHROOM2,9,-1.4834,32,0.46736,1,-3.7271,18,-0.4225,22,-0.1376,31,0.42047,25,0.07766,18,-0.4432,31,0.40132,40,0.94487
ENSG00000047644,WWC3,33,0.84736,23,0.29346,25,0.38461,10,-1.0383,19,-0.0209,31,0.76583,28,0.59156,21,0.11938,7,-1.4347,12,-0.7642
ENSG00000073464,CLCN4,114,-0.1448,67,-0.9536,32,-2.0421,151,0.32277,123,-0.0260,163,0.41593,94,-0.4483,119,-0.0886,164,0.42123,164,0.47585
ENSG00000004961,HCCS,6,-1.6185,8,-1.2226,23,0.43891,6,-1.5534,34,1.05903,16,-0.1251,26,0.58295,15,-0.2459,18,0.01736,27,0.72728
ENSG00000005302,MSL3,55,-0.6751,105,0.33659,127,0.64294,120,0.61294,101,0.26576,85,0.00266,57,-0.6294,57,-0.6125,88,0.04549,54,-0.7662
ENSG00000169933,FRMPD4,34,-1.6565,120,0.25075,145,0.54710,167,0.89126,136,0.44837,167,0.77867,41,-1.3896,45,-1.2464,88,-0.2401,61,-0.8585
ENSG00000101911,PRPS2,9,-2.0048,16,-1.2108,35,-0.0508,48,0.46227,21,-0.8644,27,-0.4744,21,-0.8163,36,-0.0172,61,0.81775,58,0.84841
ENSG00000205542,TMSB4X,3328,1.11010,1384,-0.3119,2531,0.64901,1405,-0.3152,753,-1.2369,1338,-0.3638,1447,-0.2435,1883,0.17080,1629,-0.0580,1591,-0.1040
ENSG00000123595,RAB9A,35,1.10056,8,-1.2164,18,0.01974,16,-0.1154,12,-0.6328,19,0.14276,26,0.62541,7,-1.2973,17,-0.0531,18,0.06650
ENSG00000196459,TRAPPC2,15,-0.6855,19,-0.3380,20,-0.2391,17,-0.5803,21,-0.1927,43,0.94534,20,-0.2480,23,-0.0512,29,0.33249,30,0.43447
ENSG00000046651,OFD1,145,2.10592,79,0.99034,20,-1.1655,28,-0.7181,65,0.67648,50,0.24697,26,-0.7458,18,-1.3245,15,-1.5929,20,-1.2319
ENSG00000046653,GPM6B,3397,1.69153,1698,0.49393,2191,0.91580,717,-0.9147,661,-0.9752,957,-0.4109,1680,0.47604,1048,-0.2710,637,-1.0305,629,-1.1232
ENSG00000130150,MOSPD2,111,2.87048,15,-0.6253,11,-1.0988,16,-0.6232,20,-0.2025,26,0.22398,18,-0.3915,9,-1.3116,5,-2.0894,13,-0.8622
ENSG00000169249,ZRSR2,60,1.14869,64,1.25794,19,-0.6832,26,-0.2363,30,0.01787,47,0.73862,11,-1.5207,25,-0.2549,11,-1.4191,19,-0.7760
ENSG00000182287,AP1S2,75,-0.1521,117,0.55847,42,-1.0292,68,-0.3275,49,-0.8022,37,-1.2211,55,-0.6261,125,0.66167,150,0.97268,102,0.37860
ENSG00000169895,SYAP1,119,0.45129,138,0.68945,77,-0.2344,104,0.26146,64,-0.5255,77,-0.2417,76,-0.2611,74,-0.3001,120,0.45652,62,-0.6149
ENSG00000086712,TXLNG,44,0.40519,49,0.57009,27,-0.3928,51,0.71605,48,0.52697,21,-0.7247,15,-1.2023,21,-0.7363,19,-0.8773,32,-0.1059
ENSG00000102054,RBBP7,66,-0.5290,49,-0.9787,74,-0.3561,177,1.20832,58,-0.7238,75,-0.3280,121,0.41563,55,-0.8098,91,-0.0296,87,-0.1211
ENSG00000169891,REPS2,49,-1.0907,54,-0.9581,94,-0.1105,92,-0.1521,108,0.11912,112,0.16815,91,-0.1487,127,0.37163,145,0.58040,121,0.33034
ENSG00000008086,CDKL5,147,-0.7517,184,-0.4055,337,0.54663,399,0.94421,293,0.31909,394,0.80417,110,-1.1844,160,-0.6223,117,-1.0884,165,-0.6169
ENSG00000131828,PDHA1,22,-1.9925,44,-1.0026,61,-0.5029,88,0.07219,62,-0.4733,80,-0.0875,80,-0.0786,85,0.01869,132,0.71704,135,0.86034
ENSG00000147010,SH3KBP1,122,0.07029,199,0.86010,79,-0.5991,163,0.58711,113,-0.0599,86,-0.4731,65,-0.9039,148,0.37163,103,-0.2054,82,-0.5905
ENSG00000173681,BCLAF3,68,0.84813,68,0.84207,95,1.43408,30,-0.4578,67,0.82976,33,-0.3165,17,-1.2650,19,-1.1264,35,-0.2047,9,-2.3302
ENSG00000184368,MAP7D2,59,-2.5830,424,0.39081,219,-0.6371,341,0.05022,614,1.00632,396,0.28455,106,-1.7324,174,-0.9921,783,1.43036,259,-0.4137
ENSG00000173674,EIF1AX,376,0.23475,351,0.12830,352,0.13298,407,0.40401,355,0.14527,381,0.25560,270,-0.2828,208,-0.6852,353,0.13588,214,-0.6950
ENSG00000177189,RPS6KA3,5,-3.0535,65,0.86103,31,-0.3024,41,0.13881,57,0.64066,31,-0.3117,38,-0.0066,28,-0.4528,34,-0.1537,42,0.18401
ENSG00000149970,CNKSR2,130,-1.5204,282,-0.3480,368,0.06651,674,1.22108,549,0.71237,456,0.40870,180,-1.0304,171,-1.1072,268,-0.4256,241,-0.6377
ENSG00000012174,MBTPS2,24,-0.3644,21,-0.5998,15,-1.0696,30,-0.0639,38,0.33297,23,-0.4700,30,-0.0735,25,-0.3286,76,1.48945,30,-0.0636
ENSG00000102172,SMS,49,-1.2194,104,-0.0839,103,-0.0911,93,-0.2806,104,-0.0847,140,0.39393,112,0.03753,113,0.04855,142,0.41966,130,0.30441
ENSG00000165186,PTCHD1,15,-0.3935,18,-0.1525,27,0.51161,23,0.26631,39,1.09810,19,-0.0558,22,0.18954,14,-0.5324,17,-0.2064,9,-1.1706
ENSG00000123130,ACOT9,18,-0.1975,14,-0.5887,3,-2.6409,11,-1.0409,35,0.87036,11,-0.8851,31,0.66016,24,0.23425,23,0.16112,32,0.83292
ENSG00000130066,SAT1,148,0.29084,196,0.75401,120,-0.0366,61,-1.1440,154,0.35486,72,-0.8152,204,0.82370,149,0.30293,104,-0.2567,102,-0.3071
ENSG00000184831,APOO,14,-1.9576,17,-1.6986,27,-1.0015,65,0.35246,32,-0.7898,25,-1.1467,62,0.24616,35,-0.6367,100,1.02709,98,1.13221
ENSG00000130741,EIF2S3,71,-0.6070,84,-0.3375,161,0.68276,76,-0.5482,103,-0.0246,89,-0.2515,140,0.46023,106,0.01029,104,-0.0222,125,0.31028
ENSG00000005889,ZFX,40,0.08048,47,0.32068,49,0.40191,42,0.17567,26,-0.5973,49,0.38339,43,0.18406,47,0.30699,23,-0.7556,25,-0.6893
ENSG00000067992,PDK3,13,-2.8958,43,-1.1473,57,-0.7283,79,-0.2394,78,-0.2357,118,0.40959,70,-0.4064,101,0.16492,162,0.93459,146,0.86857
ENSG00000102230,PCYT1B,28,0.71776,22,0.31065,36,1.16073,13,-0.4525,22,0.34124,14,-0.3980,3,-2.3053,11,-0.7218,17,-0.0623,16,-0.1360
ENSG00000004848,ARX,6,-1.7040,38,1.21228,11,-0.7631,8,-1.2258,37,1.14587,4,-2.0911,25,0.53553,6,-1.4942,25,0.50317,24,0.48799
ENSG00000157625,TAB3,15,-0.8486,21,-0.3343,24,-0.1403,27,0.02997,33,0.33392,34,0.36890,16,-0.7378,16,-0.8083,43,0.76613,32,0.28651
ENSG00000198947,DMD,186,0.52628,183,0.50673,288,1.26512,120,-0.1876,220,0.80352,234,0.90999,73,-0.9284,52,-1.4148,42,-1.7516,42,-1.8243
ENSG00000147027,TMEM47,56,-0.2447,118,0.93994,75,0.20744,35,-1.0334,45,-0.5926,26,-1.4290,176,1.64141,55,-0.2886,54,-0.3006,58,-0.2059
ENSG00000130962,PRRG1,111,2.72717,8,-1.7152,15,-0.7667,16,-0.6378,16,-0.6483,22,-0.1479,16,-0.6440,28,0.21378,12,-1.0680,16,-0.6925
ENSG00000047597,XK,1,-3.1882,2,-2.4960,8,-0.9057,22,0.72729,9,-0.7426,17,0.25282,7,-1.0977,13,-0.1658,29,1.09404,22,0.75038
ENSG00000165169,DYNLT3,23,-2.7842,124,-0.2791,82,-0.9165,126,-0.2791,164,0.15942,106,-0.5223,132,-0.1834,134,-0.1587,316,1.24041,225,0.75154
ENSG00000156313,RPGR,37,1.41196,42,1.60852,4,-1.9722,7,-1.2103,28,0.94216,11,-0.5117,14,-0.1868,10,-0.6898,5,-1.5682,11,-0.5488
ENSG00000156298,TSPAN7,152,-2.4945,617,-0.3986,794,-0.0073,688,-0.2523,753,-0.0914,1003,0.36380,1056,0.44751,838,0.07750,820,0.04352,1082,0.54637
ENSG00000165175,MID1IP1,199,2.22648,55,-0.0148,69,0.35846,19,-1.6665,45,-0.3231,33,-0.7665,84,0.66505,54,-0.0501,17,-1.7975,35,-0.7746
ENSG00000182220,ATP6AP2,96,-1.4304,92,-1.4793,132,-0.9500,268,0.16005,178,-0.4924,371,0.66673,197,-0.3402,129,-0.9866,427,0.90200,390,0.85254
ENSG00000180182,MED14,19,0.27140,8,-1.0456,9,-0.8145,12,-0.3976,18,0.19975,28,0.91804,16,0.05331,2,-2.7614,15,-0.0646,25,0.79372
ENSG00000124486,USP9X,138,-0.1161,134,-0.1605,123,-0.2903,184,0.38634,174,0.25736,162,0.13954,111,-0.4505,128,-0.2238,152,0.03701,144,-0.0489
ENSG00000215301,DDX3X,146,-0.0905,118,-0.4247,103,-0.6219,142,-0.1417,159,0.04314,123,-0.3513,208,0.47181,107,-0.5679,227,0.61618,190,0.36172
ENSG00000147044,CASK,51,0.35529,49,0.30414,47,0.23136,41,0.00226,33,-0.3127,44,0.11379,29,-0.5361,32,-0.3424,39,-0.0379,40,-0.0007
ENSG00000189221,MAOA,20,-0.5160,43,0.68873,27,-0.0724,22,-0.3560,15,-0.9457,16,-0.8054,78,1.72263,20,-0.5376,20,-0.5099,26,-0.1418
ENSG00000069535,MAOB,34,-0.6455,33,-0.6855,33,-0.7144,37,-0.5753,33,-0.6847,57,0.15434,80,0.68521,72,0.52557,69,0.45897,69,0.50431
ENSG00000124479,NDP,21,0.07482,30,0.63792,16,-0.3669,3,-2.9147,17,-0.2623,24,0.25782,63,1.95124,15,-0.4480,7,-1.4515,21,0.07235
ENSG00000069509,FUNDC1,37,-0.5007,41,-0.3222,48,-0.0817,51,-0.0136,36,-0.5536,44,-0.2355,63,0.33348,53,0.04473,69,0.47463,60,0.29215
ENSG00000065923,SLC9A7,14,-1.8629,50,0.07670,12,-2.0507,55,0.24340,58,0.30366,34,-0.5391,39,-0.2985,48,-0.0016,99,1.19278,55,0.24246
ENSG00000130988,RGN,15,-0.0295,18,0.22357,24,0.64737,10,-0.7608,6,-1.4123,5,-1.5973,23,0.61333,24,0.68708,12,-0.3871,21,0.45430
ENSG00000147123,NDUFB11,93,-0.8098,93,-0.7986,134,-0.2514,157,0.00283,79,-1.0458,92,-0.8140,208,0.44543,159,0.01584,174,0.16712,269,0.99383
ENSG00000182872,RBM10,45,0.03423,40,-0.1577,40,-0.1552,37,-0.3206,49,0.15890,71,0.76592,39,-0.2135,26,-0.8077,22,-1.0605,63,0.62802
ENSG00000130985,UBA1,77,-1.0418,71,-1.1659,108,-0.5374,149,-0.0491,106,-0.5627,235,0.69076,158,0.04621,88,-0.8465,173,0.19240,261,0.98688
ENSG00000102225,CDK16,32,-1.0821,54,-0.2808,42,-0.6569,44,-0.6259,82,0.36997,38,-0.8119,105,0.77053,92,0.55262,49,-0.4253,98,0.73912
ENSG00000102226,USP11,103,-0.7934,122,-0.5378,163,-0.0946,223,0.44656,186,0.10703,211,0.30849,197,0.20486,154,-0.1796,107,-0.7387,195,0.20567
ENSG00000008056,SYN1,57,-2.4989,128,-1.2984,286,-0.0776,315,0.08069,225,-0.4486,542,0.96124,273,-0.1500,319,0.09516,258,-0.2356,443,0.70513
ENSG00000126767,ELK1,9,-1.4386,29,0.36419,6,-1.9414,39,0.98723,15,-0.6265,16,-0.5678,29,0.38936,40,0.87151,7,-1.6704,23,-0.0112
ENSG00000126756,UXT,42,0.34846,27,-0.3515,45,0.43020,28,-0.3143,11,-1.6669,26,-0.3893,44,0.41116,38,0.16155,24,-0.5306,47,0.57851
ENSG00000068438,FTSJ1,11,-0.3945,2,-2.8538,4,-1.8099,13,-0.1422,14,-0.0319,23,0.75811,9,-0.7050,11,-0.3890,6,-1.2474,33,1.58292
ENSG00000102312,PORCN,0,-4.9243,10,-0.9974,16,-0.3823,18,-0.2329,20,-0.0633,38,0.99444,15,-0.4982,13,-0.6997,22,0.13290,38,1.13600
ENSG00000147155,EBP,17,-0.6729,12,-1.2235,42,0.70808,20,-0.4712,20,-0.4452,30,0.15566,33,0.31992,19,-0.5177,17,-0.6972,46,0.98745
ENSG00000068354,TBC1D25,9,-0.8941,16,-0.1328,3,-2.2778,12,-0.6084,18,0.04953,15,-0.2124,24,0.50690,17,-0.0570,14,-0.2822,33,1.23026
ENSG00000102317,RBM3,70,0.07774,59,-0.1801,28,-1.3038,73,0.15313,85,0.38090,68,0.03197,69,0.06447,63,-0.0923,41,-0.7562,85,0.43971
ENSG00000101940,WDR13,57,-0.4177,54,-0.5156,69,-0.1300,55,-0.5199,72,-0.0655,54,-0.4977,113,0.64967,135,0.95348,57,-0.4173,90,0.31036
ENSG00000094631,HDAC6,28,0.73530,16,-0.0930,23,0.46018,7,-1.3974,25,0.55145,13,-0.4026,15,-0.2703,7,-1.3122,9,-0.9027,29,0.92047
ENSG00000102109,PCSK1N,177,-1.2807,421,0.04481,351,-0.2416,301,-0.5200,172,-1.3238,144,-1.5860,586,0.57546,1064,1.60336,244,-0.7954,576,0.61467
