Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000105472,CLEC11A,16,-0.8532,11,-1.3793,14,-1.1127,1,-4.1840,29,0.01878,22,-0.4006,37,0.41753,40,0.50315,64,1.30146,46,0.74338
ENSG00000105379,ETFB,115,-0.7459,151,-0.3272,276,0.62722,182,-0.0398,127,-0.6384,182,-0.0388,242,0.46630,267,0.57175,155,-0.2864,171,-0.1325
ENSG00000105568,PPP2R1A,306,0.08436,168,-0.8396,144,-1.0697,131,-1.2106,474,0.90181,244,-0.2731,324,0.19190,282,-0.0451,320,0.15442,291,0.00539
ENSG00000179820,MYADM,46,0.73740,64,1.30589,34,0.27825,9,-1.7512,36,0.39089,65,1.32596,17,-0.8955,7,-2.0420,13,-1.1670,2,-3.4355
ENSG00000126583,PRKCG,99,1.21503,7,-2.7448,21,-1.2323,11,-2.0896,132,2.13178,16,-1.6440,37,-0.3773,5,-3.3472,62,0.43853,3,-3.7177
ENSG00000142408,CACNG8,594,2.25923,50,-1.7903,383,1.41805,79,-1.1125,133,-0.3435,92,-0.8768,139,-0.2760,85,-0.9911,56,-1.6226,74,-1.2080
ENSG00000170906,NDUFA3,261,-1.3181,348,-0.8850,633,0.03388,391,-0.7098,720,0.26480,604,-0.0391,944,0.76895,521,-0.2705,552,-0.1792,791,0.39090
ENSG00000105619,TFPT,58,-1.2009,62,-1.1068,226,0.92097,110,-0.2373,75,-0.8841,91,-0.5230,254,1.29547,138,0.12144,101,-0.3710,93,-0.4896
ENSG00000105618,PRPF31,16,-1.1981,52,0.56481,9,-2.0601,31,-0.2575,51,0.62570,25,-0.5783,17,-1.1804,68,1.01522,56,0.68976,41,0.18968
ENSG00000125505,MBOAT7,94,0.83716,19,-1.6220,12,-2.3220,9,-2.6014,90,0.87082,22,-1.4324,49,-0.2207,33,-0.7900,124,1.31080,79,0.55939
ENSG00000170889,RPS9,570,-0.5777,862,0.06285,983,0.27205,1099,0.45172,523,-0.7644,1157,0.53613,1091,0.49256,586,-0.5350,743,-0.1685,706,-0.2482
ENSG00000167614,TTYH1,176,-1.4800,365,-0.3831,133,-1.8976,340,-0.4904,217,-1.2501,175,-1.4884,465,-0.0039,1536,2.05560,853,0.98253,655,0.54220
ENSG00000167615,LENG8,104,2.08381,53,0.88405,8,-1.9604,3,-3.1493,18,-0.8391,74,1.44186,13,-1.3453,29,-0.0896,33,0.09048,2,-3.7660
ENSG00000125503,PPP1R12C,61,-0.6952,15,-2.7278,114,0.25946,5,-4.2633,63,-0.7173,157,0.78355,151,0.80839,59,-0.7564,158,0.78794,163,0.84712
ENSG00000105048,TNNT1,13,-2.3901,0,-8.4234,34,-1.0196,8,-3.1259,69,0.04703,47,-0.5310,150,1.57027,107,0.75639,28,-1.2879,127,1.03898
ENSG00000129990,SYT5,148,0.73184,2,-5.1175,61,-0.6547,22,-2.1830,201,1.46877,74,-0.3629,132,0.61980,42,-1.2116,56,-0.7781,52,-0.8998
ENSG00000105063,PPP6R1,66,-0.2610,38,-1.0989,80,0.04800,2,-5.1150,59,-0.4580,107,0.49943,126,0.88157,34,-1.2418,201,1.58116,36,-1.1575
ENSG00000133265,HSPBP1,18,-1.9909,29,-1.2960,30,-1.2289,54,-0.3505,95,0.58350,94,0.51111,81,0.29272,65,-0.0717,97,0.56406,80,0.25529
ENSG00000160469,BRSK1,189,-0.0737,22,-3.2611,214,0.11998,42,-2.3211,101,-1.1024,293,0.62600,325,0.90572,97,-1.0879,308,0.70610,363,0.98327
ENSG00000108107,RPL28,686,-1.0769,1563,0.19241,1719,0.34484,2024,0.61015,885,-0.7456,1719,0.34523,1863,0.53199,862,-0.7306,1366,-0.0206,1173,-0.2587
ENSG00000108106,UBE2S,9,-3.1304,30,-1.3412,35,-1.1187,26,-1.5869,117,0.83078,36,-1.0979,97,0.48568,51,-0.5696,42,-0.8517,230,1.93500
ENSG00000063241,ISOC2,28,-0.8310,25,-1.0004,21,-1.2906,42,-0.2331,67,0.55193,20,-1.3234,58,0.30643,57,0.24284,64,0.41634,79,0.77848
ENSG00000090971,NAT14,72,0.87406,24,-0.8734,7,-2.6046,12,-1.8326,72,0.98327,23,-0.9025,49,0.28217,49,0.25235,67,0.75296,7,-2.6404
ENSG00000213015,ZNF580,69,0.02188,13,-2.4186,19,-1.8698,56,-0.3057,75,0.18136,77,0.20585,73,0.13051,58,-0.2517,100,0.62585,125,0.98678
ENSG00000173581,CCDC106,48,-0.5344,28,-1.3423,19,-1.8754,10,-2.8220,77,0.22813,73,0.11006,82,0.33733,58,-0.2361,86,0.37439,173,1.56117
ENSG00000063244,U2AF2,47,0.15513,28,-0.6141,21,-1.0425,17,-1.4064,50,0.28778,47,0.17305,27,-0.7207,54,0.38420,67,0.72839,73,0.86666
ENSG00000063245,EPN1,153,-0.0454,74,-1.1549,135,-0.2332,48,-1.7915,184,0.28057,150,-0.0715,212,0.53401,101,-0.6844,261,0.82017,172,0.13836
ENSG00000167685,ZNF444,28,-0.3630,17,-1.0679,7,-2.3529,23,-0.6399,33,-0.1100,50,0.58442,52,0.71600,46,0.44713,64,0.96709,14,-1.3232
ENSG00000166770,ZNF667-AS1,40,-1.1399,42,-1.0643,88,0.07996,38,-1.1837,81,-0.0667,76,-0.1518,146,1.03541,70,-0.2886,97,0.22541,101,0.29769
ENSG00000198300,PEG3,651,1.47350,219,-0.3230,226,-0.2698,189,-0.5495,409,0.75960,58,-2.2962,185,-0.6220,134,-1.0720,99,-1.5249,465,0.88661
ENSG00000268205,AC005261.1,80,1.18870,71,0.98400,29,-0.4536,10,-1.9446,38,-0.0139,52,0.47664,17,-1.2928,53,0.49769,45,0.23071,12,-1.6911
ENSG00000121413,ZSCAN18,91,0.48925,87,0.40519,22,-1.6828,17,-2.0182,113,0.96921,74,0.15234,43,-0.7182,72,0.11960,97,0.58319,31,-1.1788
ENSG00000142396,ERVK3-1,29,-0.7004,30,-0.6490,35,-0.4155,12,-1.9991,86,1.15850,59,0.37979,30,-0.7079,29,-0.6964,76,0.79892,52,0.17339
ENSG00000283103,AC010642.2,18,-2.3955,48,-0.9451,113,0.36145,85,-0.0942,106,0.28629,37,-1.3494,131,0.68291,64,-0.5225,59,-0.6479,180,1.14041
ENSG00000121410,A1BG,21,-0.7208,49,0.54381,30,-0.2360,46,0.45968,44,0.43191,60,0.90117,46,0.48722,7,-2.4039,10,-1.8460,12,-1.5657
ENSG00000083845,RPS5,254,-1.2866,509,-0.2263,691,0.25363,752,0.38907,382,-0.7226,783,0.45430,842,0.64478,382,-0.6699,433,-0.4787,816,0.52165
ENSG00000083807,SLC27A5,14,-1.7681,4,-3.5328,70,0.65020,70,0.65983,42,-0.1648,74,0.75167,64,0.58117,26,-0.8869,41,-0.1798,45,-0.0608
ENSG00000130726,TRIM28,45,-0.6446,94,0.50548,44,-0.6735,33,-1.0837,90,0.47970,33,-1.1250,32,-1.2462,116,0.84618,115,0.83188,99,0.58629
ENSG00000130724,CHMP2A,80,-1.0629,128,-0.3455,143,-0.1710,153,-0.0651,180,0.21168,149,-0.1056,205,0.44405,151,-0.0885,139,-0.2137,203,0.37654
ENSG00000130725,UBE2M,143,-0.9464,63,-2.1694,295,0.17114,105,-1.4132,283,0.11637,301,0.20202,516,1.26121,238,-0.1656,240,-0.1537,197,-0.4629
ENSG00000125841,NRSN2,92,-0.3664,22,-2.4737,36,-1.7689,43,-1.5102,173,0.70388,59,-1.0550,159,0.54742,112,-0.0759,152,0.41161,225,1.06724
ENSG00000125826,RBCK1,11,-1.5798,56,0.94457,3,-3.2522,5,-2.5135,17,-1.0057,58,1.01772,33,0.13136,35,0.19629,33,0.11980,70,1.33436
ENSG00000125875,TBC1D20,11,-1.5212,48,0.75688,28,-0.1192,35,0.24074,41,0.57052,14,-1.0903,27,-0.1638,28,-0.1174,51,0.84351,8,-1.9553
ENSG00000101266,CSNK2A1,151,0.78659,62,-0.6128,62,-0.6191,89,-0.0566,107,0.24478,88,-0.0868,50,-1.0022,119,0.39282,58,-0.7086,169,0.97413
ENSG00000125818,PSMF1,46,-0.8534,45,-0.8964,32,-1.4024,71,-0.1951,117,0.68566,87,0.12175,71,-0.2072,56,-0.5596,100,0.34891,150,1.02147
ENSG00000101298,SNPH,96,0.59565,0,-7.4508,49,-0.4608,31,-1.1750,57,-0.2672,71,0.09486,72,0.15153,39,-0.8200,131,1.11404,121,0.97809
ENSG00000088832,FKBP1A,191,0.03732,61,-1.6849,87,-1.1574,81,-1.2727,386,1.39944,339,0.97324,209,0.20078,150,-0.3392,93,-1.0598,42,-2.2157
ENSG00000088833,NSFL1C,130,0.24958,57,-1.0179,129,0.23266,157,0.55636,110,-0.0194,85,-0.4178,136,0.35648,92,-0.2874,119,0.10296,72,-0.6597
ENSG00000286288,AL109809.5,16,-1.1908,6,-2.4866,29,-0.3044,22,-0.7258,9,-2.0661,33,-0.1335,48,0.55141,86,1.45851,57,0.76393,61,0.87223
ENSG00000198053,SIRPA,251,0.54722,118,-0.6375,41,-2.2162,142,-0.3546,257,0.66027,79,-1.2323,97,-0.9997,338,1.04439,315,0.92637,146,-0.3081
ENSG00000125835,SNRPB,2,-3.9324,35,-0.2253,9,-2.2587,25,-0.7519,89,1.50514,90,1.30089,50,0.36893,14,-1.5955,26,-0.6745,9,-2.2623
ENSG00000101361,NOP56,211,1.06590,150,0.49629,157,0.57044,81,-0.4647,116,0.09972,130,0.27649,66,-0.8338,96,-0.2116,54,-1.0657,72,-0.6507
ENSG00000101365,IDH3B,14,-2.1869,30,-1.0675,32,-0.9990,21,-1.5723,120,1.27952,49,-0.3294,65,0.12524,77,0.37932,49,-0.3461,88,0.58254
ENSG00000132670,PTPRA,282,0.16668,200,-0.3698,130,-1.0255,385,0.67159,278,0.16318,151,-0.7977,202,-0.3808,231,-0.1460,374,0.62485,328,0.40986
ENSG00000125901,MRPS26,45,-0.8112,62,-0.3298,78,0.04024,21,-1.9300,117,0.76471,67,-0.1957,72,-0.1066,88,0.22093,82,0.10263,97,0.38253
ENSG00000088899,LZTS3,177,0.75213,17,-2.7520,61,-0.9212,15,-2.9208,144,0.46484,107,-0.0590,159,0.65204,60,-0.9406,162,0.60869,124,0.18315
ENSG00000198171,DDRGK1,128,-0.1115,59,-1.2925,103,-0.4463,50,-1.5308,206,0.73181,129,-0.0996,180,0.47948,104,-0.4298,183,0.45929,121,-0.1933
ENSG00000125877,ITPA,21,-0.8669,26,-0.5493,25,-0.6275,35,-0.1221,53,0.62849,23,-0.7524,48,0.42524,22,-0.7990,42,0.17976,54,0.57511
ENSG00000088854,C20orf194,58,0.25492,83,0.84006,32,-0.6610,16,-1.7175,46,-0.1257,51,0.05596,22,-1.3000,97,1.08891,77,0.71609,43,-0.2165
ENSG00000088812,ATRN,81,0.92005,42,-0.1423,33,-0.5166,4,-3.6336,85,1.14946,17,-1.4433,13,-1.9175,57,0.34876,67,0.61606,52,0.19255
ENSG00000101220,C20orf27,43,-0.3724,4,-3.6160,35,-0.6993,2,-4.5931,59,0.12788,86,0.72873,73,0.52928,43,-0.3548,89,0.78773,88,0.76687
ENSG00000125817,CENPB,54,-0.7366,162,1.01346,105,0.30451,163,1.02145,48,-0.9623,117,0.46577,88,0.01914,31,-1.5781,116,0.45457,24,-1.9498
ENSG00000125779,PANK2,34,0.03904,5,-2.5860,15,-1.1987,5,-2.6675,46,0.57909,32,-0.0583,42,0.42437,48,0.61183,42,0.39367,38,0.23814
ENSG00000101236,RNF24,59,1.36508,25,-0.0319,8,-1.7625,0,-6.7085,43,0.93603,24,-0.1047,14,-0.9450,45,0.87848,23,-0.1680,10,-1.3350
ENSG00000088826,SMOX,20,-1.0886,19,-1.1335,1,-5.1210,33,-0.3178,18,-1.3187,14,-1.5696,27,-0.6781,101,1.52584,82,1.15056,126,1.93687
ENSG00000171867,PRNP,614,0.00513,548,-0.1743,192,-1.7560,296,-1.1132,1008,0.91806,229,-1.4955,342,-0.9622,1068,0.90232,905,0.62597,797,0.41992
ENSG00000101265,RASSF2,49,-0.4579,261,2.43611,83,0.36185,130,1.11433,13,-2.5454,55,-0.2631,50,-0.4524,27,-1.3276,52,-0.3638,5,-3.6642
ENSG00000089057,SLC23A2,76,0.66145,71,0.53508,23,-1.1944,6,-3.0288,68,0.52457,40,-0.3683,32,-0.7540,83,0.80123,84,0.81404,23,-1.1679
ENSG00000089063,TMEM230,76,-0.5852,179,0.76388,78,-0.5369,98,-0.2016,127,0.23260,137,0.33244,123,0.18361,96,-0.2319,112,0.01199,57,-1.0161
ENSG00000101290,CDS2,84,0.22609,59,-0.3274,38,-0.9971,56,-0.4151,97,0.50513,73,0.00262,26,-1.6212,60,-0.3080,100,0.50225,158,1.28013
ENSG00000125772,GPCPD1,31,0.11811,16,-0.8423,47,0.78320,0,-6.9262,24,-0.2822,73,1.55073,24,-0.3174,21,-0.4866,24,-0.2624,36,0.36291
ENSG00000089199,CHGB,145,0.56379,49,-1.1172,38,-1.4724,32,-1.7169,345,2.69016,18,-2.6041,54,-1.0382,29,-1.9031,45,-1.2467,67,-0.6398
ENSG00000088766,CRLS1,44,0.57008,11,-1.5034,4,-2.8874,38,0.36985,26,-0.2374,52,0.86766,18,-0.8173,26,-0.2452,41,0.46400,59,1.07615
ENSG00000125827,TMX4,204,0.81257,102,-0.2970,87,-0.5464,152,0.33081,206,0.94025,76,-0.7376,84,-0.6355,117,-0.0886,59,-1.1198,104,-0.2677
ENSG00000182621,PLCB1,491,1.18415,51,-2.3261,333,0.53150,115,-1.1216,413,1.01339,121,-1.0388,276,0.25220,185,-0.4011,69,-1.8740,125,-0.9899
ENSG00000101333,PLCB4,75,1.18312,35,-0.0626,26,-0.5203,20,-0.9353,54,0.71076,105,1.79295,16,-1.3235,9,-2.0213,10,-1.8682,16,-1.2236
ENSG00000125869,LAMP5,27,-1.2751,3,-4.3502,0,-9.0792,6,-3.4158,163,1.87795,26,-1.3314,13,-2.4846,8,-3.1062,121,1.04160,223,2.16507
ENSG00000101349,PAK5,120,2.13964,15,-1.2635,14,-1.3380,12,-1.6160,80,1.62830,9,-1.9548,25,-0.5342,21,-0.7883,9,-1.9328,6,-2.6374
ENSG00000132639,SNAP25,1910,0.43303,246,-2.6662,1149,-0.3680,302,-2.3694,3705,1.88076,548,-1.4870,1914,0.48858,764,-0.9913,302,-2.3651,1008,-0.5695
ENSG00000125863,MKKS,34,-0.8553,28,-1.1084,33,-0.8653,35,-0.7874,107,1.10813,63,0.09441,65,0.15663,53,-0.1718,53,-0.1755,66,0.17262
ENSG00000132640,BTBD3,43,-0.9600,125,0.70731,12,-2.7539,52,-0.6652,142,1.04573,83,0.04071,90,0.19454,56,-0.5499,68,-0.2706,64,-0.3619
ENSG00000089048,ESF1,253,0.65624,313,1.00843,353,1.21798,231,0.50435,115,-0.6383,166,-0.0233,85,-1.1192,157,-0.1124,78,-1.1723,70,-1.3394
ENSG00000101247,NDUFAF5,32,0.33006,7,-1.9792,17,-0.6787,0,-5.8842,47,1.09751,3,-2.9615,38,0.67173,24,-0.1356,6,-2.1245,54,1.17105
ENSG00000172264,MACROD2,56,0.70082,15,-1.3620,29,-0.3567,24,-0.6195,54,0.72485,18,-1.0333,34,-0.1249,37,0.03194,22,-0.7843,58,0.76515
ENSG00000089177,KIF16B,39,-0.7482,97,0.66117,183,1.77985,92,0.58395,23,-1.6520,85,0.44614,65,0.02147,59,-0.1263,18,-1.8717,19,-1.8123
ENSG00000125870,SNRPB2,105,0.05254,136,0.46214,124,0.31414,119,0.25336,145,0.63795,65,-0.6743,68,-0.6668,100,-0.0237,65,-0.6836,78,-0.4002
ENSG00000125851,PCSK2,106,1.16856,7,-2.8989,10,-2.4412,14,-1.9043,168,2.54993,14,-1.9726,31,-0.8213,9,-2.5989,5,-3.2976,56,0.12898
ENSG00000125868,DSTN,484,-0.6392,370,-1.0436,731,-0.0002,406,-0.9064,1053,0.65906,1743,1.44567,789,0.13176,597,-0.3178,392,-0.9586,370,-1.0470
ENSG00000125844,RRBP1,84,0.07170,237,1.82625,89,0.15393,133,0.80283,15,-2.5875,105,0.41710,36,-1.2852,122,0.66775,58,-0.4987,36,-1.2290
ENSG00000089006,SNX5,61,-0.7767,94,-0.1279,67,-0.6481,153,0.65225,52,-1.1001,114,0.18577,74,-0.5320,144,0.56046,200,1.10473,135,0.45278
ENSG00000101310,SEC23B,24,-0.5619,66,1.07321,15,-1.2205,8,-2.0446,43,0.42225,33,-0.0330,11,-1.7896,58,0.83615,57,0.80884,40,0.25158
ENSG00000232388,SMIM26,29,-1.7005,59,-0.6258,47,-0.9504,57,-0.6666,93,0.08084,89,0.00875,118,0.51302,84,-0.0858,83,-0.0979,192,1.27610
ENSG00000125821,DTD1,37,-0.3792,46,-0.0549,6,-2.9098,29,-0.7403,79,0.93373,42,-0.2087,58,0.33068,66,0.52186,18,-1.4909,54,0.18251
ENSG00000132669,RIN2,18,-1.0146,37,0.07690,48,0.46688,43,0.30234,11,-1.7891,68,1.04230,25,-0.5542,34,-0.0804,73,1.18380,32,-0.1776
ENSG00000173418,NAA20,22,-1.5197,29,-1.1099,26,-1.2847,13,-2.3303,123,1.34631,22,-1.5054,45,-0.5166,48,-0.3715,63,0.04547,171,1.73990
ENSG00000101343,CRNKL1,49,0.49001,82,1.35861,31,-0.2255,51,0.56135,44,0.34587,21,-0.8445,19,-1.0215,29,-0.3276,27,-0.4192,15,-1.3020
ENSG00000088930,XRN2,54,0.06142,89,0.86414,54,0.05280,93,0.94708,52,0.00090,47,-0.1661,22,-1.3589,59,0.20875,37,-0.5260,42,-0.3269
ENSG00000125814,NAPB,367,0.45204,80,-1.8744,321,0.23583,106,-1.4615,567,1.37496,115,-1.3382,355,0.44530,162,-0.8188,85,-1.7782,237,-0.2411
ENSG00000101439,CST3,2469,-1.5393,2011,-1.8435,4597,-0.6031,7816,0.22444,2555,-1.5783,3790,-0.8965,9147,0.53531,14758,1.28423,10320,0.67522,12244,0.96144
ENSG00000101463,SYNDIG1,12,-1.5726,48,0.46312,30,-0.2753,3,-3.5406,51,0.62251,108,1.86295,34,-0.1039,4,-3.0433,52,0.60999,3,-3.5341
ENSG00000101474,APMAP,53,-0.4286,29,-1.3281,22,-1.7295,25,-1.5366,110,0.82904,47,-0.5954,49,-0.5708,92,0.45163,102,0.61477,146,1.21615
ENSG00000154930,ACSS1,15,-1.9962,21,-1.4520,20,-1.5602,10,-2.5620,9,-2.8605,53,-0.0915,32,-0.9016,249,2.67994,162,1.79468,61,0.13013
ENSG00000197586,ENTPD6,101,0.86535,14,-2.1028,48,-0.3394,10,-2.6369,99,0.93417,40,-0.6068,66,0.19639,54,-0.1481,67,0.18849,47,-0.3448
ENSG00000100994,PYGB,45,-0.8852,59,-0.4669,34,-1.3064,52,-0.6549,76,-0.0830,38,-1.1246,70,-0.2226,124,0.69977,200,1.52032,116,0.59412
ENSG00000100997,ABHD12,65,-0.6531,82,-0.3006,66,-0.6255,101,0.02158,115,0.25459,82,-0.2955,127,0.42689,54,-0.9340,156,0.72144,104,0.07201
ENSG00000101294,HM13,46,-0.1959,43,-0.2899,27,-1.0108,31,-0.7804,57,0.17168,47,-0.1512,23,-1.3130,113,1.28137,77,0.62705,78,0.66142
ENSG00000125968,ID1,5,-4.2328,94,0.02623,67,-0.5039,25,-1.9584,12,-3.1509,578,3.57387,18,-2.5255,26,-1.9234,194,1.21882,60,-0.6743
ENSG00000171552,BCL2L1,33,-0.5811,42,-0.2082,45,-0.1157,37,-0.3966,61,0.39103,80,0.80041,43,-0.1980,36,-0.4646,45,-0.1098,55,0.21315
ENSG00000101337,TM9SF4,42,0.73477,12,-1.1186,27,0.07303,8,-1.7738,47,1.06441,6,-2.0572,15,-0.8958,43,0.77968,38,0.58964,14,-0.8970
ENSG00000101350,KIF3B,288,1.01735,107,-0.5673,240,0.70586,117,-0.4289,156,0.01629,127,-0.2997,175,0.22113,131,-0.2510,80,-1.0027,100,-0.6728
ENSG00000149600,COMMD7,75,0.00216,43,-0.8353,55,-0.4862,56,-0.4497,93,0.37428,50,-0.6137,82,0.14731,66,-0.2025,80,0.10935,125,0.82751
ENSG00000101367,MAPRE1,38,-0.8281,79,0.31928,38,-0.8213,101,0.70173,37,-0.9160,98,0.66696,47,-0.5402,81,0.34233,66,0.01486,110,0.85641
ENSG00000101400,SNTA1,77,-1.3496,53,-1.9101,93,-1.0775,114,-0.7647,107,-0.9243,120,-0.6937,198,0.09909,534,1.77353,454,1.47367,194,0.05292
ENSG00000078699,CBFA2T2,69,1.18172,58,0.88112,14,-1.2633,0,-6.2116,32,-0.0583,18,-0.9127,24,-0.5129,47,0.55205,37,0.15825,43,0.41434
ENSG00000125967,NECAB3,38,0.01228,1,-4.8178,20,-0.9360,3,-3.5126,66,1.00412,22,-0.8158,55,0.65610,41,0.10668,55,0.60337,34,-0.1863
ENSG00000101421,CHMP4B,83,-0.9782,110,-0.5501,118,-0.4417,77,-1.0833,141,-0.1870,140,-0.1781,249,0.84700,209,0.46106,161,0.04302,204,0.41833
ENSG00000125970,RALY,49,-0.4120,95,0.63804,58,-0.1504,39,-0.7298,53,-0.3130,71,0.18044,39,-0.8039,88,0.50977,63,-0.0086,116,0.98059
ENSG00000125977,EIF2S2,342,0.18868,529,0.89834,364,0.28759,452,0.63886,261,-0.2558,223,-0.4783,268,-0.2135,274,-0.1613,186,-0.7543,216,-0.5312
ENSG00000101444,AHCY,23,-0.6630,10,-1.8619,10,-1.8814,27,-0.4190,51,0.65404,35,0.00208,41,0.26344,49,0.50227,38,0.12829,48,0.48227
ENSG00000078747,ITCH,89,1.20251,146,2.11281,21,-1.0771,33,-0.4037,48,0.20334,3,-3.7596,17,-1.4758,32,-0.4403,23,-0.9319,36,-0.2734
ENSG00000125971,DYNLRB1,184,-0.9775,225,-0.6757,317,-0.1460,199,-0.8632,546,0.81951,297,-0.2481,540,0.79841,227,-0.6641,264,-0.4310,297,-0.2496
ENSG00000101460,MAP1LC3A,159,-0.5353,104,-1.1745,125,-0.9051,48,-2.3069,315,0.60458,201,-0.1775,347,0.78520,181,-0.3406,183,-0.3265,377,0.83367
ENSG00000198646,NCOA6,59,0.51860,98,1.37993,47,0.15367,62,0.61439,40,-0.1053,25,-0.7860,17,-1.4638,41,-0.0566,43,0.01226,20,-1.1027
ENSG00000078804,TP53INP2,119,-0.6845,520,1.74759,317,0.87200,746,2.47290,23,-3.1963,91,-1.0769,107,-0.9052,43,-2.1790,68,-1.5203,55,-1.8270
ENSG00000131067,GGT7,62,1.31051,8,-1.8364,6,-2.2970,16,-0.8073,42,0.76482,24,-0.2301,26,-0.1315,20,-0.4808,22,-0.3563,39,0.53270
ENSG00000100983,GSS,25,0.15305,19,-0.2489,0,-6.8275,25,0.13928,45,1.25275,8,-1.5397,30,0.46568,24,0.06722,18,-0.3814,6,-1.9100
ENSG00000100991,TRPC4AP,35,0.12950,21,-0.6111,15,-1.1490,23,-0.4687,40,0.41041,56,0.91532,21,-0.6677,35,0.14624,48,0.66249,25,-0.3407
ENSG00000126005,MMP24OS,56,-1.2006,39,-1.7331,117,-0.0771,70,-0.8725,118,-0.0763,142,0.22717,214,1.02540,86,-0.5489,129,0.07302,174,0.55687
ENSG00000242372,EIF6,29,-0.7155,29,-0.7476,17,-1.5556,9,-2.3634,59,0.40011,89,1.04459,63,0.54180,59,0.36923,35,-0.4644,50,0.11623
ENSG00000101019,UQCC1,38,0.31228,9,-1.8664,15,-1.0773,42,0.48959,50,0.88891,24,-0.3865,26,-0.2805,41,0.45500,29,-0.0913,20,-0.6811
ENSG00000126001,CEP250,54,1.17332,4,-2.7715,69,1.60550,30,0.21376,20,-0.4804,5,-2.4146,21,-0.3325,15,-0.8572,23,-0.2035,33,0.36013
ENSG00000125991,ERGIC3,48,-0.5879,23,-1.6514,49,-0.5465,78,0.17586,80,0.23244,82,0.24674,36,-1.0739,101,0.59054,77,0.15807,148,1.23469
ENSG00000214078,CPNE1,48,0.79400,35,0.28287,10,-1.5833,4,-2.7156,43,0.67917,23,-0.3765,23,-0.3687,37,0.38794,37,0.36713,24,-0.3224
ENSG00000244462,RBM12,27,-0.1202,20,-0.5499,12,-1.2978,37,0.37468,47,0.87443,81,1.70343,7,-2.1441,18,-0.6978,43,0.60180,3,-3.3339
ENSG00000244005,NFS1,34,0.47781,21,-0.2809,8,-1.7034,19,-0.3958,40,0.86075,25,-0.0124,12,-1.1338,19,-0.4490,55,1.29055,15,-0.8121
ENSG00000125995,ROMO1,87,-1.5287,121,-1.0425,323,0.48604,339,0.56002,166,-0.6050,329,0.51405,305,0.43544,201,-0.2651,177,-0.4586,343,0.58054
ENSG00000131051,RBM39,513,1.05305,621,1.38494,362,0.47127,358,0.45502,183,-0.6443,252,-0.1021,115,-1.3803,257,-0.0719,163,-0.7693,108,-1.3865
ENSG00000025293,PHF20,89,0.39290,71,0.03528,103,0.63664,74,0.11454,90,0.47263,94,0.48834,46,-0.6736,55,-0.3655,35,-1.0473,37,-0.9514
ENSG00000171222,SCAND1,76,-0.7142,113,-0.1104,53,-1.2601,83,-0.5858,176,0.67434,109,-0.1637,143,0.28687,131,0.12380,113,-0.1067,138,0.20779
ENSG00000260032,NORAD,460,-0.0995,549,0.17960,424,-0.2281,383,-0.3844,633,0.45280,505,0.04720,550,0.20203,302,-0.7505,367,-0.4515,529,0.11972
ENSG00000088367,EPB41L1,188,0.10332,123,-0.5612,207,0.24847,77,-1.2699,180,0.02991,187,0.09313,243,0.57411,118,-0.6252,172,-0.0396,201,0.20556
ENSG00000080845,DLGAP4,84,-0.2421,41,-1.3323,42,-1.2861,26,-2.0128,105,0.11578,193,1.09837,128,0.47083,70,-0.5336,154,0.71341,105,0.10249
ENSG00000101335,MYL9,34,-1.6503,11,-3.2259,0,-7.3033,0,-8.7244,4,-4.5959,1092,6.61346,0,-10.462,0,-8.6821,44,-1.2517,20,-2.3853
ENSG00000101084,RAB5IF,51,-0.1558,21,-1.5170,47,-0.2950,30,-0.9887,83,0.67432,50,-0.1948,75,0.48358,52,-0.1452,62,0.14282,54,-0.0690
ENSG00000101079,NDRG3,142,0.35505,100,-0.1951,36,-1.7345,40,-1.5771,275,1.76508,53,-1.1644,93,-0.3234,63,-0.8881,110,-0.0408,77,-0.5989
ENSG00000101347,SAMHD1,37,-0.4743,56,0.17461,42,-0.2817,56,0.15516,39,-0.4164,102,1.13929,42,-0.3127,30,-0.7730,89,0.90644,31,-0.7271
ENSG00000118705,RPN2,57,-0.9612,113,0.08658,68,-0.7021,147,0.50850,99,-0.1366,133,0.33778,32,-1.9332,266,1.51250,137,0.38869,104,-0.0471
ENSG00000101363,MANBAL,23,-1.2343,31,-0.8035,29,-0.9201,46,-0.2023,75,0.64354,36,-0.5778,48,-0.1539,82,0.70735,57,0.14284,79,0.66425
ENSG00000166619,BLCAP,123,0.38749,23,-2.1063,75,-0.3893,43,-1.2260,198,1.38390,126,0.43659,62,-0.7266,51,-0.9725,93,-0.0582,99,0.04644
ENSG00000053438,NNAT,180,0.35183,95,-0.6424,53,-1.5073,68,-1.1452,343,1.71357,93,-0.6699,203,0.61746,59,-1.3504,47,-1.6834,40,-1.9089
ENSG00000132792,CTNNBL1,24,-0.5052,47,0.55950,17,-1.0165,43,0.42604,48,0.66545,46,0.52574,30,-0.1707,25,-0.4468,26,-0.3846,13,-1.3362
