Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000108406,DHX40,84,0.85652,52,0.08455,48,-0.0460,83,0.83551,46,-0.0949,64,0.41206,43,-0.2551,26,-0.9528,65,0.44215,21,-1.3284
ENSG00000141367,CLTC,176,-0.6681,124,-1.1962,291,0.10069,201,-0.4704,324,0.27217,325,0.27978,339,0.42487,125,-1.1876,314,0.22191,322,0.29155
ENSG00000062716,VMP1,109,1.13889,23,-1.2683,51,-0.0786,57,0.09777,62,0.20991,42,-0.3905,60,0.20392,41,-0.4228,49,-0.1487,43,-0.3670
ENSG00000108443,RPS6KB1,76,0.58561,28,-0.9515,56,0.09197,89,0.85047,40,-0.4025,34,-0.6560,53,0.03564,45,-0.2263,25,-1.1266,64,0.34260
ENSG00000170832,USP32,0,-6.6150,28,-0.2383,49,0.64998,20,-0.7381,22,-0.5677,31,-0.0520,46,0.71142,5,-2.5906,38,0.23594,44,0.54702
ENSG00000062725,APPBP2,34,-0.9125,66,0.07604,83,0.45202,53,-0.2421,66,0.08080,74,0.26182,67,0.13674,37,-0.7831,55,-0.2071,71,0.22574
ENSG00000141376,BCAS3,65,0.55269,69,0.65858,51,0.18311,55,0.27569,74,0.77309,24,-0.9472,44,-0.0723,32,-0.5408,27,-0.8103,32,-0.5695
ENSG00000108506,INTS2,8,-1.2211,21,0.19741,28,0.60871,25,0.48336,13,-0.4990,8,-1.1878,23,0.39094,19,-0.0007,18,-0.0308,16,-0.2131
ENSG00000108510,MED13,69,-0.1100,97,0.43067,77,0.06507,84,0.20330,55,-0.4704,84,0.18704,91,0.40694,46,-0.7223,125,0.82898,26,-1.6535
ENSG00000146872,TLK2,183,1.15177,117,0.40703,62,-0.5592,196,1.26287,95,0.07907,77,-0.2322,85,-0.0969,35,-1.4062,42,-1.1488,53,-0.8577
ENSG00000170921,TANC2,7,-3.4629,25,-1.7850,35,-1.2695,145,0.93529,89,0.15422,63,-0.3808,157,1.42259,22,-1.9586,57,-0.5396,69,-0.2569
ENSG00000008283,CYB561,10,-2.0967,7,-2.6638,30,-0.4786,97,1.38140,66,0.74256,46,0.16918,48,0.30053,35,-0.2460,9,-2.2135,46,0.19186
ENSG00000136485,DCAF7,112,0.20331,114,0.22258,99,0.00169,103,0.07462,93,-0.0833,74,-0.4412,112,0.25337,93,-0.0865,94,-0.0754,81,-0.3355
ENSG00000136463,TACO1,39,0.97055,22,0.05422,7,-1.5621,16,-0.4577,25,0.25088,14,-0.6417,26,0.40242,15,-0.4991,22,0.08103,18,-0.2351
ENSG00000198909,MAP3K3,65,2.04831,18,-0.0891,25,0.40876,28,0.56164,16,-0.2973,4,-2.2439,10,-1.0809,10,-0.8959,14,-0.4495,20,0.02939
ENSG00000266173,STRADA,33,0.35092,33,0.34222,12,-1.2026,40,0.62604,57,1.22645,9,-1.6048,26,-0.0617,19,-0.4816,24,-0.1282,20,-0.4256
ENSG00000108588,CCDC47,350,0.93046,306,0.70732,208,0.09156,261,0.44771,152,-0.3968,160,-0.3167,226,0.26755,102,-0.9947,184,-0.1053,76,-1.5108
ENSG00000198231,DDX42,227,0.88103,133,0.02129,66,-1.0519,159,0.29687,122,-0.1085,161,0.32244,142,0.15222,108,-0.3036,80,-0.7624,112,-0.2672
ENSG00000108592,FTSJ3,116,1.83624,59,0.68144,14,-1.4524,49,0.36657,30,-0.3670,26,-0.5965,33,-0.2711,37,-0.0625,24,-0.6844,23,-0.8610
ENSG00000087191,PSMC5,91,-0.8043,134,-0.2218,212,0.50739,93,-0.7668,170,0.15544,181,0.25138,145,-0.1166,172,0.17275,134,-0.2160,191,0.37175
ENSG00000266402,SNHG25,55,0.12251,96,1.02511,61,0.29181,45,-0.1892,31,-0.7473,32,-0.6814,33,-0.7726,61,0.28876,75,0.60771,53,0.06720
ENSG00000136478,TEX2,40,-0.5613,51,-0.1613,83,0.59210,84,0.60838,60,0.08194,51,-0.1623,52,-0.1902,54,-0.0768,45,-0.3660,60,0.07103
ENSG00000108654,DDX5,446,0.58397,352,0.20704,394,0.38181,446,0.58156,279,-0.1610,201,-0.6578,318,0.05257,180,-0.8249,263,-0.2488,251,-0.3468
ENSG00000258890,CEP95,94,1.61588,53,0.63758,16,-1.2167,88,1.49931,35,0.01318,17,-1.0673,25,-0.6171,26,-0.4392,28,-0.3315,13,-1.5868
ENSG00000108854,SMURF2,42,0.43321,52,0.77596,17,-0.9307,36,0.18692,15,-1.0693,23,-0.4667,33,0.08594,26,-0.2869,67,1.22330,17,-1.0240
ENSG00000120063,GNA13,69,0.62833,71,0.65760,86,0.98143,37,-0.3549,12,-2.0502,20,-1.2727,30,-0.7636,29,-0.7408,88,1.02394,52,0.18828
ENSG00000154240,CEP112,331,3.12384,31,-1.0003,12,-2.3372,75,0.34685,18,-1.7646,88,0.59675,40,-0.6952,27,-1.1909,43,-0.5199,17,-1.9523
ENSG00000154229,PRKCA,32,-2.6668,126,-0.6341,147,-0.4027,169,-0.1903,147,-0.4023,197,0.05128,270,0.69243,138,-0.4942,348,0.96744,183,-0.0721
ENSG00000198265,HELZ,85,-0.2437,80,-0.3313,109,0.14837,169,0.85979,71,-0.5045,115,0.23169,125,0.45405,64,-0.6583,60,-0.7683,79,-0.3672
ENSG00000197170,PSMD12,87,-0.2703,48,-1.1669,55,-0.9699,67,-0.6720,171,0.79844,160,0.68904,154,0.78797,55,-0.9560,83,-0.3541,81,-0.4092
ENSG00000154217,PITPNC1,13,-2.3822,60,-0.1644,31,-1.1593,92,0.51554,46,-0.5453,25,-1.4433,62,-0.1270,76,0.20473,175,1.60381,79,0.30730
ENSG00000130935,NOL11,11,-1.0027,23,0.11788,24,0.18532,20,-0.0752,28,0.40922,5,-2.1007,24,0.25955,11,-0.9777,37,0.88648,22,0.07002
ENSG00000171634,BPTF,932,0.87709,1128,1.19981,408,-0.4323,852,0.72961,288,-0.9614,857,0.73873,456,-0.3091,403,-0.4506,498,-0.1248,142,-2.1071
ENSG00000182481,KPNA2,0,-6.4924,6,-2.3061,51,0.84027,27,-0.1807,36,0.30060,14,-1.1131,38,0.43664,11,-1.4727,24,-0.3102,54,1.04714
ENSG00000278730,AC005332.6,22,0.09534,42,1.11954,11,-0.9120,24,0.17847,11,-0.9400,21,-0.0336,15,-0.5723,27,0.39164,31,0.58324,19,-0.1354
ENSG00000196704,AMZ2,30,-1.7290,45,-1.1476,68,-0.5371,86,-0.1768,75,-0.3865,76,-0.3610,90,-0.1123,67,-0.5555,201,1.19591,165,0.98176
ENSG00000108946,PRKAR1A,336,-0.0517,192,-0.9069,457,0.43231,241,-0.5659,473,0.48743,349,0.00627,405,0.29219,214,-0.7466,191,-0.9131,426,0.35309
ENSG00000141338,ABCA8,50,0.73856,111,2.15133,209,3.62236,0,-5.4880,1,-4.9300,0,-8.2017,2,-3.7942,10,-1.6767,5,-2.6044,7,-2.2702
ENSG00000154265,ABCA5,50,-0.0642,40,-0.4290,42,-0.3425,90,0.85813,72,0.49086,45,-0.2389,77,0.76334,18,-1.5643,9,-2.6050,43,-0.3363
ENSG00000108984,MAP2K6,0,-5.5984,12,-0.4153,21,0.41382,18,0.18171,12,-0.3646,21,0.42877,22,0.64336,6,-1.3587,32,1.10795,9,-0.9010
ENSG00000125398,SOX9,28,-1.8175,119,0.34422,83,-0.2298,158,0.80371,23,-2.1473,8,-3.5574,25,-2.2029,53,-0.8998,416,2.58157,141,0.68069
ENSG00000227036,LINC00511,76,2.41035,17,-0.1335,1,-3.6421,58,1.88920,15,-0.3201,1,-3.9220,7,-1.6890,19,-0.0013,19,0.01603,8,-1.2252
ENSG00000180616,SSTR2,23,-1.9734,55,-0.7230,167,1.03442,169,1.05657,214,1.46821,37,-1.2848,44,-1.1890,89,0.03074,12,-2.8788,121,0.55892
ENSG00000166685,COG1,3,-3.2377,8,-2.0650,29,-0.2719,66,1.04142,46,0.43382,21,-0.7769,38,0.18264,35,0.02811,27,-0.3876,50,0.64172
ENSG00000141219,C17orf80,1,-3.6567,11,-0.7794,14,-0.5191,27,0.53600,26,0.48155,25,0.40883,24,0.44651,9,-1.1883,27,0.48613,19,-0.0368
ENSG00000179604,CDC42EP4,26,-0.9447,57,0.25105,24,-1.0628,58,0.27731,26,-0.9138,33,-0.5886,23,-1.2843,70,0.58764,162,2.03735,53,0.14599
ENSG00000172809,RPL38,291,-1.7795,959,0.01976,555,-0.8185,296,-1.7567,346,-1.5242,1642,0.88448,737,-0.4553,1457,0.68710,1403,0.62529,1577,0.92031
ENSG00000141540,TTYH2,0,-7.4202,215,2.28567,314,3.12889,18,-1.6834,12,-2.3035,1,-5.3064,5,-3.6366,25,-1.2071,71,0.35881,33,-0.8777
ENSG00000109062,SLC9A3R1,7,-3.3749,104,0.52764,67,-0.1563,59,-0.3447,31,-1.3406,35,-1.1317,26,-1.7422,61,-0.3013,235,1.93455,145,1.22271
ENSG00000161509,GRIN2C,1,-4.4463,23,-0.6407,24,-0.5682,82,1.38296,10,-1.7882,14,-1.3738,14,-1.5905,38,0.13323,105,1.81412,59,0.93567
ENSG00000167861,HID1,0,-6.2551,23,-0.1409,53,1.20850,32,0.39720,31,0.31989,17,-0.5779,22,-0.2562,18,-0.5117,24,-0.0416,31,0.37036
ENSG00000180901,KCTD2,77,-0.1528,59,-0.5719,124,0.59667,84,-0.0167,129,0.65760,49,-0.8439,92,0.14242,55,-0.6571,53,-0.7122,100,0.28417
ENSG00000167863,ATP5PD,45,-1.9150,41,-2.0218,93,-0.8265,65,-1.3568,91,-0.8706,229,0.56382,277,1.13945,91,-0.8661,220,0.49879,189,0.28779
ENSG00000189159,JPT1,3,-4.5559,13,-2.4681,94,0.49778,65,-0.0884,105,0.68468,53,-0.3852,107,0.90056,31,-1.1739,49,-0.5130,78,0.23024
ENSG00000188612,SUMO2,134,-0.7462,130,-0.7912,283,0.40571,214,-0.0342,149,-0.5878,218,-0.0044,251,0.26339,200,-0.1374,227,0.05616,267,0.34775
ENSG00000125450,NUP85,29,0.86825,22,0.39376,24,0.57429,28,0.78676,21,0.33132,6,-1.5329,10,-0.8782,10,-0.7002,13,-0.4171,18,0.09352
ENSG00000125447,GGA3,15,-1.4425,17,-1.2031,37,-0.0768,39,0.01934,83,1.25376,25,-0.6602,41,0.14181,44,0.21304,7,-2.4281,54,0.60252
ENSG00000125445,MRPS7,106,0.64663,68,-0.0580,81,0.21133,83,0.25267,89,0.35498,41,-0.8269,49,-0.6683,65,-0.1395,52,-0.4673,95,0.50430
ENSG00000177885,GRB2,39,-1.4394,68,-0.6175,75,-0.4828,100,-0.0334,114,0.16001,86,-0.2652,149,0.74725,67,-0.6522,82,-0.3499,127,0.37168
ENSG00000177728,TMEM94,35,-0.4032,32,-0.5362,47,0.03279,35,-0.4085,38,-0.2983,14,-1.7168,34,-0.5459,54,0.25870,86,1.00819,77,0.91942
ENSG00000177303,CASKIN2,21,0.16225,39,1.19416,37,1.10878,11,-0.7930,4,-2.2429,10,-0.9702,9,-1.1319,25,0.48516,18,-0.0771,24,0.46079
ENSG00000161526,SAP30BP,74,0.72458,40,-0.2300,75,0.73788,67,0.56234,26,-0.9008,32,-0.5667,47,0.00836,29,-0.7075,65,0.50544,30,-0.7279
ENSG00000132470,ITGB4,0,-5.9528,68,1.58725,86,2.03045,23,-0.1993,8,-1.7059,1,-4.6544,1,-4.6924,15,-0.8297,78,1.83764,27,0.09691
ENSG00000132475,H3F3B,379,0.55717,494,0.99450,553,1.18566,145,-0.9307,88,-1.6677,199,-0.4498,167,-0.8251,218,-0.3135,363,0.48864,263,-0.0232
ENSG00000132471,WBP2,55,-2.2571,158,-0.7019,228,-0.1428,265,0.08913,378,0.65559,280,0.17886,223,-0.2111,234,-0.1044,188,-0.4443,398,0.83440
ENSG00000132481,TRIM47,25,0.77821,20,0.41796,9,-0.8567,13,-0.2537,11,-0.5235,0,-7.3220,6,-1.4739,12,-0.3186,49,1.90641,21,0.56531
ENSG00000204316,MRPL38,35,-0.3412,39,-0.1744,18,-1.3090,44,0.00979,46,0.06943,42,-0.0395,45,0.04022,47,0.13232,43,-0.0092,59,0.53265
ENSG00000161533,ACOX1,39,-0.3952,48,-0.0945,24,-1.1509,73,0.57529,33,-0.6356,38,-0.4377,58,0.26410,38,-0.4506,111,1.27799,40,-0.3866
ENSG00000167881,SRP68,116,0.75216,51,-0.5212,59,-0.3030,71,-0.0324,57,-0.3575,84,0.23135,88,0.37187,49,-0.5931,61,-0.2511,64,-0.2103
ENSG00000182473,EXOC7,130,0.76114,63,-0.3685,75,-0.1069,101,0.35977,87,0.12337,72,-0.1632,58,-0.5905,68,-0.2679,69,-0.2296,104,0.43669
ENSG00000141576,RNF157,44,-1.6756,82,-0.7360,93,-0.5589,122,-0.1351,180,0.47289,146,0.13930,141,0.09916,204,0.67513,131,-0.0217,155,0.25847
ENSG00000185262,UBALD2,5,-3.1055,37,-0.0961,78,1.07848,41,0.05323,48,0.29305,21,-0.9311,31,-0.4617,47,0.26266,39,-0.0408,54,0.54484
ENSG00000161542,PRPSAP1,65,0.90381,34,-0.1278,37,0.00913,57,0.69885,30,-0.3052,7,-2.3188,32,-0.2574,29,-0.3703,27,-0.4715,48,0.46161
ENSG00000175931,UBE2O,52,-0.1351,23,-1.3329,37,-0.6540,66,0.23926,87,0.68396,33,-0.8299,80,0.67779,42,-0.4547,35,-0.7296,61,0.12322
ENSG00000163597,SNHG16,62,1.20108,19,-0.6876,14,-1.1291,15,-1.0410,17,-0.8202,25,-0.2352,27,-0.1332,18,-0.7095,41,0.52464,45,0.73970
ENSG00000182534,MXRA7,197,0.65402,64,-1.0692,164,0.35880,98,-0.4435,107,-0.3065,136,0.07028,131,0.00734,116,-0.1797,120,-0.1276,150,0.24161
ENSG00000070495,JMJD6,0,-5.9347,10,-1.0308,15,-0.4057,27,0.45749,36,0.93211,15,-0.3879,24,0.37196,12,-0.7979,14,-0.5057,29,0.63086
ENSG00000161547,SRSF2,26,-1.7036,32,-1.4010,112,0.48861,89,0.13225,99,0.29483,30,-1.5052,79,-0.0764,64,-0.3881,95,0.23344,141,0.98201
ENSG00000092931,MFSD11,10,-1.0090,56,1.75648,13,-0.5476,34,0.92630,35,0.95550,13,-0.5443,10,-1.0781,16,-0.2688,18,-0.1009,12,-0.7840
ENSG00000167889,MGAT5B,15,-2.0418,9,-2.8085,2,-4.4804,72,0.29933,82,0.50819,95,0.74436,63,0.08587,100,0.81864,51,-0.2519,81,0.53193
ENSG00000129657,SEC14L1,49,-0.6487,18,-2.0987,95,0.35926,69,-0.1424,26,-1.5694,100,0.44252,106,0.68131,61,-0.3151,101,0.46144,70,-0.1108
ENSG00000184640,SEPTIN9,134,1.15999,51,-0.3927,31,-1.1111,70,0.11209,59,-0.1581,45,-0.5596,66,0.02520,82,0.35952,52,-0.3451,63,-0.0598
ENSG00000078687,TNRC6C,169,0.01823,286,0.86494,252,0.65918,275,0.79982,146,-0.2044,105,-0.7054,183,0.17279,130,-0.3841,113,-0.5911,71,-1.3589
ENSG00000108639,SYNGR2,106,2.17172,50,0.82383,131,2.61317,17,-0.8107,7,-1.9996,1,-4.4782,6,-2.6288,11,-1.4997,14,-1.0953,15,-1.0863
ENSG00000183077,AFMID,12,-0.7213,43,1.24341,61,1.87197,7,-1.4942,14,-0.5195,18,-0.1186,13,-0.6722,10,-1.0224,10,-0.9940,20,0.07156
ENSG00000087157,PGS1,13,-0.5877,9,-1.1095,27,0.55433,37,1.09509,9,-1.0517,19,0.04078,21,0.25261,4,-2.3549,13,-0.5554,24,0.45523
ENSG00000108669,CYTH1,112,0.41392,207,1.44289,193,1.32500,64,-0.4409,65,-0.4147,77,-0.1735,57,-0.7112,59,-0.5637,47,-0.9166,59,-0.6067
ENSG00000055483,USP36,202,2.18055,155,1.67185,34,-0.7583,85,0.64596,48,-0.2371,32,-0.8504,36,-0.7971,29,-0.9903,14,-2.0493,13,-2.2730
ENSG00000035862,TIMP2,439,1.99751,236,0.89934,295,1.27354,76,-0.8793,39,-1.8429,35,-2.0244,67,-1.2140,147,0.13044,108,-0.3483,90,-0.6713
ENSG00000108679,LGALS3BP,52,0.95293,44,0.65965,127,2.60110,11,-1.4319,3,-3.1408,4,-2.7845,6,-2.5448,7,-2.1246,58,1.12775,25,-0.2083
ENSG00000171302,CANT1,19,-0.3739,20,-0.3008,38,0.72775,11,-1.1031,42,0.89952,21,-0.2241,18,-0.5367,20,-0.2556,12,-1.0796,38,0.81169
ENSG00000167281,RBFOX3,82,-0.8956,17,-3.1631,107,-0.4928,232,0.72955,208,0.55495,168,0.21328,208,0.69407,146,-0.0065,83,-0.8643,120,-0.3308
ENSG00000141582,CBX4,22,-0.8058,55,0.59343,50,0.44779,53,0.53759,41,0.14689,13,-1.5719,46,0.36091,26,-0.5734,16,-1.3112,39,0.03964
ENSG00000167291,TBC1D16,43,0.67411,17,-0.7613,16,-0.8124,32,0.19240,19,-0.6052,30,0.11355,22,-0.4161,32,0.23261,52,0.99024,28,0.00311
ENSG00000171298,GAA,6,-1.8837,13,-0.8995,57,1.42408,37,0.71372,22,-0.1189,12,-1.0279,16,-0.6501,19,-0.3591,24,0.00717,34,0.65744
ENSG00000141543,EIF4A3,9,-1.4509,11,-1.1747,67,1.66021,13,-0.9324,16,-0.6477,19,-0.3883,30,0.42136,13,-0.9473,39,0.75481,19,-0.3767
ENSG00000181045,SLC26A11,13,-0.7093,11,-0.9411,59,1.70373,30,0.54651,13,-0.7181,11,-1.0253,18,-0.3200,26,0.32012,8,-1.4111,25,0.29117
ENSG00000173821,RNF213,396,2.98189,210,1.68295,104,0.49341,63,-0.3064,28,-1.5031,20,-1.9720,14,-2.6766,40,-0.9878,40,-0.9860,24,-1.8217
ENSG00000173818,ENDOV,0,-5.1224,25,0.12223,40,0.85229,29,0.35536,13,-0.9145,11,-1.1573,27,0.26887,25,0.10594,19,-0.3519,31,0.45853
ENSG00000171246,NPTX1,11,-5.9750,199,-1.7867,1591,1.47785,1282,1.10231,895,0.50911,259,-1.3934,688,0.10826,469,-0.5028,136,-2.3431,769,0.29237
ENSG00000141564,RPTOR,47,0.64170,29,-0.1302,35,0.16165,45,0.57229,42,0.45927,9,-1.8341,17,-1.0579,30,-0.0665,24,-0.4269,48,0.75680
ENSG00000226137,BAIAP2-DT,0,-7.3040,20,-1.4858,27,-1.0168,43,-0.3448,72,0.47152,74,0.51224,72,0.59282,65,0.31030,60,0.19228,58,0.14653
ENSG00000175866,BAIAP2,30,-3.2284,101,-1.4580,480,0.96615,494,1.01465,404,0.67970,120,-1.1991,286,0.15457,220,-0.2762,74,-1.9119,323,0.35304
ENSG00000181409,AATK,27,-2.4224,548,2.42162,276,1.14470,155,0.20349,183,0.46899,27,-2.4010,61,-1.3831,132,-0.0540,29,-2.3120,106,-0.4153
ENSG00000224877,NDUFAF8,22,-2.6454,112,-0.2446,69,-0.9738,69,-0.9730,69,-0.9772,253,1.06199,104,-0.4276,200,0.67145,172,0.42665,214,0.87941
ENSG00000157637,SLC38A10,53,1.07303,35,0.40841,21,-0.4022,46,0.84865,27,0.02101,7,-2.0350,15,-0.9654,9,-1.5886,47,0.88015,30,0.17627
ENSG00000266074,BAHCC1,37,1.13866,9,-0.9628,19,0.03520,43,1.38757,12,-0.5690,24,0.41784,13,-0.5380,15,-0.3031,15,-0.3277,11,-0.7729
ENSG00000184009,ACTG1,631,-0.0509,509,-0.3820,1125,0.87720,377,-0.8362,564,-0.2243,481,-0.4691,641,-0.0313,438,-0.6110,779,0.28070,822,0.40594
ENSG00000182446,NPLOC4,36,-0.1513,43,0.13647,81,1.15429,32,-0.3428,38,-0.0610,28,-0.5320,33,-0.3294,48,0.29462,19,-1.1093,46,0.24273
ENSG00000185298,CCDC137,26,0.02989,20,-0.4016,30,0.23069,45,0.89188,45,0.88951,26,0.01471,22,-0.2659,26,0.00425,23,-0.1700,13,-1.0234
ENSG00000214087,ARL16,2,-3.7049,26,-0.2257,18,-0.7604,16,-0.9702,33,0.10349,21,-0.5983,40,0.53614,20,-0.6478,48,0.69828,46,0.73518
ENSG00000185359,HGS,39,-0.6082,39,-0.6049,113,1.05913,62,0.09231,66,0.17952,30,-0.9958,37,-0.7824,64,0.13960,50,-0.2238,92,0.80550
ENSG00000262814,MRPL12,48,-0.3358,40,-0.6350,60,-0.0073,47,-0.3676,83,0.49867,44,-0.4844,57,-0.0870,63,0.06913,72,0.28481,77,0.41898
ENSG00000225663,MCRIP1,153,0.41814,143,0.31620,168,0.57110,130,0.16251,127,0.12553,77,-0.6518,51,-1.4203,163,0.52101,78,-0.6343,166,0.61723
ENSG00000185624,P4HB,199,1.12879,42,-1.2994,134,0.47710,128,0.39543,120,0.29216,45,-1.1831,77,-0.4636,93,-0.1052,143,0.58130,78,-0.4020
ENSG00000141522,ARHGDIA,127,0.02843,123,-0.0229,174,0.52787,121,-0.0554,158,0.37031,93,-0.4601,104,-0.3374,161,0.40255,86,-0.5741,135,0.12955
ENSG00000141552,ANAPC11,38,-1.2885,46,-1.0022,53,-0.7955,24,-1.9527,37,-1.3235,122,0.47559,89,-0.0279,98,0.13890,168,1.00416,158,1.02094
ENSG00000185813,PCYT2,39,-0.5596,56,-0.0069,69,0.33244,33,-0.8150,126,1.32664,15,-1.9768,37,-0.7505,49,-0.1932,41,-0.4745,95,0.95243
ENSG00000197063,MAFG,66,-0.2572,45,-0.8556,108,0.50903,104,0.44397,91,0.22860,54,-0.5678,58,-0.5469,99,0.37564,69,-0.1934,104,0.50340
ENSG00000169696,ASPSCR1,21,-0.3761,35,0.38616,51,1.01665,28,0.04703,38,0.51703,18,-0.6335,12,-1.3040,27,0.00832,26,-0.0497,35,0.46124
ENSG00000169689,CENPX,4,-2.8086,14,-0.9600,12,-1.2472,23,-0.2098,27,0.04131,35,0.43002,15,-1.0086,40,0.61814,50,0.99453,49,1.10095
ENSG00000169738,DCXR,33,-1.7402,98,-0.1069,124,0.26947,68,-0.6632,64,-0.7517,124,0.26861,87,-0.3481,102,-0.0466,189,0.95134,150,0.63367
ENSG00000169733,RFNG,57,1.21567,23,-0.2138,40,0.64162,40,0.64098,31,0.23409,2,-3.3573,22,-0.3745,23,-0.2539,15,-0.8441,25,-0.0908
ENSG00000169727,GPS1,10,-2.4495,30,-0.8973,59,0.12078,35,-0.6582,70,0.39086,42,-0.3878,56,0.02930,46,-0.2690,90,0.80137,80,0.67225
ENSG00000169718,DUS1L,10,-1.5899,21,-0.5549,19,-0.7100,49,0.73927,47,0.64422,42,0.49786,33,0.13259,14,-1.1427,17,-0.9084,41,0.47658
ENSG00000169710,FASN,58,-0.8120,83,-0.2639,159,0.77693,106,0.12002,116,0.26467,71,-0.4906,56,-0.9893,119,0.30396,105,0.11031,145,0.69757
ENSG00000176155,CCDC57,22,0.42702,23,0.46028,8,-1.1846,32,1.01833,31,0.96102,1,-3.4812,14,-0.3269,22,0.41529,7,-1.2654,16,-0.1227
ENSG00000141551,CSNK1D,48,-0.3350,34,-0.8838,39,-0.6585,81,0.45748,68,0.18375,44,-0.4914,64,0.11386,62,0.03607,37,-0.7350,90,0.70067
ENSG00000141562,NARF,39,-0.3175,41,-0.2434,37,-0.4114,79,0.78636,73,0.63995,37,-0.4118,37,-0.4669,48,-0.0233,34,-0.5405,65,0.50178
ENSG00000141568,FOXK2,28,-0.4421,20,-0.9029,28,-0.4088,41,0.16497,45,0.31706,33,-0.1823,41,0.21462,19,-1.0234,31,-0.2760,55,0.72084
ENSG00000141580,WDR45B,96,-0.1698,141,0.43217,146,0.48891,104,-0.0471,86,-0.3452,77,-0.5123,90,-0.3158,113,0.07743,101,-0.0913,130,0.33244
ENSG00000141542,RAB40B,11,-3.5613,159,0.38746,178,0.57799,96,-0.3862,78,-0.7144,121,-0.0348,172,0.65161,82,-0.6327,101,-0.3097,134,0.13315
ENSG00000141560,FN3KRP,14,-1.1335,14,-1.1585,51,0.87805,18,-0.7769,37,0.34992,28,-0.0630,40,0.55982,19,-0.6665,43,0.57569,21,-0.5371
ENSG00000141556,TBCD,55,0.31765,53,0.27019,49,0.13511,50,0.17602,43,-0.0828,13,-1.8176,57,0.46895,18,-1.3790,36,-0.3254,47,0.08702
ENSG00000101557,USP14,96,-0.0776,77,-0.4050,87,-0.2178,137,0.49321,118,0.25402,99,-0.0262,137,0.60325,64,-0.6866,74,-0.4695,72,-0.5471
ENSG00000079134,THOC1,79,1.04398,88,1.21645,52,0.34606,100,1.43985,35,-0.2635,7,-2.6235,29,-0.6217,21,-1.0143,38,-0.1364,16,-1.5238
ENSG00000158270,COLEC12,36,1.08332,1,-3.5301,0,-6.9544,23,0.34530,9,-1.0206,24,0.39373,16,-0.2068,33,0.94045,35,1.00179,14,-0.4010
ENSG00000176105,YES1,36,0.62285,45,0.96637,13,-0.9856,11,-1.1830,3,-2.8172,36,0.60289,15,-0.8817,40,0.76335,58,1.40370,16,-0.6813
ENSG00000141433,ADCYAP1,13,-1.3507,0,-8.9975,0,-6.5378,26,-0.3617,26,-0.3754,63,1.03224,75,1.84861,9,-1.9571,16,-1.0514,26,-0.3956
ENSG00000101596,SMCHD1,148,1.24739,83,0.30259,44,-0.6778,116,0.84181,57,-0.2922,47,-0.5726,81,0.32804,55,-0.3475,63,-0.1363,17,-2.1299
ENSG00000101577,LPIN2,138,0.98007,56,-0.4482,70,-0.1102,81,0.10751,41,-0.9124,88,0.24817,59,-0.4455,60,-0.3504,126,0.81854,71,-0.1034
ENSG00000101608,MYL12A,55,1.81403,6,-1.5365,26,0.55001,9,-1.0194,9,-0.9827,6,-1.6428,8,-1.2952,15,-0.2984,44,1.44604,21,0.20588
ENSG00000118680,MYL12B,79,-0.4524,43,-1.3646,141,0.44513,103,-0.0459,154,0.59642,66,-0.7215,108,0.04125,67,-0.7114,102,-0.0536,149,0.59985
ENSG00000170579,DLGAP1,40,-2.4453,17,-3.6273,83,-1.3644,188,-0.1294,256,0.35345,349,0.85597,326,0.95291,111,-0.9266,130,-0.6899,253,0.37035
ENSG00000263878,DLGAP1-AS4,0,-6.2211,6,-2.0271,15,-0.7833,53,1.25280,36,0.61623,14,-0.8221,39,0.95423,16,-0.6416,8,-1.5970,26,0.10532
ENSG00000263753,LINC00667,8,-2.4305,52,0.35255,37,-0.1841,52,0.35864,27,-0.6153,32,-0.3764,55,0.57081,32,-0.3659,38,-0.1123,46,0.18479
ENSG00000082397,EPB41L3,10,-3.7176,167,0.43409,173,0.49468,106,-0.2744,187,0.61729,92,-0.4979,191,0.82042,66,-0.9938,66,-0.9915,105,-0.3190
ENSG00000173482,PTPRM,57,0.59644,9,-2.2011,64,0.76557,51,0.40410,96,1.45989,33,-0.2590,13,-1.7998,53,0.47659,44,0.18523,32,-0.3410
ENSG00000206418,RAB12,45,-0.2445,45,-0.2658,71,0.44653,47,-0.1921,61,0.20598,29,-0.9084,66,0.41988,38,-0.5169,65,0.31353,46,-0.2324
ENSG00000168502,MTCL1,18,-0.6724,14,-1.0165,16,-0.7989,45,0.75627,23,-0.3045,15,-0.9635,48,1.12930,27,-0.0310,18,-0.6853,21,-0.4626
ENSG00000178127,NDUFV2,38,-1.3632,31,-1.6467,100,0.10498,41,-1.2254,102,0.14549,138,0.61747,114,0.38320,42,-1.1918,106,0.19627,136,0.67267
