Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000166170,BAG5,60,-0.2035,49,-0.4673,98,0.62663,97,0.69666,53,-0.4960
ENSG00000126214,KLC1,206,-1.5838,289,-0.8664,669,0.44923,492,-0.0500,752,1.03854
ENSG00000256053,COA8,40,-0.2222,51,0.17603,20,-1.2619,47,0.05593,53,0.38628
ENSG00000100711,ZFYVE21,43,-0.3128,61,0.28176,99,1.08663,30,-0.8882,53,0.08486
ENSG00000088808,PPP1R13B,12,-1.5014,39,0.56087,1,-4.1254,46,0.96217,34,0.49833
ENSG00000156411,ATP5MPL,209,-0.9784,584,0.80284,219,-0.7613,192,-1.0321,528,1.02618
ENSG00000258986,TMEM179,12,-1.1005,20,-0.1040,12,-0.9183,23,0.08316,31,0.95309
ENSG00000203485,INF2,267,1.20767,81,-1.0200,103,-0.6477,99,-0.7730,135,-0.3214
ENSG00000184990,SIVA1,39,-0.1284,45,0.11383,10,-2.1621,39,-0.1328,52,0.55597
ENSG00000142208,AKT1,30,0.07274,29,0.04018,3,-3.1647,22,-0.4139,37,0.63369
ENSG00000099814,CEP170B,23,-2.0650,123,0.71606,69,-0.2150,72,-0.1590,116,0.98854
ENSG00000185567,AHNAK2,14,-2.4573,27,-1.1886,25,-1.2980,80,0.53149,101,1.46399
ENSG00000183828,NUDT14,15,-1.2344,52,0.85938,5,-2.5217,15,-1.1192,51,1.38656
ENSG00000185024,BRF1,36,-0.0669,42,0.16868,60,0.74057,28,-0.4974,37,-0.0467
ENSG00000184887,BTBD6,22,-1.2150,76,0.92102,2,-4.5492,21,-1.1489,72,1.43084
ENSG00000179364,PACS2,231,1.79967,81,-0.4907,96,-0.2292,53,-1.2232,61,-1.1765
ENSG00000182979,MTA1,24,-0.7601,27,-0.4995,123,2.10904,39,0.10933,26,-0.7173
ENSG00000182809,CRIP2,59,-1.3681,167,0.42269,243,1.05287,137,0.12068,137,0.15315
ENSG00000184986,TMEM121,25,-0.5167,20,-0.7439,73,1.34191,25,-0.4375,35,0.17895
ENSG00000274253,AC138649.1,21,-1.5928,54,0.04868,26,-1.0882,116,1.59135,50,-0.0875
ENSG00000170113,NIPA1,111,0.23564,57,-0.8469,122,0.34334,66,-0.6700,110,0.25776
ENSG00000140157,NIPA2,15,-1.2049,26,-0.1428,59,1.17316,20,-0.6189,37,0.61443
ENSG00000273749,CYFIP1,61,0.68391,51,0.22327,27,-0.7764,33,-0.5107,40,-0.2180
ENSG00000275835,TUBGCP5,38,0.37897,6,-2.3331,1,-4.6677,59,1.20848,27,-0.3502
ENSG00000182636,NDN,75,-0.2826,55,-0.7024,186,1.25631,77,-0.2201,85,-0.0639
ENSG00000128739,SNRPN,177,-1.5940,405,-0.1182,426,-0.0396,312,-0.5761,705,1.31319
ENSG00000224078,SNHG14,525,-1.6231,633,-1.1332,1688,0.39571,3004,1.66700,1154,-0.2941
ENSG00000114062,UBE3A,153,-0.1971,120,-0.5365,139,-0.3074,257,0.77741,158,-0.1596
ENSG00000166206,GABRB3,22,-3.3798,87,-1.0883,400,1.36871,252,0.65408,222,0.55267
ENSG00000186297,GABRA5,14,-3.0822,69,-0.4880,251,1.67909,65,-0.6223,135,0.93636
ENSG00000182256,GABRG3,3,-4.0947,26,-0.6240,140,2.29812,54,0.62091,35,-0.1934
ENSG00000128731,HERC2,150,0.16130,105,-0.4334,106,-0.4220,239,1.04074,96,-0.7591
ENSG00000034053,APBA2,102,-0.9632,93,-0.9494,117,-0.6029,154,-0.1942,268,1.18484
ENSG00000185115,NSMCE3,24,-0.0088,10,-1.3259,6,-2.1164,25,0.04827,32,0.69617
ENSG00000104067,TJP1,357,1.92386,154,-0.1089,124,-0.4530,120,-0.5519,58,-1.9586
ENSG00000198690,FAN1,56,1.61389,32,0.18425,0,-6.2561,24,-0.2741,16,-1.1301
ENSG00000166912,MTMR10,213,2.92886,53,-0.6062,26,-1.6846,19,-2.2576,26,-2.0246
ENSG00000169926,KLF13,144,0.76749,110,0.14196,84,-0.2791,77,-0.4636,82,-0.4421
ENSG00000169918,OTUD7A,64,0.50958,40,-0.3456,11,-2.1844,40,-0.3879,57,0.29595
ENSG00000166922,SCG5,119,-1.6984,113,-1.5652,422,0.47396,244,-0.4376,520,1.39735
ENSG00000166923,GREM1,143,2.75752,8,-2.8564,83,0.69353,12,-2.3882,13,-2.5435
ENSG00000248905,FMN1,5,-3.4070,65,0.61385,0,-7.1949,88,1.34219,58,0.64604
ENSG00000198838,RYR3,62,0.31833,26,-1.1058,117,1.32107,111,1.45823,8,-3.2150
ENSG00000134153,EMC7,53,0.18910,36,-0.4565,84,0.88691,18,-1.5941,55,0.27013
ENSG00000134152,KATNBL1,56,0.87635,27,-0.5063,24,-0.6730,52,0.59183,22,-1.0473
ENSG00000128463,EMC4,82,0.11306,67,-0.2244,88,0.19406,40,-1.0962,93,0.43483
ENSG00000140199,SLC12A6,55,0.70663,30,-0.4449,20,-1.0481,39,-0.0279,36,-0.2350
ENSG00000182117,NOP10,39,-0.2955,52,0.18531,29,-0.7314,19,-1.4582,68,0.99366
ENSG00000176454,LPCAT4,12,-2.5071,13,-2.1864,121,1.33183,55,0.00344,80,1.00008
ENSG00000175265,GOLGA8A,37,-1.3909,6,-3.7210,82,0.01237,216,2.05231,66,-0.4418
ENSG00000215252,GOLGA8B,44,-1.3256,18,-2.4334,130,0.54278,235,1.93746,67,-0.6664
ENSG00000021776,AQR,51,0.19361,38,-0.3139,3,-3.7803,76,0.90879,41,-0.2550
ENSG00000198146,ZNF770,59,-0.4122,66,-0.1643,76,0.06652,93,0.43296,75,0.05603
ENSG00000134138,MEIS2,42,-0.7066,35,-0.8606,254,2.55487,68,0.15598,33,-1.2623
ENSG00000166068,SPRED1,71,-0.0393,69,-0.0709,84,0.23783,67,-0.1361,74,0.05215
ENSG00000171262,FAM98B,40,-0.3503,32,-0.6256,32,-0.5907,35,-0.5189,68,0.89576
ENSG00000172575,RASGRP1,7,-3.4102,23,-1.4679,205,2.10684,65,0.08961,74,0.45201
ENSG00000166073,GPR176,11,-1.3598,9,-1.3935,88,2.32021,15,-0.7964,25,0.15805
ENSG00000128829,EIF2AK4,41,-1.0462,51,-0.5818,123,0.82985,126,1.01325,66,-0.2594
ENSG00000140319,SRP14,460,0.03258,673,0.64286,234,-1.0168,406,-0.1912,470,0.08697
ENSG00000137843,PAK6,4,-2.6228,42,1.18799,3,-2.7795,25,0.39211,29,0.90503
ENSG00000259330,INAFM2,10,-0.8143,11,-0.6202,5,-1.7575,12,-0.5362,27,1.40163
ENSG00000140323,DISP2,15,-1.9754,29,-0.7969,62,0.36761,74,0.75757,64,0.64064
ENSG00000128928,IVD,73,0.73182,63,0.32954,29,-0.8755,41,-0.4005,44,-0.3549
ENSG00000140320,BAHD1,17,0.04794,15,-0.2046,1,-3.9754,18,0.11930,20,0.45957
ENSG00000128891,CCDC32,15,-0.4309,13,-0.4969,31,0.80139,20,0.09419,19,0.07688
ENSG00000137824,RMDN3,56,0.02898,40,-0.4908,50,-0.1467,63,0.23489,55,0.01898
ENSG00000166140,ZFYVE19,19,0.00881,15,-0.3179,1,-3.8625,10,-1.0575,29,1.08813
ENSG00000104142,VPS18,18,-0.6432,15,-0.7309,2,-3.6288,28,0.17437,37,1.04478
ENSG00000128908,INO80,44,0.80530,22,-0.4672,18,-0.7524,38,0.41843,21,-0.7650
ENSG00000187446,CHP1,58,-0.7163,88,0.03790,23,-1.9752,81,-0.0955,124,0.94646
ENSG00000247556,OIP5-AS1,329,-0.7028,657,0.51167,174,-1.5470,664,0.60060,530,0.23944
ENSG00000137806,NDUFAF1,19,-0.3999,21,-0.1491,50,1.24252,9,-1.4709,28,0.40320
ENSG00000137815,RTF1,162,-0.9370,134,-1.0767,302,0.17854,516,1.26132,253,-0.1384
ENSG00000137825,ITPKA,5,-3.1947,31,-0.3753,23,-0.8272,53,0.50031,66,1.37171
ENSG00000092445,TYRO3,154,0.02701,51,-1.6637,308,1.17624,137,-0.1773,144,-0.1215
ENSG00000174197,MGA,113,0.75511,53,-0.6274,79,-0.0034,118,0.72723,42,-1.2663
ENSG00000166887,VPS39,34,-0.4534,24,-0.9030,72,0.82229,48,0.19278,46,0.10995
ENSG00000103978,TMEM87A,189,1.88337,27,-1.8051,115,0.41384,53,-0.8691,40,-1.5245
ENSG00000092529,CAPN3,410,3.45370,36,-2.0500,114,-0.3100,21,-2.9383,26,-2.9388
ENSG00000103994,ZNF106,215,-0.3107,288,0.21136,161,-0.7033,455,1.13017,194,-0.5624
ENSG00000092531,SNAP23,42,2.57477,5,-1.6416,0,-5.7766,5,-1.7379,9,-1.0707
ENSG00000180979,LRRC57,13,-0.8205,12,-0.8351,1,-3.6058,39,1.21619,24,0.36025
ENSG00000137814,HAUS2,29,0.89746,17,-0.1732,5,-1.9504,14,-0.4610,18,-0.1299
ENSG00000128881,TTBK2,88,-0.9249,80,-0.9155,63,-1.2792,202,0.60309,197,0.76567
ENSG00000159459,UBR1,44,-0.0206,40,-0.1661,52,0.26273,61,0.59060,35,-0.4815
ENSG00000166946,CCNDBP1,49,-0.4309,30,-1.1069,43,-0.5330,68,0.18974,79,0.64071
ENSG00000168803,ADAL,25,-0.0022,22,-0.1742,0,-6.3525,49,1.30174,20,-0.4772
ENSG00000140265,ZSCAN29,34,1.58146,6,-1.4355,1,-3.7720,19,0.14028,11,-0.9233
ENSG00000137822,TUBGCP4,30,-0.3024,20,-0.8235,46,0.43728,44,0.40692,35,0.01781
ENSG00000067369,TP53BP1,74,-0.4287,49,-0.9625,61,-0.6275,165,1.11303,88,-0.0991
ENSG00000166963,MAP1A,1393,-0.7824,4209,1.13676,669,-1.7608,3661,1.03962,1742,-0.4252
ENSG00000237289,CKMT1B,6,-2.7346,7,-2.1873,2,-3.5667,35,0.23309,60,2.09712
ENSG00000166762,CATSPER2,11,-0.9282,5,-1.9419,0,-5.4594,52,2.05964,17,-0.2349
ENSG00000223572,CKMT1A,4,-3.1558,15,-1.1462,6,-2.3103,41,0.46666,57,1.77519
ENSG00000167004,PDIA3,162,0.35101,89,-0.6552,145,0.10097,117,-0.2677,136,0.00267
ENSG00000140264,SERF2,501,0.83548,506,0.64382,295,-0.2239,186,-1.0102,267,-0.5143
ENSG00000140259,MFAP1,51,-0.2552,56,-0.0860,95,0.77834,87,0.73360,42,-0.7120
ENSG00000171877,FRMD5,59,1.99719,12,-1.1727,2,-3.4587,13,-1.2042,19,-0.6940
ENSG00000166734,CASC4,139,0.43135,119,0.09328,100,-0.1816,117,0.06184,92,-0.4257
ENSG00000137770,CTDSPL2,32,0.10321,11,-1.4864,38,0.33220,39,0.43670,28,-0.1795
ENSG00000179523,EIF3J-DT,41,0.83420,25,-0.1518,15,-0.9209,28,0.01957,21,-0.5357
ENSG00000104131,EIF3J,287,0.62582,240,0.18418,217,0.02596,268,0.41428,123,-1.0994
ENSG00000104133,SPG11,46,1.34336,15,-0.7801,0,-6.4042,31,0.38098,16,-0.9214
ENSG00000166710,B2M,513,1.51239,360,0.46170,342,0.37612,82,-1.9152,142,-1.2698
ENSG00000185880,TRIM69,26,-0.0092,37,0.56171,0,-5.7915,28,0.11383,29,0.24802
ENSG00000140263,SORD,21,0.10484,4,-2.1761,56,1.79442,14,-0.5493,16,-0.4040
ENSG00000171766,GATM,288,1.66859,179,0.34784,140,-0.0432,44,-1.9095,79,-1.2019
ENSG00000104164,BLOC1S6,79,-0.8259,85,-0.5856,123,-0.0047,197,0.88465,129,0.10940
ENSG00000137872,SEMA6D,59,0.85219,27,-0.5739,0,-7.0448,31,-0.4039,43,0.15480
ENSG00000104177,MYEF2,93,0.06940,57,-0.7158,62,-0.5792,148,0.94418,74,-0.4288
ENSG00000128951,DUT,108,0.34610,83,-0.1436,42,-1.1816,76,-0.2973,100,0.21529
ENSG00000166147,FBN1,30,1.13449,5,-1.9355,0,-5.8908,24,0.57734,13,-0.6108
ENSG00000185634,SHC4,63,2.92300,12,-1.0072,21,-0.1111,5,-2.2821,5,-2.6336
ENSG00000255302,EID1,339,0.05029,288,-0.2183,234,-0.5409,313,-0.0948,368,0.24998
ENSG00000138593,SECISBP2L,922,1.99263,182,-1.2816,431,0.04196,308,-0.5275,155,-1.8748
ENSG00000166200,COPS2,70,0.34144,36,-0.7930,10,-2.5765,72,0.33619,64,0.14851
ENSG00000156958,GALK2,33,0.72576,6,-2.0354,19,-0.3071,29,0.38827,18,-0.4612
ENSG00000104047,DTWD1,47,0.61063,11,-1.7129,57,0.80669,40,0.24814,24,-0.7884
ENSG00000285410,GABPB1-IT1,22,-0.7586,31,-0.0952,59,0.95293,32,-0.0195,35,0.16796
ENSG00000244879,GABPB1-AS1,77,1.46136,9,-2.2928,47,0.19650,40,-0.0507,22,-1.2611
ENSG00000138592,USP8,207,0.54954,103,-0.6783,53,-1.6705,247,0.82603,120,-0.6002
ENSG00000092439,TRPM7,38,0.47683,19,-0.7508,0,-5.8347,57,1.21368,21,-0.7081
ENSG00000138600,SPPL2A,35,0.59286,18,-0.5249,38,0.61333,27,0.09556,18,-0.7838
ENSG00000186417,GLDN,560,3.78959,33,-2.5691,161,-0.1911,21,-3.3552,21,-3.6582
ENSG00000104093,DMXL2,38,-2.1138,71,-0.9703,276,1.21807,163,0.36701,168,0.57733
ENSG00000104112,SCG3,169,-1.7937,585,0.34045,1220,1.61396,660,0.61226,393,-0.4006
ENSG00000140280,LYSMD2,17,-2.1215,60,0.03477,39,-0.6462,53,-0.1645,98,1.40571
ENSG00000128872,TMOD2,154,-1.3340,483,0.64628,275,-0.2609,431,0.51822,372,0.32231
ENSG00000138594,TMOD3,22,-0.5554,38,0.36365,59,1.10305,37,0.34594,24,-0.5150
ENSG00000166477,LEO1,40,-0.3872,45,-0.1166,106,1.29573,82,0.98546,25,-1.2840
ENSG00000069956,MAPK6,83,-0.3197,93,-0.0935,136,0.52752,109,0.18998,96,-0.0537
ENSG00000069966,GNB5,33,-2.3203,108,-0.2809,65,-1.0490,180,0.61159,197,1.12334
ENSG00000197535,MYO5A,156,-1.9546,722,0.65572,282,-0.8307,895,1.19555,511,0.13262
ENSG00000128989,ARPP19,509,-0.8009,719,-0.1358,418,-0.9714,944,0.33621,1017,0.64477
ENSG00000047346,FAM214A,54,1.10763,16,-1.0977,20,-0.7602,32,-0.0576,25,-0.5786
ENSG00000137766,UNC13C,42,-1.3909,315,2.16953,24,-2.0129,119,0.47611,77,-0.3855
ENSG00000137876,RSL24D1,74,-0.5212,91,-0.1096,83,-0.2392,102,0.08151,117,0.45676
ENSG00000260916,CCPG1,184,0.10633,71,-1.3788,275,0.74458,307,1.08312,101,-1.0886
ENSG00000181827,RFX7,18,-0.0713,14,-0.4141,21,0.21872,21,0.19236,18,-0.0200
ENSG00000138587,MNS1,35,0.37276,29,-0.0135,27,-0.1337,52,1.07015,14,-1.3672
ENSG00000137871,ZNF280D,126,1.24074,32,-1.2558,5,-3.8085,115,0.85721,39,-1.2301
ENSG00000140262,TCF12,107,2.67700,30,-0.4911,4,-3.2022,19,-1.2354,14,-1.9241
ENSG00000128849,CGNL1,20,0.01185,57,1.77422,0,-6.0665,35,1.03663,8,-1.6267
ENSG00000255529,POLR2M,64,0.87306,43,0.00650,0,-6.1062,27,-0.8022,46,0.14418
ENSG00000137845,ADAM10,103,1.00711,47,-0.4927,39,-0.7798,68,0.09173,46,-0.7214
ENSG00000128923,MINDY2,206,0.37862,122,-0.5258,268,0.72822,211,0.37932,113,-0.8480
ENSG00000157450,RNF111,36,-0.2155,23,-0.8475,0,-6.1853,60,0.70794,49,0.43333
ENSG00000137776,SLTM,343,0.70215,168,-0.6015,203,-0.3089,366,0.73111,146,-1.0602
ENSG00000157483,MYO1E,65,3.87431,5,-1.9621,0,-6.0727,5,-2.0514,4,-2.7867
ENSG00000157470,FAM81A,17,-2.5953,89,0.15016,54,-0.6175,94,0.25880,128,1.21668
ENSG00000140307,GTF2A2,42,0.22503,39,0.06639,18,-1.1406,19,-1.1398,49,0.60784
ENSG00000140299,BNIP2,58,2.41942,34,0.57979,1,-3.7478,7,-1.8174,8,-1.8609
ENSG00000128915,ICE2,62,1.72874,11,-1.4787,0,-5.9086,27,-0.1917,21,-0.8033
ENSG00000069667,RORA,26,-0.5049,35,0.05703,0,-6.3087,53,0.81906,39,0.30517
ENSG00000129003,VPS13C,228,0.85252,82,-0.9706,146,-0.0836,217,0.62882,87,-1.1414
ENSG00000171914,TLN2,59,-1.8321,93,-0.9245,370,1.30701,222,0.49643,194,0.32775
ENSG00000140416,TPM1,50,-1.7732,113,-0.3334,158,0.19049,277,1.33023,141,0.01917
ENSG00000103642,LACTB,23,0.24596,16,-0.3515,0,-6.0794,34,0.94979,18,-0.2954
ENSG00000185088,RPS27L,112,0.96490,103,0.57494,13,-2.5418,54,-0.4912,58,-0.4541
ENSG00000166128,RAB8B,38,-0.2108,20,-1.1047,99,1.42744,20,-1.2004,48,0.28656
ENSG00000103657,HERC1,125,-1.1763,117,-1.1161,283,0.25415,402,0.96938,268,0.24545
ENSG00000028528,SNX1,119,1.57379,27,-1.2581,33,-0.9328,40,-0.7072,44,-0.6806
ENSG00000157734,SNX22,110,2.77557,24,-0.8228,23,-0.8752,15,-1.6395,12,-2.2311
ENSG00000166794,PPIB,140,0.64551,66,-0.6807,209,1.16575,54,-1.0722,83,-0.4653
ENSG00000169118,CSNK1G1,23,-0.1064,10,-1.3776,49,1.11940,42,1.01454,15,-1.0501
ENSG00000180357,ZNF609,70,0.78190,61,0.36787,42,-0.2239,71,0.70286,20,-1.7043
ENSG00000180304,OAZ2,101,-0.2268,103,-0.1566,143,0.36400,70,-0.8053,140,0.50711
ENSG00000090487,SPG21,43,0.66193,25,-0.3693,4,-3.0203,18,-0.9315,38,0.45498
ENSG00000090470,PDCD7,50,-0.1728,46,-0.2809,83,0.65095,72,0.47545,46,-0.3973
ENSG00000166855,CLPX,59,0.12796,33,-0.7836,50,-0.1362,64,0.26279,55,-0.0193
ENSG00000074603,DPP8,76,-0.4353,80,-0.2792,53,-0.8985,98,0.04553,123,0.62994
ENSG00000074696,HACD3,145,-0.0372,125,-0.2663,172,0.24313,122,-0.3275,162,0.21831
ENSG00000174485,DENND4A,51,0.32692,35,-0.3561,5,-3.2099,66,0.76127,39,-0.2580
ENSG00000103769,RAB11A,92,-0.8189,120,-0.2761,59,-1.3658,125,-0.2402,218,1.11276
ENSG00000166938,DIS3L,54,0.31997,33,-0.5156,45,-0.0408,63,0.57602,35,-0.5671
ENSG00000169032,MAP2K1,35,-2.2604,66,-1.0611,232,0.91715,164,0.38560,181,0.79490
ENSG00000174446,SNAPC5,23,-0.8426,34,-0.1061,6,-2.6557,37,0.04229,54,1.03985
ENSG00000174444,RPL4,901,0.32943,1265,0.81735,833,0.13082,474,-0.8122,673,-0.2875
ENSG00000166949,SMAD3,9,-1.2590,9,-1.0001,14,-0.4469,25,0.53934,26,0.83313
ENSG00000103591,AAGAB,20,-1.2234,36,-0.1779,26,-0.6774,38,-0.0778,61,1.08310
ENSG00000189227,C15orf61,15,-1.6215,35,-0.1348,41,0.14023,31,-0.3475,58,1.15497
ENSG00000137764,MAP2K5,10,-1.2791,14,-0.5081,0,-6.0763,28,0.57505,31,1.09847
ENSG00000033800,PIAS1,52,-0.6584,46,-0.7171,95,0.41094,92,0.39384,82,0.26634
ENSG00000169018,FEM1B,81,-0.8374,79,-0.7327,163,0.39574,136,0.11326,161,0.57440
ENSG00000103647,CORO2B,79,-0.3590,43,-1.1949,119,0.36117,99,0.07678,112,0.39021
ENSG00000140350,ANP32A,202,0.30213,152,-0.2127,429,1.52679,148,-0.2767,108,-0.9711
ENSG00000138604,GLCE,21,-1.0353,10,-1.9290,139,2.35583,38,0.03972,30,-0.4480
ENSG00000137818,RPLP1,1615,0.76073,2294,1.17236,613,-0.9513,505,-1.3347,927,-0.4328
ENSG00000140332,TLE3,19,-0.1499,37,0.93700,0,-6.0982,17,-0.2650,24,0.39589
ENSG00000137831,UACA,141,2.82198,46,-0.1987,0,-6.7284,46,-0.2440,5,-3.9880
ENSG00000166173,LARP6,258,1.64595,69,-0.9723,65,-1.0616,49,-1.5833,106,-0.4369
ENSG00000137821,LRRC49,21,-1.0441,25,-0.6224,34,-0.1377,60,0.88544,42,0.28690
ENSG00000066933,MYO9A,99,-0.4609,85,-0.6038,162,0.40976,263,1.45875,79,-0.9547
ENSG00000067225,PKM,251,-1.4449,325,-0.8646,507,-0.1767,520,-0.1508,903,1.26604
ENSG00000137817,PARP6,32,-0.8244,53,0.08763,53,0.10371,44,-0.2326,65,0.65206
ENSG00000140488,CELF6,10,-1.2460,19,-0.1264,45,1.32827,15,-0.4955,25,0.47522
ENSG00000213614,HEXA,43,0.09350,13,-1.7130,88,1.26510,35,-0.2741,38,-0.1778
ENSG00000166233,ARIH1,48,-0.5524,45,-0.5289,30,-1.1611,85,0.50806,79,0.50975
ENSG00000159322,ADPGK,24,0.41848,11,-0.8922,0,-6.0390,18,-0.1540,24,0.50047
ENSG00000067141,NEO1,108,2.18700,28,-0.8075,11,-2.1412,27,-0.8877,24,-1.3234
ENSG00000156642,NPTN,68,-3.1177,151,-1.6720,774,0.88315,485,0.12683,717,1.25632
ENSG00000067221,STOML1,28,-1.5830,35,-1.0402,214,1.97161,55,-0.3817,79,0.31183
ENSG00000129009,ISLR,0,-5.5882,9,-1.6107,2,-3.7619,31,0.29964,54,2.30491
ENSG00000138623,SEMA7A,47,-0.0297,26,-0.9250,48,0.02765,26,-0.9689,64,0.73146
ENSG00000138629,UBL7,47,-0.4876,47,-0.4282,52,-0.2454,40,-0.7264,89,0.94371
ENSG00000179335,CLK3,26,0.68228,10,-0.9827,2,-3.0322,22,0.22875,19,-0.0385
ENSG00000103653,CSK,30,0.59480,26,0.21943,0,-6.2116,17,-0.4220,24,0.16523
ENSG00000140474,ULK3,17,-1.4851,15,-1.4064,109,1.75366,37,-0.1094,45,0.35667
ENSG00000140497,SCAMP2,51,1.76988,14,-0.8883,25,0.04442,5,-2.4685,17,-0.7357
ENSG00000178802,MPI,37,-0.0431,28,-0.4611,43,0.19286,19,-1.1201,50,0.63472
ENSG00000178761,FAM219B,23,-1.1234,40,-0.1183,71,0.82117,46,0.12573,50,0.36240
ENSG00000178741,COX5A,101,-1.2177,276,0.52637,229,0.22297,117,-0.8859,287,0.94251
ENSG00000198794,SCAMP5,81,-2.2120,173,-0.8457,593,1.14266,293,-0.0305,420,0.88165
ENSG00000140365,COMMD4,46,0.43967,47,0.36924,63,0.84127,14,-1.5435,33,-0.2425
ENSG00000140400,MAN2C1,33,-0.3373,14,-1.5790,30,-0.4288,49,0.39963,48,0.47638
ENSG00000169375,SIN3A,31,-0.0091,20,-0.6999,84,1.68491,25,-0.3891,24,-0.5396
ENSG00000169371,SNUPN,22,-0.8053,31,-0.1577,55,0.75651,42,0.32581,36,0.09303
ENSG00000177971,IMP3,43,-0.4805,42,-0.4286,120,1.30340,28,-1.0824,64,0.37767
ENSG00000140367,UBE2Q2,62,0.32082,58,0.13995,39,-0.4576,75,0.64695,37,-0.7337
ENSG00000167196,FBXO22,39,-0.1813,17,-1.3773,28,-0.6487,82,1.22563,37,-0.3302
ENSG00000140374,ETFA,22,-0.3893,44,0.81597,12,-1.2016,15,-0.9295,35,0.70097
ENSG00000140386,SCAPER,227,0.63725,158,-0.0944,116,-0.5713,284,0.99898,81,-1.4260
ENSG00000117906,RCN2,99,-1.0028,106,-0.7402,269,0.73322,171,-0.0020,218,0.58609
ENSG00000140391,TSPAN3,306,-0.0769,244,-0.4126,444,0.53834,233,-0.5290,357,0.26788
ENSG00000173517,PEAK1,60,0.28604,35,-0.6104,33,-0.7275,83,0.87373,40,-0.5664
ENSG00000140382,HMG20A,29,-0.8341,30,-0.6820,87,1.02713,55,0.32222,48,0.10609
ENSG00000169783,LINGO1,43,-2.1329,73,-1.1058,102,-0.5977,164,0.15851,254,1.48989
ENSG00000166411,IDH3A,44,-1.0413,63,-0.3578,39,-1.0619,63,-0.3955,127,1.29236
ENSG00000103740,ACSBG1,44,0.65637,71,1.28698,34,0.08622,31,-0.0978,14,-1.5377
ENSG00000140403,DNAJA4,53,-0.8025,96,0.25346,53,-0.6877,74,-0.1756,111,0.77087
ENSG00000140395,WDR61,37,-0.1876,18,-1.2203,32,-0.3906,45,0.16280,50,0.46564
ENSG00000136381,IREB2,31,-0.6323,18,-1.3752,16,-1.4883,85,1.24650,47,0.15254
ENSG00000041357,PSMA4,112,-0.4908,76,-0.9891,168,0.23824,167,0.25336,170,0.37995
ENSG00000185787,MORF4L1,537,-0.6231,948,0.38205,668,-0.1764,859,0.24900,820,0.21453
ENSG00000103811,CTSH,116,1.57371,82,0.51908,88,0.63037,19,-1.8364,25,-1.6441
ENSG00000058335,RASGRF1,41,-1.3694,72,-0.3346,46,-1.0272,97,0.13348,137,1.13788
ENSG00000166557,TMED3,39,-0.2013,32,-0.4901,73,0.84947,38,-0.2317,45,0.07522
ENSG00000086666,ZFAND6,41,-0.2754,60,0.37095,8,-2.5366,45,-0.0787,60,0.56541
ENSG00000172379,ARNT2,103,-0.6532,139,-0.0818,15,-3.3956,143,-0.0424,216,1.00531
ENSG00000136379,ABHD17C,15,-0.8674,28,0.21277,16,-0.5952,35,0.68257,27,0.22638
ENSG00000117899,MESD,106,1.07566,53,-0.3434,22,-1.6187,64,-0.0303,49,-0.5894
ENSG00000140406,TLNRD1,15,-1.1735,29,0.03804,1,-4.2627,29,0.03438,45,1.23618
ENSG00000182774,RPS17,406,0.35951,640,1.03958,264,-0.3990,150,-1.3500,332,-0.0605
ENSG00000214575,CPEB1,73,0.29004,23,-1.5199,56,-0.1759,71,0.20430,64,0.01955
ENSG00000103723,AP3B2,10,-2.9452,23,-1.4978,89,0.54920,93,0.71252,91,0.95049
ENSG00000156232,WHAMM,40,0.29062,32,-0.1322,16,-1.1148,58,0.96362,24,-0.7359
ENSG00000103942,HOMER2,23,-0.8103,49,0.51324,67,1.03472,50,0.62362,26,-0.5996
ENSG00000169609,C15orf40,34,0.41356,17,-0.7792,8,-1.7845,38,0.56196,26,-0.1714
ENSG00000064726,BTBD1,26,-0.6376,46,0.38333,16,-1.2737,33,-0.1592,49,0.71911
ENSG00000136404,TM6SF1,4,-3.1088,8,-1.8303,0,-6.5667,31,0.15364,58,2.25503
ENSG00000166503,HDGFL3,208,-0.7282,352,0.21368,397,0.40661,427,0.60131,290,-0.1346
ENSG00000140600,SH3GL3,234,1.37528,53,-1.3679,152,0.26312,77,-0.8757,90,-0.7438
ENSG00000140612,SEC11A,57,1.08108,36,0.03506,69,1.09000,19,-1.0368,18,-1.2711
ENSG00000166716,ZNF592,25,0.59541,16,-0.2582,25,0.46855,13,-0.5616,16,-0.3553
ENSG00000073417,PDE8A,203,3.36471,17,-2.1428,58,-0.2650,9,-3.0785,15,-2.6959
ENSG00000170776,AKAP13,38,-0.6125,37,-0.5716,31,-0.8513,124,1.70847,39,-0.6512
ENSG00000140538,NTRK3,47,-1.6711,62,-1.0425,171,0.52724,234,1.24587,128,0.08428
ENSG00000259494,MRPL46,20,-0.5457,34,0.39384,3,-2.8857,17,-0.7306,40,1.08538
ENSG00000181991,MRPS11,41,-0.0621,44,0.04613,20,-1.1595,34,-0.3675,53,0.53164
ENSG00000140545,MFGE8,2,-3.2134,60,1.99017,0,-5.9717,6,-1.7235,32,1.46590
ENSG00000140526,ABHD2,37,-1.5876,116,0.39858,99,0.14268,120,0.51248,108,0.41534
