Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000129250,KIF1C,56,0.30648,74,0.83728,101,1.27509,82,0.91002,52,0.19039,26,-0.9378,18,-1.4176,4,-3.3890,69,0.63863,9,-2.4756
ENSG00000234327,AC012146.1,34,0.25504,38,0.47117,37,0.41888,34,0.27382,6,-2.1607,42,0.65493,21,-0.4434,41,0.57573,6,-2.2663,17,-0.8720
ENSG00000029725,RABEP1,178,-0.3916,155,-0.6432,306,0.45813,127,-0.9065,262,0.21160,162,-0.5759,428,1.00650,204,-0.1848,264,0.22027,289,0.40284
ENSG00000129197,RPAIN,34,-1.3546,73,-0.2341,66,-0.3545,57,-0.5916,54,-0.6646,128,0.75800,70,-0.2626,109,0.42118,90,0.10787,102,0.34984
ENSG00000108561,C1QBP,103,-0.1348,101,-0.1796,48,-1.2926,52,-1.1741,64,-0.8522,207,1.12415,85,-0.4268,73,-0.6516,84,-0.4389,166,0.69987
ENSG00000005100,DHX33,37,0.21741,15,-1.1939,33,0.06330,55,0.84119,24,-0.4446,36,0.17473,31,-0.0658,47,0.60522,13,-1.3778,38,0.29855
ENSG00000091592,NLRP1,16,-0.9500,41,0.56653,11,-1.4190,33,0.15514,13,-1.2729,53,1.04491,10,-1.5647,41,0.50659,22,-0.4963,26,-0.2054
ENSG00000286190,AC055839.2,38,0.61595,29,0.21009,2,-3.4652,11,-1.2028,23,-0.1607,53,1.32522,17,-0.6598,35,0.46620,14,-0.9310,15,-0.8269
ENSG00000091622,PITPNM3,130,0.35098,173,0.91554,148,0.55317,133,0.38695,245,1.40443,57,-0.9666,65,-0.7141,64,-0.7460,71,-0.5867,18,-2.6987
ENSG00000129235,TXNDC17,83,0.31616,73,0.12255,76,0.17944,31,-1.1944,14,-2.3302,82,0.33263,56,-0.3047,54,-0.3438,69,0.03021,94,0.57866
ENSG00000108590,MED31,19,-1.1381,37,-0.1430,17,-1.3062,33,-0.2873,4,-3.1729,68,0.95826,35,-0.2167,57,0.57577,17,-1.2992,64,0.83792
ENSG00000132530,XAF1,71,0.48735,32,-0.7720,104,1.11616,324,3.45457,42,-0.3231,3,-4.1406,30,-0.8233,4,-3.7069,24,-1.1323,2,-4.4672
ENSG00000219200,RNASEK,263,-0.3855,328,-0.0470,162,-1.1144,298,-0.1909,92,-1.9580,610,1.08030,214,-0.6983,314,-0.1122,378,0.17612,395,0.27303
ENSG00000258315,C17orf49,47,-0.3253,63,0.15358,52,-0.1563,72,0.34324,29,-1.0555,78,0.52285,18,-1.7165,44,-0.4043,77,0.44303,65,0.20068
ENSG00000132535,DLG4,197,0.48690,334,1.59849,20,-2.9370,147,0.03141,93,-0.6718,188,0.46016,71,-1.0837,172,0.27873,61,-1.2969,36,-2.1689
ENSG00000072778,ACADVL,165,0.94601,95,0.06827,30,-1.6595,156,0.85969,141,0.68530,131,0.63820,22,-2.1080,93,0.03409,38,-1.3286,45,-1.1429
ENSG00000040633,PHF23,44,0.21138,38,0.01126,6,-2.6618,20,-0.9451,45,0.24337,44,0.23737,40,0.07772,24,-0.6910,65,0.85393,44,0.22780
ENSG00000170296,GABARAP,422,0.31436,310,-0.1836,423,0.31749,462,0.45840,204,-0.8061,419,0.33431,248,-0.5108,230,-0.6282,385,0.17127,330,-0.0758
ENSG00000175826,CTDNEP1,62,-0.3978,105,0.46887,51,-0.6974,87,0.13182,102,0.37950,78,-0.0440,75,-0.0988,83,0.05160,90,0.18821,63,-0.4042
ENSG00000170291,ELP5,25,-0.1984,39,0.55107,21,-0.4678,23,-0.3118,10,-1.4953,40,0.62928,14,-1.0282,45,0.72138,38,0.47356,16,-0.8746
ENSG00000132507,EIF5A,128,-0.4862,205,0.26203,83,-1.1465,162,-0.1269,111,-0.7020,297,0.94934,104,-0.8087,169,-0.0575,176,0.00148,174,-0.0145
ENSG00000132522,GPS2,66,-0.2209,75,-0.0217,109,0.55944,82,0.11569,99,0.40238,77,0.01304,48,-0.7135,106,0.51681,69,-0.1604,55,-0.5471
ENSG00000215041,NEURL4,18,-0.4029,32,0.52001,2,-3.6803,49,1.17540,12,-0.9683,32,0.53439,38,0.75874,21,-0.1841,7,-1.8126,16,-0.6371
ENSG00000205544,TMEM256,71,0.24419,68,0.20710,69,0.19758,122,1.13257,12,-2.4230,61,0.01639,26,-1.2729,39,-0.6785,45,-0.4450,72,0.30903
ENSG00000169992,NLGN2,72,0.40886,64,0.23981,19,-1.6184,53,-0.0603,78,0.53412,63,0.22820,31,-0.8961,100,0.93946,28,-1.0545,43,-0.4052
ENSG00000174282,ZBTB4,138,-0.0694,171,0.29870,113,-0.3781,180,0.35062,167,0.23264,137,-0.0834,156,0.12825,145,0.00757,102,-0.5251,127,-0.2056
ENSG00000181222,POLR2A,61,-0.1407,63,-0.0986,37,-0.9117,91,0.48794,50,-0.4549,56,-0.2858,45,-0.6146,116,0.87225,77,0.22236,78,0.25062
ENSG00000239697,TNFSF12,64,0.64094,67,0.79659,20,-1.1563,70,0.78461,46,0.10511,35,-0.3498,22,-0.9664,30,-0.5207,45,0.06732,28,-0.7073
ENSG00000161955,TNFSF13,119,2.59472,33,0.35280,12,-1.2518,54,1.11739,24,-0.1753,16,-0.8031,11,-1.2831,2,-3.4634,11,-1.3852,9,-1.6382
ENSG00000161960,EIF4A1,169,-0.1785,97,-1.0733,175,-0.1167,288,0.67125,173,-0.1390,258,0.54815,132,-0.5497,248,0.43130,157,-0.2919,202,0.11352
ENSG00000129255,MPDU1,30,-0.2180,20,-0.8667,18,-1.0152,53,0.67566,28,-0.3092,43,0.36260,27,-0.3721,36,0.06818,55,0.71596,39,0.18890
ENSG00000129245,FXR2,80,0.28848,67,0.02959,37,-0.8891,50,-0.4428,40,-0.7540,74,0.19720,50,-0.4190,90,0.49131,102,0.68230,64,-0.0520
ENSG00000141504,SAT2,131,0.39681,112,0.16291,54,-0.9649,105,0.05697,109,0.11026,161,0.82509,50,-1.0716,122,0.28558,53,-0.9804,75,-0.4952
ENSG00000129244,ATP1B2,1728,2.91672,307,-0.1897,293,-0.2493,524,0.67137,247,-0.5079,231,-0.6533,109,-1.7318,62,-2.5607,142,-1.3429,144,-1.4010
ENSG00000108947,EFNB3,19,-1.5521,40,-0.4900,5,-3.4250,8,-2.7824,67,0.34288,60,0.18189,66,0.31885,122,1.32247,106,1.08775,54,0.00632
ENSG00000183011,NAA38,251,-0.1522,369,0.50364,135,-1.0907,205,-0.4607,80,-1.8709,453,0.88394,289,0.06786,108,-1.4265,306,0.15486,291,0.08572
ENSG00000170004,CHD3,116,-0.4346,249,0.85687,239,0.69893,126,-0.3126,413,1.63527,84,-0.9832,135,-0.2108,74,-1.1146,160,0.06007,38,-2.1967
ENSG00000170043,TRAPPC1,106,0.18695,101,0.13152,50,-0.9558,97,0.05318,55,-0.8062,151,0.85224,32,-1.5920,78,-0.2786,61,-0.6560,117,0.39055
ENSG00000179094,PER1,34,-0.1938,32,-0.2771,6,-2.6179,48,0.36275,50,0.41709,41,0.09246,29,-0.4327,104,1.64694,40,0.06860,21,-0.9975
ENSG00000220205,VAMP2,581,-0.7034,1219,0.49723,389,-1.3074,466,-1.0370,816,-0.1842,1231,0.51507,627,-0.5869,1213,0.44003,1248,0.48590,849,-0.1323
ENSG00000108961,RANGRF,27,0.07992,24,-0.1096,15,-0.8299,36,0.51059,5,-2.2794,48,1.13037,17,-0.6354,13,-1.0441,24,-0.1319,27,0.08773
ENSG00000161970,RPL26,1056,0.18741,1662,1.04379,1355,0.58609,768,-0.3091,541,-0.8438,952,0.02591,924,-0.0224,342,-1.5258,771,-0.3023,601,-0.7321
ENSG00000166579,NDEL1,15,-2.2365,67,-0.0595,30,-1.2439,50,-0.5011,48,-0.5422,109,0.81194,76,0.14790,94,0.48300,61,-0.1923,86,0.38225
ENSG00000133026,MYH10,114,-1.2093,174,-0.6200,158,-0.7204,70,-1.9375,411,0.77730,162,-0.7349,474,1.01420,445,0.90760,391,0.69402,277,0.15621
ENSG00000170310,STX8,34,-0.6580,57,0.17007,55,0.09556,45,-0.2331,39,-0.4305,61,0.28630,51,-0.0310,38,-0.4784,60,0.22144,58,0.19147
ENSG00000007237,GAS7,127,-1.1579,332,0.35058,224,-0.2973,127,-1.1572,213,-0.3759,233,-0.2560,400,0.61817,629,1.37973,327,0.29627,175,-0.7208
ENSG00000133028,SCO1,45,0.23635,40,0.04011,39,-0.0083,46,0.26836,50,0.38074,37,-0.0982,31,-0.3586,46,0.25225,27,-0.5517,35,-0.1933
ENSG00000065559,MAP2K4,30,-2.3832,67,-1.2799,60,-1.3858,53,-1.5563,130,-0.2052,132,-0.2002,207,0.52284,214,0.57770,371,1.50303,236,0.82411
ENSG00000006740,ARHGAP44,33,-0.7410,54,-0.0101,26,-1.1032,46,-0.2584,35,-0.6740,66,0.33728,50,-0.1453,82,0.65158,93,0.85251,51,-0.1114
ENSG00000006744,ELAC2,31,0.01489,24,-0.3932,7,-2.1331,29,-0.1113,48,0.70904,36,0.26854,33,0.11003,39,0.38833,17,-0.9180,38,0.34693
ENSG00000109099,PMP22,189,1.63718,39,-0.9626,304,2.56309,168,1.41900,33,-1.1349,31,-1.3238,6,-3.6039,24,-1.6273,14,-2.4311,20,-1.9801
ENSG00000214941,ZSWIM7,33,-0.4149,69,0.82404,59,0.48726,16,-1.4491,61,0.53655,29,-0.6319,16,-1.5143,23,-0.9648,39,-0.1662,60,0.56690
ENSG00000011295,TTC19,73,-0.4841,37,-1.5933,51,-1.0160,122,0.30392,83,-0.2971,93,-0.1377,126,0.36123,106,0.08258,169,0.83585,158,0.80823
ENSG00000141027,NCOR1,238,-0.1857,230,-0.2577,489,0.96444,322,0.28632,676,1.52495,98,-1.6112,447,0.81405,265,-0.0213,175,-0.6581,112,-1.4062
ENSG00000166582,CENPV,19,-1.0853,46,0.28750,44,0.20196,18,-1.1589,22,-0.8766,75,1.22088,21,-0.9217,28,-0.4627,25,-0.6354,42,0.13073
ENSG00000170315,UBB,960,-0.1642,967,-0.1647,1097,0.04482,736,-0.5715,364,-1.6273,1667,0.80009,793,-0.4569,645,-0.7709,1024,-0.0628,1487,0.58732
ENSG00000175061,SNHG29,290,0.48017,354,0.90424,182,-0.2532,271,0.37085,208,-0.0477,252,0.27910,144,-0.6094,128,-0.7864,148,-0.5726,102,-1.2060
ENSG00000181350,LRRC75A,38,0.61088,32,0.38981,24,-0.1063,15,-0.8100,13,-1.0055,46,1.03610,6,-2.1667,19,-0.4303,18,-0.5416,22,-0.2148
ENSG00000170160,CCDC144A,96,-1.4984,160,-0.7773,273,0.09013,466,0.95732,1403,3.11212,105,-1.4373,109,-1.3054,339,0.43639,39,-2.7902,45,-2.7046
ENSG00000133030,MPRIP,141,-0.2822,161,-0.0859,92,-0.9316,321,1.03765,193,0.20958,180,0.10869,173,0.03939,210,0.34021,139,-0.2981,123,-0.5263
ENSG00000141030,COPS3,45,-0.4365,21,-1.6691,36,-0.7883,45,-0.4599,22,-1.5245,113,1.13658,36,-0.8054,68,0.19340,30,-1.0527,118,1.23633
ENSG00000108551,RASD1,42,-1.1871,47,-1.0730,15,-2.6531,40,-1.2399,34,-1.4905,115,0.39888,69,-0.4276,255,1.71278,157,0.87095,125,0.55382
ENSG00000108557,RAI1,30,-0.0571,49,0.75909,13,-1.3137,21,-0.6482,36,0.19575,27,-0.2624,13,-1.2720,57,0.94937,19,-0.7961,35,0.18300
ENSG00000072310,SREBF1,118,2.10430,29,-0.2537,62,0.93770,54,0.71172,39,0.18381,15,-1.3343,13,-1.4125,19,-0.8579,15,-1.2423,18,-0.9859
ENSG00000175662,TOM1L2,112,0.60651,103,0.53473,26,-1.6134,69,-0.1533,80,0.08498,78,0.04849,24,-1.7316,85,0.16716,113,0.62737,59,-0.4269
ENSG00000108591,DRG2,20,-0.1994,18,-0.3454,12,-0.9135,45,1.13271,9,-1.3602,27,0.30774,9,-1.3893,49,1.24860,13,-0.8024,22,-0.0045
ENSG00000091542,ALKBH5,70,-0.4878,119,0.35865,72,-0.4577,135,0.52413,106,0.14306,98,0.02378,119,0.32447,82,-0.2563,78,-0.3333,81,-0.3008
ENSG00000177731,FLII,29,0.06678,28,0.04311,26,-0.1110,57,1.15157,23,-0.3027,35,0.38434,1,-4.8970,26,-0.0703,12,-1.2096,30,0.15047
ENSG00000273018,FAM106A,21,-1.3249,44,-0.2716,40,-0.3930,46,-0.1585,110,1.23440,44,-0.2587,15,-1.8093,203,2.37919,8,-2.7509,24,-1.1850
ENSG00000141127,PRPSAP2,43,0.34186,10,-1.8534,54,0.68716,41,0.27082,57,0.80065,33,-0.0621,15,-1.2834,35,-0.0026,28,-0.3084,45,0.44933
ENSG00000072134,EPN2,68,-0.1182,85,0.25557,89,0.30446,182,1.49233,104,0.54674,59,-0.3618,79,0.11586,55,-0.4438,22,-1.8237,34,-1.2481
ENSG00000108641,B9D1,22,-0.5039,27,-0.2075,8,-2.0182,6,-2.3956,9,-1.7651,62,1.31338,25,-0.2798,57,1.00892,18,-0.7944,36,0.30925
ENSG00000128482,RNF112,10,-2.0667,24,-0.8817,18,-1.2593,42,-0.0114,63,0.63255,47,0.18274,28,-0.6158,89,1.22376,28,-0.6010,63,0.70502
ENSG00000072210,ALDH3A2,47,-0.0555,26,-0.9935,39,-0.3509,61,0.34267,55,0.19664,55,0.21609,15,-1.7020,53,0.12444,37,-0.4341,82,0.93004
ENSG00000083290,ULK2,57,0.21863,76,0.74329,50,0.00322,50,0.01200,53,0.10297,38,-0.4338,79,0.73953,60,0.30304,27,-0.9211,21,-1.3782
ENSG00000108599,AKAP10,25,-0.5369,19,-0.9976,11,-1.6908,57,0.74088,43,0.29361,45,0.38969,74,1.16591,26,-0.4660,37,0.04492,32,-0.2057
ENSG00000128487,SPECC1,176,0.26247,136,-0.1527,280,1.01592,107,-0.5031,224,0.64703,47,-1.8104,350,1.39954,71,-1.1248,132,-0.1881,115,-0.4300
ENSG00000124422,USP22,165,-0.2604,208,0.11271,80,-1.3433,183,-0.0959,297,0.67157,196,0.01261,169,-0.2245,245,0.36030,287,0.61571,149,-0.4436
ENSG00000212719,LINC02693,19,-1.3436,48,0.05989,16,-1.5839,35,-0.4358,40,-0.2434,57,0.35901,72,0.70273,86,0.99658,53,0.20417,36,-0.4239
ENSG00000256618,MTRNR2L1,157,0.89812,193,1.44536,124,0.51377,85,-0.0753,91,0.02342,26,-1.9123,86,-0.0576,15,-2.6129,90,0.01166,38,-1.3740
ENSG00000109046,WSB1,76,-0.9013,90,-0.6957,242,0.90196,470,2.08908,393,1.74716,80,-0.8919,22,-2.7297,116,-0.2685,21,-2.8068,56,-1.4311
ENSG00000232859,LYRM9,59,0.06099,81,0.63722,56,-0.0085,27,-1.1214,37,-0.6420,69,0.33612,64,0.18854,63,0.15326,59,0.06799,36,-0.7603
ENSG00000087095,NLK,66,-1.4779,141,-0.3756,61,-1.5958,69,-1.4221,105,-0.7923,208,0.28219,267,0.65766,340,1.06062,235,0.44902,227,0.43835
ENSG00000109083,IFT20,35,-0.0216,22,-0.7888,31,-0.2129,57,0.72819,77,1.22188,48,0.51384,13,-1.4838,33,-0.1165,32,-0.1763,24,-0.6676
ENSG00000109079,TNFAIP1,26,-0.5983,30,-0.4010,19,-1.0517,54,0.53164,22,-0.8167,45,0.25482,47,0.30176,29,-0.4298,38,-0.0389,58,0.72242
ENSG00000004142,POLDIP2,70,0.26312,73,0.36966,34,-0.8205,46,-0.3724,30,-1.0023,67,0.20948,37,-0.7049,81,0.50562,74,0.35857,57,-0.0578
ENSG00000109103,UNC119,28,-0.4359,39,0.04804,26,-0.5454,18,-1.1465,41,0.12133,55,0.66033,10,-1.9818,46,0.30513,35,-0.1125,50,0.47341
ENSG00000087111,PIGS,50,0.56073,39,0.18935,9,-2.0004,69,1.07535,9,-2.0171,38,0.14880,45,0.36685,36,0.02400,12,-1.6014,36,0.05891
ENSG00000109107,ALDOC,2550,2.01296,844,0.13731,354,-1.1998,844,0.12644,395,-1.0364,872,0.19488,246,-1.7431,246,-1.7403,516,-0.6344,772,-0.0161
ENSG00000007202,KIAA0100,49,-0.1734,58,0.12241,40,-0.4516,56,0.04870,109,1.11690,56,0.06481,26,-1.1210,40,-0.4503,52,-0.0565,52,-0.0685
ENSG00000132581,SDF2,22,-0.4425,9,-1.7874,29,-0.0371,31,0.07548,16,-0.8930,56,1.18921,11,-1.4062,24,-0.2780,8,-1.8379,54,1.11651
ENSG00000109111,SUPT6H,64,0.23670,45,-0.3104,57,0.07161,96,0.90880,72,0.42728,39,-0.5510,42,-0.4009,75,0.50996,55,0.01631,40,-0.5194
ENSG00000198242,RPL23A,1103,0.58597,1371,1.06955,1209,0.73527,860,0.18815,474,-0.7314,716,-0.1077,572,-0.4467,285,-1.4950,443,-0.8320,401,-1.0471
ENSG00000173065,FAM222B,27,0.23857,17,-0.5315,17,-0.4528,51,1.24810,20,-0.2664,27,0.24304,12,-0.9532,18,-0.4359,20,-0.2755,26,0.17754
ENSG00000132591,ERAL1,40,0.59716,25,-0.1686,15,-0.8579,16,-0.7552,11,-1.3906,41,0.69877,25,-0.1147,24,-0.2113,30,0.15706,31,0.22752
ENSG00000132589,FLOT2,60,-0.1862,83,0.35127,31,-1.1677,87,0.39095,60,-0.2025,48,-0.5797,64,-0.1004,115,0.83701,87,0.39180,59,-0.2455
ENSG00000063015,SEZ6,8,-1.9804,23,-0.5217,2,-4.0299,37,0.27688,54,0.86487,48,0.76199,8,-2.0472,65,1.18277,54,0.88327,18,-0.8675
ENSG00000108256,NUFIP2,102,0.14656,51,-0.9745,75,-0.3161,149,0.75384,169,0.96952,38,-1.4090,123,0.45119,101,0.13183,83,-0.1628,112,0.32319
ENSG00000160551,TAOK1,174,-0.2575,140,-0.6364,313,0.66902,104,-1.0402,271,0.43654,137,-0.6716,427,1.19082,183,-0.1816,166,-0.3317,240,0.27184
ENSG00000108262,GIT1,120,0.10173,259,1.58240,51,-1.2062,127,0.19029,84,-0.4511,106,-0.1015,69,-0.7484,129,0.21029,72,-0.6851,41,-1.5922
ENSG00000167549,CORO6,9,-1.7800,34,0.10693,1,-4.6833,41,0.40034,101,1.94590,33,0.05414,11,-1.5487,33,0.08346,24,-0.3933,29,-0.1603
ENSG00000141298,SSH2,30,0.47556,16,-0.5405,30,0.47346,32,0.55514,19,-0.2254,15,-0.6791,2,-3.4753,41,0.96975,36,0.75646,19,-0.2501
ENSG00000126653,NSRP1,149,0.31234,109,-0.1871,306,1.51727,170,0.53031,180,0.61946,56,-1.2487,96,-0.3756,76,-0.7303,108,-0.1906,85,-0.5911
ENSG00000108582,CPD,21,-1.2428,23,-1.1681,76,0.73471,91,1.03999,33,-0.5722,32,-0.6458,19,-1.3472,80,0.83255,82,0.85609,54,0.21107
ENSG00000108587,GOSR1,44,0.39669,38,0.16716,27,-0.3359,54,0.71812,66,1.04144,27,-0.3862,42,0.32012,28,-0.2912,24,-0.5683,15,-1.2863
ENSG00000196712,NF1,115,0.06534,94,-0.2699,75,-0.5845,118,0.11075,210,1.04083,88,-0.3675,117,0.09293,124,0.18798,105,-0.0676,101,-0.1391
ENSG00000126861,OMG,135,0.33005,38,-1.6839,230,1.20785,67,-0.7520,76,-0.5631,124,0.21528,51,-1.1685,103,-0.0874,62,-0.8746,187,0.97599
ENSG00000126860,EVI2A,21,-1.2797,4,-3.7420,541,5.76448,15,-1.8164,10,-2.3331,11,-2.3056,0,-8.7549,1,-4.9408,0,-8.2887,18,-1.6097
ENSG00000131242,RAB11FIP4,120,-0.2129,190,0.56978,87,-0.7048,60,-1.2613,160,0.24085,117,-0.2668,180,0.42973,275,1.12694,134,-0.0347,78,-0.9298
ENSG00000172301,COPRS,106,-0.5498,186,0.35910,60,-1.3911,92,-0.7647,78,-1.0003,233,0.77253,147,-0.0418,182,0.28998,139,-0.1245,161,0.11120
ENSG00000108651,UTP6,17,-0.4560,22,-0.0612,11,-1.1027,41,0.88276,32,0.49578,16,-0.6575,5,-2.2110,46,1.09743,8,-1.4871,33,0.61158
ENSG00000178691,SUZ12,31,-1.2499,79,0.18243,77,0.11965,64,-0.1632,95,0.45674,42,-0.8446,149,1.20050,82,0.22903,70,-0.0325,57,-0.3716
ENSG00000126858,RHOT1,62,-0.2379,68,-0.1064,41,-0.8534,66,-0.1366,51,-0.5353,73,0.00499,114,0.71310,100,0.51471,60,-0.2783,83,0.22665
ENSG00000108666,C17orf75,22,-0.5765,40,0.39971,14,-1.2140,20,-0.7062,33,0.06439,58,1.07679,11,-1.5374,22,-0.5329,11,-1.5655,42,0.48851
ENSG00000010244,ZNF207,94,-0.2649,74,-0.6776,73,-0.6439,220,1.09590,136,0.31419,116,0.06620,71,-0.6835,134,0.28295,62,-0.8920,140,0.39637
ENSG00000108671,PSMD11,57,-0.3743,71,-0.0176,63,-0.2171,106,0.60641,98,0.49041,59,-0.3283,35,-1.1068,97,0.47128,82,0.19175,70,-0.0562
ENSG00000176749,CDK5R1,102,-1.1596,265,0.32845,60,-1.9461,96,-1.2597,206,-0.0961,256,0.26769,211,-0.0577,445,1.14939,276,0.36374,206,-0.1064
ENSG00000279668,AC024610.2,11,-1.4675,23,-0.4535,55,0.95614,34,0.19852,232,4.07966,1,-4.9547,0,-8.0599,3,-3.0383,1,-4.9277,4,-2.9315
ENSG00000166750,SLFN5,13,-1.0642,10,-1.5266,82,1.87075,63,1.40311,23,-0.2062,3,-3.3723,13,-1.0165,24,-0.1549,49,0.97188,27,-6.3811
ENSG00000006125,AP2B1,179,-0.6143,140,-1.0493,312,0.24682,151,-0.8695,271,0.02319,234,-0.2213,377,0.54724,364,0.48888,358,0.46426,355,0.50106
ENSG00000270647,TAF15,57,-0.5002,79,-0.0161,143,0.94792,68,-0.2498,114,0.57597,80,0.01244,63,-0.3516,113,0.55388,58,-0.4764,49,-0.7808
ENSG00000270885,RASL10B,61,0.79336,85,1.59139,3,-3.5544,26,-0.5138,33,-0.1713,43,0.26124,16,-1.2015,16,-1.2379,37,0.02476,15,-1.4453
ENSG00000273611,ZNHIT3,52,-0.3955,84,0.37982,35,-0.9949,21,-1.7172,50,-0.4544,101,0.71352,61,-0.1515,35,-0.9969,65,-0.0553,94,0.57518
ENSG00000278311,GGNBP2,93,-0.7998,142,-0.1734,145,-0.1274,144,-0.1355,171,0.12729,114,-0.5425,139,-0.1986,160,0.02382,257,0.78444,214,0.53368
ENSG00000278540,ACACA,61,0.34257,55,0.18159,44,-0.1746,22,-1.2285,32,-0.6573,45,-0.1396,42,-0.2470,47,-0.0622,74,0.65026,59,0.30421
ENSG00000276234,TADA2A,23,-0.3046,16,-0.9494,7,-1.9672,54,1.02082,42,0.60860,28,-0.0187,33,0.23227,21,-0.4458,40,0.51212,31,0.14417
ENSG00000276023,DUSP14,16,-0.4999,16,-0.5122,5,-2.1882,3,-2.7334,7,-1.6907,36,0.82470,38,0.83724,75,2.00050,6,-1.8353,19,-0.2865
ENSG00000275066,SYNRG,52,0.46606,22,-0.8673,55,0.55512,53,0.51269,57,0.62474,22,-0.8798,14,-1.4615,22,-0.8130,84,1.27927,36,-0.1106
ENSG00000278053,DDX52,47,0.08006,25,-0.9225,61,0.50098,40,-0.1717,103,1.37639,14,-1.7619,65,0.61879,41,-0.0983,61,0.51296,39,-0.2024
ENSG00000278845,MRPL45,14,-0.9193,19,-0.5303,36,0.46494,23,-0.2226,21,-0.3808,33,0.36454,12,-1.2283,19,-0.5461,37,0.51637,41,0.72839
ENSG00000274211,SOCS7,25,-0.8976,69,0.72641,17,-1.5034,19,-1.2996,88,1.05121,24,-1.0306,88,1.03560,68,0.61373,56,0.31956,24,-1.0168
ENSG00000275832,ARHGAP23,67,0.30884,79,0.63630,134,1.46311,85,0.68982,92,0.81499,40,-0.5234,6,-3.1003,27,-1.0829,24,-1.2422,21,-1.5329
ENSG00000277363,SRCIN1,52,-0.6155,120,0.77981,121,0.70974,40,-0.9853,143,0.98213,60,-0.4198,42,-0.9135,103,0.44837,73,-0.0956,36,-1.2206
ENSG00000273604,EPOP,34,-0.2230,56,0.61201,7,-2.5686,51,0.41291,32,-0.3379,47,0.28863,26,-0.6045,99,1.51092,23,-0.7956,17,-1.2966
ENSG00000275023,MLLT6,111,0.71989,136,1.21055,50,-0.5297,160,1.33994,89,0.36569,43,-0.8155,63,-0.1800,35,-1.0539,16,-2.1580,17,-2.1890
ENSG00000277972,CISD3,61,0.24878,73,0.59542,25,-1.1022,36,-0.5493,45,-0.2305,89,0.95660,16,-1.7435,54,0.05929,14,-1.9715,51,-0.0314
ENSG00000277791,PSMB3,70,-0.8663,64,-1.0757,74,-0.7755,129,0.07003,45,-1.5316,230,1.13780,117,-0.0819,140,0.19413,66,-0.9612,189,0.75803
ENSG00000276293,PIP4K2B,143,-0.1918,223,0.56224,62,-1.4576,134,-0.2955,207,0.38735,172,0.10502,156,-0.0610,198,0.31497,217,0.46138,99,-0.7982
ENSG00000273559,CWC25,24,-0.4147,19,-0.8332,42,0.44992,68,1.24132,42,0.45994,15,-1.1276,49,0.70509,23,-0.4507,41,0.42266,25,-0.3535
ENSG00000125691,RPL23,600,0.05383,816,0.60252,739,0.38246,934,0.76271,320,-0.9100,604,0.06966,490,-0.2601,309,-0.9644,543,-0.1033,382,-0.6870
ENSG00000002834,LASP1,70,-0.0208,75,0.08725,33,-1.1795,128,0.93368,60,-0.2712,65,-0.1615,68,-0.0635,82,0.22205,85,0.27133,61,-0.2683
ENSG00000263874,LINC00672,41,-1.1369,76,-0.2232,43,-1.0617,57,-0.6592,93,0.09583,125,0.63743,106,0.29851,96,0.14892,124,0.55004,86,-0.0241
ENSG00000161381,PLXDC1,25,-0.2922,25,-0.2965,14,-1.1540,74,1.47668,34,0.20332,20,-0.6446,4,-2.7218,26,-0.1855,30,0.03746,45,0.73020
ENSG00000067191,CACNB1,26,-1.0095,62,0.34403,7,-2.8537,4,-3.6970,31,-0.7740,53,0.06244,69,0.46584,123,1.43878,72,0.53484,51,-0.0015
ENSG00000108298,RPL19,728,0.18063,995,0.76174,919,0.55258,881,0.48341,248,-1.4596,820,0.40678,488,-0.4419,294,-1.2031,352,-0.9361,450,-0.6060
ENSG00000141750,STAC2,24,-0.8195,67,0.83330,12,-1.8485,9,-2.3102,83,1.10974,16,-1.5501,12,-1.8371,11,-2.0107,121,1.77171,53,0.41970
ENSG00000108306,FBXL20,32,-0.3089,36,-0.1228,35,-0.1911,36,-0.1483,72,0.96522,28,-0.5221,47,0.26992,55,0.55015,46,0.26358,28,-0.5185
ENSG00000125686,MED1,33,0.05320,9,-1.9002,59,0.94991,49,0.64334,57,0.88822,34,0.08204,36,0.14520,33,0.02244,10,-1.7959,29,-0.1683
ENSG00000167258,CDK12,20,-0.9110,36,0.01161,37,0.05440,60,0.79332,78,1.24014,18,-1.1450,56,0.70079,30,-0.2908,47,0.40242,17,-1.1838
ENSG00000171532,NEUROD2,34,-1.4756,81,-0.1713,22,-2.0744,27,-1.7858,87,-0.0550,76,-0.2769,130,0.58453,234,1.57390,169,1.01245,76,-0.2782
ENSG00000131771,PPP1R1B,480,1.86693,241,0.75072,97,-0.7488,144,-0.1410,97,-0.7543,137,-0.2439,128,-0.3241,71,-1.2193,133,-0.2692,75,-1.2007
