Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000100362,PVALB,0,-6.6578,0,-11.328,0,-9.0325,26,-1.7972,4,-4.3431,7,-3.6346,7,-3.7242,973,6.22773,33,-1.5320,6,-3.8668,17,-2.4716
ENSG00000128309,MPST,21,0.33353,57,2.01879,17,-0.0275,18,0.07130,51,1.78196,7,-1.3805,7,-1.2454,0,-6.1482,16,-0.1060,1,-3.7383,6,-1.5936
ENSG00000100379,KCTD17,22,-1.6800,13,-2.4275,15,-2.1966,90,0.43267,65,-0.0850,43,-0.6992,47,-0.5752,79,0.22883,132,1.22198,73,0.10622,87,0.42962
ENSG00000166897,ELFN2,0,-5.0035,2,-3.6879,80,1.80139,35,0.38451,24,-0.2073,18,-0.6092,14,-0.9824,3,-3.2104,36,0.47500,61,1.32266,22,-0.3471
ENSG00000128283,CDC42EP1,102,2.08680,149,2.87841,73,1.46528,13,-1.2822,18,-0.7609,1,-4.0979,1,-4.9834,0,-6.8730,6,-2.3571,6,-2.2922,6,-2.4427
ENSG00000100083,GGA1,12,-1.3811,30,-0.0471,74,1.39790,31,-0.0129,17,-0.8893,25,-0.3464,36,0.22247,19,-0.7302,41,0.46078,19,-0.7288,30,-0.0545
ENSG00000241360,PDXP,132,-0.6988,35,-2.6639,68,-1.6823,358,0.87473,269,0.41173,179,-0.2298,134,-0.6725,301,0.59223,311,0.71949,241,0.23565,180,-0.2434
ENSG00000100097,LGALS1,938,2.04690,65,-2.1984,0,-9.0150,264,-0.1008,208,-0.4630,146,-1.0015,90,-1.7102,211,-0.4420,262,-0.1172,55,-2.4387,577,1.34177
ENSG00000189060,H1F0,189,1.26376,54,-0.7278,32,-1.5228,91,0.06463,94,0.12489,63,-0.4974,102,0.25731,137,0.72831,86,-0.0207,53,-0.7541,72,-0.3215
ENSG00000100116,GCAT,0,-5.1647,15,-1.0239,26,-0.2489,40,0.42288,27,-0.1764,19,-0.7427,43,0.52110,6,-2.2518,46,0.69516,25,-0.2866,52,0.95637
ENSG00000100124,ANKRD54,4,-2.4635,19,-0.2164,20,-0.1570,14,-0.6894,20,-0.1437,21,-0.1093,15,-0.5941,28,0.38544,37,0.90071,30,0.46389,22,-0.0354
ENSG00000100129,EIF3L,200,0.87613,53,-1.1883,60,-1.0115,147,0.37106,131,0.18773,45,-1.4394,73,-0.7051,250,1.24843,130,0.19259,101,-0.2166,95,-0.3383
ENSG00000100142,POLR2F,44,-0.5572,103,0.77462,45,-0.5320,83,0.42529,71,0.17006,24,-1.4869,40,-0.7109,43,-0.6070,101,0.82782,28,-1.2392,72,0.20739
ENSG00000100146,SOX10,56,0.60235,173,2.66755,110,1.75922,12,-1.6888,20,-0.9370,6,-2.6286,0,-8.7953,73,1.04418,8,-2.3733,16,-1.3198,7,-2.6448
ENSG00000100151,PICK1,3,-3.3051,21,-0.6645,3,-3.1890,16,-1.0158,22,-0.5843,19,-0.7919,9,-1.8890,43,0.46707,57,1.05363,54,0.83467,55,0.99357
ENSG00000184381,PLA2G6,1,-3.9234,26,0.57601,7,-1.2876,12,-0.6168,19,0.13733,17,-0.0513,9,-0.9659,39,1.25717,17,-0.1046,4,-2.1208,32,1.02917
ENSG00000198792,TMEM184B,68,0.24805,66,0.19523,37,-0.6944,38,-0.6599,47,-0.3250,39,-0.6026,48,-0.2791,64,0.16075,61,0.08043,83,0.57373,71,0.35161
ENSG00000213923,CSNK1E,68,-0.9268,89,-0.5123,198,0.73839,109,-0.2098,110,-0.1980,125,0.00948,146,0.25074,173,0.51978,122,-0.0355,142,0.20216,108,-0.2408
ENSG00000168135,KCNJ4,0,-6.0062,1,-4.9909,31,-0.8863,38,-0.6071,19,-1.6602,58,0.04727,31,-0.8894,66,0.23262,135,1.67354,68,0.29523,75,0.49544
ENSG00000100201,DDX17,677,1.39709,439,0.66577,389,0.47249,91,-1.7393,235,-0.3222,189,-0.6516,411,0.55750,217,-0.4385,216,-0.4796,189,-0.6515,243,-0.2893
ENSG00000100216,TOMM22,51,-0.4900,45,-0.6582,43,-0.7510,91,0.41514,35,-1.0357,42,-0.7613,30,-1.2668,104,0.62264,96,0.55526,73,0.05741,102,0.65776
ENSG00000100221,JOSD1,71,0.52041,31,-0.7614,35,-0.5871,59,0.22655,26,-1.0081,44,-0.2320,42,-0.2937,51,0.01101,63,0.35963,80,0.70809,49,-0.0562
ENSG00000100226,GTPBP1,2,-2.9353,23,0.18113,7,-1.5040,17,-0.2626,4,-2.1738,25,0.31153,38,0.99588,22,0.11949,22,0.11848,49,1.45303,16,-0.3958
ENSG00000100242,SUN2,268,1.43923,410,2.23476,254,1.34655,53,-1.1191,23,-2.3607,43,-1.4406,34,-1.7965,52,-1.1543,63,-0.9307,67,-0.7671,60,-1.0041
ENSG00000221890,NPTXR,140,-0.3105,15,-3.5956,0,-8.9926,214,0.35822,227,0.44872,121,-0.5236,130,-0.4211,212,0.33817,359,1.38964,63,-1.5133,191,0.18891
ENSG00000183741,CBX6,97,-1.1557,69,-1.6697,36,-2.6134,467,1.32597,379,0.96868,231,0.16756,329,0.73604,185,-0.1770,303,0.67275,65,-1.7478,117,-0.9336
ENSG00000100307,CBX7,46,-1.2286,32,-1.7611,3,-4.8172,170,0.79088,128,0.33755,52,-1.0293,125,0.29929,229,1.29789,157,0.74096,61,-0.8105,92,-0.1988
ENSG00000100316,RPL3,1527,0.89519,729,-0.2841,377,-1.2822,1512,0.87871,1236,0.54825,412,-1.1472,704,-0.3381,929,0.09360,1026,0.27419,747,-0.2455,577,-0.6873
ENSG00000100321,SYNGR1,34,-2.0784,16,-3.1528,191,0.52795,128,-0.1087,77,-0.8714,141,0.04654,86,-0.7053,146,0.10087,191,0.59059,181,0.43834,198,0.65423
ENSG00000128268,MGAT3,26,-1.0341,37,-0.5260,47,-0.1342,51,-0.0116,37,-0.5239,43,-0.2949,38,-0.4818,68,0.42721,71,0.55963,77,0.62053,54,0.05527
ENSG00000100335,MIEF1,0,-5.4692,40,0.07738,17,-1.1994,43,0.18848,26,-0.5696,66,0.89551,87,1.36943,11,-1.8133,39,0.04892,26,-0.5636,48,0.42461
ENSG00000128272,ATF4,250,0.12642,216,-0.1048,225,-0.0363,210,-0.1463,135,-0.8188,156,-0.5956,152,-0.6412,532,1.36931,198,-0.2514,146,-0.7028,289,0.39615
ENSG00000187051,RPS19BP1,39,-1.8188,88,-0.6209,103,-0.3833,209,0.73966,119,-0.1533,72,-0.9097,51,-1.4267,186,0.54781,172,0.46849,99,-0.4441,200,0.74664
ENSG00000100346,CACNA1I,2,-3.3049,0,-7.5467,21,0.11596,13,-0.6700,9,-1.1199,26,0.43101,28,0.54852,18,-0.1772,20,-0.0038,62,1.88187,20,0.01191
ENSG00000100354,TNRC6B,19,-3.3669,283,0.67133,220,0.26772,100,-0.9375,148,-0.3508,328,0.91522,495,1.62682,154,-0.2944,121,-0.7046,171,-0.1241,127,-0.6304
ENSG00000239900,ADSL,0,-5.0782,19,-0.6143,14,-1.0864,13,-1.2008,37,0.39708,31,0.10770,16,-0.8335,40,0.53149,28,-0.0642,75,1.57364,36,0.39387
ENSG00000100359,SGSM3,0,-5.6568,19,-1.2088,22,-1.0130,42,-0.0386,31,-0.4814,36,-0.2835,34,-0.3376,63,0.59259,65,0.72780,47,0.15028,67,0.78757
ENSG00000196588,MRTFA,0,-4.9169,10,-1.3419,11,-1.2302,30,0.22697,12,-1.1403,19,-0.4478,39,0.65538,21,-0.2619,48,1.13931,33,0.40208,30,0.29205
ENSG00000100380,ST13,151,-1.1086,669,1.24102,381,0.31034,286,-0.1382,339,0.12790,366,0.24901,523,0.82473,427,0.49195,168,-1.0121,92,-1.8354,247,-0.3933
ENSG00000100387,RBX1,173,-0.1981,217,0.15678,175,-0.1756,211,0.11136,106,-0.9402,141,-0.5105,98,-1.0602,208,0.09349,274,0.58731,195,-0.0133,240,0.35047
ENSG00000100393,EP300,54,-0.4514,156,1.23720,131,0.94924,29,-1.3663,57,-0.3741,94,0.40660,179,1.47828,48,-0.6313,41,-0.9128,42,-0.8281,36,-1.1406
ENSG00000100395,L3MBTL2,132,1.42664,20,-1.5334,34,-0.7384,28,-1.0030,26,-1.1520,48,-0.2121,75,0.47269,97,0.90223,48,-0.2255,54,-0.0379,54,-0.0408
ENSG00000100399,CHADL,7,-1.3065,105,3.40581,39,1.35263,5,-1.7831,20,0.29820,11,-0.6354,2,-2.7098,0,-6.1235,6,-1.6163,4,-1.9259,7,-1.4053
ENSG00000100401,RANGAP1,108,-0.4812,80,-0.9353,115,-0.3888,112,-0.4249,59,-1.3806,134,-0.1496,131,-0.1818,173,0.25027,181,0.35087,254,0.86989,196,0.49286
ENSG00000100403,ZC3H7B,37,-0.5995,41,-0.4161,14,-2.0568,125,1.35111,58,0.10437,42,-0.3961,45,-0.2848,123,1.33413,41,-0.4632,38,-0.5568,51,-0.1052
ENSG00000167074,TEF,48,-0.3548,25,-1.3129,85,0.55226,64,0.10687,62,0.03994,50,-0.2879,66,0.15442,46,-0.3929,98,0.87169,46,-0.4000,46,-0.4325
ENSG00000183864,TOB2,238,2.34864,129,1.21054,121,1.10364,23,-1.4823,88,0.57909,19,-1.7254,81,0.43178,11,-2.5333,23,-1.5174,14,-2.1998,12,-2.4855
ENSG00000100412,ACO2,274,0.18948,118,-1.0984,217,-0.1775,331,0.49155,269,0.16086,142,-0.8168,158,-0.6585,417,0.86754,282,0.25851,168,-0.5662,249,0.04348
ENSG00000100413,POLR3H,60,0.18200,19,-1.5545,23,-1.2401,47,-0.1908,60,0.18960,49,-0.1344,26,-1.0927,74,0.51152,88,0.91287,31,-0.8342,63,0.30201
ENSG00000100417,PMM1,0,-5.8195,21,-1.2457,50,0.06196,39,-0.3284,58,0.28670,40,-0.2741,22,-1.1957,13,-1.9517,70,0.64836,77,0.74613,83,0.98745
ENSG00000100418,DESI1,68,0.20357,59,-0.0197,27,-1.1997,70,0.23049,53,-0.2057,29,-1.1026,27,-1.1943,174,1.77198,74,0.36218,33,-0.9231,46,-0.4225
ENSG00000196419,XRCC6,278,0.60742,133,-0.5444,222,0.24938,90,-1.1263,174,-0.1357,108,-0.8627,119,-0.7191,216,0.20252,228,0.32303,258,0.48880,205,0.13464
ENSG00000100138,SNU13,105,-1.0615,98,-1.1651,140,-0.6327,240,0.20532,146,-0.5678,167,-0.3596,147,-0.5511,197,-0.1011,323,0.76226,245,0.23715,304,0.64906
ENSG00000198911,SREBF2,16,-2.9853,65,-0.9707,55,-1.2160,122,-0.0111,186,0.66267,89,-0.4924,85,-0.5670,109,-0.1873,199,0.87242,201,0.79137,134,0.15230
ENSG00000205704,LINC00634,0,-5.3104,0,-6.5793,26,-0.3914,43,0.39821,41,0.31153,15,-1.2019,11,-1.6113,3,-3.3701,78,1.59058,71,1.20733,35,0.06617
ENSG00000100167,SEPTIN3,194,-0.8807,42,-3.1266,331,-0.0627,586,0.85029,356,0.04808,263,-0.4199,276,-0.3450,334,-0.0503,462,0.51401,440,0.38529,369,0.11443
ENSG00000183172,SMDT1,88,-0.6602,77,-0.8612,70,-1.0137,237,0.89426,183,0.46835,67,-1.0810,70,-1.0160,194,0.56605,175,0.44085,154,0.19337,138,0.03122
ENSG00000184983,NDUFA6,128,0.26915,56,-0.9978,57,-0.9706,132,0.31133,118,0.14318,38,-1.5837,71,-0.6466,173,0.75260,139,0.43330,61,-0.8615,146,0.53253
ENSG00000100207,TCF20,1,-5.2002,28,-0.2701,66,1.09700,34,0.03159,15,-1.1926,40,0.25681,60,0.91866,36,0.10511,29,-0.2540,41,0.30658,29,-0.2388
ENSG00000189306,RRP7A,9,-2.4681,38,-0.3537,34,-0.5490,71,0.59440,47,-0.0497,42,-0.2064,60,0.34637,60,0.32323,45,-0.1196,49,0.00737,65,0.50910
ENSG00000100227,POLDIP3,0,-5.3678,31,-0.1669,64,0.96205,28,-0.3659,70,1.12062,20,-0.8463,20,-0.8789,64,0.95068,34,-0.0436,22,-0.6909,34,-0.0467
ENSG00000100243,CYB5R3,585,2.70995,132,0.05512,142,0.17762,85,-0.6114,152,0.28019,47,-1.5025,78,-0.7459,65,-1.0266,63,-1.1267,88,-0.5638,76,-0.8387
ENSG00000242247,ARFGAP3,5,-2.6932,52,0.74920,50,0.67971,19,-0.8186,37,0.21668,47,0.58969,56,0.85601,10,-1.6991,27,-0.3308,35,0.12657,29,-0.2076
ENSG00000100266,PACSIN2,117,2.18956,16,-1.0819,11,-1.5911,11,-1.6466,15,-1.1317,24,-0.4283,46,0.54615,38,0.25606,41,0.39759,23,-0.5209,19,-0.8472
ENSG00000100294,MCAT,0,-4.5384,6,-1.6993,0,-6.6402,26,0.42652,12,-0.7454,9,-1.1151,9,-1.1270,16,-0.2780,33,0.92225,27,0.47971,42,1.39859
ENSG00000100300,TSPO,277,3.78962,61,0.68416,39,0.00238,11,-1.8404,54,0.48292,1,-5.3564,9,-2.1523,6,-2.6611,12,-1.8752,15,-1.4768,8,-2.4276
ENSG00000100304,TTLL12,0,-4.6112,5,-2.1622,35,0.85106,31,0.62262,19,-0.1529,7,-1.6115,8,-1.3696,34,0.79551,36,0.97574,6,-1.8587,26,0.40661
ENSG00000186732,MPPED1,33,-1.9627,11,-3.5327,125,0.04637,112,-0.1262,59,-1.0868,153,0.36649,58,-1.1094,204,0.82867,143,0.28252,189,0.70388,174,0.63566
ENSG00000130540,SULT4A1,70,-1.6511,11,-4.3001,158,-0.4342,172,-0.3071,50,-2.1329,190,-0.1499,91,-1.2674,274,0.42244,340,0.87094,212,0.01519,408,1.23088
ENSG00000100347,SAMM50,135,1.58782,21,-1.3663,33,-0.6830,23,-1.2033,27,-0.9618,34,-0.6494,33,-0.6963,86,0.81755,50,-0.0671,70,0.48614,55,0.10178
ENSG00000188677,PARVB,73,1.13243,3,-3.5311,28,-0.4054,41,0.17742,24,-0.6484,22,-0.7499,40,0.14571,6,-2.5258,45,0.37834,64,0.91089,40,0.17264
ENSG00000138944,SHISAL1,7,-2.6436,11,-2.1057,50,0.18050,108,1.46549,50,0.17784,11,-2.0223,19,-1.2578,66,0.63059,56,0.40682,41,-0.1309,50,0.22571
ENSG00000188636,RTL6,22,-1.3501,26,-1.0855,112,1.17168,36,-0.6070,32,-0.7930,36,-0.6016,42,-0.3790,86,0.73172,66,0.34379,60,0.15567,59,0.15620
ENSG00000093000,NUP50,3,-4.2086,41,-0.3944,100,1.01864,19,-1.5122,30,-0.8404,81,0.67315,65,0.33244,26,-1.0782,68,0.42624,69,0.40506,59,0.19868
ENSG00000100364,KIAA0930,228,0.98083,233,1.01751,198,0.74875,90,-0.4885,104,-0.2666,62,-1.0472,87,-0.5409,67,-0.9296,112,-0.1728,148,0.27421,85,-0.6252
ENSG00000130638,ATXN10,83,-1.1398,104,-0.8075,247,0.53147,97,-0.9115,102,-0.8361,142,-0.3296,103,-0.8191,226,0.38897,199,0.21142,209,0.26431,290,0.89771
ENSG00000100416,TRMU,70,1.86705,16,-0.5022,1,-4.2849,24,0.11041,4,-2.3526,20,-0.1750,1,-4.3196,23,-0.0130,24,0.09992,32,0.53615,28,0.35238
ENSG00000075240,GRAMD4,0,-4.4683,3,-2.5709,31,0.77839,11,-0.7602,14,-0.3749,28,0.64512,23,0.34892,0,-6.2479,23,0.39129,28,0.64935,28,0.71292
ENSG00000100422,CERK,120,0.53849,16,-2.4644,11,-3.0684,102,0.27824,74,-0.2292,76,-0.1847,41,-1.1319,304,2.16667,76,-0.1926,46,-0.9351,85,-0.0101
ENSG00000054611,TBC1D22A,28,0.57879,23,0.23894,14,-0.5252,20,0.06120,18,-0.1286,11,-0.8448,18,-0.1412,9,-1.1231,39,1.30240,12,-0.6858,10,-0.9887
ENSG00000219438,TAFA5,1,-5.7136,56,-0.7194,27,-1.7949,156,0.88336,130,0.57491,59,-0.6352,89,-0.0106,96,0.09588,167,1.12425,11,-3.0456,106,0.27365
ENSG00000198355,PIM3,0,-4.5834,19,-0.0904,9,-1.1371,15,-0.4741,10,-0.9919,14,-0.5482,27,0.42939,17,-0.2172,22,0.17140,23,0.20502,41,1.31408
ENSG00000100427,MLC1,33,-0.9470,33,-0.9739,18,-1.8274,52,-0.2694,489,4.16355,11,-2.5247,52,-0.2860,6,-3.4326,31,-1.1180,36,-0.8365,9,-2.9150
ENSG00000073150,PANX2,19,-0.8963,4,-3.2319,0,-7.7221,66,1.03971,47,0.46912,16,-1.1605,26,-0.4396,85,1.46506,54,0.79005,29,-0.2888,26,-0.4935
ENSG00000073169,SELENOO,11,-1.1047,17,-0.4648,44,1.02004,22,-0.0864,19,-0.3034,8,-1.6383,28,0.29305,19,-0.2764,28,0.31508,26,0.17047,26,0.19079
ENSG00000128159,TUBGCP6,24,-0.2674,17,-0.8040,54,1.01034,18,-0.7186,30,0.07922,4,-2.7270,19,-0.6014,5,-2.5192,59,1.35206,33,0.25103,24,-0.2729
ENSG00000188130,MAPK12,0,-4.6142,1,-3.5871,0,-6.9919,18,-0.1969,23,0.13548,44,1.21397,12,-0.8486,26,0.33706,37,1.03586,24,0.20681,24,0.23903
ENSG00000185386,MAPK11,0,-4.8882,1,-4.6365,16,-0.7027,20,-0.3466,29,0.22521,25,0.00263,7,-1.8016,35,0.52960,56,1.51202,34,0.48924,23,-0.1488
ENSG00000196576,PLXNB2,87,1.79789,12,-1.3051,44,0.62864,14,-1.0641,76,1.55166,5,-2.4324,16,-0.9071,49,0.80246,26,-0.2312,14,-1.0634,7,-2.2503
ENSG00000205593,DENND6B,43,0.42684,3,-3.3745,17,-0.9531,29,-0.1708,41,0.34138,24,-0.4498,9,-1.8751,9,-1.8771,51,0.78819,63,1.03757,43,0.44743
ENSG00000100239,PPP6R2,29,-1.2295,38,-0.8115,113,0.89351,52,-0.3453,49,-0.4340,69,0.10370,66,0.02280,42,-0.6437,76,0.27084,100,0.70024,66,0.03045
ENSG00000100241,SBF1,28,-1.5131,70,-0.1406,59,-0.4052,153,1.11320,150,1.08605,39,-1.0145,46,-0.7635,65,-0.2487,104,0.52846,66,-0.2215,56,-0.5177
ENSG00000100258,LMF2,79,1.83069,29,0.17323,22,-0.2889,8,-1.7915,18,-0.5804,14,-0.9015,24,-0.1409,17,-0.6539,36,0.56935,20,-0.4344,19,-0.5350
ENSG00000025770,NCAPH2,67,1.12374,24,-0.5062,38,0.19879,9,-1.9582,16,-1.0621,11,-1.6452,24,-0.4891,35,0.07479,56,0.94214,30,-0.1821,33,0.00418
ENSG00000100288,CHKB,19,0.00871,8,-1.1472,0,-6.8409,22,0.29044,26,0.55019,10,-0.9288,19,0.04439,14,-0.4234,30,0.86041,18,-0.0300,22,0.28352
ENSG00000008735,MAPK8IP2,53,-2.4758,60,-2.2775,202,-0.4810,406,0.61245,117,-1.3043,208,-0.4363,169,-0.7527,397,0.57455,434,0.80847,461,0.81833,326,0.28326
ENSG00000100299,ARSA,27,0.39004,30,0.52883,4,-2.4406,12,-0.8965,34,0.74583,13,-0.7199,24,0.21380,34,0.76253,17,-0.3279,29,0.47347,17,-0.3708
ENSG00000251322,SHANK3,0,-5.2821,3,-3.4619,0,-7.5682,67,1.13860,110,2.02284,11,-1.6711,32,-0.0632,12,-1.5604,72,1.45369,22,-0.6415,15,-1.2306
ENSG00000079974,RABL2B,1,-4.4558,12,-1.0453,19,-0.3428,24,0.01928,15,-0.6817,12,-1.0128,28,0.26924,19,-0.3063,41,1.01569,28,0.28398,33,0.57835
ENSG00000182378,PLCXD1,40,1.14630,10,-0.9613,18,-0.1258,24,0.30703,21,0.08059,22,0.20866,9,-1.1875,1,-3.6542,35,1.01282,11,-0.7963,14,-0.4999
ENSG00000178605,GTPBP6,23,-0.7866,31,-0.3294,49,0.36135,49,0.34936,56,0.57895,17,-1.2306,12,-1.7760,20,-0.9840,61,0.79745,45,0.22990,41,0.07479
ENSG00000169100,SLC25A6,211,-0.7048,99,-1.8375,179,-0.9512,568,0.85191,521,0.70883,147,-1.2418,224,-0.6125,587,0.90812,460,0.56280,252,-0.4349,317,-0.0899
ENSG00000169093,ASMTL,68,0.42869,31,-0.8011,51,-0.0283,39,-0.4329,45,-0.2229,28,-0.9343,16,-1.7272,96,0.98122,58,0.19939,53,0.02499,66,0.41117
ENSG00000197976,AKAP17A,0,-4.4268,32,0.88293,30,0.77567,16,-0.1866,19,0.03911,15,-0.2582,30,0.80671,9,-1.0035,16,-0.2341,11,-0.7494,21,0.24830
ENSG00000214717,ZBED1,10,-1.2672,34,0.60105,11,-1.1616,19,-0.3441,24,0.02573,14,-0.8035,68,1.75926,15,-0.6688,29,0.34028,23,-0.0002,15,-0.7238
ENSG00000002586,CD99,445,3.48218,51,-0.4947,9,-2.9585,31,-1.2537,236,2.04796,8,-3.1887,82,0.22735,0,-8.1579,13,-2.6447,3,-4.3352,14,-2.5207
ENSG00000146938,NLGN4X,13,-2.0716,14,-1.9442,51,-0.0623,31,-0.7858,19,-1.5057,81,0.67665,57,0.11032,111,1.20311,74,0.59650,55,0.05109,53,0.00914
ENSG00000101846,STS,49,0.52440,7,-2.2855,31,-0.1965,24,-0.6045,17,-1.0995,50,0.54173,37,0.05895,28,-0.3697,40,0.20375,17,-1.0712,60,0.94323
ENSG00000101849,TBL1X,1,-4.1349,35,0.99364,10,-0.9426,36,1.02838,39,1.20454,14,-0.4594,37,1.08042,37,1.09141,5,-1.8547,13,-0.5132,5,-1.9742
ENSG00000146950,SHROOM2,0,-4.7535,6,-1.8450,0,-7.1308,18,-0.3306,14,-0.7769,16,-0.5623,21,-0.0908,64,1.69365,41,1.07061,12,-0.8922,31,0.52615
ENSG00000073464,CLCN4,31,-2.0230,150,0.35784,153,0.39671,61,-1.0182,15,-3.0766,133,0.17652,71,-0.7890,181,0.66552,104,-0.2350,167,0.53810,190,0.83322
ENSG00000004961,HCCS,0,-4.3294,13,-0.4075,21,0.31533,14,-0.2373,1,-3.6285,25,0.62620,18,0.09422,0,-6.1210,15,-0.2169,24,0.52489,37,1.44362
ENSG00000005302,MSL3,15,-2.4062,39,-1.0290,63,-0.3016,87,0.18518,28,-1.5133,137,0.92787,106,0.50216,122,0.72621,65,-0.2862,102,0.43825,86,0.19493
ENSG00000169933,FRMPD4,0,-6.6068,14,-2.6543,155,0.99316,61,-0.4735,26,-1.7235,185,1.29986,83,-0.0059,59,-0.5330,109,0.46174,93,0.17866,95,0.22041
ENSG00000101911,PRPS2,0,-4.8834,5,-2.3807,16,-0.6614,12,-1.0892,7,-1.9126,26,0.06950,11,-1.1716,3,-3.1093,46,1.11880,34,0.49818,59,1.61684
ENSG00000205542,TMSB4X,3716,0.79621,3234,0.56873,2701,0.28014,2535,0.17961,1358,-0.7829,1366,-0.7735,1202,-0.9669,1959,-0.2225,2334,0.05443,1921,-0.2531,2367,0.07827
ENSG00000196459,TRAPPC2,0,-4.4555,8,-1.1657,18,-0.0506,18,0.00042,9,-1.1313,27,0.61600,16,-0.1955,29,0.73582,24,0.41442,22,0.29970,22,0.28449
ENSG00000046651,OFD1,0,-5.7628,102,1.28140,125,1.64676,16,-1.5527,86,1.00192,37,-0.3568,134,1.77510,13,-1.9041,16,-1.6713,23,-1.0589,16,-1.6383
ENSG00000046653,GPM6B,716,-0.4977,3696,2.27683,1396,0.54954,481,-1.0990,2865,1.78374,728,-0.4706,667,-0.6053,227,-2.2103,311,-1.8347,547,-0.9061,450,-1.2708
ENSG00000130150,MOSPD2,0,-4.6681,155,3.85023,14,-0.6792,9,-1.3243,7,-1.6427,37,0.86284,23,0.14001,0,-6.4607,10,-1.1741,0,-5.8529,7,-1.7713
ENSG00000169249,ZRSR2,0,-4.8936,35,0.49721,18,-0.4900,29,0.23693,22,-0.2223,23,-0.1439,68,1.64365,56,1.28554,14,-0.9483,25,-0.0007,11,-1.2438
ENSG00000182287,AP1S2,0,-6.5833,71,-0.2211,16,-2.4211,58,-0.5245,227,1.69365,42,-1.0243,205,1.51030,138,0.83496,81,-0.0247,11,-2.9328,68,-0.3221
ENSG00000169895,SYAP1,101,0.47356,120,0.74999,81,0.12040,54,-0.5060,59,-0.3559,131,0.90061,123,0.79150,29,-1.4203,41,-0.9562,57,-0.4216,67,-0.1760
ENSG00000086712,TXLNG,0,-5.0367,52,1.01127,31,0.14667,23,-0.3171,33,0.28113,45,0.76097,62,1.30784,19,-0.5799,21,-0.4777,12,-1.2673,21,-0.4422
ENSG00000102054,RBBP7,124,0.62422,88,0.08928,53,-0.7000,41,-1.0713,75,-0.1716,80,-0.0689,109,0.42296,61,-0.4884,99,0.29594,81,-0.0434,88,0.08271
ENSG00000169891,REPS2,1,-6.3264,78,-0.2044,148,0.81377,100,0.17550,10,-3.1540,91,0.03139,49,-0.9229,107,0.29044,97,0.14023,98,0.15008,141,0.82643
ENSG00000008086,CDKL5,120,-0.7846,74,-1.5085,388,1.06143,121,-0.7753,58,-1.8795,418,1.18952,208,0.05442,179,-0.1765,216,0.11932,287,0.56517,164,-0.3352
ENSG00000131828,PDHA1,6,-3.5972,23,-1.6989,103,0.54019,70,-0.0766,44,-0.7678,83,0.19606,66,-0.1692,53,-0.4913,74,0.02683,70,-0.0792,143,1.22786
ENSG00000147010,SH3KBP1,17,-2.6732,183,0.87199,69,-0.6535,153,0.58207,54,-1.0278,172,0.77199,209,1.08850,98,-0.1309,84,-0.3909,46,-1.2617,106,-0.0083
ENSG00000173681,BCLAF3,61,1.07804,55,0.91444,6,-2.3994,31,-0.0024,22,-0.4949,52,0.82238,72,1.37375,28,-0.1411,9,-1.9686,31,0.01953,13,-1.3199
ENSG00000184368,MAP7D2,71,-1.9931,24,-3.5745,101,-1.4788,173,-0.6753,49,-2.5368,742,1.69634,281,0.07413,539,1.13292,257,-0.0724,242,-0.1571,375,0.59110
ENSG00000173674,EIF1AX,220,-0.2689,305,0.24501,220,-0.2651,233,-0.1776,161,-0.7388,412,0.72893,388,0.63129,233,-0.1787,209,-0.3726,259,-0.0119,273,0.07440
ENSG00000177189,RPS6KA3,0,-5.5259,8,-2.3290,9,-2.0972,19,-1.1198,43,0.14637,47,0.27149,48,0.31648,120,1.86540,33,-0.2733,80,1.15922,34,-0.2154
ENSG00000149970,CNKSR2,73,-1.9283,36,-2.9458,261,-0.0186,171,-0.6678,55,-2.3495,689,1.59227,479,0.96115,113,-1.2878,327,0.37275,368,0.52981,265,0.00812
ENSG00000012174,MBTPS2,5,-2.0929,21,0.03200,27,0.41951,8,-1.3373,15,-0.4928,10,-1.1363,22,0.06501,44,1.21613,20,-0.0942,13,-0.7486,33,0.81627
ENSG00000102172,SMS,88,0.02817,12,-2.9505,99,0.22139,95,0.15847,20,-2.1772,108,0.35436,66,-0.4071,74,-0.2417,64,-0.4905,176,1.15472,127,0.69124
ENSG00000123131,PRDX4,27,0.60779,34,0.96184,9,-1.0743,18,-0.0367,26,0.52571,5,-1.7450,15,-0.3208,15,-0.3563,15,-0.3389,12,-0.6138,24,0.47832
ENSG00000123130,ACOT9,14,-0.8346,0,-5.6369,20,-0.3098,16,-0.6975,18,-0.4897,12,-1.0501,53,1.21151,104,2.46518,14,-0.9674,20,-0.3476,20,-0.3656
ENSG00000130066,SAT1,1483,3.94777,47,-2.1690,75,-1.5036,84,-1.3350,275,0.48256,39,-2.4456,185,-0.1359,125,-0.7420,78,-1.5132,55,-1.9615,53,-2.1029
