Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000157045,NTAN1,11,-0.9140,7,-1.6180,13,-0.6277,22,0.17976,16,-0.3711,30,0.61633,25,0.36407,32,0.82309
ENSG00000085721,RRN3,45,1.12924,16,-0.4896,2,-3.0644,25,0.19425,21,-0.1139,16,-0.4678,34,0.69804,20,-0.1513
ENSG00000156968,MPV17L,0,-4.5261,20,0.34105,13,-0.3052,18,0.22133,17,0.11184,12,-0.4305,12,-0.4347,23,0.65099
ENSG00000166780,BMERB1,104,-1.0768,89,-1.2979,173,-0.3044,280,0.50419,246,0.33573,154,-0.4798,119,-0.8690,276,0.47409
ENSG00000166783,MARF1,230,-0.0332,197,-0.2708,104,-1.2385,212,-0.1731,284,0.41470,328,0.52957,165,-0.5403,234,-0.0037
ENSG00000133392,MYH11,8550,16.7619,0,-13.297,0,-12.072,0,-13.841,0,-13.328,0,-13.994,0,-13.948,0,-13.628
ENSG00000133393,FOPNL,4,-2.8136,18,-0.7424,22,-0.4005,34,0.28623,24,-0.3309,39,0.48370,23,-0.3104,51,1.03585
ENSG00000103489,XYLT1,15,-0.8572,7,-1.9834,31,0.21194,42,0.80018,28,0.06402,23,-0.2118,11,-1.2584,33,0.35699
ENSG00000134419,RPS15A,171,-0.6144,258,0.01415,238,-0.1098,92,-1.6219,245,-0.0910,341,0.45423,411,0.75820,371,0.65748
ENSG00000170540,ARL6IP1,114,-2.5357,242,-1.4302,443,-0.5201,787,0.41347,684,0.20436,684,0.15177,534,-0.2358,874,0.60374
ENSG00000157106,SMG1,182,1.12147,104,0.20639,85,-0.0980,127,0.59271,77,-0.3213,47,-1.0055,95,0.07188,52,-0.9030
ENSG00000167186,COQ7,15,-0.3609,27,0.51609,10,-1.0217,18,-0.1088,24,0.42199,15,-0.3987,19,-0.0597,18,-0.1336
ENSG00000103528,SYT17,0,-5.7856,20,-1.2554,6,-2.9870,62,0.53918,64,0.78335,38,-0.2732,59,0.42187,43,-0.0769
ENSG00000006007,GDE1,25,-1.9226,78,-0.2532,194,1.20707,81,-0.2176,98,0.13178,71,-0.3935,70,-0.4359,103,0.18626
ENSG00000103540,CCP110,77,-0.8906,381,1.69689,460,2.04946,103,-0.4881,116,-0.3472,53,-1.4431,48,-1.5955,51,-1.5735
ENSG00000103544,VPS35L,29,-0.3279,47,0.43852,95,1.60127,25,-0.5649,32,-0.2252,18,-1.0538,37,0.03626,31,-0.2550
ENSG00000103550,KNOP1,356,1.13448,1042,3.31236,89,-1.0442,133,-0.4740,78,-1.4929,109,-0.7438,52,-1.8418,36,-2.4892
ENSG00000167191,GPRC5B,58,-2.6748,825,1.42085,1264,2.21843,161,-1.2396,86,-2.4261,218,-0.7189,773,1.30755,357,0.04765
ENSG00000066654,THUMPD1,75,0.08557,43,-0.7602,138,1.06797,78,0.15486,85,0.39153,41,-0.8541,49,-0.5786,41,-0.8857
ENSG00000102897,LYRM1,27,-0.4911,36,-0.0808,48,0.37567,32,-0.2534,39,0.07759,26,-0.5758,45,0.27132,43,0.24711
ENSG00000103316,CRYM,3,-4.5597,8,-3.2821,21,-1.9446,110,0.63750,130,1.29540,47,-0.7462,23,-1.8074,77,0.00171
ENSG00000197006,METTL9,20,-2.3579,36,-1.5390,86,-0.2241,81,-0.3453,123,0.46260,93,-0.1041,111,0.17228,147,0.68928
ENSG00000140740,UQCRC2,3,-4.7107,28,-1.8174,129,0.51183,122,0.47586,100,0.14508,46,-1.0698,126,0.48506,117,0.40049
ENSG00000185716,MOSMO,63,-0.5522,72,-0.3408,52,-0.8441,117,0.45774,122,0.68438,66,-0.4708,58,-0.6671,68,-0.4552
ENSG00000103319,EEF2K,14,-0.3626,3,-2.7194,12,-0.6245,25,0.56935,22,0.42873,11,-0.7319,21,0.18720,18,0.00323
ENSG00000243716,NPIPB5,33,0.04027,40,0.35526,43,0.45079,67,1.37504,25,-0.4704,9,-1.8670,36,0.17960,10,-1.7709
ENSG00000122254,HS3ST2,0,-6.1189,4,-2.5949,51,1.30684,60,1.87578,0,-8.5053,34,0.64693,0,-9.1279,44,1.21812
ENSG00000103404,USP31,0,-5.8003,30,0.79889,28,0.64968,16,-0.1792,20,0.15783,32,0.87322,11,-0.7289,12,-0.6147
ENSG00000168434,COG7,34,0.70807,20,-0.1460,15,-0.5217,36,0.88771,21,-0.1037,6,-1.8886,29,0.45810,12,-0.9460
ENSG00000103365,GGA2,1,-4.0063,2,-3.1199,6,-1.9078,39,0.89442,24,0.00203,19,-0.3547,34,0.54820,36,0.74237
ENSG00000103353,UBFD1,51,0.01456,28,-0.8888,87,0.86648,50,-0.0301,58,0.28238,20,-1.3793,35,-0.5436,53,0.06992
ENSG00000004779,NDUFAB1,35,-1.3289,47,-0.9083,46,-0.9207,67,-0.3965,119,0.77115,58,-0.5741,95,0.18269,105,0.37783
ENSG00000166847,DCTN5,95,-0.6812,85,-0.8582,46,-1.7628,162,0.15218,198,0.64733,139,-0.1068,132,-0.1848,158,0.11013
ENSG00000166501,PRKCB,257,-2.2936,492,-1.3382,1092,-0.1289,1707,0.64460,1531,0.56628,1227,0.05232,728,-0.7509,1046,-0.2126
ENSG00000006116,CACNG3,35,-1.5407,11,-3.1850,106,0.14061,118,0.34534,134,0.73728,59,-0.7464,37,-1.4581,119,0.35761
ENSG00000122257,RBBP6,437,0.99749,405,0.86805,248,0.08138,365,0.78116,196,-0.3636,127,-0.9377,167,-0.5334,81,-1.6892
ENSG00000090905,TNRC6A,471,1.17390,367,0.75455,260,0.20347,351,0.76277,159,-0.7056,147,-0.6754,159,-0.5631,116,-1.1034
ENSG00000205629,LCMT1,9,-2.2223,11,-1.9539,32,-0.3447,32,-0.3904,60,0.92598,26,-0.6450,35,-0.2208,53,0.48505
ENSG00000182601,HS3ST4,0,-6.4367,30,0.05507,138,2.80387,26,-0.1260,7,-2.2900,45,0.70363,11,-1.3511,32,0.21489
ENSG00000169189,NSMCE1,54,0.79193,34,0.05426,75,1.36095,20,-0.7772,16,-1.3429,27,-0.2699,54,0.79184,39,0.29365
ENSG00000077235,GTF3C1,168,0.78210,105,0.03659,69,-0.6207,180,1.00827,90,-0.2654,124,0.29172,38,-1.5010,57,-0.9575
ENSG00000169180,XPO6,30,-0.8011,40,-0.3719,22,-1.2758,76,0.70792,46,-0.2183,65,0.37814,38,-0.4499,66,0.45910
ENSG00000188322,SBK1,16,-1.2016,14,-1.3836,34,-0.0439,37,0.08326,39,0.23363,41,0.22966,25,-0.5460,49,0.56153
ENSG00000176046,NUPR1,278,3.29458,109,1.37182,51,0.12813,3,-3.8763,6,-3.2616,45,-0.0700,61,0.41179,18,-1.5252
ENSG00000196502,SULT1A1,0,-6.6454,19,-0.7950,29,-0.2248,34,0.04054,36,0.18869,40,0.29373,32,-0.0611,49,0.68640
ENSG00000168488,ATXN2L,35,-0.1931,28,-0.5350,26,-0.6604,58,0.65927,49,0.41352,21,-0.9590,33,-0.2962,33,-0.3086
ENSG00000178952,TUFM,77,-0.7273,103,-0.2727,140,0.19917,93,-0.4587,124,0.01030,94,-0.4103,189,0.68053,158,0.43542
ENSG00000178188,SH2B1,20,-1.0424,20,-1.0628,33,-0.3075,40,-0.0129,47,0.33382,24,-0.7857,36,-0.1573,61,0.73499
ENSG00000176953,NFATC2IP,143,1.30052,56,-0.2040,65,0.01566,82,0.41948,56,-0.2695,54,-0.2594,47,-0.4968,41,-0.7314
ENSG00000169682,SPNS1,7,-1.3857,23,0.43320,33,1.01116,17,-0.0658,12,-0.7749,21,0.24052,32,0.92895,16,-0.1190
ENSG00000103485,QPRT,20,0.14966,40,1.26054,14,-0.4005,21,0.21551,3,-2.6711,29,0.72412,35,1.03256,22,0.30464
ENSG00000079616,KIF22,20,-0.4675,17,-0.6973,12,-1.2011,28,-0.0087,22,-0.4309,24,-0.2288,28,-0.0048,57,1.34027
ENSG00000103495,MAZ,49,-0.6116,48,-0.6603,67,-0.1363,62,-0.2991,62,-0.3488,127,0.86542,63,-0.2340,116,0.81465
ENSG00000167371,PRRT2,62,-1.7842,96,-1.1370,304,0.64716,366,1.08188,183,-0.2047,221,0.14077,97,-1.1218,193,-0.0751
ENSG00000280789,PAGR1,65,1.14209,46,0.57880,46,0.57230,47,0.68158,15,-1.4053,37,0.21825,25,-0.3509,22,-0.6390
ENSG00000103502,CDIPT,38,-0.7285,51,-0.2743,62,0.01504,81,0.49405,52,-0.3288,53,-0.2103,45,-0.4792,88,0.64318
ENSG00000174938,SEZ6L2,32,-3.5305,84,-2.1144,396,0.22067,636,1.12799,389,0.26411,211,-0.7518,152,-1.2423,384,0.19121
ENSG00000174939,ASPHD1,9,-3.8736,225,0.90192,104,-0.3255,74,-0.8937,130,0.03229,269,1.20800,117,-0.1339,136,0.10565
ENSG00000174943,KCTD13,0,-6.4821,12,-1.2717,30,0.04911,36,0.34163,35,0.34878,32,0.11335,16,-0.9508,41,0.57934
ENSG00000149932,TMEM219,65,-0.9580,200,0.78485,154,0.35388,107,-0.2209,99,-0.4239,149,0.30195,114,-0.1105,150,0.35300
ENSG00000149930,TAOK2,0,-6.8610,32,-0.3267,20,-1.0469,38,-0.0356,39,-0.0200,61,0.68603,33,-0.2447,66,0.94202
ENSG00000149929,HIRIP3,54,0.29031,79,0.91327,89,1.09939,54,0.33294,30,-0.7684,37,-0.2971,27,-0.7457,34,-0.4670
ENSG00000169592,INO80E,9,-1.6046,30,0.18231,12,-1.1880,39,0.67987,22,-0.3908,38,0.53502,27,-0.0107,33,0.35617
ENSG00000149927,DOC2A,69,-0.8335,8,-4.0143,40,-1.6394,171,0.63006,150,0.49391,112,-0.1053,75,-0.7167,156,0.45437
ENSG00000149926,TLCD3B,2,-2.9927,1,-3.8980,22,0.00422,30,0.55925,24,0.19683,36,0.79818,21,-0.0516,22,0.03653
ENSG00000149925,ALDOA,7,-1.3425,2,-2.7421,0,-6.8003,5,-1.8470,24,0.79389,7,-1.2754,51,1.84643,23,0.53024
ENSG00000149923,PPP4C,18,-0.7073,25,-0.1887,25,-0.1867,39,0.56040,30,0.11357,28,-0.0064,15,-0.9168,30,0.06779
ENSG00000090238,YPEL3,30,-2.6657,107,-0.7758,157,-0.1888,189,0.10185,175,-0.0380,206,0.23321,127,-0.5167,304,0.97198
ENSG00000102882,MAPK3,41,-1.4243,64,-0.7635,118,0.18129,97,-0.1290,109,0.08148,154,0.60999,130,0.33314,114,0.13582
ENSG00000102879,CORO1A,1,-4.8090,2,-3.7008,11,-1.6325,27,-0.3912,66,1.67098,15,-1.2024,13,-1.3933,43,0.37764
ENSG00000169217,CD2BP2,84,0.95337,35,-0.4291,81,0.89511,37,-0.3768,45,-0.0566,28,-0.7735,26,-0.8524,47,0.02126
ENSG00000169221,TBC1D10B,46,-0.4612,135,1.26632,31,-1.0678,87,0.58723,56,-0.1887,77,0.33636,22,-1.5331,48,-0.4228
ENSG00000180035,ZNF48,16,-0.2055,11,-0.7883,0,-6.9680,14,-0.4602,27,0.84715,16,-0.2113,17,-0.1086,23,0.32960
ENSG00000179965,ZNF771,41,0.30438,16,-1.0922,1,-4.7133,18,-1.0357,38,0.22509,43,0.35844,57,0.83405,48,0.60556
ENSG00000179958,DCTPP1,33,0.74652,9,-1.1379,22,0.13142,12,-0.8522,14,-0.6761,11,-0.9111,24,0.23981,42,1.34586
ENSG00000179918,SEPHS2,25,-0.3259,15,-1.1273,29,-0.1193,19,-0.7846,40,0.55954,13,-1.2542,46,0.59884,39,0.39179
ENSG00000229809,ZNF688,18,-0.0788,23,0.32733,11,-0.7995,9,-1.1154,15,-0.3815,23,0.30312,24,0.36359,33,0.98507
ENSG00000156858,PRR14,52,1.39340,10,-1.1783,31,0.52528,19,-0.1980,17,-0.4800,8,-1.4694,21,-0.0682,28,0.42760
ENSG00000156860,FBRS,0,-5.8757,20,0.07862,63,1.98190,19,-0.0430,16,-0.3329,24,0.36623,18,-0.1065,11,-0.8715
ENSG00000080603,SRCAP,44,0.25191,48,0.36625,37,-0.0129,39,0.03251,38,0.02300,42,0.17170,30,-0.3742,30,-0.3836
ENSG00000156873,PHKG2,0,-5.9828,26,0.32746,12,-0.8330,21,-0.0015,26,0.47389,26,0.34467,21,0.03925,20,-0.0502
ENSG00000103549,RNF40,58,0.06700,44,-0.3653,69,0.32788,64,0.23065,46,-0.3692,47,-0.2499,42,-0.4350,76,0.53830
ENSG00000102870,ZNF629,25,0.23907,33,0.71245,36,0.81212,23,0.16282,17,-0.3819,19,-0.1434,25,0.27305,10,-1.1119
ENSG00000099385,BCL7C,146,1.95987,95,1.18515,77,0.83011,21,-1.2531,23,-1.2703,33,-0.4729,46,0.00541,31,-0.6084
ENSG00000099364,FBXL19,19,-0.9521,16,-1.1980,24,-0.5629,50,0.60863,34,-0.0809,74,1.17882,27,-0.3916,32,-0.1729
ENSG00000099381,SETD1A,8,-0.9127,22,0.57241,10,-0.5289,13,-0.1859,9,-0.9862,15,0.02388,13,-0.2105,32,1.41437
ENSG00000099365,STX1B,58,-1.8006,54,-1.9198,176,-0.1425,295,0.76164,198,0.05999,207,0.11418,147,-0.4152,240,0.37776
ENSG00000103496,STX4,52,0.59731,44,0.34910,38,0.10557,40,0.18678,26,-0.6217,27,-0.4285,30,-0.2578,44,0.37466
ENSG00000167397,VKORC1,56,0.77506,38,0.17185,40,0.24183,26,-0.4653,25,-0.6172,34,-0.0072,22,-0.6737,52,0.73606
ENSG00000103507,BCKDK,10,-1.0617,20,-0.1136,18,-0.2598,16,-0.4768,19,-0.2714,22,0.05765,20,-0.1277,41,1.16549
ENSG00000103510,KAT8,15,-1.5521,42,0.01297,27,-0.6829,43,0.03509,41,-0.0713,43,0.03723,38,-0.1622,67,0.82071
ENSG00000089280,FUS,193,0.39443,159,0.08576,161,0.10996,173,0.23934,150,-0.0129,92,-0.7476,143,-0.0816,132,-0.2233
ENSG00000140691,ARMC5,31,0.67261,11,-0.8486,66,1.99259,24,0.29647,13,-0.8181,9,-1.1543,10,-0.9552,17,-0.3045
ENSG00000140688,C16orf58,32,0.27047,10,-1.5046,40,0.61846,24,-0.2092,28,0.05878,18,-0.5961,29,0.11248,31,0.26670
ENSG00000197302,ZNF720,32,0.29561,10,-1.3642,36,0.48225,33,0.38677,29,0.18760,12,-1.2199,28,0.10759,22,-0.3279
ENSG00000069329,VPS35,119,-0.9066,79,-1.5228,182,-0.2676,251,0.26037,302,0.76161,124,-0.8511,152,-0.5402,221,0.04134
ENSG00000155330,C16orf87,28,-0.2707,15,-1.2022,14,-1.2921,33,-0.0056,50,0.94919,15,-1.1707,47,0.55871,23,-0.5964
ENSG00000166123,GPT2,5,-3.5999,94,0.59081,47,-0.5032,60,-0.1286,34,-1.2002,68,0.06603,185,1.74629,94,0.65635
ENSG00000069345,DNAJA2,60,-1.3190,48,-1.6510,116,-0.3302,149,0.05415,199,0.73670,69,-1.1091,133,-0.1198,175,0.33884
ENSG00000171208,NETO2,14,-1.3653,1,-4.4077,45,0.36378,46,0.43169,55,1.00362,20,-0.8623,28,-0.4006,22,-0.7666
ENSG00000129636,ITFG1,13,-3.6865,38,-2.0956,175,0.18042,257,0.90582,166,0.13049,105,-0.6052,91,-0.8257,213,0.54739
ENSG00000102893,PHKB,68,0.15335,32,-0.9780,95,0.68719,70,0.21270,62,0.00110,40,-0.6374,63,0.04596,58,-0.1082
ENSG00000102910,LONP2,130,0.00810,141,0.12881,199,0.68727,120,-0.1227,135,0.08692,61,-1.1365,174,0.46753,99,-0.4530
ENSG00000196470,SIAH1,24,0.10804,16,-0.5673,9,-1.4072,22,-0.0331,25,0.22117,24,0.07572,18,-0.3358,30,0.45095
ENSG00000102921,N4BP1,78,0.63682,43,-0.2779,58,0.16825,63,0.33577,62,0.39330,41,-0.3762,36,-0.5626,22,-1.3542
ENSG00000102935,ZNF423,37,1.18670,27,0.67634,14,-0.3351,8,-1.1523,5,-2.1882,30,0.83478,56,1.89774,15,-0.2798
ENSG00000121274,TENT4B,34,-0.3890,32,-0.4983,66,0.61721,48,0.12113,53,0.36868,49,0.15179,24,-0.9260,33,-0.4894
ENSG00000166164,BRD7,237,0.70542,340,1.31142,149,-0.0324,116,-0.4512,154,0.02376,137,-0.1621,136,-0.1727,66,-1.3423
ENSG00000083799,CYLD,109,0.20652,76,-0.3455,111,0.22869,93,-0.0447,139,0.85824,45,-1.1382,56,-0.8081,52,-0.9910
ENSG00000103449,SALL1,0,-6.3279,54,1.14181,126,2.76488,9,-1.6510,8,-2.0678,20,-0.3919,64,1.45229,15,-0.9491
ENSG00000177200,CHD9,569,1.35946,345,0.52192,239,-0.0593,357,0.64316,203,-0.4061,131,-0.9805,248,-0.0017,86,-1.6926
ENSG00000103479,RBL2,93,0.74674,104,0.91908,76,0.40901,66,0.20308,45,-0.5064,61,0.07698,69,0.26999,22,-1.5602
ENSG00000166971,AKTIP,2,-4.9949,37,-0.8374,121,1.01512,60,-0.1227,57,-0.2378,60,-0.0978,70,0.13527,99,0.76285
ENSG00000103494,RPGRIP1L,66,1.25484,6,-2.3808,9,-1.7950,46,0.74854,43,0.79256,7,-2.1183,21,-0.5168,10,-1.7264
ENSG00000140718,FTO,7,-2.8374,35,-0.5389,46,-0.1051,43,-0.2501,58,0.33684,43,-0.2064,67,0.47193,64,0.45256
ENSG00000087258,GNAO1,82,-2.7132,250,-1.0844,434,-0.2462,714,0.60050,608,0.38920,445,-0.2051,350,-0.5731,593,0.26704
ENSG00000159461,AMFR,61,-0.7109,78,-0.3553,173,0.91213,84,-0.2433,93,-0.0947,64,-0.6463,110,0.18837,121,0.37259
ENSG00000167005,NUDT21,42,-1.6568,65,-1.0305,148,0.23131,178,0.59275,138,0.17586,67,-0.9844,78,-0.7415,173,0.53590
ENSG00000087263,OGFOD1,64,0.65696,44,0.04420,59,0.50534,32,-0.4667,53,0.47807,38,-0.1860,23,-0.9381,25,-0.8712
ENSG00000125124,BBS2,19,-1.5247,19,-1.5222,41,-0.3791,46,-0.2301,43,-0.4008,20,-1.4566,137,1.59316,91,1.00254
ENSG00000087250,MT3,222,-4.0150,2110,-0.7058,1353,-1.3729,1478,-1.3150,3388,0.02975,3899,0.24365,8762,1.60100,5282,0.82245
ENSG00000125148,MT2A,189,-1.4241,367,-0.4224,330,-0.5835,143,-1.9191,460,-0.0985,440,-0.1421,1580,2.01301,620,0.43726
ENSG00000169715,MT1E,49,-2.6432,129,-1.2225,145,-1.0413,74,-2.1362,261,-0.1968,233,-0.3288,1166,2.43887,413,0.64075
ENSG00000205364,MT1M,8,-3.5516,71,-0.4249,54,-0.8322,32,-1.6896,82,-0.2606,90,-0.0538,330,2.15862,134,0.63632
ENSG00000198417,MT1F,7,-3.5367,71,-0.1016,42,-0.8938,31,-1.4342,77,0.04136,73,-0.0532,258,2.09169,81,0.11552
ENSG00000125144,MT1G,33,-1.8806,40,-1.6116,63,-0.9433,26,-2.3645,114,-0.0527,99,-0.2642,476,2.44035,152,0.45398
ENSG00000187193,MT1X,17,-1.9700,84,0.39284,80,0.31016,25,-1.5362,41,-0.8912,28,-1.2766,218,2.02635,106,0.85839
ENSG00000102900,NUP93,16,-0.6793,18,-0.5229,37,0.58542,23,-0.1872,28,0.24622,15,-0.7790,32,0.36031,26,0.05355
ENSG00000051108,HERPUD1,120,1.22986,15,-1.9573,45,-0.3377,40,-0.5786,66,0.34338,34,-0.7638,38,-0.5918,68,0.32361
ENSG00000172775,FAM192A,178,0.34649,248,0.89217,167,0.25328,131,-0.1469,132,-0.1599,158,0.16562,125,-0.2081,94,-0.6868
ENSG00000159579,RSPRY1,18,-0.3434,27,0.31524,24,0.13622,20,-0.1800,28,0.46564,18,-0.3450,24,0.12446,14,-0.7582
ENSG00000102931,ARL2BP,28,-1.1136,28,-1.1103,89,0.64166,85,0.63009,49,-0.3759,51,-0.2258,46,-0.3881,81,0.54456
ENSG00000102934,PLLP,33,-1.4934,315,2.15684,599,3.66596,17,-2.5842,9,-3.6751,44,-1.0551,31,-1.6008,33,-1.5636
ENSG00000006210,CX3CL1,194,0.73733,7,-4.1923,125,0.03484,200,0.87871,99,-0.4266,75,-0.7462,35,-1.8620,180,0.68376
ENSG00000005194,CIAPIN1,15,-0.8544,16,-0.7250,34,0.37481,39,0.67858,29,0.15542,24,-0.1900,13,-1.0241,25,-0.0834
ENSG00000088682,COQ9,7,-1.9735,12,-1.2469,32,0.21678,33,0.29359,22,-0.5095,22,-0.3932,47,0.80083,46,0.87763
ENSG00000102978,POLR2C,46,0.14697,25,-0.7687,64,0.64701,58,0.55416,37,-0.2719,14,-1.6517,39,-0.1079,48,0.23315
ENSG00000205336,ADGRG1,32,-1.7478,71,-0.5661,130,0.36568,94,-0.1468,42,-1.6066,83,-0.3318,358,2.12290,153,0.70577
ENSG00000140854,KATNB1,6,-1.6728,4,-2.0998,26,0.54243,11,-0.7792,26,0.76220,17,-0.1707,11,-0.7318,25,0.50328
ENSG00000140859,KIFC3,0,-4.8275,5,-2.0613,8,-1.4867,26,0.26730,28,0.53314,22,0.02774,31,0.55978,27,0.36725
ENSG00000103005,USB1,9,-1.5887,10,-1.4726,12,-1.2030,48,0.95396,19,-0.7046,55,1.09181,22,-0.3762,41,0.65904
ENSG00000070761,CFAP20,7,-2.0341,35,0.23464,20,-0.6270,34,0.18823,29,-0.0677,25,-0.2992,30,-0.0243,46,0.72454
ENSG00000070770,CSNK2A2,11,-1.7189,8,-2.1147,58,0.75498,41,0.19739,43,0.37496,27,-0.4246,33,-0.1300,39,0.12828
ENSG00000103021,CCDC113,5,-1.8773,23,0.29605,22,0.25596,12,-0.6793,22,0.38558,24,0.40325,17,-0.1473,19,0.02322
ENSG00000103034,NDRG4,57,-2.7741,125,-1.6296,274,-0.4539,624,0.95643,308,-0.3595,362,-0.0243,269,-0.4827,608,0.90728
ENSG00000125107,CNOT1,39,-0.3924,31,-0.7200,66,0.43230,45,-0.1913,54,0.16869,51,0.03797,36,-0.4942,61,0.32868
ENSG00000103042,SLC38A7,20,0.11111,9,-1.0277,9,-1.1122,35,1.12343,17,-0.1946,21,0.12127,14,-0.4781,17,-0.1831
ENSG00000125166,GOT2,33,-1.5521,21,-2.1923,69,-0.4436,103,0.19061,129,0.77817,41,-1.2107,77,-0.2773,116,0.39794
ENSG00000150394,CDH8,9,-2.7702,19,-1.6897,3,-4.1979,106,1.09744,85,0.90007,45,-0.3832,19,-1.6315,52,-0.1772
ENSG00000140937,CDH11,199,2.25779,39,-0.4914,116,1.25963,36,-0.6330,34,-0.8613,23,-1.2550,63,0.26712,23,-1.3551
ENSG00000166548,TK2,130,1.06457,89,0.43949,34,-1.0182,57,-0.2770,63,-0.1399,61,-0.1429,49,-0.4917,73,0.13575
ENSG00000183723,CMTM4,43,-1.1947,76,-0.3513,73,-0.4170,104,0.14848,100,0.10567,99,0.05870,88,-0.1271,126,0.48467
ENSG00000135720,DYNC1LI2,269,-0.1225,891,1.88797,486,0.82408,176,-0.8193,237,-0.4029,254,-0.2108,146,-1.0502,215,-0.5020
ENSG00000159593,NAE1,19,-1.1347,29,-0.5300,28,-0.5699,51,0.38560,45,0.20494,34,-0.2608,37,-0.1293,50,0.36009
ENSG00000172840,PDP2,58,0.51324,31,-0.4831,62,0.61153,38,-0.1619,48,0.27916,34,-0.3306,29,-0.5533,32,-0.4362
ENSG00000166595,CIAO2B,15,-2.3118,57,-0.4084,76,0.05170,38,-1.0598,76,0.05498,80,0.11812,93,0.35662,130,1.02057
ENSG00000172831,CES2,123,1.31724,64,0.22995,37,-0.5990,56,0.04697,33,-0.9772,84,0.67215,78,0.54474,42,-0.4293
ENSG00000172824,CES4A,0,-5.8309,21,0.07702,68,2.10940,39,1.28244,12,-0.8770,5,-1.8416,5,-2.0235,14,-0.5722
ENSG00000125149,C16orf70,12,-0.8777,20,-0.1007,22,0.05643,27,0.42621,27,0.51308,15,-0.5185,11,-0.9774,17,-0.3514
ENSG00000196123,KIAA0895L,25,-0.2909,25,-0.2427,19,-0.6590,45,0.70982,28,-0.1285,34,0.20188,18,-0.7777,33,0.15372
ENSG00000205250,E2F4,6,-1.6737,13,-0.7131,53,1.56246,25,0.37296,15,-0.5257,13,-0.6836,15,-0.4830,26,0.42849
ENSG00000168701,TMEM208,9,-1.8164,24,-0.4318,32,0.02987,16,-1.1203,36,0.27334,23,-0.5073,54,0.83397,48,0.70768
ENSG00000159713,TPPP3,0,-6.9037,237,2.58013,157,1.76060,16,-1.8955,14,-2.3762,48,-0.2098,106,1.07605,37,-0.6408
ENSG00000159720,ATP6V0D1,89,-0.8728,81,-0.9993,247,0.72437,207,0.48164,131,-0.3678,136,-0.2201,98,-0.7230,227,0.64984
ENSG00000039523,RIPOR1,74,0.05963,15,-2.2890,85,0.27928,103,0.65382,61,-0.3206,78,0.13522,40,-0.8858,93,0.45572
ENSG00000102974,CTCF,101,0.41506,79,0.03364,109,0.53745,57,-0.4894,98,0.52373,72,-0.1056,66,-0.2360,35,-1.2498
ENSG00000159753,CARMIL2,11,-1.9159,6,-2.8348,24,-0.7687,42,0.08888,44,0.22413,39,-0.0537,36,-0.1782,71,1.05022
ENSG00000102977,ACD,28,0.71449,10,-0.8126,6,-1.5163,24,0.54416,15,-0.2445,10,-0.8720,13,-0.4544,25,0.65744
ENSG00000102981,PARD6A,9,-1.4387,8,-1.6213,12,-1.0891,27,0.17394,21,-0.2451,26,0.12537,29,0.28755,46,1.15038
ENSG00000141098,GFOD2,22,-0.1788,12,-1.0545,13,-0.9801,25,0.03757,37,0.93456,24,-0.0712,17,-0.5466,17,-0.5822
ENSG00000102901,CENPT,47,1.21042,19,-0.2688,10,-1.1259,40,1.07137,13,-0.9557,15,-0.6144,18,-0.2856,23,0.04964
ENSG00000168286,THAP11,21,-0.2956,17,-0.6344,21,-0.3088,27,0.10338,25,-0.0434,18,-0.4752,37,0.59501,31,0.36157
ENSG00000102898,NUTF2,75,0.22442,57,-0.1946,137,1.21210,64,-0.0112,51,-0.4836,49,-0.4452,49,-0.4372,73,0.19140
ENSG00000038358,EDC4,42,-0.4257,50,-0.1684,122,1.26879,78,0.57269,42,-0.5791,54,-0.0626,25,-1.2056,56,0.00649
ENSG00000205220,PSMB10,27,-1.3032,41,-0.6479,26,-1.3460,39,-0.7697,62,-0.0450,107,0.84670,79,0.34457,108,0.96263
ENSG00000132600,PRMT7,3,-2.5986,22,0.06756,19,-0.1897,25,0.28447,29,0.63682,16,-0.4602,20,-0.1156,17,-0.4214
ENSG00000103056,SMPD3,0,-5.9759,3,-2.6350,13,-0.6486,43,1.33435,19,-0.1936,16,-0.4191,15,-0.4856,30,0.68277
ENSG00000184939,ZFP90,28,-0.2796,36,0.11502,21,-0.7091,34,0.04995,31,-0.1479,34,0.04002,32,-0.0761,45,0.52714
ENSG00000141076,UTP4,0,-5.9436,5,-1.8960,19,-0.0898,20,-0.0240,27,0.63217,16,-0.3002,9,-1.1692,32,0.83924
ENSG00000168807,SNTB2,83,0.45346,27,-1.2398,58,-0.0924,80,0.44521,84,0.66432,32,-0.9786,47,-0.4373,32,-1.0493
ENSG00000132612,VPS4A,53,-0.9896,50,-1.0718,197,1.07266,134,0.48603,82,-0.4158,127,0.35396,78,-0.4027,108,0.11011
ENSG00000213380,COG8,4,-2.0694,33,1.04386,50,1.75316,18,0.08891,10,-0.9712,31,0.92458,6,-1.4289,11,-0.6919
