Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000141127,PRPSAP2,36,-0.0564,34,-0.1527,32,-0.2527,33,-0.2421,47,0.40495,56,0.69231
ENSG00000072134,EPN2,66,0.35604,43,-0.3746,49,-0.1439,34,-0.8294,92,0.89752,87,0.81504
ENSG00000108641,B9D1,19,-0.9106,56,0.94570,30,-0.2655,31,-0.1975,48,0.53808,12,-1.5714
ENSG00000128482,RNF112,11,-1.7926,32,-0.2741,28,-0.5008,46,0.43429,72,1.07291,35,-0.1456
ENSG00000072210,ALDH3A2,64,-0.0300,57,-0.2465,62,-0.0973,70,0.14785,68,0.06868,73,0.18387
ENSG00000083290,ULK2,64,0.26791,57,0.08587,51,-0.0892,42,-0.5040,62,0.21808,73,0.49645
ENSG00000108599,AKAP10,25,-0.5215,30,-0.2431,36,0.09382,39,0.26154,44,0.38551,26,-0.4130
ENSG00000128487,SPECC1,178,0.56283,169,0.54171,99,-0.4243,92,-0.6145,104,-0.3057,169,0.47746
ENSG00000124422,USP22,120,-0.9021,196,-0.1640,276,0.46502,199,-0.1593,285,0.46073,204,-0.0829
ENSG00000109016,DHRS7B,17,-0.4978,17,-0.5462,24,0.01493,28,0.36069,28,0.26068,25,0.10552
ENSG00000178307,TMEM11,17,0.03448,8,-1.2040,15,-0.1210,21,0.50056,18,0.14564,21,0.37699
ENSG00000184185,KCNJ12,7,-0.3646,12,0.42302,13,0.56303,6,-0.8201,12,0.39820,7,-0.4186
ENSG00000212719,LINC02693,17,-1.3767,63,0.82924,38,-0.1568,39,-0.1034,43,0.07794,32,-0.3912
ENSG00000256618,MTRNR2L1,2641,0.84563,2150,0.57249,2071,0.49898,741,-1.3948,848,-0.9759,1711,0.12188
ENSG00000109046,WSB1,90,0.32083,54,-0.5484,48,-0.7327,51,-0.6911,134,1.00127,155,1.25561
ENSG00000141068,KSR1,12,-0.4112,10,-0.8208,18,0.18037,15,-0.1560,26,0.76912,23,0.56476
ENSG00000232859,LYRM9,42,-0.2371,67,0.56775,44,-0.1804,41,-0.3447,49,-0.0143,55,0.17294
ENSG00000087095,NLK,67,-1.3645,181,0.18365,180,0.17603,175,0.14576,231,0.56494,89,-0.9483
ENSG00000109084,TMEM97,20,0.05221,13,-0.6998,20,0.02686,26,0.66811,16,-0.2987,14,-0.5103
ENSG00000109083,IFT20,37,-0.0537,52,0.56583,34,-0.2272,32,-0.3466,40,0.05166,39,0.02968
ENSG00000109079,TNFAIP1,26,-0.8122,36,-0.3542,53,0.33359,46,0.06612,39,-0.1862,62,0.53495
ENSG00000004142,POLDIP2,62,0.00228,59,-0.0960,68,0.16721,59,-0.0976,59,-0.0696,68,0.14451
ENSG00000244045,TMEM199,22,-0.2041,20,-0.3908,23,-0.1016,28,0.21058,27,0.11125,31,0.35274
ENSG00000004139,SARM1,19,0.54737,14,0.04341,17,0.44781,10,-0.6215,12,-0.1479,12,-0.1305
ENSG00000076351,SLC46A1,4,-1.2526,11,0.43789,7,-0.4180,10,0.27650,6,-0.4555,11,0.40405
ENSG00000109103,UNC119,19,-1.0969,50,0.45105,50,0.44060,35,-0.2131,30,-0.4102,37,-0.0737
ENSG00000087111,PIGS,36,0.08008,34,0.00114,42,0.39161,30,-0.2300,27,-0.3629,34,0.01049
ENSG00000109107,ALDOC,1048,1.00222,542,-0.1067,520,-0.1797,535,-0.1489,410,-0.5317,567,-0.0230
ENSG00000264608,AC005726.3,13,0.35800,18,1.12741,7,-0.5105,8,-0.5207,8,-0.2976,6,-0.8020
ENSG00000167524,RSKR,10,0.27041,12,0.49905,10,0.24646,8,-0.2617,6,-0.5773,5,-0.8158
ENSG00000007202,KIAA0100,31,-0.4735,33,-0.4132,51,0.38856,37,-0.2420,55,0.45625,51,0.33604
ENSG00000132581,SDF2,32,-0.2219,33,-0.1966,39,0.09138,45,0.42517,29,-0.3696,29,-0.3702
ENSG00000109111,SUPT6H,46,0.08957,36,-0.3456,40,-0.1526,36,-0.3980,69,0.74461,63,0.59715
ENSG00000109113,RAB34,38,2.62435,7,-0.3442,3,-1.5436,2,-2.0364,12,0.43113,11,0.36312
ENSG00000198242,RPL23A,1513,0.94356,1047,0.36651,786,-0.1575,626,-0.6151,576,-0.6273,957,0.17353
ENSG00000173065,FAM222B,16,0.14086,12,-0.2604,18,0.39713,13,-0.2113,12,-0.2154,16,0.19743
ENSG00000132591,ERAL1,25,-0.2151,22,-0.4169,28,-0.0277,30,0.09436,39,0.51833,30,0.10550
ENSG00000132589,FLOT2,50,-0.6646,68,-0.2213,79,0.04321,69,-0.2350,110,0.57604,112,0.59889
ENSG00000109118,PHF12,14,0.32303,13,0.20583,13,0.14397,4,-1.6366,18,0.66546,20,0.84890
ENSG00000063015,SEZ6,16,-0.6752,31,0.34452,31,0.35232,22,-0.3156,16,-0.7199,34,0.46181
ENSG00000196535,MYO18A,14,0.39953,5,-1.1625,11,0.01923,12,0.10521,12,0.08192,17,0.65387
ENSG00000108256,NUFIP2,91,0.32853,68,-0.1615,62,-0.3118,78,0.11014,77,0.05874,79,0.11251
ENSG00000160551,TAOK1,175,0.06538,138,-0.3465,123,-0.5386,175,0.09064,230,0.51488,226,0.48196
ENSG00000167543,TP53I13,28,1.92126,9,-0.1109,4,-1.4035,5,-1.1287,12,0.40252,13,0.52156
ENSG00000108262,GIT1,89,0.08162,88,0.06049,94,0.19446,55,-0.8290,121,0.57424,110,0.41788
ENSG00000198720,ANKRD13B,9,-1.1495,24,0.31305,22,0.16933,15,-0.5778,32,0.79272,22,0.17404
ENSG00000167549,CORO6,14,-1.6724,41,-0.1211,62,0.65655,43,-0.0389,43,-0.0075,45,0.04489
ENSG00000141298,SSH2,16,-0.3965,24,0.20504,28,0.48755,18,-0.3414,23,0.09659,17,-0.3542
ENSG00000126653,NSRP1,122,0.82686,48,-0.7386,49,-0.6920,81,0.20180,72,-0.0364,106,0.58808
ENSG00000108578,BLMH,22,0.33197,15,-0.2486,16,-0.2104,18,0.08296,16,-0.1470,22,0.32781
ENSG00000108582,CPD,50,-0.2999,48,-0.4173,61,-0.0121,68,0.22720,76,0.34893,63,0.04487
ENSG00000108587,GOSR1,31,0.42137,29,0.34602,19,-0.3637,20,-0.3851,28,0.25984,25,0.03426
ENSG00000214719,AC005562.1,5,-0.5945,7,-0.2864,7,-0.2397,10,0.47361,9,0.25041,8,-0.0520
ENSG00000176390,CRLF3,11,0.09943,8,-0.5873,15,0.65834,8,-0.4431,9,-0.3123,16,0.62425
ENSG00000196712,NF1,88,-0.0111,83,-0.1186,78,-0.2228,94,0.11906,94,0.08742,101,0.21037
ENSG00000126861,OMG,102,-0.5451,119,-0.3381,125,-0.2580,166,0.29170,171,0.26898,187,0.41526
ENSG00000126860,EVI2A,21,-1.7050,2,-5.0573,17,-2.1454,16,-2.3214,45,-0.5634,487,4.81090
ENSG00000131242,RAB11FIP4,72,-0.8672,129,0.04924,141,0.21647,106,-0.3308,183,0.62287,140,0.17890
ENSG00000172301,COPRS,107,-0.6189,177,0.19821,205,0.47839,160,0.01335,107,-0.6169,130,-0.3183
ENSG00000108651,UTP6,19,-0.4558,20,-0.4438,26,0.04859,31,0.41200,21,-0.2892,30,0.26606
ENSG00000178691,SUZ12,63,0.25430,54,-0.0057,51,-0.0986,53,-0.0258,58,0.11609,49,-0.1572
ENSG00000185158,LRRC37B,19,0.48478,10,-0.6091,18,0.46362,9,-0.7564,20,0.56607,18,0.35767
ENSG00000126858,RHOT1,47,-1.0084,112,0.38424,83,-0.1498,96,0.11766,103,0.20087,79,-0.2199
ENSG00000141314,RHBDL3,4,-2.1212,13,-0.5578,31,1.07389,18,0.01858,12,-0.5281,20,0.16624
ENSG00000108666,C17orf75,19,-0.6342,31,0.10089,42,0.68558,27,-0.1189,24,-0.3272,20,-0.5471
ENSG00000010244,ZNF207,77,-0.3989,93,-0.1182,92,-0.1346,108,0.17097,126,0.38885,97,-0.0467
ENSG00000108671,PSMD11,58,-0.0241,47,-0.3916,56,-0.0847,63,0.16287,77,0.44388,56,-0.0795
ENSG00000176749,CDK5R1,95,-1.3928,296,0.43277,254,0.14778,215,-0.1802,358,0.69357,149,-0.7140
ENSG00000006042,TMEM98,20,1.17628,2,-2.2772,3,-1.8907,4,-1.3403,8,-0.3777,47,2.95928
ENSG00000108684,ASIC2,12,-0.5461,13,-0.4279,8,-1.1458,11,-0.7870,54,2.02188,28,0.79018
ENSG00000198783,ZNF830,20,0.08589,20,0.09711,19,0.02409,21,0.20099,16,-0.2896,12,-0.6190
ENSG00000005156,LIG3,14,-0.1600,12,-0.3825,15,-0.0058,14,-0.1677,27,0.93840,15,-0.0394
ENSG00000092871,RFFL,15,-0.0611,18,0.17189,10,-0.8244,9,-0.9732,16,-0.0382,47,1.83213
ENSG00000185379,RAD51D,9,-0.6439,12,-0.3710,13,-0.2355,17,0.39762,24,0.82467,10,-0.5358
ENSG00000073536,NLE1,12,0.13316,6,-0.9663,14,0.41101,11,-0.0006,10,-0.0785,15,0.46977
ENSG00000166750,SLFN5,25,1.27461,1,-2.9094,12,-0.0029,10,-0.3218,12,-0.0080,24,1.18284
ENSG00000267321,SNHG30,21,0.54684,18,0.29593,15,-0.0466,13,-0.2621,10,-0.6373,15,0.01081
ENSG00000108733,PEX12,14,0.46016,7,-0.7028,7,-0.5844,14,0.53710,12,0.18393,10,-0.0675
ENSG00000006125,AP2B1,220,-0.3089,220,-0.3452,251,-0.1141,319,0.37499,341,0.39250,217,-0.3323
ENSG00000270647,TAF15,68,0.72700,45,0.03840,28,-0.7773,39,-0.2319,56,0.38757,52,0.27915
ENSG00000270885,RASL10B,28,0.63022,20,0.10542,24,0.48852,14,-0.5101,15,-0.3497,13,-0.5590
ENSG00000271447,MMP28,55,2.48329,15,0.09673,5,-1.5497,3,-2.5382,18,0.35955,19,0.47388
ENSG00000273611,ZNHIT3,75,-0.4647,139,0.59259,106,0.08546,113,0.23963,50,-1.0916,57,-0.8913
ENSG00000278259,MYO19,7,-0.5916,10,-0.0399,7,-0.7926,9,-0.3334,22,1.18046,17,0.71915
ENSG00000278311,GGNBP2,114,-0.2978,124,-0.1826,159,0.25724,148,0.15394,117,-0.2571,136,-0.0225
ENSG00000278535,DHRS11,15,-0.6471,29,0.44637,21,-0.1267,19,-0.3309,31,0.47113,24,0.08978
ENSG00000275700,AATF,16,-0.4720,20,-0.1556,21,0.00303,17,-0.4200,27,0.34357,38,0.94310
ENSG00000278540,ACACA,36,-0.6178,49,-0.1549,74,0.61819,55,0.04940,42,-0.3782,46,-0.2435
ENSG00000276234,TADA2A,22,-0.1213,25,0.08097,27,0.21792,26,0.15967,14,-0.7865,21,-0.1916
ENSG00000276023,DUSP14,12,-0.9753,35,0.84653,23,0.03775,19,-0.2722,28,0.36248,10,-1.2291
ENSG00000275066,SYNRG,36,-0.0772,30,-0.3740,35,-0.1268,40,0.12238,38,0.01096,52,0.52585
ENSG00000278053,DDX52,50,0.47855,24,-0.7491,29,-0.4304,48,0.58079,30,-0.3163,40,0.11551
ENSG00000278845,MRPL45,22,-0.4903,36,0.27294,26,-0.2889,34,0.18558,35,0.20423,26,-0.2830
ENSG00000274211,SOCS7,22,-0.0327,29,0.48575,15,-0.6218,18,-0.4411,37,0.82565,22,-0.0240
ENSG00000275832,ARHGAP23,51,0.49007,29,-0.4772,29,-0.4384,24,-0.8613,34,-0.1388,104,1.76762
ENSG00000277363,SRCIN1,38,-0.3102,37,-0.3788,47,0.01675,37,-0.4453,65,0.56028,81,0.92750
ENSG00000273604,EPOP,18,-0.2841,27,0.39573,23,0.14927,15,-0.7186,42,1.12575,11,-1.0763
ENSG00000275023,MLLT6,57,0.83110,36,0.08776,39,0.20329,22,-0.8768,34,-0.0322,39,0.21621
ENSG00000277972,CISD3,40,-0.3035,56,0.26386,59,0.35292,47,-0.0493,30,-0.7621,44,-0.1649
ENSG00000277258,PCGF2,12,-0.0315,14,0.17567,18,0.69859,10,-0.4323,7,-0.7798,11,-0.1450
ENSG00000277791,PSMB3,91,-0.7929,116,-0.4495,158,0.08786,206,0.69761,150,-0.0007,98,-0.6750
ENSG00000276293,PIP4K2B,125,-0.3900,195,0.35926,180,0.20309,135,-0.3462,175,0.14221,151,-0.0957
ENSG00000273559,CWC25,28,0.44235,16,-0.4170,16,-0.4407,24,0.23942,23,0.18066,23,0.12041
ENSG00000125691,RPL23,1033,0.90529,763,0.45018,533,-0.2075,512,-0.3133,303,-1.0588,528,-0.2018
ENSG00000002834,LASP1,63,0.13152,49,-0.3047,71,0.37040,52,-0.2380,64,0.15004,60,0.04154
ENSG00000263874,LINC00672,52,-0.9678,128,0.53337,95,-0.0179,100,0.07894,79,-0.3191,86,-0.1831
ENSG00000161381,PLXDC1,21,-0.5482,23,-0.4687,33,0.16610,30,0.03783,41,0.53691,34,0.19657
ENSG00000067191,CACNB1,13,-1.9974,37,-0.5068,52,0.09195,54,0.20146,79,0.78422,60,0.32500
ENSG00000108298,RPL19,1187,0.56479,936,0.19656,792,-0.1053,733,-0.2752,608,-0.5104,956,0.20729
ENSG00000141750,STAC2,7,-2.2336,17,-1.1241,61,1.21107,35,0.10235,19,-0.8797,45,0.49488
ENSG00000108306,FBXL20,20,-0.3917,23,-0.1736,35,0.58834,19,-0.5329,35,0.50162,26,0.04518
ENSG00000125686,MED1,25,0.76597,15,-0.0462,14,-0.2456,9,-1.0630,23,0.62692,25,0.72724
ENSG00000167258,CDK12,36,0.75459,13,-0.8599,16,-0.5957,26,0.34823,31,0.50216,20,-0.1650
ENSG00000171532,NEUROD2,12,-2.7740,59,-0.4404,84,0.18496,85,0.23903,119,0.74005,87,0.22181
ENSG00000131771,PPP1R1B,256,1.43229,137,0.39010,64,-0.9271,68,-0.9237,136,0.33093,110,-0.0090
ENSG00000131748,STARD3,19,-0.0002,21,0.18666,17,-0.1372,17,-0.1305,22,0.25565,18,-0.0848
ENSG00000141744,PNMT,11,0.15119,17,1.07122,12,0.32105,7,-0.6513,5,-0.9562,4,-1.4436
ENSG00000161395,PGAP3,8,-0.0333,11,0.37975,3,-1.4056,7,-0.4743,15,0.89546,14,0.81333
ENSG00000141741,MIEN1,64,-0.4686,103,0.32127,99,0.23300,89,0.04155,67,-0.4156,67,-0.4015
ENSG00000172057,ORMDL3,21,-0.3739,32,0.31273,31,0.21943,25,-0.1290,27,0.02095,20,-0.4384
ENSG00000108344,PSMD3,38,-0.8486,66,0.01850,80,0.37778,72,0.18369,61,-0.1219,49,-0.4630
ENSG00000008838,MED24,25,-0.0926,18,-0.6559,26,0.00708,25,-0.1291,44,0.85108,31,0.28720
ENSG00000126351,THRA,279,1.06953,174,0.30798,94,-0.7648,89,-0.9522,221,0.66457,170,0.22893
ENSG00000126368,NR1D1,20,-0.4487,37,0.56804,26,-0.0479,23,-0.3089,30,0.15574,25,-0.1261
ENSG00000188895,MSL1,88,-0.2114,103,0.04652,101,0.01012,91,-0.1933,124,0.35222,109,0.14275
ENSG00000108349,CASC3,77,0.31763,59,-0.1104,58,-0.1549,48,-0.5502,79,0.35664,99,0.73424
ENSG00000108352,RAPGEFL1,13,-0.9133,28,0.31028,27,0.26729,18,-0.5213,37,0.72982,21,-0.1533
ENSG00000171475,WIPF2,62,-0.2108,76,0.12042,98,0.59371,58,-0.4126,76,0.11068,53,-0.4731
ENSG00000131759,RARA,8,-0.1559,10,0.08720,9,-0.0426,7,-0.5401,19,1.15965,7,-0.4001
ENSG00000141753,IGFBP4,35,2.03730,21,1.32162,6,-0.9251,3,-1.8452,4,-1.3022,4,-1.5649
ENSG00000073584,SMARCE1,87,0.43643,54,-0.3581,50,-0.4965,65,-0.0294,74,0.17591,99,0.64817
ENSG00000213424,KRT222,36,-1.9586,121,-0.1298,125,-0.0774,178,0.69040,154,0.26845,88,-0.6117
ENSG00000186395,KRT10,124,0.59124,108,0.42697,78,-0.1721,80,-0.1470,69,-0.3401,55,-0.7069
ENSG00000128422,KRT17,2,-5.2957,2,-5.1264,4,-4.4116,31,-1.4983,427,3.69479,186,1.63671
ENSG00000173812,EIF1,733,-0.0410,798,0.10669,790,0.08859,711,-0.1140,613,-0.3242,867,0.22934
ENSG00000141696,P3H4,21,1.42330,12,0.46141,5,-0.8954,6,-0.7117,7,-0.3582,10,0.13439
ENSG00000141698,NT5C3B,78,-0.4788,96,-0.1856,118,0.19494,115,0.16306,121,0.20630,91,-0.2476
ENSG00000131473,ACLY,45,-0.6699,51,-0.5337,76,0.17895,94,0.69472,55,-0.3548,53,-0.4060
ENSG00000173786,CNP,165,-0.3607,69,-1.8008,122,-0.9097,86,-1.5864,211,0.02765,1060,3.22385
ENSG00000168259,DNAJC7,112,-0.4381,145,-0.0330,174,0.29743,160,0.15638,115,-0.4018,136,-0.1330
ENSG00000168256,NKIRAS2,14,0.53310,9,-0.0430,13,0.48468,6,-0.7570,12,0.29122,8,-0.2568
ENSG00000108771,DHX58,15,0.68057,9,-0.0451,10,0.07729,7,-0.4509,9,-0.0675,11,0.16153
ENSG00000108773,KAT2A,22,-1.4683,62,0.15322,65,0.23684,58,0.02775,71,0.34120,51,-0.1883
ENSG00000108774,RAB5C,93,0.34674,91,0.35919,64,-0.2677,67,-0.2224,82,0.15463,62,-0.3013
ENSG00000167925,GHDC,11,-0.0410,10,-0.1790,14,0.30647,10,-0.3768,11,-0.1119,17,0.59972
ENSG00000173757,STAT5B,25,-0.1801,30,0.07931,31,0.17499,24,-0.2863,35,0.35012,28,-0.0398
ENSG00000168610,STAT3,59,1.61523,14,-0.7942,18,-0.4209,17,-0.5311,32,0.55552,21,-0.1060
ENSG00000177469,CAVIN1,81,4.34204,0,-3.8809,3,-1.8082,3,-2.1665,4,-1.5405,11,0.00194
ENSG00000033627,ATP6V0A1,131,-1.0923,216,-0.3620,327,0.38490,269,0.02543,335,0.37902,296,0.17640
ENSG00000266962,AC067852.2,9,-0.3674,14,0.40826,12,0.20456,9,-0.4600,12,0.16930,11,-0.0110
ENSG00000068120,COASY,30,-0.4512,30,-0.4891,53,0.50942,47,0.30365,29,-0.4898,37,-0.1347
ENSG00000108788,MLX,19,-0.1604,14,-0.7302,29,0.54310,23,0.13740,17,-0.3623,24,0.17807
ENSG00000141699,RETREG3,23,0.42076,14,-0.3603,16,-0.1264,17,-0.0833,23,0.41455,18,0.06560
ENSG00000131462,TUBG1,22,-1.0879,32,-0.5641,51,0.26652,59,0.60346,42,-0.0752,38,-0.2633
ENSG00000037042,TUBG2,61,-0.5838,91,0.05949,93,0.09832,96,0.19233,85,-0.0521,77,-0.2095
ENSG00000108797,CNTNAP1,40,-1.6599,96,-0.3681,155,0.50043,125,0.10799,160,0.48399,109,-0.1320
ENSG00000108799,EZH1,48,0.09140,43,-0.0967,45,-0.0284,44,-0.0562,40,-0.1927,58,0.39293
ENSG00000131477,RAMP2,45,2.67655,7,-0.5620,9,-0.2904,6,-0.8995,4,-1.5259,5,-1.1985
ENSG00000131475,VPS25,23,-0.7906,37,-0.0681,50,0.49559,43,0.22714,28,-0.5181,31,-0.3455
ENSG00000183978,COA3,121,-0.3550,153,0.01283,168,0.19229,163,0.14729,97,-0.6942,167,0.15859
ENSG00000126581,BECN1,65,-0.1500,73,0.04603,76,0.11545,74,0.06998,79,0.16762,49,-0.5735
ENSG00000131467,PSME3,40,-0.5576,42,-0.5422,63,0.18683,75,0.59847,52,-0.1356,43,-0.4262
ENSG00000266967,AARSD1,23,-0.9535,47,0.21990,48,0.23525,46,0.17280,40,-0.0861,30,-0.5100
ENSG00000198863,RUNDC1,28,-0.5090,37,-0.0918,42,0.16191,41,0.13550,50,0.41461,27,-0.5635
ENSG00000131469,RPL27,1184,0.62765,971,0.34025,779,-0.0648,717,-0.2400,614,-0.4325,629,-0.3965
ENSG00000108828,VAT1,31,0.57658,11,-1.1706,27,0.36106,22,0.05135,20,-0.1331,25,0.23042
ENSG00000108830,RND2,51,0.90717,34,0.26777,20,-0.6319,29,-0.0337,8,-1.9116,39,0.47149
ENSG00000267002,AC060780.1,14,-0.2315,22,0.51465,13,-0.4013,13,-0.4660,24,0.60615,18,0.15000
ENSG00000188554,NBR1,91,0.14914,89,0.13626,49,-0.8812,87,0.11556,86,0.05425,112,0.48693
ENSG00000175906,ARL4D,2,-3.5148,17,-0.7620,22,-0.3629,39,0.82358,44,0.82210,28,0.05721
ENSG00000067596,DHX8,23,0.27503,13,-0.6865,14,-0.6232,20,0.02730,25,0.38722,35,0.94812
ENSG00000108861,DUSP3,98,-0.7045,149,-0.0586,158,0.04316,174,0.25755,183,0.28130,123,-0.3531
ENSG00000108852,MPP2,31,-0.3847,36,-0.1532,39,-0.0082,35,-0.2281,48,0.32316,59,0.65639
ENSG00000091947,TMEM101,16,-0.2960,20,0.03234,22,0.18670,18,-0.2005,22,0.17895,21,0.13154
ENSG00000161654,LSM12,29,-0.3369,38,0.09972,31,-0.2561,34,-0.0754,50,0.54847,38,0.09111
ENSG00000141349,G6PC3,33,0.56772,21,-0.1836,16,-0.6588,22,-0.0882,25,0.11960,34,0.62701
ENSG00000108840,HDAC5,97,0.76989,63,0.07530,56,-0.1519,40,-0.7778,60,-0.0230,91,0.66757
ENSG00000168591,TMUB2,24,-0.4461,31,-0.0435,31,-0.0626,34,0.12952,38,0.25854,32,-0.0044
ENSG00000087152,ATXN7L3,68,-0.1109,69,-0.0904,89,0.36923,62,-0.3174,71,-0.0363,86,0.27898
ENSG00000108312,UBTF,61,-0.0658,63,-0.0324,59,-0.1351,62,-0.0624,78,0.33410,69,0.12885
ENSG00000108309,RUNDC3A,207,-0.5561,331,0.20589,368,0.40917,257,-0.2758,323,0.14334,254,-0.2409
ENSG00000013306,SLC25A39,33,0.17328,31,0.06085,30,0.02640,21,-0.6321,41,0.50032,38,0.38136
ENSG00000030582,GRN,76,1.33191,22,-0.7437,23,-0.6704,36,0.07507,42,0.31625,29,-0.2920
ENSG00000161682,FAM171A2,13,-1.2120,28,-0.0723,32,0.16821,26,-0.2246,49,0.88722,30,0.06298
ENSG00000186566,GPATCH8,38,0.03532,33,-0.1926,32,-0.2769,35,-0.1221,46,0.33739,53,0.57044
ENSG00000180329,CCDC43,40,-0.2528,50,0.10684,38,-0.3509,48,0.06570,60,0.41221,47,0.00385
ENSG00000073670,ADAM11,26,-1.2178,40,-0.6221,74,0.45751,65,0.25061,63,0.13146,65,0.19613
ENSG00000131097,HIGD1B,71,2.84126,11,-0.6047,16,0.07709,6,-1.7281,6,-1.5159,8,-0.9358
ENSG00000108883,EFTUD2,26,-0.7295,40,-0.0681,45,0.11657,45,0.16487,48,0.21201,39,-0.1184
ENSG00000131095,GFAP,2894,3.71060,72,-3.0384,39,-3.9169,64,-3.3760,450,-0.1283,1121,1.42396
ENSG00000131094,C1QL1,35,1.34873,18,0.30189,14,-0.1413,10,-0.8842,8,-0.9065,18,0.22115
ENSG00000172992,DCAKD,19,0.11705,22,0.44494,13,-0.4997,13,-0.5015,26,0.68049,18,0.07502
ENSG00000136448,NMT1,128,0.09102,100,-0.3358,88,-0.5625,142,0.34583,166,0.51174,115,-0.0867
ENSG00000161714,PLCD3,38,1.30812,17,-0.0139,12,-0.6289,8,-1.3166,16,-0.1027,36,1.22382
ENSG00000181513,ACBD4,15,0.56409,19,1.15123,7,-0.7345,8,-0.5521,4,-1.4086,11,0.07697
ENSG00000186834,HEXIM1,56,-0.1629,62,0.00919,63,0.02556,65,0.09820,69,0.17344,49,-0.3535
ENSG00000168517,HEXIM2,5,-0.9156,10,0.04040,12,0.40092,8,-0.4112,11,0.24128,13,0.45117
ENSG00000184922,FMNL1,14,-0.5205,31,0.80853,19,-0.0526,16,-0.4864,22,0.18036,17,-0.2902
ENSG00000233175,AC008105.1,5,-1.1495,14,0.59296,11,0.21344,8,-0.4946,11,0.07785,12,0.23380
ENSG00000225190,PLEKHM1,7,-0.8604,11,-0.1774,12,0.06159,9,-0.4026,19,0.76543,18,0.67503
ENSG00000186868,MAPT,164,-0.3813,204,-0.0484,205,-0.0366,204,-0.0535,281,0.48006,218,0.06777
ENSG00000120071,KANSL1,42,0.49242,28,-0.1431,23,-0.5321,28,-0.1548,42,0.49066,37,0.29334
ENSG00000214401,KANSL1-AS1,23,0.63281,22,0.63222,12,-0.4484,11,-0.6811,20,0.37194,13,-0.3092
ENSG00000238083,LRRC37A2,5,-0.8983,15,0.79280,9,-0.0236,7,-0.6148,10,0.12511,11,0.25958
ENSG00000073969,NSF,165,-2.1338,600,-0.1953,772,0.25956,915,0.69606,590,-0.2006,454,-0.6112
ENSG00000108379,WNT3,54,1.04002,67,1.78865,14,-1.2063,12,-1.4847,18,-0.7417,16,-0.8589
ENSG00000108433,GOSR2,37,-0.4670,51,0.04806,44,-0.2376,60,0.38207,40,-0.3532,53,0.10722
ENSG00000179673,RPRML,10,-1.3650,26,0.05702,18,-0.5220,23,-0.1724,52,1.24540,30,0.29475
ENSG00000262879,AC005670.3,16,0.14918,18,0.43998,9,-0.8047,11,-0.4851,20,0.54258,20,0.52856
ENSG00000004897,CDC27,54,-0.7186,77,-0.1938,82,-0.0680,104,0.42328,108,0.36984,63,-0.4688
ENSG00000141279,NPEPPS,150,-0.2605,118,-0.7002,150,-0.2918,228,0.55182,221,0.35989,180,0.02451
ENSG00000108424,KPNB1,188,0.25717,122,-0.4782,145,-0.1863,174,0.16676,174,0.12976,189,0.25798
ENSG00000198933,TBKBP1,16,0.06566,12,-0.3995,18,0.31357,12,-0.5310,21,0.44468,22,0.54323
ENSG00000159111,MRPL10,38,-0.0107,42,0.18476,37,-0.0656,33,-0.2824,54,0.57583,32,-0.2783
ENSG00000141295,SCRN2,19,0.30377,15,-0.0698,17,0.08910,10,-0.8219,20,0.37357,25,0.73419
ENSG00000264920,AC018521.5,24,-0.3127,36,0.39266,41,0.62875,24,-0.4160,13,-1.1908,30,0.03925
ENSG00000108439,PNPO,32,-0.2166,29,-0.4089,41,0.19667,37,0.00489,41,0.14765,45,0.31244
ENSG00000108465,CDK5RAP3,44,0.07249,32,-0.4794,38,-0.1760,39,-0.1486,64,0.69270,55,0.44116
ENSG00000082641,NFE2L1,127,-0.1887,107,-0.5152,147,0.04466,174,0.40983,142,-0.0135,137,-0.0764
ENSG00000108468,CBX1,146,0.33264,114,-0.0773,97,-0.3472,132,0.22867,116,-0.0340,106,-0.1811
ENSG00000002919,SNX11,9,-0.9931,19,0.21112,22,0.47784,11,-0.6989,21,0.40577,21,0.39212
ENSG00000136436,CALCOCO2,91,1.34319,29,-0.6045,23,-0.9585,30,-0.5915,42,0.03556,83,1.18101
ENSG00000159199,ATP5MC1,128,-1.1499,255,-0.0903,297,0.18656,355,0.61502,177,-0.6495,210,-0.3887
ENSG00000159202,UBE2Z,46,-0.7931,55,-0.5818,73,-0.0900,99,0.55469,101,0.45030,68,-0.1982
ENSG00000159210,SNF8,53,0.10133,47,-0.0679,51,0.04438,46,-0.1264,34,-0.5665,71,0.60132
ENSG00000198740,ZNF652,21,-0.0595,15,-0.5443,12,-0.8885,14,-0.8134,29,0.47807,67,2.00381
ENSG00000167085,PHB,77,-0.2187,73,-0.3307,95,0.13470,93,0.11303,95,0.11152,95,0.12070
ENSG00000182575,NXPH3,27,0.90705,6,-1.5232,4,-1.9354,7,-1.4588,61,2.53542,25,0.77264
ENSG00000121067,SPOP,115,0.73223,63,-0.2651,52,-0.6049,60,-0.4055,143,1.10146,69,-0.1015
ENSG00000121073,SLC35B1,30,-0.6345,39,-0.2429,51,0.23211,51,0.26598,40,-0.1802,46,0.03849
