"pathway","sender","receiver","diff_value"
"FGF","L1 (spd07) ","L6 (spd03) ",0
"FGF","L1 (spd07) ","L6/WM (spd01) ",0
"FGF","L1 (spd07) ","WM (spd04) ",0
"FGF","L2/3 (spd06) ","L1 (spd07) ",0
"FGF","L2/3 (spd06) ","L2/3 (spd06) ",0
"FGF","L2/3 (spd06) ","L3/4 (spd02) ",0
"FGF","L2/3 (spd06) ","L5 (spd05) ",0
"FGF","L2/3 (spd06) ","L6 (spd03) ",0
"FGF","L2/3 (spd06) ","L6/WM (spd01) ",0
"FGF","L2/3 (spd06) ","WM (spd04) ",0
"FGF","L3/4 (spd02) ","L1 (spd07) ",0
"FGF","L3/4 (spd02) ","L2/3 (spd06) ",0
"FGF","L3/4 (spd02) ","L3/4 (spd02) ",0
"FGF","L3/4 (spd02) ","L5 (spd05) ",0
"FGF","L3/4 (spd02) ","L6 (spd03) ",0
"FGF","L3/4 (spd02) ","L6/WM (spd01) ",0
"FGF","L3/4 (spd02) ","WM (spd04) ",0
"FGF","L5 (spd05) ","L1 (spd07) ",0
"FGF","L5 (spd05) ","L2/3 (spd06) ",0
"FGF","L5 (spd05) ","L3/4 (spd02) ",-2.0713808289471992e-4
"FGF","L5 (spd05) ","L5 (spd05) ",-2.963175674950399e-4
"FGF","L5 (spd05) ","L6 (spd03) ",-0.00034155596462589197
"FGF","L5 (spd05) ","L6/WM (spd01) ",-4.03786447777184e-4
"FGF","L5 (spd05) ","WM (spd04) ",-7.929489122679468e-4
"FGF","L6 (spd03) ","L1 (spd07) ",0
"FGF","L6 (spd03) ","L2/3 (spd06) ",5.605165177876209e-4
"FGF","L6 (spd03) ","L3/4 (spd02) ",3.0343096259278547e-4
"FGF","L6 (spd03) ","L5 (spd05) ",5.907918604590619e-5
"FGF","L6 (spd03) ","L6 (spd03) ",-5.771471362334363e-5
"FGF","L6 (spd03) ","L6/WM (spd01) ",-6.246571902602418e-4
"FGF","L6 (spd03) ","WM (spd04) ",-0.001239424451159379
"FGF","L6/WM (spd01) ","L1 (spd07) ",0
"FGF","L6/WM (spd01) ","L2/3 (spd06) ",0.001435083779995024
"FGF","L6/WM (spd01) ","L3/4 (spd02) ",6.313827001945636e-5
"FGF","L6/WM (spd01) ","L5 (spd05) ",-8.680242775083284e-4
"FGF","L6/WM (spd01) ","L6 (spd03) ",-0.001321772543475658
"FGF","L6/WM (spd01) ","L6/WM (spd01) ",-0.00426361165938184
"FGF","L6/WM (spd01) ","WM (spd04) ",-0.008116379683170775
"FGF","WM (spd04) ","L1 (spd07) ",0
"FGF","WM (spd04) ","L2/3 (spd06) ",0.004689229082629775
"FGF","WM (spd04) ","L3/4 (spd02) ",0.0029000982181232645
"FGF","WM (spd04) ","L5 (spd05) ",0.0010209663328798026
"FGF","WM (spd04) ","L6 (spd03) ",1.2790780244234003e-4
"FGF","WM (spd04) ","L6/WM (spd01) ",-0.003839209053738385
"FGF","WM (spd04) ","WM (spd04) ",-0.007590077784891489
"SPP1","L1 (spd07) ","L1 (spd07) ",0
"SPP1","L1 (spd07) ","L2/3 (spd06) ",0
"SPP1","L1 (spd07) ","L3/4 (spd02) ",0
"SPP1","L1 (spd07) ","L5 (spd05) ",0
"SPP1","L1 (spd07) ","L6 (spd03) ",0
"SPP1","L1 (spd07) ","L6/WM (spd01) ",0
"SPP1","L1 (spd07) ","WM (spd04) ",0
"SPP1","L2/3 (spd06) ","L1 (spd07) ",0
"SPP1","L2/3 (spd06) ","L2/3 (spd06) ",0
"SPP1","L2/3 (spd06) ","L3/4 (spd02) ",0
"SPP1","L2/3 (spd06) ","L5 (spd05) ",0
"SPP1","L2/3 (spd06) ","L6 (spd03) ",0
"SPP1","L2/3 (spd06) ","L6/WM (spd01) ",0
"SPP1","L2/3 (spd06) ","WM (spd04) ",0
"SPP1","L3/4 (spd02) ","L1 (spd07) ",0
"SPP1","L3/4 (spd02) ","L2/3 (spd06) ",0
"SPP1","L3/4 (spd02) ","L3/4 (spd02) ",0
"SPP1","L3/4 (spd02) ","L5 (spd05) ",0
"SPP1","L3/4 (spd02) ","L6 (spd03) ",0
"SPP1","L3/4 (spd02) ","L6/WM (spd01) ",0
"SPP1","L3/4 (spd02) ","WM (spd04) ",0
"SPP1","L5 (spd05) ","L1 (spd07) ",0
"SPP1","L5 (spd05) ","L2/3 (spd06) ",0
"SPP1","L5 (spd05) ","L3/4 (spd02) ",0
"SPP1","L5 (spd05) ","L5 (spd05) ",0
"SPP1","L5 (spd05) ","L6 (spd03) ",0
"SPP1","L5 (spd05) ","L6/WM (spd01) ",-5.072473225306211e-4
"SPP1","L5 (spd05) ","WM (spd04) ",-9.090902799657295e-4
"SPP1","L6 (spd03) ","L1 (spd07) ",0
"SPP1","L6 (spd03) ","L2/3 (spd06) ",0
"SPP1","L6 (spd03) ","L3/4 (spd02) ",0
"SPP1","L6 (spd03) ","L5 (spd05) ",0
"SPP1","L6 (spd03) ","L6 (spd03) ",0
"SPP1","L6 (spd03) ","L6/WM (spd01) ",-7.331805942740987e-4
"SPP1","L6 (spd03) ","WM (spd04) ",-2.2847773009427967e-4
"SPP1","L6/WM (spd01) ","L1 (spd07) ",0
"SPP1","L6/WM (spd01) ","L2/3 (spd06) ",0
"SPP1","L6/WM (spd01) ","L3/4 (spd02) ",0
"SPP1","L6/WM (spd01) ","L5 (spd05) ",0
"SPP1","L6/WM (spd01) ","L6 (spd03) ",0
"SPP1","L6/WM (spd01) ","L6/WM (spd01) ",-0.003401873005337621
"SPP1","L6/WM (spd01) ","WM (spd04) ",-0.0011341117110546268
"SPP1","WM (spd04) ","L1 (spd07) ",0
"SPP1","WM (spd04) ","L2/3 (spd06) ",0
"SPP1","WM (spd04) ","L3/4 (spd02) ",0
"SPP1","WM (spd04) ","L5 (spd05) ",0
"SPP1","WM (spd04) ","L6 (spd03) ",0
"SPP1","WM (spd04) ","L6/WM (spd01) ",-0.006591784726607793
"SPP1","WM (spd04) ","WM (spd04) ",-0.002902383340538269
"JAM","L1 (spd07) ","L1 (spd07) ",0
"JAM","L1 (spd07) ","L2/3 (spd06) ",0
"JAM","L1 (spd07) ","L3/4 (spd02) ",0
"JAM","L1 (spd07) ","L5 (spd05) ",0
"JAM","L1 (spd07) ","L6 (spd03) ",0
"JAM","L1 (spd07) ","L6/WM (spd01) ",0
"JAM","L1 (spd07) ","WM (spd04) ",0
"JAM","L2/3 (spd06) ","L1 (spd07) ",0
"JAM","L2/3 (spd06) ","L2/3 (spd06) ",0
"JAM","L2/3 (spd06) ","L3/4 (spd02) ",0
"JAM","L2/3 (spd06) ","L5 (spd05) ",0
"JAM","L2/3 (spd06) ","L6 (spd03) ",0
"JAM","L2/3 (spd06) ","L6/WM (spd01) ",0
"JAM","L2/3 (spd06) ","WM (spd04) ",0
"JAM","L3/4 (spd02) ","L1 (spd07) ",0
"JAM","L3/4 (spd02) ","L2/3 (spd06) ",0
"JAM","L3/4 (spd02) ","L3/4 (spd02) ",0
"JAM","L3/4 (spd02) ","L5 (spd05) ",0
"JAM","L3/4 (spd02) ","L6 (spd03) ",0
"JAM","L3/4 (spd02) ","L6/WM (spd01) ",0
"JAM","L3/4 (spd02) ","WM (spd04) ",0
"JAM","L5 (spd05) ","L1 (spd07) ",0
"JAM","L5 (spd05) ","L2/3 (spd06) ",0
"JAM","L5 (spd05) ","L3/4 (spd02) ",0
"JAM","L5 (spd05) ","L5 (spd05) ",0
"JAM","L5 (spd05) ","L6 (spd03) ",0
"JAM","L5 (spd05) ","L6/WM (spd01) ",0
"JAM","L5 (spd05) ","WM (spd04) ",0
"JAM","L6 (spd03) ","L1 (spd07) ",0
"JAM","L6 (spd03) ","L2/3 (spd06) ",0
"JAM","L6 (spd03) ","L3/4 (spd02) ",0
"JAM","L6 (spd03) ","L5 (spd05) ",0
"JAM","L6 (spd03) ","L6 (spd03) ",0
"JAM","L6 (spd03) ","L6/WM (spd01) ",0
"JAM","L6 (spd03) ","WM (spd04) ",0
"JAM","L6/WM (spd01) ","L1 (spd07) ",0
"JAM","L6/WM (spd01) ","L2/3 (spd06) ",0
"JAM","L6/WM (spd01) ","L3/4 (spd02) ",0
"JAM","L6/WM (spd01) ","L5 (spd05) ",0
"JAM","L6/WM (spd01) ","L6 (spd03) ",0
"JAM","L6/WM (spd01) ","L6/WM (spd01) ",-7.49112449739998e-4
"JAM","L6/WM (spd01) ","WM (spd04) ",-0.0013268530199601243
"JAM","WM (spd04) ","L1 (spd07) ",0
"JAM","WM (spd04) ","L2/3 (spd06) ",0
"JAM","WM (spd04) ","L3/4 (spd02) ",0
"JAM","WM (spd04) ","L5 (spd05) ",0
"JAM","WM (spd04) ","L6 (spd03) ",0
"JAM","WM (spd04) ","L6/WM (spd01) ",-0.0013268530199601243
"JAM","WM (spd04) ","WM (spd04) ",7.997016285895935e-5
"GAS","L1 (spd07) ","L1 (spd07) ",0
"GAS","L1 (spd07) ","L2/3 (spd06) ",0
"GAS","L1 (spd07) ","L3/4 (spd02) ",0
"GAS","L1 (spd07) ","L5 (spd05) ",0
"GAS","L1 (spd07) ","L6 (spd03) ",0
"GAS","L1 (spd07) ","L6/WM (spd01) ",0
"GAS","L1 (spd07) ","WM (spd04) ",0
"GAS","L2/3 (spd06) ","L1 (spd07) ",0
"GAS","L2/3 (spd06) ","L2/3 (spd06) ",0
"GAS","L2/3 (spd06) ","L3/4 (spd02) ",0
"GAS","L2/3 (spd06) ","L5 (spd05) ",0
"GAS","L2/3 (spd06) ","L6 (spd03) ",0
"GAS","L2/3 (spd06) ","L6/WM (spd01) ",0
"GAS","L2/3 (spd06) ","WM (spd04) ",0
"GAS","L3/4 (spd02) ","L1 (spd07) ",0
"GAS","L3/4 (spd02) ","L2/3 (spd06) ",0
"GAS","L3/4 (spd02) ","L3/4 (spd02) ",0
"GAS","L3/4 (spd02) ","L5 (spd05) ",0
"GAS","L3/4 (spd02) ","L6 (spd03) ",0
"GAS","L3/4 (spd02) ","L6/WM (spd01) ",0
"GAS","L3/4 (spd02) ","WM (spd04) ",0
"GAS","L5 (spd05) ","L1 (spd07) ",0
"GAS","L5 (spd05) ","L2/3 (spd06) ",-4.4271145914897224e-4
"GAS","L5 (spd05) ","L3/4 (spd02) ",-2.8549820466900177e-4
"GAS","L5 (spd05) ","L5 (spd05) ",-3.019327354499913e-4
"GAS","L5 (spd05) ","L6 (spd03) ",-3.9215801320839817e-4
"GAS","L5 (spd05) ","L6/WM (spd01) ",-3.31615904900041e-4
"GAS","L5 (spd05) ","WM (spd04) ",-3.1719850650687283e-4
"GAS","L6 (spd03) ","L1 (spd07) ",0
"GAS","L6 (spd03) ","L2/3 (spd06) ",0
"GAS","L6 (spd03) ","L3/4 (spd02) ",0
"GAS","L6 (spd03) ","L5 (spd05) ",0
"GAS","L6 (spd03) ","L6 (spd03) ",0
"GAS","L6 (spd03) ","L6/WM (spd01) ",0
"GAS","L6 (spd03) ","WM (spd04) ",0
"GAS","L6/WM (spd01) ","L1 (spd07) ",0
"GAS","L6/WM (spd01) ","L2/3 (spd06) ",0
"GAS","L6/WM (spd01) ","L3/4 (spd02) ",0
"GAS","L6/WM (spd01) ","L5 (spd05) ",0
"GAS","L6/WM (spd01) ","L6 (spd03) ",0
"GAS","L6/WM (spd01) ","L6/WM (spd01) ",0
"GAS","L6/WM (spd01) ","WM (spd04) ",0
"GAS","WM (spd04) ","L1 (spd07) ",0
"GAS","WM (spd04) ","L2/3 (spd06) ",0
"GAS","WM (spd04) ","L3/4 (spd02) ",0
"GAS","WM (spd04) ","L5 (spd05) ",0
"GAS","WM (spd04) ","L6 (spd03) ",0
"GAS","WM (spd04) ","L6/WM (spd01) ",0
"GAS","WM (spd04) ","WM (spd04) ",0
