Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000134278,SPIRE1,134,-0.1377,142,-0.0545,169,0.22266,186,0.41560,158,0.12570,99,-0.6507,144,-0.0420
ENSG00000128789,PSMG2,32,-0.6329,27,-0.8973,54,0.15908,55,0.20551,29,-0.8775,60,0.36341,62,0.46904
ENSG00000175354,PTPN2,34,0.19272,27,-0.1725,18,-0.8105,30,-0.0041,47,0.78334,34,0.19075,21,-0.6644
ENSG00000085415,SEH1L,22,-1.6037,24,-1.5107,41,-0.7187,70,0.13483,69,0.09529,79,0.33331,86,0.56544
ENSG00000101639,CEP192,40,1.11884,32,0.77315,8,-1.3393,9,-1.2898,35,1.03948,10,-1.1330,17,-0.2795
ENSG00000168675,LDLRAD4,81,0.59151,43,-0.4144,43,-0.4081,43,-0.4622,52,-0.1394,63,0.20475,64,0.24941
ENSG00000177150,FAM210A,24,0.02573,18,-0.3862,40,0.85166,20,-0.2924,16,-0.6261,20,-0.2431,29,0.42842
ENSG00000101654,RNMT,100,-0.7694,189,0.22325,246,0.64958,169,0.04968,246,0.73419,101,-0.8058,134,-0.3720
ENSG00000175322,ZNF519,12,-1.6031,35,-0.0166,41,0.24907,43,0.36633,59,0.96310,23,-0.7098,27,-0.4464
ENSG00000180777,ANKRD30B,11,-0.8679,16,-0.3415,34,0.83013,16,-0.3548,70,2.75648,1,-4.0385,2,-3.7318
ENSG00000067900,ROCK1,447,2.10385,295,1.32480,195,0.62314,102,-0.4339,114,-0.2594,59,-1.3168,34,-2.2785
ENSG00000141446,ESCO1,96,0.92710,108,1.12338,38,-0.5376,80,0.69352,83,0.77550,21,-1.5211,13,-2.2904
ENSG00000167088,SNRPD1,43,-0.5961,44,-0.5897,47,-0.4640,75,0.27199,53,-0.3187,84,0.49086,70,0.16733
ENSG00000101752,MIB1,99,0.29779,62,-0.4303,108,0.42825,117,0.62555,71,-0.2520,72,-0.2323,66,-0.3951
ENSG00000101773,RBBP8,48,0.63023,69,1.26415,64,1.13703,26,-0.3311,25,-0.4212,32,-0.0049,12,-1.6256
ENSG00000134508,CABLES1,7,-2.2920,65,1.13897,26,-0.3252,13,-1.4046,26,-0.3771,63,1.25428,28,-0.2355
ENSG00000101782,RIOK3,112,1.16069,46,-0.2868,27,-1.0769,45,-0.3581,80,0.66703,41,-0.5154,49,-0.2268
ENSG00000141452,RMC1,7,-0.9432,13,-0.0973,0,-4.6979,9,-0.6626,21,0.68351,9,-0.8022,24,1.08880
ENSG00000141458,NPC1,107,3.30695,4,-2.3336,4,-2.0378,4,-2.2189,17,-0.1646,16,-0.2729,11,-0.8905
ENSG00000154065,ANKRD29,11,-1.2480,40,0.73591,13,-0.9863,7,-2.0363,17,-0.6190,22,-0.2039,49,1.45861
ENSG00000168234,TTC39C,4,-1.7763,17,0.42785,6,-1.1128,5,-1.4146,17,0.43789,15,0.21796,19,0.71191
ENSG00000141447,OSBPL1A,556,0.37018,482,0.14368,352,-0.3487,701,0.85093,442,0.00480,273,-0.7949,355,-0.4027
ENSG00000154059,IMPACT,40,0.55572,45,0.76813,18,-0.6374,24,-0.2244,21,-0.5095,22,-0.3683,32,0.28858
ENSG00000141380,SS18,31,0.90590,18,0.01182,4,-2.1587,14,-0.3615,17,-0.0553,15,-0.2755,22,0.44837
ENSG00000141384,TAF4B,9,-1.2959,15,-0.5875,22,-0.0527,24,0.08887,36,0.82852,9,-1.3683,29,0.47947
ENSG00000134504,KCTD1,35,-1.4718,65,-0.5675,81,-0.2303,163,1.02283,103,0.16347,80,-0.2604,84,-0.2116
ENSG00000171885,AQP4,1137,1.72339,566,0.51473,740,0.96068,115,-2.0273,172,-1.4125,741,1.10726,141,-1.8237
ENSG00000170558,CDH2,86,0.08041,74,-0.1492,94,0.22455,102,0.39644,118,0.67252,69,-0.2758,48,-0.9330
ENSG00000118276,B4GALT6,19,-2.2473,83,-0.0199,65,-0.3955,93,0.15704,76,-0.1862,78,-0.1474,118,0.68870
ENSG00000153339,TRAPPC8,23,-0.3491,15,-0.9725,14,-1.1190,28,-0.0444,40,0.54143,34,0.27188,31,0.12464
ENSG00000141441,GAREM1,48,0.68400,41,0.43898,30,-0.0542,34,0.17788,21,-0.6285,27,-0.2265,29,-0.0993
ENSG00000141431,ASXL3,19,0.23985,18,0.17721,9,-0.8758,10,-0.7544,30,1.16693,12,-0.5029,14,-0.2152
ENSG00000101746,NOL4,20,-1.2238,51,0.17376,28,-0.7180,80,1.03815,41,-0.1618,34,-0.4727,45,-0.0123
ENSG00000134769,DTNA,290,0.40233,358,0.75054,288,0.39362,164,-0.5342,145,-0.7283,285,0.42154,192,-0.3000
ENSG00000166974,MAPRE2,282,-0.2830,212,-0.7235,281,-0.2881,435,0.44787,383,0.21638,264,-0.4231,374,0.19596
ENSG00000186812,ZNF397,147,1.79475,79,0.70768,68,0.46007,43,-0.2680,44,-0.2337,22,-1.3411,32,-0.8199
ENSG00000186814,ZSCAN30,31,1.13290,16,0.12950,8,-0.8717,4,-1.9125,28,1.15680,11,-0.5669,13,-0.2562
ENSG00000172466,ZNF24,239,1.79101,112,0.48273,85,0.04889,71,-0.2643,84,0.02771,57,-0.6144,44,-1.1025
ENSG00000141429,GALNT1,51,0.02250,66,0.41704,39,-0.4079,47,-0.1298,50,-0.0118,52,0.05044,51,0.01120
ENSG00000141428,C18orf21,8,-0.9765,6,-1.2682,16,0.04768,19,0.37418,13,-0.2035,15,-0.0560,19,0.48686
ENSG00000141425,RPRD1A,85,-1.0582,109,-0.6807,183,0.12052,159,-0.1113,173,0.04133,185,0.15956,207,0.39710
ENSG00000141424,SLC39A6,104,1.25005,47,-0.0513,38,-0.3771,35,-0.5482,45,-0.1105,51,0.07747,44,-0.1970
ENSG00000134759,ELP2,43,-0.1123,27,-0.8031,32,-0.5486,51,0.17035,57,0.37426,46,-0.0248,48,0.07988
ENSG00000134775,FHOD3,14,-1.3466,25,-0.4341,8,-2.0783,39,0.26028,49,0.67796,23,-0.6239,44,0.56877
ENSG00000134779,TPGS2,30,-1.6618,66,-0.5145,71,-0.3906,59,-0.7349,52,-0.9296,113,0.35646,163,1.24428
ENSG00000101489,CELF4,231,-1.4332,620,0.07140,923,0.71326,659,0.18559,1011,0.98903,433,-0.5272,377,-0.8161
ENSG00000078142,PIK3C3,86,0.15203,119,0.67886,43,-0.9007,86,0.18102,84,0.14554,55,-0.5668,78,-0.0012
ENSG00000152214,RIT2,0,-8.8242,6,-1.9022,8,-1.4392,15,-0.6090,21,-0.0326,13,-0.8093,48,1.94291
ENSG00000132872,SYT4,50,-2.6963,148,-1.1132,259,-0.2625,347,0.21933,421,0.57009,254,-0.3182,392,0.49318
ENSG00000152217,SETBP1,23,-0.7033,56,0.69296,41,0.19486,44,0.33950,62,1.00228,27,-0.4537,16,-1.4413
ENSG00000141469,SLC14A1,68,1.79506,36,0.71277,24,0.04429,10,-1.2669,6,-2.0364,48,1.36682,7,-1.9134
ENSG00000152223,EPG5,32,0.42116,31,0.36667,21,-0.2302,17,-0.5652,31,0.40388,27,0.16487,20,-0.3866
ENSG00000152234,ATP5F1A,148,-1.9264,342,-0.6777,264,-1.0683,495,-0.1188,392,-0.5100,541,0.03307,919,1.19460
ENSG00000152242,C18orf25,15,-1.4939,29,-0.5022,29,-0.5074,40,0.01706,38,-0.0701,37,-0.1318,58,0.78996
ENSG00000141622,RNF165,2,-3.0528,24,0.16975,21,-0.0399,25,0.23863,28,0.44315,29,0.50961,16,-0.5181
ENSG00000101638,ST8SIA5,5,-3.3063,40,-0.3107,30,-0.7206,52,0.11503,72,0.69597,47,-0.0642,56,0.27211
ENSG00000078043,PIAS2,84,-0.0114,115,0.47815,35,-1.3584,68,-0.3822,148,1.01923,59,-0.6075,79,-0.1329
ENSG00000167216,KATNAL2,31,1.14396,36,1.37842,59,2.30676,3,-2.4674,12,-0.4335,5,-1.7768,7,-1.3982
ENSG00000167220,HDHD2,59,-0.2493,38,-0.9301,75,0.10998,58,-0.3134,56,-0.3614,82,0.29151,91,0.52449
ENSG00000134049,IER3IP1,19,-0.8655,13,-1.4893,14,-1.3518,33,-0.0529,28,-0.3695,36,0.06957,58,1.10480
ENSG00000175387,SMAD2,86,0.13385,137,0.88160,78,-0.0153,74,-0.1069,86,0.13559,72,-0.1695,62,-0.4552
ENSG00000134030,CTIF,25,-1.0620,33,-0.6323,31,-0.7378,38,-0.4834,58,0.24084,72,0.63270,60,0.35004
ENSG00000101665,SMAD7,29,1.01145,10,-0.5686,11,-0.5131,12,-0.3233,10,-0.7451,20,0.50103,16,0.09432
ENSG00000141627,DYM,26,-0.5309,36,-0.0106,38,0.07406,26,-0.5464,45,0.38898,36,-0.0236,40,0.21022
ENSG00000177576,C18orf32,284,0.25087,284,0.25047,293,0.30008,229,-0.1018,138,-0.9292,289,0.30671,246,0.02816
ENSG00000265681,RPL17,901,0.11901,1058,0.37636,1361,0.78862,735,-0.2193,444,-1.0395,1221,0.68744,635,-0.5071
ENSG00000167315,ACAA2,43,0.49397,43,0.46671,45,0.56937,16,-1.0770,14,-1.2686,67,1.41510,18,-0.9754
ENSG00000141644,MBD1,32,-0.3123,13,-1.6991,21,-0.9929,38,-0.0641,46,0.25309,43,0.15213,52,0.53695
ENSG00000154832,CXXC1,15,-0.0037,7,-1.1420,3,-2.0933,8,-1.0099,19,0.40891,23,0.76529,18,0.38027
ENSG00000141639,MAPK4,9,-2.2542,48,0.25254,25,-0.7307,55,0.51905,16,-1.4592,65,0.86128,45,0.18339
ENSG00000134042,MRO,26,-0.2310,57,1.01153,58,1.01796,11,-1.5594,15,-1.1810,53,0.99427,23,-0.5235
ENSG00000082212,ME2,48,-0.0929,60,0.24459,68,0.44300,39,-0.4373,47,-0.1358,53,0.05546,53,0.07200
ENSG00000141646,SMAD4,41,0.48099,34,0.18611,32,0.12027,16,-1.0328,35,0.25380,29,-0.0297,31,0.06338
ENSG00000176624,MEX3C,16,0.02516,5,-1.6462,27,0.81636,13,-0.3155,9,-0.8385,24,0.68068,17,0.13018
ENSG00000187323,DCC,1,-3.9286,33,0.41760,5,-2.3191,39,0.77539,34,0.49200,18,-0.5380,28,0.16661
ENSG00000134046,MBD2,30,-0.2335,47,0.47444,34,-0.0253,34,-0.0633,40,0.24129,39,0.19708,27,-0.4540
ENSG00000101751,POLI,24,0.38981,20,0.10099,30,0.73710,15,-0.4029,25,0.51079,8,-1.3328,18,-0.0276
ENSG00000041353,RAB27B,4,-3.1972,33,-0.2853,46,0.21821,44,0.16746,50,0.41438,31,-0.3972,48,0.35857
ENSG00000196628,TCF4,483,0.21993,772,0.99079,306,-0.4945,445,0.09902,563,0.52396,286,-0.6412,298,-0.6301
ENSG00000091164,TXNL1,98,-0.7280,107,-0.5878,181,0.22901,190,0.33951,146,-0.1171,119,-0.4570,194,0.42950
ENSG00000091157,WDR7,46,-1.0187,64,-0.5238,59,-0.6511,86,-0.0816,110,0.35775,91,0.01083,113,0.44544
ENSG00000177511,ST8SIA3,22,-3.0011,94,-0.8570,133,-0.3227,216,0.49459,237,0.67057,134,-0.3319,180,0.18505
ENSG00000066926,FECH,18,-0.3082,15,-0.6144,7,-1.7431,24,0.11531,19,-0.2769,25,0.21634,30,0.63328
ENSG00000134440,NARS,168,-1.0377,287,-0.2236,221,-0.6240,470,0.63170,380,0.24213,176,-1.0391,415,0.45154
ENSG00000049759,NEDD4L,47,-1.5631,90,-0.6124,138,0.05063,210,0.82628,168,0.41420,119,-0.1860,110,-0.3594
ENSG00000172175,MALT1,15,0.05150,15,0.10280,6,-1.3714,26,1.13520,11,-0.3745,15,0.03336,10,-0.5808
ENSG00000074657,ZNF532,103,1.50857,58,0.53174,19,-1.1992,30,-0.5490,56,0.52112,33,-0.3838,27,-0.7639
ENSG00000166562,SEC11C,170,0.45379,118,-0.1210,119,-0.1107,124,-0.0528,93,-0.5424,148,0.24975,133,0.07583
ENSG00000074695,LMAN1,93,1.22194,83,1.03655,52,0.27813,32,-0.5143,40,-0.1675,37,-0.2818,27,-0.8802
ENSG00000101542,CDH20,48,1.35237,34,0.77286,8,-1.3496,8,-1.5515,8,-1.5565,31,0.73449,22,0.11693
ENSG00000197563,PIGN,27,0.91788,13,-0.1924,7,-1.0866,4,-1.9390,41,1.95789,7,-1.2453,10,-0.6615
ENSG00000134444,RELCH,19,-1.4625,29,-0.8414,31,-0.7242,54,0.10871,86,0.96682,27,-1.0009,64,0.48638
ENSG00000141664,ZCCHC2,30,0.08865,30,0.07653,42,0.59187,35,0.35872,36,0.38755,18,-0.7926,21,-0.5175
ENSG00000081913,PHLPP1,163,1.73074,60,0.04697,96,0.80653,30,-1.0834,39,-0.6768,64,0.16278,38,-0.7563
ENSG00000171791,BCL2,22,0.57912,31,1.16888,18,0.29866,11,-0.5131,14,-0.1230,18,0.28040,8,-1.0746
ENSG00000119537,KDSR,163,1.45203,86,0.38110,87,0.38611,49,-0.5272,54,-0.3696,54,-0.3991,55,-0.4045
ENSG00000119541,VPS4B,104,0.71643,63,-0.0771,73,0.14351,70,0.09660,80,0.31325,47,-0.5713,55,-0.3650
ENSG00000081138,CDH7,0,-4.9490,14,0.01110,0,-4.8890,0,-6.2147,25,1.01604,14,-0.0092,26,1.31659
ENSG00000171451,DSEL,132,2.00184,22,-0.9450,23,-0.8987,53,0.45714,45,0.17562,21,-1.0840,25,-0.8550
ENSG00000166479,TMX3,30,-1.1607,31,-1.1277,40,-0.7280,76,0.29613,83,0.44026,55,-0.2627,82,0.46737
ENSG00000150636,CCDC102B,43,1.28284,36,1.00820,11,-0.8309,32,0.89034,21,0.15499,6,-1.8065,8,-1.4462
ENSG00000206052,DOK6,78,-0.7751,165,0.37846,277,1.25125,175,0.53094,114,-0.2151,123,-0.0973,71,-1.0666
ENSG00000170677,SOCS6,42,1.33498,19,0.06181,26,0.56555,22,0.31483,14,-0.4518,17,-0.1286,9,-1.1992
ENSG00000141668,CBLN2,10,-3.0328,16,-2.4223,17,-2.3231,149,1.11515,68,-0.3206,64,-0.4144,126,0.90130
ENSG00000166342,NETO1,7,-2.5576,32,-0.3843,61,0.61499,48,0.25465,67,0.88149,32,-0.4045,34,-0.3764
ENSG00000263958,AC091138.1,8,-1.1829,20,0.19839,16,-0.1114,9,-0.9585,25,0.64277,20,0.28592,18,0.09180
ENSG00000075336,TIMM21,37,-0.2539,34,-0.3864,58,0.45556,51,0.30459,40,-0.1168,34,-0.3809,46,0.12323
ENSG00000166347,CYB5A,19,-0.5086,12,-1.1928,29,0.13262,30,0.18248,19,-0.5261,38,0.61068,29,0.15136
ENSG00000133313,CNDP2,116,0.20804,84,-0.3049,106,0.06432,72,-0.5810,93,-0.1499,100,-0.0257,128,0.46264
ENSG00000150656,CNDP1,514,4.65551,12,-2.4572,54,-0.1875,2,-4.8398,35,-0.8890,25,-1.4200,9,-3.0117
ENSG00000215421,ZNF407,41,0.94670,42,0.97171,16,-0.5600,23,-0.0225,23,-0.0198,18,-0.3937,16,-0.6014
ENSG00000180011,ZADH2,36,-0.8407,62,-0.0135,69,0.17538,83,0.50581,47,-0.4617,58,-0.1299,68,0.17530
ENSG00000179981,TSHZ1,37,-0.3632,52,0.18078,69,0.61618,58,0.37435,49,0.10476,43,-0.1472,34,-0.5790
ENSG00000130856,ZNF236,57,0.89752,59,0.93321,32,-0.0229,38,0.25994,33,-0.0103,31,-0.0936,14,-1.4550
ENSG00000197971,MBP,25763,2.97806,2048,-1.4051,18399,2.22367,581,-3.3802,1456,-2.0139,3528,-0.6315,1461,-2.1239
ENSG00000263146,LINC01896,7,-1.7344,29,0.46112,34,0.71030,10,-1.2057,7,-1.6664,54,1.81178,15,-0.5916
ENSG00000166377,ATP9B,29,0.70348,21,0.23973,7,-1.4491,13,-0.5325,29,0.82969,14,-0.4539,17,-0.1519
ENSG00000122490,SLC66A2,27,-1.0525,39,-0.4818,44,-0.2796,32,-0.8264,53,-0.0049,70,0.49028,73,0.63033
ENSG00000226742,HSBP1L1,2,-2.5296,14,-0.0034,5,-1.4218,4,-1.9639,12,-0.2972,25,1.00132,23,0.96315
ENSG00000141759,TXNL4A,96,-0.4970,63,-1.1201,129,-0.0419,137,0.06163,82,-0.7850,172,0.47361,171,0.52505
ENSG00000101544,ADNP2,30,0.26937,25,0.00231,22,-0.2402,36,0.60864,27,0.12791,20,-0.4059,20,-0.3958
ENSG00000129946,SHC2,22,-0.5860,29,-0.2234,18,-0.8945,22,-0.6873,32,-0.0367,45,0.56171,43,0.51390
ENSG00000141933,TPGS1,27,-0.6204,16,-1.4141,35,-0.2503,41,0.00260,35,-0.2619,51,0.37817,53,0.52393
ENSG00000099804,CDC34,23,-0.7866,15,-1.4326,23,-0.8248,38,-0.0799,45,0.22968,42,0.10383,54,0.64445
ENSG00000172270,BSG,135,-0.8277,208,-0.1675,158,-0.5966,191,-0.3324,227,-0.0380,278,0.31935,297,0.49662
ENSG00000099822,HCN2,56,-0.0602,73,0.35098,50,-0.2431,43,-0.5147,30,-1.0615,92,0.83424,63,0.16077
ENSG00000099821,POLRMT,40,0.31433,21,-0.6873,21,-0.6362,29,-0.2105,37,0.20699,36,0.15913,35,0.16653
ENSG00000070423,RNF126,21,-0.4685,13,-1.1628,34,0.22044,17,-0.8631,22,-0.4526,39,0.52691,41,0.71272
ENSG00000099864,PALM,87,-0.2092,99,-0.0133,125,0.35960,81,-0.3517,64,-0.7384,190,1.20700,72,-0.5870
ENSG00000011304,PTBP1,25,0.97072,18,0.44430,3,-1.9057,7,-1.0188,12,-0.1689,21,0.78909,12,-0.2637
ENSG00000129951,PLPPR3,7,-1.8283,16,-0.6014,11,-1.2264,17,-0.5840,37,0.75248,34,0.55383,28,0.25382
ENSG00000175221,MED16,24,-0.2866,14,-1.0296,8,-1.7991,21,-0.4803,40,0.58728,35,0.34799,35,0.38454
ENSG00000198858,R3HDM4,15,-0.6748,16,-0.6397,20,-0.2804,31,0.47596,16,-0.6880,37,0.77205,23,-0.0881
ENSG00000065268,WDR18,14,-0.5174,7,-1.4912,5,-2.0744,20,0.02619,15,-0.4223,20,0.07632,32,1.08741
ENSG00000182087,TMEM259,30,-0.3011,27,-0.4805,29,-0.3660,19,-1.0122,37,0.01895,42,0.23443,52,0.72379
ENSG00000099817,POLR2E,53,-0.7238,48,-0.8647,45,-0.9775,59,-0.6026,63,-0.4929,117,0.58646,130,0.90547
ENSG00000167468,GPX4,236,-0.9674,368,-0.2892,363,-0.3076,387,-0.2306,253,-0.9217,714,0.87729,545,0.41785
ENSG00000118046,STK11,25,-0.4025,32,-0.0517,20,-0.7742,25,-0.4749,26,-0.3964,54,0.90751,36,0.17940
ENSG00000099625,CBARP,2,-2.8300,8,-0.7077,5,-1.3396,12,-0.1340,13,0.00074,25,1.17952,14,0.13030
ENSG00000099624,ATP5F1D,127,-1.4323,252,-0.3992,187,-0.8544,258,-0.3929,229,-0.5928,390,0.31529,530,1.03914
ENSG00000167470,MIDN,31,0.61098,41,1.06615,5,-2.0577,8,-1.5154,26,0.38011,30,0.60451,16,-0.4910
ENSG00000099622,CIRBP,229,0.18968,156,-0.4058,228,0.18280,164,-0.3666,152,-0.4827,298,0.69179,199,-0.0415
ENSG00000228300,FAM174C,13,-0.7524,18,-0.3293,17,-0.4012,18,-0.3315,18,-0.3205,25,0.23223,31,0.70138
ENSG00000160953,PWWP3A,109,0.28250,130,0.56792,104,0.21877,69,-0.4527,92,0.03084,89,-0.0332,82,-0.1963
ENSG00000115286,NDUFS7,130,0.21208,58,-1.0168,64,-0.8795,76,-0.6651,86,-0.4714,157,0.57737,158,0.67118
ENSG00000130005,GAMT,80,0.78429,25,-1.0152,40,-0.3205,31,-0.7852,37,-0.4751,69,0.60975,57,0.29411
ENSG00000071626,DAZAP1,27,-0.3253,33,-0.0116,17,-1.0511,20,-0.8237,45,0.53005,51,0.75493,31,-0.1610
ENSG00000115268,RPS15,957,0.18353,682,-0.3466,1426,0.83337,604,-0.5790,330,-1.5324,1454,0.98952,796,-0.1313
ENSG00000115266,APC2,45,-0.3680,38,-0.6374,39,-0.5917,43,-0.4825,47,-0.3100,78,0.54945,76,0.57320
ENSG00000119559,C19orf25,13,-0.6184,18,-0.1569,12,-0.7148,12,-0.8519,27,0.53224,31,0.80891,19,-0.1367
ENSG00000115255,REEP6,11,-0.2530,12,-0.0384,21,0.81484,4,-1.8150,5,-1.4501,22,0.97050,16,0.40620
ENSG00000071655,MBD3,27,-0.4139,57,0.72903,19,-0.9905,25,-0.6100,25,-0.6228,55,0.78434,39,0.18214
ENSG00000127540,UQCR11,342,-0.6166,388,-0.4204,580,0.20735,468,-0.1453,220,-1.3632,892,1.04457,546,0.13607
ENSG00000079313,REXO1,5,-2.0626,36,0.93290,11,-0.9078,13,-0.7331,16,-0.3379,33,0.92260,21,0.11832
ENSG00000129911,KLF16,17,-0.4528,12,-0.9529,18,-0.3836,29,0.44313,18,-0.3990,31,0.55362,23,0.04057
ENSG00000129968,ABHD17A,134,-0.1550,186,0.37123,152,0.05087,96,-0.7173,71,-1.1944,281,1.21119,134,-0.1753
ENSG00000227500,SCAMP4,28,1.33781,11,-0.1439,8,-0.6299,8,-0.6771,13,0.18150,16,0.44324,8,-0.6843
ENSG00000133275,CSNK1G2,23,-0.4112,27,-0.1439,31,0.06224,24,-0.3675,27,-0.1809,53,1.05803,23,-0.4593
ENSG00000133243,BTBD2,45,-0.5858,69,0.07379,65,-0.0232,45,-0.6278,37,-0.9494,115,1.04118,72,0.17509
ENSG00000099875,MKNK2,8,-0.8403,15,0.04286,21,0.53382,5,-1.7481,15,-0.0065,26,0.99207,15,-0.0549
ENSG00000065000,AP3D1,80,-0.9148,143,-0.0243,106,-0.4864,163,0.20759,222,0.77064,115,-0.3970,138,-0.1007
ENSG00000104886,PLEKHJ1,14,-1.3869,18,-1.0583,12,-1.6313,23,-0.6954,35,-0.0419,53,0.72962,53,0.84450
ENSG00000104904,OAZ1,208,-1.6760,295,-1.1605,584,-0.1159,651,0.05922,435,-0.6187,859,0.55802,857,0.63258
ENSG00000130332,LSM7,49,-0.4196,58,-0.1705,36,-0.9144,56,-0.2620,36,-0.9496,92,0.61753,90,0.65391
ENSG00000005206,SPPL2B,17,0.17426,12,-0.3142,1,-3.2537,10,-0.6467,17,0.26445,14,-0.0674,22,0.76825
ENSG00000099800,TIMM13,35,-0.8431,35,-0.8423,29,-1.1298,52,-0.2557,43,-0.5818,97,0.83723,83,0.62173
ENSG00000176533,GNG7,124,0.71891,64,-0.3207,129,0.79033,46,-0.8936,49,-0.8020,143,1.11069,52,-0.7604
ENSG00000176490,DIRAS1,14,-3.2060,99,-0.3164,46,-1.4778,60,-1.1468,104,-0.2601,143,0.27983,229,1.40750
ENSG00000141873,SLC39A3,12,-1.0773,12,-1.0787,10,-1.4400,29,0.23182,27,0.12739,24,-0.1215,37,0.75633
ENSG00000104969,SGTA,60,0.76245,10,-1.9305,27,-0.5058,29,-0.4327,38,0.02197,48,0.44166,41,0.16076
ENSG00000172009,THOP1,20,-1.0187,20,-1.0483,26,-0.6453,26,-0.7369,59,0.69308,52,0.45164,47,0.31947
ENSG00000104964,TLE5,270,-1.2514,758,0.33804,593,-0.0519,506,-0.3266,362,-0.8712,1074,1.04496,616,0.01007
ENSG00000088256,GNA11,61,0.61082,28,-0.5835,31,-0.4519,34,-0.3345,28,-0.6722,59,0.63507,46,0.17322
ENSG00000125912,NCLN,13,-0.7204,7,-1.7029,4,-2.5025,26,0.37315,27,0.40188,21,-0.0276,28,0.53695
ENSG00000161082,CELF5,43,-1.3306,67,-0.6684,105,0.00753,140,0.53520,148,0.63268,92,-0.2124,91,-0.2521
ENSG00000141905,NFIC,239,0.43390,286,0.72803,220,0.30538,90,-1.1428,164,-0.1763,231,0.42330,155,-0.2931
ENSG00000129932,DOHH,38,0.73141,29,0.27173,20,-0.2492,18,-0.4960,15,-0.7654,27,0.19318,27,0.24620
ENSG00000105325,FZR1,16,-0.8078,10,-1.5372,21,-0.4731,19,-0.6581,36,0.41565,37,0.47822,36,0.48299
ENSG00000161091,MFSD12,23,-0.6612,17,-1.1283,30,-0.2396,44,0.37924,27,-0.4684,32,-0.2038,51,0.71427
ENSG00000186111,PIP5K1C,28,-1.5618,60,-0.4249,115,0.59204,42,-1.0468,91,0.23767,91,0.24859,100,0.46498
ENSG00000183617,MRPL54,34,-0.6652,15,-1.8774,33,-0.7112,72,0.55315,37,-0.6125,68,0.44193,66,0.44973
ENSG00000007264,MATK,16,-2.0231,52,-0.3015,62,-0.0208,56,-0.1997,50,-0.3981,104,0.92013,69,0.16870
ENSG00000105278,ZFR2,3,-1.9395,12,-0.0932,1,-3.1187,8,-0.8460,21,0.82512,13,-0.0503,19,0.78195
ENSG00000167654,ATCAY,66,-1.5758,183,-0.0281,171,-0.1372,180,-0.0590,242,0.46223,194,0.06524,196,0.09157
ENSG00000167657,DAPK3,8,-1.4236,14,-0.6410,0,-5.2150,21,0.01546,26,0.32241,18,-0.3118,35,1.01630
ENSG00000167658,EEF2,363,-0.5740,673,0.39326,627,0.28030,433,-0.3315,339,-0.7312,862,0.91030,459,-0.2536
ENSG00000105229,PIAS4,34,0.69431,11,-0.9996,13,-0.7832,27,0.33540,26,0.29983,20,-0.1392,20,-0.1963
ENSG00000178951,ZBTB7A,253,-0.1996,542,1.03755,300,0.07151,268,-0.1173,367,0.43651,282,-0.0282,171,-0.9228
ENSG00000126934,MAP2K2,68,-1.0786,114,-0.2900,81,-0.8033,115,-0.2952,112,-0.3448,191,0.59943,182,0.57151
ENSG00000089847,ANKRD24,9,-1.7140,24,-0.3176,38,0.40641,42,0.60067,41,0.58234,24,-0.3313,23,-0.4403
ENSG00000105255,FSD1,5,-3.3164,25,-1.1647,18,-1.6053,50,-0.0893,51,-0.0538,54,0.03376,92,1.19739
ENSG00000008382,MPND,12,-1.3600,17,-0.8517,23,-0.4226,33,0.17352,22,-0.4779,37,0.39389,40,0.60617
ENSG00000141985,SH3GL1,28,-0.2698,19,-0.7985,26,-0.3393,46,0.61834,24,-0.5447,39,0.31013,34,0.06849
ENSG00000167671,UBXN6,51,-1.0552,60,-0.7969,118,0.23163,63,-0.7837,69,-0.6470,155,0.77223,138,0.62786
ENSG00000167674,HDGFL2,28,-0.3319,33,-0.0740,12,-1.5559,54,0.80778,29,-0.2799,22,-0.7078,43,0.45297
ENSG00000167680,SEMA6B,12,-2.0591,39,-0.3628,43,-0.2150,36,-0.5621,48,-0.0470,88,1.05642,53,0.11138
ENSG00000185361,TNFAIP8L1,14,-1.0388,15,-1.0354,41,0.55454,46,0.82116,31,0.10432,23,-0.4077,26,-0.1721
ENSG00000074842,MYDGF,18,-1.0263,17,-1.1585,27,-0.4595,38,0.09657,23,-0.6970,39,0.14443,56,0.93419
ENSG00000142002,DPP9,17,0.03089,16,-0.1278,7,-1.3796,10,-0.8600,23,0.48445,16,-0.0654,22,0.53777
ENSG00000176840,MIR7-3HG,0,-4.1983,3,-2.3428,14,-0.0953,15,-0.0070,24,0.83766,15,-0.0795,19,0.43468
ENSG00000141965,FEM1A,19,-0.0907,22,0.08257,18,-0.2140,15,-0.5061,22,0.08261,20,-0.0188,24,0.34736
ENSG00000127663,KDM4B,25,0.28854,13,-0.7531,15,-0.4729,30,0.61501,26,0.35082,21,-0.0039,15,-0.5695
ENSG00000130254,SAFB2,180,1.22076,192,1.33359,49,-0.8514,59,-0.6221,107,0.39360,48,-0.9311,59,-0.6742
