Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000166557,TMED3,63,0.79217,43,0.19300,54,0.54455,45,0.26870,29,-0.4015,37,-0.0473,49,0.39832,35,-0.1345,24,-0.6785,12,-1.7205,31,-0.3062
ENSG00000086666,ZFAND6,40,0.04839,42,0.12014,37,-0.1019,26,-0.6287,58,0.62512,34,-0.2101,30,-0.4222,35,-0.1651,54,0.51745,50,0.38171,32,-0.3314
ENSG00000259417,CTXND1,3,-2.0886,2,-2.6694,9,-0.4193,4,-1.7581,10,-0.3545,4,-1.7774,6,-0.9602,13,0.02860,67,3.01290,24,1.08208,3,-1.7626
ENSG00000172379,ARNT2,116,-0.5838,322,1.03949,230,0.48274,128,-0.4291,91,-0.9542,121,-0.5523,109,-0.6715,203,0.31146,153,-0.1536,262,0.69366,142,-0.2691
ENSG00000136379,ABHD17C,14,-0.5993,19,-0.1056,14,-0.5251,15,-0.4711,15,-0.4813,27,0.48738,16,-0.4014,17,-0.2877,49,1.40895,21,0.03500,15,-0.4834
ENSG00000103888,CEMIP,3,-1.4157,11,0.36394,23,1.60736,6,-0.4197,3,-1.6539,4,-1.1474,0,-3.6936,12,0.63296,9,0.08516,10,0.17097,13,0.66537
ENSG00000117899,MESD,42,-0.3986,46,-0.2516,26,-1.1063,55,0.04283,59,0.14440,64,0.28895,77,0.56969,52,-0.0697,82,0.66334,51,-0.0842,32,-0.8056
ENSG00000140406,TLNRD1,28,0.29582,23,-0.0090,26,0.15965,19,-0.3144,20,-0.1771,23,-0.0367,28,0.32851,22,-0.0685,18,-0.3504,12,-0.9771,36,0.69812
ENSG00000182774,RPS17,196,-0.7566,294,-0.1379,459,0.56920,180,-0.8822,272,-0.2571,300,-0.1158,146,-1.1916,306,-0.0808,375,0.24765,686,1.24025,350,0.13856
ENSG00000214575,CPEB1,45,0.13026,41,-0.0025,27,-0.6278,69,0.81358,50,0.29001,51,0.34636,35,-0.2519,43,0.06497,25,-0.7625,16,-1.3943,42,0.01615
ENSG00000103723,AP3B2,124,0.78975,105,0.51602,106,0.54211,84,0.16426,48,-0.7018,82,0.13759,88,0.24349,77,0.02903,37,-1.0702,30,-1.3811,42,-0.8871
ENSG00000156232,WHAMM,15,-0.9814,20,-0.5208,19,-0.6260,22,-0.3996,48,0.84294,23,-0.3127,31,0.14601,40,0.61278,29,0.05906,33,0.23756,24,-0.2633
ENSG00000103942,HOMER2,10,-1.6062,28,-0.0414,17,-0.8149,32,0.14007,37,0.36548,38,0.47255,30,0.07484,28,-0.0622,31,0.12992,38,0.40958,22,-0.4239
ENSG00000169609,C15orf40,15,-0.5955,22,0.00277,20,-0.1692,33,0.66077,40,0.94665,15,-0.6372,20,-0.1088,17,-0.4488,41,0.98763,17,-0.3830,14,-0.6310
ENSG00000064726,BTBD1,41,0.06315,75,1.02251,39,-0.0048,29,-0.4775,22,-0.8693,24,-0.7887,26,-0.6411,47,0.30469,44,0.15526,50,0.37352,45,0.18720
ENSG00000136404,TM6SF1,95,1.49453,16,-1.3048,80,1.19463,35,-0.1364,17,-1.2248,38,-0.0037,36,-0.0927,43,0.21750,9,-2.0518,7,-2.5251,38,0.01481
ENSG00000166503,HDGFL3,229,-0.7603,219,-0.8220,266,-0.5298,270,-0.5084,414,0.15462,502,0.50887,511,0.48747,507,0.52679,238,-0.7013,347,-0.1208,369,-0.0262
ENSG00000140600,SH3GL3,79,-0.2597,93,-0.0025,65,-0.5565,96,0.04686,149,0.74080,109,0.26382,84,-0.1652,112,0.31666,70,-0.4489,52,-0.8988,85,-0.1534
ENSG00000177082,WDR73,10,-0.3191,13,0.00549,15,0.26627,22,0.86599,13,0.01342,11,-0.1757,9,-0.4899,8,-0.6638,18,0.53337,12,-0.0371,13,0.04772
ENSG00000140612,SEC11A,12,-0.7325,24,0.29323,31,0.68459,22,0.16362,29,0.60743,12,-0.8051,16,-0.3223,9,-1.2555,42,1.20580,22,0.17393,18,-0.1740
ENSG00000166716,ZNF592,10,-0.3402,10,-0.3000,6,-0.9630,13,0.12886,18,0.62595,9,-0.4632,8,-0.6231,7,-0.7992,26,1.16610,19,0.66679,16,0.40820
ENSG00000073417,PDE8A,12,-0.9928,6,-2.0405,14,-0.8064,14,-0.7697,107,2.60937,37,0.78599,9,-1.4158,12,-1.1423,35,0.60679,5,-2.3626,11,-1.1110
ENSG00000170776,AKAP13,79,0.15484,48,-0.6280,28,-1.4290,80,0.16658,127,0.91537,84,0.26255,86,0.27425,93,0.45071,44,-0.7611,51,-0.5410,39,-0.9307
ENSG00000140538,NTRK3,69,-0.9057,269,1.24962,97,-0.3884,220,0.91367,137,0.14380,76,-0.8109,113,-0.1590,144,0.24599,90,-0.4985,132,0.08763,56,-1.2252
ENSG00000259494,MRPL46,40,0.43718,31,0.01173,54,0.91079,27,-0.1954,23,-0.4452,17,-0.9450,18,-0.7681,52,0.94659,9,-1.8519,39,0.36975,19,-0.7267
ENSG00000181991,MRPS11,42,-0.1560,77,0.80879,46,-0.0071,61,0.42767,23,-1.0520,32,-0.6092,41,-0.1712,47,0.01629,41,-0.1821,49,0.10781,63,0.50082
ENSG00000140545,MFGE8,110,2.62691,26,0.10411,19,-0.3863,4,-2.4741,3,-2.8012,3,-3.1383,2,-3.1706,12,-1.1548,83,2.04115,26,0.11106,15,-0.7063
ENSG00000140526,ABHD2,139,0.38902,106,-0.0403,78,-0.5002,120,0.16556,107,-0.0133,84,-0.4235,94,-0.2232,123,0.21815,143,0.43528,129,0.26794,79,-0.4842
ENSG00000140521,POLG,21,-0.2186,28,0.20198,27,0.15834,37,0.61645,26,0.05752,27,0.11806,25,-0.0102,18,-0.4784,29,0.24417,20,-0.3378,19,-0.4059
ENSG00000255571,MIR9-3HG,9,-0.7046,9,-0.6493,24,0.76989,31,1.17996,11,-0.4566,16,0.17880,7,-1.1076,8,-1.0332,26,0.86936,14,-0.0425,12,-0.2869
ENSG00000166823,MESP1,28,-0.0802,58,1.06719,38,0.38717,16,-0.9018,13,-1.2923,33,0.15616,32,0.09895,18,-0.8425,19,-0.7018,58,1.05072,26,-0.2382
ENSG00000157823,AP3S2,58,0.12525,63,0.23647,71,0.43332,50,-0.1061,59,0.13630,48,-0.1971,38,-0.5224,41,-0.4380,60,0.15679,60,0.15288,64,0.25642
ENSG00000242498,ARPIN,17,0.05737,11,-0.5462,18,0.17048,12,-0.3847,10,-0.7494,15,-0.0845,16,-0.0014,21,0.47118,30,0.99442,8,-1.0733,14,-0.1862
ENSG00000259291,ZNF710-AS1,7,-1.9431,31,0.27366,9,-1.4948,12,-1.1485,20,-0.3528,13,-1.1163,5,-2.3834,17,-0.6588,86,2.02454,76,1.79627,29,0.19406
ENSG00000182054,IDH2,26,-1.3276,112,0.93403,43,-0.5548,38,-0.7660,94,0.64574,36,-0.8801,34,-0.9072,45,-0.5399,103,0.79153,143,1.35393,56,-0.1574
ENSG00000185043,CIB1,21,-0.6753,70,1.23714,27,-0.2897,22,-0.6163,27,-0.2895,17,-1.0365,29,-0.2064,26,-0.3934,47,0.58297,65,1.11814,31,-0.0925
ENSG00000182768,NGRN,382,-0.3376,468,-0.0218,684,0.57886,317,-0.6236,317,-0.6222,535,0.20465,457,-0.0611,524,0.16823,324,-0.5889,632,0.45051,478,0.00855
ENSG00000140575,IQGAP1,14,-1.0368,7,-2.0558,9,-1.6474,42,0.68011,114,2.48170,14,-1.0512,20,-0.4874,20,-0.4811,50,0.97856,13,-1.1284,18,-0.6564
ENSG00000140577,CRTC3,13,0.00022,13,-0.0346,15,0.20062,18,0.53091,32,1.46445,10,-0.3364,5,-1.4862,1,-2.9608,21,0.77787,12,-0.1501,16,0.30848
ENSG00000140564,FURIN,18,-0.0878,20,0.08237,30,0.75183,20,0.05536,10,-0.9326,22,0.25061,23,0.28852,14,-0.4968,26,0.49463,20,0.06763,8,-1.3397
ENSG00000196547,MAN2A2,47,-0.2240,75,0.50947,99,0.97478,78,0.58307,66,0.31602,49,-0.1527,37,-0.5802,42,-0.4100,53,-0.0400,33,-0.7304,32,-0.8182
ENSG00000184508,HDDC3,22,0.13846,23,0.24569,35,0.91092,16,-0.3434,10,-1.0405,20,0.01241,14,-0.5043,24,0.33198,15,-0.3743,18,-0.1374,16,-0.3217
ENSG00000140553,UNC45A,21,0.11958,15,-0.3982,45,1.36972,38,1.06925,15,-0.3633,16,-0.3186,11,-0.7847,12,-0.7012,19,0.00486,20,0.02246,10,-0.9452
ENSG00000198901,PRC1,14,0.00983,11,-0.2871,5,-1.3399,9,-0.5431,23,0.83670,8,-0.8519,20,0.59688,28,1.32619,1,-3.5621,10,-0.4456,11,-0.3368
ENSG00000184056,VPS33B,25,0.50982,27,0.64299,28,0.70538,27,0.63316,6,-1.5358,16,-0.2154,13,-0.5364,16,-0.1521,8,-1.2447,20,0.18200,15,-0.2360
ENSG00000185518,SV2B,436,0.52889,489,0.71697,299,-0.0655,395,0.36843,235,-0.4358,480,0.76803,384,0.32705,231,-0.4995,56,-2.5515,83,-1.9952,259,-0.2908
ENSG00000176463,SLCO3A1,38,0.16204,13,-1.4308,27,-0.3444,35,0.04346,100,1.76225,33,-0.0821,29,-0.2674,20,-0.8427,49,0.56037,18,-0.9845,32,-0.1372
ENSG00000185442,FAM174B,15,0.02423,22,0.59642,22,0.64167,11,-0.4199,5,-1.5100,19,0.48045,10,-0.5842,16,0.16851,4,-1.7631,20,0.46092,11,-0.4813
ENSG00000272888,LINC01578,85,0.00930,71,-0.2676,106,0.35688,63,-0.4440,96,0.20889,91,0.12626,38,-1.2076,69,-0.3356,151,0.93181,82,-0.0335,84,0.00298
ENSG00000173575,CHD2,154,-0.4455,129,-0.7113,101,-1.0814,221,0.11619,298,0.59288,196,-0.0767,326,0.74114,261,0.41875,211,0.04156,124,-0.7737,190,-0.1199
ENSG00000182175,RGMA,5,-1.7523,14,-0.3673,12,-0.5257,13,-0.4606,17,-0.0305,28,0.82583,11,-0.6471,4,-2.0465,62,2.14222,15,-0.1852,12,-0.5374
ENSG00000248441,LINC01197,23,0.25784,39,1.11990,8,-1.2479,38,1.10799,25,0.38842,5,-2.0450,16,-0.2634,22,0.26570,5,-1.7993,34,0.91836,6,-1.6663
ENSG00000185551,NR2F2,5,-2.3957,15,-0.8850,5,-2.4019,8,-1.7555,55,1.14497,5,-2.3955,3,-3.2571,5,-2.4859,119,2.59669,112,2.46724,7,-1.8929
ENSG00000140450,ARRDC4,8,-0.5258,9,-0.3628,11,-0.0974,16,0.48666,6,-0.8930,8,-0.6140,12,0.00376,9,-0.4829,29,1.47921,15,0.35888,12,0.08437
ENSG00000140443,IGF1R,34,-0.2064,50,0.40891,26,-0.6159,43,0.17380,43,0.16701,42,0.14185,30,-0.3756,39,0.03372,47,0.30874,30,-0.3704,36,-0.1139
ENSG00000182253,SYNM,116,-0.2612,173,0.37088,63,-1.1756,91,-0.6313,156,0.20710,122,-0.1890,127,-0.1196,142,0.06843,261,1.04254,160,0.24311,103,-0.4330
ENSG00000168904,LRRC28,7,-0.8885,22,0.86758,17,0.47901,29,1.30950,19,0.65984,2,-2.8200,12,-0.1347,9,-0.4828,12,-0.0783,20,0.68970,5,-1.3840
ENSG00000068305,MEF2A,118,-0.6334,306,0.86242,109,-0.7638,191,0.10507,246,0.50572,143,-0.3683,230,0.39436,250,0.58884,110,-0.7486,128,-0.5101,100,-0.8854
ENSG00000183060,LYSMD4,9,-0.3914,12,0.13129,11,-0.0529,19,0.82870,7,-0.7220,4,-1.5029,12,0.04000,14,0.31730,24,1.22281,9,-0.2596,8,-0.5616
ENSG00000183475,ASB7,14,0.59232,10,0.07160,11,0.15539,11,0.11098,5,-1.0018,13,0.52782,7,-0.4677,8,-0.3679,13,0.42097,3,-1.8103,11,0.22619
ENSG00000259583,AC015712.2,11,0.14565,21,1.18915,14,0.57758,10,0.01458,1,-2.9972,9,-0.2412,15,0.67351,9,-0.2096,6,-0.7328,4,-1.3921,12,0.28744
ENSG00000154237,LRRK1,17,-0.3798,15,-0.6093,33,0.62709,36,0.77487,2,-3.0532,16,-0.4771,39,0.90812,33,0.68635,10,-1.1773,5,-2.0339,31,0.51870
ENSG00000131871,SELENOS,28,-0.3383,26,-0.4279,20,-0.8349,41,0.23575,55,0.73398,24,-0.5954,35,0.00852,47,0.53100,58,0.80618,25,-0.4751,21,-0.7388
ENSG00000131876,SNRPA1,35,0.11583,60,0.98400,40,0.33807,32,-0.0141,18,-0.9007,32,-0.0249,21,-0.6482,26,-0.3325,37,0.21504,32,-0.0017,29,-0.1890
ENSG00000184277,TM2D3,111,0.31100,162,0.92508,162,0.92850,91,0.00490,49,-0.9476,91,-0.0004,57,-0.6993,87,-0.0740,64,-0.5408,51,-0.8854,79,-0.2155
ENSG00000185418,TARSL2,67,-0.0284,52,-0.4279,46,-0.6068,83,0.30495,141,1.16803,49,-0.5655,83,0.29482,79,0.23260,74,0.11600,43,-0.7015,48,-0.5619
ENSG00000161980,POLR3K,26,0.41452,30,0.62721,35,0.87350,20,-0.0284,7,-1.6090,20,-0.0227,16,-0.3555,17,-0.2405,7,-1.5435,27,0.45472,20,-0.0436
ENSG00000161981,SNRNP25,126,0.36442,117,0.24466,133,0.44010,62,-0.7231,76,-0.4241,86,-0.2549,54,-0.9504,101,0.01245,81,-0.3198,142,0.55366,137,0.49413
ENSG00000103152,MPG,51,0.58020,57,0.74439,63,0.91072,28,-0.3552,21,-0.7897,16,-1.2548,28,-0.3324,38,0.09695,34,-0.0575,41,0.22179,30,-0.2440
ENSG00000103148,NPRL3,24,0.25820,28,0.49792,35,0.84074,18,-0.1653,14,-0.5626,9,-1.2827,14,-0.5339,21,0.00484,17,-0.2513,35,0.83628,21,0.03060
ENSG00000188536,HBA2,11,-1.5367,1,-4.1154,20,-0.6785,20,-0.6900,14,-1.1983,22,-0.5388,18,-0.8609,6,-2.5913,206,3.60206,47,0.64945,12,-1.3956
ENSG00000206172,HBA1,21,0.09676,1,-3.7040,17,-0.1772,18,-0.0906,13,-0.5890,29,0.66842,16,-0.3339,12,-0.7706,62,1.93606,15,-0.3452,8,-1.3219
ENSG00000086506,HBQ1,10,-0.6791,23,0.53322,13,-0.3295,15,-0.1508,12,-0.5016,32,1.21744,21,0.36088,12,-0.5597,2,-2.7643,23,0.49068,7,-1.2109
ENSG00000007392,LUC7L,49,-0.1283,46,-0.2285,34,-0.6847,123,1.37851,78,0.61783,43,-0.3256,56,0.08843,37,-0.6020,48,-0.1342,57,0.12747,36,-0.5759
ENSG00000167930,FAM234A,10,-0.8896,17,-0.0390,19,0.12043,19,0.08584,27,0.63874,18,-0.0010,9,-0.9508,10,-0.8763,41,1.37773,18,0.02780,14,-0.3526
ENSG00000076344,RGS11,9,-0.9372,17,0.01732,25,0.55190,58,2.03992,18,0.09131,5,-1.9355,6,-1.5887,6,-1.7076,32,0.99206,21,0.27074,17,-0.0129
ENSG00000242173,ARHGDIG,226,-0.0961,260,0.12656,381,0.73526,189,-0.3736,151,-0.7092,266,0.17469,242,0.01368,197,-0.3291,99,-1.3424,363,0.65734,285,0.26893
ENSG00000185615,PDIA2,4,-1.4431,16,0.64988,9,-0.2519,57,2.96649,3,-1.7189,9,-0.3174,3,-1.7407,2,-2.0875,10,-0.1542,1,-3.2340,14,0.39854
ENSG00000103126,AXIN1,6,-0.4541,14,0.77379,9,0.09094,18,1.17525,9,0.03986,8,-0.2143,1,-2.4576,6,-0.6826,12,0.46429,7,-0.3587,9,0.11585
ENSG00000086504,MRPL28,130,0.24783,164,0.61910,151,0.48435,114,0.04071,85,-0.4130,141,0.41815,96,-0.2266,71,-0.7350,81,-0.4817,123,0.16844,75,-0.6075
ENSG00000129925,TMEM8A,7,-0.5193,12,0.29724,21,1.23717,6,-0.8255,7,-0.5535,3,-1.6560,1,-3.1340,3,-1.5456,36,2.17879,15,0.62960,10,0.03388
ENSG00000103202,NME4,4,-1.8934,14,-0.2573,16,0.01409,13,-0.3876,18,0.18440,15,-0.1072,6,-1.5521,11,-0.6412,28,0.82160,42,1.52925,19,0.24989
ENSG00000090565,RAB11FIP3,24,-0.3178,32,0.14635,35,0.26637,21,-0.4713,34,0.21948,25,-0.2874,27,-0.1440,18,-0.7906,59,1.13635,39,0.44838,25,-0.2655
ENSG00000007541,PIGQ,20,-0.4076,44,0.79538,30,0.22275,36,0.48280,17,-0.6528,27,0.06653,16,-0.7520,19,-0.5106,39,0.61420,16,-0.7402,31,0.25333
ENSG00000197562,RAB40C,24,-0.1316,41,0.67089,42,0.70924,27,0.00769,11,-1.3530,19,-0.5393,38,0.54073,29,0.13208,22,-0.2896,22,-0.2574,24,-0.1708
ENSG00000130731,METTL26,101,-0.2215,226,1.06957,156,0.45320,93,-0.3565,90,-0.3959,89,-0.4531,74,-0.7051,95,-0.3507,76,-0.6548,218,1.00772,117,6.91672
ENSG00000172366,MCRIP2,28,-0.0874,28,-0.0593,44,0.65244,15,-0.9989,27,-0.1518,21,-0.5582,13,-1.2237,21,-0.5084,45,0.67860,48,0.77136,49,0.81295
ENSG00000140983,RHOT2,24,-0.1029,35,0.51160,32,0.37286,46,0.95751,27,0.07403,18,-0.5767,10,-1.3351,11,-1.2975,35,0.50840,30,0.25223,33,0.39402
ENSG00000103269,RHBDL1,20,0.02037,29,0.59370,27,0.51154,15,-0.4333,17,-0.2329,9,-1.2902,18,-0.1812,12,-0.7406,27,0.48974,37,1.00884,25,0.34435
ENSG00000103266,STUB1,250,0.32532,219,0.11195,233,0.21469,156,-0.4116,143,-0.5478,211,0.06410,138,-0.5988,171,-0.2883,180,-0.1932,262,0.39788,300,0.61881
ENSG00000161999,JMJD8,30,0.44808,22,-0.0344,31,0.48483,17,-0.4194,12,-0.9749,27,0.27875,14,-0.6833,16,-0.6123,36,0.70891,36,0.70071,13,-0.8771
ENSG00000127580,WDR24,19,0.47076,13,-0.1182,12,-0.1787,16,0.21333,8,-0.7467,13,-0.0691,8,-0.7560,13,-0.0482,16,0.26069,13,-0.0900,20,0.61980
ENSG00000127585,FBXL16,155,-1.5489,354,-0.3086,324,-0.4452,261,-0.7714,432,8.48554,515,0.30499,362,-0.2732,284,-0.6909,633,0.60554,1095,1.53700,403,-0.1094
ENSG00000103260,METRN,35,-2.0974,60,-1.3152,63,-1.2401,35,-2.0868,100,-0.5500,71,-1.1321,65,-1.1831,71,-1.1231,666,2.74561,410,1.76456,135,-0.0793
ENSG00000103254,ANTKMT,57,-0.1957,108,0.81800,83,0.38964,68,0.07555,62,-0.0639,59,-0.1411,48,-0.4453,33,-1.0785,68,0.09180,113,0.89143,48,-0.4589
ENSG00000103253,HAGHL,47,0.49285,37,0.12581,58,0.84680,36,0.09398,11,-1.6606,16,-1.2254,21,-0.7150,27,-0.3909,50,0.59934,47,0.49477,51,0.63483
ENSG00000103245,CIAO3,11,-0.2907,17,0.31690,21,0.61114,25,0.90992,10,-0.4969,8,-0.7778,6,-1.1741,10,-0.5001,27,1.03564,14,-0.0352,13,-0.1114
ENSG00000007376,RPUSD1,10,-0.0030,21,1.16109,17,0.84928,7,-0.5467,8,-0.2890,8,-0.2753,11,0.15951,5,-1.1118,9,-0.2115,7,-0.5038,13,0.44343
ENSG00000103227,LMF1,9,-0.3237,14,0.44129,25,1.33557,9,-0.2607,19,0.94354,10,-0.1524,8,-0.3472,4,-1.3925,10,-0.1594,8,-0.3380,8,-0.3624
ENSG00000260807,AC009041.2,28,-0.5794,79,1.04538,29,-0.5251,164,2.37326,33,-0.3452,14,-1.7039,13,-1.7260,6,-2.9237,46,0.14907,54,0.41093,53,0.37302
ENSG00000005513,SOX8,12,-1.2791,24,-0.3381,22,-0.4589,25,-0.2648,68,1.36445,31,0.08336,11,-1.4204,13,-1.2443,51,0.86861,30,0.01693,51,0.88621
ENSG00000103275,UBE2I,36,-0.7414,84,0.57298,88,0.64096,58,-0.0104,31,-0.9709,55,-0.0993,62,0.09191,48,-0.3127,77,0.42770,58,-0.0157,60,0.03635
ENSG00000007516,BAIAP3,72,-0.1960,228,1.70124,115,0.53565,93,0.19718,55,-0.6062,42,-1.0751,46,-0.8871,51,-0.7598,85,0.06373,103,0.36050,81,-0.0228
ENSG00000007520,TSR3,34,-0.6571,57,0.11795,71,0.48272,38,-0.4778,61,0.24024,52,-0.0231,42,-0.3472,45,-0.2665,48,-0.1216,62,0.25617,75,0.57309
ENSG00000090581,GNPTG,28,-0.5260,61,0.67843,84,1.22180,43,0.13703,26,-0.6224,22,-0.9114,21,-0.9297,44,0.17940,54,0.48882,37,-0.1082,27,-0.5935
ENSG00000059145,UNKL,15,-0.1620,9,-0.8452,14,-0.2611,30,0.91994,18,0.07695,13,-0.3675,17,0.06341,12,-0.5417,18,0.08758,16,-0.0804,30,0.90883
ENSG00000174109,C16orf91,19,0.66154,17,0.45440,17,0.41978,16,0.34371,10,-0.3768,7,-0.8320,17,0.41802,12,-0.1071,10,-0.3647,9,-0.4496,11,-0.1637
ENSG00000103249,CLCN7,24,-0.2549,41,0.55722,42,0.61204,38,0.41882,24,-0.2662,28,-0.0621,30,0.05311,9,-1.8130,33,0.22767,38,0.41615,30,0.08875
ENSG00000100726,TELO2,5,-1.1487,23,1.12493,13,0.17142,12,0.10914,17,0.57957,14,0.36378,5,-1.2864,6,-0.9838,9,-0.2828,15,0.45920,8,-0.4564
ENSG00000007545,CRAMP1,7,-0.7353,18,0.57865,14,0.20938,23,0.99978,11,-0.1865,14,0.22904,10,-0.2995,4,-1.6797,11,-0.1188,14,0.16143,15,0.30574
ENSG00000138834,MAPK8IP3,159,0.23174,137,0.00070,182,0.44738,179,0.41728,127,-0.1225,168,0.34932,143,0.06682,99,-0.5417,80,-0.8232,101,-0.4753,142,0.05604
ENSG00000103024,NME3,40,-0.3899,68,0.43072,74,0.57455,38,-0.4837,62,0.29653,45,-0.2134,36,-0.5561,26,-1.0884,89,0.87198,67,0.39681,54,0.07259
ENSG00000074071,MRPS34,76,0.11169,91,0.39860,106,0.63899,49,-0.5614,50,-0.5312,57,-0.3616,67,-0.0868,72,0.03774,66,-0.1211,98,0.51453,59,-0.2844
ENSG00000197774,EME2,3,-1.4895,10,0.24398,10,0.32531,48,3.12950,1,-2.6378,9,0.11437,3,-1.2448,0,-3.6439,5,-0.7738,4,-0.9689,5,-0.6087
ENSG00000162032,SPSB3,27,-0.2930,32,-0.0463,41,0.32235,26,-0.3515,31,-0.1121,29,-0.2118,38,0.22862,36,0.14601,42,0.38350,23,-0.5490,39,0.25268
ENSG00000095906,NUBP2,31,0.12105,30,0.04609,53,0.97229,15,-0.9637,19,-0.6483,19,-0.6406,20,-0.5838,11,-1.5223,48,0.80909,60,1.17035,39,0.47374
ENSG00000063854,HAGH,76,-0.0111,133,0.88813,122,0.74667,72,-0.0771,66,-0.2244,56,-0.4940,68,-0.1760,65,-0.2704,58,-0.4299,91,0.28307,62,-0.3048
ENSG00000180185,FAHD1,36,-0.3170,50,0.21863,61,0.51606,43,-0.0270,57,0.41709,38,-0.2333,47,0.09793,51,0.25897,25,-0.8291,43,-0.0418,30,-0.5895
ENSG00000140990,NDUFB10,218,0.24152,214,0.21083,294,0.72074,138,-0.4747,139,-0.4551,159,-0.2719,149,-0.3525,157,-0.2989,177,-0.0900,242,0.40249,231,0.33300
ENSG00000140988,RPS2,203,-0.7000,243,-0.4290,312,-0.0394,204,-0.6951,237,-0.4651,351,0.15642,137,-1.2920,235,-0.5142,423,0.43981,799,1.50832,435,0.48587
ENSG00000255198,SNHG9,10,-0.9460,29,0.66228,19,-0.0135,27,0.58594,19,0.03732,10,-0.9563,6,-1.6206,8,-1.4141,50,1.57241,39,1.15020,11,-0.8164
ENSG00000183751,TBL3,18,0.39155,22,0.70287,20,0.55187,11,-0.2769,11,-0.2787,11,-0.3703,7,-0.9028,14,0.04139,19,0.49537,14,-0.0171,7,-1.0107
ENSG00000127554,GFER,7,-0.6747,9,-0.2131,16,0.69129,9,-0.2092,16,0.65090,11,0.14663,1,-2.5720,4,-1.2845,9,-0.1907,14,0.44415,22,1.20418
ENSG00000127561,SYNGR3,179,0.28305,163,0.13665,273,0.96798,177,0.26933,76,-1.0366,200,0.51058,128,-0.2423,124,-0.3172,48,-1.7014,87,-0.8276,165,0.15348
ENSG00000167962,ZNF598,10,-0.1727,13,0.19883,14,0.26221,18,0.66383,16,0.47430,6,-1.1083,6,-1.0322,8,-0.6626,14,0.29566,17,0.61778,16,0.51630
ENSG00000065054,SLC9A3R2,28,0.21068,31,0.36543,37,0.61874,23,-0.0983,16,-0.6741,8,-1.8008,13,-0.9271,16,-0.6670,45,0.93510,52,1.19782,28,0.20353
ENSG00000065057,NTHL1,39,0.23605,44,0.39194,69,1.14331,23,-0.6000,24,-0.4930,42,0.36817,21,-0.7073,25,-0.4872,38,0.18778,22,-0.6687,26,-0.4199
ENSG00000103197,TSC2,46,-0.1011,53,0.10782,71,0.58429,74,0.64752,54,0.14829,50,0.02799,24,-1.0611,39,-0.3975,55,0.16026,45,-0.1521,41,-0.2997
ENSG00000008710,PKD1,42,-0.7750,67,-0.0664,94,0.45772,228,1.98878,70,0.00099,55,-0.4112,40,-0.8484,28,-1.4782,99,0.54033,39,-0.8790,68,-0.0515
ENSG00000167964,RAB26,14,-1.3716,27,-0.3873,34,-0.0381,63,0.95068,39,0.14907,84,1.67108,26,-0.4528,9,-2.0920,21,-0.7469,9,-1.9920,35,0.01624
ENSG00000260260,SNHG19,6,-1.7758,16,-0.4434,15,-0.5403,16,-0.4513,23,0.11948,25,0.23147,24,0.15732,14,-0.6572,37,0.87557,36,0.82106,28,0.39209
ENSG00000131653,TRAF7,8,-0.5842,23,0.91854,16,0.37335,11,-0.2319,8,-0.6165,10,-0.4057,5,-1.2987,11,-0.2362,21,0.80158,18,0.55098,12,-0.0768
ENSG00000167971,CASKIN1,54,-0.5875,60,-0.4191,96,0.30477,61,-0.3959,78,-0.0254,83,0.08329,51,-0.6584,61,-0.4452,113,0.56150,138,0.88463,91,0.20976
ENSG00000167965,MLST8,52,0.11958,50,0.05593,70,0.59377,39,-0.3174,34,-0.5212,48,-0.0066,34,-0.5208,39,-0.3589,68,0.55069,61,0.36430,44,-0.1466
ENSG00000184207,PGP,199,0.84347,155,0.43836,153,0.41239,123,0.07500,92,-0.3812,86,-0.5195,89,-0.4275,116,-0.0252,65,-0.9007,105,-0.1706,143,0.31018
ENSG00000167967,E4F1,14,-0.1198,26,0.85268,12,-0.3906,13,-0.2449,11,-0.5422,11,-0.4660,13,-0.2388,13,-0.2902,28,0.94842,15,-0.0229,18,0.28766
ENSG00000167969,ECI1,15,-1.2558,26,-0.4209,48,0.48775,13,-1.4545,28,-0.3195,36,0.07464,16,-1.1812,32,-0.1438,73,1.19886,69,1.08860,28,-0.3251
ENSG00000205937,RNPS1,149,-0.2348,146,-0.2625,192,0.15598,203,0.24469,188,0.12540,169,-0.0435,180,0.05696,222,0.43386,101,-0.8219,120,-0.5711,193,0.17007
ENSG00000167972,ABCA3,111,0.64739,112,0.66406,123,0.81261,86,0.24512,59,-0.3509,64,-0.2326,72,-0.0453,59,-0.3736,52,-0.5464,50,-0.6059,49,-0.6232
