Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000065057,NTHL1,39,0.23605,56,0.90528,23,-0.6000,24,-0.4930,42,0.36817,24,-0.6194,38,0.18778,22,-0.6687,26,-0.4199
ENSG00000103197,TSC2,46,-0.1011,62,0.39977,74,0.64752,54,0.14829,50,0.02799,34,-0.6587,55,0.16026,45,-0.1521,41,-0.2997
ENSG00000008710,PKD1,42,-0.7750,81,0.23641,228,1.98878,70,0.00099,55,-0.4112,32,-1.3469,99,0.54033,39,-0.8790,68,-0.0515
ENSG00000167964,RAB26,14,-1.3716,31,-0.2208,63,0.95068,39,0.14907,84,1.67108,15,-1.4605,21,-0.7469,9,-1.9920,35,0.01624
ENSG00000260260,SNHG19,6,-1.7758,16,-0.5285,16,-0.4513,23,0.11948,25,0.23147,17,-0.3699,37,0.87557,36,0.82106,28,0.39209
ENSG00000131653,TRAF7,8,-0.5842,19,0.74466,11,-0.2319,8,-0.6165,10,-0.4057,9,-0.5869,21,0.80158,18,0.55098,12,-0.0768
ENSG00000167971,CASKIN1,54,-0.5875,78,-0.0206,61,-0.3959,78,-0.0254,83,0.08329,58,-0.5716,113,0.56150,138,0.88463,91,0.20976
ENSG00000167965,MLST8,52,0.11958,60,0.38094,39,-0.3174,34,-0.5212,48,-0.0066,37,-0.4598,68,0.55069,61,0.36430,44,-0.1466
ENSG00000184207,PGP,199,0.84347,154,0.47112,123,0.07500,92,-0.3812,86,-0.5195,107,-0.1751,65,-0.9007,105,-0.1706,143,0.31018
ENSG00000167967,E4F1,14,-0.1198,19,0.37285,13,-0.2449,11,-0.5422,11,-0.4660,13,-0.3049,28,0.94842,15,-0.0229,18,0.28766
ENSG00000167969,ECI1,15,-1.2558,37,0.10145,13,-1.4545,28,-0.3195,36,0.07464,27,-0.4826,73,1.19886,69,1.08860,28,-0.3251
ENSG00000205937,RNPS1,149,-0.2348,169,-0.0440,203,0.24469,188,0.12540,169,-0.0435,208,0.35252,101,-0.8219,120,-0.5711,193,0.17007
ENSG00000167972,ABCA3,111,0.64739,117,0.83044,86,0.24512,59,-0.3509,64,-0.2326,63,-0.2831,52,-0.5464,50,-0.6059,49,-0.6232
ENSG00000162065,TBC1D24,34,-0.9758,83,0.44783,110,0.85693,55,-0.2528,73,0.21140,55,-0.2907,49,-0.4099,60,-0.1211,53,-0.3072
ENSG00000185883,ATP6V0C,1080,0.45337,1067,0.48080,869,0.10955,491,-0.7699,1019,0.39915,745,-0.1553,468,-0.8410,505,-0.7279,718,-0.1881
ENSG00000162066,AMDHD2,13,0.19427,13,0.16021,12,0.02217,8,-0.4800,14,0.34225,10,-0.2903,13,0.13452,5,-1.1019,16,0.48118
ENSG00000140992,PDPK1,111,0.01939,115,0.08717,122,0.17637,104,-0.0824,107,-0.0410,117,0.13047,99,-0.1567,97,-0.1856,94,-0.2380
ENSG00000260565,ERVK13-1,3,-1.2767,6,-0.3881,41,2.94764,13,0.81285,1,-2.6689,3,-1.6411,9,0.17628,3,-1.3432,9,0.28803
ENSG00000167978,SRRM2,145,-0.6736,147,-0.7008,295,0.42845,374,0.81651,220,-0.0342,266,0.32597,261,0.23752,178,-0.3611,136,-0.7737
ENSG00000103363,ELOB,525,0.13286,693,0.64165,320,-0.6312,317,-0.6444,406,-0.2880,403,-0.3299,504,0.06662,708,0.60916,491,0.02775
ENSG00000162076,FLYWCH2,25,0.54652,22,0.36339,11,-0.6793,17,-0.0624,18,0.07003,16,-0.1862,11,-0.6334,22,0.36162,14,-0.3356
ENSG00000059122,FLYWCH1,50,0.78536,45,0.70172,31,0.01427,30,-0.0124,22,-0.5064,20,-0.7325,25,-0.2651,27,-0.2002,37,0.30536
ENSG00000162073,PAQR4,25,0.09772,27,0.25394,21,-0.1561,26,0.16413,21,-0.2133,23,-0.0630,49,1.17461,9,-1.4107,11,-1.0935
ENSG00000103145,HCFC1R1,143,0.07456,178,0.47499,136,0.00149,95,-0.5574,164,0.32284,131,-0.0638,81,-0.7904,115,-0.2577,119,-0.2008
ENSG00000006194,ZNF263,20,-0.1549,29,0.48664,31,0.55096,13,-0.7205,23,0.13830,16,-0.4929,15,-0.5273,19,-0.2248,30,0.51958
ENSG00000162086,ZNF75A,6,-1.2971,13,-0.1181,40,1.69340,19,0.46301,8,-0.9107,13,-0.2134,22,0.65313,4,-1.9144,14,0.00483
ENSG00000122390,NAA60,15,-0.8327,27,0.08190,28,0.15827,13,-0.9551,23,-0.1958,25,-0.0247,43,0.82096,45,0.91507,13,-1.0467
ENSG00000103351,CLUAP1,39,-0.4039,45,-0.2047,53,0.06217,53,0.06241,42,-0.3294,73,0.69507,50,-0.0395,37,-0.5005,40,-0.3733
ENSG00000126602,TRAP1,57,-0.1476,111,1.04375,61,-0.0361,38,-0.7413,37,-0.8639,58,-0.1498,47,-0.4441,91,0.59376,50,-0.3429
ENSG00000005339,CREBBP,70,-0.7302,69,-0.8245,89,-0.3681,216,1.03873,102,-0.1743,170,0.80928,118,0.06582,49,-1.2800,82,-0.5038
ENSG00000162104,ADCY9,35,0.97088,26,0.51620,17,-0.1493,16,-0.3137,18,-0.1116,20,0.07250,6,-1.6924,8,-1.2036,19,-0.0065
ENSG00000217930,PAM16,44,-0.0135,72,0.86398,35,-0.3629,30,-0.5863,29,-0.6991,33,-0.5401,46,0.03984,66,0.62343,56,0.37032
ENSG00000262246,CORO7,32,1.05465,16,-0.0393,23,0.48834,15,-0.1857,16,-0.0407,11,-0.7790,20,0.28607,17,0.00330,13,-0.3630
ENSG00000103423,DNAJA3,42,0.59459,51,1.05783,32,0.19083,22,-0.3570,24,-0.2922,18,-0.7841,28,-0.0411,14,-1.0812,28,-0.0344
ENSG00000153406,NMRAL1,36,-0.3498,57,0.41450,53,0.25593,38,-0.2613,40,-0.1895,37,-0.3373,63,0.53529,34,-0.4278,54,0.29165
ENSG00000103415,HMOX2,156,0.84990,146,0.82293,84,-0.1349,63,-0.5776,76,-0.3219,92,0.01246,41,-1.2015,55,-0.7923,74,-0.3228
ENSG00000089486,CDIP1,163,0.33502,207,0.80687,116,-0.2038,92,-0.5517,154,0.26438,95,-0.5848,103,-0.3888,125,-0.0794,109,-0.2989
ENSG00000153443,UBALD1,23,-0.1660,37,0.66264,22,-0.2044,15,-0.7656,25,0.00870,24,-0.0716,16,-0.6605,36,0.58222,18,-0.5040
ENSG00000102858,MGRN1,20,-0.1421,29,0.44032,34,0.65356,16,-0.5241,23,0.07140,13,-0.9674,26,0.22507,26,0.23152,26,0.24601
ENSG00000168101,NUDT16L1,22,-0.2981,44,0.90176,14,-0.9853,28,0.11929,16,-0.8415,19,-0.5607,37,0.52587,51,1.05279,15,-0.8593
ENSG00000168096,ANKS3,9,-0.2542,11,0.02370,14,0.43384,12,0.23456,6,-0.7955,8,-0.4827,18,0.82773,13,0.25323,14,0.37397
ENSG00000067836,ROGDI,121,0.25478,131,0.41973,93,-0.1624,83,-0.3297,104,0.01010,85,-0.3477,104,0.00921,87,-0.2634,127,0.32658
ENSG00000140632,GLYR1,80,-0.3371,109,0.16195,78,-0.3752,94,-0.0852,109,0.16464,129,0.50647,57,-0.8471,79,-0.3412,80,-0.3398
ENSG00000118900,UBN1,42,-0.3831,27,-1.1196,65,0.27834,55,0.02096,61,0.18602,85,0.91698,41,-0.4466,28,-0.9941,44,-0.3294
ENSG00000118898,PPL,43,1.29498,20,0.10862,17,-0.1332,19,-0.0370,11,-0.8773,27,0.71055,3,-2.5385,4,-2.2437,17,-0.1507
ENSG00000103184,SEC14L5,21,-0.3947,28,0.06160,66,1.44636,51,0.99871,22,-0.3713,15,-0.9793,27,-0.0200,16,-0.8316,27,0.00388
ENSG00000103174,NAGPA,14,-0.6603,34,0.76383,88,2.39228,16,-0.5197,4,-2.4718,12,-0.9814,11,-1.0386,21,-0.0376,22,0.00218
ENSG00000033011,ALG1,12,0.22502,11,0.09993,7,-0.5605,8,-0.3295,11,0.13443,11,0.08065,17,0.76793,6,-0.6616,7,-0.6338
ENSG00000078328,RBFOX1,560,0.33952,505,0.19359,540,0.28103,457,0.01879,443,-0.0301,563,0.43096,111,-2.1117,308,-0.5880,306,-0.5998
ENSG00000183044,ABAT,154,-0.0282,159,0.02007,103,-0.6460,104,-0.6366,115,-0.5205,157,0.00112,213,0.47964,254,0.76666,195,0.34456
ENSG00000153048,CARHSP1,7,-1.4309,11,-0.7921,9,-1.0492,27,0.60797,19,0.07133,8,-1.2897,42,1.30949,50,1.61960,19,0.03863
ENSG00000187555,USP7,163,0.19003,143,-0.0183,156,0.11443,146,0.01103,176,0.34070,174,0.35943,74,-1.0260,81,-0.8829,100,-0.5699
ENSG00000182831,C16orf72,41,0.51294,35,0.29554,28,-0.0663,18,-0.7016,28,-0.0460,26,-0.1915,37,0.35277,29,9.37254,22,-0.4386
ENSG00000183454,GRIN2A,576,0.50241,506,0.32606,506,0.29637,237,-0.8728,278,-0.6810,672,0.96701,125,-1.8235,188,-1.2195,236,-0.8780
ENSG00000166669,ATF7IP2,13,0.14304,18,0.81256,21,0.92314,10,-0.1793,3,-1.9347,7,-0.9312,13,0.21458,17,0.61367,13,0.17690
ENSG00000166676,TVP23A,15,0.55366,14,0.51838,20,1.04219,0,-5.0129,7,-0.5643,10,0.05558,10,-0.0496,2,-1.9743,12,0.29728
ENSG00000182108,DEXI,105,1.06487,79,0.68311,39,-0.4983,33,-0.7615,28,-1.0733,44,-0.3598,34,-0.7055,67,0.33180,78,0.57557
ENSG00000038532,CLEC16A,28,0.84647,28,0.99969,26,0.75649,12,-0.4345,10,-0.6909,12,-0.5726,15,-0.1215,7,-1.3129,10,-0.6969
ENSG00000189067,LITAF,9,-1.4362,7,-1.8359,9,-1.4082,81,2.00700,28,0.24700,9,-1.7068,89,2.19405,20,-0.2907,12,-1.0443
ENSG00000184602,SNN,92,-0.6562,224,0.81802,117,-0.2899,110,-0.3914,103,-0.5297,99,-0.6289,94,-0.6315,329,1.38246,147,0.05429
ENSG00000153066,TXNDC11,3,-2.0473,14,0.25896,13,0.06233,21,0.82150,10,-0.2913,9,-0.5054,23,0.99440,13,0.14882,10,-0.3253
ENSG00000122299,ZC3H7A,20,-0.9438,25,-0.6690,62,0.82313,84,1.33072,26,-0.5715,41,0.17248,46,0.31945,23,-0.7398,24,-0.6423
ENSG00000171490,RSL1D1,168,-0.1518,136,-0.5167,145,-0.3826,251,0.47745,196,0.08958,267,0.72542,148,-0.3458,140,-0.4381,97,-0.9889
ENSG00000103342,GSPT1,133,0.14350,98,-0.3501,98,-0.3212,146,0.29809,114,-0.1033,145,0.35367,162,0.46003,107,-0.1962,67,-0.8946
ENSG00000048471,SNX29,13,-0.4583,11,-0.8039,22,0.33725,38,1.19000,23,0.42826,14,-0.3717,24,0.43422,9,-1.0760,16,-0.1584
ENSG00000103381,CPPED1,15,0.02875,15,0.04995,16,0.10065,19,0.44937,15,0.04952,15,0.09769,13,-0.1266,5,-1.6037,15,0.06284
ENSG00000237515,SHISA9,17,-1.6867,78,0.74029,74,0.57259,28,-0.8985,35,-0.6106,77,0.79507,20,-1.4351,52,0.01273,21,-1.3088
ENSG00000175595,ERCC4,22,-0.4488,17,-0.9103,39,0.43508,64,1.24607,24,-0.3190,31,0.10474,35,0.25764,22,-0.4387,26,-0.1844
ENSG00000186260,MRTFB,125,-0.5021,251,0.66063,220,0.38325,161,-0.1063,202,0.27383,153,-0.2237,52,-1.7974,161,-0.1122,161,-0.1094
ENSG00000262454,MIR193BHG,5,-2.3920,4,-2.8997,25,-0.0244,42,0.76361,40,0.76082,25,-0.0665,35,0.46229,24,-0.0947,43,0.80812
ENSG00000140694,PARN,42,0.62351,25,-0.2093,33,0.23079,19,-0.6530,28,-0.0419,27,-0.1213,27,-0.0853,35,0.29679,29,0.04095
ENSG00000103429,BFAR,15,-0.5176,21,0.01244,29,0.48242,21,7.60081,26,0.35313,23,0.12823,6,-1.8118,19,-0.1486,22,0.06745
ENSG00000103512,NOMO1,44,0.30960,69,1.20842,39,0.11409,27,-0.4176,20,-0.9066,28,-0.4131,23,-0.6795,43,0.27815,26,-0.5023
ENSG00000183426,NPIPA1,2,-2.8027,15,-0.0382,95,3.44695,15,-0.0319,3,-2.1900,3,-2.3680,19,0.39134,12,-0.2812,6,-1.4122
ENSG00000179889,PDXDC1,58,0.02614,52,-0.1461,72,0.35388,98,0.85537,42,-0.5045,61,0.12980,42,-0.4775,54,-0.0937,47,-0.2908
ENSG00000157045,NTAN1,24,-0.1305,30,0.21431,19,-0.4446,24,-0.1175,25,-0.0592,29,0.21083,11,-1.2519,35,0.44229,29,0.14222
ENSG00000085721,RRN3,12,-0.6018,28,0.77804,24,0.44933,17,-0.0825,8,-1.3230,16,-0.1976,24,0.43959,22,0.31993,15,-0.2784
ENSG00000156968,MPV17L,3,-1.4552,11,0.17590,26,1.57949,12,0.25522,7,-0.6518,4,-1.3734,21,1.19971,14,0.46946,5,-1.0514
ENSG00000166780,BMERB1,374,0.02600,285,-0.4263,357,-0.0428,339,-0.1241,556,0.73863,463,0.45209,137,-1.4979,206,-0.8873,292,-0.3536
ENSG00000166783,MARF1,117,-0.8163,139,-0.5963,134,-0.6021,163,-0.3074,269,0.53151,246,0.41198,143,-0.5103,176,-0.1897,299,0.64918
ENSG00000133393,FOPNL,32,0.43551,33,0.56917,33,0.51722,15,-0.7267,15,-0.7341,19,-0.4116,14,-0.7785,39,0.78957,24,0.00102
ENSG00000103489,XYLT1,23,0.32323,20,0.18264,32,0.85934,15,-0.2506,18,-0.0280,15,-0.3202,13,-0.5231,12,-0.6654,21,0.21053
ENSG00000134419,RPS15A,100,-1.3137,220,-0.1410,124,-1.0043,191,-0.3450,249,0.07551,177,-0.5385,354,0.62543,561,1.40393,304,0.38287
ENSG00000170540,ARL6IP1,988,0.54904,713,0.03374,576,-0.3002,470,-0.6125,968,0.57331,722,0.05872,385,-0.9136,456,-0.6562,689,-0.0239
ENSG00000157106,SMG1,41,-0.7180,60,-0.1615,176,1.62929,142,1.24239,36,-0.9802,50,-0.5035,59,-0.1651,54,-0.3085,44,-0.6316
ENSG00000167186,COQ7,16,-0.2141,21,0.18494,13,-0.4979,26,0.52799,11,-0.8653,19,0.02225,24,0.36977,32,0.85385,11,-0.7784
ENSG00000205730,ITPRIPL2,6,-1.0327,3,-2.1486,11,-0.0328,28,1.43781,7,-0.7946,6,-1.1098,36,1.88282,15,0.39746,17,0.58440
ENSG00000103528,SYT17,23,-1.0577,68,0.68023,35,-0.3978,19,-1.3004,52,0.21409,49,0.13028,42,-0.1376,47,0.01849,44,-0.0590
ENSG00000006007,GDE1,155,0.68872,114,0.22002,115,0.20428,88,-0.2144,123,0.34938,80,-0.4231,62,-0.7290,85,-0.2683,90,-0.1753
ENSG00000103540,CCP110,101,-0.3743,67,-1.0614,141,0.14032,350,1.65377,161,0.38573,134,0.07519,92,-0.5212,39,-1.7887,96,-0.4614
ENSG00000103544,VPS35L,38,0.27128,40,0.38285,36,0.21101,26,-0.3192,39,0.36726,26,-0.3895,30,-0.0797,22,-0.5657,26,-0.2927
ENSG00000103550,KNOP1,54,-0.1035,33,-0.9002,52,-0.1668,105,0.95359,40,-0.6118,74,0.47571,113,1.07879,29,-1.0322,31,-0.9388
ENSG00000167191,GPRC5B,47,-1.7130,37,-2.1610,52,-1.5696,322,1.27572,119,-0.3478,45,-1.9630,802,3.10813,156,0.09123,86,-0.8276
ENSG00000066654,THUMPD1,47,-0.6372,69,-0.0804,74,0.04923,108,0.64812,66,-0.1531,94,0.51574,72,-0.0091,46,-0.6874,38,-0.9572
ENSG00000102897,LYRM1,41,0.38892,41,0.42584,23,-0.5345,40,0.32144,22,-0.6257,27,-0.3420,37,0.19792,32,-0.0260,41,0.36480
ENSG00000103316,CRYM,511,2.02025,339,1.47042,80,-1.0128,19,-3.0761,81,-1.0554,97,-0.8215,47,-1.7803,104,-0.6163,125,-0.3322
ENSG00000197006,METTL9,61,-0.8118,122,0.26880,70,-0.6036,110,0.08947,95,-0.1451,105,0.01596,83,-0.3576,147,0.54269,133,0.38757
ENSG00000140740,UQCRC2,243,0.83843,234,0.87604,141,-0.0290,70,-1.1010,80,-0.9619,145,0.02026,100,-0.5628,127,-0.1901,125,-0.2125
ENSG00000185716,MOSMO,134,0.36138,109,0.04122,120,0.19472,108,0.02004,84,-0.3861,139,0.53286,51,-1.1219,93,-0.2129,72,-0.6046
ENSG00000103319,EEF2K,8,-0.0453,13,0.68302,10,0.26207,16,1.00020,4,-1.0387,6,-0.5525,7,-0.3584,10,0.31657,6,-0.3992
ENSG00000058600,POLR3E,15,0.28513,20,0.77587,16,0.34906,7,-0.8211,7,-1.0011,12,-0.0952,25,1.05411,4,-1.6122,9,-0.5789
ENSG00000140743,CDR2,17,0.11938,25,0.74545,13,-0.3163,2,-3.0130,13,-0.3398,21,0.48411,5,-1.6930,16,0.01496,18,0.18350
ENSG00000243716,NPIPB5,5,-1.9407,5,-2.1287,89,2.50450,89,2.51388,3,-2.9933,11,-1.0130,27,0.39392,4,-2.4213,8,-1.4520
ENSG00000122254,HS3ST2,6,-2.9841,8,-2.6829,56,0.27352,14,-1.7936,228,4.00472,14,-1.9735,0,-5.6762,0,-10.387,18,-1.4503
ENSG00000103404,USP31,24,0.15847,19,-0.2206,31,0.60228,30,0.52864,15,-0.5379,28,0.52781,9,-1.2056,9,-1.2663,22,0.03659
ENSG00000168434,COG7,6,-1.3475,20,0.54449,27,0.94474,13,-0.1645,6,-1.4018,13,-0.2575,23,0.73057,17,0.26002,14,-0.0594
ENSG00000103365,GGA2,25,0.07123,36,0.75990,37,0.70102,31,0.41180,22,-0.1093,14,-0.9147,16,-0.5346,17,-0.4816,22,-0.0871
ENSG00000103356,EARS2,14,0.52369,18,1.03444,7,-0.4329,10,-0.0080,6,-0.7747,8,-0.3081,6,-0.7861,13,0.40477,6,-0.6501
ENSG00000103353,UBFD1,71,0.80165,42,-0.0089,45,0.07503,34,-0.3627,56,0.47056,38,-0.2062,19,-1.2235,17,-1.3427,58,0.48874
ENSG00000004779,NDUFAB1,354,0.66183,345,0.69711,212,-0.1507,95,-1.3536,211,-0.1666,227,-0.0508,119,-1.0256,220,-0.0904,238,0.03312
ENSG00000083093,PALB2,9,-0.4667,6,-1.0831,12,0.01211,20,0.81267,7,-0.9177,18,0.80248,12,-0.0531,12,-0.0600,12,0.04631
ENSG00000166847,DCTN5,130,-0.4363,153,-0.2050,191,0.15743,189,0.14344,157,-0.1613,211,0.39418,96,-0.8942,205,0.27583,177,0.04653
ENSG00000166501,PRKCB,578,-1.0854,1169,-0.0108,1313,0.17160,1803,0.68078,1612,0.55372,1203,0.04199,527,-1.2220,1238,0.07930,668,-0.8685
ENSG00000006116,CACNG3,79,-0.1131,173,1.31056,105,0.32750,67,-0.3821,94,0.15918,59,-0.6623,27,-1.7448,88,0.04830,34,-1.3729
ENSG00000122257,RBBP6,87,-0.7657,86,-0.8503,264,0.97431,260,0.94929,103,-0.5507,191,0.54866,138,-0.0652,95,-0.6378,79,-0.9134
ENSG00000090905,TNRC6A,93,-0.7657,88,-0.9094,325,1.22435,236,0.68900,110,-0.5461,197,0.49193,179,0.25041,70,-1.1862,101,-0.6433
ENSG00000205629,LCMT1,64,0.05237,109,1.01617,52,-0.2876,40,-0.6574,68,0.13887,48,-0.4645,25,-1.3598,63,0.01231,67,0.12186
ENSG00000182601,HS3ST4,0,-6.0031,6,-2.9906,46,0.18337,64,0.70688,132,2.41364,27,-0.7194,31,-0.4038,15,-1.4537,18,-1.1920
ENSG00000169189,NSMCE1,26,0.00909,31,0.27834,17,-0.6329,30,0.20036,24,-0.1170,25,-0.0441,33,0.38999,30,0.21065,16,-0.7182
ENSG00000077235,GTF3C1,68,-0.2547,59,-0.5012,92,0.22842,99,0.34200,84,0.08479,107,0.56950,73,-0.1364,35,-1.2475,65,-0.3264
ENSG00000169181,GSG1L,0,-5.3949,17,0.60731,10,-0.2551,32,1.66912,11,-0.0809,3,-2.0869,18,0.65649,23,1.05959,4,-1.4492
ENSG00000169180,XPO6,43,-0.0166,64,0.71360,61,0.53699,31,-0.4927,38,-0.2079,24,-1.0364,62,0.58489,40,-0.0986,47,0.12890
ENSG00000188322,SBK1,20,-0.4111,14,-0.9729,13,-1.0179,24,-0.0847,41,0.80705,25,-0.0601,14,-0.8587,38,0.62256,41,0.73007
ENSG00000176046,NUPR1,1,-3.5771,3,-2.4631,3,-2.3069,20,0.49168,0,-4.9765,0,-4.5070,145,5.00212,18,0.26619,0,-5.1876
ENSG00000196502,SULT1A1,32,-0.3021,50,0.45847,63,0.79165,33,-0.2202,34,-0.2110,30,-0.4302,36,-0.0851,48,0.33808,29,-0.4371
ENSG00000184110,EIF3C,16,0.40364,14,0.14296,19,0.63283,16,0.40260,4,-1.5448,14,0.25125,15,0.23549,6,-1.0627,11,-0.1386
ENSG00000168488,ATXN2L,35,0.15235,43,0.50329,69,1.22821,15,-1.1690,23,-0.5232,33,0.05286,20,-0.7180,26,-0.3440,21,-0.6096
ENSG00000178952,TUFM,173,0.62051,179,0.75316,108,-0.1247,76,-0.6678,97,-0.3148,89,-0.4937,156,0.45436,114,-0.0366,76,-0.6555
ENSG00000178188,SH2B1,31,-0.0843,53,0.87688,51,0.72139,33,0.02834,14,-1.2984,25,-0.4732,39,0.29269,19,-0.7767,39,0.28439
ENSG00000176953,NFATC2IP,49,0.09193,37,-0.3549,48,0.05380,55,0.25363,42,-0.1836,55,0.33318,52,0.17487,39,-0.2487,36,-0.3799
ENSG00000169682,SPNS1,4,-1.8601,17,0.27237,24,0.83069,14,-0.0452,17,0.29096,9,-0.8079,25,0.90825,10,-0.4463,13,-0.0910
ENSG00000183336,BOLA2,28,0.34457,31,0.53030,10,-1.1995,19,-0.2750,26,0.20428,16,-0.5838,22,-0.0338,29,0.37359,25,0.14190
ENSG00000103485,QPRT,19,-0.5987,20,-0.6031,19,-0.5790,24,-0.2461,33,0.25295,40,0.66795,55,1.04969,13,-1.1334,14,-1.0822
ENSG00000079616,KIF22,22,-0.2520,35,0.54791,15,-0.8046,22,-0.2430,18,-0.6233,27,0.06895,36,0.52930,26,0.03145,28,0.11001
ENSG00000103495,MAZ,39,-0.7341,77,0.34034,48,-0.4161,32,-1.0326,87,0.55327,45,-0.6082,86,0.47453,72,0.19981,83,0.43227
ENSG00000167371,PRRT2,106,-0.0726,170,0.75900,114,0.03809,121,0.13409,107,-0.0624,91,-0.3695,52,-1.1582,157,0.54174,69,-0.7328
ENSG00000280789,PAGR1,11,-0.6579,17,-0.0174,38,1.30998,18,0.08283,7,-1.3973,10,-0.9377,45,1.58178,14,-0.3084,18,0.11071
ENSG00000103502,CDIPT,77,0.32021,91,0.65504,49,-0.3721,53,-0.2694,89,0.61234,43,-0.6554,38,-0.7632,56,-0.1741,53,-0.2625
ENSG00000174938,SEZ6L2,758,0.91799,537,0.39463,518,0.29935,283,-0.6358,439,0.03977,518,0.36872,139,-1.7003,160,-1.4907,204,-1.1307
ENSG00000174939,ASPHD1,79,-0.5856,105,-0.1598,70,-0.7651,141,0.31271,110,-0.0757,82,-0.6055,143,0.33471,244,1.21783,147,0.37624
ENSG00000174943,KCTD13,17,-0.3461,31,0.61776,20,-0.1311,14,-0.6185,18,-0.2842,15,-0.6152,24,0.12412,39,0.94078,24,0.12495
ENSG00000149932,TMEM219,83,-0.1897,98,0.07192,61,-0.6677,73,-0.3961,71,-0.4698,69,-0.5489,162,0.86857,191,1.14666,108,0.21204
ENSG00000149930,TAOK2,26,-0.2029,34,0.26257,31,0.09627,32,0.12720,32,0.13535,23,-0.4156,37,0.35714,29,-0.0171,25,-0.2470
ENSG00000149929,HIRIP3,23,-0.2705,31,0.19584,23,-0.2733,25,-0.1261,25,-0.1418,22,-0.3689,61,1.26777,26,-0.1045,21,-0.4227
ENSG00000169592,INO80E,17,-0.5506,28,0.19299,21,-0.2247,17,-0.5497,26,0.10221,22,-0.2386,26,0.05082,41,0.79050,27,0.10417
ENSG00000149927,DOC2A,84,-0.6470,218,0.97035,174,0.49086,117,-0.1331,145,0.22542,101,-0.4155,32,-2.0440,116,-0.1491,104,-0.3163
ENSG00000149926,TLCD3B,34,0.36549,28,0.04478,23,-0.2456,15,-0.8931,24,-0.1599,24,-0.1935,31,0.22891,28,0.05539,42,0.71123
ENSG00000149925,ALDOA,35,-0.2382,85,1.37691,19,-1.1444,18,-1.1776,25,-0.8051,30,-0.5561,32,-0.3708,80,1.10395,34,-0.2555
ENSG00000149923,PPP4C,27,0.11211,24,-0.0868,22,-0.2267,15,-0.7412,25,-0.0426,31,0.40648,29,0.19302,23,-0.1251,21,-0.2679
ENSG00000090238,YPEL3,164,0.04886,255,0.84965,121,-0.4247,121,-0.4211,131,-0.3206,117,-0.5474,116,-0.4815,224,0.54115,196,0.33208
ENSG00000102882,MAPK3,138,0.17011,144,0.25676,84,-0.5902,105,-0.2622,95,-0.4475,76,-0.8695,188,0.66223,249,1.13270,143,0.22419
ENSG00000102879,CORO1A,24,-0.7756,91,1.50049,37,-0.1318,20,-1.0577,43,0.10968,35,-0.2724,12,-1.8593,30,-0.4550,33,-0.3342
ENSG00000169217,CD2BP2,37,-0.1418,65,0.83767,37,-0.1377,31,-0.4191,27,-0.6419,36,-0.2177,52,0.39722,50,0.34558,27,-0.6215
ENSG00000169221,TBC1D10B,56,0.46907,48,0.24337,42,0.01972,50,0.27503,46,0.16816,38,-0.1726,33,-0.3644,23,-0.8895,36,-0.2315
ENSG00000180035,ZNF48,10,-0.8166,30,0.88801,12,-0.5858,20,0.20658,19,0.14428,20,0.16723,4,-2.2733,15,-0.3075,15,-0.3000
ENSG00000179965,ZNF771,22,-0.7161,37,0.05771,23,-0.6511,24,-0.6060,40,0.21656,27,-0.5028,54,0.64940,69,1.05571,36,0.01997
ENSG00000179958,DCTPP1,50,0.81775,47,0.79191,23,-0.3693,9,-1.6847,32,0.10613,25,-0.3154,11,-1.4430,32,0.09861,30,0.00267
ENSG00000179918,SEPHS2,60,0.41429,55,0.29491,34,-0.4855,30,-0.6755,48,0.05903,59,0.45186,21,-1.2074,38,-0.3115,38,-0.2865
ENSG00000169957,ZNF768,4,-1.0344,10,0.18948,9,-0.0880,8,-0.1984,5,-0.8105,7,-0.4029,11,0.30279,25,1.59813,9,-0.0347
ENSG00000169955,ZNF747,8,-0.2844,14,0.74014,7,-0.4128,6,-0.7353,11,0.36024,4,-1.2459,6,-0.6534,22,1.41405,7,-0.3125
ENSG00000229809,ZNF688,14,0.10514,13,-0.0850,8,-0.7696,17,0.32247,15,0.20435,10,-0.5545,8,-0.8098,25,0.99121,18,0.41707
ENSG00000156853,ZNF689,6,-0.5415,10,0.12200,13,0.55187,7,-0.4290,6,-0.5985,8,-0.1928,12,0.50288,11,0.36651,11,0.34621
ENSG00000156858,PRR14,5,-1.2753,17,0.51242,20,0.69919,8,-0.6263,14,0.15250,9,-0.5847,21,0.79285,10,-0.3122,11,-0.2257
ENSG00000156860,FBRS,4,-1.5277,12,0.01213,7,-0.8005,21,0.91599,13,0.12607,6,-1.1472,20,0.77226,23,1.06592,12,0.01041
ENSG00000080603,SRCAP,30,0.09014,21,-0.4895,31,0.16827,35,0.36052,26,-0.1490,35,0.41412,32,0.20960,15,-0.9424,24,-0.2454
