Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000103942,HOMER2,65,0.82384,42,0.12423,38,-0.0317,55,0.54717,41,0.08844,14,-1.5254,40,0.04600,31,-0.3438,20,-1.0987,75,1.06609,26,-0.6269
ENSG00000169609,C15orf40,44,0.84473,34,0.40459,15,-0.7981,19,-0.4499,11,-1.2623,11,-1.2414,33,0.35241,26,0.02256,16,-0.7657,34,0.39142,53,1.13367
ENSG00000064726,BTBD1,30,-0.5669,46,0.08718,31,-0.5494,16,-1.4980,32,-0.4649,51,0.22901,66,0.64552,64,0.59188,65,0.69574,40,-0.1519,21,-1.0869
ENSG00000136404,TM6SF1,30,-0.5893,26,-0.7958,26,-0.8154,43,-0.0480,60,0.50807,79,0.94026,34,-0.4080,25,-0.8593,93,1.44417,10,-2.1727,8,-2.4582
ENSG00000166503,HDGFL3,324,-0.0829,467,0.50226,356,0.06719,413,0.30199,369,0.12175,350,0.03856,461,0.47881,256,-0.4442,266,-0.4192,262,-0.4117,305,-0.1738
ENSG00000140600,SH3GL3,102,-0.0561,89,-0.2632,98,-0.1099,86,-0.3187,79,-0.4510,77,-0.4839,79,-0.4501,86,-0.3137,94,-0.2051,72,-0.5820,311,1.83205
ENSG00000177082,WDR73,27,0.89433,7,-1.1490,8,-0.8870,3,-2.1676,17,0.21214,10,-0.5529,24,0.73942,14,-0.1074,13,-0.2545,26,0.86354,18,0.30005
ENSG00000140612,SEC11A,25,-0.1198,18,-0.6214,19,-0.5420,29,0.12460,20,-0.4004,15,-0.8983,14,-0.9981,20,-0.4059,26,-0.0135,68,1.54710,40,0.64034
ENSG00000166716,ZNF592,3,-2.1646,6,-1.3889,21,0.44579,25,0.74777,27,0.83599,11,-0.5292,22,0.54018,15,-0.0993,12,-0.4636,14,-0.1308,20,0.39501
ENSG00000073417,PDE8A,27,-0.6397,15,-1.5199,14,-1.5964,53,0.41110,35,-0.2464,6,-2.6990,4,-3.1891,15,-1.4614,17,-1.4356,51,0.35467,238,3.32840
ENSG00000170776,AKAP13,89,0.49933,143,1.30223,62,-0.0742,67,0.04034,26,-1.3932,88,0.47469,65,-0.0090,37,-0.8592,32,-1.1368,74,0.20811,65,0.00158
ENSG00000140538,NTRK3,236,0.99132,171,0.45604,48,-1.4821,128,-0.0051,111,-0.2186,93,-0.4951,196,0.68437,178,0.52947,96,-0.4822,111,-0.2295,73,-0.8580
ENSG00000259494,MRPL46,17,-0.8588,16,-0.8960,19,-0.6962,19,-0.6564,29,-0.0148,18,-0.7820,67,1.35437,67,1.35173,33,0.19862,23,-0.3568,12,-1.3090
ENSG00000181991,MRPS11,26,-0.8980,31,-0.6652,48,0.02052,12,-2.0469,61,0.39364,61,0.39732,40,-0.2793,80,0.82006,72,0.75119,39,-0.2968,29,-0.7597
ENSG00000140545,MFGE8,10,-1.4528,2,-3.3203,38,0.55591,4,-2.8053,9,-1.5611,26,-0.0384,44,0.81097,50,1.03552,40,0.72121,45,0.85458,10,-1.4072
ENSG00000140526,ABHD2,126,0.21631,129,0.26173,86,-0.3722,66,-0.7765,94,-0.2347,90,-0.3059,123,0.17656,121,0.15566,110,0.00700,174,0.74263,86,-0.3760
ENSG00000140521,POLG,41,0.51349,28,-0.0793,18,-0.7349,26,-0.1946,32,0.08454,34,0.18778,17,-0.8878,48,0.74168,39,0.46626,16,-0.9523,21,-0.5455
ENSG00000255571,MIR9-3HG,36,1.28764,9,-0.9025,7,-1.2227,3,-2.1901,39,1.38645,10,-0.7631,16,-0.0738,19,0.25280,18,0.17884,13,-0.3775,9,-0.9526
ENSG00000166823,MESP1,17,-0.7342,12,-1.2198,28,0.05084,21,-0.4097,18,-0.5892,25,-0.1074,37,0.47658,71,1.59359,41,0.71448,8,-1.8044,8,-1.7873
ENSG00000157823,AP3S2,47,-0.2987,62,0.12163,36,-0.7189,83,0.59242,66,0.22430,45,-0.3628,42,-0.4723,60,0.08157,66,0.25546,58,0.03866,54,-0.0863
ENSG00000242498,ARPIN,21,-0.0928,11,-0.9725,14,-0.6997,39,0.89751,28,0.38606,14,-0.6513,18,-0.2763,12,-0.8728,18,-0.3044,31,0.55059,39,0.89310
ENSG00000259291,ZNF710-AS1,21,-1.0005,21,-0.9616,40,0.01209,71,0.91907,44,0.12972,4,-3.2170,34,-0.2585,72,0.95237,16,-1.4453,124,1.91204,18,-1.2194
ENSG00000182054,IDH2,58,-0.2731,68,-0.0327,46,-0.6309,60,-0.2122,68,-0.0202,40,-0.8225,72,0.05999,128,0.99492,53,-0.4433,98,0.55299,86,0.33998
ENSG00000185043,CIB1,23,-0.7347,29,-0.3513,30,-0.3340,23,-0.7296,10,-2.0004,16,-1.2771,21,-0.8525,119,1.99920,33,-0.1771,66,0.92997,41,0.15026
ENSG00000182768,NGRN,338,-0.7482,421,-0.4120,707,0.40273,616,0.18112,876,0.75306,517,-0.0953,571,0.06238,590,0.11253,678,0.37415,391,-0.5278,206,-1.4903
ENSG00000140575,IQGAP1,71,1.07001,29,-0.3853,8,-2.2265,25,-0.5829,8,-2.2582,7,-2.4745,5,-2.8531,15,-1.3397,18,-1.1388,85,1.38984,152,2.50823
ENSG00000140577,CRTC3,28,0.71274,11,-0.7191,7,-1.4017,10,-0.8514,10,-0.9241,7,-1.3425,11,-0.7461,12,-0.5560,18,-0.0214,37,1.15728,46,1.57916
ENSG00000140564,FURIN,23,0.03699,25,0.17577,12,-0.9266,31,0.48456,18,-0.3178,31,0.47165,17,-0.4500,38,0.81715,27,0.30656,13,-0.7951,9,-1.3424
ENSG00000196547,MAN2A2,64,-0.0310,58,-0.1832,38,-0.8158,40,-0.7537,57,-0.2053,38,-0.8294,51,-0.3872,67,0.05227,109,0.94886,46,-0.5346,104,0.76010
ENSG00000184508,HDDC3,16,-0.2692,9,-1.0712,15,-0.3642,14,-0.4629,12,-0.7385,20,0.09281,20,0.10685,29,0.63779,29,0.76985,23,0.30456,12,-0.7240
ENSG00000140553,UNC45A,36,0.94684,17,-0.2551,10,-1.0942,9,-1.2046,13,-0.6812,26,0.44020,14,-0.5585,17,-0.2623,29,0.64571,23,0.22653,18,-0.1690
ENSG00000184056,VPS33B,12,-0.4133,18,0.16990,16,0.03751,8,-0.9618,14,-0.2354,20,0.30865,10,-0.6659,12,-0.4944,31,1.22233,11,-0.5725,9,-0.7913
ENSG00000185518,SV2B,331,0.15260,485,0.77370,191,-0.6951,491,0.79552,307,0.03676,346,0.22378,131,-1.2684,271,-0.1595,461,0.78059,33,-3.2653,94,-1.7523
ENSG00000176463,SLCO3A1,51,0.17832,36,-0.3697,21,-1.1496,29,-0.6883,23,-1.0572,36,-0.3842,24,-0.9595,8,-2.5196,38,-0.3272,58,0.38984,186,2.48357
ENSG00000185442,FAM174B,20,0.28628,9,-0.9327,12,-0.4871,4,-2.0120,23,0.50615,25,0.66680,16,-0.0919,18,0.15999,18,0.12465,20,0.31625,16,-0.0675
ENSG00000272888,LINC01578,83,-0.3516,94,-0.1687,124,0.26613,75,-0.5127,127,0.31201,70,-0.6147,70,-0.6253,89,-0.2435,97,-0.1276,140,0.45977,188,0.95610
ENSG00000173575,CHD2,373,0.92920,279,0.44784,157,-0.4520,276,0.43443,128,-0.7692,205,-0.0437,275,0.42484,80,-1.4651,78,-1.6029,252,0.28249,346,0.80094
ENSG00000182175,RGMA,62,0.95501,44,0.37624,17,-1.0943,82,1.44022,41,0.28444,8,-2.0786,6,-2.4428,33,-0.0575,14,-1.3906,52,0.66743,38,0.14492
ENSG00000248441,LINC01197,42,1.34875,23,0.32884,19,0.03826,7,-1.4203,10,-0.8573,11,-0.7989,45,1.45605,20,0.13240,16,-0.2445,5,-1.7611,7,-1.4113
ENSG00000185551,NR2F2,25,-0.1730,4,-2.6203,39,0.54093,5,-2.4176,19,-0.5588,0,-5.1649,73,1.61922,35,0.40424,1,-4.1866,118,2.59359,8,-1.7825
ENSG00000140450,ARRDC4,12,-0.1302,11,-0.2461,12,-0.1724,7,-0.9378,9,-0.6722,9,-0.5496,7,-0.8779,8,-0.7586,13,-0.0967,23,0.82803,37,1.67573
ENSG00000140443,IGF1R,53,0.10133,74,0.61455,30,-0.7689,60,0.28599,92,0.98629,29,-0.8395,37,-0.4448,22,-1.2550,43,-0.2465,77,0.69730,39,-0.3743
ENSG00000182253,SYNM,122,-0.1531,157,0.24737,93,-0.5634,96,-0.5180,82,-0.7519,126,-0.0943,148,0.15295,128,-0.0720,92,-0.6288,292,1.28550,181,0.47755
ENSG00000168904,LRRC28,27,0.78688,13,-0.3998,11,-0.5802,17,-0.0023,19,0.22030,8,-1.0126,14,-0.2469,22,0.47253,19,0.19777,20,0.31930,10,-0.8216
ENSG00000068305,MEF2A,204,0.36310,301,1.00554,127,-0.3863,198,0.31161,143,-0.2014,200,0.33185,170,0.07082,190,0.25181,108,-0.6783,82,-1.0427,118,-0.4994
ENSG00000154237,LRRK1,17,-0.3301,9,-1.3195,26,0.26532,2,-3.3489,21,-0.0133,83,2.33765,12,-0.9055,5,-2.0234,39,1.08096,2,-3.4661,5,-2.2322
ENSG00000131871,SELENOS,25,-0.6571,39,0.06134,21,-0.9173,22,-0.8312,33,-0.2085,29,-0.3892,39,0.03270,24,-0.6815,30,-0.3625,64,0.85131,97,1.56734
ENSG00000131876,SNRPA1,24,-0.5683,11,-1.6578,42,0.31094,23,-0.6481,20,-0.8498,42,0.28448,32,-0.1344,59,0.84566,61,1.03907,23,-0.6598,20,-0.8583
ENSG00000184277,TM2D3,73,-0.4982,114,0.18069,55,-0.9216,87,-0.2329,105,0.05000,105,0.05860,77,-0.4161,165,0.78183,175,1.01211,35,-1.5966,49,-1.1088
ENSG00000185418,TARSL2,73,-0.0462,71,-0.0981,33,-1.2521,21,-1.9110,35,-1.1846,78,0.05249,100,0.44519,63,-0.2859,53,-0.6038,69,-0.1384,259,2.12328
ENSG00000161980,POLR3K,6,-2.2021,16,-0.7418,25,-0.0851,26,-0.0249,30,0.20524,25,-0.0486,21,-0.3700,37,0.52784,46,1.04183,34,0.41667,3,-3.0349
ENSG00000161981,SNRNP25,38,-1.2448,44,-1.0270,116,0.47838,84,-0.0357,65,-0.4393,102,0.26897,113,0.43220,121,0.54503,134,0.79994,57,-0.6454,26,-1.8053
ENSG00000103152,MPG,23,-0.7373,33,-0.1949,50,0.44271,15,-1.3476,31,-0.3135,56,0.63315,34,-0.1777,82,1.26230,45,0.29935,24,-0.6685,15,-1.3918
ENSG00000103148,NPRL3,16,-0.3262,17,-0.2597,28,0.52568,3,-2.7059,27,0.47767,20,0.04224,12,-0.7501,30,0.63804,22,0.20950,19,-0.0997,22,0.17611
ENSG00000188536,HBA2,33,0.54514,10,-1.2054,11,-1.1278,6,-2.0687,23,-0.0254,23,-0.0384,8,-1.5520,16,-0.5586,23,-0.0520,102,2.60816,3,-2.6837
ENSG00000206172,HBA1,39,1.19982,20,0.14581,9,-1.0561,21,0.16310,8,-1.2121,10,-0.8674,8,-1.1717,9,-1.1143,29,0.79852,37,1.09639,3,-2.4429
ENSG00000007392,LUC7L,84,0.53735,77,0.39599,58,-0.0383,54,-0.1623,36,-0.7598,44,-0.4702,47,-0.3612,80,0.45391,51,-0.2811,49,-0.3056,87,0.59778
ENSG00000167930,FAM234A,27,0.53703,15,-0.4022,7,-1.5179,14,-0.5120,11,-0.8985,12,-0.7664,7,-1.4961,21,0.13236,18,-0.0905,34,0.90741,49,1.50885
ENSG00000076344,RGS11,80,1.89522,14,-0.9807,13,-1.0758,12,-1.2110,52,1.10373,12,-1.1961,17,-0.6319,31,0.27800,14,-1.0145,28,0.10654,28,0.09664
ENSG00000242173,ARHGDIG,134,-0.7065,181,-0.2492,411,1.07717,217,0.02894,157,-0.4653,177,-0.2844,162,-0.4218,320,0.65886,291,0.56555,123,-0.8381,85,-1.4009
ENSG00000185615,PDIA2,69,2.07659,6,-1.8150,11,-0.9643,1,-3.6056,38,1.00886,7,-1.5008,17,-0.2904,28,0.48611,20,-0.0730,10,-1.0545,19,-0.1420
ENSG00000086504,MRPL28,77,-0.2430,90,0.00998,74,-0.2965,99,0.15731,107,0.27811,66,-0.4814,74,-0.2923,146,0.78010,117,0.46600,55,-0.7633,56,-0.7294
ENSG00000103202,NME4,38,0.61398,18,-0.5373,35,0.44392,30,0.19692,15,-0.8523,6,-2.0235,20,-0.4015,48,0.96885,13,-1.1000,57,1.26827,20,-0.4049
ENSG00000090565,RAB11FIP3,51,0.06949,30,-0.7577,58,0.26652,75,0.68208,59,0.30831,15,-1.7916,52,0.08131,79,0.76673,32,-0.6851,76,0.69655,28,-0.8340
ENSG00000007541,PIGQ,30,0.23346,27,0.06945,22,-0.2647,19,-0.4839,37,0.53352,16,-0.7571,17,-0.6795,55,1.22348,24,-0.1514,22,-0.2687,21,-0.3618
ENSG00000197562,RAB40C,55,0.38568,44,0.03040,33,-0.4255,23,-0.9226,92,1.23428,41,-0.0820,15,-1.6002,73,0.84150,63,0.68482,5,-3.2155,11,-1.9969
ENSG00000130731,METTL26,94,-0.4283,78,-0.7117,159,0.38308,100,-0.3389,167,0.46825,91,-0.4863,121,-0.0492,267,1.25352,150,0.33311,72,-0.8324,44,-1.5699
ENSG00000172366,MCRIP2,25,-0.4317,13,-1.3910,48,0.56107,45,0.46166,35,0.08254,17,-0.9787,34,0.02175,58,0.87282,31,-0.1099,54,0.75725,10,-1.8155
ENSG00000140983,RHOT2,54,0.80343,21,-0.6449,38,0.24404,21,-0.6555,46,0.52294,20,-0.7363,16,-1.0290,48,0.59449,39,0.31528,11,-1.5667,38,0.23573
ENSG00000103269,RHBDL1,12,-0.8615,17,-0.3129,12,-0.8681,7,-1.7079,47,1.28556,9,-1.2027,17,-0.3677,59,1.67880,29,0.54848,14,-0.5939,4,-2.4953
ENSG00000103266,STUB1,100,-0.9206,140,-0.4093,293,0.75963,137,-0.4503,228,0.35128,144,-0.3679,199,0.13571,258,0.55057,214,0.27800,174,-0.0772,91,-1.0593
ENSG00000161999,JMJD8,20,-0.0908,12,-0.8105,24,0.17118,10,-1.0530,22,0.07942,21,-0.0331,17,-0.3839,38,0.92048,26,0.36579,29,0.48812,9,-1.1995
ENSG00000127580,WDR24,14,0.21003,17,0.53083,17,0.60422,3,-2.0289,14,0.24370,10,-0.2338,19,0.73345,12,0.07106,13,0.17707,5,-1.1154,4,-1.3933
ENSG00000127585,FBXL16,421,-0.5519,547,-0.1491,891,0.63162,1171,1.08995,737,0.32223,246,-1.3632,497,-0.2972,917,0.67773,379,-0.7690,839,0.53211,194,-1.7124
ENSG00000103260,METRN,82,-1.0111,80,-1.0419,254,0.75831,92,-0.8344,138,-0.2208,42,-1.9949,121,-0.4165,216,0.49056,60,-1.5683,616,2.38699,144,-0.1518
ENSG00000103254,ANTKMT,57,-0.2420,33,-1.0549,84,0.37522,33,-1.0738,62,-0.1103,52,-0.3810,81,0.31990,132,1.12221,100,0.74533,44,-0.6353,18,-1.9233
ENSG00000103253,HAGHL,18,-1.1813,23,-0.8541,53,0.46859,27,-0.5914,42,0.10002,39,-0.0400,38,-0.0805,54,0.49435,63,0.83520,25,-0.6802,31,-0.3740
ENSG00000103245,CIAO3,21,0.50111,5,-1.6961,11,-0.4714,10,-0.5797,20,0.47316,6,-1.2649,18,0.25587,33,1.24559,20,0.50275,12,-0.3787,5,-1.5593
ENSG00000103227,LMF1,19,0.34927,6,-1.4458,20,0.36921,7,-1.2311,17,0.19943,8,-0.9796,13,-0.2872,23,0.62004,14,-0.1036,30,1.06603,14,-0.1814
ENSG00000260807,AC009041.2,93,0.78370,77,0.47681,31,-0.9304,21,-1.5285,44,-0.4021,27,-1.1135,14,-2.0326,138,1.47063,42,-0.5217,53,-0.1026,102,0.93750
ENSG00000005513,SOX8,36,-0.6292,30,-0.9128,36,-0.6644,66,0.27428,60,0.14327,5,-3.3960,9,-2.6435,42,-0.4323,21,-1.5470,56,0.02178,279,2.98971
ENSG00000103275,UBE2I,76,0.03269,41,-0.9268,76,0.03533,102,0.49674,106,0.55170,72,-0.0598,54,-0.4867,119,0.74608,72,-0.0512,57,-0.4224,48,-0.6707
ENSG00000007516,BAIAP3,108,0.59996,47,-0.6853,72,-0.0406,47,-0.6935,42,-0.8589,38,-1.0319,65,-0.2052,192,1.59356,103,0.59771,33,-1.2402,38,-1.0204
ENSG00000007520,TSR3,40,-0.5112,49,-0.2074,62,0.15015,85,0.67779,50,-0.1586,50,-0.1742,57,0.02391,90,0.75662,52,-0.1392,48,-0.2335,37,-0.6330
ENSG00000090581,GNPTG,55,-0.3619,64,-0.1517,72,0.05179,46,-0.6604,60,-0.2321,64,-0.1326,78,0.16286,91,0.41056,96,0.56540,71,0.01409,48,-0.5958
ENSG00000059145,UNKL,50,1.52581,14,-0.5306,19,-0.0719,13,-0.5962,9,-1.1943,17,-0.2811,7,-1.6074,14,-0.5045,23,0.27986,24,0.27423,25,0.37674
ENSG00000174109,C16orf91,11,-0.3556,7,-1.0588,27,1.03032,12,-0.2260,9,-0.6259,10,-0.5155,11,-0.4326,30,1.21860,21,0.66784,9,-0.6558,2,-2.6465
ENSG00000103249,CLCN7,45,0.53686,30,-0.0857,22,-0.5433,36,0.17356,42,0.40808,23,-0.4859,15,-1.1237,53,0.80670,31,-0.0378,23,-0.4783,32,-0.0119
ENSG00000007545,CRAMP1,30,1.01751,22,0.53618,18,0.17586,6,-1.4221,14,-0.1284,6,-1.3963,9,-0.7566,21,0.46327,11,-0.6465,16,0.01170,25,0.74622
ENSG00000138834,MAPK8IP3,166,0.23736,194,0.49224,143,0.00887,203,0.56873,153,0.10769,130,-0.1422,70,-1.0865,171,0.28958,168,0.28584,53,-1.4945,91,-0.6841
ENSG00000103024,NME3,55,-0.1454,24,-1.3764,91,0.65029,27,-1.2174,65,0.11380,28,-1.1962,47,-0.3975,126,1.18771,64,0.09412,73,0.28344,65,0.09228
ENSG00000074071,MRPS34,23,-1.5748,63,-0.0879,53,-0.3479,40,-0.7923,70,0.06728,57,-0.2428,101,0.66337,111,0.82040,88,0.49761,60,-0.1776,46,-0.5633
ENSG00000162032,SPSB3,34,-0.0614,19,-0.9686,24,-0.5640,28,-0.3601,59,0.82032,31,-0.2120,33,-0.1292,47,0.45309,43,0.34951,36,0.03385,27,-0.3950
ENSG00000095906,NUBP2,19,-0.8156,28,-0.2208,55,0.86916,45,0.55225,28,-0.2115,19,-0.7675,17,-0.9448,42,0.45785,29,-0.1588,40,0.35489,32,-0.0096
ENSG00000063854,HAGH,77,-0.3488,74,-0.4258,108,0.17644,53,-0.9268,98,0.02092,81,-0.2864,130,0.46223,159,0.79469,144,0.71989,52,-0.9498,43,-1.2379
ENSG00000180185,FAHD1,60,0.13101,57,0.04327,43,-0.3805,62,0.18921,69,0.35458,68,0.33733,63,0.22026,50,-0.1369,64,0.25138,33,-0.7664,28,-1.0408
ENSG00000140990,NDUFB10,80,-1.2563,108,-0.8025,205,0.18736,136,-0.4520,210,0.21948,164,-0.1621,265,0.59854,287,0.73078,239,0.48279,155,-0.2530,99,-0.9338
ENSG00000140988,RPS2,214,-0.8875,207,-0.9380,590,0.70560,412,0.12634,535,0.54374,182,-1.1305,380,-0.0041,589,0.70175,310,-0.3509,488,0.39558,353,-0.1179
ENSG00000255198,SNHG9,41,0.48645,7,-2.0790,34,0.20940,17,-0.8911,37,0.34803,18,-0.7852,54,0.93280,42,0.52596,24,-0.3998,41,0.50843,22,-0.4966
ENSG00000183751,TBL3,2,-2.2545,13,0.15694,16,0.45755,3,-1.8933,10,-0.3418,13,0.17075,5,-1.2797,16,0.44058,24,1.23575,3,-2.0132,16,0.39101
ENSG00000127561,SYNGR3,157,-0.1861,203,0.21374,165,-0.1109,175,-0.0201,348,1.10578,194,0.14126,90,-1.0420,170,-0.0664,260,0.69575,67,-1.4658,36,-2.3725
ENSG00000167962,ZNF598,8,-0.7070,15,0.25545,21,0.79085,7,-0.8815,5,-1.2377,13,-0.0502,9,-0.4684,25,1.04307,18,0.60842,5,-1.4172,10,-0.4453
ENSG00000065054,SLC9A3R2,34,0.25710,31,0.10057,22,-0.4060,20,-0.5851,27,-0.1101,7,-2.1028,17,-0.7801,47,0.76790,24,-0.3166,46,0.75269,48,0.81543
ENSG00000065057,NTHL1,25,-0.6311,40,0.11620,36,-0.0556,47,0.36249,40,0.11142,27,-0.5185,35,-0.1135,58,0.70649,43,0.24912,30,-0.3187,24,-0.6713
ENSG00000103197,TSC2,88,0.85033,30,-0.8555,58,0.16451,45,-0.2281,68,0.43143,31,-0.7785,35,-0.6072,76,0.60963,55,0.10696,37,-0.5189,45,-0.2221
ENSG00000008710,PKD1,263,1.87678,46,-0.9612,63,-0.4896,58,-0.6252,143,0.79406,49,-0.8721,46,-0.9618,92,0.08414,81,-0.1292,56,-0.6837,67,-0.3992
ENSG00000167964,RAB26,75,1.03223,64,0.77723,23,-0.8489,93,1.41949,70,0.91690,12,-1.7958,14,-1.4968,35,-0.2041,26,-0.7148,16,-1.3685,21,-0.9220
ENSG00000260260,SNHG19,2,-3.0969,6,-1.8690,33,0.74627,11,-0.9554,17,-0.3213,15,-0.4767,24,0.25269,34,0.80849,19,-0.1360,49,1.39976,19,-0.1352
ENSG00000131653,TRAF7,24,0.29307,13,-0.5892,14,-0.4951,33,0.82840,16,-0.3402,10,-1.0045,17,-0.2434,33,0.79929,24,0.32924,25,0.37327,4,-2.2468
ENSG00000167971,CASKIN1,89,0.04184,60,-0.5636,118,0.49716,89,0.04546,126,0.59989,37,-1.2755,94,0.13634,144,0.82598,63,-0.5191,116,0.47172,37,-1.2984
ENSG00000167965,MLST8,43,-0.2218,31,-0.7294,36,-0.4992,44,-0.1889,49,-0.0081,45,-0.1433,50,0.01072,68,0.52237,58,0.28922,72,0.60982,38,-0.3910
ENSG00000184207,PGP,123,0.13531,82,-0.5004,112,-0.0223,104,-0.1390,72,-0.7024,132,0.23760,140,0.33545,186,0.79718,153,0.53392,71,-0.7101,33,-1.8751
ENSG00000167967,E4F1,2,-2.4779,11,-0.3588,14,-0.0627,11,-0.3648,6,-1.3717,18,0.32580,16,0.18033,32,1.29604,19,0.42091,18,0.29343,8,-0.8449
ENSG00000167969,ECI1,17,-1.1384,17,-1.0751,60,0.85947,17,-1.0870,55,0.69993,23,-0.6707,30,-0.2697,44,0.33523,39,0.15755,56,0.73408,28,-0.3423
ENSG00000205937,RNPS1,217,0.27521,184,0.02064,185,0.02333,228,0.35896,159,-0.2103,174,-0.0694,194,0.10299,199,0.13801,196,0.13207,107,-0.8203,145,-0.3575
ENSG00000167972,ABCA3,48,-0.4834,48,-0.4958,53,-0.3449,38,-0.8592,43,-0.6605,79,0.28545,67,0.00620,111,0.83741,116,1.04214,40,-0.7705,35,-0.9811
ENSG00000162065,TBC1D24,72,0.13207,101,0.66995,50,-0.4423,63,-0.0775,66,-0.0044,65,-0.0342,74,0.16103,84,0.36420,83,0.39179,25,-1.4849,32,-1.1241
ENSG00000185883,ATP6V0C,974,0.08011,943,0.02901,650,-0.5478,1096,0.26882,1315,0.56260,1052,0.20339,552,-0.7979,1179,0.38616,1231,0.51041,395,-1.3015,487,-0.9862
ENSG00000140992,PDPK1,151,0.66587,160,0.75739,75,-0.4491,110,0.15120,77,-0.3998,92,-0.1366,122,0.31788,153,0.68317,66,-0.6921,64,-0.6876,63,-0.6986
ENSG00000167978,SRRM2,376,0.74535,269,0.20098,167,-0.5403,219,-0.1199,157,-0.6354,227,-0.0657,237,0.00145,170,-0.5079,128,-1.0144,300,0.37970,462,1.09440
ENSG00000103363,ELOB,136,-1.6149,176,-1.2250,530,0.47653,230,-0.8260,378,-0.0616,369,-0.0999,591,0.65506,655,0.82581,563,0.64755,343,-0.2123,184,-1.1621
ENSG00000162076,FLYWCH2,10,-0.8404,13,-0.3968,15,-0.1552,15,-0.1343,11,-0.6666,13,-0.3398,17,-0.0206,44,1.58038,23,0.59088,8,-1.1434,9,-0.8847
ENSG00000059122,FLYWCH1,39,-0.0520,12,-1.8028,31,-0.4207,12,-1.8620,50,0.33679,31,-0.4302,45,0.15157,46,0.19114,64,0.81245,59,0.59663,36,-0.2015
ENSG00000162073,PAQR4,22,-0.3083,25,-0.0944,21,-0.3677,20,-0.4131,14,-0.9473,10,-1.4093,9,-1.5970,19,-0.4901,38,0.62326,34,0.40300,68,1.56977
ENSG00000103145,HCFC1R1,103,-0.4777,91,-0.6726,175,0.34526,174,0.33361,185,0.43031,128,-0.1504,132,-0.0956,129,-0.1318,203,0.65510,85,-0.7788,82,-0.8268
ENSG00000006194,ZNF263,18,-0.3799,28,0.29367,11,-1.0630,40,0.90449,31,0.46818,29,0.36171,12,-0.9348,28,0.30890,22,-0.0990,19,-0.2788,16,-0.5795
ENSG00000162086,ZNF75A,27,0.66276,16,-0.1137,11,-0.7280,8,-1.1855,14,-0.3679,17,-0.0619,20,0.22426,18,0.05089,19,0.13241,19,0.10576,23,0.43302
ENSG00000122390,NAA60,19,-0.6939,14,-1.0937,28,-0.0916,17,-0.8515,32,0.08092,28,-0.1166,44,0.62068,66,1.27725,24,-0.3637,33,0.14153,31,0.03906
ENSG00000103351,CLUAP1,76,0.70806,68,0.51198,34,-0.5699,25,-1.0495,32,-0.6353,65,0.43570,70,0.56105,41,-0.2937,34,-0.5914,66,0.47106,44,-0.1656
ENSG00000126602,TRAP1,25,-1.3441,38,-0.7505,58,-0.0911,38,-0.7483,91,0.62629,71,0.22173,87,0.55268,125,1.15442,74,0.32771,27,-1.2668,31,-1.0421
ENSG00000005339,CREBBP,198,0.93037,144,0.40850,54,-1.1122,131,0.24892,103,-0.1221,136,0.31158,115,0.04092,57,-1.0244,53,-1.2006,117,0.07507,178,0.74958
ENSG00000162104,ADCY9,26,0.29006,20,-0.1280,14,-0.6310,41,1.02902,16,-0.4258,29,0.44305,22,0.03105,35,0.75013,23,0.11725,4,-2.4523,6,-1.7887
ENSG00000217930,PAM16,30,-0.5616,32,-0.4498,70,0.75216,19,-1.2272,42,-0.0368,44,0.02043,45,0.06326,75,0.88124,71,0.88944,10,-2.2047,12,-1.9029
ENSG00000262246,CORO7,17,-0.2914,26,0.37328,16,-0.3222,15,-0.4847,27,0.43597,17,-0.2888,13,-0.6172,25,0.36078,14,-0.5498,13,-0.6025,44,1.27937
ENSG00000103423,DNAJA3,24,-0.6070,27,-0.4153,26,-0.4597,39,0.17220,79,1.31953,40,0.20094,20,-0.8344,42,0.27563,41,0.28477,14,-1.3856,29,-0.3123
ENSG00000153406,NMRAL1,25,-0.8004,28,-0.6370,28,-0.6274,38,-0.1786,32,-0.4334,44,0.03281,51,0.27648,71,0.82613,59,0.56452,41,-0.0585,36,-0.2604
ENSG00000103415,HMOX2,57,-0.8489,39,-1.4092,86,-0.2212,46,-1.1741,124,0.35757,144,0.59948,144,0.60135,86,-0.2288,168,0.97039,55,-0.8975,73,-0.4817
ENSG00000089486,CDIP1,114,-0.3885,128,-0.2070,125,-0.2484,127,-0.2164,250,0.86743,133,-0.1519,94,-0.6841,181,0.33992,205,0.61255,108,-0.4642,84,-0.8577
ENSG00000153443,UBALD1,19,-0.6700,28,-0.0957,30,0.01120,34,0.17454,40,0.46523,16,-0.9698,33,0.13973,57,1.04720,33,0.14759,16,-0.9745,21,-0.5119
