Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000153982,GDPD1,29,-0.8756,61,0.70802,46,-0.1782,41,-0.3743,33,-0.6917
ENSG00000175155,YPEL2,68,0.37082,60,0.37524,33,-0.7790,34,-0.7061,48,-0.1805
ENSG00000108406,DHX40,27,-0.2728,32,-0.0136,39,0.30513,32,-0.0330,32,-0.0098
ENSG00000141367,CLTC,249,-1.2609,687,0.87088,405,-0.5166,493,-0.2082,354,-0.7237
ENSG00000141378,PTRH2,6,-1.6612,25,1.16588,21,0.16742,9,-1.1214,6,-1.5898
ENSG00000062716,VMP1,70,-0.0356,78,0.33966,74,0.06278,66,-0.1326,36,-1.0410
ENSG00000108443,RPS6KB1,43,-0.1079,47,0.04495,59,0.38947,24,-0.9909,55,0.28282
ENSG00000167434,CA4,11,-1.3024,27,0.12262,32,0.32498,32,0.33962,24,-0.1464
ENSG00000170832,USP32,50,0.17167,45,-0.0016,29,-0.6484,44,-0.0302,56,0.35881
ENSG00000062725,APPBP2,61,-0.1745,74,0.31560,70,0.06105,63,-0.1097,42,-0.7503
ENSG00000141376,BCAS3,36,-0.1369,42,0.30954,28,-0.5312,21,-0.9294,51,0.44621
ENSG00000108510,MED13,98,0.65822,51,-0.7609,135,1.21795,55,-0.2834,60,-0.1289
ENSG00000146872,TLK2,52,0.10851,46,-0.2388,94,1.09893,33,-0.6077,36,-0.4937
ENSG00000170921,TANC2,34,-1.1760,87,0.69657,73,-0.0293,49,-0.6356,59,-0.3602
ENSG00000008283,CYB561,12,-1.8093,52,1.05168,23,-0.9056,27,-0.6519,37,-0.1576
ENSG00000136485,DCAF7,106,0.37342,77,-0.2796,122,0.61079,65,-0.3954,83,-0.0240
ENSG00000136463,TACO1,18,-0.1914,22,0.38955,13,-0.6522,24,0.26784,13,-0.6867
ENSG00000266173,STRADA,32,0.13566,33,0.50006,20,-0.5900,25,-0.2413,17,-0.8804
ENSG00000136490,LIMD2,3,-2.0962,19,1.47116,2,-2.7364,19,0.50632,2,-2.7901
ENSG00000108588,CCDC47,128,0.26792,109,0.01369,138,0.39037,71,-0.6634,94,-0.2207
ENSG00000198231,DDX42,81,-0.7607,140,0.24593,148,0.18471,76,-0.8614,169,0.40905
ENSG00000087191,PSMC5,150,-0.4135,207,0.23325,161,-0.2972,159,-0.3220,234,0.30025
ENSG00000266402,SNHG25,136,0.89268,49,-1.3203,117,0.63446,157,1.14317,87,0.14717
ENSG00000136478,TEX2,76,0.32788,64,0.10588,52,-0.2854,65,0.06634,45,-0.5103
ENSG00000108654,DDX5,297,-0.2225,355,0.14897,423,0.34806,328,-0.0662,234,-0.5909
ENSG00000258890,CEP95,46,1.20012,17,-0.7530,55,1.53970,9,-1.2870,8,-1.4919
ENSG00000108854,SMURF2,37,0.68879,20,-0.6607,31,0.35400,38,0.69617,21,-0.2711
ENSG00000120063,GNA13,73,1.11170,26,-1.0749,50,0.46912,65,0.92394,31,-0.2943
ENSG00000168646,AXIN2,11,-0.6061,19,0.39235,23,0.48232,18,0.06976,5,-1.8446
ENSG00000154240,CEP112,21,0.01051,14,-1.1423,50,1.48037,7,-1.5155,46,1.34967
ENSG00000154229,PRKCA,163,0.01183,153,-0.2013,227,0.55112,204,0.37417,109,-0.6232
ENSG00000198265,HELZ,66,0.13019,60,-0.0735,64,0.07851,59,-0.0567,62,0.03739
ENSG00000197170,PSMD12,60,-1.0375,132,0.47795,95,-0.3395,80,-0.6028,145,0.34231
ENSG00000154217,PITPNC1,73,-0.1802,61,-0.8501,114,0.55630,150,1.01947,108,0.45577
ENSG00000130935,NOL11,19,-0.2360,25,0.48669,16,-0.4996,15,-0.5669,20,-0.1065
ENSG00000171634,BPTF,488,1.06245,187,-0.9707,428,0.83096,113,-1.2806,439,0.87561
ENSG00000186665,C17orf58,6,-1.9783,27,0.30985,31,0.36077,33,0.47768,15,-0.7138
ENSG00000182481,KPNA2,24,-1.1087,58,0.68281,26,-0.9971,49,-0.0049,45,-0.1327
ENSG00000278730,AC005332.6,38,0.93759,13,-1.3979,21,-0.0369,26,0.29684,53,1.53823
ENSG00000196704,AMZ2,120,-0.0577,111,-0.3895,219,0.93233,150,0.29775,93,-0.4625
ENSG00000108946,PRKAR1A,333,-0.6808,623,0.82539,337,-0.6626,430,-0.2835,305,-0.8174
ENSG00000154265,ABCA5,34,-0.4660,52,0.52631,67,0.60629,12,-1.9924,32,-0.5591
ENSG00000108984,MAP2K6,10,-1.0666,21,0.19317,25,0.39526,19,-0.0805,19,-0.0757
ENSG00000125398,SOX9,183,0.69499,59,-1.8403,305,1.61263,246,1.21408,112,-0.1026
ENSG00000180616,SSTR2,97,0.39653,87,0.56945,49,-0.6931,24,-1.7662,66,-0.2314
ENSG00000166685,COG1,22,-0.9145,45,0.41939,47,0.25703,33,-0.2848,30,-0.4296
ENSG00000133193,FAM104A,15,-0.5963,24,0.35546,19,-0.1889,19,-0.1736,21,-0.0715
ENSG00000141219,C17orf80,14,-0.0192,15,-0.0029,15,0.06933,18,0.36521,10,-0.5165
ENSG00000179604,CDC42EP4,74,0.49720,29,-1.6526,69,0.38377,181,2.15381,46,-0.2775
ENSG00000172809,RPL38,2195,0.91161,994,-0.7588,814,-0.6977,1768,0.54183,1954,0.71068
ENSG00000141540,TTYH2,219,3.30500,15,-2.3874,23,-0.8932,49,0.27720,33,-0.3793
ENSG00000109062,SLC9A3R1,92,0.24780,44,-1.5509,133,0.86364,219,1.78729,78,-0.0085
ENSG00000161509,GRIN2C,14,-1.0820,20,-1.0203,48,0.84933,87,1.93228,17,-0.7888
ENSG00000167861,HID1,12,-1.1860,32,1.01872,25,-0.0431,22,-0.2582,4,-2.5455
ENSG00000167862,MRPL58,10,-0.8609,20,0.33135,28,0.65777,18,-0.0369,7,-1.3478
ENSG00000180901,KCTD2,24,-1.5618,79,0.66308,41,-0.7749,67,-0.0122,67,-0.0032
ENSG00000167863,ATP5PD,156,-0.7578,271,0.24732,194,-0.4248,234,-0.1329,329,0.42154
ENSG00000189159,JPT1,28,-1.9162,127,1.20077,42,-1.3159,88,-0.1722,62,-0.7065
ENSG00000188612,SUMO2,204,-0.4246,284,0.23823,231,-0.2320,317,0.27761,212,-0.3631
ENSG00000125450,NUP85,7,-1.1854,17,0.33437,28,0.93275,16,0.02380,3,-2.2509
ENSG00000125447,GGA3,28,-0.7919,51,0.40143,45,-0.0333,43,-0.0882,38,-0.3041
ENSG00000125445,MRPS7,70,-0.3653,94,0.28402,69,-0.3795,95,0.13653,76,-0.2239
ENSG00000177885,GRB2,97,-0.6183,161,0.44234,141,-0.0401,106,-0.4899,131,-0.1538
ENSG00000177728,TMEM94,45,-0.0666,40,-0.4690,66,0.57364,81,0.90945,32,-0.5744
ENSG00000177303,CASKIN2,35,0.85809,11,-1.7113,34,0.81175,41,1.11846,34,0.78444
ENSG00000161526,SAP30BP,49,0.05806,48,0.01721,39,-0.2912,40,-0.2697,60,0.37352
ENSG00000132470,ITGB4,62,2.21120,3,-3.6390,64,2.26516,35,1.11681,1,-3.3909
ENSG00000132475,H3F3B,476,0.90362,209,-0.8480,426,0.71386,395,0.58587,211,-0.4279
ENSG00000132471,WBP2,244,-0.5553,386,0.42191,263,-0.4367,391,0.19470,254,-0.4903
ENSG00000132481,TRIM47,39,1.29387,11,-1.3214,37,1.17926,34,1.01618,4,-2.0409
ENSG00000204316,MRPL38,21,-1.3661,60,0.67103,52,0.02783,56,0.15933,21,-1.3535
ENSG00000161533,ACOX1,39,-0.5260,46,-0.5778,85,0.73276,100,0.99586,49,-0.1701
ENSG00000167881,SRP68,40,-0.8987,81,0.45270,60,-0.2880,52,-0.5023,83,0.22823
ENSG00000182473,EXOC7,69,-0.1021,73,-0.0395,66,-0.1696,77,0.06842,88,0.27530
ENSG00000141576,RNF157,72,-0.8037,120,-0.0042,117,-0.0466,104,-0.2333,189,0.74928
ENSG00000185262,UBALD2,46,0.47120,35,0.08460,32,-0.1295,30,-0.2273,25,-0.4827
ENSG00000161542,PRPSAP1,31,-0.4312,38,-0.2599,57,0.52116,74,0.97268,21,-1.0405
ENSG00000175931,UBE2O,16,-1.9178,68,0.80618,55,-0.0452,53,-0.0957,31,-0.9035
ENSG00000161544,CYGB,3,-2.2947,19,0.35179,26,0.70236,22,0.43128,6,-1.5085
ENSG00000163597,SNHG16,16,-0.7893,27,-0.0063,22,-0.3000,31,0.19357,40,0.61157
ENSG00000182534,MXRA7,91,-1.0382,191,0.28250,168,-0.0834,227,0.39702,142,-0.3502
ENSG00000070495,JMJD6,27,0.69184,18,0.06954,17,-0.0850,12,-0.5978,13,-0.4945
ENSG00000161547,SRSF2,66,-0.6675,108,0.24604,83,-0.3281,130,0.40273,86,-0.2566
ENSG00000092931,MFSD11,21,0.03739,24,0.56705,20,-0.0416,10,-1.1676,13,-0.7143
ENSG00000167889,MGAT5B,9,-2.7294,55,0.02584,66,0.32056,69,0.39054,71,0.43052
ENSG00000129657,SEC14L1,44,-0.8442,76,0.06125,74,-0.0181,98,0.43794,77,0.02972
ENSG00000184640,SEPTIN9,83,0.11131,76,-0.0557,95,0.33389,68,-0.2149,71,-0.1339
ENSG00000078687,TNRC6C,142,0.59080,93,-0.2024,155,0.74510,64,-0.6882,68,-0.5789
ENSG00000183077,AFMID,47,0.84260,27,-0.0842,17,-0.7624,20,-0.5078,32,0.21159
ENSG00000087157,PGS1,8,-1.4027,27,1.01726,15,-0.4811,16,-0.4160,12,-0.8829
ENSG00000108669,CYTH1,112,1.30029,48,-0.2942,61,0.24987,41,-0.3567,20,-1.4762
ENSG00000055483,USP36,28,0.04747,26,-0.1812,58,1.24478,11,-1.4334,22,-0.3625
ENSG00000035862,TIMP2,203,0.18081,163,-0.3615,299,0.82979,203,0.18505,131,-0.5089
ENSG00000108679,LGALS3BP,71,1.89067,9,-2.3974,57,1.45421,50,1.22278,11,-1.1626
ENSG00000171302,CANT1,13,-0.9068,29,0.91182,14,-0.7835,15,-0.6826,18,-0.3475
ENSG00000167281,RBFOX3,61,-1.2505,145,0.17542,200,0.60169,125,-0.1609,127,-0.1346
ENSG00000141582,CBX4,61,0.15790,58,0.19160,31,-0.8938,52,-0.0712,58,0.09720
ENSG00000167291,TBC1D16,8,-1.5119,15,-0.9480,35,0.79063,42,1.09879,37,0.89900
ENSG00000171298,GAA,28,0.06232,25,-0.1962,37,0.53433,42,0.74051,9,-1.6626
ENSG00000141543,EIF4A3,10,-1.4879,28,0.03767,39,0.54209,42,0.65637,18,-0.6213
ENSG00000181045,SLC26A11,15,-0.7830,26,0.21100,37,0.65578,14,-0.8153,23,-0.0579
ENSG00000173821,RNF213,73,1.18674,24,-1.1290,73,1.16695,22,-0.7624,47,0.42952
ENSG00000173818,ENDOV,13,-0.7600,24,0.43519,22,0.04622,25,0.24298,10,-1.0922
ENSG00000171246,NPTX1,491,0.20614,507,0.66240,327,-0.4415,140,-1.7253,322,-0.4624
ENSG00000141564,RPTOR,27,0.19747,23,-0.0793,30,0.38436,15,-0.7534,27,0.17937
ENSG00000226137,BAIAP2-DT,32,-1.0011,64,0.21393,61,0.01626,66,0.14617,62,0.03000
ENSG00000175866,BAIAP2,116,-0.6357,214,0.88289,150,-0.2409,115,-0.6579,82,-1.1698
ENSG00000181409,AATK,290,2.09457,76,-0.5541,29,-1.7189,64,-0.5380,62,-0.5821
ENSG00000224877,NDUFAF8,131,-0.2906,146,-0.2521,93,-0.8250,259,0.81972,215,0.50666
ENSG00000157637,SLC38A10,40,0.62844,27,-0.0713,29,0.07761,34,0.36465,9,-1.6052
ENSG00000266074,BAHCC1,10,-0.9722,17,-0.2177,19,-0.0004,20,0.07348,34,0.96724
ENSG00000184009,ACTG1,863,-0.4534,1199,0.15623,984,-0.2473,1436,0.36169,1020,-0.1903
ENSG00000182446,NPLOC4,34,-0.2353,43,0.26701,39,-0.0272,40,-0.0039,29,-0.5138
ENSG00000204237,OXLD1,13,-0.6273,22,0.48312,7,-1.5915,35,0.96249,8,-1.3314
ENSG00000185298,CCDC137,19,-0.0790,22,0.24506,20,-0.0317,20,0.00391,13,-0.6401
ENSG00000214087,ARL16,31,-0.3929,45,0.42126,16,-1.4012,59,0.62578,27,-0.6151
ENSG00000185359,HGS,44,-0.3546,60,0.32039,53,-0.0656,47,-0.2609,48,-0.2164
ENSG00000262814,MRPL12,47,-0.6652,81,0.45009,47,-0.6931,111,0.69647,33,-1.2179
ENSG00000225663,MCRIP1,129,0.18802,119,0.14801,83,-0.5019,123,0.11179,96,-0.2892
ENSG00000185624,P4HB,86,-0.1382,99,0.20740,106,0.19664,98,0.06576,53,-0.8726
ENSG00000141522,ARHGDIA,114,-0.4475,163,0.26156,156,0.04527,165,0.12896,107,-0.5433
ENSG00000183684,ALYREF,16,-0.4044,20,0.01030,23,0.18099,32,0.77387,10,-1.0989
ENSG00000141552,ANAPC11,71,-0.9768,135,0.03843,106,-0.3703,211,0.75213,138,0.05357
ENSG00000185813,PCYT2,47,-0.2028,55,0.14346,56,0.08631,77,0.59712,20,-1.4553
ENSG00000197063,MAFG,47,-0.3962,56,-0.2963,84,0.53347,45,-0.4746,97,0.77456
ENSG00000169696,ASPSCR1,21,-0.2079,27,0.45855,24,-0.0138,24,-0.0167,10,-1.3849
ENSG00000169689,CENPX,34,-0.6458,51,0.00853,18,-1.5955,89,0.92014,63,0.33714
ENSG00000169750,RAC3,8,-1.7676,32,1.06276,14,-0.8367,25,0.02022,12,-1.0630
ENSG00000169738,DCXR,79,-0.2964,70,-0.9297,114,0.27507,254,1.69056,90,-0.0987
ENSG00000169733,RFNG,20,-0.1297,22,-0.0631,16,-0.5399,39,0.93931,16,-0.5242
ENSG00000169727,GPS1,53,-0.2824,75,0.65948,42,-0.6425,65,0.02932,28,-1.2442
ENSG00000169718,DUS1L,17,-0.8799,35,0.40946,23,-0.4727,28,-0.1711,35,0.20171
ENSG00000169710,FASN,85,-0.5075,113,-0.1381,138,0.25798,164,0.54434,111,-0.0994
ENSG00000141551,CSNK1D,35,-0.8630,68,0.42772,61,0.01999,59,-0.0354,45,-0.4598
ENSG00000141562,NARF,31,-0.6204,52,0.52474,47,0.05011,38,-0.2943,29,-0.7245
ENSG00000141568,FOXK2,31,-0.4922,47,0.35172,53,0.34651,33,-0.4038,29,-0.5912
ENSG00000141580,WDR45B,124,0.67909,75,-0.2838,79,-0.0455,89,0.14354,74,-0.1599
ENSG00000141542,RAB40B,191,0.64584,137,0.23057,68,-0.9848,154,0.29194,53,-1.3661
ENSG00000141560,FN3KRP,44,-0.2984,58,0.31054,67,0.35774,47,-0.2131,29,-0.9423
ENSG00000141556,TBCD,16,-1.3555,44,0.54788,26,-0.6359,58,0.65196,21,-0.8997
ENSG00000101557,USP14,89,-0.3137,120,0.37600,102,-0.1069,59,-0.9530,119,0.14640
ENSG00000079134,THOC1,27,0.71681,14,-0.5795,29,0.83426,13,-0.3821,17,0.01186
ENSG00000158270,COLEC12,26,0.61506,9,-1.5947,52,1.87038,24,0.52339,17,-0.0631
ENSG00000141433,ADCYAP1,7,-2.7761,65,1.52924,20,-1.3494,39,-0.2955,22,-1.1758
ENSG00000101596,SMCHD1,44,-0.0447,42,-0.2435,80,0.93741,29,-0.6763,47,0.05368
ENSG00000101577,LPIN2,49,-0.4375,57,-0.4405,82,0.37340,81,0.34968,98,0.65973
ENSG00000101608,MYL12A,35,0.52114,13,-1.6344,72,1.83157,25,0.00851,39,0.69869
ENSG00000118680,MYL12B,91,-1.2075,224,0.46673,159,-0.3536,214,0.11496,183,-0.1311
ENSG00000170579,DLGAP1,89,-1.8527,385,1.18560,146,-1.1093,216,-0.5080,225,-0.4469
ENSG00000263878,DLGAP1-AS4,9,-1.7575,36,0.94657,11,-1.5198,24,-0.3352,31,0.10808
ENSG00000263753,LINC00667,77,0.72214,50,-0.0062,32,-0.6799,45,-0.1466,45,-0.1668
ENSG00000082397,EPB41L3,136,-0.3712,210,0.87948,106,-0.7550,88,-1.0342,126,-0.4829
ENSG00000206432,TMEM200C,5,-2.1848,25,0.68108,16,-0.3763,22,0.06283,18,-0.2217
ENSG00000173482,PTPRM,39,-0.3771,56,0.54130,50,0.03497,29,-0.8130,36,-0.4822
ENSG00000206418,RAB12,33,-0.9655,70,0.54675,60,-0.0266,48,-0.3973,51,-0.2886
ENSG00000168502,MTCL1,9,-1.7272,34,0.88137,24,-0.2024,18,-0.6934,22,-0.3358
ENSG00000178127,NDUFV2,84,-0.9068,173,0.55582,95,-0.7179,190,0.37728,100,-0.6373
ENSG00000101745,ANKRD12,767,0.54385,484,-0.4236,917,0.84829,188,-1.6469,724,0.44922
ENSG00000128791,TWSG1,39,0.96564,16,-0.9075,59,1.70153,20,-0.1772,5,-2.2752
ENSG00000017797,RALBP1,202,0.04686,182,-0.2551,248,0.38300,101,-1.0354,319,0.80052
ENSG00000154845,PPP4R1,15,-0.2497,17,-0.2223,22,0.30680,21,0.24203,21,0.22658
ENSG00000168461,RAB31,156,0.40418,77,-1.2919,178,0.62675,213,0.93924,206,0.88084
ENSG00000101558,VAPA,202,-0.3577,292,0.57981,199,-0.3815,223,-0.1980,156,-0.7551
ENSG00000154856,APCDD1,91,0.29164,45,-1.4262,146,1.10288,195,1.63320,55,-0.4949
ENSG00000134265,NAPG,79,-0.8917,168,0.75848,117,-0.2868,96,-0.5995,104,-0.4673
ENSG00000141404,GNAL,14,-2.8342,106,0.62429,123,0.49863,92,0.01674,45,-1.0828
ENSG00000255112,CHMP1B,49,-0.7196,92,0.71988,54,-0.5594,58,-0.4669,63,-0.3456
ENSG00000154889,MPPE1,26,0.12485,26,0.24142,30,0.35018,19,-0.3960,12,-1.0598
ENSG00000141385,AFG3L2,51,-0.5377,86,0.78213,62,-0.2230,51,-0.5285,35,-1.0830
ENSG00000134278,SPIRE1,93,-0.4583,130,0.15122,163,0.43777,95,-0.4212,116,-0.1180
ENSG00000128789,PSMG2,37,-0.3605,47,0.02894,50,0.10386,42,-0.1627,55,0.27594
ENSG00000175354,PTPN2,18,-0.4387,24,0.12348,35,0.65371,20,-0.2623,16,-0.5551
ENSG00000085415,SEH1L,26,-1.4137,77,0.73187,66,0.04233,39,-0.7919,54,-0.2877
ENSG00000101639,CEP192,6,-1.4428,16,0.09670,24,0.67225,24,0.70598,6,-1.3818
ENSG00000168675,LDLRAD4,82,0.52273,61,0.10425,41,-0.5642,58,-0.0300,46,-0.4114
ENSG00000177150,FAM210A,17,-0.2923,23,0.41952,14,-0.6346,10,-1.0579,27,0.45291
ENSG00000101654,RNMT,94,-0.5474,154,0.61602,133,-0.0001,80,-0.7899,96,-0.5160
ENSG00000175322,ZNF519,9,-1.5094,29,0.52309,19,-0.4302,19,-0.4152,32,0.37901
ENSG00000067900,ROCK1,233,1.30041,66,-1.3572,226,1.24387,55,-1.0370,169,0.73600
ENSG00000141446,ESCO1,40,0.58199,24,-0.5130,58,1.20935,8,-1.8462,31,0.16175
ENSG00000167088,SNRPD1,59,-0.2736,69,-0.0499,61,-0.2295,87,0.34733,80,0.20792
ENSG00000101752,MIB1,56,-0.1871,65,0.07504,64,0.01907,52,-0.3202,73,0.23648
ENSG00000134508,CABLES1,17,-1.4666,39,-0.5099,44,-0.0632,104,1.40174,57,0.36622
ENSG00000101782,RIOK3,76,0.53187,60,0.34810,54,-0.0188,23,-1.2990,34,-0.7179
ENSG00000141452,RMC1,11,-0.4078,17,0.55865,11,-0.4086,11,-0.4327,12,-0.3338
ENSG00000141458,NPC1,87,2.64615,13,-1.3050,16,-0.3775,22,0.05855,6,-1.8684
ENSG00000154065,ANKRD29,2,-2.9162,23,0.55603,29,0.62765,10,-1.0281,20,-0.0114
ENSG00000141447,OSBPL1A,261,-0.0760,293,0.25493,235,-0.2432,172,-0.7282,314,0.21745
ENSG00000154059,IMPACT,29,-0.0831,30,0.02852,21,-0.5414,41,0.48208,29,-0.0809
ENSG00000141380,SS18,36,0.68976,18,-0.7682,34,0.59303,34,0.60197,22,-0.1351
ENSG00000141384,TAF4B,5,-1.7611,20,0.95403,7,-1.2920,9,-0.8658,20,0.34148
ENSG00000134504,KCTD1,35,-1.4102,111,1.00083,64,-0.5079,57,-0.7051,65,-0.4863
ENSG00000171885,AQP4,2191,1.83154,181,-3.1951,2290,1.92127,1680,1.32048,483,-0.7377
ENSG00000170558,CDH2,132,0.61869,85,-0.2384,104,0.22011,82,-0.1542,81,-0.1833
ENSG00000118276,B4GALT6,34,-1.3303,105,1.19726,48,-0.8308,57,-0.5518,43,-0.9697
ENSG00000153339,TRAPPC8,17,-0.8842,35,0.61168,23,-0.3839,29,-0.0767,22,-0.4923
ENSG00000134758,RNF138,11,-0.7009,19,0.47978,24,0.55942,12,-0.5495,8,-1.1337
ENSG00000141441,GAREM1,44,0.12788,37,-0.2920,69,0.87443,35,-0.2238,34,-0.2576
ENSG00000141431,ASXL3,12,-0.9136,23,0.24880,23,0.07287,18,-0.2709,25,0.22239
ENSG00000101746,NOL4,33,-1.3984,102,0.91803,58,-0.5584,63,-0.4212,61,-0.4842
ENSG00000134769,DTNA,619,1.02161,206,-1.3609,692,1.21954,452,0.48124,361,0.11521
ENSG00000166974,MAPRE2,311,-0.4463,478,0.60977,338,-0.3156,270,-0.6651,335,-0.3301
ENSG00000186812,ZNF397,103,1.61205,33,-0.6628,61,0.68070,24,-0.8036,19,-1.1110
ENSG00000172466,ZNF24,146,0.98814,61,-0.8597,117,0.60248,73,-0.1514,106,0.44742
ENSG00000141429,GALNT1,40,-0.5201,56,0.03178,70,0.37297,58,0.06272,52,-0.1151
ENSG00000141428,C18orf21,3,-2.3069,17,0.18660,19,0.29461,13,-0.3007,24,0.60723
ENSG00000141425,RPRD1A,116,-0.7893,224,0.62680,112,-0.8402,205,0.10360,146,-0.4326
ENSG00000141424,SLC39A6,53,-0.0118,57,0.22256,49,-0.1394,29,-0.9445,63,0.26979
ENSG00000134759,ELP2,56,0.13352,56,0.28818,54,0.07883,34,-0.6491,38,-0.4899
ENSG00000134775,FHOD3,2,-3.6183,29,0.66840,23,-0.1180,33,0.45783,15,-0.7675
ENSG00000134779,TPGS2,55,-1.0077,121,0.56567,73,-0.5759,110,0.07114,89,-0.2715
ENSG00000101489,CELF4,325,-0.6538,541,0.36701,473,-0.0657,288,-0.8388,593,0.30029
ENSG00000078142,PIK3C3,63,-0.1297,76,0.39290,81,0.25920,47,-0.5878,40,-0.8423
ENSG00000152214,RIT2,11,-0.9039,26,1.06325,0,-4.8649,13,-0.6887,25,0.26142
ENSG00000132872,SYT4,101,-1.7638,432,1.50518,119,-1.5266,194,-0.7861,195,-0.7782
ENSG00000152217,SETBP1,16,-1.2177,36,-0.0591,78,1.29773,21,-0.8098,33,-0.1656
ENSG00000141469,SLC14A1,145,1.23476,31,-2.0043,131,1.05708,166,1.48413,67,-0.0706
ENSG00000152223,EPG5,25,-0.0888,28,0.15104,26,-0.0312,17,-0.6800,31,0.26296
ENSG00000152234,ATP5F1A,203,-1.5502,641,0.57904,452,-0.3271,703,0.38130,357,-0.6950
ENSG00000152242,C18orf25,12,-1.7918,49,0.69634,44,0.10199,33,-0.3346,30,-0.4991
ENSG00000141622,RNF165,25,-0.2324,31,0.24111,29,-0.0177,15,-1.0359,36,0.34837
ENSG00000101638,ST8SIA5,10,-2.2880,60,1.09977,26,-0.8811,41,-0.2025,33,-0.5604
ENSG00000078043,PIAS2,92,0.28361,74,-0.1513,102,0.45387,59,-0.4146,75,-0.0446
ENSG00000167220,HDHD2,71,-0.1362,83,0.30276,49,-0.7121,92,0.28111,59,-0.4224
ENSG00000134049,IER3IP1,20,-1.1316,51,0.68945,28,-0.6587,42,-0.0260,34,-0.3520
ENSG00000175387,SMAD2,79,0.15499,63,-0.4426,80,0.16760,68,-0.0894,115,0.77493
ENSG00000134030,CTIF,31,-1.0237,75,0.90613,38,-0.7489,59,-0.0403,31,-1.0463
ENSG00000101665,SMAD7,37,0.94755,20,-0.1129,25,0.31545,9,-1.1874,15,-0.4655
ENSG00000141627,DYM,36,-0.0850,39,0.07831,41,0.12048,32,-0.2857,39,0.01474
ENSG00000177576,C18orf32,284,0.22767,217,-0.4272,197,-0.3545,336,0.50131,350,0.57139
ENSG00000265681,RPL17,1259,0.58095,766,-0.4664,633,-0.5242,906,0.04116,1437,0.80576
ENSG00000167315,ACAA2,71,0.79125,24,-1.6081,70,0.78851,101,1.43268,51,0.25690
ENSG00000141644,MBD1,29,-0.7739,55,0.56173,40,-0.2655,52,0.13836,27,-0.8907
ENSG00000154832,CXXC1,13,-0.3566,18,0.25957,19,0.22636,20,0.27651,7,-1.2649
ENSG00000141639,MAPK4,37,-0.8794,67,0.05256,44,-0.6204,139,1.25943,37,-0.8832
ENSG00000134042,MRO,59,0.34037,28,-1.4175,53,0.15998,94,1.13696,101,1.26078
ENSG00000082212,ME2,25,-1.1726,50,-0.2417,99,1.00948,55,0.03753,59,0.13393
ENSG00000141646,SMAD4,40,0.03633,38,-0.1197,54,0.51465,31,-0.3881,40,0.04024
ENSG00000176624,MEX3C,19,-0.0122,19,-0.0245,14,-0.4047,23,0.35241,19,0.05053
ENSG00000187323,DCC,7,-1.3303,22,1.11200,8,-1.0839,7,-1.3785,18,0.04162
ENSG00000134046,MBD2,36,0.17135,29,-0.4068,34,0.07433,36,0.15644,47,0.58711
ENSG00000101751,POLI,9,-1.0119,19,0.45265,27,0.71361,11,-0.6369,9,-0.9460
ENSG00000041353,RAB27B,16,-2.0151,76,1.07708,50,-0.2980,37,-0.7637,41,-0.5828
ENSG00000196628,TCF4,322,-0.4672,419,-0.1210,749,0.90993,313,-0.5127,438,0.01516
ENSG00000091164,TXNL1,116,-0.3827,171,0.58633,141,-0.0759,112,-0.4339,85,-0.8621
ENSG00000091157,WDR7,71,-0.6467,130,0.83743,63,-0.8222,71,-0.6314,85,-0.3653
ENSG00000177511,ST8SIA3,38,-2.3154,227,1.19237,95,-0.9546,128,-0.4934,135,-0.4210
ENSG00000066926,FECH,53,0.94153,31,0.17157,16,-0.9307,29,-0.0228,12,-1.3310
ENSG00000134440,NARS,139,-0.9663,321,0.94614,218,-0.2731,141,-0.9483,167,-0.6858
ENSG00000049759,NEDD4L,54,-1.5933,188,0.93545,130,-0.2504,119,-0.3815,89,-0.8265
ENSG00000074657,ZNF532,66,0.48882,46,-0.1916,61,0.38288,40,-0.3093,43,-0.1938
ENSG00000166562,SEC11C,168,-0.0275,156,-0.2958,216,0.37983,218,0.39896,167,-0.0376
ENSG00000074695,LMAN1,84,0.83258,39,-0.8095,97,1.08686,54,0.11166,38,-0.4437
ENSG00000183287,CCBE1,17,0.15035,16,0.14337,20,0.45834,14,-0.0891,6,-1.4297
ENSG00000101542,CDH20,48,1.03445,14,-1.5565,55,1.27210,56,1.30121,13,-1.0673
ENSG00000134444,RELCH,29,-0.7812,58,0.77635,42,-0.2069,42,-0.2316,22,-1.2313
ENSG00000141664,ZCCHC2,23,-0.2740,31,0.35670,27,-0.0685,18,-0.7066,28,-0.0213
ENSG00000081913,PHLPP1,123,1.25130,42,-1.0075,75,0.39750,79,0.47728,60,0.03022
ENSG00000171791,BCL2,25,0.23547,18,-0.6370,24,0.17099,36,0.83337,25,0.25267
ENSG00000119537,KDSR,101,0.81617,47,-0.7898,83,0.49112,64,0.05965,82,0.46479
ENSG00000119541,VPS4B,66,0.12473,67,0.32113,56,-0.1278,33,-0.9673,57,-0.1018
ENSG00000171451,DSEL,104,2.07361,24,-0.8350,21,-0.6598,12,-1.4940,39,0.30785
