Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000141639,MAPK4,39,-0.6597,113,1.22066,74,0.65555,18,-1.6226,16,-1.8013,68,0.37319
ENSG00000134042,MRO,24,-1.4758,169,2.04200,65,0.43401,42,-0.3273,30,-0.8379,43,-0.3063
ENSG00000082212,ME2,49,-0.1426,61,0.26333,48,-0.1291,37,-0.5257,50,-0.0689,83,0.75549
ENSG00000141646,SMAD4,34,-0.2896,75,1.07950,32,-0.3630,51,0.43836,36,-0.1302,33,-0.2378
ENSG00000176624,MEX3C,15,0.02414,22,0.56019,14,-0.1510,18,0.25192,12,-0.3375,12,-0.3708
ENSG00000187323,DCC,37,2.61071,2,-2.8340,6,-1.7739,6,-1.4442,2,-3.0270,12,-0.5851
ENSG00000134046,MBD2,25,-0.2326,17,-0.8170,35,0.41227,29,0.05962,32,0.18650,28,-0.0226
ENSG00000101751,POLI,28,1.15477,22,0.34262,10,-1.0715,24,0.44611,5,-1.8936,6,-1.6915
ENSG00000041353,RAB27B,52,1.32384,28,-0.2342,32,-0.0156,1,-4.7170,15,-1.1952,6,-2.5424
ENSG00000196628,TCF4,428,0.19382,274,-0.5651,297,-0.5312,493,0.36060,321,-0.3216,639,0.79139
ENSG00000091164,TXNL1,163,0.48643,63,-1.1516,125,-0.1173,100,-0.4409,204,0.69505,69,-1.0047
ENSG00000091157,WDR7,135,1.47449,43,-0.9530,57,-0.6315,40,-1.0413,39,-1.1094,45,-0.8727
ENSG00000177511,ST8SIA3,226,1.15261,52,-1.5720,137,-0.1324,11,-3.8408,93,-0.7088,142,-0.0438
ENSG00000066926,FECH,41,0.56578,36,0.13849,24,-0.5978,32,-0.0500,15,-1.1404,40,0.34282
ENSG00000134440,NARS,389,1.01038,110,-1.3424,191,-0.6115,176,-0.6319,192,-0.4942,299,0.19893
ENSG00000049759,NEDD4L,163,0.80463,86,-0.4894,111,-0.1161,6,-4.4080,67,-0.8737,157,0.45416
ENSG00000074657,ZNF532,31,-0.9281,37,-0.4307,27,-1.0570,94,1.08594,114,1.41912,87,0.94220
ENSG00000166562,SEC11C,114,-0.0893,117,-0.0287,165,0.69948,158,0.45535,20,-2.6887,61,-1.0211
ENSG00000074695,LMAN1,41,-0.9427,80,0.31008,46,-0.6592,107,0.79081,134,1.17323,100,0.66843
ENSG00000101542,CDH20,18,-1.0972,77,1.46729,32,0.00204,39,0.31126,5,-2.5766,61,1.06196
ENSG00000197563,PIGN,10,-1.1781,6,-1.6640,9,-1.1335,44,1.48613,27,0.61115,55,1.89051
ENSG00000134444,RELCH,62,0.70258,34,-0.4917,34,-0.6076,24,-0.9797,25,-0.9491,81,0.89441
ENSG00000141664,ZCCHC2,25,-0.1456,19,-0.4949,11,-1.4831,29,0.14309,43,0.79845,66,1.55624
ENSG00000081913,PHLPP1,37,-0.9699,119,1.14187,44,-0.5573,160,1.68115,40,-0.6195,56,-0.0809
ENSG00000171791,BCL2,14,-0.9579,41,0.96590,23,0.03704,31,0.49174,17,-0.4658,35,0.71065
ENSG00000119537,KDSR,58,-0.5225,107,0.59819,60,-0.4035,125,0.86291,93,0.36454,77,0.07177
ENSG00000119541,VPS4B,64,0.18160,47,-0.3554,53,-0.1994,97,0.81385,31,-0.9574,58,-0.0229
ENSG00000071991,CDH19,4,-2.5125,8,-1.0694,0,-4.4985,115,4.21675,10,-0.6819,24,0.68162
ENSG00000171451,DSEL,17,-1.2958,34,-0.0009,14,-1.5094,116,2.14539,96,1.77331,16,-1.1722
ENSG00000166479,TMX3,75,0.74912,42,-0.4340,46,-0.3558,21,-1.4519,35,-0.6975,74,0.46390
ENSG00000150636,CCDC102B,9,-1.4586,21,0.19510,13,-0.6634,45,1.45945,55,1.83760,11,-0.7887
ENSG00000206052,DOK6,74,-0.8857,162,0.55379,207,1.36364,7,-4.0936,45,-1.4107,130,0.19341
ENSG00000170677,SOCS6,19,0.28395,2,-3.1466,11,-0.8294,38,1.35016,8,-1.1347,29,0.90356
ENSG00000141668,CBLN2,94,1.04874,16,-2.0910,63,-0.0119,2,-4.7035,27,-1.2726,84,0.45665
ENSG00000166342,NETO1,47,1.10596,3,-3.4414,28,-0.1877,3,-3.4534,9,-1.8866,53,0.88899
ENSG00000075336,TIMM21,41,0.10430,40,0.02165,42,0.14596,33,-0.2938,48,0.30226,21,-0.9605
ENSG00000166347,CYB5A,18,-0.4373,23,0.07279,33,0.82597,37,0.83687,4,-2.2906,9,-1.3729
ENSG00000187773,DIPK1C,6,-1.8195,47,1.80540,17,0.08845,28,0.86167,18,0.18709,11,-0.6316
ENSG00000133313,CNDP2,130,0.08162,126,-0.0034,127,0.01576,182,0.59987,70,-0.9138,104,-0.2911
ENSG00000150656,CNDP1,40,-0.9080,67,0.08507,23,-1.7080,276,2.71438,77,0.31617,42,-0.6290
ENSG00000264247,LINC00909,14,0.08446,24,0.97440,11,-0.2382,17,0.45064,0,-6.4306,14,0.08458
ENSG00000215421,ZNF407,18,-0.4657,30,0.52529,15,-0.7062,20,-0.1709,62,1.77965,14,-0.7140
ENSG00000180011,ZADH2,69,0.79014,23,-1.1843,46,-0.1565,28,-0.9100,31,-0.7274,56,0.17757
ENSG00000179981,TSHZ1,46,0.10885,51,0.21284,37,-0.3646,32,-0.5113,62,0.52481,48,0.11931
ENSG00000130856,ZNF236,30,-0.5051,30,-0.4035,26,-0.7058,48,0.35805,76,1.12541,70,0.96190
ENSG00000266844,AC093330.1,1,-3.4935,15,0.64660,5,-1.2222,50,2.94792,27,1.63292,0,-4.1466
ENSG00000197971,MBP,1316,-3.4048,13128,0.54833,1951,-2.6358,38211,2.56231,38338,2.56999,2102,-2.2616
ENSG00000263146,LINC01896,9,-1.6639,38,0.82810,50,1.93694,8,-1.4858,0,-7.1126,18,-0.3705
ENSG00000166377,ATP9B,19,-0.3872,16,-0.5302,19,-0.3376,24,0.11499,36,0.78481,39,0.90430
ENSG00000122490,SLC66A2,60,0.05462,66,0.18933,83,0.74375,10,-2.6610,24,-1.3303,55,-0.0940
ENSG00000226742,HSBP1L1,11,-0.4779,13,-0.1803,28,1.47951,7,-1.1198,1,-3.7743,10,-0.5109
ENSG00000141759,TXNL4A,124,-0.1378,86,-0.6667,221,1.14941,101,-0.4163,50,-1.4851,59,-1.2401
ENSG00000101544,ADNP2,38,0.46656,22,-0.5315,19,-0.8918,23,-0.4631,47,0.62489,44,0.51085
ENSG00000141934,PLPP2,5,-1.3954,9,-0.2053,5,-1.2180,61,3.46175,9,-0.2461,0,-6.7051
ENSG00000129946,SHC2,46,0.02813,58,0.38174,39,-0.3159,25,-0.8998,37,-0.3505,82,0.94532
ENSG00000141933,TPGS1,36,-0.0066,51,0.53880,46,0.49081,21,-0.8060,12,-1.6149,32,-0.2065
ENSG00000099804,CDC34,65,0.51553,49,-0.1011,54,0.07385,35,-0.6114,8,-2.6733,61,0.23434
ENSG00000172270,BSG,332,-0.0647,616,0.96905,392,0.27700,146,-1.3038,142,-1.3475,353,0.05016
ENSG00000099822,HCN2,60,0.08269,92,0.75127,77,0.61251,28,-1.1159,30,-0.9936,14,-2.1134
ENSG00000099821,POLRMT,45,0.33181,46,0.23161,38,-0.0864,23,-0.8428,38,-0.0358,32,-0.3255
ENSG00000070423,RNF126,38,0.40918,9,-1.8639,35,0.18245,22,-0.5746,8,-2.0811,55,0.90044
ENSG00000099864,PALM,70,-1.3119,306,1.35803,194,0.76680,69,-1.0337,117,-0.2401,142,0.06535
ENSG00000011304,PTBP1,13,-0.6936,37,1.10584,15,-0.4567,29,0.65919,14,-0.4696,30,0.74449
ENSG00000129951,PLPPR3,39,0.22733,10,-1.8663,46,0.55335,3,-3.4409,59,0.82733,22,-0.7078
ENSG00000175221,MED16,39,-0.0566,63,0.75810,29,-0.5652,25,-0.6886,62,0.72668,43,0.12190
ENSG00000198858,R3HDM4,37,0.31514,19,-0.8394,33,0.06277,21,-0.6945,32,-0.0274,37,0.19257
ENSG00000065268,WDR18,38,0.46857,37,0.27957,28,-0.2205,16,-0.9930,26,-0.2842,28,-0.1440
ENSG00000182087,TMEM259,60,0.21713,65,0.28208,39,-0.6158,40,-0.4710,44,-0.3424,93,0.88041
ENSG00000099817,POLR2E,107,0.44455,61,-0.5899,116,0.54164,54,-0.7792,41,-1.1854,49,-0.9274
ENSG00000167468,GPX4,421,-0.0309,358,-0.2754,662,0.96463,210,-1.0965,271,-0.7068,188,-1.2623
ENSG00000118046,STK11,34,-0.3091,54,0.49731,45,0.24736,26,-0.6733,32,-0.3198,52,0.44015
ENSG00000099625,CBARP,20,0.39911,30,0.94396,21,0.41844,0,-6.5124,5,-1.6470,8,-1.1528
ENSG00000099624,ATP5F1D,323,0.29148,237,-0.2919,404,0.74220,107,-1.5005,115,-1.3892,178,-0.7381
ENSG00000167470,MIDN,23,-0.6386,49,0.70010,25,-0.4396,42,0.44177,25,-0.3943,65,1.18136
ENSG00000099622,CIRBP,246,-0.1754,316,0.27539,296,0.21347,260,-0.0364,237,-0.1805,243,-0.1423
ENSG00000228300,FAM174C,25,0.32788,12,-0.8518,28,0.48109,16,-0.4452,19,-0.2436,9,-1.2650
ENSG00000160953,PWWP3A,87,0.00209,99,0.20487,84,-0.0665,98,0.19675,63,-0.5075,96,0.15944
ENSG00000115286,NDUFS7,132,-0.0515,88,-0.6657,168,0.45341,226,0.84291,61,-1.2031,77,-0.8574
ENSG00000130005,GAMT,50,-0.7684,81,0.17730,67,-0.1358,154,1.26183,98,0.49116,60,-0.2795
ENSG00000071626,DAZAP1,44,-0.1354,38,-0.3034,39,-0.3115,45,-0.0276,56,0.28828,78,0.84896
ENSG00000115268,RPS15,577,-0.8667,1028,0.24856,1415,1.05722,1045,0.27486,737,-0.2792,318,-1.5581
ENSG00000115266,APC2,65,-0.0063,102,0.74211,56,-0.2873,49,-0.4377,37,-0.8577,99,0.67875
ENSG00000119559,C19orf25,30,-0.1734,18,-0.8771,32,-0.0048,28,-0.1899,27,-0.2867,65,1.16966
ENSG00000071655,MBD3,39,-0.5918,97,1.03785,61,0.34083,26,-1.0519,73,0.56764,33,-0.7088
ENSG00000127540,UQCR11,362,-0.5410,461,-0.0201,871,1.46252,270,-0.8484,178,-1.4731,167,-1.5672
ENSG00000079313,REXO1,17,-0.9339,39,0.58379,28,0.07010,13,-1.0988,28,0.07178,65,1.47258
ENSG00000129911,KLF16,11,-1.1253,32,0.70860,36,1.24194,7,-1.6399,13,-0.6483,20,-0.0007
ENSG00000129968,ABHD17A,108,-0.8766,190,0.22089,279,1.18437,148,-0.1728,118,-0.5226,94,-0.8783
ENSG00000227500,SCAMP4,20,0.08325,34,0.95507,16,-0.2919,31,0.79700,9,-1.1545,7,-1.4622
ENSG00000133275,CSNK1G2,23,-0.9383,54,0.64136,46,0.49473,24,-0.6577,37,0.02880,55,0.67252
ENSG00000133243,BTBD2,68,-0.2467,64,-0.2631,112,0.84631,31,-1.3645,72,-0.0757,59,-0.3817
ENSG00000099875,MKNK2,15,-0.6515,43,1.17901,23,0.18271,20,-0.0769,2,-3.3305,36,0.86026
ENSG00000065000,AP3D1,177,0.27311,145,-0.1302,120,-0.5218,105,-0.6303,233,0.63645,183,0.23819
ENSG00000104886,PLEKHJ1,56,0.94658,28,-0.4906,44,0.23916,18,-1.1763,16,-1.3669,9,-2.0906
ENSG00000104897,SF3A2,15,-0.5927,15,-0.3451,14,-0.5777,30,0.67670,38,1.09582,30,0.67312
ENSG00000104904,OAZ1,678,0.40322,417,-0.4966,853,0.86866,145,-2.0814,159,-1.9477,306,-0.9688
ENSG00000130332,LSM7,59,-0.2808,38,-0.8900,107,1.03288,49,-0.4779,56,-0.2814,38,-0.8738
ENSG00000005206,SPPL2B,20,-0.2919,25,0.12503,12,-1.0891,20,-0.2143,18,-0.3495,71,1.96983
ENSG00000099800,TIMM13,80,-0.2151,89,0.00717,125,0.73564,61,-0.5847,73,-0.3079,55,-0.7221
ENSG00000099860,GADD45B,24,0.42461,60,1.89767,15,-0.4880,5,-1.8967,0,-7.2876,12,-0.7339
ENSG00000176533,GNG7,62,-0.6818,132,0.69836,121,0.72656,93,0.12349,58,-0.6151,52,-0.7725
ENSG00000176490,DIRAS1,185,1.34245,63,-0.8995,118,0.07557,5,-4.5915,49,-1.2880,38,-1.6569
ENSG00000141873,SLC39A3,54,1.05311,14,-1.4036,30,-0.3582,15,-1.2910,30,-0.2955,32,-0.1983
ENSG00000104969,SGTA,47,-0.2296,53,0.02492,48,-0.1377,69,0.45927,67,0.41600,50,-0.0656
ENSG00000172009,THOP1,45,-0.2356,67,0.45381,52,0.05654,23,-1.1788,37,-0.5048,92,0.97310
ENSG00000104964,TLE5,559,-0.2372,721,0.23523,984,1.01544,199,-1.7393,393,-0.7142,345,-0.9118
ENSG00000088256,GNA11,48,-0.5962,116,0.98197,68,0.10813,45,-0.5284,63,-0.0317,84,0.43331
ENSG00000125912,NCLN,29,0.24458,45,0.88810,22,-0.3468,22,-0.2727,10,-1.3843,28,0.13705
ENSG00000161082,CELF5,137,0.16415,80,-0.7168,118,-0.1496,11,-3.6149,163,0.38754,247,1.09355
ENSG00000141905,NFIC,132,-1.0835,361,0.76438,217,-0.0762,345,0.68890,346,0.69610,253,0.18077
ENSG00000129932,DOHH,29,-0.1926,17,-0.9916,23,-0.5802,69,1.27462,69,1.26837,10,-1.7261
ENSG00000105325,FZR1,37,0.68844,27,-0.0500,18,-0.8099,24,-0.2360,22,-0.3855,33,0.25983
ENSG00000161091,MFSD12,47,0.23683,44,0.05830,41,-0.0965,32,-0.4408,33,-0.3946,49,0.22008
ENSG00000064961,HMG20B,4,-2.1232,14,0.22197,19,0.92306,29,1.37288,14,0.16311,8,-0.7095
ENSG00000186111,PIP5K1C,104,0.30921,149,0.79355,100,0.18750,6,-3.8882,42,-1.1992,90,-0.0149
ENSG00000183617,MRPL54,54,0.09430,18,-1.6006,87,1.16957,38,-0.4484,6,-3.1282,29,-0.8654
ENSG00000007264,MATK,52,-0.1836,47,-0.3139,93,1.10491,3,-4.3553,23,-1.3837,64,0.19300
ENSG00000105278,ZFR2,16,-0.2317,6,-1.5412,17,0.01706,1,-3.4546,26,0.61398,43,1.51771
ENSG00000167654,ATCAY,253,0.83749,110,-0.7768,164,-0.2003,26,-2.9073,156,-0.2376,205,0.18735
ENSG00000167657,DAPK3,43,0.97896,21,-0.5256,20,-0.7447,11,-1.4439,24,-0.3061,37,0.33782
ENSG00000167658,EEF2,394,-0.6762,772,0.56523,906,1.14793,333,-0.7653,232,-1.3122,357,-0.6583
ENSG00000105229,PIAS4,27,0.07804,30,0.19428,12,-1.3737,45,0.87649,21,-0.3635,49,1.00800
ENSG00000178951,ZBTB7A,288,-0.2663,319,-0.0280,256,-0.4553,230,-0.5401,681,1.23203,427,0.43743
ENSG00000126934,MAP2K2,177,0.33638,156,0.02536,190,0.45030,73,-1.1429,81,-0.9715,97,-0.7025
ENSG00000089847,ANKRD24,38,0.63843,14,-1.1508,26,-0.2612,2,-3.9375,20,-0.5912,58,1.12543
ENSG00000105251,SHD,23,1.31691,1,-3.4368,20,0.68387,4,-1.9033,0,-7.0043,0,-7.1607
ENSG00000105255,FSD1,75,1.55089,11,-1.9763,41,-0.1222,13,-1.8419,13,-1.7662,17,-1.3714
ENSG00000008382,MPND,38,0.34651,21,-0.6510,43,0.56480,10,-1.7961,18,-0.9180,30,-0.1197
ENSG00000141985,SH3GL1,36,-0.5255,61,0.43064,57,0.41572,23,-1.0575,34,-0.4932,78,0.83574
ENSG00000167670,CHAF1A,16,-0.3250,12,-0.6549,13,-0.6512,10,-0.8540,47,1.58890,30,0.82622
ENSG00000167671,UBXN6,113,0.53213,78,-0.2284,116,0.52701,34,-1.4756,36,-1.4000,46,-1.0234
ENSG00000167674,HDGFL2,43,0.35054,21,-0.8547,35,-0.1317,28,-0.4416,18,-1.0573,64,0.89370
ENSG00000167680,SEMA6B,53,-0.1748,55,-0.0611,84,0.84566,5,-3.5060,40,-0.5554,64,0.17457
ENSG00000185361,TNFAIP8L1,24,-0.1018,26,0.06737,27,0.14309,4,-2.6970,40,0.76065,29,0.22710
ENSG00000074842,MYDGF,45,0.44523,33,-0.2083,46,0.42635,24,-0.7068,8,-2.2731,29,-0.4168
ENSG00000142002,DPP9,21,-0.0959,31,0.53342,16,-0.5809,33,0.64361,27,0.32373,19,-0.2337
ENSG00000141965,FEM1A,19,-0.3980,17,-0.4788,25,0.18141,34,0.66059,35,0.69550,14,-0.7443
ENSG00000105355,PLIN3,13,-1.7415,30,-0.1460,20,-0.9307,193,3.49034,10,-1.6976,17,-0.9961
ENSG00000127663,KDM4B,17,-1.2363,42,0.44953,20,-0.8101,35,0.17862,62,1.09826,81,1.58232
ENSG00000130254,SAFB2,69,-1.0135,94,-0.3053,53,-1.3652,180,0.74651,306,1.69127,238,1.22712
ENSG00000160633,SAFB,89,0.13150,40,-1.1468,57,-0.6983,92,0.14707,168,1.15369,94,0.19018
ENSG00000130255,RPL36,515,-1.2392,1396,0.60425,1550,1.06426,981,0.03151,1073,0.17535,417,-1.2839
ENSG00000174917,MICOS13,166,-0.0359,149,-0.2044,264,0.98299,85,-1.0664,89,-0.9869,80,-1.1553
ENSG00000167733,HSD11B1L,86,-0.0194,100,0.23621,134,0.96559,17,-2.4344,28,-1.7005,60,-0.5642
ENSG00000196365,LONP1,116,1.21512,54,-0.4946,60,-0.3929,28,-1.4827,22,-1.8086,64,-0.2194
ENSG00000174886,NDUFA11,171,-0.3509,166,-0.3032,341,1.19904,143,-0.5287,95,-1.1443,99,-1.0899
ENSG00000031823,RANBP3,50,0.80102,40,0.18445,23,-0.8148,31,-0.2242,39,0.10912,18,-1.0157
ENSG00000130382,MLLT1,62,-0.6993,147,0.86479,103,0.35689,40,-1.1764,115,0.45709,93,0.12159
ENSG00000125656,CLPP,37,0.25892,24,-0.4941,43,0.55220,26,-0.4002,23,-0.5866,14,-1.2644
ENSG00000125652,ALKBH7,44,-0.6612,104,0.87335,84,0.70313,72,0.26534,29,-1.1327,33,-0.9335
ENSG00000125651,GTF2F1,103,0.41351,57,-0.6364,77,-0.2183,51,-0.8186,115,0.46084,84,-0.0338
ENSG00000088247,KHSRP,54,-0.0479,66,0.29416,33,-0.9482,88,0.75111,48,-0.2107,91,0.80199
ENSG00000125648,SLC25A23,192,-0.7131,456,0.85562,371,0.67327,126,-1.1758,223,-0.3046,288,0.09986
ENSG00000104833,TUBB4A,532,0.56892,233,-0.9190,300,-0.6390,731,0.90384,227,-0.9574,419,-0.0101
ENSG00000125730,C3,10,-2.0180,13,-1.2657,69,2.19436,24,-0.3185,7,-2.0267,35,0.25168
ENSG00000125734,GPR108,20,0.00740,39,1.10458,21,0.09625,23,0.27601,9,-1.1296,4,-2.2690
ENSG00000171105,INSR,71,-0.2110,107,0.51003,42,-1.1160,126,0.79064,86,0.16598,128,0.80810
ENSG00000104880,ARHGEF18,10,-0.8209,18,0.22627,16,0.05751,22,0.59275,18,0.28367,22,0.58683
ENSG00000198816,ZNF358,52,-1.2529,172,0.92795,152,0.97278,60,-0.7450,101,0.06119,77,-0.3657
ENSG00000090674,MCOLN1,29,0.31484,12,-1.1443,20,-0.4416,17,-0.6018,12,-1.1400,62,1.49309
ENSG00000032444,PNPLA6,69,0.48299,39,-0.5735,49,-0.2520,44,-0.3931,51,-0.1419,62,0.14669
ENSG00000076826,CAMSAP3,38,1.07543,13,-0.9566,25,-0.0283,1,-4.3607,10,-1.4009,26,0.06151
ENSG00000076924,XAB2,27,0.27090,11,-1.1844,26,0.15209,29,0.25724,21,-0.2282,19,-0.4051
ENSG00000229833,PET100,147,0.02878,92,-0.7102,249,1.23353,70,-1.1070,34,-2.2030,63,-1.2659
ENSG00000181029,TRAPPC5,155,0.25578,84,-0.7797,211,0.91599,60,-1.2874,65,-1.1573,65,-1.1629
ENSG00000142459,EVI5L,32,-0.2716,34,-0.1225,37,0.03847,53,0.58221,53,0.58560,22,-0.7577
ENSG00000183248,PRR36,54,0.35025,42,-0.1548,53,0.28643,3,-3.7729,39,-0.2609,50,0.11992
ENSG00000076984,MAP2K7,25,-0.3880,17,-0.8604,14,-1.3653,40,0.47914,63,1.25187,67,1.34081
ENSG00000260001,TGFBR3L,36,-0.2981,17,-1.3051,84,1.71035,3,-3.5259,6,-2.7655,32,-0.4160
ENSG00000178531,CTXN1,195,-0.7738,404,0.57643,487,1.24061,38,-2.9961,196,-0.5718,232,-0.3126
ENSG00000104980,TIMM44,51,0.85229,28,-0.3840,21,-1.0088,22,-0.7640,32,-0.2150,52,0.56706
ENSG00000066044,ELAVL1,55,0.17915,55,0.10791,50,-0.0603,39,-0.4201,54,0.07652,45,-0.1928
ENSG00000090661,CERS4,28,0.05707,24,-0.1947,15,-1.0089,38,0.56481,40,0.61878,38,0.55068
ENSG00000167775,CD320,25,0.23562,29,0.41854,25,0.16599,12,-1.0025,18,-0.3585,16,-0.5515
ENSG00000267855,NDUFA7,117,0.07041,73,-0.6974,191,1.16621,44,-1.4550,16,-2.9043,77,-0.6085
ENSG00000233927,RPS28,656,-0.8342,1172,0.28228,1647,1.16771,948,-0.0568,796,-0.3301,326,-1.6820
ENSG00000167772,ANGPTL4,6,-3.2837,208,3.05308,16,-1.6084,49,0.26334,8,-2.3262,116,1.77367
ENSG00000185236,RAB11B,100,0.09059,107,0.17327,77,-0.4182,124,0.40307,85,-0.1874,110,0.21087
ENSG00000099785,MARCH2,43,-0.1157,55,0.33142,51,0.24413,28,-0.7163,42,-0.1167,46,0.04623
ENSG00000099783,HNRNPM,158,-0.6702,200,-0.1397,169,-0.4882,344,0.74304,491,1.36242,225,0.04852
ENSG00000133250,ZNF414,15,-0.0654,10,-0.5520,18,0.33933,14,-0.0968,4,-2.0087,26,0.83525
ENSG00000130803,ZNF317,25,0.93991,13,-0.3714,16,-0.1682,17,-0.0171,1,-3.6961,11,-0.7132
ENSG00000130818,ZNF426,21,0.13344,29,0.65395,13,-0.7601,24,0.34617,24,0.35938,15,-0.3882
ENSG00000197961,ZNF121,15,-0.2158,11,-0.5426,15,-0.1007,27,0.83627,23,0.55788,12,-0.4760
ENSG00000171466,ZNF562,22,0.02495,7,-1.6035,20,-0.1742,24,0.10978,35,0.75886,26,0.28975
ENSG00000198258,UBL5,234,-0.3898,169,-0.7843,565,1.70846,160,-0.8675,73,-2.0378,46,-2.7113
ENSG00000127445,PIN1,284,0.48333,129,-0.9140,323,0.69992,82,-1.5946,137,-0.8148,105,-1.2214
ENSG00000105088,OLFM2,48,-0.0450,78,0.74042,74,0.88657,19,-1.4462,6,-3.0724,24,-1.1254
ENSG00000080573,COL5A3,16,-1.5013,63,0.93596,38,0.13531,8,-2.1063,19,-0.9229,121,2.14696
ENSG00000130813,SHFL,45,0.22636,44,0.11813,34,-0.3099,22,-0.9299,13,-1.7329,85,1.23101
ENSG00000130810,PPAN,12,-0.5899,12,-0.4150,20,0.53344,13,-0.2373,17,0.10814,22,0.55055
ENSG00000130811,EIF3G,61,-0.0734,53,-0.2660,88,0.72441,95,0.66109,24,-1.4371,11,-2.5683
ENSG00000130816,DNMT1,68,-0.0980,43,-0.7660,27,-1.6561,137,1.07635,103,0.59141,145,1.18247
ENSG00000105364,MRPL4,59,0.18512,43,-0.3396,57,0.12426,23,-1.3054,54,0.00580,67,0.34469
ENSG00000105376,ICAM5,53,0.88575,19,-1.0433,45,0.40769,0,-6.1123,19,-1.0249,24,-0.6565
ENSG00000267673,FDX2,88,0.50920,53,-0.4466,105,0.84622,15,-2.3039,22,-1.7432,24,-1.6166
ENSG00000105397,TYK2,12,-0.6582,17,0.04785,14,-0.3732,23,0.49909,0,-7.2281,55,2.04039
ENSG00000105401,CDC37,155,0.64303,62,-1.0028,109,-0.1665,46,-1.4489,138,0.22792,118,-0.0107
ENSG00000065989,PDE4A,90,1.16209,27,-1.1422,54,-0.1434,5,-3.5675,35,-0.7913,50,-0.2202
ENSG00000079999,KEAP1,47,0.23184,32,-0.4266,51,0.36651,53,0.35363,17,-1.3487,24,-0.8606
ENSG00000180739,S1PR5,2,-3.2887,14,-0.2052,5,-2.0834,92,3.32990,36,1.29764,15,-0.1071
ENSG00000130734,ATG4D,19,0.29105,7,-1.2293,16,-0.0379,8,-1.0902,20,0.33294,23,0.49270
ENSG00000129347,KRI1,24,-0.1732,14,-0.9830,12,-1.3278,43,0.82744,62,1.45721,34,0.43944
ENSG00000129355,CDKN2D,149,0.12721,101,-0.5279,212,0.88148,31,-2.2974,81,-0.8617,109,-0.4057
ENSG00000129353,SLC44A2,31,-1.5040,221,2.03018,56,-0.4022,86,0.34588,12,-2.6217,146,1.25364
ENSG00000267100,ILF3-DT,35,-0.7124,49,-0.0366,34,-0.7117,88,0.92542,119,1.47187,49,-0.0240
ENSG00000129351,ILF3,109,-0.1511,109,-0.1043,91,-0.4615,139,0.28276,192,0.81853,132,0.19517
ENSG00000213339,QTRT1,22,-0.2021,11,-1.2137,21,-0.2537,16,-0.6622,37,0.65719,52,1.24763
ENSG00000079805,DNM2,18,-0.5070,27,0.24259,17,-0.5938,75,1.99865,12,-1.0692,20,-0.2534
ENSG00000142453,CARM1,47,-0.0915,75,0.69308,35,-0.6162,27,-0.9234,32,-0.6566,111,1.37054
ENSG00000130733,YIPF2,21,0.51417,14,-0.2578,17,0.06470,12,-0.5414,13,-0.3731,10,-0.7595
ENSG00000142444,TIMM29,20,0.64128,25,0.76701,9,-0.9044,12,-0.4347,3,-2.1056,21,0.51226
ENSG00000127616,SMARCA4,121,-0.3864,106,-0.4931,134,-0.1453,146,0.01190,279,1.08031,176,0.30776
ENSG00000130164,LDLR,5,-1.5345,20,0.74378,10,-0.3294,35,1.78389,10,-0.3576,18,0.62259
ENSG00000105518,TMEM205,79,0.03054,87,0.15933,96,0.40701,65,-0.2963,20,-2.0246,86,0.14567
ENSG00000105520,PLPPR2,58,-0.3527,108,0.74728,73,0.14669,12,-2.5786,106,0.71583,72,0.09052
ENSG00000130175,PRKCSH,69,-0.4269,75,-0.1814,71,-0.3410,180,1.26097,104,0.33151,81,-0.0664
ENSG00000196361,ELAVL3,223,-0.6784,244,-0.3650,232,-0.5360,480,0.72205,665,1.28794,412,0.46797
ENSG00000130159,ECSIT,55,0.84758,20,-0.9826,44,0.25925,14,-1.4936,26,-0.6253,17,-1.2666
ENSG00000130165,ELOF1,39,0.57936,33,0.10236,34,0.21181,24,-0.3799,17,-0.8941,5,-2.5092
ENSG00000197044,ZNF441,18,0.12114,21,0.24853,15,-0.2405,21,0.26001,6,-1.6559,26,0.60356
ENSG00000223547,ZNF844,13,-0.9315,55,1.66851,13,-0.8273,18,-0.2035,17,-0.2593,45,1.29277
ENSG00000173875,ZNF791,56,0.14522,44,-0.2785,32,-0.9004,65,0.34057,50,-0.0841,99,1.04173
ENSG00000105583,WDR83OS,79,-0.2548,96,0.13491,121,0.66430,105,0.27758,35,-1.4112,58,-0.6445
ENSG00000095059,DHPS,51,0.58197,22,-0.8959,47,0.32724,28,-0.5413,10,-1.9971,35,-0.2154
ENSG00000105576,TNPO2,95,-0.3128,137,0.36005,110,0.01249,62,-0.8757,141,0.40710,154,0.55318
ENSG00000123144,TRIR,134,-0.0205,121,-0.1658,157,0.31080,129,-0.0647,130,-0.0531,96,-0.5209
ENSG00000198356,GET3,75,0.62799,49,-0.2768,78,0.60415,32,-0.9006,9,-2.7355,16,-1.9003
ENSG00000171223,JUNB,26,-0.2308,70,1.46488,25,-0.2813,7,-2.0499,13,-1.1889,50,0.87302
