Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000138587,MNS1,31,0.81202,14,-0.3794,9,-1.0945,13,-0.4825,6,-1.7353,17,-0.0980,30,0.73779,23,0.30607,9,-1.0008,41,1.29425,23,0.31690
ENSG00000137871,ZNF280D,96,0.87679,26,-1.1498,48,-0.2449,38,-0.6016,53,-0.0846,31,-0.9093,65,0.24381,62,0.16846,61,0.13227,65,0.23066,72,0.41472
ENSG00000140262,TCF12,40,0.17638,15,-1.2695,38,0.09883,8,-2.2699,23,-0.6932,10,-1.8094,35,-0.0502,17,-1.1456,7,-2.3808,56,0.72737,156,2.62795
ENSG00000255529,POLR2M,49,0.29400,44,0.13151,26,-0.6698,16,-1.4109,33,-0.3585,53,0.44278,38,-0.0962,41,0.03970,42,0.05961,42,0.04879,69,0.84989
ENSG00000137845,ADAM10,89,0.73934,38,-0.5799,45,-0.3178,29,-1.0037,46,-0.3099,43,-0.3932,78,0.53035,20,-1.5473,23,-1.3215,90,0.77034,122,1.27502
ENSG00000128923,MINDY2,122,0.68143,68,-0.2476,72,-0.1586,49,-0.7567,52,-0.7173,50,-0.7256,107,0.46918,104,0.42212,52,-0.6574,130,0.78860,99,0.35443
ENSG00000157450,RNF111,55,0.10189,41,-0.3560,33,-0.6971,62,0.28556,72,0.59509,54,0.06376,41,-0.3516,69,0.44366,42,-0.3298,43,-0.2979,37,-0.5023
ENSG00000137776,SLTM,212,0.66742,98,-0.5572,120,-0.2355,80,-0.8559,103,-0.5125,89,-0.6961,167,0.27604,112,-0.3435,111,-0.3615,185,0.43972,300,1.25398
ENSG00000157470,FAM81A,63,-0.5287,88,-0.0267,79,-0.1853,109,0.31721,119,0.51507,125,0.52899,77,-0.2288,65,-0.4841,173,1.07438,42,-1.1526,12,-2.9290
ENSG00000140307,GTF2A2,38,-1.1526,55,-0.5836,95,0.25799,94,0.24367,93,0.24273,76,-0.0926,69,-0.2452,99,0.31960,84,0.06226,73,-0.1590,100,0.34119
ENSG00000140299,BNIP2,21,-0.2065,15,-0.7384,42,0.90309,6,-1.9052,18,-0.5079,8,-1.6596,11,-1.0988,11,-1.1932,13,-0.8780,67,1.70449,58,1.46283
ENSG00000128915,ICE2,14,-0.6185,12,-0.9037,20,-0.1073,6,-1.7941,14,-0.7526,10,-1.1623,17,-0.3499,16,-0.4329,25,0.20281,64,1.81545,48,1.29560
ENSG00000069667,RORA,18,-0.9620,53,0.73064,32,-0.0829,20,-0.7969,41,0.33838,87,1.56227,4,-3.1656,23,-0.5816,35,0.05081,27,-0.3410,25,-0.4656
ENSG00000129003,VPS13C,178,0.80602,70,-0.6649,151,0.53079,90,-0.2842,89,-0.3353,78,-0.4920,122,0.19850,83,-0.3981,84,-0.3907,120,0.17016,141,0.42661
ENSG00000171914,TLN2,298,1.20131,102,-0.5297,113,-0.3728,102,-0.5181,136,-0.0854,192,0.46991,180,0.36557,127,-0.1881,185,0.40324,77,-0.9505,70,-1.0832
ENSG00000140416,TPM1,169,0.21075,111,-0.4463,211,0.57150,184,0.35274,202,0.56246,126,-0.2474,76,-1.0185,118,-0.3473,125,-0.2591,202,0.49980,46,-1.7712
ENSG00000103642,LACTB,17,-0.1927,13,-0.6481,17,-0.2361,27,0.51582,24,0.35651,20,-0.0119,23,0.22314,23,0.27110,15,-0.4559,21,0.12898,12,-0.7622
ENSG00000185088,RPS27L,119,-0.1880,119,-0.1932,166,0.33145,96,-0.5204,84,-0.7869,115,-0.2374,144,0.10631,107,-0.3557,128,-0.0795,250,1.00745,203,0.65899
ENSG00000166128,RAB8B,79,1.06434,28,-0.5971,32,-0.3878,27,-0.6556,38,-0.1464,34,-0.2954,45,0.15440,54,0.43842,25,-0.7250,57,0.50784,36,-0.1886
ENSG00000138613,APH1B,13,-0.4793,7,-1.2918,22,0.37838,10,-0.7780,19,0.17684,10,-0.8671,14,-0.3448,16,-0.1221,15,-0.2097,34,1.05779,29,0.83068
ENSG00000103657,HERC1,399,1.15278,127,-0.6836,174,-0.1938,211,0.10845,134,-0.6504,209,0.09221,323,0.79347,221,0.18028,244,0.33451,106,-0.9477,87,-1.2553
ENSG00000166797,CIAO2A,12,-1.2290,10,-1.4598,33,0.34907,18,-0.5555,33,0.38908,11,-1.3240,22,-0.2933,31,0.24565,22,-0.2730,41,0.67908,52,1.09555
ENSG00000028528,SNX1,46,-0.0536,32,-0.6203,44,-0.1383,41,-0.2580,41,-0.2666,37,-0.4070,38,-0.3473,30,-0.6978,22,-1.1740,62,0.40460,141,1.82849
ENSG00000166794,PPIB,156,0.50011,77,-0.6102,74,-0.6609,108,-0.0856,81,-0.5692,51,-1.2240,100,-0.2016,92,-0.3420,111,-0.0388,174,0.67474,264,1.38743
ENSG00000169118,CSNK1G1,22,0.51064,14,-0.1929,15,-0.1080,14,-0.1245,24,0.77345,6,-1.3523,17,0.09631,12,-0.3871,10,-0.6417,18,0.18257,12,-0.3729
ENSG00000180357,ZNF609,19,-0.5538,36,0.47960,27,-0.0001,11,-1.3114,27,0.02643,24,-0.1495,39,0.59092,16,-0.7338,7,-1.8934,46,0.87510,41,0.67155
ENSG00000180304,OAZ2,93,-0.1448,95,-0.1062,113,0.16086,116,0.20812,105,0.06343,119,0.24904,94,-0.1196,84,-0.3009,91,-0.1759,106,0.06011,99,-0.0349
ENSG00000166839,ANKDD1A,28,0.69683,15,-0.2512,18,-0.0281,15,-0.3220,26,0.60730,21,0.24647,5,-1.8053,27,0.65372,14,-0.4193,13,-0.5415,10,-0.8766
ENSG00000090487,SPG21,33,0.07193,27,-0.2793,29,-0.1425,34,0.09080,26,-0.3101,35,0.13451,38,0.26584,41,0.39332,18,-0.8325,21,-0.6105,54,0.83005
ENSG00000103707,MTFMT,11,-0.6054,14,-0.2950,12,-0.5362,29,0.87930,23,0.56740,15,-0.1256,17,0.06731,27,0.74841,13,-0.3535,13,-0.3777,3,-2.5229
ENSG00000090470,PDCD7,48,0.47103,30,-0.2909,36,0.00113,45,0.37204,45,0.41143,25,-0.5499,33,-0.1176,21,-0.8371,32,-0.1922,38,0.09308,32,-0.1889
ENSG00000166855,CLPX,53,-0.0388,27,-1.0799,63,0.24518,51,-0.1086,57,0.09664,29,-0.9614,48,-0.1936,60,0.14657,65,0.28203,77,0.55203,65,0.28057
ENSG00000074603,DPP8,78,-0.1394,60,-0.5435,63,-0.4745,125,0.61389,92,0.12003,92,0.11980,66,-0.3916,121,0.55047,104,0.30657,86,0.00321,47,-0.9088
ENSG00000074696,HACD3,290,0.59243,139,-0.5674,181,-0.1537,157,-0.3734,176,-0.2193,163,-0.3225,274,0.49971,220,0.15063,250,0.35281,209,0.06977,167,-0.2840
ENSG00000174485,DENND4A,37,0.02399,29,-0.3737,19,-1.0290,27,-0.4833,56,0.73978,31,-0.2628,38,0.05232,48,0.42013,21,-0.8736,54,0.60495,27,-0.4601
ENSG00000103769,RAB11A,147,-0.4052,166,-0.2145,130,-0.5918,256,0.47307,199,0.07307,263,0.51660,186,-0.0340,226,0.26942,314,0.80631,110,-0.8444,90,-1.1403
ENSG00000166938,DIS3L,33,-0.0046,35,0.10059,36,0.11173,33,-0.0139,31,-0.1244,24,-0.5033,42,0.36686,37,0.17750,17,-0.9991,41,0.31091,39,0.25321
ENSG00000169032,MAP2K1,457,0.75918,179,-0.7175,251,-0.1987,501,0.91316,325,0.22983,216,-0.4307,495,0.89390,291,0.03327,186,-0.6640,136,-1.1347,61,-2.3197
ENSG00000174446,SNAPC5,45,-0.5298,62,-0.0425,60,-0.0781,59,-0.1200,74,0.26467,73,0.22212,97,0.68660,83,0.42498,68,0.12363,30,-1.1287,36,-0.8784
ENSG00000174444,RPL4,787,-0.0546,806,-0.0182,936,0.21828,593,-0.4933,732,-0.1852,617,-0.4330,1140,0.53641,612,-0.4463,605,-0.4648,1045,0.39502,1180,0.59251
ENSG00000166949,SMAD3,19,-0.5285,31,0.25352,47,0.92887,34,0.41719,62,1.68078,6,-2.1343,9,-1.5767,16,-0.7381,9,-1.6079,12,-1.1184,8,-1.7816
ENSG00000103591,AAGAB,26,-0.8363,42,-0.1192,57,0.36124,84,0.99360,45,-0.0095,61,0.46123,51,0.16987,53,0.24019,55,0.29686,16,-1.5288,10,-2.2502
ENSG00000189227,C15orf61,57,0.00997,57,0.00192,76,0.47155,74,0.43182,76,0.51781,68,0.28234,34,-0.7609,42,-0.4482,65,0.22235,29,-1.0111,25,-1.2454
ENSG00000137764,MAP2K5,12,-1.2202,20,-0.5299,26,-0.0918,33,0.27397,19,-0.6453,65,1.38961,30,0.13888,35,0.34070,31,0.15388,28,-0.0100,17,-0.7598
ENSG00000033800,PIAS1,49,-0.3042,53,-0.1795,82,0.49595,75,0.36351,90,0.74821,39,-0.6523,65,0.14266,61,0.04369,36,-0.7611,47,-0.3669,28,-1.1639
ENSG00000169018,FEM1B,115,-0.1241,136,0.14127,114,-0.1296,177,0.56075,121,-0.0462,212,0.86681,141,0.19917,70,-0.8788,140,0.19239,78,-0.7209,66,-0.9659
ENSG00000103647,CORO2B,80,-0.0474,65,-0.3568,68,-0.3093,124,0.65109,89,0.13979,89,0.12266,124,0.65235,63,-0.4039,75,-0.1372,61,-0.4751,61,-0.4619
ENSG00000140350,ANP32A,182,0.84087,79,-0.4777,111,0.05261,60,-0.8886,68,-0.7714,96,-0.1753,93,-0.2225,69,-0.6930,83,-0.4006,186,0.88226,198,0.98922
ENSG00000138604,GLCE,53,0.83061,28,-0.1823,30,-0.0735,37,0.25704,54,0.98712,14,-1.1923,26,-0.2713,21,-0.6060,21,-0.6161,17,-0.9614,23,-0.5107
ENSG00000137818,RPLP1,803,-0.7849,2469,1.00142,1608,0.29362,1072,-0.3433,1138,-0.2735,1328,-0.0101,997,-0.4549,995,-0.4582,701,-0.9905,1805,0.48085,1979,0.63120
ENSG00000140332,TLE3,11,-0.3558,18,0.37900,26,0.91825,19,0.46859,18,0.38385,14,0.00236,5,-1.4105,10,-0.5155,10,-0.5741,20,0.50642,2,-2.6369
ENSG00000137831,UACA,14,-0.7549,6,-2.0631,15,-0.7158,1,-3.7962,8,-1.7000,5,-2.1798,5,-2.1306,3,-2.7505,4,-2.4042,142,3.38155,74,1.90456
ENSG00000166173,LARP6,72,-0.6491,73,-0.6242,75,-0.5948,91,-0.2913,95,-0.2456,111,0.02526,87,-0.3560,77,-0.5540,108,-0.0197,72,-0.6459,360,2.04452
ENSG00000137821,LRRC49,62,0.30704,37,-0.4902,33,-0.6394,49,-0.0453,51,0.02083,36,-0.5450,39,-0.4147,101,1.11859,104,1.17431,28,-0.8868,17,-1.6120
ENSG00000129028,THAP10,1,-3.6594,12,-0.1315,9,-0.5439,14,0.13446,19,0.72044,21,0.76243,9,-0.5837,14,0.19115,21,0.79359,4,-1.7656,11,-0.2297
ENSG00000066933,MYO9A,138,1.09667,27,-1.4373,53,-0.4297,61,-0.2135,89,0.40814,47,-0.6282,78,0.14991,63,-0.1695,58,-0.3129,90,0.38134,53,-0.4334
ENSG00000067225,PKM,743,0.11068,604,-0.2137,563,-0.3216,838,0.30269,722,0.07217,760,0.14814,561,-0.3275,1003,0.59528,1053,0.67532,506,-0.4875,233,-1.6547
ENSG00000137817,PARP6,64,0.18009,70,0.31562,49,-0.2398,59,0.05944,61,0.11655,69,0.28618,78,0.49210,40,-0.5422,56,-0.0337,47,-0.3128,32,-0.8794
ENSG00000140488,CELF6,4,-2.2081,26,0.36225,9,-1.2858,14,-0.5609,34,0.87107,26,0.33464,11,-0.9405,25,0.31684,26,0.34251,26,0.35124,14,-0.5838
ENSG00000213614,HEXA,37,0.30670,24,-0.3641,24,-0.3838,40,0.42952,31,0.03096,30,-0.0539,20,-0.6458,31,-7.6314,31,-0.0048,38,0.34800,31,0.00358
ENSG00000166233,ARIH1,37,-0.8085,46,-0.4734,56,-0.1732,75,0.30052,81,0.45326,92,0.61932,61,-0.0214,60,-0.0619,66,0.09159,49,-0.3730,45,-0.5055
ENSG00000140463,BBS4,15,-0.6016,22,-0.0287,22,-0.0146,23,0.07036,25,0.16244,15,-0.5840,13,-0.8295,34,0.67484,27,0.31183,29,0.41219,18,-0.3364
ENSG00000159322,ADPGK,19,0.21310,13,-0.4273,10,-0.8475,21,0.34670,12,-0.5088,31,0.99536,13,-0.3856,19,0.22030,20,0.24804,22,0.40313,9,-0.8700
ENSG00000067141,NEO1,15,-1.0625,17,-0.8372,19,-0.6896,19,-0.6885,22,-0.4854,24,-0.3225,20,-0.5639,15,-0.9940,15,-1.0173,57,1.06023,110,2.28090
ENSG00000156642,NPTN,472,-0.0468,326,-0.6207,357,-0.4813,889,0.98197,778,0.85992,536,0.15288,340,-0.5542,672,0.51561,515,0.08856,123,-2.0790,54,-3.2765
ENSG00000067221,STOML1,78,0.25221,74,0.16517,59,-0.2024,66,-0.0079,85,0.43531,89,0.46139,58,-0.2174,57,-0.2390,61,-0.1406,54,-0.3242,33,-1.0658
ENSG00000140464,PML,12,-0.3122,10,-0.5041,9,-0.6605,14,-0.0583,8,-0.8886,17,0.30033,8,-0.7635,7,-0.9860,15,0.10301,51,2.19763,10,-0.4913
ENSG00000129009,ISLR,49,0.93366,11,-1.3154,8,-1.8432,16,-0.8397,0,-5.8051,10,-1.4438,176,3.63284,4,-2.7667,11,-1.4123,36,0.42160,7,-1.9438
ENSG00000138623,SEMA7A,30,-0.5073,49,0.26727,20,-1.0643,37,-0.1456,45,0.15289,42,0.02207,47,0.19772,50,0.30545,40,-0.0391,39,-0.0902,50,0.31925
ENSG00000138629,UBL7,78,0.05114,51,-0.6033,57,-0.4361,80,0.10063,87,0.25401,79,0.08312,52,-0.5666,82,0.13771,134,0.93711,65,-0.2154,50,-0.6256
ENSG00000179335,CLK3,19,-0.0758,11,-0.8551,22,0.13419,15,-0.4772,18,-0.1435,23,0.25573,25,0.35742,14,-0.4920,21,0.10561,19,-0.0906,33,0.80088
ENSG00000179151,EDC3,13,-0.3309,13,-0.3557,20,0.30226,13,-0.3400,23,0.54752,25,0.63528,14,-0.2886,15,-0.1844,10,-0.6897,13,-0.4011,17,0.07565
ENSG00000103653,CSK,20,0.21641,18,0.04169,30,0.83592,7,-1.3299,12,-0.6364,19,0.11158,14,-0.2889,22,0.35964,17,-0.0913,20,0.23591,19,0.15491
ENSG00000140474,ULK3,61,0.45740,33,-0.4844,84,0.98277,49,0.12646,39,-0.2835,90,1.10262,26,-0.8798,45,-0.0358,41,-0.1595,23,-1.0151,18,-1.3630
ENSG00000140497,SCAMP2,7,-1.1943,14,-0.0787,15,-0.0114,7,-1.0312,6,-1.4005,5,-1.6403,8,-0.8783,9,-0.7222,12,-0.3397,44,1.78312,47,1.90336
ENSG00000178802,MPI,42,-0.2070,43,-0.1501,38,-0.3510,47,-0.0210,42,-0.1920,49,0.05606,34,-0.5279,72,0.66326,76,0.75126,40,-0.2619,45,-0.0873
ENSG00000178761,FAM219B,49,0.17879,51,0.25238,75,0.88508,43,-0.0151,42,-0.0426,39,-0.1649,30,-0.5783,36,-0.2671,50,0.22819,38,-0.1934,25,-0.8638
ENSG00000178741,COX5A,337,-0.1962,372,-0.0400,255,-0.6246,550,0.58380,362,-0.0926,479,0.36022,525,0.50949,447,0.25104,553,0.59431,166,-1.2731,174,-1.1997
ENSG00000178718,RPP25,6,-1.3433,11,-0.4845,48,1.91915,6,-1.4136,13,-0.2569,13,-0.2819,4,-1.8188,41,1.63240,15,-0.0302,3,-2.3334,11,-0.5583
ENSG00000198794,SCAMP5,327,0.08950,381,0.33680,299,-0.0480,344,0.17155,328,0.10535,303,-0.0268,194,-0.7135,564,0.98122,287,-0.1113,225,-0.4910,122,-1.4101
ENSG00000140365,COMMD4,25,-0.6118,23,-0.7531,46,0.29928,33,-0.2208,40,0.10304,39,0.03028,37,-0.0322,46,0.31832,40,0.06935,39,0.06150,46,0.30140
ENSG00000140398,NEIL1,14,-0.2869,14,-0.2538,16,-0.0773,18,0.10454,17,0.04247,30,0.91354,14,-0.3191,26,0.67849,19,0.17781,8,-1.0373,9,-0.9870
ENSG00000140400,MAN2C1,46,0.46645,23,-0.5845,45,0.42451,36,0.07029,39,0.25768,36,0.10194,22,-0.6562,41,0.27248,21,-0.7363,36,0.06897,25,-0.4791
ENSG00000169375,SIN3A,28,0.63743,22,0.26708,22,0.24783,13,-0.5675,21,0.23427,12,-0.6172,20,0.12614,12,-0.6570,10,-0.9967,21,0.14799,22,0.22445
ENSG00000169410,PTPN9,19,-0.1836,13,-0.7689,29,0.48377,20,-0.1042,22,0.06004,22,0.00336,23,0.07428,25,0.23454,17,-0.3491,43,1.13857,2,-3.0207
ENSG00000169371,SNUPN,69,0.83381,31,-0.4145,35,-0.2386,63,0.68664,41,-0.0112,30,-0.4949,44,0.12174,33,-0.3309,42,0.04021,41,-0.0112,22,-0.9247
ENSG00000177971,IMP3,66,-0.0434,52,-0.4305,62,-0.1479,75,0.14244,91,0.51290,59,-0.2108,84,0.32841,60,-0.1928,88,0.41027,34,-1.0400,55,-0.3258
ENSG00000140367,UBE2Q2,35,-0.6032,57,0.14796,75,0.58939,42,-0.3117,62,0.29996,37,-0.5364,31,-0.7683,45,-0.2123,43,-0.2936,66,0.38809,67,0.41498
ENSG00000167196,FBXO22,48,0.76409,24,-0.3422,22,-0.4838,30,-0.0116,31,0.05294,31,0.06791,41,0.51315,23,-0.3952,35,0.26178,20,-0.5865,22,-0.4623
ENSG00000140374,ETFA,69,-0.0606,66,-0.1347,83,0.23003,60,-0.2713,75,0.07534,48,-0.6065,109,0.66976,101,0.53786,83,0.23518,52,-0.5108,40,-0.8826
ENSG00000140386,SCAPER,115,0.37824,82,-0.1481,109,0.29483,63,-0.5554,72,-0.3857,44,-1.0941,84,-0.1205,128,0.54530,55,-0.7536,112,0.34072,150,0.81185
ENSG00000117906,RCN2,215,0.34970,116,-0.6110,156,-0.1552,201,0.24024,185,0.11654,161,-0.1124,208,0.29224,263,0.67687,164,-0.0804,141,-0.3171,78,-1.2197
ENSG00000140391,TSPAN3,389,0.23922,237,-0.5346,189,-0.8774,399,0.28072,449,0.52467,232,-0.5651,254,-0.4272,353,0.08332,421,0.36397,374,0.17561,269,-0.3384
ENSG00000173517,PEAK1,40,0.14632,34,-0.0733,40,0.15360,24,-0.6069,38,0.08175,24,-0.6077,25,-0.5268,32,-0.1954,27,-0.4408,53,0.60303,58,0.75362
ENSG00000140382,HMG20A,37,-0.0933,25,-0.6874,58,0.60319,40,0.01975,47,0.30572,33,-0.2874,30,-0.4539,61,0.68850,42,0.08272,30,-0.4377,26,-0.6700
ENSG00000169783,LINGO1,100,-0.7824,174,0.06467,132,-0.3650,243,0.60590,234,0.61192,177,0.09214,261,0.72472,164,-0.0273,157,-0.0923,78,-1.1614,45,-1.9542
ENSG00000166411,IDH3A,82,-0.0847,62,-0.5158,64,-0.4719,102,0.26195,87,-0.0001,138,0.75049,77,-0.1762,112,0.40701,131,0.65631,61,-0.5418,37,-1.2830
ENSG00000103740,ACSBG1,14,-1.2201,48,0.59206,21,-0.7015,10,-1.7529,23,-0.5821,8,-2.0555,19,-0.8337,22,-0.6101,8,-2.1375,176,3.13484,21,-0.6576
ENSG00000140403,DNAJA4,125,0.15624,116,0.03802,163,0.58082,98,-0.2319,128,0.20644,132,0.24166,110,-0.0552,118,0.06132,124,0.14310,68,-0.7918,52,-1.1894
ENSG00000140395,WDR61,59,-0.0549,39,-0.6978,45,-0.4639,84,0.49825,76,0.36472,41,-0.6038,41,-0.6254,60,-0.0287,108,0.91215,45,-0.4651,62,0.01737
ENSG00000136381,IREB2,47,0.25438,30,-0.4480,39,-0.0484,52,0.41267,33,-0.3384,23,-0.8654,37,-0.1410,75,1.00690,39,-0.0317,54,0.47690,20,-1.0442
ENSG00000041357,PSMA4,221,0.37519,67,-1.4603,101,-0.8470,173,-0.0107,218,0.39425,86,-1.0742,291,0.82677,202,0.23151,298,0.86357,86,-1.0821,133,-0.4172
ENSG00000185787,MORF4L1,720,-0.0490,819,0.15278,535,-0.5098,719,-0.0508,592,-0.3856,946,0.38365,850,0.21283,1286,0.88934,708,-0.0754,504,-0.6000,647,-0.2177
ENSG00000103811,CTSH,4,-2.0774,13,-0.3247,9,-0.8805,2,-2.8992,4,-2.2313,5,-1.7046,1,-3.2519,18,0.15805,4,-1.9939,112,3.83241,19,0.22465
ENSG00000058335,RASGRF1,90,-0.7504,136,-0.1211,183,0.35048,160,0.13171,220,0.72786,226,0.69059,103,-0.5522,161,0.13976,178,0.30222,42,-1.8920,46,-1.7534
ENSG00000166557,TMED3,56,0.50216,36,-0.1877,28,-0.5644,50,0.31874,36,-0.2130,60,0.61786,28,-0.5652,27,-0.6316,60,0.60278,39,-0.0600,33,-0.3207
ENSG00000086666,ZFAND6,50,0.16221,30,-0.6165,47,0.07858,49,0.14189,50,0.17186,40,-0.1696,47,0.05606,56,0.33122,35,-0.3772,55,0.32166,31,-0.5658
ENSG00000172379,ARNT2,139,-0.7361,209,-0.1076,262,0.24790,258,0.22884,428,1.22697,264,0.26060,144,-0.6736,206,-0.1279,137,-0.7503,123,-0.9158,85,-1.4743
ENSG00000136379,ABHD17C,8,-1.1854,21,0.29621,30,0.86163,21,0.28049,31,1.04868,17,-0.0234,11,-0.6640,12,-0.6029,14,-0.3568,4,-1.9745,9,-0.9294
ENSG00000117899,MESD,58,0.17116,30,-0.8481,56,0.13740,25,-1.0910,53,0.05369,25,-1.1050,40,-0.3988,58,0.17082,38,-0.4759,92,0.93011,92,0.93937
ENSG00000140406,TLNRD1,34,1.06253,22,0.35752,21,0.27083,15,-0.1957,13,-0.4658,33,1.06004,13,-0.4728,12,-0.5635,11,-0.6272,11,-0.6810,10,-0.8123
ENSG00000182774,RPS17,274,-0.7658,605,0.47276,660,0.61556,293,-0.6648,480,0.11302,317,-0.5415,399,-0.1859,449,-0.0030,338,-0.4447,595,0.44536,508,0.19368
ENSG00000214575,CPEB1,64,0.99227,24,-0.5656,22,-0.6692,27,-0.4032,45,0.46207,42,0.29026,18,-0.9686,15,-1.2913,34,-0.0495,29,-0.2664,52,0.62984
ENSG00000103723,AP3B2,105,0.46922,44,-0.8746,87,0.15951,95,0.30215,85,0.13573,78,-0.0069,97,0.33944,118,0.64902,108,0.50355,27,-1.6215,13,-2.6679
ENSG00000250988,SNHG21,12,-0.2383,18,0.35378,21,0.57424,10,-0.5616,13,-0.1082,11,-0.3256,19,0.45967,17,0.29549,8,-0.7623,14,0.01435,13,-0.1336
ENSG00000156232,WHAMM,15,-0.4562,25,0.33703,36,0.88930,9,-1.2370,16,-0.3768,24,0.25673,15,-0.4492,30,0.58264,17,-0.3211,24,0.27468,18,-0.2075
ENSG00000103942,HOMER2,37,0.70693,42,0.92850,17,-0.4709,20,-0.2449,22,-0.0976,20,-0.2274,24,0.02405,19,-0.2926,13,-0.8350,38,0.74647,7,-1.7442
ENSG00000169612,RAMAC,15,0.02488,10,-0.5652,25,0.82026,17,0.20157,9,-0.8282,10,-0.5750,25,0.84269,20,0.49329,23,0.67722,7,-1.1544,8,-0.9165
ENSG00000169609,C15orf40,14,-0.5647,12,-0.8141,27,0.42551,12,-0.8625,24,0.24348,15,-0.4982,19,-0.0999,13,-0.7335,13,-0.6518,37,0.94901,37,0.96339
ENSG00000064726,BTBD1,88,0.57039,29,-1.1186,84,0.49577,58,-0.0850,85,0.57605,37,-0.7868,75,0.31204,78,0.37174,61,-0.0234,23,-1.4642,35,-0.8527
ENSG00000136404,TM6SF1,36,-0.1212,15,-1.4545,30,-0.3961,64,0.81489,16,-1.3590,100,1.58728,37,-0.0788,65,0.83570,66,0.86026,14,-1.5238,4,-3.1361
ENSG00000166503,HDGFL3,292,0.33102,222,-0.0990,288,0.31110,258,0.13568,217,-0.1535,263,0.16681,322,0.48684,172,-0.4930,185,-0.3823,220,-0.1182,187,-0.3677
ENSG00000140600,SH3GL3,104,-0.0452,68,-0.7061,63,-0.8244,116,0.12197,59,-0.9908,56,-0.9869,85,-0.3558,135,0.36364,79,-0.4812,126,0.24677,340,1.96949
ENSG00000177082,WDR73,19,0.35762,11,-0.3995,34,1.30598,9,-0.7180,20,0.48162,22,0.58595,12,-0.3657,9,-0.7328,8,-0.9408,12,-0.3382,4,-1.7196
ENSG00000140612,SEC11A,34,0.11336,19,-0.7955,13,-1.3011,28,-0.1716,20,-0.7570,20,-0.7148,48,0.67969,34,0.09911,24,-0.3971,58,0.98862,61,1.05524
ENSG00000166716,ZNF592,16,0.31375,14,0.05729,5,-1.3228,12,-0.1575,15,0.19610,17,0.34857,17,0.41602,8,-0.8302,13,-0.0214,9,-0.5083,18,0.47787
ENSG00000073417,PDE8A,38,0.33561,9,-1.7885,12,-1.3940,4,-2.8718,4,-2.9685,20,-0.6824,18,-0.8545,6,-2.3561,7,-2.1052,47,0.65007,202,3.66965
ENSG00000170776,AKAP13,36,-0.0345,36,-0.0274,52,0.55029,37,0.03086,35,-0.0601,22,-0.7800,62,0.83301,21,-0.8108,19,-1.0200,64,0.89673,20,-0.8961
ENSG00000140538,NTRK3,61,-0.6283,84,-0.1225,92,0.01814,109,0.28686,193,1.43929,45,-1.0772,53,-0.8288,85,-0.1167,57,-0.7226,111,0.30968,11,-3.0612
ENSG00000259494,MRPL46,24,-0.8989,51,0.23056,63,0.59602,61,0.54219,41,-0.0952,52,0.28696,46,0.09433,52,0.26862,48,0.13553,24,-0.9126,20,-1.2086
ENSG00000181991,MRPS11,52,-0.4130,88,0.42565,63,-0.1120,92,0.49616,79,0.27754,80,0.26042,65,-0.0568,66,-0.0435,76,0.17793,32,-1.1243,39,-0.8504
ENSG00000140545,MFGE8,1,-4.1965,45,0.65741,38,0.38067,19,-0.6782,48,0.88175,45,0.65418,3,-3.1280,18,-0.7096,52,0.90111,23,-0.3534,14,-1.0843
ENSG00000140526,ABHD2,97,0.00280,89,-0.1314,117,0.29217,139,0.56661,127,0.47946,80,-0.3077,68,-0.5600,105,0.12333,66,-0.5989,124,0.38007,28,-1.8868
ENSG00000140521,POLG,34,0.07551,37,0.18783,23,-0.5226,31,-0.0738,30,-0.1262,37,0.20752,36,0.15152,48,0.61160,31,-0.0483,30,-0.1097,22,-0.5709
ENSG00000255571,MIR9-3HG,14,-0.0667,18,0.29165,22,0.62878,9,-0.6498,17,0.22337,15,-0.0049,11,-0.3736,23,0.68392,8,-0.8531,16,0.17768,6,-1.3057
ENSG00000166823,MESP1,18,-1.4320,43,-0.1016,61,0.45185,64,0.52714,60,0.48221,46,0.02195,67,0.61980,59,0.41049,26,-0.8762,32,-0.5625,13,-1.8588
ENSG00000157823,AP3S2,32,-0.5006,47,0.10832,46,0.05455,41,-0.1119,48,0.14450,42,-0.0820,36,-0.2982,57,0.40832,45,0.02713,37,-0.2510,50,0.19284
ENSG00000242498,ARPIN,12,-0.2975,19,0.33021,16,0.10310,5,-1.6201,12,-0.4060,11,-0.4148,11,-0.4329,21,0.54785,11,-0.4093,22,0.60041,28,0.96024
ENSG00000259291,ZNF710-AS1,7,-1.7535,26,0.27765,43,1.09866,23,0.06962,24,0.13931,18,-0.2795,12,-0.8601,24,0.14013,14,-0.7054,33,0.65670,15,-0.5799
