Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000089486,CDIP1,121,-0.3217,125,-0.2484,127,-0.2164,250,0.86743,113,-0.4310,181,0.33992,205,0.61255,108,-0.4642,84,-0.8577
ENSG00000153443,UBALD1,24,-0.3895,30,0.01120,34,0.17454,40,0.46523,24,-0.3529,57,1.04720,33,0.14759,16,-0.9745,21,-0.5119
ENSG00000102858,MGRN1,36,0.24192,23,-0.4765,50,0.73765,38,0.27329,11,-1.6389,42,0.44417,33,0.08223,31,-0.0109,34,0.10141
ENSG00000168101,NUDT16L1,12,-1.3910,17,-0.8376,29,-0.0409,24,-0.3012,34,0.24472,70,1.39529,28,-0.0872,39,0.43829,28,-0.1002
ENSG00000168096,ANKS3,16,0.36753,15,0.25905,8,-0.7090,17,0.41056,11,-0.2555,17,0.41422,11,-0.2683,8,-0.7069,14,0.11410
ENSG00000067836,ROGDI,74,-0.5134,102,0.02764,92,-0.1372,116,0.22804,80,-0.3833,140,0.53536,138,0.57243,50,-1.0674,120,0.28224
ENSG00000140632,GLYR1,112,0.20043,87,-0.2105,73,-0.4725,53,-0.9557,102,0.04352,97,-0.0370,129,0.45935,115,0.23378,83,-0.2836
ENSG00000118900,UBN1,87,1.12698,23,-1.1197,53,0.17315,44,-0.1274,57,0.31040,26,-0.8888,14,-1.8660,41,-0.2365,67,0.54171
ENSG00000118898,PPL,18,-0.4790,15,-0.7749,29,0.29140,36,0.63971,37,0.74706,13,-0.9290,42,1.01462,1,-4.3249,3,-3.0719
ENSG00000103184,SEC14L5,61,0.44198,24,-1.0357,41,-0.2035,35,-0.4558,23,-1.1757,35,-0.4516,46,-0.0447,21,-1.2338,151,1.98980
ENSG00000103174,NAGPA,52,0.91866,25,-0.3338,17,-0.9163,19,-0.7946,22,-0.5580,68,1.24225,35,0.18532,9,-1.8612,21,-0.6067
ENSG00000078328,RBFOX1,769,0.93963,378,-0.3142,551,0.27989,448,-0.0471,502,0.14495,410,-0.1880,486,0.08958,119,-2.0400,123,-1.9985
ENSG00000183044,ABAT,136,-0.5732,193,0.00635,193,0.01186,364,1.04492,229,0.31474,171,-0.1780,195,0.02854,197,0.04027,63,-1.6886
ENSG00000153048,CARHSP1,8,-1.3050,15,-0.3103,19,0.07329,21,0.24685,7,-1.3835,20,0.16488,5,-1.8179,52,1.75080,49,1.63769
ENSG00000187555,USP7,163,0.41107,103,-0.3497,165,0.39033,115,-0.1772,143,0.18658,135,0.07339,116,-0.1759,65,-1.0517,120,-0.1174
ENSG00000182831,C16orf72,27,-0.4366,25,-0.5203,46,0.45414,57,0.80184,37,0.12980,40,0.23222,41,0.30902,13,-1.4838,24,-0.5616
ENSG00000183454,GRIN2A,567,0.75278,207,-0.9154,249,-0.6338,426,0.19958,557,0.71723,318,-0.2578,439,0.27542,104,-1.9362,71,-2.4938
ENSG00000166669,ATF7IP2,24,0.59006,10,-0.7897,12,-0.5699,16,-0.0817,10,-0.8871,33,1.06551,22,0.42612,7,-1.3889,16,-0.0830
ENSG00000166676,TVP23A,15,0.44086,7,-0.8347,22,0.99400,6,-0.9287,11,-0.1739,12,-0.0083,19,0.80172,4,-1.4613,2,-2.5632
ENSG00000182108,DEXI,21,-1.6364,76,0.37431,55,-0.1342,78,0.42200,78,0.46289,79,0.42395,83,0.57618,40,-0.6334,28,-1.1549
ENSG00000038532,CLEC16A,24,0.15491,11,-1.0783,32,0.60713,26,0.28544,18,-0.3315,32,0.59662,21,-0.0887,18,-0.2556,18,-0.3134
ENSG00000189067,LITAF,19,-1.2967,10,-2.1525,42,-0.0036,12,-1.8971,3,-3.8728,19,-1.2199,9,-2.4229,85,1.14954,276,3.70762
ENSG00000184602,SNN,114,-0.4877,213,0.53258,154,0.01554,118,-0.4052,130,-0.2694,387,1.55075,154,0.00746,122,-0.3559,44,-1.8727
ENSG00000122299,ZC3H7A,46,0.43245,24,-0.6319,25,-0.5632,7,-2.3065,47,0.46689,38,0.08111,25,-0.6211,38,0.07820,65,0.94684
ENSG00000171490,RSL1D1,212,0.54538,158,0.01309,152,-0.0453,101,-0.6687,227,0.67789,90,-0.8508,77,-1.1471,144,-0.1289,197,0.36811
ENSG00000103342,GSPT1,123,0.15666,71,-0.7007,111,-0.0184,60,-0.9664,130,0.25732,107,-0.0723,91,-0.3648,156,0.52531,156,0.51915
ENSG00000048471,SNX29,24,0.24675,10,-1.0571,8,-1.4063,11,-0.9233,11,-1.0043,9,-1.1915,16,-0.4162,46,1.26087,64,1.86891
ENSG00000103381,CPPED1,8,-1.4032,15,-0.3614,31,0.79902,5,-2.0055,20,0.11861,9,-1.1813,17,-0.2206,24,0.38674,55,1.75857
ENSG00000237515,SHISA9,81,0.77959,31,-0.8032,88,0.81140,63,0.27004,47,-0.2165,62,0.23870,36,-0.6268,36,-0.6079,28,-0.9875
ENSG00000175595,ERCC4,39,0.80171,6,-2.0723,12,-1.0686,10,-1.4330,37,0.66747,11,-1.1789,11,-1.2710,33,0.41488,55,1.29044
ENSG00000186260,MRTFB,275,0.73066,107,-0.8252,224,0.31509,244,0.45347,172,-0.1166,237,0.40095,196,0.11372,56,-1.7981,51,-1.9227
ENSG00000262454,MIR193BHG,58,1.09275,49,0.66641,74,1.35424,22,-0.5962,19,-0.8574,8,-2.1152,13,-1.3921,38,0.25731,16,-1.0956
ENSG00000140694,PARN,40,0.64085,27,-0.0227,23,-0.2832,21,-0.4544,24,-0.2373,17,-0.7370,21,-0.4573,39,0.54812,36,0.40093
ENSG00000103429,BFAR,26,-0.1125,22,-0.3358,22,-0.3639,35,0.37242,32,0.25769,17,-0.7091,29,0.08329,37,0.47103,24,-0.2065
ENSG00000103512,NOMO1,16,-1.4358,61,0.67623,24,-0.7653,19,-1.1240,61,0.77962,55,0.53210,69,1.01997,9,-2.2230,16,-1.3648
ENSG00000183426,NPIPA1,23,1.03721,8,-0.6841,0,-5.0011,21,0.74569,8,-0.6759,11,-0.2799,17,0.45635,4,-1.6209,15,0.21412
ENSG00000179889,PDXDC1,97,0.72086,46,-0.5426,32,-1.0699,30,-1.1657,88,0.54007,65,-0.0196,54,-0.3217,48,-0.4782,83,0.38468
ENSG00000157045,NTAN1,18,-0.7526,35,0.34230,18,-0.7179,47,0.81699,25,-0.1926,43,0.66608,39,0.56007,19,-0.5887,13,-1.1104
ENSG00000085721,RRN3,29,0.60792,18,-0.2316,5,-1.9165,14,-0.5751,19,-0.1173,29,0.54364,20,-0.0172,15,-0.5164,29,0.53030
ENSG00000156968,MPV17L,23,0.86031,10,-0.6064,7,-0.9556,11,-0.3388,8,-0.8938,23,0.75952,5,-1.5387,30,1.20839,17,0.23898
ENSG00000166780,BMERB1,354,0.30730,266,-0.1765,396,0.45569,429,0.58771,370,0.38822,200,-0.6160,318,0.11710,79,-2.0059,115,-1.4462
ENSG00000166783,MARF1,170,-0.3209,268,0.41835,384,1.01870,229,0.16618,263,0.43403,106,-1.0131,162,-0.4023,165,-0.3430,127,-0.7460
ENSG00000133393,FOPNL,29,0.04602,32,0.19581,34,0.31146,27,-0.0463,18,-0.7574,38,0.46134,37,0.46374,25,-0.1624,15,-0.9852
ENSG00000103489,XYLT1,18,-0.7011,24,-0.1971,60,1.29060,29,0.11079,21,-0.4236,21,-0.3576,33,0.35865,23,-0.2257,24,-0.1982
ENSG00000134419,RPS15A,119,-1.3204,564,1.22367,251,-0.1040,250,-0.1120,233,-0.2408,354,0.44393,213,-0.3872,431,0.76440,238,-0.1871
ENSG00000170540,ARL6IP1,526,-0.2035,754,0.38362,808,0.49513,767,0.41018,647,0.15302,449,-0.4328,679,0.23889,365,-0.7478,265,-1.2301
ENSG00000157106,SMG1,158,1.33628,53,-0.6124,38,-1.1031,79,0.00403,55,-0.5966,57,-0.4988,50,-0.7443,70,-0.1652,118,0.65573
ENSG00000167186,COQ7,16,-0.5289,29,0.41402,14,-0.7431,30,0.44494,22,-0.0434,15,-0.5677,17,-0.4217,32,0.57353,37,0.83086
ENSG00000103528,SYT17,38,-0.1349,20,-1.0941,32,-0.3773,86,1.21963,44,0.13617,46,0.17969,32,-0.4084,58,0.55115,21,-1.0200
ENSG00000006007,GDE1,89,-0.2316,75,-0.4619,115,0.19473,120,0.25747,84,-0.3153,108,0.09080,113,0.17792,95,-0.1078,136,0.46130
ENSG00000103540,CCP110,164,0.47230,55,-1.2688,117,-0.1077,50,-1.3902,95,-0.4677,54,-1.2736,63,-1.1227,108,-0.2437,480,2.35281
ENSG00000103544,VPS35L,29,-0.4978,24,-0.7738,16,-1.3808,39,-0.0002,34,-0.2454,52,0.44421,59,0.72537,41,0.08270,56,0.55272
ENSG00000103550,KNOP1,61,-0.1394,26,-1.3862,33,-1.0809,25,-1.4467,74,0.20022,35,-0.9592,16,-2.1834,125,1.02492,248,2.30136
ENSG00000167191,GPRC5B,98,-1.2727,62,-1.8612,219,0.04140,154,-0.5055,39,-2.6575,98,-1.1789,72,-1.7429,753,2.19456,855,2.46274
ENSG00000066654,THUMPD1,94,0.70644,47,-0.4584,27,-1.2638,44,-0.5432,96,0.75238,47,-0.4575,57,-0.1785,36,-0.8531,64,0.02194
ENSG00000102897,LYRM1,29,-0.6561,58,0.46405,43,-0.0044,70,0.79362,43,0.01075,43,0.01551,46,0.13032,30,-0.5307,34,-0.3619
ENSG00000103316,CRYM,24,-2.9238,130,-0.3076,24,-2.8308,76,-1.1279,264,0.94068,241,0.67584,401,1.86048,25,-2.7213,28,-2.5947
ENSG00000197006,METTL9,126,-0.0467,136,0.08103,151,0.24220,138,0.10880,119,-0.1466,171,0.45009,129,5.88206,146,0.19251,61,-1.1477
ENSG00000140740,UQCRC2,90,-0.8409,108,-0.4990,35,-2.1684,135,-0.1541,203,0.54949,235,0.73286,274,1.14128,90,-0.7681,52,-1.5907
ENSG00000185716,MOSMO,138,0.67573,80,-0.2705,66,-0.5601,103,0.13160,110,0.26673,79,-0.2812,101,0.11188,45,-1.1176,65,-0.5710
ENSG00000058600,POLR3E,24,0.33765,11,-0.8749,9,-1.1112,25,0.40269,15,-0.4262,38,1.07272,25,0.41987,10,-0.9392,13,-0.5905
ENSG00000140743,CDR2,10,-1.1377,28,0.54783,9,-1.1745,25,0.32581,30,0.74641,26,0.39337,30,0.69439,10,-1.0993,3,-2.5528
ENSG00000243716,NPIPB5,75,2.27529,7,-1.8205,4,-2.5154,10,-1.3254,12,-1.1097,8,-1.7218,5,-2.4687,31,0.31575,56,1.31229
ENSG00000122254,HS3ST2,56,0.10824,18,-1.5560,166,1.97325,113,1.26356,36,-0.6113,1,-5.7854,70,0.53153,1,-5.2398,4,-3.8246
ENSG00000103404,USP31,35,0.38729,31,0.13532,53,1.01811,29,0.01559,22,-0.4124,26,-0.1420,20,-0.5839,15,-0.9171,31,0.15326
ENSG00000168434,COG7,14,-0.4256,10,-0.7941,1,-3.4356,21,0.23515,16,-0.1322,40,1.31890,18,0.00602,22,0.33105,23,0.39126
ENSG00000103365,GGA2,28,0.18687,15,-0.7993,11,-1.2328,29,0.26360,25,-0.0085,23,-0.1101,37,0.73085,29,0.25081,11,-1.1661
ENSG00000103356,EARS2,9,-0.4030,7,-0.6420,5,-1.3480,7,-0.7070,16,0.56709,28,1.44770,11,-0.1337,16,0.48935,4,-1.4734
ENSG00000103353,UBFD1,42,-0.1634,43,-0.0897,30,-0.6288,114,1.51292,47,0.02283,56,0.32383,43,-0.1290,22,-1.1172,23,-1.0384
ENSG00000004779,NDUFAB1,105,-1.1728,287,0.45283,88,-1.3723,193,-0.1748,262,0.34494,283,0.43080,417,1.24369,98,-1.2098,73,-1.6334
ENSG00000083093,PALB2,17,0.33066,9,-0.6972,12,-0.2718,18,0.39896,23,0.87933,12,-0.2030,5,-1.5625,12,-0.1846,15,0.10831
ENSG00000166847,DCTN5,182,0.34986,105,-0.5455,167,0.17684,141,-0.0857,186,0.39708,153,0.04257,110,-0.5043,143,-0.0668,123,-0.3026
ENSG00000166501,PRKCB,2242,1.40975,798,-0.4652,1775,0.80911,918,-0.2495,679,-0.7681,1175,0.13844,660,-0.8129,587,-0.9338,505,-1.1600
ENSG00000006116,CACNG3,106,0.08768,88,-0.2178,83,-0.2956,124,0.32473,73,-0.5461,208,1.18453,150,0.71684,18,-2.5350,32,-1.7398
ENSG00000122257,RBBP6,261,1.15801,55,-1.4155,102,-0.5007,64,-1.2071,175,0.38031,79,-0.8860,65,-1.2618,173,0.32544,216,0.68509
ENSG00000090905,TNRC6A,240,0.79190,50,-1.7059,103,-0.6376,139,-0.1729,173,0.18098,88,-0.8667,89,-0.9214,206,0.44861,276,0.93028
ENSG00000205629,LCMT1,48,-0.3551,46,-0.3968,16,-1.9071,59,0.00372,71,0.32428,94,0.74250,98,0.93879,23,-1.4098,35,-0.7732
ENSG00000182601,HS3ST4,78,0.73113,23,-1.2512,177,2.10441,122,1.40660,10,-2.6060,9,-2.6052,21,-1.4568,24,-1.1641,53,0.03655
ENSG00000169189,NSMCE1,24,-0.3800,32,0.09986,27,-0.1436,13,-1.2518,21,-0.5866,31,0.06751,43,0.68108,53,0.94673,24,-0.2992
ENSG00000077235,GTF3C1,99,0.52287,33,-1.2049,92,0.34939,110,0.63657,78,0.09908,62,-0.2585,54,-0.5286,60,-0.3282,66,-0.1675
ENSG00000169181,GSG1L,26,0.90399,12,-0.4120,22,0.53699,31,1.09101,2,-2.8677,39,1.47161,1,-3.4745,12,-0.4416,14,-0.1338
ENSG00000169180,XPO6,63,0.32811,47,-0.1527,21,-1.3446,59,0.18839,40,-0.4226,82,0.72637,57,0.14770,36,-0.5553,59,0.20879
ENSG00000188322,SBK1,33,0.17589,35,0.22646,35,0.23654,37,0.32495,23,-0.4213,57,1.04066,22,-0.5302,33,0.13569,7,-2.1077
ENSG00000176046,NUPR1,2,-2.9502,6,-1.4290,0,-5.3409,1,-3.3886,3,-2.4026,17,0.04843,0,-4.9221,132,4.33960,31,1.00590
ENSG00000196502,SULT1A1,38,-0.3804,53,0.18714,49,0.06809,49,0.05714,39,-0.3342,92,1.08333,53,0.19316,47,-0.0156,18,-1.4334
ENSG00000168488,ATXN2L,36,-0.1333,24,-0.7016,46,0.25250,40,0.05836,37,-0.0919,57,0.62172,45,0.27200,38,-0.0473,24,-0.7127
ENSG00000178952,TUFM,92,-0.4953,82,-0.6284,105,-0.2552,109,-0.2055,134,0.13851,184,0.63381,160,0.45450,162,0.43141,71,-0.8508
ENSG00000178188,SH2B1,33,-0.2008,33,-0.1971,14,-1.4711,71,1.01832,34,-0.1545,57,0.66271,45,0.31642,12,-1.6478,38,0.03772
ENSG00000176953,NFATC2IP,59,0.31945,20,-1.3256,81,0.78502,36,-0.4833,56,0.22766,26,-0.9659,35,-0.5558,70,0.54345,58,0.25405
ENSG00000169682,SPNS1,15,0.11862,5,-1.3914,8,-0.9014,20,0.55518,5,-1.5078,20,0.52575,19,0.49150,21,0.59462,18,0.32504
ENSG00000183336,BOLA2,16,-1.1833,65,1.02541,17,-1.0160,55,0.76476,39,0.23572,29,-0.2754,45,0.45847,31,-0.1525,14,-1.3497
ENSG00000103485,QPRT,12,-0.7908,8,-1.3562,12,-0.7151,27,0.43840,24,0.27609,11,-0.8710,16,-0.3840,54,1.63840,25,0.35467
ENSG00000079616,KIF22,20,-0.4903,38,0.51651,7,-1.8973,41,0.65630,23,-0.2537,44,0.77708,34,0.37893,24,-0.2137,17,-0.6819
ENSG00000103495,MAZ,74,-0.3111,146,0.80199,88,-0.0160,98,0.16440,69,-0.4224,119,0.47730,83,-0.1107,105,0.27158,55,-0.7271
ENSG00000167371,PRRT2,242,0.99442,120,-0.2528,214,0.66829,108,-0.4183,70,-1.1429,246,0.90202,117,-0.3114,82,-0.8307,65,-1.1797
ENSG00000280789,PAGR1,29,0.68504,14,-0.5769,9,-1.2023,13,-0.6397,7,-1.6072,38,1.04500,19,-0.0494,24,0.30630,30,0.63279
ENSG00000103502,CDIPT,48,-0.5734,76,0.17798,47,-0.5744,73,0.11296,64,-0.1180,75,0.14882,110,0.86840,69,0.03167,34,-1.0680
ENSG00000174938,SEZ6L2,544,0.55625,232,-0.8366,304,-0.4211,311,-0.3886,559,0.60757,377,-0.0872,573,0.65196,75,-2.5138,137,-1.6254
ENSG00000174939,ASPHD1,96,-0.2085,201,0.99677,103,-0.0889,104,-0.0667,76,-0.6019,157,0.58151,77,-0.5907,132,0.30446,112,0.04852
ENSG00000174943,KCTD13,22,-0.3409,48,0.92508,11,-1.3107,18,-0.6057,21,-0.4147,52,1.06873,32,0.29679,14,-0.9363,29,0.14801
ENSG00000149932,TMEM219,57,-0.8410,107,0.19068,87,-0.1363,114,0.28363,83,-0.2273,118,0.34426,86,-0.1651,139,0.60645,122,0.40155
ENSG00000149930,TAOK2,18,-0.9515,40,0.30849,26,-0.3368,36,0.12633,35,0.09414,47,0.57240,41,0.37059,33,-0.0103,25,-0.4009
ENSG00000149929,HIRIP3,29,0.14004,23,-0.2096,13,-1.1081,10,-1.4164,21,-0.3654,36,0.49407,20,-0.4536,32,0.31509,63,1.42491
ENSG00000169592,INO80E,24,-0.4367,34,0.12505,26,-0.3378,44,0.52463,25,-0.4310,44,0.51175,33,0.08438,35,0.15468,33,0.07755
ENSG00000149927,DOC2A,207,0.72824,115,-0.2821,151,0.14405,89,-0.6718,102,-0.5127,285,1.18506,170,0.37102,26,-2.4672,33,-2.1267
ENSG00000149926,TLCD3B,20,-0.8704,34,0.01063,61,0.93017,31,-0.1537,41,0.33322,42,0.33765,41,0.33195,23,-0.5963,13,-1.4519
ENSG00000149925,ALDOA,4,-3.6673,58,0.36963,11,-2.0676,32,-0.5794,57,0.37700,99,1.24712,94,1.36173,34,-0.4634,8,-2.5011
ENSG00000149923,PPP4C,16,-0.8112,25,-0.1196,7,-1.9281,32,0.25544,30,0.17896,21,-0.3604,38,0.61437,47,0.90703,22,-0.3070
ENSG00000090238,YPEL3,131,-0.6390,268,0.53365,226,0.25371,224,0.24490,140,-0.5334,324,0.84522,254,0.49601,127,-0.6414,87,-1.2033
ENSG00000102882,MAPK3,60,-1.0271,129,0.21488,127,0.18551,140,0.34762,95,-0.2903,192,0.86274,123,0.15369,132,0.24878,75,-0.6182
ENSG00000102879,CORO1A,27,-0.8560,28,-0.7679,21,-1.1948,38,-0.3136,55,0.30675,107,1.39996,90,1.26855,3,-3.9719,11,-2.1024
ENSG00000169627,BOLA2B,3,-2.0412,19,0.92275,0,-6.3854,7,-0.5963,13,0.35645,21,1.10660,21,1.21897,2,-2.1561,5,-0.9948
ENSG00000169217,CD2BP2,41,-0.0503,38,-0.1715,28,-0.6432,44,0.06310,30,-0.5870,73,0.86703,50,0.28890,54,0.35946,31,-0.4807
ENSG00000169221,TBC1D10B,45,-0.0181,47,0.02104,63,0.49782,41,-0.1920,32,-0.6140,46,-0.0034,53,0.26631,33,-0.4975,61,0.44337
ENSG00000180035,ZNF48,11,-0.7823,9,-1.1545,27,0.57406,27,0.60765,26,0.61004,24,0.40423,20,0.11148,12,-0.6180,9,-1.0934
ENSG00000179965,ZNF771,20,-1.0470,45,0.27812,30,-0.3599,68,0.93357,41,0.14952,59,0.70679,36,-0.0826,48,0.36512,11,-1.8920
ENSG00000179958,DCTPP1,15,-1.1953,35,0.19857,20,-0.6898,18,-0.7898,42,0.52902,36,0.25631,62,1.31205,7,-2.0766,17,-0.8795
ENSG00000179918,SEPHS2,19,-1.2929,31,-0.5180,24,-0.9014,29,-0.5986,63,0.67310,62,0.55895,76,1.04726,38,-0.2147,19,-1.2503
ENSG00000229809,ZNF688,13,-0.0596,13,-0.0474,2,-2.3498,7,-1.0005,11,-0.2544,25,0.98681,14,0.14764,14,0.09368,21,0.73105
ENSG00000156858,PRR14,14,-0.2023,7,-1.0908,10,-0.5906,19,0.29336,12,-0.4159,17,0.19118,16,0.03459,32,1.19994,16,0.06111
ENSG00000156860,FBRS,13,-0.2868,24,0.71092,11,-0.5178,25,0.82523,9,-0.7642,25,0.80526,10,-0.6431,14,-0.0647,17,0.21196
ENSG00000080603,SRCAP,38,0.64492,16,-0.7787,21,-0.3315,27,0.01614,26,-0.0312,25,-0.0934,16,-0.8489,34,0.38826,36,0.46378
ENSG00000156873,PHKG2,23,-0.2229,15,-0.8394,8,-1.7447,15,-0.8543,31,0.23137,46,0.85938,49,1.12229,16,-0.8005,15,-0.9011
ENSG00000103549,RNF40,50,0.08395,32,-0.5814,37,-0.3941,61,0.40925,34,-0.5680,75,0.72480,51,0.11291,55,0.24648,40,-0.2561
ENSG00000102870,ZNF629,20,0.04282,10,-1.0073,32,0.77039,8,-1.3527,25,0.43415,6,-1.7282,16,-0.3824,31,0.73849,27,0.48856
ENSG00000099385,BCL7C,29,0.40585,14,-0.7169,24,0.02850,13,-0.9167,13,-0.9560,27,0.24452,20,-0.2953,47,1.12409,31,0.45954
ENSG00000099364,FBXL19,19,-0.3323,44,0.99907,33,0.54361,20,-0.2316,26,0.16471,30,0.38675,22,-0.1450,12,-1.0185,10,-1.3332
ENSG00000099365,STX1B,199,0.07511,248,0.41391,250,0.42627,209,0.14573,211,0.17150,196,0.03839,208,0.14520,81,-1.3063,73,-1.4640
ENSG00000103496,STX4,35,-0.3126,58,0.53910,36,-0.2099,31,-0.4418,32,-0.4218,44,0.09883,52,0.39898,39,-0.0987,52,0.34430
ENSG00000167397,VKORC1,19,-0.4996,18,-0.5874,20,-0.3959,14,-0.9665,20,-0.4481,43,0.79362,38,0.67335,25,-0.0810,40,0.65214
ENSG00000103507,BCKDK,14,-1.1403,32,0.21994,27,-0.0846,22,-0.3774,29,0.02924,39,0.49791,56,1.30113,4,-2.8568,17,-0.7611
ENSG00000103510,KAT8,29,-0.4539,35,-0.1241,10,-1.9147,48,0.36087,47,0.36520,61,0.75330,47,0.37729,33,-0.2410,24,-0.7243
ENSG00000089280,FUS,140,-0.0070,96,-0.5909,62,-1.2518,154,0.14512,131,-0.1198,177,0.36933,153,0.14438,151,0.11459,199,0.55460
ENSG00000140691,ARMC5,12,-0.1220,8,-0.8120,10,-0.3640,9,-0.6417,13,-0.0327,31,1.36689,15,0.24807,12,-0.1943,9,-0.6300
ENSG00000140688,C16orf58,23,-0.4194,20,-0.5734,39,0.43722,56,1.05235,16,-0.9459,36,0.33330,37,0.41713,29,-0.0230,19,-0.6599
ENSG00000197302,ZNF720,41,0.91343,15,-0.7336,14,-0.7965,16,-0.6512,34,0.57889,18,-0.4956,22,-0.1997,20,-0.2904,18,-0.4601
ENSG00000069329,VPS35,266,0.15519,222,-0.1441,170,-0.5566,263,0.12422,312,0.44422,191,-0.3713,330,0.54608,110,-1.2106,146,-0.7856
ENSG00000155330,C16orf87,45,0.44851,28,-0.3566,38,0.13210,39,0.16539,55,0.83590,43,0.32750,21,-0.8449,9,-2.0215,20,-0.8311
ENSG00000166123,GPT2,39,-0.1464,39,-0.1282,22,-1.0165,30,-0.5288,29,-0.6569,55,0.41069,30,-0.5511,120,1.74950,48,0.17848
ENSG00000069345,DNAJA2,170,0.22349,126,-0.2620,136,-0.1450,120,-0.3390,194,0.46301,150,0.01019,207,0.58013,56,-1.4781,63,-1.3064
ENSG00000171208,NETO2,47,0.17703,41,-0.0462,9,-2.2163,53,0.34541,61,0.64643,53,0.35509,56,0.49716,14,-1.6483,10,-2.0816
ENSG00000129636,ITFG1,230,0.06870,150,-0.6011,214,-0.0465,373,0.84996,200,-0.1707,212,-0.0631,354,0.86277,69,-1.7653,65,-1.8433
ENSG00000102893,PHKB,102,0.66233,66,-0.1085,95,0.48483,62,-0.1935,71,0.01465,48,-0.5974,64,-0.1696,44,-0.7227,57,-0.3317
ENSG00000102910,LONP2,134,0.35756,61,-0.8947,113,0.04944,71,-0.6583,109,-0.0075,94,-0.2270,97,-0.1979,144,0.44580,147,0.47662
ENSG00000196470,SIAH1,14,-0.8437,21,-0.2034,27,0.18690,22,-0.1014,27,0.19469,10,-1.2644,39,0.87364,28,0.25130,19,-0.3607
ENSG00000102921,N4BP1,47,0.36376,44,0.23780,32,-0.2437,50,0.42843,52,0.56368,24,-0.6668,18,-1.1829,28,-0.4535,42,0.16775
ENSG00000205423,CNEP1R1,11,-0.6487,14,-0.3063,8,-1.1210,43,1.56470,20,0.29426,22,0.40790,18,0.16190,9,-0.8972,6,-1.4423
ENSG00000155393,HEATR3,20,0.77493,9,-0.5905,11,-0.3034,19,0.63483,9,-0.6071,8,-0.6341,17,0.45837,5,-1.4689,12,-0.1233
ENSG00000121274,TENT4B,52,0.71292,23,-0.6027,36,0.02977,29,-0.2842,40,0.24613,37,0.08009,26,-0.4781,25,-0.4802,32,-0.1422
ENSG00000166164,BRD7,127,0.29228,77,-0.5117,79,-0.4745,32,-1.8072,107,-0.0002,77,-0.5184,57,-1.0377,172,0.75653,269,1.53385
ENSG00000083799,CYLD,152,0.92669,42,-1.1947,75,-0.3062,60,-0.6495,112,0.35242,86,-0.1010,65,-0.5755,55,-0.7752,124,0.48359
ENSG00000103449,SALL1,9,-0.7218,3,-2.1124,16,0.08188,15,-0.0323,4,-2.0696,10,-0.5942,3,-2.2903,49,2.03340,53,2.16118
ENSG00000177200,CHD9,324,1.06740,60,-1.6873,100,-0.9201,141,-0.4046,247,0.54051,64,-1.5968,69,-1.5648,225,0.33261,322,0.91736
ENSG00000103479,RBL2,60,0.61511,13,-1.7996,12,-1.9080,41,-0.0412,26,-0.8099,43,0.03824,25,-0.8871,67,0.72152,112,1.62926
ENSG00000166971,AKTIP,77,-0.3734,149,0.69402,134,0.51957,112,0.22949,89,-0.1350,108,0.17393,112,0.26141,41,-1.3130,59,-0.7680
ENSG00000103494,RPGRIP1L,64,1.11458,30,-0.2588,30,-0.2428,24,-0.5771,37,0.10765,26,-0.4803,21,-0.8144,48,0.49930,18,-0.9832
ENSG00000140718,FTO,66,-0.2030,99,0.44680,79,0.09447,114,0.68148,48,-0.7216,76,0.03398,87,0.26354,75,0.01985,49,-0.6517
ENSG00000087258,GNAO1,706,0.39298,482,-0.2485,811,0.57828,727,0.40035,533,-0.1007,445,-0.3740,565,-0.0014,264,-1.1688,449,-0.3599
ENSG00000159461,AMFR,69,-0.2315,49,-0.7396,40,-1.0587,73,-0.1265,77,-0.0620,106,0.46435,99,0.39124,111,0.53712,84,0.07806
ENSG00000167005,NUDT21,167,0.09672,122,-0.4049,192,0.30272,182,0.21668,153,-0.0539,141,-0.1827,222,0.60746,78,-1.0828,100,-0.7057
ENSG00000087263,OGFOD1,34,-0.0181,19,-0.8851,20,-0.8209,21,-0.7710,46,0.54489,28,-0.3123,37,0.15951,48,0.52246,40,0.23174
ENSG00000125124,BBS2,47,-0.1140,32,-0.7081,19,-1.4776,27,-0.9450,39,-0.4131,66,0.42526,50,0.00093,122,1.46411,65,0.41279
ENSG00000087250,MT3,978,-1.2112,3467,0.85082,2103,0.03939,1447,-0.5413,1488,-0.5396,3668,0.94606,1231,-0.8466,5384,1.62290,1146,-0.8961
ENSG00000125148,MT2A,70,-1.8062,203,-0.1096,116,-0.9675,126,-0.8387,81,-1.5883,357,0.79863,61,-2.0248,1172,3.15806,213,-0.0313
ENSG00000169715,MT1E,69,-1.4579,210,0.34051,88,-1.0067,106,-0.7266,94,-0.9732,268,0.73233,56,-1.7774,824,2.89592,104,-0.7528
