Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to13,Feature log2 fold change topic 9to13
ENSG00000248441,LINC01197,4,-2.6789,11,-1.2787,16,-0.7254,17,-0.5978,25,-0.0466,42,0.90122,32,0.61525
ENSG00000185551,NR2F2,10,-2.4515,43,-0.3194,19,-1.5037,341,3.57494,23,-1.2619,84,0.85230,6,-3.5607
ENSG00000140443,IGF1R,34,-0.4872,36,-0.4353,33,-0.5132,76,0.78334,42,-0.1628,46,-0.0082,51,0.22646
ENSG00000182253,SYNM,108,-0.0531,78,-0.5936,96,-0.2293,290,1.57812,69,-0.7392,71,-0.7435,118,0.13514
ENSG00000068305,MEF2A,67,-1.2029,91,-0.8153,118,-0.3566,219,0.60620,144,-0.0499,98,-0.6890,203,0.80451
ENSG00000131871,SELENOS,90,1.02289,24,-1.1268,92,1.05011,79,0.79653,33,-0.5640,34,-0.5604,42,-0.2685
ENSG00000131876,SNRPA1,30,-0.5880,35,-0.3670,42,-0.0600,25,-0.8605,34,-0.3880,57,0.46946,50,0.35956
ENSG00000184277,TM2D3,43,-1.4223,75,-0.6402,51,-1.1709,66,-0.7830,38,-1.6009,163,0.68251,153,0.85646
ENSG00000185418,TARSL2,46,-0.4623,37,-0.8524,207,2.02741,28,-1.2192,58,-0.1167,57,-0.1604,57,-0.2020
ENSG00000161980,POLR3K,22,-0.3517,26,-0.1280,19,-0.5901,29,0.08579,6,-2.1208,56,1.29264,24,-0.3085
ENSG00000161981,SNRNP25,103,-0.0160,136,0.46775,70,-0.6091,59,-0.8789,84,-0.3386,144,0.56956,96,-0.1930
ENSG00000103152,MPG,46,-0.1489,41,-0.3423,16,-1.6758,13,-1.9697,18,-1.5207,102,1.30378,55,0.21477
ENSG00000188536,HBA2,22,-2.5339,17,-2.9925,26,-2.2763,1473,7.21104,5,-4.4639,0,-10.638,5,-5.1231
ENSG00000007392,LUC7L,46,-0.3797,51,-0.2362,75,0.38413,60,0.02565,124,1.22138,52,-0.1880,50,-0.3470
ENSG00000076344,RGS11,17,-0.4822,31,0.44861,10,-1.2195,79,2.03299,36,0.65671,23,-0.0454,11,-1.4125
ENSG00000242173,ARHGDIG,161,-0.7214,381,0.69128,143,-0.9026,87,-1.6371,165,-0.6811,406,0.81112,245,-0.1213
ENSG00000086504,MRPL28,40,-1.3938,94,-0.1409,66,-0.6552,79,-0.3986,70,-0.5779,166,0.87217,110,0.18524
ENSG00000103202,NME4,58,0.92929,41,0.43394,29,-0.1556,55,0.85525,8,-1.9924,53,0.88367,16,-1.3810
ENSG00000090565,RAB11FIP3,63,0.81125,61,0.85885,16,-1.2869,47,0.36082,65,0.86478,28,-0.4560,24,-0.9380
ENSG00000007541,PIGQ,29,0.10088,23,-0.2524,1,-4.1415,21,-0.3894,47,0.89851,30,0.17285,29,0.19148
ENSG00000197562,RAB40C,20,-0.9285,31,-0.3102,6,-2.6349,46,0.32162,27,-0.4912,57,0.74254,42,0.29138
ENSG00000130731,METTL26,80,-0.8440,173,0.38069,75,-0.9489,104,-0.4442,59,-1.2983,288,1.35671,114,-0.4449
ENSG00000172366,MCRIP2,86,0.93934,75,0.80517,10,-2.2797,44,-0.1175,60,0.36047,62,0.44974,29,-1.0060
ENSG00000140983,RHOT2,23,-0.7160,22,-0.8439,10,-1.8814,100,1.65918,68,0.99699,48,0.49101,27,-0.6621
ENSG00000103269,RHBDL1,16,-0.6664,24,-0.0808,5,-2.2550,10,-1.3335,45,0.87982,52,1.30245,21,-0.4648
ENSG00000103266,STUB1,209,0.06807,310,0.78373,85,-1.2978,153,-0.4112,103,-1.0143,299,0.71404,166,-0.4083
ENSG00000161999,JMJD8,26,0.04464,35,0.58350,4,-2.6654,32,0.39974,19,-0.3678,29,0.25014,23,-0.1754
ENSG00000127585,FBXL16,819,0.45770,1432,1.62359,359,-0.8227,454,-0.4657,506,-0.2992,586,-0.0769,360,-1.0990
ENSG00000103260,METRN,698,1.82048,445,1.17114,190,-0.3334,354,0.64593,158,-0.6186,190,-0.3623,79,-2.0731
ENSG00000103254,ANTKMT,82,-0.3329,105,0.05121,48,-1.1452,38,-1.4929,62,-0.7670,220,1.44609,89,-0.3021
ENSG00000103253,HAGHL,50,0.20351,40,-0.1315,16,-1.4861,37,-0.2555,44,0.01474,51,0.25525,48,0.21236
ENSG00000260807,AC009041.2,42,-0.4605,91,0.87411,46,-0.2941,81,0.58793,51,-0.1484,72,0.42872,37,-0.8957
ENSG00000005513,SOX8,63,0.57460,37,-0.2738,190,2.58230,61,0.53721,42,-0.0616,20,-1.2186,19,-1.5926
ENSG00000103275,UBE2I,61,-0.2124,72,0.04916,50,-0.5128,89,0.38773,89,0.38027,99,0.60639,56,-0.5004
ENSG00000007516,BAIAP3,36,-1.0088,70,0.02703,22,-1.7285,79,0.19872,44,-0.7067,91,0.48063,80,0.33700
ENSG00000007520,TSR3,63,-0.0516,76,0.25625,59,-0.1763,60,-0.1276,37,-0.8756,98,0.70076,57,-0.3042
ENSG00000090581,GNPTG,107,0.20205,92,-0.0313,92,-0.0314,101,0.10430,62,-0.6353,134,0.61739,82,-0.3119
ENSG00000103249,CLCN7,26,-0.4484,33,-0.0747,4,-2.9247,108,1.90514,67,1.06862,22,-0.7191,27,-0.5563
ENSG00000138834,MAPK8IP3,76,-0.6654,139,0.29416,45,-1.4591,103,-0.2104,169,0.57139,113,-0.0660,126,0.17092
ENSG00000103024,NME3,95,0.39125,58,-0.4220,71,-0.0784,102,0.50372,60,-0.3327,129,0.99293,53,-0.7175
ENSG00000074071,MRPS34,77,-0.1880,72,-0.3140,66,-0.4131,75,-0.2285,43,-1.0629,155,1.05729,82,-0.1140
ENSG00000162032,SPSB3,33,-0.2225,27,-0.5485,33,-0.2430,62,0.77773,43,0.18456,53,0.57180,33,-0.3259
ENSG00000095906,NUBP2,40,0.14190,63,0.98373,41,0.15756,19,-0.9474,6,-2.5512,52,0.62225,28,-0.5985
ENSG00000063854,HAGH,72,-0.9061,110,-0.2897,46,-1.5649,74,-0.8789,120,-0.1361,280,1.42737,122,-0.1626
ENSG00000180185,FAHD1,17,-1.4441,23,-1.0930,32,-0.5105,45,-0.0115,64,0.56375,48,0.10108,57,0.60457
ENSG00000140990,NDUFB10,218,-0.0386,258,0.25030,152,-0.5944,178,-0.3503,143,-0.6864,365,0.88522,193,-0.3250
ENSG00000140988,RPS2,561,0.18198,911,1.10036,617,0.33494,744,0.63567,302,-0.7712,485,-0.0494,295,-1.0863
ENSG00000255198,SNHG9,63,0.28831,89,0.94200,58,0.14760,50,-0.0619,40,-0.4152,50,-0.0906,39,-0.6442
ENSG00000127561,SYNGR3,64,-1.2562,133,-0.1544,54,-1.4970,71,-1.0832,141,-0.0457,196,0.51622,181,0.55262
ENSG00000065054,SLC9A3R2,21,-1.0752,57,0.45615,66,0.66164,159,2.20978,25,-0.8205,40,-0.1533,20,-1.4897
ENSG00000065057,NTHL1,15,-1.2309,25,-0.5131,18,-1.0224,102,1.79405,20,-0.8428,40,0.22586,33,-0.0937
ENSG00000103197,TSC2,52,0.13743,28,-0.8709,34,-0.4853,107,1.33086,90,1.03884,46,-0.0453,37,-0.5433
ENSG00000008710,PKD1,40,-1.1667,122,0.61495,21,-2.0846,115,0.44881,298,2.10855,62,-0.5522,56,-0.9044
ENSG00000167964,RAB26,25,-0.4123,46,0.60571,18,-0.8517,30,-0.1075,60,0.99074,21,-0.6733,31,-0.1269
ENSG00000260260,SNHG19,48,0.95830,45,0.95762,27,0.04591,25,-0.0561,23,-0.1961,25,-0.0738,16,-1.0556
ENSG00000131653,TRAF7,21,-0.1371,30,0.47552,8,-1.5588,31,0.46301,28,0.32356,27,0.28587,19,-0.4004
ENSG00000167971,CASKIN1,138,0.76279,142,0.91442,38,-1.2067,116,0.49093,98,0.22036,101,0.28826,47,-1.2245
ENSG00000167965,MLST8,57,0.13879,64,0.33623,19,-1.5347,33,-0.6981,69,0.44307,53,0.03617,54,0.05429
ENSG00000184207,PGP,50,-1.1391,118,0.17321,41,-1.4471,52,-1.0792,84,-0.3629,131,0.35474,132,0.54127
ENSG00000167969,ECI1,93,1.07436,61,0.43405,62,0.41667,35,-0.4552,34,-0.5023,88,1.11643,19,-1.7379
ENSG00000205937,RNPS1,152,-0.0727,170,0.10358,102,-0.6863,191,0.27872,123,-0.3983,195,0.34509,156,-0.0587
ENSG00000167972,ABCA3,58,-0.2437,38,-0.9570,16,-2.1234,38,-0.8815,29,-1.2925,129,1.18162,82,0.45649
ENSG00000162065,TBC1D24,39,-0.7044,71,0.21880,33,-0.9720,16,-2.0549,86,0.50963,63,0.01055,74,0.42022
ENSG00000185883,ATP6V0C,447,-0.7532,576,-0.3954,298,-1.3606,660,-0.1581,787,0.11667,978,0.51194,839,0.34054
ENSG00000140992,PDPK1,88,-0.0244,117,0.46309,52,-0.8279,88,-0.0269,129,0.57829,54,-0.8287,93,0.09251
ENSG00000167978,SRRM2,236,0.19592,151,-0.5384,255,0.31491,402,1.06180,505,1.45623,104,-1.1216,160,-0.5700
ENSG00000103363,ELOB,507,-0.0025,632,0.38076,394,-0.3919,415,-0.3147,272,-0.9549,776,0.75619,440,-0.3233
ENSG00000162076,FLYWCH2,37,0.22901,29,-0.1773,13,-1.3912,29,-0.1394,17,-0.9100,49,0.76504,33,0.05011
ENSG00000059122,FLYWCH1,28,-0.1464,39,0.43199,4,-3.0239,51,0.81329,32,0.07506,35,0.23409,27,-0.2900
ENSG00000162073,PAQR4,23,-0.0582,10,-1.2737,25,0.11333,49,1.16982,10,-1.2270,20,-0.2820,28,0.39398
ENSG00000103145,HCFC1R1,133,-0.2273,154,-0.0069,73,-1.1416,171,0.15744,155,0.00846,239,0.78146,138,-0.2567
ENSG00000122390,NAA60,46,0.35003,52,0.60170,19,-1.0172,66,0.92300,34,-0.1140,39,0.10470,26,-0.7080
ENSG00000103351,CLUAP1,63,0.48192,40,-0.2639,52,0.17176,43,-0.1297,79,0.84653,33,-0.5686,45,-0.1013
ENSG00000126602,TRAP1,61,-0.2137,56,-0.3804,21,-1.8204,69,-0.0235,28,-1.3915,101,0.64479,84,0.44349
ENSG00000005339,CREBBP,81,-0.2414,72,-0.4722,150,0.72803,167,0.90119,202,1.22169,48,-1.1110,80,-0.3965
ENSG00000217930,PAM16,42,-0.4154,49,-0.2095,33,-0.7803,54,-0.0499,49,-0.2029,117,1.38938,43,-0.5830
ENSG00000103423,DNAJA3,30,-0.2230,20,-0.9189,22,-0.6893,31,-0.1487,11,-1.7099,38,0.15497,48,0.87101
ENSG00000153406,NMRAL1,44,0.08792,29,-0.5825,16,-1.4085,20,-1.1294,23,-0.8972,80,1.17845,45,0.14625
ENSG00000103415,HMOX2,42,-1.4570,76,-0.6193,92,-0.2892,54,-1.0987,41,-1.4942,137,0.36787,157,0.93642
ENSG00000089486,CDIP1,95,-0.5772,122,-0.2241,54,-1.4284,97,-0.5565,156,0.17857,215,0.77982,146,0.12115
ENSG00000153443,UBALD1,14,-1.3022,38,0.22493,6,-2.4475,49,0.62007,31,-0.1219,61,1.08538,27,-0.4497
ENSG00000102858,MGRN1,38,0.29854,31,-0.0526,12,-1.4264,32,0.02401,66,1.20222,37,0.26557,25,-0.4800
ENSG00000168101,NUDT16L1,49,0.55467,36,0.04734,13,-1.3987,27,-0.3822,25,-0.4971,60,0.99900,29,-0.4109
ENSG00000067836,ROGDI,70,-0.4077,82,-0.1839,78,-0.2481,59,-0.6664,59,-0.6689,139,0.74590,96,0.11713
ENSG00000140632,GLYR1,67,-0.4412,68,-0.4335,70,-0.3714,98,0.15977,112,0.36617,73,-0.3267,105,0.41320
ENSG00000118900,UBN1,28,-0.4972,37,-0.0502,46,0.29134,43,0.18401,118,1.88512,13,-1.7148,33,-0.3566
ENSG00000103184,SEC14L5,6,-1.8044,17,-0.3580,36,0.88778,6,-1.7835,33,0.71897,10,-1.0909,27,0.65479
ENSG00000103174,NAGPA,5,-2.2829,19,-0.3612,1,-4.0901,9,-1.4430,49,1.11974,28,0.22239,31,0.65638
ENSG00000078328,RBFOX1,126,-1.6747,318,-0.3055,192,-1.0424,150,-1.4135,491,0.40067,363,-0.0816,527,0.85931
ENSG00000183044,ABAT,249,0.23574,245,0.22946,86,-1.3813,130,-0.7678,212,-0.0211,300,0.59120,204,-0.1122
ENSG00000153048,CARHSP1,39,0.62780,27,0.04306,36,0.47366,110,2.47790,10,-1.4213,28,0.08282,8,-2.2555
ENSG00000187555,USP7,68,-0.8443,72,-0.8214,36,-1.7767,134,0.18835,118,-0.0201,131,0.16310,157,0.71737
ENSG00000182831,C16orf72,26,-0.5490,27,-0.5539,43,0.19200,35,-0.1288,56,0.62445,48,0.41764,36,-0.0963
ENSG00000183454,GRIN2A,67,-2.6273,208,-1.0283,47,-3.1358,200,-1.0274,409,0.06628,426,0.14305,621,1.31571
ENSG00000182108,DEXI,63,-0.0325,81,0.40891,35,-0.9120,82,0.38413,40,-0.7410,79,0.34550,59,-0.1861
ENSG00000189067,LITAF,51,0.66915,18,-1.0050,181,3.08493,101,1.86081,17,-1.0477,10,-1.8555,5,-3.1266
ENSG00000184602,SNN,147,-0.1065,237,0.72130,60,-1.4595,95,-0.7780,60,-1.4639,175,0.18161,173,0.22130
ENSG00000122299,ZC3H7A,40,0.05045,18,-1.1768,56,0.58326,58,0.63993,88,1.32526,29,-0.4788,33,-0.3302
ENSG00000171490,RSL1D1,170,0.26856,111,-0.4292,249,0.88386,101,-0.5396,155,0.12582,102,-0.5669,153,0.15084
ENSG00000103342,GSPT1,150,0.43043,78,-0.6230,151,0.44278,129,0.19374,103,-0.1539,84,-0.5158,125,0.22535
ENSG00000237515,SHISA9,16,-1.7523,30,-0.8494,14,-1.8949,46,-0.1533,98,1.04965,68,0.51628,58,0.32473
ENSG00000186260,MRTFB,54,-1.7773,134,-0.4645,56,-1.7280,117,-0.6345,122,-0.5755,167,-0.1037,271,1.18343
ENSG00000262454,MIR193BHG,39,1.08128,28,0.56673,48,1.43486,7,-1.6014,37,0.95697,7,-1.6393,12,-1.0412
ENSG00000140694,PARN,26,-0.0956,32,0.23491,29,0.10835,34,0.33676,18,-0.6492,14,-1.0725,32,0.35190
ENSG00000103429,BFAR,29,-0.1723,16,-1.1003,27,-0.3020,69,1.21392,28,-0.2022,29,-0.2035,36,0.23467
ENSG00000103512,NOMO1,31,-0.9191,58,0.01901,22,-1.4496,35,-0.7424,38,-0.6300,102,1.05167,60,0.09517
ENSG00000183426,NPIPA1,14,-0.8558,37,0.67319,3,-2.9846,25,0.03393,79,1.91826,26,0.05148,16,-0.9525
ENSG00000179889,PDXDC1,32,-1.0137,42,-0.6829,82,0.40282,102,0.76665,106,0.82510,40,-0.7442,67,0.14497
ENSG00000157045,NTAN1,42,0.38001,29,-0.1835,16,-1.0434,41,0.32699,9,-1.8278,63,1.19096,27,-0.4467
ENSG00000085721,RRN3,18,-0.6258,12,-1.2193,28,0.06954,19,-0.5039,32,0.26019,34,0.39464,32,0.42788
ENSG00000166780,BMERB1,101,-1.4176,204,-0.3911,161,-0.7252,111,-1.2765,324,0.35973,320,0.37926,321,0.55615
ENSG00000166783,MARF1,172,0.13030,207,0.47124,176,0.16862,114,-0.4958,267,0.84044,118,-0.4786,135,-0.3541
ENSG00000133393,FOPNL,40,0.38187,25,-0.3867,10,-1.6233,27,-0.2478,33,0.10522,38,0.32702,34,0.21279
ENSG00000103489,XYLT1,16,-0.8625,19,-0.6963,5,-2.3839,29,0.00945,35,0.33474,24,-0.2797,40,0.89094
ENSG00000134419,RPS15A,584,0.46811,681,0.80437,636,0.60496,661,0.66818,239,-0.9130,515,0.29441,227,-1.3083
ENSG00000170540,ARL6IP1,544,-0.1408,590,-0.0140,475,-0.3493,361,-0.7661,687,0.22522,477,-0.3691,707,0.42855
ENSG00000157106,SMG1,33,-1.4030,84,0.00601,107,0.38450,237,1.72483,178,1.21915,52,-0.7823,53,-0.9620
ENSG00000167186,COQ7,28,0.37263,25,0.21584,17,-0.4166,29,0.43063,40,0.91961,30,0.51482,13,-1.0967
ENSG00000103528,SYT17,71,0.13031,64,-0.0236,4,-4.0087,79,0.30067,37,-0.8602,108,0.91013,62,-0.1027
ENSG00000006007,GDE1,90,-0.2534,109,0.04677,95,-0.1759,58,-0.9271,84,-0.3564,85,-0.3761,133,0.57343
ENSG00000103540,CCP110,66,-0.5178,50,-1.0201,298,1.95892,44,-1.1373,125,0.46879,64,-0.6094,90,-0.0795
ENSG00000103544,VPS35L,53,0.48230,13,-1.7334,48,0.32717,55,0.53694,39,-0.0083,52,0.50014,37,-0.1501
ENSG00000103550,KNOP1,63,0.40961,40,-0.3166,111,1.34241,56,0.21511,102,1.19367,24,-1.1246,34,-0.7332
ENSG00000167191,GPRC5B,1066,2.47278,189,-0.5235,630,1.46287,467,0.94830,120,-1.1712,154,-0.8526,80,-2.2108
ENSG00000066654,THUMPD1,39,-0.6392,44,-0.4650,83,0.55011,74,0.34916,71,0.29160,49,-0.3169,63,0.14219
ENSG00000102897,LYRM1,24,-0.9824,49,0.08001,35,-0.4531,55,0.23888,58,0.32735,45,-0.0870,50,0.15652
ENSG00000103316,CRYM,26,-2.6340,60,-1.5119,6,-4.7143,24,-2.7665,29,-2.4684,243,0.81673,262,1.59756
ENSG00000197006,METTL9,157,-0.0309,228,0.62605,117,-0.4783,159,-0.0124,109,-0.5950,143,-0.1868,159,-0.0117
ENSG00000140740,UQCRC2,157,-0.3042,80,-1.3974,90,-1.1419,127,-0.6330,125,-0.6502,321,0.92876,238,0.54692
ENSG00000185716,MOSMO,65,-0.6087,62,-0.7261,53,-0.9159,73,-0.4376,127,0.42315,88,-0.1661,128,0.72969
ENSG00000140743,CDR2,3,-2.7976,27,0.10437,7,-1.8779,26,0.03190,22,-0.1726,25,-0.0060,33,0.68866
ENSG00000243716,NPIPB5,14,-1.3469,23,-0.6496,26,-0.4300,124,2.19238,121,2.13555,34,-0.0330,10,-2.3172
ENSG00000103404,USP31,26,0.01417,20,-0.3853,35,0.49236,9,-1.5808,41,0.75120,20,-0.3863,28,0.23030
ENSG00000103365,GGA2,15,-0.9758,29,0.03399,16,-0.9102,33,0.22014,23,-0.3054,41,0.64685,29,0.01273
ENSG00000103353,UBFD1,21,-1.1867,61,0.49177,33,-0.5144,18,-1.3973,79,0.86554,45,-0.0337,47,0.04870
ENSG00000004779,NDUFAB1,161,-0.7557,240,-0.1520,159,-0.7667,123,-1.1521,140,-0.9596,398,0.73704,312,0.42271
ENSG00000166847,DCTN5,120,-0.2344,159,0.22195,52,-1.4769,177,0.37273,113,-0.3201,116,-0.3108,160,0.34197
ENSG00000166501,PRKCB,964,-0.3041,1555,0.49478,1324,0.19093,612,-0.9930,1302,0.16361,593,-1.1084,1350,0.34557
ENSG00000006116,CACNG3,40,-1.4644,108,0.02723,25,-2.1766,43,-1.3519,43,-1.3505,153,0.64418,141,0.74578
ENSG00000122257,RBBP6,96,-0.5223,92,-0.6273,256,1.03106,139,0.04657,371,1.67999,69,-1.0767,114,-0.3764
ENSG00000090905,TNRC6A,105,-0.4407,118,-0.2919,182,0.40967,301,1.24423,388,1.68996,51,-1.6146,102,-0.6817
ENSG00000205629,LCMT1,33,-0.9268,52,-0.2633,36,-0.8062,38,-0.7226,48,-0.3488,108,1.04339,63,0.08639
ENSG00000182601,HS3ST4,25,-0.0316,27,0.06099,95,2.24096,0,-5.7714,16,-0.7045,6,-2.2141,26,0.06124
ENSG00000169189,NSMCE1,48,0.36019,18,-1.1757,38,-0.0126,47,0.32650,38,-0.0066,50,0.48295,37,-0.0358
ENSG00000077235,GTF3C1,22,-1.2502,56,0.14484,54,0.09676,23,-1.2000,96,1.01959,41,-0.3583,55,0.17211
ENSG00000169180,XPO6,66,0.31253,60,0.17954,26,-1.1106,35,-0.6421,14,-1.9971,56,0.05108,66,0.49695
ENSG00000188322,SBK1,47,0.55423,49,0.69644,7,-2.2403,35,0.07908,53,0.74747,36,0.11897,24,-0.7022
ENSG00000176046,NUPR1,50,1.06668,43,0.93741,8,-1.6319,124,2.81588,12,-1.1403,14,-0.9798,5,-2.9195
ENSG00000196502,SULT1A1,50,0.19418,73,0.92437,7,-2.6067,62,0.56080,66,0.64811,36,-0.3276,33,-0.6039
ENSG00000168488,ATXN2L,23,-0.5842,19,-0.8858,29,-0.2360,38,0.19653,53,0.70911,47,0.57420,32,-0.0799
ENSG00000178952,TUFM,175,0.49384,93,-0.5389,134,0.06456,136,0.09218,96,-0.4530,156,0.33888,126,-0.0425
ENSG00000178188,SH2B1,37,-0.0393,30,-0.3831,14,-1.4610,65,0.85064,69,0.94342,42,0.16471,33,-0.3099
ENSG00000176953,NFATC2IP,25,-0.7838,30,-0.5854,52,0.31465,63,0.62879,85,1.11603,29,-0.6037,42,-0.0413
ENSG00000079616,KIF22,36,0.14753,37,0.19881,33,7.30771,61,0.99155,42,0.38856,33,0.03066,23,-0.7658
ENSG00000103495,MAZ,104,-0.0118,165,0.81122,55,-0.9746,88,-0.2608,70,-0.6138,135,0.44538,89,-0.3698
ENSG00000167371,PRRT2,55,-1.3907,163,0.28769,58,-1.3156,131,-0.0833,172,0.34487,179,0.45033,139,0.01787
ENSG00000103502,CDIPT,46,-0.5692,60,-0.1925,33,-1.0491,55,-0.3179,29,-1.2573,100,0.71299,78,0.35876
ENSG00000174938,SEZ6L2,99,-1.7856,173,-1.0203,75,-2.1969,124,-1.4531,348,0.10797,431,0.49949,472,1.02517
ENSG00000174939,ASPHD1,189,0.50137,266,1.20907,172,0.35072,92,-0.6235,225,0.78119,134,-0.0438,63,-1.5493
ENSG00000174943,KCTD13,14,-1.0016,33,0.25545,15,-0.8989,35,0.33708,9,-1.6779,69,1.73479,17,-0.9745
ENSG00000149932,TMEM219,152,0.51412,145,0.48564,163,0.62490,147,0.46044,120,0.13598,122,0.17646,62,-1.1509
ENSG00000149930,TAOK2,29,-0.2970,49,0.59204,27,-0.4138,42,0.28173,45,0.40343,49,0.58343,23,-0.8525
ENSG00000149929,HIRIP3,40,0.59382,22,-0.3492,52,1.01580,29,0.07666,36,0.40822,33,0.31205,18,-0.8712
ENSG00000169592,INO80E,42,0.50549,23,-0.4495,25,-0.2898,36,0.23838,11,-1.5350,48,0.79256,28,-0.1775
ENSG00000149927,DOC2A,26,-2.2634,125,0.06808,28,-2.1745,60,-1.0457,69,-0.8517,139,0.24494,171,0.93565
ENSG00000149926,TLCD3B,36,0.22650,62,1.29597,21,-0.6000,18,-0.7744,18,-0.7727,25,-0.3374,26,-0.3329
ENSG00000149925,ALDOA,96,-0.2951,67,-0.9017,45,-1.4345,37,-1.7022,22,-2.4518,340,2.15316,100,-0.3389
ENSG00000149923,PPP4C,40,0.48136,22,-0.4899,42,0.57784,37,0.38783,10,-1.5577,36,0.35073,27,-0.1741
ENSG00000090238,YPEL3,161,-0.5543,321,0.57294,86,-1.5052,165,-0.5204,221,-0.0723,368,0.83061,200,-0.3292
ENSG00000102882,MAPK3,123,-0.0527,262,1.34202,55,-1.2816,189,0.62602,88,-0.5746,150,0.28029,76,-1.0718
ENSG00000102879,CORO1A,25,-1.2696,28,-1.1562,13,-2.1812,14,-2.1062,22,-1.4441,123,1.42682,74,0.65552
ENSG00000169217,CD2BP2,37,-0.3244,21,-1.2231,48,0.09863,70,0.68483,13,-1.8937,70,0.77580,48,0.12888
ENSG00000169221,TBC1D10B,25,-0.5859,49,0.51586,43,0.24562,17,-1.1440,36,-0.0266,33,-0.1611,38,0.08910
ENSG00000179965,ZNF771,49,0.25897,63,0.72674,19,-1.1929,24,-0.8323,40,-0.0639,59,0.59954,33,-0.4875
ENSG00000179958,DCTPP1,24,-0.7786,39,-0.0650,27,-0.6031,22,-0.8927,12,-1.7972,59,0.67944,48,0.45664
ENSG00000179918,SEPHS2,50,-0.1699,41,-0.5347,35,-0.7286,45,-0.3355,8,-2.8130,71,0.39534,74,0.70683
ENSG00000156873,PHKG2,12,-1.3131,25,-0.2463,10,-1.6132,46,0.73008,29,-0.0129,35,0.30157,32,0.25572
ENSG00000103549,RNF40,59,0.72096,32,-0.2639,41,0.13031,61,0.77886,39,0.08469,22,-0.8837,36,-0.1012
ENSG00000099385,BCL7C,56,0.90917,51,0.83171,26,-0.2838,77,1.44144,37,0.22011,24,-0.4565,13,-1.6497
ENSG00000099364,FBXL19,26,-0.0748,61,1.49066,18,-0.6762,22,-0.3301,42,0.65192,27,-0.0385,15,-1.2280
ENSG00000099365,STX1B,131,-0.1246,188,0.48917,53,-1.4961,104,-0.4824,199,0.53490,100,-0.5813,157,0.23967
ENSG00000103496,STX4,45,0.26608,27,-0.5597,50,0.44009,56,0.62641,37,-0.0159,39,0.05807,34,-0.2260
ENSG00000167397,VKORC1,35,0.06023,24,-0.5890,19,-0.8744,108,1.95526,18,-0.9126,27,-0.3715,31,-0.1589
ENSG00000103507,BCKDK,23,-0.6925,37,0.04546,21,-0.7667,46,0.40914,19,-0.9711,52,0.65196,35,-0.0057
ENSG00000103510,KAT8,15,-1.5181,34,-0.2990,24,-0.7961,101,1.48825,44,0.12909,62,0.73076,31,-0.5970
ENSG00000089280,FUS,122,-0.3309,111,-0.5196,131,-0.2227,200,0.44188,144,-0.0795,226,0.71281,139,-0.1878
ENSG00000140688,C16orf58,16,-0.7659,41,0.76188,10,-1.4249,26,-0.0351,49,0.94931,31,0.26260,20,-0.5813
ENSG00000197302,ZNF720,16,-0.8398,16,-0.8494,19,-0.5528,34,0.30880,47,0.85562,18,-0.6894,35,0.58676
ENSG00000069329,VPS35,134,-0.9700,139,-0.9667,150,-0.8015,271,0.11178,276,0.14056,179,-0.5671,363,0.98161
ENSG00000155330,C16orf87,24,-0.4583,34,0.06407,25,-0.3750,7,-2.1676,25,-0.4228,33,0.03039,41,0.61679
ENSG00000166123,GPT2,179,1.96148,75,0.51262,38,-0.5890,56,-0.0054,43,-0.4100,55,-0.0307,30,-1.2355
ENSG00000069345,DNAJA2,115,-0.4500,102,-0.6809,98,-0.6975,125,-0.3221,92,-0.7893,179,0.26269,202,0.70237
ENSG00000171208,NETO2,18,-1.5559,36,-0.5515,26,-0.9980,14,-1.9285,75,0.64495,84,0.93211,56,0.25820
ENSG00000129636,ITFG1,58,-1.9116,121,-0.8775,130,-0.7116,136,-0.6404,114,-0.9061,217,0.08629,314,1.17189
ENSG00000102893,PHKB,64,0.07150,41,-0.6747,71,0.22342,95,0.70058,93,0.67039,60,-0.0266,54,-0.2741
ENSG00000102910,LONP2,145,0.43050,82,-0.4851,92,-0.2773,90,-0.3148,167,0.66345,105,-0.0868,113,0.05796
ENSG00000196470,SIAH1,24,-0.1877,20,-0.5278,14,-1.0396,39,0.55773,33,0.29377,40,0.66210,25,-0.1802
ENSG00000102921,N4BP1,26,-0.5641,30,-0.3424,61,0.77503,48,0.40541,75,1.11341,18,-1.1961,36,-0.0851
ENSG00000121274,TENT4B,22,-0.7758,34,-0.1452,22,-0.7555,73,1.09318,30,-0.3091,37,0.01415,38,0.07061
ENSG00000166164,BRD7,150,0.59228,90,-0.2311,278,1.63777,71,-0.5685,136,0.43090,76,-0.5149,75,-0.6754
ENSG00000083799,CYLD,54,-0.6603,70,-0.3091,53,-0.7039,114,0.48435,92,0.14689,56,-0.6515,105,0.56642
ENSG00000177200,CHD9,164,-0.0615,88,-1.0790,288,0.84015,232,0.48706,434,1.54324,64,-1.5611,159,-0.1585
ENSG00000103479,RBL2,50,0.17922,15,-1.6680,72,0.76485,96,1.23747,81,0.94000,38,-0.2621,35,-0.5311
