Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000130749,ZC3H4,40,0.71023,21,-0.3857,18,-0.5583,19,-0.5195,22,-0.2595,22,-0.2181,54,1.24447
ENSG00000142230,SAE1,10,-2.7013,71,0.21048,90,0.54932,90,0.65506,45,-0.5433,40,-0.7194,61,-0.0767
ENSG00000257704,INAFM1,20,-0.3769,26,0.04778,42,0.82895,36,0.66033,25,0.00065,2,-3.4841,14,-0.8985
ENSG00000105419,MEIS3,24,-1.8138,77,-0.0500,132,0.84890,104,0.51255,92,0.24266,64,-0.3424,40,-1.0719
ENSG00000118160,SLC8A2,19,-1.9911,48,-0.7659,38,-0.9873,164,1.70954,68,-0.0996,48,-0.6524,79,0.13344
ENSG00000105402,NAPA,36,-2.0397,137,-0.0334,178,0.39754,239,1.05892,97,-0.5719,60,-1.2964,133,-0.0725
ENSG00000105373,NOP53,77,-0.2482,133,0.88225,129,0.58348,44,-1.2134,77,-0.2546,54,-0.7854,78,-0.2158
ENSG00000178980,SELENOW,572,-0.4654,934,0.42365,1441,1.05547,850,0.18525,515,-0.6283,372,-1.1266,277,-1.5699
ENSG00000185453,ZSWIM9,35,0.01548,42,0.40109,21,-0.8235,17,-1.2314,55,0.71993,45,0.41140,35,-0.0181
ENSG00000105438,KDELR1,22,-0.4749,33,0.18285,25,-0.2832,46,0.77155,13,-1.2292,18,-0.8330,34,0.18226
ENSG00000105443,CYTH2,9,-1.7636,27,-0.2011,40,0.45126,59,1.35524,12,-1.3171,18,-0.7761,21,-0.5362
ENSG00000142235,LMTK3,8,-2.6362,47,-0.0370,64,0.48395,78,0.94910,43,-0.1601,11,-2.1386,54,0.19330
ENSG00000063177,RPL18,466,0.16196,539,0.53767,736,0.92811,354,-0.3073,373,-0.1935,185,-1.2720,129,-1.8076
ENSG00000105516,DBP,6,-2.4600,39,0.31227,46,0.53457,35,0.09541,62,1.03388,9,-1.9863,23,-0.5432
ENSG00000063180,CA11,136,-2.0009,666,0.60343,592,0.25295,405,-0.3908,596,0.26277,515,0.02600,417,-0.3088
ENSG00000104805,NUCB1,22,-1.2881,53,0.09666,55,0.14617,83,0.97886,18,-1.5724,51,0.01918,33,-0.6663
ENSG00000087086,FTL,1462,0.54589,1481,0.78245,1411,0.48717,564,-1.0507,1138,0.13439,499,-1.1516,390,-1.5197
ENSG00000183207,RUVBL2,14,-1.6147,31,-0.4879,54,0.48828,56,0.62625,61,0.70296,23,-0.8551,42,0.10294
ENSG00000104852,SNRNP70,104,0.65384,53,-0.5432,89,0.39910,92,0.52318,28,-1.4215,83,0.26901,51,-0.4772
ENSG00000104863,LIN7B,7,-2.3005,33,-0.0038,75,1.38297,42,0.42111,17,-0.9899,22,-0.6621,28,-0.2685
ENSG00000177380,PPFIA3,38,-1.2656,77,-0.2592,93,0.09400,122,0.62858,31,-1.6012,142,0.80104,96,0.15143
ENSG00000104888,SLC17A7,69,-3.6155,707,-0.1872,738,-0.0799,1489,1.31617,408,-1.0013,860,0.16622,584,-0.4482
ENSG00000104872,PIH1D1,16,-1.2794,47,0.44045,60,0.74891,51,0.55948,8,-2.2276,10,-2.0176,43,0.18346
ENSG00000142541,RPL13A,1593,0.79247,1085,0.19989,1299,0.44746,598,-0.8567,1112,0.19296,829,-0.2762,583,-0.8225
ENSG00000142534,RPS11,927,0.72454,757,0.51485,913,0.69875,419,-0.6158,484,-0.3321,342,-0.8724,201,-1.6708
ENSG00000142546,NOSIP,28,-0.6263,45,0.15165,65,0.72104,44,0.09369,14,-1.6825,38,-0.1553,50,0.30574
ENSG00000126461,SCAF1,35,-0.7457,47,-0.3680,73,0.41329,52,-0.1414,73,0.41397,77,0.50390,62,0.15130
ENSG00000126457,PRMT1,24,-1.2617,47,-0.3339,113,1.20263,76,0.58861,52,-0.1013,37,-0.6239,35,-0.7007
ENSG00000169169,CPT1C,10,-2.1459,38,-0.2211,45,0.11400,76,1.15355,32,-0.4337,41,-0.0642,29,-0.5643
ENSG00000196961,AP2A1,44,-1.0929,73,-0.3881,92,0.04187,141,0.88067,71,-0.3540,107,0.29914,76,-0.2453
ENSG00000104973,MED25,15,-0.7486,26,0.17086,22,-0.1146,32,0.53724,29,0.26531,11,-1.2024,22,-0.1789
ENSG00000104960,PTOV1,43,-1.8311,125,-0.2768,154,0.11923,252,1.12044,135,-0.0897,88,-0.7507,132,-0.1310
ENSG00000204673,AKT1S1,15,-0.9936,37,0.50833,21,-0.4908,29,0.02071,27,-0.1181,33,0.23538,24,-0.2713
ENSG00000104946,TBC1D17,18,-0.7341,28,-0.1370,43,0.61511,39,0.50070,34,0.24098,7,-2.0993,32,0.13689
ENSG00000213024,NUP62,18,-0.7953,24,-0.4459,27,-0.1567,33,0.14258,63,1.23366,26,-0.2472,30,0.01335
ENSG00000131408,NR1H2,12,-1.7781,45,0.21149,83,1.20411,43,0.11917,28,-0.5793,33,-0.3365,28,-0.5727
ENSG00000161671,EMC10,84,0.46504,71,0.26323,81,0.41275,56,-0.2003,71,0.19822,35,-0.8799,31,-1.0837
ENSG00000161677,JOSD2,25,-0.1185,36,0.67391,38,0.57376,37,0.62107,5,-2.4751,7,-1.8856,8,-1.7184
ENSG00000204653,ASPDH,3,-3.0105,40,1.10687,37,0.62905,21,-0.3298,11,-1.2986,20,-0.3165,17,-0.5903
ENSG00000131409,LRRC4B,43,-1.0426,78,-0.1778,63,-0.4535,99,0.28921,119,0.55007,102,0.29412,89,0.08111
ENSG00000169035,KLK7,3,-3.0114,27,0.23099,34,0.50579,38,0.82271,7,-1.8497,10,-1.4064,34,0.53587
ENSG00000105379,ETFB,89,-0.4753,154,0.53147,133,0.15254,109,-0.1790,131,0.13693,110,-0.1461,63,-1.0020
ENSG00000105568,PPP2R1A,52,-2.6304,313,0.10843,348,0.25754,480,0.93454,250,-0.2721,189,-0.7039,230,-0.4001
ENSG00000167555,ZNF528,85,2.04445,14,-1.1469,18,-0.5822,11,-1.4250,9,-1.5987,53,1.15774,36,0.49344
ENSG00000170954,ZNF415,76,1.80333,18,-0.7815,19,-0.5327,19,-0.6105,26,-0.0451,25,-0.1194,32,0.28129
ENSG00000130844,ZNF331,16,-0.9498,23,-0.4930,11,-1.5290,35,0.33168,45,0.69244,44,0.66046,40,0.47986
ENSG00000179820,MYADM,24,-1.1107,25,-1.2543,19,-1.5091,66,0.48942,60,0.29088,88,0.92650,105,1.23562
ENSG00000126583,PRKCG,20,-2.3880,72,-0.5890,142,0.61429,211,1.60090,41,-1.3138,52,-0.9818,83,-0.2621
ENSG00000142408,CACNG8,71,-2.3457,177,-1.1840,220,-0.6643,356,0.10462,294,-0.2120,863,1.63681,666,1.15379
ENSG00000170906,NDUFA3,164,-1.2600,482,0.57291,598,0.78590,369,-0.0130,405,0.14081,178,-1.1436,185,-1.0778
ENSG00000105619,TFPT,31,-1.3413,101,0.65873,148,1.14028,83,0.18679,23,-1.7817,44,-0.8231,34,-1.2111
ENSG00000105618,PRPF31,26,-0.7428,37,-0.2203,29,-0.5453,74,1.10711,31,-0.4803,29,-0.5477,43,0.05704
ENSG00000125505,MBOAT7,29,-1.9755,90,-0.3564,129,0.29459,182,1.03622,70,-0.6761,81,-0.4358,131,0.32163
ENSG00000170889,RPS9,666,1.02046,414,0.28808,552,0.69401,291,-0.3807,179,-1.0908,237,-0.6646,159,-1.2713
ENSG00000167614,TTYH1,196,-0.3892,251,-0.0053,224,-0.1845,185,-0.5326,689,1.76179,168,-0.6307,114,-1.2203
ENSG00000125503,PPP1R12C,21,-1.8485,89,0.45826,135,1.03719,61,-0.3047,33,-1.1957,92,0.39772,52,-0.5287
ENSG00000105048,TNNT1,0,-7.6335,30,0.18959,50,0.98433,12,-1.3946,44,0.75515,48,0.92151,20,-0.5112
ENSG00000129990,SYT5,9,-3.0914,67,-0.2352,123,0.80771,138,1.20519,50,-0.6464,40,-0.9856,54,-0.5109
ENSG00000105063,PPP6R1,13,-2.7314,89,0.21869,136,0.88036,75,-0.1212,97,0.32039,64,-0.3466,73,-0.1350
ENSG00000133265,HSPBP1,4,-3.6488,63,0.50063,88,0.94545,48,-0.0560,46,-0.1085,18,-1.5381,56,0.20242
ENSG00000160469,BRSK1,66,-1.4649,202,0.36610,208,0.32414,131,-0.4646,138,-0.3392,242,0.57109,183,0.11753
ENSG00000108107,RPL28,959,0.68589,791,0.48659,852,0.48556,437,-0.6413,616,-0.0424,384,-0.7821,267,-1.3297
ENSG00000108106,UBE2S,9,-2.5089,47,0.03747,107,1.42289,54,0.25882,46,-0.0037,41,-0.2096,13,-1.9393
ENSG00000063241,ISOC2,13,-1.1519,28,-0.0227,51,0.95219,34,0.33517,18,-0.6864,12,-1.3005,38,0.44311
ENSG00000090971,NAT14,20,-1.6997,51,-0.3273,73,0.29994,104,1.05573,34,-0.9059,41,-0.5951,76,0.36949
ENSG00000213015,ZNF580,21,-0.7812,46,0.56576,50,0.54422,37,0.09443,10,-1.8227,43,0.30337,17,-1.0782
ENSG00000173581,CCDC106,8,-2.3321,47,0.42168,64,0.83424,40,0.07100,14,-1.4878,32,-0.2686,45,0.26543
ENSG00000063244,U2AF2,12,-1.0736,16,-0.8492,26,0.05936,33,0.48754,59,1.43880,9,-1.6167,33,0.40083
ENSG00000063245,EPN1,48,-1.9033,181,0.15632,213,0.38291,190,0.22399,178,0.09031,197,0.25413,122,-0.5055
ENSG00000167685,ZNF444,10,-1.6811,44,0.74344,39,0.34829,26,-0.2926,34,0.15067,16,-1.0235,29,-0.1039
ENSG00000198046,ZNF667,30,-0.4215,14,-1.7325,31,-0.3338,84,1.58136,27,-0.5442,30,-0.3759,59,0.67329
ENSG00000166770,ZNF667-AS1,22,-1.0826,54,0.43456,60,0.50865,51,0.27289,52,0.25594,16,-1.5328,27,-0.7800
ENSG00000198300,PEG3,188,-0.9619,229,-0.8071,293,-0.2786,495,0.66256,365,0.07270,373,0.10780,595,0.88543
ENSG00000268205,AC005261.1,40,-0.3139,41,-0.3509,40,-0.3120,76,0.82629,58,0.27342,39,-0.3727,39,-0.3588
ENSG00000213762,ZNF134,14,-0.9595,13,-1.3130,30,0.20851,30,0.24396,35,0.45778,56,1.24026,31,0.24438
ENSG00000121413,ZSCAN18,35,-1.1939,81,0.10834,98,0.39878,130,1.04561,54,-0.5336,24,-1.7421,50,-0.6510
ENSG00000142396,ERVK3-1,10,-1.5370,28,-0.0042,36,0.42364,36,0.46449,41,0.63347,8,-1.8123,28,-0.0021
ENSG00000283103,AC010642.2,16,-1.3828,51,0.48358,99,1.53147,42,0.07033,29,-0.5407,5,-3.0536,20,-1.1012
ENSG00000083845,RPS5,354,0.39908,342,0.45842,508,1.01721,208,-0.4955,169,-0.7696,157,-0.8849,136,-1.0954
ENSG00000083807,SLC27A5,12,-1.2669,42,0.94517,46,0.83430,28,0.02401,3,-3.0385,22,-0.3147,11,-1.4008
ENSG00000130726,TRIM28,13,-2.1450,56,0.01629,66,0.28241,74,0.53957,80,0.59790,32,-0.8322,47,-0.2613
ENSG00000130724,CHMP2A,47,-1.0165,105,0.32001,172,1.07762,79,-0.2423,121,0.47145,41,-1.2252,51,-0.9023
ENSG00000130725,UBE2M,86,-1.6157,325,0.60552,348,0.56306,241,-0.0426,205,-0.2893,190,-0.4077,181,-0.4889
ENSG00000247315,ZCCHC3,12,-1.0709,21,-0.4035,20,-0.3350,37,0.73956,31,0.33907,25,0.00530,27,0.09447
ENSG00000125841,NRSN2,16,-2.1242,69,0.04362,96,0.58877,121,1.15500,39,-0.8255,32,-1.1532,41,-0.7647
ENSG00000125875,TBC1D20,29,-0.0827,21,-0.6604,32,0.10919,39,0.47183,29,-0.0366,35,0.25495,34,0.18948
ENSG00000101266,CSNK2A1,79,-0.1120,52,-0.9305,62,-0.4896,123,0.69042,96,0.19856,87,0.03514,126,0.63443
ENSG00000271303,SRXN1,6,-1.8495,18,-0.2069,17,-0.2361,48,1.85049,7,-1.4464,4,-2.2587,15,-0.4104
ENSG00000125818,PSMF1,17,-1.5347,44,-0.0712,83,0.97635,48,0.08405,68,0.63870,30,-0.6797,33,-0.5155
ENSG00000101298,SNPH,15,-2.8556,125,0.41196,129,0.36518,97,-0.1138,68,-0.6380,147,0.57909,103,-0.0020
ENSG00000088832,FKBP1A,32,-2.9614,228,-0.0202,306,0.45934,378,0.96010,206,-0.1788,140,-0.7785,182,-0.3751
ENSG00000088833,NSFL1C,61,-0.7657,105,0.09568,143,0.58225,97,-0.0605,78,-0.3944,99,-0.0108,111,0.17253
ENSG00000198053,SIRPA,70,-1.6519,168,-0.4100,163,-0.3785,412,1.39899,280,0.49016,111,-0.9657,118,-0.8763
ENSG00000125835,SNRPB,9,-1.1549,23,0.36046,52,1.69722,25,0.47268,3,-2.4777,5,-2.0088,5,-1.9118
ENSG00000101361,NOP56,194,0.76501,67,-1.1214,99,-0.3330,130,0.12098,138,0.19496,158,0.41827,171,0.54704
ENSG00000101365,IDH3B,2,-4.3665,47,-0.1867,95,1.00439,86,0.98663,42,-0.3372,20,-1.4755,46,-0.1982
ENSG00000132635,PCED1A,15,-0.7560,28,0.33475,47,1.13983,23,-0.0781,20,-0.2525,11,-1.2131,16,-0.6019
ENSG00000215305,VPS16,17,-0.4277,13,-0.9135,52,1.47028,33,0.79298,20,-0.1487,5,-2.1536,19,-0.2535
ENSG00000132670,PTPRA,210,-0.1398,164,-0.6408,176,-0.4112,295,0.47684,329,0.59519,196,-0.2492,294,0.40616
ENSG00000125901,MRPS26,40,-0.7811,72,0.16364,95,0.59193,70,0.10778,47,-0.5240,72,0.12248,53,-0.3610
ENSG00000088899,LZTS3,24,-2.8743,136,-0.3427,171,0.09375,158,-0.0426,267,0.83072,187,0.23179,244,0.67584
ENSG00000198171,DDRGK1,99,0.24673,84,-0.0040,159,1.05461,86,0.03063,66,-0.3990,45,-0.9869,53,-0.7401
ENSG00000125877,ITPA,5,-2.7717,26,-0.3669,58,0.99777,48,0.80634,39,0.32482,19,-0.7739,21,-0.6626
ENSG00000088854,C20orf194,60,0.23993,48,-0.1469,40,-0.4117,69,0.53812,46,-0.1889,33,-0.7063,56,0.13834
ENSG00000088812,ATRN,21,-1.6247,41,-0.7821,80,0.43593,90,0.73212,59,-0.0648,75,0.32350,76,0.34324
ENSG00000101220,C20orf27,22,-0.5026,39,0.50795,41,0.45751,30,-0.0102,39,0.38959,7,-2.1979,20,-0.6374
ENSG00000125817,CENPB,211,1.84780,67,-0.1753,80,0.13130,43,-0.9240,50,-0.6027,72,-0.0336,35,-1.1336
ENSG00000088888,MAVS,91,1.62265,24,-0.6924,28,-0.3439,9,-2.1346,76,1.29574,52,0.64834,13,-1.4741
ENSG00000125779,PANK2,11,-1.8576,25,-0.7178,48,0.44195,51,0.63897,33,-0.1752,36,-0.0334,61,0.82710
ENSG00000101236,RNF24,24,-0.8646,42,-0.0210,34,-0.3498,57,0.54024,28,-0.6586,28,-0.6481,72,0.84907
ENSG00000171867,PRNP,160,-2.2806,568,-0.4559,699,-0.0384,1486,1.50527,427,-0.8070,489,-0.5981,707,-0.0198
ENSG00000101265,RASSF2,248,3.14663,30,-0.9176,48,-0.0434,19,-1.6000,43,-0.2254,15,-1.8268,14,-1.9240
ENSG00000089057,SLC23A2,33,-0.4351,32,-0.5834,41,-0.0575,61,0.64991,44,0.03923,53,0.32414,42,-0.0184
ENSG00000089063,TMEM230,48,-0.4434,77,0.40429,80,0.37247,81,0.44564,40,-0.7331,53,-0.2752,23,-1.5709
ENSG00000101290,CDS2,39,-0.7094,65,0.08224,90,0.60055,86,0.62239,36,-0.8551,38,-0.7535,51,-0.3056
ENSG00000089199,CHGB,21,-3.5786,131,-1.0522,198,-0.2326,434,1.28584,185,-0.3376,206,-0.1722,422,1.01953
ENSG00000088766,CRLS1,18,-0.4896,19,-0.4614,38,0.70800,36,0.72247,34,0.52486,8,-1.6721,17,-0.5155
ENSG00000125827,TMX4,107,-1.0362,142,-0.7382,116,-0.9116,315,0.78316,146,-0.5650,193,-0.1273,472,1.38929
ENSG00000182621,PLCB1,117,-2.0839,348,-0.5408,283,-0.7587,551,0.33950,429,-0.1090,560,0.32168,1054,1.42380
ENSG00000101333,PLCB4,29,-0.8165,34,-0.7201,36,-0.5123,45,-0.1594,94,1.07818,57,0.22777,86,0.92167
ENSG00000125869,LAMP5,1,-5.7118,43,-0.1835,68,0.59816,63,0.54257,93,1.13148,16,-1.6365,39,-0.3014
ENSG00000101349,PAK5,16,-1.9177,29,-1.2400,51,-0.2017,99,1.05732,41,-0.5173,107,1.02465,76,0.44179
ENSG00000132639,SNAP25,219,-3.3145,1846,-0.1498,2295,0.23272,3909,1.37515,1130,-0.8824,1372,-0.5837,1502,-0.4426
ENSG00000125863,MKKS,22,-1.0832,43,-0.1021,99,1.33815,58,0.47565,28,-0.7229,26,-0.8126,29,-0.6767
ENSG00000132640,BTBD3,64,-0.9941,116,-0.0817,130,0.11268,126,0.07637,146,0.30513,62,-1.0430,207,0.89461
ENSG00000089048,ESF1,418,1.79210,104,-0.6978,63,-1.3377,89,-0.8808,112,-0.4587,148,-0.0169,267,0.96017
ENSG00000101247,NDUFAF5,8,-1.6760,15,-0.8739,52,1.28660,32,0.49389,24,0.00521,28,0.22087,21,-0.1990
ENSG00000172264,MACROD2,37,-0.7249,35,-0.9755,38,-0.6900,73,0.36186,49,-0.3183,121,1.18401,100,0.85242
ENSG00000125848,FLRT3,9,-1.3952,21,-0.0918,14,-0.6365,31,0.67091,8,-1.4525,25,0.22800,37,0.85245
ENSG00000089177,KIF16B,178,1.52509,58,-0.4414,30,-1.3451,28,-1.5640,36,-1.0741,170,1.44706,84,0.23024
ENSG00000125870,SNRPB2,57,-0.2723,48,-0.6887,72,0.08412,94,0.60698,91,0.46193,45,-0.6366,86,0.36461
ENSG00000125851,PCSK2,22,-2.0587,63,-0.5729,61,-0.5157,192,1.70265,56,-0.6524,41,-1.1435,99,0.23554
ENSG00000125868,DSTN,269,-1.3922,664,0.00161,903,0.50226,797,0.33853,641,-0.0566,505,-0.4300,732,0.15762
ENSG00000125844,RRBP1,317,2.96172,24,-1.7987,29,-1.3194,18,-2.0936,108,0.77063,59,-0.2147,55,-0.3213
ENSG00000089006,SNX5,35,-0.4157,51,0.23233,35,-0.4278,49,0.12404,66,0.57747,32,-0.5654,39,-0.2439
ENSG00000232838,PET117,24,-0.4582,27,-0.2947,45,0.57731,24,-0.4727,36,0.18364,32,0.00390,51,0.76794
ENSG00000149474,KAT14,21,-0.7054,25,-0.5301,50,0.68701,34,0.09867,45,0.50714,48,0.61132,20,-0.7258
ENSG00000232388,SMIM26,23,-1.0539,51,0.28685,79,0.93773,57,0.44482,46,0.05051,11,-2.1412,22,-1.1172
ENSG00000125821,DTD1,4,-2.9299,24,-0.3208,43,0.67856,36,0.45558,43,0.70068,10,-1.5196,38,0.47277
ENSG00000173418,NAA20,16,-1.4939,30,-0.6622,71,0.84896,67,0.87500,55,0.43858,21,-1.0978,37,-0.2107
ENSG00000101343,CRNKL1,46,0.21870,22,-1.1473,23,-0.8995,53,0.49722,81,1.15816,43,0.08339,41,0.03676
ENSG00000088970,KIZ,47,0.98965,12,-1.3161,22,-0.2430,25,-0.0725,28,0.11763,35,0.48146,40,0.69687
ENSG00000088930,XRN2,47,0.12376,37,-0.2792,26,-0.7663,41,-0.0994,76,0.93160,28,-0.6398,60,0.53991
ENSG00000125812,GZF1,45,0.85179,20,-0.6066,26,-0.0594,35,0.48871,14,-1.0355,19,-0.5259,36,0.48058
ENSG00000125814,NAPB,80,-2.8495,427,-0.4370,590,0.16567,869,0.95322,440,-0.3038,524,-0.0268,674,0.38186
ENSG00000101439,CST3,1092,-0.1764,1801,0.89076,1476,0.30819,515,-1.4370,2156,0.94940,617,-1.0595,426,-1.6166
ENSG00000101463,SYNDIG1,12,-1.1343,33,0.53210,35,0.47968,36,0.63625,13,-0.9833,9,-1.6028,17,-0.6362
ENSG00000101474,APMAP,5,-3.7915,58,-0.1803,98,0.70442,121,1.28247,39,-0.7460,42,-0.6418,36,-0.8635
ENSG00000154930,ACSS1,36,0.23742,18,-0.9902,34,0.16631,12,-1.5689,143,2.94403,12,-1.4719,5,-2.5431
ENSG00000197586,ENTPD6,25,-2.2029,95,-0.2487,143,0.46568,185,1.06750,88,-0.3044,42,-1.4519,121,0.19649
ENSG00000100994,PYGB,52,-1.2502,91,-0.5001,155,0.46140,182,0.85164,167,0.58027,95,-0.3256,65,-0.9231
ENSG00000100997,ABHD12,8,-3.0540,94,0.73590,88,0.43086,90,0.54095,39,-0.8626,42,-0.7496,36,-0.9680
ENSG00000101294,HM13,25,-0.6233,25,-0.7197,48,0.42157,61,0.99020,36,-0.0509,34,-0.1368,28,-0.4294
ENSG00000171552,BCL2L1,19,-1.5754,58,0.21641,49,-0.1004,62,0.29626,47,-0.1606,67,0.39031,45,-0.2523
ENSG00000101337,TM9SF4,10,-1.4725,16,-0.8896,37,0.57242,37,0.69933,26,0.01721,21,-0.2992,41,0.76915
ENSG00000101350,KIF3B,145,-0.7672,183,-0.4970,181,-0.4251,227,-0.0701,251,0.09543,380,0.78477,403,0.88489
ENSG00000171456,ASXL1,37,0.43383,18,-0.8293,10,-1.5415,30,0.07929,51,0.95917,42,0.63648,30,0.07127
ENSG00000149600,COMMD7,23,-1.4257,54,-0.1931,59,-0.0163,67,0.20266,85,0.56923,83,0.53610,51,-0.2596
ENSG00000101400,SNTA1,61,-0.5340,97,0.25794,86,-0.0034,51,-0.8680,227,1.69210,56,-0.6712,34,-1.4061
ENSG00000078699,CBFA2T2,59,0.75583,21,-1.0315,24,-0.7039,39,0.05107,63,0.86766,50,0.45620,37,-0.0276
ENSG00000125967,NECAB3,13,-1.2153,36,0.48655,36,0.32890,40,0.57774,25,-0.2554,14,-1.1542,15,-1.0113
ENSG00000101421,CHMP4B,73,-1.1732,153,-0.0370,224,0.60054,183,0.30511,112,-0.5126,171,0.15538,149,-0.0676
ENSG00000125970,RALY,34,-0.1144,38,0.06578,42,0.21583,59,0.90771,17,-1.2128,21,-0.8726,22,-0.7810
ENSG00000125977,EIF2S2,344,0.30860,200,-0.6825,314,0.16017,274,-0.0706,352,0.34337,350,0.33643,339,0.28132
ENSG00000101444,AHCY,13,-1.4909,39,0.18339,48,0.45893,52,0.70271,15,-1.3115,26,-0.4822,35,-0.0588
ENSG00000078747,ITCH,60,0.44218,30,-0.8158,26,-0.8511,52,0.24711,49,0.10702,57,0.35985,71,0.71821
ENSG00000125971,DYNLRB1,80,-1.8102,305,0.33103,529,1.19068,264,0.01728,265,0.02220,120,-1.1964,175,-0.6262
ENSG00000101460,MAP1LC3A,40,-1.8295,132,0.00639,260,1.14660,182,0.61442,55,-1.3378,94,-0.5205,106,-0.3430
ENSG00000198646,NCOA6,35,-0.1573,31,-0.4718,22,-0.8676,42,0.11607,51,0.43370,46,0.26842,60,0.71466
ENSG00000078804,TP53INP2,601,3.79778,71,-0.6220,26,-1.9900,26,-2.1722,31,-1.7612,40,-1.3958,22,-2.2344
ENSG00000131067,GGT7,13,-1.6420,30,-0.4058,56,0.64471,65,1.06255,12,-1.6505,19,-1.0482,55,0.61005
ENSG00000100983,GSS,12,-1.1682,22,-0.3505,47,0.97904,39,0.75982,4,-2.6100,11,-1.2561,42,0.79804
ENSG00000100991,TRPC4AP,13,-0.9996,22,-0.2382,49,1.11059,48,1.30549,4,-2.5808,6,-2.0260,15,-0.7835
ENSG00000126005,MMP24OS,66,-0.3351,103,0.48365,89,0.12944,93,0.23395,65,-0.3783,49,-0.8029,58,-0.5588
ENSG00000242372,EIF6,15,-1.2320,41,0.43326,35,0.06669,54,0.95576,19,-0.8618,10,-1.7358,22,-0.6164
ENSG00000101019,UQCC1,10,-1.4838,25,-0.0242,39,0.66087,40,0.83515,8,-1.7660,18,-0.5490,27,0.08202
ENSG00000126001,CEP250,29,-0.3609,24,-0.8123,19,-1.0558,33,-0.2262,65,0.91228,47,0.39509,74,1.14219
ENSG00000125991,ERGIC3,22,-1.5089,61,0.05930,94,0.74889,65,0.14790,71,0.26966,46,-0.3956,50,-0.2870
ENSG00000214078,CPNE1,19,-0.4236,23,-0.1699,19,-0.4305,49,1.36318,19,-0.4405,8,-1.6145,17,-0.5757
ENSG00000244005,NFS1,11,-0.8562,21,0.13737,28,0.60968,32,0.93106,12,-0.7832,4,-2.2395,14,-0.5530
ENSG00000125995,ROMO1,81,-0.6706,145,0.32957,296,1.48989,102,-0.3465,120,-0.0567,56,-1.2359,51,-1.3782
ENSG00000131051,RBM39,738,1.88331,145,-1.0485,123,-1.1190,218,-0.2647,263,0.05857,236,-0.1112,303,0.29195
ENSG00000025293,PHF20,129,0.28282,60,-1.0988,100,-0.1139,106,-0.0269,192,0.96148,54,-1.0598,211,1.12962
ENSG00000171222,SCAND1,22,-2.5740,113,-0.1363,116,-0.0714,179,0.74852,93,-0.4110,127,0.07720,155,0.39768
ENSG00000260032,NORAD,475,-0.8746,771,-0.1518,816,-0.0295,1006,0.35306,752,-0.1594,715,-0.2378,1228,0.64120
ENSG00000088367,EPB41L1,91,-1.2713,238,0.29555,200,-0.0591,177,-0.2795,155,-0.4592,304,0.63107,254,0.32996
ENSG00000080845,DLGAP4,32,-1.8171,117,0.22363,94,-0.1836,119,0.21811,126,0.28905,140,0.46434,73,-0.5830
ENSG00000101084,RAB5IF,11,-1.8567,35,-0.1462,90,1.50024,49,0.49195,22,-0.8323,12,-1.6804,37,-0.0071
ENSG00000101079,NDRG3,28,-2.3882,140,0.08239,210,0.73056,206,0.81719,72,-0.9819,62,-1.1974,143,0.09613
ENSG00000101347,SAMHD1,169,1.46027,56,-0.5000,36,-1.0684,47,-0.7251,96,0.47541,83,0.22337,74,0.04708
ENSG00000118705,RPN2,106,0.65767,54,-0.5396,58,-0.3110,76,0.11200,108,0.68047,30,-1.3078,95,0.47949
ENSG00000101363,MANBAL,27,-1.0967,58,0.08806,81,0.60890,85,0.79743,30,-0.9863,45,-0.3467,31,-0.8947
ENSG00000166619,BLCAP,32,-2.3672,127,-0.3907,157,0.01900,250,0.92766,124,-0.3547,167,0.11934,188,0.31507
ENSG00000053438,NNAT,13,-3.2537,115,-0.0743,182,0.69480,210,1.11326,119,-0.0126,75,-0.7206,40,-1.6859
ENSG00000132792,CTNNBL1,44,0.21766,35,-0.1776,33,-0.2192,31,-0.3960,76,1.13306,26,-0.5758,38,-0.0212
ENSG00000132821,VSTM2L,7,-3.8102,93,-0.0333,129,0.51194,182,1.32313,54,-0.8775,34,-1.5731,78,-0.3078
ENSG00000170471,RALGAPB,24,-0.7094,30,-0.4769,29,-0.4097,53,0.63426,51,0.46599,20,-0.9554,60,0.74459
ENSG00000101445,PPP1R16B,23,-2.1700,118,0.43007,106,0.14725,50,-1.0919,180,1.03861,121,0.36535,81,-0.2718
ENSG00000198900,TOP1,293,0.93365,113,-0.7488,96,-0.8646,154,-0.1541,219,0.43309,130,-0.3940,289,0.90614
ENSG00000124181,PLCG1,26,0.18840,15,-0.7895,30,0.40840,26,0.23351,47,1.16864,23,-0.0061,8,-1.6677
ENSG00000174306,ZHX3,105,0.20099,84,-0.1824,42,-1.2045,62,-0.6837,131,0.57530,126,0.50728,142,0.70681
ENSG00000124177,CHD6,310,0.98878,117,-0.7338,99,-0.8549,132,-0.4579,163,-0.0805,237,0.52753,291,0.87667
ENSG00000196090,PTPRT,31,-2.0807,85,-0.6706,87,-0.5133,144,0.32014,71,-0.8267,198,0.81382,278,1.42533
