Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000140691,ARMC5,14,-0.0844,17,0.26878,29,1.08717,13,-0.2590,19,0.41716,11,-0.3730,5,-1.4414,7,-1.0595
ENSG00000140688,C16orf58,30,0.32765,28,0.26185,42,0.88021,21,-0.2562,28,0.24688,12,-1.0133,17,-0.5495,13,-0.9637
ENSG00000197302,ZNF720,14,-0.8863,28,0.23741,9,-1.5222,40,0.93587,22,-0.1724,17,-0.5223,19,-0.3504,24,-0.0010
ENSG00000069329,VPS35,253,0.19188,288,0.52429,330,0.62730,261,0.27238,152,-0.6033,113,-1.0475,130,-0.8406,101,-1.2289
ENSG00000155330,C16orf87,29,-0.1186,33,0.10404,26,-0.2710,48,0.82261,15,-1.0511,16,-0.9564,39,0.36352,20,-0.6299
ENSG00000166123,GPT2,60,0.28046,36,-0.6340,26,-1.0073,25,-1.1267,75,0.64414,140,1.74800,52,0.05631,42,-0.2707
ENSG00000069345,DNAJA2,149,-0.0915,211,0.61762,123,-0.3856,224,0.65035,89,-0.8793,112,-0.5390,97,-0.7449,81,-1.0194
ENSG00000171208,NETO2,28,-0.3072,45,0.52251,56,0.78247,50,0.69245,7,-2.3656,21,-0.7893,21,-0.7797,13,-1.4472
ENSG00000129636,ITFG1,189,0.04882,252,0.68060,274,0.65309,220,0.33297,75,-1.3743,97,-0.9753,117,-0.6925,65,-1.5760
ENSG00000102893,PHKB,91,0.81038,40,-0.6200,30,-0.9322,66,0.30547,83,0.65295,64,0.23377,59,0.09015,32,-0.8630
ENSG00000102910,LONP2,104,-0.0752,107,-0.0386,88,-0.3359,116,0.10902,188,0.88984,57,-1.0123,134,0.32118,77,-0.5362
ENSG00000196470,SIAH1,31,0.65612,24,0.29117,21,0.00558,26,0.40733,8,-1.3238,18,-0.2533,12,-0.8787,14,-0.5706
ENSG00000102921,N4BP1,32,-0.4461,45,0.09892,47,0.13533,43,0.02433,54,0.38367,11,-2.0159,68,0.74150,37,-0.2214
ENSG00000102935,ZNF423,16,-0.0555,6,-1.7747,8,-1.1159,6,-1.7345,37,1.29498,47,1.70244,25,0.60280,25,0.60900
ENSG00000121274,TENT4B,33,-0.2613,51,0.54514,40,0.01609,51,0.44926,53,0.46305,14,-1.5303,24,-0.7671,15,-1.4801
ENSG00000166164,BRD7,96,-0.3746,127,0.08425,61,-1.0481,105,-0.2487,228,1.03673,94,-0.4085,117,-0.0626,151,0.34310
ENSG00000083799,CYLD,93,0.08346,115,0.56950,82,-0.0988,107,0.35353,71,-0.3232,28,-1.7305,70,-0.3635,62,-0.5309
ENSG00000103449,SALL1,40,1.16957,11,-0.9619,23,0.27809,5,-2.1214,27,0.50939,51,1.61766,23,0.25637,7,-1.5935
ENSG00000103460,TOX3,8,-0.6545,15,0.28679,13,-0.0268,17,0.47193,0,-6.5045,24,1.02798,7,-0.8006,11,-0.2689
ENSG00000177200,CHD9,124,-0.6517,162,-0.2937,130,-0.5773,258,0.57153,348,1.00989,98,-1.0029,252,0.47010,120,-0.6992
ENSG00000103479,RBL2,42,0.15449,36,-0.1201,12,-1.7215,29,-0.4425,86,1.37040,42,0.17589,54,0.57787,15,-1.3990
ENSG00000166971,AKTIP,111,0.66882,81,0.20905,80,0.13276,63,-0.2591,72,-0.0249,91,0.34756,43,-0.8217,39,-0.9533
ENSG00000103494,RPGRIP1L,17,-1.1456,42,0.36216,21,-0.7762,61,1.04793,49,0.51828,13,-1.5309,26,-0.4882,14,-1.4102
ENSG00000140718,FTO,76,0.38374,66,0.21137,68,0.21668,61,0.03694,44,-0.4685,62,0.06713,50,-0.2621,35,-0.8405
ENSG00000246379,AC040168.1,3,-1.9796,8,-0.6329,3,-1.7297,13,0.10540,19,0.72253,4,-1.6403,25,1.19524,26,1.31556
ENSG00000087258,GNAO1,680,0.23240,606,0.05973,929,0.74566,656,0.19396,335,-0.8730,432,-0.4816,562,-0.0734,402,-0.5927
ENSG00000159461,AMFR,138,0.55518,109,0.23047,75,-0.4006,77,-0.3976,131,0.46887,119,0.31265,68,-0.5566,60,-0.7566
ENSG00000167005,NUDT21,114,-0.0057,137,0.37359,209,0.99123,96,-0.3052,98,-0.2414,89,-0.3902,83,-0.4925,61,-0.9583
ENSG00000087263,OGFOD1,57,0.81922,31,-0.1992,24,-0.5537,48,0.61118,29,-0.2316,9,-1.9411,43,0.36052,26,-0.4328
ENSG00000125124,BBS2,68,0.25905,40,-0.6898,50,-0.2323,30,-1.0595,105,0.96896,133,1.39092,77,0.46345,23,-1.3771
ENSG00000087250,MT3,3050,-0.3417,3563,-0.1218,2797,-0.4758,1606,-1.4130,3546,-0.1056,8995,1.45936,4020,0.09323,5395,0.57117
ENSG00000125148,MT2A,404,-0.1834,298,-0.7831,213,-1.1643,130,-2.0107,715,0.74064,1556,2.17689,386,-0.2554,566,0.35400
ENSG00000169715,MT1E,207,-0.5196,197,-0.7210,147,-1.0394,93,-1.8423,398,0.51471,1026,2.24672,319,0.15413,311,0.11510
ENSG00000205364,MT1M,72,-0.3863,58,-0.8531,31,-1.6323,26,-1.9993,102,0.15475,352,2.40199,99,0.10848,132,0.57753
ENSG00000198417,MT1F,51,-0.5939,47,-0.8660,33,-1.2566,17,-2.3047,128,0.87359,281,2.35502,59,-0.3863,99,0.44272
ENSG00000125144,MT1G,105,-0.5342,92,-0.8778,36,-2.1123,23,-2.8920,207,0.54010,677,2.82351,100,-0.6142,182,0.32775
ENSG00000187193,MT1X,107,-0.2932,91,-0.6686,80,-0.7372,29,-2.3810,202,0.72240,462,2.25641,118,-0.1516,126,-0.0402
ENSG00000102900,NUP93,47,1.00876,31,0.39297,20,-0.3475,20,-0.3654,14,-0.9029,24,-0.0879,16,-0.6884,24,-0.0628
ENSG00000051108,HERPUD1,66,0.08826,70,0.24397,66,0.09727,56,-0.1803,124,1.13219,42,-0.6171,36,-0.8542,29,-1.1758
ENSG00000172775,FAM192A,100,-0.5121,143,0.06357,145,0.07615,165,0.31609,103,-0.4591,104,-0.4422,161,0.24570,150,0.12759
ENSG00000159579,RSPRY1,42,1.23722,15,-0.5328,8,-1.3693,21,0.10462,28,0.58306,21,0.11332,16,-0.2775,15,-0.4287
ENSG00000102931,ARL2BP,72,0.17252,59,-0.1755,99,0.69020,63,-0.0400,63,-0.0537,53,-0.3144,83,0.39190,39,-0.7950
ENSG00000102934,PLLP,157,3.62711,2,-4.0131,4,-2.5411,0,-5.2481,26,0.03322,52,1.17127,21,-0.2796,14,-0.9518
ENSG00000006210,CX3CL1,139,0.95633,84,0.17085,160,1.20841,67,-0.2563,48,-0.7283,31,-1.4035,58,-0.4449,29,-1.4928
ENSG00000005194,CIAPIN1,51,0.81821,43,0.73420,30,-0.0529,22,-0.5427,12,-1.3585,24,-0.3726,24,-0.3628,21,-0.5416
ENSG00000088682,COQ9,20,-0.3587,30,0.36986,33,0.43677,13,-1.0164,32,0.36583,34,0.46937,24,-0.0621,16,-0.6509
ENSG00000102978,POLR2C,42,0.10780,43,0.17231,68,0.89326,29,-0.5023,36,-0.1269,49,0.34618,27,-0.5505,22,-0.8419
ENSG00000205336,ADGRG1,25,-2.0536,71,-0.6287,50,-1.0540,37,-1.6109,238,1.46709,279,1.77022,157,0.73697,59,-0.8164
ENSG00000140854,KATNB1,37,0.78226,34,0.85088,32,0.54287,15,-0.7038,3,-2.8156,17,-0.4636,16,-0.5273,14,-0.7514
ENSG00000140859,KIFC3,29,0.60485,24,0.38957,18,-0.1795,13,-0.7297,9,-1.1845,24,0.26901,24,0.26544,18,-0.1575
ENSG00000070729,CNGB1,1,-3.8463,31,2.32302,1,-3.5449,9,-0.5556,9,-0.6073,10,-0.4515,0,-8.2784,10,-0.3909
ENSG00000103005,USB1,40,0.79368,19,-0.4545,32,0.40204,33,0.50880,19,-0.3916,12,-1.1120,25,0.02161,20,-0.3392
ENSG00000070761,CFAP20,48,0.43809,56,0.93797,13,-1.5190,30,-0.3374,29,-0.3421,52,0.54281,16,-1.2247,15,-1.3393
ENSG00000070770,CSNK2A2,42,0.26533,41,0.28049,21,-0.8052,43,0.34694,23,-0.6857,27,-0.4108,24,-0.6078,45,0.38091
ENSG00000103021,CCDC113,13,-1.1661,36,0.54103,21,-0.4615,32,0.25577,27,-0.0273,17,-0.7277,14,-0.9964,41,0.61605
ENSG00000103034,NDRG4,478,0.18888,377,-0.2346,797,1.03778,492,0.26112,197,-1.1840,380,-0.1767,423,-0.0075,287,-0.6111
ENSG00000125107,CNOT1,51,0.18780,54,0.32500,70,0.69879,36,-0.4190,40,-0.2212,42,-0.1257,36,-0.3733,31,-0.6139
ENSG00000125166,GOT2,123,0.35769,143,0.81681,138,0.54977,98,0.00629,34,-1.6211,66,-0.6063,52,-0.9896,40,-1.3642
ENSG00000150394,CDH8,73,-0.1138,95,0.39372,118,0.65155,142,1.13205,21,-1.9687,11,-2.8757,49,-0.7225,23,-1.8733
ENSG00000140937,CDH11,44,0.88979,21,-0.3053,23,-0.1215,11,-1.3356,39,0.72499,33,0.41487,44,0.92231,7,-1.8519
ENSG00000166548,TK2,28,-1.0581,46,-0.3697,74,0.45009,51,-0.1607,75,0.47720,53,-0.0828,64,0.21282,80,0.59089
ENSG00000183723,CMTM4,71,-0.2213,95,0.29914,113,0.51312,71,-0.2426,51,-0.7425,98,0.28800,64,-0.3793,77,-0.0941
ENSG00000135720,DYNC1LI2,323,0.75928,206,0.03276,145,-0.5231,199,-0.0320,247,0.31853,92,-1.2094,198,-0.0336,208,0.03700
ENSG00000159593,NAE1,63,0.50543,53,0.28239,38,-0.3246,64,0.57910,22,-1.1357,40,-0.2196,29,-0.7290,30,-0.6535
ENSG00000172840,PDP2,20,-0.7942,41,0.37069,49,0.58818,35,0.04708,30,-0.1934,26,-0.4157,33,-0.0452,24,-0.5720
ENSG00000166595,CIAO2B,96,0.27653,86,0.11851,101,0.35543,62,-0.4575,46,-0.8682,136,0.85626,69,-0.2534,60,-0.4705
ENSG00000172831,CES2,49,-0.1579,38,-0.6750,51,-0.1032,36,-0.7025,82,0.65625,102,1.02035,60,0.13428,72,0.42756
ENSG00000125149,C16orf70,36,0.74378,38,1.11507,19,-0.2999,19,-0.3436,13,-0.8002,13,-0.9078,15,-0.6518,5,-2.3326
ENSG00000196123,KIAA0895L,14,-0.4835,17,-0.3325,30,0.66433,23,0.24379,21,0.09500,27,0.47231,21,0.06031,10,-1.0553
ENSG00000205250,E2F4,16,0.16538,14,-0.0745,15,0.04800,18,0.40604,8,-0.8547,24,0.76295,10,-0.5632,9,-0.7939
ENSG00000168701,TMEM208,80,0.94212,57,0.49973,41,-0.1207,30,-0.6873,24,-0.9378,61,0.48452,30,-0.6311,26,-0.8136
ENSG00000159713,TPPP3,81,1.13122,2,-4.7744,20,-1.0787,5,-3.2358,132,2.02613,144,2.21288,29,-0.5390,31,-0.4552
ENSG00000159720,ATP6V0D1,240,0.49187,224,0.48662,281,0.75370,166,-0.1184,95,-0.9677,128,-0.5027,112,-0.7158,90,-1.0492
ENSG00000039523,RIPOR1,35,-0.3650,42,-0.1308,61,0.50423,46,0.07493,51,0.21197,48,0.11521,40,-0.1448,36,-0.3135
ENSG00000102974,CTCF,73,-0.0156,82,0.21749,39,-0.9760,70,-0.0746,81,0.15814,74,0.00257,100,0.49710,55,-0.4409
ENSG00000159753,CARMIL2,21,-0.3075,27,0.11240,45,0.94044,12,-1.1894,10,-1.3234,61,1.47834,9,-1.5315,27,0.10684
ENSG00000102977,ACD,30,1.15182,12,-0.3389,27,0.95212,10,-0.6602,23,0.65772,13,-0.2274,10,-0.5408,4,-1.9719
ENSG00000102981,PARD6A,30,0.51351,22,0.01351,21,-0.0653,15,-0.5770,15,-0.5851,29,0.46408,17,-0.4032,31,0.57418
ENSG00000141098,GFOD2,24,0.08770,27,0.34499,32,0.50749,20,-0.2220,11,-1.0549,28,0.30280,23,-0.0252,13,-0.8779
ENSG00000102901,CENPT,13,-0.1769,11,-0.5174,19,0.36482,18,0.34929,25,0.83234,15,0.03828,15,-0.0065,7,-1.2036
ENSG00000168286,THAP11,38,0.75982,24,-0.0249,14,-0.7681,24,-0.0111,18,-0.3978,33,0.53619,31,0.39366,9,-1.4024
ENSG00000102898,NUTF2,92,0.28971,94,0.41604,97,0.37332,56,-0.5509,49,-0.6969,106,0.51708,48,-0.7405,60,-0.3782
ENSG00000038358,EDC4,44,0.08067,43,0.06718,44,0.07900,45,0.11655,31,-0.4823,41,-0.0242,45,0.13686,35,-0.2567
ENSG00000205220,PSMB10,49,-0.4242,74,0.27761,57,-0.1987,38,-0.8830,67,0.06782,88,0.50613,61,-0.0905,89,0.51932
ENSG00000103066,PLA2G15,15,0.14185,16,0.29172,31,1.30944,11,-0.4166,2,-2.8817,13,-0.1312,16,0.22743,6,-1.1605
ENSG00000132600,PRMT7,34,0.92936,29,0.88382,8,-1.2221,11,-0.9473,24,0.32492,24,0.34800,7,-1.5542,6,-1.7202
ENSG00000103056,SMPD3,27,1.14436,17,0.46921,17,0.34450,13,0.00118,7,-0.8715,11,-0.3484,4,-1.7827,4,-1.7057
ENSG00000184939,ZFP90,63,0.77092,36,-0.1620,46,0.24719,52,0.50566,20,-1.0296,33,-0.2835,23,-0.8286,35,-0.1751
ENSG00000141076,UTP4,57,1.55861,33,0.78642,22,-0.0364,9,-1.5193,16,-0.4915,17,-0.4095,9,-1.4123,11,-1.0429
ENSG00000168807,SNTB2,37,-0.1985,66,0.96661,12,-1.8901,48,0.21561,49,0.23490,23,-0.9562,31,-0.4647,20,-1.1307
ENSG00000132612,VPS4A,98,0.04170,92,-0.0584,110,0.22946,119,0.41218,78,-0.3094,88,-0.1151,93,-0.0345,63,-0.6324
ENSG00000213380,COG8,18,0.54925,11,-0.3282,10,-0.3234,7,-0.9264,9,-0.4387,25,1.05949,20,0.67704,12,-0.1128
ENSG00000132604,TERF2,50,-0.2040,44,-0.4769,62,0.11663,73,0.43080,64,0.18318,32,-0.9083,68,0.28146,75,0.42881
ENSG00000103018,CYB5B,66,0.24421,56,-0.0348,60,0.07629,56,-0.0389,69,0.30667,64,0.19644,34,-0.7683,53,-0.1138
ENSG00000102908,NFAT5,6,-2.8443,47,0.25858,32,-0.3947,67,0.91029,56,0.51281,19,-1.1722,37,-0.1499,27,-0.6158
ENSG00000181019,NQO1,30,0.42607,24,0.06069,12,-0.9979,7,-1.8785,30,0.43560,49,1.26136,36,0.73631,10,-1.2470
ENSG00000198373,WWP2,23,0.07392,21,-0.1407,9,-1.3768,21,-0.1046,37,0.81392,21,-0.1080,31,0.53747,20,-0.1738
ENSG00000090857,PDPR,45,0.89967,16,-0.8799,15,-0.7751,20,-0.4385,52,1.15106,36,0.51790,36,0.56107,12,-1.1941
ENSG00000223496,EXOSC6,218,0.95416,114,-0.1337,209,0.87921,107,-0.2202,69,-0.8702,106,-0.2220,119,-0.0391,64,-0.9918
ENSG00000090861,AARS,267,1.19797,162,0.46353,149,0.21977,106,-0.3406,46,-1.5806,128,-0.0240,90,-0.5674,48,-1.5134
ENSG00000168872,DDX19A,6,-2.2256,25,-0.2157,40,0.58833,32,0.23012,60,1.27621,19,-0.6013,30,0.13568,13,-1.2001
ENSG00000157350,ST3GAL2,25,-0.0183,23,-0.1435,32,0.39853,24,-0.0590,20,-0.3834,28,0.18816,30,0.27782,23,-0.1474
ENSG00000103051,COG4,17,-0.1740,18,-0.1663,30,0.68852,15,-0.4517,21,0.11613,34,0.93562,13,-0.6190,15,-0.4082
ENSG00000189091,SF3B3,71,0.85343,56,0.60627,35,-0.2787,29,-0.6235,24,-0.8514,48,0.20557,28,-0.6265,30,-0.5337
ENSG00000132613,MTSS2,29,-0.7958,32,-0.7545,23,-1.1605,26,-1.0573,96,1.09986,113,1.38974,53,0.11011,77,0.73674
ENSG00000103043,VAC14,7,-1.4186,19,0.05260,27,0.62634,13,-0.5573,14,-0.3970,25,0.51389,18,-0.0365,27,0.63767
ENSG00000157423,HYDIN,9,-1.2475,9,-1.3385,9,-1.1203,11,-0.9313,87,2.68360,9,-1.2244,26,0.42864,29,0.59568
ENSG00000172137,CALB2,6,-2.4972,68,1.51271,0,-7.0892,8,-2.2538,31,-0.2161,119,2.09671,1,-5.2107,15,-1.3055
ENSG00000167377,ZNF23,30,0.88469,24,0.63114,4,-1.9925,16,-0.1059,15,-0.1782,17,0.00270,16,-0.1012,4,-2.0529
ENSG00000040199,PHLPP2,27,-0.1597,32,0.14258,44,0.59474,35,0.26318,18,-0.7497,23,-0.4355,37,0.31899,15,-1.0060
ENSG00000166747,AP1G1,48,0.34907,47,0.41262,28,-0.5029,44,0.26067,21,-0.8795,35,-0.1466,39,0.01332,22,-0.8719
ENSG00000182149,IST1,62,0.15428,54,-0.0971,77,0.50959,50,-0.2088,76,0.46965,52,-0.1373,63,0.18237,29,-1.0035
ENSG00000102984,ZNF821,24,0.39435,17,-0.1076,46,1.51298,15,-0.3002,2,-3.1104,16,-0.2537,19,0.07143,13,-0.4817
ENSG00000140829,DHX38,24,0.12147,23,0.06299,8,-1.4900,25,0.19094,19,-0.2631,26,0.23289,37,0.77822,14,-0.7746
ENSG00000260664,AC004158.1,22,0.35527,17,-0.1030,7,-1.3010,15,-0.2479,30,0.82782,12,-0.6073,24,0.44863,19,0.13153
ENSG00000140836,ZFHX3,25,-0.1681,6,-2.5385,13,-1.1202,14,-1.1462,151,3.28695,19,-0.5852,23,-0.2519,27,-0.0420
ENSG00000103035,PSMD7,163,-0.0401,204,0.41343,163,-0.0382,210,0.40848,99,-0.8114,112,-0.6165,172,0.04094,98,-0.8274
ENSG00000090863,GLG1,125,-0.0397,127,-0.0111,109,-0.2544,152,0.31516,178,0.52977,98,-0.4196,121,-0.0833,90,-0.5426
ENSG00000103091,WDR59,38,0.98492,13,-0.8398,11,-0.9190,20,-0.0830,32,0.68733,28,0.45165,31,0.63168,10,-1.0935
ENSG00000186187,ZNRF1,48,0.43126,51,0.67503,48,0.43507,42,0.25066,13,-1.5447,26,-0.5267,20,-0.9460,12,-1.6402
ENSG00000184517,ZFP1,23,0.00143,29,0.44143,21,-0.1965,33,0.64330,10,-1.2642,23,-0.0539,10,-1.2097,16,-0.5386
ENSG00000050820,BCAR1,55,0.31542,59,0.57946,51,0.19066,37,-0.3231,40,-0.1698,47,0.06350,27,-0.8025,23,-1.0372
ENSG00000153774,CFDP1,144,-0.4080,200,0.12810,207,0.15623,227,0.34326,252,0.47787,133,-0.5341,125,-0.6265,147,-0.3796
ENSG00000166822,TMEM170A,36,0.81531,14,-0.7129,28,0.44305,12,-0.9337,41,1.03504,30,0.53165,26,0.31866,7,-1.5492
ENSG00000034713,GABARAPL2,273,0.36370,279,0.52057,165,-0.4326,174,-0.3848,156,-0.5242,333,0.68857,127,-0.8346,155,-0.5271
ENSG00000065457,ADAT1,10,-0.4710,15,0.11624,11,-0.3878,22,0.77181,13,-0.1120,10,-0.5198,9,-0.6871,14,-0.0284
ENSG00000065427,KARS,100,0.99759,74,0.64154,48,-0.1886,43,-0.4148,37,-0.5969,53,-0.0290,29,-0.9736,24,-1.2181
ENSG00000166848,TERF2IP,429,-0.4344,746,0.57858,524,-0.1236,677,0.32025,514,-0.1532,385,-0.6044,442,-0.3895,347,-0.7611
ENSG00000152910,CNTNAP4,85,1.42377,15,-1.5039,6,-2.5595,31,-0.2342,61,0.86065,64,0.92441,55,0.66697,18,-1.0558
ENSG00000103111,MON1B,51,0.08610,39,-0.4148,36,-0.4708,47,-0.0458,59,0.31527,62,0.37571,63,0.41663,52,0.10007
ENSG00000171724,VAT1L,46,0.63967,18,-0.9666,110,2.24238,26,-0.2875,6,-2.3029,17,-0.9167,39,0.38446,14,-1.1417
ENSG00000186153,WWOX,25,-0.0174,16,-0.8555,23,-0.1694,33,0.45003,46,0.93467,22,-0.2622,29,0.21724,23,-0.1570
ENSG00000178573,MAF,37,-0.1965,31,-0.5434,21,-1.0479,33,-0.4056,91,1.29079,55,0.43719,51,0.31670,46,0.13153
ENSG00000166446,CDYL2,19,-0.9030,50,0.85611,32,-0.0875,37,0.15333,5,-2.8035,30,-0.1637,34,-0.0125,28,-0.3140
ENSG00000103121,CMC2,52,0.43655,53,0.60833,37,-0.1288,30,-0.4613,36,-0.1308,45,0.18950,15,-1.4451,32,-0.3486
ENSG00000166454,ATMIN,82,-0.1912,113,0.41257,104,0.19364,82,-0.2127,64,-0.5654,99,0.11718,97,0.07509,67,-0.4885
ENSG00000140905,GCSH,85,-0.2225,74,-0.5129,38,-1.4329,70,-0.5763,108,0.15775,220,1.35595,114,0.24087,148,0.67517
ENSG00000153815,CMIP,94,-0.2142,107,-0.0107,137,0.38976,147,0.57541,80,-0.4587,70,-0.6675,100,-0.1152,87,-0.3400
ENSG00000197943,PLCG2,24,-0.6542,30,-0.3894,13,-1.5134,44,0.32757,76,1.22147,24,-0.6454,32,-0.1826,54,0.64995
ENSG00000135698,MPHOSPH6,76,0.01536,89,0.35711,82,0.14479,79,0.08036,76,0.00901,46,-0.7430,69,-0.1378,52,-0.5773
ENSG00000140945,CDH13,109,0.30223,153,1.19812,96,0.10046,90,0.00169,9,-3.3153,58,-0.6820,26,-1.8764,53,-0.8147
ENSG00000230989,HSBP1,250,0.64233,179,0.13266,130,-0.3967,127,-0.4816,136,-0.3293,239,0.56786,144,-0.2367,156,-0.1117
ENSG00000103154,NECAB2,24,-0.8610,61,0.84786,5,-3.0406,16,-1.4926,61,0.63649,102,1.52441,4,-3.4712,42,0.03236
ENSG00000140943,MBTPS1,36,-0.3467,51,0.23976,39,-0.2375,63,0.62165,38,-0.2731,32,-0.5037,43,-0.0725,29,-0.6979
ENSG00000103160,HSDL1,78,0.85708,51,0.19437,55,0.28565,47,0.03621,18,-1.4310,47,0.01269,34,-0.4886,29,-0.6935
ENSG00000103175,WFDC1,25,0.90292,19,0.59600,17,0.27150,7,-1.0398,0,-4.0382,24,0.81938,8,-0.8225,10,-0.5034
ENSG00000103187,COTL1,53,0.19138,23,-1.2889,46,-0.0327,32,-0.6302,107,1.37427,89,1.04595,42,-0.1897,48,0.02346
ENSG00000135686,KLHL36,4,-2.7855,33,0.36608,32,0.24285,17,-0.7841,53,1.05311,34,0.33039,27,-0.0211,20,-0.4888
ENSG00000103194,USP10,85,0.46731,79,0.43006,37,-0.8178,67,0.08157,62,-0.0390,50,-0.3845,58,-0.1481,39,-0.7477
ENSG00000153786,ZDHHC7,18,0.35429,11,-0.5294,41,1.81520,17,0.35646,2,-2.4983,8,-0.7812,8,-0.8518,11,-0.3287
ENSG00000135709,KIAA0513,191,0.35723,188,0.41968,228,0.64074,145,-0.0970,61,-1.4078,139,-0.1488,91,-0.8090,122,-0.3566
ENSG00000131149,GSE1,10,-1.0523,19,-0.0924,16,-0.3796,23,0.18495,19,-0.1078,28,0.47735,29,0.53392,20,-0.0668
ENSG00000131148,EMC8,45,1.40156,22,0.27936,14,-0.5135,12,-0.7623,14,-0.4464,25,0.40294,9,-1.1180,14,-0.4602
ENSG00000131143,COX4I1,1228,0.52560,1092,0.42905,664,-0.4544,564,-0.7658,597,-0.6170,1383,0.72267,577,-0.6706,909,0.03772
ENSG00000103264,FBXO31,53,0.48292,56,0.79615,48,0.34512,32,-0.3246,14,-1.5145,28,-0.5181,31,-0.3314,20,-1.0236
ENSG00000140941,MAP1LC3B,182,0.16370,203,0.43669,157,-0.0728,157,-0.0819,128,-0.3867,177,0.12279,110,-0.6276,130,-0.3614
ENSG00000140948,ZCCHC14,15,-0.6688,23,-0.0844,27,0.18254,17,-0.5554,25,0.09442,39,0.77978,26,0.13525,27,0.22008
ENSG00000154118,JPH3,72,-0.8101,113,-0.1452,99,-0.3301,91,-0.5101,104,-0.2542,213,0.91427,128,0.07382,206,0.85318
ENSG00000103257,SLC7A5,30,0.26343,12,-1.3071,48,1.02510,17,-0.6350,30,0.25996,27,0.08282,46,0.95676,28,0.17901
ENSG00000179588,ZFPM1,28,0.26929,21,-0.2085,9,-1.3955,20,-0.2636,20,-0.2506,44,1.02147,33,0.53138,21,-0.1618
ENSG00000158545,ZC3H18,16,-1.0376,25,-0.4008,30,-0.0495,35,0.19213,75,1.47511,20,-0.6414,22,-0.5305,34,0.13993
ENSG00000167508,MVD,37,0.21137,31,-0.0923,52,0.75153,24,-0.5121,46,0.55708,28,-0.2425,31,-0.0680,23,-0.5527
ENSG00000260630,SNAI3-AS1,25,0.46216,20,0.10100,11,-0.8441,12,-0.7602,16,-0.2553,19,0.02234,22,0.24427,31,0.79594
ENSG00000198931,APRT,71,0.96734,61,0.96253,29,-0.4842,17,-1.3727,20,-1.0126,50,0.38715,15,-1.4506,30,-0.4030
ENSG00000167515,TRAPPC2L,118,0.95169,88,0.61301,38,-0.8539,48,-0.5316,57,-0.2261,79,0.29331,32,-1.1163,40,-0.7600
ENSG00000129993,CBFA2T3,14,0.15118,13,0.02816,15,0.23901,11,-0.3533,18,0.49006,13,0.02822,13,-0.0514,9,-0.5009
ENSG00000176715,ACSF3,10,-0.4273,12,-0.2190,17,0.32577,16,0.26087,14,0.06017,13,-0.0287,16,0.24676,11,-0.2880
ENSG00000167522,ANKRD11,272,-0.5841,382,-0.0678,239,-0.7778,481,0.35375,612,0.71192,212,-0.9640,455,0.22682,450,0.20608
ENSG00000197912,SPG7,93,0.63304,56,-0.2109,94,0.65889,55,-0.2063,65,0.05466,61,-0.0351,56,-0.1857,41,-0.6644
ENSG00000167526,RPL13,1265,0.08114,1057,-0.2489,865,-0.5137,707,-0.8905,1822,0.67668,1878,0.72736,982,-0.3177,1823,0.67697
ENSG00000131165,CHMP1A,52,0.62679,40,0.26252,57,0.77201,22,-0.7964,25,-0.5078,31,-0.2043,29,-0.2733,29,-0.3088
ENSG00000185324,CDK10,16,-0.0383,16,-0.0186,22,0.44940,13,-0.4411,14,-0.2021,19,0.18254,22,0.42955,14,-0.2075
ENSG00000075399,VPS9D1,19,0.04211,19,0.08805,9,-0.9901,15,-0.2852,12,-0.6069,30,0.80845,30,0.76560,13,-0.5597
ENSG00000141002,TCF25,304,0.41869,259,0.20438,254,0.12765,249,0.11324,242,0.05489,220,-0.1008,120,-1.0282,159,-0.5982
ENSG00000258947,TUBB3,249,0.40290,199,0.05770,406,1.23613,235,0.35474,79,-1.3746,122,-0.7150,135,-0.5597,69,-1.5754
ENSG00000140995,DEF8,74,0.74330,40,-0.3108,57,0.30596,43,-0.1480,32,-0.5864,68,0.59147,43,-0.1399,36,-0.3919
ENSG00000177946,CENPBD1,49,1.84067,18,0.12106,12,-0.5221,12,-0.5226,16,-0.1090,7,-1.3518,15,-0.1964,8,-1.0952
ENSG00000003249,DBNDD1,54,-0.1244,81,0.67362,58,-0.0202,32,-1.0172,28,-1.1160,92,0.72627,24,-1.3314,83,0.56324
ENSG00000141013,GAS8,27,0.75768,13,-0.5022,17,-0.0325,19,0.18370,13,-0.3846,19,0.14823,21,0.35983,13,-0.3920
ENSG00000272636,DOC2B,22,-0.2116,36,0.73720,19,-0.4249,14,-1.0062,26,0.02193,33,0.39902,9,-1.5167,35,0.50770
ENSG00000187624,C17orf97,17,-0.4884,29,0.37786,38,0.71892,27,0.22935,22,-0.1235,14,-0.8161,15,-0.6759,16,-0.6198
ENSG00000183688,RFLNB,7,-1.1140,14,-0.1783,19,0.34876,17,0.23315,12,-0.3831,21,0.55037,3,-2.3698,28,1.02344
