Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000105677,TMEM147,61,-0.1399,77,0.39450,61,-0.1397,45,-0.6235,45,-0.6248,80,0.30300
ENSG00000126254,RBM42,63,0.77682,42,0.20657,23,-0.8170,27,-0.5699,34,-0.2199,36,-0.1263
ENSG00000126267,COX6B1,257,-1.0602,688,0.93819,340,-0.6283,286,-0.8936,474,-0.1008,436,-0.2351
ENSG00000272333,KMT2B,22,0.55601,11,-0.8050,23,0.68298,13,-0.3081,17,0.11150,21,0.52971
ENSG00000161265,U2AF1L4,12,-0.3554,17,0.41557,17,0.21141,11,-0.4786,12,-0.3851,13,-0.1914
ENSG00000205155,PSENEN,42,0.14701,52,0.89781,29,-0.4369,19,-1.0768,7,-2.5007,41,0.09587
ENSG00000267796,LIN37,8,-1.3866,27,1.05126,27,0.52768,8,-1.2905,7,-1.4772,15,-0.4035
ENSG00000004777,ARHGAP33,21,-0.5648,24,-0.4962,60,1.18919,17,-0.8565,34,0.20331,40,0.47451
ENSG00000105290,APLP1,1146,1.65871,466,0.09491,405,-0.1672,264,-0.8369,181,-1.4150,186,-1.3764
ENSG00000126243,LRFN3,9,-0.8477,19,0.59529,5,-1.5928,22,0.63883,8,-0.9667,17,0.19258
ENSG00000205138,SDHAF1,26,0.20735,31,0.83811,16,-0.5993,16,-0.5565,14,-0.7406,13,-0.9386
ENSG00000239382,ALKBH6,14,-1.1927,39,0.58504,23,-0.4756,31,-0.0164,34,0.12905,25,-0.3387
ENSG00000105270,CLIP3,132,-1.6501,520,0.90562,379,-0.0276,376,-0.0376,260,-0.6245,239,-0.7514
ENSG00000105258,POLR2I,208,0.03602,243,0.49616,183,-0.1732,70,-1.6425,228,0.18085,172,-0.2714
ENSG00000105254,TBCB,273,0.54832,237,0.54187,121,-0.7627,143,-0.4951,151,-0.4164,126,-0.6946
ENSG00000126247,CAPNS1,129,-1.0377,363,1.16739,148,-0.8319,192,-0.4295,131,-1.0164,206,-0.3131
ENSG00000161281,COX7A1,35,-1.9558,152,0.56693,58,-1.1978,141,0.20286,215,0.92784,63,-1.0519
ENSG00000167635,ZNF146,103,1.59466,30,-0.7517,57,0.51695,25,-0.7824,34,-0.3178,35,-0.2818
ENSG00000232677,LINC00665,15,0.00675,14,-0.0385,17,0.26512,14,-0.1054,15,0.07640,13,-0.1791
ENSG00000142065,ZFP14,36,0.11216,28,-0.3978,30,-0.1914,53,0.75738,41,0.34422,28,-0.2838
ENSG00000181007,ZFP82,19,-0.1173,19,-0.0962,21,0.06629,33,0.81544,12,-0.8241,19,-0.0663
ENSG00000186017,ZNF566,26,0.55585,12,-1.0033,22,0.30018,19,0.08019,28,0.68304,24,0.40828
ENSG00000254004,ZNF260,21,0.42793,13,-0.4041,15,-0.1107,9,-0.8319,22,0.51979,23,0.58537
ENSG00000186020,ZNF529,39,0.31515,29,-0.2463,45,0.55428,27,-0.2987,22,-0.5978,41,0.36919
ENSG00000161298,ZNF382,21,0.24961,10,-1.2368,43,1.55106,16,-0.1318,24,0.50201,15,-0.2301
ENSG00000197808,ZNF461,14,0.03793,14,0.05660,22,0.84173,15,0.24193,7,-0.9339,7,-0.9981
ENSG00000197050,ZNF420,18,0.37566,14,0.00595,11,-0.3920,17,0.32674,8,-0.8907,16,0.24899
ENSG00000196967,ZNF585A,22,0.10190,12,-1.1299,27,0.42951,33,0.71992,26,0.32077,31,0.65186
ENSG00000188283,ZNF383,27,0.91948,10,-0.9719,20,0.38333,20,0.43224,19,0.36860,13,-0.2417
ENSG00000226686,LINC01535,7,-1.1303,20,0.60056,27,0.89564,12,-0.4822,9,-0.9022,9,-0.8619
ENSG00000181666,ZNF875,12,-0.6407,19,0.05337,31,0.80646,17,-0.1524,9,-1.1944,24,0.37986
ENSG00000171827,ZNF570,34,0.60143,14,-1.0556,35,0.67899,26,0.17939,25,0.10585,32,0.53505
ENSG00000188227,ZNF793,24,0.63019,11,-0.7635,24,0.65043,20,0.33983,18,0.16222,14,-0.2642
ENSG00000171817,ZNF540,17,-0.7553,28,0.00024,80,1.83752,18,-0.7271,16,-0.8575,11,-1.4751
ENSG00000120784,ZFP30,28,0.75635,13,-0.6586,25,0.57087,13,-0.4570,25,0.53829,15,-0.2414
ENSG00000105738,SIPA1L3,23,0.69069,12,-0.5989,14,-0.1424,19,0.38422,15,-0.0123,18,0.31074
ENSG00000011332,DPF1,9,-2.5739,56,0.15250,103,1.12256,62,0.24273,47,-0.1921,32,-0.7914
ENSG00000167642,SPINT2,16,-3.1622,188,1.05200,146,0.13820,133,-0.0118,82,-0.7639,75,-0.9054
ENSG00000167641,PPP1R14A,873,5.19362,15,-3.6915,4,-4.7397,8,-3.8880,43,-1.5448,71,-0.8003
ENSG00000167645,YIF1B,35,0.14756,38,0.47889,28,-0.2217,28,-0.2227,21,-0.6593,24,-0.4413
ENSG00000099341,PSMD8,105,-0.8614,259,1.12553,156,-0.2365,120,-0.6503,108,-0.8169,104,-0.8720
ENSG00000130244,FAM98C,27,-0.3219,39,0.43490,23,-0.6085,27,-0.3189,32,-0.0471,34,0.05242
ENSG00000196218,RYR1,21,0.31733,6,-2.0627,14,-0.3069,7,-1.4500,11,-0.6996,79,2.98581
ENSG00000178982,EIF3K,100,-1.1891,276,0.73314,170,-0.3707,128,-0.8097,178,-0.2960,252,0.25916
ENSG00000130402,ACTN4,193,0.44988,135,-0.2144,204,0.54289,158,0.11991,89,-0.7806,138,-0.0978
ENSG00000104823,ECH1,74,0.24528,74,0.42514,45,-0.5283,29,-1.2014,41,-0.6871,85,0.49439
ENSG00000104824,HNRNPL,112,0.19402,88,-0.3120,118,0.28638,108,0.14084,100,0.00599,106,0.09931
ENSG00000068903,SIRT2,530,2.08795,129,-0.6466,113,-0.6403,86,-1.0503,130,-0.4221,150,-0.1973
ENSG00000104825,NFKBIB,33,1.10373,14,-0.5063,15,-0.1695,9,-0.9515,23,0.49977,18,0.08434
ENSG00000104835,SARS2,11,-0.3957,18,0.85303,14,0.01974,7,-0.9014,7,-0.9101,10,-0.4345
ENSG00000128626,MRPS12,27,-0.4470,48,0.86082,39,0.13321,18,-1.0584,23,-0.6829,24,-0.6396
ENSG00000161243,FBXO27,21,-0.2799,26,0.05967,39,0.67556,29,0.21223,24,-0.0863,12,-1.1385
ENSG00000179134,SAMD4B,103,0.78890,40,-1.0633,59,-0.1319,45,-0.5554,97,0.68474,115,0.97696
ENSG00000006712,PAF1,53,0.32744,46,0.12535,40,-0.1539,30,-0.5851,33,-0.4236,53,0.32350
ENSG00000063322,MED29,77,-0.2787,92,0.01777,96,0.07540,73,-0.3694,100,0.14092,110,0.29997
ENSG00000105193,RPS16,588,0.46725,368,-0.4528,319,-0.5233,115,-2.0660,751,0.89202,744,0.87483
ENSG00000196235,SUPT5H,79,-0.7066,116,-0.1659,142,0.23022,140,0.20826,169,0.52178,118,-0.0704
ENSG00000105197,TIMM50,21,-1.2653,64,0.82923,40,-0.2890,45,-0.1340,27,-0.8919,46,-0.0857
ENSG00000090932,DLL3,7,-1.3827,25,0.84420,18,-0.0905,4,-2.1016,17,-0.1666,22,0.27227
ENSG00000176401,EID2B,12,-1.2690,34,0.70586,31,0.22078,31,0.21950,21,-0.3492,10,-1.5479
ENSG00000176396,EID2,15,-2.0877,85,1.01870,51,-0.2893,71,0.25198,44,-0.5361,28,-1.2100
ENSG00000105204,DYRK1B,9,-1.0053,19,0.18377,25,0.56242,15,-0.2175,19,0.12326,15,-0.2931
ENSG00000105202,FBL,56,0.23532,42,-0.3438,30,-0.7226,39,-0.3367,79,0.81942,63,0.42726
ENSG00000013275,PSMC4,39,-0.3493,65,0.86735,27,-0.9117,56,0.24192,23,-1.1426,31,-0.6756
ENSG00000130758,MAP3K10,9,-2.1506,32,-0.4884,20,-1.0721,35,-0.1869,106,1.75703,56,0.57951
ENSG00000174521,TTC9B,39,-2.2755,236,0.88942,79,-1.2445,159,-0.1594,298,0.89677,60,-1.6548
ENSG00000105221,AKT2,39,1.07775,16,-0.5568,24,0.26213,9,-1.3292,10,-1.0798,39,1.04812
ENSG00000105223,PLD3,108,-2.0863,593,1.07922,494,0.26925,401,-0.0716,197,-1.1823,202,-1.1397
ENSG00000090013,BLVRB,30,-0.6904,59,0.72328,25,-0.9590,30,-0.6910,32,-0.5590,62,0.48068
ENSG00000160460,SPTBN4,12,-2.4824,78,0.63759,82,0.45022,73,0.25320,49,-0.3718,33,-0.9692
ENSG00000105245,NUMBL,14,-2.0007,77,1.07133,67,0.33959,52,-0.0621,18,-1.6792,30,-0.9284
ENSG00000077312,SNRPA,25,-0.2367,34,0.41929,33,0.17727,22,-0.4621,15,-1.0232,32,0.15612
ENSG00000167578,RAB4B,52,0.24001,62,0.98691,44,-0.0064,24,-0.9552,11,-2.0379,23,-1.0387
ENSG00000269858,EGLN2,42,-0.6614,69,0.18396,78,0.32761,58,-0.1575,60,-0.1020,63,-0.0169
ENSG00000167601,AXL,10,-1.1487,8,-1.8061,6,-1.7998,9,-1.2208,28,0.53174,98,3.12618
ENSG00000105323,HNRNPUL1,128,0.80198,64,-0.5290,62,-0.3948,59,-0.4713,87,0.14071,124,0.75048
ENSG00000077348,EXOSC5,18,-0.4438,29,0.58087,24,-0.0082,9,-1.4758,25,0.09710,21,-0.1764
ENSG00000248098,BCKDHA,39,-0.0256,44,0.34571,42,0.09563,19,-1.1125,22,-0.8912,53,0.50755
ENSG00000105341,DMAC2,17,-0.7180,40,1.23703,13,-1.0866,16,-0.8576,17,-0.7137,21,-0.4285
ENSG00000105372,RPS19,660,0.39730,440,-0.4013,377,-0.5066,190,-1.5531,868,0.86903,812,0.75112
ENSG00000105404,RABAC1,153,-0.2231,244,1.01249,98,-0.9112,123,-0.5714,68,-1.4626,162,-0.1296
ENSG00000105409,ATP1A3,36,-3.3578,518,1.39122,284,-0.2871,399,0.26397,170,-1.0851,96,-1.9360
ENSG00000105737,GRIK5,5,-2.9002,50,0.75179,48,0.34260,28,-0.5000,32,-0.2825,34,-0.1962
ENSG00000160570,DEDD2,11,-1.1682,32,1.00757,24,0.08762,19,-0.3313,8,-1.5831,17,-0.4655
ENSG00000105723,GSK3A,46,-0.9697,98,0.34782,101,0.26406,82,-0.0673,93,0.12231,61,-0.5501
ENSG00000079432,CIC,25,-0.5495,33,-0.1739,46,0.38642,27,-0.4454,47,0.43072,45,0.35328
ENSG00000079462,PAFAH1B3,18,-0.8807,41,0.82290,31,0.01229,19,-0.7583,10,-1.7093,37,0.29406
ENSG00000167619,TMEM145,5,-1.7117,17,0.32577,22,0.63805,17,0.16636,13,-0.2020,11,-0.5494
ENSG00000105429,MEGF8,24,-1.8551,89,0.20000,116,0.55627,116,0.56575,47,-0.8706,84,0.01771
ENSG00000105755,ETHE1,11,-0.5136,19,0.68133,10,-0.6746,4,-1.7510,11,-0.4323,22,0.65357
ENSG00000073050,XRCC1,22,0.29396,22,0.49632,10,-0.9875,16,-0.2432,13,-0.5935,18,-0.0821
ENSG00000167378,IRGQ,27,-1.1728,72,0.57660,46,-0.3895,88,0.66855,48,-0.3087,31,-0.9973
ENSG00000124444,ZNF576,10,-1.0919,24,0.40223,11,-1.0001,25,0.26851,24,0.25198,21,0.00478
ENSG00000131116,ZNF428,48,-1.1495,110,0.20765,122,0.30789,80,-0.3678,125,0.33701,98,-0.0493
ENSG00000105767,CADM4,211,1.35372,78,-0.5038,56,-0.8483,79,-0.3203,96,-0.0107,114,0.26902
ENSG00000105771,SMG9,15,-0.5644,26,0.54870,15,-0.5406,22,0.09076,8,-1.5157,28,0.43252
ENSG00000159871,LYPD5,5,-1.4407,15,0.29034,13,-0.0679,19,0.61210,11,-0.2665,12,-0.1640
ENSG00000267680,ZNF224,13,-0.0523,12,-0.3897,19,0.52144,18,0.46325,7,-0.9369,19,0.52978
ENSG00000167380,ZNF226,26,-0.1876,34,0.42220,18,-0.7181,18,-0.7878,25,-0.2672,40,0.51447
ENSG00000073008,PVR,5,-1.9135,23,0.68332,22,0.26849,26,0.55047,7,-1.4685,12,-0.5882
ENSG00000130204,TOMM40,25,-0.8402,54,0.70857,33,-0.4008,47,0.16590,25,-0.8426,36,-0.2772
ENSG00000130203,APOE,404,-0.0948,244,-1.2387,108,-2.1192,82,-2.5156,365,-0.2586,1923,2.98899
ENSG00000130208,APOC1,2,-2.8381,24,0.82630,13,-0.5363,12,-0.6947,28,0.68798,13,-0.5705
ENSG00000104853,CLPTM1,50,-1.0216,126,0.77055,87,-0.1719,85,-0.2033,58,-0.8130,88,-0.1594
ENSG00000104859,CLASRP,29,1.27518,11,-0.4373,10,-0.4124,11,-0.4026,13,-0.0617,15,0.08613
ENSG00000007047,MARK4,9,-1.9941,45,0.91987,28,-0.2292,25,-0.4066,33,0.02431,21,-0.6858
ENSG00000104866,PPP1R37,7,-1.5114,25,0.66518,21,0.10123,18,-0.1368,27,0.46665,5,-1.9572
ENSG00000007255,TRAPPC6A,36,0.97796,20,0.06873,13,-0.6105,10,-1.0999,9,-1.1240,29,0.62031
ENSG00000104884,ERCC2,10,-0.7507,21,0.51965,12,-0.5038,12,-0.5258,10,-0.7802,26,0.69090
ENSG00000012061,ERCC1,33,-0.8263,63,0.31280,70,0.37491,41,-0.4698,51,-0.1348,56,0.00203
ENSG00000125744,RTN2,5,-3.1399,51,0.37744,34,-0.4086,47,0.09670,67,0.69571,41,-0.1060
ENSG00000125741,OPA3,6,-1.3721,12,-0.4335,12,-0.3228,18,0.31913,33,1.41462,14,-0.0729
ENSG00000125746,EML2,63,1.25010,25,-0.4239,24,-0.3820,24,-0.3592,37,0.34258,23,-0.4445
ENSG00000125743,SNRPD2,129,-0.9403,308,0.79792,181,-0.4199,127,-0.9693,252,0.10972,196,-0.2892
ENSG00000185800,DMWD,23,-1.4980,69,0.35648,55,-0.1415,58,-0.0743,74,0.32805,59,-0.0446
ENSG00000125755,SYMPK,31,-0.2182,32,-0.2538,28,-0.4086,30,-0.2602,42,0.26556,62,0.91040
ENSG00000170604,IRF2BP1,8,-0.8600,20,1.06108,10,-0.5257,11,-0.3827,12,-0.1719,5,-1.4771
ENSG00000176182,MYPOP,11,-2.1320,61,1.01133,30,-0.6038,39,-0.1999,48,0.12193,24,-0.9403
ENSG00000104967,NOVA2,19,-1.4919,46,-0.1574,79,0.77617,86,0.93290,51,0.04071,25,-1.0522
ENSG00000011485,PPP5C,23,-1.5422,86,0.93042,57,-0.1620,59,-0.1084,34,-0.9508,51,-0.3412
ENSG00000277531,PNMA8C,15,-1.8824,60,0.47731,54,0.10394,70,0.54517,62,0.34072,14,-1.9685
ENSG00000182013,PNMA8A,52,-2.1173,285,0.94571,255,0.33104,213,0.03004,145,-0.5794,73,-1.6114
ENSG00000204851,PNMA8B,49,-1.9635,219,0.60877,154,-0.2223,308,0.93879,151,-0.2532,54,-1.8105
ENSG00000160014,CALM3,289,-2.1141,1547,0.91270,1020,-0.1841,1064,-0.1163,1212,0.09469,522,-1.2267
ENSG00000197380,DACT3,90,0.21601,72,-0.2096,47,-0.7998,50,-0.6989,103,0.44690,128,0.81456
ENSG00000090372,STRN4,24,-0.7435,37,-0.1496,73,1.04064,29,-0.4706,33,-0.2954,47,0.28027
ENSG00000181027,FKRP,12,-0.3483,18,0.51943,18,0.26200,17,0.23450,12,-0.3490,3,-2.0915
ENSG00000042753,AP2S1,78,-1.4588,284,1.06859,160,-0.3620,147,-0.4994,187,-0.1146,102,-1.0603
ENSG00000160007,ARHGAP35,103,-0.5562,132,-0.2476,121,-0.3043,201,0.52207,246,0.87467,116,-0.3641
ENSG00000130748,TMEM160,77,-1.8566,340,0.83590,173,-0.6260,184,-0.5346,328,0.40148,190,-0.4765
ENSG00000130749,ZC3H4,28,0.19869,23,-0.1581,15,-0.7498,22,-0.1628,23,-0.1067,40,0.84458
ENSG00000142230,SAE1,43,-1.0540,114,0.85513,55,-0.6905,86,0.00624,76,-0.1881,53,-0.7415
ENSG00000257704,INAFM1,14,-1.4923,52,1.00396,38,0.01819,21,-0.8747,29,-0.3884,26,-0.5617
ENSG00000105419,MEIS3,17,-1.6184,53,0.20740,82,0.86518,44,-0.1933,48,-0.0494,39,-0.3567
ENSG00000118160,SLC8A2,20,-2.3302,123,0.77387,150,0.77193,96,0.01393,62,-0.6655,31,-1.7000
ENSG00000105402,NAPA,73,-1.6698,316,1.22400,182,-0.2727,219,0.02802,98,-1.2287,103,-1.1497
ENSG00000024422,EHD2,9,-1.2254,11,-1.2729,45,1.32005,10,-1.1026,17,-0.2877,60,1.87787
ENSG00000105373,NOP53,81,0.01009,65,-0.5102,52,-0.6843,34,-1.3324,151,1.07165,146,1.00901
ENSG00000178980,SELENOW,925,-0.0769,1125,0.41114,689,-0.5431,541,-0.9200,1227,0.38828,847,-0.2183
ENSG00000105499,PLA2G4C,73,1.52773,24,-0.5473,24,-0.3764,22,-0.4988,21,-0.6039,37,0.33513
ENSG00000185453,ZSWIM9,10,-0.7189,12,-0.6902,16,-0.0396,16,-0.0049,38,1.45922,18,0.16582
ENSG00000105438,KDELR1,35,-0.3032,40,-0.1230,41,-0.0502,45,0.07758,16,-1.5060,84,1.15810
ENSG00000105447,GRWD1,8,-0.8258,17,0.37271,12,-0.3148,14,-0.0952,20,0.54058,10,-0.6159
ENSG00000105443,CYTH2,24,-0.6815,51,0.98895,19,-1.0246,32,-0.1984,24,-0.6982,29,-0.4010
ENSG00000142235,LMTK3,10,-2.3702,61,0.66453,61,0.39196,56,0.24658,36,-0.4559,27,-0.8769
ENSG00000063177,RPL18,559,0.23617,458,-0.1404,301,-0.7517,186,-1.4819,727,0.67929,751,0.73668
ENSG00000063176,SPHK2,15,-0.5341,18,-0.3150,15,-0.4741,17,-0.3130,33,0.73495,35,0.84120
ENSG00000105516,DBP,19,-2.0780,91,0.60404,71,-0.0486,46,-0.7421,81,0.15837,81,0.16242
ENSG00000063180,CA11,105,-2.1498,464,0.23248,460,0.12561,289,-0.6146,675,0.77429,446,0.07686
ENSG00000087074,PPP1R15A,4,-2.0914,17,0.16109,21,0.45887,18,0.20325,19,0.27503,13,-0.2428
ENSG00000104805,NUCB1,32,-1.2921,90,0.55101,57,-0.4062,76,0.05023,56,-0.4473,85,0.21958
ENSG00000087086,FTL,1615,0.89658,787,-0.4566,543,-0.8825,208,-2.3255,1362,0.59973,1675,0.96243
ENSG00000183207,RUVBL2,27,-1.0819,74,0.95592,49,-0.1450,40,-0.4734,30,-0.9035,43,-0.3498
ENSG00000104852,SNRNP70,73,0.04736,81,0.36009,87,0.34180,46,-0.6700,42,-0.8342,66,-0.1087
ENSG00000104863,LIN7B,10,-2.3043,69,1.31299,59,0.41241,27,-0.8498,23,-1.0937,19,-1.3349
ENSG00000177380,PPFIA3,15,-2.0204,66,0.30736,58,-0.0161,71,0.29650,67,0.21650,54,-0.1269
ENSG00000104888,SLC17A7,158,-2.3479,988,0.88772,545,-0.4785,1046,0.58705,529,-0.5230,389,-1.0008
ENSG00000104872,PIH1D1,23,-1.1615,57,0.41056,49,-0.0100,43,-0.2278,45,-0.1351,54,0.16155
ENSG00000142541,RPL13A,1364,0.50314,770,-0.6356,784,-0.3985,435,-1.3098,1624,0.80449,1774,0.96172
ENSG00000142534,RPS11,776,0.20065,584,-0.3934,446,-0.6827,294,-1.3230,1119,0.82311,1205,0.95402
ENSG00000142546,NOSIP,59,0.46014,46,0.09336,31,-0.5691,54,0.29744,34,-0.4149,39,-0.2317
ENSG00000126464,PRR12,8,-0.9440,12,-0.4056,18,0.28605,20,0.48510,21,0.56029,17,0.20136
ENSG00000126461,SCAF1,30,-0.8686,60,0.35358,52,-0.0132,48,-0.1347,42,-0.3580,61,0.24665
ENSG00000126456,IRF3,17,-0.5185,25,0.09020,30,0.32359,21,-0.2402,18,-0.4956,32,0.46804
ENSG00000126457,PRMT1,48,-0.5460,86,0.67803,62,-0.1484,38,-0.9228,57,-0.2799,63,-0.1193
ENSG00000169169,CPT1C,27,-1.2464,76,0.68185,60,0.01416,59,-0.0177,59,-0.0275,30,-1.0569
ENSG00000196961,AP2A1,43,-1.1986,108,0.37462,113,0.29936,115,0.33054,82,-0.2271,62,-0.6541
ENSG00000010361,FUZ,16,0.20183,16,0.30700,8,-0.8194,10,-0.4865,14,0.03173,15,0.06346
ENSG00000104973,MED25,23,-0.3939,38,0.69050,33,0.19056,25,-0.2957,13,-1.2364,22,-0.4853
ENSG00000104960,PTOV1,149,-0.1372,193,0.48340,133,-0.3211,164,0.00983,110,-0.6157,134,-0.3059
ENSG00000039650,PNKP,8,-0.9241,18,0.53641,8,-0.8677,12,-0.3160,5,-1.5469,27,1.04217
ENSG00000204673,AKT1S1,25,-0.2718,32,0.17063,27,-0.1762,14,-1.1417,34,0.22051,41,0.52032
ENSG00000104946,TBC1D17,53,0.46549,46,0.37213,35,-0.2147,25,-0.7559,33,-0.2891,31,-0.4255
ENSG00000213024,NUP62,29,-0.0443,29,-0.0620,32,0.14125,34,0.21433,26,-0.2341,31,0.04406
ENSG00000105053,VRK3,21,-0.2269,26,0.22765,16,-0.5928,27,0.22521,17,-0.5422,29,0.34182
ENSG00000105357,MYH14,50,1.56031,13,-1.0190,7,-1.6686,20,-0.0435,15,-0.4327,40,1.14761
ENSG00000131398,KCNC3,0,-8.2726,17,0.32539,19,0.32397,22,0.56876,17,0.19391,11,-0.4811
ENSG00000131408,NR1H2,34,-0.3199,44,0.13549,22,-0.9674,32,-0.4254,61,0.64477,50,0.28930
ENSG00000142530,FAM71E1,2,-3.0478,24,1.59873,9,-0.6915,6,-1.4377,8,-0.8934,13,-0.1980
ENSG00000161671,EMC10,168,1.07919,77,-0.3626,80,-0.1715,50,-0.9048,76,-0.2545,121,0.49983
ENSG00000161677,JOSD2,60,0.86929,31,-0.3178,32,-0.1900,26,-0.4862,38,0.11596,40,0.16877
ENSG00000204653,ASPDH,16,-1.3313,51,0.86943,20,-0.9930,33,-0.1999,55,0.62442,13,-1.5801
ENSG00000131409,LRRC4B,57,-0.2410,60,-0.2648,80,0.31652,74,0.17567,70,0.08262,77,0.24900
ENSG00000105472,CLEC11A,14,-0.0560,15,0.05949,7,-1.0330,11,-0.3855,15,0.05952,23,0.79143
ENSG00000167755,KLK6,267,6.43802,2,-4.4711,0,-8.9656,0,-6.7284,3,-3.5858,11,-1.6647
ENSG00000169035,KLK7,1,-3.6841,27,2.09111,1,-3.3400,12,-0.4024,14,-0.1345,2,-2.9089
ENSG00000142549,IGLON5,1,-3.5424,16,0.92108,3,-2.1026,16,0.49321,16,0.50955,6,-1.0201
ENSG00000105379,ETFB,146,0.41076,111,-0.0806,78,-0.5938,72,-0.7255,147,0.42102,140,0.34085
ENSG00000105568,PPP2R1A,136,-1.4595,458,0.81477,323,-0.1227,332,-0.0765,302,-0.2284,208,-0.8095
ENSG00000221923,ZNF880,12,-0.7840,9,-1.6460,10,-1.0908,35,0.93300,48,1.48641,40,1.18450
ENSG00000167555,ZNF528,24,0.72237,5,-2.2280,23,0.63410,24,0.69761,35,1.34155,16,0.00667
ENSG00000167766,ZNF83,43,1.22783,12,-1.1508,27,0.45941,13,-0.6954,7,-1.6364,47,1.42803
ENSG00000170949,ZNF160,36,1.05350,9,-1.5238,32,0.82913,21,0.11611,14,-0.4934,34,0.94307
ENSG00000170954,ZNF415,43,0.82539,17,-0.9135,35,0.48746,30,0.22577,32,0.31689,25,-0.0283
ENSG00000130844,ZNF331,33,-0.1645,35,-0.1098,46,0.36180,47,0.41212,35,-0.0674,28,-0.4032
ENSG00000179820,MYADM,49,0.46606,29,-0.5881,27,-0.5043,71,1.10569,40,0.11855,31,-0.2862
ENSG00000126583,PRKCG,14,-3.0088,153,1.07457,185,0.90285,96,-0.2008,39,-1.5623,28,-2.0642
ENSG00000105605,CACNG7,5,-1.9416,21,0.21499,18,-0.1477,22,0.22213,25,0.43773,20,0.03555
ENSG00000142408,CACNG8,31,-2.4188,118,-0.6040,220,0.61810,413,1.78899,146,-0.0613,85,-0.9014
ENSG00000170906,NDUFA3,281,-0.9748,675,0.74768,316,-0.7955,311,-0.8206,618,0.27239,483,-0.1300
ENSG00000105619,TFPT,53,-0.8562,104,0.34729,59,-0.6817,69,-0.4573,164,0.99369,62,-0.6042
ENSG00000105618,PRPF31,47,0.18462,45,0.22270,41,-0.0357,37,-0.1979,36,-0.2507,34,-0.3242
ENSG00000088038,CNOT3,16,-0.4561,25,0.37574,31,0.59338,25,0.24412,15,-0.5892,8,-1.4821
ENSG00000105617,LENG1,17,0.12733,14,-0.2219,28,0.94526,9,-0.8731,11,-0.5458,20,0.33573
ENSG00000125505,MBOAT7,36,-1.8342,173,1.16162,81,-0.6169,134,0.18511,66,-0.9299,68,-0.8889
ENSG00000170892,TSEN34,15,-0.1019,14,-0.2419,15,-0.0825,4,-1.9980,19,0.31186,32,1.19011
ENSG00000170889,RPS9,598,0.52355,397,-0.2311,312,-0.5314,186,-1.3256,584,0.48529,653,0.67460
ENSG00000167614,TTYH1,307,0.28999,215,-0.4293,203,-0.3756,115,-1.2464,210,-0.3219,615,1.53500
ENSG00000167615,LENG8,28,0.33805,16,-0.7649,36,0.75341,21,-0.1114,13,-0.8667,42,1.01396
ENSG00000125503,PPP1R12C,31,-1.1583,64,-0.0330,53,-0.3150,51,-0.3739,123,1.07642,70,0.12947
ENSG00000105048,TNNT1,0,-8.9332,24,-0.0694,39,0.79029,6,-2.1154,44,0.97382,36,0.65282
ENSG00000129990,SYT5,14,-3.1977,183,1.28866,130,0.09123,155,0.37766,49,-1.4257,25,-2.3862
ENSG00000105063,PPP6R1,34,-0.8431,62,0.13640,54,-0.1437,58,-0.0211,66,0.17440,70,0.28318
ENSG00000133265,HSPBP1,13,-2.0926,74,0.98835,38,-0.5461,44,-0.3305,51,-0.0932,40,-0.4488
ENSG00000160469,BRSK1,57,-0.9921,96,-0.2813,89,-0.2996,115,0.11080,185,0.91519,138,0.40529
ENSG00000108107,RPL28,1032,0.52759,640,-0.3924,486,-0.6896,319,-1.3351,1203,0.79214,1160,0.72839
ENSG00000108106,UBE2S,44,-0.6755,94,1.02956,51,-0.4517,38,-0.9023,59,-0.2224,39,-0.8703
ENSG00000187902,SHISA7,18,-0.2435,26,0.58728,36,0.92979,16,-0.3660,8,-1.5065,6,-1.7527
ENSG00000063241,ISOC2,31,-0.5194,52,0.53876,27,-0.6955,27,-0.7038,44,0.03629,49,0.20238
ENSG00000090971,NAT14,24,-1.2326,64,0.50834,62,0.24909,59,0.16640,35,-0.6509,44,-0.3180
ENSG00000213015,ZNF580,30,-0.7819,51,0.06737,58,0.26922,33,-0.6432,63,0.39486,58,0.25806
ENSG00000173581,CCDC106,18,-1.3737,53,0.44260,65,0.58897,33,-0.4840,48,0.08795,31,-0.6140
ENSG00000063244,U2AF2,31,-0.3265,43,0.35211,33,-0.2062,23,-0.7497,22,-0.8473,59,0.73493
ENSG00000063245,EPN1,54,-1.5846,171,0.32703,150,-0.0116,132,-0.2251,199,0.44909,145,-0.0699
ENSG00000142409,ZNF787,16,-0.0278,17,0.14719,12,-0.5171,9,-0.9113,9,-0.9123,32,1.14097
ENSG00000167685,ZNF444,16,-0.6612,26,0.16044,11,-1.2757,20,-0.2836,33,0.45786,37,0.67067
ENSG00000198440,ZNF583,11,-0.4180,12,-0.4346,19,0.39633,26,0.97883,10,-0.5798,17,0.21251
ENSG00000198046,ZNF667,24,-0.7397,28,-0.7229,88,1.45257,62,0.83167,30,-0.3728,27,-0.5436
