Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000172301,COPRS,118,-0.2074,71,-1.0529,160,0.38017,130,-0.0457,174,0.48100
ENSG00000108651,UTP6,9,-1.2918,30,0.75770,20,-0.0006,20,0.03773,20,0.03348
ENSG00000178691,SUZ12,43,-0.6692,95,0.73746,64,0.01208,73,0.23861,43,-0.6383
ENSG00000185158,LRRC37B,8,-0.6918,16,0.50845,8,-0.6358,12,-0.0197,17,0.69572
ENSG00000126858,RHOT1,43,-0.7704,76,0.20058,67,-0.0313,94,0.57760,61,-0.1816
ENSG00000141314,RHBDL3,19,-0.5558,23,-0.2272,34,0.55050,30,0.26643,21,-0.4051
ENSG00000108666,C17orf75,34,0.12811,28,-0.2012,21,-0.7594,42,0.50079,39,0.36105
ENSG00000010244,ZNF207,68,-0.4942,135,0.72351,64,-0.6443,102,0.21031,99,0.14527
ENSG00000108671,PSMD11,55,-0.4349,87,0.36403,74,0.09177,81,0.24329,56,-0.4175
ENSG00000176749,CDK5R1,190,-0.4459,178,-0.5572,304,0.43337,298,0.34030,234,-0.0891
ENSG00000108684,ASIC2,20,-0.3673,14,-0.8745,33,0.61238,21,-0.2619,30,0.37905
ENSG00000198783,ZNF830,12,-0.6066,20,0.17777,17,-0.1107,21,0.31539,20,0.14618
ENSG00000005156,LIG3,14,-0.2975,24,0.68306,12,-0.5882,15,-0.1549,20,0.32622
ENSG00000092871,RFFL,15,-0.2754,18,0.00063,25,0.66235,16,-0.1817,12,-0.6148
ENSG00000185379,RAD51D,16,0.27559,13,-0.0243,12,-0.1567,12,-0.1688,14,0.09595
ENSG00000166750,SLFN5,17,-0.1180,32,1.08049,9,-1.1571,31,1.01479,5,-1.8915
ENSG00000006125,AP2B1,153,-0.8290,297,0.31234,252,0.01445,321,0.45296,226,-0.1736
ENSG00000270647,TAF15,62,-0.2251,73,0.07652,67,-0.0838,84,0.31971,66,-0.0979
ENSG00000270885,RASL10B,40,0.79022,14,-0.9640,33,0.52222,10,-1.5074,28,0.14803
ENSG00000271447,MMP28,22,1.46152,9,-0.2291,1,-2.9378,3,-1.7809,20,1.29951
ENSG00000273611,ZNHIT3,28,-0.5641,20,-1.0410,41,0.11190,45,0.26976,58,0.75092
ENSG00000278311,GGNBP2,125,-0.5332,254,0.72661,153,-0.2145,197,0.24725,137,-0.3892
ENSG00000278535,DHRS11,8,-0.7658,7,-0.8656,11,-0.2169,24,1.18989,14,0.12771
ENSG00000275700,AATF,16,-0.0707,14,-0.2875,14,-0.3534,22,0.48173,19,0.23751
ENSG00000278540,ACACA,53,-0.1591,73,0.43596,55,-0.0957,69,0.31426,40,-0.6160
ENSG00000276234,TADA2A,14,-0.8117,32,0.57997,16,-0.5986,34,0.74017,21,-0.1271
ENSG00000276023,DUSP14,11,-0.5366,10,-0.7409,10,-0.8462,27,0.99425,23,0.73766
ENSG00000275066,SYNRG,29,-0.5441,61,0.74332,36,-0.2152,46,0.24387,32,-0.4001
ENSG00000278053,DDX52,29,-0.6235,73,1.02786,42,0.00641,39,-0.1177,27,-0.7248
ENSG00000278845,MRPL45,16,-0.0788,13,-0.4732,9,-1.0336,26,0.80769,24,0.61039
ENSG00000274211,SOCS7,34,-0.3764,57,0.53535,48,0.24449,36,-0.2585,34,-0.3787
ENSG00000275832,ARHGAP23,53,0.25570,34,-0.4933,63,0.66726,25,-0.9707,45,-0.0285
ENSG00000277363,SRCIN1,75,-0.0963,79,-0.0057,121,0.92541,53,-0.6693,47,-0.8742
ENSG00000273604,EPOP,31,0.06085,22,-0.5053,21,-0.5928,36,0.32553,42,0.65727
ENSG00000275023,MLLT6,115,1.17546,79,0.43278,43,-0.7031,30,-1.2112,55,-0.2193
ENSG00000277972,CISD3,42,0.44760,12,-1.5652,30,-0.1792,37,0.22541,44,0.52715
ENSG00000277258,PCGF2,12,-0.2035,10,-0.5691,17,0.45713,11,-0.3643,17,0.35156
ENSG00000277791,PSMB3,63,-0.6091,65,-0.5589,69,-0.4936,153,1.01555,109,0.35609
ENSG00000276293,PIP4K2B,207,0.06338,180,-0.1796,224,0.23738,181,-0.1712,193,-0.0556
ENSG00000273559,CWC25,15,-0.9718,41,0.76055,28,0.03246,30,0.16556,22,-0.3554
ENSG00000125691,RPL23,454,0.53313,196,-0.9195,308,-0.1851,297,-0.2281,455,0.53888
ENSG00000002834,LASP1,62,-0.1232,52,-0.4347,78,0.31282,62,-0.1206,74,0.18672
ENSG00000263874,LINC00672,46,-0.6434,52,-0.4437,70,0.06490,77,0.22708,92,0.56073
ENSG00000161381,PLXDC1,18,-0.2962,22,0.00447,23,0.12949,32,0.71466,13,-0.9008
ENSG00000067191,CACNB1,31,-0.9461,45,-0.3460,64,0.27343,69,0.39403,64,0.25740
ENSG00000108298,RPL19,455,0.68280,138,-1.3533,276,-0.2531,244,-0.4348,478,0.78242
ENSG00000141750,STAC2,42,-0.5050,57,-0.0054,87,0.90811,59,0.05729,26,-1.3051
ENSG00000108306,FBXL20,29,-0.5321,49,0.40775,43,0.17582,28,-0.5876,46,0.28215
ENSG00000125686,MED1,25,0.05260,42,0.99463,15,-0.8676,17,-0.6220,28,0.25101
ENSG00000167258,CDK12,23,-0.3922,69,1.74348,20,-0.7057,26,-0.1990,12,-1.3647
ENSG00000171532,NEUROD2,57,-0.9435,97,-0.0636,141,0.72504,109,0.15114,78,-0.4431
ENSG00000131771,PPP1R1B,228,0.89810,117,-0.3322,62,-1.4636,80,-0.9514,260,1.17659
ENSG00000131748,STARD3,21,0.26321,18,0.02559,16,-0.1547,16,-0.2077,19,0.09323
ENSG00000141741,MIEN1,32,-0.4523,19,-1.2971,45,0.15343,50,0.32229,61,0.70256
ENSG00000172057,ORMDL3,24,0.07336,15,-0.6927,18,-0.4493,35,0.76243,25,0.17353
ENSG00000108344,PSMD3,28,-1.0055,30,-0.8795,53,0.05973,76,0.71712,69,0.53833
ENSG00000008838,MED24,17,-0.5311,16,-0.6041,36,0.95794,18,-0.4091,22,-0.0734
ENSG00000126351,THRA,256,0.87116,147,-0.1651,103,-0.8266,138,-0.2740,191,0.30850
ENSG00000126368,NR1D1,38,-0.7618,52,-0.2464,53,-0.2176,61,0.03538,98,0.92696
ENSG00000188895,MSL1,82,-0.1054,85,-0.0536,94,0.15026,77,-0.2288,96,0.16258
ENSG00000108349,CASC3,69,0.00658,79,0.22979,67,-0.0542,56,-0.3574,75,0.14847
ENSG00000108352,RAPGEFL1,24,-0.1516,23,-0.2345,29,0.18256,29,0.19041,25,-0.0810
ENSG00000171475,WIPF2,122,-0.0992,141,0.15459,118,-0.1679,140,0.14238,130,0.00826
ENSG00000131759,RARA,12,0.28557,9,-0.1677,10,0.08924,12,0.35422,6,-0.7695
ENSG00000141753,IGFBP4,26,1.69232,4,-1.6812,1,-3.1891,9,-0.3624,21,1.15044
ENSG00000073584,SMARCE1,55,-0.1401,77,0.47598,51,-0.2825,54,-0.1613,63,0.12138
ENSG00000213424,KRT222,32,-1.6177,124,0.65307,93,0.14000,109,0.41929,72,-0.3096
ENSG00000186395,KRT10,46,0.26698,12,-1.8530,30,-0.4904,42,0.12601,71,1.11682
ENSG00000128422,KRT17,8,-2.4055,25,-0.6750,75,1.67775,25,-0.6805,35,-0.1135
ENSG00000173812,EIF1,595,0.15435,351,-0.7451,505,-0.1492,576,0.09746,719,0.50597
ENSG00000141696,P3H4,15,0.57024,12,0.16553,3,-1.9157,9,-0.2593,19,0.98444
ENSG00000141698,NT5C3B,59,0.03733,34,-0.8855,65,0.22696,58,0.02271,69,0.32489
ENSG00000131473,ACLY,42,-0.8059,46,-0.6297,77,0.26552,103,0.78343,65,-0.0745
ENSG00000173786,CNP,167,-0.1527,131,-0.5588,320,1.30013,83,-1.2881,139,-0.4632
ENSG00000168259,DNAJC7,108,-0.6321,182,0.26281,167,0.13219,160,0.04080,161,0.04739
ENSG00000168256,NKIRAS2,14,0.56720,8,-0.4568,10,-0.0348,8,-0.3331,11,0.12484
ENSG00000108773,KAT2A,25,-0.7149,33,-0.2187,41,0.13781,49,0.44126,41,0.13855
ENSG00000108774,RAB5C,78,0.02951,54,-0.6014,63,-0.3734,71,-0.1376,125,0.91176
ENSG00000167925,GHDC,18,0.67495,9,-0.5305,11,-0.3067,13,0.05965,13,0.02206
ENSG00000173757,STAT5B,27,0.11646,31,0.36297,26,0.07378,19,-0.4436,22,-0.2207
ENSG00000168610,STAT3,57,0.68671,45,0.25733,22,-1.0429,36,-0.1268,44,0.20209
ENSG00000177469,CAVIN1,75,3.09568,18,-0.1831,11,-1.1564,1,-3.8074,2,-3.3354
ENSG00000033627,ATP6V0A1,180,-0.7497,291,0.05749,374,0.59957,305,0.14399,210,-0.4978
ENSG00000266962,AC067852.2,8,-0.2920,7,-0.6386,9,-0.1216,11,0.21876,15,0.65843
ENSG00000068120,COASY,36,0.05333,21,-0.8076,33,-0.0979,37,0.11552,47,0.55762
ENSG00000108788,MLX,9,-0.6851,13,-0.2017,10,-0.6765,22,0.75749,20,0.61191
ENSG00000141699,RETREG3,19,-0.5520,29,0.17569,28,0.11938,23,-0.1715,31,0.28878
ENSG00000131462,TUBG1,12,-1.2642,19,-0.5481,26,-0.0248,49,1.20717,25,-0.0674
ENSG00000037042,TUBG2,76,-0.1980,50,-0.8970,76,-0.2332,113,0.50383,117,0.58218
ENSG00000108797,CNTNAP1,109,-0.6452,166,0.06113,179,0.23156,210,0.49963,125,-0.4179
ENSG00000108799,EZH1,28,-0.8188,69,0.72967,42,-0.1780,33,-0.5748,61,0.50755
ENSG00000131475,VPS25,17,-0.3258,11,-1.0052,22,0.11586,26,0.40957,27,0.45006
ENSG00000183978,COA3,66,-0.4162,54,-0.7276,77,-0.1570,103,0.38106,121,0.68183
ENSG00000126581,BECN1,56,-0.2092,58,-0.1331,49,-0.4840,84,0.50964,76,0.33137
ENSG00000131467,PSME3,41,-0.3766,37,-0.5655,56,0.16812,72,0.60483,49,-0.0743
ENSG00000266967,AARSD1,17,-1.2985,24,-0.7469,48,0.53206,49,0.52715,42,0.22390
ENSG00000198863,RUNDC1,38,-0.4029,54,0.24162,44,-0.1582,56,0.30421,47,-0.0058
ENSG00000131469,RPL27,561,0.61461,186,-1.2721,377,-0.1207,340,-0.2852,555,0.59410
ENSG00000108828,VAT1,16,-0.4320,13,-0.7581,22,0.15060,33,0.87209,18,-0.2288
ENSG00000108830,RND2,47,1.15542,18,-0.5645,25,-0.0066,10,-1.5146,27,0.11786
ENSG00000267002,AC060780.1,11,-0.8160,32,1.02507,15,-0.3090,12,-0.6223,22,0.32724
ENSG00000188554,NBR1,73,0.04448,75,0.09642,58,-0.3707,59,-0.3290,96,0.55755
ENSG00000175906,ARL4D,10,-1.2283,16,-0.5289,35,0.95759,27,0.35346,17,-0.4805
ENSG00000067596,DHX8,11,-0.9234,30,0.70542,17,-0.3560,22,0.17679,23,0.18593
ENSG00000108861,DUSP3,118,-0.6346,163,-0.0882,196,0.27613,211,0.37459,156,-0.1595
ENSG00000108852,MPP2,35,-0.4233,52,0.24649,45,-0.0188,48,0.11243,46,0.03425
ENSG00000091947,TMEM101,10,-0.8361,11,-0.6208,18,0.25197,18,0.21981,22,0.57529
ENSG00000161654,LSM12,33,-0.2974,40,0.05961,40,0.07699,44,0.21717,36,-0.1167
ENSG00000141349,G6PC3,25,-0.1506,23,-0.3141,18,-0.8118,36,0.47558,41,0.73130
ENSG00000108840,HDAC5,95,0.54914,56,-0.3978,88,0.46595,36,-1.0979,68,-0.0668
ENSG00000168591,TMUB2,22,-0.9344,29,-0.5034,40,0.07841,46,0.31582,55,0.66098
ENSG00000087152,ATXN7L3,104,0.12785,86,-0.2029,123,0.50639,74,-0.4416,82,-0.2806
ENSG00000108312,UBTF,61,-0.4313,95,0.33072,70,-0.2282,82,0.06449,91,0.25005
ENSG00000108309,RUNDC3A,314,0.16001,167,-0.9113,296,0.05838,315,0.16570,340,0.30217
ENSG00000013306,SLC25A39,20,-0.2992,22,-0.1658,19,-0.4642,33,0.54591,30,0.36913
ENSG00000030582,GRN,22,-0.2913,26,-0.0090,20,-0.5149,30,0.26563,36,0.55967
ENSG00000161682,FAM171A2,33,-0.2991,35,-0.1591,46,0.33542,47,0.34262,30,-0.4487
ENSG00000186566,GPATCH8,47,-0.2829,99,1.11192,49,-0.2364,44,-0.3962,41,-0.5074
ENSG00000180329,CCDC43,34,-0.5699,75,0.82534,43,-0.2295,57,0.30050,34,-0.5717
ENSG00000073670,ADAM11,27,-0.9147,42,-0.1862,63,0.61338,51,0.16404,43,-0.1458
ENSG00000108883,EFTUD2,26,-0.6676,28,-0.5732,44,0.23392,61,0.83952,33,-0.2574
ENSG00000131095,GFAP,2267,2.93487,269,-1.4559,271,-1.5566,188,-2.0065,468,-0.5717
ENSG00000131094,C1QL1,20,0.39404,9,-1.0027,18,0.24851,8,-1.1308,24,0.76291
ENSG00000172992,DCAKD,26,0.04464,18,-0.5784,20,-0.4631,24,-0.0959,42,0.93384
ENSG00000136448,NMT1,147,-0.6698,298,0.56948,214,-0.0353,265,0.35203,168,-0.4420
ENSG00000161714,PLCD3,37,1.38722,16,-0.2179,16,-0.2377,6,-1.7998,17,-0.1104
ENSG00000186834,HEXIM1,40,-0.6302,71,0.33332,62,0.09786,60,0.01949,60,0.03534
ENSG00000184922,FMNL1,15,-0.1260,14,-0.3209,10,-0.9201,24,0.64338,24,0.63632
ENSG00000225190,PLEKHM1,13,0.13308,10,-0.2546,13,0.06746,13,0.11781,11,-0.1110
ENSG00000186868,MAPT,239,-0.5469,348,0.09226,424,0.52129,310,-0.1094,283,-0.2685
ENSG00000120071,KANSL1,30,-0.7765,72,0.75831,44,-0.1478,37,-0.4572,58,0.34211
ENSG00000073969,NSF,228,-1.6635,479,-0.4762,841,0.59890,984,0.82591,529,-0.3114
ENSG00000108433,GOSR2,27,-0.3198,23,-0.5596,29,-0.1858,44,0.56398,40,0.36596
ENSG00000179673,RPRML,14,-0.5283,21,0.17512,16,-0.3846,31,0.87024,16,-0.2888
ENSG00000262879,AC005670.3,14,-0.2100,19,0.31228,17,0.14426,14,-0.1916,15,-0.1516
ENSG00000004897,CDC27,58,-0.7181,111,0.39921,89,0.01200,116,0.48380,70,-0.4147
ENSG00000141279,NPEPPS,105,-0.7739,231,0.59950,155,-0.1386,206,0.38197,142,-0.2828
ENSG00000108424,KPNB1,140,-0.5185,268,0.63404,157,-0.3580,221,0.27029,179,-0.1017
ENSG00000198933,TBKBP1,23,0.40619,10,-1.0189,27,0.85749,12,-0.7168,15,-0.3324
ENSG00000159111,MRPL10,31,0.08017,18,-0.7789,24,-0.4066,38,0.44841,39,0.52215
ENSG00000141295,SCRN2,13,0.25514,9,-0.2967,9,-0.3476,11,0.03126,14,0.38149
ENSG00000264920,AC018521.5,17,0.48848,6,-1.3215,16,0.42314,6,-1.1209,18,0.61095
ENSG00000167182,SP2,7,-0.5081,7,-0.5612,6,-0.7121,11,0.28726,18,1.17671
ENSG00000108439,PNPO,31,-0.2585,23,-0.7730,47,0.52897,39,0.11408,37,0.01413
ENSG00000108465,CDK5RAP3,18,-0.7704,26,-0.1756,26,-0.1448,27,-0.1020,46,0.91674
ENSG00000082641,NFE2L1,113,-1.0177,281,0.55120,246,0.34018,249,0.32231,133,-0.7582
ENSG00000108468,CBX1,112,-0.2953,163,0.37671,131,-0.0137,129,-0.0408,127,-0.0744
ENSG00000002919,SNX11,16,-0.1219,12,-0.6271,19,0.23185,18,0.06136,20,0.26430
ENSG00000136436,CALCOCO2,52,0.48027,69,1.05878,23,-0.9436,32,-0.3667,30,-0.4881
ENSG00000159199,ATP5MC1,77,-0.8171,61,-1.1738,93,-0.5606,204,0.93133,205,0.93360
ENSG00000159202,UBE2Z,72,-0.4726,94,-0.0227,110,0.29627,119,0.40392,73,-0.4493
ENSG00000159210,SNF8,38,0.31551,21,-0.6980,28,-0.2687,40,0.40080,35,0.15789
ENSG00000198740,ZNF652,35,0.11223,61,1.20714,25,-0.4557,21,-0.7476,24,-0.5019
ENSG00000167085,PHB,50,-0.2703,33,-0.9269,57,-0.0356,72,0.38586,79,0.56088
ENSG00000182575,NXPH3,12,-0.3052,7,-1.1114,29,1.55453,6,-1.4016,12,-0.3036
ENSG00000121067,SPOP,81,-0.1924,128,0.64642,72,-0.4243,95,0.09361,84,-0.1274
ENSG00000121073,SLC35B1,18,-0.7388,23,-0.3611,24,-0.3371,42,0.73230,37,0.47880
ENSG00000136504,KAT7,26,-0.4927,37,0.09558,38,0.15455,38,0.12820,35,0.00014
ENSG00000005884,ITGA3,16,0.14492,9,-0.8650,15,-0.0384,16,0.11661,19,0.44614
ENSG00000005882,PDK2,43,-0.3013,33,-0.7320,45,-0.2337,63,0.38023,74,0.68385
ENSG00000167100,SAMD14,33,1.44671,11,-0.6470,7,-1.3948,15,-0.1097,18,0.19601
ENSG00000108819,PPP1R9B,197,1.29990,67,-0.6998,85,-0.3360,48,-1.2340,117,0.26417
ENSG00000015532,XYLT2,8,-0.4347,9,-0.0662,9,-0.1523,15,0.77282,8,-0.2632
ENSG00000108826,MRPL27,50,-0.3834,44,-0.5961,57,-0.1970,77,0.36816,89,0.63756
ENSG00000108829,LRRC59,30,-0.1844,25,-0.4862,29,-0.2336,45,0.54400,39,0.28438
ENSG00000136444,RSAD1,12,-0.8275,12,-0.7757,16,-0.3636,25,0.44943,34,1.05155
ENSG00000006282,SPATA20,33,0.55903,13,-1.0116,21,-0.2779,16,-0.6421,39,0.90057
ENSG00000006283,CACNA1G,14,0.27532,14,0.29222,9,-0.5754,11,-0.1719,14,0.24400
ENSG00000154945,ANKRD40,70,0.21602,58,-0.1182,76,0.41002,49,-0.4165,51,-0.3370
ENSG00000108848,LUC7L3,240,-0.1098,521,1.39910,142,-1.0676,210,-0.3446,224,-0.2329
ENSG00000141232,TOB1,45,0.15567,34,-0.3058,37,-0.1853,27,-0.6940,63,0.81043
ENSG00000008294,SPAG9,208,-0.0772,353,0.91300,179,-0.3768,189,-0.2420,178,-0.3466
ENSG00000239672,NME1,60,-0.9409,54,-1.1022,94,-0.2071,165,0.85090,156,0.74326
ENSG00000243678,NME2,187,0.03673,86,-1.2389,138,-0.5304,236,0.46105,290,0.86380
ENSG00000011258,MBTD1,10,-0.0883,21,1.26982,9,-0.2788,8,-0.4465,6,-0.9697
ENSG00000011260,UTP18,21,-0.9864,41,0.15805,27,-0.6200,53,0.63820,51,0.56448
ENSG00000154975,CA10,68,-0.4523,81,-0.1365,52,-0.9529,168,1.25602,89,0.01256
ENSG00000166260,COX11,60,-0.1223,45,-0.5993,49,-0.4885,98,0.79525,75,0.28710
ENSG00000108924,HLF,157,-0.5212,180,-0.2954,214,0.00483,295,0.59511,220,0.05818
ENSG00000108960,MMD,71,-0.4494,77,-0.3223,114,0.43255,117,0.41956,73,-0.4019
ENSG00000153933,DGKE,32,-1.0354,78,0.50889,68,0.27939,66,0.21037,47,-0.3940
ENSG00000121058,COIL,16,-0.8801,47,1.00952,20,-0.5957,23,-0.2704,34,0.41688
ENSG00000121064,SCPEP1,11,-1.2683,27,0.17422,21,-0.2894,36,0.67808,29,0.32683
ENSG00000121057,AKAP1,37,0.20780,47,0.63632,27,-0.3554,30,-0.1563,26,-0.3769
ENSG00000153944,MSI2,115,0.96463,93,0.54634,34,-1.2545,14,-2.4530,105,0.79063
ENSG00000181610,MRPS23,48,-0.4623,59,-0.1035,50,-0.4032,70,0.20276,91,0.69929
ENSG00000136451,VEZF1,28,0.19389,32,0.46139,25,0.01490,10,-1.4163,29,0.27060
ENSG00000264112,AC015813.1,8,-0.5884,24,1.48690,5,-1.2515,9,-0.3744,13,0.21487
ENSG00000136450,SRSF1,44,-0.2702,41,-0.3847,50,-0.0706,63,0.37141,60,0.28054
ENSG00000264364,DYNLL2,293,-0.3098,332,-0.0942,421,0.37616,366,0.07814,305,-0.2408
ENSG00000005379,TSPOAP1,58,0.55733,41,-0.0693,35,-0.3544,28,-0.6885,54,0.43346
ENSG00000213246,SUPT4H1,38,-0.3182,28,-0.7992,47,0.06547,41,-0.1619,72,0.86385
ENSG00000108389,MTMR4,32,-0.7422,32,-0.7598,75,0.86315,60,0.29754,41,-0.3705
ENSG00000108387,SEPTIN4,104,-0.2730,75,-0.8151,200,1.11106,76,-0.7819,114,-0.1119
ENSG00000108384,RAD51C,21,-0.4370,13,-1.1876,19,-0.7038,47,1.02007,41,0.75185
ENSG00000175175,PPM1E,18,-1.0431,27,-0.3764,36,0.11643,53,0.82325,34,0.03299
ENSG00000108395,TRIM37,128,-1.0448,268,0.20090,285,0.36242,269,0.21285,223,-0.1256
ENSG00000182628,SKA2,45,0.76138,29,-0.0717,29,-0.0473,18,-0.8537,29,-0.0563
ENSG00000167447,SMG8,9,-0.5234,10,-0.4049,13,0.11672,17,0.55285,13,0.05418
ENSG00000153982,GDPD1,25,-0.9667,54,0.29019,44,-0.0767,65,0.66063,41,-0.2013
ENSG00000175155,YPEL2,28,-1.1476,58,0.07093,81,0.81860,50,-0.1856,48,-0.2434
ENSG00000265313,LINC01476,11,0.21369,9,-0.1569,5,-1.3182,11,0.18239,17,0.92548
ENSG00000108406,DHX40,30,-0.2610,61,1.04540,30,-0.2684,26,-0.4628,29,-0.3003
ENSG00000141367,CLTC,284,-0.8616,384,-0.3617,474,0.00192,766,0.90503,460,-0.0496
ENSG00000141378,PTRH2,11,-0.7776,8,-1.2136,14,-0.4550,35,1.33151,22,0.38018
ENSG00000062716,VMP1,41,-0.5625,53,-0.1217,50,-0.2715,88,0.79494,58,0.02409
ENSG00000108443,RPS6KB1,35,-0.3847,63,0.67216,39,-0.2211,42,-0.0816,42,-0.0561
ENSG00000170832,USP32,33,-0.3890,49,0.30621,42,0.02729,41,-0.0395,42,0.03171
ENSG00000062725,APPBP2,41,-0.6622,57,-0.1163,57,-0.1121,62,0.04587,88,0.68004
ENSG00000141376,BCAS3,23,-0.7999,33,-0.1888,46,0.44185,45,0.35754,34,-0.1739
ENSG00000108506,INTS2,7,-1.3580,21,0.42938,24,0.72226,12,-0.4912,16,-0.1056
ENSG00000108510,MED13,60,-0.0483,97,0.84181,46,-0.5399,48,-0.4169,65,0.08306
ENSG00000087995,METTL2A,12,-0.0126,14,0.30018,16,0.70055,5,-1.1993,9,-0.4761
ENSG00000146872,TLK2,41,-0.5720,111,1.29974,45,-0.4526,47,-0.3370,47,-0.3139
ENSG00000170921,TANC2,53,-0.7090,99,0.35803,77,-0.1071,101,0.39299,78,-0.0719
ENSG00000008283,CYB561,23,-1.1329,40,-0.2184,52,0.28156,70,0.80174,39,-0.2734
ENSG00000136485,DCAF7,78,-0.1033,86,0.07395,83,0.00466,93,0.21798,73,-0.2194
ENSG00000136463,TACO1,9,-1.2736,19,0.02060,21,0.13017,25,0.45189,22,0.23903
ENSG00000198909,MAP3K3,13,0.08564,13,0.09038,10,-0.4172,11,-0.1333,15,0.42786
ENSG00000266173,STRADA,13,-1.1426,31,0.32449,23,-0.2312,35,0.53038,30,0.22143
ENSG00000136490,LIMD2,8,-0.6600,9,-0.4531,14,0.32432,17,0.58170,11,-0.1385
ENSG00000108588,CCDC47,84,-0.6367,204,0.97697,77,-0.8415,132,0.14869,134,0.16930
ENSG00000198231,DDX42,98,-0.2102,165,0.73550,102,-0.1557,97,-0.2354,96,-0.2422
ENSG00000108592,FTSJ3,25,0.05500,32,0.44253,22,-0.2202,21,-0.2403,24,-0.0310
ENSG00000087191,PSMC5,138,-0.3032,130,-0.4039,164,-0.0075,195,0.30153,196,0.31780
ENSG00000266402,SNHG25,46,1.01496,23,-0.2570,16,-0.9207,19,-0.6195,36,0.51956
ENSG00000136478,TEX2,40,-0.6184,49,-0.2946,75,0.52880,63,0.15369,55,-0.1086
ENSG00000261371,PECAM1,28,1.73440,11,-0.1254,10,-0.2474,4,-1.5628,6,-1.0712
ENSG00000108654,DDX5,207,-0.5869,371,0.43273,250,-0.3019,295,0.01714,360,0.37356
ENSG00000258890,CEP95,15,-0.4215,46,1.68051,12,-0.9537,13,-0.7441,18,-0.1972
ENSG00000108854,SMURF2,30,0.55303,23,0.11270,15,-0.7375,12,-0.9973,34,0.78307
ENSG00000120063,GNA13,58,1.44874,14,-1.0779,20,-0.6069,22,-0.3784,28,0.01753
ENSG00000168646,AXIN2,18,0.52722,12,-0.1327,10,-0.5814,13,-0.0653,16,0.28726
ENSG00000154240,CEP112,42,1.03217,58,1.77717,12,-1.2774,10,-1.4078,5,-2.2739
ENSG00000154229,PRKCA,174,0.67381,90,-0.5094,65,-1.1256,124,0.04673,179,0.73427
ENSG00000198265,HELZ,50,-0.4142,100,0.83791,64,-0.0050,55,-0.2681,51,-0.3902
ENSG00000197170,PSMD12,67,-1.1437,179,0.51810,155,0.28844,157,0.27786,104,-0.4389
ENSG00000154217,PITPNC1,85,0.57961,58,-0.1166,34,-1.0741,50,-0.3720,96,0.82785
ENSG00000130935,NOL11,17,-0.2103,20,0.09477,14,-0.6079,31,0.91166,16,-0.2788
ENSG00000171634,BPTF,330,0.16392,648,1.52902,219,-0.6014,160,-1.0575,191,-0.7700
ENSG00000186665,C17orf58,8,-1.1282,11,-0.5911,12,-0.6014,24,0.67148,29,1.07970
ENSG00000182481,KPNA2,24,-1.1153,44,-0.1247,51,0.13692,57,0.32774,59,0.40731
ENSG00000278730,AC005332.6,20,0.46864,13,-0.3455,17,0.21876,8,-1.0380,18,0.29720
ENSG00000196704,AMZ2,97,0.03515,71,-0.5050,63,-0.7584,104,0.14528,158,0.95039
ENSG00000108946,PRKAR1A,290,-0.6390,316,-0.4967,489,0.29908,549,0.47961,433,0.04760
ENSG00000154265,ABCA5,24,-1.0750,92,1.32920,41,-0.2586,49,0.09956,29,-0.7695
ENSG00000108984,MAP2K6,17,-0.1737,23,0.37056,11,-0.9833,26,0.56213,21,0.22129
ENSG00000125398,SOX9,118,1.16942,48,-0.4841,6,-3.7486,16,-2.1714,161,1.91243
ENSG00000227036,LINC00511,12,0.13432,14,0.39047,7,-0.8998,5,-1.0975,20,1.06196
ENSG00000133195,SLC39A11,15,0.49453,7,-0.6448,8,-0.5073,6,-0.8629,20,1.07914
ENSG00000180616,SSTR2,27,-2.3025,128,0.21097,199,1.26892,125,0.16220,49,-1.3841
ENSG00000166685,COG1,23,-0.9895,48,0.24754,49,0.31207,45,0.13647,40,-0.0510
ENSG00000133193,FAM104A,13,-0.2480,12,-0.4674,11,-0.7097,25,0.86674,20,0.41868
ENSG00000141219,C17orf80,8,-1.2293,27,0.87240,15,-0.2720,16,-0.0794,20,0.28891
ENSG00000179604,CDC42EP4,73,1.00656,23,-1.0517,14,-1.8925,12,-1.9924,107,1.87980
ENSG00000172809,RPL38,1138,0.86878,321,-1.3250,715,-0.0051,525,-0.5307,885,0.38179
ENSG00000141540,TTYH2,34,0.63907,19,-0.3830,29,0.41275,6,-2.1556,28,0.31706
ENSG00000172794,RAB37,8,-0.8615,13,-0.0792,10,-0.5472,18,0.60247,19,0.66644
ENSG00000109062,SLC9A3R1,123,1.36488,35,-0.9560,18,-2.0518,11,-2.6967,142,1.68727
ENSG00000109065,NAT9,7,-0.6812,10,-0.1963,8,-0.5963,16,0.61828,16,0.68143
ENSG00000161509,GRIN2C,32,1.06831,14,-0.4004,6,-1.7961,6,-1.7156,38,1.44651
ENSG00000167861,HID1,16,-0.5338,18,-0.3519,30,0.67139,19,-0.2505,23,0.05278
ENSG00000167862,MRPL58,15,-0.2751,10,-0.8324,18,0.05795,20,0.27924,23,0.51279
