Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000167671,UBXN6,67,-1.0053,127,-0.0351,169,0.48023,129,0.00194,94,-0.4819,141,0.15098
ENSG00000167674,HDGFL2,20,-1.1022,40,-0.0601,45,0.15742,54,0.53831,38,-0.1370,33,-0.3927
ENSG00000167680,SEMA6B,28,-1.2256,61,-0.0724,58,-0.1554,90,0.71800,59,-0.1096,52,-0.3235
ENSG00000185361,TNFAIP8L1,4,-2.4786,15,-0.9362,25,-0.0288,40,0.99461,33,0.43702,25,-0.0384
ENSG00000074842,MYDGF,34,-0.4862,53,0.23004,47,-0.0083,62,0.56260,16,-1.6225,38,-0.3757
ENSG00000142002,DPP9,17,-0.4177,23,0.10285,17,-0.4178,18,-0.4035,38,0.87305,26,0.30795
ENSG00000176840,MIR7-3HG,0,-7.4173,15,-0.5844,32,0.79801,31,0.87610,23,0.19639,10,-1.0940
ENSG00000141965,FEM1A,23,0.06484,21,-0.0825,9,-1.3342,26,0.31566,25,0.20139,28,0.43125
ENSG00000105355,PLIN3,82,2.35327,48,1.90278,1,-3.8236,5,-2.2101,1,-3.8598,5,-2.2401
ENSG00000127663,KDM4B,39,0.96053,19,-0.2257,7,-1.7424,29,0.65002,27,0.35706,16,-0.5021
ENSG00000130254,SAFB2,101,0.42981,81,0.08892,35,-1.2637,74,-0.0746,155,1.14432,67,-0.2434
ENSG00000160633,SAFB,99,0.53816,52,-0.5435,63,-0.1869,81,0.27824,95,0.47622,63,-0.2069
ENSG00000130255,RPL36,1036,0.32541,1170,0.66907,938,0.18489,606,-0.6075,257,-1.8014,816,-0.0577
ENSG00000174917,MICOS13,98,-0.7169,166,0.13101,278,1.08100,122,-0.4492,75,-1.1151,137,-0.2221
ENSG00000167733,HSD11B1L,29,-1.8825,122,0.36021,122,0.32010,90,-0.2305,66,-0.6576,123,0.32871
ENSG00000196365,LONP1,35,-0.9248,61,-0.0862,101,0.83971,57,-0.1938,51,-0.3368,60,-0.0816
ENSG00000174886,NDUFA11,169,-0.4663,259,0.24899,362,0.84898,210,-0.1490,118,-1.0025,157,-0.6198
ENSG00000031823,RANBP3,33,-0.1756,41,0.21671,36,-0.0168,32,-0.2352,41,0.19294,36,-0.0025
ENSG00000130382,MLLT1,55,-0.4780,80,0.14354,52,-0.6034,73,-0.0555,73,-0.0448,103,0.57422
ENSG00000125656,CLPP,17,-1.2810,61,0.84859,41,0.00175,45,0.18872,20,-1.0355,25,-0.7815
ENSG00000125652,ALKBH7,64,-0.0930,100,0.81855,75,0.19516,51,-0.4966,44,-0.6699,48,-0.5556
ENSG00000125651,GTF2F1,59,-0.2438,44,-0.7898,71,0.04452,91,0.54334,55,-0.3579,84,0.34779
ENSG00000088247,KHSRP,54,-0.0563,69,0.39209,30,-1.0295,60,0.13338,58,0.05852,58,0.05304
ENSG00000125648,SLC25A23,185,-0.5533,381,0.74958,154,-0.8904,265,0.00141,151,-0.8603,297,0.20417
ENSG00000104833,TUBB4A,843,0.78276,279,-1.1005,504,-0.0498,802,0.91611,337,-0.6673,399,-0.4459
ENSG00000125730,C3,31,0.37622,54,1.81007,22,-0.2159,15,-0.8341,0,-8.2237,7,-1.9017
ENSG00000125734,GPR108,13,-0.4770,22,0.43272,17,-0.0467,10,-0.9136,15,-0.2156,26,0.68428
ENSG00000171105,INSR,99,0.75159,54,-0.2707,42,-0.6577,81,0.52958,71,0.22069,44,-0.5853
ENSG00000104880,ARHGEF18,35,1.07927,13,-0.5556,13,-0.5124,22,0.41040,20,0.14762,14,-0.3885
ENSG00000198816,ZNF358,89,-0.0999,126,0.56055,74,-0.4226,50,-1.1471,66,-0.5754,157,0.91661
ENSG00000090674,MCOLN1,24,-0.2164,15,-1.0127,36,0.44812,42,0.85521,14,-1.0636,25,-0.1419
ENSG00000032444,PNPLA6,47,-0.5505,46,-0.6796,70,0.05184,93,0.65552,77,0.20982,64,-0.0902
ENSG00000076826,CAMSAP3,3,-3.2557,21,-0.7365,41,0.49964,42,0.61440,25,-0.3599,37,0.31647
ENSG00000076924,XAB2,26,-0.0315,18,-0.7469,26,-0.0926,34,0.45713,29,0.12361,31,0.23584
ENSG00000229833,PET100,60,-1.3236,141,-0.0213,245,1.00530,141,-0.0179,80,-0.8914,117,-0.3348
ENSG00000181029,TRAPPC5,83,-1.1486,181,0.04780,246,0.59516,218,0.42090,103,-0.8343,122,-0.6185
ENSG00000142459,EVI5L,69,0.64418,42,-0.1601,37,-0.3634,38,-0.3285,48,0.08096,59,0.44333
ENSG00000183248,PRR36,18,-1.9252,47,-0.5863,64,-0.0393,105,1.00842,54,-0.2841,63,-0.0579
ENSG00000076984,MAP2K7,24,0.10773,15,-0.6696,16,-0.5033,24,0.19423,27,0.30800,32,0.63232
ENSG00000260001,TGFBR3L,4,-3.7357,30,-0.8972,80,0.85353,74,0.79252,33,-0.6244,46,-0.1330
ENSG00000178531,CTXN1,82,-2.1398,385,0.25396,298,-0.2171,432,0.49023,143,-1.3147,395,0.27083
ENSG00000104980,TIMM44,29,-0.3346,28,-0.4935,43,0.27322,50,0.64071,31,-0.2606,29,-0.3681
ENSG00000066044,ELAVL1,61,0.06768,57,-0.0449,45,-0.4490,79,0.61357,37,-0.7061,53,-0.1750
ENSG00000090661,CERS4,73,1.51773,28,-0.0848,12,-1.3925,32,0.18285,35,0.27983,19,-0.6998
ENSG00000167775,CD320,22,-0.9711,66,0.97543,38,-0.1321,31,-0.5470,42,0.01230,34,-0.3493
ENSG00000267855,NDUFA7,45,-1.2923,154,0.77127,171,0.86966,79,-0.5379,56,-0.9786,66,-0.7984
ENSG00000233927,RPS28,831,-0.0763,1327,0.88001,1040,0.30936,514,-0.9495,269,-1.7819,884,0.02250
ENSG00000167772,ANGPTL4,67,0.50778,144,3.04441,3,-3.9959,17,-1.8048,11,-2.2406,9,-2.5131
ENSG00000185236,RAB11B,101,0.06923,114,0.33782,83,-0.2519,110,0.27018,54,-0.8831,80,-0.3088
ENSG00000099785,MARCH2,30,-0.6123,52,0.27820,49,0.13806,39,-0.2779,38,-0.2486,51,0.21966
ENSG00000099783,HNRNPM,370,1.21211,161,-0.1753,114,-0.7365,185,0.08816,220,0.34854,133,-0.4779
ENSG00000133250,ZNF414,19,0.34443,16,0.13323,15,-0.0426,19,0.48237,13,-0.2470,7,-1.2546
ENSG00000130803,ZNF317,18,-0.1327,16,-0.3180,20,0.08615,27,0.70588,10,-1.0257,16,-0.2686
ENSG00000174652,ZNF266,14,-0.1618,5,-1.8019,12,-0.4909,35,1.79024,21,0.45265,6,-1.4813
ENSG00000130818,ZNF426,35,0.95026,25,0.52302,8,-1.3113,17,-0.2191,28,0.62511,12,-0.7455
ENSG00000197961,ZNF121,33,0.79085,20,-0.0289,15,-0.4137,26,0.55498,20,0.04291,8,-1.3461
ENSG00000171466,ZNF562,31,0.87309,9,-1.0994,15,-0.2819,21,0.28567,35,1.08072,14,-0.4055
ENSG00000198258,UBL5,149,-1.0160,379,0.53985,475,0.90861,266,-0.1594,74,-2.0632,185,-0.7474
ENSG00000127445,PIN1,88,-1.4441,166,-0.5813,419,1.14032,237,0.07015,184,-0.3341,209,-0.1467
ENSG00000105088,OLFM2,25,-1.6868,150,1.48318,82,0.10129,36,-1.3292,57,-0.4647,63,-0.3627
ENSG00000080573,COL5A3,6,-3.0806,106,1.75360,14,-1.9930,26,-1.1621,74,0.62538,48,-0.0735
ENSG00000130813,SHFL,12,-1.8233,33,-0.3983,48,0.26790,59,0.70773,47,0.19096,33,-0.3889
ENSG00000130810,PPAN,19,0.29967,13,-0.3714,18,0.22065,17,0.16311,24,0.70103,10,-0.7706
ENSG00000130811,EIF3G,78,0.10589,99,0.62827,81,0.18701,73,0.01346,28,-1.4230,44,-0.8344
ENSG00000130816,DNMT1,113,1.00849,50,-0.3627,29,-1.2159,70,0.26493,130,1.24180,35,-0.8914
ENSG00000105364,MRPL4,29,-0.9682,39,-0.6052,99,1.08593,55,-0.0171,50,-0.1649,51,-0.1241
ENSG00000105376,ICAM5,3,-4.2398,46,-0.3576,37,-0.6540,114,1.66351,33,-0.8067,37,-0.6507
ENSG00000267673,FDX2,24,-1.5360,55,-0.3887,126,1.16853,62,-0.1604,33,-1.0847,75,0.18943
ENSG00000105397,TYK2,24,0.40517,23,0.36229,15,-0.3660,26,0.66402,12,-0.6991,6,-1.6577
ENSG00000105401,CDC37,54,-1.3184,93,-0.5869,187,0.68328,144,0.22622,103,-0.3422,148,0.25497
ENSG00000065989,PDE4A,12,-2.3524,35,-0.8939,85,0.67863,53,-0.1610,68,0.25909,91,0.81399
ENSG00000079999,KEAP1,41,-0.3375,75,0.80817,36,-0.5756,36,-0.6263,47,-0.1398,59,0.25050
ENSG00000130734,ATG4D,11,-0.6613,9,-1.1144,29,0.89948,14,-0.3721,20,0.22219,25,0.65766
ENSG00000129347,KRI1,34,0.90632,16,-0.3178,17,-0.2582,24,0.44483,24,0.30586,10,-1.0692
ENSG00000129355,CDKN2D,55,-1.7349,154,-0.2220,218,0.40802,196,0.24170,152,-0.1995,192,0.18620
ENSG00000129353,SLC44A2,74,0.39259,118,1.62752,20,-1.7103,34,-0.9274,50,-0.2398,37,-0.7270
ENSG00000267100,ILF3-DT,95,1.44129,21,-1.0956,26,-0.7115,56,0.69722,34,-0.2509,32,-0.3402
ENSG00000129351,ILF3,150,0.56701,112,0.11328,88,-0.3004,102,-0.0500,124,0.26541,85,-0.3636
ENSG00000213339,QTRT1,11,-1.5055,26,-0.2382,34,0.22708,45,0.84561,28,-0.0709,18,-0.7742
ENSG00000079805,DNM2,78,1.46994,47,0.79349,7,-2.2583,27,-0.3265,42,0.43212,14,-1.3390
ENSG00000142453,CARM1,30,-0.7088,36,-0.5066,31,-0.7451,58,0.36503,64,0.45686,69,0.65408
ENSG00000130733,YIPF2,19,-0.2185,18,-0.3690,17,-0.4196,28,0.46329,33,0.63510,20,-0.1387
ENSG00000142444,TIMM29,12,-0.2863,15,0.05802,13,-0.2086,19,0.47684,9,-0.7508,14,-0.0993
ENSG00000127616,SMARCA4,153,0.28325,109,-0.2986,111,-0.2412,138,0.15171,202,0.73772,108,-0.2899
ENSG00000130164,LDLR,28,0.44241,42,1.59270,7,-1.6589,10,-1.2262,28,0.46549,11,-0.9654
ENSG00000105514,RAB3D,5,-1.4757,11,-0.5791,12,-0.3436,14,-0.1565,23,0.69189,26,1.04074
ENSG00000105518,TMEM205,68,-0.4540,127,0.68999,80,-0.2078,109,0.36496,44,-1.0872,54,-0.8628
ENSG00000105520,PLPPR2,54,-0.8540,107,0.23070,55,-0.9082,142,0.83901,62,-0.6411,83,-0.2260
ENSG00000130175,PRKCSH,149,1.05605,94,0.37259,76,-0.0425,53,-0.6909,38,-1.0892,77,-0.0191
ENSG00000196361,ELAVL3,549,1.09411,210,-0.5330,175,-0.7882,287,0.03825,420,0.64510,282,0.00308
ENSG00000161914,ZNF653,6,-1.3465,10,-0.6835,20,0.52793,19,0.49730,12,-0.2423,16,0.11906
ENSG00000130159,ECSIT,22,-1.0587,40,-0.1417,70,0.86182,55,0.45215,13,-1.7900,31,-0.5421
ENSG00000130165,ELOF1,23,-0.7291,47,0.46444,51,0.57447,32,-0.2669,27,-0.4728,28,-0.4843
ENSG00000173875,ZNF791,33,-0.1944,39,0.03586,22,-0.8655,50,0.54107,65,0.85837,24,-0.7741
ENSG00000105583,WDR83OS,88,-0.0963,105,0.22614,116,0.37414,88,-0.1170,80,-0.2527,73,-0.4300
ENSG00000095059,DHPS,25,-1.0882,38,-0.5264,84,0.93201,70,0.65101,21,-1.3023,35,-0.6116
ENSG00000105576,TNPO2,64,-0.8352,122,0.20127,102,-0.1192,113,0.05473,111,0.01974,117,0.10867
ENSG00000123144,TRIR,113,-0.1620,140,0.22126,160,0.43453,115,-0.1561,83,-0.6418,110,-0.2156
ENSG00000198356,GET3,43,-0.7458,73,0.06217,117,0.93159,79,0.21247,16,-2.1997,49,-0.6044
ENSG00000095066,HOOK2,10,-0.5062,9,-0.8740,20,0.51558,12,-0.2831,39,1.63725,11,-0.4445
ENSG00000171223,JUNB,73,1.24830,45,0.55292,29,-0.2677,29,-0.3127,16,-1.1481,20,-0.8395
ENSG00000167815,PRDX2,144,-1.3409,387,0.21427,611,1.05314,297,-0.2898,215,-0.7416,265,-0.4541
ENSG00000105613,MAST1,9,-2.8933,27,-1.5459,93,0.59909,112,1.10702,83,0.33519,53,-0.3936
ENSG00000105612,DNASE2,9,-1.1059,32,1.14013,18,-0.1228,18,-0.0435,18,-0.0972,6,-1.6978
ENSG00000105607,GCDH,18,0.11777,17,0.02560,9,-1.0016,23,0.67223,17,0.00902,14,-0.3536
ENSG00000179115,FARSA,37,-0.9945,45,-0.8053,110,0.78693,88,0.41779,67,-0.1050,66,-0.1403
ENSG00000179218,CALR,302,0.66433,312,0.94302,130,-0.7088,158,-0.4356,126,-0.7043,148,-0.4997
ENSG00000179262,RAD23A,142,-0.1896,145,-0.1940,199,0.37344,175,0.16469,151,-0.0993,139,-0.2433
ENSG00000179271,GADD45GIP1,85,-0.9779,208,0.52749,221,0.58035,154,-0.0785,88,-0.9116,110,-0.6206
ENSG00000008441,NFIX,443,1.40264,154,-0.3902,108,-0.9359,170,-0.2160,263,0.51480,195,0.04327
ENSG00000104907,TRMT1,18,-0.3491,14,-0.8214,17,-0.4899,45,1.48614,10,-1.3074,18,-0.3987
ENSG00000160877,NACC1,28,-0.4565,40,0.13993,32,-0.2423,43,0.28165,18,-1.0969,44,0.28104
ENSG00000104915,STX10,25,0.64499,19,0.25783,15,-0.2257,16,-0.0870,9,-0.8648,16,-0.0908
ENSG00000160888,IER2,20,-0.3286,42,1.14755,12,-1.0721,13,-1.0433,14,-0.8784,34,0.61531
ENSG00000141837,CACNA1A,29,-2.4479,58,-1.6385,113,-0.4898,268,1.25657,359,1.43932,110,-0.5372
ENSG00000104957,CCDC130,28,0.84891,19,0.29573,18,0.15952,14,-0.3564,23,0.47733,6,-1.4680
ENSG00000037757,MRI1,31,1.02677,18,0.16796,3,-2.4805,18,0.15440,31,1.06507,10,-0.7503
ENSG00000104979,C19orf53,54,-1.2284,159,0.54659,188,0.79606,96,-0.4259,41,-1.6561,110,-0.1736
ENSG00000187556,NANOS3,12,-1.2300,42,0.80224,34,0.33922,19,-0.7071,16,-0.8638,30,0.09518
ENSG00000132024,CC2D1A,24,-0.0990,19,-0.5542,13,-1.1328,33,0.49005,55,1.24452,24,-0.1020
ENSG00000141854,MISP3,14,-0.1990,18,0.24174,17,0.05903,14,-0.2439,3,-2.2104,23,0.59947
ENSG00000141858,SAMD1,66,0.28621,64,0.30934,50,-0.1683,39,-0.6170,46,-0.2828,69,0.39951
ENSG00000072062,PRKACA,42,-1.4249,65,-0.8825,144,0.54123,125,0.32379,157,0.62352,110,0.04922
ENSG00000072071,ADGRL1,82,-0.7942,94,-0.7064,135,-0.0330,177,0.50318,223,0.77457,134,-0.0532
ENSG00000123136,DDX39A,25,0.71831,16,0.08576,19,0.34359,15,-0.0622,15,-0.0182,7,-1.1667
ENSG00000123143,PKN1,28,-0.1324,43,0.68776,42,0.52481,20,-0.7624,13,-1.2364,28,-0.1892
ENSG00000123159,GIPC1,61,0.05967,61,0.06941,71,0.33547,50,-0.2850,50,-0.2601,59,0.00816
ENSG00000132002,DNAJB1,99,0.22139,101,0.31592,79,-0.1327,67,-0.4466,89,0.05754,90,0.07180
ENSG00000099797,TECR,136,-0.2616,226,0.70526,180,0.20348,141,-0.2416,97,-0.7663,115,-0.5587
ENSG00000099795,NDUFB7,144,-1.0262,314,0.21420,459,0.89656,259,-0.1562,146,-1.0098,226,-0.3743
ENSG00000105143,SLC1A6,1,-4.0493,8,-1.5823,28,0.47592,43,1.60981,11,-1.0096,16,-0.4302
ENSG00000105135,ILVBL,27,-0.4720,42,0.27693,28,-0.4359,47,0.52651,39,0.10742,23,-0.7179
ENSG00000074181,NOTCH3,33,0.52876,50,1.75590,9,-1.4328,10,-1.3765,10,-1.2588,19,-0.3563
ENSG00000141867,BRD4,197,0.54644,104,-0.5496,79,-0.9389,196,0.68206,225,0.76476,101,-0.5445
ENSG00000105127,AKAP8,28,0.09285,14,-1.1008,19,-0.5042,40,0.88301,39,0.62852,24,-0.1850
ENSG00000011243,AKAP8L,53,-0.4098,62,-0.1907,54,-0.3955,89,0.51344,80,0.24469,65,-0.0888
ENSG00000011451,WIZ,19,-0.8764,47,0.67540,28,-0.3227,28,-0.3567,17,-1.0603,44,0.48949
ENSG00000167460,TPM4,214,1.28372,88,-0.2026,89,-0.1635,95,-0.0748,77,-0.3826,81,-0.3322
ENSG00000167461,RAB8A,35,1.01654,26,0.71080,18,-0.0719,15,-0.4153,15,-0.3071,7,-1.5630
ENSG00000105058,FAM32A,91,0.07153,69,-0.4295,81,-0.1279,98,0.23687,87,-0.0108,102,0.27551
ENSG00000072958,AP1M1,59,-0.5323,62,-0.5175,55,-0.6694,133,1.00495,83,0.01090,77,-0.1188
ENSG00000127528,KLF2,10,-1.0163,52,2.40565,2,-3.1616,9,-1.3993,6,-1.8071,19,-0.0798
ENSG00000127527,EPS15L1,14,-0.4969,12,-0.8494,18,-0.1004,23,0.41898,33,0.90634,20,0.05757
ENSG00000085872,CHERP,20,-1.0136,39,0.00381,44,0.20279,51,0.55618,36,-0.1234,26,-0.6454
ENSG00000127526,SLC35E1,23,-1.0922,49,0.09698,39,-0.3001,51,0.16527,73,0.69803,44,-0.1144
ENSG00000214046,SMIM7,59,0.16352,51,-0.1057,58,0.15633,60,0.22077,46,-0.2290,44,-0.3325
ENSG00000269044,AC024075.2,7,-1.7295,34,0.69318,28,0.25107,22,-0.1661,19,-0.3376,19,-0.3614
ENSG00000072954,TMEM38A,14,-2.3123,26,-1.5793,71,0.14365,112,1.16223,75,0.22086,70,0.11125
ENSG00000127511,SIN3B,45,-0.4165,40,-0.7085,59,-0.0256,85,0.72357,45,-0.4347,66,0.17851
ENSG00000099331,MYO9B,101,2.26580,14,-1.1545,9,-1.7191,27,-0.0505,37,0.50053,25,-0.1709
ENSG00000053501,USE1,29,-0.4600,50,0.44737,70,1.06027,31,-0.4308,7,-2.5438,28,-0.5856
ENSG00000099330,OCEL1,4,-2.0885,22,0.49487,29,0.92885,13,-0.4566,21,0.28958,9,-1.0464
ENSG00000160113,NR2F6,8,-2.2664,55,0.85278,47,0.43470,35,-0.1091,10,-1.9506,29,-0.3725
ENSG00000105393,BABAM1,46,-1.3975,94,-0.3963,174,0.73803,130,0.23168,100,-0.2231,112,-0.0610
ENSG00000127220,ABHD8,5,-3.9480,72,-0.0874,98,0.46145,91,0.36299,42,-0.8919,88,0.25469
ENSG00000130312,MRPL34,48,-0.8344,97,0.33684,126,0.77774,73,-0.2197,62,-0.4411,56,-0.6278
ENSG00000130311,DDA1,34,-1.2161,72,-0.0940,112,0.69008,76,0.00899,55,-0.5029,77,0.02369
ENSG00000074855,ANO8,23,-0.6697,48,0.58985,28,-0.4131,34,-0.1073,39,0.15338,33,-0.1453
ENSG00000130303,BST2,59,1.03245,82,2.50133,2,-3.8225,12,-1.5723,9,-1.7820,9,-1.9549
ENSG00000130304,SLC27A1,80,1.06117,62,0.83272,16,-1.5275,33,-0.4183,29,-0.5397,36,-0.2418
ENSG00000130313,PGLS,17,-0.8945,55,1.18543,36,0.20262,28,-0.2048,3,-3.3833,19,-0.8145
ENSG00000130309,COLGALT1,16,-0.1492,22,0.39828,7,-1.5728,18,0.02033,18,-0.0111,24,0.50120
ENSG00000130477,UNC13A,44,-2.1054,96,-1.1013,151,-0.2944,293,1.05099,234,0.42673,201,0.20383
ENSG00000130479,MAP1S,12,-2.4825,47,-0.6052,104,0.81419,92,0.67585,59,-0.1864,49,-0.5169
ENSG00000130475,FCHO1,27,1.14502,4,-1.8826,16,0.34499,20,0.91333,9,-0.5571,8,-0.7962
ENSG00000105639,JAK3,5,-1.3896,10,-0.6568,19,0.52637,17,0.32983,11,-0.3590,18,0.38302
ENSG00000105640,RPL18A,474,0.33024,583,0.86601,453,0.28268,243,-0.8297,73,-2.4853,347,-0.1814
ENSG00000007080,CCDC124,38,-1.0261,96,0.47574,104,0.56690,70,-0.1272,40,-0.9688,60,-0.3730
ENSG00000105642,KCNN1,15,-2.3237,90,0.47029,51,-0.5580,66,-0.1374,44,-0.7258,112,0.82785
ENSG00000105643,ARRDC2,96,2.75149,4,-2.5924,10,-1.1117,23,0.16707,12,-0.8394,20,-0.0436
ENSG00000099308,MAST3,138,-1.1362,191,-0.7597,204,-0.5926,510,1.22728,196,-0.6057,321,0.17303
ENSG00000105647,PIK3R2,46,-0.8524,102,0.46256,66,-0.3551,94,0.27874,59,-0.4826,74,-0.1461
ENSG00000105649,RAB3A,32,-3.2573,172,-0.9360,528,1.12730,358,0.42423,243,-0.2708,276,-0.0807
ENSG00000130522,JUND,377,0.25992,313,-0.0377,236,-0.5087,326,0.03924,304,-0.0780,382,0.31314
ENSG00000130520,LSM4,65,-1.0379,123,-0.0828,163,0.41866,129,0.00236,68,-0.9772,165,0.43494
ENSG00000130517,PGPEP1,38,1.09472,16,-0.3594,9,-1.1820,18,-0.1282,21,0.16696,26,0.52815
ENSG00000130511,SSBP4,45,-1.4970,137,0.23302,105,-0.2546,163,0.60312,93,-0.4161,105,-0.2517
ENSG00000105701,FKBP8,158,-0.7756,242,-0.1389,333,0.43288,299,0.27159,166,-0.6956,257,-0.0222
ENSG00000105700,KXD1,55,0.06101,74,0.70124,41,-0.4140,47,-0.2119,42,-0.3536,45,-0.2791
ENSG00000221983,UBA52,608,0.23076,593,0.24031,624,0.30362,461,-0.2434,249,-1.1444,516,-0.0287
ENSG00000006016,CRLF1,4,-3.2580,67,1.30298,14,-1.5342,60,1.01917,3,-3.4225,14,-1.5701
ENSG00000006015,REX1BD,38,-1.3993,92,-0.0738,157,0.91416,97,0.03345,59,-0.7315,83,-0.2245
ENSG00000105696,TMEM59L,104,-2.3276,282,-0.9894,526,0.12416,894,1.32788,364,-0.4634,418,-0.2723
ENSG00000167487,KLHL26,7,-1.4007,13,-0.6771,19,-0.0629,27,0.69396,31,0.73282,18,-0.1587
ENSG00000105662,CRTC1,25,-1.4223,82,0.49630,37,-0.9058,81,0.46636,44,-0.5630,68,0.11110
ENSG00000005007,UPF1,34,-0.1337,35,-0.1147,34,-0.1336,50,0.61113,14,-1.4950,37,-0.0144
ENSG00000223802,CERS1,51,0.17830,69,0.85539,32,-0.6214,45,-0.0176,26,-0.8855,33,-0.5406
ENSG00000105669,COPE,96,-0.3007,161,0.67653,172,0.71306,92,-0.4220,43,-1.4870,74,-0.7521
ENSG00000105671,DDX49,15,-1.0278,49,1.05595,24,-0.3622,31,0.07357,18,-0.7870,18,-0.7911
ENSG00000051128,HOMER3,22,-0.1043,41,1.14116,29,0.35324,4,-2.7169,42,0.92455,14,-0.8572
ENSG00000064607,SUGP2,95,-0.7089,100,-0.7549,118,-0.4134,226,0.83410,252,0.82337,127,-0.2910
ENSG00000105676,ARMC6,17,-0.5676,29,0.30392,15,-0.8406,34,0.64558,27,0.12180,17,-0.5875
ENSG00000254901,BORCS8,17,-1.4056,22,-1.2261,88,1.32255,58,0.56195,28,-0.6896,33,-0.4785
ENSG00000064490,RFXANK,29,-0.2081,49,0.79804,36,0.12315,31,-0.1427,17,-1.0488,21,-0.7351
ENSG00000130287,NCAN,123,-0.4933,380,1.94726,58,-1.7127,122,-0.5982,117,-0.5617,82,-1.1839
ENSG00000187664,HAPLN4,1,-6.7245,42,-1.6215,230,1.45215,110,0.02883,153,0.55171,114,0.09845
ENSG00000105705,SUGP1,16,-0.6698,22,-0.1920,30,0.33649,34,0.64930,11,-1.2402,20,-0.3201
ENSG00000129933,MAU2,53,1.06933,23,-0.3465,11,-1.4712,34,0.39697,65,1.39652,11,-1.4854
ENSG00000167491,GATAD2A,13,-0.6111,34,1.12885,11,-0.9838,9,-1.3317,29,0.56743,24,0.27373
ENSG00000186010,NDUFA13,314,-0.6206,547,0.29961,739,0.83057,412,-0.2463,214,-1.2020,376,-0.3761
ENSG00000250067,YJEFN3,16,-2.5097,56,-0.7599,110,0.43887,135,0.96771,64,-0.4574,77,-0.1828
ENSG00000105726,ATP13A1,12,-1.2499,18,-0.8041,28,-0.0359,56,1.53702,13,-1.1539,18,-0.7135
ENSG00000081665,ZNF506,44,0.72983,21,-0.5123,23,-0.3362,36,0.48785,38,0.49209,18,-0.6812
ENSG00000188171,ZNF626,17,-0.2868,18,-0.1926,18,-0.1655,19,-0.1335,43,1.23840,17,-0.2514
ENSG00000160352,ZNF714,26,0.29119,16,-0.5593,12,-0.9675,23,0.09524,44,1.12585,25,0.27187
ENSG00000182141,ZNF708,68,2.36181,7,-1.4632,2,-3.1349,25,0.69957,28,0.76325,7,-1.4886
ENSG00000196268,ZNF493,32,0.60414,8,-1.6037,11,-1.1065,31,0.68870,78,2.17531,7,-1.8039
ENSG00000197013,ZNF429,39,0.68109,16,-0.8374,28,0.16973,30,0.31008,54,1.22487,9,-1.5424
ENSG00000167232,ZNF91,88,-0.1480,87,-0.1939,70,-0.5444,108,0.21450,159,0.80215,94,-0.0468
ENSG00000213096,ZNF254,21,0.30484,26,0.84186,10,-0.8374,14,-0.3887,23,0.47856,11,-0.7089
ENSG00000261824,LINC00662,49,0.03150,24,-1.2233,44,-0.1438,56,0.31377,114,1.42719,42,-0.2103
ENSG00000267575,AC006504.5,17,-0.2383,13,-0.7247,8,-1.3587,27,0.64481,50,1.54711,16,-0.3486
ENSG00000169021,UQCRFS1,74,-1.0894,165,0.18858,259,1.00959,114,-0.5015,105,-0.5504,133,-0.2075
ENSG00000187135,VSTM2B,54,0.29978,24,-1.1102,48,0.10178,69,0.90015,25,-0.9133,43,-0.0773
ENSG00000105171,POP4,17,-0.6514,22,-0.2736,34,0.52462,36,0.70752,14,-0.9205,16,-0.7327
ENSG00000131943,C19orf12,40,-0.6923,41,-0.7594,70,0.20565,78,0.44360,77,0.31559,68,0.14637
ENSG00000105176,URI1,115,0.84652,55,-0.3887,72,0.10707,65,-0.0933,65,-0.0630,66,-0.0573
ENSG00000198597,ZNF536,154,2.83303,23,-0.6372,29,-0.2018,11,-1.8260,34,0.07225,21,-0.7079
ENSG00000121297,TSHZ3,22,0.17581,13,-0.7130,22,0.18950,25,0.48650,21,0.09023,17,-0.2310
ENSG00000168813,ZNF507,33,0.29112,24,-0.2738,19,-0.6345,32,0.28510,66,1.42047,14,-1.1045
ENSG00000178904,DPY19L3,32,0.11319,63,1.69047,8,-2.0060,24,-0.4267,14,-1.1384,19,-0.7480
ENSG00000105185,PDCD5,66,-1.0949,159,0.30155,218,0.86005,131,-0.0738,86,-0.6988,88,-0.7227
ENSG00000105186,ANKRD27,24,-0.3795,22,-0.6401,26,-0.3249,51,1.03425,39,0.32927,21,-0.6566
ENSG00000121289,CEP89,36,1.19785,21,0.40744,8,-1.1802,18,0.06282,14,-0.2976,11,-0.6557
ENSG00000131941,RHPN2,11,-0.8174,58,3.05478,4,-2.4082,3,-2.9234,10,-1.0184,11,-0.9323
ENSG00000130881,LRP3,8,-1.7770,38,0.73357,23,-0.2469,19,-0.5563,10,-1.3890,41,0.77512
ENSG00000130876,SLC7A10,0,-8.6444,63,3.02171,8,-1.5702,3,-2.9512,5,-1.9908,18,-0.2643
ENSG00000153879,CEBPG,16,-1.0749,36,0.13153,44,0.51300,34,0.06075,36,0.14534,24,-0.5555
