Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000197006,METTL9,76,-0.9405,132,-0.1057,124,-0.2392,128,-0.1477,156,0.17763,159,0.18216,127,-0.1632,176,0.42900
ENSG00000140740,UQCRC2,124,-0.6896,87,-1.2159,330,1.09984,224,0.22381,177,-0.1554,122,-0.7168,115,-0.8028,170,-0.2449
ENSG00000185716,MOSMO,28,-1.6056,125,0.67087,94,0.25226,73,-0.1757,97,0.28062,35,-1.2905,69,-0.2773,88,0.12162
ENSG00000058600,POLR3E,3,-2.3474,18,0.08382,22,0.45498,12,-0.4968,25,0.67184,2,-2.9586,23,0.44500,16,-0.1017
ENSG00000140743,CDR2,6,-1.7734,13,-0.7519,31,0.65177,20,-0.1701,22,-0.0256,15,-0.5345,9,-1.2619,29,0.51614
ENSG00000122254,HS3ST2,3,-3.4275,0,-8.5977,66,1.61263,43,0.51143,43,0.55833,0,-6.7405,72,1.35216,2,-3.8735
ENSG00000103404,USP31,44,1.04662,28,0.30443,28,0.36387,30,0.41897,27,0.25164,7,-1.6649,13,-0.8304,13,-0.9709
ENSG00000168434,COG7,24,0.59462,19,0.20662,20,0.31865,15,-0.1117,15,-0.2057,20,0.25369,11,-0.6276,13,-0.4615
ENSG00000103365,GGA2,10,-1.3585,37,0.65322,24,-0.0100,16,-0.6167,38,0.80224,26,0.10517,10,-1.3430,23,-0.1162
ENSG00000103353,UBFD1,19,-1.6879,55,-0.1083,67,0.22534,121,1.15285,58,-0.0355,25,-1.2675,43,-0.4880,63,0.12766
ENSG00000004779,NDUFAB1,83,-1.7883,97,-1.5633,429,0.92465,258,-0.0860,202,-0.4989,159,-0.8222,231,-0.2606,342,0.44058
ENSG00000166847,DCTN5,58,-1.3265,168,0.28895,135,-0.0651,204,0.60073,172,0.35916,150,0.11338,66,-1.1326,140,0.00979
ENSG00000166501,PRKCB,111,-3.2011,1047,0.14778,607,-0.7996,444,-1.1643,2086,1.48211,716,-0.4413,693,-0.4901,1127,0.32374
ENSG00000006116,CACNG3,8,-3.6850,75,-0.5091,120,0.27154,31,-1.8104,162,0.78371,36,-1.6052,59,-0.8636,154,0.78222
ENSG00000122257,RBBP6,166,0.37432,308,1.40435,86,-0.7537,194,0.62811,202,0.77690,76,-0.8272,15,-3.1781,94,-0.6009
ENSG00000090905,TNRC6A,158,0.58870,288,1.60595,79,-0.5698,117,0.10104,133,0.33897,99,-0.1537,62,-0.8673,64,-0.9332
ENSG00000205629,LCMT1,26,-1.6305,68,-0.1926,103,0.54840,75,-0.0445,78,0.00477,49,-0.7140,57,-0.4701,90,0.27821
ENSG00000182601,HS3ST4,33,-0.0016,4,-3.0807,19,-0.9241,19,-0.8494,79,1.68166,5,-2.7264,131,2.39689,6,-2.6100
ENSG00000169189,NSMCE1,44,0.37862,27,-0.3834,45,0.50815,25,-0.4761,24,-0.5528,37,0.10234,39,0.18675,31,-0.1954
ENSG00000077235,GTF3C1,46,-0.4083,104,0.87997,58,-0.0752,83,0.51421,90,0.72348,57,-0.0865,33,-0.9179,35,-0.9546
ENSG00000169181,GSG1L,8,-1.1996,14,-0.3862,6,-1.6145,0,-7.0446,42,1.63777,14,-0.3043,7,-1.3731,28,0.90348
ENSG00000169180,XPO6,20,-1.0730,38,-0.1588,51,0.39161,33,-0.3419,42,0.00261,47,0.18967,20,-1.0732,49,0.29737
ENSG00000188322,SBK1,1,-4.4850,48,0.62842,18,-1.0228,54,0.80832,28,-0.2263,32,-0.0096,38,0.23441,46,0.68866
ENSG00000196502,SULT1A1,5,-3.1856,34,-0.3390,50,0.31828,16,-1.4712,28,-0.7019,43,0.02944,50,0.24317,67,0.90070
ENSG00000168488,ATXN2L,25,-0.4728,45,0.43841,47,0.65938,25,-0.4780,38,0.22066,22,-0.6452,32,-0.0905,24,-0.5924
ENSG00000178952,TUFM,110,-0.1714,83,-0.5989,170,0.63967,64,-1.0050,111,-0.1772,174,0.54712,65,-0.9795,124,0.01764
ENSG00000178188,SH2B1,38,-0.0884,56,0.51374,44,0.15315,53,0.42580,36,-0.2127,32,-0.3623,30,-0.4866,38,-0.1097
ENSG00000176953,NFATC2IP,36,-0.0284,90,1.49327,40,0.21230,51,0.55361,29,-0.3684,35,-0.0375,7,-2.3141,24,-0.7372
ENSG00000169682,SPNS1,15,-0.0698,18,0.16451,18,0.16584,13,-0.3069,20,0.35718,16,-0.0200,6,-1.3779,16,-0.0046
ENSG00000183336,BOLA2,17,-0.6959,16,-0.7419,39,0.71198,18,-0.6209,11,-1.3912,27,-0.0044,24,-0.1551,37,0.59314
ENSG00000103485,QPRT,14,-0.4029,20,0.13951,23,0.44975,48,1.58822,2,-2.9978,49,1.61910,3,-2.3943,9,-1.0842
ENSG00000079616,KIF22,17,-0.9156,25,-0.2896,35,0.25255,26,-0.2723,28,-0.1320,37,0.29090,17,-0.8618,38,0.42665
ENSG00000103495,MAZ,51,-0.7426,46,-0.8767,73,-0.2373,92,0.16164,73,-0.2055,88,0.09830,134,0.77006,100,0.36359
ENSG00000167371,PRRT2,12,-3.5899,144,0.05589,133,-0.0798,59,-1.2986,206,0.70126,64,-1.1845,113,-0.3220,201,0.73817
ENSG00000280789,PAGR1,27,0.60690,36,1.09220,12,-0.7509,12,-0.5680,12,-0.6299,31,0.87042,16,-0.2062,18,-0.0284
ENSG00000103502,CDIPT,34,-1.1170,55,-0.4307,93,0.49268,71,-0.0280,66,-0.1638,80,0.15733,81,0.17254,69,-0.0732
ENSG00000174938,SEZ6L2,112,-1.8468,200,-0.9904,675,1.19011,424,0.15727,561,0.67556,133,-1.6029,115,-1.8166,284,-0.5418
ENSG00000174939,ASPHD1,139,-0.1973,119,-0.4297,89,-0.9962,147,-0.1042,153,-0.0499,153,-0.0417,303,1.05486,205,0.51074
ENSG00000174943,KCTD13,19,-0.8404,2,-3.7724,30,-0.1281,24,-0.4540,26,-0.3643,37,0.19410,21,-0.6588,59,1.24645
ENSG00000149932,TMEM219,182,0.64565,75,-0.7344,90,-0.5285,70,-0.8307,112,-0.1404,193,0.74327,140,0.22628,140,0.28148
ENSG00000149930,TAOK2,14,-1.5226,77,1.14202,40,0.10490,31,-0.3166,23,-0.8026,47,0.33411,26,-0.5838,44,0.28516
ENSG00000149929,HIRIP3,63,0.78613,41,0.07938,33,-0.2792,28,-0.4669,37,-0.0902,31,-0.3247,54,0.53071,37,-0.0668
ENSG00000169592,INO80E,32,-0.1087,26,-0.4407,34,-0.0252,28,-0.3326,23,-0.6720,31,-0.1755,53,0.66345,44,0.46572
ENSG00000149927,DOC2A,4,-4.8792,58,-1.1768,157,0.42640,21,-2.6706,260,1.35679,59,-1.1478,68,-0.9356,145,0.27018
ENSG00000149926,TLCD3B,10,-1.8893,39,0.19323,33,-0.0917,60,0.88282,26,-0.4993,40,0.20821,12,-1.5632,46,0.57543
ENSG00000149925,ALDOA,52,-1.2472,24,-2.3870,231,1.41607,51,-1.2775,67,-0.9349,106,-0.1876,93,-0.3854,134,0.20954
ENSG00000149923,PPP4C,25,-0.9106,6,-2.8475,49,0.18382,44,-0.0434,34,-0.4707,53,0.25425,94,1.18925,49,0.16019
ENSG00000090238,YPEL3,165,-0.5287,124,-0.9642,301,0.49890,210,-0.1578,165,-0.5707,166,-0.5212,270,0.23278,287,0.40340
ENSG00000102882,MAPK3,50,-1.1877,103,-0.1003,115,0.08255,46,-1.3147,88,-0.3581,137,0.35078,139,0.37250,143,0.52432
ENSG00000102879,CORO1A,34,-0.9690,34,-0.9668,90,0.66512,40,-0.7046,83,0.46148,17,-1.9379,43,-0.6204,76,0.33360
ENSG00000169217,CD2BP2,35,-0.3831,15,-1.6166,54,0.34195,49,0.12130,51,0.20450,44,-0.0433,50,0.15343,44,-0.0719
ENSG00000169221,TBC1D10B,39,0.28095,22,-0.5982,35,0.15936,30,-0.1213,42,0.44148,20,-0.7068,38,0.24937,27,-0.2898
ENSG00000180035,ZNF48,0,-7.2142,14,-0.2003,21,0.48704,6,-1.4128,22,0.49480,2,-2.8836,13,-0.3050,23,0.69667
ENSG00000179965,ZNF771,27,-0.8778,33,-0.5841,41,-0.2968,32,-0.6049,33,-0.5871,73,0.65992,41,-0.2555,76,0.94539
ENSG00000179958,DCTPP1,14,-1.6567,32,-0.4252,52,0.41762,40,-0.0532,31,-0.5026,41,-0.0147,30,-0.4847,56,0.57762
ENSG00000179918,SEPHS2,36,-0.6513,41,-0.4665,63,0.24126,82,0.63498,68,0.35892,30,-0.9411,15,-1.9040,63,0.25715
ENSG00000156858,PRR14,14,-0.4077,29,0.73220,13,-0.5604,36,1.09936,19,0.07748,15,-0.2806,5,-1.8461,20,0.15923
ENSG00000080603,SRCAP,21,-0.4478,38,0.46456,24,-0.2868,57,1.10590,28,-0.0052,24,-0.2308,24,-0.2426,25,-0.2240
ENSG00000156873,PHKG2,23,-0.3917,19,-0.6497,44,0.78176,41,0.52991,24,-0.3338,16,-0.8787,5,-2.4369,33,0.20981
ENSG00000103549,RNF40,20,-0.6910,38,0.30451,44,0.66571,28,-0.1788,35,0.18346,35,0.14885,8,-2.0167,26,-0.3485
ENSG00000102870,ZNF629,26,0.34973,27,0.40221,17,-0.4009,43,1.15174,13,-0.7979,24,0.23885,29,0.53240,15,-0.5337
ENSG00000099385,BCL7C,37,0.47067,30,0.13750,24,-0.2061,25,-0.1325,12,-1.2878,57,1.20507,38,0.53328,23,-0.2867
ENSG00000099364,FBXL19,16,-0.6975,30,0.22747,29,0.20928,11,-1.2659,14,-0.9367,31,0.29628,15,-0.8462,39,0.82705
ENSG00000099365,STX1B,20,-3.2456,170,-0.1035,218,0.34533,222,0.30892,167,-0.1418,136,-0.4496,254,0.52911,192,0.10117
ENSG00000103496,STX4,72,0.74094,44,-0.0446,45,-0.0029,49,0.13502,35,-0.3988,31,-0.5611,79,0.90656,35,-0.4604
ENSG00000167397,VKORC1,52,0.91146,23,-0.3887,41,0.62585,8,-1.9432,22,-0.4871,51,0.86501,32,0.13397,17,-0.9228
ENSG00000103507,BCKDK,12,-1.3532,33,0.14124,50,1.00960,37,0.28668,27,-0.1785,17,-0.8499,38,0.34986,18,-0.9207
ENSG00000103510,KAT8,37,0.02149,24,-0.6176,39,0.13224,55,0.65560,34,-0.1382,29,-0.3297,8,-2.1982,45,0.41157
ENSG00000089280,FUS,158,-0.0017,166,0.07195,176,0.20548,181,0.21242,135,-0.2616,158,-0.0050,96,-0.7607,166,0.09229
ENSG00000140688,C16orf58,13,-1.0219,25,0.02510,31,0.40417,14,-0.8919,33,0.45340,27,0.13523,29,0.23585,20,-0.4243
ENSG00000197302,ZNF720,17,-0.6256,68,1.60267,25,-0.0694,32,0.37034,29,0.23165,16,-0.6601,12,-1.0724,18,-0.6226
ENSG00000069329,VPS35,118,-0.9875,170,-0.4348,390,1.14445,223,-0.0168,249,0.17012,103,-1.1857,147,-0.6525,167,-0.5379
ENSG00000155330,C16orf87,23,-0.4994,35,0.16765,26,-0.3689,37,0.26265,54,0.95131,13,-1.2976,17,-0.9041,33,0.10392
ENSG00000166123,GPT2,45,0.35750,28,-0.3672,26,-0.6013,10,-1.8230,39,0.13353,127,2.13235,16,-1.2148,29,-0.3907
ENSG00000069345,DNAJA2,77,-1.3577,133,-0.5369,283,0.81648,160,-0.2569,243,0.44004,93,-1.0779,93,-1.0760,188,-0.0107
ENSG00000171208,NETO2,0,-6.2461,53,0.18903,54,0.28988,75,0.76712,63,0.51374,24,-0.9797,4,-3.3542,54,0.26430
ENSG00000129636,ITFG1,37,-2.4949,192,-0.0428,318,0.97859,120,-0.7548,256,0.45659,78,-1.3986,169,-0.2350,167,-0.3034
ENSG00000102893,PHKB,49,-0.3510,95,0.68137,65,0.10478,80,0.41428,72,0.27874,47,-0.4214,56,-0.1522,45,-0.5724
ENSG00000102910,LONP2,101,0.05257,177,0.95298,93,-0.0995,125,0.38370,124,0.41488,95,-0.0511,35,-1.5409,71,-0.5779
ENSG00000196470,SIAH1,24,0.28330,26,0.37656,27,0.60111,17,-0.2382,22,0.12536,12,-0.8136,6,-1.6846,17,-0.3036
ENSG00000102921,N4BP1,39,0.16711,71,1.14874,24,-0.6478,25,-0.5012,55,0.81484,28,-0.3530,17,-1.0923,30,-0.2541
ENSG00000121274,TENT4B,13,-1.2527,51,0.89428,36,0.37208,37,0.34935,43,0.68047,21,-0.5028,11,-1.4558,18,-0.8139
ENSG00000166164,BRD7,235,1.13251,187,0.74957,66,-0.9888,131,0.17795,123,0.09283,162,0.51903,68,-0.8180,97,-0.3461
ENSG00000083799,CYLD,81,-0.0275,139,0.83551,81,-0.0475,86,0.05486,103,0.39019,48,-0.8319,82,-0.0184,63,-0.4786
ENSG00000177200,CHD9,236,0.57924,385,1.40501,100,-0.8693,302,0.98880,210,0.43459,136,-0.2824,63,-1.4503,95,-0.9483
ENSG00000103479,RBL2,75,1.29837,75,1.29132,20,-0.8586,27,-0.3118,32,-0.0748,51,0.66109,33,-0.0402,17,-1.1786
ENSG00000166971,AKTIP,84,-0.1515,34,-1.5081,104,0.21680,61,-0.6518,78,-0.2901,64,-0.5649,103,0.16946,131,0.67854
ENSG00000103494,RPGRIP1L,11,-1.4486,70,1.35275,29,-0.0595,20,-0.6642,44,0.65204,20,-0.6146,17,-0.8816,27,-0.2244
ENSG00000140718,FTO,62,-0.2469,44,-0.7754,98,0.56409,38,-1.0023,86,0.27246,48,-0.6525,81,0.16329,71,-0.0473
ENSG00000087258,GNAO1,212,-1.3537,377,-0.4825,554,0.13339,385,-0.4505,850,0.89946,327,-0.6993,462,-0.1719,528,0.04312
ENSG00000159461,AMFR,75,-0.0962,82,0.04046,81,0.01391,73,-0.1498,95,0.29437,100,0.34647,46,-0.8319,78,-0.0593
ENSG00000167005,NUDT21,63,-0.9428,138,0.26602,158,0.60667,110,-0.0863,115,-0.0218,83,-0.5194,58,-1.0633,119,0.04091
ENSG00000087263,OGFOD1,62,0.99968,40,0.30055,29,-0.2564,46,0.50861,46,0.58460,15,-1.1536,37,0.18268,17,-1.1291
ENSG00000125124,BBS2,41,-0.3700,49,-0.1060,47,-0.2193,28,-0.9513,57,0.12985,135,1.55103,45,-0.2397,44,-0.3247
ENSG00000087250,MT3,1963,-0.6235,2045,-0.5614,1407,-1.2738,1117,-1.4702,1893,-0.7273,8141,1.69757,4804,0.78508,4060,0.63862
ENSG00000125148,MT2A,368,0.53819,122,-1.1652,72,-2.1497,20,-3.8158,100,-1.5391,1266,2.82086,157,-0.7903,354,0.59319
ENSG00000169715,MT1E,157,-0.0528,93,-0.8519,33,-2.5808,21,-2.9940,82,-1.1115,768,2.77268,251,0.69132,186,0.26033
ENSG00000205364,MT1M,79,0.41167,30,-1.0485,9,-2.9431,14,-2.1919,38,-0.7515,320,3.01215,76,0.35046,55,-0.1701
ENSG00000198417,MT1F,68,0.54021,28,-0.8532,10,-2.5354,19,-1.4076,19,-1.5051,268,3.13073,37,-0.4307,48,-0.0241
ENSG00000125144,MT1G,55,-0.8985,61,-0.7590,14,-3.0924,14,-2.8626,38,-1.5276,713,3.85051,103,0.05204,78,-0.4482
ENSG00000187193,MT1X,157,0.82603,34,-1.5061,48,-1.1613,28,-1.8113,21,-2.3263,361,2.33687,154,0.80075,99,0.09997
ENSG00000102900,NUP93,13,-1.3330,18,-0.8743,44,0.60646,48,0.64990,33,0.08166,14,-1.2575,22,-0.5681,34,0.12931
ENSG00000051108,HERPUD1,38,-0.8420,121,0.98769,78,0.34664,68,0.05198,59,-0.1781,38,-0.8250,54,-0.2872,60,-0.1675
ENSG00000172775,FAM192A,168,0.19805,155,0.06741,124,-0.3218,213,0.57555,160,0.12879,111,-0.4403,98,-0.6336,163,0.18069
ENSG00000159579,RSPRY1,30,0.61476,25,0.32479,18,-0.1766,33,0.75277,18,-0.1581,28,0.48210,17,-0.2789,13,-0.7565
ENSG00000102931,ARL2BP,27,-1.4747,51,-0.5627,94,0.48398,111,0.65725,63,-0.2571,90,0.32726,53,-0.5103,71,-0.0573
ENSG00000102934,PLLP,507,3.63644,18,-2.1200,23,-1.9851,36,-1.1431,52,-0.6381,19,-2.0469,203,1.62043,12,-2.9595
ENSG00000006210,CX3CL1,7,-3.7055,95,-0.0028,107,0.22083,76,-0.3588,190,1.26891,19,-2.3771,84,-0.1938,86,-0.1880
ENSG00000005194,CIAPIN1,8,-2.3718,16,-1.4390,77,1.25076,44,0.05528,35,-0.3464,13,-1.7614,25,-0.8204,49,0.25745
ENSG00000088682,COQ9,16,-1.0369,27,-0.2953,39,0.32648,33,0.00298,26,-0.3720,54,0.80643,22,-0.5894,35,0.10622
ENSG00000102978,POLR2C,39,-0.2363,42,-0.1385,55,0.35147,47,0.02038,40,-0.2162,47,0.02143,55,0.27447,41,-0.2277
ENSG00000205336,ADGRG1,53,-0.4306,38,-0.9290,47,-0.7153,17,-2.0748,38,-0.9981,395,3.17828,31,-1.2362,54,-0.4666
ENSG00000140854,KATNB1,12,-1.1857,13,-1.0949,36,0.58331,5,-2.2852,24,-0.1825,11,-1.3270,44,0.77779,35,0.54844
ENSG00000140859,KIFC3,20,-0.3935,43,0.83567,26,0.02876,7,-1.8771,23,-0.1748,22,-0.2473,12,-1.1105,35,0.60207
ENSG00000103005,USB1,7,-1.8051,9,-1.3726,29,0.37071,19,-0.3346,17,-0.5876,30,0.36983,31,0.43146,31,0.49999
ENSG00000070761,CFAP20,36,-0.1686,15,-1.4704,49,0.36918,30,-0.4438,55,0.54057,17,-1.3173,6,-2.7242,55,0.58817
ENSG00000070770,CSNK2A2,24,-0.6518,36,-0.0173,41,0.22793,20,-0.9191,53,0.65518,26,-0.5208,16,-1.2069,41,0.22062
ENSG00000103021,CCDC113,7,-1.8990,19,-0.4523,24,-0.0798,22,-0.2056,46,1.08578,17,-0.5625,34,0.46164,21,-0.2862
ENSG00000103034,NDRG4,91,-2.5419,217,-1.2572,872,1.18524,826,0.81768,391,-0.3963,315,-0.6985,377,-0.4238,408,-0.3559
ENSG00000125107,CNOT1,35,-0.3432,33,-0.4573,45,0.04040,66,0.62596,52,0.28576,29,-0.6608,49,0.15792,41,-0.1327
ENSG00000125166,GOT2,61,-1.2277,98,-0.5241,240,1.16755,144,0.07073,116,-0.2859,66,-1.1089,88,-0.6824,126,-0.1617
ENSG00000150394,CDH8,10,-2.7363,57,-0.1605,112,1.20227,108,0.85626,64,0.02277,7,-3.1394,18,-1.8571,52,-0.3453
ENSG00000140937,CDH11,17,-0.7748,76,1.60206,22,-0.4315,13,-1.1889,51,1.04203,35,0.30125,37,0.38164,8,-1.9734
ENSG00000166548,TK2,74,0.98391,37,-0.1216,24,-0.8660,85,1.21787,35,-0.2060,58,0.57119,18,-1.1740,35,-0.2476
ENSG00000183723,CMTM4,19,-2.2183,98,0.21497,76,-0.2258,66,-0.4098,118,0.56152,68,-0.3531,60,-0.5544,113,0.54560
ENSG00000135720,DYNC1LI2,694,1.40205,254,-0.2323,256,-0.2632,319,0.12167,303,0.04596,178,-0.7787,440,0.63397,193,-0.7509
ENSG00000159593,NAE1,45,-0.1746,63,0.34600,60,0.33679,47,-0.1057,54,0.11521,32,-0.6953,48,-0.0727,44,-0.2457
ENSG00000172840,PDP2,19,-0.6128,40,0.56538,29,0.09189,40,0.56617,28,0.01394,24,-0.2376,14,-1.0536,27,-0.0330
ENSG00000166595,CIAO2B,136,0.35655,42,-1.4355,106,-0.0405,68,-0.7088,66,-0.8134,124,0.21056,134,0.32592,152,0.66993
ENSG00000172831,CES2,30,-0.7427,63,0.40231,32,-0.7742,85,0.87133,22,-1.2531,84,0.85167,66,0.45611,57,0.28480
ENSG00000125149,C16orf70,31,0.34541,37,0.66005,19,-0.4554,17,-0.5367,43,1.03266,11,-1.1815,20,-0.3346,20,-0.3972
ENSG00000140939,NOL3,19,0.15267,14,-0.2840,34,1.47010,1,-4.1231,6,-1.5288,21,0.30213,17,-0.0261,12,-0.6084
ENSG00000196123,KIAA0895L,11,-0.8957,40,1.09755,16,-0.3524,19,-0.0545,8,-1.3787,27,0.48545,19,-0.0618,26,0.49722
ENSG00000205250,E2F4,36,0.72054,49,1.24408,26,0.29869,8,-1.5629,13,-0.9176,16,-0.5240,13,-0.7794,22,-0.0180
ENSG00000168701,TMEM208,45,-0.2551,17,-1.7322,84,0.91605,37,-0.5419,54,0.01341,58,0.11630,17,-1.6798,54,0.00514
ENSG00000159713,TPPP3,345,4.05890,5,-3.2198,8,-2.6918,12,-1.9932,12,-2.0371,100,1.27914,74,0.77241,1,-4.9492
ENSG00000159720,ATP6V0D1,102,-1.1386,106,-1.0783,408,1.36114,159,-0.4692,232,0.11684,136,-0.7089,152,-0.5433,156,-0.5891
ENSG00000039523,RIPOR1,24,-1.1760,78,0.63836,59,0.24178,27,-1.0077,54,0.08355,45,-0.2309,73,0.52797,48,-0.1497
ENSG00000102974,CTCF,121,0.75755,107,0.55665,39,-1.1329,114,0.65635,100,0.50023,70,-0.1131,31,-1.3425,73,-0.0640
ENSG00000159753,CARMIL2,8,-2.4386,40,-0.0206,37,-0.1798,22,-0.9454,41,0.01434,32,-0.3677,31,-0.3913,68,1.04622
ENSG00000102977,ACD,11,-0.6325,29,0.87802,22,0.57738,1,-3.2789,9,-1.0272,19,0.17729,0,-4.2310,24,0.68913
ENSG00000102981,PARD6A,12,-1.7600,31,-0.3398,40,0.06674,11,-1.8055,34,-0.2298,41,0.06489,34,-0.2178,63,0.97267
ENSG00000141098,GFOD2,9,-1.8930,27,-0.2424,40,0.48412,22,-0.5156,29,-0.1412,36,0.20760,6,-2.3658,43,0.62531
ENSG00000102901,CENPT,10,-1.1401,43,1.07356,22,0.01239,9,-1.2853,20,-0.1371,21,-0.0789,5,-2.2278,30,0.62634
ENSG00000168286,THAP11,17,-0.6670,8,-1.7214,29,0.17742,25,-0.0431,24,-0.1136,16,-0.7471,24,-0.1005,38,0.74168
ENSG00000102898,NUTF2,83,-0.4488,83,-0.4528,131,0.31771,51,-1.1892,99,-0.1978,106,-0.0749,161,0.58896,124,0.19890
ENSG00000038358,EDC4,21,-1.1369,47,0.08756,45,0.03550,38,-0.2242,64,0.65432,30,-0.6125,9,-2.2672,56,0.43956
ENSG00000205220,PSMB10,84,-0.0362,57,-0.6192,82,-0.0944,50,-0.8300,46,-1.0029,97,0.18491,146,0.84589,115,0.57775
ENSG00000132600,PRMT7,11,-1.8833,17,-1.2456,23,-0.9226,40,0.06323,69,1.04564,36,-0.1055,73,1.00537,40,0.06712
ENSG00000184939,ZFP90,44,0.17060,59,0.63764,38,-0.0888,44,0.15210,39,-0.0374,23,-0.8202,44,0.15925,37,-0.1399
ENSG00000141076,UTP4,8,-1.7414,22,-0.3342,33,0.39390,27,-0.0094,35,0.43364,19,-0.5206,16,-0.7497,30,0.19184
ENSG00000168807,SNTB2,15,-1.4322,77,1.12072,21,-1.0272,13,-1.5597,87,1.55337,22,-0.8203,7,-2.4685,42,0.17486
ENSG00000132612,VPS4A,92,-0.1058,91,-0.1245,108,0.16659,93,-0.0946,102,0.06020,83,-0.2726,99,0.00324,99,0.00875
ENSG00000132604,TERF2,27,-1.0591,44,-0.3610,53,-0.0821,83,0.63664,60,0.14474,43,-0.3922,72,0.41057,57,0.06052
ENSG00000103018,CYB5B,33,-0.7805,37,-0.6046,71,0.47702,38,-0.5740,45,-0.3583,84,0.64824,40,-0.5041,63,0.22028
ENSG00000102908,NFAT5,17,-0.9723,115,2.14839,10,-1.9144,9,-1.8603,77,1.64418,20,-0.7225,3,-3.5548,25,-0.4916
ENSG00000181019,NQO1,14,-0.5418,20,-0.0160,15,-0.5688,7,-1.5597,10,-1.0874,70,2.07581,15,-0.4688,25,0.36301
ENSG00000141101,NOB1,13,-0.3320,14,-0.2380,25,0.87441,14,-0.1813,16,-0.0168,23,0.59684,0,-5.1321,12,-0.4312
ENSG00000198373,WWP2,33,0.61820,29,0.41959,30,0.54657,16,-0.4925,16,-0.5672,23,0.06503,12,-0.9631,19,-0.3063
ENSG00000223496,EXOSC6,51,-1.0155,112,0.17088,98,-0.0513,122,0.30756,118,0.28124,88,-0.2110,78,-0.3874,108,0.14134
ENSG00000090861,AARS,111,-0.6557,92,-0.9386,300,1.18193,224,0.43045,165,-0.0544,86,-1.0496,79,-1.1781,132,-0.4611
ENSG00000168872,DDX19A,14,-0.7813,40,0.78372,24,-0.0492,17,-0.5049,38,0.77099,25,0.02206,1,-4.6843,24,-0.0060
ENSG00000157350,ST3GAL2,10,-0.9868,22,0.23021,16,-0.2770,22,0.23421,29,0.71442,17,-0.1694,10,-0.8887,20,0.08228
ENSG00000103051,COG4,19,-0.2938,15,-0.6018,35,0.81076,18,-0.3298,14,-0.7874,33,0.56767,29,0.35488,17,-0.4922
ENSG00000189091,SF3B3,47,0.07193,50,0.16732,48,0.14369,31,-0.5670,43,-0.0555,49,0.12581,67,0.64481,36,-0.4101
ENSG00000132613,MTSS2,45,0.51683,35,0.12099,18,-1.0277,18,-0.8897,22,-0.5816,69,1.22732,47,0.58593,36,0.20005
ENSG00000103043,VAC14,23,0.00394,22,-0.1003,38,1.01058,19,-0.3033,8,-1.5865,19,-0.3490,20,-0.2483,23,-0.0330
ENSG00000172137,CALB2,0,-8.9913,39,-0.5516,3,-4.2008,86,0.67351,16,-1.9787,58,0.06729,0,-8.8856,168,2.87849
ENSG00000167377,ZNF23,12,-0.6442,18,-0.0494,16,-0.3206,23,0.27387,26,0.52200,14,-0.4090,13,-0.5991,22,0.31233
ENSG00000040199,PHLPP2,13,-1.0900,20,-0.4859,33,0.31286,8,-1.7965,54,1.20546,17,-0.6923,9,-1.5724,29,0.07034
ENSG00000166747,AP1G1,29,-0.6806,62,0.48575,69,0.82818,49,0.11377,45,-0.0438,49,0.09171,20,-1.2386,30,-0.7628
ENSG00000182149,IST1,109,1.29291,30,-0.7408,54,0.16376,91,0.98341,43,-0.2203,46,-0.1074,26,-0.9471,30,-0.8613
ENSG00000102984,ZNF821,7,-1.2617,9,-0.9771,20,0.19032,3,-2.4237,20,0.22962,10,-0.7829,23,0.39398,26,0.74697
ENSG00000140829,DHX38,38,0.44000,48,0.81464,25,-0.2374,33,0.21848,38,0.49781,26,-0.1287,12,-1.2291,21,-0.5514
ENSG00000260664,AC004158.1,102,2.35572,28,0.12647,12,-1.2902,11,-1.2719,33,0.43522,27,0.05427,16,-0.7437,17,-0.7585
ENSG00000140836,ZFHX3,64,1.26615,167,3.20932,5,-2.8731,0,-6.8464,29,-0.0059,49,0.81200,21,-0.5091,2,-3.7746
ENSG00000103035,PSMD7,150,-0.5121,127,-0.7546,239,0.25980,293,0.53883,269,0.44499,111,-0.9623,125,-0.7788,217,0.07185
ENSG00000090863,GLG1,135,0.27376,158,0.51966,113,-0.0178,108,-0.0822,161,0.61339,98,-0.2337,75,-0.6288,81,-0.5995
ENSG00000103089,FA2H,274,4.90410,0,-6.0210,5,-2.8646,2,-3.5156,9,-1.7610,0,-8.9586,69,1.39553,0,-5.3830
ENSG00000103091,WDR59,17,-0.3526,41,1.00970,18,-0.2959,18,-0.2946,31,0.61336,25,0.20581,30,0.51657,11,-1.0937
ENSG00000186187,ZNRF1,19,-1.2638,21,-1.0871,47,0.13383,15,-1.5562,49,0.19192,31,-0.5515,13,-1.8539,78,1.18327
ENSG00000184517,ZFP1,14,-0.7731,12,-0.9557,25,0.11809,12,-1.0145,40,0.97407,10,-1.1888,25,0.10801,25,0.12288
