Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000198838,RYR3,38,0.72954,17,-0.6029,11,-1.2820,10,-1.3541,13,-1.0527,112,2.78128,21,-0.1708
ENSG00000134153,EMC7,126,0.58332,59,-0.6473,96,0.18946,64,-0.4754,86,-0.0240,104,0.27408,88,0.01551
ENSG00000134152,KATNBL1,27,-0.1165,32,0.15344,30,0.02576,33,0.19300,25,-0.2759,18,-0.6977,44,0.64180
ENSG00000128463,EMC4,161,0.06418,139,-0.1759,175,0.24733,150,-0.0473,167,0.15064,104,-0.6080,134,-0.2271
ENSG00000140199,SLC12A6,29,-0.1398,30,-0.0595,33,0.09179,27,-0.2390,34,0.12550,20,-0.6696,41,0.41948
ENSG00000182117,NOP10,90,-0.3204,125,0.21719,103,-0.1365,106,-0.0670,150,0.61502,66,-0.7874,57,-1.0179
ENSG00000176454,LPCAT4,46,-0.1559,43,-0.3004,76,0.81397,78,0.68304,54,0.10899,10,-2.3339,3,-3.9483
ENSG00000175265,GOLGA8A,66,0.07200,61,-0.0535,82,0.51466,60,-0.0826,52,-0.3516,68,0.12033,40,-0.7148
ENSG00000215252,GOLGA8B,94,0.73605,61,0.04442,80,0.59072,68,0.20918,50,-0.3036,31,-0.9903,8,-2.9297
ENSG00000021776,AQR,67,0.99317,33,-0.1652,37,0.04095,27,-0.4739,30,-0.3476,37,0.03268,38,0.04901
ENSG00000198146,ZNF770,109,0.70318,70,-0.0106,60,-0.2921,78,0.16525,55,-0.4662,133,1.03571,40,-0.8674
ENSG00000134138,MEIS2,129,1.94434,30,-0.5018,49,0.36434,3,-3.5088,15,-1.7100,84,1.16384,23,-0.8762
ENSG00000166068,SPRED1,73,-0.1154,53,-0.6350,110,0.68784,67,-0.2386,63,-0.4043,84,0.10698,91,0.24441
ENSG00000171262,FAM98B,64,0.07874,44,-0.5487,77,0.47303,69,0.19066,65,0.11768,35,-0.8352,49,-0.3238
ENSG00000172575,RASGRP1,280,1.60769,73,-0.6335,80,-0.5388,87,-0.3286,161,0.84254,45,-1.3323,7,-3.9706
ENSG00000166073,GPR176,44,0.58498,35,0.25996,32,0.07040,43,0.53500,30,-0.0076,19,-0.6794,3,-3.4220
ENSG00000128829,EIF2AK4,86,0.80424,44,-0.2672,49,-0.1168,61,0.26142,51,-0.0212,61,0.24692,26,-1.0342
ENSG00000140319,SRP14,572,-0.6141,939,0.17406,840,-0.0230,537,-0.7094,998,0.31717,906,0.10120,794,-0.1064
ENSG00000137843,PAK6,21,-0.3891,40,0.74255,46,1.14951,26,-0.0143,13,-1.2779,10,-1.4507,7,-1.9083
ENSG00000259330,INAFM2,19,-0.5047,22,-0.2894,44,1.10965,32,0.31347,21,-0.3937,15,-0.8089,8,-1.6805
ENSG00000140323,DISP2,71,0.80593,49,0.23063,41,-0.0844,41,-0.0482,51,0.34007,17,-1.3682,11,-2.0118
ENSG00000128928,IVD,57,0.44744,51,0.29373,42,-0.0634,33,-0.4103,26,-0.9194,65,0.66926,57,0.45492
ENSG00000140320,BAHD1,13,-0.6164,15,-0.4751,36,1.21744,18,-0.1525,13,-0.7413,20,-0.0500,14,-0.5357
ENSG00000128891,CCDC32,26,0.43247,21,0.15904,16,-0.3081,18,-0.0950,24,0.38248,13,-0.5905,13,-0.5680
ENSG00000137824,RMDN3,53,0.06553,39,-0.4218,55,0.15722,38,-0.4526,50,-0.0321,77,0.67398,47,-0.1150
ENSG00000166140,ZFYVE19,19,-0.1797,20,-0.0617,21,0.02752,29,0.48740,20,-0.0506,18,-0.2685,21,0.02395
ENSG00000104142,VPS18,13,-0.5203,16,-0.2303,18,-0.0947,25,0.45459,23,0.38523,17,-0.1437,15,-0.3464
ENSG00000128908,INO80,31,0.90717,11,-0.7133,11,-0.7863,8,-1.1376,17,-0.0659,26,0.64589,38,1.25135
ENSG00000187446,CHP1,59,-1.1541,145,0.23740,170,0.60000,179,0.55527,117,-0.1537,68,-0.9433,62,-1.0968
ENSG00000247556,OIP5-AS1,333,-0.1237,508,0.61625,315,-0.2573,466,0.40550,362,0.00553,273,-0.4308,212,-0.8216
ENSG00000137806,NDUFAF1,46,0.18504,22,-1.0468,52,0.48319,45,0.13907,52,0.48306,26,-0.6853,18,-1.2068
ENSG00000137815,RTF1,290,1.08846,124,-0.3169,141,-0.1100,96,-0.6794,186,0.44018,98,-0.6510,78,-0.9875
ENSG00000137825,ITPKA,51,-1.0998,98,-0.1091,254,2.18869,17,-2.6901,52,-1.2169,57,-0.9315,18,-2.5801
ENSG00000103932,RPAP1,26,0.68335,14,-0.3141,15,-0.1536,28,0.77701,16,-0.1490,10,-0.7750,18,0.06994
ENSG00000092445,TYRO3,204,0.55295,120,-0.3193,195,0.61579,105,-0.4958,116,-0.4056,115,-0.3587,136,-0.0983
ENSG00000174197,MGA,50,0.54982,35,-0.0153,22,-0.8352,29,-0.2983,24,-0.7064,90,1.55934,47,0.44548
ENSG00000137802,MAPKBP1,14,-0.2605,14,-0.2091,25,0.93488,16,-0.0194,11,-0.6672,16,-0.0569,11,-0.5999
ENSG00000243708,PLA2G4B,6,-1.2251,15,0.20693,19,0.74756,16,0.29362,9,-0.6363,13,-0.0899,10,-0.4933
ENSG00000166887,VPS39,59,0.03357,67,0.27676,55,-0.0680,62,0.12583,56,-0.0353,61,0.08188,38,-0.6398
ENSG00000103978,TMEM87A,58,0.21952,27,-1.0139,34,-0.7227,22,-1.2699,43,-0.3010,60,0.28254,181,2.21835
ENSG00000092529,CAPN3,69,0.33170,7,-3.0475,4,-4.0866,12,-2.3168,24,-1.4645,68,0.31432,421,4.21016
ENSG00000103994,ZNF106,194,0.38613,184,0.33349,131,-0.2895,116,-0.4248,136,-0.2167,204,0.46166,148,-0.0513
ENSG00000092531,SNAP23,14,-0.1767,11,-0.4877,8,-1.1290,4,-2.0336,8,-1.1009,55,2.19845,41,1.61525
ENSG00000180979,LRRC57,15,-0.6257,25,0.10892,40,1.15606,24,0.05548,13,-1.0041,17,-0.4865,14,-0.7594
ENSG00000137814,HAUS2,20,0.21664,10,-0.8637,20,0.33288,15,-0.2097,23,0.58189,4,-2.1830,17,0.01937
ENSG00000128881,TTBK2,80,-0.2460,90,-0.0846,120,0.48357,98,0.05653,100,0.12349,57,-0.7779,55,-0.8158
ENSG00000159459,UBR1,52,0.20446,30,-0.7024,39,-0.3049,49,0.11681,58,0.44904,63,0.50105,37,-0.3452
ENSG00000166946,CCNDBP1,61,-0.4638,75,-0.1527,103,0.44887,65,-0.3557,101,0.41327,51,-0.7396,47,-0.8634
ENSG00000168803,ADAL,16,0.20162,19,0.48441,7,-1.0667,16,0.25045,18,0.53175,8,-0.8319,13,-0.1024
ENSG00000140265,ZSCAN29,10,-0.5620,21,0.66624,19,0.50711,14,-0.0883,8,-0.9489,9,-0.6478,17,0.26957
ENSG00000137822,TUBGCP4,9,-2.2888,29,-0.6344,87,1.64843,32,-0.4387,39,-0.1418,17,-1.4092,14,-1.6244
ENSG00000067369,TP53BP1,166,0.91366,57,-0.8385,94,-0.0055,80,-0.2566,101,0.13135,120,0.39017,67,-0.5285
ENSG00000166963,MAP1A,677,-0.2006,1125,0.68486,654,-0.3056,1076,0.53505,593,-0.4824,809,0.07700,688,-0.1761
ENSG00000168781,PPIP5K1,3,-2.0308,19,0.47036,17,0.23459,18,0.30966,18,0.44431,3,-2.4071,8,-0.8064
ENSG00000237289,CKMT1B,35,-0.3795,42,-0.1171,62,0.64072,68,0.64611,50,0.20439,18,-1.3652,0,-6.6747
ENSG00000223572,CKMT1A,43,-0.4385,28,-1.1870,76,0.56574,72,0.36292,89,0.93021,13,-2.1814,9,-2.7606
ENSG00000167004,PDIA3,198,0.60719,78,-0.9140,126,-0.1374,64,-1.1348,148,0.17254,197,0.60018,189,0.52787
ENSG00000140264,SERF2,396,-0.5230,648,0.27493,406,-0.5701,487,-0.2013,551,-0.0124,747,0.47590,855,0.69648
ENSG00000140259,MFAP1,68,0.35186,32,-0.8845,51,-0.1344,30,-0.8963,62,0.23193,100,0.97407,57,0.04856
ENSG00000171877,FRMD5,9,-1.3710,13,-0.9588,26,0.14521,38,0.74036,16,-0.7504,19,-0.3034,68,1.77719
ENSG00000166734,CASC4,111,-0.0516,117,0.03588,113,-0.0203,76,-0.6402,102,-0.2141,156,0.49771,151,0.43971
ENSG00000137770,CTDSPL2,44,0.70982,33,0.27905,29,0.05701,15,-0.9340,30,0.11635,14,-0.9941,21,-0.4279
ENSG00000179523,EIF3J-DT,14,-0.7320,23,0.07855,25,0.27463,25,0.18010,16,-0.5339,35,0.74092,19,-0.1866
ENSG00000104131,EIF3J,163,-0.0049,123,-0.4822,131,-0.4122,98,-0.7948,184,0.22705,241,0.62209,272,0.81869
ENSG00000104133,SPG11,18,-0.7827,31,0.09258,24,-0.3773,22,-0.4632,34,0.25269,43,0.56785,38,0.36734
ENSG00000166710,B2M,281,-0.4308,512,0.57505,124,-1.8729,327,-0.1971,164,-1.4230,1274,2.13745,687,1.00299
ENSG00000185880,TRIM69,28,-0.9874,58,0.10201,60,0.17940,58,0.09864,62,0.24924,52,-0.0805,35,-0.6779
ENSG00000140263,SORD,16,-0.2465,22,0.28971,23,0.38814,6,-1.5534,16,-0.3150,26,0.51647,16,-0.2242
ENSG00000171766,GATM,47,-1.0340,90,-0.0576,66,-0.6416,32,-1.6175,38,-1.5621,287,1.91769,263,1.75177
ENSG00000104154,SLC30A4,19,-0.2810,23,0.06713,31,0.69448,18,-0.3634,18,-0.3596,10,-1.1582,26,0.21405
ENSG00000104164,BLOC1S6,114,-0.0937,161,0.50910,154,0.47439,89,-0.4772,107,-0.2408,79,-0.6508,69,-0.8709
ENSG00000137872,SEMA6D,27,-0.7396,36,-0.2953,55,0.47519,25,-0.8191,28,-0.7951,50,0.21282,97,1.33085
ENSG00000104177,MYEF2,115,0.38571,90,0.01201,95,0.10171,83,-0.1313,82,-0.1604,102,0.20001,66,-0.4687
ENSG00000233932,CTXN2,11,-0.9946,20,-0.0878,28,0.56760,24,0.22871,29,0.69022,2,-3.4001,3,-2.8128
ENSG00000128951,DUT,111,-0.2396,109,-0.2996,134,0.07060,159,0.32720,151,0.30360,70,-0.9523,141,0.13395
ENSG00000255302,EID1,633,0.19687,552,-0.0215,551,-0.0252,445,-0.3543,670,0.35959,382,-0.5908,479,-0.2412
ENSG00000138593,SECISBP2L,403,0.93618,99,-1.3433,159,-0.6446,96,-1.3120,154,-0.6942,265,0.25193,813,2.23150
ENSG00000166200,COPS2,171,0.61249,99,-0.2680,101,-0.2577,58,-1.0626,140,0.36719,72,-0.7297,172,0.62771
ENSG00000104047,DTWD1,57,0.97517,39,0.38019,37,0.32872,19,-0.7536,15,-1.2762,35,0.16870,30,-0.0273
ENSG00000285410,GABPB1-IT1,50,0.77613,26,-0.2857,42,0.61934,44,0.59080,19,-0.8233,25,-0.3279,14,-1.1548
ENSG00000244879,GABPB1-AS1,44,0.77980,29,0.13261,26,-0.0723,19,-0.5431,10,-1.6209,42,0.70874,52,1.05184
ENSG00000138592,USP8,116,0.11525,76,-0.5695,100,-0.1379,88,-0.3027,119,0.20603,138,0.39483,137,0.38268
ENSG00000092439,TRPM7,46,1.09783,23,0.00027,23,-0.0342,17,-0.4829,21,-0.1776,23,-0.0129,15,-0.6856
ENSG00000138600,SPPL2A,8,-1.2799,14,-0.5357,18,-0.2228,12,-0.7950,10,-1.1746,65,2.00829,42,1.21507
ENSG00000186417,GLDN,55,0.44516,1,-4.9701,2,-4.2348,6,-2.7065,6,-3.0976,50,0.29558,361,4.78309
ENSG00000104093,DMXL2,192,0.56506,89,-0.6969,155,0.27574,206,0.67907,163,0.38256,54,-1.3792,33,-2.1292
ENSG00000104112,SCG3,1520,1.49410,426,-0.6311,381,-0.8771,271,-1.2644,840,0.61699,1038,0.83136,105,-2.6607
ENSG00000140280,LYSMD2,76,-0.4993,118,0.21630,142,0.61811,115,0.14972,109,0.07055,63,-0.7840,14,-2.9616
ENSG00000128872,TMOD2,394,-0.0865,414,-0.0083,439,0.10444,546,0.43145,524,0.46288,228,-0.9226,108,-2.0363
ENSG00000138594,TMOD3,33,0.03028,35,0.12023,28,-0.2664,20,-0.7473,23,-0.5806,82,1.54561,30,-0.1416
ENSG00000166477,LEO1,43,0.09609,36,-0.1998,41,0.05045,30,-0.4493,44,0.17598,41,0.05410,41,0.01800
ENSG00000069956,MAPK6,50,-0.7708,86,0.05978,105,0.45754,91,0.13259,85,0.03472,35,-1.3124,82,-0.0171
ENSG00000069966,GNB5,109,-0.3805,130,-0.1205,163,0.30938,197,0.55385,174,0.44107,72,-1.0003,23,-2.6506
ENSG00000197535,MYO5A,551,0.43569,410,-0.0363,338,-0.4018,681,0.78310,553,0.56067,196,-1.1642,110,-2.0161
ENSG00000128989,ARPP19,956,-0.3287,991,-0.2976,1990,1.12842,1000,-0.2584,1055,-0.2119,635,-0.9520,453,-1.4579
ENSG00000047346,FAM214A,44,0.46411,25,-0.4366,29,-0.2258,34,0.03289,30,-0.2061,35,0.10140,56,0.83912
ENSG00000137766,UNC13C,63,-0.2752,153,1.33974,50,-0.7568,107,0.55178,62,-0.3727,51,-0.6231,46,-0.7517
ENSG00000137876,RSL24D1,145,-0.2478,162,-0.0797,188,0.19330,149,-0.2020,202,0.33615,136,-0.3486,118,-0.5686
ENSG00000260916,CCPG1,184,0.69656,94,-0.3906,96,-0.3972,96,-0.3340,117,-0.0289,178,0.64396,142,0.27875
ENSG00000181827,RFX7,12,-0.4529,22,0.46997,16,-0.0316,20,0.31291,19,0.19979,6,-1.4218,13,-0.4169
ENSG00000138587,MNS1,31,0.81202,12,-0.7519,8,-1.3204,17,-0.0980,21,0.19463,41,1.29425,23,0.31690
ENSG00000137871,ZNF280D,96,0.87679,37,-0.6854,48,-0.2816,31,-0.9093,63,0.22592,65,0.23066,72,0.41472
ENSG00000140262,TCF12,40,0.17638,27,-0.4846,18,-1.1758,10,-1.8094,19,-1.0661,56,0.72737,156,2.62795
ENSG00000255529,POLR2M,49,0.29400,35,-0.2423,27,-0.7231,53,0.44278,40,0.00294,42,0.04879,69,0.84989
ENSG00000137845,ADAM10,89,0.73934,42,-0.4813,41,-0.5803,43,-0.3932,40,-0.5897,90,0.77034,122,1.27502
ENSG00000128923,MINDY2,122,0.68143,70,-0.2213,51,-0.8126,50,-0.7256,87,0.18539,130,0.78860,99,0.35443
ENSG00000157450,RNF111,55,0.10189,37,-0.5606,69,0.57481,54,0.06376,51,-0.0466,43,-0.2979,37,-0.5023
ENSG00000137776,SLTM,212,0.66742,109,-0.4223,96,-0.6946,89,-0.6961,130,-0.1411,185,0.43972,300,1.25398
ENSG00000157470,FAM81A,63,-0.5287,84,-0.1141,116,0.52409,125,0.52899,105,0.31899,42,-1.1526,12,-2.9290
ENSG00000140307,GTF2A2,38,-1.1526,75,-0.1220,94,0.28293,76,-0.0926,84,0.07456,73,-0.1590,100,0.34119
ENSG00000140299,BNIP2,21,-0.2065,28,0.29450,14,-0.9517,8,-1.6596,12,-1.2081,67,1.70449,58,1.46283
ENSG00000128915,ICE2,14,-0.6185,16,-0.4964,11,-1.1365,10,-1.1623,19,-0.2043,64,1.81545,48,1.29560
ENSG00000069667,RORA,18,-0.9620,43,0.41154,34,0.01193,87,1.56227,21,-0.8798,27,-0.3410,25,-0.4656
ENSG00000129003,VPS13C,178,0.80602,110,0.03762,89,-0.3589,78,-0.4920,97,-0.2088,120,0.17016,141,0.42661
ENSG00000171914,TLN2,298,1.20131,107,-0.4875,125,-0.2553,192,0.46991,164,0.26553,77,-0.9505,70,-1.0832
ENSG00000140416,TPM1,169,0.21075,161,0.14954,196,0.57647,126,-0.2474,106,-0.6003,202,0.49980,46,-1.7712
ENSG00000103642,LACTB,17,-0.1927,15,-0.4659,25,0.49016,20,-0.0119,20,0.05298,21,0.12898,12,-0.7622
ENSG00000185088,RPS27L,119,-0.1880,142,0.09788,88,-0.7704,115,-0.2374,126,-0.1203,250,1.00745,203,0.65899
ENSG00000166128,RAB8B,79,1.06434,30,-0.5301,34,-0.3474,34,-0.2954,42,0.02827,57,0.50784,36,-0.1886
ENSG00000138613,APH1B,13,-0.4793,15,-0.2792,16,-0.1199,10,-0.8671,15,-0.2683,34,1.05779,29,0.83068
ENSG00000103657,HERC1,399,1.15278,151,-0.4566,160,-0.3946,209,0.09221,263,0.57858,106,-0.9477,87,-1.2553
ENSG00000166797,CIAO2A,12,-1.2290,22,-0.3483,28,0.11915,11,-1.3240,25,-0.1072,41,0.67908,52,1.09555
ENSG00000028528,SNX1,46,-0.0536,38,-0.3935,41,-0.2988,37,-0.4070,30,-0.8236,62,0.40460,141,1.82849
ENSG00000166794,PPIB,156,0.50011,76,-0.6859,90,-0.4358,51,-1.2240,101,-0.2286,174,0.67474,264,1.38743
ENSG00000169118,CSNK1G1,22,0.51064,14,-0.1641,21,0.57462,6,-1.3523,13,-0.3384,18,0.18257,12,-0.3729
ENSG00000180357,ZNF609,19,-0.5538,32,0.28396,22,-0.3742,24,-0.1495,21,-0.4499,46,0.87510,41,0.67155
ENSG00000180304,OAZ2,93,-0.1448,104,0.03572,109,0.13461,119,0.24904,90,-0.2375,106,0.06011,99,-0.0349
ENSG00000166839,ANKDD1A,28,0.69683,17,-0.1489,22,0.37162,21,0.24647,15,-0.2908,13,-0.5415,10,-0.8766
ENSG00000090487,SPG21,33,0.07193,28,-0.2289,29,-0.1813,35,0.13451,32,0.02884,21,-0.6105,54,0.83005
ENSG00000103707,MTFMT,11,-0.6054,13,-0.4466,25,0.82878,15,-0.1256,19,0.26421,13,-0.3777,3,-2.5229
ENSG00000090470,PDCD7,48,0.47103,33,-0.1518,45,0.46675,25,-0.5499,28,-0.4201,38,0.09308,32,-0.1889
ENSG00000166855,CLPX,53,-0.0388,45,-0.3150,55,0.03015,29,-0.9614,57,0.11026,77,0.55203,65,0.28057
ENSG00000074603,DPP8,78,-0.1394,61,-0.5509,103,0.36722,92,0.11980,97,0.24645,86,0.00321,47,-0.9088
ENSG00000074696,HACD3,290,0.59243,160,-0.3783,170,-0.3076,163,-0.3225,248,0.42781,209,0.06977,167,-0.2840
ENSG00000174485,DENND4A,37,0.02399,24,-0.7209,46,0.44021,31,-0.2628,36,-0.0633,54,0.60495,27,-0.4601
ENSG00000103769,RAB11A,147,-0.4052,148,-0.4264,218,0.26413,263,0.51660,242,0.48070,110,-0.8444,90,-1.1403
ENSG00000166938,DIS3L,33,-0.0046,36,0.11723,32,-0.0968,24,-0.5033,32,-0.0649,41,0.31091,39,0.25321
ENSG00000169032,MAP2K1,457,0.75918,215,-0.4750,384,0.60323,216,-0.4307,324,0.25008,136,-1.1347,61,-2.3197
ENSG00000174446,SNAPC5,45,-0.5298,61,-0.0661,69,0.15675,73,0.22212,83,0.54058,30,-1.1287,36,-0.8784
ENSG00000174444,RPL4,787,-0.0546,871,0.11482,686,-0.3243,617,-0.4330,785,-0.0713,1045,0.39502,1180,0.59251
ENSG00000166949,SMAD3,19,-0.5285,39,0.70069,53,1.57887,6,-2.1343,11,-1.4280,12,-1.1184,8,-1.7816
ENSG00000103591,AAGAB,26,-0.8363,50,0.15180,58,0.49100,61,0.46123,53,0.29464,16,-1.5288,10,-2.2502
ENSG00000189227,C15orf61,57,0.00997,66,0.27989,75,0.57529,68,0.28234,47,-0.3328,29,-1.0111,25,-1.2454
ENSG00000137764,MAP2K5,12,-1.2202,23,-0.3231,24,-0.3056,65,1.38961,32,0.26561,28,-0.0100,17,-0.7598
ENSG00000033800,PIAS1,49,-0.3042,67,0.21062,85,0.73089,39,-0.6523,54,-0.1763,47,-0.3669,28,-1.1639
ENSG00000169018,FEM1B,115,-0.1241,125,0.01218,140,0.22594,212,0.86681,117,-0.1120,78,-0.7209,66,-0.9659
ENSG00000103647,CORO2B,80,-0.0474,66,-0.3623,101,0.40007,89,0.12266,88,0.11810,61,-0.4751,61,-0.4619
ENSG00000140350,ANP32A,182,0.84087,95,-0.2097,65,-0.8986,96,-0.1753,82,-0.5074,186,0.88226,198,0.98922
ENSG00000138604,GLCE,53,0.83061,29,-0.1391,48,0.89025,14,-1.1923,23,-0.5793,17,-0.9614,23,-0.5107
ENSG00000137818,RPLP1,803,-0.7849,2038,0.76934,1116,-0.3366,1328,-0.0101,898,-0.7230,1805,0.48085,1979,0.63120
ENSG00000140332,TLE3,11,-0.3558,22,0.75489,18,0.48884,14,0.00236,8,-0.9129,20,0.50642,2,-2.6369
ENSG00000137831,UACA,14,-0.7549,10,-1.3290,6,-2.2736,5,-2.1798,4,-2.6463,142,3.38155,74,1.90456
ENSG00000166173,LARP6,72,-0.6491,74,-0.6583,94,-0.2963,111,0.02526,91,-0.3534,72,-0.6459,360,2.04452
ENSG00000137821,LRRC49,62,0.30704,35,-0.6090,51,-0.0027,36,-0.5450,81,0.99361,28,-0.8868,17,-1.6120
ENSG00000129028,THAP10,1,-3.6594,10,-0.3538,17,0.61898,21,0.76243,15,0.27454,4,-1.7656,11,-0.2297
ENSG00000066933,MYO9A,138,1.09667,40,-0.9183,80,0.23977,47,-0.6282,66,-0.1210,90,0.38134,53,-0.4334
ENSG00000067225,PKM,743,0.11068,584,-0.2909,760,0.18320,760,0.14814,873,0.46476,506,-0.4875,233,-1.6547
ENSG00000137817,PARP6,64,0.18009,59,0.06605,61,0.11118,69,0.28618,58,0.02827,47,-0.3128,32,-0.8794
ENSG00000140488,CELF6,4,-2.2081,17,-0.2901,27,0.53628,26,0.33464,21,0.00230,26,0.35124,14,-0.5838
ENSG00000213614,HEXA,37,0.30670,24,-0.4065,34,0.21342,30,-0.0539,27,-0.2299,38,0.34800,31,0.00358
ENSG00000166233,ARIH1,37,-0.8085,51,-0.3447,79,0.46857,92,0.61932,63,0.00484,49,-0.3730,45,-0.5055
ENSG00000140463,BBS4,15,-0.6016,22,-0.0238,24,0.15026,15,-0.5840,25,0.19942,29,0.41219,18,-0.3364
ENSG00000159322,ADPGK,19,0.21310,11,-0.6736,15,-0.1839,31,0.99536,17,0.06291,22,0.40313,9,-0.8700
ENSG00000067141,NEO1,15,-1.0625,18,-0.8197,21,-0.6184,24,-0.3225,17,-0.9799,57,1.06023,110,2.28090
ENSG00000156642,NPTN,472,-0.0468,341,-0.5945,815,1.11068,536,0.15288,509,0.08689,123,-2.0790,54,-3.2765
ENSG00000067221,STOML1,78,0.25221,66,-0.0097,79,0.33351,89,0.46139,59,-0.2391,54,-0.3242,33,-1.0658
ENSG00000140464,PML,12,-0.3122,10,-0.6275,10,-0.6244,17,0.30033,10,-0.5671,51,2.19763,10,-0.4913
ENSG00000129009,ISLR,49,0.93366,10,-1.6489,5,-2.6061,10,-1.4438,64,2.02828,36,0.42160,7,-1.9438
ENSG00000138623,SEMA7A,30,-0.5073,35,-0.2936,42,0.05979,42,0.02207,46,0.19869,39,-0.0902,50,0.31925
ENSG00000138629,UBL7,78,0.05114,54,-0.5604,85,0.23235,79,0.08312,89,0.34197,65,-0.2154,50,-0.6256
ENSG00000179335,CLK3,19,-0.0758,16,-0.3141,17,-0.2867,23,0.25573,20,0.03160,19,-0.0906,33,0.80088
ENSG00000179151,EDC3,13,-0.3309,17,0.00480,20,0.31557,25,0.63528,13,-0.4450,13,-0.4011,17,0.07565
ENSG00000103653,CSK,20,0.21641,24,0.53918,10,-0.9301,19,0.11158,18,0.01796,20,0.23591,19,0.15491
ENSG00000140474,ULK3,61,0.45740,59,0.43910,42,-0.1468,90,1.10262,37,-0.3810,23,-1.0151,18,-1.3630
ENSG00000140497,SCAMP2,7,-1.1943,15,-0.0491,6,-1.3875,5,-1.6403,10,-0.7400,44,1.78312,47,1.90336
ENSG00000178802,MPI,42,-0.2070,40,-0.2701,44,-0.1483,49,0.05606,60,0.48338,40,-0.2619,45,-0.0873
ENSG00000178761,FAM219B,49,0.17879,63,0.67055,42,-0.0376,39,-0.1649,39,-0.2087,38,-0.1934,25,-0.8638
ENSG00000178741,COX5A,337,-0.1962,314,-0.3342,424,0.20699,479,0.36022,508,0.58213,166,-1.2731,174,-1.1997
ENSG00000178718,RPP25,6,-1.3433,30,1.21361,11,-0.6383,13,-0.2819,20,0.54194,3,-2.3334,11,-0.5583
ENSG00000198794,SCAMP5,327,0.08950,340,0.17124,333,0.14955,303,-0.0268,348,0.23887,225,-0.4910,122,-1.4101
ENSG00000140365,COMMD4,25,-0.6118,35,-0.1604,38,-0.0062,39,0.03028,41,0.15393,39,0.06150,46,0.30140
ENSG00000140398,NEIL1,14,-0.2869,15,-0.1786,17,0.07471,30,0.91354,19,0.28041,8,-1.0373,9,-0.9870
ENSG00000140400,MAN2C1,46,0.46645,34,-0.0079,38,0.22312,36,0.10194,28,-0.3683,36,0.06897,25,-0.4791
ENSG00000169375,SIN3A,28,0.63743,22,0.28595,19,-0.0134,12,-0.6172,14,-0.5225,21,0.14799,22,0.22445
ENSG00000169410,PTPN9,19,-0.1836,21,-0.0338,22,0.00386,22,0.00336,22,0.00453,43,1.13857,2,-3.0207
ENSG00000169371,SNUPN,69,0.83381,33,-0.3530,48,0.31578,30,-0.4949,40,-0.0551,41,-0.0112,22,-0.9247
ENSG00000177971,IMP3,66,-0.0434,57,-0.3088,86,0.45225,59,-0.2108,77,0.25031,34,-1.0400,55,-0.3258
ENSG00000140367,UBE2Q2,35,-0.6032,66,0.42637,55,0.11928,37,-0.5364,40,-0.4838,66,0.38809,67,0.41498
ENSG00000167196,FBXO22,48,0.76409,23,-0.4469,31,0.03475,31,0.06791,33,0.20646,20,-0.5865,22,-0.4623
ENSG00000140374,ETFA,69,-0.0606,75,0.06301,70,-0.0458,48,-0.6065,98,0.62549,52,-0.5108,40,-0.8826
ENSG00000140386,SCAPER,115,0.37824,96,0.09636,69,-0.4975,44,-1.0941,89,-0.0351,112,0.34072,150,0.81185
ENSG00000117906,RCN2,215,0.34970,136,-0.3996,190,0.18756,161,-0.1124,212,0.40516,141,-0.3171,78,-1.2197
ENSG00000140391,TSPAN3,389,0.23922,213,-0.7512,432,0.51660,232,-0.5651,343,0.04521,374,0.17561,269,-0.3384
ENSG00000173517,PEAK1,40,0.14632,37,0.04829,33,-0.1500,24,-0.6077,28,-0.4543,53,0.60303,58,0.75362
ENSG00000140382,HMG20A,37,-0.0933,42,0.08264,45,0.24090,33,-0.2874,44,0.20694,30,-0.4377,26,-0.6700
ENSG00000169783,LINGO1,100,-0.7824,153,-0.1496,237,0.72754,177,0.09214,194,0.30075,78,-1.1614,45,-1.9542
ENSG00000166411,IDH3A,82,-0.0847,63,-0.5349,92,0.11284,138,0.75049,107,0.41277,61,-0.5418,37,-1.2830
ENSG00000103740,ACSBG1,14,-1.2201,34,0.06948,19,-0.9852,8,-2.0555,16,-1.2226,176,3.13484,21,-0.6576
ENSG00000140403,DNAJA4,125,0.15624,140,0.36718,118,0.07103,132,0.24166,117,0.06333,68,-0.7918,52,-1.1894
ENSG00000140395,WDR61,59,-0.0549,42,-0.6234,78,0.48810,41,-0.6038,70,0.24774,45,-0.4651,62,0.01737
ENSG00000136381,IREB2,47,0.25438,34,-0.2580,39,-0.0424,23,-0.8654,50,0.44612,54,0.47690,20,-1.0442
ENSG00000041357,PSMA4,221,0.37519,84,-1.1999,203,0.29956,86,-1.0742,264,0.86171,86,-1.0821,133,-0.4172
ENSG00000185787,MORF4L1,720,-0.0490,677,-0.1602,634,-0.2967,946,0.38365,948,0.48998,504,-0.6000,647,-0.2177
