Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000024422,EHD2,59,2.35631,9,-0.8058,4,-2.0114,6,-1.5213,2,-3.2551,6,-1.3401,52,2.10716,14,-0.1563
ENSG00000105373,NOP53,108,0.55776,94,0.34129,100,0.50892,49,-0.7011,78,0.04135,46,-0.7851,49,-0.6804,61,-0.3607
ENSG00000178980,SELENOW,787,-0.2590,1229,0.46133,1098,0.31435,832,-0.1716,842,-0.1703,585,-0.7193,793,-0.2471,1156,0.36022
ENSG00000105499,PLA2G4C,48,1.29310,14,-0.6803,19,-0.2702,39,0.93401,11,-1.1784,16,-0.5103,19,-0.2191,26,0.23119
ENSG00000185453,ZSWIM9,21,0.60832,14,0.00237,17,0.33732,11,-0.3670,15,0.04791,12,-0.2048,14,-0.0269,6,-1.2707
ENSG00000105438,KDELR1,38,0.59954,22,-0.2368,19,-0.5641,27,0.07382,22,-0.3040,20,-0.4434,43,0.81889,29,0.19146
ENSG00000105447,GRWD1,16,0.15034,10,-0.5021,10,-0.6015,9,-0.7308,18,0.40398,16,0.20547,25,0.92305,11,-0.4110
ENSG00000105443,CYTH2,23,-0.5508,38,0.22497,46,0.63493,28,-0.2268,20,-0.8312,39,0.28304,39,0.27793,28,-0.2182
ENSG00000142235,LMTK3,30,-0.7108,27,-0.8846,45,-0.1098,50,0.09800,51,0.13220,53,0.16711,75,0.74507,49,0.03670
ENSG00000063177,RPL18,537,0.19562,839,0.94800,560,0.30104,384,-0.3391,370,-0.4394,243,-1.0446,373,-0.3842,519,0.14111
ENSG00000063176,SPHK2,18,0.00459,9,-1.0242,20,0.16011,25,0.53616,18,-0.0586,23,0.36455,12,-0.6028,19,0.06143
ENSG00000105516,DBP,37,-0.9235,65,-0.0668,72,0.09787,90,0.45080,61,-0.1995,46,-0.6148,87,0.39442,90,0.45228
ENSG00000063180,CA11,235,-0.5648,618,1.01840,310,-0.1469,268,-0.3599,349,0.06785,208,-0.7506,338,0.00731,378,0.19005
ENSG00000105552,BCAT2,13,0.44855,16,0.69711,9,-0.2532,6,-0.7739,8,-0.4033,11,0.12330,15,0.67696,6,-0.7122
ENSG00000087076,HSD17B14,18,0.05643,51,1.89507,10,-0.8742,11,-0.6688,18,0.11439,6,-1.5261,15,-0.2357,14,-0.3089
ENSG00000087074,PPP1R15A,10,-0.1296,3,-1.8732,10,-0.0893,5,-1.0137,12,0.12193,9,-0.2213,21,1.05551,16,0.63823
ENSG00000104805,NUCB1,48,-0.0592,48,-0.0583,39,-0.4136,77,0.72636,37,-0.5091,58,0.23646,60,0.28904,54,0.14215
ENSG00000087086,FTL,1658,0.65955,2167,1.12554,1245,0.20936,773,-0.5705,849,-0.4704,429,-1.4667,898,-0.3366,992,-0.1794
ENSG00000104812,GYS1,15,0.90381,13,0.62559,13,0.67785,0,-3.6483,3,-1.4416,9,0.11170,10,0.17855,7,-0.2785
ENSG00000183207,RUVBL2,39,-0.2574,22,-1.0985,42,-0.1576,40,-0.2138,42,-0.1493,49,0.09478,72,0.73014,69,0.66127
ENSG00000104852,SNRNP70,105,0.42115,76,-0.0983,74,-0.1767,90,0.17247,78,-0.0797,72,-0.1880,112,0.52985,53,-0.6612
ENSG00000104863,LIN7B,16,-1.5616,31,-0.5473,40,-0.1832,48,0.13012,53,0.34112,40,-0.1776,51,0.21978,71,0.77395
ENSG00000177380,PPFIA3,66,-0.1446,48,-0.6264,88,0.37742,68,-0.0754,98,0.58197,63,-0.1978,57,-0.3742,44,-0.7642
ENSG00000104888,SLC17A7,508,-0.8679,559,-0.7226,891,0.00938,1051,0.27651,1214,0.59342,1179,0.46500,728,-0.3114,628,-0.5438
ENSG00000104872,PIH1D1,41,-0.0334,33,-0.3925,49,0.27706,32,-0.4487,42,-0.0230,38,-0.1798,53,0.35856,44,0.07478
ENSG00000142541,RPL13A,1535,0.62082,1724,0.81883,1132,0.13254,1103,0.07660,831,-0.4137,457,-1.2907,872,-0.2972,903,-0.2430
ENSG00000142534,RPS11,1046,0.55055,1070,0.58982,898,0.34105,665,-0.1851,653,-0.2376,363,-1.1183,575,-0.4145,647,-0.2277
ENSG00000104870,FCGRT,24,0.89177,25,0.97400,14,0.02300,5,-1.6024,13,-0.1377,4,-1.8542,24,0.85513,4,-1.8582
ENSG00000142546,NOSIP,40,0.16810,43,0.28585,42,0.26871,15,-1.3391,22,-0.8378,50,0.54634,48,0.48218,36,-0.0079
ENSG00000126464,PRR12,19,0.19982,14,-0.3315,18,0.12205,15,-0.2065,21,0.36355,12,-0.5179,20,0.28694,12,-0.5791
ENSG00000126461,SCAF1,34,0.03805,24,-0.5375,33,-0.0155,35,0.08170,44,0.50009,22,-0.6657,30,-0.1562,35,0.08869
ENSG00000126456,IRF3,17,-0.0565,13,-0.4267,27,0.82973,13,-0.4834,12,-0.6716,12,-0.5414,26,0.65935,15,-0.1681
ENSG00000126457,PRMT1,40,-0.1860,45,0.01973,48,0.12668,46,0.05235,28,-0.8167,51,0.20656,48,0.09825,67,0.64255
ENSG00000169169,CPT1C,37,-0.6449,31,-0.8775,51,-0.1375,58,0.07876,60,0.13546,65,0.26193,76,0.51104,65,0.24999
ENSG00000196961,AP2A1,69,-0.4018,67,-0.4525,97,0.15232,55,-0.7438,104,0.28038,128,0.58808,93,0.06596,78,-0.2133
ENSG00000010361,FUZ,14,0.37196,17,0.64414,9,-0.3919,8,-0.4499,8,-0.5592,7,-0.7300,16,0.58095,16,0.55964
ENSG00000104973,MED25,30,0.41604,16,-0.5870,20,-0.2094,17,-0.4880,14,-0.7803,30,0.42648,40,0.90548,28,0.31686
ENSG00000104960,PTOV1,87,-0.8127,109,-0.4729,127,-0.2501,255,0.92069,147,0.00754,143,-0.0463,171,0.24684,153,0.06985
ENSG00000039650,PNKP,13,-0.2735,10,-0.6279,22,0.70310,8,-0.9264,19,0.45331,9,-0.8401,17,0.20917,11,-0.4142
ENSG00000204673,AKT1S1,32,0.49372,17,-0.5368,25,0.06004,20,-0.2954,26,0.18688,16,-0.6090,29,0.31904,22,-0.1219
ENSG00000104946,TBC1D17,22,-0.1835,28,0.19648,23,-0.0982,28,0.19773,19,-0.4199,19,-0.4038,46,1.04255,18,-0.4667
ENSG00000213024,NUP62,19,-0.3330,13,-0.8765,22,-0.1179,30,0.40889,17,-0.5876,30,0.39428,45,1.06839,20,-0.2205
ENSG00000105053,VRK3,25,0.39552,11,-0.8401,21,0.12502,23,0.23910,15,-0.4244,20,0.03074,26,0.44606,18,-0.1081
ENSG00000105357,MYH14,37,1.63181,11,-0.4593,18,0.44366,18,0.33085,10,-0.5712,5,-1.5861,13,-0.1209,3,-2.4210
ENSG00000131398,KCNC3,5,-1.1852,6,-0.8237,9,-0.2427,16,0.70058,7,-0.7179,12,0.24046,24,1.35354,10,-0.0347
ENSG00000131408,NR1H2,38,0.20627,32,-0.0740,45,0.58799,32,-0.0611,23,-0.6378,23,-0.5838,34,0.06652,36,0.15125
ENSG00000142530,FAM71E1,3,-1.6080,11,0.10790,12,0.19344,9,-0.2547,8,-0.4663,14,0.51430,13,0.34145,14,0.51211
ENSG00000161671,EMC10,88,0.60121,82,0.47330,59,-0.0476,36,-0.8099,32,-1.0884,59,-0.0472,101,0.83653,61,-0.0015
ENSG00000161677,JOSD2,43,0.72359,24,-0.1775,24,-0.2583,30,0.13850,31,0.21865,18,-0.6035,23,-0.2534,26,-0.0836
ENSG00000204653,ASPDH,26,-0.6987,32,-0.4183,60,0.69122,49,0.26294,35,-0.2721,28,-0.5901,37,-0.1734,51,0.34948
ENSG00000131409,LRRC4B,89,0.59417,41,-0.6548,70,0.21366,45,-0.4878,54,-0.2281,59,-0.0711,87,0.55038,50,-0.3382
ENSG00000105472,CLEC11A,9,-0.5001,17,0.36907,13,0.04559,30,1.39441,6,-1.2523,9,-0.5055,17,0.42245,9,-0.4894
ENSG00000169035,KLK7,4,-2.5957,11,-1.3001,31,0.34980,52,1.20157,27,0.14518,31,0.35402,13,-1.0435,26,0.02446
ENSG00000142549,IGLON5,10,-0.2373,5,-1.1631,12,0.13203,26,1.38203,11,-0.0679,11,-0.0624,10,-0.1503,5,-1.1640
ENSG00000105379,ETFB,151,0.30075,174,0.53017,138,0.16778,128,0.03019,118,-0.1028,97,-0.3999,100,-0.3626,93,-0.4726
ENSG00000160318,CLDND2,14,0.37736,15,0.48787,10,-0.1422,13,0.26572,13,0.39251,2,-2.1240,10,-0.1358,8,-0.5020
ENSG00000197619,ZNF615,8,-0.2451,4,-1.1166,5,-1.0671,14,0.60811,8,-0.3167,13,0.54281,13,0.56395,16,0.84677
ENSG00000105568,PPP2R1A,142,-1.0746,227,-0.3559,300,0.10022,340,0.29261,244,-0.2702,373,0.44407,402,0.56916,268,-0.0931
ENSG00000196214,ZNF766,22,1.37454,3,-1.4221,12,0.48438,18,1.00941,6,-0.7716,9,-0.1350,3,-1.4224,3,-1.6068
ENSG00000198464,ZNF480,28,1.97096,19,1.22603,5,-0.9274,5,-0.9124,5,-0.8186,8,-0.1543,2,-1.9249,7,-0.4543
ENSG00000221923,ZNF880,18,1.07817,27,1.83655,12,0.46506,3,-1.7856,7,-0.5507,0,-4.1287,3,-1.6563,5,-1.0195
ENSG00000167555,ZNF528,41,1.70673,8,-0.9289,13,-0.2179,14,-0.0867,13,-0.2073,13,-0.1985,10,-0.5579,11,-0.5482
ENSG00000167766,ZNF83,25,0.67486,9,-0.8265,14,-0.2319,13,-0.3751,11,-0.6440,20,0.36815,30,1.00361,15,-0.1602
ENSG00000170949,ZNF160,27,1.13982,16,0.26713,7,-1.0154,13,-0.0226,11,-0.3377,8,-0.7442,20,0.56921,15,0.12163
ENSG00000170954,ZNF415,26,0.35212,13,-0.7224,19,-0.1896,23,0.16436,25,0.33291,23,0.16457,12,-0.7987,24,0.18155
ENSG00000130844,ZNF331,31,0.12207,26,-0.1509,18,-0.7473,41,0.57971,34,0.32748,36,0.36230,21,-0.4355,25,-0.1780
ENSG00000179820,MYADM,34,0.03535,14,-1.3172,23,-0.6354,74,1.36335,31,-0.1109,41,0.36021,40,0.32069,19,-0.8127
ENSG00000126583,PRKCG,32,-1.3889,63,-0.3739,51,-0.7741,86,0.12177,89,0.19714,72,-0.1623,136,0.88642,129,0.79321
ENSG00000105605,CACNG7,13,-1.0016,35,0.48460,31,0.30599,19,-0.5121,22,-0.3094,25,-0.0684,38,0.63518,24,-0.1049
ENSG00000142408,CACNG8,152,0.18686,65,-1.1311,93,-0.6473,158,0.24133,238,1.10587,130,-0.0652,144,0.09427,46,-1.6657
ENSG00000170906,NDUFA3,245,-0.6203,486,0.46937,400,0.17144,287,-0.3774,370,0.02615,233,-0.6979,337,-0.1244,515,0.56601
ENSG00000105619,TFPT,87,-0.0591,145,0.79216,129,0.68502,65,-0.5085,80,-0.2152,55,-0.7749,65,-0.5102,65,-0.5055
ENSG00000105618,PRPF31,40,0.09629,36,-0.0980,41,0.16005,31,-0.3327,22,-0.8785,45,0.26346,44,0.24160,56,0.63175
ENSG00000088038,CNOT3,23,0.37194,14,-0.3936,12,-0.6323,16,-0.2425,22,0.32481,23,0.36494,26,0.55138,12,-0.6090
ENSG00000105617,LENG1,7,-0.4366,9,-0.1205,16,0.87144,8,-0.2220,6,-0.8726,9,-0.1730,12,0.33603,10,-0.0363
ENSG00000125505,MBOAT7,69,-0.7299,68,-0.7344,114,0.07616,82,-0.4618,100,-0.1575,193,0.93638,105,-0.0700,151,0.51748
ENSG00000170892,TSEN34,18,0.40332,15,0.17704,13,-0.1203,7,-0.9498,9,-0.6788,16,0.26431,17,0.37117,19,0.55616
ENSG00000170889,RPS9,680,0.72364,709,0.79342,543,0.39577,391,-0.1840,310,-0.6038,201,-1.2105,312,-0.5358,389,-0.1921
ENSG00000167614,TTYH1,436,0.84834,434,0.83958,238,-0.1665,113,-1.2948,234,-0.1990,138,-0.9915,327,0.36269,222,-0.2550
ENSG00000167615,LENG8,64,1.21667,17,-0.9168,35,0.20329,28,-0.1751,33,0.09426,20,-0.6561,28,-0.1594,18,-0.8232
ENSG00000125503,PPP1R12C,52,-0.1318,51,-0.1422,70,0.40554,60,0.11235,41,-0.5309,43,-0.4330,88,0.73049,46,-0.3291
ENSG00000105048,TNNT1,17,-0.6082,42,0.83369,27,0.07760,26,0.01845,34,0.54134,14,-0.8880,17,-0.6061,16,-0.6663
ENSG00000129990,SYT5,22,-2.1552,73,-0.3538,89,-0.0509,74,-0.3263,112,0.37126,132,0.60394,91,0.00014,120,0.44044
ENSG00000105063,PPP6R1,39,-0.2974,50,0.09872,56,0.32458,41,-0.2003,43,-0.1622,36,-0.4106,65,0.51134,41,-0.2093
ENSG00000133265,HSPBP1,33,-0.5048,30,-0.6679,51,0.20184,31,-0.6224,49,0.13269,51,0.15452,52,0.19401,61,0.47060
ENSG00000160469,BRSK1,142,0.33125,84,-0.5095,143,0.38373,93,-0.3467,166,0.68053,73,-0.7247,95,-0.3096,55,-1.1615
ENSG00000108107,RPL28,854,0.57752,890,0.64761,693,0.26563,633,0.08640,424,-0.6019,287,-1.1453,595,-0.0144,507,-0.2666
ENSG00000108106,UBE2S,13,-2.1563,60,0.19061,52,-0.0376,55,0.04669,61,0.25206,49,-0.1435,43,-0.3199,86,0.79672
ENSG00000187902,SHISA7,14,-0.2483,9,-0.8468,19,0.26483,16,-0.0031,11,-0.6900,20,0.33527,16,0.01216,27,0.85777
ENSG00000063241,ISOC2,33,0.12242,26,-0.2815,31,-0.0147,25,-0.3343,23,-0.5103,24,-0.3974,39,0.37039,55,0.94577
ENSG00000090971,NAT14,30,-0.8188,38,-0.4671,64,0.38874,54,0.07961,48,-0.1291,63,0.32915,55,0.10833,51,-0.0135
ENSG00000218891,ZNF579,4,-1.5774,6,-1.2416,19,0.64804,27,1.18040,15,0.27235,14,0.07566,7,-1.0131,6,-1.1507
ENSG00000213015,ZNF580,47,0.37589,48,0.41535,40,0.12546,24,-0.6748,28,-0.4765,24,-0.6554,48,0.43326,43,0.25297
ENSG00000173581,CCDC106,27,-0.5548,51,0.41040,43,0.17013,57,0.60460,30,-0.4696,31,-0.3799,36,-0.1197,44,0.19115
ENSG00000063244,U2AF2,14,-0.8138,29,0.29214,24,-0.0273,17,-0.5212,21,-0.2752,33,0.49184,24,-0.0106,36,0.62485
ENSG00000063245,EPN1,107,-0.3319,151,0.22604,139,0.10044,156,0.27506,145,0.17662,116,-0.1928,124,-0.0947,93,-0.5434
ENSG00000142409,ZNF787,9,-0.3008,23,1.17786,11,-0.0293,3,-1.7286,9,-0.3637,5,-1.1115,19,0.91976,11,0.03035
ENSG00000167685,ZNF444,27,0.41854,15,-0.5732,23,0.18788,28,0.44734,19,-0.2290,10,-1.0846,18,-0.2310,29,0.50157
ENSG00000198440,ZNF583,15,0.33440,12,-0.0141,12,-0.0436,3,-1.8686,10,-0.2884,19,0.76609,15,0.29416,13,0.07098
ENSG00000198046,ZNF667,36,0.01147,14,-1.4053,22,-0.8240,35,-0.0446,49,0.60462,39,0.13734,46,0.42214,44,0.35074
ENSG00000166770,ZNF667-AS1,27,-0.8346,51,0.11978,58,0.37383,61,0.42802,30,-0.7566,47,0.00563,53,0.19727,55,0.24911
ENSG00000196263,ZNF471,20,0.50925,14,-0.0569,11,-0.3836,20,0.52184,11,-0.3558,12,-0.2326,21,0.66338,10,-0.5821
ENSG00000196867,ZFP28,14,-0.1111,13,-0.3275,10,-0.7027,11,-0.5097,11,-0.5287,30,1.08063,25,0.73571,20,0.37216
ENSG00000197016,ZNF470,21,0.23627,14,-0.4153,19,0.04769,32,0.87476,15,-0.3059,16,-0.1869,10,-0.9225,22,0.29879
ENSG00000268182,SMIM17,4,-2.3816,13,-0.7143,27,0.48444,27,0.43075,18,-0.2426,29,0.53700,28,0.50087,16,-0.4100
ENSG00000286125,AC006115.2,6,-1.2374,2,-2.5335,10,-0.3558,24,1.02460,24,1.21239,10,-0.4535,7,-0.9450,12,-0.1339
ENSG00000198300,PEG3,151,-1.1752,130,-1.4046,238,-0.5330,524,0.79708,445,0.60412,344,0.10075,398,0.33816,319,-0.0211
ENSG00000083844,ZNF264,32,0.86980,9,-1.0324,19,-0.0040,12,-0.7036,21,0.21861,13,-0.5360,32,0.85499,10,-1.0062
ENSG00000268205,AC005261.1,59,0.10324,38,-0.5797,43,-0.4184,46,-0.2783,67,0.35488,54,-0.0281,71,0.40433,63,0.21083
ENSG00000256060,TRAPPC2B,2,-1.7761,14,0.73113,5,-0.8155,6,-0.6213,5,-0.8409,19,1.24735,7,-0.2831,18,1.22558
ENSG00000186230,ZNF749,10,0.22253,6,-0.4711,11,0.42254,6,-0.3681,5,-0.7443,8,-0.0163,5,-0.6649,16,1.04455
ENSG00000213762,ZNF134,16,-0.3130,6,-1.8190,13,-0.7905,27,0.48682,30,0.76388,25,0.33185,23,0.23628,18,-0.1690
ENSG00000152443,ZNF776,9,-0.6154,12,-0.0637,10,-0.4192,6,-1.1544,13,0.05969,16,0.31803,16,0.29705,24,1.00904
ENSG00000198466,ZNF587,14,0.18546,3,-2.1051,10,-0.2686,15,0.34507,12,-0.0822,14,0.16205,19,0.71435,14,0.17267
ENSG00000176593,AC008969.1,23,0.95698,6,-1.1538,6,-1.1179,19,0.65106,16,0.34615,13,0.05248,16,0.34729,7,-0.9372
ENSG00000176293,ZNF135,14,0.45157,4,-1.2090,10,-0.1300,4,-1.4454,13,0.45070,10,-0.0519,12,0.23320,14,0.42849
ENSG00000121413,ZSCAN18,56,-0.8552,63,-0.6911,81,-0.3239,115,0.26690,94,-0.0636,136,0.54751,144,0.64364,110,0.19283
ENSG00000181894,ZNF329,10,-0.3550,9,-0.4969,9,-0.5110,10,-0.3178,15,0.43250,19,0.68456,12,-0.0023,14,0.18769
ENSG00000198131,ZNF544,11,-0.5900,12,-0.5179,21,0.38670,10,-0.8070,18,0.14317,8,-1.1614,32,1.07377,17,-0.0003
ENSG00000268516,AC020915.2,4,-1.1692,9,0.04038,8,-0.2496,1,-3.2569,12,0.42140,12,0.49069,7,-0.4190,19,1.19278
ENSG00000278129,ZNF8,20,1.07100,8,-0.3529,8,-0.3242,2,-2.3868,14,0.55509,11,0.09598,13,0.45305,3,-1.5462
ENSG00000142396,ERVK3-1,32,-0.3107,29,-0.4936,58,0.71232,27,-0.6000,25,-0.7764,42,0.11044,42,0.10889,57,0.60186
ENSG00000283103,AC010642.2,34,-1.0219,87,0.44262,57,-0.2619,58,-0.2042,61,-0.1317,38,-0.8572,99,0.65825,108,0.81670
ENSG00000121410,A1BG,33,0.41494,28,0.18090,19,-0.5219,13,-0.9652,26,0.05668,10,-1.3424,33,0.41205,46,0.98067
ENSG00000083845,RPS5,443,0.33450,560,0.72328,417,0.26659,250,-0.5736,344,-0.0842,174,-1.1306,321,-0.1874,337,-0.1088
ENSG00000083807,SLC27A5,34,-0.0924,56,0.74108,43,0.34811,28,-0.3951,33,-0.1365,24,-0.6025,24,-0.6089,39,0.12854
ENSG00000119574,ZBTB45,7,-0.8015,7,-0.6817,14,0.33495,14,0.34176,9,-0.3997,13,0.27669,21,1.04796,5,-1.1600
ENSG00000130726,TRIM28,48,0.18184,53,0.34898,32,-0.4888,33,-0.4255,33,-0.4373,43,-0.0046,65,0.67236,56,0.43366
ENSG00000130724,CHMP2A,124,0.34922,82,-0.3078,106,0.10108,74,-0.4650,76,-0.4671,85,-0.2605,114,0.21251,156,0.72995
ENSG00000130725,UBE2M,126,-0.8616,230,0.07412,260,0.31150,212,-0.0581,272,0.39531,160,-0.4979,203,-0.1297,202,-0.1354
ENSG00000099326,MZF1,14,-0.3641,16,-0.2275,25,0.61749,17,-0.0708,18,0.01180,16,-0.1806,14,-0.3428,16,-0.1709
ENSG00000247315,ZCCHC3,14,-0.5971,12,-0.8245,22,0.02284,42,1.11513,27,0.45746,13,-0.7028,12,-0.9210,22,0.01783
ENSG00000177732,SOX12,18,0.79015,17,0.63509,14,0.44271,4,-1.3322,8,-0.6087,9,-0.3165,8,-0.4014,11,-0.0747
ENSG00000125841,NRSN2,54,-0.7625,59,-0.6298,93,0.09191,131,0.64264,83,-0.1125,102,0.23400,90,0.02973,95,0.12502
ENSG00000125826,RBCK1,16,0.13101,27,0.96080,18,0.33022,16,0.09794,9,-0.8623,14,-0.0372,12,-0.3481,10,-0.5746
ENSG00000125875,TBC1D20,32,0.23676,39,0.57334,32,0.29244,11,-1.3441,19,-0.5821,31,0.20565,31,0.19716,26,-0.0594
ENSG00000101266,CSNK2A1,80,0.13696,44,-0.7937,59,-0.3815,77,0.07508,65,-0.2060,85,0.23433,124,0.87581,75,0.03203
ENSG00000271303,SRXN1,4,-2.5023,24,0.01252,26,0.18068,12,-1.0096,18,-0.4248,33,0.54558,34,0.60941,39,0.83490
ENSG00000125818,PSMF1,50,-0.4163,78,0.29016,77,0.30701,37,-0.8529,61,-0.1272,68,0.06864,59,-0.1532,83,0.40032
ENSG00000125895,TMEM74B,5,-1.4610,8,-0.9178,11,-0.4623,14,-0.1225,16,0.18983,20,0.52349,21,0.53817,24,0.78759
ENSG00000101298,SNPH,39,-0.9285,71,-0.0183,85,0.29832,69,-0.0584,79,0.17978,90,0.36774,79,0.14763,42,-0.8316
ENSG00000125775,SDCBP2,10,-0.9080,19,0.11010,18,0.05274,2,-2.9625,19,0.12750,13,-0.4883,35,1.12332,24,0.48099
ENSG00000088832,FKBP1A,114,-0.8073,210,0.14935,165,-0.2656,105,-0.9297,197,0.05358,189,-0.0213,253,0.45256,320,0.84778
ENSG00000088833,NSFL1C,78,-0.3120,96,0.01163,107,0.20335,123,0.41564,101,0.09322,77,-0.3483,106,0.15932,60,-0.7163
ENSG00000286288,AL109809.5,15,0.72216,29,1.86318,14,0.60631,3,-1.5407,5,-0.9833,0,-3.8528,3,-1.6665,9,-0.1491
ENSG00000198053,SIRPA,133,-0.8521,185,-0.3341,237,0.06331,151,-0.6540,239,0.07739,325,0.57264,263,0.22439,281,0.32958
ENSG00000125834,STK35,1,-3.6467,9,-1.1899,20,0.11271,28,0.60300,32,1.02936,16,-0.2769,17,-0.1845,14,-0.4207
ENSG00000125835,SNRPB,15,-0.9785,34,0.28222,28,-0.0146,22,-0.3894,24,-0.2927,26,-0.1370,21,-0.4426,62,1.29459
ENSG00000101361,NOP56,105,0.23480,53,-0.8276,61,-0.6894,121,0.47426,90,-0.0082,101,0.17975,133,0.63496,90,-0.0080
ENSG00000101365,IDH3B,32,-1.1070,40,-0.7672,84,0.45354,57,-0.2312,53,-0.3711,81,0.31973,84,0.39225,91,0.51615
ENSG00000132635,PCED1A,34,0.67771,26,0.24558,19,-0.2431,27,0.30943,15,-0.6279,20,-0.1434,22,0.00432,24,0.09914
ENSG00000215305,VPS16,18,-0.4599,17,-0.5365,31,0.46231,13,-0.9291,23,-0.0932,31,0.38785,28,0.26774,26,0.12398
ENSG00000132670,PTPRA,269,0.47395,168,-0.2823,142,-0.6044,230,0.21680,180,-0.1945,234,0.24507,238,0.26888,228,0.20172
ENSG00000125901,MRPS26,67,-0.3545,85,0.03071,90,0.14640,69,-0.2926,89,0.11865,103,0.33847,67,-0.3353,84,0.00975
ENSG00000185019,UBOX5,15,0.36273,12,0.00644,12,0.04223,11,-0.1882,9,-0.4517,12,0.03534,18,0.60158,10,-0.3542
ENSG00000215251,FASTKD5,4,-1.2679,4,-1.2888,8,-0.1558,12,0.46278,1,-2.8055,14,0.75686,8,-0.1240,29,2.02371
ENSG00000088899,LZTS3,75,-1.0803,113,-0.4497,107,-0.5902,151,5.21857,207,0.59014,144,-0.0742,195,0.41235,204,0.48659
ENSG00000198171,DDRGK1,73,-0.3379,100,0.17690,83,-0.1479,40,-1.2463,64,-0.5843,67,-0.4646,144,0.77702,182,1.18250
ENSG00000125877,ITPA,20,-0.6219,28,-0.0848,35,0.32569,13,-1.2369,21,-0.5496,41,0.54359,34,0.20289,46,0.72974
ENSG00000088854,C20orf194,53,0.71170,27,-0.3386,29,-0.2746,25,-0.4538,25,-0.5066,46,0.47906,50,0.61022,31,-0.1641
ENSG00000088812,ATRN,40,-0.7075,48,-0.4289,39,-0.8118,62,-0.0142,53,-0.3074,99,0.74611,95,0.67730,101,0.78032
ENSG00000101220,C20orf27,31,0.08926,34,0.25474,32,0.14966,21,-0.5045,23,-0.4438,17,-0.8016,43,0.61554,37,0.38666
ENSG00000101222,SPEF1,3,-2.1758,8,-0.7875,25,1.12304,9,-0.6405,12,-0.2336,13,-0.1517,15,0.05481,18,0.38487
ENSG00000125817,CENPB,105,1.70430,29,-0.4773,40,0.01838,26,-0.6161,41,0.08601,25,-0.6946,18,-1.1482,27,-0.5857
ENSG00000101224,CDC25B,31,0.88166,14,-0.3613,18,-0.0132,6,-1.5595,8,-1.3202,22,0.31869,34,1.06500,20,0.21545
ENSG00000125843,AP5S1,16,0.23491,9,-0.6387,14,0.04852,9,-0.6584,16,0.25248,13,-0.1709,19,0.46208,13,-0.0902
ENSG00000088888,MAVS,58,1.52228,19,-0.3565,18,-0.4642,19,-0.3096,27,0.23918,11,-1.1601,31,0.43835,8,-1.5541
ENSG00000125779,PANK2,40,-0.2383,39,-0.2457,44,-0.0796,32,-0.5887,42,-0.1778,55,0.27255,73,0.74845,52,0.17548
ENSG00000101236,RNF24,34,-0.0266,27,-0.3913,24,-0.6332,44,0.40974,28,-0.3427,45,0.42801,51,0.65023,39,0.19613
ENSG00000088826,SMOX,32,1.24254,39,1.61760,16,0.11824,8,-0.9332,8,-0.9254,3,-2.1008,11,-0.5274,8,-0.9055
ENSG00000171867,PRNP,453,-1.0172,623,-0.5279,590,-0.6741,831,-0.0755,917,0.09287,1149,0.45009,1295,0.65086,1349,0.72044
ENSG00000101265,RASSF2,167,2.59392,34,-0.2980,39,-0.0964,38,-0.1442,24,-0.9343,17,-1.3724,18,-1.2883,14,-1.6410
ENSG00000089057,SLC23A2,52,-0.1698,39,-0.6041,50,-0.2608,91,0.73366,62,0.12745,59,0.01394,69,0.28091,46,-0.3714
ENSG00000089063,TMEM230,88,-0.2660,96,-0.1138,95,-0.1600,161,0.72823,110,0.11550,89,-0.2487,77,-0.4687,115,0.16902
ENSG00000132646,PCNA,19,0.06331,23,0.36539,18,-0.0698,16,-0.2319,8,-1.2968,17,-0.1006,27,0.61008,30,0.78527
ENSG00000101290,CDS2,59,-0.7599,65,-0.6313,84,-0.2608,99,0.03142,112,0.26638,92,-0.0830,158,0.80612,105,0.12533
ENSG00000125772,GPCPD1,47,0.49640,15,-1.2224,43,0.40359,20,-0.8442,38,0.19228,41,0.29866,34,0.00564,24,-0.5734
ENSG00000089199,CHGB,47,-2.1543,80,-1.3624,94,-1.2154,279,0.60570,216,0.20294,365,1.06633,307,0.76855,234,0.30941
ENSG00000089195,TRMT6,16,-0.4771,14,-0.7149,15,-0.6859,16,-0.4785,35,0.87890,29,0.42344,27,0.31882,19,-0.2041
ENSG00000088766,CRLS1,25,-0.0759,19,-0.5128,24,-0.2008,23,-0.2023,22,-0.2950,36,0.51227,30,0.17915,39,0.64319
ENSG00000125827,TMX4,92,-1.0546,116,-0.6996,174,-0.0727,127,-0.5564,165,-0.1617,391,1.30979,191,0.09002,215,0.27503
ENSG00000182621,PLCB1,144,-1.3525,176,-1.0553,246,-0.5970,314,-0.1583,451,0.49137,663,1.08803,347,0.00210,430,0.34827
