Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000099785,MARCH2,20,-1.0696,60,0.76798,6,-2.7178,82,1.62261,33,-0.2651
ENSG00000099783,HNRNPM,491,0.86158,277,-0.1993,430,0.58948,192,-0.8420,213,-0.7447
ENSG00000198258,UBL5,189,-1.1477,526,0.55983,191,-1.1300,584,0.85905,428,0.28705
ENSG00000127445,PIN1,94,-2.1377,289,-0.3006,185,-1.0737,598,1.05564,484,0.72932
ENSG00000105088,OLFM2,5,-2.4674,45,0.83689,7,-2.1496,53,1.36045,31,0.30935
ENSG00000080573,COL5A3,20,-0.2842,83,2.22548,35,0.73105,8,-1.7057,10,-1.6078
ENSG00000130813,SHFL,23,-0.8912,35,-0.1846,57,0.67084,36,-0.1641,43,0.16833
ENSG00000130811,EIF3G,102,-0.0112,102,-0.0104,65,-0.7751,113,0.16660,122,0.36291
ENSG00000130816,DNMT1,170,1.15595,64,-0.6162,126,0.52404,57,-0.8583,60,-0.8787
ENSG00000105364,MRPL4,27,-1.2734,67,0.24216,39,-0.6873,70,0.34764,80,0.72347
ENSG00000105376,ICAM5,7,-3.4883,72,0.03563,79,0.21641,46,-0.7389,122,1.34136
ENSG00000267673,FDX2,38,-1.7464,77,-0.5879,63,-0.9838,207,1.22936,142,0.51645
ENSG00000105401,CDC37,80,-1.4258,111,-0.8291,170,-0.1845,222,0.29715,277,0.87856
ENSG00000065989,PDE4A,13,-2.4079,53,-0.1504,49,-0.3086,105,1.18337,64,0.22614
ENSG00000079999,KEAP1,38,-0.1630,55,0.46640,29,-0.6209,59,0.65602,36,-0.2720
ENSG00000129347,KRI1,45,1.42475,27,0.29678,27,0.34077,12,-0.9628,9,-1.5964
ENSG00000129355,CDKN2D,42,-2.1233,190,0.33448,98,-0.7800,231,0.76979,205,0.61878
ENSG00000129353,SLC44A2,57,0.97230,71,1.22606,30,-0.2130,8,-2.2389,27,-0.4651
ENSG00000267100,ILF3-DT,123,1.10894,67,-0.0804,91,0.49135,40,-0.9318,41,-0.9782
ENSG00000129351,ILF3,167,0.56674,140,0.20200,140,0.23311,83,-0.6842,105,-0.3266
ENSG00000213339,QTRT1,20,-0.4866,53,1.20346,31,0.34022,15,-0.8900,25,-0.1004
ENSG00000079805,DNM2,77,1.87251,45,0.56657,30,-0.0968,13,-1.4243,11,-1.8525
ENSG00000142453,CARM1,32,-0.8085,61,0.26444,58,0.23702,60,0.28201,51,-0.0231
ENSG00000130733,YIPF2,22,-0.3920,11,-1.3488,26,-0.0861,33,0.37966,33,0.40564
ENSG00000127616,SMARCA4,162,-0.1305,186,0.10267,227,0.49789,163,-0.1151,150,-0.2938
ENSG00000105518,TMEM205,60,-0.9706,113,0.09442,104,-0.0303,106,0.00253,136,0.53983
ENSG00000105520,PLPPR2,25,-1.6239,110,0.82723,96,0.68543,61,-0.1676,65,-0.0589
ENSG00000130175,PRKCSH,171,1.11416,129,0.45639,82,-0.3016,56,-0.9474,75,-0.4950
ENSG00000196361,ELAVL3,625,0.87510,395,-0.0109,514,0.48199,322,-0.3680,219,-1.1145
ENSG00000130159,ECSIT,21,-1.5987,58,0.08025,62,0.21737,74,0.54464,60,0.17594
ENSG00000130165,ELOF1,24,-0.5873,39,0.22311,34,0.04171,42,0.39312,32,-0.0644
ENSG00000173875,ZNF791,58,0.56619,21,-1.0755,72,1.02023,29,-0.6751,29,-0.7071
ENSG00000105583,WDR83OS,93,-0.1296,108,0.13224,61,-0.8268,108,0.14655,122,0.42450
ENSG00000095059,DHPS,42,-0.8220,52,-0.4365,67,-0.0285,83,0.34252,83,0.40909
ENSG00000105576,TNPO2,66,-1.0009,166,0.53032,131,0.16157,159,0.52233,107,-0.2276
ENSG00000123144,TRIR,162,-0.2112,213,0.24894,101,-1.0009,267,0.72831,183,0.01266
ENSG00000198356,GET3,30,-1.5258,70,-0.1169,56,-0.4892,89,0.31938,110,0.86405
ENSG00000171223,JUNB,12,-0.9756,82,2.36931,19,-0.2294,13,-0.9000,17,-0.5323
ENSG00000167815,PRDX2,117,-1.9423,372,-0.0438,221,-0.9368,527,0.60376,576,0.93754
ENSG00000105613,MAST1,10,-3.1479,68,-0.1658,58,-0.4603,92,0.36489,122,1.13666
ENSG00000179115,FARSA,28,-1.9602,50,-0.9656,75,-0.3756,124,0.54179,142,0.97599
ENSG00000179218,CALR,241,0.31230,192,-0.0933,241,0.30746,138,-0.6755,202,-0.0195
ENSG00000179262,RAD23A,125,-0.6843,161,-0.2313,180,-0.0537,255,0.59825,192,0.06969
ENSG00000179271,GADD45GIP1,112,-1.2569,277,0.24375,128,-1.0541,376,0.88156,291,0.43116
ENSG00000008441,NFIX,643,1.65485,375,0.40976,323,0.18767,158,-1.0355,97,-1.9382
ENSG00000104907,TRMT1,30,0.12730,44,0.77159,32,0.25226,16,-0.8917,26,-0.1553
ENSG00000160877,NACC1,21,-0.8297,41,0.27061,26,-0.4921,54,0.86867,34,-0.0403
ENSG00000141837,CACNA1A,35,-2.2780,140,-0.0550,327,1.71549,101,-0.6160,127,-0.2622
ENSG00000104979,C19orf53,94,-0.6381,181,0.46449,71,-1.1012,216,0.89555,139,0.04676
ENSG00000187556,NANOS3,12,-1.7230,37,0.03879,26,-0.5510,80,1.63802,29,-0.4107
ENSG00000132024,CC2D1A,24,-0.2071,29,0.11074,43,0.86880,21,-0.4821,23,-0.3655
ENSG00000141854,MISP3,9,-1.7327,43,0.68659,25,-0.1742,37,0.50618,31,0.23276
ENSG00000141858,SAMD1,107,1.09165,90,0.62906,45,-0.5218,61,-0.0127,32,-1.1820
ENSG00000072062,PRKACA,30,-1.9645,67,-0.6605,121,0.31722,113,0.19342,141,0.72293
ENSG00000072071,ADGRL1,54,-1.5796,138,-0.0184,211,0.78414,119,-0.2780,164,0.34244
ENSG00000123143,PKN1,35,0.17874,75,1.43952,23,-0.5989,45,0.64324,13,-1.5800
ENSG00000123159,GIPC1,66,0.09228,62,-0.0101,42,-0.6904,84,0.53997,60,-0.0730
ENSG00000132002,DNAJB1,26,-0.8158,58,0.48841,30,-0.6349,37,-0.2648,62,0.81506
ENSG00000099797,TECR,194,0.26279,190,0.20130,139,-0.3356,144,-0.2753,179,0.13120
ENSG00000099795,NDUFB7,170,-1.2261,404,0.21485,274,-0.4475,543,0.82563,386,0.18286
ENSG00000105143,SLC1A6,2,-3.6612,22,-0.0276,24,0.12999,23,0.03924,34,1.00929
ENSG00000105135,ILVBL,27,-0.1038,33,0.22254,47,0.93051,16,-0.9406,25,-0.2975
ENSG00000141867,BRD4,211,0.16852,200,0.06482,326,1.03673,108,-0.9748,144,-0.5645
ENSG00000105127,AKAP8,30,-0.0106,28,-0.1157,55,1.19802,14,-1.2978,25,-0.3520
ENSG00000011243,AKAP8L,62,-0.0991,55,-0.3008,84,0.44246,60,-0.1648,64,-0.0546
ENSG00000011451,WIZ,11,-1.2965,46,1.03882,32,0.51030,31,0.45722,16,-0.7447
ENSG00000167460,TPM4,224,0.90365,93,-0.6419,124,-0.2207,133,-0.0925,116,-0.3756
ENSG00000105058,FAM32A,99,-0.2978,159,0.49758,113,-0.0646,125,0.11430,113,-0.0729
ENSG00000072958,AP1M1,39,-1.1836,56,-0.5379,93,0.30976,73,-0.1156,106,0.67170
ENSG00000127527,EPS15L1,10,-1.1844,16,-0.4172,32,0.84423,17,-0.3326,24,0.32082
ENSG00000085872,CHERP,9,-1.5638,15,-0.7262,29,0.28647,30,0.36919,31,0.52431
ENSG00000127526,SLC35E1,19,-1.3323,66,0.74566,65,0.81615,40,-0.0808,36,-0.3181
ENSG00000214046,SMIM7,44,-0.2838,77,0.63689,59,0.20328,46,-0.2173,49,-0.1271
ENSG00000072954,TMEM38A,14,-2.5268,33,-1.1021,103,0.80987,64,-0.1120,94,0.73680
ENSG00000127511,SIN3B,22,-1.2091,44,-0.0581,70,0.80193,35,-0.4604,53,0.32096
ENSG00000099331,MYO9B,167,3.64676,25,-0.8485,23,-1.0687,3,-3.8122,8,-2.7482
ENSG00000053501,USE1,33,-0.7789,65,0.34507,33,-0.7563,91,1.08307,48,-0.1835
ENSG00000099330,OCEL1,6,-1.9982,13,-0.8715,20,-0.2032,28,0.42401,34,0.95779
ENSG00000160113,NR2F6,9,-2.0174,60,1.00837,29,-0.2050,51,0.85841,29,-0.2195
ENSG00000105393,BABAM1,53,-1.3784,99,-0.3184,92,-0.4796,160,0.52115,168,0.72341
ENSG00000127220,ABHD8,12,-2.9463,113,0.62448,63,-0.3396,124,0.92861,86,0.23279
ENSG00000130312,MRPL34,20,-1.6681,70,0.35936,53,-0.0819,71,0.45900,66,0.36401
ENSG00000130311,DDA1,24,-1.7569,84,0.28061,49,-0.6289,101,0.67135,91,0.56659
ENSG00000130304,SLC27A1,68,1.78664,34,0.23140,43,0.71680,3,-3.2946,10,-1.8623
ENSG00000130313,PGLS,23,-0.0498,50,1.21089,18,-0.4717,21,-0.2753,22,-0.1619
ENSG00000130477,UNC13A,40,-2.6759,195,-0.1336,387,1.19790,193,-0.1666,229,0.15974
ENSG00000130479,MAP1S,18,-2.1610,69,-0.0473,70,-0.0294,89,0.40550,96,0.66419
ENSG00000105640,RPL18A,666,0.29339,1044,1.02070,329,-0.9283,788,0.62019,355,-0.8902
ENSG00000007080,CCDC124,51,-1.1600,114,0.18780,96,-0.0883,139,0.59709,109,0.14987
ENSG00000105642,KCNN1,14,-2.4695,214,2.08661,44,-0.6883,100,0.77463,45,-0.7568
ENSG00000099308,MAST3,120,-1.3449,341,0.38807,411,0.81423,213,-0.4080,286,0.13200
ENSG00000105647,PIK3R2,24,-1.9907,190,1.40914,90,0.13975,84,0.01606,82,-0.0329
ENSG00000105649,RAB3A,53,-3.0255,235,-0.6496,285,-0.3896,428,0.34027,598,1.24210
ENSG00000130522,JUND,373,0.03937,512,0.55215,367,0.00851,412,0.22135,279,-0.5300
ENSG00000130520,LSM4,65,-1.1892,126,-0.0647,80,-0.8582,201,0.80994,167,0.51151
ENSG00000130517,PGPEP1,64,1.94012,50,1.08857,13,-1.1624,12,-1.2469,10,-1.6051
ENSG00000130511,SSBP4,33,-2.0745,288,1.49782,102,-0.2906,130,0.13962,128,0.13154
ENSG00000105701,FKBP8,219,-1.1798,508,0.22707,334,-0.4866,637,0.70027,508,0.29919
ENSG00000105700,KXD1,40,-0.3185,60,0.35690,32,-0.6699,67,0.62566,47,-0.0395
ENSG00000221983,UBA52,727,0.47265,821,0.61386,363,-0.7603,639,0.22624,456,-0.4230
ENSG00000006016,CRLF1,0,-6.8616,121,2.46279,40,0.44002,12,-1.4981,30,-0.1157
ENSG00000006015,REX1BD,88,-1.0711,118,-0.5387,107,-0.7576,282,1.04411,196,0.35232
ENSG00000105696,TMEM59L,120,-2.5502,375,-0.7063,795,0.56710,512,-0.2451,884,0.93781
ENSG00000105662,CRTC1,12,-2.5650,148,1.54971,83,0.60262,57,-0.0881,50,-0.3744
ENSG00000005007,UPF1,27,-0.4056,47,0.50423,43,0.44203,22,-0.7139,36,0.13039
ENSG00000223802,CERS1,87,0.81787,96,0.87917,40,-0.5799,42,-0.5263,44,-0.4946
ENSG00000105669,COPE,98,-0.5580,206,0.69322,99,-0.5383,136,0.01573,160,0.35422
ENSG00000105671,DDX49,11,-1.1105,20,-0.0904,11,-1.0400,33,0.79651,28,0.58053
ENSG00000064607,SUGP2,46,-1.5038,96,-0.2625,163,0.68988,90,-0.4078,147,0.56656
ENSG00000105676,ARMC6,19,-0.4119,16,-0.6347,24,0.01964,21,-0.2341,32,0.62277
ENSG00000254901,BORCS8,19,-1.7665,52,-0.1543,39,-0.6514,77,0.54448,84,0.85260
ENSG00000130287,NCAN,52,-0.2992,173,1.78564,64,0.04070,31,-1.1839,52,-0.3588
ENSG00000187664,HAPLN4,3,-5.2034,71,-0.4838,45,-1.2533,138,0.68773,172,1.44013
ENSG00000105705,SUGP1,32,0.14859,35,0.29850,21,-0.5281,25,-0.2914,34,0.30014
ENSG00000186010,NDUFA13,340,-1.0212,713,0.22217,389,-0.8049,924,0.75906,731,0.34897
ENSG00000250067,YJEFN3,15,-3.5778,224,0.65756,164,0.16871,184,0.37560,183,0.43027
ENSG00000105726,ATP13A1,18,-0.6509,13,-1.0589,35,0.48281,31,0.26595,29,0.14805
ENSG00000081665,ZNF506,30,0.27539,16,-0.6697,42,0.93292,19,-0.5467,20,-0.4948
ENSG00000197013,ZNF429,18,-0.4853,15,-0.6607,48,1.39187,18,-0.4607,18,-0.4970
ENSG00000167232,ZNF91,98,-0.7320,219,0.61966,226,0.78514,149,-0.0102,111,-0.5752
ENSG00000261824,LINC00662,51,-0.4171,51,-0.3568,101,0.85427,54,-0.3044,61,-0.1199
ENSG00000169021,UQCRFS1,40,-2.3860,103,-0.8572,93,-1.1022,309,1.08168,266,0.91091
ENSG00000187135,VSTM2B,63,0.03234,46,-0.4591,73,0.31601,41,-0.6834,72,0.32651
ENSG00000105171,POP4,14,-1.2827,21,-0.6184,25,-0.4016,41,0.50240,44,0.74882
ENSG00000131943,C19orf12,28,-1.0593,33,-0.7215,53,0.00542,70,0.52200,65,0.42351
ENSG00000105176,URI1,186,1.44729,86,-0.1023,58,-0.7646,67,-0.5461,69,-0.5505
ENSG00000198597,ZNF536,124,2.40650,34,-0.3572,20,-1.2381,37,-0.2624,11,-2.2642
ENSG00000121297,TSHZ3,3,-3.0246,3,-2.6994,34,1.04022,35,1.08918,17,-0.2374
ENSG00000105185,PDCD5,90,-0.7670,151,0.11660,100,-0.5831,212,0.78923,149,0.13286
ENSG00000130881,LRP3,10,-1.8590,96,1.82947,18,-1.0219,59,1.09851,21,-0.8310
ENSG00000153879,CEBPG,16,-0.9243,39,0.54624,23,-0.3431,24,-0.2181,37,0.65220
ENSG00000124299,PEPD,37,-0.4227,59,0.34933,29,-0.8475,24,-1.1159,79,1.18439
ENSG00000257103,LSM14A,63,0.82999,54,0.43617,50,0.36509,27,-0.7125,25,-0.9102
ENSG00000105220,GPI,150,-1.8075,274,-0.7804,506,0.20729,452,8.73521,676,0.92468
ENSG00000126261,UBA2,32,-1.3969,68,-0.1302,97,0.49915,57,-0.4429,100,0.66563
ENSG00000089335,ZNF302,71,0.25818,58,-0.1065,86,0.62744,58,-0.1133,43,-0.6895
ENSG00000089351,GRAMD1A,11,-1.1912,32,0.58690,19,-0.2594,28,0.45481,24,0.20284
ENSG00000105711,SCN1B,23,-3.2336,87,-1.1534,46,-2.2171,462,2.01324,229,0.47446
ENSG00000153902,LGI4,137,0.82078,196,1.32837,79,-0.2180,42,-1.2587,61,-0.7415
ENSG00000266964,FXYD1,97,-0.6303,532,2.47021,65,-1.2823,144,0.05897,83,-0.9646
ENSG00000221946,FXYD7,101,-1.4093,223,-0.0807,224,-0.0837,344,0.72854,262,0.23400
ENSG00000105698,USF2,161,0.16525,274,1.03512,82,-0.9859,184,0.41527,115,-0.4927
ENSG00000105695,MAG,520,5.27753,24,-2.3700,4,-4.9011,16,-3.0549,13,-3.5651
ENSG00000105677,TMEM147,59,-0.2543,64,-0.1024,53,-0.4517,72,0.09611,84,0.43924
ENSG00000126254,RBM42,39,-0.0778,54,0.44752,48,0.28001,30,-0.5013,40,-0.0418
ENSG00000126267,COX6B1,227,-1.4994,550,-0.0301,375,-0.6911,883,0.88013,694,0.46329
ENSG00000272333,KMT2B,46,1.16485,35,0.51006,40,0.88971,11,-1.3439,8,-1.9804
ENSG00000205155,PSENEN,16,-1.1395,56,0.90117,19,-0.9190,28,-0.2159,47,0.82957
ENSG00000004777,ARHGAP33,20,-0.6449,73,1.53107,39,0.48602,23,-0.4099,20,-0.7651
ENSG00000105290,APLP1,684,0.77253,344,-0.4486,378,-0.3363,264,-0.9333,525,0.29381
ENSG00000205138,SDHAF1,22,-0.2731,27,0.08231,19,-0.5623,28,0.16490,31,0.38997
ENSG00000239382,ALKBH6,27,-0.4553,33,-0.0912,13,-1.6049,47,0.55045,47,0.68165
ENSG00000105270,CLIP3,104,-2.1931,370,-0.1408,481,0.32414,392,-0.0542,571,0.78152
ENSG00000105258,POLR2I,224,0.22711,252,0.39246,93,-1.2587,288,0.71509,172,-0.2808
ENSG00000105254,TBCB,177,-0.2569,161,-0.3804,137,-0.6969,229,0.20058,268,0.58640
ENSG00000126247,CAPNS1,106,-1.5027,183,-0.5604,184,-0.6123,367,0.64083,373,0.80308
ENSG00000161281,COX7A1,72,-1.9020,238,0.04783,104,-1.3330,391,1.03139,313,0.67232
ENSG00000167635,ZNF146,74,1.20302,26,-0.6656,72,1.15541,17,-1.4550,17,-1.5459
ENSG00000142065,ZFP14,41,0.28524,38,0.14429,64,1.22126,19,-0.9976,20,-0.9887
ENSG00000186020,ZNF529,20,-0.2962,22,-0.1635,58,1.85489,7,-2.0059,16,-0.7142
ENSG00000188227,ZNF793,33,0.53754,34,0.50889,52,1.49317,15,-0.8258,5,-2.7332
ENSG00000011332,DPF1,14,-2.7112,87,0.13952,123,0.81137,83,0.05958,92,0.28185
ENSG00000167642,SPINT2,28,-2.5678,106,-0.4543,101,-0.5891,158,0.20352,245,1.32920
ENSG00000167641,PPP1R14A,937,4.94102,49,-2.2199,37,-2.7714,21,-3.5698,25,-3.5214
ENSG00000167645,YIF1B,34,-0.1508,13,-1.5299,26,-0.5825,38,0.08924,52,0.79226
ENSG00000099341,PSMD8,71,-1.6349,126,-0.6608,126,-0.7331,227,0.30326,317,1.18398
ENSG00000130244,FAM98C,23,-0.6946,51,0.60063,27,-0.4538,47,0.57116,35,-0.0218
ENSG00000178982,EIF3K,95,-1.2663,213,0.08913,113,-0.9759,278,0.61045,276,0.70412
ENSG00000130402,ACTN4,305,0.88020,169,-0.2091,215,0.19806,131,-0.6641,153,-0.4561
ENSG00000104823,ECH1,57,-0.0934,95,0.75132,42,-0.6281,48,-0.3943,71,0.35181
ENSG00000104824,HNRNPL,89,-0.3007,72,-0.6102,128,0.35102,102,-0.0659,116,0.19339
ENSG00000068903,SIRT2,470,1.97326,170,-0.1679,118,-0.8078,113,-0.8834,107,-1.0618
ENSG00000104825,NFKBIB,42,1.31580,27,0.33397,9,-1.4574,19,-0.2017,17,-0.5082
ENSG00000128626,MRPS12,18,-1.0723,21,-0.7779,17,-1.1571,46,0.56419,53,1.00388
ENSG00000161243,FBXO27,8,-1.6286,24,0.13627,33,0.75569,21,-0.0904,24,0.19675
ENSG00000179134,SAMD4B,105,0.45808,132,0.78420,86,0.09454,91,0.18628,41,-1.2621
ENSG00000006712,PAF1,68,0.47704,67,0.36905,35,-0.6899,39,-0.5391,59,0.23576
ENSG00000063322,MED29,75,-0.3428,121,0.46172,73,-0.3893,108,0.31925,92,0.03134
ENSG00000105193,RPS16,714,0.83439,851,1.01813,245,-1.0742,557,0.34064,249,-1.1550
ENSG00000196235,SUPT5H,173,0.28516,153,0.04969,157,0.10479,143,-0.0676,128,-0.2950
ENSG00000105197,TIMM50,20,-1.5610,42,-0.3054,49,-0.0842,54,0.09871,75,0.85922
ENSG00000176401,EID2B,9,-1.9233,30,-0.0081,54,1.16925,28,-0.1276,29,-0.0514
ENSG00000176396,EID2,12,-2.4456,20,-1.5050,56,0.03167,63,0.24134,90,1.14622
ENSG00000105204,DYRK1B,8,-1.6031,27,0.42387,23,0.20138,27,0.47063,22,0.09279
ENSG00000105202,FBL,85,0.58463,57,-0.1495,57,-0.1623,63,0.02047,52,-0.3519
ENSG00000013275,PSMC4,46,-0.3501,43,-0.4174,36,-0.7470,53,-0.0904,82,0.87107
ENSG00000130758,MAP3K10,18,-1.7120,115,1.31622,37,-0.5865,96,1.18505,36,-0.7131
ENSG00000174521,TTC9B,51,-2.3063,157,-0.4778,155,-0.5466,403,1.28569,251,0.34936
ENSG00000105221,AKT2,43,1.04538,25,-0.0160,44,1.09630,19,-0.4313,4,-2.8552
ENSG00000105223,PLD3,136,-2.1201,274,-0.9446,542,0.14234,430,-0.2733,842,1.24194
ENSG00000090013,BLVRB,21,-1.4275,56,0.21453,45,-0.1741,55,0.19897,65,0.61574
ENSG00000160460,SPTBN4,23,-1.8505,57,-0.3683,100,0.62540,81,0.22162,84,0.34123
ENSG00000105245,NUMBL,13,-2.1163,50,-0.0058,55,0.16572,45,-0.1852,75,0.91303
ENSG00000077312,SNRPA,16,-0.7951,26,0.04079,27,0.10225,24,-0.0428,31,0.42115
ENSG00000167578,RAB4B,42,-0.3498,54,0.09144,45,-0.2045,39,-0.4682,68,0.63037
ENSG00000269858,EGLN2,47,-0.5353,80,0.35605,70,0.15809,58,-0.1694,70,0.19021
ENSG00000105323,HNRNPUL1,94,0.41625,102,0.49196,77,0.05310,58,-0.4444,63,-0.3354
ENSG00000077348,EXOSC5,11,-1.3153,28,0.20313,13,-1.0546,25,-0.0041,41,1.15512
ENSG00000248098,BCKDHA,20,-0.7349,48,0.69076,16,-1.1271,32,0.07147,42,0.67691
ENSG00000105341,DMAC2,5,-2.4321,31,0.44435,21,-0.1427,32,0.62886,28,0.39824
ENSG00000105372,RPS19,925,0.63217,1217,1.01745,344,-1.1071,863,0.49562,381,-1.0397
ENSG00000105404,RABAC1,170,-0.4818,187,-0.2813,146,-0.7322,229,0.03995,320,0.81063
ENSG00000105409,ATP1A3,73,-2.7874,214,-1.0440,335,-0.3947,456,0.15297,750,1.43422
ENSG00000105737,GRIK5,12,-2.0953,67,0.65882,66,0.73136,40,-0.1987,48,0.15683
ENSG00000105723,GSK3A,43,-1.4013,118,0.26357,70,-0.6179,122,0.35781,139,0.71596
ENSG00000079432,CIC,35,-0.1964,82,1.22405,37,-0.1299,48,0.35255,25,-0.8989
ENSG00000079462,PAFAH1B3,14,-1.1172,38,0.45824,23,-0.3820,22,-0.4146,43,0.90567
ENSG00000167619,TMEM145,5,-2.0648,16,-0.1542,19,0.11157,22,0.34896,24,0.62939
ENSG00000105429,MEGF8,50,-1.3851,146,0.38630,187,0.94444,86,-0.5026,119,0.07494
ENSG00000167378,IRGQ,24,-1.3800,34,-0.7692,67,0.32850,50,-0.2137,81,0.84457
ENSG00000124444,ZNF576,8,-1.4745,4,-2.1960,14,-0.6340,33,0.93193,29,0.82821
ENSG00000131116,ZNF428,90,-0.4649,161,0.50209,102,-0.2641,142,0.34164,117,-0.0151
ENSG00000105767,CADM4,204,1.44552,87,-0.2357,67,-0.6966,87,-0.2634,68,-0.7534
ENSG00000105771,SMG9,21,-0.0976,14,-0.7127,20,-0.1893,18,-0.3239,30,0.64244
ENSG00000167380,ZNF226,23,-0.0361,16,-0.5914,25,0.06615,31,0.49340,21,-0.2305
ENSG00000130204,TOMM40,27,-1.1669,44,-0.3206,40,-0.5326,59,0.13221,83,0.96606
ENSG00000130203,APOE,530,1.16382,1246,2.71456,159,-1.0514,75,-2.2155,59,-2.7339
ENSG00000104853,CLPTM1,46,-1.4740,117,0.07891,85,-0.4649,125,0.20515,162,0.84710
ENSG00000007047,MARK4,19,-0.9143,21,-0.6682,31,-0.1005,45,0.59491,39,0.35688
ENSG00000104866,PPP1R37,8,-1.9449,31,0.14281,33,0.24759,37,0.49140,32,0.27079
ENSG00000007255,TRAPPC6A,30,0.38269,47,1.10357,21,-0.2561,23,-0.0692,16,-0.8147
ENSG00000012061,ERCC1,41,-0.7160,66,0.07527,46,-0.5187,75,0.32422,79,0.49257
ENSG00000125744,RTN2,14,-2.2899,97,0.83562,56,-0.0774,90,0.82654,56,-0.0893
ENSG00000125746,EML2,65,0.77948,50,0.23086,18,-1.4382,58,0.56735,33,-0.5240
ENSG00000125743,SNRPD2,128,-1.1206,284,0.21994,150,-0.8606,389,0.87129,287,0.31326
ENSG00000185800,DMWD,48,-0.6410,74,0.11018,65,-0.0972,97,0.62989,66,-0.0949
ENSG00000125755,SYMPK,48,0.16092,54,0.32240,44,-0.0020,36,-0.3729,44,-0.0138
ENSG00000176182,MYPOP,14,-1.8193,46,0.15734,46,0.16303,64,0.79670,42,0.01449
ENSG00000104967,NOVA2,30,-0.9968,56,0.04822,69,0.42723,58,0.11471,58,0.14162
ENSG00000011485,PPP5C,36,-1.1670,38,-0.9872,47,-0.7301,69,-0.0892,127,1.36961
ENSG00000277531,PNMA8C,15,-2.0394,33,-0.7356,79,0.74372,54,0.01801,69,0.53460
ENSG00000182013,PNMA8A,46,-2.4218,117,-0.8926,205,-0.0278,214,0.05373,344,1.19933
ENSG00000204851,PNMA8B,95,-1.4279,124,-0.9151,324,0.71256,198,-0.2075,291,0.58163
ENSG00000160014,CALM3,349,-2.2026,1114,-0.3114,1136,-0.3135,2129,0.87241,1740,0.54574
ENSG00000197380,DACT3,82,0.01665,143,0.93157,54,-0.6967,118,0.70900,54,-0.7817
ENSG00000090372,STRN4,18,-1.1622,54,0.63788,56,0.80494,25,-0.6583,38,0.07735
ENSG00000042753,AP2S1,88,-1.7497,163,-0.6967,163,-0.7643,422,0.98192,347,0.68417
ENSG00000160007,ARHGAP35,104,-0.5155,163,0.25281,198,0.65578,133,-0.0849,121,-0.2798
ENSG00000130748,TMEM160,122,-1.6174,382,0.25972,201,-0.8232,570,1.10738,362,0.22268
ENSG00000130749,ZC3H4,40,0.90973,10,-1.3684,37,0.70972,16,-0.7852,18,-0.5845
ENSG00000142230,SAE1,31,-1.6585,70,-0.3240,83,-0.0644,102,0.30495,120,0.73408
ENSG00000257704,INAFM1,17,-1.4795,48,0.20484,28,-0.6851,50,0.30772,62,0.83530
ENSG00000105419,MEIS3,32,-1.8429,155,0.73856,163,0.97005,87,-0.2298,90,-0.1834
ENSG00000118160,SLC8A2,28,-1.9275,67,-0.5045,182,1.38431,43,-1.2673,116,0.49600
ENSG00000105402,NAPA,68,-2.1912,189,-0.5261,203,-0.4529,308,0.28437,430,1.15678
ENSG00000105373,NOP53,150,0.54254,193,0.89906,70,-0.7978,132,0.30149,75,-0.7761
ENSG00000178980,SELENOW,864,-0.4365,1294,0.24942,614,-1.0042,1810,0.95531,1072,-0.0687
ENSG00000105499,PLA2G4C,62,1.56292,28,-0.0155,18,-0.7493,15,-1.0546,23,-0.4465
ENSG00000185453,ZSWIM9,38,0.50611,37,0.37898,26,-0.2106,45,0.81029,12,-1.5291
ENSG00000105438,KDELR1,16,-1.2211,39,0.22327,37,0.13478,25,-0.5281,49,0.78758
ENSG00000105443,CYTH2,35,-0.6500,25,-1.0789,37,-0.5344,60,0.33054,72,0.79354
ENSG00000142235,LMTK3,22,-1.6436,76,0.39534,78,0.51621,59,0.00119,66,0.23255
ENSG00000063177,RPL18,720,0.46844,970,0.91367,292,-1.1025,736,0.51096,379,-0.7511
ENSG00000063176,SPHK2,11,-1.2611,42,0.87824,25,0.06828,37,0.77204,18,-0.5283
ENSG00000105516,DBP,19,-1.0946,65,0.92288,24,-0.7316,43,0.25106,45,0.39889
ENSG00000063180,CA11,242,-1.3874,1047,1.06108,580,0.07597,768,0.60976,445,-0.4416
ENSG00000087074,PPP1R15A,18,-0.6920,26,-0.0322,24,-0.1881,26,-0.0404,35,0.59214
ENSG00000104805,NUCB1,42,-0.8808,78,0.14105,67,-0.1135,54,-0.4959,103,0.83357
ENSG00000087086,FTL,2161,1.37226,2321,1.26743,501,-1.3180,986,-0.1940,460,-1.5773
ENSG00000183207,RUVBL2,28,-1.2869,46,-0.4504,71,0.26619,65,0.11348,79,0.56386
ENSG00000104852,SNRNP70,120,0.48711,89,-0.0529,99,0.12688,68,-0.5224,86,-0.1324
ENSG00000104863,LIN7B,13,-2.2541,62,0.22683,29,-1.0144,81,0.76533,77,0.79690
ENSG00000177380,PPFIA3,24,-1.7462,79,0.16886,86,0.33853,93,0.48830,76,0.13347
