Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000132507,EIF5A,108,-0.2621,85,-0.6361,101,-0.3644,117,-0.1345,193,0.74352,182,0.73234,71,-0.8980,61,-1.1389,59,-1.1861
ENSG00000132522,GPS2,108,0.48556,69,-0.2120,44,-0.9127,113,0.56175,72,-0.1612,85,0.12146,87,0.13922,39,-1.0922,96,0.29283
ENSG00000205544,TMEM256,108,1.27571,70,0.54736,8,-2.6120,50,-0.0005,73,0.68828,39,-0.4419,51,0.04055,31,-0.7395,15,-1.7418
ENSG00000169992,NLGN2,108,0.90501,34,-0.9101,77,0.36189,40,-0.6584,62,0.01643,79,0.48847,46,-0.4486,43,-0.5551,31,-1.0626
ENSG00000174282,ZBTB4,108,-0.6628,123,-0.4589,173,0.06917,217,0.42968,174,0.08329,136,-0.3751,286,0.88303,129,-0.3926,199,0.28718
ENSG00000181222,POLR2A,108,0.24045,111,0.28107,78,-0.2668,63,-0.5951,68,-0.5203,126,0.62546,74,-0.3418,101,0.12938,63,-0.5839
ENSG00000239697,TNFSF12,108,1.78214,22,-0.7842,12,-1.7287,54,0.58757,41,0.13830,40,0.14571,3,-3.5319,23,-0.7211,24,-0.6462
ENSG00000161960,EIF4A1,108,-0.6725,180,0.11880,201,0.29651,184,0.15012,143,-0.2601,221,0.57009,138,-0.2993,107,-0.6884,136,-0.3221
ENSG00000129245,FXR2,108,0.65783,54,-0.4403,67,-0.0965,36,-1.0465,78,0.15290,101,0.71590,23,-1.6990,63,-0.1954,47,-0.6501
ENSG00000141504,SAT2,108,0.11740,53,-0.9730,119,0.26920,89,-0.1909,108,0.13329,115,0.26410,155,0.69861,58,-0.8416,61,-0.7626
ENSG00000129244,ATP1B2,108,-1.0402,142,-0.6228,106,-1.0693,1025,2.87570,85,-1.4783,145,-0.6948,157,-0.4716,39,-2.5510,373,0.90718
ENSG00000108947,EFNB3,108,0.96949,20,-1.6113,40,-0.6151,41,-0.5805,50,-0.2836,95,1.00134,25,-1.2886,59,-0.0119,33,-0.8906
ENSG00000183011,NAA38,108,-0.9340,131,-0.6396,68,-1.6170,211,0.09955,297,0.72896,308,0.92459,145,-0.4842,111,-0.8950,90,-1.2107
ENSG00000170004,CHD3,108,-0.5506,44,-1.8886,214,0.52098,192,0.35013,131,-0.2701,122,-0.4262,89,-0.8362,128,-0.2905,444,1.79417
ENSG00000170043,TRAPPC1,108,0.58643,38,-1.0355,24,-1.7103,72,-0.0618,87,0.25996,92,0.41849,88,0.26019,87,0.23686,30,-1.3727
ENSG00000179094,PER1,108,0.69643,16,-2.1976,82,0.26030,58,-0.2836,100,0.64680,90,0.49691,12,-2.5670,32,-1.2066,61,-0.2051
ENSG00000220205,VAMP2,108,-2.8394,254,-1.5815,404,-0.8879,563,-0.3817,944,0.48242,1084,0.85516,821,0.20836,761,0.08675,590,-0.3110
ENSG00000161970,RPL26,108,-2.5100,1315,1.37197,265,-1.1859,737,0.39511,954,0.93453,472,-0.3691,631,0.14752,154,-1.9923,366,-0.6967
ENSG00000166579,NDEL1,108,0.50541,1,-6.0140,101,0.39219,43,-0.9069,122,0.79665,88,0.22122,52,-0.6394,66,-0.2690,64,-0.3060
ENSG00000133026,MYH10,108,-1.6408,59,-2.5246,370,0.23678,140,-1.2576,223,-0.5992,259,-0.3818,470,0.62364,676,1.23815,777,1.48601
ENSG00000170310,STX8,108,1.26722,43,-0.2254,33,-0.6206,34,-0.6007,43,-0.2588,58,0.29149,31,-0.7289,28,-0.8643,62,0.34336
ENSG00000007237,GAS7,108,-1.8221,359,-0.0048,375,0.06596,176,-1.0992,338,-0.1089,389,0.15169,257,-0.5221,530,0.61967,672,1.01816
ENSG00000133028,SCO1,108,1.43743,12,-1.9747,29,-0.6738,56,0.34612,34,-0.4761,35,-0.4890,69,0.68305,39,-0.2392,58,0.38062
ENSG00000065559,MAP2K4,108,-0.5881,56,-1.5749,117,-0.4678,52,-1.6823,138,-0.2334,237,0.84670,166,0.07922,300,1.04325,111,-0.5475
ENSG00000006740,ARHGAP44,108,0.99709,9,-2.7708,47,-0.3222,33,-0.8490,42,-0.5631,90,0.89395,62,0.10635,36,-0.7455,53,-0.1619
ENSG00000006744,ELAC2,108,1.71481,32,-0.3027,33,-0.2627,46,0.25639,28,-0.5520,42,0.14248,22,-0.8502,23,-0.8258,22,-0.8711
ENSG00000109099,PMP22,108,0.15985,670,3.86399,38,-1.4269,119,0.31293,18,-2.6095,28,-2.0694,55,-0.8864,8,-3.5869,52,-0.9720
ENSG00000011295,TTC19,108,0.11965,80,-0.3540,122,0.31792,56,-0.8849,89,-0.1908,135,0.60299,35,-1.5732,121,0.29587,96,-0.0691
ENSG00000141027,NCOR1,108,-1.6381,322,0.01956,785,1.50893,234,-0.4753,213,-0.6678,169,-1.1157,340,0.10537,354,0.17051,738,1.39823
ENSG00000170315,UBB,108,-2.8322,1107,0.70036,314,-1.2612,885,0.33484,965,0.53306,1014,0.71445,525,-0.4828,415,-0.8428,274,-1.4617
ENSG00000175061,SNHG29,108,-0.5608,153,-0.0250,68,-1.2488,300,1.07502,286,1.14845,146,-0.1134,84,-0.9350,63,-1.3659,75,-1.1190
ENSG00000170160,CCDC144A,108,-1.4541,311,0.15994,2304,4.56317,67,-2.1544,59,-2.4485,40,-3.1546,33,-3.1811,126,-1.2212,183,-0.6616
ENSG00000133030,MPRIP,108,-1.0265,108,-1.0211,212,0.00867,183,-0.2188,219,0.06611,236,0.22197,236,0.17693,231,0.14108,306,0.59564
ENSG00000154803,FLCN,108,1.84423,29,-0.3282,86,1.42401,20,-0.9048,40,0.16528,28,-0.4726,0,-6.5508,14,-1.4055,14,-1.4153
ENSG00000141030,COPS3,108,1.08790,38,-0.5755,41,-0.4679,28,-1.0362,47,-0.2815,89,0.99685,47,-0.2679,31,-0.8741,12,-2.2924
ENSG00000108551,RASD1,108,0.11254,18,-2.5596,65,-0.6592,42,-1.3292,110,0.15013,181,1.28866,72,-0.5164,106,0.09095,33,-1.6856
ENSG00000108557,RAI1,1399,5.09848,13,-3.6478,42,-1.9653,31,-2.4003,46,-1.9278,72,-1.3217,9,-4.1795,31,-2.3964,12,-3.7752
ENSG00000072310,SREBF1,108,1.39370,149,1.99794,22,-1.1530,81,0.90660,17,-1.6037,39,-0.3100,7,-2.7236,23,-1.0524,15,-1.7279
ENSG00000175662,TOM1L2,108,0.26271,67,-0.4841,72,-0.3718,99,0.12846,108,0.29228,104,0.24980,62,-0.5959,113,0.33752,48,-0.9735
ENSG00000091542,ALKBH5,108,0.10371,121,0.28837,81,-0.3412,130,0.40480,117,0.25560,91,-0.2040,60,-0.7974,104,0.04501,102,0.01395
ENSG00000273018,FAM106A,108,1.61147,38,-0.1325,116,1.73869,23,-0.8646,29,-0.5531,47,0.24912,0,-6.7193,2,-4.0693,7,-2.5065
ENSG00000141127,PRPSAP2,108,1.82050,73,1.11289,69,1.01349,41,0.18116,18,-1.1038,32,-0.2612,0,-6.5686,10,-1.9506,7,-2.3551
ENSG00000072134,EPN2,108,0.75428,146,1.26314,119,0.91716,72,0.10586,50,-0.5088,60,-0.2124,0,-6.8807,20,-1.8331,65,-0.0643
ENSG00000128482,RNF112,108,1.18653,11,-2.3577,102,1.09027,20,-1.4470,33,-0.7678,72,0.66044,12,-2.1793,66,0.37761,26,-1.0805
ENSG00000072210,ALDH3A2,108,1.07018,94,0.83946,53,-0.0696,47,-0.2796,31,-0.9851,58,0.07321,55,-0.0368,40,-0.5118,39,-0.5707
ENSG00000083290,ULK2,108,0.89433,98,0.72582,25,-1.3569,58,-0.1134,67,0.12904,68,0.17040,14,-2.2305,12,-2.4561,94,0.65734
ENSG00000128487,SPECC1,108,-0.9964,349,0.84403,277,0.46674,96,-1.1736,131,-0.7535,72,-1.7984,478,1.39030,238,0.21937,458,1.31179
ENSG00000124422,USP22,108,-1.2249,94,-1.4262,195,-0.3269,180,-0.4481,255,0.10071,375,0.93420,229,-0.0784,273,0.19789,174,-0.5000
ENSG00000212719,LINC02693,108,1.40583,18,-1.4344,89,1.06911,10,-2.1854,45,-0.0450,47,0.02040,33,-0.4971,38,-0.2835,27,-0.8341
ENSG00000256618,MTRNR2L1,108,-0.0923,58,-1.0399,137,0.28069,326,1.77051,157,0.56807,46,-1.5671,57,-1.0619,51,-1.2391,185,0.77074
ENSG00000109046,WSB1,108,-0.5248,488,2.00753,568,2.31497,111,-0.4843,67,-1.3151,83,-1.0674,97,-0.6844,16,-3.2936,47,-1.7647
ENSG00000232859,LYRM9,108,1.19676,25,-1.0933,7,-2.9873,39,-0.4416,51,-0.0300,61,0.33099,88,0.84644,17,-1.6790,53,0.03657
ENSG00000087095,NLK,108,-0.6581,119,-0.5069,103,-0.7268,72,-1.2575,211,0.43106,188,0.24888,108,-0.6548,280,0.85061,209,0.37062
ENSG00000109079,TNFAIP1,108,1.41745,19,-1.2900,19,-1.2834,14,-1.7437,40,-0.2076,66,0.74997,18,-1.3820,72,0.72568,19,-1.3206
ENSG00000004142,POLDIP2,108,1.02896,36,-0.6970,26,-1.1877,53,-0.1134,61,0.11123,62,0.15319,83,0.59891,41,-0.4992,31,-0.9485
ENSG00000109103,UNC119,108,1.65056,3,-3.5130,26,-0.6923,35,-0.2273,41,0.05221,65,1.01784,16,-1.3731,16,-1.3626,0,-5.5322
ENSG00000087111,PIGS,108,1.58445,35,-0.2650,20,-1.1102,44,0.08928,22,-1.0572,55,0.54791,37,-0.1806,9,-2.2317,39,-0.0982
ENSG00000109107,ALDOC,108,-2.1581,288,-0.6981,158,-1.5942,1367,1.88790,414,-0.1515,668,0.81094,257,-0.8708,290,-0.6841,127,-1.9168
ENSG00000007202,KIAA0100,108,1.00648,23,-1.3843,44,-0.4408,19,-1.6401,67,0.24107,63,0.14828,13,-2.2543,100,0.86924,69,0.26932
ENSG00000109111,SUPT6H,108,0.42357,55,-0.6260,96,0.23052,64,-0.4033,90,0.14572,64,-0.4578,70,-0.2636,116,0.54177,111,0.46172
ENSG00000198242,RPL23A,108,-2.3351,1149,1.34417,248,-1.1048,806,0.73685,780,0.77272,355,-0.6633,629,0.33157,125,-2.1188,434,-0.2515
ENSG00000132589,FLOT2,108,0.23516,23,-2.0867,42,-1.1906,64,-0.5697,104,0.19210,140,0.85415,62,-0.6304,91,-0.0269,97,0.06773
ENSG00000063015,SEZ6,108,1.76334,11,-1.8853,36,-0.0658,27,-0.5083,31,-0.3170,45,0.33824,5,-2.8502,19,-1.0389,50,0.45107
ENSG00000196535,MYO18A,108,1.08385,84,0.66632,109,1.09736,29,-0.9693,20,-1.6481,10,-2.8190,64,0.21919,64,0.21864,140,1.53654
ENSG00000108256,NUFIP2,108,0.22562,146,0.71424,84,-0.1600,82,-0.2133,40,-1.3864,114,0.38380,81,-0.2251,60,-0.6862,142,0.67009
ENSG00000160551,TAOK1,108,-1.2065,446,1.02489,327,0.50759,128,-0.9513,146,-0.8101,178,-0.5299,292,0.32509,351,0.62402,376,0.73680
ENSG00000108262,GIT1,108,-0.0532,80,-0.5136,48,-1.2953,209,1.02128,183,0.90254,116,0.07373,30,-1.9744,60,-0.9506,92,-0.3010
ENSG00000167549,CORO6,108,1.64865,0,-8.5880,73,0.96958,14,-1.5688,28,-0.6191,65,1.00046,16,-1.3524,14,-1.5493,8,-2.3682
ENSG00000126653,NSRP1,108,-0.6255,333,1.18504,223,0.51271,124,-0.4149,104,-0.7284,50,-1.9983,332,1.17597,195,0.29743,270,0.82616
ENSG00000108582,CPD,108,0.87530,92,0.61805,108,0.87821,24,-1.4170,33,-1.0403,75,0.34435,45,-0.5263,67,0.11424,17,-1.9115
ENSG00000108587,GOSR1,108,1.10421,55,0.00999,27,-1.0973,39,-0.5204,37,-0.6513,46,-0.3268,97,0.92710,56,0.04206,63,0.23094
ENSG00000196712,NF1,108,-0.2448,141,0.17674,185,0.60693,107,-0.2571,90,-0.5757,132,0.07916,131,0.05874,122,-0.0582,148,0.25249
ENSG00000126861,OMG,108,-0.0996,300,1.60484,77,-0.6094,73,-0.7014,74,-0.7279,152,0.56716,40,-1.5843,101,-0.2100,76,-0.6333
ENSG00000126860,EVI2A,108,0.24812,861,5.23708,14,-2.7794,6,-4.0517,6,-4.0321,5,-4.4586,65,-0.5484,5,-4.0708,21,-2.2367
ENSG00000131242,RAB11FIP4,108,-0.6953,120,-0.5313,151,-0.1821,120,-0.5395,223,0.48693,222,0.54753,63,-1.5116,97,-0.8621,264,0.71143
ENSG00000172301,COPRS,108,-0.5253,34,-2.2590,80,-0.9732,97,-0.6837,228,0.73737,207,0.63223,208,0.50446,118,-0.3926,99,-0.6592
ENSG00000178691,SUZ12,108,0.65709,93,0.40655,77,0.10832,61,-0.2464,59,-0.3400,50,-0.6648,73,0.03207,74,0.04569,108,0.66058
ENSG00000126858,RHOT1,108,0.68931,35,-1.0519,65,-0.1265,31,-1.2275,51,-0.5299,88,0.44221,81,0.22183,57,-0.3231,100,0.57007
ENSG00000141314,RHBDL3,108,1.64964,13,-1.7021,38,-0.1021,20,-1.0434,31,-0.4150,42,0.10074,38,-0.0694,63,0.70468,13,-1.6560
ENSG00000108666,C17orf75,108,1.50855,23,-0.9633,38,-0.2182,34,-0.3865,34,-0.3894,37,-0.3029,80,0.98067,22,-1.0090,37,-0.2301
ENSG00000010244,ZNF207,108,-0.0168,129,0.26647,188,0.88237,71,-0.6621,69,-0.7520,116,0.12405,141,0.40315,61,-0.8869,124,0.19638
ENSG00000108671,PSMD11,108,0.46361,94,0.24001,97,0.29909,89,0.16215,39,-1.1709,109,0.61365,8,-3.4074,80,-0.0123,85,0.08941
ENSG00000176749,CDK5R1,108,-1.1892,34,-2.8973,154,-0.6518,95,-1.3740,318,0.54020,401,1.15409,62,-2.0174,298,0.37384,233,-0.0160
ENSG00000006125,AP2B1,108,-1.3740,242,-0.1490,201,-0.4390,151,-0.8754,226,-0.2788,339,0.48676,380,0.56958,392,0.61986,252,-0.0853
ENSG00000270647,TAF15,108,0.40515,119,0.56006,66,-0.3675,87,0.06833,81,-0.0514,72,-0.2798,60,-0.5175,65,-0.3851,120,0.57872
ENSG00000270885,RASL10B,108,1.98023,10,-1.8630,0,-5.9517,64,1.04253,52,0.77324,28,-0.3601,0,-5.7944,14,-1.2741,22,-0.6805
ENSG00000273611,ZNHIT3,108,1.16500,35,-0.6413,27,-1.0413,43,-0.3310,71,0.51956,43,-0.4011,98,0.99766,43,-0.3211,12,-2.1502
ENSG00000278311,GGNBP2,108,-0.9131,208,0.09395,212,0.12914,124,-0.7062,109,-0.9595,171,-0.2545,392,1.13790,371,1.04130,203,0.05561
ENSG00000278540,ACACA,108,0.87092,50,-0.3402,58,-0.1284,39,-0.7123,54,-0.2652,77,0.39151,13,-2.3109,97,0.69670,51,-0.3220
ENSG00000275066,SYNRG,108,1.06449,98,0.89291,35,-0.7229,26,-1.1885,27,-1.1649,54,-0.0844,13,-2.1818,68,0.31004,110,1.10177
ENSG00000278053,DDX52,108,0.88159,88,0.54348,73,0.23769,33,-0.9855,34,-0.9922,36,-0.9623,131,1.21119,69,0.16264,71,0.20991
ENSG00000274211,SOCS7,108,1.02111,26,-1.2029,99,0.86999,44,-0.4299,42,-0.5287,52,-0.1943,18,-1.7107,78,0.48737,78,0.48895
ENSG00000275832,ARHGAP23,108,0.96423,205,2.13619,54,-0.1581,48,-0.3198,48,-0.3737,40,-0.7145,19,-1.6957,36,-0.7563,28,-1.1371
ENSG00000277363,SRCIN1,108,0.11249,203,1.14651,112,0.17019,90,-0.1691,77,-0.4407,88,-0.2451,36,-1.5552,82,-0.3235,157,0.71314
ENSG00000273604,EPOP,108,1.58131,0,-6.8422,16,-1.4040,36,-0.2085,75,1.08043,41,-0.0409,7,-2.6040,34,-0.3141,27,-0.6604
ENSG00000275023,MLLT6,108,0.31133,44,-1.0501,120,0.47934,151,0.85952,145,0.90761,34,-1.6450,69,-0.3989,35,-1.4191,145,0.79180
ENSG00000277972,CISD3,108,1.35045,12,-2.0535,44,-0.1141,52,0.13564,82,0.99505,55,0.27262,7,-2.7809,8,-2.6121,12,-1.9947
ENSG00000277791,PSMB3,108,0.10670,54,-0.9466,61,-0.7595,81,-0.3325,112,0.17523,146,0.77053,93,-0.1213,100,-0.0089,49,-1.0962
ENSG00000276293,PIP4K2B,1360,2.63358,59,-2.5148,159,-1.0454,174,-0.9077,260,-0.3194,288,-0.1636,121,-1.4433,221,-0.5419,289,-0.1307
ENSG00000273559,CWC25,108,1.42116,48,0.07626,57,0.35765,20,-1.2193,30,-0.6962,28,-0.8724,40,-0.2238,73,0.75456,58,0.37922
ENSG00000125691,RPL23,108,-1.9704,579,0.60175,178,-1.2332,661,0.82112,565,0.63192,443,0.20956,399,0.00355,148,-1.5044,244,-0.7555
ENSG00000002834,LASP1,108,0.67490,35,-1.0521,68,-0.0581,69,-0.0446,70,-0.0208,95,0.59383,6,-3.5908,59,-0.2780,79,0.17960
ENSG00000263874,LINC00672,108,0.45029,24,-1.8263,44,-0.9284,26,-1.7341,84,0.04812,97,0.34329,210,1.58269,78,-0.0668,29,-1.5604
ENSG00000067191,CACNB1,108,0.58584,17,-2.2221,37,-1.0813,50,-0.6151,57,-0.4633,98,0.55016,73,-0.0308,167,1.32521,37,-1.0636
ENSG00000108298,RPL19,108,-1.8946,817,1.27158,96,-2.0726,555,0.61511,652,1.01054,376,-0.0127,338,-0.1768,88,-2.1976,106,-1.9267
ENSG00000141750,STAC2,108,0.06517,9,-3.6322,83,-0.3382,45,-1.2610,80,-0.4284,109,0.10410,195,1.02645,216,1.20480,99,-0.0721
ENSG00000108306,FBXL20,108,1.13902,11,-2.2867,71,0.43464,29,-0.9600,47,-0.2396,44,-0.3604,56,0.06445,67,0.34324,77,0.58002
ENSG00000125686,MED1,108,1.68658,53,0.48251,47,0.27925,32,-0.3056,13,-1.7818,28,-0.5900,28,-0.5237,24,-0.7666,70,0.91791
ENSG00000167258,CDK12,108,1.54143,35,-0.3026,72,0.82795,26,-0.7789,18,-1.3938,31,-0.5745,50,0.24276,52,0.31422,41,-0.0536
ENSG00000171532,NEUROD2,108,-0.0776,33,-1.8589,106,-0.0996,36,-1.7315,107,-0.1017,129,0.24469,120,0.08282,318,1.74039,41,-1.5384
ENSG00000131771,PPP1R1B,1342,3.00939,69,-2.0194,118,-1.2247,332,0.36374,175,-0.6910,117,-1.4175,233,-0.1965,125,-1.1378,250,-0.0853
ENSG00000141741,MIEN1,108,1.55546,38,-0.1801,17,-1.3669,44,0.04684,76,1.08756,42,-0.0370,7,-2.7063,13,-1.7979,6,-2.8718
ENSG00000108344,PSMD3,108,1.09306,32,-0.8084,24,-1.2838,46,-0.2799,58,0.09917,84,0.86501,20,-1.4952,39,-0.5302,25,-1.2061
ENSG00000126351,THRA,108,-0.7947,192,0.09074,112,-0.7379,326,0.95613,229,0.41411,171,-0.1126,94,-1.0040,127,-0.5471,244,0.47689
ENSG00000126368,NR1D1,108,1.38610,5,-3.2773,41,-0.1800,25,-0.9382,46,-0.0049,61,0.53679,26,-0.8934,24,-1.0245,55,0.25000
ENSG00000188895,MSL1,108,0.03447,88,-0.2765,127,0.29152,101,-0.0693,122,0.24795,92,-0.2500,54,-1.0129,120,0.19988,148,0.53867
ENSG00000108349,CASC3,108,0.16703,156,0.76248,101,0.06783,67,-0.5707,84,-0.2547,77,-0.4170,144,0.62538,58,-0.7822,131,0.48048
ENSG00000108352,RAPGEFL1,108,1.71391,4,-3.2921,32,-0.3205,18,-1.1567,68,1.04545,46,0.33001,0,-5.7180,26,-0.6189,4,-3.3283
ENSG00000171475,WIPF2,108,-0.4415,107,-0.4542,134,-0.1061,99,-0.5685,159,0.18069,130,-0.1935,152,0.08512,223,0.70613,193,0.46941
ENSG00000073584,SMARCE1,108,0.54585,142,0.99629,128,0.82784,79,0.04566,75,-0.0385,65,-0.3153,4,-4.1148,37,-1.1212,78,0.03096
ENSG00000213424,KRT222,108,0.09224,21,-2.3181,48,-1.1357,9,-3.6170,95,-0.1124,101,-0.0159,234,1.38086,183,0.95304,124,0.31387
ENSG00000186395,KRT10,108,1.44557,49,0.12597,5,-3.1058,52,0.22662,57,0.40847,53,0.31233,22,-1.1072,1,-4.7059,31,-0.5564
ENSG00000173812,EIF1,108,-2.5444,841,0.57239,331,-0.8856,596,0.01872,764,0.46508,751,0.49188,592,0.00850,374,-0.6993,438,-0.4587
ENSG00000141698,NT5C3B,108,0.78121,0,-7.7949,13,-2.4565,32,-1.1135,130,1.27182,83,0.44097,54,-0.3080,63,-0.0701,18,-1.9780
ENSG00000131473,ACLY,108,0.76588,26,-1.4528,48,-0.5015,72,0.11409,42,-0.7624,91,0.61780,72,0.12258,60,-0.1758,61,-0.1518
ENSG00000173786,CNP,108,-1.8967,3025,4.44743,110,-1.8723,148,-1.4321,129,-1.7313,209,-1.0538,96,-2.0681,69,-2.5433,103,-1.9619
ENSG00000168259,DNAJC7,108,-0.8587,111,-0.8232,111,-0.8143,77,-1.3700,212,0.20171,156,-0.3598,485,1.58119,275,0.59983,209,0.15873
ENSG00000108773,KAT2A,108,1.35056,18,-1.4764,55,0.21638,36,-0.4061,69,0.66144,53,0.21152,7,-2.7968,34,-0.5075,16,-1.6255
ENSG00000108774,RAB5C,108,0.68270,49,-0.5614,38,-0.9561,101,0.56671,58,-0.3316,103,0.78615,19,-1.9713,62,-0.1971,45,-0.7018
ENSG00000173757,STAT5B,108,1.37803,40,-0.2598,70,0.65048,50,0.11678,40,-0.2575,44,-0.1307,8,-2.5871,48,0.03619,26,-0.8885
ENSG00000168610,STAT3,108,1.44380,74,0.79187,64,0.54688,69,0.69059,20,-1.3112,19,-1.4512,80,0.92534,16,-1.5926,33,-0.4893
ENSG00000177469,CAVIN1,108,1.05105,62,0.14731,380,3.78425,53,-0.1038,21,-1.5935,2,-5.1876,14,-2.1136,1,-5.1839,14,-2.0361
ENSG00000033627,ATP6V0A1,108,-1.5820,98,-1.7264,393,0.39817,179,-0.8252,284,-0.1302,455,0.82381,189,-0.7461,512,0.83267,263,-0.2359
ENSG00000068120,COASY,108,1.40298,15,-1.7013,21,-1.1914,50,0.13491,40,-0.2595,51,0.19815,74,0.76444,19,-1.3413,34,-0.4655
ENSG00000141699,RETREG3,108,1.72252,20,-0.9914,39,0.03174,37,-0.0876,15,-1.4951,31,-0.4141,18,-1.1822,61,0.73389,58,0.65804
ENSG00000037042,TUBG2,108,0.49886,48,-0.7748,57,-0.4973,70,-0.1784,106,0.52379,91,0.28420,114,0.58884,39,-1.0745,25,-1.7042
ENSG00000108797,CNTNAP1,108,-0.6501,14,-3.6602,130,-0.3703,80,-1.1014,189,0.24066,248,0.85756,110,-0.6187,244,0.63169,167,0.02562
ENSG00000108799,EZH1,108,0.87106,51,-0.3312,89,0.56076,38,-0.7883,36,-0.8922,77,0.39070,35,-0.8977,63,0.00286,68,0.12872
ENSG00000183978,COA3,108,0.08243,90,-0.2046,63,-0.7518,99,-0.0601,114,0.19285,138,0.59752,149,0.59606,57,-0.8964,23,-2.2357
ENSG00000126581,BECN1,108,0.42890,31,-1.4635,102,0.33854,59,-0.5098,112,0.55015,97,0.31204,15,-2.5548,46,-0.8922,114,0.51250
ENSG00000131467,PSME3,108,0.94067,24,-1.3596,74,0.33278,56,-0.1057,54,-0.1755,80,0.57673,30,-1.0703,45,-0.4554,36,-0.7762
ENSG00000266967,AARSD1,108,1.29845,14,-1.8153,40,-0.3074,33,-0.6036,45,-0.1515,79,0.99691,20,-1.3153,34,-0.5561,12,-2.0381
ENSG00000198863,RUNDC1,108,1.08469,11,-2.3646,57,0.05110,42,-0.4348,23,-1.3811,78,0.69351,26,-1.1371,32,-0.8435,108,1.09311
ENSG00000131469,RPL27,108,-2.1327,663,0.64139,201,-1.2130,701,0.73509,762,0.99790,437,-0.0335,484,0.13564,138,-1.7728,205,-1.1817
ENSG00000108830,RND2,108,1.54073,45,0.08954,7,-2.6651,67,0.72968,27,-0.7389,26,-0.8950,89,1.20387,37,-0.2375,27,-0.6785
ENSG00000188554,NBR1,108,0.37502,174,1.16773,55,-0.6735,102,0.27666,77,-0.1775,73,-0.2910,48,-0.8889,68,-0.3574,97,0.19738
ENSG00000108861,DUSP3,108,-0.6612,62,-1.4960,70,-1.3166,122,-0.4780,186,0.20524,178,0.14201,213,0.39607,351,1.23649,156,-0.0959
ENSG00000108852,MPP2,1392,4.62441,79,-1.1539,82,-1.0952,44,-2.0013,29,-2.7140,62,-1.7052,28,-2.6840,71,-1.3067,69,-1.3497
ENSG00000161654,LSM12,108,1.47045,21,-1.1495,13,-1.8518,27,-0.7578,39,-0.2038,60,0.60405,13,-1.8284,39,-0.2040,54,0.31309
ENSG00000108840,HDAC5,108,0.50320,49,-0.7370,77,-0.0283,110,0.52646,104,0.50434,80,0.02472,14,-2.5418,33,-1.3290,106,0.47218
ENSG00000168591,TMUB2,108,1.39354,44,-0.0752,66,0.56850,12,-2.0418,35,-0.4636,54,0.30789,17,-1.5217,57,0.32485,20,-1.2963
ENSG00000087152,ATXN7L3,108,-0.0555,26,-2.1795,90,-0.3424,82,-0.4781,130,0.25946,123,0.18055,130,0.23527,140,0.35397,139,0.34642
ENSG00000108312,UBTF,108,-0.0182,70,-0.6774,180,0.80389,60,-0.9153,105,-0.0618,104,-0.0988,56,-1.0250,133,0.31118,182,0.82359
ENSG00000108309,RUNDC3A,108,-1.4992,27,-3.5129,167,-0.8439,318,0.15001,453,0.81808,389,0.59822,251,-0.2235,299,0.04896,232,-0.3438
ENSG00000013306,SLC25A39,108,1.80998,21,-0.8787,19,-0.9729,47,0.38939,29,-0.4026,40,0.15229,56,0.65906,13,-1.5221,1,-5.1418
ENSG00000030582,GRN,108,1.52122,30,-0.5578,46,0.08305,59,0.48593,21,-1.1976,57,0.54945,38,-0.1941,16,-1.4526,10,-2.1355
ENSG00000161682,FAM171A2,108,1.63042,8,-2.4483,7,-2.5081,41,0.03176,31,-0.4541,60,0.81412,6,-2.8056,34,-0.2635,41,-0.0048
ENSG00000186566,GPATCH8,108,0.78097,71,0.10861,218,2.03807,59,-0.1893,49,-0.5011,35,-1.1387,1,-5.5987,59,-0.1851,79,0.26892
ENSG00000180329,CCDC43,108,0.67905,42,-0.8111,58,-0.3152,30,-1.2803,30,-1.3856,61,-0.2761,200,1.75532,46,-0.6571,122,0.87875
ENSG00000073670,ADAM11,108,1.01005,7,-3.1628,43,-0.4616,12,-2.2813,52,-0.1807,107,1.35469,14,-2.1085,70,0.30744,16,-1.9506
ENSG00000108883,EFTUD2,108,1.31412,40,-0.3027,57,0.24477,16,-1.6377,29,-0.8365,65,0.60133,56,0.22687,32,-0.6277,19,-1.4111
ENSG00000131095,GFAP,1920,0.45327,7580,3.09280,626,-1.2792,5816,2.47136,292,-2.5188,155,-3.5917,24,-6.0344,158,-3.3051,175,-3.1550
ENSG00000172992,DCAKD,108,1.99421,26,-0.3810,6,-2.5987,58,0.88099,27,-0.3602,40,0.33709,1,-4.8247,24,-0.5125,6,-2.4415
ENSG00000136448,NMT1,108,-1.1785,125,-0.9591,352,0.66093,160,-0.5869,170,-0.5310,302,0.51829,118,-1.0471,334,0.57219,359,0.69184
ENSG00000186834,HEXIM1,108,0.52597,31,-1.3864,98,0.36223,59,-0.4288,63,-0.3520,87,0.22716,51,-0.6528,102,0.43618,95,0.32803
