Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000166963,MAP1A,1977,-0.4361,2034,-0.3926,3506,0.47477,5592,1.27255,3588,0.51275,2234,-0.2464,2609,-0.0022,1664,-0.7019,1461,-0.9729
ENSG00000237289,CKMT1B,8,-2.3681,17,-1.2495,26,-0.5986,29,-0.4246,11,-1.8571,75,1.09463,38,-0.0088,78,1.15518,52,0.53417
ENSG00000223572,CKMT1A,7,-3.1646,18,-1.7403,27,-1.1733,42,-0.5003,42,-0.4929,64,0.14248,72,0.38028,118,1.15885,90,0.79876
ENSG00000167004,PDIA3,118,-0.0039,126,0.10080,87,-0.4765,42,-1.5756,138,0.25276,134,0.20787,96,-0.3466,183,0.71210,139,0.28811
ENSG00000140264,SERF2,498,0.45333,734,1.10965,529,0.55113,431,0.21933,347,-0.1244,194,-1.0166,282,-0.4919,232,-0.7513,302,-0.3743
ENSG00000140259,MFAP1,61,-0.0079,62,0.01961,41,-0.6092,59,-0.0482,42,-0.5721,99,0.78003,55,-0.1832,64,0.07132,67,0.16515
ENSG00000171877,FRMD5,71,1.86861,14,-0.8195,13,-0.8891,13,-0.9251,3,-2.8398,13,-0.8819,20,-0.2945,15,-0.6964,40,0.95348
ENSG00000166734,CASC4,149,0.40294,149,0.40343,112,-0.0636,91,-0.3751,101,-0.2144,119,0.03464,103,-0.2149,120,0.05142,115,-0.0114
ENSG00000137770,CTDSPL2,29,-0.2190,29,-0.1994,17,-1.0109,15,-1.2114,39,0.25823,46,0.52725,55,0.94376,20,-0.7808,30,-0.1708
ENSG00000179523,EIF3J-DT,40,0.77599,31,0.35600,30,0.33004,22,-0.1933,22,-0.1629,20,-0.2999,17,-0.5832,11,-1.2648,30,0.36070
ENSG00000104131,EIF3J,359,0.73551,214,-0.1016,195,-0.2485,253,0.16059,228,-0.0040,178,-0.3884,251,0.16526,185,-0.3334,200,-0.2311
ENSG00000104133,SPG11,40,1.04370,22,0.06692,13,-0.6763,17,-0.3199,16,-0.4460,24,0.22625,23,0.14434,15,-0.4945,19,-0.1731
ENSG00000166710,B2M,607,1.70455,730,2.06867,354,0.74207,79,-1.5927,191,-0.2544,163,-0.5008,92,-1.4651,53,-2.1828,54,-2.2754
ENSG00000185880,TRIM69,13,-1.8953,39,-0.2728,49,0.07126,59,0.38228,15,-1.6793,82,0.91771,55,0.30661,34,-0.4920,55,0.30886
ENSG00000171766,GATM,264,1.60076,280,1.71301,139,0.48011,45,-1.2651,125,0.30733,19,-2.5528,24,-2.2780,78,-0.4376,67,-0.7239
ENSG00000104164,BLOC1S6,57,-1.4064,95,-0.6353,151,0.08023,210,0.61366,126,-0.2004,164,0.21338,171,0.31812,140,-0.0436,146,0.03545
ENSG00000137872,SEMA6D,66,1.46365,26,-0.0871,18,-0.6774,29,0.08836,10,-1.5057,17,-0.6827,30,0.15976,12,-1.2244,32,0.26070
ENSG00000104177,MYEF2,121,0.00385,92,-0.4280,109,-0.1528,57,-1.1397,107,-0.1875,201,0.82901,154,0.43867,102,-0.2581,115,-0.0817
ENSG00000128951,DUT,71,-0.6212,107,0.03236,83,-0.3797,64,-0.7633,49,-1.1691,137,0.42262,133,0.41745,131,0.34929,125,0.31468
ENSG00000255302,EID1,330,-0.5413,351,-0.4448,502,0.11635,408,-0.2109,408,-0.2140,364,-0.3888,579,0.38782,399,-0.2476,608,0.48049
ENSG00000138593,SECISBP2L,919,2.15005,80,-1.8611,176,-0.6736,162,-0.8017,235,-0.2272,224,-0.3042,252,-0.1279,217,-0.3489,235,-0.2532
ENSG00000166200,COPS2,95,0.33234,43,-0.8862,94,0.30911,64,-0.2889,57,-0.4732,97,0.36613,89,0.25448,76,-0.0243,72,-0.1123
ENSG00000156958,GALK2,18,-0.1741,16,-0.3457,7,-1.5086,13,-0.6603,21,0.11109,13,-0.6567,37,1.19687,17,-0.1829,19,-0.0512
ENSG00000104047,DTWD1,43,0.81429,8,-1.7037,44,0.86939,27,0.08888,6,-2.0167,45,0.91613,13,-1.0624,30,0.26607,26,0.01807
ENSG00000285410,GABPB1-IT1,15,-1.3175,31,-0.1844,49,0.53523,16,-1.1485,41,0.24362,66,1.04953,48,0.56717,11,-1.6653,30,-0.2745
ENSG00000244879,GABPB1-AS1,110,2.62968,14,-0.9126,33,0.40606,7,-1.9193,2,-3.5695,82,2.00240,4,-2.8747,10,-1.4039,9,-1.6937
ENSG00000138592,USP8,252,0.58582,135,-0.4096,150,-0.2391,124,-0.5396,142,-0.3333,237,0.48820,196,0.20317,183,0.06845,156,-0.2026
ENSG00000092439,TRPM7,49,1.07746,16,-0.6751,12,-1.1788,17,-0.6008,22,-0.2607,58,1.37503,29,0.23169,23,-0.1717,13,-1.1472
ENSG00000138600,SPPL2A,55,1.72840,30,0.63323,22,0.17261,6,-1.8587,13,-0.6851,21,0.08846,13,-0.6410,21,0.06529,12,-0.7797
ENSG00000186417,GLDN,546,5.27197,4,-3.9280,1,-5.2907,13,-2.3598,55,-0.1990,6,-3.3293,20,-1.7872,4,-3.8506,6,-3.4406
ENSG00000104093,DMXL2,40,-1.8590,54,-1.3936,66,-1.0965,128,-0.0945,172,0.38171,190,0.54952,202,0.74023,173,0.39051,132,-0.0507
ENSG00000104112,SCG3,270,-1.1844,1331,1.38996,229,-1.4283,174,-1.8405,893,0.69485,767,0.44356,663,0.23035,433,-0.4629,493,-0.2905
ENSG00000140280,LYSMD2,21,-2.2120,41,-1.2269,67,-0.4614,113,0.35693,40,-1.2375,67,-0.4610,132,0.69224,103,0.20010,140,0.81460
ENSG00000128872,TMOD2,147,-1.6787,432,-0.0318,405,-0.1343,568,0.40661,499,0.19736,382,-0.2236,591,0.53554,472,0.11011,381,-0.2519
ENSG00000138594,TMOD3,23,-0.4324,49,0.80624,53,0.92564,23,-0.3994,2,-3.8394,54,0.97544,20,-0.6591,32,0.12587,26,-0.2323
ENSG00000166477,LEO1,45,-0.1118,47,-0.0355,44,-0.1287,35,-0.4956,39,-0.3428,29,-0.7792,70,0.67308,39,-0.3176,56,0.27868
ENSG00000069956,MAPK6,88,-0.3716,53,-1.1488,80,-0.5330,111,-0.0083,110,-0.0308,94,-0.2735,118,0.09829,122,0.13929,169,0.75747
ENSG00000069966,GNB5,44,-2.0196,116,-0.5850,128,-0.4395,165,-0.0349,98,-0.8492,190,0.18764,274,0.90914,185,0.14642,192,0.23146
ENSG00000197535,MYO5A,251,-1.6175,380,-0.9928,572,-0.3675,1339,1.01813,785,0.13089,813,0.18733,1093,0.77057,603,-0.2842,511,-0.5911
ENSG00000128989,ARPP19,547,-1.0014,499,-1.1413,1485,0.56596,1224,0.25081,863,-0.3040,1085,0.05772,914,-0.2346,1481,0.56194,1250,0.31926
ENSG00000047346,FAM214A,42,0.58796,31,0.10186,24,-0.3043,17,-0.7753,11,-1.4386,53,0.98123,33,0.22716,20,-0.5273,27,-0.1120
ENSG00000137766,UNC13C,57,-1.1829,106,-0.2366,115,-0.1091,418,2.15950,51,-1.3292,60,-1.0930,179,0.69640,56,-1.2147,65,-1.0517
ENSG00000137876,RSL24D1,88,-0.4775,72,-0.7947,140,0.23996,108,-0.1719,89,-0.4668,118,-0.0220,168,0.61074,111,-0.1183,130,0.13812
ENSG00000260916,CCPG1,196,0.69166,91,-0.5311,81,-0.7051,62,-1.1192,69,-0.9451,352,1.73175,114,-0.2003,112,-0.2126,108,-0.2852
ENSG00000138587,MNS1,39,0.60381,26,-0.0228,19,-0.5192,27,0.04891,48,0.96613,35,0.43549,24,-0.1505,26,-0.0615,12,-1.3017
ENSG00000137871,ZNF280D,142,1.31789,33,-1.0474,48,-0.4602,37,-0.8497,50,-0.4078,102,0.74079,69,0.11652,62,-0.0715,50,-0.4531
ENSG00000140262,TCF12,86,2.20004,34,0.53107,15,-0.7368,3,-2.7882,12,-1.0482,26,0.06647,29,0.29765,4,-2.5211,15,-0.7676
ENSG00000128849,CGNL1,22,0.00510,68,1.95820,43,1.10580,19,-0.2235,9,-1.3652,20,-0.1497,17,-0.3870,8,-1.4388,8,-1.5162
ENSG00000255529,POLR2M,64,0.57351,48,0.10699,29,-0.6546,42,-0.0949,48,0.09400,34,-0.4327,48,0.12078,20,-1.2088,56,0.39725
ENSG00000137845,ADAM10,105,1.15306,40,-0.4113,50,-0.0484,21,-1.3942,82,0.72761,102,1.11167,43,-0.3135,31,-0.7938,28,-1.0432
ENSG00000128923,MINDY2,173,0.84342,109,0.08226,87,-0.2740,68,-0.6527,115,0.17253,132,0.39054,126,0.35483,68,-0.6520,66,-0.7370
ENSG00000157450,RNF111,65,0.54074,30,-0.6624,26,-0.9168,31,-0.6085,34,-0.4737,57,0.33351,65,0.59327,36,-0.3963,52,0.17850
ENSG00000137776,SLTM,533,1.45864,133,-0.8126,168,-0.4549,180,-0.3465,190,-0.2581,269,0.28837,242,0.13180,256,0.21009,128,-0.9347
ENSG00000157470,FAM81A,23,-2.1653,44,-1.2222,75,-0.4312,125,0.38872,86,-0.2035,69,-0.5488,107,0.14833,169,0.88408,138,0.62299
ENSG00000140307,GTF2A2,65,0.49171,57,0.26926,39,-0.3081,35,-0.4818,29,-0.7726,36,-0.4422,49,0.05862,45,-0.1083,61,0.43425
ENSG00000140299,BNIP2,71,2.11976,45,1.26381,35,0.85183,4,-2.3589,23,0.12100,6,-1.7877,13,-0.7162,2,-3.3756,8,-1.4238
ENSG00000128915,ICE2,54,1.77741,23,0.32217,27,0.52555,10,-0.8941,15,-0.4108,31,0.79620,12,-0.7478,7,-1.4950,9,-1.2100
ENSG00000069667,RORA,20,-0.6112,44,0.64780,19,-0.6660,29,-0.0322,1,-4.8376,39,0.42941,46,0.83717,8,-1.8485,36,0.35541
ENSG00000129003,VPS13C,217,1.11544,75,-0.5995,79,-0.5165,80,-0.5081,39,-1.5759,238,1.28031,122,0.17872,110,-0.0142,67,-0.8459
ENSG00000171914,TLN2,62,-1.5817,81,-1.1888,69,-1.4286,169,-0.0643,162,-0.1274,249,0.56189,278,0.85709,227,0.40688,180,0.04002
ENSG00000140416,TPM1,157,-0.2935,132,-0.5569,262,0.52939,161,-0.2470,109,-0.8448,288,0.68269,162,-0.2657,235,0.35127,205,0.14166
ENSG00000103642,LACTB,19,-0.3970,15,-0.7017,7,-1.7796,16,-0.6637,40,0.80644,32,0.40768,23,-0.0717,48,1.08978,22,-0.1400
ENSG00000185088,RPS27L,104,0.63415,94,0.46664,78,0.16280,79,0.18584,101,0.58016,56,-0.3420,65,-0.1347,46,-0.6501,42,-0.8462
ENSG00000166128,RAB8B,57,0.63292,30,-0.3498,34,-0.1865,24,-0.6945,27,-0.5521,60,0.73332,40,0.07780,35,-0.1530,37,-0.0657
ENSG00000103657,HERC1,128,-0.8883,94,-1.3413,71,-1.7653,191,-0.2702,215,-0.0869,402,0.93819,343,0.76642,276,0.31294,217,-0.0774
ENSG00000028528,SNX1,88,1.26271,45,0.13715,34,-0.3069,17,-1.3029,76,1.00353,32,-0.3769,38,-0.1197,31,-0.4304,26,-0.7558
ENSG00000166794,PPIB,96,0.27366,138,0.86777,105,0.41478,27,-1.6486,53,-0.6561,55,-0.6023,80,-0.0129,77,-0.0821,90,0.17910
ENSG00000180357,ZNF609,106,1.25099,65,0.42774,51,0.01593,77,0.69161,26,-1.0130,63,0.36416,46,-0.1422,24,-1.1477,23,-1.2349
ENSG00000180304,OAZ2,119,-0.0287,90,-0.4680,109,-0.1730,110,-0.1601,130,0.10879,119,-0.0286,128,0.09152,122,0.01244,140,0.25847
ENSG00000090487,SPG21,38,0.62209,35,0.50062,29,0.17219,7,-1.8832,29,0.18978,35,0.47645,22,-0.2943,26,0.04442,20,-0.4063
ENSG00000090470,PDCD7,79,0.59203,34,-0.7410,48,-0.2142,60,0.15022,55,0.00113,76,0.51993,48,-0.2196,58,0.07957,49,-0.2105
ENSG00000166855,CLPX,71,0.47927,48,-0.1456,46,-0.2236,36,-0.5867,21,-1.4167,66,0.34906,53,0.02233,40,-0.4179,73,0.58946
ENSG00000074603,DPP8,54,-0.9146,80,-0.3347,82,-0.2839,86,-0.2163,69,-0.5633,99,0.00109,138,0.62344,115,0.24433,112,0.22076
ENSG00000074696,HACD3,131,-0.2535,159,0.04873,111,-0.5083,70,-1.2202,162,0.08306,122,-0.3645,205,0.51636,160,0.05728,186,0.33334
ENSG00000174485,DENND4A,34,-0.2515,45,0.16209,41,0.01216,41,0.02205,22,-0.8885,54,0.47427,46,0.23590,35,-0.2106,39,-0.0382
ENSG00000103769,RAB11A,71,-1.4541,114,-0.7446,106,-0.8528,198,0.12002,180,-0.0298,138,-0.4452,247,0.54236,259,0.55295,230,0.40956
ENSG00000166938,DIS3L,27,-0.6077,43,0.06532,36,-0.2056,28,-0.5829,46,0.17081,35,-0.2276,59,0.68889,47,0.22983,34,-0.3017
ENSG00000169032,MAP2K1,27,-2.6041,41,-2.0222,191,0.32688,138,-0.1885,315,1.16653,240,0.70098,75,-1.2023,257,0.81830,177,0.22830
ENSG00000174446,SNAPC5,12,-1.9609,40,-0.2236,41,-0.1700,70,0.66402,59,0.38525,34,-0.4961,40,-0.2517,49,0.10293,62,0.52019
ENSG00000174444,RPL4,878,0.05118,1290,0.67760,1967,1.41254,922,0.12974,608,-0.5240,449,-0.9873,635,-0.4994,522,-0.7567,723,-0.2810
ENSG00000166949,SMAD3,8,-1.2925,21,0.03926,42,1.22155,22,0.11884,13,-0.6015,14,-0.5306,10,-1.0428,25,0.37152,27,0.52325
ENSG00000103591,AAGAB,26,-0.9290,34,-0.5037,35,-0.4426,30,-0.6939,17,-1.5097,53,0.19741,61,0.47212,79,0.84099,61,0.45211
ENSG00000189227,C15orf61,23,-1.0302,41,-0.1560,58,0.39325,55,0.32485,28,-0.7476,41,-0.1493,46,0.01812,40,-0.1864,60,0.50831
ENSG00000137764,MAP2K5,3,-2.7980,17,-0.5386,16,-0.5541,25,0.10059,2,-3.5066,26,0.13419,30,0.42329,31,0.41181,40,0.98990
ENSG00000033800,PIAS1,66,-0.1653,46,-0.7007,104,0.56844,58,-0.3574,50,-0.5915,86,0.25920,74,0.03026,80,0.14823,82,0.21261
ENSG00000169018,FEM1B,73,-0.7122,61,-0.9838,72,-0.7340,120,0.06862,120,0.06068,139,0.29895,149,0.46728,123,0.09799,131,0.23241
ENSG00000103647,CORO2B,91,-0.1478,58,-0.8473,95,-0.0788,83,-0.2860,73,-0.4939,114,0.21329,65,-0.7336,139,0.53320,159,0.86254
ENSG00000140350,ANP32A,252,0.95363,116,-0.3058,159,0.18763,108,-0.4209,223,0.74580,169,0.28962,128,-0.1630,125,-0.1837,71,-1.1312
ENSG00000138604,GLCE,25,0.01408,12,-1.1315,31,0.34794,16,-0.7188,25,0.03005,46,0.99207,11,-1.3043,36,0.57696,31,0.37355
ENSG00000137818,RPLP1,1734,0.62165,2116,0.95910,2023,0.88193,1593,0.48132,1390,0.25955,424,-1.5688,895,-0.4756,527,-1.2433,701,-0.8770
ENSG00000137831,UACA,229,3.10987,64,0.59123,73,0.80022,8,-2.5013,9,-2.3125,21,-1.1229,35,-0.4172,2,-4.3076,7,-2.9079
ENSG00000166173,LARP6,211,1.25655,60,-0.7853,63,-0.6954,57,-0.8586,99,-0.0006,71,-0.5277,113,0.22458,75,-0.4439,116,0.27188
ENSG00000137821,LRRC49,14,-1.8157,42,-0.2330,27,-0.9253,48,-0.0290,32,-0.6279,66,0.48705,72,0.72383,48,-0.0364,57,0.29004
ENSG00000066933,MYO9A,101,-0.2951,59,-1.1202,110,-0.1609,109,-0.1699,129,0.09530,190,0.72553,111,-0.1616,152,0.35880,133,0.16202
ENSG00000067225,PKM,192,-1.9234,442,-0.6708,450,-0.6450,456,-0.6247,415,-0.7670,613,-0.1664,732,0.12794,1207,0.94163,1125,0.95014
ENSG00000137817,PARP6,36,-0.4311,38,-0.3627,61,0.38293,52,0.12921,37,-0.4033,47,-0.0140,44,-0.1303,48,0.01336,59,0.37746
ENSG00000140488,CELF6,2,-3.3819,23,0.08329,36,0.81382,24,0.14838,0,-6.0604,33,0.67902,15,-0.6452,23,0.08914,34,0.84550
ENSG00000213614,HEXA,33,-0.0158,33,-0.0269,23,-0.5962,11,-1.6865,24,-0.4786,42,0.35746,18,-1.0395,46,0.51875,60,1.11575
ENSG00000166233,ARIH1,44,-0.5845,31,-1.1237,32,-1.0564,59,-0.1186,57,-0.1857,69,0.12478,82,0.44789,88,0.51442,80,0.39941
ENSG00000159322,ADPGK,22,0.53299,22,0.50735,5,-1.8098,12,-0.4245,3,-2.2003,32,1.13747,12,-0.4318,16,0.03483,19,0.31086
ENSG00000067141,NEO1,96,1.96256,33,0.11519,13,-1.3452,8,-1.9503,46,0.65502,35,0.18219,18,-0.8704,26,-0.2455,23,-0.5144
ENSG00000156642,NPTN,89,-2.4419,136,-1.8284,311,-0.5830,387,-0.2443,338,-0.4535,577,0.39272,489,0.14170,888,1.11934,633,0.62052
ENSG00000205363,INSYN1,2,-2.9895,27,0.74795,17,0.02477,16,-0.0970,27,0.72401,33,1.04234,17,-0.0290,10,-0.8080,11,-0.6974
ENSG00000067221,STOML1,30,-1.0807,42,-0.5835,40,-0.6794,53,-0.2266,65,0.08378,64,0.06188,51,-0.3339,86,0.54692,97,0.85778
ENSG00000129009,ISLR,10,-1.4578,7,-1.9193,10,-1.4158,2,-3.6617,134,3.09368,89,2.15156,1,-4.8912,33,0.38680,0,-5.8140
ENSG00000138623,SEMA7A,43,-0.1390,11,-2.1465,26,-0.8807,34,-0.4980,61,0.43248,56,0.28874,41,-0.2432,81,0.89111,60,0.46505
ENSG00000138629,UBL7,34,-1.3551,65,-0.3622,82,0.00868,71,-0.2165,74,-0.1677,76,-0.1274,87,0.09789,90,0.14480,118,0.67781
ENSG00000103653,CSK,23,-0.0031,35,0.61802,22,-0.1106,13,-0.9181,16,-0.5668,32,0.51117,29,0.40225,11,-1.0764,23,-0.0086
ENSG00000140474,ULK3,10,-1.5365,28,0.02014,31,0.18102,31,0.14947,13,-1.1526,55,1.12846,16,-0.9108,35,0.37095,35,0.42898
ENSG00000178802,MPI,38,-0.3218,39,-0.2819,30,-0.6655,37,-0.3403,35,-0.4306,72,0.70442,41,-0.1981,62,0.45498,58,0.38900
ENSG00000178761,FAM219B,19,-0.9210,35,-0.0366,67,1.04332,35,-0.0259,14,-1.4356,56,0.73531,27,-0.4810,30,-0.2827,41,0.24993
ENSG00000178741,COX5A,139,-1.0015,191,-0.5104,244,-0.1349,385,0.60368,234,-0.1954,188,-0.5380,323,0.35265,213,-0.3483,340,0.44969
ENSG00000198794,SCAMP5,72,-2.2176,196,-0.7350,286,-0.1503,310,-0.0220,318,0.01804,441,0.54815,322,0.04258,397,0.37452,397,0.42211
ENSG00000140365,COMMD4,35,0.20148,41,0.42287,51,0.80120,32,0.05885,24,-0.3984,9,-1.8156,20,-0.7504,26,-0.2938,42,0.55153
ENSG00000140400,MAN2C1,39,0.40272,30,0.00139,50,0.82369,12,-1.3643,17,-0.8889,48,0.76989,24,-0.3565,34,0.17300,26,-0.2400
ENSG00000169375,SIN3A,25,-0.0470,16,-0.6729,23,-0.1320,19,-0.4537,24,-0.0990,45,0.89738,33,0.43099,11,-1.2011,26,0.04441
ENSG00000169371,SNUPN,21,-0.9285,20,-0.9897,37,-0.0231,35,-0.1049,48,0.36440,31,-0.3033,54,0.65959,43,0.20136,36,-0.0618
ENSG00000177971,IMP3,35,-0.7355,50,-0.1825,95,0.86677,39,-0.5554,46,-0.2878,28,-1.0367,59,0.10752,57,0.02438,73,0.48114
ENSG00000140367,UBE2Q2,89,0.62695,71,0.25105,73,0.29703,72,0.28932,24,-1.3843,54,-0.1839,58,-0.0628,54,-0.1700,55,-0.1515
ENSG00000167196,FBXO22,40,0.36766,19,-0.8035,24,-0.3827,27,-0.2092,22,-0.5531,91,1.81740,24,-0.4319,25,-0.3457,24,-0.4261
ENSG00000140374,ETFA,13,-1.5186,61,0.86759,45,0.36430,24,-0.6176,36,0.00380,23,-0.6904,37,0.05826,24,-0.6290,47,0.49606
ENSG00000140386,SCAPER,304,1.20548,145,-0.0266,149,0.01999,134,-0.1488,140,-0.0787,134,-0.1511,161,0.15300,105,-0.5209,94,-0.7597
ENSG00000117906,RCN2,126,-0.4984,79,-1.2038,111,-0.6961,123,-0.5421,191,0.15456,206,0.27333,168,-0.0553,218,0.36232,260,0.74822
ENSG00000140391,TSPAN3,286,-0.0597,287,-0.0513,219,-0.4773,143,-1.1277,305,0.04234,311,0.07197,298,0.00590,375,0.37544,372,0.40983
ENSG00000173517,PEAK1,70,0.52539,46,-0.1441,61,0.29588,28,-0.8847,32,-0.6935,75,0.62906,48,-0.0852,56,0.17677,45,-0.1845
ENSG00000140382,HMG20A,42,-0.0636,27,-0.7566,31,-0.5581,40,-0.1392,46,0.06339,52,0.26238,42,-0.0803,60,0.49314,51,0.26877
ENSG00000169783,LINGO1,37,-2.4543,77,-1.3676,213,0.19986,190,0.01714,199,0.09054,181,-0.0606,144,-0.4481,352,1.03829,264,0.62829
ENSG00000166411,IDH3A,30,-2.0376,58,-1.0816,52,-1.2397,136,0.24384,131,0.19123,78,-0.6248,165,0.64217,211,0.97660,128,0.16358
ENSG00000103740,ACSBG1,22,-0.5696,108,2.12918,58,0.97520,9,-1.8634,92,1.80750,13,-1.3105,2,-3.9460,9,-1.8712,18,-0.9580
ENSG00000140403,DNAJA4,39,-1.6827,75,-0.6994,143,0.30387,174,0.61992,62,-0.9876,125,0.08716,126,0.11595,126,0.09466,153,0.45985
ENSG00000140395,WDR61,50,0.18271,47,0.08684,34,-0.3996,16,-1.5208,17,-1.4807,44,-0.0175,54,0.36238,40,-0.1663,66,0.73061
ENSG00000136381,IREB2,33,-0.1839,21,-0.8827,28,-0.4478,25,-0.5935,38,0.02051,68,0.98051,35,-0.1258,42,0.19703,43,0.24321
ENSG00000041357,PSMA4,125,-0.3335,81,-0.9989,121,-0.3773,100,-0.6703,202,0.43143,156,0.01195,145,-0.1073,277,0.95794,173,0.20686
ENSG00000185787,MORF4L1,572,-0.8570,723,-0.4985,891,-0.1740,1326,0.46398,985,-0.0149,784,-0.3721,1664,0.97661,798,-0.3449,765,-0.4497
ENSG00000103811,CTSH,40,0.69374,188,4.20161,4,-2.7602,0,-8.3416,25,-0.0681,4,-2.8350,4,-2.6544,11,-1.2996,3,-3.1756
ENSG00000058335,RASGRF1,33,-1.9989,52,-1.3472,68,-0.9362,124,-0.0138,36,-1.8746,101,-0.3414,180,0.66189,189,0.66906,208,0.95421
ENSG00000166557,TMED3,44,-0.2176,35,-0.5691,28,-0.8764,19,-1.4585,38,-0.4102,51,0.01637,64,0.44825,52,0.04627,78,0.82742
ENSG00000086666,ZFAND6,52,0.18761,47,0.01763,32,-0.5475,20,-1.2559,29,-0.6899,55,0.29424,34,-0.4961,56,0.31482,73,0.85894
ENSG00000172379,ARNT2,57,-1.7799,196,0.10706,271,0.63291,137,-0.4532,69,-1.4807,141,-0.4079,190,0.06047,198,0.12169,284,0.81603
ENSG00000136379,ABHD17C,14,-0.6577,29,0.43838,39,0.88858,14,-0.7288,43,1.06620,26,0.24960,11,-1.0952,17,-0.4524,20,-0.1565
ENSG00000117899,MESD,88,0.93324,46,-0.1343,49,-0.0288,23,-1.1998,41,-0.3134,49,-0.0288,69,0.58885,42,-0.2742,37,-0.5154
ENSG00000140406,TLNRD1,18,-0.7488,11,-1.4303,32,0.10307,44,0.64358,20,-0.6141,19,-0.6753,42,0.63527,35,0.27093,31,0.09145
ENSG00000182774,RPS17,523,0.45130,494,0.35907,676,0.88150,462,0.24953,419,0.09295,256,-0.6765,336,-0.2780,208,-0.9942,318,-0.3751
ENSG00000214575,CPEB1,62,0.72766,19,-1.0822,23,-0.8063,30,-0.4078,31,-0.3665,61,0.71182,51,0.45870,41,0.08742,31,-0.3790
ENSG00000103723,AP3B2,15,-2.4859,26,-1.7187,62,-0.4266,61,-0.4636,50,-0.7525,163,1.14066,99,0.33376,115,0.54980,105,0.45063
ENSG00000156232,WHAMM,39,0.41135,30,0.00461,38,0.38735,33,0.17639,31,0.06508,35,0.23535,31,0.08691,15,-1.0257,22,-0.4920
ENSG00000103942,HOMER2,18,-0.6456,30,0.12675,28,0.02228,37,0.45064,32,0.24251,49,0.93682,22,-0.3641,14,-0.9895,25,-0.1442
ENSG00000169609,C15orf40,44,0.87603,23,-0.1271,37,0.60875,20,-0.3957,24,-0.0745,28,0.13922,12,-1.1717,17,-0.5860,31,0.34326
ENSG00000064726,BTBD1,25,-0.8725,30,-0.6380,50,0.16828,27,-0.7992,38,-0.2718,33,-0.4577,42,-0.1129,56,0.36018,75,0.97418
ENSG00000136404,TM6SF1,6,-2.6414,11,-1.8796,6,-2.8072,45,0.24291,21,-0.9421,44,0.22529,60,0.83326,71,1.00419,49,0.45124
ENSG00000166503,HDGFL3,319,-0.1975,253,-0.5595,390,0.11768,439,0.30740,523,0.59420,396,0.14041,421,0.26843,273,-0.4392,275,-0.4733
ENSG00000140600,SH3GL3,337,1.88176,53,-1.1725,73,-0.6849,107,-0.0867,133,0.25159,113,-0.0074,94,-0.3185,107,-0.0982,68,-0.8454
ENSG00000140612,SEC11A,46,0.91933,47,0.97878,31,0.26200,7,-1.8970,56,1.28407,11,-1.2878,18,-0.6312,24,-0.1020,14,-1.0451
ENSG00000073417,PDE8A,262,4.09274,8,-2.1884,13,-1.5664,7,-2.4090,50,0.47087,16,-1.2446,18,-1.1707,10,-1.9374,4,-3.4890
ENSG00000170776,AKAP13,61,0.10744,51,-0.1802,56,-0.0162,60,0.09621,49,-0.2377,105,1.00441,40,-0.6131,95,0.83922,35,-0.8285
ENSG00000140538,NTRK3,37,-1.7148,76,-0.6577,100,-0.2339,95,-0.3120,57,-1.0808,185,0.76223,96,-0.3155,168,0.60135,181,0.83953
ENSG00000259494,MRPL46,23,-0.6459,15,-1.3102,43,0.34142,34,-0.0432,12,-1.6018,21,-0.7800,44,0.43183,23,-0.6284,62,1.09531
ENSG00000181991,MRPS11,38,-0.4969,37,-0.5554,53,0.00200,53,0.01251,22,-1.3394,36,-0.5922,53,0.01281,67,0.37849,84,0.87158
ENSG00000140545,MFGE8,22,-0.7025,96,1.73474,42,0.28947,10,-1.8471,0,-5.4558,14,-1.3417,13,-1.5263,49,0.56718,60,1.05286
ENSG00000140526,ABHD2,72,-0.5613,110,0.09488,96,-0.1073,54,-0.9962,73,-0.5276,115,0.16977,98,-0.0854,165,0.76125,127,0.37137
ENSG00000140521,POLG,22,-0.4137,23,-0.4093,15,-0.9684,17,-0.8340,29,-0.0178,28,-0.0506,32,0.15894,39,0.43263,43,0.68159
ENSG00000166823,MESP1,3,-3.3785,21,-0.8775,75,1.17706,41,0.15788,28,-0.3996,28,-0.4325,27,-0.5539,31,-0.2712,62,0.99285
ENSG00000157823,AP3S2,50,-0.2089,46,-0.3503,72,0.36608,49,-0.2527,88,0.67984,50,-0.2355,53,-0.1318,60,0.06393,56,-0.0529
ENSG00000242498,ARPIN,38,1.39982,21,0.37092,27,0.80945,11,-0.6427,2,-2.8586,17,0.08303,7,-1.3690,22,0.48690,14,-0.2670
ENSG00000259291,ZNF710-AS1,27,-0.1917,54,0.94478,43,0.56817,26,-0.2453,65,1.26598,18,-0.8119,18,-0.8742,18,-0.7966,23,-0.4389
