gene,ensembl,t_stat_spd01-spd04,p_value_spd01-spd04,fdr_spd01-spd04,logFC_spd01-spd04
FLACC1,ENSG00000155749,-2.71854993971557,0.006825241920628406,0.010530566985828814,-0.43816631656295835
REXO4,ENSG00000148300,-2.7180944191784353,0.006834482036839414,0.010543659539614182,-0.24651386791472163
GUCA1B,ENSG00000112599,-2.7159830782595593,0.006877457517541921,0.010608787520437417,-0.4895075281230086
RABGEF1,ENSG00000154710,-2.712879661071908,0.006941068630889649,0.01070218601808545,-0.14329865468552683
CBLB,ENSG00000114423,-2.7108057918974655,0.006983872095115049,0.010765807904866333,-0.3154579071879309
CCDC125,ENSG00000183323,-2.708542736672362,0.007030851572845557,0.010834643046710293,-0.3989773750336867
FMC1,ENSG00000164898,-2.7083744778789285,0.007034355858687974,0.01083765342117304,-0.18667576768813277
TBC1D17,ENSG00000104946,-2.7036801640743073,0.007132759923992195,0.01098199883869122,-0.14819596375833388
Z83843.1,ENSG00000271533,-2.7018831287148988,0.0071707571462071955,0.011038069673187,-0.3620493758993675
SMN2,ENSG00000205571,-2.700803911045443,0.007193664086038093,0.011072111323703823,-0.498614567260462
FTX,ENSG00000230590,-2.696970897182207,0.007275555460390276,0.011191991929328075,-0.19556976973614937
JUN,ENSG00000177606,-2.6967055529822463,0.007281255420743999,0.011199527568585768,-0.21432217979346913
SLC30A7,ENSG00000162695,-2.6954182390692156,0.007308965821678847,0.011239794002421921,-0.2944390944415911
ZNF330,ENSG00000109445,-2.6954146807955572,0.007309042547614856,0.011239794002421921,-0.2212153169292046
PIGO,ENSG00000165282,-2.6947924116676596,0.007322471499468483,0.0112592061769055,-0.3807241945688009
DNTTIP2,ENSG00000067334,-2.693741380253861,0.007345203862158145,0.011292917652775757,-0.1484944018845269
RIN3,ENSG00000100599,-2.693681780481055,0.007346494824781027,0.011293660159037001,-0.46549176281736027
KCTD5,ENSG00000167977,-2.693370041568411,0.0073532505837737945,0.011302802530452691,-0.31653266876107145
KXD1,ENSG00000105700,-2.692869453468698,0.007364110635255388,0.011318250973055263,-0.20414669286837395
VHL,ENSG00000134086,-2.6927980274784806,0.0073656613691021645,0.011318731572562258,-0.26752589233697277
CDC37L1-DT,ENSG00000273061,-2.6902909241259083,0.007420279841556859,0.011395808300784552,-0.44858102667988
RNF146,ENSG00000118518,-2.6847299390956314,0.0075427318018890166,0.011578776759473124,-0.11478843543666795
COQ7,ENSG00000167186,-2.6839145840992873,0.0075608378178731,0.011604023521314325,-0.24629569945165297
GALK1,ENSG00000108479,-2.683914545387604,0.0075608386784438405,0.011604023521314325,-0.35119378716197014
PNPLA8,ENSG00000135241,-2.682146373437707,0.007600237653790795,0.011661930144586007,-0.12505789448105986
NFYA,ENSG00000001167,-2.679651306839591,0.007656147740532259,0.01174133814346736,-0.36431446317885463
NUDT12,ENSG00000112874,-2.6754785440022797,0.007750479242579798,0.011880724761300487,-0.3246555496072645
UBE2A,ENSG00000077721,-2.675295115521403,0.00775464979507869,0.011885814254393558,-0.1680990883322746
ABCA5,ENSG00000154265,-2.675004684151563,0.007761257364097552,0.01189463751951661,-0.1596249606969442
AC027279.1,ENSG00000260816,-2.671464344914796,0.007842211166909658,0.012017386852307453,-0.5125437362079786
DDB2,ENSG00000134574,-2.671235939363993,0.007847459888433321,0.01202411169268061,-0.3660832719480114
RFT1,ENSG00000163933,-2.6711792905080145,0.007848762158376736,0.012024788850995465,-0.36512089114209
SLC7A2,ENSG00000003989,-2.6707398374695748,0.007858871107924962,0.012038956759696098,-0.3505967695461001
PDCD11,ENSG00000148843,-2.668332362349476,0.00791445939716497,0.012120126985227872,-0.2611132582369633
COG8,ENSG00000213380,-2.6674856053564504,0.00793409475743766,0.012144873773377087,-0.22553515905484645
RRAGC,ENSG00000116954,-2.6673815350231442,0.007936511052400296,0.012147242113381399,-0.14129578700572853
AC010624.5,ENSG00000287001,-2.666165264192553,0.007964799382809805,0.01218786960516013,-0.4354669116808918
AC244033.2,ENSG00000285184,-2.665062877794262,0.007990517209667326,0.012225789606623896,-0.3551831145551092
TTC38,ENSG00000075234,-2.6650281068383737,0.007991329601925728,0.012225789606623896,-0.4084822581495904
OSBPL2,ENSG00000130703,-2.6644401495681564,0.008005077940419277,0.01224414252278838,-0.1873623647676892
ARHGAP42,ENSG00000165895,-2.6634221204334563,0.008028933014357226,0.012277942750729862,-0.3638450583998729
PCDHB9,ENSG00000177839,-2.6629304158334035,0.008040477793659484,0.012294252064542021,-0.39620452793276506
GDI2,ENSG00000057608,-2.661627157646928,0.008071149307323939,0.012338450603572863,-0.11374590067230006
ACACB,ENSG00000076555,-2.66123440557563,0.008080413116028766,0.01234860519649036,-0.35165284925137463
C4orf46,ENSG00000205208,-2.661233165584956,0.008080442378700783,0.01234860519649036,-0.3886496357305862
FAM13A-AS1,ENSG00000248019,-2.659584428801212,0.008119435419663168,0.012405481948035866,-0.49334894004035634
COL9A1,ENSG00000112280,-2.657755189948165,0.008162895107623002,0.012469156821775596,-0.4495050981819859
KDR,ENSG00000128052,-2.6573245822093465,0.008173155967387876,0.012483466392326559,-0.4445008989278243
GPANK1,ENSG00000204438,-2.6569533895257207,0.008182010333994603,0.012495624829353428,-0.2889573890650654
WDR59,ENSG00000103091,-2.656409668887395,0.008194995705399137,0.012514088820535752,-0.20388030695614567
YBX3,ENSG00000060138,-2.654192620583876,0.00824813602290961,0.012592484674189799,-0.3333996257536054
RAB31,ENSG00000168461,-2.6532628533750717,0.008270513508581148,0.012623890718514656,-0.1402435309097596
TTLL3,ENSG00000214021,-2.6523036710815666,0.008293656064452044,0.012657832584936255,-0.29226507841883986
EWSR1,ENSG00000182944,-2.651848361362304,0.008304661831962002,0.012671862273507958,-0.09759920516108522
NOP58,ENSG00000055044,-2.6503656219967766,0.008340593614920396,0.012722522858860896,-0.11924096401291262
AC087473.1,ENSG00000259380,-2.6495639500100223,0.008360078908975603,0.012750853656782192,-0.49491437695119456
CNN2,ENSG00000064666,-2.648606305958067,0.008383408788539626,0.012783646589288497,-0.5156624404739965
NBPF19,ENSG00000271383,-2.6476906316840867,0.008405770848371482,0.012814949732513984,-0.3908469699416659
EBF4,ENSG00000088881,-2.6464334294352323,0.008436560719661342,0.012854879448240115,-0.3648554164464013
PCBP2,ENSG00000197111,-2.644826364500686,0.008476066380083101,0.012912259378138584,-0.09803329785688408
ZNF844,ENSG00000223547,-2.6445414437545725,0.00848308774200088,0.012921547228634075,-0.3468975615053007
ANKRD26,ENSG00000107890,-2.6429046639436877,0.008523524462121025,0.012980311768039396,-0.17457330732383536
AKNA,ENSG00000106948,-2.6422398751201635,0.008539997428859702,0.013003981268457572,-0.32844577112720863
OPLAH,ENSG00000178814,-2.6407149396285776,0.008577892144801409,0.013057416522314232,-0.4100715282884062
CD38,ENSG00000004468,-2.6403952447124497,0.00858585568036153,0.013068115522641087,-0.4680345664226868
AKAP1,ENSG00000121057,-2.6399600329187654,0.008596707378388007,0.013083207646747514,-0.1197869627625412
TXNDC5,ENSG00000239264,-2.638615062712151,0.008630321069184618,0.013132933868698248,-0.25398352459690443
RAB11B,ENSG00000185236,-2.6385489223107204,0.008631977097006052,0.013134023936953362,-0.13521507629962493
LMBRD1,ENSG00000168216,-2.6372120019724608,0.008665512167355756,0.013180744756026923,-0.2055874780815934
ASPHD1,ENSG00000174939,-2.6357462790524644,0.008702412343232067,0.013231112511841031,-0.1408494542591976
NPIPB4,ENSG00000185864,-2.635647708148266,0.008704898956079657,0.013233453633796537,-0.4679069046190705
LCP1,ENSG00000136167,-2.6349632134459866,0.008722184042125066,0.013256847146235543,-0.49002874098311455
ZNF404,ENSG00000176222,-2.634127388591014,0.008743332303504303,0.013287545461137288,-0.39953942218066807
CRYZL1,ENSG00000205758,-2.629971937193845,0.008849158746248836,0.01344106626780265,-0.19458351583606337
XRCC4,ENSG00000152422,-2.6292869211377434,0.008866713806988506,0.013466267399791194,-0.3427722805626079
STK33,ENSG00000130413,-2.6288023655609067,0.008879150467689048,0.013483690361461301,-0.34191522719015977
AL359504.2,ENSG00000271576,-2.625514913340574,0.008963940330238566,0.013606537141153825,-0.4604912353190618
VANGL2,ENSG00000162738,-2.6192295048973158,0.009128075903535388,0.013849665317381039,-0.42792426794379557
ZDHHC11,ENSG00000188818,-2.618845169849383,0.009138199134744663,0.013863519950757207,-0.5252790952194624
CCDC142,ENSG00000135637,-2.6185240761245163,0.009146664324546097,0.013874856442824051,-0.43228576960523557
SLC38A10,ENSG00000157637,-2.617772522856932,0.009166505450535984,0.0139034451092937,-0.2891140040742952
MSL2,ENSG00000174579,-2.6165669375590594,0.009198413626593628,0.01394898315789319,-0.3294958812379942
MTMR7,ENSG00000003987,-2.6159920438688413,0.009213664315391357,0.013968910525677947,-0.16979392161455564
MAPKAPK3,ENSG00000114738,-2.6149874487500604,0.009240368425660422,0.014006358256746093,-0.36579942009675603
HLA-DPB1,ENSG00000223865,-2.6105437396468227,0.009359324207203203,0.014175548032018778,-0.4392119469924167
PLRG1,ENSG00000171566,-2.6105148854194264,0.00936010107945205,0.014175548032018778,-0.12696516830275772
TAF8,ENSG00000137413,-2.6101355518934084,0.009370319638651665,0.014189486196038388,-0.2520988878582737
FLII,ENSG00000177731,-2.6100686025562867,0.0093721241692589375,0.014190681346953978,-0.15774220870833222
ATP6V0E1,ENSG00000113732,-2.6097996146061098,0.009379377519294959,0.01420012560519775,-0.2408047788408636
HOMEZ,ENSG00000215271,-2.6091682014996214,0.009396423532501981,0.014222851604264694,-0.42881658218113383
ZMYM4,ENSG00000146463,-2.606255648009579,0.009475412140607663,0.014334650448021789,-0.14141065539231956
NAB1,ENSG00000138386,-2.6052779478968477,0.009502060345343717,0.014368743638090353,-0.12684458683482536
TRIM22,ENSG00000132274,-2.604982014084952,0.009510139533268363,0.014379405047218942,-0.39292326233676844
DENND4A,ENSG00000174485,-2.603197835583045,0.009558979173885844,0.014450124585053261,-0.1422523481671174
PHF7,ENSG00000010318,-2.6012974394488717,0.009611246858183538,0.014527565408979272,-0.3882846755158391
LEPROT,ENSG00000213625,-2.5998235937295298,0.009651958780343554,0.014587524640231603,-0.19544862137825803
PA2G4,ENSG00000170515,-2.598487305808608,0.009689004231840796,0.014641930170660481,-0.09212856148974691
NCAPG2,ENSG00000146918,-2.5977560385906107,0.009709330702490368,0.014671061105806257,-0.41274387017627756
COPS2,ENSG00000166200,-2.5947439091788267,0.009793459260106817,0.01479018693446926,-0.11547578001203629
AC046134.2,ENSG00000248932,-2.5938004650994326,0.009819943329440242,0.014828581235478205,-0.3980177209236353
ILF2,ENSG00000143621,-2.5922244011528357,0.009864328993198664,0.014893996579662712,-0.12178419942949503
IGSF1,ENSG00000147255,-2.590381835108907,0.009916447363485069,0.01497107202413381,-0.4210049905282327
MAN2B1,ENSG00000104774,-2.5864856647333756,0.010027464901470573,0.015130505983790803,-0.35530793145486017
AC105942.1,ENSG00000235501,-2.5849927576683993,0.010070297326760309,0.015191855988788866,-0.30743966527374234
TIMP4,ENSG00000157150,-2.58411122276073,0.010095665817203251,0.015226839443946243,-0.4228286953746683
HLA-DRA,ENSG00000204287,-2.5838607669882885,0.01010288375216982,0.015236081808812859,-0.4477601878985862
STMN4,ENSG00000015592,-2.5821204364607593,0.010153166164009799,0.015308608789036133,-0.18481214999027262
RBM43,ENSG00000184898,-2.5791873493749513,0.010238416396897319,0.015433816434365167,-0.36460621823544237
IL13RA1,ENSG00000131724,-2.5771261210904703,0.010298708024513993,0.01551800798389738,-0.2981932290108684
SNRPB2,ENSG00000125870,-2.5765483423276194,0.010315665056172095,0.015541883204712446,-0.1036305631954697
SLC38A9,ENSG00000177058,-2.576325522448822,0.01032221118054838,0.01554968247478208,-0.31645572806025557
SMG6,ENSG00000070366,-2.5759707090899204,0.0103326427395183,0.015560752889801454,-0.18429283358817905
SNHG12,ENSG00000197989,-2.575288868479177,0.010352715376602747,0.015587622839467477,-0.3018469446657539
FICD,ENSG00000198855,-2.5737310541702114,0.010398706441068616,0.015653497030351755,-0.32553313947373397
FAM98A,ENSG00000119812,-2.572523049015519,0.01043449565266398,0.015703988988616826,-0.13375925549339573
VPS26C,ENSG00000157538,-2.570627789326499,0.01049086761362324,0.015785429716397032,-0.24872148272935046
TDRD7,ENSG00000196116,-2.5685649287276022,0.010552533512052643,0.015874799364757268,-0.3033306876201056
NFXL1,ENSG00000170448,-2.5669063991966223,0.01060234700923362,0.015944686315377647,-0.2598724891169142
PLIN5,ENSG00000214456,-2.5624572743395917,0.010737013491427904,0.016140163214636245,-0.34826292289895955
RBM45,ENSG00000155636,-2.5623991214246407,0.010738783727265023,0.016141088305837534,-0.31869963294502757
AF117829.1,ENSG00000251136,-2.561762943734398,0.010758166658229698,0.016166745014737822,-0.2846159694677066
FAM184B,ENSG00000047662,-2.5609915007515207,0.010781712693727847,0.01620038683296432,-0.27990542839791477
CTPS2,ENSG00000047230,-2.5601178726001335,0.010808433136514703,0.016238790707198324,-0.3968177412774003
TMEM179B,ENSG00000185475,-2.5577999411734686,0.010879614983600827,0.016338710500245917,-0.3381205182885063
AC009404.1,ENSG00000236255,-2.5575428507043996,0.010887535732588294,0.016346041509313097,-0.4619645156026969
MRPL24,ENSG00000143314,-2.5575276232133337,0.010888005040545535,0.016346041509313097,-0.2489086747859801
SMIM27,ENSG00000235453,-2.5572445302784588,0.010896733189456633,0.016357388012999182,-0.2471185983773685
RNF138,ENSG00000134758,-2.555880949089287,0.01093886177309229,0.016408292659638432,-0.26200339218885604
TYW1B,ENSG00000277149,-2.5553361551729847,0.010955734046684174,0.016431837618897382,-0.45727145022067583
ISG15,ENSG00000187608,-2.5542765451460663,0.010988616658693324,0.01647761989470621,-0.25767948746183933
PABPN1,ENSG00000100836,-2.5540518481623313,0.010995600923058194,0.016484555840564664,-0.12189726746542107
RPL24,ENSG00000114391,-2.5532985756259134,0.011019043806587754,0.01651615820747207,-0.11051863597552192
AC007262.2,ENSG00000284959,-2.550571240742298,0.011104295455749449,0.016638586790845844,-0.44380163924663907
ZNF662,ENSG00000182983,-2.548129699693649,0.01118111196009354,0.016743054527687092,-0.4057984921842106
STRADB,ENSG00000082146,-2.547102024336258,0.011213586378321318,0.01678794952975547,-0.2644634621157991
SLC6A6,ENSG00000131389,-2.545936503845642,0.011250518391762795,0.016839633279253436,-0.2959296151749835
TRIM65,ENSG00000141569,-2.5445293811462935,0.011295250489849872,0.016901157916350676,-0.3125129157439299
CD84,ENSG00000066294,-2.5439664311331214,0.011313190876008366,0.016926190202736984,-0.5088581657421991
IBA57,ENSG00000181873,-2.5420869524362955,0.011373271112037094,0.017006976605642713,-0.33980947592031674
MRPL43,ENSG00000055950,-2.541867689027542,0.011380298664287235,0.017015664787199687,-0.24931980746239724
TBC1D23,ENSG00000036054,-2.5386260086433143,0.011484649205021262,0.01716067371590573,-0.1543733017071398
PPM1G,ENSG00000115241,-2.5376416979942764,0.011516502654845813,0.017203948295922877,-0.19741523143640993
LINC02610,ENSG00000186235,-2.534147867538875,0.011630203356807327,0.017367024820309402,-0.4450567392017777
LINC00271,ENSG00000231028,-2.531932796180558,0.011702805719206382,0.017469840386344932,-0.4778600353910949
EGLN1,ENSG00000135766,-2.5297667595162507,0.011774190784150984,0.017568897682297246,-0.19180784520408878
SPTLC1,ENSG00000090054,-2.5282000110355654,0.01182606668039682,0.017640654641612206,-0.1280186176295235
EMP1,ENSG00000134531,-2.5280348994589086,0.011831545445032171,0.017646943835792836,-0.4830482432327632
CNN3,ENSG00000117519,-2.526853743766911,0.011870804707085654,0.01769794532169986,-0.18200745707702648
LAMA4,ENSG00000112769,-2.526067326194875,0.01189700790459188,0.017735119398728745,-0.32188897541457706
ZNF775,ENSG00000196456,-2.5259653347250866,0.011900409997305522,0.01773829908631111,-0.28342006733241343
TDRD6,ENSG00000180113,-2.5247919867636406,0.011939611253479122,0.017794833278937692,-0.4305978806145825
ZNF182,ENSG00000147118,-2.524262618433629,0.011957334894937947,0.017819348526127272,-0.3386709747680037
SLC9A3R1,ENSG00000109062,-2.518122514341843,0.012164626920604214,0.018120536125896314,-0.18342501803011135
MAML3,ENSG00000196782,-2.517402186005649,0.012189153705973552,0.018155136546077612,-0.44763039642102065
ZBTB43,ENSG00000169155,-2.516583043080541,0.012217098502843613,0.018194820007911047,-0.13753327116047753
DECR1,ENSG00000104325,-2.5164437778422535,0.01222185515327947,0.01819996478557289,-0.2205373537810731
THAP9-AS1,ENSG00000251022,-2.514720996025206,0.012280833667892706,0.01828194825605883,-0.1873751316846013
ELP2,ENSG00000134759,-2.5126145794933663,0.012353289450208657,0.018383935971631855,-0.11701936303604477
TERF1,ENSG00000147601,-2.5111647177067287,0.012403381837626773,0.018454552687301406,-0.20035270838614672
FUT11,ENSG00000196968,-2.5102554734685696,0.012434888050987383,0.0184974915164592,-0.27183500219995516
DTX3L,ENSG00000163840,-2.5062314351032127,0.012575180553262979,0.018698223254569858,-0.44245009165054583
RGS9,ENSG00000108370,-2.505307639066023,0.012607585219299288,0.01874241848650778,-0.30756435046649244
AC009113.1,ENSG00000259877,-2.5015327225827617,0.012740772968350961,0.018930883598217443,-0.3825706202924253
TPP2,ENSG00000134900,-2.5015225536198074,0.01274113343410113,0.018930883598217443,-0.19846741795032674
RNASE4,ENSG00000258818,-2.5004325550504913,0.012779823871735057,0.0189823164989629,-0.4086096904479961
SMO,ENSG00000128602,-2.498629754307527,0.012844044874001027,0.019071625964507843,-0.45420818090901127
GAS5,ENSG00000234741,-2.4982917419171966,0.01285611770895695,0.019087524667313713,-0.200313257038923
KDM1B,ENSG00000165097,-2.497125151095995,0.012897862430826199,0.0191474692719764,-0.2389408757184821
CCNK,ENSG00000090061,-2.496596697357617,0.01291681193785589,0.019171528135861926,-0.27493738228697495
LRCH2,ENSG00000130224,-2.49552387496287,0.01295535767651209,0.0192266972015937,-0.25318936878296405
LIN54,ENSG00000189308,-2.495074530333063,0.012971532625387047,0.019248658191425287,-0.26530014249566314
IFRD2,ENSG00000214706,-2.494744499768715,0.012983424071359953,0.019262214016070277,-0.3337132151768225
ACYP2,ENSG00000170634,-2.493371968464354,0.013032982095934327,0.01933163437916524,-0.1555197910945889
SP4,ENSG00000105866,-2.4926802730612203,0.013058020732263576,0.019364663742689442,-0.24687372914916494
CCDC84,ENSG00000186166,-2.4912449492897655,0.01311011418166341,0.019439854224178814,-0.22111013726202078
ZBTB40,ENSG00000184677,-2.490581994779718,0.013134237569396074,0.019469428201023323,-0.3384061792730404
POFUT1,ENSG00000101346,-2.4903318362231315,0.013143350494255204,0.019480870610626193,-0.3248048465218156
MIER3,ENSG00000155545,-2.4894607582717314,0.013175126440460141,0.019525897811293755,-0.29494789506429653
KIF26B,ENSG00000162849,-2.489376570364041,0.013178201130420793,0.019528383927045315,-0.29943203020675124
FP565260.1,ENSG00000275464,-2.488022412304543,0.013227744916198596,0.019595568700975917,-0.45628839435984125
COL27A1,ENSG00000196739,-2.4864849223386805,0.01328419643099558,0.01967024774952723,-0.371546500982431
LAIR1,ENSG00000167613,-2.4864578397059223,0.013285192727733925,0.01967024774952723,-0.503471712738107
RP9,ENSG00000164610,-2.485413065179861,0.01332367779197644,0.019723050677658834,-0.19469433226975585
EVI5L,ENSG00000142459,-2.4827774131253433,0.01342120379554701,0.019863211081147875,-0.2234640608692473
PPP1CC,ENSG00000186298,-2.4813795332648105,0.013473185503986823,0.01993381113466961,-0.11540763277163624
SLC11A1,ENSG00000018280,-2.477876521254951,0.013604233947692414,0.02011918081545835,-0.48044442478589455
AC120053.1,ENSG00000271971,-2.4766274298823205,0.01365123531433246,0.02018655480199162,-0.37180463032844147
TK2,ENSG00000166548,-2.476521623550547,0.013655223247332881,0.020190315807465532,-0.13679860169082847
AP000873.2,ENSG00000247137,-2.47604186476574,0.013673318734924398,0.020214932934000247,-0.44137661895291025
SETDB1,ENSG00000143379,-2.475653896705429,0.013687967611488895,0.020232309994266104,-0.3341218355179638
SARNP,ENSG00000205323,-2.4733945798539616,0.01377355147372719,0.020352355317505545,-0.08990965077566848
TTC1,ENSG00000113312,-2.4680345247414577,0.013978492364313328,0.02063990996999867,-0.08959226872637593
PHTF2,ENSG00000006576,-2.4676341235563823,0.013993909523204305,0.020660491539645776,-0.19962546315790064
AC005070.3,ENSG00000272918,-2.4672681904126303,0.014008012686191257,0.020679128993968652,-0.2681254024770947
HMGCL,ENSG00000117305,-2.4664516298541184,0.01403952855287252,0.020723465052645388,-0.24522160593751385
RAB5B,ENSG00000111540,-2.464921713276791,0.014098746123237466,0.020804265021012833,-0.0893608504055372
AC242426.2,ENSG00000237188,-2.464209222676744,0.014126399490567399,0.02083848925379003,-0.3879505895997062
RBM4B,ENSG00000173914,-2.4632673904803233,0.014163027830570761,0.02088590841821983,-0.31134049399814634
NALCN,ENSG00000102452,-2.462297160957958,0.014200848474144235,0.020939472425689838,-0.19619102855213644
FAM120A,ENSG00000048828,-2.4610785260393917,0.014248478922238116,0.02100527263960786,-0.10505945124727667
C3orf62,ENSG00000188315,-2.4606364420947275,0.014265792740225016,0.021028578900034282,-0.2973093202178383
TMEM117,ENSG00000139173,-2.459488661154305,0.014310831527905014,0.021090520061738546,-0.37069661309422175
FXN,ENSG00000165060,-2.459142921610767,0.014324422953010275,0.021108324682575078,-0.27678351668069867
RECK,ENSG00000122707,-2.4564247673823947,0.014431675412018152,0.021261887554946526,-0.3108470289945062
MASTL,ENSG00000120539,-2.45545702314988,0.014470031705600973,0.021311657866089018,-0.3750142934001701
ZFX,ENSG00000005889,-2.4548132258987794,0.014495598388366364,0.021347063394183612,-0.14194253931309309
AL035587.2,ENSG00000287825,-2.4536008400514917,0.014543853583264274,0.021411358914396963,-0.37874241464181413
SVBP,ENSG00000177868,-2.4534488057516017,0.014549914847648964,0.021418026311278524,-0.15480757296565706
PCDHGA10,ENSG00000253846,-2.4511762207830112,0.014640784457935756,0.021547251170745293,-0.44388825927645126
APTX,ENSG00000137074,-2.4510345039799293,0.014646467617022096,0.021553345744695498,-0.12576076614266274
SRGAP2B,ENSG00000196369,-2.4501736438182413,0.014681031976315007,0.021601935354558885,-0.21378412293484672
MLLT6,ENSG00000275023,-2.4470706736179517,0.014806218707253105,0.02178155129683998,-0.1375301813950145
AS3MT,ENSG00000214435,-2.444696434168633,0.014902641971898204,0.0219142933271809,-0.3075525171769411
LRIG1,ENSG00000144749,-2.4444164408718967,0.014914049656413322,0.021926335547248238,-0.25316928757860513
KCTD4,ENSG00000180332,-2.4416816935952936,0.015025877275901038,0.022083773573634998,-0.31847471042612074
ZNF793,ENSG00000188227,-2.4404448962449874,0.015076694589366191,0.022151472750506808,-0.2747859453475048
TMEM129,ENSG00000168936,-2.4395591536647316,0.015113181116475178,0.02220172225055421,-0.28984062218000783
PLCD1,ENSG00000187091,-2.4380951568158533,0.015173658870409577,0.02228456761917775,-0.3503866361606849
ARL6IP5,ENSG00000144746,-2.437465209420739,0.015199747760521555,0.022320537344905418,-0.10253136632955773
ATRX,ENSG00000085224,-2.4344177125438473,0.015326518497804252,0.02249251879922407,-0.1328749933868547
DNAJB1,ENSG00000132002,-2.4343066924363232,0.015331154329427445,0.02249459836892792,-0.2094340982449454
ZDHHC2,ENSG00000104219,-2.4337863451683552,0.015352898819413869,0.022524138427516285,-0.23052722157990413
ALOX12-AS1,ENSG00000215067,-2.4328878749200404,0.015390508611373394,0.02257694572430373,-0.3012290037524239
MPV17L,ENSG00000156968,-2.432294971982504,0.015415371965078466,0.02260392928618356,-0.22172202695201726
IL17RD,ENSG00000144730,-2.43184316008629,0.015434342485765605,0.022626998628439886,-0.35043541579241166
CMTM6,ENSG00000091317,-2.4305126258913514,0.015490328319819446,0.02270431196792328,-0.1812691022573607
RMI1,ENSG00000178966,-2.4304497107116205,0.015492980081866125,0.022705817616047272,-0.30291605141760236
CAPZA1,ENSG00000116489,-2.4303600027803927,0.015496761803712934,0.022708978793300028,-0.18463065900951392
RPS6KB2,ENSG00000175634,-2.4301255044684527,0.015506651150667457,0.022721088492806275,-0.22890292670781598
TFDP2,ENSG00000114126,-2.425898686532472,0.015685864133193825,0.0229740462107985,-0.19733639794376678
PIK3C3,ENSG00000078142,-2.425420630675673,0.015706247892467336,0.023001490653082143,-0.10189708365509453
CYP4V2,ENSG00000145476,-2.4243748109247587,0.01575092201164199,0.02306208222886236,-0.25397756242676905
ACSS1,ENSG00000154930,-2.4242706382695927,0.015755378075559785,0.023063774545674393,-0.20789578758366112
ANXA2,ENSG00000182718,-2.418722248095878,0.015994328433590558,0.02339886210134972,-0.4098285940156514
UFSP2,ENSG00000109775,-2.415106514725235,0.016151761324652705,0.02361187825903889,-0.15289543478743362
CHKA,ENSG00000110721,-2.411581346688532,0.01630656518838961,0.02382695316027018,-0.18923091521976154
APBA3,ENSG00000011132,-2.4115622477044574,0.016307407450178474,0.02382695316027018,-0.4010897802395259
DDX58,ENSG00000107201,-2.4108747524342777,0.01633775142325735,0.023868793941974286,-0.31242887074998604
LIX1,ENSG00000145721,-2.410673017125818,0.01634666485529999,0.023879320096418057,-0.24647696254286355
TYW3,ENSG00000162623,-2.409412109759951,0.016402473744016665,0.023958342096365444,-0.12649296517355868
IFNAR2,ENSG00000159110,-2.4089012723781917,0.016425131633402642,0.023986424076906147,-0.29439170022366534
TBCEL,ENSG00000154114,-2.406323797498922,0.016539875340898912,0.02414389949240147,-0.30738254314161617
ZSWIM9,ENSG00000185453,-2.4062460441213065,0.016543347706798904,0.024146446417912307,-0.26992762536975956
SHISA4,ENSG00000198892,-2.405251285111218,0.01658782909165,0.024208842770595387,-0.10704750303720179
PXMP4,ENSG00000101417,-2.4046417953332124,0.016615134923187457,0.024243630944920252,-0.22160296238770405
MIA2,ENSG00000150527,-2.4013304594544747,0.0167641798288772,0.024450896532215032,-0.15138913923151165
CYB561A3,ENSG00000162144,-2.399657956798979,0.016839906781820693,0.024553659199823476,-0.3216830785857323
TMEM134,ENSG00000172663,-2.3968350061627337,0.016968406959470942,0.024733280224478606,-0.28627329976215954
MRPS14,ENSG00000120333,-2.3946311239148845,0.017069326719333953,0.024875193364209226,-0.23684976087720955
BST2,ENSG00000130303,-2.394100905608555,0.017093685103016485,0.02490290146809062,-0.28952298112640573
FAHD2B,ENSG00000144199,-2.393456499203844,0.01712333051898485,0.024940891065428437,-0.20790280561627128
KDM2A,ENSG00000173120,-2.393302903434709,0.01713040324990269,0.024948592916941743,-0.13961045635534663
TEX2,ENSG00000136478,-2.39323148630388,0.017133692719948714,0.02495078382441375,-0.11240421405046419
THADA,ENSG00000115970,-2.392738590900342,0.01715641062911075,0.024981263815301694,-0.3476026048170766
ARHGAP10,ENSG00000071205,-2.3924519459215796,0.017169634497303563,0.024995311047683773,-0.2828022354755566
UBTF,ENSG00000108312,-2.3896720692642996,0.0172983454699644,0.025169578870881993,-0.10339489768620513
KCNK10,ENSG00000100433,-2.382850340080042,0.017617803355747103,0.02562106310511677,-0.28912147810719757
SLC2A4RG,ENSG00000125520,-2.382362285844774,0.01764085633190375,0.025651919366522963,-0.20851475051888002
RAB33A,ENSG00000134594,-2.3819114772063688,0.01766217360095802,0.025680245544636455,-0.36345680166327377
DNAJC24,ENSG00000170946,-2.3808794274627973,0.017711061192681406,0.025745970076974312,-0.1426624409560855
TAF11,ENSG00000064995,-2.3804313102372014,0.017732325271768015,0.025771784634714162,-0.18079168367026632
INTS11,ENSG00000127054,-2.379583233530174,0.01777262970700514,0.025824726625928978,-0.22258151208244037
TMCC1,ENSG00000172765,-2.378827528247476,0.017808612087641826,0.025874321325256737,-0.1195801799112095
FBF1,ENSG00000188878,-2.3773987303726596,0.017876818387037884,0.025968020224031232,-0.35025863459623663
HIPK3,ENSG00000110422,-2.377209640800049,0.017885862113459265,0.025978457316826367,-0.11050757436808478
