Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000154217,PITPNC1,42,-0.8230,131,0.99061,75,0.07488,49,-0.5975,41,-0.8350,65,-0.1660,57,-0.3823,103,0.59193,101,0.55918
ENSG00000130935,NOL11,20,-0.1551,8,-1.4363,23,0.04445,38,0.84462,24,0.09747,22,0.00672,18,-0.3786,36,0.78653,16,-0.5487
ENSG00000171634,BPTF,509,1.33359,180,-0.3769,426,1.01828,106,-1.1925,275,0.29126,174,-0.4726,123,-1.0400,102,-1.2482,333,0.60305
ENSG00000186665,C17orf58,7,-1.3685,17,0.00415,13,-0.4376,20,0.28777,21,0.31381,20,0.27543,9,-0.9816,24,0.53388,27,0.74898
ENSG00000182481,KPNA2,35,-0.2962,44,0.08255,20,-1.1529,69,0.79718,34,-0.3514,39,-0.1301,47,0.20088,50,0.27807,39,-0.1101
ENSG00000278730,AC005332.6,50,1.29718,31,0.51413,24,0.10531,13,-0.8609,8,-1.4982,24,0.13619,18,-0.4170,17,-0.4455,22,-0.0716
ENSG00000274712,AC005332.4,11,0.16447,9,-0.2097,9,-0.2427,12,0.23245,8,-0.4426,9,-0.2831,10,-0.0134,19,0.97138,8,-0.4268
ENSG00000196704,AMZ2,102,-0.4709,147,0.10129,186,0.48504,117,-0.2567,132,-0.0689,137,-0.0044,126,-0.1530,164,0.27652,141,0.03293
ENSG00000108946,PRKAR1A,350,-0.3175,474,0.16191,208,-1.1146,659,0.70104,369,-0.2336,538,0.41411,391,-0.1581,446,0.06391,347,-0.3326
ENSG00000141338,ABCA8,308,4.07813,118,1.66920,7,-2.7635,2,-4.1388,5,-3.2392,4,-3.7430,17,-1.5644,5,-3.0394,0,-5.8597
ENSG00000154265,ABCA5,31,-0.1970,15,-1.2845,22,-0.6744,63,0.96140,46,0.44995,51,0.71994,32,-0.1604,26,-0.4388,13,-1.4338
ENSG00000108984,MAP2K6,25,-0.1027,32,0.33365,20,-0.3993,30,0.21203,40,0.67488,33,0.40318,16,-0.8079,13,-1.0805,31,0.24613
ENSG00000123700,KCNJ2,63,2.94748,33,1.57655,2,-2.5051,1,-3.6712,9,-0.5610,5,-1.3171,5,-1.4433,4,-1.5029,7,-0.7890
ENSG00000234899,SOX9-AS1,11,-0.0410,0,-3.9513,27,1.39735,4,-1.5525,2,-2.3434,4,-1.7429,18,0.81504,14,0.30726,25,1.23711
ENSG00000125398,SOX9,94,0.22818,105,0.40510,180,1.31613,20,-2.1048,28,-1.6288,37,-1.2985,49,-0.8698,152,1.02240,148,0.97954
ENSG00000133195,SLC39A11,27,1.28955,15,0.34072,10,-0.2467,9,-0.4598,10,-0.2853,5,-1.2846,10,-0.3395,20,0.75942,12,0.02026
ENSG00000180616,SSTR2,17,-1.9023,201,2.11484,23,-1.4268,112,1.02562,47,-0.3846,28,-1.2630,82,0.56966,21,-1.5597,19,-1.6935
ENSG00000166685,COG1,16,-1.2436,79,1.29516,30,-0.2781,50,0.52467,49,0.49527,31,-0.2421,29,-0.3807,31,-0.2575,22,-0.7593
ENSG00000133193,FAM104A,13,-0.6667,13,-0.6155,20,0.04202,24,0.30987,20,0.01994,19,-0.0842,23,0.24622,33,0.84300,11,-0.9322
ENSG00000141219,C17orf80,20,0.13089,19,0.08704,29,0.72741,15,-0.3113,19,0.02111,15,-0.3143,13,-0.5295,22,0.26500,21,0.21864
ENSG00000179604,CDC42EP4,46,-0.2759,44,-0.3695,123,1.32761,16,-1.8237,14,-2.0505,22,-1.4916,44,-0.4034,129,1.41726,105,1.05803
ENSG00000172809,RPL38,912,-0.0798,641,-0.6269,1109,0.23192,456,-1.1444,660,-0.5838,951,-0.0137,1324,0.59335,1052,0.14749,1167,0.31457
ENSG00000141540,TTYH2,531,3.51551,310,2.17809,32,-1.5610,7,-3.7821,4,-4.4198,9,-3.5702,29,-1.8069,15,-2.6606,16,-2.5622
ENSG00000172794,RAB37,3,-1.8883,8,-0.6939,7,-0.9063,30,1.34409,9,-0.5524,13,-0.0855,19,0.62695,14,0.07226,11,-0.3080
ENSG00000109062,SLC9A3R1,99,0.48401,84,0.21257,112,0.68628,20,-1.9688,27,-1.5339,30,-1.4738,44,-0.8576,167,1.38079,151,1.19823
ENSG00000109065,NAT9,14,0.09879,20,0.75560,5,-1.4639,16,0.34326,11,-0.2674,12,-0.0813,18,0.65673,9,-0.5254,5,-1.3973
ENSG00000161509,GRIN2C,14,-0.5960,14,-0.6602,24,0.21469,4,-2.2965,4,-2.4806,15,-0.5287,15,-0.5314,58,1.71453,53,1.52170
ENSG00000167861,HID1,36,0.38257,45,0.74712,15,-0.9580,36,0.37816,29,0.02309,31,0.16171,29,0.07668,19,-0.6204,10,-1.4758
ENSG00000109089,CDR2L,36,2.00457,23,1.13343,5,-1.2471,8,-0.5022,2,-2.3398,13,0.22356,6,-0.9562,7,-0.5955,4,-1.3744
ENSG00000167862,MRPL58,14,-0.6706,18,-0.3382,17,-0.3876,24,0.08803,24,0.09286,23,0.03649,21,-0.0858,28,0.35068,33,0.60843
ENSG00000180901,KCTD2,54,-0.5811,67,-0.2484,45,-0.8336,79,0.02318,131,0.84190,99,0.43274,78,0.00841,58,-0.4625,70,-0.1775
ENSG00000167863,ATP5PD,104,-1.5060,150,-0.9582,243,-0.2190,299,0.10983,276,-0.0151,368,0.50440,274,-0.0342,401,0.58561,313,0.18380
ENSG00000125458,NT5C,20,0.32998,6,-1.4979,27,0.80165,11,-0.5871,9,-0.9410,19,0.25035,18,0.13232,18,0.10045,17,0.01940
ENSG00000189159,JPT1,10,-3.3922,99,-0.0089,38,-1.4482,161,0.78237,137,0.51333,130,0.48305,104,0.08379,85,-0.2535,97,-0.0488
ENSG00000188612,SUMO2,205,-0.4199,254,-0.0819,233,-0.2179,194,-0.5028,338,0.37586,297,0.18311,293,0.16372,241,-0.1638,299,0.17518
ENSG00000125450,NUP85,24,0.83194,15,0.03117,5,-1.4785,19,0.45937,23,0.75151,11,-0.4273,11,-0.4134,12,-0.3013,15,0.09837
ENSG00000125447,GGA3,18,-1.4142,74,0.73636,9,-2.4967,65,0.51561,57,0.30501,54,0.23838,55,0.26004,42,-0.1863,36,-0.4117
ENSG00000125445,MRPS7,59,-0.6953,104,0.19844,67,-0.4812,122,0.45085,73,-0.3669,114,0.38746,95,0.05840,98,0.10332,70,-0.4165
ENSG00000177885,GRB2,114,-0.3501,229,0.77811,91,-0.6872,188,0.44371,172,0.30562,140,-0.0237,139,-0.0353,74,-0.9985,137,-0.0620
ENSG00000177728,TMEM94,52,0.37736,40,-0.0364,40,-0.0509,29,-0.5344,31,-0.4387,31,-0.4768,36,-0.2120,61,0.64373,64,0.71604
ENSG00000177303,CASKIN2,40,1.11713,50,1.49000,27,0.43545,7,-1.5795,7,-1.5470,9,-1.3210,16,-0.4157,24,0.29180,19,-0.1188
ENSG00000108469,RECQL5,24,1.21934,11,-0.0930,5,-1.2078,14,0.29540,20,0.88486,7,-0.7194,9,-0.3311,10,-0.1585,8,-0.4668
ENSG00000161526,SAP30BP,70,0.81392,51,0.28437,43,0.01732,40,-0.0905,45,0.08014,42,-0.0360,35,-0.3366,32,-0.4328,33,-0.3701
ENSG00000132470,ITGB4,44,1.59009,51,1.84743,58,2.11453,2,-2.9611,2,-3.2499,0,-4.6251,6,-1.5819,12,-0.5441,7,-1.4004
ENSG00000108479,GALK1,18,0.69819,7,-0.6990,13,0.15020,9,-0.4123,7,-0.7180,23,1.29896,4,-1.4246,10,-0.2432,8,-0.4675
ENSG00000132475,H3F3B,704,1.33866,463,0.61381,412,0.42032,105,-1.6873,262,-0.2981,257,-0.3647,234,-0.5179,223,-0.5497,337,0.09656
ENSG00000132478,UNK,18,0.51381,25,1.04907,8,-0.6938,6,-1.2317,13,0.02119,13,0.04619,14,0.12028,9,-0.5234,9,-0.4964
ENSG00000132471,WBP2,257,-0.3572,446,0.52410,193,-0.7959,484,0.66063,285,-0.1919,329,0.03620,357,0.18034,304,-0.0941,206,-0.6994
ENSG00000132481,TRIM47,23,0.91554,17,0.41066,20,0.62141,6,-1.0760,4,-1.8499,9,-0.6943,7,-0.9438,33,1.52878,10,-0.4068
ENSG00000204316,MRPL38,34,-0.4774,81,0.90728,44,-0.0750,55,0.27111,60,0.40893,51,0.17738,30,-0.7423,35,-0.4147,38,-0.2902
ENSG00000161533,ACOX1,58,0.21321,61,0.29660,71,0.55986,38,-0.4423,34,-0.5898,44,-0.2269,35,-0.6159,63,0.34909,71,0.55639
ENSG00000167881,SRP68,46,-0.7921,80,0.07110,54,-0.5314,95,0.34711,103,0.48416,89,0.28227,65,-0.2663,85,0.17693,67,-0.2055
ENSG00000182473,EXOC7,67,-0.0623,92,0.44768,67,-0.0653,86,0.33370,68,-0.0440,70,0.01203,79,0.21080,43,-0.7377,47,-0.6272
ENSG00000141576,RNF157,49,-1.0540,87,-0.1903,88,-0.1737,146,0.63386,69,-0.5533,87,-0.2210,137,0.60985,124,0.36440,72,-0.4896
ENSG00000185262,UBALD2,31,0.02593,52,0.85013,21,-0.5870,23,-0.4523,41,0.43219,25,-0.3284,31,-0.0013,28,-0.1247,30,-0.0265
ENSG00000161542,PRPSAP1,43,-0.2394,54,0.14416,44,-0.1991,41,-0.2898,45,-0.1515,66,0.52620,41,-0.3415,65,0.43890,40,-0.3439
ENSG00000175931,UBE2O,27,-1.0126,57,0.13084,24,-1.1549,105,1.15432,57,0.13237,68,0.48091,45,-0.2530,43,-0.2937,35,-0.6233
ENSG00000161544,CYGB,4,-1.5906,6,-1.0834,17,0.42100,12,-0.0594,21,0.76716,20,0.73619,9,-0.5512,5,-1.3191,19,0.59651
ENSG00000163597,SNHG16,17,-1.1756,45,0.30480,40,0.09533,32,-0.2535,34,-0.1532,31,-0.2931,44,0.30331,58,0.71610,33,-0.1737
ENSG00000182534,MXRA7,114,-0.8627,200,0.01103,177,-0.1791,184,-0.1231,260,0.43404,215,0.13963,208,0.08036,202,0.02897,202,0.02864
ENSG00000070495,JMJD6,21,0.11315,31,0.77868,19,-0.0418,20,0.07533,27,0.56895,10,-1.0042,16,-0.2989,18,-0.1286,22,0.25169
ENSG00000181038,METTL23,15,-0.2589,28,0.77484,20,0.18944,8,-1.1792,15,-0.2153,23,0.51249,16,-0.1324,16,-0.0832,11,-0.7180
ENSG00000161547,SRSF2,88,-0.3633,99,-0.1899,75,-0.6120,120,0.11558,127,0.20143,127,0.22864,115,0.04948,125,0.17618,110,-0.0177
ENSG00000092931,MFSD11,11,-0.2293,3,-1.8918,12,-0.0689,28,1.31714,13,0.04143,13,0.10299,11,-0.2566,16,0.33729,7,-0.8183
ENSG00000167889,MGAT5B,3,-3.9370,1,-4.8797,33,-0.5806,61,0.37055,42,-0.2289,63,0.46462,53,0.15525,79,0.79946,82,0.85353
ENSG00000234912,SNHG20,11,0.01928,23,1.18851,4,-1.4251,10,-0.1474,10,-0.2306,10,-0.1532,14,0.38132,7,-0.6570,9,-0.3136
ENSG00000129657,SEC14L1,59,-0.4113,65,-0.2628,89,0.23981,47,-0.7434,68,-0.1823,76,-0.0018,60,-0.4160,72,-0.1037,169,1.32759
ENSG00000184640,SEPTIN9,36,-0.5249,62,0.34145,61,0.31986,63,0.36978,62,0.34154,42,-0.3077,48,-0.0975,44,-0.1982,44,-0.1948
ENSG00000078687,TNRC6C,131,1.30766,56,-0.1080,80,0.45562,43,-0.5075,88,0.61824,46,-0.4361,52,-0.2361,34,-0.8769,30,-1.0574
ENSG00000141524,TMC6,87,3.37577,50,2.07315,9,-0.8050,2,-2.6712,3,-2.4670,0,-5.8463,7,-1.2119,1,-3.0955,0,-4.5682
ENSG00000108639,SYNGR2,157,3.16723,79,1.65247,25,-0.2530,7,-2.0499,8,-1.9334,7,-2.2065,15,-1.1245,2,-3.5453,4,-2.7979
ENSG00000183077,AFMID,98,1.91218,63,1.07643,6,-2.4055,30,-0.0957,24,-0.4694,21,-0.7139,37,0.22387,14,-1.2204,5,-2.7727
ENSG00000204278,TMEM235,108,3.64757,42,1.49387,2,-2.7630,0,-4.4865,4,-2.0643,3,-2.5983,11,-0.6720,3,-2.4223,1,-4.1401
ENSG00000087157,PGS1,32,0.52159,27,0.27732,12,-0.9513,29,0.37250,24,0.07528,30,0.50965,18,-0.4044,23,0.02976,7,-1.6666
ENSG00000187775,DNAH17,87,4.57187,27,1.50271,1,-3.3067,0,-4.3363,0,-6.5478,0,-7.8561,2,-2.3486,1,-2.6203,0,-7.8433
ENSG00000108669,CYTH1,183,1.81323,122,1.07190,46,-0.4962,45,-0.5294,58,-0.1410,45,-0.5986,45,-0.5897,30,-1.1575,37,-0.8495
ENSG00000055483,USP36,26,0.37196,26,0.37371,32,0.72443,13,-0.6939,23,0.16560,22,0.11131,17,-0.2926,13,-0.7024,14,-0.5289
ENSG00000035862,TIMP2,364,0.92465,196,-0.0862,293,0.55543,223,0.11558,97,-1.1620,252,0.35057,156,-0.4828,205,-0.0204,86,-1.3404
ENSG00000108679,LGALS3BP,141,2.85462,58,1.05918,25,-0.2866,7,-2.1015,5,-2.6480,8,-2.1252,16,-1.0757,33,0.13243,17,-0.8967
ENSG00000171302,CANT1,33,0.48013,29,0.25831,14,-0.9027,28,0.18720,40,0.78073,18,-0.5204,29,0.31029,17,-0.5770,16,-0.6952
ENSG00000167281,RBFOX3,5,-4.4094,185,0.89741,64,-0.8008,153,0.57819,189,0.92552,84,-0.4252,99,-0.1341,80,-0.4562,137,0.39438
ENSG00000141582,CBX4,64,0.88320,65,0.90546,20,-0.9572,49,0.42635,34,-0.1624,33,-0.1936,33,-0.1889,25,-0.6231,20,-0.9188
ENSG00000167291,TBC1D16,12,-0.7517,2,-2.9610,20,-0.0526,13,-0.7052,18,-0.1503,16,-0.3701,28,0.59009,31,0.68167,38,1.00631
ENSG00000171298,GAA,22,0.11188,37,0.99100,17,-0.2430,23,0.20284,17,-0.2800,16,-0.3801,26,0.41732,15,-0.4942,8,-1.3216
ENSG00000141543,EIF4A3,48,0.41407,75,1.17645,30,-0.3235,27,-0.4591,43,0.26351,39,0.12434,21,-0.9103,22,-0.7847,38,0.04468
ENSG00000181045,SLC26A11,16,-0.9875,66,1.25151,13,-1.2626,33,0.10895,31,0.01577,35,0.21419,36,0.25601,23,-0.4479,16,-1.0026
ENSG00000173821,RNF213,79,1.82327,35,0.38232,42,0.68668,20,-0.4847,20,-0.4934,14,-1.0507,14,-1.0412,24,-0.1720,23,-0.2861
ENSG00000173818,ENDOV,13,-0.4978,13,-0.5282,15,-0.2516,18,0.04930,21,0.24393,11,-0.8540,30,0.99880,18,0.05786,16,-0.1898
ENSG00000171246,NPTX1,54,-3.3090,1697,2.18889,146,-1.8452,508,0.04914,1094,1.33924,213,-1.3801,537,0.15548,168,-1.6420,249,-1.0532
ENSG00000141564,RPTOR,26,0.04853,20,-0.3314,19,-0.4408,24,-0.0423,48,1.06112,24,-0.0568,22,-0.2364,30,0.30836,16,-0.7005
ENSG00000176108,CHMP6,12,0.18764,13,0.29722,10,-0.0824,9,-0.2601,7,-0.7419,11,0.01814,14,0.46066,10,-0.1493,8,-0.4562
ENSG00000226137,BAIAP2-DT,10,-2.1834,24,-0.9900,67,0.63030,49,0.10811,55,0.31421,52,0.22981,56,0.37976,40,-0.1838,38,-0.2680
ENSG00000175866,BAIAP2,16,-3.1151,351,1.64462,68,-1.0469,187,0.54569,324,1.49534,88,-0.6997,107,-0.3861,47,-1.5792,86,-0.6768
ENSG00000181409,AATK,245,1.80875,227,1.66484,27,-1.7356,70,-0.3055,36,-1.3031,52,-0.8207,77,-0.1726,55,-0.6789,20,-2.1779
ENSG00000224877,NDUFAF8,92,-0.8374,117,-0.4675,166,0.08557,91,-0.8551,143,-0.1516,151,-0.0678,227,0.67515,197,0.36175,170,0.11897
ENSG00000157637,SLC38A10,45,0.92967,33,0.45354,20,-0.3438,30,0.27706,15,-0.8123,16,-0.7261,18,-0.5673,39,0.71676,26,0.06257
ENSG00000266074,BAHCC1,13,-0.2300,13,-0.1847,10,-0.5441,8,-0.9015,31,1.18814,10,-0.5867,19,0.44477,14,-0.0443,15,-0.0072
ENSG00000184009,ACTG1,950,-0.1588,996,-0.0846,927,-0.1985,1184,0.19058,963,-0.1377,1246,0.30663,1011,-0.0672,1141,0.13109,883,-0.2732
ENSG00000185504,FAAP100,20,1.08788,10,0.01504,9,-0.2115,11,0.18543,9,-0.1918,12,0.24801,9,-0.2242,4,-1.2598,7,-0.5946
ENSG00000182446,NPLOC4,37,0.17308,35,0.06832,27,-0.3130,50,0.64309,41,0.30503,24,-0.5546,42,0.41915,28,-0.2761,17,-1.0044
ENSG00000204237,OXLD1,14,-0.8609,32,0.44460,27,0.17476,34,0.53133,28,0.23246,24,-0.0252,18,-0.5052,19,-0.3369,29,0.26429
ENSG00000185298,CCDC137,9,-0.8082,34,1.31721,9,-0.8092,21,0.47583,22,0.58956,10,-0.6576,14,-0.2248,8,-1.0370,19,0.30433
ENSG00000214087,ARL16,23,-0.7472,46,0.32876,24,-0.7093,35,-0.1078,41,0.12224,49,0.46859,38,0.02776,43,0.20670,28,-0.4517
ENSG00000185359,HGS,71,0.32443,112,1.08024,27,-1.1847,58,-0.0118,58,-0.0080,64,0.16576,49,-0.2881,50,-0.2289,38,-0.6674
ENSG00000262814,MRPL12,39,-0.7357,39,-0.7414,51,-0.3124,90,0.59099,48,-0.3958,64,0.03931,72,0.26205,57,-0.1394,91,0.59577
ENSG00000225663,MCRIP1,74,-0.1639,98,0.29578,83,0.02952,86,0.08176,67,-0.2982,77,-0.1030,115,0.62388,71,-0.2158,35,-1.2860
ENSG00000185624,P4HB,80,-0.1629,161,0.97552,91,0.02719,107,0.29556,79,-0.1886,72,-0.3657,81,-0.1566,78,-0.2145,77,-0.2299
ENSG00000141522,ARHGDIA,136,0.34470,193,0.92044,81,-0.4788,161,0.61849,99,-0.1588,88,-0.3810,113,0.04286,72,-0.6552,65,-0.8043
ENSG00000263731,AC145207.5,6,-1.0097,8,-0.5654,13,0.18738,8,-0.5379,15,0.41658,10,-0.2712,11,-0.0648,11,-0.0494,24,1.19344
ENSG00000183684,ALYREF,33,0.41078,41,0.74453,28,0.13462,21,-0.3117,27,0.06229,20,-0.4479,23,-0.1680,23,-0.1881,24,-0.1021
ENSG00000141552,ANAPC11,77,-0.9931,70,-1.1331,114,-0.3955,107,-0.4882,118,-0.3494,179,0.35853,194,0.50522,204,0.52491,180,0.32445
ENSG00000185813,PCYT2,46,0.16391,51,0.31137,46,0.13615,68,0.78807,21,-1.0496,35,-0.2961,48,0.23568,34,-0.3307,28,-0.5919
ENSG00000187531,SIRT7,14,0.20526,18,0.57549,13,0.10693,15,0.35982,8,-0.6589,14,0.22271,9,-0.5062,10,-0.3199,11,-0.1813
ENSG00000197063,MAFG,30,-0.2670,41,0.21132,29,-0.3313,41,0.21546,33,-0.1143,27,-0.5092,56,0.82705,39,0.10388,17,-1.1736
ENSG00000169696,ASPSCR1,26,0.49088,14,-0.4861,19,-0.0241,29,0.68759,15,-0.3306,16,-0.2611,15,-0.4141,22,0.22334,22,0.22028
ENSG00000169689,CENPX,38,-0.5568,38,-0.5550,44,-0.3358,56,0.04609,49,-0.1554,56,0.05057,75,0.59798,56,0.06174,54,-0.0169
ENSG00000169750,RAC3,2,-2.6474,7,-1.1539,11,-0.5577,38,1.46018,9,-0.7479,18,0.29594,20,0.47087,22,0.51512,5,-1.6519
ENSG00000169738,DCXR,77,-0.5006,90,-0.2496,134,0.38702,90,-0.2536,67,-0.7088,114,0.13163,103,-0.0455,128,0.31050,142,0.48030
ENSG00000169733,RFNG,16,-0.2952,36,0.95450,11,-0.8719,24,0.30128,20,0.04521,21,0.10284,21,0.12819,18,-0.1281,7,-1.4478
ENSG00000169727,GPS1,47,-0.3630,82,0.53043,56,-0.0791,87,0.63586,51,-0.2107,45,-0.4561,67,0.22971,50,-0.2544,50,-0.2475
ENSG00000169718,DUS1L,16,-0.7189,46,0.92850,21,-0.3544,37,0.52653,34,0.40125,23,-0.1935,25,-0.1043,28,0.12883,10,-1.4573
ENSG00000169710,FASN,101,-0.1110,116,0.11199,76,-0.5572,117,0.11289,84,-0.4059,78,-0.5645,166,0.78732,121,0.17428,92,-0.2596
ENSG00000141551,CSNK1D,48,-0.5094,86,0.40510,45,-0.6119,97,0.60577,74,0.16276,62,-0.1221,72,0.12400,69,0.03696,48,-0.5080
ENSG00000169660,HEXD,17,0.63638,11,0.00626,6,-0.8135,15,0.48783,13,0.21031,6,-0.9180,13,0.24693,17,0.67005,5,-1.1716
ENSG00000178927,CYBC1,29,1.32398,15,0.20524,12,-0.1540,10,-0.3850,15,0.20904,9,-0.5098,8,-0.7590,20,0.65301,7,-0.8590
ENSG00000141562,NARF,33,-0.6122,46,-0.1003,35,-0.5293,68,0.52336,46,-0.1033,51,0.07506,54,0.19034,71,0.59597,29,-0.7979
ENSG00000141568,FOXK2,36,-0.1091,33,-0.2365,19,-1.0626,46,0.30477,52,0.49642,42,0.14800,39,0.02891,37,-0.0694,37,-0.0470
ENSG00000141580,WDR45B,155,1.02607,89,0.09925,85,0.02600,67,-0.3303,84,0.01776,74,-0.2156,77,-0.1415,74,-0.1922,61,-0.4719
ENSG00000141542,RAB40B,238,1.04424,272,1.27845,75,-0.8110,61,-1.1280,211,0.83481,78,-0.8187,84,-0.7000,60,-1.1513,152,0.29779
ENSG00000141560,FN3KRP,50,0.05780,72,0.63740,39,-0.3516,63,0.42527,60,0.32716,37,-0.4757,47,-0.0444,41,-0.2760,41,-0.2567
ENSG00000167363,FN3K,19,0.82292,9,-0.2968,11,-0.0426,7,-0.5924,14,0.34052,8,-0.5971,14,0.43101,10,-0.1595,8,-0.3978
ENSG00000141556,TBCD,24,-0.9472,69,0.70637,41,-0.1390,54,0.30914,51,0.21733,35,-0.3965,53,0.30939,34,-0.4160,40,-0.1495
ENSG00000101557,USP14,86,-0.0735,88,-0.0434,61,-0.6132,152,0.85908,109,0.30291,94,0.07479,72,-0.3931,78,-0.2209,86,-0.0760
ENSG00000079134,THOC1,46,1.67620,7,-1.3347,19,0.20544,13,-0.3892,17,0.02144,16,-0.1162,13,-0.4869,11,-0.6356,16,-0.0925
ENSG00000158270,COLEC12,13,-0.4763,16,-0.2430,38,1.19215,8,-1.1962,18,0.00526,12,-0.7378,19,0.07742,20,0.15548,26,0.55725
ENSG00000176105,YES1,48,1.39742,25,0.31656,33,0.76230,3,-2.8666,8,-1.3557,14,-0.6925,19,-0.1286,27,0.41419,18,-0.2572
ENSG00000141433,ADCYAP1,0,-6.2169,0,-5.2877,6,-1.2214,10,-0.4441,31,1.32988,26,1.18817,4,-1.8280,12,-0.1825,33,1.40699
ENSG00000101596,SMCHD1,94,1.11356,34,-0.5421,60,0.36562,31,-0.6936,47,-0.0330,45,-0.1020,38,-0.3915,45,-0.0967,50,0.06237
ENSG00000101577,LPIN2,39,-0.9539,54,-0.4748,87,0.28029,64,-0.2039,61,-0.2794,90,0.37978,70,-0.0749,80,0.14279,98,0.46859
ENSG00000101608,MYL12A,38,0.52148,23,-0.2926,71,1.58884,14,-1.0227,12,-1.2762,20,-0.5511,30,0.13045,28,0.04637,18,-0.6414
ENSG00000118680,MYL12B,94,-1.1720,134,-0.6249,143,-0.5277,250,0.35040,242,0.29780,306,0.78346,168,-0.3050,214,0.09920,184,-0.1376
ENSG00000170579,DLGAP1,15,-3.8659,140,-0.6364,107,-1.0427,303,0.58383,341,0.77697,270,0.44213,233,0.17306,230,0.13459,183,-0.2282
ENSG00000263878,DLGAP1-AS4,0,-6.3679,5,-2.2301,4,-2.5057,29,0.22371,45,0.97148,24,-0.0554,47,1.22082,27,0.15926,20,-0.3178
ENSG00000263753,LINC00667,37,-0.3322,67,0.59376,50,0.12458,39,-0.2827,64,0.52951,56,0.35259,41,-0.2142,35,-0.4533,23,-1.0844
ENSG00000198081,ZBTB14,23,0.86297,11,-0.2255,14,0.08299,11,-0.2254,16,0.28550,13,-0.0343,10,-0.4780,18,0.48068,6,-1.0602
ENSG00000082397,EPB41L3,279,0.65727,145,-0.3882,67,-1.5545,318,0.87797,208,0.18319,214,0.25195,136,-0.5277,200,0.11497,127,-0.5940
ENSG00000206432,TMEM200C,3,-2.9639,4,-2.3334,16,-0.5361,24,0.12835,27,0.31468,45,1.35653,21,-0.0679,18,-0.3405,20,-0.1352
ENSG00000173482,PTPRM,18,-1.4197,62,0.48105,44,-0.0614,57,0.35321,16,-1.5918,87,1.23002,40,-0.2185,38,-0.2825,15,-1.7093
ENSG00000206418,RAB12,33,-0.6012,50,0.04322,39,-0.3566,52,0.10727,73,0.65929,65,0.51956,41,-0.2889,32,-0.6563,45,-0.1341
ENSG00000168502,MTCL1,14,-0.9628,8,-1.7373,12,-1.1554,30,0.16188,35,0.41264,48,1.10017,26,-0.0968,30,0.15105,20,-0.4924
ENSG00000178127,NDUFV2,92,-0.8641,97,-0.7870,82,-1.0510,232,0.58192,133,-0.3009,228,0.63169,155,-0.0714,186,0.22528,189,0.25303
ENSG00000101745,ANKRD12,652,0.73559,264,-0.7061,697,0.84786,266,-0.6922,603,0.60566,470,0.22168,194,-1.2566,189,-1.2123,568,0.50604
ENSG00000128791,TWSG1,47,1.24287,31,0.53054,40,0.97791,16,-0.4815,17,-0.4009,14,-0.7445,13,-0.8979,17,-0.4356,21,-0.0494
ENSG00000017797,RALBP1,155,-0.0687,162,-0.0017,217,0.46289,155,-0.0763,191,0.25536,163,0.00375,150,-0.1374,138,-0.2539,143,-0.1997
ENSG00000154845,PPP4R1,37,0.95041,17,-0.3034,25,0.32095,17,-0.3028,16,-0.3382,24,0.27225,11,-0.9287,16,-0.3417,26,0.37082
ENSG00000168461,RAB31,110,0.14702,63,-0.7143,175,0.92172,31,-1.7811,38,-1.4535,75,-0.4912,92,-0.1468,194,1.09254,155,0.71098
ENSG00000101558,VAPA,236,-0.0684,295,0.28871,153,-0.7435,305,0.34234,252,0.03535,261,0.10520,240,-0.0443,201,-0.3179,265,0.11604
ENSG00000154856,APCDD1,76,0.28535,120,1.04319,121,1.05965,11,-2.6071,18,-1.9161,24,-1.5590,29,-1.2687,108,0.87300,138,1.29190
ENSG00000134265,NAPG,89,-0.4864,96,-0.3696,71,-0.8388,199,0.79818,129,0.08255,140,0.24966,93,-0.4558,174,0.57591,116,-0.0774
ENSG00000154864,PIEZO2,197,5.21602,36,0.79194,5,-2.1190,1,-4.1667,1,-4.3831,0,-5.0920,2,-3.2067,0,-8.8327,0,-6.1427
ENSG00000141404,GNAL,13,-2.3189,6,-3.4157,95,0.73060,39,-0.6916,165,1.70919,60,-0.0162,30,-1.1581,35,-0.8567,134,1.33094
ENSG00000255112,CHMP1B,46,-0.8061,131,0.84435,47,-0.7835,90,0.23722,110,0.55211,83,0.11186,81,0.06548,69,-0.1940,36,-1.1622
ENSG00000154889,MPPE1,19,-0.2336,17,-0.4170,21,-0.0879,22,-0.0465,26,0.21936,26,0.21940,21,-0.1387,37,0.78902,13,-0.8499
ENSG00000141385,AFG3L2,52,-0.4497,58,-0.2901,44,-0.7182,87,0.35919,86,0.33680,85,0.37197,57,-0.3337,84,0.30933,68,-0.0238
ENSG00000134278,SPIRE1,92,-0.4369,116,-0.0816,130,0.09830,119,-0.0418,191,0.72814,116,-0.0863,91,-0.5043,137,0.18871,143,0.25609
