Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000127663,KDM4B,36,0.55087,3,-2.9317,12,-1.1094,18,-0.5536,30,0.28675,10,-1.4369,42,0.82634,36,0.55809,31,0.37208
ENSG00000130254,SAFB2,402,1.69898,301,1.16918,85,-0.8561,71,-1.1331,88,-0.8822,129,-0.2235,134,-0.1623,189,0.38414,75,-1.1434
ENSG00000160633,SAFB,125,0.39413,91,-0.1048,79,-0.3329,75,-0.4039,51,-1.0652,199,1.17927,116,0.26877,70,-0.5167,108,0.18295
ENSG00000130255,RPL36,855,0.03794,893,0.10732,1014,0.31242,1478,0.93933,1072,0.45436,536,-0.6902,336,-1.3966,634,-0.4314,647,-0.4384
ENSG00000174917,MICOS13,39,-1.7304,91,-0.4542,126,0.04848,233,1.05928,105,-0.2647,73,-0.8030,58,-1.1510,194,0.74980,161,0.50066
ENSG00000167733,HSD11B1L,53,-0.7336,35,-1.3612,75,-0.1808,134,0.74302,124,0.70957,53,-0.7241,46,-0.9439,67,-0.3738,110,0.48065
ENSG00000196365,LONP1,23,-1.2590,61,0.24288,49,-0.0885,32,-0.7756,71,0.56909,21,-1.3952,45,-0.2451,71,0.48267,66,0.40995
ENSG00000174886,NDUFA11,59,-1.6331,165,-0.0704,183,0.09262,327,1.05568,115,-0.6781,60,-1.6121,111,-0.6764,322,1.03191,219,0.43560
ENSG00000031823,RANBP3,18,-1.0015,66,1.01206,18,-0.9990,29,-0.3039,25,-0.5690,56,0.73820,47,0.43314,39,0.14569,33,-0.1154
ENSG00000130382,MLLT1,34,-1.3717,110,0.42082,113,0.46251,40,-1.1636,111,0.48939,98,0.23745,45,-0.9651,150,0.93199,60,-0.5892
ENSG00000125656,CLPP,17,-0.7309,29,0.05218,39,0.50459,18,-0.6778,20,-0.5513,2,-3.3901,22,-0.3522,63,1.32137,39,0.60372
ENSG00000125652,ALKBH7,30,-0.6105,4,-3.4806,71,0.72544,58,0.38843,53,0.27098,26,-0.8294,25,-0.9067,60,0.45997,59,0.47313
ENSG00000125651,GTF2F1,69,-0.2756,103,0.35594,99,0.28799,43,-0.9962,64,-0.4368,121,0.61671,99,0.28598,24,-1.8483,111,0.53862
ENSG00000088247,KHSRP,38,-0.7222,133,1.31011,62,0.03190,26,-1.2584,44,-0.5411,48,-0.3540,103,0.87184,49,-0.3458,60,-0.0314
ENSG00000125648,SLC25A23,232,-0.4860,335,0.09352,297,-0.0982,318,0.00775,471,0.74071,266,-0.2711,198,-0.7229,511,0.78283,189,-0.8621
ENSG00000104833,TUBB4A,180,-0.8193,294,-0.0598,147,-1.1281,254,-0.2910,157,-1.1013,262,-0.2424,378,0.34416,390,0.39349,569,1.20647
ENSG00000171105,INSR,76,0.56651,27,-1.0539,56,0.09153,37,-0.5473,43,-0.3523,70,0.44891,77,0.60386,48,-0.1638,53,0.00632
ENSG00000198816,ZNF358,55,-0.9809,34,-1.6948,125,0.28728,106,0.01976,186,1.09864,61,-0.8239,76,-0.5006,227,1.29472,47,-1.3133
ENSG00000032444,PNPLA6,27,-0.7259,9,-2.3628,60,0.48522,68,0.69137,50,0.21723,15,-1.5950,46,0.07332,36,-0.3016,62,0.61946
ENSG00000076826,CAMSAP3,4,-2.5418,9,-1.3274,34,0.72423,14,-0.6570,8,-1.5734,19,-0.1889,26,0.30814,21,-0.0031,47,1.53885
ENSG00000229833,PET100,45,-1.6121,219,0.86370,118,-0.1352,218,0.85233,107,-0.3219,36,-1.9107,75,-0.8401,148,0.22266,173,0.53640
ENSG00000181029,TRAPPC5,51,-1.2273,4,-4.6627,132,0.22668,157,0.51368,79,-0.6222,56,-1.1007,110,-0.0611,168,0.61971,211,1.17462
ENSG00000142459,EVI5L,35,0.02213,3,-3.4169,14,-1.3227,43,0.36017,37,0.13807,15,-1.2829,17,-1.0249,94,1.71392,41,0.31454
ENSG00000183248,PRR36,26,-1.0498,12,-2.1598,60,0.20688,71,0.48291,34,-0.7086,17,-1.6822,67,0.39236,98,1.02206,78,0.74373
ENSG00000076984,MAP2K7,39,0.72004,3,-2.8543,13,-0.9996,24,-0.0833,25,-0.0296,24,-0.0827,25,0.02563,52,1.19786,23,-0.1483
ENSG00000260001,TGFBR3L,8,-2.6915,6,-2.9938,64,0.47131,87,0.99114,24,-1.1159,12,-2.0119,36,-0.4346,87,0.97673,88,1.17596
ENSG00000178531,CTXN1,114,-1.3837,209,-0.4706,271,-0.0642,397,0.55125,378,0.53394,108,-1.4663,130,-1.1935,350,0.34750,384,0.56613
ENSG00000104980,TIMM44,9,-1.5554,3,-2.9690,37,0.50656,21,-0.3858,13,-1.1373,22,-0.2847,55,1.16630,41,0.66928,40,0.74145
ENSG00000066044,ELAVL1,12,-1.9429,33,-0.4895,46,0.03696,43,-0.0556,63,0.62534,39,-0.2113,43,-0.0513,44,-0.0391,53,0.30881
ENSG00000167775,CD320,7,-1.5332,21,-0.0146,13,-0.7090,6,-1.7827,21,-0.0015,9,-1.1913,16,-0.3687,33,0.71439,41,1.30344
ENSG00000267855,NDUFA7,20,-2.2520,189,1.21573,138,0.67948,144,0.74314,81,-0.2054,12,-3.0476,32,-1.5859,89,-0.0332,107,0.29927
ENSG00000233927,RPS28,1017,0.12489,1395,0.64009,1162,0.34006,1717,0.99268,1081,0.24987,497,-0.9864,295,-1.7664,818,-0.2189,640,-0.6534
ENSG00000185236,RAB11B,41,-0.8317,31,-1.2499,102,0.58749,64,-0.1519,72,0.03243,24,-1.6281,57,-0.3507,147,1.20960,84,0.31159
ENSG00000099785,MARCH2,19,-1.6409,186,2.07773,41,-0.4963,36,-0.7106,74,0.48401,19,-1.6445,22,-1.4471,73,0.40249,40,-0.5971
ENSG00000099783,HNRNPM,436,0.83687,414,0.74845,305,0.24684,115,-1.2559,170,-0.7264,432,0.82109,318,0.31245,141,-0.9515,187,-0.5703
ENSG00000198258,UBL5,99,-1.5020,340,0.40699,323,0.32434,426,0.78150,257,-0.0467,82,-1.7794,115,-1.2776,319,0.30247,343,0.47609
ENSG00000127445,PIN1,68,-1.6110,177,-0.1467,186,-0.0698,306,0.73677,100,-1.1018,108,-0.9103,103,-0.9877,271,0.53465,361,1.19207
ENSG00000105088,OLFM2,17,-1.9941,49,-0.4333,176,1.68455,49,-0.4566,105,0.88597,24,-1.5092,33,-1.0539,65,-0.0124,48,-0.5198
ENSG00000080573,COL5A3,51,0.04907,192,2.42550,101,1.17851,9,-2.5500,40,-0.3791,10,-2.4086,8,-2.5947,36,-0.5019,29,-0.8648
ENSG00000130813,SHFL,18,-0.9553,8,-2.0328,31,-0.1400,25,-0.4464,32,-0.0880,34,0.03852,37,0.16992,71,1.23666,40,0.32408
ENSG00000130811,EIF3G,16,-1.9949,143,1.39642,78,0.37655,50,-0.3460,41,-0.6933,40,-0.6896,52,-0.2656,118,1.06156,51,-0.3255
ENSG00000130816,DNMT1,139,1.35179,10,-2.6308,64,0.05146,36,-0.8477,44,-0.5614,109,0.92772,109,0.91808,40,-0.6847,43,-0.6237
ENSG00000105364,MRPL4,22,-0.6872,3,-3.5648,43,0.33227,43,0.31417,19,-1.0454,34,-0.0501,40,0.18291,79,1.34416,43,0.35272
ENSG00000105376,ICAM5,4,-3.6918,80,0.50407,9,-2.6782,24,-1.3556,40,-0.6576,15,-2.0637,52,-0.1788,130,1.32820,125,1.50284
ENSG00000267673,FDX2,25,-1.6179,212,1.80325,81,0.13843,100,0.48094,50,-0.6559,31,-1.3153,53,-0.5347,46,-0.7423,84,0.21370
ENSG00000105401,CDC37,42,-1.2506,3,-4.8649,62,-0.6795,113,0.26155,58,-0.8361,136,0.56257,123,0.40515,100,0.06275,179,1.21011
ENSG00000065989,PDE4A,16,-2.0225,152,1.54073,36,-0.7998,49,-0.3375,57,-0.1347,72,0.26183,60,-0.0176,54,-0.2021,60,-0.0404
ENSG00000079999,KEAP1,25,-0.9663,71,0.67106,50,0.10045,36,-0.4027,62,0.50330,33,-0.5392,23,-1.0865,42,-0.1499,55,0.30360
ENSG00000129355,CDKN2D,36,-2.0787,246,0.90738,121,-0.2495,249,0.92357,116,-0.3465,99,-0.5556,90,-0.7078,113,-0.3516,186,0.49965
ENSG00000129353,SLC44A2,39,-0.2978,3,-4.0254,128,1.70232,25,-0.9927,60,0.42806,23,-1.0645,15,-1.6860,109,1.39288,29,-0.8262
ENSG00000267100,ILF3-DT,44,-0.0411,51,0.19389,36,-0.3462,55,0.31548,33,-0.5089,60,0.46369,73,0.80047,35,-0.3651,36,-0.3491
ENSG00000129351,ILF3,125,0.33363,33,-1.6883,105,0.05757,93,-0.1421,92,-0.1780,111,0.13584,143,0.55656,140,0.51316,92,-0.1761
ENSG00000142453,CARM1,26,-1.0136,48,-0.0875,21,-1.3005,37,-0.4796,56,0.16540,37,-0.4803,46,-0.1575,93,0.99407,69,0.55480
ENSG00000127616,SMARCA4,211,0.49937,117,-0.4355,127,-0.3158,151,-0.0363,159,0.04898,214,0.51923,245,0.74536,75,-1.1191,123,-0.3989
ENSG00000105518,TMEM205,31,-1.1793,123,1.00318,77,0.22519,51,-0.4168,51,-0.4704,50,-0.4522,40,-0.7983,65,-0.0473,98,0.71632
ENSG00000105520,PLPPR2,38,-1.0987,55,-0.5371,72,-0.1296,71,-0.1585,85,0.14977,47,-0.7859,56,-0.5039,93,0.27147,129,0.93907
ENSG00000130175,PRKCSH,76,0.52868,33,-0.7862,83,0.67283,36,-0.6609,55,0.00666,49,-0.1677,41,-0.4308,76,0.52533,49,-0.1903
ENSG00000196361,ELAVL3,385,0.22788,494,0.63470,212,-0.7096,300,-0.1682,298,-0.1964,337,0.01593,391,0.24979,367,0.15148,296,-0.2124
ENSG00000130159,ECSIT,25,-0.6106,7,-2.4778,20,-0.9300,38,0.03906,42,0.22259,17,-1.1821,28,-0.4329,81,1.29679,54,0.68745
ENSG00000130165,ELOF1,13,-1.7159,160,2.49918,32,-0.3671,28,-0.5641,20,-1.1368,22,-0.9223,13,-1.7291,54,0.49173,39,-0.0223
ENSG00000173875,ZNF791,26,-0.7717,22,-1.0477,47,0.13453,18,-1.3459,49,0.23213,55,0.37360,77,0.94403,27,-0.7282,53,0.35905
ENSG00000105583,WDR83OS,50,-0.8298,129,0.65339,84,-0.0449,51,-0.8040,67,-0.4382,26,-1.8176,45,-0.9926,218,1.56593,106,0.37342
ENSG00000095059,DHPS,8,-2.5112,118,1.74431,27,-0.6736,37,-0.2072,15,-1.6800,10,-2.1648,23,-0.9485,64,0.66293,75,1.08566
ENSG00000105576,TNPO2,45,-1.3998,44,-1.4203,62,-0.9091,105,-0.1035,176,0.83469,120,0.10254,104,-0.1194,205,0.99199,99,-0.2140
ENSG00000123144,TRIR,86,-0.4244,138,0.32831,115,0.03885,173,0.69928,119,0.10219,55,-1.0945,105,-0.1042,88,-0.3854,119,0.10322
ENSG00000198356,GET3,14,-1.7963,7,-2.8611,60,0.34070,32,-0.6297,54,0.20375,22,-1.2087,39,-0.3456,39,-0.3119,105,1.54022
ENSG00000171223,JUNB,20,-1.2785,135,1.83250,1,-5.2937,28,-0.7519,8,-2.6402,20,-1.2815,39,-0.2594,162,2.19663,44,-0.0786
ENSG00000167815,PRDX2,117,-1.2134,206,-0.3591,268,0.05435,249,-0.0584,269,0.06949,131,-1.0473,139,-0.9568,366,0.56289,415,0.89001
ENSG00000105613,MAST1,11,-2.6784,117,0.95281,32,-1.1003,73,0.17497,43,-0.6932,33,-1.0620,71,0.13134,127,1.09632,85,0.46741
ENSG00000179115,FARSA,9,-2.7655,68,0.16712,67,0.16028,46,-0.4319,46,-0.4932,35,-0.8696,57,-0.0959,108,0.93549,94,0.81226
ENSG00000179218,CALR,130,-0.3770,190,0.21896,266,0.77078,75,-1.2081,152,-0.1499,101,-0.7707,198,0.28410,164,-0.0165,197,0.31242
ENSG00000179262,RAD23A,37,-2.0288,80,-0.8882,141,-0.0228,234,0.80086,123,-0.2594,120,-0.2745,172,0.29315,173,0.30169,185,0.46726
ENSG00000179271,GADD45GIP1,54,-1.3952,86,-0.6826,151,0.19718,158,0.26858,88,-0.7115,144,0.11500,108,-0.3274,176,0.43982,209,0.83518
ENSG00000008441,NFIX,387,0.83786,223,-0.0563,214,-0.1265,141,-0.7734,287,0.38552,297,0.40206,251,0.12645,172,-0.4649,145,-0.7916
ENSG00000160877,NACC1,10,-1.8425,3,-3.5579,28,-0.2887,34,-0.0012,54,0.84499,14,-1.3713,10,-1.8519,89,1.62199,40,0.28557
ENSG00000141837,CACNA1A,87,-0.9737,80,-1.0926,77,-1.1438,96,-0.8150,118,-0.5549,183,0.18257,341,1.22835,373,1.38799,161,-0.0262
ENSG00000104979,C19orf53,51,-1.3233,186,0.70274,183,0.67581,171,0.56218,116,-0.0727,40,-1.6669,39,-1.7099,149,0.33572,138,0.24544
ENSG00000187556,NANOS3,5,-2.3609,3,-3.2037,31,0.27768,68,1.62563,44,1.00313,14,-0.8887,16,-0.7658,16,-0.7686,22,-0.2673
ENSG00000132024,CC2D1A,11,-1.1285,16,-0.5957,25,0.06706,15,-0.7093,13,-0.9433,6,-2.0796,32,0.44403,73,1.91198,29,0.35954
ENSG00000141858,SAMD1,82,0.45936,83,0.48312,79,0.38805,61,-0.0213,64,0.06059,54,-0.2099,47,-0.4169,71,0.22087,37,-0.8568
ENSG00000072062,PRKACA,37,-1.3448,36,-1.3767,59,-0.6475,103,0.23133,65,-0.5403,71,-0.3718,106,0.26420,123,0.51661,160,1.10441
ENSG00000072071,ADGRL1,78,-0.7373,29,-2.2062,45,-1.5609,134,0.11121,129,0.05113,124,-0.0113,176,0.55525,178,0.57168,177,0.63839
ENSG00000123143,PKN1,21,-0.4926,16,-0.9611,51,0.88770,27,-0.1554,61,1.39558,1,-4.0654,5,-2.6770,35,0.25806,24,-0.3419
ENSG00000123159,GIPC1,34,-0.5923,35,-0.5492,28,-0.8693,45,-0.1632,46,-0.1623,11,-2.1866,22,-1.2168,149,1.88252,67,0.52393
ENSG00000132002,DNAJB1,34,-1.0328,22,-1.6419,50,-0.4337,48,-0.4934,56,-0.2779,65,-0.0174,75,0.20149,130,1.12295,95,0.66339
ENSG00000099797,TECR,100,-0.5423,223,0.74326,250,0.93716,98,-0.5699,139,-0.0349,51,-1.5394,66,-1.1737,205,0.60368,142,0.00828
ENSG00000099795,NDUFB7,99,-1.5052,560,1.25344,360,0.49844,277,0.07475,234,-0.2130,107,-1.3795,110,-1.3384,357,0.48472,284,0.13099
ENSG00000105135,ILVBL,5,-2.1212,3,-2.8036,41,0.99200,7,-1.6561,30,0.55825,15,-0.6047,14,-0.7206,44,1.13171,27,0.35709
ENSG00000141867,BRD4,236,0.18876,251,0.28503,118,-0.8950,92,-1.2688,176,-0.3009,330,0.73834,319,0.67822,287,0.50678,162,-0.4483
ENSG00000105127,AKAP8,21,-0.4709,86,1.83929,23,-0.3526,11,-1.4710,15,-1.0537,20,-0.5695,27,-0.1006,43,0.63578,29,0.00285
ENSG00000011243,AKAP8L,67,0.31962,3,-4.0949,45,-0.2921,49,-0.1778,46,-0.3101,58,0.08533,68,0.35061,43,-0.3719,88,0.90451
ENSG00000011451,WIZ,18,-1.0373,37,0.03047,47,0.41716,34,-0.0683,52,0.65513,16,-1.2578,13,-1.5282,78,1.28877,25,-0.6141
ENSG00000167460,TPM4,150,0.57926,132,0.37589,121,0.22570,127,0.30380,63,-0.8438,124,0.26751,85,-0.3208,84,-0.3494,101,-0.0564
ENSG00000105058,FAM32A,70,-0.8115,79,-0.6275,132,0.17540,135,0.20795,58,-1.1661,242,1.18716,129,0.13210,150,0.38100,124,0.08480
ENSG00000072958,AP1M1,22,-1.8424,3,-4.3721,36,-1.0987,53,-0.5466,70,-0.1115,82,0.14815,121,0.78629,115,0.69504,125,0.96528
ENSG00000085872,CHERP,4,-2.6455,4,-2.7495,39,0.57317,18,-0.5912,19,-0.5868,17,-0.7310,26,-0.0327,56,1.19099,48,1.06403
ENSG00000127526,SLC35E1,54,-0.2616,173,1.70437,33,-1.0086,53,-0.2918,39,-0.8382,47,-0.4623,79,0.33335,71,0.17319,57,-0.1913
ENSG00000214046,SMIM7,61,0.29513,91,0.95305,54,0.10350,41,-0.3499,49,-0.0623,35,-0.5674,43,-0.2693,46,-0.1665,45,-0.2048
ENSG00000072954,TMEM38A,26,-0.8755,3,-4.0242,34,-0.4844,72,0.73761,26,-0.9172,35,-0.4132,69,0.66745,35,-0.3987,89,1.27610
ENSG00000127511,SIN3B,22,-1.0342,3,-3.9771,28,-0.7107,32,-0.5212,40,-0.1634,33,-0.4328,70,0.74849,32,-0.4900,93,1.46104
ENSG00000053501,USE1,28,-0.7457,57,0.39973,53,0.26470,81,0.96066,46,0.05851,18,-1.3540,30,-0.6171,68,0.67766,32,-0.5431
ENSG00000160113,NR2F6,7,-2.5143,46,0.25150,17,-1.2785,37,-0.0872,43,0.16368,45,0.22944,18,-1.2079,86,1.30107,45,0.23543
ENSG00000105393,BABAM1,20,-2.5440,130,0.25750,79,-0.5250,147,0.46425,61,-0.9885,70,-0.6935,94,-0.2505,216,1.11253,168,0.77775
ENSG00000127220,ABHD8,18,-1.9747,16,-2.1649,62,-0.1498,77,0.19014,89,0.49930,49,-0.4991,29,-1.2909,124,0.98117,97,0.65380
ENSG00000130312,MRPL34,14,-2.0698,36,-0.6303,62,0.21138,120,1.31296,27,-1.1680,20,-1.5211,28,-1.0000,144,1.64992,61,0.19809
ENSG00000130311,DDA1,24,-1.4951,45,-0.5656,48,-0.4504,70,0.13079,61,-0.0833,55,-0.2514,55,-0.2354,90,0.53521,99,0.80622
ENSG00000130304,SLC27A1,45,0.46470,5,-2.6479,61,0.97445,7,-2.3628,66,1.30560,16,-1.1353,14,-1.2927,51,0.66778,19,-0.9162
ENSG00000130477,UNC13A,104,-1.2573,63,-2.0085,157,-0.6327,185,-0.3791,213,-0.1796,462,1.11414,386,0.80195,230,-0.0428,292,0.38313
ENSG00000130479,MAP1S,16,-2.2854,94,0.33280,57,-0.4596,56,-0.4779,53,-0.6262,47,-0.7283,82,0.11891,147,1.07846,117,0.79431
ENSG00000105640,RPL18A,448,0.05495,681,0.73804,493,0.20673,728,0.85175,563,0.47736,120,-1.9451,113,-2.0337,509,0.25864,272,-0.7838
ENSG00000007080,CCDC124,10,-2.7782,69,0.03716,61,-0.1673,76,0.18475,65,-0.0741,55,-0.3351,55,-0.3343,139,1.18719,75,0.18820
ENSG00000105642,KCNN1,42,-0.7760,31,-1.2208,91,0.41607,73,0.05791,99,0.62982,65,-0.1079,39,-0.8848,123,0.91759,54,-0.4413
ENSG00000099308,MAST3,74,-1.9349,205,-0.3950,112,-1.3112,228,-0.2299,243,-0.1469,179,-0.6047,268,0.02303,539,1.18640,407,0.80773
ENSG00000105647,PIK3R2,39,-1.2659,116,0.43215,104,0.25031,92,0.06069,108,0.35438,73,-0.3035,69,-0.3946,80,-0.1706,94,0.09630
ENSG00000105649,RAB3A,25,-3.2791,184,-0.3353,102,-1.2285,182,-0.3494,118,-1.0850,230,0.01721,263,0.22951,450,1.13139,415,1.15671
ENSG00000130522,JUND,282,-0.1987,364,0.20804,242,-0.4332,302,-0.0872,367,0.24939,351,0.14994,255,-0.3515,401,0.36307,291,-0.1604
ENSG00000130520,LSM4,45,-1.1534,40,-1.3118,92,-0.0529,130,0.50408,70,-0.5207,93,-0.0367,96,0.01063,154,0.78908,128,0.54097
ENSG00000130511,SSBP4,30,-2.1047,331,1.71016,86,-0.5423,80,-0.6398,125,0.04844,53,-1.2567,82,-0.6132,155,0.39082,135,0.18678
ENSG00000105701,FKBP8,114,-1.5130,532,0.89475,209,-0.6015,403,0.43253,323,0.08271,158,-1.0261,249,-0.3345,435,0.55739,321,0.07389
ENSG00000105700,KXD1,30,-0.3229,3,-3.5014,38,0.03259,44,0.24350,44,0.29807,35,-0.1169,40,0.08815,36,-0.0466,49,0.46868
ENSG00000221983,UBA52,547,0.10387,734,0.58206,479,-0.1047,679,0.45441,540,0.09375,366,-0.5251,233,-1.2094,770,0.66276,373,-0.5425
ENSG00000006016,CRLF1,5,-3.3865,83,0.75480,117,1.34531,4,-3.5985,73,0.61725,1,-4.9942,23,-1.2585,89,0.85744,53,0.02583
ENSG00000006015,REX1BD,21,-2.1756,77,-0.2263,57,-0.6977,113,0.38378,47,-1.0512,39,-1.2530,50,-0.8850,263,1.86693,133,0.73763
ENSG00000105696,TMEM59L,94,-2.1187,53,-2.9461,236,-0.7451,309,-0.3301,257,-0.6701,208,-0.9359,530,0.52984,568,0.64622,842,1.59093
ENSG00000167487,KLHL26,15,-0.4113,4,-2.2212,9,-1.1511,10,-0.9537,24,0.41876,12,-0.7467,8,-1.3490,20,0.05956,43,1.58176
ENSG00000105662,CRTC1,39,-0.5423,54,-0.0243,39,-0.5317,35,-0.7150,81,0.72454,49,-0.1786,37,-0.6034,50,-0.1405,69,0.42201
ENSG00000005007,UPF1,10,-1.4931,12,-1.2467,15,-0.9147,9,-1.6900,25,-0.1769,10,-1.5728,52,1.03162,48,0.87094,50,1.10679
ENSG00000223802,CERS1,17,-1.4003,24,-0.8720,86,1.15260,25,-0.8306,69,0.89070,8,-2.4183,36,-0.2722,48,0.16396,45,0.07051
ENSG00000105669,COPE,50,-0.9161,28,-1.7782,159,0.92945,102,0.19203,83,-0.1404,34,-1.4840,27,-1.8362,228,1.56522,100,0.17845
ENSG00000105671,DDX49,20,-0.0061,3,-2.8472,6,-1.7714,23,0.21715,24,0.31140,19,-0.1181,23,0.19567,8,-1.3397,36,1.09479
ENSG00000064607,SUGP2,72,-0.7235,75,-0.6509,99,-0.2359,64,-0.8926,88,-0.4525,74,-0.6847,170,0.63955,208,0.98037,162,0.62934
ENSG00000254901,BORCS8,8,-2.0794,3,-3.3627,24,-0.4369,25,-0.3604,19,-0.8527,8,-1.9767,31,-0.0239,78,1.50258,67,1.47300
ENSG00000130287,NCAN,59,-1.1472,128,0.03270,302,1.47829,25,-2.3942,147,0.28703,72,-0.8561,85,-0.5976,189,0.66107,113,-0.1877
ENSG00000187664,HAPLN4,11,-2.9026,127,0.81146,45,-0.8478,49,-0.7113,39,-1.1306,24,-1.7404,27,-1.6001,127,0.81168,182,1.73304
ENSG00000105705,SUGP1,13,-1.0483,27,0.05711,18,-0.5376,22,-0.2868,28,0.11792,22,-0.2645,23,-0.1672,27,0.08484,39,0.73959
ENSG00000129933,MAU2,45,0.91254,3,-3.1877,9,-1.5240,13,-1.0604,46,1.11421,12,-1.1386,40,0.72664,20,-0.3817,24,-0.1191
ENSG00000186010,NDUFA13,211,-1.1178,576,0.44794,512,0.25662,593,0.49532,333,-0.4651,275,-0.7169,268,-0.7595,784,0.96473,457,0.08332
ENSG00000250067,YJEFN3,80,-0.2051,118,0.40740,57,-0.7444,70,-0.4296,65,-0.5719,31,-1.6363,90,-0.0328,111,0.30896,160,1.06355
ENSG00000081665,ZNF506,23,0.29926,3,-2.7647,35,0.98784,4,-2.2198,10,-1.0778,23,0.30437,36,1.01782,8,-1.3376,29,0.79159
ENSG00000197013,ZNF429,20,-0.3135,3,-3.1357,25,0.04086,18,-0.4359,29,0.29207,19,-0.3702,51,1.19316,40,0.77333,18,-0.5173
ENSG00000167232,ZNF91,134,-0.6858,162,-0.3877,260,0.35567,328,0.73802,228,0.16289,370,0.94399,222,0.10429,123,-0.8178,117,-0.9561
ENSG00000261824,LINC00662,76,0.57055,18,-1.6198,39,-0.4745,61,0.20640,39,-0.5343,44,-0.2972,133,1.53934,29,-0.9430,55,0.03710
ENSG00000169021,UQCRFS1,48,-1.0648,81,-0.2620,127,0.45859,193,1.16398,59,-0.8117,69,-0.5034,64,-0.6259,47,-1.0905,153,0.87507
ENSG00000187135,VSTM2B,46,0.58471,11,-1.6101,21,-0.6467,27,-0.2492,11,-1.7270,19,-0.7832,46,0.61409,31,-0.0202,63,1.33928
ENSG00000131943,C19orf12,31,-1.0141,133,1.33313,37,-0.7240,67,0.17750,26,-1.3486,41,-0.5888,74,0.33761,60,-0.0021,82,0.56429
ENSG00000105176,URI1,172,1.40368,25,-1.6688,110,0.62421,80,0.10950,45,-0.8610,156,1.23120,60,-0.3287,22,-1.8139,53,-0.5877
ENSG00000121297,TSHZ3,1,-4.6516,15,-1.0401,16,-0.9440,40,0.49927,16,-1.0044,35,0.30730,45,0.71136,66,1.36706,36,0.35088
ENSG00000168813,ZNF507,21,-0.1751,3,-3.0274,16,-0.5644,19,-0.3651,20,-0.2764,38,0.74699,39,0.79570,17,-0.5578,34,0.66745
ENSG00000178904,DPY19L3,43,0.91910,3,-3.0783,78,1.97769,11,-1.1439,26,0.09036,16,-0.6841,35,0.55614,1,-4.3693,16,-0.6977
ENSG00000105185,PDCD5,25,-2.0567,104,0.09020,125,0.38882,126,0.39494,70,-0.5642,78,-0.3612,57,-0.8358,193,1.11853,116,0.29310
ENSG00000105186,ANKRD27,4,-2.2141,3,-2.8194,21,0.11217,14,-0.5521,13,-0.6714,14,-0.5398,25,0.37214,24,0.32848,43,1.52816
ENSG00000130881,LRP3,22,-0.7066,69,1.09200,38,0.11554,32,-0.1331,37,0.10353,19,-0.9328,27,-0.3935,65,1.00074,20,-0.9178
ENSG00000153879,CEBPG,11,-2.0088,126,1.95046,20,-1.0563,31,-0.4033,37,-0.1849,42,0.06100,38,-0.1301,21,-0.9842,43,0.08732
ENSG00000124299,PEPD,19,-0.4328,19,-0.3728,42,0.85030,22,-0.1966,22,-0.2420,4,-2.5029,23,-0.1186,25,0.03602,38,0.76043
ENSG00000257103,LSM14A,54,-0.0778,84,0.62152,37,-0.6529,13,-2.1436,81,0.65487,51,-0.1631,41,-0.5174,71,0.36332,56,-0.0399
ENSG00000105220,GPI,105,-1.7662,204,-0.7681,241,-0.5111,301,-0.1672,258,-0.4441,232,-0.5726,418,0.35750,601,0.96386,531,0.86729
ENSG00000126261,UBA2,38,-0.8992,24,-1.6112,67,-0.0361,47,-0.5789,53,-0.4379,75,0.12623,111,0.77624,47,-0.6049,121,1.07295
ENSG00000089335,ZNF302,38,-0.4824,21,-1.3424,81,0.74100,30,-0.8175,29,-0.9428,26,-1.0100,89,0.89621,107,1.21746,57,0.18666
ENSG00000105711,SCN1B,33,-1.7164,36,-1.5974,48,-1.1705,227,1.29953,82,-0.4089,60,-0.8519,87,-0.2792,121,0.24373,184,1.08608
ENSG00000153902,LGI4,86,-0.1736,61,-0.6924,225,1.43420,39,-1.3587,88,-0.1597,56,-0.8244,76,-0.3743,141,0.61670,98,0.04095
ENSG00000266964,FXYD1,64,-1.8454,200,-0.1156,455,1.24687,303,0.55036,360,0.97486,38,-2.6174,36,-2.6992,282,0.43041,136,-0.7750
ENSG00000221946,FXYD7,99,-0.6028,99,-0.5908,127,-0.2146,185,0.38430,139,-0.0832,83,-0.8601,104,-0.5280,128,-0.2025,249,1.02073
ENSG00000105698,USF2,69,-0.9919,131,0.00208,116,-0.1896,167,0.38767,176,0.54115,113,-0.2263,93,-0.5357,172,0.43703,114,-0.2446
ENSG00000105677,TMEM147,13,-1.9178,94,1.11818,65,0.50951,59,0.35060,45,-0.0825,9,-2.4849,19,-1.3773,75,0.74219,49,0.04760
ENSG00000283907,AD000090.1,104,2.14597,3,-3.4404,17,-0.8603,3,-3.2278,12,-1.4403,76,1.52823,64,1.22860,13,-1.3175,15,-1.1103
