Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000159753,CARMIL2,47,0.73829,39,0.24038,1,-4.7447,13,-1.5455,28,-0.3633
ENSG00000102977,ACD,21,0.30886,13,-0.7113,12,-0.7059,7,-1.5037,49,1.61911
ENSG00000102981,PARD6A,37,0.31145,39,0.44061,3,-3.4328,29,-0.1583,20,-0.7290
ENSG00000141098,GFOD2,29,0.50423,23,-0.0529,8,-1.6606,16,-0.6280,28,0.24142
ENSG00000102901,CENPT,31,0.60329,14,-1.1394,14,-0.7965,37,0.64835,38,0.69584
ENSG00000168286,THAP11,26,0.33603,21,-0.1661,19,-0.2437,25,0.16591,16,-0.5297
ENSG00000102898,NUTF2,81,0.34084,77,0.23009,58,-0.2930,35,-1.0421,44,-0.7238
ENSG00000038358,EDC4,62,0.43980,33,-0.8893,37,-0.5253,62,0.28839,88,0.86181
ENSG00000205220,PSMB10,52,-0.5431,105,1.21362,51,-0.4120,24,-1.5656,33,-1.0591
ENSG00000132600,PRMT7,34,0.02139,34,0.04847,18,-0.9172,36,0.11477,42,0.35633
ENSG00000103056,SMPD3,22,0.55203,16,-0.1966,1,-4.1725,4,-2.0713,35,1.16013
ENSG00000184939,ZFP90,50,0.40914,31,-0.6660,55,0.40171,42,-0.0234,45,0.11183
ENSG00000141076,UTP4,40,0.92975,27,-0.0530,6,-2.1874,18,-0.6764,13,-1.1452
ENSG00000168807,SNTB2,41,-0.0212,29,-0.7399,20,-1.1084,23,-0.8920,133,2.02583
ENSG00000132612,VPS4A,111,0.45882,80,-0.3035,66,-0.5173,92,-0.0076,89,-0.0542
ENSG00000213380,COG8,18,0.02960,16,-0.1340,24,0.53052,13,-0.4322,18,0.05254
ENSG00000132604,TERF2,68,0.31882,58,-0.0691,37,-0.7289,35,-0.8260,79,0.46030
ENSG00000103018,CYB5B,80,-0.0209,102,0.56004,52,-0.6805,43,-0.9618,67,-0.3042
ENSG00000102908,NFAT5,26,-0.2667,18,-0.9492,20,-0.5789,52,0.90031,76,1.57537
ENSG00000181019,NQO1,20,-0.5420,42,1.34098,12,-1.1720,0,-7.8341,24,-0.1288
ENSG00000141101,NOB1,23,1.50731,9,-0.7855,16,0.22000,0,-5.6779,3,-1.9177
ENSG00000198373,WWP2,20,-0.5648,27,0.02305,37,0.55723,27,0.06093,38,0.59554
ENSG00000090857,PDPR,22,-1.0066,33,-0.1716,53,0.62840,52,0.60707,70,1.09410
ENSG00000223496,EXOSC6,135,0.43388,92,-0.4399,70,-0.7416,127,0.18625,136,0.29651
ENSG00000090861,AARS,256,1.30211,118,-0.6231,93,-0.8300,38,-2.1476,121,-0.4285
ENSG00000168872,DDX19A,28,0.12373,21,-0.4938,29,0.14609,22,-0.2576,44,0.82870
ENSG00000157350,ST3GAL2,25,0.19514,30,0.66926,7,-1.7739,20,-0.1972,5,-2.3076
ENSG00000103051,COG4,35,0.40658,23,-0.5351,31,0.08464,35,0.28752,26,-0.1716
ENSG00000189091,SF3B3,46,0.32082,42,0.09847,42,0.05694,12,-1.8133,37,-0.1617
ENSG00000132613,MTSS2,22,-1.5579,74,1.00702,85,0.84436,47,-0.1112,36,-0.5016
ENSG00000103043,VAC14,29,0.60104,23,0.04867,19,-0.2462,9,-1.4262,12,-0.9084
ENSG00000157423,HYDIN,7,-2.8873,4,-3.5910,73,1.01045,221,3.36569,90,1.39105
ENSG00000167377,ZNF23,21,0.21904,14,-0.6607,15,-0.3500,21,0.19362,33,0.92632
ENSG00000040199,PHLPP2,53,1.32987,21,-0.8583,11,-1.5655,7,-2.2237,42,0.40794
ENSG00000166747,AP1G1,47,0.13390,41,-0.1801,43,-0.0396,30,-0.6133,63,0.57108
ENSG00000224470,ATXN1L,17,-0.1558,18,-0.0708,24,0.42541,15,-0.2558,23,0.34858
ENSG00000182149,IST1,74,0.18508,56,-0.4331,103,0.66896,58,-0.2459,70,0.05082
ENSG00000102984,ZNF821,26,0.43020,21,-0.1068,3,-2.8752,23,0.10368,26,0.27347
ENSG00000140830,TXNL4B,18,0.21195,17,0.07649,19,0.19197,0,-6.3637,23,0.47470
ENSG00000140829,DHX38,43,0.40541,27,-0.6114,47,0.40225,46,0.37758,26,-0.5178
ENSG00000260664,AC004158.1,16,-1.5723,18,-1.3403,83,1.36105,161,2.71517,21,-0.8104
ENSG00000140836,ZFHX3,25,-1.1400,36,-0.4345,36,-0.3411,106,1.45430,103,1.39905
ENSG00000103035,PSMD7,215,0.47889,143,-0.4545,189,0.11010,153,-0.2177,166,-0.0916
ENSG00000090863,GLG1,147,0.19472,108,-0.4743,166,0.32769,181,0.47125,119,-0.2036
ENSG00000103089,FA2H,15,-1.8102,11,-2.2429,258,3.90193,48,0.32759,17,-1.2074
ENSG00000103091,WDR59,29,-0.1441,20,-0.8440,48,0.68771,39,0.34680,57,0.99441
ENSG00000186187,ZNRF1,45,0.62536,38,0.21430,14,-1.3317,9,-1.9166,26,-0.4361
ENSG00000184517,ZFP1,28,0.61824,17,-0.5186,9,-1.2988,10,-1.0981,39,0.97105
ENSG00000050820,BCAR1,54,0.05671,52,-0.0411,84,0.75579,33,-0.7380,40,-0.4292
ENSG00000153774,CFDP1,168,0.53043,114,-0.3627,157,0.23889,135,-0.0023,65,-1.1246
ENSG00000166822,TMEM170A,24,-0.4711,26,-0.2894,41,0.49807,38,0.40072,49,0.80952
ENSG00000183196,CHST6,1,-3.3276,12,0.53259,52,3.16551,1,-2.8676,0,-3.7897
ENSG00000205084,TMEM231,12,-0.4599,20,0.63452,12,-0.3569,3,-2.2110,24,0.73683
ENSG00000034713,GABARAPL2,207,-0.1507,287,0.64230,247,0.17589,101,-1.2056,111,-1.0624
ENSG00000065457,ADAT1,15,-0.2038,13,-0.5801,16,-0.0809,21,0.30765,37,1.27959
ENSG00000065427,KARS,56,0.13807,60,0.30284,35,-0.6384,43,-0.3060,38,-0.5176
ENSG00000166848,TERF2IP,572,0.68593,329,-0.5834,361,-0.2881,341,-0.3774,467,0.11610
ENSG00000152910,CNTNAP4,49,-0.4824,37,-0.9976,151,1.51141,142,1.40540,38,-0.7546
ENSG00000103111,MON1B,50,-0.4080,48,-0.4860,105,0.91764,131,1.30106,35,-0.8479
ENSG00000171724,VAT1L,53,1.60344,20,-0.8030,5,-2.5594,17,-0.9087,17,-0.8817
ENSG00000186153,WWOX,20,-0.7936,29,-0.0540,58,1.11285,19,-0.6784,52,0.93439
ENSG00000178573,MAF,38,0.32818,42,0.61740,20,-0.7225,8,-2.0739,12,-1.4714
ENSG00000166446,CDYL2,36,0.60298,35,0.56193,4,-2.7974,7,-2.0775,12,-1.2458
ENSG00000103121,CMC2,43,-0.2108,64,0.71948,39,-0.3114,19,-1.3697,38,-0.3475
ENSG00000166454,ATMIN,130,0.95182,67,-0.6357,52,-0.8569,49,-0.9363,103,0.21686
ENSG00000140905,GCSH,65,-0.9552,159,1.13799,127,0.32263,44,-1.2935,74,-0.5250
ENSG00000153815,CMIP,157,0.77641,94,-0.4271,49,-1.3001,109,-0.0854,104,-0.1634
ENSG00000197943,PLCG2,49,-0.2850,57,0.02683,48,-0.2288,67,0.29549,77,0.51273
ENSG00000135698,MPHOSPH6,79,0.29305,66,-0.1244,50,-0.5001,52,-0.4390,84,0.29881
ENSG00000140945,CDH13,115,1.16320,66,-0.2553,11,-2.8491,27,-1.5171,55,-0.4673
ENSG00000230989,HSBP1,160,-0.0212,210,0.63653,169,0.06835,71,-1.2560,61,-1.4961
ENSG00000103150,MLYCD,8,-1.1978,13,-0.4524,25,0.73296,30,1.01313,34,1.28132
ENSG00000103154,NECAB2,14,-0.9753,42,1.85046,4,-2.5674,18,-0.3593,3,-2.9659
ENSG00000140943,MBTPS1,64,0.49593,36,-0.7354,37,-0.5341,42,-0.3469,93,0.93767
ENSG00000103160,HSDL1,65,0.88044,36,-0.5546,17,-1.5073,46,-0.0268,43,-0.1269
ENSG00000103168,TAF1C,13,-0.4436,14,-0.4252,10,-0.7458,9,-0.9814,56,2.10735
ENSG00000103187,COTL1,50,-0.4307,86,0.87943,49,-0.3234,13,-2.3163,64,0.08841
ENSG00000135686,KLHL36,24,-0.7322,36,0.11423,26,-0.3955,34,0.02726,74,1.31092
ENSG00000103194,USP10,86,0.95808,47,-0.4903,43,-0.4830,22,-1.4736,54,-0.1395
ENSG00000153786,ZDHHC7,27,0.94501,15,-0.4028,9,-1.0337,17,-0.1702,9,-1.0456
ENSG00000135709,KIAA0513,204,1.06753,125,-0.1801,13,-3.4442,60,-1.2475,105,-0.4042
ENSG00000131149,GSE1,35,0.40681,33,0.24600,3,-3.2058,26,-0.1966,24,-0.3223
ENSG00000131148,EMC8,17,-0.3279,21,0.19075,28,0.58802,11,-0.8913,24,0.31434
ENSG00000131143,COX4I1,795,-0.3055,1439,1.22699,491,-0.9604,297,-1.7144,333,-1.5436
ENSG00000103264,FBXO31,56,0.52703,39,-0.3022,15,-1.6220,28,-0.7249,71,0.74150
ENSG00000140941,MAP1LC3B,217,0.38842,198,0.15845,144,-0.3924,90,-1.0975,136,-0.4721
ENSG00000140948,ZCCHC14,24,-0.2741,31,0.25915,21,-0.4084,23,-0.2923,39,0.54619
ENSG00000154118,JPH3,110,-0.1111,169,0.99983,14,-3.0815,59,-1.0220,79,-0.5952
ENSG00000103257,SLC7A5,91,0.64423,60,-0.3325,19,-1.9470,73,0.07788,73,0.07584
ENSG00000179588,ZFPM1,24,0.13259,29,0.55619,25,0.14976,12,-0.9683,2,-3.3413
ENSG00000158545,ZC3H18,29,-0.5256,20,-1.2472,47,0.33540,121,2.01610,51,0.47192
ENSG00000051523,CYBA,10,-0.8432,31,2.06837,3,-2.2699,5,-1.6903,0,-5.3336
ENSG00000167508,MVD,22,-0.7216,34,0.14150,27,-0.2686,44,0.51236,55,0.87027
ENSG00000260630,SNAI3-AS1,14,-0.0917,20,0.78979,3,-2.1626,13,-0.2079,8,-0.8528
ENSG00000198931,APRT,30,0.02801,45,1.04481,24,-0.3649,1,-4.1601,4,-2.9039
ENSG00000167515,TRAPPC2L,73,0.08811,91,0.63348,54,-0.4160,21,-1.8508,43,-0.7666
ENSG00000176715,ACSF3,20,0.13510,12,-0.9575,21,0.16525,23,0.27735,38,1.11620
ENSG00000167522,ANKRD11,430,-0.1241,246,-1.2248,475,0.06824,1160,1.59148,667,0.61878
ENSG00000197912,SPG7,89,0.12307,65,-0.5467,58,-0.5711,114,0.49617,137,0.80291
ENSG00000167526,RPL13,786,-1.0000,1781,0.82612,1534,0.28060,1742,0.48838,611,-1.1477
ENSG00000131165,CHMP1A,42,0.00418,49,0.38217,27,-0.6542,39,-0.1087,30,-0.5429
ENSG00000185324,CDK10,22,0.07174,21,0.01692,9,-1.3105,19,-0.1097,31,0.64037
ENSG00000075399,VPS9D1,35,0.47874,27,-0.1217,10,-1.5662,10,-1.5994,46,0.79369
ENSG00000158805,ZNF276,13,-0.8944,10,-1.3602,42,1.16405,50,1.45667,42,1.17678
ENSG00000204991,SPIRE2,12,-0.6861,18,0.20901,3,-2.3565,19,0.20325,41,1.47704
ENSG00000141002,TCF25,256,0.33431,159,-0.6965,163,-0.4807,300,0.48359,320,0.59240
ENSG00000258947,TUBB3,212,1.00977,135,-0.1471,11,-3.7865,71,-1.0853,115,-0.3574
ENSG00000140995,DEF8,62,0.39280,64,0.46212,24,-1.1690,10,-2.3999,40,-0.4162
ENSG00000177946,CENPBD1,22,0.97506,10,-0.8275,18,0.22241,2,-2.9119,18,0.30287
ENSG00000003249,DBNDD1,55,0.35043,67,0.89004,8,-2.5955,15,-1.7657,10,-2.3410
ENSG00000141013,GAS8,25,0.80404,12,-0.8382,12,-0.5626,3,-2.6346,36,1.12562
ENSG00000272636,DOC2B,14,-0.7446,26,0.60470,5,-2.0246,36,0.95541,21,0.05904
ENSG00000141252,VPS53,127,0.42725,81,-0.5644,57,-0.9444,89,-0.2758,188,0.94130
ENSG00000167699,GLOD4,84,0.88097,49,-0.4008,21,-1.5699,37,-0.7161,62,0.07344
ENSG00000177370,TIMM22,25,0.56955,19,-0.1193,6,-1.8453,8,-1.4355,30,0.62568
ENSG00000159842,ABR,270,0.42602,239,0.12978,57,-2.0768,120,-0.9795,272,0.29940
ENSG00000108953,YWHAE,987,0.13334,989,0.13757,1269,0.49796,554,-0.8073,522,-0.8977
ENSG00000167193,CRK,128,0.43201,90,-0.3652,107,0.00249,109,0.03300,87,-0.3337
ENSG00000132376,INPP5K,26,0.54547,18,-0.2789,14,-0.6432,14,-0.6201,24,0.21229
ENSG00000174238,PITPNA,139,0.80946,106,0.11264,30,-1.8239,19,-2.4976,81,-0.3472
ENSG00000167703,SLC43A2,51,0.40635,39,-0.1989,16,-1.5195,27,-0.7210,69,0.77116
ENSG00000167705,RILP,15,-0.1833,28,1.62513,3,-2.4258,0,-7.1385,1,-3.5918
ENSG00000174231,PRPF8,131,0.56088,114,0.20134,59,-0.8768,15,-2.8994,93,-0.1776
ENSG00000132386,SERPINF1,69,1.97391,25,-0.7324,1,-5.2939,12,-1.6809,7,-2.3304
ENSG00000132383,RPA1,62,0.26136,58,0.10865,58,0.06711,24,-1.2821,47,-0.2424
ENSG00000185924,RTN4RL1,28,1.52866,16,-0.0155,0,-6.7149,1,-3.2757,0,-4.2487
ENSG00000070366,SMG6,37,-0.3377,22,-1.3738,55,0.35654,114,1.61732,77,0.92634
ENSG00000167721,TSR1,37,0.17875,26,-0.5613,39,0.19670,60,0.90355,25,-0.4621
ENSG00000141258,SGSM2,60,-0.4809,85,0.27823,25,-1.6697,60,-0.3526,165,1.29552
ENSG00000070444,MNT,24,-0.3649,33,0.32940,12,-1.3003,36,0.37389,38,0.46092
ENSG00000127804,METTL16,13,-1.1815,16,-0.7268,40,0.86760,49,1.19984,52,1.33103
ENSG00000007168,PAFAH1B1,378,0.98526,220,-0.3535,173,-0.6222,135,-0.9995,146,-0.8798
ENSG00000132361,CLUH,37,-0.0890,41,0.11977,16,-1.3177,42,0.13251,56,0.58084
ENSG00000132359,RAP1GAP2,80,0.62180,64,0.07315,5,-3.6518,32,-0.9962,69,0.16844
ENSG00000108381,ASPA,14,-2.6529,11,-2.9623,340,3.25821,223,2.24040,26,-1.3187
ENSG00000213977,TAX1BP3,10,-1.6422,26,0.22587,63,1.63907,28,0.25720,26,0.15892
ENSG00000127774,EMC6,21,-0.7326,45,1.05289,21,-0.5402,1,-4.5869,44,0.61952
ENSG00000083457,ITGAE,29,-0.1328,46,1.04254,23,-0.4514,8,-1.9307,7,-2.0851
ENSG00000074356,NCBP3,24,-1.8851,28,-1.6390,116,0.93964,317,2.97176,79,0.31223
ENSG00000004660,CAMKK1,177,0.74789,121,-0.1847,6,-4.5106,83,-0.7145,165,0.36294
ENSG00000074755,ZZEF1,23,0.22434,11,-1.1832,24,0.22179,24,0.21562,44,1.23146
ENSG00000167740,CYB5D2,49,0.67876,35,-0.1177,39,0.07697,12,-1.6495,20,-0.8958
ENSG00000185722,ANKFY1,27,-0.4658,32,-0.0555,51,0.68730,23,-0.5790,55,0.83212
ENSG00000132388,UBE2G1,58,0.70976,33,-0.5657,56,0.38548,39,-0.2038,20,-1.1557
ENSG00000183018,SPNS2,33,0.39390,19,-0.8486,36,0.37143,48,0.86639,19,-0.6090
ENSG00000132382,MYBBP1A,38,0.14574,34,-0.0741,19,-0.9754,41,0.21971,42,0.27819
ENSG00000141456,PELP1,75,-0.1019,47,-1.0021,93,0.28551,186,1.45953,91,0.24939
ENSG00000141480,ARRB2,49,0.52922,47,0.38735,14,-1.5365,19,-1.0756,18,-1.2004
ENSG00000142507,PSMB6,106,0.21046,119,0.50433,51,-0.9705,62,-0.6835,50,-1.0155
ENSG00000141503,MINK1,37,-0.4361,53,0.32491,31,-0.5993,50,0.13045,64,0.51874
ENSG00000108528,SLC25A11,109,0.70000,82,-0.0072,33,-1.3981,43,-0.9964,65,-0.3698
ENSG00000108523,RNF167,73,0.45580,64,0.12813,52,-0.2182,7,-3.2316,57,-0.0787
ENSG00000108518,PFN1,106,-0.2064,140,0.44459,169,0.60336,74,-0.7015,53,-1.2076
ENSG00000091640,SPAG7,58,0.70460,46,0.12727,25,-0.8862,9,-2.3996,31,-0.5583
ENSG00000108509,CAMTA2,89,0.45567,88,0.43029,8,-3.3245,17,-2.2091,77,0.06260
ENSG00000129250,KIF1C,19,-2.2379,49,-0.5603,132,1.20913,272,2.64520,28,-1.2609
ENSG00000234327,AC012146.1,14,-0.3394,22,0.81342,20,0.38203,7,-1.2295,5,-1.6140
ENSG00000029725,RABEP1,259,0.52333,147,-0.7288,253,0.30644,259,0.34780,160,-0.4160
ENSG00000108559,NUP88,18,0.62027,11,-0.4675,25,0.93963,2,-2.5649,9,-0.5872
ENSG00000129197,RPAIN,71,0.16469,70,0.12279,50,-0.4146,27,-1.3582,86,0.42935
ENSG00000108561,C1QBP,107,0.53960,97,0.29851,37,-1.2828,35,-1.3446,53,-0.7484
ENSG00000005100,DHX33,38,0.02733,26,-0.7243,34,-0.1712,56,0.64604,65,0.90917
ENSG00000072849,DERL2,19,-0.0179,23,0.37224,12,-0.7335,11,-0.8522,22,0.22810
ENSG00000091592,NLRP1,42,0.24478,40,0.12627,16,-1.2356,37,-0.0258,34,-0.1634
ENSG00000179314,WSCD1,7,-1.3024,15,0.15796,32,1.39099,10,-0.4326,22,0.77156
ENSG00000091622,PITPNM3,49,-0.6997,97,0.87972,9,-2.9422,83,0.31154,78,0.21453
ENSG00000198920,KIAA0753,16,-0.2133,13,-0.5940,8,-1.0984,21,0.30269,47,1.66545
ENSG00000129235,TXNDC17,40,-0.1925,63,0.94725,30,-0.5710,7,-2.6318,30,-0.5610
ENSG00000108590,MED31,21,0.08525,23,0.32117,9,-1.1653,13,-0.5941,22,0.17162
ENSG00000132530,XAF1,13,-1.9259,59,1.29948,32,-0.2023,10,-1.9436,73,1.12956
ENSG00000219200,RNASEK,265,0.24236,308,0.62636,117,-1.0992,127,-0.9711,91,-1.4689
ENSG00000258315,C17orf49,62,0.63070,50,0.12735,36,-0.4312,15,-1.7229,25,-0.9932
ENSG00000132535,DLG4,58,-0.3648,108,1.20491,5,-3.8805,50,-0.4954,39,-0.8897
ENSG00000072778,ACADVL,77,-0.2891,102,0.34541,81,-0.1364,30,-1.6052,141,0.76818
ENSG00000040633,PHF23,38,0.67178,27,-0.1395,20,-0.5507,16,-0.8909,21,-0.4811
ENSG00000170296,GABARAP,286,-0.2515,442,0.81319,330,0.04360,119,-1.5202,168,-1.0026
ENSG00000175826,CTDNEP1,83,-0.0075,92,0.22822,66,-0.3670,47,-0.8731,104,0.34747
ENSG00000170291,ELP5,37,0.67139,32,0.26769,14,-1.0387,13,-1.1835,8,-1.8277
ENSG00000132507,EIF5A,163,0.54990,153,0.38585,68,-1.0022,32,-2.1077,67,-1.0263
ENSG00000132522,GPS2,88,0.04018,72,-0.3951,100,0.24061,126,0.61997,83,-0.0493
ENSG00000215041,NEURL4,29,0.45616,29,0.45125,6,-1.9223,16,-0.6154,9,-1.4641
ENSG00000205544,TMEM256,34,-0.5586,63,0.90535,71,0.77525,21,-1.1086,6,-2.9194
ENSG00000169992,NLGN2,62,0.39550,46,-0.2928,47,-0.1792,44,-0.2817,55,0.08070
ENSG00000174282,ZBTB4,154,0.23647,150,0.17857,106,-0.4193,78,-0.8855,128,-0.1249
ENSG00000181222,POLR2A,101,0.58724,65,-0.4368,76,-0.0645,67,-0.2783,68,-0.2457
ENSG00000239697,TNFSF12,31,-0.2044,50,1.00451,17,-1.0481,12,-1.5163,20,-0.7957
ENSG00000161955,TNFSF13,18,-1.0970,64,2.17937,8,-2.0748,0,-8.1423,15,-1.1083
ENSG00000161960,EIF4A1,179,0.16144,171,0.05583,145,-0.2250,82,-1.1032,210,0.36603
ENSG00000129255,MPDU1,30,0.49292,25,0.00961,18,-0.4926,16,-0.6192,17,-0.6068
ENSG00000129245,FXR2,71,0.66420,53,-0.0840,40,-0.4812,9,-2.5774,55,0.00492
ENSG00000141504,SAT2,65,0.04418,76,0.44890,34,-0.9674,18,-1.8626,81,0.38678
ENSG00000129244,ATP1B2,263,-1.1658,823,1.60922,194,-1.3557,79,-2.6919,563,0.28622
ENSG00000108947,EFNB3,47,0.98262,30,-0.1265,3,-3.3997,13,-1.3759,28,-0.2096
ENSG00000183011,NAA38,181,-0.0830,291,1.17269,100,-0.9709,24,-3.0506,54,-1.8973
ENSG00000182224,CYB5D1,18,0.31975,15,-0.1728,13,-0.2688,9,-0.7937,20,0.39394
ENSG00000170004,CHD3,142,-0.0612,124,-0.3546,53,-1.5436,279,1.07298,209,0.58324
ENSG00000170043,TRAPPC1,96,0.47553,87,0.22822,54,-0.5772,15,-2.4541,65,-0.2913
ENSG00000179094,PER1,32,-0.5848,36,-0.3448,46,0.10736,64,0.63753,86,1.15309
ENSG00000220205,VAMP2,869,0.44123,735,0.03762,278,-1.4644,698,-0.0570,563,-0.3933
ENSG00000179029,TMEM107,15,0.35893,15,0.39465,13,0.04031,3,-2.1811,4,-1.5376
ENSG00000108961,RANGRF,24,0.59695,20,0.18931,11,-0.8425,15,-0.3798,3,-2.4724
ENSG00000161970,RPL26,313,-1.4124,1080,1.44690,842,0.43103,557,-0.2291,119,-2.5484
ENSG00000166579,NDEL1,68,0.61379,59,0.24306,10,-2.4486,38,-0.5386,28,-0.9989
ENSG00000133026,MYH10,392,1.08182,151,-1.0911,54,-2.3597,290,0.16866,347,0.46023
ENSG00000170310,STX8,52,0.40655,53,0.41750,34,-0.4104,5,-3.0289,26,-0.8065
ENSG00000007237,GAS7,372,0.24429,237,-0.7159,377,0.19006,509,0.68056,360,0.11505
ENSG00000133028,SCO1,31,-0.3169,35,-0.0715,27,-0.4240,56,0.72141,48,0.47981
ENSG00000065559,MAP2K4,204,1.48526,84,-0.7456,24,-2.4417,52,-1.2912,97,-0.3418
ENSG00000006740,ARHGAP44,77,0.76121,57,-0.0088,2,-4.4925,30,-0.9709,58,0.03304
ENSG00000006744,ELAC2,36,0.07398,38,0.20923,24,-0.5888,31,-0.1586,31,-0.1620
ENSG00000109099,PMP22,51,-1.6918,131,0.10671,447,2.26816,105,-0.2728,92,-0.4721
ENSG00000187607,ZNF286A,31,0.40703,13,-1.3663,18,-0.5537,45,0.89066,48,1.00676
ENSG00000214941,ZSWIM7,26,-0.2084,28,-0.0154,35,0.30078,47,0.78835,16,-0.8962
ENSG00000011295,TTC19,116,0.55283,80,-0.3111,42,-1.2025,75,-0.3274,115,0.35234
ENSG00000141027,NCOR1,266,-0.5632,204,-1.0722,420,0.30573,1011,1.84679,507,0.61585
ENSG00000166582,CENPV,41,0.41396,35,0.04815,26,-0.4606,23,-0.6160,25,-0.4693
ENSG00000170315,UBB,888,0.18311,1056,0.62122,807,-0.0256,133,-2.7329,311,-1.4865
ENSG00000175061,SNHG29,107,-0.8163,254,1.27394,109,-0.5872,104,-0.6603,92,-0.8395
ENSG00000141040,ZNF287,18,0.27950,11,-0.6809,18,0.18926,22,0.47937,18,0.19919
ENSG00000170160,CCDC144A,48,-3.1101,36,-3.5560,617,1.29723,1073,2.38414,1099,2.43732
ENSG00000133030,MPRIP,208,0.17902,171,-0.2532,116,-0.7789,262,0.49703,221,0.22099
ENSG00000154803,FLCN,20,-0.8024,15,-1.3029,19,-0.6859,81,1.71846,84,1.80565
ENSG00000141030,COPS3,83,1.20522,39,-0.6388,24,-1.2234,10,-2.3907,60,0.20332
ENSG00000141026,MED9,26,0.85051,17,-0.2507,9,-1.0230,17,-0.1920,8,-1.2374
ENSG00000108551,RASD1,194,0.66383,146,-0.0349,18,-3.1213,72,-1.1016,181,0.31898
ENSG00000133027,PEMT,17,-0.1019,24,0.72178,13,-0.4735,2,-3.0896,18,-0.0410
ENSG00000108557,RAI1,43,0.60743,26,-0.5105,14,-1.2839,25,-0.4663,52,0.71933
ENSG00000072310,SREBF1,26,-1.3527,51,-0.0653,139,1.65026,53,0.00081,78,0.63088
ENSG00000175662,TOM1L2,104,0.55298,82,-0.0086,62,-0.4332,35,-1.2853,66,-0.3372
ENSG00000108591,DRG2,29,0.45356,14,-0.9696,18,-0.3972,29,0.30331,40,0.87209
ENSG00000091542,ALKBH5,92,0.20879,93,0.23307,89,0.08266,28,-1.6841,69,-0.3120
ENSG00000177731,FLII,45,1.19629,22,-0.5738,31,0.13501,6,-2.3292,11,-1.3741
ENSG00000176994,SMCR8,18,-0.0602,19,0.05613,10,-0.9061,12,-0.6592,34,0.96240
ENSG00000273018,FAM106A,27,-0.1081,18,-0.8841,26,-0.0934,23,-0.3102,80,1.78864
ENSG00000141127,PRPSAP2,50,0.41389,35,-0.3969,59,0.54672,16,-1.4920,48,0.20468
ENSG00000072134,EPN2,62,-0.1225,55,-0.3705,132,1.17062,55,-0.2728,64,-0.0323
ENSG00000108641,B9D1,25,0.80566,20,0.24366,6,-1.5490,1,-3.4735,11,-0.7868
ENSG00000128482,RNF112,46,0.18940,25,-1.0155,7,-2.5463,26,-0.7218,145,2.17513
ENSG00000072210,ALDH3A2,60,0.25602,44,-0.4468,55,0.02005,35,-0.6576,88,0.78888
ENSG00000083290,ULK2,41,-0.9131,71,0.21534,74,0.20806,29,-1.1996,160,1.52181
ENSG00000108599,AKAP10,41,0.54462,30,-0.1924,24,-0.4611,9,-1.8470,43,0.40979
ENSG00000128487,SPECC1,117,-0.9353,137,-0.6219,381,1.20193,414,1.35459,221,0.28314
ENSG00000124422,USP22,262,0.74593,143,-0.6484,90,-1.1880,172,-0.1920,259,0.46032
ENSG00000109016,DHRS7B,17,0.34534,20,0.77354,11,-0.3484,0,-7.0158,1,-3.0847
ENSG00000212719,LINC02693,44,0.80971,32,0.03178,6,-2.5258,22,-0.5792,18,-0.8946
ENSG00000256618,MTRNR2L1,39,-1.5371,140,1.31577,45,-1.0014,169,1.11213,21,-2.0882
ENSG00000109046,WSB1,115,-0.8700,66,-1.8405,530,1.91822,228,0.42213,447,1.59313
ENSG00000141068,KSR1,29,0.45721,18,-0.5723,23,-0.0636,32,0.46650,19,-0.3225
ENSG00000232859,LYRM9,50,0.16984,53,0.27628,15,-1.6593,55,0.26862,31,-0.6095
ENSG00000087095,NLK,192,0.73961,121,-0.3614,62,-1.2626,86,-0.7850,171,0.29118
ENSG00000109083,IFT20,32,0.18322,26,-0.3315,41,0.49401,30,0.02670,26,-0.2351
ENSG00000109079,TNFAIP1,46,0.72886,31,-0.2410,22,-0.6936,16,-1.1620,33,-0.0754
ENSG00000004142,POLDIP2,75,0.73506,48,-0.3115,31,-0.8776,52,-0.1013,37,-0.6386
ENSG00000244045,TMEM199,22,0.59954,15,-0.2645,15,-0.1441,3,-2.6365,21,0.37492
ENSG00000109103,UNC119,45,0.65341,37,0.17403,2,-3.8519,34,-0.0124,14,-1.3562
ENSG00000087111,PIGS,33,0.34286,33,0.34438,23,-0.2929,9,-1.6992,17,-0.8085
ENSG00000109107,ALDOC,770,-0.1241,1228,1.08736,379,-1.1775,141,-2.6415,444,-0.9398
ENSG00000007202,KIAA0100,43,0.00219,54,0.53388,32,-0.4291,29,-0.5759,24,-0.8882
ENSG00000132581,SDF2,21,-0.0070,26,0.53977,20,-0.0456,4,-2.2333,17,-0.3112
ENSG00000109111,SUPT6H,67,-0.2891,48,-0.9152,100,0.43943,167,1.31838,109,0.57694
ENSG00000109113,RAB34,9,-1.5464,40,1.96373,4,-2.3077,3,-2.7234,25,0.32557
ENSG00000198242,RPL23A,321,-1.4833,1104,1.28909,990,0.58835,723,0.07762,162,-2.1902
