Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000124228,DDX27,85,0.48174,75,0.26434,102,0.92971,50,-0.3557,42,-0.7059,35,-0.9267,50,-0.4211
ENSG00000124201,ZNFX1,49,0.21441,42,-0.0610,55,0.45920,41,-0.0741,33,-0.4586,47,0.12479,38,-0.2238
ENSG00000177410,ZFAS1,140,0.56066,82,-0.3064,33,-1.7739,195,1.14165,151,0.81312,67,-0.6051,68,-0.6372
ENSG00000158445,KCNB1,27,-2.8041,231,0.44612,260,0.74839,79,-1.2404,116,-0.7163,275,0.73555,197,0.20747
ENSG00000158470,B4GALT5,19,-1.7429,43,-0.5060,58,-0.0680,45,-0.4587,37,-0.8441,60,0.00793,122,1.44633
ENSG00000158480,SPATA2,25,-0.8855,37,-0.2840,39,-0.1938,26,-0.7840,64,0.72289,36,-0.3185,54,0.38220
ENSG00000124226,RNF114,49,0.65339,35,0.13533,17,-1.1030,53,0.80913,30,-0.1240,29,-0.1828,32,-0.0044
ENSG00000244687,UBE2V1,55,-1.0878,83,-0.4593,107,-0.0670,110,-0.0161,128,0.26354,104,-0.1031,144,0.48580
ENSG00000240849,TMEM189,52,1.06011,30,0.15478,23,-0.2892,23,-0.2464,22,-0.3492,22,-0.3050,27,-0.0019
ENSG00000172216,CEBPB,19,-1.5579,82,0.74828,38,-0.5318,41,-0.3805,90,1.06728,45,-0.2193,39,-0.5094
ENSG00000196396,PTPN1,25,0.10518,29,0.33830,36,0.81045,12,-0.9595,16,-0.6518,15,-0.6591,25,0.07292
ENSG00000124243,BCAS4,5,-2.8255,19,-1.0016,42,0.19244,29,-0.4112,52,0.60340,26,-0.5637,54,0.69067
ENSG00000101126,ADNP,67,-0.4366,110,0.34866,112,0.42243,65,-0.4864,82,-0.1347,94,0.07977,82,-0.1375
ENSG00000000419,DPM1,13,-1.3516,42,0.43025,30,-0.1119,23,-0.5100,22,-0.6673,28,-0.2144,56,1.07131
ENSG00000054793,ATP9A,178,-0.6504,209,-0.4021,260,-0.0658,187,-0.5722,240,-0.2005,358,0.46359,380,0.65495
ENSG00000182463,TSHZ2,23,-1.7518,138,1.06726,89,0.36045,21,-1.8885,10,-3.0880,240,2.12584,55,-0.4804
ENSG00000064787,BCAS1,2739,3.65396,55,-3.2168,365,-0.4407,154,-1.7102,41,-3.7805,743,0.75907,95,-2.5640
ENSG00000101132,PFDN4,104,0.16725,121,0.41214,88,-0.1145,68,-0.5010,83,-0.2143,112,0.28733,95,0.02856
ENSG00000101134,DOK5,6,-1.8676,25,0.29100,4,-2.3398,27,0.41051,34,0.94064,17,-0.2871,28,0.54540
ENSG00000054803,CBLN4,0,-8.7730,75,1.18946,14,-1.6140,22,-0.7802,71,1.33367,14,-1.4944,44,0.31173
ENSG00000124098,FAM210B,57,-0.0324,70,0.28504,41,-0.6124,78,0.46415,79,0.56796,64,0.13023,38,-0.7361
ENSG00000022277,RTF2,201,1.02622,94,-0.2288,86,-0.3983,133,0.33189,125,0.25867,62,-0.8582,86,-0.4058
ENSG00000101144,BMP7,52,0.76828,8,-2.0365,35,0.14029,106,2.09761,30,-0.1576,16,-1.0419,6,-2.5150
ENSG00000101146,RAE1,10,-1.3364,27,0.14501,26,0.09760,12,-1.1154,29,0.28382,14,-0.8172,37,0.74969
ENSG00000124225,PMEPA1,82,-0.2951,138,0.53521,98,-0.0285,91,-0.1306,92,-0.1312,157,0.75528,72,-0.5539
ENSG00000124209,RAB22A,74,-0.3382,103,0.18217,91,-0.0066,94,0.03761,89,-0.0478,128,0.54190,79,-0.2708
ENSG00000124164,VAPB,63,-0.8657,167,0.69401,124,0.22583,77,-0.5449,80,-0.5424,126,0.22724,127,0.26956
ENSG00000124222,STX16,152,0.85230,71,-0.3755,119,0.49894,58,-0.7020,59,-0.7318,97,0.11011,87,-0.0815
ENSG00000087460,GNAS,942,-1.0149,3327,1.02029,1443,-0.3973,1906,0.08402,1773,-0.0353,1517,-0.2786,1981,0.16600
ENSG00000101158,NELFCD,44,0.34325,20,-0.9065,27,-0.4491,36,0.03060,31,-0.2448,39,0.14458,50,0.63882
ENSG00000101160,CTSZ,15,-0.3088,21,0.18978,22,0.25460,22,0.24822,23,0.36205,16,-0.2717,12,-0.7243
ENSG00000124172,ATP5F1E,934,-0.0012,827,-0.1946,439,-1.2672,1298,0.53781,1513,0.93677,933,-0.0020,724,-0.4461
ENSG00000101166,PRELID3B,33,0.65173,31,0.51552,13,-0.8685,26,0.26830,19,-0.2503,18,-0.3506,25,0.19099
ENSG00000087495,PHACTR3,337,1.15486,89,-0.9994,251,0.74552,185,0.13895,111,-0.7326,166,-0.0363,98,-0.9281
ENSG00000196074,SYCP2,21,-0.1551,22,-0.1432,71,2.55445,12,-0.9896,7,-1.9192,1,-4.7214,12,-1.1106
ENSG00000196227,FAM217B,147,-0.9802,372,0.49213,411,0.76949,171,-0.7439,197,-0.5802,317,0.22947,264,-0.0734
ENSG00000179242,CDH4,12,-1.0803,2,-3.5255,31,0.39800,57,1.43477,26,0.08079,20,-0.2929,21,-0.2929
ENSG00000149657,LSM14B,24,-0.6554,53,0.61396,39,0.12561,13,-1.5080,41,0.22119,22,-0.7868,45,0.42051
ENSG00000101182,PSMA7,199,-0.1333,315,0.61583,191,-0.2164,217,0.00680,211,-0.0410,109,-1.0613,258,0.32903
ENSG00000184402,SS18L1,29,-0.8756,47,-0.1323,50,-0.0488,28,-0.9156,62,0.34459,52,0.03070,66,0.47376
ENSG00000101180,HRH3,17,-1.0721,16,-1.1928,13,-1.6251,44,0.33900,34,-0.0660,72,1.19437,55,0.84405
ENSG00000130703,OSBPL2,34,-0.2670,39,-0.0167,27,-0.6590,36,-0.1543,57,0.68507,29,-0.5187,46,0.25979
ENSG00000130706,ADRM1,34,-0.9181,78,0.37656,26,-1.4040,62,-0.0073,104,1.01202,46,-0.4556,69,0.19419
ENSG00000171858,RPS21,987,0.00740,734,-0.4599,341,-1.7440,2225,1.39666,1590,0.93523,1014,0.04963,503,-1.1311
ENSG00000060491,OGFR,8,-2.6584,65,0.48487,42,-0.2491,40,-0.2934,44,-0.1469,27,-0.8612,84,1.10302
ENSG00000101190,TCFL5,49,1.17250,15,-0.7065,10,-1.3950,28,0.24894,26,0.10162,26,0.11556,26,0.11940
ENSG00000101191,DIDO1,38,0.43304,27,-0.0846,44,0.80326,23,-0.3399,17,-0.8274,15,-0.9495,30,0.10918
ENSG00000101193,GID8,21,-1.1985,11,-2.1874,38,-0.3801,43,-0.1372,57,0.34111,61,0.42099,73,0.82608
ENSG00000149658,YTHDF1,25,-0.1196,12,-1.2130,16,-0.8453,41,0.69634,31,0.27610,16,-0.7872,39,0.73539
ENSG00000101198,NKAIN4,44,1.40587,4,-2.1875,11,-0.9206,54,1.79402,25,0.50914,8,-1.2593,4,-2.3369
ENSG00000101199,ARFGAP1,26,-0.5510,19,-1.0210,34,-0.1517,20,-0.9574,48,0.49311,52,0.56802,44,0.32176
ENSG00000101204,CHRNA4,6,-2.2202,5,-2.3188,29,0.21654,21,-0.3287,15,-0.9056,50,1.10870,43,1.02706
ENSG00000075043,KCNQ2,13,-3.4017,127,0.02014,112,-0.1977,119,-0.0869,132,0.09197,173,0.52802,167,0.53692
ENSG00000101210,EEF1A2,33,-4.2020,498,-0.1966,329,-0.9162,570,0.01731,765,0.57614,548,-0.0436,898,0.90410
ENSG00000125534,PPDPF,153,0.80961,80,-0.2510,34,-1.6485,164,0.93231,129,0.61167,70,-0.4462,71,-0.4913
ENSG00000197457,STMN3,42,-2.6931,226,-0.1583,173,-0.6357,240,-0.0618,285,0.24165,293,0.25934,390,0.86067
ENSG00000101246,ARFRP1,25,-0.5984,18,-1.1418,23,-0.8243,36,-0.0535,52,0.61307,52,0.53354,46,0.40046
ENSG00000197114,ZGPAT,4,-2.1897,10,-1.0490,18,-0.1493,17,-0.2182,40,1.38113,11,-0.9787,21,0.05686
ENSG00000125520,SLC2A4RG,29,0.36277,26,0.20321,18,-0.4048,29,0.40081,32,0.64097,17,-0.4697,13,-0.8738
ENSG00000101150,TPD52L2,41,-0.1053,20,-1.1540,27,-0.8339,33,-0.4285,59,0.58579,36,-0.2787,66,0.79696
ENSG00000101152,DNAJC5,26,-2.7710,129,-0.3812,123,-0.5101,152,-0.1328,193,0.28643,232,0.55766,239,0.70698
ENSG00000198276,UCKL1,24,0.33047,8,-1.3091,22,0.22567,34,0.89574,17,-0.2790,9,-1.1425,21,0.15908
ENSG00000196700,ZNF512B,10,-1.2976,21,-0.2793,31,0.43472,18,-0.4694,15,-0.8396,47,1.06150,29,0.29883
ENSG00000101161,PRPF6,162,0.48314,143,0.27958,155,0.47006,91,-0.4371,113,-0.1158,67,-0.8997,102,-0.2875
ENSG00000171703,TCEA2,50,-1.4567,130,0.01409,64,-1.1675,145,0.19229,193,0.77393,138,0.11474,155,0.34142
ENSG00000125510,OPRL1,1,-4.8171,26,-0.2455,28,-0.1505,10,-1.5908,54,1.14636,24,-0.3824,39,0.46234
ENSG00000203880,PCMTD2,38,-0.5063,63,0.29278,54,0.04783,53,0.00968,48,-0.1571,50,-0.0836,59,0.20450
ENSG00000280071,GATD3B,25,-0.2818,17,-0.8240,23,-0.3859,23,-0.3904,45,0.81848,28,-0.0614,32,0.14234
ENSG00000155304,HSPA13,29,-1.7475,79,-0.2174,65,-0.5854,70,-0.4230,121,0.53929,103,0.19071,129,0.65423
ENSG00000180530,NRIP1,72,-0.4216,78,-0.2979,137,0.71743,47,-1.0511,97,0.06493,113,0.30537,80,-0.2846
ENSG00000229425,AJ009632.2,0,-7.9975,6,-1.8816,26,0.39790,23,0.16416,24,0.22918,22,0.06701,30,0.64392
ENSG00000155313,USP25,61,0.42330,34,-0.4932,50,0.11379,44,-0.1187,42,-0.1917,37,-0.3810,55,0.28286
ENSG00000215386,MIR99AHG,127,0.76596,50,-0.7067,153,1.31871,96,0.29643,49,-0.8174,38,-1.1180,40,-1.1658
ENSG00000154639,CXADR,98,0.75984,72,0.24342,74,0.32915,47,-0.4138,51,-0.3294,62,0.01149,44,-0.5861
ENSG00000224924,LINC00320,252,3.95069,6,-2.6980,20,-1.0958,6,-2.6450,8,-2.4544,33,-0.2635,20,-1.1608
ENSG00000154654,NCAM2,158,-0.1366,236,0.51201,204,0.31447,95,-0.9161,152,-0.2209,113,-0.6615,203,0.30851
ENSG00000154721,JAM2,27,-0.5987,49,0.37895,19,-1.2320,58,0.65223,60,0.80687,21,-0.9389,39,0.01336
ENSG00000154723,ATP5PF,147,-0.8003,221,-0.1631,97,-1.5399,319,0.42664,436,1.14180,155,-0.7134,272,0.18796
ENSG00000142192,APP,861,0.11038,948,0.26611,986,0.37727,263,-1.7143,523,-0.7406,738,-0.1362,1107,0.60284
ENSG00000198862,LTN1,123,1.25266,77,0.44988,81,0.61397,23,-1.4388,27,-1.2732,42,-0.5261,52,-0.2129
ENSG00000156256,USP16,235,1.32679,147,0.50345,144,0.54585,79,-0.4842,75,-0.6114,70,-0.6796,53,-1.1779
ENSG00000156261,CCT8,29,-1.7461,125,0.50059,59,-0.7705,66,-0.5152,115,0.40511,44,-1.1329,155,1.01216
ENSG00000171189,GRIK1,7,-2.4312,84,1.46375,37,0.09502,30,-0.2704,44,0.40015,10,-1.9439,31,-0.2470
ENSG00000156299,TIAM1,61,-0.7058,136,0.58117,89,-0.1264,89,-0.1123,77,-0.3799,99,0.06024,119,0.40854
ENSG00000142168,SOD1,369,-0.5066,518,0.02879,289,-0.9625,468,-0.1346,635,0.41001,396,-0.3992,746,0.72914
ENSG00000156304,SCAF4,48,1.21837,14,-0.8016,32,0.57317,24,0.04159,15,-0.7248,11,-1.1127,21,-0.1812
ENSG00000142207,URB1,21,-0.0756,15,-0.6157,28,0.40087,21,-0.0982,29,0.45749,10,-1.1538,22,-0.0761
ENSG00000159079,CFAP298,62,-0.1193,112,0.86460,84,0.43426,57,-0.2500,61,-0.1549,40,-0.8044,52,-0.4160
ENSG00000159082,SYNJ1,37,-2.2257,141,-0.1889,161,0.02417,82,-1.0228,128,-0.3885,192,0.30460,281,1.12224
ENSG00000159086,PAXBP1,183,2.02596,75,0.39978,83,0.67644,24,-1.3850,19,-1.7789,27,-1.1973,35,-0.8716
ENSG00000205927,OLIG2,145,2.61843,6,-2.5194,16,-1.3072,46,0.40526,30,-0.2956,19,-0.9747,23,-0.7089
ENSG00000184221,OLIG1,336,2.18354,32,-1.7491,41,-1.4714,166,0.84275,91,-0.1590,75,-0.4393,62,-0.8069
ENSG00000142166,IFNAR1,97,0.66736,37,-0.8583,72,0.20191,55,-0.2396,59,-0.1734,52,-0.3341,71,0.17789
ENSG00000159128,IFNGR2,18,-1.4492,67,0.55245,33,-0.6375,23,-1.0887,45,-0.0857,38,-0.3430,87,1.17915
ENSG00000142188,TMEM50B,33,-0.7438,62,0.21302,31,-0.9166,67,0.34352,50,-0.1243,61,0.19122,77,0.66617
ENSG00000159131,GART,24,0.35922,18,-0.0868,24,0.45604,17,-0.2095,13,-0.6309,5,-2.0356,26,0.58056
ENSG00000159140,SON,807,0.97879,637,0.57271,648,0.69861,336,-0.4547,314,-0.6206,269,-0.7981,258,-0.9440
ENSG00000205758,CRYZL1,64,0.39943,35,-0.5530,46,-0.1684,52,0.06156,58,0.25459,46,-0.1429,49,-0.0478
ENSG00000205726,ITSN1,160,-1.0368,297,-0.0839,549,1.11183,284,-0.1507,235,-0.4973,441,0.56317,188,-0.8674
ENSG00000241837,ATP5PO,134,-0.9849,241,-0.0742,106,-1.4494,254,0.00855,430,1.04503,147,-0.8382,339,0.55166
ENSG00000243927,MRPS6,16,-1.3855,28,-0.5412,18,-1.3088,48,0.33344,76,1.34827,29,-0.4418,41,0.08190
ENSG00000198743,SLC5A3,52,-0.3438,49,-0.4228,79,0.37824,54,-0.2732,74,0.25544,81,0.36303,51,-0.4069
ENSG00000159200,RCAN1,107,1.06721,84,0.65286,25,-1.3440,23,-1.3397,58,0.04407,52,-0.1454,66,0.29326
ENSG00000159228,CBR1,464,3.11780,39,-1.3465,30,-1.8823,100,0.10015,59,-0.7975,23,-2.1169,69,-0.5422
ENSG00000142197,DOP1B,17,-0.4728,18,-0.3115,37,0.92326,8,-1.4874,13,-0.9334,14,-0.7766,35,0.82744
ENSG00000159256,MORC3,77,0.82868,76,0.81789,54,0.28925,28,-0.7940,40,-0.2424,25,-0.9459,34,-0.5232
ENSG00000182670,TTC3,1045,-0.1803,1429,0.32472,2133,1.19858,650,-0.9169,718,-0.8370,1632,0.54426,621,-1.0736
ENSG00000157538,VPS26C,14,-0.5423,27,0.52273,16,-0.2915,29,0.65416,17,-0.2652,10,-1.0668,25,0.41845
ENSG00000157540,DYRK1A,58,-0.8039,99,0.03731,100,0.06524,86,-0.1846,100,0.06539,119,0.33850,102,0.09624
ENSG00000157542,KCNJ6,25,-2.8156,450,1.76283,252,0.82880,61,-1.5068,140,-0.2746,112,-0.5910,103,-0.8001
ENSG00000157557,ETS2,16,-2.8285,73,-0.5719,84,-0.3802,68,-0.6757,134,0.44922,107,0.02999,175,0.99483
ENSG00000183527,PSMG1,14,-0.8144,46,1.10383,15,-0.7055,19,-0.3013,17,-0.5154,18,-0.4304,36,0.82637
ENSG00000185658,BRWD1,285,0.37067,299,0.45104,301,0.53365,118,-1.0152,197,-0.2460,215,-0.0831,176,-0.4394
ENSG00000205581,HMGN1,157,0.98215,78,-0.1760,98,0.22708,136,0.73705,61,-0.6207,70,-0.3303,55,-0.7838
ENSG00000182093,GET1,84,-0.1621,85,-0.1516,45,-1.2112,76,-0.3198,111,0.31772,84,-0.1628,146,0.85708
ENSG00000183036,PCP4,6,-4.1890,163,0.57666,44,-1.5619,81,-0.5416,104,-0.1668,188,0.82022,204,1.14896
ENSG00000171587,DSCAM,10,-1.0616,22,0.07986,32,0.76840,13,-0.7350,18,-0.2753,14,-0.6089,26,0.36867
ENSG00000157601,MX1,5,-2.1434,14,-0.6777,16,-0.5220,27,0.37564,17,-0.3585,14,-0.6300,44,1.45149
ENSG00000157617,C2CD2,0,-7.4843,27,0.02210,30,0.17710,34,0.37317,40,0.71623,21,-0.3731,25,-0.1713
ENSG00000173276,ZBTB21,20,-0.9028,57,0.73874,29,-0.3920,17,-1.1476,32,-0.2249,80,1.34379,33,-0.1534
ENSG00000160188,RSPH1,11,-1.3547,24,-0.1207,13,-1.1364,34,0.41086,45,1.03865,32,0.31034,23,-0.2427
ENSG00000160194,NDUFV3,100,-0.0431,48,-1.1646,60,-0.9163,138,0.47324,149,0.69665,113,0.14949,106,0.06025
ENSG00000160208,RRP1B,47,0.68942,55,0.95387,33,0.13326,18,-0.7944,24,-0.4226,23,-0.4763,25,-0.3457
ENSG00000160209,PDXK,49,-2.0789,108,-0.8933,135,-0.6142,313,0.80328,224,0.27462,295,0.70530,221,0.25315
ENSG00000160213,CSTB,76,-0.3522,70,-0.4713,53,-0.9991,187,1.13391,116,0.36849,64,-0.6073,108,0.22851
ENSG00000160214,RRP1,13,-1.1416,33,0.32304,21,-0.4057,18,-0.6669,44,0.92468,21,-0.3943,28,0.05423
ENSG00000160216,AGPAT3,103,-0.1218,95,-0.2435,115,0.07542,137,0.34950,95,-0.2629,114,0.04282,118,0.12227
ENSG00000141959,PFKL,78,-0.6269,106,-0.1365,74,-0.7572,111,-0.0640,186,0.91165,83,-0.5322,130,0.21524
ENSG00000160226,CFAP410,10,-1.8832,71,1.09290,11,-1.8563,36,-0.0125,51,0.60653,37,0.01678,44,0.32600
ENSG00000142185,TRPM2,2,-3.3399,13,-0.9244,28,0.31750,20,-0.2473,16,-0.5839,25,0.09435,42,1.18072
ENSG00000184787,UBE2G2,99,0.25418,110,0.43045,95,0.20831,81,-0.0576,62,-0.5236,89,0.08581,75,-0.2017
ENSG00000184900,SUMO3,50,-1.8657,104,-0.7651,124,-0.5422,182,0.10825,205,0.34996,244,0.59386,230,0.56734
ENSG00000183255,PTTG1IP,141,1.62781,24,-1.2677,49,-0.1938,124,1.38026,47,-0.2655,11,-2.3702,28,-1.1168
ENSG00000197381,ADARB1,1,-5.2100,115,1.23037,36,-0.7544,61,0.14162,58,0.07977,70,0.38092,60,0.14504
ENSG00000223768,LINC00205,18,-1.1292,26,-0.5359,49,0.50958,33,-0.1683,31,-0.3212,62,0.83335,36,-0.0361
ENSG00000142156,COL6A1,11,-1.9214,12,-1.7716,30,-0.4865,59,0.64246,34,-0.3060,24,-0.7820,83,1.48602
ENSG00000160284,SPATC1L,13,-1.0116,24,-0.0476,7,-2.0836,23,-0.1542,43,1.05429,9,-1.5593,41,0.95307
ENSG00000160285,LSS,60,1.58599,2,-3.6771,20,-0.3222,43,0.96358,8,-1.6874,21,-0.1846,28,0.30075
ENSG00000160294,MCM3AP,64,0.41095,47,-0.0796,61,0.37078,57,0.22513,42,-0.2785,27,-0.9108,47,-0.0898
ENSG00000160299,PCNT,90,-0.1414,103,0.08103,178,1.18264,59,-0.7838,91,-0.1319,91,-0.1147,50,-1.1407
ENSG00000160305,DIP2A,159,1.76526,33,-0.8743,90,0.85081,35,-0.7839,25,-1.4042,40,-0.5668,41,-0.6041
ENSG00000160307,S100B,788,1.72107,153,-1.0119,85,-2.0152,982,2.17575,282,-0.0747,104,-1.5920,87,-1.9743
ENSG00000160310,PRMT2,394,0.88966,216,-0.1024,306,0.53427,155,-0.6188,133,-0.9338,365,0.76153,147,-0.7683
ENSG00000183307,TMEM121B,2,-3.0770,10,-0.9766,19,0.00385,11,-0.7554,8,-1.4435,41,1.31039,35,1.23935
ENSG00000182902,SLC25A18,81,0.06516,22,-1.9255,54,-0.6240,177,1.38682,129,0.96828,64,-0.3043,36,-1.3080
ENSG00000131100,ATP6V1E1,217,-0.6627,337,0.02716,250,-0.4941,236,-0.5341,349,0.09322,213,-0.6928,557,1.01636
ENSG00000099968,BCL2L13,31,-0.0803,25,-0.4102,24,-0.5781,33,0.01366,33,-0.0299,33,0.00408,48,0.68362
ENSG00000015475,BID,10,-1.2609,23,-0.0122,15,-0.8081,35,0.62482,28,0.31507,13,-0.8938,35,0.71927
ENSG00000243156,MICAL3,120,0.85386,69,-0.0499,85,0.32696,33,-1.1650,54,-0.4999,70,-0.0344,72,0.01626
ENSG00000215193,PEX26,28,-0.8321,61,0.36225,64,0.50369,55,0.20695,28,-0.9398,75,0.71107,42,-0.2701
ENSG00000183628,DGCR6,7,-1.7812,21,-0.1553,13,-0.9146,29,0.38054,37,0.91702,20,-0.2164,26,0.22849
ENSG00000273032,DGCR9,6,-2.8729,74,0.93887,49,0.28245,37,-0.1973,60,0.66928,31,-0.4726,27,-0.7509
ENSG00000070413,DGCR2,25,-1.5162,36,-0.9778,70,0.02412,64,-0.0992,71,0.05672,84,0.32821,98,0.66417
ENSG00000100056,ESS2,9,-1.0460,40,1.25073,9,-1.2617,12,-0.6606,25,0.55165,9,-1.0944,25,0.50671
ENSG00000100075,SLC25A1,33,0.59257,12,-1.0192,13,-0.8874,44,1.10450,26,0.22379,4,-2.5019,28,0.39507
ENSG00000100084,HIRA,8,-1.3446,33,0.83693,21,0.10261,17,-0.2546,12,-0.7767,38,1.11980,17,-0.2488
ENSG00000242259,C22orf39,41,-0.7676,93,0.54848,33,-1.1767,61,-0.1429,90,0.57001,90,0.48034,68,0.02746
ENSG00000185608,MRPL40,24,-0.6779,27,-0.4971,13,-1.6267,35,-0.0886,71,1.30440,39,0.08590,38,0.04784
ENSG00000070010,UFD1,43,0.51677,24,-0.4358,21,-0.6888,21,-0.5886,19,-0.8315,39,0.36576,53,1.01365
ENSG00000184113,CLDN5,36,0.56854,4,-2.8153,17,-0.7081,84,2.12578,11,-1.3004,50,1.12869,12,-1.2337
ENSG00000184702,SEPTIN5,5,-4.7631,105,-0.2702,47,-1.6150,219,0.93223,308,1.95553,55,-1.2701,78,-0.8094
ENSG00000203618,GP1BB,2,-4.1421,32,-0.4031,25,-0.8577,83,1.14339,51,0.34660,62,0.63990,44,0.08104
ENSG00000215012,RTL10,14,-1.3082,48,0.63485,44,0.55522,25,-0.3836,33,0.01420,29,-0.1570,28,-0.2817
ENSG00000184470,TXNRD2,9,-1.7594,17,-0.8282,16,-0.9975,42,0.55549,43,0.67335,22,-0.4716,45,0.76691
ENSG00000093010,COMT,71,0.56552,29,-0.8193,16,-1.8134,121,1.50848,78,0.84929,31,-0.7556,30,-0.8653
ENSG00000099899,TRMT2A,12,-0.8629,35,0.85306,10,-1.1749,22,0.11695,27,0.50286,7,-1.5680,28,0.56753
ENSG00000099901,RANBP1,57,-0.4477,102,0.49667,57,-0.4706,81,0.11470,90,0.33521,45,-0.8076,86,0.25236
ENSG00000099904,ZDHHC8,16,-1.0478,15,-1.1095,22,-0.6093,18,-0.8385,51,0.92236,30,-0.0733,45,0.66399
ENSG00000040608,RTN4R,1,-6.0685,83,-0.0043,48,-0.9384,41,-1.1079,145,1.08109,52,-0.7410,137,0.95167
ENSG00000128185,DGCR6L,22,-1.2396,39,-0.3897,29,-0.9318,70,0.52727,75,0.74516,47,-0.1168,59,0.29520
ENSG00000099910,KLHL22,5,-2.4483,25,-0.1111,20,-0.4532,22,-0.3003,26,-0.0245,36,0.48724,42,0.89627
ENSG00000099917,MED15,20,-1.2313,51,0.18500,36,-0.4008,39,-0.2392,52,0.24242,46,0.00924,62,0.55482
ENSG00000241973,PI4KA,34,-3.1899,239,-0.2775,195,-0.6506,200,-0.5508,411,0.70342,200,-0.5532,478,1.02001
ENSG00000099940,SNAP29,26,-0.4150,41,0.32776,31,-0.1557,30,-0.1781,47,0.59690,13,-1.4730,36,0.13271
ENSG00000099942,CRKL,38,-0.8749,52,-0.3971,45,-0.6567,65,-0.0324,65,-0.0423,65,-0.0268,112,1.02057
ENSG00000183773,AIFM3,24,-1.3133,36,-0.6698,30,-1.0463,102,0.99224,70,0.40252,71,0.37497,64,0.24537
ENSG00000099949,LZTR1,13,-0.7407,7,-1.4901,15,-0.4738,28,0.52709,25,0.40229,12,-0.7995,31,0.78236
ENSG00000184436,THAP7,13,-1.3827,35,0.07265,18,-1.0662,23,-0.5703,56,0.98824,43,0.39228,37,0.16929
ENSG00000185651,UBE2L3,111,-0.0966,132,0.17694,82,-0.6237,139,0.26894,126,0.11699,102,-0.2272,140,0.31025
ENSG00000100023,PPIL2,23,-0.1851,29,0.17335,26,0.02851,17,-0.6328,31,0.34232,13,-1.0502,31,0.32108
ENSG00000100027,YPEL1,25,-0.7765,35,-0.2968,52,0.40831,44,0.06988,52,0.38708,29,-0.5943,39,-0.1141
ENSG00000100030,MAPK1,164,-1.2920,385,0.03203,384,0.02726,251,-0.6432,420,0.19382,422,0.17783,475,0.42351
ENSG00000100034,PPM1F,4,-2.9675,26,-0.4688,33,-0.0779,37,0.10246,38,0.18564,56,0.77827,40,0.27429
ENSG00000274422,AC245060.5,59,-0.4542,30,-1.4650,267,3.06821,24,-1.7644,19,-2.2525,51,-0.6644,24,-1.9148
ENSG00000275004,ZNF280B,10,-1.3678,32,0.42020,39,0.91751,19,-0.3580,9,-1.5405,38,0.74024,23,-0.0632
ENSG00000128266,GNAZ,55,-1.1682,112,-0.0776,80,-0.6540,104,-0.1918,140,0.32931,159,0.49947,151,0.46923
ENSG00000186716,BCR,17,-2.3945,76,-0.1521,67,-0.3849,126,0.66884,118,0.65282,99,0.27514,74,-0.2179
ENSG00000250479,CHCHD10,75,-2.0661,216,-0.4814,118,-1.5134,426,0.61392,466,0.89911,229,-0.3883,408,0.62565
ENSG00000099956,SMARCB1,25,-0.4353,61,1.00919,18,-1.0117,35,0.08984,47,0.64819,19,-0.8895,31,-0.1187
ENSG00000133460,SLC2A11,24,-0.7571,63,0.78089,47,0.34429,30,-0.4096,31,-0.4195,52,0.46683,33,-0.2947
ENSG00000240972,MIF,348,-1.0275,681,0.01823,253,-1.6225,749,0.17101,1253,1.24318,412,-0.7678,767,0.23921
ENSG00000133433,GSTT2B,2,-3.1133,33,0.70555,10,-1.2888,29,0.51295,28,0.50692,14,-0.6248,29,0.60075
ENSG00000099977,DDT,53,-0.5033,66,-0.1412,22,-1.9053,91,0.36243,124,1.04487,59,-0.3289,82,0.22960
ENSG00000099991,CABIN1,25,-1.3581,89,0.63904,69,0.24134,44,-0.4835,77,0.46767,48,-0.3683,52,-0.2564
ENSG00000100014,SPECC1L,101,0.43405,91,0.25799,130,1.02515,43,-0.8949,37,-1.2184,110,0.58550,46,-0.8926
ENSG00000100028,SNRPD3,50,0.18414,55,0.34425,47,0.08918,66,0.65302,45,0.02607,34,-0.4158,28,-0.7982
ENSG00000167037,SGSM1,8,-2.0233,21,-0.6421,38,0.32049,16,-1.0488,11,-1.7056,81,1.60396,47,0.73880
ENSG00000197077,KIAA1671,30,-0.6368,46,0.01907,44,-0.0487,39,-0.2202,49,0.15100,40,-0.2032,56,0.37709
ENSG00000100077,GRK3,19,-2.4798,99,0.00484,116,0.29603,89,-0.1735,94,-0.0887,129,0.43288,116,0.29614
ENSG00000100095,SEZ6L,20,-2.7922,277,1.25525,101,-0.4605,91,-0.5791,164,0.39544,121,-0.1433,141,0.11230
ENSG00000128203,ASPHD2,3,-3.1528,80,1.67819,24,-0.3996,8,-1.8822,43,0.68600,11,-1.5232,32,0.11204
ENSG00000100099,HPS4,46,0.45262,35,0.01445,28,-0.3660,32,-0.0971,27,-0.4151,34,-0.0419,44,0.45514
ENSG00000100104,SRRD,21,-0.1474,23,0.02557,15,-0.7208,31,0.47305,30,0.49620,29,0.35890,18,-0.4304
