Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000101463,SYNDIG1,15,-1.2017,33,0.01598,26,-0.3320,10,-1.6964,37,0.16712,32,-0.0370,31,-0.0914,49,0.81315
ENSG00000101474,APMAP,14,-2.6674,43,-1.0558,66,-0.4009,58,-0.6042,95,0.14762,66,-0.4386,116,0.52535,131,0.87596
ENSG00000154930,ACSS1,33,0.16962,3,-3.1238,22,-0.4328,171,3.35907,20,-0.5793,8,-2.0290,16,-0.9610,18,-0.8731
ENSG00000197586,ENTPD6,27,-2.2967,69,-0.9503,97,-0.4238,98,-0.4058,81,-0.7002,144,0.20557,127,-0.0116,206,1.01968
ENSG00000100994,PYGB,50,-1.0545,73,-0.4716,84,-0.2548,119,0.28911,52,-0.9707,68,-0.6226,101,0.03327,157,0.97944
ENSG00000100997,ABHD12,39,-1.2916,64,-0.5452,93,0.03241,89,-0.0397,55,-0.7714,71,-0.4245,102,0.19161,137,0.83593
ENSG00000130684,ZNF337,19,0.08708,6,-1.5326,21,0.23434,8,-1.2886,18,-0.0243,30,0.85630,14,-0.4902,20,0.19699
ENSG00000125804,FAM182A,39,1.20952,5,-1.7871,25,0.47001,53,1.76718,2,-2.9097,20,0.12477,5,-1.9891,16,-0.2960
ENSG00000101294,HM13,28,-1.0823,16,-1.8910,45,-0.3819,63,0.13032,114,1.10841,66,0.23382,40,-0.6121,71,0.42525
ENSG00000125968,ID1,19,-0.4832,11,-1.2569,50,1.06639,82,1.96280,99,2.34994,4,-2.8480,9,-1.6439,8,-2.0015
ENSG00000171552,BCL2L1,34,-0.9563,83,0.42728,63,-0.0164,47,-0.4593,97,0.67720,48,-0.4858,84,0.48855,59,-0.1515
ENSG00000088356,PDRG1,6,-1.9581,16,-0.4285,17,-0.3842,16,-0.4421,21,-0.0016,21,-0.0102,30,0.62378,26,0.37306
ENSG00000101337,TM9SF4,13,-1.3519,39,0.35143,14,-1.2257,41,0.40155,22,-0.5736,43,0.56346,25,-0.3644,38,0.34114
ENSG00000101350,KIF3B,105,-1.0263,272,0.44483,183,-0.1795,140,-0.5897,194,-0.0887,279,0.54437,155,-0.4737,235,0.26104
ENSG00000171456,ASXL1,37,0.25231,26,-0.3194,15,-1.0740,33,0.05331,68,1.25334,39,0.38760,16,-1.1438,30,-0.0914
ENSG00000149600,COMMD7,19,-1.7856,66,0.10555,60,-0.0596,50,-0.3345,95,0.68680,47,-0.4513,76,0.36647,69,0.20439
ENSG00000101367,MAPRE1,28,0.30340,8,-1.5826,29,0.36104,29,0.36127,64,1.69979,11,-1.1258,27,0.25061,14,-0.8463
ENSG00000260257,AL035071.1,8,-1.2771,18,-0.0386,28,0.67282,19,0.05236,14,-0.4023,19,0.01861,20,0.12921,19,0.05716
ENSG00000101391,CDK5RAP1,17,-0.3958,21,-0.0519,24,0.12984,18,-0.2710,43,1.12363,17,-0.3903,10,-1.2508,28,0.49062
ENSG00000101400,SNTA1,62,-0.6113,62,-0.6259,130,0.53581,300,2.01148,57,-0.7460,39,-1.3896,79,-0.2625,88,-0.0914
ENSG00000078699,CBFA2T2,45,0.34389,27,-0.4653,27,-0.4784,27,-0.4700,56,0.68088,46,0.42177,25,-0.6431,38,0.07525
ENSG00000125967,NECAB3,19,-1.1333,50,0.32313,35,-0.2297,33,-0.3390,57,0.52749,32,-0.4048,28,-0.6435,59,0.74550
ENSG00000101421,CHMP4B,74,-1.0715,173,0.22588,100,-0.6316,141,-0.0993,84,-0.8936,139,-0.1298,217,0.66319,172,0.27259
ENSG00000125970,RALY,58,0.51610,20,-1.1354,33,-0.3866,48,0.21283,36,-0.2197,38,-0.1622,44,0.09064,48,0.25983
ENSG00000125977,EIF2S2,374,0.52276,287,0.09883,180,-0.6288,246,-0.1463,223,-0.2996,348,0.45324,329,0.35089,191,-0.6286
ENSG00000101444,AHCY,24,-0.7003,15,-1.3765,42,0.13967,31,-0.3099,20,-1.0132,36,-0.0962,44,0.24526,56,0.76423
ENSG00000078747,ITCH,89,1.02084,43,-0.1528,22,-1.1742,16,-1.5958,82,0.88547,55,0.27070,33,-0.6153,47,-0.0223
ENSG00000125971,DYNLRB1,125,-1.3867,350,0.19247,305,-0.0252,184,-0.8022,298,-0.0609,241,-0.4285,441,0.63423,365,0.32329
ENSG00000101460,MAP1LC3A,97,-1.0995,131,-0.6545,197,-0.0233,70,-1.5891,217,0.13609,142,-0.5748,288,0.65948,275,0.65367
ENSG00000101464,PIGU,23,0.20660,7,-1.5789,17,-0.2260,11,-0.8766,24,0.27615,19,-0.0798,21,0.05560,27,0.53606
ENSG00000198646,NCOA6,60,0.77777,34,-0.1523,20,-0.9008,29,-0.3839,26,-0.5308,49,0.50449,46,0.37245,28,-0.4873
ENSG00000078804,TP53INP2,685,3.63571,87,-0.3167,77,-0.5095,65,-0.7774,31,-1.8421,37,-1.7146,103,-0.0593,20,-2.7285
ENSG00000131067,GGT7,21,-0.9745,13,-1.6899,33,-0.2675,24,-0.7516,34,-0.2198,57,0.67950,22,-0.9007,62,0.97083
ENSG00000100983,GSS,10,-1.6687,20,-0.6098,15,-1.0622,8,-1.9458,25,-0.2710,36,0.31337,27,-0.1783,52,1.18949
ENSG00000100991,TRPC4AP,28,-0.5963,7,-2.5561,37,-0.1267,20,-1.0718,67,0.80423,34,-0.3103,41,0.00712,60,0.79545
ENSG00000126005,MMP24OS,48,-1.1589,92,-0.1795,118,0.20919,93,-0.1636,134,0.41495,67,-0.7117,144,0.60244,110,0.12468
ENSG00000242372,EIF6,18,-1.2914,20,-1.1741,32,-0.4581,26,-0.7835,66,0.67134,40,-0.1375,36,-0.3156,69,0.96669
ENSG00000101019,UQCC1,14,-1.5509,17,-1.2355,30,-0.4069,18,-1.1405,73,1.02214,33,-0.2965,40,0.04163,57,0.76968
ENSG00000126001,CEP250,28,-0.2965,61,0.90870,28,-0.3333,30,-0.1888,54,0.70725,41,0.32287,24,-0.6252,27,-0.4150
ENSG00000125991,ERGIC3,52,-0.5041,28,-1.4259,54,-0.4621,71,-0.0278,99,0.49668,76,0.08523,87,0.32235,80,0.18274
ENSG00000214078,CPNE1,19,-0.5348,4,-2.8196,19,-0.5531,8,-1.8450,73,1.66385,29,0.14839,20,-0.4598,34,0.45206
ENSG00000244462,RBM12,17,-0.6913,25,-0.1176,11,-1.3817,33,0.32348,52,1.05183,29,0.10596,22,-0.3793,29,0.11001
ENSG00000244005,NFS1,7,-1.9820,7,-1.9082,17,-0.7221,20,-0.4514,30,0.14596,29,0.11929,33,0.35029,40,0.79393
ENSG00000125995,ROMO1,100,-0.4591,120,-0.1812,210,0.70560,148,0.14451,136,0.01487,69,-1.1071,177,0.48373,138,0.04350
ENSG00000131051,RBM39,534,1.28955,181,-0.4659,157,-0.6840,223,-0.1430,326,0.45866,337,0.57667,166,-0.6483,169,-0.6738
ENSG00000025293,PHF20,118,0.12552,124,0.19566,55,-1.0447,93,-0.2441,99,-0.1581,129,0.28887,83,-0.4612,133,0.38619
ENSG00000171222,SCAND1,48,-1.4394,103,-0.2898,121,-0.0389,57,-1.1663,223,0.95943,86,-0.6102,150,0.34528,153,0.42703
ENSG00000260032,NORAD,342,-1.1737,934,0.38018,711,-0.0533,463,-0.7167,604,-0.3088,784,0.11107,755,0.04462,899,0.40002
ENSG00000088367,EPB41L1,166,-0.4265,378,0.89151,158,-0.5007,227,0.06740,166,-0.4186,218,0.00217,212,-0.0491,220,0.01881
ENSG00000080845,DLGAP4,24,-2.1266,114,0.20042,125,0.33955,99,-0.0178,85,-0.2574,86,-0.2568,114,0.21954,119,0.33859
ENSG00000101335,MYL9,4,-4.2105,0,-8.5601,43,-0.7122,14,-2.3462,761,6.85240,0,-10.210,2,-4.9452,1,-6.0402
ENSG00000101084,RAB5IF,21,-1.3986,27,-1.0292,45,-0.2658,67,0.36646,61,0.22172,41,-0.4298,61,0.25750,70,0.56814
ENSG00000101079,NDRG3,41,-2.2208,110,-0.7462,100,-0.8995,70,-1.4243,164,-0.1352,173,-0.0621,213,0.30247,298,1.09060
ENSG00000149639,SOGA1,42,0.82224,14,-0.8619,11,-1.2705,50,1.11627,27,0.14050,20,-0.3480,5,-2.4389,35,0.69497
ENSG00000101347,SAMHD1,48,0.15799,33,-0.4288,41,-0.0913,49,0.19315,128,1.83304,46,0.08919,17,-1.4489,32,-0.5683
ENSG00000118705,RPN2,71,-0.3776,44,-1.1039,43,-1.1422,157,0.88534,203,1.32171,94,0.06007,60,-0.6913,88,-0.0560
ENSG00000101363,MANBAL,20,-1.6693,42,-0.6090,47,-0.4360,56,-0.1753,99,0.75193,59,-0.0812,69,0.19118,75,0.36835
ENSG00000166619,BLCAP,36,-2.3780,162,-0.1115,117,-0.6103,115,-0.6377,252,0.58998,153,-0.2254,153,-0.2217,266,0.88450
ENSG00000053438,NNAT,48,-1.5148,131,-0.0131,120,-0.1456,33,-2.0627,104,-0.3712,107,-0.3582,260,1.29283,137,0.07440
ENSG00000132792,CTNNBL1,28,-0.4999,28,-0.4855,26,-0.6285,35,-0.1738,65,0.81228,51,0.49210,21,-1.0352,47,0.37903
ENSG00000132821,VSTM2L,5,-4.4723,54,-1.0278,110,0.05674,38,-1.5487,68,-0.6849,60,-0.9362,92,-0.2440,231,1.84006
ENSG00000101413,RPRD1B,25,0.18744,11,-1.0316,21,-0.1071,23,0.04509,9,-1.3566,25,0.19589,21,-0.0594,28,0.48649
ENSG00000170471,RALGAPB,35,-0.1150,20,-1.0025,21,-0.8870,21,-0.8720,49,0.41539,40,0.06989,33,-0.2561,55,0.75425
ENSG00000101438,SLC32A1,1,-5.0665,11,-1.4925,10,-1.6917,10,-1.6207,55,0.90966,1,-5.1023,14,-1.2579,86,2.67961
ENSG00000101445,PPP1R16B,54,-0.6857,138,0.80174,138,0.80111,90,0.11758,64,-0.4248,58,-0.6120,73,-0.2289,87,0.06298
ENSG00000198900,TOP1,237,0.62551,123,-0.4115,75,-1.1594,143,-0.1739,262,0.79348,247,0.78935,89,-0.9734,137,-0.2926
ENSG00000124181,PLCG1,29,-0.1613,10,-1.7703,15,-1.1640,22,-0.5735,39,0.29512,34,0.12464,26,-0.3547,50,0.92561
ENSG00000174306,ZHX3,108,0.41287,68,-0.3178,77,-0.1261,201,1.46240,45,-0.9502,94,0.20254,64,-0.4361,62,-0.5444
ENSG00000124177,CHD6,243,0.67635,244,0.68470,93,-0.8270,148,-0.1184,213,0.46555,184,0.25874,78,-1.1664,148,-0.1322
ENSG00000196090,PTPRT,32,-1.8140,160,0.65781,43,-1.3631,29,-1.9629,87,-0.3136,193,1.11527,87,-0.3429,122,0.26344
ENSG00000124193,SRSF6,49,0.06182,21,-1.2192,52,0.15074,60,0.36276,102,1.25441,40,-0.2702,48,0.03358,36,-0.5161
ENSG00000223891,OSER1-DT,33,0.34954,41,0.68767,20,-0.4579,11,-1.3564,26,-0.0286,20,-0.4781,41,0.75209,23,-0.3026
ENSG00000124194,GDAP1L1,5,-3.5522,24,-1.3003,47,-0.2972,40,-0.5173,42,-0.4562,51,-0.1859,92,0.88279,79,0.67290
ENSG00000197296,FITM2,8,-1.5632,22,-0.0084,13,-0.7855,12,-0.8934,21,-0.1468,24,0.11123,28,0.38472,30,0.56278
ENSG00000124120,TTPAL,13,-0.8001,21,-0.0746,10,-1.2385,16,-0.5226,18,-0.3564,27,0.34809,15,-0.6792,36,0.96419
ENSG00000132824,SERINC3,175,-0.7331,163,-0.8408,161,-0.8586,136,-1.1095,222,-0.3657,417,0.71642,308,0.15931,355,0.46995
ENSG00000168734,PKIG,34,-1.6300,79,-0.3592,140,0.54656,93,-0.0973,123,0.33768,94,-0.0919,91,-0.1498,118,0.33471
ENSG00000101098,RIMS4,1,-4.8799,60,0.64033,55,0.50612,54,0.45430,47,0.22931,18,-1.2848,34,-0.2996,54,0.60070
ENSG00000166913,YWHAB,633,-1.2505,1314,-0.1375,668,-1.1695,901,-0.7178,1100,-0.4136,2101,0.69132,1932,0.53316,1510,0.09971
ENSG00000025772,TOMM34,8,-2.3332,22,-0.8740,33,-0.2550,24,-0.7469,13,-1.6322,35,-0.1830,53,0.54337,64,1.05324
ENSG00000101109,STK4,37,-0.0618,50,0.39277,30,-0.4245,38,-0.0240,34,-0.1883,59,0.75833,17,-1.3599,42,0.14118
ENSG00000124134,KCNS1,0,-6.7048,17,-1.2328,40,0.03129,10,-2.0391,5,-3.0475,43,0.15743,30,-0.4579,85,1.78664
ENSG00000124145,SDC4,32,-0.2767,5,-2.9200,20,-0.9561,272,3.93935,40,0.04144,11,-1.9372,21,-0.9872,10,-2.2773
ENSG00000244274,DBNDD2,834,3.50644,27,-2.4252,102,-0.4486,73,-0.9490,64,-1.1639,43,-1.8225,99,-0.5300,84,-0.8769
ENSG00000124155,PIGT,36,-0.6141,30,-0.8772,43,-0.3190,39,-0.4882,132,1.50709,45,-0.2822,36,-0.6632,66,0.42583
ENSG00000101457,DNTTIP1,6,-1.6147,4,-2.2960,14,-0.5575,17,-0.2195,40,1.13520,16,-0.3353,26,0.50437,23,0.34967
ENSG00000124104,SNX21,10,-1.2889,11,-1.1971,28,0.20219,32,0.42064,34,0.51877,18,-0.5022,24,-0.0444,32,0.50695
ENSG00000101473,ACOT8,17,-1.7217,68,0.33747,61,0.16773,31,-0.8793,48,-0.2056,47,-0.2446,72,0.48029,65,0.32637
ENSG00000064601,CTSA,15,-2.0533,30,-1.0949,38,-0.7295,58,-0.0717,151,1.51471,58,-0.0861,32,-1.0582,86,0.71584
ENSG00000100982,PCIF1,16,-0.4041,18,-0.2528,12,-0.8235,14,-0.5573,35,0.83670,19,-0.1226,13,-0.7245,30,0.72316
ENSG00000124140,SLC12A5,12,-4.4759,222,-0.1983,168,-0.6274,104,-1.3475,177,-0.5518,252,-0.0059,206,-0.3406,477,1.42068
ENSG00000149654,CDH22,0,-5.4326,25,-0.5319,57,0.75831,29,-0.3448,21,-0.8221,22,-0.8227,13,-1.6480,76,1.74781
ENSG00000080189,SLC35C2,14,-0.9500,13,-1.0681,8,-1.6413,21,-0.3142,31,0.27034,28,0.15181,30,0.25143,36,0.65462
ENSG00000062598,ELMO2,37,0.13639,9,-1.9010,17,-1.0270,40,0.22578,49,0.56586,30,-0.2281,23,-0.6419,51,0.80800
ENSG00000101040,ZMYND8,159,0.44163,107,-0.1931,52,-1.2902,102,-0.2657,133,0.15134,193,0.85819,96,-0.3760,106,-0.2495
ENSG00000196562,SULF2,35,0.03222,12,-1.5578,33,-0.0378,26,-0.3792,105,1.92673,25,-0.4766,28,-0.2980,29,-0.2758
ENSG00000124126,PREX1,180,2.56308,10,-2.1738,33,-0.3772,118,1.71303,12,-1.8913,13,-1.8827,23,-1.0013,29,-0.7072
ENSG00000124198,ARFGEF2,31,-0.9641,63,0.11412,39,-0.6443,16,-1.9489,46,-0.3747,77,0.48006,79,0.51544,66,0.23643
ENSG00000124207,CSE1L,42,-0.3198,22,-1.2885,36,-0.5597,19,-1.4937,96,0.99666,32,-0.7923,60,0.25674,74,0.73563
ENSG00000124214,STAU1,107,0.11849,126,0.37464,57,-0.8602,85,-0.2442,74,-0.4631,109,0.16849,95,-0.0801,112,0.23155
ENSG00000124228,DDX27,81,0.60683,25,-1.2202,36,-0.6615,38,-0.5826,51,-0.1418,94,0.97234,38,-0.6146,57,0.04419
ENSG00000124201,ZNFX1,36,-0.1080,44,0.18036,36,-0.1143,56,0.58725,58,0.63126,42,0.13215,29,-0.4946,32,-0.3822
ENSG00000177410,ZFAS1,199,1.32628,86,-0.0576,207,1.39973,93,0.06506,66,-0.4539,42,-1.2062,86,-0.0672,54,-0.9014
ENSG00000158445,KCNB1,32,-2.1329,179,0.48035,83,-0.7262,62,-1.1459,52,-1.4292,255,1.23939,84,-0.7619,168,0.47554
ENSG00000158470,B4GALT5,11,-2.4015,66,0.33263,20,-1.4988,41,-0.4346,90,0.82571,61,0.22648,51,-0.0751,64,0.35035
ENSG00000158480,SPATA2,13,-1.6593,25,-0.6885,25,-0.6795,16,-1.3513,35,-0.1303,38,-0.0112,48,0.37403,59,0.89336
ENSG00000124226,RNF114,32,-0.0536,14,-1.2618,44,0.47440,34,0.05491,75,1.36070,33,0.01471,22,-0.6636,28,-0.2829
ENSG00000244687,UBE2V1,46,-1.4336,155,0.44280,93,-0.3528,101,-0.2339,118,0.00651,136,0.25477,133,0.22481,119,0.02657
ENSG00000240849,TMEM189,46,1.09762,11,-1.1055,34,0.57158,22,-0.1185,28,0.28406,23,-0.0171,15,-0.6714,21,-0.2071
ENSG00000172216,CEBPB,13,-1.6919,26,-0.7007,21,-1.0394,31,-0.4192,111,1.66834,33,-0.3542,28,-0.6511,56,0.63586
ENSG00000196396,PTPN1,17,-0.6210,14,-0.9222,31,0.27185,20,-0.4234,55,1.20840,29,0.18897,22,-0.2637,25,-0.1261
ENSG00000124243,BCAS4,4,-3.2505,34,-0.3495,55,0.42514,33,-0.3537,31,-0.4779,46,0.13733,38,-0.1767,60,0.73493
ENSG00000101126,ADNP,45,-0.9355,61,-0.4817,65,-0.3791,54,-0.6463,96,0.23474,96,0.26782,76,-0.1546,110,0.56507
ENSG00000000419,DPM1,15,-1.0507,18,-0.7904,9,-1.8410,19,-0.7744,16,-1.0283,45,0.66561,25,-0.3524,52,1.08292
ENSG00000054793,ATP9A,114,-1.4460,283,-0.0600,229,-0.3885,151,-1.0179,281,-0.0680,335,0.22808,252,-0.2602,431,0.79802
ENSG00000182463,TSHZ2,22,-1.1921,130,1.62225,10,-2.3173,12,-2.1065,101,1.17157,46,-0.1021,55,0.19554,38,-0.4967
ENSG00000064787,BCAS1,3051,4.79115,280,-0.3669,132,-1.5082,108,-1.8002,15,-4.6770,73,-2.4904,238,-0.6636,17,-4.7704
ENSG00000101132,PFDN4,72,-0.3629,119,0.43796,65,-0.5114,91,0.01671,103,0.19981,91,0.00599,106,0.28273,81,-0.2185
ENSG00000054803,CBLN4,0,-9.4583,20,-0.9199,19,-0.9932,15,-1.3726,51,0.51590,35,-0.1004,19,-1.0928,78,1.69148
ENSG00000124098,FAM210B,48,-0.2639,48,-0.2539,69,0.30580,98,0.88355,72,0.37887,53,-0.0956,31,-0.9773,58,0.06499
ENSG00000022277,RTF2,134,0.38393,72,-0.5875,130,0.33582,108,0.03222,112,0.09106,91,-0.2496,93,-0.2185,114,0.14976
ENSG00000101144,BMP7,40,0.68823,9,-1.5280,28,0.10326,140,3.14547,21,-0.2882,14,-0.9437,5,-2.4487,11,-1.4597
ENSG00000101146,RAE1,9,-1.7684,8,-1.8597,16,-0.9483,7,-2.1348,32,0.14279,34,0.23391,37,0.40632,46,0.95870
ENSG00000124225,PMEPA1,85,0.07121,77,-0.0877,64,-0.3639,42,-1.0117,153,1.02753,69,-0.2707,64,-0.4071,96,0.33002
ENSG00000124209,RAB22A,35,-1.3790,121,0.53329,87,-0.0019,64,-0.4800,59,-0.5903,85,-0.0307,142,0.90416,74,-0.3047
ENSG00000124164,VAPB,49,-1.2292,118,0.12352,87,-0.3447,52,-1.1315,132,0.29933,133,0.35244,121,0.18952,120,0.19489
ENSG00000124222,STX16,135,0.97646,62,-0.2815,43,-0.8203,64,-0.2323,145,1.09987,75,0.03348,55,-0.4785,59,-0.4206
ENSG00000087460,GNAS,1024,-1.0752,1548,-0.4466,1931,-0.1033,1565,-0.4302,2233,0.12507,2165,0.08403,2682,0.46774,2254,0.17265
ENSG00000101158,NELFCD,38,0.30520,8,-2.0494,37,0.23482,43,0.49846,42,0.46791,31,-0.0293,21,-0.7050,36,0.23840
ENSG00000101160,CTSZ,16,-0.6656,15,-0.7463,19,-0.4239,26,0.01814,58,1.35623,24,-0.1136,17,-0.6129,29,0.26625
ENSG00000124172,ATP5F1E,621,-0.7567,1579,0.71382,1321,0.42117,1060,0.06950,570,-0.8868,693,-0.6387,1472,0.67351,897,-0.2322
ENSG00000087495,PHACTR3,423,1.71559,198,0.41198,134,-0.2039,202,0.44423,39,-2.0620,151,-0.0248,120,-0.4163,100,-0.7752
ENSG00000196227,FAM217B,141,-0.6561,247,0.20801,88,-1.3630,136,-0.7209,134,-0.7329,330,0.76996,220,0.02962,250,0.28130
ENSG00000179242,CDH4,17,-1.0192,28,-0.2919,43,0.40832,105,1.93857,16,-1.0842,31,-0.1019,18,-1.0320,31,-0.1211
ENSG00000149657,LSM14B,13,-1.3065,37,0.29752,24,-0.3603,21,-0.5700,14,-1.2128,37,0.30473,31,-0.0146,42,0.62236
ENSG00000101182,PSMA7,169,-0.3889,181,-0.2826,170,-0.3788,186,-0.2419,283,0.41874,195,-0.1850,273,0.40550,227,0.08657
ENSG00000184402,SS18L1,14,-1.4902,37,-0.0535,41,0.08060,15,-1.4486,63,0.77708,56,0.65533,37,-0.0804,36,-0.1195
ENSG00000101180,HRH3,0,-5.0574,48,0.73265,33,0.13326,10,-1.5806,40,0.45600,17,-0.9050,34,0.19604,42,0.70518
ENSG00000130703,OSBPL2,33,-0.2552,44,0.20227,36,-0.1180,37,-0.0659,30,-0.3741,32,-0.3009,34,-0.2412,51,0.54632
ENSG00000130706,ADRM1,33,-0.6609,30,-0.7902,24,-1.1579,27,-0.9497,95,1.01807,35,-0.6119,64,0.42136,67,0.55759
ENSG00000171858,RPS21,1005,0.18687,1298,0.59891,2042,1.37178,1257,0.54641,349,-1.4310,405,-1.2916,1153,0.45445,551,-0.8695
ENSG00000060491,OGFR,18,-1.0205,14,-1.4285,29,-0.3367,36,-0.0294,44,0.31631,36,-0.0264,26,-0.5541,57,0.93843
ENSG00000101190,TCFL5,67,1.59434,15,-0.8164,42,0.77473,26,0.02106,3,-3.1340,8,-1.8342,39,0.74611,21,-0.3977
ENSG00000101191,DIDO1,20,-0.1964,19,-0.2662,6,-1.8164,5,-2.2320,35,0.69823,27,0.34857,23,0.07272,28,0.40884
ENSG00000101193,GID8,29,-0.5634,38,-0.1315,28,-0.6202,34,-0.3065,56,0.48550,43,0.06346,34,-0.3126,53,0.47511
ENSG00000149658,YTHDF1,16,-0.7124,9,-1.4615,4,-2.5184,23,-0.1873,64,1.51150,18,-0.5741,32,0.37876,30,0.33004
ENSG00000101198,NKAIN4,44,0.72554,0,-5.0985,52,0.97899,140,2.93108,17,-0.7141,9,-1.8204,15,-0.9576,12,-1.4942
ENSG00000101199,ARFGAP1,29,-0.5242,26,-0.6492,30,-0.4496,25,-0.7321,62,0.68139,40,-0.0209,22,-0.9653,63,0.91922
ENSG00000101204,CHRNA4,3,-2.8011,28,0.25777,27,0.20446,23,-0.0912,24,-0.0241,24,0.01432,34,0.60727,22,-0.1420
ENSG00000075043,KCNQ2,20,-3.0222,151,-0.0079,190,0.36206,99,-0.6622,178,0.25079,163,0.12079,107,-0.5841,214,0.71176
ENSG00000101210,EEF1A2,66,-3.2307,497,-0.2328,482,-0.2805,301,-0.9973,517,-0.1697,535,-0.1292,810,0.61156,789,0.64082
ENSG00000125534,PPDPF,183,0.64949,90,-0.4693,203,0.81992,162,0.45105,89,-0.4954,69,-0.9318,137,0.19748,109,-0.2181
ENSG00000197457,STMN3,54,-2.7140,284,-0.2552,367,0.14555,239,-0.5238,352,0.07818,264,-0.3984,419,0.39793,451,0.60770
ENSG00000101246,ARFRP1,30,-0.4971,27,-0.6709,25,-0.7621,37,-0.1951,77,0.99916,32,-0.4254,42,0.01062,52,0.43029
ENSG00000125520,SLC2A4RG,31,0.67403,9,-1.1318,45,1.28471,29,0.54091,47,1.37679,14,-0.5896,6,-1.8742,14,-0.6488
ENSG00000101150,TPD52L2,40,-0.3240,26,-0.9787,27,-0.9219,26,-0.9745,50,0.02144,55,0.17961,58,0.28765,66,0.58158
ENSG00000101152,DNAJC5,29,-2.4687,165,0.11182,157,0.03554,84,-0.9267,137,-0.1826,119,-0.4362,170,0.17812,231,0.85452
ENSG00000198276,UCKL1,16,-0.3843,12,-0.8640,14,-0.5468,24,0.20695,61,1.82156,26,0.37107,10,-1.1123,16,-0.4114
ENSG00000196700,ZNF512B,24,-0.0031,16,-0.6193,21,-0.2127,22,-0.1442,37,0.70619,22,-0.1217,21,-0.1600,26,0.19336
ENSG00000101161,PRPF6,155,0.56800,65,-0.7816,63,-0.8274,96,-0.1907,107,-0.0210,153,0.61196,91,-0.3073,110,0.02324
ENSG00000171703,TCEA2,72,-0.6728,88,-0.3708,115,0.05547,82,-0.4812,57,-1.0344,68,-0.8220,191,1.00050,135,0.38308
ENSG00000125510,OPRL1,3,-2.3957,40,1.30704,9,-0.9704,6,-1.5801,13,-0.5390,21,0.28566,19,0.06665,22,0.34512
ENSG00000203880,PCMTD2,51,0.01779,33,-0.6507,47,-0.0900,48,-0.0788,69,0.50218,42,-0.3127,31,-0.7856,70,0.66850
ENSG00000280071,GATD3B,29,-0.4213,25,-0.6392,53,0.52916,22,-0.7937,49,0.42151,29,-0.4684,38,-0.0022,48,0.45885
ENSG00000155304,HSPA13,15,-2.4218,47,-0.7936,50,-0.6932,35,-1.2291,99,0.34962,71,-0.1877,94,0.30207,124,0.95135
ENSG00000180530,NRIP1,42,-0.9158,84,0.16317,34,-1.2107,54,-0.5259,77,0.01760,126,0.93108,75,-0.0216,72,-0.0816
ENSG00000155313,USP25,27,-0.8128,82,0.93294,39,-0.2305,25,-0.9482,29,-0.6974,56,0.36521,35,-0.4318,55,0.35539
ENSG00000215386,MIR99AHG,93,0.87347,34,-0.6945,52,-0.0634,121,1.33475,80,0.62784,68,0.40735,26,-1.1897,27,-1.2349
ENSG00000154639,CXADR,100,0.93628,52,-0.1115,37,-0.6384,31,-0.9168,63,0.17543,53,-0.1030,46,-0.3445,65,0.27154
ENSG00000224924,LINC00320,221,3.60202,41,0.24905,14,-1.3165,4,-3.0826,3,-3.2667,15,-1.3674,36,0.08050,10,-2.0164
ENSG00000154654,NCAM2,150,-0.1896,107,-0.7047,102,-0.7776,179,0.08443,105,-0.7374,296,1.03429,118,-0.6056,188,0.19802
ENSG00000154721,JAM2,11,-1.2046,12,-0.9795,25,0.09629,43,0.94530,48,1.14953,16,-0.6900,16,-0.6848,28,0.30484
ENSG00000154723,ATP5PF,163,-0.9083,295,-0.0025,316,0.10958,278,-0.0967,227,-0.4100,166,-0.9537,467,0.83753,333,0.23666
ENSG00000142192,APP,553,-0.5456,558,-0.5320,332,-1.3160,278,-1.5804,650,-0.2954,1231,0.81972,647,-0.3296,1102,0.69390
ENSG00000198862,LTN1,73,0.87751,33,-0.3833,19,-1.2037,39,-0.1234,26,-0.7582,75,1.04964,25,-0.8750,40,-0.1209
ENSG00000156256,USP16,267,1.82719,59,-0.6639,53,-0.8152,133,0.60614,63,-0.5757,98,0.13669,76,-0.3048,56,-0.8720
ENSG00000156261,CCT8,20,-2.3415,32,-1.6322,51,-0.9330,59,-0.7121,92,-0.0438,98,0.06827,113,0.31257,152,1.01511
ENSG00000171189,GRIK1,6,-2.6911,17,-1.3309,19,-1.1271,30,-0.4758,193,2.83545,22,-1.0218,7,-2.6190,54,0.59709
ENSG00000156299,TIAM1,107,0.64545,44,-0.7353,45,-0.7196,21,-1.8008,95,0.45961,81,0.21249,57,-0.3827,90,0.45563
ENSG00000142168,SOD1,236,-1.2656,438,-0.3294,382,-0.5417,424,-0.3788,578,0.10408,427,-0.4010,847,0.81839,630,0.29806
ENSG00000156304,SCAF4,30,0.64544,17,-0.2526,13,-0.6341,23,0.23084,17,-0.2083,26,0.51820,13,-0.6777,19,-0.0298
