Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000141314,RHBDL3,26,1.88023,2,-2.5152,14,0.00613,0,-5.6846,9,-0.8178
ENSG00000108666,C17orf75,21,0.40603,21,0.30998,25,0.63972,0,-5.9967,15,-0.2212
ENSG00000010244,ZNF207,75,-0.7074,124,0.27886,105,0.00060,105,0.00608,140,0.58323
ENSG00000108671,PSMD11,46,-0.6165,55,-0.1886,70,0.20799,131,1.33536,49,-0.4083
ENSG00000176749,CDK5R1,170,1.11229,93,-0.3076,252,1.43575,8,-3.9057,19,-2.8680
ENSG00000006042,TMEM98,8,-1.9361,10,-1.2306,4,-2.5297,20,-0.2161,63,2.62908
ENSG00000108684,ASIC2,26,0.37223,35,0.79335,38,0.93157,16,-0.4773,5,-2.4574
ENSG00000005156,LIG3,10,-0.8814,31,1.18552,33,1.31617,0,-5.8407,15,-0.0448
ENSG00000092871,RFFL,12,-1.5823,8,-1.9458,12,-1.2971,26,-0.1254,71,2.33172
ENSG00000185379,RAD51D,13,-0.1186,13,-0.0688,20,0.68214,0,-5.6474,18,0.59501
ENSG00000166750,SLFN5,21,-1.3056,67,0.82577,7,-2.6098,4,-3.5071,94,1.97607
ENSG00000006125,AP2B1,184,0.02357,201,0.16549,291,0.80532,191,0.08401,110,-0.8974
ENSG00000270647,TAF15,72,-0.0614,42,-0.9059,45,-0.8070,39,-1.0294,126,1.13819
ENSG00000270885,RASL10B,25,1.93145,25,1.05505,2,-2.5160,0,-5.6333,2,-2.7263
ENSG00000271447,MMP28,14,-0.9249,19,-0.2236,8,-1.5555,102,3.16698,3,-2.9080
ENSG00000273611,ZNHIT3,15,-0.3625,33,0.99730,27,0.64419,6,-1.7145,17,-0.1123
ENSG00000278311,GGNBP2,91,-0.6345,228,1.07607,162,0.45715,84,-0.6128,118,-0.0749
ENSG00000275700,AATF,21,0.23504,22,0.24565,11,-0.8887,0,-5.1588,28,0.79018
ENSG00000278540,ACACA,55,0.52732,22,-1.0653,75,0.91030,21,-1.1655,35,-0.4075
ENSG00000276234,TADA2A,17,-0.9681,23,-0.2671,26,-0.0922,58,1.33874,30,0.19056
ENSG00000275066,SYNRG,36,-0.7731,61,0.24564,42,-0.3755,75,0.59190,67,0.49044
ENSG00000278053,DDX52,29,-1.1544,40,-0.3997,66,0.44105,93,1.03560,62,0.36962
ENSG00000274211,SOCS7,43,0.12733,43,0.12538,55,0.50620,53,0.46646,22,-1.0855
ENSG00000275832,ARHGAP23,39,-1.2134,34,-1.1496,23,-1.7611,97,0.51822,149,1.72162
ENSG00000277363,SRCIN1,122,0.00581,89,-0.5052,141,0.24425,10,-3.7674,183,0.86339
ENSG00000273604,EPOP,33,1.77176,6,-1.6932,39,1.32014,0,-6.0402,1,-3.9859
ENSG00000275023,MLLT6,87,0.36605,81,0.12657,47,-0.7293,59,-0.3889,75,0.01005
ENSG00000277972,CISD3,29,0.65624,18,-0.3472,30,0.48941,0,-6.3571,22,-0.0447
ENSG00000277791,PSMB3,41,-0.4006,65,0.45198,81,0.84185,60,0.31802,33,-0.7126
ENSG00000276293,PIP4K2B,191,0.38868,219,0.50253,212,0.44827,144,-0.1942,76,-1.3223
ENSG00000273559,CWC25,20,-0.3727,21,-0.1999,29,0.33842,0,-6.2866,39,1.10693
ENSG00000125691,RPL23,224,-0.5761,503,0.93431,184,-0.7441,412,0.57911,286,-0.0456
ENSG00000002834,LASP1,61,0.67323,37,-0.4018,78,0.87991,44,-0.1195,16,-1.7692
ENSG00000263874,LINC00672,31,0.25148,42,0.70147,68,1.61299,0,-6.5926,10,-1.7661
ENSG00000161381,PLXDC1,39,1.53225,30,0.44228,28,0.33797,0,-6.4043,4,-2.7127
ENSG00000067191,CACNB1,80,1.02073,22,-1.4302,130,1.55730,19,-1.6561,13,-2.3519
ENSG00000108298,RPL19,226,-0.9528,645,1.02077,132,-1.5606,525,0.64597,445,0.42900
ENSG00000141750,STAC2,81,2.38798,17,-1.3186,47,0.29276,0,-7.1717,5,-3.1001
ENSG00000108306,FBXL20,40,0.29292,30,-0.2825,54,0.69919,28,-0.3524,26,-0.5799
ENSG00000125686,MED1,16,-0.8190,11,-1.1467,33,0.56515,48,1.22423,25,0.08251
ENSG00000167258,CDK12,22,-1.3766,50,0.21434,45,0.05368,27,-0.7423,81,1.36709
ENSG00000171532,NEUROD2,108,0.93807,47,-0.7494,183,1.59853,33,-1.3004,9,-3.4255
ENSG00000131771,PPP1R1B,191,0.35742,178,0.12312,116,-0.5611,349,1.32706,52,-1.9656
ENSG00000131748,STARD3,19,-0.7118,9,-1.5651,30,0.24881,79,2.07202,17,-0.7495
ENSG00000141741,MIEN1,28,-0.0976,26,-0.1807,16,-0.9331,57,1.15896,25,-0.2634
ENSG00000172057,ORMDL3,26,0.72679,12,-0.7555,22,0.17276,0,-6.1774,22,0.24435
ENSG00000108344,PSMD3,39,-0.2132,88,1.27194,68,0.81483,33,-0.4061,17,-1.5172
ENSG00000008838,MED24,22,0.04463,24,0.19792,32,0.65325,20,-0.1083,15,-0.6375
ENSG00000126351,THRA,158,0.10999,155,0.04525,163,0.12852,177,0.26417,119,-0.4424
ENSG00000126368,NR1D1,27,0.30754,31,0.45757,29,0.35056,23,-0.0778,13,-1.0755
ENSG00000188895,MSL1,92,0.05252,119,0.47679,118,0.44953,52,-0.8718,77,-0.2839
ENSG00000108349,CASC3,67,-0.3313,55,-0.5565,69,-0.1989,75,-0.0757,113,0.74570
ENSG00000108352,RAPGEFL1,49,0.95963,28,-0.3270,49,0.59929,32,-0.1126,8,-2.2704
ENSG00000171475,WIPF2,100,0.08467,155,0.82151,131,0.51900,77,-0.3625,53,-1.0382
ENSG00000131759,RARA,14,0.87405,4,-1.3366,24,1.50409,0,-5.2627,5,-1.1491
ENSG00000141753,IGFBP4,16,-0.3411,81,2.94122,14,-0.4568,0,-5.9678,4,-2.4142
ENSG00000073584,SMARCE1,56,-0.8408,146,0.96118,84,0.00671,31,-1.5620,121,0.75368
ENSG00000213424,KRT222,36,-0.3181,72,0.93359,137,2.25488,6,-2.9322,6,-3.1191
ENSG00000186395,KRT10,18,-0.5947,66,1.87008,23,-0.0538,11,-1.1467,18,-0.4974
ENSG00000128422,KRT17,17,-0.3842,2,-2.9312,72,2.49784,30,0.66194,2,-3.1680
ENSG00000173812,EIF1,347,-0.5066,698,0.79989,415,-0.0882,474,0.13182,438,0.00083
ENSG00000141696,P3H4,16,0.00517,33,1.20028,10,-0.8185,30,1.04233,4,-2.0446
ENSG00000141698,NT5C3B,41,0.42301,63,1.01653,53,0.72337,23,-0.6507,7,-2.4977
ENSG00000131473,ACLY,44,0.11712,39,-0.1441,43,0.01698,86,1.24393,19,-1.3990
ENSG00000173786,CNP,121,-2.9176,116,-2.5658,70,-3.3023,584,-0.0916,1905,3.33135
ENSG00000168259,DNAJC7,127,-0.0024,138,0.13953,179,0.57713,92,-0.5234,114,-0.2130
ENSG00000108773,KAT2A,51,0.50655,47,0.20978,74,1.00557,10,-2.2029,24,-0.9741
ENSG00000108774,RAB5C,62,-0.1091,66,0.03203,77,0.29406,113,0.96142,38,-0.9355
ENSG00000167925,GHDC,19,0.92064,9,-0.5346,6,-1.1299,9,-0.5879,12,-0.1551
ENSG00000173757,STAT5B,36,0.08036,65,1.11483,19,-0.9142,42,0.33624,21,-0.8914
ENSG00000168610,STAT3,31,-0.8677,68,0.60910,34,-0.5390,91,1.14549,46,-0.0466
ENSG00000177469,CAVIN1,21,-1.4822,27,-0.7849,0,-6.6797,30,-0.6506,119,2.55379
ENSG00000033627,ATP6V0A1,286,0.63868,207,-0.1117,401,1.02982,85,-1.5006,112,-1.2043
ENSG00000068120,COASY,30,0.08980,48,0.86268,28,-0.0478,19,-0.6129,23,-0.4400
ENSG00000141699,RETREG3,25,0.40308,23,0.11881,37,0.95191,0,-6.2751,17,-0.3707
ENSG00000131462,TUBG1,19,0.62446,34,1.51772,18,0.34077,2,-2.4815,3,-2.6317
ENSG00000037042,TUBG2,55,0.95959,23,-0.7779,56,0.64827,0,-6.9587,30,-0.4104
ENSG00000108797,CNTNAP1,127,1.06688,70,-0.3172,176,1.28012,7,-3.6072,24,-2.1236
ENSG00000108799,EZH1,45,-0.5309,40,-0.5683,65,0.19186,35,-0.7885,93,1.01220
ENSG00000131475,VPS25,13,0.08755,25,1.18516,19,0.67382,8,-0.7419,5,-1.5660
ENSG00000183978,COA3,44,-0.2969,70,0.56953,42,-0.2741,97,1.15867,30,-0.9234
ENSG00000126581,BECN1,30,-0.5413,44,0.18198,72,1.05244,31,-0.3993,38,-0.0596
ENSG00000131467,PSME3,44,1.04686,47,0.78147,32,0.13100,1,-4.1589,12,-1.4889
ENSG00000266967,AARSD1,25,0.17122,16,-0.6430,38,0.82533,35,0.68219,11,-1.2289
ENSG00000198863,RUNDC1,30,0.62772,22,-0.1063,52,1.41973,1,-4.3922,11,-1.3101
ENSG00000131469,RPL27,251,-0.4448,580,1.10881,175,-0.8969,377,0.33962,288,-0.1243
ENSG00000108828,VAT1,31,-0.1080,24,-0.4585,18,-0.9258,27,-0.2869,48,0.83847
ENSG00000108830,RND2,24,-0.3027,21,-0.3873,7,-2.0476,0,-5.2841,59,1.80028
ENSG00000012048,BRCA1,8,-1.2114,6,-1.4342,3,-2.5271,0,-5.8426,46,2.92859
ENSG00000267002,AC060780.1,19,-0.3230,24,0.13511,36,0.80123,3,-2.7616,29,0.49937
ENSG00000188554,NBR1,63,-0.6119,75,-0.1899,58,-0.5961,145,0.92739,104,0.40905
ENSG00000067596,DHX8,18,0.37478,19,0.32303,17,0.15819,0,-5.8434,17,0.15618
ENSG00000108861,DUSP3,111,0.59359,75,-0.2440,177,1.24686,36,-1.3786,39,-1.4034
ENSG00000108852,MPP2,44,-0.4245,51,-0.0732,64,0.30485,68,0.41520,56,0.08713
ENSG00000091947,TMEM101,16,0.25434,23,0.80218,9,-0.6323,6,-1.1893,14,-0.0771
ENSG00000161654,LSM12,24,-0.3835,51,0.97541,57,1.19706,12,-1.3736,19,-0.7365
ENSG00000141349,G6PC3,24,-0.1366,30,0.25561,29,0.16954,0,-6.5457,38,0.76281
ENSG00000108840,HDAC5,82,0.74126,55,-0.1746,50,-0.3391,38,-0.7584,51,-0.3477
ENSG00000168591,TMUB2,32,-0.1215,31,-0.1614,35,0.02135,69,1.23058,21,-0.8774
ENSG00000087152,ATXN7L3,133,1.49982,39,-1.1185,109,0.53758,26,-1.6971,30,-1.6648
ENSG00000108312,UBTF,86,-0.0163,71,-0.3274,134,0.74082,61,-0.5620,85,-0.0427
ENSG00000108309,RUNDC3A,273,1.34903,178,0.08154,269,0.79423,7,-4.7739,40,-2.3734
ENSG00000013306,SLC25A39,32,1.02056,12,-0.9507,25,0.23561,0,-6.3256,21,-0.1063
ENSG00000030582,GRN,23,-0.4161,27,-0.0835,30,0.07034,40,0.56883,30,0.11865
ENSG00000161682,FAM171A2,37,0.98674,24,-0.0649,51,1.20729,0,-5.7429,8,-1.8255
ENSG00000186566,GPATCH8,47,-1.0160,53,-0.6225,106,0.52523,58,-0.4698,131,1.13261
ENSG00000180329,CCDC43,32,-0.2283,25,-0.5389,50,0.55131,20,-0.8944,47,0.54568
ENSG00000073670,ADAM11,74,1.36212,16,-1.6106,111,1.60598,1,-4.8200,7,-2.9797
ENSG00000108883,EFTUD2,30,0.32769,15,-0.8984,60,1.46868,11,-1.3090,17,-0.7923
ENSG00000131095,GFAP,2066,-1.4685,334,-3.8807,311,-3.9826,9029,1.29512,9457,1.83776
ENSG00000131094,C1QL1,21,-0.4697,25,-0.0395,4,-2.7043,34,0.44688,41,0.94716
ENSG00000172992,DCAKD,29,-0.5273,12,-1.7847,19,-1.0839,143,2.66810,19,-1.1931
ENSG00000136448,NMT1,126,-0.1784,160,0.27030,219,0.82058,138,0.02794,97,-0.6229
ENSG00000161714,PLCD3,26,-1.2978,20,-1.4179,10,-2.3867,213,2.95705,40,-0.4098
ENSG00000186834,HEXIM1,47,0.57564,43,0.21632,88,1.53142,0,-7.0952,14,-1.7132
ENSG00000184922,FMNL1,30,2.69593,3,-2.2322,18,0.37620,0,-5.6921,0,-4.3657
ENSG00000225190,PLEKHM1,11,-0.5640,17,0.26591,19,0.43284,14,0.00836,16,0.20389
ENSG00000186868,MAPT,265,0.22100,234,-0.0487,366,0.71318,264,0.15185,135,-1.0293
ENSG00000120071,KANSL1,50,-0.7265,114,0.82417,84,0.29669,59,-0.2793,78,0.20383
ENSG00000073969,NSF,227,0.32725,237,0.29326,611,2.12715,19,-3.5042,19,-3.7096
ENSG00000108433,GOSR2,23,-0.3820,35,0.41530,44,0.80988,24,-0.1838,23,-0.3029
ENSG00000179673,RPRML,21,0.52431,4,-2.1888,63,2.61927,0,-5.9395,2,-3.1321
ENSG00000262879,AC005670.3,26,-0.1386,35,0.34485,20,-0.5671,0,-6.6690,46,1.02598
ENSG00000004897,CDC27,48,-0.7466,117,0.92422,130,1.11793,69,0.00486,44,-0.7936
ENSG00000141279,NPEPPS,107,-0.4583,129,-0.0358,215,0.83452,210,0.78959,91,-0.6755
ENSG00000108424,KPNB1,119,-1.0297,165,-0.2802,223,0.21113,455,1.51167,185,-0.1076
ENSG00000198933,TBKBP1,24,1.74251,3,-2.0720,16,0.27101,0,-5.6370,8,-0.9206
ENSG00000159111,MRPL10,22,0.04133,34,0.75448,16,-0.4239,35,0.84980,10,-1.2479
ENSG00000141295,SCRN2,14,0.30027,13,0.07301,11,-0.2406,9,-0.4873,12,-0.0456
ENSG00000108439,PNPO,28,-0.2307,47,0.68109,52,0.85512,56,0.97276,6,-2.6333
ENSG00000108465,CDK5RAP3,35,0.20653,27,-0.2851,29,-0.1767,16,-1.0599,40,0.42814
ENSG00000082641,NFE2L1,159,-0.1182,151,-0.1707,247,0.66097,151,-0.1686,157,-0.1229
ENSG00000108468,CBX1,110,-0.4812,120,-0.2124,115,-0.2770,230,0.89588,150,0.18039
ENSG00000136436,CALCOCO2,54,-1.2316,90,-0.1778,44,-1.2767,179,1.00211,163,1.03723
ENSG00000159199,ATP5MC1,58,0.06737,88,0.77974,71,0.39411,73,0.45144,21,-1.6576
ENSG00000159202,UBE2Z,72,0.06212,57,-0.3360,114,0.83032,44,-0.7496,65,-0.1394
ENSG00000159210,SNF8,30,0.02877,33,0.19398,33,0.20841,39,0.45605,20,-0.6589
ENSG00000198740,ZNF652,41,-0.8932,55,-0.2246,24,-1.4866,40,-0.7013,130,1.68670
ENSG00000167085,PHB,33,0.04042,36,0.18647,37,0.20390,38,0.28085,24,-0.5127
ENSG00000182575,NXPH3,15,-0.3022,47,1.85569,16,-0.0759,17,-0.0088,6,-1.7853
ENSG00000121067,SPOP,86,-0.8853,156,0.28830,135,0.05201,286,1.38550,108,-0.3660
ENSG00000121073,SLC35B1,16,-0.1589,22,0.38134,32,1.04660,21,0.35343,7,-1.4113
ENSG00000136504,KAT7,24,-0.6332,37,0.19081,53,0.83043,26,-0.3590,37,0.20860
ENSG00000005884,ITGA3,13,-0.5537,56,2.18198,36,1.28984,0,-5.9987,3,-2.5051
ENSG00000005882,PDK2,58,0.12976,72,0.46588,49,-0.1723,105,1.13469,19,-1.7953
ENSG00000167100,SAMD14,25,0.83603,37,1.23577,13,-0.4853,18,-0.0510,1,-4.2417
ENSG00000108819,PPP1R9B,162,1.51160,63,-0.6647,80,-0.2874,56,-0.8580,41,-1.4551
ENSG00000108826,MRPL27,48,0.15987,90,1.22000,38,-0.2766,47,0.08504,20,-1.4032
ENSG00000108829,LRRC59,28,0.33677,53,1.34885,29,0.28336,0,-6.4946,15,-0.8903
ENSG00000136444,RSAD1,18,0.91402,0,-6.1349,22,0.95905,0,-5.5163,12,-0.0242
ENSG00000006282,SPATA20,31,0.12040,35,0.31152,28,-0.0658,56,1.14069,11,-1.6665
ENSG00000006283,CACNA1G,26,0.88649,23,0.39995,47,1.66723,0,-6.0844,0,-7.9991
ENSG00000154945,ANKRD40,61,-1.6436,64,-1.2650,60,-1.3660,168,0.26516,334,2.07296
ENSG00000108848,LUC7L3,257,-1.6088,293,-1.0976,417,-0.5472,195,-1.7189,1506,2.43005
ENSG00000141232,TOB1,22,-1.3066,64,0.64623,21,-1.1387,127,1.99309,34,-0.4275
ENSG00000008294,SPAG9,206,-1.0524,288,-0.2956,253,-0.4998,390,0.20466,605,1.22679
ENSG00000239672,NME1,41,-0.1487,92,1.28623,77,0.96894,15,-1.6315,22,-1.1851
ENSG00000243678,NME2,97,-0.1380,213,1.28421,86,-0.2912,114,0.17004,60,-0.9631
ENSG00000011258,MBTD1,13,-0.1903,19,0.42767,14,-0.0424,0,-5.6842,22,0.81466
ENSG00000264895,AC006141.1,14,-0.2687,2,-2.9421,8,-1.0756,7,-1.2858,34,1.76101
ENSG00000011260,UTP18,21,-0.1648,40,0.96006,23,-0.0026,7,-1.6901,24,0.12579
ENSG00000154975,CA10,52,0.79444,23,-0.7764,88,1.48951,7,-2.6094,16,-1.5236
ENSG00000166260,COX11,24,-0.6994,36,0.12494,45,0.49399,74,1.40764,20,-0.8829
ENSG00000108924,HLF,94,0.60519,77,0.07532,177,1.57730,42,-0.8955,6,-3.9031
ENSG00000108960,MMD,52,-0.1714,85,0.70219,123,1.38587,42,-0.4767,22,-1.6029
ENSG00000153933,DGKE,46,0.69952,25,-0.5126,87,1.63583,10,-1.9557,10,-2.0924
ENSG00000121058,COIL,16,-0.9520,34,0.41423,32,0.31448,11,-1.3861,43,1.00402
ENSG00000121064,SCPEP1,16,-0.5985,22,0.04771,54,1.67140,3,-2.6447,21,0.01897
ENSG00000121057,AKAP1,56,-0.2827,78,0.32824,36,-0.9174,148,1.49453,41,-0.8041
ENSG00000153944,MSI2,89,-0.9531,129,-0.1462,31,-2.3305,562,2.78083,71,-1.2083
ENSG00000181610,MRPS23,34,0.03460,43,0.38288,55,0.81846,11,-1.6768,29,-0.2551
ENSG00000180891,CUEDC1,17,-0.8324,21,-0.2633,8,-1.6561,0,-6.5279,61,2.15010
ENSG00000136451,VEZF1,19,-1.8946,51,-0.0299,15,-1.9525,101,1.14829,97,1.36654
ENSG00000264112,AC015813.1,18,-0.1256,53,1.89125,35,1.06145,0,-6.1173,5,-2.2129
ENSG00000136450,SRSF1,36,-0.6336,54,0.18867,64,0.46948,56,0.26729,52,0.14458
ENSG00000264364,DYNLL2,332,0.57486,190,-0.5305,334,0.39876,71,-2.0375,259,-0.0313
ENSG00000005379,TSPOAP1,66,0.40951,64,0.22780,55,-0.0072,79,0.60199,24,-1.4233
ENSG00000213246,SUPT4H1,23,-0.5955,98,2.19103,15,-1.0929,20,-0.6476,21,-0.6555
ENSG00000108389,MTMR4,28,-0.1334,47,0.77591,59,1.18583,7,-2.2546,21,-0.6467
ENSG00000108387,SEPTIN4,147,-1.6665,103,-1.8850,64,-2.6040,374,0.11674,902,2.45729
ENSG00000175175,PPM1E,14,-0.4025,55,2.30065,32,1.16727,0,-5.9270,1,-3.4568
ENSG00000108395,TRIM37,146,0.27769,162,0.37202,287,1.41154,93,-0.5406,30,-2.4345
ENSG00000182628,SKA2,33,-0.7204,66,0.57009,19,-1.3732,99,1.31699,46,-0.0517
ENSG00000153982,GDPD1,26,-0.4988,38,0.25544,72,1.38722,44,0.51059,15,-1.3571
ENSG00000175155,YPEL2,33,-0.4686,29,-0.5299,32,-0.4136,3,-3.6970,83,1.58363
ENSG00000108406,DHX40,44,0.13993,33,-0.3386,21,-1.0583,32,-0.4133,56,0.62438
ENSG00000141367,CLTC,173,-0.5773,387,0.92667,357,0.78327,329,0.63699,109,-1.2821
ENSG00000062716,VMP1,34,-0.2639,81,1.32337,53,0.54467,11,-1.8953,30,-0.4695
ENSG00000108443,RPS6KB1,28,-0.5365,47,0.46658,62,0.95166,27,-0.4297,33,-0.1570
ENSG00000167434,CA4,38,2.52766,11,-0.8477,7,-1.4974,0,-6.0705,7,-1.5785
ENSG00000170832,USP32,20,-1.2220,74,1.20580,43,0.26003,26,-0.5308,46,0.44077
ENSG00000062725,APPBP2,43,-0.4065,57,0.14217,78,0.67720,48,-0.1382,53,0.01050
ENSG00000141376,BCAS3,21,-0.4303,19,-0.5417,61,1.52017,0,-6.5763,33,0.43341
ENSG00000108506,INTS2,16,0.03879,5,-1.6164,25,0.77974,18,0.22123,14,-0.1222
ENSG00000108510,MED13,53,-0.9529,94,0.15871,73,-0.2536,154,1.02749,100,0.31634
ENSG00000146872,TLK2,52,-0.9701,125,0.67291,106,0.38486,40,-1.1522,122,0.77005
ENSG00000170921,TANC2,55,-0.2327,93,0.70673,155,1.67829,21,-1.6208,28,-1.3623
ENSG00000008283,CYB561,41,0.55340,44,0.47652,90,1.82533,4,-3.1575,1,-4.5439
ENSG00000136485,DCAF7,65,-0.5773,83,-0.0332,98,0.23968,85,0.00217,109,0.50552
ENSG00000198909,MAP3K3,11,-0.2331,12,-0.0988,27,1.32596,0,-5.5726,14,0.20559
ENSG00000266173,STRADA,30,0.42218,27,0.12945,40,0.78887,5,-2.3522,19,-0.4696
ENSG00000136490,LIMD2,21,1.89790,0,-6.2389,25,1.42739,0,-5.3870,1,-3.6336
ENSG00000108588,CCDC47,109,-0.8877,194,0.24528,174,0.06406,250,0.67893,197,0.32276
ENSG00000198231,DDX42,109,-0.1647,100,-0.2647,164,0.55755,97,-0.3109,126,0.13609
ENSG00000108592,FTSJ3,16,-0.6018,14,-0.5832,15,-0.5148,35,0.88786,28,0.56101
ENSG00000087191,PSMC5,95,-0.1490,88,-0.2335,109,0.11158,135,0.47648,98,-0.0698
ENSG00000108622,ICAM2,31,1.26954,23,0.25565,4,-2.3424,0,-6.1538,18,-0.1287
ENSG00000266402,SNHG25,34,-1.1179,55,-0.1492,29,-1.1395,126,1.31833,83,0.66479
ENSG00000136478,TEX2,32,-0.9333,69,0.54588,62,0.35709,86,0.93872,44,-0.2518
ENSG00000261371,PECAM1,27,0.66326,59,1.91645,0,-4.7447,0,-6.2504,13,-0.8589
ENSG00000108654,DDX5,223,-0.7220,470,0.69321,350,0.18245,237,-0.4529,390,0.44164
ENSG00000258890,CEP95,25,-1.1199,70,0.82334,36,-0.2957,2,-4.2836,81,1.41366
ENSG00000108854,SMURF2,19,-0.7078,55,1.29863,21,-0.3639,0,-6.5632,39,0.81645
ENSG00000120063,GNA13,28,-1.1853,80,0.79608,13,-2.0953,139,1.87547,43,-0.2728
ENSG00000154240,CEP112,32,-1.1313,64,0.22272,43,-0.4334,149,1.79175,48,-0.2790
ENSG00000154229,PRKCA,155,0.12557,148,0.00921,162,0.15743,265,1.02093,68,-1.3377
ENSG00000198265,HELZ,67,-0.1219,78,0.17184,103,0.64495,63,-0.1967,60,-0.3044
ENSG00000197170,PSMD12,80,-0.2864,158,0.95023,145,0.79676,105,0.24257,40,-1.4233
ENSG00000154217,PITPNC1,63,-0.6305,133,0.76643,58,-0.6163,258,2.08703,21,-2.3284
ENSG00000130935,NOL11,6,-1.9892,24,0.56233,27,0.75198,53,2.07003,8,-1.2138
ENSG00000171634,BPTF,335,-1.0916,454,-0.3763,337,-0.8479,357,-0.7573,1214,1.75664
ENSG00000186665,C17orf58,13,-0.0860,45,2.30698,12,-0.1600,4,-1.6614,3,-2.1884
ENSG00000182481,KPNA2,24,0.02820,45,1.14600,35,0.68268,15,-0.6881,10,-1.3988
ENSG00000278730,AC005332.6,11,-1.2533,33,0.72384,12,-0.8557,0,-6.0221,46,1.77372
ENSG00000196704,AMZ2,71,-0.4382,139,0.80846,77,-0.1955,194,1.44230,35,-1.5468
ENSG00000108946,PRKAR1A,225,-0.0412,314,0.53216,367,0.80479,143,-0.7547,167,-0.5765
ENSG00000141338,ABCA8,4,-3.9000,24,-1.0225,0,-8.9438,9,-2.4872,162,4.33418
ENSG00000154265,ABCA5,39,-0.7191,62,0.20591,129,1.53894,13,-2.2133,59,0.13679
ENSG00000108984,MAP2K6,10,-0.4141,9,-0.3786,24,1.20028,0,-5.4992,17,0.62961
ENSG00000125398,SOX9,61,-1.7529,123,-0.3396,25,-2.7475,823,3.86548,31,-2.6310
ENSG00000180616,SSTR2,72,0.28498,30,-1.1702,228,2.46371,6,-3.5022,16,-2.2658
ENSG00000166685,COG1,31,0.56332,18,-0.5210,66,1.77615,2,-3.6262,10,-1.5924
ENSG00000141219,C17orf80,21,0.28101,25,0.45121,17,-0.1831,21,0.17024,12,-0.7573
ENSG00000179604,CDC42EP4,64,-1.1146,104,-0.1112,14,-3.1082,545,3.46510,16,-3.0810
ENSG00000172809,RPL38,476,-0.5800,1049,0.89691,262,-1.3642,940,0.69844,656,0.09619
ENSG00000141540,TTYH2,34,-1.6651,34,-1.3619,4,-4.2322,88,0.13443,209,2.44744
ENSG00000109062,SLC9A3R1,66,-1.3672,119,-0.1625,31,-2.2155,620,3.31831,42,-1.9258
ENSG00000161509,GRIN2C,41,-0.5861,25,-1.1933,7,-2.9404,246,3.22616,14,-2.2539
ENSG00000167861,HID1,26,0.02251,12,-1.2176,33,0.39398,2,-3.6786,41,0.96616
ENSG00000180901,KCTD2,64,0.49130,52,-0.0056,64,0.33864,44,-0.2776,33,-0.8131
ENSG00000167863,ATP5PD,96,-0.2772,235,1.37306,144,0.47222,110,0.02173,46,-1.4803
ENSG00000189159,JPT1,43,0.43746,41,0.23102,90,1.66827,15,-1.2844,5,-2.9828
ENSG00000188612,SUMO2,128,-0.2498,256,1.00477,171,0.28751,150,0.06904,93,-0.7750
ENSG00000125447,GGA3,28,0.53850,18,-0.3493,51,1.46533,0,-5.1633,13,-0.9557
ENSG00000125445,MRPS7,46,0.02303,66,0.63009,59,0.42660,48,0.07905,27,-0.9404
ENSG00000177885,GRB2,65,-0.3220,102,0.49929,131,0.94595,57,-0.4589,60,-0.4356
ENSG00000177728,TMEM94,45,0.26599,29,-0.5456,22,-0.9469,97,1.56695,20,-1.2174
ENSG00000177303,CASKIN2,23,-0.3594,64,1.56461,9,-1.5922,35,0.45316,19,-0.6473
ENSG00000108469,RECQL5,12,-0.3517,11,-0.3579,19,0.49262,17,0.28318,15,0.10910
ENSG00000161526,SAP30BP,31,-1.1387,37,-0.6197,42,-0.3870,147,1.83796,57,0.10769
ENSG00000132470,ITGB4,9,-2.6193,14,-1.5262,2,-4.1976,226,4.20739,20,-1.1466
ENSG00000132475,H3F3B,145,-1.1605,351,0.52006,99,-1.5026,534,1.28901,321,0.44146
ENSG00000132471,WBP2,199,0.02169,210,0.10187,283,0.61120,297,0.69641,96,-1.2700
ENSG00000132481,TRIM47,15,-1.6218,41,0.21927,6,-2.7057,182,3.55140,6,-2.7669
ENSG00000204316,MRPL38,40,0.67156,22,-0.5292,34,0.17013,13,-1.3677,28,-0.1556
ENSG00000161533,ACOX1,39,-0.7923,83,0.61915,43,-0.4723,162,1.91776,27,-1.3053
ENSG00000167881,SRP68,42,-0.1732,82,0.99919,67,0.63541,28,-0.7827,31,-0.6792
ENSG00000182473,EXOC7,59,0.28534,55,0.08103,87,0.87775,4,-3.6476,47,-0.1814
ENSG00000141576,RNF157,141,1.40947,66,-0.4279,103,0.30350,10,-3.2678,43,-1.2218
ENSG00000185262,UBALD2,39,0.46567,21,-0.7002,25,-0.3779,27,-0.2494,33,0.07389
ENSG00000161542,PRPSAP1,29,-0.8250,76,0.98320,48,0.18253,62,0.60920,36,-0.3408
ENSG00000175931,UBE2O,37,0.13597,42,0.32463,86,1.63380,0,-6.9800,20,-1.0028
ENSG00000163597,SNHG16,15,-0.2788,13,-0.4774,16,-0.0806,35,1.20777,14,-0.3358
