Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000130520,LSM4,79,-1.1567,195,0.28940,176,0.08592,152,-0.1672,171,0.04125,150,-0.1690,199,0.32417
ENSG00000130517,PGPEP1,30,1.21728,8,-1.0046,18,0.38586,14,-0.0197,13,-0.0803,12,-0.2513,13,-0.1990
ENSG00000130511,SSBP4,32,-1.7537,68,-0.6927,92,-0.1470,121,0.33008,168,0.83202,113,0.17217,115,0.23578
ENSG00000105656,ELL,11,0.46241,6,-0.3448,7,-0.1255,7,-0.2567,5,-0.5514,3,-1.1614,13,0.90918
ENSG00000105701,FKBP8,195,-0.4353,238,-0.1405,258,0.00186,262,0.03436,271,0.08385,235,-0.1415,307,0.32417
ENSG00000105700,KXD1,68,0.47726,55,0.15792,51,0.01312,42,-0.3271,60,0.28892,25,-1.0821,53,0.10219
ENSG00000221983,UBA52,581,-0.0961,588,-0.0846,594,-0.0607,538,-0.2408,912,0.64164,619,0.00686,605,-0.0362
ENSG00000006016,CRLF1,1,-4.3535,5,-2.6248,37,0.35083,34,0.24080,84,1.81325,52,0.94049,21,-0.5379
ENSG00000006015,REX1BD,92,-0.6817,188,0.52716,154,0.13314,126,-0.2093,170,0.28807,103,-0.5098,136,-0.0721
ENSG00000105696,TMEM59L,151,-1.9485,483,-0.2028,710,0.44144,743,0.59744,466,-0.2366,496,-0.1374,569,0.08942
ENSG00000167487,KLHL26,13,-0.7347,9,-1.2765,29,0.53531,20,-0.0204,30,0.59227,18,-0.2152,29,0.61304
ENSG00000105662,CRTC1,24,-0.8341,33,-0.3792,59,0.56540,44,0.10784,40,-0.0649,47,0.20140,45,0.15189
ENSG00000005007,UPF1,51,0.45800,26,-0.6746,54,0.57531,40,0.09561,37,-0.0434,32,-0.2720,38,-0.0205
ENSG00000223802,CERS1,63,0.42361,30,-0.8006,40,-0.2922,52,0.14842,49,0.03451,58,0.29845,54,0.19276
ENSG00000105669,COPE,165,0.10625,165,0.12776,150,-0.0415,112,-0.5580,234,0.68944,171,0.16497,133,-0.2540
ENSG00000105671,DDX49,30,-0.0334,32,0.07979,31,0.00948,31,-0.0118,36,0.22483,34,0.14106,26,-0.2904
ENSG00000051128,HOMER3,52,1.74297,8,-1.3518,10,-0.8913,6,-1.7095,26,0.53386,33,0.94307,19,-0.0219
ENSG00000064607,SUGP2,64,-0.7850,119,0.20174,94,-0.2062,128,0.33276,111,0.06988,73,-0.5973,115,0.13963
ENSG00000105676,ARMC6,16,-0.2594,24,0.39035,21,0.08570,20,0.01971,15,-0.3778,16,-0.2624,19,-0.0268
ENSG00000181035,SLC25A42,10,-0.6639,16,0.10699,19,0.36628,19,0.40055,7,-1.2601,7,-1.2201,20,0.48406
ENSG00000064545,TMEM161A,12,0.27111,13,0.40633,8,-0.4444,8,-0.4649,11,0.08267,10,-0.0393,10,0.01091
ENSG00000254901,BORCS8,23,-1.1718,70,0.65599,45,-0.1380,43,-0.2344,38,-0.4141,47,-0.0522,56,0.25411
ENSG00000064490,RFXANK,35,0.83274,15,-0.5856,14,-0.6194,9,-1.4491,24,0.19974,39,1.00455,26,0.37795
ENSG00000184162,NR2C2AP,11,0.45437,5,-0.7663,7,-0.2198,13,0.89073,10,0.37567,8,-0.0781,4,-0.9485
ENSG00000130287,NCAN,83,-0.4005,50,-1.2773,56,-1.0139,55,-1.1331,194,0.98623,277,1.64290,127,0.30833
ENSG00000187664,HAPLN4,1,-5.0978,119,1.83532,5,-3.2645,13,-2.1292,130,1.63747,8,-2.7130,47,-0.1274
ENSG00000105705,SUGP1,30,0.24491,27,0.08539,21,-0.3016,20,-0.4541,34,0.46364,22,-0.2472,28,0.16162
ENSG00000129933,MAU2,68,1.50454,21,-0.5168,22,-0.3753,24,-0.2974,25,-0.1724,21,-0.4624,28,-0.0066
ENSG00000167491,GATAD2A,19,0.37236,12,-0.3937,17,0.22363,12,-0.4362,16,0.08822,15,0.03310,18,0.30418
ENSG00000186010,NDUFA13,359,-0.9353,784,0.33340,793,0.31049,548,-0.3150,869,0.46242,655,5.74680,603,-0.1456
ENSG00000250067,YJEFN3,24,-2.6601,150,0.09764,147,0.05590,146,0.04649,317,1.36129,123,-0.2323,110,-0.4527
ENSG00000105726,ATP13A1,23,-0.1591,20,-0.3494,28,0.19253,22,-0.1879,23,-0.0923,32,0.38499,29,0.27089
ENSG00000105708,ZNF14,6,-0.4327,10,0.43655,3,-1.2737,10,0.39623,16,1.11814,3,-1.4215,6,-0.5541
ENSG00000081665,ZNF506,49,1.21220,14,-0.9158,33,0.53480,27,0.25089,16,-0.5777,24,-0.0144,17,-0.5957
ENSG00000237440,ZNF737,10,0.64778,7,0.08355,7,0.07116,8,0.38558,4,-0.7703,5,-0.3061,5,-0.5256
ENSG00000188171,ZNF626,23,0.35492,15,-0.3247,10,-0.8374,24,0.52293,13,-0.5101,19,0.05863,19,0.09087
ENSG00000118620,ZNF430,23,1.87886,5,-0.6769,7,-0.2057,7,-0.0371,7,-0.1848,3,-1.3188,6,-0.4009
ENSG00000160352,ZNF714,11,0.27845,5,-0.9349,8,-0.0682,11,0.33020,11,0.28496,11,0.33148,8,-0.1037
ENSG00000196705,ZNF431,26,1.56098,4,-1.3474,8,-0.4015,9,-0.1948,14,0.50666,10,-0.1085,9,-0.2168
ENSG00000182141,ZNF708,57,2.26152,9,-0.8798,12,-0.4893,13,-0.3774,12,-0.4216,15,-0.0542,10,-0.8097
ENSG00000172687,ZNF738,20,1.82968,9,0.60593,7,0.04434,2,-1.4880,5,-0.3802,3,-0.9264,4,-0.8375
ENSG00000196268,ZNF493,28,0.72274,12,-0.6586,22,0.32233,20,0.15840,14,-0.3753,23,0.37813,14,-0.3591
ENSG00000197013,ZNF429,18,0.10816,13,-0.5311,15,-0.1995,17,-0.0439,21,0.32035,14,-0.3125,22,0.47757
ENSG00000198521,ZNF43,26,0.91898,9,-0.7964,10,-0.5436,14,-0.0900,13,-0.2342,25,0.82740,14,-0.1056
ENSG00000197360,ZNF98,0,-5.6981,6,-1.0508,6,-0.8485,7,-0.8309,21,1.00172,17,0.70949,21,1.25131
ENSG00000167232,ZNF91,46,-1.2846,53,-1.1544,118,0.17571,159,0.78062,101,-0.0699,176,0.85182,95,-0.1807
ENSG00000197372,ZNF675,11,-0.0153,10,-0.0580,13,0.27681,15,0.66710,4,-1.4860,12,0.17560,8,-0.4482
ENSG00000196172,ZNF681,5,-0.4422,7,-0.0572,8,0.20153,7,-0.1822,6,-0.2830,10,0.50049,8,0.15143
ENSG00000213096,ZNF254,19,0.38457,7,-1.1268,13,-0.1323,15,0.08303,15,0.06846,22,0.63920,16,0.15138
ENSG00000261824,LINC00662,31,-0.8126,65,0.41004,54,0.04778,71,0.58048,48,-0.1419,47,-0.1647,35,-0.6878
ENSG00000267575,AC006504.5,11,-0.2113,13,-0.0646,6,-1.1170,16,0.29639,19,0.54790,8,-0.7418,15,0.28783
ENSG00000169021,UQCRFS1,83,-1.8505,460,0.98597,213,-0.4202,303,0.16093,263,-0.0879,237,-0.2516,227,-0.3517
ENSG00000187135,VSTM2B,107,1.04899,42,-0.5241,70,0.32705,67,0.28086,28,-1.0943,59,0.05201,45,-0.4256
ENSG00000105171,POP4,28,-0.6110,59,0.69710,41,-0.0144,43,0.09312,39,-0.0661,28,-0.5688,34,-0.3028
ENSG00000131943,C19orf12,30,-0.9794,68,0.30745,88,0.69843,56,-0.0575,42,-0.5026,42,-0.4771,63,0.15103
ENSG00000105176,URI1,136,0.86861,60,-0.5237,85,0.07713,79,-0.0414,69,-0.2428,83,0.04216,78,-0.0513
ENSG00000198597,ZNF536,196,3.76316,13,-1.4153,15,-1.1443,10,-1.8866,24,-0.4834,19,-0.7845,11,-1.7876
ENSG00000121297,TSHZ3,14,-0.7429,19,-0.2536,30,0.47076,21,-0.0765,12,-0.9942,17,-0.4530,35,0.85521
ENSG00000168813,ZNF507,37,1.03955,18,-0.1785,14,-0.5858,17,-0.2734,22,0.18855,14,-0.5430,21,0.08481
ENSG00000178904,DPY19L3,36,0.40937,16,-0.9238,17,-0.7729,14,-1.1395,24,-0.2363,66,1.43060,39,0.60390
ENSG00000105185,PDCD5,99,-0.7678,213,0.52173,165,0.03702,137,-0.2844,178,0.15617,121,-0.4529,175,0.14641
ENSG00000105186,ANKRD27,15,-0.5995,24,0.10698,19,-0.2688,17,-0.4872,17,-0.4031,42,1.02275,25,0.19147
ENSG00000213965,NUDT19,8,-0.1441,10,0.12401,13,0.51392,8,-0.2953,10,0.06859,2,-1.9352,12,0.45901
ENSG00000121289,CEP89,19,0.19301,9,-1.0123,19,0.19595,17,0.02404,12,-0.5115,34,1.12204,16,-0.0510
ENSG00000076650,GPATCH1,15,0.45466,12,0.10473,8,-0.5917,13,0.28263,6,-0.8747,16,0.57249,9,-0.4445
ENSG00000130881,LRP3,10,-1.2564,12,-1.0129,22,-0.0513,26,0.27573,18,-0.3122,35,0.75723,31,0.60797
ENSG00000130876,SLC7A10,1,-3.5977,7,-0.8813,5,-1.2445,7,-0.8571,6,-0.9649,44,2.39146,17,0.66029
ENSG00000245848,CEBPA,8,-0.0157,5,-0.8404,6,-0.5042,7,-0.2340,19,1.27569,7,-0.2614,10,0.28683
ENSG00000153879,CEBPG,17,-1.3021,46,0.26975,50,0.36704,52,0.48981,44,0.15965,33,-0.2658,29,-0.5587
ENSG00000124299,PEPD,79,0.63865,63,0.27939,48,-0.1851,49,-0.1714,53,-0.0297,43,-0.3509,46,-0.2799
ENSG00000124302,CHST8,1,-3.6252,17,0.67105,12,0.03340,11,-0.0860,3,-2.1035,12,-0.0371,17,0.71325
ENSG00000153885,KCTD15,20,0.26780,7,-1.4857,14,-0.3064,17,-0.0487,29,0.86250,27,0.73393,17,-0.0096
ENSG00000257103,LSM14A,102,1.05184,34,-0.7905,37,-0.6055,47,-0.2559,53,-0.0347,42,-0.3943,73,0.56161
ENSG00000166398,KIAA0355,58,2.09146,10,-0.8943,8,-1.1112,15,-0.3062,10,-0.8369,15,-0.2427,18,-0.0127
ENSG00000105220,GPI,134,-1.7210,464,0.22216,447,0.13499,551,0.55224,319,-0.3987,358,-0.2181,410,-0.0026
ENSG00000126249,PDCD2L,9,-0.5619,21,0.84276,8,-0.7678,10,-0.5778,21,0.67097,11,-0.2835,12,-0.1705
ENSG00000126261,UBA2,95,-0.1147,121,0.30195,125,0.32212,99,-0.0534,100,-0.0347,87,-0.2619,88,-0.2612
ENSG00000089335,ZNF302,105,0.89331,53,-0.2403,51,-0.2988,51,-0.3298,60,-0.0214,63,0.05727,62,0.02872
ENSG00000197841,ZNF181,26,0.60196,14,-0.3972,18,0.02058,18,0.07398,15,-0.2222,19,0.10106,17,-0.0631
ENSG00000089351,GRAMD1A,22,-0.0272,21,-0.0504,25,0.18162,20,-0.1390,16,-0.4847,22,-0.0097,26,0.31583
ENSG00000105711,SCN1B,22,-2.3792,208,1.33097,46,-1.3032,59,-1.0090,109,0.03038,61,-0.8873,151,0.64341
ENSG00000153902,LGI4,75,0.22062,52,-0.3772,47,-0.5009,55,-0.2846,75,0.21714,99,0.68607,70,0.13023
ENSG00000266964,FXYD1,85,-1.0078,95,-0.9240,181,0.15910,86,-1.0904,293,0.97253,258,0.74956,229,0.63292
ENSG00000221946,FXYD7,45,-1.9554,161,-0.0226,222,0.50018,190,0.28263,250,0.70449,108,-0.6486,152,-0.1282
ENSG00000105698,USF2,125,0.14422,78,-0.6715,95,-0.3031,88,-0.4567,176,0.70940,105,-0.1402,157,0.58649
ENSG00000105695,MAG,1173,5.01154,17,-3.4123,118,-0.3797,37,-2.2549,4,-5.1661,32,-2.3213,31,-2.5143
ENSG00000012124,CD22,74,4.99495,1,-3.4556,4,-1.1787,2,-2.2131,0,-4.7946,2,-2.2886,3,-1.6524
ENSG00000161249,DMKN,1,-2.5747,5,-0.8245,8,0.07376,7,-0.2738,11,0.43621,14,0.91037,11,0.62662
ENSG00000105677,TMEM147,87,0.33181,72,0.02276,71,0.00489,63,-0.2283,79,0.16845,70,-0.0229,67,-0.1011
ENSG00000126254,RBM42,80,1.00160,46,0.09703,39,-0.1932,35,-0.4049,33,-0.4297,28,-0.6663,48,0.15715
ENSG00000126267,COX6B1,267,-1.4158,913,0.59015,679,0.02498,574,-0.2686,749,0.18438,520,-0.3974,746,0.20120
ENSG00000272333,KMT2B,14,0.29058,10,-0.2373,11,-0.0674,11,-0.0950,8,-0.6772,16,0.40611,14,0.22848
ENSG00000161265,U2AF1L4,10,-0.9009,27,0.67195,17,-0.1391,19,0.06806,21,0.18277,15,-0.3321,15,-0.3227
ENSG00000205155,PSENEN,43,-0.3361,57,0.14765,52,-0.0141,48,-0.1804,78,0.62685,64,0.31160,41,-0.4496
ENSG00000267796,LIN37,15,-0.1076,20,0.43496,12,-0.3915,17,0.06944,23,0.56016,8,-0.9488,14,-0.2588
ENSG00000004776,HSPB6,11,0.48750,4,-0.9112,2,-2.0836,5,-0.7381,23,1.86499,9,0.20934,7,-0.0915
ENSG00000004777,ARHGAP33,30,0.26692,25,-0.0666,21,-0.3140,24,-0.1496,30,0.23251,22,-0.2434,29,0.19176
ENSG00000105290,APLP1,1145,2.15552,228,-0.7177,379,0.14851,296,-0.2711,329,-0.0798,207,-0.8003,173,-1.1610
ENSG00000011600,TYROBP,29,0.68302,7,-1.5121,15,-0.4028,6,-1.7556,53,1.72704,34,0.94268,17,-0.2203
ENSG00000126243,LRFN3,8,-1.2453,12,-0.6212,25,0.51103,22,0.40479,17,-0.1051,25,0.51481,18,-0.0051
ENSG00000205138,SDHAF1,47,0.56043,27,-0.3654,43,0.39902,27,-0.3330,39,0.25580,27,-0.3118,34,0.03594
ENSG00000239382,ALKBH6,21,-0.5804,48,0.89012,21,-0.5596,28,-0.1675,31,0.01972,14,-1.1598,32,0.11819
ENSG00000105270,CLIP3,182,-0.9522,388,0.26895,315,-0.0980,369,0.17655,312,-0.1123,295,-0.2004,366,0.16110
ENSG00000161277,THAP8,11,0.50721,9,0.16041,2,-1.7094,7,-0.3590,13,0.77094,6,-0.3706,9,0.09483
ENSG00000105258,POLR2I,264,0.20453,266,0.24829,214,-0.1281,164,-0.6034,341,0.62678,189,-0.3249,228,-0.0359
ENSG00000105254,TBCB,437,1.10435,258,0.23863,233,0.04371,197,-0.2419,199,-0.2028,159,-0.5527,162,-0.5753
ENSG00000126247,CAPNS1,170,-0.2372,244,0.39670,168,-0.2559,210,0.11610,213,0.12618,154,-0.3880,179,-0.1729
ENSG00000161281,COX7A1,24,-3.4731,309,0.42340,426,0.91373,258,0.08589,162,-0.6500,193,-0.3809,260,0.10132
ENSG00000167635,ZNF146,93,1.41034,36,-0.1834,43,0.09875,39,-0.0570,38,-0.0991,27,-0.6264,26,-0.7377
ENSG00000232677,LINC00665,16,-0.0051,15,-0.1521,17,0.06597,16,0.01032,19,0.27903,14,-0.2366,17,0.05655
ENSG00000142065,ZFP14,32,0.38427,28,0.22507,11,-1.2263,32,0.45484,18,-0.5282,12,-1.0644,28,0.21314
ENSG00000181007,ZFP82,15,0.19410,9,-0.7506,9,-0.6902,16,0.23607,15,0.10932,18,0.40287,16,0.26370
ENSG00000186017,ZNF566,25,1.12968,12,-0.0404,8,-0.6391,9,-0.5912,8,-0.7575,22,0.87672,11,-0.2994
ENSG00000254004,ZNF260,20,0.47682,15,0.06015,14,-0.0254,13,-0.2519,11,-0.4253,18,0.31164,14,-0.0940
ENSG00000186020,ZNF529,46,0.47909,29,-0.2429,30,-0.1714,40,0.28711,28,-0.2808,28,-0.3097,34,0.01690
ENSG00000161298,ZNF382,15,-0.0339,10,-0.7133,20,0.38689,22,0.65255,15,-0.0546,12,-0.3695,14,-0.1394
ENSG00000197808,ZNF461,7,-0.7565,12,0.00821,8,-0.5770,12,0.05305,15,0.31272,18,0.64938,12,-0.0692
ENSG00000189042,ZNF567,4,-1.1530,9,-0.0525,7,-0.4028,13,0.57397,6,-0.6508,13,0.57123,9,0.01485
ENSG00000267254,ZNF790-AS1,5,-0.5817,8,0.06236,9,0.18320,11,0.71310,5,-0.6409,4,-1.0465,8,0.03227
ENSG00000198453,ZNF568,13,0.44056,8,-0.3879,8,-0.2539,11,0.22080,9,-0.0613,10,0.10554,9,-0.0483
ENSG00000197050,ZNF420,13,0.34659,9,-0.1745,20,1.02579,9,-0.2512,10,-0.0196,5,-1.0346,10,-0.1242
ENSG00000196967,ZNF585A,13,-0.4740,20,0.17386,19,0.06534,18,-0.0176,8,-1.2128,31,0.87557,17,-0.1043
ENSG00000245680,ZNF585B,17,0.45716,10,-0.3234,15,0.24801,13,0.12000,5,-1.2880,18,0.56321,12,-0.1261
ENSG00000188283,ZNF383,18,0.83972,10,-0.2072,7,-0.7326,9,-0.4078,11,-0.0201,17,0.65223,10,-0.1156
ENSG00000181666,ZNF875,20,-0.0015,20,-0.0142,20,0.00078,23,0.23276,20,-0.0060,12,-0.7789,21,0.12410
ENSG00000196437,ZNF569,14,-0.2222,13,-0.4349,17,0.04591,20,0.30766,19,0.23164,21,0.37770,14,-0.2250
ENSG00000171827,ZNF570,23,0.44701,15,-0.1967,16,-0.1236,19,0.14907,29,0.85888,21,0.30581,8,-1.3147
ENSG00000188227,ZNF793,20,0.82679,11,-0.1771,17,0.55850,14,0.24459,5,-1.2016,8,-0.5512,10,-0.3020
ENSG00000171817,ZNF540,14,-0.8817,26,0.07072,24,-0.0649,29,0.23497,28,0.14659,25,-0.0128,26,0.02767
ENSG00000120784,ZFP30,18,0.47260,8,-0.8707,12,-0.1399,17,0.51430,11,-0.2543,16,0.33941,12,-0.1589
ENSG00000196381,ZNF781,7,-0.4604,11,0.10380,13,0.35397,10,-0.0217,8,-0.3030,10,0.05541,10,0.04863
ENSG00000267152,AC093227.1,11,0.26443,8,-0.2248,10,0.14690,11,0.43697,6,-0.5561,5,-0.8579,10,0.13674
ENSG00000105738,SIPA1L3,20,0.67239,11,-0.3067,8,-0.6509,12,-0.1561,7,-0.8529,20,0.67892,14,0.20018
ENSG00000011332,DPF1,18,-1.5419,35,-0.5645,72,0.62733,65,0.52784,61,0.35306,36,-0.4700,51,0.07694
ENSG00000167642,SPINT2,29,-2.3980,193,0.58228,151,0.10709,142,0.01041,138,-0.0363,156,0.15768,135,-0.0832
ENSG00000167641,PPP1R14A,1312,4.62329,32,-2.7362,131,-0.4835,57,-1.8762,24,-2.9783,72,-1.3912,35,-2.6071
ENSG00000167645,YIF1B,49,0.60698,35,0.05507,33,-0.0228,36,0.10344,34,0.01506,29,-0.2429,25,-0.4799
ENSG00000099341,PSMD8,114,-0.9711,298,0.63488,219,0.04257,211,-0.0154,234,0.15232,164,-0.4113,190,-0.2001
ENSG00000188766,SPRED3,4,-0.8681,7,-0.1453,8,0.14808,6,-0.4092,7,-0.1278,6,-0.3178,12,0.88624
ENSG00000130244,FAM98C,26,-0.2488,33,0.15595,34,0.17541,22,-0.5691,38,0.38404,28,-0.1037,33,0.17899
ENSG00000196218,RYR1,23,0.69292,5,-1.5826,7,-1.0727,8,-0.9905,22,0.66228,27,0.97865,21,0.63451
ENSG00000178982,EIF3K,144,-0.8268,337,0.61138,206,-0.2707,235,-0.0689,323,0.45574,171,-0.5574,226,-0.1350
ENSG00000130402,ACTN4,183,1.35807,61,-0.5316,70,-0.2477,68,-0.3458,134,0.80440,67,-0.3355,56,-0.6492
ENSG00000104823,ECH1,95,0.25216,78,-0.0869,95,0.24134,60,-0.5413,118,0.60689,97,0.28645,68,-0.3305
ENSG00000104824,HNRNPL,98,0.14454,95,0.10854,62,-0.5617,87,-0.0399,74,-0.2849,109,0.32819,92,0.05969
ENSG00000068903,SIRT2,638,2.33442,101,-0.9560,155,-0.2108,112,-0.7851,119,-0.6280,156,-0.2073,140,-0.4186
ENSG00000104825,NFKBIB,25,1.13280,10,-0.4781,10,-0.3263,10,-0.4719,17,0.42193,14,0.19899,11,-0.2359
ENSG00000104835,SARS2,14,0.09666,18,0.54095,9,-0.5075,15,0.20207,13,-0.0770,9,-0.5212,11,-0.3488
ENSG00000128626,MRPS12,24,-0.8952,63,0.67232,48,0.14232,39,-0.2115,46,0.08479,30,-0.5841,43,-0.0225
ENSG00000269190,FBXO17,4,-1.5451,12,0.20299,12,0.22730,8,-0.5958,14,0.38106,9,-0.2030,15,0.55325
ENSG00000161243,FBXO27,11,-0.7808,25,0.51299,24,0.36928,17,-0.2311,24,0.35967,6,-1.6505,21,0.14233
ENSG00000128011,LRFN1,3,-1.6846,13,0.27817,13,0.27757,12,0.12750,17,0.75758,9,-0.2593,8,-0.4176
ENSG00000130755,GMFG,8,-0.5078,10,-0.2029,17,0.62960,13,0.16677,14,0.28751,6,-0.8926,12,0.06553
ENSG00000179134,SAMD4B,88,1.50613,21,-0.8972,25,-0.5785,28,-0.4333,34,-0.0985,48,0.44009,35,-0.0799
ENSG00000006712,PAF1,52,0.42653,36,-0.1930,38,-0.0824,39,-0.0772,34,-0.2461,50,0.35850,39,-0.0571
ENSG00000063322,MED29,83,0.26068,85,0.32675,53,-0.4700,56,-0.4104,98,0.53229,48,-0.6160,73,0.04646
ENSG00000105193,RPS16,539,0.11663,392,-0.4291,583,0.24446,341,-0.6649,853,0.88465,618,0.33960,476,-0.0930
ENSG00000196235,SUPT5H,83,-0.0497,72,-0.2885,94,0.16011,86,0.01622,81,-0.0846,60,-0.5523,109,0.45811
ENSG00000105197,TIMM50,29,-0.6210,60,0.60321,39,-0.1655,48,0.14702,54,0.32178,22,-1.0457,39,-0.2129
ENSG00000090932,DLL3,9,-1.0268,15,-0.2580,19,0.07135,16,-0.1982,27,0.69699,25,0.51345,18,0.02155
ENSG00000176401,EID2B,6,-1.8341,27,0.33372,20,-0.1772,27,0.34055,27,0.28090,15,-0.6742,24,0.14225
ENSG00000176396,EID2,20,-1.5893,82,0.63359,50,-0.2291,72,0.38240,53,-0.1625,46,-0.3733,53,-0.1560
ENSG00000105204,DYRK1B,15,-0.2393,12,-0.6834,29,0.75710,18,0.04134,10,-0.8431,20,0.15785,22,0.39915
ENSG00000105202,FBL,54,0.21921,36,-0.4799,67,0.55077,43,-0.1712,63,0.47140,30,-0.7248,51,0.13438
ENSG00000013275,PSMC4,64,-0.1841,91,0.43282,54,-0.4365,75,0.08487,63,-0.2024,61,-0.2534,72,-0.0016
ENSG00000128000,ZNF780B,15,0.18283,15,0.10716,14,0.07195,15,0.19553,6,-1.2918,10,-0.4494,16,0.25715
ENSG00000197782,ZNF780A,9,-0.4502,13,0.09501,9,-0.3603,15,0.42965,6,-0.9781,8,-0.6881,16,0.52515
ENSG00000130758,MAP3K10,17,-0.7677,18,-0.7322,26,-0.1216,21,-0.5471,34,0.29390,28,0.00715,50,1.09951
ENSG00000174521,TTC9B,39,-2.9940,377,0.52964,324,0.20974,224,-0.4208,242,-0.2565,230,-0.3329,403,0.66356
ENSG00000105221,AKT2,39,0.80856,16,-0.6384,22,-0.1261,22,-0.1573,21,-0.1629,25,0.10586,27,0.22489
ENSG00000105223,PLD3,189,-1.1359,406,0.05095,501,0.38829,438,0.19415,371,-0.0970,338,-0.2452,428,0.14856
ENSG00000090013,BLVRB,28,-1.0004,44,-0.3329,54,-0.0054,51,-0.1044,79,0.62702,54,-0.0047,67,0.39407
ENSG00000160460,SPTBN4,16,-2.0016,68,0.17637,70,0.18946,81,0.49482,46,-0.4540,54,-0.2029,67,0.14611
ENSG00000090006,LTBP4,8,-0.0692,5,-0.9988,8,-0.2044,16,1.11048,15,0.83318,9,0.09721,3,-1.4645
ENSG00000105245,NUMBL,15,-1.4616,34,-0.2839,48,0.28711,59,0.71236,37,-0.1523,32,-0.3505,42,0.08712
ENSG00000123815,COQ8B,15,0.59826,9,-0.3367,11,0.11746,7,-0.6408,15,0.50808,7,-0.7006,13,0.37296
ENSG00000077312,SNRPA,28,0.56662,17,-0.2154,24,0.31158,20,0.04006,25,0.38196,14,-0.5057,15,-0.4269
ENSG00000167578,RAB4B,74,0.84634,49,0.19794,43,-0.0233,37,-0.3143,30,-0.6064,40,-0.1439,41,-0.1364
ENSG00000269858,EGLN2,68,0.17425,52,-0.2933,73,0.29288,56,-0.1619,63,0.05040,41,-0.6316,76,0.38868
ENSG00000167601,AXL,26,-0.1450,11,-1.5783,19,-0.6077,12,-1.3675,43,0.70510,63,1.36561,42,0.77211
ENSG00000105323,HNRNPUL1,98,1.06325,30,-0.9195,46,-0.1924,46,-0.2222,65,0.36676,55,0.08529,51,-0.0093
ENSG00000142039,CCDC97,16,0.76934,11,0.17184,8,-0.3336,8,-0.2798,7,-0.5773,10,0.02134,10,-0.0126
ENSG00000142046,TMEM91,9,-0.5080,12,-0.0880,11,-0.2118,11,-0.2898,11,-0.1546,23,0.95831,13,0.10147
ENSG00000123810,B9D2,2,-2.2326,14,0.71689,9,-0.0571,10,0.04881,13,0.54271,8,-0.2637,7,-0.3956
ENSG00000077348,EXOSC5,34,0.21834,36,0.36135,31,0.04495,32,0.10470,24,-0.3180,24,-0.3387,25,-0.3378
ENSG00000248098,BCKDHA,40,0.10266,32,-0.2800,34,-0.1577,34,-0.1796,41,0.11400,43,0.18667,44,0.27034
ENSG00000105341,DMAC2,25,-0.2757,31,0.09566,44,0.62434,27,-0.1576,14,-1.1625,26,-0.2037,36,0.34112
ENSG00000105372,RPS19,780,0.17916,525,-0.4975,670,-0.0653,492,-0.6079,972,0.54161,878,0.37387,823,0.30384
ENSG00000076928,ARHGEF1,36,2.16716,4,-1.4102,13,0.29361,6,-1.0092,11,0.06843,9,-0.1994,8,-0.4118
ENSG00000105404,RABAC1,223,0.16388,212,0.08917,172,-0.2539,216,0.12068,231,0.21695,179,-0.1897,179,-0.2158
ENSG00000105409,ATP1A3,37,-2.6447,325,0.76929,155,-0.5330,239,0.17392,203,-0.1057,189,-0.2234,230,0.10555
ENSG00000105737,GRIK5,14,-1.9045,34,-0.6037,74,0.69530,55,0.21915,42,-0.2290,72,0.65587,52,0.14395
ENSG00000105732,ZNF574,9,0.12934,9,0.16887,11,0.38993,8,-0.1437,8,-0.0187,5,-0.7537,9,-0.0002
ENSG00000160570,DEDD2,14,-0.9997,30,0.15823,41,0.64623,31,0.17899,26,-0.0866,25,-0.1788,24,-0.2231
ENSG00000105723,GSK3A,41,-0.8546,83,0.27004,70,-0.0334,65,-0.1628,73,0.03689,82,0.22790,76,0.11041
ENSG00000105722,ERF,32,1.59990,8,-0.8051,5,-1.4180,10,-0.3857,19,0.65650,11,-0.2480,12,-0.1130
ENSG00000079432,CIC,45,0.55719,26,-0.3844,29,-0.1269,28,-0.2104,20,-0.7268,28,-0.2292,45,0.63190
ENSG00000079462,PAFAH1B3,15,-1.0740,43,0.69827,17,-0.8185,21,-0.5880,54,0.98642,26,-0.2255,28,-0.0711
ENSG00000167619,TMEM145,12,-0.4522,17,0.14190,11,-0.6306,12,-0.5465,13,-0.3031,14,-0.1872,26,0.93935
ENSG00000105429,MEGF8,32,-0.7384,63,0.37601,41,-0.3617,48,-0.1052,43,-0.2750,41,-0.3493,67,0.49182
ENSG00000213904,LIPE-AS1,14,0.32311,9,-0.3186,8,-0.6088,6,-1.0927,24,1.18903,14,0.34388,12,0.10958
ENSG00000079435,LIPE,102,4.38669,2,-2.9063,7,-1.0859,5,-1.4957,3,-2.1628,6,-1.1722,4,-1.8186
ENSG00000105755,ETHE1,14,-0.5117,21,0.14453,14,-0.5577,13,-0.7263,27,0.49285,28,0.53301,23,0.30532
