Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000100083,GGA1,37,0.51272,25,-0.1251,20,-0.4645,27,-0.0216,28,0.04966,21,-0.4451,25,-0.1527
ENSG00000241360,PDXP,309,0.44979,115,-1.1443,109,-1.2224,263,0.17547,213,-0.2117,237,-0.0249,358,0.63961
ENSG00000100097,LGALS1,179,-0.5932,104,-1.3555,109,-1.2944,282,0.21461,412,0.91805,57,-2.2369,488,1.08613
ENSG00000273899,NOL12,11,-0.2882,14,0.17199,4,-1.7874,11,-0.2329,15,0.25007,11,-0.1764,26,1.17687
ENSG00000189060,H1F0,49,-0.1743,54,-0.0004,62,0.22467,55,0.05249,45,-0.3224,53,-0.0187,71,0.43684
ENSG00000100116,GCAT,29,0.13960,21,-0.3765,17,-0.6408,16,-0.8817,40,0.76633,32,0.28758,35,0.43888
ENSG00000100124,ANKRD54,16,-0.1519,17,-0.0214,9,-0.8945,19,0.14438,13,-0.5012,21,0.34353,29,0.83383
ENSG00000100129,EIF3L,73,0.32387,27,-1.2205,31,-1.0211,43,-0.6332,67,0.16954,67,0.14161,135,1.32428
ENSG00000100142,POLR2F,48,0.01915,30,-0.6929,20,-1.3353,44,-0.1541,39,-0.3378,59,0.33576,109,1.37692
ENSG00000100146,SOX10,17,0.16481,10,-0.7334,3,-2.1817,25,1.01796,2,-2.9076,25,0.70511,21,0.47059
ENSG00000100151,PICK1,16,-0.7654,26,-0.0349,11,-1.2707,31,0.35788,27,0.03339,38,0.59061,33,0.37663
ENSG00000184381,PLA2G6,12,-0.3796,11,-0.4219,9,-0.8078,16,0.14723,14,-0.0529,17,0.22254,26,0.88920
ENSG00000198792,TMEM184B,46,-0.2741,60,0.17964,45,-0.2848,54,-0.0036,57,0.09238,64,0.26640,57,0.08735
ENSG00000213923,CSNK1E,100,-0.0492,137,0.45862,114,0.16100,116,0.24161,75,-0.5420,105,0.02223,79,-0.4089
ENSG00000168135,KCNJ4,32,-0.4414,28,-0.6381,25,-0.7633,43,0.03511,53,0.43994,47,0.16821,61,0.61895
ENSG00000100201,DDX17,191,-0.4217,506,1.21310,220,-0.1623,188,-0.4941,212,-0.2433,361,0.63098,229,-0.1050
ENSG00000100211,CBY1,9,-0.1331,7,-0.4732,3,-1.6656,10,-0.0667,10,0.03591,13,0.41899,19,0.99958
ENSG00000100216,TOMM22,44,-0.5084,49,-0.2799,53,-0.1706,62,0.10396,66,0.19596,51,-0.2249,90,0.68162
ENSG00000100221,JOSD1,47,-0.3954,59,-0.0116,37,-0.7133,69,0.30694,66,0.19345,55,-0.1182,68,0.21294
ENSG00000100226,GTPBP1,24,0.49663,11,-0.7184,13,-0.5049,18,0.00825,12,-0.6805,25,0.50809,23,0.42046
ENSG00000100242,SUN2,47,-0.4399,48,-0.3896,60,-0.0312,73,0.34881,55,-0.2008,90,0.61669,55,-0.1820
ENSG00000100246,DNAL4,10,-0.4212,8,-0.6936,10,-0.3993,15,0.22356,14,0.10361,8,-0.7841,27,1.10300
ENSG00000221890,NPTXR,238,0.05507,141,-0.7638,150,-0.6647,294,0.50483,224,-0.0481,296,0.40100,143,-0.7362
ENSG00000183741,CBX6,365,0.93756,178,-0.3448,276,0.34508,218,-0.0339,141,-0.7657,203,-0.1427,120,-0.9560
ENSG00000100307,CBX7,93,0.31091,67,-0.2496,75,-0.0589,71,-0.1951,72,-0.1324,85,0.13521,90,0.22241
ENSG00000100311,PDGFB,7,-0.6566,15,0.55721,14,0.42137,7,-0.7450,15,0.60936,8,-0.4065,14,0.50002
ENSG00000100316,RPL3,886,0.82560,350,-0.7569,427,-0.4514,536,-0.1201,386,-0.6602,397,-0.5655,943,0.82311
ENSG00000100321,SYNGR1,95,-1.0089,118,-0.5935,122,-0.5535,244,0.72612,206,0.30966,160,-0.1293,176,0.01997
ENSG00000100324,TAB1,14,0.23768,16,0.33417,8,-0.6067,11,-0.2582,14,0.17179,12,-0.0342,13,0.00054
ENSG00000128268,MGAT3,49,-0.0028,29,-0.8145,45,-0.1150,55,0.23150,48,-0.0354,46,-0.0889,59,0.31048
ENSG00000100335,MIEF1,28,-0.6416,48,0.22823,45,0.14666,46,0.23728,38,-0.1396,47,0.20456,42,0.03730
ENSG00000128272,ATF4,78,-0.7047,87,-0.4851,102,-0.2430,147,0.44043,142,0.31425,94,-0.3623,144,0.29825
ENSG00000187051,RPS19BP1,84,0.17040,40,-0.9957,47,-0.7609,82,0.14421,70,-0.1570,57,-0.4556,143,1.02754
ENSG00000100346,CACNA1I,13,-0.5870,26,0.54890,15,-0.2533,24,0.60984,15,-0.3442,14,-0.3775,16,-0.1692
ENSG00000100354,TNRC6B,138,-0.6476,430,1.25138,393,1.09299,154,-0.5230,170,-0.3020,241,0.27667,89,-1.2647
ENSG00000239900,ADSL,13,-0.7258,23,0.16352,9,-1.2618,16,-0.4664,31,0.75997,25,0.28449,33,0.76589
ENSG00000100359,SGSM3,24,-0.5969,32,-0.1449,20,-0.8576,42,0.40576,36,0.04132,31,-0.1993,53,0.68516
ENSG00000196588,MRTFA,26,-0.2540,41,0.47561,18,-0.7600,26,-0.2618,37,0.34629,36,0.25934,33,0.14687
ENSG00000128285,MCHR1,6,-1.1433,6,-0.8832,7,-0.7339,17,0.80054,16,0.55450,12,0.08256,8,-0.5594
ENSG00000100372,SLC25A17,15,-0.0473,15,-0.0018,15,0.04789,10,-0.6741,22,0.72894,8,-0.8567,21,0.53703
ENSG00000100380,ST13,263,-0.1838,285,-0.0375,456,0.72486,299,0.04861,241,-0.3333,313,0.10724,254,-0.2187
ENSG00000196236,XPNPEP3,14,0.03454,15,0.17821,22,0.81582,10,-0.5534,7,-0.9679,22,0.82902,16,0.25909
ENSG00000100387,RBX1,165,-0.0698,104,-0.7771,85,-1.0811,167,-0.0517,184,0.11948,174,0.02164,326,1.06194
ENSG00000100393,EP300,46,-0.5686,113,0.92734,125,1.10801,58,-0.1818,36,-0.9601,98,0.69697,29,-1.1857
ENSG00000100395,L3MBTL2,19,-1.0072,43,0.32496,36,0.04831,34,-0.0477,47,0.55618,41,0.26396,29,-0.2876
ENSG00000100401,RANGAP1,97,-0.7114,141,-0.0821,180,0.31403,191,0.52864,160,0.13859,126,-0.2588,96,-0.6763
ENSG00000100403,ZC3H7B,64,0.61987,36,-0.3538,51,0.17769,57,0.45706,25,-0.9835,29,-0.7045,36,-0.3538
ENSG00000167074,TEF,53,0.06845,37,-0.5112,38,-0.4532,44,-0.2946,57,0.19725,71,0.51505,65,0.38017
ENSG00000183864,TOB2,60,1.03601,48,0.51569,39,0.16215,15,-1.5012,14,-1.5092,85,1.50330,19,-0.8963
ENSG00000100410,PHF5A,7,-1.0604,11,-0.3976,4,-1.7016,20,0.77454,12,-0.3271,22,0.66555,20,0.51638
ENSG00000100412,ACO2,263,0.26989,130,-0.8587,150,-0.6317,242,0.14009,200,-0.2113,215,-0.0784,338,0.65263
ENSG00000100413,POLR3H,45,-0.2971,27,-1.0428,31,-0.8593,45,-0.3578,74,0.56178,75,0.51828,89,0.81548
ENSG00000100417,PMM1,29,-0.2991,23,-0.5997,15,-1.2108,29,-0.3532,42,0.36838,38,0.14174,74,1.27174
ENSG00000100418,DESI1,54,0.20978,38,-0.3750,33,-0.5807,47,-0.0282,43,-0.1702,70,0.60356,50,0.08013
ENSG00000196419,XRCC6,83,-0.8887,116,-0.3158,106,-0.4551,122,-0.2781,215,0.77728,163,0.22888,208,0.62451
ENSG00000100138,SNU13,163,-0.2676,121,-0.7012,113,-0.8037,211,0.21054,231,0.35146,141,-0.4612,295,0.71290
ENSG00000198911,SREBF2,107,0.16432,70,-0.5181,67,-0.5729,112,0.27606,73,-0.5027,138,0.55862,103,0.08880
ENSG00000205704,LINC00634,26,0.13250,16,-0.6438,19,-0.4188,20,-0.3557,32,0.50401,23,-0.0657,33,0.45960
ENSG00000100167,SEPTIN3,346,-0.0689,239,-0.6365,285,-0.3615,384,0.13016,390,0.14592,391,0.13411,416,0.23518
ENSG00000183172,SMDT1,101,0.39840,33,-1.3508,38,-1.1514,77,-0.0895,76,-0.1052,64,-0.3734,169,1.22232
ENSG00000184983,NDUFA6,77,-0.1015,39,-1.1495,38,-1.1562,69,-0.3390,101,0.37332,104,0.38835,157,1.07911
ENSG00000100207,TCF20,34,-0.2942,64,0.71314,61,0.63788,47,0.26037,24,-0.8909,48,0.23980,22,-0.9719
ENSG00000189306,RRP7A,24,-0.4890,35,0.09717,31,-0.0911,35,0.13525,36,0.18399,24,-0.4851,43,0.45967
ENSG00000100227,POLDIP3,24,-0.2506,25,-0.1999,17,-0.8021,27,-0.0775,31,0.17570,32,0.20849,44,0.72532
ENSG00000100243,CYB5R3,93,0.22221,59,-0.5038,56,-0.5947,79,-0.0779,80,-0.0496,94,0.22364,111,0.48400
ENSG00000242247,ARFGAP3,33,-0.0945,37,0.08566,47,0.46114,27,-0.4676,37,0.09186,44,0.35922,36,0.02385
ENSG00000100266,PACSIN2,27,0.06073,19,-0.5005,15,-0.8290,31,0.33122,25,-0.0885,30,0.20073,28,0.08725
ENSG00000100271,TTLL1,7,-1.1775,14,-0.1190,16,0.02747,14,-0.2383,20,0.48898,21,0.50648,22,0.58445
ENSG00000100294,MCAT,8,-1.2788,17,-0.1222,8,-1.3190,21,0.24243,31,0.90687,15,-0.3190,24,0.41714
ENSG00000100300,TSPO,31,1.75791,3,-2.0596,11,-0.1900,6,-1.1598,6,-1.2719,10,-0.3123,24,0.97610
ENSG00000100304,TTLL12,26,0.33623,16,-0.4201,9,-1.2809,28,0.58871,16,-0.4647,8,-1.3534,32,0.64093
ENSG00000186732,MPPED1,76,-0.5938,89,-0.2986,90,-0.2852,148,0.66886,104,-0.0638,105,-0.0393,99,-0.1414
ENSG00000130540,SULT4A1,118,-1.1550,167,-0.5477,199,-0.2794,299,0.47797,317,0.52503,199,-0.2761,281,0.26763
ENSG00000100347,SAMM50,21,-0.5323,29,-0.0297,9,-1.7614,19,-0.7669,49,0.94114,34,0.21793,54,0.98380
ENSG00000188677,PARVB,31,0.22503,16,-0.8505,19,-0.5915,29,0.12243,28,0.02553,37,0.46912,25,-0.1419
ENSG00000138944,SHISAL1,57,0.43122,36,-0.3640,53,0.25517,46,0.02873,32,-0.5621,50,0.17041,41,-0.1617
ENSG00000188636,RTL6,38,-0.5516,37,-0.5396,41,-0.3855,51,-0.0602,65,0.40274,61,0.24822,78,0.64371
ENSG00000186654,PRR5,14,0.25514,3,-1.9409,13,0.03565,11,-0.1856,9,-0.5595,18,0.61019,22,0.93610
ENSG00000226328,NUP50-DT,10,-0.7666,20,0.33741,19,0.24856,16,-0.0421,17,0.04542,10,-0.7253,28,0.88129
ENSG00000093000,NUP50,41,-0.8384,86,0.35872,84,0.31698,61,-0.2360,91,0.51963,66,-0.0490,71,0.04937
ENSG00000100364,KIAA0930,89,-0.2319,177,0.90871,71,-0.5629,99,-0.0467,90,-0.2081,88,-0.2155,126,0.34149
ENSG00000077942,FBLN1,38,1.31203,12,-0.7524,16,-0.2567,3,-2.6966,8,-1.4257,59,1.89821,23,0.28407
ENSG00000130638,ATXN10,101,-0.7117,111,-0.5180,86,-0.8951,131,-0.3128,235,0.78915,173,0.18289,260,0.85239
ENSG00000186951,PPARA,35,1.24634,16,-0.1903,25,0.53384,7,-1.6028,4,-2.1275,46,1.57355,12,-0.6452
ENSG00000100416,TRMU,11,-0.5338,26,0.95069,9,-0.7423,18,0.46520,13,-0.2586,10,-0.5196,14,-0.0953
ENSG00000075240,GRAMD4,20,-0.2638,25,0.07354,21,-0.1481,25,0.09013,21,-0.1739,34,0.57020,23,-0.0750
ENSG00000100422,CERK,52,-0.0423,46,-0.2236,49,-0.1420,51,-0.0961,68,0.43377,39,-0.4898,61,0.20693
ENSG00000054611,TBC1D22A,14,0.00521,17,0.28947,14,-0.0121,14,-0.1069,17,0.32082,10,-0.4808,12,-0.2794
ENSG00000224271,AL117329.1,5,-1.3834,62,2.97831,3,-2.0278,3,-2.3878,21,1.01590,5,-1.2487,5,-1.2801
ENSG00000219438,TAFA5,102,0.04218,66,-0.6358,91,-0.1448,77,-0.4815,109,0.16341,159,0.75427,126,0.37864
ENSG00000100425,BRD1,7,-0.8013,30,1.62862,13,0.20034,11,-0.1399,8,-0.5858,10,-0.1970,11,-0.1144
ENSG00000184164,CRELD2,16,0.23449,18,0.44430,3,-2.0120,7,-1.2463,17,0.39521,21,0.63521,23,0.83848
ENSG00000198355,PIM3,19,-0.6852,19,-0.6197,18,-0.6684,36,0.48321,43,0.75915,18,-0.7283,26,-0.1225
ENSG00000100427,MLC1,132,2.03136,28,-0.8644,36,-0.5055,10,-2.6388,16,-1.8319,101,1.16387,59,0.26890
ENSG00000073150,PANX2,47,1.15970,14,-0.8942,21,-0.2861,22,-0.2956,17,-0.6635,17,-0.6351,35,0.49931
ENSG00000073169,SELENOO,12,-0.6224,17,-0.0580,7,-1.3444,25,0.70831,14,-0.4129,24,0.47437,20,0.20546
ENSG00000128159,TUBGCP6,22,0.06423,35,0.83163,11,-0.9724,20,-0.0629,19,-0.1998,18,-0.2499,25,0.27660
ENSG00000188130,MAPK12,28,0.09684,23,-0.2203,12,-1.1591,29,0.22838,24,-0.1326,22,-0.2493,39,0.63852
ENSG00000185386,MAPK11,18,-0.5233,32,0.46398,11,-1.1724,27,0.23820,28,0.28259,23,-0.0621,25,0.07867
ENSG00000196576,PLXNB2,30,0.58450,23,0.05369,18,-0.3078,12,-1.1297,13,-0.8333,54,1.50088,25,0.20746
ENSG00000205593,DENND6B,27,0.05380,27,0.05659,10,-1.4420,27,0.03353,35,0.48396,25,-0.0909,24,-0.1520
ENSG00000100239,PPP6R2,47,-0.1822,69,0.43861,65,0.33402,48,-0.1865,49,-0.1369,62,0.25376,48,-0.1545
ENSG00000100241,SBF1,95,0.96269,39,-0.6062,31,-0.9443,55,-0.0783,36,-0.7695,65,0.21711,66,0.23346
ENSG00000100258,LMF2,12,-0.6768,20,0.15981,6,-1.5806,19,0.10893,21,0.30723,19,0.13740,28,0.73164
ENSG00000025770,NCAPH2,15,-0.3877,18,-0.0242,9,-1.1433,19,0.06934,20,0.12509,19,0.01070,32,0.85321
ENSG00000284194,SCO2,9,-0.7143,7,-0.9193,4,-1.7854,12,-0.1827,31,1.65017,6,-1.1679,15,0.15935
ENSG00000100288,CHKB,9,-1.0064,30,0.93404,8,-1.0262,14,-0.4007,21,0.36207,23,0.48052,24,0.54555
ENSG00000008735,MAPK8IP2,228,-0.1696,170,-0.6123,195,-0.3943,317,0.48537,238,-0.0937,217,-0.2283,298,0.27090
ENSG00000100299,ARSA,17,0.09199,19,0.25631,5,-1.6498,17,0.02203,17,0.01906,14,-0.2990,25,0.65687
ENSG00000251322,SHANK3,59,1.70374,14,-0.9363,17,-0.6055,12,-1.3711,17,-0.6258,34,0.44896,27,0.08934
ENSG00000079974,RABL2B,17,-0.5417,34,0.60533,10,-1.2566,25,0.16293,23,-0.0283,19,-0.3381,38,0.79022
ENSG00000182378,PLCXD1,16,0.10400,15,0.02153,5,-1.4375,15,0.10642,10,-0.5925,33,1.33429,10,-0.5964
ENSG00000178605,GTPBP6,29,0.28758,15,-0.8028,17,-0.5670,24,-0.1014,19,-0.4610,36,0.58306,39,0.71371
ENSG00000169100,SLC25A6,351,0.77663,130,-0.8873,125,-0.9561,177,-0.5096,231,-0.0035,186,-0.3465,411,0.94156
ENSG00000169093,ASMTL,25,-0.4871,28,-0.2274,17,-1.0183,37,0.21815,39,0.32801,29,-0.1695,48,0.62887
ENSG00000197976,AKAP17A,12,-0.6395,38,1.22055,10,-0.8957,13,-0.5361,25,0.57661,22,0.35857,13,-0.4746
ENSG00000214717,ZBED1,26,0.11397,24,-0.0504,32,0.38816,20,-0.3689,25,0.03757,30,0.28231,23,-0.1408
ENSG00000002586,CD99,75,1.94261,10,-1.6371,22,-0.4836,10,-1.8529,10,-1.6864,43,0.60214,49,0.83065
ENSG00000285756,BX890604.2,11,-0.0020,16,0.59850,10,-0.1012,9,-0.2806,10,-0.1239,12,0.13739,12,0.10742
ENSG00000146938,NLGN4X,38,-0.8933,77,0.28623,95,0.62940,60,-0.1549,68,0.09579,96,0.63150,51,-0.3556
ENSG00000101846,STS,28,-0.4820,36,-0.0658,45,0.26840,30,-0.4100,63,0.96737,21,-0.8719,39,0.03990
ENSG00000006757,PNPLA4,14,0.55051,6,-0.8222,6,-0.8683,10,-0.0482,8,-0.4385,10,-0.0758,18,0.87873
ENSG00000011201,ANOS1,23,0.70063,10,-0.6841,12,-0.3654,10,-0.8227,7,-1.3437,45,1.79574,15,-0.0003
ENSG00000101849,TBL1X,36,1.18419,21,0.10888,37,1.07351,10,-1.2326,4,-2.3518,28,0.61732,17,-0.1835
ENSG00000146950,SHROOM2,28,0.02863,19,-0.5667,24,-0.1783,26,-0.0672,35,0.45237,32,0.23348,21,-0.4359
ENSG00000047644,WWC3,21,1.05459,26,1.26436,17,0.54730,5,-1.3698,4,-1.5942,9,-0.4235,13,0.12524
ENSG00000073464,CLCN4,49,-1.3636,110,-0.0315,105,-0.1137,110,-0.0481,163,0.68619,100,-0.1884,169,0.66152
ENSG00000101871,MID1,14,0.11817,7,-0.8295,15,0.26915,11,-0.3482,2,-2.8738,45,2.17024,11,-0.2514
ENSG00000004961,HCCS,17,-0.2681,20,-0.0093,8,-1.2733,16,-0.3834,37,1.14736,10,-1.0242,25,0.36506
ENSG00000005302,MSL3,49,-0.7081,98,0.43696,113,0.66692,77,0.05579,89,0.31618,63,-0.2635,41,-0.9277
ENSG00000169933,FRMPD4,41,-1.1403,98,0.29417,125,0.69369,77,-0.1111,109,0.52486,82,0.02095,61,-0.4578
ENSG00000101911,PRPS2,14,-1.4108,23,-0.5618,25,-0.4516,33,-0.0179,57,1.02362,27,-0.2940,49,0.63503
ENSG00000205542,TMSB4X,1094,-0.0975,830,-0.5198,856,-0.4710,1239,0.13687,1204,0.06989,995,-0.2367,1734,0.65729
ENSG00000123595,RAB9A,17,0.44701,11,-0.2731,10,-0.5168,11,-0.3352,13,-0.1192,18,0.45052,16,0.25394
ENSG00000196459,TRAPPC2,17,-0.5994,34,0.52844,12,-1.0629,30,0.41469,22,-0.1641,32,0.45335,22,-0.1794
ENSG00000046651,OFD1,31,0.05484,78,1.61990,32,0.10348,24,-0.3765,21,-0.5572,30,-0.0145,11,-1.4653
ENSG00000046653,GPM6B,1878,0.94625,906,-0.3581,1394,0.32374,953,-0.3433,634,-0.9810,1506,0.45014,840,-0.4764
ENSG00000130150,MOSPD2,12,-0.4128,29,1.02626,16,0.09875,15,-0.0180,13,-0.2267,20,0.46183,6,-1.2591
ENSG00000169249,ZRSR2,22,0.15592,27,0.48109,21,0.05048,16,-0.3629,16,-0.3835,34,0.87290,13,-0.6704
ENSG00000182287,AP1S2,72,0.45915,49,-0.2033,52,-0.1069,45,-0.3925,60,0.14962,53,-0.0703,57,0.05666
ENSG00000169895,SYAP1,43,-0.6866,68,0.09265,109,0.85870,61,-0.1049,83,0.46880,63,-0.0349,32,-1.0476
ENSG00000086712,TXLNG,19,-0.6654,59,1.24471,41,0.61357,26,-0.1215,21,-0.4965,23,-0.3258,26,-0.0781
ENSG00000102054,RBBP7,55,-0.4061,85,0.32889,48,-0.5665,41,-0.9623,110,0.86387,79,0.21397,98,0.55699
ENSG00000169891,REPS2,70,-0.5838,96,-0.0277,95,-0.0592,101,0.05389,131,0.52796,87,-0.1844,97,-0.0119
ENSG00000188158,NHS,22,0.58765,24,0.68587,36,1.38962,10,-0.7326,8,-1.0178,17,0.10049,4,-2.0477
ENSG00000047634,SCML1,11,-0.0462,15,0.44042,10,-0.1105,11,-0.1150,7,-0.7254,17,0.61548,14,0.30728
ENSG00000008086,CDKL5,127,-0.8649,274,0.40334,348,0.79980,215,0.01574,221,0.06095,250,0.25390,132,-0.7385
ENSG00000131828,PDHA1,39,-1.1630,62,-0.3670,62,-0.3855,75,-0.1108,128,0.90596,65,-0.3096,122,0.70610
ENSG00000147010,SH3KBP1,73,-0.4044,97,0.06914,184,1.14213,99,0.13773,66,-0.5757,83,-0.1742,79,-0.2561
ENSG00000173681,BCLAF3,31,-0.0358,72,1.36357,76,1.47767,25,-0.4264,10,-1.7544,32,-0.0020,10,-1.7635
ENSG00000184368,MAP7D2,100,-1.7711,392,0.43535,435,0.60491,322,0.14757,483,0.89953,175,-0.8278,157,-0.9919
ENSG00000173674,EIF1AX,152,-0.8538,323,0.39081,363,0.58037,283,0.22246,271,0.11744,241,-0.0753,165,-0.6676
ENSG00000177189,RPS6KA3,29,-0.5534,59,0.62688,41,0.03241,34,-0.2899,52,0.46938,41,0.06631,34,-0.2582
ENSG00000149970,CNKSR2,163,-1.0169,464,0.70870,532,0.93963,251,-0.3460,376,0.40615,291,-0.0503,186,-0.7458
ENSG00000012174,MBTPS2,12,-1.2342,24,-0.0695,28,0.17551,34,0.60685,26,0.04722,25,-0.0128,24,-0.1101
ENSG00000102172,SMS,56,-0.7947,74,-0.2973,85,-0.0709,110,0.42054,113,0.42918,72,-0.3362,85,-0.0808
ENSG00000165186,PTCHD1,15,-1.0292,43,0.72722,39,0.55088,27,-0.0584,31,0.21800,32,0.23326,17,-0.7352
ENSG00000123131,PRDX4,11,-0.2331,8,-0.5962,5,-1.4229,7,-0.9009,13,0.06285,27,1.30660,26,1.22122
ENSG00000123130,ACOT9,19,-0.3185,28,0.30300,15,-0.6761,25,0.17537,25,0.14586,27,0.27726,19,-0.2593
ENSG00000130066,SAT1,145,0.84075,115,0.35143,72,-0.3926,56,-0.9254,64,-0.6160,149,0.77614,95,0.04725
ENSG00000184831,APOO,28,-0.7489,28,-0.6872,22,-1.0717,48,0.16693,62,0.60993,28,-0.6746,83,1.04294
ENSG00000174010,KLHL15,8,-0.7318,11,-0.1809,9,-0.4728,16,0.59028,13,0.16091,20,0.82502,3,-2.0635
ENSG00000130741,EIF2S3,68,-0.2088,51,-0.6299,78,0.03907,84,0.19177,72,-0.0932,95,0.34478,84,0.15034
ENSG00000005889,ZFX,20,-0.3387,24,-0.0613,27,0.12766,24,-0.0360,20,-0.3411,49,1.09516,19,-0.3765
ENSG00000067992,PDK3,45,-1.0716,77,-0.1773,70,-0.3251,81,-0.1035,156,1.14196,68,-0.3538,84,-0.0358
ENSG00000102230,PCYT1B,18,0.08566,16,-0.0849,42,1.47607,16,-0.1599,16,-0.1583,7,-1.4268,10,-0.8615
ENSG00000004848,ARX,16,-0.5943,14,-0.7349,30,0.42021,29,0.46758,9,-1.4241,51,1.28652,21,-0.1448
ENSG00000157625,TAB3,16,-0.7442,36,0.54116,16,-0.7561,30,0.28914,29,0.20093,21,-0.3157,31,0.27426
ENSG00000198947,DMD,84,-0.4820,290,1.62441,185,0.82320,106,-0.0954,69,-0.8136,93,-0.2812,35,-1.7601
ENSG00000147027,TMEM47,143,1.45386,42,-0.7545,68,-0.0053,20,-2.1032,36,-1.0600,181,1.64729,45,-0.6496
ENSG00000130962,PRRG1,15,-0.2748,17,-0.0630,24,0.48468,23,0.46404,15,-0.2938,12,-0.5732,15,-0.2541
ENSG00000047597,XK,9,-1.2673,11,-0.8735,14,-0.5327,23,0.31068,26,0.48155,21,0.10472,32,0.79357
ENSG00000165169,DYNLT3,72,-1.0423,108,-0.3537,130,-0.0608,177,0.55927,184,0.55545,56,-1.3583,154,0.19827
ENSG00000156313,RPGR,13,0.12605,29,1.44364,23,1.01316,6,-1.1914,9,-0.4689,13,0.16426,5,-1.1579
ENSG00000156298,TSPAN7,654,-0.3558,556,-0.5750,423,-0.9926,885,0.19380,845,0.08700,1255,0.72555,958,0.27986
ENSG00000165175,MID1IP1,55,0.56347,27,-0.5972,44,0.15012,34,-0.3211,22,-0.9511,49,0.32957,64,0.76558
ENSG00000183337,BCOR,14,-0.0851,14,-0.0527,21,0.55925,18,0.33770,8,-0.9475,19,0.41709,11,-0.4595
ENSG00000182220,ATP6AP2,130,-1.0363,168,-0.5691,161,-0.6318,235,-0.0550,397,0.93583,235,-0.0422,336,0.53333
ENSG00000180182,MED14,13,-0.5484,22,0.23286,12,-0.7164,22,0.34309,16,-0.2168,23,0.32074,23,0.33023
ENSG00000124486,USP9X,82,-0.7090,141,0.19495,165,0.45407,136,0.17741,147,0.29545,89,-0.5181,109,-0.2057
ENSG00000215301,DDX3X,92,-0.4225,120,0.03506,134,0.21259,100,-0.3029,146,0.39944,133,0.20317,126,0.11930
ENSG00000147044,CASK,32,-0.3884,47,0.22409,39,-0.0783,48,0.34457,39,-0.0475,39,-0.0486,34,-0.2804
ENSG00000189221,MAOA,38,0.77829,12,-1.0443,31,0.35810,14,-1.0444,11,-1.3345,56,1.35672,34,0.52092
ENSG00000069535,MAOB,61,0.40890,41,-0.2600,29,-0.8020,37,-0.5217,46,-0.0951,65,0.45905,75,0.71139
ENSG00000124479,NDP,34,0.16620,18,-0.8224,28,-0.1411,23,-0.5528,21,-0.6136,65,1.24099,48,0.72881
ENSG00000069509,FUNDC1,20,-1.2020,35,-0.2690,48,0.20526,45,0.14257,52,0.36748,54,0.38625,47,0.16400
ENSG00000147050,KDM6A,6,-0.7435,20,1.10420,9,-0.1548,8,-0.5508,9,-0.2277,21,1.17951,8,-0.2926
ENSG00000147121,KRBOX4,11,-0.3711,18,0.41528,9,-0.5891,12,-0.3202,16,0.22520,19,0.50603,17,0.33258
ENSG00000065923,SLC9A7,28,-0.9698,31,-0.7613,44,-0.2102,51,-0.0106,91,1.11533,58,0.19640,36,-0.5533
ENSG00000130988,RGN,11,-0.1539,24,1.07400,11,-0.2274,4,-1.7902,11,-0.2070,28,1.33077,17,0.45669
ENSG00000147123,NDUFB11,104,-0.3441,78,-0.7590,80,-0.7098,113,-0.2281,152,0.32283,106,-0.2741,281,1.33298
ENSG00000182872,RBM10,49,0.11657,54,0.25802,45,-0.0219,37,-0.3890,53,0.24628,54,0.25743,36,-0.3793
ENSG00000130985,UBA1,77,-0.8930,96,-0.4842,50,-1.4746,124,-0.1162,209,0.87218,132,0.00797,223,0.86555
ENSG00000102225,CDK16,97,0.53622,46,-0.6788,58,-0.3405,75,0.08447,62,-0.2466,67,-0.1073,77,0.10491
ENSG00000102226,USP11,144,-0.4002,164,-0.1589,139,-0.4100,204,0.23611,202,0.19246,206,0.20601,182,0.00833
ENSG00000008056,SYN1,205,-0.7137,234,-0.4539,264,-0.2681,361,0.29198,382,0.36360,209,-0.6241,475,0.67926
ENSG00000102265,TIMP1,31,2.38746,8,-0.3889,2,-2.2089,4,-1.5936,3,-1.8736,8,-0.3709,15,0.58941
ENSG00000126767,ELK1,58,1.00763,29,-0.2324,24,-0.5130,15,-1.4022,30,-0.1971,60,0.92602,38,0.16746
ENSG00000126756,UXT,37,0.73144,12,-1.0712,8,-1.6858,21,-0.2676,30,0.34809,15,-0.7234,38,0.70057
ENSG00000068438,FTSJ1,10,-0.3821,10,-0.4340,4,-1.5730,12,-0.1291,20,0.78804,11,-0.2477,20,0.73348
ENSG00000102312,PORCN,7,-1.8628,18,-0.3366,14,-0.6223,23,0.11354,34,0.83554,26,0.29142,31,0.53341
ENSG00000147155,EBP,8,-1.4454,24,0.34380,6,-1.6643,24,0.42592,23,0.27511,18,-0.0783,32,0.79557
ENSG00000068354,TBC1D25,19,-0.2987,20,-0.1414,13,-0.7646,21,-0.0618,26,0.25980,26,0.26405,31,0.53571
