"ENSEMBL","spd"
"ENSG00000115694","SpD04-WM"
"ENSG00000109133","SpD04-WM"
"ENSG00000205476","SpD04-WM"
"ENSG00000095794","SpD04-WM"
"ENSG00000108370","SpD04-WM"
"ENSG00000165886","SpD04-WM"
"ENSG00000250317","SpD04-WM"
"ENSG00000077782","SpD04-WM"
"ENSG00000198934","SpD04-WM"
"ENSG00000161048","SpD04-WM"
"ENSG00000131446","SpD04-WM"
"ENSG00000156486","SpD04-WM"
"ENSG00000198755","SpD04-WM"
"ENSG00000129194","SpD04-WM"
"ENSG00000100906","SpD04-WM"
"ENSG00000074603","SpD04-WM"
"ENSG00000114942","SpD04-WM"
"ENSG00000175066","SpD04-WM"
"ENSG00000272870","SpD04-WM"
"ENSG00000134905","SpD04-WM"
"ENSG00000089157","SpD04-WM"
"ENSG00000143126","SpD04-WM"
"ENSG00000129055","SpD04-WM"
"ENSG00000011451","SpD04-WM"
"ENSG00000064601","SpD04-WM"
"ENSG00000174705","SpD04-WM"
"ENSG00000047662","SpD04-WM"
"ENSG00000121966","SpD04-WM"
"ENSG00000149091","SpD04-WM"
"ENSG00000162493","SpD04-WM"
"ENSG00000172081","SpD04-WM"
"ENSG00000050438","SpD04-WM"
"ENSG00000100154","SpD04-WM"
"ENSG00000120820","SpD04-WM"
"ENSG00000196372","SpD04-WM"
"ENSG00000082153","SpD04-WM"
"ENSG00000177133","SpD04-WM"
"ENSG00000103043","SpD04-WM"
"ENSG00000136052","SpD04-WM"
"ENSG00000125503","SpD04-WM"
"ENSG00000148655","SpD04-WM"
"ENSG00000130477","SpD04-WM"
"ENSG00000106025","SpD04-WM"
"ENSG00000168453","SpD04-WM"
"ENSG00000253764","SpD04-WM"
"ENSG00000070831","SpD04-WM"
"ENSG00000163625","SpD04-WM"
"ENSG00000169762","SpD04-WM"
"ENSG00000100297","SpD04-WM"
"ENSG00000139645","SpD04-WM"
"ENSG00000011332","SpD04-WM"
"ENSG00000185008","SpD04-WM"
"ENSG00000256235","SpD04-WM"
"ENSG00000183780","SpD04-WM"
"ENSG00000160094","SpD04-WM"
"ENSG00000137692","SpD04-WM"
"ENSG00000078902","SpD04-WM"
"ENSG00000132639","SpD04-WM"
"ENSG00000088682","SpD04-WM"
"ENSG00000205581","SpD04-WM"
"ENSG00000250067","SpD04-WM"
"ENSG00000198743","SpD04-WM"
"ENSG00000140564","SpD04-WM"
"ENSG00000169129","SpD04-WM"
"ENSG00000221978","SpD04-WM"
"ENSG00000101353","SpD04-WM"
"ENSG00000106367","SpD04-WM"
"ENSG00000112796","SpD04-WM"
"ENSG00000140400","SpD04-WM"
"ENSG00000134283","SpD04-WM"
"ENSG00000163762","SpD04-WM"
"ENSG00000135074","SpD04-WM"
"ENSG00000167925","SpD04-WM"
"ENSG00000147576","SpD04-WM"
"ENSG00000124535","SpD04-WM"
"ENSG00000164128","SpD04-WM"
"ENSG00000198832","SpD04-WM"
"ENSG00000277586","SpD04-WM"
"ENSG00000099904","SpD04-WM"
"ENSG00000198157","SpD04-WM"
"ENSG00000155886","SpD04-WM"
"ENSG00000185049","SpD04-WM"
"ENSG00000225339","SpD04-WM"
"ENSG00000156482","SpD04-WM"
"ENSG00000112078","SpD04-WM"
"ENSG00000163900","SpD04-WM"
"ENSG00000213588","SpD04-WM"
"ENSG00000067596","SpD04-WM"
"ENSG00000139725","SpD04-WM"
"ENSG00000112079","SpD04-WM"
"ENSG00000198399","SpD04-WM"
"ENSG00000105640","SpD04-WM"
"ENSG00000137825","SpD04-WM"
"ENSG00000196547","SpD04-WM"
"ENSG00000087250","SpD04-WM"
"ENSG00000125352","SpD04-WM"
"ENSG00000029993","SpD04-WM"
"ENSG00000131097","SpD04-WM"
"ENSG00000168884","SpD04-WM"
"ENSG00000106609","SpD04-WM"
"ENSG00000162086","SpD04-WM"
"ENSG00000166337","SpD04-WM"
"ENSG00000136381","SpD04-WM"
"ENSG00000198513","SpD04-WM"
"ENSG00000188846","SpD04-WM"
"ENSG00000150764","SpD04-WM"
"ENSG00000232434","SpD04-WM"
"ENSG00000261087","SpD04-WM"
"ENSG00000172318","SpD04-WM"
"ENSG00000168781","SpD04-WM"
"ENSG00000111731","SpD04-WM"
"ENSG00000037474","SpD04-WM"
"ENSG00000099999","SpD04-WM"
"ENSG00000204815","SpD04-WM"
"ENSG00000185305","SpD04-WM"
"ENSG00000114019","SpD04-WM"
"ENSG00000197362","SpD04-WM"
"ENSG00000066336","SpD04-WM"
"ENSG00000198055","SpD04-WM"
"ENSG00000134453","SpD04-WM"
"ENSG00000111077","SpD04-WM"
"ENSG00000136108","SpD04-WM"
"ENSG00000160818","SpD04-WM"
"ENSG00000188730","SpD04-WM"
"ENSG00000154370","SpD04-WM"
"ENSG00000142156","SpD04-WM"
"ENSG00000224165","SpD04-WM"
"ENSG00000153253","SpD04-WM"
"ENSG00000172830","SpD04-WM"
"ENSG00000280433","SpD04-WM"
"ENSG00000154096","SpD04-WM"
"ENSG00000145569","SpD04-WM"
"ENSG00000277531","SpD04-WM"
"ENSG00000173726","SpD04-WM"
"ENSG00000116120","SpD04-WM"
"ENSG00000173611","SpD04-WM"
"ENSG00000162512","SpD04-WM"
"ENSG00000171792","SpD04-WM"
"ENSG00000152944","SpD04-WM"
"ENSG00000213930","SpD04-WM"
"ENSG00000127663","SpD04-WM"
"ENSG00000225472","SpD04-WM"
"ENSG00000100647","SpD04-WM"
"ENSG00000114354","SpD04-WM"
"ENSG00000116750","SpD04-WM"
"ENSG00000107719","SpD04-WM"
"ENSG00000118620","SpD04-WM"
"ENSG00000186479","SpD04-WM"
"ENSG00000072756","SpD04-WM"
"ENSG00000197442","SpD04-WM"
"ENSG00000122678","SpD04-WM"
"ENSG00000123570","SpD04-WM"
"ENSG00000108654","SpD04-WM"
"ENSG00000166341","SpD04-WM"
"ENSG00000070729","SpD04-WM"
"ENSG00000044090","SpD04-WM"
"ENSG00000198876","SpD04-WM"
"ENSG00000173065","SpD04-WM"
"ENSG00000131653","SpD04-WM"
"ENSG00000186815","SpD04-WM"
"ENSG00000105722","SpD04-WM"
"ENSG00000169230","SpD04-WM"
"ENSG00000065060","SpD04-WM"
"ENSG00000166016","SpD04-WM"
"ENSG00000123159","SpD04-WM"
"ENSG00000067182","SpD04-WM"
"ENSG00000037637","SpD04-WM"
"ENSG00000068878","SpD04-WM"
"ENSG00000119707","SpD04-WM"
"ENSG00000241684","SpD04-WM"
"ENSG00000260565","SpD04-WM"
"ENSG00000070367","SpD04-WM"
"ENSG00000235244","SpD04-WM"
"ENSG00000171608","SpD04-WM"
"ENSG00000114388","SpD04-WM"
"ENSG00000186350","SpD04-WM"
"ENSG00000130707","SpD04-WM"
"ENSG00000151287","SpD04-WM"
"ENSG00000138639","SpD04-WM"
"ENSG00000152092","SpD04-WM"
"ENSG00000148634","SpD04-WM"
"ENSG00000161955","SpD04-WM"
"ENSG00000186472","SpD04-WM"
"ENSG00000152926","SpD04-WM"
"ENSG00000149743","SpD04-WM"
"ENSG00000186073","SpD04-WM"
"ENSG00000187713","SpD04-WM"
"ENSG00000182963","SpD04-WM"
"ENSG00000174173","SpD04-WM"
"ENSG00000118197","SpD04-WM"
"ENSG00000103335","SpD04-WM"
"ENSG00000171161","SpD04-WM"
"ENSG00000103855","SpD04-WM"
"ENSG00000120159","SpD04-WM"
"ENSG00000131848","SpD04-WM"
"ENSG00000150456","SpD04-WM"
"ENSG00000080224","SpD04-WM"
"ENSG00000109790","SpD04-WM"
"ENSG00000269707","SpD04-WM"
"ENSG00000131055","SpD04-WM"
"ENSG00000066926","SpD04-WM"
"ENSG00000137842","SpD04-WM"
"ENSG00000110851","SpD04-WM"
"ENSG00000197111","SpD04-WM"
"ENSG00000089022","SpD04-WM"
"ENSG00000205352","SpD04-WM"
"ENSG00000144048","SpD04-WM"
"ENSG00000179918","SpD04-WM"
"ENSG00000147679","SpD04-WM"
"ENSG00000203668","SpD04-WM"
"ENSG00000267575","SpD04-WM"
"ENSG00000163281","SpD04-WM"
"ENSG00000180011","SpD04-WM"
"ENSG00000169439","SpD04-WM"
"ENSG00000085433","SpD04-WM"
"ENSG00000164654","SpD04-WM"
"ENSG00000183605","SpD04-WM"
"ENSG00000153066","SpD04-WM"
"ENSG00000109220","SpD04-WM"
"ENSG00000153395","SpD04-WM"
"ENSG00000188177","SpD04-WM"
"ENSG00000111186","SpD04-WM"
"ENSG00000125848","SpD04-WM"
"ENSG00000175970","SpD04-WM"
"ENSG00000162385","SpD04-WM"
"ENSG00000142207","SpD04-WM"
"ENSG00000102119","SpD04-WM"
"ENSG00000070081","SpD04-WM"
"ENSG00000103429","SpD04-WM"
"ENSG00000099954","SpD04-WM"
"ENSG00000150995","SpD04-WM"
"ENSG00000184634","SpD04-WM"
"ENSG00000204228","SpD04-WM"
"ENSG00000130024","SpD04-WM"
"ENSG00000150967","SpD04-WM"
"ENSG00000179152","SpD04-WM"
"ENSG00000126709","SpD04-WM"
"ENSG00000112773","SpD04-WM"
"ENSG00000131051","SpD04-WM"
"ENSG00000125304","SpD04-WM"
"ENSG00000255857","SpD04-WM"
"ENSG00000261652","SpD04-WM"
"ENSG00000182872","SpD04-WM"
"ENSG00000114391","SpD04-WM"
"ENSG00000167964","SpD04-WM"
"ENSG00000172568","SpD04-WM"
"ENSG00000133019","SpD04-WM"
"ENSG00000198042","SpD04-WM"
"ENSG00000130254","SpD04-WM"
"ENSG00000223960","SpD04-WM"
"ENSG00000105875","SpD04-WM"
"ENSG00000116044","SpD04-WM"
"ENSG00000166197","SpD04-WM"
"ENSG00000137714","SpD04-WM"
"ENSG00000168314","SpD04-WM"
"ENSG00000110880","SpD04-WM"
"ENSG00000136986","SpD04-WM"
"ENSG00000055483","SpD04-WM"
"ENSG00000197016","SpD04-WM"
"ENSG00000153885","SpD04-WM"
"ENSG00000165030","SpD04-WM"
"ENSG00000072195","SpD04-WM"
"ENSG00000159322","SpD04-WM"
"ENSG00000266472","SpD04-WM"
"ENSG00000033100","SpD04-WM"
"ENSG00000186462","SpD04-WM"
"ENSG00000163428","SpD04-WM"
"ENSG00000122406","SpD04-WM"
"ENSG00000166780","SpD04-WM"
"ENSG00000137965","SpD04-WM"
"ENSG00000168389","SpD04-WM"
"ENSG00000196776","SpD04-WM"
"ENSG00000197694","SpD04-WM"
"ENSG00000196924","SpD04-WM"
"ENSG00000175324","SpD04-WM"
"ENSG00000143164","SpD04-WM"
"ENSG00000173210","SpD04-WM"
"ENSG00000102580","SpD04-WM"
"ENSG00000008952","SpD04-WM"
"ENSG00000100422","SpD04-WM"
"ENSG00000164953","SpD04-WM"
"ENSG00000073670","SpD04-WM"
"ENSG00000198925","SpD04-WM"
"ENSG00000102981","SpD04-WM"
"ENSG00000138629","SpD04-WM"
"ENSG00000062282","SpD04-WM"
"ENSG00000182256","SpD04-WM"
"ENSG00000116754","SpD04-WM"
"ENSG00000180425","SpD04-WM"
"ENSG00000172731","SpD04-WM"
"ENSG00000226137","SpD04-WM"
"ENSG00000142794","SpD04-WM"
"ENSG00000144677","SpD04-WM"
"ENSG00000165731","SpD04-WM"
"ENSG00000012817","SpD04-WM"
"ENSG00000089486","SpD04-WM"
"ENSG00000145365","SpD04-WM"
"ENSG00000131469","SpD04-WM"
"ENSG00000105605","SpD04-WM"
"ENSG00000005243","SpD04-WM"
"ENSG00000061337","SpD04-WM"
"ENSG00000155393","SpD04-WM"
"ENSG00000115290","SpD04-WM"
"ENSG00000112280","SpD04-WM"
"ENSG00000135845","SpD04-WM"
"ENSG00000164164","SpD04-WM"
"ENSG00000109572","SpD04-WM"
"ENSG00000274220","SpD04-WM"
"ENSG00000109184","SpD04-WM"
"ENSG00000177542","SpD04-WM"
"ENSG00000139613","SpD04-WM"
"ENSG00000100918","SpD04-WM"
"ENSG00000099817","SpD04-WM"
"ENSG00000028203","SpD04-WM"
"ENSG00000024422","SpD04-WM"
"ENSG00000071537","SpD04-WM"
"ENSG00000223802","SpD04-WM"
"ENSG00000107902","SpD04-WM"
"ENSG00000151690","SpD04-WM"
"ENSG00000149782","SpD04-WM"
"ENSG00000154978","SpD04-WM"
"ENSG00000169814","SpD04-WM"
"ENSG00000034533","SpD04-WM"
"ENSG00000177425","SpD04-WM"
"ENSG00000196368","SpD04-WM"
"ENSG00000196531","SpD04-WM"
"ENSG00000147231","SpD04-WM"
"ENSG00000196329","SpD04-WM"
"ENSG00000196810","SpD04-WM"
"ENSG00000134452","SpD04-WM"
"ENSG00000120526","SpD04-WM"
"ENSG00000119559","SpD04-WM"
"ENSG00000176945","SpD04-WM"
"ENSG00000231527","SpD04-WM"
"ENSG00000145936","SpD04-WM"
"ENSG00000122477","SpD04-WM"
"ENSG00000151500","SpD04-WM"
"ENSG00000204628","SpD04-WM"
"ENSG00000255337","SpD04-WM"
"ENSG00000163320","SpD04-WM"
"ENSG00000169554","SpD04-WM"
"ENSG00000070444","SpD04-WM"
"ENSG00000112584","SpD04-WM"
"ENSG00000144381","SpD04-WM"
"ENSG00000116874","SpD04-WM"
"ENSG00000122696","SpD04-WM"
"ENSG00000174483","SpD04-WM"
"ENSG00000145920","SpD04-WM"
"ENSG00000198218","SpD04-WM"
"ENSG00000109685","SpD04-WM"
"ENSG00000122692","SpD04-WM"
"ENSG00000198625","SpD04-WM"
"ENSG00000131626","SpD04-WM"
"ENSG00000120438","SpD04-WM"
"ENSG00000181666","SpD04-WM"
"ENSG00000235663","SpD04-WM"
"ENSG00000131634","SpD04-WM"
"ENSG00000204389","SpD04-WM"
"ENSG00000064225","SpD04-WM"
"ENSG00000144935","SpD04-WM"
"ENSG00000184731","SpD04-WM"
"ENSG00000172650","SpD04-WM"
"ENSG00000134686","SpD04-WM"
"ENSG00000146535","SpD04-WM"
"ENSG00000118420","SpD04-WM"
"ENSG00000118495","SpD04-WM"
"ENSG00000069869","SpD04-WM"
"ENSG00000144119","SpD04-WM"
"ENSG00000204264","SpD04-WM"
"ENSG00000142875","SpD04-WM"
"ENSG00000180817","SpD04-WM"
"ENSG00000165714","SpD04-WM"
"ENSG00000186665","SpD04-WM"
"ENSG00000231764","SpD04-WM"
"ENSG00000133816","SpD04-WM"
"ENSG00000128694","SpD04-WM"
"ENSG00000171798","SpD04-WM"
"ENSG00000245532","SpD04-WM"
"ENSG00000166819","SpD04-WM"
"ENSG00000273308","SpD04-WM"
"ENSG00000142230","SpD04-WM"
"ENSG00000142867","SpD04-WM"
"ENSG00000163655","SpD04-WM"
"ENSG00000127952","SpD04-WM"
"ENSG00000125952","SpD04-WM"
"ENSG00000105509","SpD04-WM"
"ENSG00000118276","SpD04-WM"
"ENSG00000175426","SpD04-WM"
"ENSG00000156521","SpD04-WM"
"ENSG00000124507","SpD04-WM"
"ENSG00000159784","SpD04-WM"
"ENSG00000171368","SpD04-WM"
"ENSG00000158008","SpD04-WM"
"ENSG00000175182","SpD04-WM"
"ENSG00000174915","SpD04-WM"
"ENSG00000051382","SpD04-WM"
"ENSG00000124479","SpD04-WM"
"ENSG00000139437","SpD04-WM"
"ENSG00000155561","SpD04-WM"
"ENSG00000182310","SpD04-WM"
"ENSG00000204599","SpD04-WM"
"ENSG00000171492","SpD04-WM"
"ENSG00000102543","SpD04-WM"
"ENSG00000162139","SpD04-WM"
"ENSG00000136531","SpD04-WM"
"ENSG00000241399","SpD04-WM"
"ENSG00000111110","SpD04-WM"
"ENSG00000155903","SpD04-WM"
"ENSG00000253719","SpD04-WM"
"ENSG00000003096","SpD04-WM"
"ENSG00000104140","SpD04-WM"
"ENSG00000203724","SpD04-WM"
"ENSG00000121741","SpD04-WM"
"ENSG00000175634","SpD04-WM"
"ENSG00000061918","SpD04-WM"
"ENSG00000188419","SpD04-WM"
"ENSG00000181619","SpD04-WM"
"ENSG00000181090","SpD04-WM"
"ENSG00000196116","SpD04-WM"
"ENSG00000050730","SpD04-WM"
"ENSG00000182010","SpD04-WM"
"ENSG00000160050","SpD04-WM"
"ENSG00000089199","SpD04-WM"
"ENSG00000171462","SpD04-WM"
"ENSG00000145012","SpD04-WM"
"ENSG00000181790","SpD04-WM"
"ENSG00000146830","SpD04-WM"
"ENSG00000162631","SpD04-WM"
"ENSG00000130312","SpD04-WM"
"ENSG00000174945","SpD04-WM"
"ENSG00000137074","SpD04-WM"
"ENSG00000104863","SpD04-WM"
"ENSG00000145194","SpD04-WM"
"ENSG00000112343","SpD04-WM"
"ENSG00000099875","SpD04-WM"
"ENSG00000174652","SpD04-WM"
"ENSG00000213762","SpD04-WM"
"ENSG00000135824","SpD04-WM"
"ENSG00000172888","SpD04-WM"
"ENSG00000080845","SpD04-WM"
"ENSG00000167528","SpD04-WM"
"ENSG00000047621","SpD04-WM"
"ENSG00000155508","SpD04-WM"
"ENSG00000174804","SpD04-WM"
"ENSG00000100644","SpD04-WM"
"ENSG00000204304","SpD04-WM"
"ENSG00000146147","SpD04-WM"
"ENSG00000144120","SpD04-WM"
"ENSG00000112333","SpD04-WM"
"ENSG00000043143","SpD04-WM"
"ENSG00000164002","SpD04-WM"
"ENSG00000205277","SpD04-WM"
"ENSG00000143157","SpD04-WM"
"ENSG00000066322","SpD04-WM"
"ENSG00000196482","SpD04-WM"
"ENSG00000167978","SpD04-WM"
"ENSG00000014123","SpD04-WM"
"ENSG00000131467","SpD04-WM"
"ENSG00000040275","SpD04-WM"
"ENSG00000135723","SpD04-WM"
"ENSG00000166848","SpD04-WM"
"ENSG00000172638","SpD04-WM"
"ENSG00000137509","SpD04-WM"
"ENSG00000248275","SpD04-WM"
"ENSG00000136527","SpD04-WM"
"ENSG00000235706","SpD04-WM"
"ENSG00000073169","SpD04-WM"
"ENSG00000163166","SpD04-WM"
"ENSG00000154380","SpD04-WM"
"ENSG00000149806","SpD04-WM"
"ENSG00000164077","SpD04-WM"
"ENSG00000226067","SpD04-WM"
"ENSG00000135473","SpD04-WM"
"ENSG00000126768","SpD04-WM"
"ENSG00000087884","SpD04-WM"
"ENSG00000077235","SpD04-WM"
"ENSG00000240303","SpD04-WM"
"ENSG00000106069","SpD04-WM"
"ENSG00000180901","SpD04-WM"
"ENSG00000178538","SpD04-WM"
"ENSG00000169047","SpD04-WM"
"ENSG00000163781","SpD04-WM"
"ENSG00000262877","SpD04-WM"
"ENSG00000185658","SpD04-WM"
"ENSG00000198721","SpD04-WM"
"ENSG00000176840","SpD04-WM"
"ENSG00000155189","SpD04-WM"
"ENSG00000106355","SpD04-WM"
"ENSG00000164176","SpD04-WM"
"ENSG00000148672","SpD04-WM"
"ENSG00000066117","SpD04-WM"
"ENSG00000269176","SpD04-WM"
"ENSG00000106948","SpD04-WM"
"ENSG00000156973","SpD04-WM"
"ENSG00000169951","SpD04-WM"
"ENSG00000156787","SpD04-WM"
"ENSG00000139687","SpD04-WM"
"ENSG00000158417","SpD04-WM"
"ENSG00000162928","SpD04-WM"
"ENSG00000172795","SpD04-WM"
"ENSG00000156172","SpD04-WM"
"ENSG00000128581","SpD04-WM"
"ENSG00000117691","SpD04-WM"
"ENSG00000111481","SpD04-WM"
"ENSG00000164638","SpD04-WM"
"ENSG00000132478","SpD04-WM"
"ENSG00000172340","SpD04-WM"
"ENSG00000125510","SpD04-WM"
"ENSG00000227733","SpD04-WM"
"ENSG00000004455","SpD04-WM"
"ENSG00000067082","SpD04-WM"
"ENSG00000152683","SpD04-WM"
"ENSG00000136868","SpD04-WM"
"ENSG00000164434","SpD04-WM"
"ENSG00000151474","SpD04-WM"
"ENSG00000204576","SpD04-WM"
"ENSG00000087095","SpD04-WM"
"ENSG00000170419","SpD04-WM"
"ENSG00000000419","SpD04-WM"
"ENSG00000171044","SpD04-WM"
"ENSG00000168246","SpD04-WM"
"ENSG00000204564","SpD04-WM"
"ENSG00000136159","SpD04-WM"
"ENSG00000048540","SpD04-WM"
"ENSG00000120318","SpD04-WM"
"ENSG00000172375","SpD04-WM"
"ENSG00000119673","SpD04-WM"
"ENSG00000164929","SpD04-WM"
"ENSG00000136699","SpD04-WM"
"ENSG00000213047","SpD04-WM"
"ENSG00000173706","SpD04-WM"
"ENSG00000167202","SpD04-WM"
"ENSG00000005889","SpD04-WM"
"ENSG00000113621","SpD04-WM"
"ENSG00000128185","SpD04-WM"
"ENSG00000118946","SpD04-WM"
"ENSG00000158092","SpD04-WM"
"ENSG00000007392","SpD04-WM"
"ENSG00000099822","SpD04-WM"
"ENSG00000158773","SpD04-WM"
"ENSG00000156795","SpD04-WM"
"ENSG00000110651","SpD04-WM"
"ENSG00000120262","SpD04-WM"
"ENSG00000135916","SpD04-WM"
"ENSG00000183023","SpD04-WM"
"ENSG00000137574","SpD04-WM"
"ENSG00000169733","SpD04-WM"
"ENSG00000231437","SpD04-WM"
"ENSG00000135749","SpD04-WM"
"ENSG00000150776","SpD04-WM"
"ENSG00000185621","SpD04-WM"
"ENSG00000164978","SpD04-WM"
"ENSG00000010626","SpD04-WM"
"ENSG00000110075","SpD04-WM"
"ENSG00000104388","SpD04-WM"
"ENSG00000178988","SpD04-WM"
"ENSG00000101407","SpD04-WM"
"ENSG00000157833","SpD04-WM"
"ENSG00000135205","SpD04-WM"
"ENSG00000153208","SpD04-WM"
"ENSG00000279170","SpD04-WM"
"ENSG00000167088","SpD04-WM"
"ENSG00000088766","SpD04-WM"
"ENSG00000132388","SpD04-WM"
"ENSG00000115138","SpD04-WM"
"ENSG00000156642","SpD04-WM"
"ENSG00000173011","SpD04-WM"
"ENSG00000177150","SpD04-WM"
"ENSG00000134900","SpD04-WM"
"ENSG00000257522","SpD04-WM"
"ENSG00000127364","SpD04-WM"
"ENSG00000065559","SpD04-WM"
"ENSG00000164024","SpD04-WM"
"ENSG00000137145","SpD04-WM"
"ENSG00000278600","SpD04-WM"
"ENSG00000169738","SpD04-WM"
"ENSG00000111843","SpD04-WM"
"ENSG00000157933","SpD04-WM"
"ENSG00000047648","SpD04-WM"
"ENSG00000188735","SpD04-WM"
"ENSG00000025772","SpD04-WM"
"ENSG00000150594","SpD04-WM"
"ENSG00000147256","SpD04-WM"
"ENSG00000100023","SpD04-WM"
"ENSG00000123200","SpD04-WM"
"ENSG00000117748","SpD04-WM"
"ENSG00000120658","SpD04-WM"
"ENSG00000134369","SpD04-WM"
"ENSG00000105865","SpD04-WM"
"ENSG00000169100","SpD04-WM"
"ENSG00000233016","SpD04-WM"
"ENSG00000180113","SpD04-WM"
"ENSG00000187778","SpD04-WM"
"ENSG00000213463","SpD04-WM"
"ENSG00000072778","SpD04-WM"
"ENSG00000139620","SpD04-WM"
"ENSG00000168397","SpD04-WM"
"ENSG00000155592","SpD04-WM"
"ENSG00000183114","SpD04-WM"
"ENSG00000186868","SpD04-WM"
"ENSG00000174442","SpD04-WM"
"ENSG00000164338","SpD04-WM"
"ENSG00000112592","SpD04-WM"
"ENSG00000132026","SpD04-WM"
"ENSG00000145545","SpD04-WM"
"ENSG00000167881","SpD04-WM"
"ENSG00000240891","SpD04-WM"
"ENSG00000177666","SpD04-WM"
"ENSG00000134058","SpD04-WM"
"ENSG00000197647","SpD04-WM"
"ENSG00000196914","SpD04-WM"
"ENSG00000136861","SpD04-WM"
"ENSG00000132676","SpD04-WM"
"ENSG00000157593","SpD04-WM"
"ENSG00000198453","SpD04-WM"
"ENSG00000224616","SpD04-WM"
"ENSG00000204381","SpD04-WM"
"ENSG00000149243","SpD04-WM"
"ENSG00000090020","SpD04-WM"
"ENSG00000089472","SpD04-WM"
"ENSG00000274349","SpD04-WM"
"ENSG00000258947","SpD04-WM"
"ENSG00000133027","SpD04-WM"
"ENSG00000168077","SpD04-WM"
"ENSG00000155850","SpD04-WM"
"ENSG00000111897","SpD04-WM"
"ENSG00000130844","SpD04-WM"
"ENSG00000148248","SpD04-WM"
"ENSG00000173898","SpD04-WM"
"ENSG00000153339","SpD04-WM"
"ENSG00000128272","SpD04-WM"
"ENSG00000187531","SpD04-WM"
"ENSG00000142396","SpD04-WM"
"ENSG00000165424","SpD04-WM"
"ENSG00000163607","SpD04-WM"
"ENSG00000120256","SpD04-WM"
"ENSG00000134759","SpD04-WM"
"ENSG00000107897","SpD04-WM"
"ENSG00000135956","SpD04-WM"
"ENSG00000168743","SpD04-WM"
"ENSG00000204574","SpD04-WM"
"ENSG00000114544","SpD04-WM"
"ENSG00000001561","SpD04-WM"
"ENSG00000153132","SpD04-WM"
"ENSG00000140854","SpD04-WM"
"ENSG00000078304","SpD04-WM"
"ENSG00000185090","SpD04-WM"
"ENSG00000147604","SpD04-WM"
"ENSG00000165526","SpD04-WM"
"ENSG00000221890","SpD04-WM"
"ENSG00000117054","SpD04-WM"
"ENSG00000138759","SpD04-WM"
"ENSG00000088280","SpD04-WM"
"ENSG00000119630","SpD04-WM"
"ENSG00000134285","SpD04-WM"
"ENSG00000136444","SpD04-WM"
"ENSG00000215475","SpD04-WM"
"ENSG00000101542","SpD04-WM"
"ENSG00000135049","SpD04-WM"
"ENSG00000145246","SpD04-WM"
"ENSG00000144355","SpD04-WM"
"ENSG00000096070","SpD04-WM"
"ENSG00000071082","SpD04-WM"
"ENSG00000105738","SpD04-WM"
"ENSG00000150401","SpD04-WM"
"ENSG00000171365","SpD04-WM"
"ENSG00000011347","SpD04-WM"
"ENSG00000112031","SpD04-WM"
"ENSG00000117010","SpD04-WM"
"ENSG00000132823","SpD04-WM"
"ENSG00000103995","SpD04-WM"
"ENSG00000076344","SpD04-WM"
"ENSG00000148339","SpD04-WM"
"ENSG00000101457","SpD04-WM"
"ENSG00000167701","SpD04-WM"
"ENSG00000173267","SpD04-WM"
"ENSG00000213465","SpD04-WM"
"ENSG00000110492","SpD04-WM"
"ENSG00000179796","SpD04-WM"
"ENSG00000060656","SpD04-WM"
"ENSG00000139278","SpD04-WM"
"ENSG00000002822","SpD04-WM"
"ENSG00000273611","SpD04-WM"
"ENSG00000135250","SpD04-WM"
"ENSG00000159674","SpD04-WM"
"ENSG00000154813","SpD04-WM"
"ENSG00000084693","SpD04-WM"
"ENSG00000159593","SpD04-WM"
"ENSG00000121068","SpD04-WM"
"ENSG00000072832","SpD04-WM"
"ENSG00000287923","SpD04-WM"
"ENSG00000101391","SpD04-WM"
"ENSG00000134490","SpD04-WM"
"ENSG00000105576","SpD04-WM"
"ENSG00000065978","SpD04-WM"
"ENSG00000203772","SpD04-WM"
"ENSG00000281468","SpD04-WM"
"ENSG00000184261","SpD04-WM"
"ENSG00000288398","SpD04-WM"
"ENSG00000230091","SpD04-WM"
"ENSG00000196576","SpD04-WM"
"ENSG00000118454","SpD04-WM"
"ENSG00000135298","SpD04-WM"
"ENSG00000251450","SpD04-WM"
"ENSG00000244041","SpD04-WM"
"ENSG00000196396","SpD04-WM"
"ENSG00000118855","SpD04-WM"
"ENSG00000185909","SpD04-WM"
"ENSG00000183979","SpD04-WM"
"ENSG00000137764","SpD04-WM"
"ENSG00000135525","SpD04-WM"
"ENSG00000273188","SpD04-WM"
"ENSG00000177788","SpD04-WM"
"ENSG00000106397","SpD04-WM"
"ENSG00000283103","SpD04-WM"
"ENSG00000173480","SpD04-WM"
"ENSG00000008853","SpD04-WM"
"ENSG00000197776","SpD04-WM"
"ENSG00000261455","SpD04-WM"
"ENSG00000106588","SpD04-WM"
"ENSG00000112183","SpD04-WM"
"ENSG00000188827","SpD04-WM"
"ENSG00000268182","SpD04-WM"
"ENSG00000143502","SpD04-WM"
"ENSG00000070047","SpD04-WM"
"ENSG00000164961","SpD04-WM"
"ENSG00000111664","SpD04-WM"
"ENSG00000111671","SpD04-WM"
"ENSG00000164828","SpD04-WM"
"ENSG00000106333","SpD04-WM"
"ENSG00000149480","SpD04-WM"
"ENSG00000156381","SpD04-WM"
"ENSG00000127561","SpD04-WM"
"ENSG00000037757","SpD04-WM"
"ENSG00000185352","SpD04-WM"
"ENSG00000090060","SpD04-WM"
