Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000103145,HCFC1R1,166,0.39157,136,0.00149,95,-0.5574,164,0.32284,131,-0.0638,81,-0.7904,115,-0.2577,119,-0.2008
ENSG00000006194,ZNF263,26,0.32151,31,0.55096,13,-0.7205,23,0.13830,16,-0.4929,15,-0.5273,19,-0.2248,30,0.51958
ENSG00000162086,ZNF75A,11,-0.4872,40,1.69340,19,0.46301,8,-0.9107,13,-0.2134,22,0.65313,4,-1.9144,14,0.00483
ENSG00000122390,NAA60,23,-0.2088,28,0.15827,13,-0.9551,23,-0.1958,25,-0.0247,43,0.82096,45,0.91507,13,-1.0467
ENSG00000103351,CLUAP1,43,-0.3038,53,0.06217,53,0.06241,42,-0.3294,73,0.69507,50,-0.0395,37,-0.5005,40,-0.3733
ENSG00000126602,TRAP1,93,0.79673,61,-0.0361,38,-0.7413,37,-0.8639,58,-0.1498,47,-0.4441,91,0.59376,50,-0.3429
ENSG00000005339,CREBBP,69,-0.8707,89,-0.3681,216,1.03873,102,-0.1743,170,0.80928,118,0.06582,49,-1.2800,82,-0.5038
ENSG00000162104,ADCY9,29,0.82337,17,-0.1493,16,-0.3137,18,-0.1116,20,0.07250,6,-1.6924,8,-1.2036,19,-0.0065
ENSG00000217930,PAM16,63,0.68185,35,-0.3629,30,-0.5863,29,-0.6991,33,-0.5401,46,0.03984,66,0.62343,56,0.37032
ENSG00000262246,CORO7,22,0.50002,23,0.48834,15,-0.1857,16,-0.0407,11,-0.7790,20,0.28607,17,0.00330,13,-0.3630
ENSG00000103423,DNAJA3,48,1.06946,32,0.19083,22,-0.3570,24,-0.2922,18,-0.7841,28,-0.0411,14,-1.0812,28,-0.0344
ENSG00000153406,NMRAL1,50,0.20113,53,0.25593,38,-0.2613,40,-0.1895,37,-0.3373,63,0.53529,34,-0.4278,54,0.29165
ENSG00000103415,HMOX2,149,0.99351,84,-0.1349,63,-0.5776,76,-0.3219,92,0.01246,41,-1.2015,55,-0.7923,74,-0.3228
ENSG00000089486,CDIP1,193,0.75706,116,-0.2038,92,-0.5517,154,0.26438,95,-0.5848,103,-0.3888,125,-0.0794,109,-0.2989
ENSG00000153443,UBALD1,32,0.46357,22,-0.2044,15,-0.7656,25,0.00870,24,-0.0716,16,-0.6605,36,0.58222,18,-0.5040
ENSG00000102858,MGRN1,26,0.28809,34,0.65356,16,-0.5241,23,0.07140,13,-0.9674,26,0.22507,26,0.23152,26,0.24601
ENSG00000168101,NUDT16L1,36,0.62981,14,-0.9853,28,0.11929,16,-0.8415,19,-0.5607,37,0.52587,51,1.05279,15,-0.8593
ENSG00000168096,ANKS3,10,-0.0780,14,0.43384,12,0.23456,6,-0.7955,8,-0.4827,18,0.82773,13,0.25323,14,0.37397
ENSG00000067836,ROGDI,128,0.41756,93,-0.1624,83,-0.3297,104,0.01010,85,-0.3477,104,0.00921,87,-0.2634,127,0.32658
ENSG00000140632,GLYR1,99,0.00119,78,-0.3752,94,-0.0852,109,0.16464,129,0.50647,57,-0.8471,79,-0.3412,80,-0.3398
ENSG00000118900,UBN1,32,-0.9149,65,0.27834,55,0.02096,61,0.18602,85,0.91698,41,-0.4466,28,-0.9941,44,-0.3294
ENSG00000118898,PPL,28,0.73915,17,-0.1332,19,-0.0370,11,-0.8773,27,0.71055,3,-2.5385,4,-2.2437,17,-0.1507
ENSG00000103184,SEC14L5,26,-0.0966,66,1.44636,51,0.99871,22,-0.3713,15,-0.9793,27,-0.0200,16,-0.8316,27,0.00388
ENSG00000103174,NAGPA,27,0.41695,88,2.39228,16,-0.5197,4,-2.4718,12,-0.9814,11,-1.0386,21,-0.0376,22,0.00218
ENSG00000033011,ALG1,11,0.16609,7,-0.5605,8,-0.3295,11,0.13443,11,0.08065,17,0.76793,6,-0.6616,7,-0.6338
ENSG00000078328,RBFOX1,523,0.28385,540,0.28103,457,0.01879,443,-0.0301,563,0.43096,111,-2.1117,308,-0.5880,306,-0.5998
ENSG00000183044,ABAT,157,0.00358,103,-0.6460,104,-0.6366,115,-0.5205,157,0.00112,213,0.47964,254,0.76666,195,0.34456
ENSG00000153048,CARHSP1,10,-1.0703,9,-1.0492,27,0.60797,19,0.07133,8,-1.2897,42,1.30949,50,1.61960,19,0.03863
ENSG00000187555,USP7,150,0.06617,156,0.11443,146,0.01103,176,0.34070,174,0.35943,74,-1.0260,81,-0.8829,100,-0.5699
ENSG00000182831,C16orf72,37,0.43619,28,-0.0663,18,-0.7016,28,-0.0460,26,-0.1915,37,0.35277,29,9.37254,22,-0.4386
ENSG00000183454,GRIN2A,529,0.45361,506,0.29637,237,-0.8728,278,-0.6810,672,0.96701,125,-1.8235,188,-1.2195,236,-0.8780
ENSG00000166669,ATF7IP2,16,0.69110,21,0.92314,10,-0.1793,3,-1.9347,7,-0.9312,13,0.21458,17,0.61367,13,0.17690
ENSG00000166676,TVP23A,14,0.62025,20,1.04219,0,-5.0129,7,-0.5643,10,0.05558,10,-0.0496,2,-1.9743,12,0.29728
ENSG00000182108,DEXI,88,0.99640,39,-0.4983,33,-0.7615,28,-1.0733,44,-0.3598,34,-0.7055,67,0.33180,78,0.57557
ENSG00000038532,CLEC16A,28,1.13358,26,0.75649,12,-0.4345,10,-0.6909,12,-0.5726,15,-0.1215,7,-1.3129,10,-0.6969
ENSG00000189067,LITAF,8,-1.8195,9,-1.4082,81,2.00700,28,0.24700,9,-1.7068,89,2.19405,20,-0.2907,12,-1.0443
ENSG00000184602,SNN,180,0.46585,117,-0.2899,110,-0.3914,103,-0.5297,99,-0.6289,94,-0.6315,329,1.38246,147,0.05429
ENSG00000153066,TXNDC11,10,-0.2770,13,0.06233,21,0.82150,10,-0.2913,9,-0.5054,23,0.99440,13,0.14882,10,-0.3253
ENSG00000122299,ZC3H7A,23,-0.8330,62,0.82313,84,1.33072,26,-0.5715,41,0.17248,46,0.31945,23,-0.7398,24,-0.6423
ENSG00000171490,RSL1D1,147,-0.4261,145,-0.3826,251,0.47745,196,0.08958,267,0.72542,148,-0.3458,140,-0.4381,97,-0.9889
ENSG00000103342,GSPT1,110,-0.1821,98,-0.3212,146,0.29809,114,-0.1033,145,0.35367,162,0.46003,107,-0.1962,67,-0.8946
ENSG00000048471,SNX29,12,-0.7485,22,0.33725,38,1.19000,23,0.42826,14,-0.3717,24,0.43422,9,-1.0760,16,-0.1584
ENSG00000103381,CPPED1,15,0.04823,16,0.10065,19,0.44937,15,0.04952,15,0.09769,13,-0.1266,5,-1.6037,15,0.06284
ENSG00000237515,SHISA9,58,0.21444,74,0.57259,28,-0.8985,35,-0.6106,77,0.79507,20,-1.4351,52,0.01273,21,-1.3088
ENSG00000175595,ERCC4,19,-0.8142,39,0.43508,64,1.24607,24,-0.3190,31,0.10474,35,0.25764,22,-0.4387,26,-0.1844
ENSG00000186260,MRTFB,209,0.36593,220,0.38325,161,-0.1063,202,0.27383,153,-0.2237,52,-1.7974,161,-0.1122,161,-0.1094
ENSG00000262454,MIR193BHG,4,-2.8702,25,-0.0244,42,0.76361,40,0.76082,25,-0.0665,35,0.46229,24,-0.0947,43,0.80812
ENSG00000140694,PARN,31,0.14946,33,0.23079,19,-0.6530,28,-0.0419,27,-0.1213,27,-0.0853,35,0.29679,29,0.04095
ENSG00000103429,BFAR,19,-0.1746,29,0.48242,21,7.60081,26,0.35313,23,0.12823,6,-1.8118,19,-0.1486,22,0.06745
ENSG00000103512,NOMO1,61,1.08837,39,0.11409,27,-0.4176,20,-0.9066,28,-0.4131,23,-0.6795,43,0.27815,26,-0.5023
ENSG00000183426,NPIPA1,10,-0.6315,95,3.44695,15,-0.0319,3,-2.1900,3,-2.3680,19,0.39134,12,-0.2812,6,-1.4122
ENSG00000179889,PDXDC1,54,-0.0946,72,0.35388,98,0.85537,42,-0.5045,61,0.12980,42,-0.4775,54,-0.0937,47,-0.2908
ENSG00000157045,NTAN1,28,0.11274,19,-0.4446,24,-0.1175,25,-0.0592,29,0.21083,11,-1.2519,35,0.44229,29,0.14222
ENSG00000085721,RRN3,23,0.44329,24,0.44933,17,-0.0825,8,-1.3230,16,-0.1976,24,0.43959,22,0.31993,15,-0.2784
ENSG00000156968,MPV17L,9,-0.2640,26,1.57949,12,0.25522,7,-0.6518,4,-1.3734,21,1.19971,14,0.46946,5,-1.0514
ENSG00000166780,BMERB1,314,-0.2866,357,-0.0428,339,-0.1241,556,0.73863,463,0.45209,137,-1.4979,206,-0.8873,292,-0.3536
ENSG00000166783,MARF1,131,-0.7370,134,-0.6021,163,-0.3074,269,0.53151,246,0.41198,143,-0.5103,176,-0.1897,299,0.64918
ENSG00000133393,FOPNL,33,0.60773,33,0.51722,15,-0.7267,15,-0.7341,19,-0.4116,14,-0.7785,39,0.78957,24,0.00102
ENSG00000103489,XYLT1,21,0.26872,32,0.85934,15,-0.2506,18,-0.0280,15,-0.3202,13,-0.5231,12,-0.6654,21,0.21053
ENSG00000134419,RPS15A,180,-0.5103,124,-1.0043,191,-0.3450,249,0.07551,177,-0.5385,354,0.62543,561,1.40393,304,0.38287
ENSG00000170540,ARL6IP1,805,0.26959,576,-0.3002,470,-0.6125,968,0.57331,722,0.05872,385,-0.9136,456,-0.6562,689,-0.0239
ENSG00000157106,SMG1,54,-0.3733,176,1.62929,142,1.24239,36,-0.9802,50,-0.5035,59,-0.1651,54,-0.3085,44,-0.6316
ENSG00000167186,COQ7,19,0.06057,13,-0.4979,26,0.52799,11,-0.8653,19,0.02225,24,0.36977,32,0.85385,11,-0.7784
ENSG00000205730,ITPRIPL2,4,-1.8157,11,-0.0328,28,1.43781,7,-0.7946,6,-1.1098,36,1.88282,15,0.39746,17,0.58440
ENSG00000103528,SYT17,53,0.25857,35,-0.3978,19,-1.3004,52,0.21409,49,0.13028,42,-0.1376,47,0.01849,44,-0.0590
ENSG00000006007,GDE1,128,0.46740,115,0.20428,88,-0.2144,123,0.34938,80,-0.4231,62,-0.7290,85,-0.2683,90,-0.1753
ENSG00000103540,CCP110,78,-0.8754,141,0.14032,350,1.65377,161,0.38573,134,0.07519,92,-0.5212,39,-1.7887,96,-0.4614
ENSG00000103544,VPS35L,39,0.39597,36,0.21101,26,-0.3192,39,0.36726,26,-0.3895,30,-0.0797,22,-0.5657,26,-0.2927
ENSG00000103550,KNOP1,40,-0.6473,52,-0.1668,105,0.95359,40,-0.6118,74,0.47571,113,1.07879,29,-1.0322,31,-0.9388
ENSG00000167191,GPRC5B,40,-2.1369,52,-1.5696,322,1.27572,119,-0.3478,45,-1.9630,802,3.10813,156,0.09123,86,-0.8276
ENSG00000066654,THUMPD1,62,-0.2849,74,0.04923,108,0.64812,66,-0.1531,94,0.51574,72,-0.0091,46,-0.6874,38,-0.9572
ENSG00000102897,LYRM1,41,0.47786,23,-0.5345,40,0.32144,22,-0.6257,27,-0.3420,37,0.19792,32,-0.0260,41,0.36480
ENSG00000103316,CRYM,396,2.24817,80,-1.0128,19,-3.0761,81,-1.0554,97,-0.8215,47,-1.7803,104,-0.6163,125,-0.3322
ENSG00000197006,METTL9,101,-0.0472,70,-0.6036,110,0.08947,95,-0.1451,105,0.01596,83,-0.3576,147,0.54269,133,0.38757
ENSG00000140740,UQCRC2,237,1.03002,141,-0.0290,70,-1.1010,80,-0.9619,145,0.02026,100,-0.5628,127,-0.1901,125,-0.2125
ENSG00000185716,MOSMO,117,0.18494,120,0.19472,108,0.02004,84,-0.3861,139,0.53286,51,-1.1219,93,-0.2129,72,-0.6046
ENSG00000103319,EEF2K,11,0.51918,10,0.26207,16,1.00020,4,-1.0387,6,-0.5525,7,-0.3584,10,0.31657,6,-0.3992
ENSG00000058600,POLR3E,19,0.71258,16,0.34906,7,-0.8211,7,-1.0011,12,-0.0952,25,1.05411,4,-1.6122,9,-0.5789
ENSG00000140743,CDR2,22,0.62701,13,-0.3163,2,-3.0130,13,-0.3398,21,0.48411,5,-1.6930,16,0.01496,18,0.18350
ENSG00000243716,NPIPB5,5,-2.2032,89,2.50450,89,2.51388,3,-2.9933,11,-1.0130,27,0.39392,4,-2.4213,8,-1.4520
ENSG00000122254,HS3ST2,7,-2.9267,56,0.27352,14,-1.7936,228,4.00472,14,-1.9735,0,-5.6762,0,-10.387,18,-1.4503
ENSG00000103404,USP31,20,-0.0884,31,0.60228,30,0.52864,15,-0.5379,28,0.52781,9,-1.2056,9,-1.2663,22,0.03659
ENSG00000168434,COG7,15,0.08433,27,0.94474,13,-0.1645,6,-1.4018,13,-0.2575,23,0.73057,17,0.26002,14,-0.0594
ENSG00000103365,GGA2,32,0.62230,37,0.70102,31,0.41180,22,-0.1093,14,-0.9147,16,-0.5346,17,-0.4816,22,-0.0871
ENSG00000103356,EARS2,17,1.02056,7,-0.4329,10,-0.0080,6,-0.7747,8,-0.3081,6,-0.7861,13,0.40477,6,-0.6501
ENSG00000103353,UBFD1,52,0.37346,45,0.07503,34,-0.3627,56,0.47056,38,-0.2062,19,-1.2235,17,-1.3427,58,0.48874
ENSG00000004779,NDUFAB1,348,0.80663,212,-0.1507,95,-1.3536,211,-0.1666,227,-0.0508,119,-1.0256,220,-0.0904,238,0.03312
ENSG00000083093,PALB2,7,-0.9316,12,0.01211,20,0.81267,7,-0.9177,18,0.80248,12,-0.0531,12,-0.0600,12,0.04631
ENSG00000166847,DCTN5,145,-0.3154,191,0.15743,189,0.14344,157,-0.1613,211,0.39418,96,-0.8942,205,0.27583,177,0.04653
ENSG00000166501,PRKCB,972,-0.3488,1313,0.17160,1803,0.68078,1612,0.55372,1203,0.04199,527,-1.2220,1238,0.07930,668,-0.8685
ENSG00000006116,CACNG3,142,1.04505,105,0.32750,67,-0.3821,94,0.15918,59,-0.6623,27,-1.7448,88,0.04830,34,-1.3729
ENSG00000122257,RBBP6,86,-0.9020,264,0.97431,260,0.94929,103,-0.5507,191,0.54866,138,-0.0652,95,-0.6378,79,-0.9134
ENSG00000090905,TNRC6A,89,-0.9430,325,1.22435,236,0.68900,110,-0.5461,197,0.49193,179,0.25041,70,-1.1862,101,-0.6433
ENSG00000205629,LCMT1,94,0.83375,52,-0.2876,40,-0.6574,68,0.13887,48,-0.4645,25,-1.3598,63,0.01231,67,0.12186
ENSG00000182601,HS3ST4,4,-3.6298,46,0.18337,64,0.70688,132,2.41364,27,-0.7194,31,-0.4038,15,-1.4537,18,-1.1920
ENSG00000169189,NSMCE1,29,0.21323,17,-0.6329,30,0.20036,24,-0.1170,25,-0.0441,33,0.38999,30,0.21065,16,-0.7182
ENSG00000077235,GTF3C1,62,-0.4593,92,0.22842,99,0.34200,84,0.08479,107,0.56950,73,-0.1364,35,-1.2475,65,-0.3264
ENSG00000169181,GSG1L,11,-0.0984,10,-0.2551,32,1.66912,11,-0.0809,3,-2.0869,18,0.65649,23,1.05959,4,-1.4492
ENSG00000169180,XPO6,57,0.55413,61,0.53699,31,-0.4927,38,-0.2079,24,-1.0364,62,0.58489,40,-0.0986,47,0.12890
ENSG00000188322,SBK1,16,-0.8375,13,-1.0179,24,-0.0847,41,0.80705,25,-0.0601,14,-0.8587,38,0.62256,41,0.73007
ENSG00000176046,NUPR1,2,-2.8916,3,-2.3069,20,0.49168,0,-4.9765,0,-4.5070,145,5.00212,18,0.26619,0,-5.1876
ENSG00000196502,SULT1A1,44,0.25188,63,0.79165,33,-0.2202,34,-0.2110,30,-0.4302,36,-0.0851,48,0.33808,29,-0.4371
ENSG00000184110,EIF3C,15,0.27619,19,0.63283,16,0.40260,4,-1.5448,14,0.25125,15,0.23549,6,-1.0627,11,-0.1386
ENSG00000168488,ATXN2L,40,0.44291,69,1.22821,15,-1.1690,23,-0.5232,33,0.05286,20,-0.7180,26,-0.3440,21,-0.6096
ENSG00000178952,TUFM,177,0.83204,108,-0.1247,76,-0.6678,97,-0.3148,89,-0.4937,156,0.45436,114,-0.0366,76,-0.6555
ENSG00000178188,SH2B1,46,0.67058,51,0.72139,33,0.02834,14,-1.2984,25,-0.4732,39,0.29269,19,-0.7767,39,0.28439
ENSG00000176953,NFATC2IP,41,-0.2091,48,0.05380,55,0.25363,42,-0.1836,55,0.33318,52,0.17487,39,-0.2487,36,-0.3799
ENSG00000169682,SPNS1,12,-0.2406,24,0.83069,14,-0.0452,17,0.29096,9,-0.8079,25,0.90825,10,-0.4463,13,-0.0910
ENSG00000183336,BOLA2,30,0.53967,10,-1.1995,19,-0.2750,26,0.20428,16,-0.5838,22,-0.0338,29,0.37359,25,0.14190
ENSG00000103485,QPRT,19,-0.6655,19,-0.5790,24,-0.2461,33,0.25295,40,0.66795,55,1.04969,13,-1.1334,14,-1.0822
ENSG00000079616,KIF22,31,0.34126,15,-0.8046,22,-0.2430,18,-0.6233,27,0.06895,36,0.52930,26,0.03145,28,0.11001
ENSG00000103495,MAZ,64,0.03277,48,-0.4161,32,-1.0326,87,0.55327,45,-0.6082,86,0.47453,72,0.19981,83,0.43227
ENSG00000167371,PRRT2,149,0.57399,114,0.03809,121,0.13409,107,-0.0624,91,-0.3695,52,-1.1582,157,0.54174,69,-0.7328
ENSG00000280789,PAGR1,15,-0.2410,38,1.30998,18,0.08283,7,-1.3973,10,-0.9377,45,1.58178,14,-0.3084,18,0.11071
ENSG00000103502,CDIPT,86,0.62833,49,-0.3721,53,-0.2694,89,0.61234,43,-0.6554,38,-0.7632,56,-0.1741,53,-0.2625
ENSG00000174938,SEZ6L2,611,0.70839,518,0.29935,283,-0.6358,439,0.03977,518,0.36872,139,-1.7003,160,-1.4907,204,-1.1307
ENSG00000174939,ASPHD1,96,-0.3309,70,-0.7651,141,0.31271,110,-0.0757,82,-0.6055,143,0.33471,244,1.21783,147,0.37624
ENSG00000174943,KCTD13,27,0.37196,20,-0.1311,14,-0.6185,18,-0.2842,15,-0.6152,24,0.12412,39,0.94078,24,0.12495
ENSG00000149932,TMEM219,93,-0.0181,61,-0.6677,73,-0.3961,71,-0.4698,69,-0.5489,162,0.86857,191,1.14666,108,0.21204
ENSG00000149930,TAOK2,31,0.12546,31,0.09627,32,0.12720,32,0.13535,23,-0.4156,37,0.35714,29,-0.0171,25,-0.2470
ENSG00000149929,HIRIP3,28,0.05001,23,-0.2733,25,-0.1261,25,-0.1418,22,-0.3689,61,1.26777,26,-0.1045,21,-0.4227
ENSG00000169592,INO80E,24,-0.0398,21,-0.2247,17,-0.5497,26,0.10221,22,-0.2386,26,0.05082,41,0.79050,27,0.10417
ENSG00000149927,DOC2A,173,0.60412,174,0.49086,117,-0.1331,145,0.22542,101,-0.4155,32,-2.0440,116,-0.1491,104,-0.3163
ENSG00000149926,TLCD3B,30,0.18932,23,-0.2456,15,-0.8931,24,-0.1599,24,-0.1935,31,0.22891,28,0.05539,42,0.71123
ENSG00000149925,ALDOA,68,1.07177,19,-1.1444,18,-1.1776,25,-0.8051,30,-0.5561,32,-0.3708,80,1.10395,34,-0.2555
ENSG00000149923,PPP4C,25,-0.0160,22,-0.2267,15,-0.7412,25,-0.0426,31,0.40648,29,0.19302,23,-0.1251,21,-0.2679
ENSG00000090238,YPEL3,225,0.69008,121,-0.4247,121,-0.4211,131,-0.3206,117,-0.5474,116,-0.4815,224,0.54115,196,0.33208
ENSG00000102882,MAPK3,142,0.25921,84,-0.5902,105,-0.2622,95,-0.4475,76,-0.8695,188,0.66223,249,1.13270,143,0.22419
ENSG00000102879,CORO1A,69,1.06797,37,-0.1318,20,-1.0577,43,0.10968,35,-0.2724,12,-1.8593,30,-0.4550,33,-0.3342
ENSG00000169217,CD2BP2,55,0.61938,37,-0.1377,31,-0.4191,27,-0.6419,36,-0.2177,52,0.39722,50,0.34558,27,-0.6215
ENSG00000169221,TBC1D10B,51,0.37819,42,0.01972,50,0.27503,46,0.16816,38,-0.1726,33,-0.3644,23,-0.8895,36,-0.2315
ENSG00000180035,ZNF48,23,0.49349,12,-0.5858,20,0.20658,19,0.14428,20,0.16723,4,-2.2733,15,-0.3075,15,-0.3000
ENSG00000179965,ZNF771,32,-0.1971,23,-0.6511,24,-0.6060,40,0.21656,27,-0.5028,54,0.64940,69,1.05571,36,0.01997
ENSG00000179958,DCTPP1,48,0.95364,23,-0.3693,9,-1.6847,32,0.10613,25,-0.3154,11,-1.4430,32,0.09861,30,0.00267
ENSG00000179918,SEPHS2,57,0.39103,34,-0.4855,30,-0.6755,48,0.05903,59,0.45186,21,-1.2074,38,-0.3115,38,-0.2865
ENSG00000169957,ZNF768,8,-0.1673,9,-0.0880,8,-0.1984,5,-0.8105,7,-0.4029,11,0.30279,25,1.59813,9,-0.0347
ENSG00000169955,ZNF747,12,0.49384,7,-0.4128,6,-0.7353,11,0.36024,4,-1.2459,6,-0.6534,22,1.41405,7,-0.3125
ENSG00000229809,ZNF688,13,-0.0177,8,-0.7696,17,0.32247,15,0.20435,10,-0.5545,8,-0.8098,25,0.99121,18,0.41707
ENSG00000156853,ZNF689,8,-0.0946,13,0.55187,7,-0.4290,6,-0.5985,8,-0.1928,12,0.50288,11,0.36651,11,0.34621
ENSG00000156858,PRR14,13,0.06785,20,0.69919,8,-0.6263,14,0.15250,9,-0.5847,21,0.79285,10,-0.3122,11,-0.2257
ENSG00000156860,FBRS,9,-0.4211,7,-0.8005,21,0.91599,13,0.12607,6,-1.1472,20,0.77226,23,1.06592,12,0.01041
ENSG00000080603,SRCAP,24,-0.2981,31,0.16827,35,0.36052,26,-0.1490,35,0.41412,32,0.20960,15,-0.9424,24,-0.2454
ENSG00000156873,PHKG2,46,1.02913,33,0.26513,10,-1.5874,20,-0.5402,22,-0.4000,38,0.46922,23,-0.3244,14,-0.9982
ENSG00000196118,CCDC189,15,1.11143,16,0.98299,3,-1.4752,7,-0.2346,4,-1.2057,4,-1.1990,5,-0.8065,12,0.52035
ENSG00000103549,RNF40,48,0.39410,43,0.14888,20,-0.9745,36,-0.1594,35,-0.1904,49,0.33536,40,0.04275,35,-0.1554
ENSG00000102870,ZNF629,15,-0.7298,17,-0.4148,36,0.74797,17,-0.5028,26,0.28252,30,0.44559,33,0.58683,21,-0.1251
ENSG00000099385,BCL7C,18,-0.4438,13,-0.8346,20,-0.1529,28,0.36047,15,-0.6788,55,1.43243,31,0.49395,20,-0.1643
ENSG00000099364,FBXL19,28,0.25993,20,-0.3072,18,-0.5106,23,-0.1428,21,-0.2617,29,0.27528,20,-0.2759,39,0.70794
ENSG00000099381,SETD1A,11,0.22994,10,0.08232,11,0.20884,14,0.63594,6,-0.6860,7,-0.4983,8,-0.2341,9,-0.1141
ENSG00000099365,STX1B,215,0.04055,189,-0.1680,167,-0.3616,235,0.18914,236,0.21627,129,-0.7516,200,-0.0771,229,0.13306
ENSG00000103496,STX4,43,0.30934,29,-0.3691,43,0.23239,42,0.21336,26,-0.5862,40,0.12424,39,0.07989,35,-0.0528
ENSG00000167397,VKORC1,30,0.43280,24,0.00292,17,-0.5144,21,-0.1608,15,-0.8409,45,1.00519,22,-0.1125,25,0.08809
ENSG00000103507,BCKDK,41,0.49324,30,-0.0661,21,-0.5893,41,0.43286,22,-0.6597,28,-0.1672,23,-0.5019,39,0.34241
ENSG00000103510,KAT8,35,0.42088,34,0.30840,29,0.07154,31,0.17663,22,-0.4130,21,-0.4030,20,-0.4708,25,-0.1681
ENSG00000089280,FUS,129,0.29754,163,0.62112,92,-0.2783,72,-0.6969,102,-0.1491,139,0.36715,112,0.02923,91,-0.2973
ENSG00000140691,ARMC5,17,0.48963,16,0.27774,16,0.28559,6,-1.1178,10,-0.4344,13,-0.0541,9,-0.4998,22,0.85178
ENSG00000140688,C16orf58,33,0.64493,22,-0.0840,22,-0.1173,27,0.20432,11,-1.2309,22,-0.0766,17,-0.4611,37,0.70527
ENSG00000197302,ZNF720,27,0.45103,26,0.33772,32,0.62270,21,-0.0235,20,-0.0813,13,-0.6969,9,-1.2280,12,-0.8470
ENSG00000069329,VPS35,361,0.64403,262,0.00362,189,-0.5013,232,-0.2021,334,0.48149,109,-1.3188,88,-1.6335,197,-0.4377
ENSG00000155330,C16orf87,28,-0.0453,33,0.21765,39,0.48995,18,-0.7492,37,0.53383,14,-1.0807,31,0.16363,21,-0.4378
ENSG00000166123,GPT2,23,-0.4902,31,0.04233,26,-0.2032,24,-0.3653,12,-1.5181,121,2.38995,49,0.75075,12,-1.3332
ENSG00000069345,DNAJA2,211,0.48133,138,-0.2756,156,-0.0802,160,-0.0506,208,0.45154,66,-1.3711,93,-0.8777,112,-0.5884
ENSG00000171208,NETO2,45,0.47858,44,0.34526,32,-0.1810,27,-0.4737,39,0.18685,22,-0.7206,29,-0.2853,27,-0.4223
ENSG00000129636,ITFG1,282,0.79151,220,0.22961,100,-0.9866,225,0.28872,184,-0.0593,65,-1.6217,93,-1.0955,147,-0.3932
ENSG00000102893,PHKB,58,-0.0178,85,0.57333,68,0.22321,57,-0.0565,59,0.00041,46,-0.3640,55,-0.1182,46,-0.3669
ENSG00000102910,LONP2,102,0.04928,139,0.52404,166,0.81779,64,-0.7168,98,-0.0251,111,0.17311,96,-0.0656,53,-0.9596
ENSG00000196470,SIAH1,22,0.29910,21,0.22537,24,0.44072,18,0.00463,15,-0.3268,3,-2.3662,10,-0.8399,32,0.87204
ENSG00000102921,N4BP1,30,-0.5509,55,0.45242,62,0.65549,32,-0.4016,54,0.52578,24,-0.8109,39,-0.0981,38,-0.1149
ENSG00000205423,CNEP1R1,18,1.26658,14,0.51370,2,-1.9028,6,-0.8637,7,-0.5112,9,-0.1022,3,-1.4975,11,0.19791
ENSG00000155393,HEATR3,9,0.00640,22,1.48792,13,0.64944,3,-1.3514,6,-0.5053,4,-1.2263,9,0.03435,13,0.55945
ENSG00000121274,TENT4B,36,-0.3015,58,0.51094,47,0.17116,49,0.26919,54,0.48865,21,-1.0122,21,-1.0765,32,-0.4196
ENSG00000166164,BRD7,63,-0.8421,79,-0.3901,178,0.90371,99,-0.0367,120,0.32314,112,0.14832,125,0.33129,78,-0.4084
ENSG00000083799,CYLD,91,-0.0638,106,0.18424,128,0.48011,100,0.11014,107,0.23763,50,-0.9491,78,-0.2987,69,-0.4849
ENSG00000103460,TOX3,11,-0.0241,3,-1.6908,12,0.09881,2,-2.2320,14,0.42930,14,0.30975,31,1.62725,6,-0.9354
ENSG00000177200,CHD9,86,-1.2672,316,0.91323,351,1.09160,124,-0.6085,246,0.62789,171,-0.0676,113,-0.7108,133,-0.4545
ENSG00000103479,RBL2,20,-0.8168,59,0.96517,51,0.72862,36,0.19057,26,-0.3600,48,0.64699,23,-0.5164,25,-0.3481
ENSG00000166971,AKTIP,96,0.27045,76,-0.1323,64,-0.4067,83,-0.0027,79,-0.1057,50,-0.7827,87,0.06745,115,0.51432
ENSG00000103494,RPGRIP1L,21,-1.0127,80,1.21931,47,0.34665,30,-0.3419,56,0.78658,20,-0.9112,23,-0.7272,27,-0.5062
ENSG00000140718,FTO,75,0.32326,62,-0.0392,50,-0.3731,73,0.24448,56,-0.2258,57,-0.1828,41,-0.6875,77,0.29344
ENSG00000087258,GNAO1,477,-0.2175,594,0.15752,680,0.37320,817,0.74766,558,0.07136,238,-1.2405,347,-0.6706,384,-0.5155
ENSG00000159461,AMFR,94,0.40245,72,-0.0885,61,-0.3403,70,-0.1570,74,-0.0553,95,0.33192,46,-0.7698,76,-0.0213
ENSG00000167005,NUDT21,184,0.53809,115,-0.3063,111,-0.3611,142,0.03021,158,0.23605,64,-1.1849,100,-0.5146,117,-0.2768
