Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000271303,SRXN1,40,1.14639,9,-1.6380,23,-0.1823,28,0.15895,5,-2.3294,9,-1.5256,22,-0.2505
ENSG00000125818,PSMF1,82,0.40218,50,-0.5110,80,0.21593,84,0.35127,56,-0.3467,32,-1.1617,48,-0.5589
ENSG00000101298,SNPH,106,0.55211,81,-0.0738,139,0.81594,47,-0.9898,4,-4.3978,52,-0.7558,136,0.77819
ENSG00000125775,SDCBP2,21,0.54833,22,0.43695,14,-0.2538,24,0.62631,2,-2.8523,11,-0.5880,3,-2.5570
ENSG00000088832,FKBP1A,213,0.18087,210,0.10327,205,0.06296,252,0.44759,36,-2.5280,105,-0.9619,253,0.40404
ENSG00000088833,NSFL1C,116,0.21461,98,-0.1144,130,0.33955,110,0.07137,72,-0.5928,92,-0.2110,85,-0.3359
ENSG00000286288,AL109809.5,6,-1.8138,19,0.35099,9,-0.7878,40,1.99013,10,-0.6495,1,-3.4985,26,0.87243
ENSG00000198053,SIRPA,345,0.70984,317,0.31668,220,-0.2597,215,-0.3257,73,-1.9162,110,-1.3197,326,0.36537
ENSG00000125834,STK35,21,0.57520,26,0.69183,18,0.13505,11,-0.6637,9,-0.9266,14,-0.2315,9,-0.9064
ENSG00000125835,SNRPB,41,1.02487,12,-1.2508,11,-1.4030,41,0.72573,16,-0.7858,3,-3.2817,15,-0.8698
ENSG00000101361,NOP56,100,-0.0311,50,-1.0758,53,-0.9912,70,-0.6350,109,0.11247,185,0.98556,179,0.93101
ENSG00000101365,IDH3B,69,0.59487,33,-0.7662,38,-0.5310,72,0.53491,24,-1.2315,29,-0.9221,48,-0.1634
ENSG00000132635,PCED1A,24,0.01245,28,0.22044,16,-0.6418,24,-0.0275,20,-0.3346,33,0.49358,25,0.05146
ENSG00000215305,VPS16,35,1.14689,19,-0.2967,18,-0.3435,24,0.12467,11,-1.0379,1,-4.3361,11,-1.0292
ENSG00000132670,PTPRA,237,0.14536,275,0.34007,145,-0.6713,195,-0.2274,188,-0.2687,239,0.10989,264,0.27185
ENSG00000125901,MRPS26,90,0.43283,46,-0.7425,66,-0.1869,99,0.51461,47,-0.7121,43,-0.8411,62,-0.2814
ENSG00000088899,LZTS3,149,0.13291,123,-0.2110,162,0.22424,145,0.05349,28,-2.4337,140,-0.0096,209,0.63894
ENSG00000198171,DDRGK1,56,-0.5124,62,-0.2201,58,-0.3065,140,1.32020,65,-0.1460,47,-0.6314,46,-0.6545
ENSG00000125877,ITPA,35,0.65936,20,-0.4159,25,-0.0950,29,0.16503,12,-1.1496,26,-0.0580,11,-1.2607
ENSG00000088854,C20orf194,61,0.20310,62,0.17297,38,-0.5765,27,-1.2091,71,0.39042,47,-0.2510,97,0.90754
ENSG00000088812,ATRN,83,0.52000,58,-0.2211,29,-1.2464,96,0.67179,31,-1.1551,40,-0.8090,53,-0.3713
ENSG00000101220,C20orf27,25,-0.1665,24,-0.2221,26,-0.0810,50,1.14992,8,-1.7500,31,0.21793,10,-1.5071
ENSG00000101222,SPEF1,25,1.18765,5,-1.6892,12,-0.4090,25,0.79212,0,-4.5593,3,-2.2193,5,-1.6326
ENSG00000125817,CENPB,44,-1.1886,120,0.65301,74,-0.1219,46,-0.9280,151,1.04681,240,1.89281,29,-1.5548
ENSG00000101224,CDC25B,30,0.52981,18,-0.4366,22,-0.1173,15,-0.8149,18,-0.4487,22,-0.1504,35,0.60067
ENSG00000125843,AP5S1,16,-0.3048,18,-0.0246,22,0.29254,10,-1.0686,8,-1.1735,23,0.31863,49,1.62687
ENSG00000088888,MAVS,24,-1.2292,91,1.14491,22,-1.0775,19,-1.3827,95,1.23046,96,1.24349,59,0.41556
ENSG00000125779,PANK2,40,0.24376,22,-0.7444,62,0.88318,34,-0.0887,18,-1.0157,32,-0.1613,32,-0.1564
ENSG00000101236,RNF24,51,0.40372,46,0.09830,41,-0.0642,21,-1.1382,32,-0.4728,27,-0.7235,80,1.02906
ENSG00000088826,SMOX,8,-1.8912,74,2.05234,16,-0.5515,25,0.21560,32,0.53828,30,0.43892,14,-0.6950
ENSG00000171867,PRNP,1163,0.80666,691,-0.3176,647,-0.4194,769,-0.1665,440,-1.0103,338,-1.4061,999,0.26604
ENSG00000101265,RASSF2,24,-2.2727,70,-0.2737,70,-0.2746,32,-1.5611,414,3.02931,162,1.09879,42,-1.0652
ENSG00000089057,SLC23A2,85,0.66330,56,-0.2268,59,-0.1416,40,-0.8080,48,-0.4849,53,-0.3125,78,0.29479
ENSG00000089063,TMEM230,106,0.19910,92,-0.0884,92,-0.0912,120,0.37171,105,0.12310,30,-1.7937,88,-0.1529
ENSG00000132646,PCNA,23,0.08532,32,0.62413,14,-0.7109,30,0.57984,34,0.71216,2,-3.4451,7,-1.5851
ENSG00000101290,CDS2,110,0.92087,64,-0.2751,53,-0.5794,76,-0.0092,60,-0.3737,13,-2.5902,61,-0.3567
ENSG00000125772,GPCPD1,56,0.83693,50,0.31955,56,0.52550,25,-0.7908,11,-1.9263,16,-1.3601,36,-0.1793
ENSG00000089199,CHGB,265,1.79436,47,-1.7038,64,-1.2482,108,-0.5049,9,-4.1246,85,-0.8227,112,-0.3975
ENSG00000089195,TRMT6,33,1.17994,5,-2.1882,11,-0.9213,12,-0.9394,24,0.21920,5,-1.9709,30,0.59438
ENSG00000088766,CRLS1,43,0.36865,42,0.23369,13,-1.5472,47,0.45538,19,-0.9549,18,-1.1058,44,0.30784
ENSG00000125827,TMX4,338,1.09230,133,-0.8050,205,-0.1366,148,-0.6945,87,-1.4489,196,-0.2076,190,-0.2511
ENSG00000182621,PLCB1,650,1.25171,191,-1.1758,384,-0.1031,294,-0.5675,40,-3.4774,328,-0.3519,379,-0.1232
ENSG00000101333,PLCB4,47,0.14546,34,-0.4218,37,-0.2679,33,-0.5156,10,-2.2637,52,0.26025,100,1.36397
ENSG00000125869,LAMP5,25,-0.3593,1,-4.2570,1,-4.6859,94,2.64822,2,-3.9338,18,-0.7539,12,-1.3341
ENSG00000101349,PAK5,80,0.92585,28,-1.0226,39,-0.5590,36,-0.7504,6,-3.1605,60,0.12176,88,0.74025
ENSG00000132639,SNAP25,4562,1.47221,1095,-1.3876,3414,0.37405,2127,-0.4138,135,-4.4555,819,-1.8198,1791,-0.6424
ENSG00000125863,MKKS,74,0.84550,21,-1.3867,45,-0.2412,80,0.76993,20,-1.4490,23,-1.2514,16,-1.7897
ENSG00000132640,BTBD3,110,0.17028,38,-1.5152,59,-0.8612,183,1.11499,126,0.33355,33,-1.7047,63,-0.7516
ENSG00000089048,ESF1,132,-0.6128,117,-0.6416,103,-0.8352,105,-0.8788,321,0.97701,511,1.82686,157,-0.1913
ENSG00000101247,NDUFAF5,37,1.03604,9,-1.4765,23,-0.0971,27,0.11887,16,-0.6438,2,-3.6434,21,-0.2456
ENSG00000172264,MACROD2,49,0.73414,11,-1.8099,15,-1.3389,39,0.11997,20,-0.9097,35,-0.0838,47,0.38711
ENSG00000125848,FLRT3,47,1.98180,7,-1.7545,25,0.05004,10,-1.3919,0,-5.5662,4,-2.7213,24,-0.0280
ENSG00000089177,KIF16B,34,-1.2014,98,0.75597,98,0.74331,29,-1.2305,103,0.84221,149,1.48378,38,-0.7530
ENSG00000125870,SNRPB2,103,0.65989,42,-0.9615,47,-0.7845,81,0.04033,103,0.42252,65,-0.3004,37,-1.1711
ENSG00000125851,PCSK2,131,1.03476,55,-0.7271,69,-0.3857,92,0.07717,4,-4.3350,59,-0.6301,75,-0.2599
ENSG00000125868,DSTN,549,0.19721,303,-0.7917,579,0.22080,798,0.85996,337,-0.6300,198,-1.4300,340,-0.6146
ENSG00000125844,RRBP1,33,-1.6696,116,0.59844,24,-1.8226,39,-1.1980,279,2.21196,199,1.53812,51,-0.6797
ENSG00000089006,SNX5,44,-0.4916,73,0.43033,38,-0.5659,71,0.44366,65,0.25318,43,-0.4048,74,0.45012
ENSG00000232838,PET117,31,0.20376,22,-0.4000,31,0.12844,29,0.06117,27,-0.0550,28,-0.0186,21,-0.4492
ENSG00000149474,KAT14,44,0.77257,4,-2.9755,42,0.43951,28,-0.2085,24,-0.4414,26,-0.3470,25,-0.3816
ENSG00000125846,ZNF133,24,1.19178,4,-1.7655,6,-1.2300,11,-0.4755,13,-0.2260,7,-1.1238,17,0.21320
ENSG00000132664,POLR3F,36,0.81565,16,-0.6929,16,-0.7530,22,-0.2940,12,-1.1428,30,0.22319,24,-0.1437
ENSG00000101310,SEC23B,31,0.11043,33,0.19037,14,-1.0975,46,0.80230,38,0.37226,5,-2.5314,20,-0.6348
ENSG00000232388,SMIM26,54,-0.0459,10,-2.5857,58,0.07586,122,1.58269,42,-0.4290,0,-8.9189,38,-0.5725
ENSG00000125821,DTD1,33,0.42730,32,0.22046,30,0.14099,30,0.13324,23,-0.2830,15,-0.8993,12,-1.3002
ENSG00000132669,RIN2,10,-1.2914,47,1.51525,23,0.27715,26,0.60568,36,1.03266,6,-1.5654,5,-1.9560
ENSG00000173418,NAA20,82,1.11773,26,-1.0885,31,-0.8577,68,0.40846,22,-1.3505,26,-1.1323,23,-1.2598
ENSG00000101343,CRNKL1,46,0.26765,33,-0.3245,22,-0.9487,26,-0.7104,49,0.30339,78,1.08109,29,-0.5197
ENSG00000088970,KIZ,33,0.24040,38,0.39476,6,-2.2497,27,-0.1590,37,0.36340,44,0.61255,15,-0.9998
ENSG00000088930,XRN2,43,-0.1157,48,0.09378,33,-0.5056,40,-0.2289,61,0.45825,52,0.22107,54,0.27478
ENSG00000125812,GZF1,36,0.02537,49,0.51911,25,-0.5282,29,-0.3097,39,0.13878,19,-0.9485,55,0.72241
ENSG00000125814,NAPB,717,1.26709,207,-1.1955,656,0.61108,341,-0.4756,30,-3.9986,204,-1.2168,304,-0.6121
ENSG00000101439,CST3,1057,-1.3294,4445,1.27350,3032,0.61472,4518,1.55918,675,-1.7145,370,-2.5982,1044,-1.0611
ENSG00000101463,SYNDIG1,64,1.32923,13,-1.6207,51,0.41257,28,-0.5636,24,-0.7706,11,-1.8394,21,-0.9776
ENSG00000101474,APMAP,110,1.12293,42,-0.8166,34,-1.1331,84,0.25948,29,-1.3862,17,-2.1525,63,-0.2165
ENSG00000154930,ACSS1,10,-2.3911,140,2.39647,4,-3.0236,48,0.49863,33,-0.1650,22,-0.8072,69,1.03242
ENSG00000197586,ENTPD6,145,0.65539,84,-0.4408,116,0.06915,77,-0.6123,13,-3.2100,77,-0.5628,198,0.94817
ENSG00000100994,PYGB,100,0.11013,154,0.78524,84,-0.1904,77,-0.3552,56,-0.8060,89,-0.1005,109,0.20769
ENSG00000100997,ABHD12,111,0.58604,58,-0.6335,111,0.38049,97,0.17651,68,-0.3932,33,-1.4898,54,-0.7351
ENSG00000130684,ZNF337,18,-0.1803,28,0.50656,14,-0.5089,15,-0.5210,19,-0.1250,21,0.06139,36,0.95244
ENSG00000125804,FAM182A,11,-0.7565,6,-1.4152,6,-1.4095,11,-0.5738,39,1.51285,1,-3.6226,56,2.20031
ENSG00000101294,HM13,61,0.38540,32,-0.7273,32,-0.7502,39,-0.4765,43,-0.3027,34,-0.6424,107,1.19807
ENSG00000125968,ID1,6,-1.9601,45,1.59168,17,-0.0457,28,0.88627,26,0.61624,3,-2.4770,21,0.31017
ENSG00000171552,BCL2L1,64,0.43791,47,-0.2164,36,-0.5979,40,-0.5001,48,-0.1620,82,0.69042,38,-0.5088
ENSG00000088356,PDRG1,29,1.32841,10,-0.8396,11,-0.7416,9,-1.0713,15,-0.2909,12,-0.5300,13,-0.5159
ENSG00000101337,TM9SF4,57,0.91966,39,-0.0251,23,-0.8435,24,-0.8536,11,-1.8585,39,-0.0391,50,0.35292
ENSG00000101350,KIF3B,230,0.31349,160,-0.3624,197,-0.0404,141,-0.6107,106,-0.9896,296,0.62268,257,0.38574
ENSG00000171456,ASXL1,31,-0.1708,38,0.19795,19,-0.8534,23,-0.6550,36,0.09156,49,0.60443,58,0.88642
ENSG00000197183,NOL4L,14,-0.9041,36,0.76804,7,-1.6014,24,0.15814,36,0.80068,12,-0.8770,47,1.22981
ENSG00000149600,COMMD7,76,0.20211,62,-0.1742,88,0.38015,91,0.49380,38,-0.9200,26,-1.5038,64,-0.1211
ENSG00000101367,MAPRE1,18,-0.7344,42,0.74978,22,-0.2891,33,0.39811,44,0.82727,19,-0.4846,23,-0.1850
ENSG00000260257,AL035071.1,22,0.49099,46,1.62154,22,0.37553,8,-1.2706,9,-1.0189,11,-0.6767,2,-2.7923
ENSG00000101391,CDK5RAP1,19,-0.1170,21,0.05619,13,-0.6521,26,0.40044,17,-0.3153,21,0.04040,24,0.25298
ENSG00000101400,SNTA1,64,-1.2514,334,1.75224,106,-0.1978,184,0.78802,54,-1.2171,53,-1.2614,153,0.38740
ENSG00000078699,CBFA2T2,35,-0.2865,41,0.03496,19,-1.1302,29,-0.5727,55,0.50207,45,0.17259,84,1.22079
ENSG00000125967,NECAB3,55,0.72189,38,-0.1113,34,-0.2845,29,-0.5841,8,-2.4080,28,-0.5569,64,0.73825
ENSG00000101417,PXMP4,13,-0.5687,44,1.56948,9,-0.9449,9,-1.0249,20,0.26044,28,0.76867,17,0.02996
ENSG00000101421,CHMP4B,164,0.28767,134,-0.1208,213,0.62500,169,0.27397,80,-0.9230,49,-1.6344,124,-0.2379
ENSG00000125970,RALY,51,0.14603,54,0.20451,34,-0.5306,58,0.35642,45,-0.0819,37,-0.3983,34,-0.4954
ENSG00000125977,EIF2S2,510,1.01093,112,-1.7258,260,-0.4498,253,-0.5343,397,0.21708,213,-0.7589,283,-0.3179
ENSG00000101444,AHCY,44,0.33986,35,-0.1329,30,-0.3627,58,0.76285,34,-0.1745,13,-1.5917,15,-1.3699
ENSG00000078747,ITCH,57,0.59746,22,-1.0987,27,-0.7632,26,-0.9002,98,1.32155,30,-0.6080,33,-0.4517
ENSG00000125971,DYNLRB1,291,0.16780,206,-0.4237,341,0.37081,439,0.91015,134,-1.0871,105,-1.4491,150,-0.9170
ENSG00000101460,MAP1LC3A,203,0.60343,88,-0.9115,159,0.00328,172,0.14166,70,-1.2628,176,0.15969,98,-0.7442
ENSG00000101464,PIGU,21,0.03677,26,0.31743,20,-0.0842,15,-0.5658,29,0.53809,4,-2.5268,37,0.91953
ENSG00000198646,NCOA6,53,0.21002,38,-0.3676,38,-0.3793,21,-1.3644,72,0.62923,37,-0.4135,94,1.08984
ENSG00000078804,TP53INP2,47,-2.8265,370,0.77167,175,-0.4298,23,-3.5703,654,1.79420,1046,2.80817,57,-2.1034
ENSG00000131067,GGT7,55,1.01775,15,-1.3659,14,-1.4679,27,-0.5165,15,-1.4099,19,-1.0214,72,1.07180
ENSG00000131069,ACSS2,21,-0.1458,27,0.26747,13,-0.7985,19,-0.2876,58,1.58507,15,-0.6514,13,-0.8380
ENSG00000100983,GSS,35,0.72144,22,-0.2735,21,-0.3745,30,0.25728,13,-1.0219,17,-0.6594,14,-0.9101
ENSG00000100991,TRPC4AP,52,0.78048,20,-0.9861,43,0.20536,28,-0.5090,43,0.20364,9,-2.1705,39,0.03882
ENSG00000126005,MMP24OS,92,0.13311,72,-0.2899,121,0.53120,116,0.52045,50,-0.8476,58,-0.6252,55,-0.7091
ENSG00000242372,EIF6,62,0.74535,33,-0.5066,21,-1.1642,57,0.37601,31,-0.6325,42,-0.1329,17,-1.4948
ENSG00000101019,UQCC1,47,0.96343,9,-1.8972,30,-0.1040,27,-0.3195,12,-1.4612,19,-0.7914,43,0.45965
ENSG00000126001,CEP250,28,-0.3514,19,-0.8501,36,0.11602,10,-1.9194,17,-0.9743,71,1.24642,90,1.69558
ENSG00000125991,ERGIC3,87,0.33602,99,0.43216,71,-0.0936,83,0.17125,52,-0.5743,41,-0.9371,53,-0.5563
ENSG00000214078,CPNE1,42,0.53865,11,-1.6590,19,-0.8900,29,-0.2544,22,-0.6685,48,0.53971,45,0.46640
ENSG00000244462,RBM12,26,-0.1072,33,0.32497,39,0.58321,34,0.41252,24,-0.1626,18,-0.6179,12,-1.2511
ENSG00000244005,NFS1,36,0.73673,21,-0.3492,18,-0.6244,36,0.53952,14,-0.9980,3,-2.9384,22,-0.3270
ENSG00000125995,ROMO1,110,-0.6151,169,0.21895,163,0.16524,301,1.40679,132,-0.1753,47,-1.7386,68,-1.1892
ENSG00000131051,RBM39,193,-0.7946,216,-0.4266,131,-1.1899,138,-1.1923,475,0.84455,695,1.52007,553,1.10708
ENSG00000025293,PHF20,104,0.21345,103,0.12762,44,-1.1731,61,-0.7428,104,0.14221,114,0.29914,140,0.63428
ENSG00000171222,SCAND1,124,0.23000,83,-0.4598,89,-0.3655,185,0.94420,71,-0.7146,52,-1.1839,74,-0.6524
ENSG00000260032,NORAD,798,0.43361,614,-0.1283,812,0.31645,625,-0.1123,441,-0.6412,582,-0.2136,437,-0.6558
ENSG00000088367,EPB41L1,183,0.13714,175,0.02519,293,0.86663,156,-0.1773,98,-0.8698,168,-0.0372,118,-0.5827
ENSG00000080845,DLGAP4,93,0.28391,102,0.33468,143,0.90289,78,-0.0861,14,-2.6531,46,-0.9024,73,-0.1884
ENSG00000101084,RAB5IF,60,0.28905,47,-0.1648,28,-0.9799,91,1.04284,17,-1.7042,26,-1.0666,40,-0.4250
ENSG00000101079,NDRG3,250,1.34485,54,-1.5857,132,-0.2351,166,0.14650,50,-1.7085,43,-1.9217,75,-1.1005
ENSG00000149639,SOGA1,18,-0.6242,19,-0.3941,16,-0.5961,14,-0.8521,59,1.48792,33,0.51756,38,0.73743
ENSG00000101347,SAMHD1,51,-0.6316,50,-0.4989,36,-0.9912,46,-0.6748,162,1.42746,166,1.46607,50,-0.5019
ENSG00000118705,RPN2,65,-0.3721,99,0.40156,41,-0.9823,101,0.48245,95,0.32971,28,-1.5311,125,0.78358
ENSG00000101363,MANBAL,72,0.48316,48,-0.3036,50,-0.2510,72,0.34945,36,-0.7501,35,-0.8090,47,-0.3508
ENSG00000166619,BLCAP,219,1.13868,80,-0.8981,154,0.12046,119,-0.3116,32,-2.2476,95,-0.6313,95,-0.6289
ENSG00000053438,NNAT,108,0.53097,53,-0.7536,74,-0.2513,122,0.63241,8,-3.4915,86,-0.0134,56,-0.6711
ENSG00000132792,CTNNBL1,47,0.70817,15,-1.3053,20,-0.8811,32,-0.1832,34,-0.0361,51,0.60529,16,-1.1821
ENSG00000132821,VSTM2L,104,0.89926,41,-0.8964,91,0.34810,94,0.45447,6,-3.6915,12,-2.7022,51,-0.5498
ENSG00000101407,TTI1,15,0.11076,16,0.15214,20,0.50025,13,-0.1625,11,-0.4000,15,0.01794,11,-0.4905
ENSG00000101413,RPRD1B,24,0.10815,32,0.53071,14,-0.7492,16,-0.6497,20,-0.2531,26,0.19563,34,0.60763
ENSG00000198959,TGM2,20,-0.6920,51,1.00274,49,0.90430,40,0.64650,8,-1.8989,26,-0.1217,14,-1.0601
ENSG00000149633,KIAA1755,8,-1.4584,22,0.39689,2,-2.8358,10,-0.8834,56,2.04627,42,1.48999,15,-0.2293
ENSG00000196756,SNHG17,24,0.98369,4,-1.9479,13,-0.3228,15,-0.1280,15,-0.1252,6,-1.3889,14,-0.1930
ENSG00000170471,RALGAPB,59,0.92215,27,-0.6826,32,-0.4136,28,-0.6653,25,-0.7584,35,-0.2686,44,0.09132
ENSG00000101445,PPP1R16B,78,-0.4277,114,0.28314,138,0.60196,120,0.41850,98,0.05086,61,-0.6967,84,-0.1896
ENSG00000204103,MAFB,34,1.25137,3,-2.7354,18,-0.2296,29,0.57091,1,-4.3978,11,-1.0250,7,-1.6661
ENSG00000198900,TOP1,133,0.06032,101,-0.3898,73,-0.8918,94,-0.5445,212,0.80156,178,0.50842,142,0.14259
ENSG00000124181,PLCG1,26,-0.2380,43,0.61172,19,-0.6567,19,-0.6659,34,0.25645,26,-0.1679,55,1.03570
ENSG00000174306,ZHX3,65,-0.7846,176,0.99710,60,-0.7092,71,-0.4989,99,0.05981,161,0.84816,152,0.75103
ENSG00000124177,CHD6,129,-0.3825,156,0.01357,108,-0.5509,93,-0.8435,206,0.46536,357,1.40619,168,0.13014
ENSG00000196090,PTPRT,156,1.86717,14,-2.6605,86,0.03254,32,-1.5854,8,-3.5214,79,-0.0973,48,-0.8442
ENSG00000124193,SRSF6,63,0.08845,84,0.52483,31,-1.0314,58,-0.0707,71,0.25115,22,-1.5584,91,0.65219
ENSG00000185513,L3MBTL1,10,-1.1607,6,-1.5787,10,-0.7931,7,-1.4097,21,0.28730,35,1.15400,67,2.37474
ENSG00000101052,IFT52,20,0.51363,26,0.73632,10,-0.6768,20,0.37868,12,-0.3911,2,-2.8360,7,-1.2545
ENSG00000124191,TOX2,29,1.36231,4,-2.1992,19,0.08407,12,-0.6379,3,-2.5285,3,-2.3611,25,0.53766
ENSG00000132823,OSER1,20,0.03443,16,-0.3314,15,-0.4569,30,0.75040,16,-0.3510,0,-4.8012,31,0.71391
ENSG00000223891,OSER1-DT,25,-0.0446,27,0.09874,32,0.37315,26,0.07400,15,-0.7989,30,0.26192,22,-0.1800
ENSG00000124194,GDAP1L1,64,0.79469,48,0.04953,32,-0.5833,64,0.57747,2,-4.2085,18,-1.4535,28,-0.7476
ENSG00000197296,FITM2,27,1.27233,1,-3.9006,14,-0.2917,12,-0.5079,15,-0.2350,0,-7.2482,23,0.49898
ENSG00000124120,TTPAL,28,0.57321,16,-0.4785,29,0.40375,15,-0.6876,12,-0.8798,13,-0.8117,32,0.57944
ENSG00000132824,SERINC3,389,1.10640,155,-0.7836,187,-0.4958,176,-0.6389,208,-0.3316,161,-0.7203,202,-0.3764
ENSG00000168734,PKIG,79,-0.5421,93,-0.1428,114,0.18056,204,1.35424,22,-2.2807,51,-1.0795,119,0.24086
ENSG00000101098,RIMS4,21,-0.3181,54,1.29409,37,0.65881,27,0.17166,0,-5.9392,29,0.25605,12,-1.1221
ENSG00000166913,YWHAB,1791,1.10154,638,-0.9548,1016,-0.2393,971,-0.3410,545,-1.1915,741,-0.7266,961,-0.3265
ENSG00000025772,TOMM34,52,1.37569,17,-0.9649,38,0.28587,26,-0.3090,6,-2.4930,3,-3.3585,23,-0.4970
ENSG00000101109,STK4,44,0.18481,23,-0.8360,14,-1.5892,25,-0.8189,47,0.22549,50,0.33583,86,1.25240
ENSG00000124134,KCNS1,96,1.49115,15,-1.9973,65,0.23368,72,0.44823,0,-10.602,5,-3.5231,7,-2.9601
ENSG00000124145,SDC4,40,-1.7188,432,2.73437,40,-1.3535,78,-0.3928,86,-0.2036,36,-1.5294,169,0.89415
ENSG00000204070,SYS1,19,0.32883,25,0.65007,7,-1.1652,19,0.28523,20,0.28542,6,-1.5537,9,-0.9513
ENSG00000124251,TP53TG5,3,-1.9574,6,-0.6721,2,-2.0095,0,-4.9525,66,4.05350,12,0.44856,3,-1.3751
ENSG00000244274,DBNDD2,163,-1.0890,176,-0.7162,134,-1.1337,110,-1.5210,1608,3.44982,185,-0.6445,102,-1.5436
ENSG00000124155,PIGT,60,0.33258,39,-0.4758,31,-0.7841,40,-0.4723,99,1.04597,21,-1.4077,66,0.36438
ENSG00000101457,DNTTIP1,26,0.59653,21,0.05797,17,-0.2305,23,0.21710,10,-0.9896,7,-1.6122,17,-0.2264
ENSG00000124104,SNX21,32,0.78342,16,-0.5839,27,0.21247,22,-0.0686,14,-0.8003,3,-2.7925,24,0.05965
ENSG00000101473,ACOT8,58,0.59637,37,-0.2994,47,0.05234,62,0.59333,23,-1.0533,17,-1.5054,18,-1.4081
ENSG00000064601,CTSA,96,1.17831,58,-0.0836,34,-0.8862,57,-0.1280,32,-0.9796,16,-2.0126,38,-0.7239
ENSG00000100979,PLTP,17,-1.6347,153,2.43431,9,-2.1814,80,1.38098,16,-1.3349,1,-4.8553,28,-0.5488
ENSG00000100982,PCIF1,22,0.18881,9,-1.1292,11,-0.9137,26,0.49726,21,0.04658,17,-0.2186,22,0.15079
ENSG00000198026,ZNF335,26,1.14383,5,-1.8184,15,-0.1693,14,-0.3062,7,-1.1918,5,-1.6328,20,0.26395
ENSG00000124140,SLC12A5,320,1.37920,64,-1.6974,151,-0.3977,228,0.28675,4,-5.4512,68,-1.5947,116,-0.8054
ENSG00000124160,NCOA5,29,1.07054,12,-0.6410,12,-0.6636,16,-0.2711,17,-0.1721,7,-1.5207,13,-0.5441
ENSG00000149654,CDH22,32,0.35556,5,-2.4866,56,1.17388,45,0.91377,0,-7.7087,15,-0.9351,9,-1.6561
ENSG00000080189,SLC35C2,36,0.36344,32,0.09834,22,-0.5170,30,-0.0124,24,-0.3898,5,-2.6756,50,0.79029
ENSG00000062598,ELMO2,40,0.37336,48,0.53628,24,-0.5458,40,0.28945,38,0.15073,3,-3.3376,23,-0.6329
ENSG00000198185,ZNF334,14,-0.6284,10,-1.0213,7,-1.4201,14,-0.5206,21,0.12920,16,-0.3577,75,2.37814
ENSG00000101040,ZMYND8,146,0.07895,118,-0.2737,86,-0.7598,78,-0.9885,161,0.20893,180,0.38961,266,1.04752
ENSG00000124151,NCOA3,26,1.49866,7,-1.1390,8,-0.9985,8,-1.1251,23,0.64647,4,-2.0087,6,-1.2898
ENSG00000196562,SULF2,48,0.29798,59,0.53447,49,0.24980,24,-0.9265,37,-0.1845,47,0.18157,31,-0.4739
ENSG00000124126,PREX1,26,-1.6490,93,0.64519,38,-0.7446,31,-1.1265,264,2.63315,75,0.30606,47,-0.4310
ENSG00000124198,ARFGEF2,83,0.92148,16,-1.8887,67,0.22419,49,-0.2977,24,-1.3374,28,-1.1190,73,0.36594
ENSG00000124207,CSE1L,79,0.95235,15,-1.9577,44,-0.3203,56,0.04742,55,0.01745,23,-1.3092,35,-0.6947
ENSG00000124214,STAU1,120,0.41684,148,0.62077,75,-0.4673,93,-0.1387,114,0.19353,75,-0.4637,31,-1.7765
ENSG00000124228,DDX27,57,-0.1229,46,-0.4230,16,-2.0005,33,-1.0301,82,0.47727,137,1.35381,93,0.68083
ENSG00000124201,ZNFX1,31,-0.1442,38,0.21336,23,-0.5946,13,-1.5300,45,0.48551,32,-0.0653,79,1.42494
ENSG00000177410,ZFAS1,79,-0.7923,128,0.15799,147,0.37968,208,1.11448,136,0.25884,73,-0.7063,60,-1.0215
ENSG00000158445,KCNB1,220,1.24132,54,-1.4517,153,0.14785,66,-1.2309,20,-2.9051,97,-0.5616,195,0.54384
ENSG00000158470,B4GALT5,76,1.24901,27,-0.8946,48,0.00425,32,-0.6817,17,-1.5494,21,-1.2192,45,-0.0884
ENSG00000158480,SPATA2,58,0.71114,45,0.05127,47,0.11906,34,-0.4138,28,-0.7020,33,-0.4359,26,-0.7778
ENSG00000124226,RNF114,40,0.19959,28,-0.4033,42,0.23774,40,0.16218,53,0.59844,9,-2.0150,29,-0.3397
ENSG00000244687,UBE2V1,125,0.55332,98,-0.0194,86,-0.2220,120,0.33675,41,-1.3529,21,-2.3493,108,0.13713
ENSG00000240849,TMEM189,28,-0.2062,26,-0.2623,23,-0.4883,14,-1.2990,78,1.53144,37,0.27643,38,0.30768
ENSG00000172216,CEBPB,82,0.72287,28,-1.1734,63,0.05103,68,0.18312,6,-3.3937,30,-1.0634,82,0.47120
ENSG00000196396,PTPN1,25,0.08825,22,-0.1009,26,0.13177,10,-1.3121,32,0.49776,16,-0.5823,45,1.03000
ENSG00000124243,BCAS4,48,0.97590,36,0.12383,31,-0.1012,31,-0.0841,5,-2.6268,14,-1.3130,21,-0.6636
