Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000244879,GABPB1-AS1,41,1.17712,10,-1.1312,6,-1.8028,18,-0.2013,16,-0.3445,25,0.36729,28,0.60639
ENSG00000138592,USP8,115,0.53631,52,-0.8031,92,0.16386,87,0.07514,100,0.29832,43,-1.0370,103,0.41591
ENSG00000092439,TRPM7,40,1.11243,12,-0.8778,20,-0.0341,25,0.27563,14,-0.6470,12,-0.7845,25,0.37882
ENSG00000138600,SPPL2A,38,0.64523,15,-0.8910,18,-0.6037,21,-0.2977,39,0.67721,11,-1.3031,37,0.71903
ENSG00000081014,AP4E1,12,0.40288,4,-1.2843,6,-0.7560,7,-0.4489,5,-1.0436,21,1.35783,13,0.58884
ENSG00000183578,TNFAIP8L3,7,-0.9983,19,0.57406,26,0.99198,16,0.20510,20,0.54634,11,-0.4195,5,-1.7598
ENSG00000186417,GLDN,111,-0.5969,19,-3.3526,24,-2.8509,46,-1.9130,161,-0.0083,316,1.14309,380,1.92522
ENSG00000104093,DMXL2,91,0.36938,87,0.34734,164,1.41273,144,1.17933,23,-1.7308,22,-1.7845,17,-2.3592
ENSG00000104112,SCG3,348,-0.3353,514,0.34830,542,0.38598,783,1.02496,636,0.65960,185,-1.3087,168,-1.5839
ENSG00000140280,LYSMD2,17,-1.6096,84,1.08538,104,1.30177,83,0.88626,21,-1.3297,18,-1.5037,15,-1.9163
ENSG00000128872,TMOD2,240,-0.3619,423,0.66713,473,0.75807,610,1.21328,173,-0.8740,130,-1.3104,119,-1.5621
ENSG00000138594,TMOD3,30,0.98950,17,0.07754,16,-0.0017,11,-0.5699,24,0.63753,6,-1.5255,13,-0.4152
ENSG00000166477,LEO1,18,-0.2598,19,-0.2081,23,0.14919,20,-0.0676,13,-0.7804,12,-0.9185,33,0.90797
ENSG00000069956,MAPK6,135,0.26960,135,0.31377,167,0.62960,78,-0.5949,64,-0.9031,133,0.24639,91,-0.4126
ENSG00000069966,GNB5,61,-0.4747,135,1.00025,159,1.11606,108,0.44773,44,-0.9775,53,-0.6829,23,-2.0865
ENSG00000197535,MYO5A,351,0.25984,348,0.28758,437,0.63111,646,1.33222,121,-1.4060,221,-0.4845,111,-1.6658
ENSG00000128989,ARPP19,1114,0.45998,1045,0.41080,1115,0.46212,985,0.25518,410,-1.1285,962,0.21608,457,-1.0613
ENSG00000047346,FAM214A,49,0.02459,30,-0.8249,30,-0.7398,56,0.23322,41,-0.2719,35,-0.5319,83,1.08374
ENSG00000137766,UNC13C,39,-1.1264,101,0.44296,53,-0.6384,181,1.42759,114,0.59527,34,-1.2990,48,-0.8980
ENSG00000137876,RSL24D1,101,-0.3104,145,0.32723,173,0.57651,140,0.21668,110,-0.1749,81,-0.6504,103,-0.3113
ENSG00000225973,PIGBOS1,19,0.12721,19,0.15803,16,-0.2163,10,-0.8751,8,-1.2270,24,0.47327,23,0.43504
ENSG00000260916,CCPG1,190,1.21844,73,-0.4494,93,-0.0118,98,0.06699,82,-0.2144,55,-0.8322,90,-0.0807
ENSG00000256061,DNAAF4,10,-0.2103,7,-0.7086,12,0.14394,20,0.96676,6,-0.8753,23,1.27001,7,-0.8047
ENSG00000181827,RFX7,21,1.04056,8,-0.5184,14,0.40654,21,1.02400,4,-1.3356,5,-1.0698,9,-0.3708
ENSG00000138587,MNS1,14,-0.1113,5,-1.9136,9,-0.8916,33,1.28811,24,0.70982,4,-2.0202,23,0.78020
ENSG00000137871,ZNF280D,47,0.16073,36,-0.3279,32,-0.4349,63,0.64165,35,-0.3051,29,-0.6329,54,0.42817
ENSG00000140262,TCF12,35,-0.3905,12,-2.0918,7,-2.7394,27,-0.7937,58,0.40639,76,0.87635,89,1.43448
ENSG00000128849,CGNL1,13,-0.6894,19,-0.0435,7,-1.6029,11,-0.8564,49,1.57489,17,-0.2693,22,0.15704
ENSG00000255529,POLR2M,49,-0.1528,39,-0.5455,39,-0.5235,42,-0.3855,86,0.78983,65,0.30207,62,0.27312
ENSG00000137845,ADAM10,99,0.88139,35,-0.8684,33,-0.8988,54,-0.1089,36,-0.7611,82,0.56751,75,0.48628
ENSG00000128923,MINDY2,81,0.54882,31,-1.0646,43,-0.4739,79,0.52515,52,-0.1749,65,0.18659,69,0.34274
ENSG00000157450,RNF111,42,0.85707,25,0.02067,30,0.31248,40,0.76684,11,-1.2983,10,-1.4036,21,-0.3087
ENSG00000137776,SLTM,123,0.39493,57,-0.9324,69,-0.5465,103,0.09869,95,-0.0274,98,0.01392,136,0.65591
ENSG00000157483,MYO1E,16,0.41642,6,-1.2239,6,-1.1616,1,-2.9632,7,-0.8825,29,1.45949,20,0.97745
ENSG00000157470,FAM81A,40,-0.6034,105,1.19452,140,1.52014,93,0.76894,13,-2.2821,12,-2.4118,10,-2.7369
ENSG00000140307,GTF2A2,23,-1.6010,74,0.19494,79,0.28308,57,-0.2529,69,0.05539,52,-0.3780,85,0.47553
ENSG00000140299,BNIP2,51,0.32477,29,-0.6650,16,-1.4890,31,-0.4770,64,0.70101,45,0.10191,57,0.58325
ENSG00000182718,ANXA2,18,0.39881,5,-1.5344,3,-2.0945,5,-1.4493,59,2.75711,5,-1.4251,12,-0.2469
ENSG00000128915,ICE2,11,-0.6892,9,-0.9561,9,-0.9105,16,-0.0289,23,0.52332,18,0.09340,27,0.96615
ENSG00000069667,RORA,7,-2.0799,44,0.86042,47,0.83405,26,-0.1345,16,-0.8496,12,-1.3555,30,0.09514
ENSG00000129003,VPS13C,124,0.43737,65,-0.6661,85,-0.1732,137,0.61561,49,-1.0220,82,-0.2238,123,0.49763
ENSG00000171914,TLN2,103,0.08296,97,-0.0302,183,1.05492,152,0.72881,67,-0.6005,87,-0.2015,49,-1.1726
ENSG00000140416,TPM1,253,1.58637,121,0.31012,129,0.37621,95,-0.1345,77,-0.4553,46,-1.2497,41,-1.5271
ENSG00000103642,LACTB,15,0.21996,11,-0.2398,15,0.26255,18,0.55157,9,-0.4939,18,0.55790,9,-0.6292
ENSG00000185088,RPS27L,50,-0.8404,69,-0.3944,73,-0.2557,66,-0.4305,89,0.06212,118,0.52750,120,0.64247
ENSG00000166128,RAB8B,42,0.55882,20,-0.7118,27,-0.1921,51,0.87162,10,-1.6428,40,0.45769,31,0.03297
ENSG00000138613,APH1B,19,-0.2657,11,-1.1536,14,-0.7272,16,-0.5225,35,0.71756,21,-0.1478,38,1.03873
ENSG00000140455,USP3,8,-0.7459,9,-0.6508,9,-0.5887,12,-0.1130,21,0.72788,12,-0.1673,20,0.75066
ENSG00000103657,HERC1,189,0.82263,94,-0.3751,191,0.83896,222,1.10921,42,-1.5598,69,-0.8057,71,-0.8614
ENSG00000035664,DAPK2,7,-0.8091,4,-1.8109,4,-1.4092,9,-0.3934,6,-0.9941,19,0.73435,27,1.77889
ENSG00000166797,CIAO2A,12,-0.3592,18,0.26451,19,0.33532,11,-0.5059,14,-0.1177,4,-1.9151,21,0.60678
ENSG00000028528,SNX1,60,-0.0188,44,-0.5452,44,-0.5060,30,-1.0643,42,-0.5877,79,0.43530,100,1.02567
ENSG00000157734,SNX22,35,-0.2718,6,-2.9734,8,-2.4600,17,-1.3213,35,-0.2574,78,1.07043,94,1.79946
ENSG00000166794,PPIB,110,-0.1309,93,-0.4573,82,-0.6055,60,-1.0803,153,0.40195,129,0.12162,179,0.79932
ENSG00000169118,CSNK1G1,15,0.67673,8,-0.3513,12,0.34785,18,1.06550,10,0.07448,3,-1.6313,6,-0.6863
ENSG00000103671,TRIP4,5,-1.0020,9,-0.0862,13,0.46420,5,-0.8560,4,-1.1676,11,0.23442,15,0.82855
ENSG00000180357,ZNF609,30,0.16195,21,-0.4583,10,-1.5134,31,0.18873,42,0.69539,30,0.15692,30,0.20578
ENSG00000180304,OAZ2,115,0.26761,107,0.16473,106,0.12825,77,-0.3796,85,-0.2313,85,-0.2156,99,0.02596
ENSG00000241839,PLEKHO2,8,-0.7055,15,0.34230,3,-1.8309,8,-0.6768,25,1.16983,11,-0.1364,13,0.10317
ENSG00000166839,ANKDD1A,14,-0.4164,22,0.39486,18,0.01743,20,0.14219,26,0.58165,14,-0.4463,13,-0.5201
ENSG00000090487,SPG21,49,0.22798,33,-0.4491,32,-0.4859,25,-0.8302,56,0.44771,58,0.48609,50,0.27543
ENSG00000103707,MTFMT,3,-1.7342,12,0.43530,14,0.68661,7,-0.4182,9,0.05264,7,-0.4796,10,0.10488
ENSG00000103710,RASL12,18,0.18928,0,-5.9568,0,-7.8789,0,-6.3980,40,1.61253,16,0.03102,34,1.68539
ENSG00000246922,UBAP1L,27,1.36918,10,-0.2883,9,-0.4562,9,-0.4849,11,-0.1855,11,-0.1039,11,-0.2143
ENSG00000090470,PDCD7,18,0.32474,13,-0.1988,18,0.30538,17,0.20842,14,-0.0697,12,-0.4162,14,-0.0760
ENSG00000166855,CLPX,63,0.18634,57,0.03672,72,0.42175,66,0.25972,49,-0.2121,40,-0.5387,50,-0.2053
ENSG00000074603,DPP8,102,0.38841,91,0.22750,100,0.35036,132,0.81783,55,-0.5968,32,-1.4219,62,-0.4823
ENSG00000074696,HACD3,176,0.08212,163,-0.0385,192,0.23090,189,0.20059,135,-0.3411,142,-0.2579,171,0.04378
ENSG00000138614,INTS14,15,-0.1999,18,0.04404,20,0.23470,12,-0.5377,13,-0.3769,14,-0.3406,22,0.50970
ENSG00000174485,DENND4A,40,0.33958,31,-0.0908,26,-0.3533,43,0.44461,29,-0.1820,28,-0.2683,33,0.01581
ENSG00000103769,RAB11A,151,0.07910,168,0.29801,224,0.74611,174,0.32122,93,-0.6755,114,-0.3669,99,-0.6497
ENSG00000157890,MEGF11,22,0.67377,8,-0.9419,4,-1.9253,10,-0.5299,14,-0.1047,30,1.19313,18,0.34542
ENSG00000166938,DIS3L,47,0.36042,29,-0.4587,25,-0.6718,28,-0.4758,27,-0.5321,50,0.44745,53,0.64755
ENSG00000075131,TIPIN,8,0.28596,8,0.20361,7,-0.0192,9,0.34835,4,-0.8795,7,0.10555,6,-0.2759
ENSG00000169032,MAP2K1,251,0.48315,168,-0.1989,275,0.64060,356,1.09745,81,-1.2958,286,0.70906,50,-2.1693
ENSG00000174446,SNAPC5,43,0.17098,60,0.90012,64,0.86031,46,0.29283,19,-1.0504,15,-1.4143,19,-1.2179
ENSG00000174444,RPL4,805,-0.3659,867,-0.2793,708,-0.5674,1352,0.48076,1269,0.37353,1188,0.26424,1023,0.02144
ENSG00000174442,ZWILCH,9,-0.0413,11,0.23724,18,1.02002,16,0.79095,7,-0.5069,2,-2.2539,7,-0.6579
ENSG00000166949,SMAD3,79,1.33141,47,0.48391,24,-0.6750,11,-1.7551,41,0.20873,47,0.42332,16,-1.4095
ENSG00000103591,AAGAB,39,0.26966,34,0.04510,62,1.05807,50,0.67340,12,-1.5815,36,0.13483,16,-1.2407
ENSG00000189227,C15orf61,17,-1.1283,63,1.18535,50,0.56900,44,0.33001,33,-0.1025,20,-0.8821,14,-1.4949
ENSG00000137764,MAP2K5,2,-2.5119,26,1.25090,19,0.52382,13,-0.0844,7,-1.0373,15,0.10365,9,-0.8092
ENSG00000033800,PIAS1,39,-0.7845,80,0.42894,99,0.74242,102,0.79052,63,-0.0130,38,-0.8242,36,-0.9652
ENSG00000128973,CLN6,22,1.05646,9,-0.4094,12,0.01695,11,-0.1458,9,-0.4087,7,-0.8569,13,0.23949
ENSG00000169018,FEM1B,153,0.22089,145,0.14957,144,0.12577,181,0.50743,95,-0.5421,140,0.07732,99,-0.5244
ENSG00000103647,CORO2B,85,0.44020,53,-0.3670,61,-0.0981,84,0.42140,57,-0.2173,59,-0.1558,67,0.04538
ENSG00000140350,ANP32A,217,0.60439,94,-0.8324,77,-1.0527,147,-0.0443,208,0.53172,160,0.09215,181,0.34643
ENSG00000138604,GLCE,40,0.46471,27,-0.2026,32,0.11728,34,0.19822,7,-2.1286,53,0.95421,25,-0.3185
ENSG00000137818,RPLP1,1115,-0.5850,1619,0.00956,853,-0.9990,1413,-0.2102,2568,0.78445,1483,-0.1328,1912,0.32696
ENSG00000140332,TLE3,91,1.43106,59,0.74870,29,-0.4900,12,-1.8585,35,-0.2187,37,-0.1234,19,-1.2301
ENSG00000137831,UACA,77,1.39113,12,-1.6952,3,-3.3409,23,-0.6307,39,0.20463,18,-1.0135,62,1.22786
ENSG00000166173,LARP6,190,-0.5864,108,-1.5761,113,-1.3815,169,-0.7659,179,-0.6754,565,1.24468,519,1.34374
ENSG00000137821,LRRC49,29,-0.3565,49,0.60498,70,1.11894,52,0.59191,6,-2.6954,30,-0.2797,20,-1.0159
ENSG00000129028,THAP10,3,-2.2585,17,0.40958,18,0.45886,16,0.28992,13,-0.0278,12,-0.2063,13,-0.0757
ENSG00000066933,MYO9A,96,0.70887,46,-0.5355,83,0.46713,95,0.69162,47,-0.4639,58,-0.1215,46,-0.5400
ENSG00000067225,PKM,513,-0.1093,678,0.40647,939,0.90843,492,-0.1761,503,-0.1400,480,-0.2169,328,-0.8991
ENSG00000137817,PARP6,54,0.22965,54,0.23753,52,0.16425,69,0.61413,38,-0.3348,54,0.21657,25,-1.0708
ENSG00000140488,CELF6,22,0.77076,19,0.54594,15,0.11383,12,-0.2649,12,-0.2404,10,-0.4803,9,-0.8286
ENSG00000213614,HEXA,37,-0.1728,36,-0.2409,35,-0.2846,36,-0.2172,34,-0.3220,50,0.31248,54,0.51595
ENSG00000166233,ARIH1,51,-0.2737,60,-0.0186,61,0.02119,79,0.43897,44,-0.5148,59,-0.0515,66,0.15027
ENSG00000140463,BBS4,21,0.02672,17,-0.3987,16,-0.3881,35,0.81766,30,0.54764,14,-0.6458,20,-0.0803
ENSG00000159322,ADPGK,7,-1.0383,13,-0.0328,18,0.45747,7,-1.0639,14,0.07161,12,-0.2361,19,0.64865
ENSG00000067141,NEO1,51,0.07656,30,-0.8328,19,-1.4534,20,-1.3946,62,0.39804,54,0.17036,87,1.17131
ENSG00000156642,NPTN,421,0.55013,397,0.52491,551,1.02173,491,0.81427,106,-1.6142,244,-0.3452,57,-2.6852
ENSG00000103855,CD276,9,0.30115,8,-0.0359,10,0.31378,2,-1.9639,11,0.51433,5,-0.6222,9,0.27178
ENSG00000205363,INSYN1,1,-2.4021,8,0.14447,10,0.36691,16,1.26861,7,-0.0367,6,-0.2359,5,-0.5632
ENSG00000067221,STOML1,51,0.01646,56,0.20947,54,0.13234,74,0.64990,28,-0.9203,69,0.52112,32,-0.8007
ENSG00000140464,PML,20,0.49458,13,-0.1236,7,-1.1680,6,-1.2091,30,1.25360,18,0.35659,11,-0.4707
ENSG00000129009,ISLR,93,2.41549,10,-1.5862,13,-0.9838,62,1.54589,15,-0.8081,18,-0.5750,4,-2.6987
ENSG00000138623,SEMA7A,20,-0.6768,31,-0.0176,37,0.30099,30,-0.0497,12,-1.4595,47,0.69013,36,0.25952
ENSG00000138629,UBL7,52,-0.0035,47,-0.1726,61,0.25536,60,0.25300,38,-0.4698,62,0.29718,49,-0.0911
ENSG00000179335,CLK3,7,-1.2877,14,-0.1984,7,-1.1359,7,-1.1251,14,-0.1466,30,1.07231,24,0.81371
ENSG00000179151,EDC3,22,0.62623,13,-0.2226,22,0.66140,16,0.11915,15,0.02029,10,-0.5475,11,-0.5249
ENSG00000103653,CSK,30,0.62540,16,-0.4031,15,-0.4295,15,-0.4947,30,0.64651,29,0.60752,15,-0.4738
ENSG00000213578,CPLX3,37,0.85190,9,-1.4331,3,-2.7527,4,-2.4202,46,1.24816,67,2.00275,11,-1.1154
ENSG00000140474,ULK3,54,1.21668,29,0.17966,34,0.40336,34,0.38130,9,-1.6445,16,-0.8028,17,-0.7735
ENSG00000140497,SCAMP2,24,-0.3184,12,-1.5161,11,-1.4977,18,-0.7451,50,0.88175,42,0.56889,48,0.99389
ENSG00000178802,MPI,21,-0.7116,35,0.07420,40,0.26851,41,0.30204,42,0.34643,33,-0.0497,29,-0.2980
ENSG00000178761,FAM219B,26,-0.4823,46,0.49688,44,0.34482,42,0.28289,32,-0.1497,31,-0.2280,26,-0.5442
ENSG00000178741,COX5A,187,-0.5986,388,0.69623,449,0.84396,347,0.40011,171,-0.7337,195,-0.5322,163,-0.8973
ENSG00000178718,RPP25,20,-0.0640,29,0.60596,18,-0.2388,14,-0.6675,14,-0.6201,23,0.11097,22,0.04159
ENSG00000198794,SCAMP5,181,-0.4065,334,0.70399,347,0.65992,310,0.46557,147,-0.7307,250,0.11173,100,-1.4437
ENSG00000140365,COMMD4,36,-0.4664,43,-0.2177,48,-0.0321,29,-0.8216,68,0.53654,53,0.12795,60,0.38090
ENSG00000140398,NEIL1,16,0.39389,12,-0.0998,16,0.39051,17,0.49628,10,-0.3657,12,-0.1351,9,-0.5097
ENSG00000140400,MAN2C1,72,0.96907,35,-0.2477,39,-0.0521,18,-1.2293,42,0.06813,36,-0.2053,43,0.12509
ENSG00000169375,SIN3A,22,-0.2459,24,-0.1173,22,-0.1826,17,-0.6390,31,0.31782,42,0.85335,23,-0.1601
ENSG00000169410,PTPN9,23,-0.1081,23,-0.1003,15,-0.7701,23,-0.1233,28,0.19526,43,0.93242,22,-0.2234
ENSG00000169371,SNUPN,12,-0.5211,22,0.52427,24,0.56596,16,-0.1262,20,0.25613,7,-1.4069,15,-0.2398
ENSG00000177971,IMP3,62,0.09557,68,0.29890,77,0.46673,49,-0.2783,54,-0.1264,40,-0.5870,53,-0.1765
ENSG00000173546,CSPG4,16,0.81902,8,-0.4023,2,-2.2171,6,-0.7388,19,1.03536,8,-0.4109,12,0.26680
ENSG00000140367,UBE2Q2,44,-0.4278,56,-0.0548,52,-0.1718,46,-0.3690,49,-0.2521,60,0.05745,78,0.59209
ENSG00000167196,FBXO22,77,2.38547,11,-1.1444,21,0.00448,24,0.19824,9,-1.2607,13,-0.7485,13,-0.8751
ENSG00000140374,ETFA,33,-0.5369,61,0.48259,55,0.24970,39,-0.3020,62,0.45214,49,0.07681,32,-0.6792
ENSG00000140386,SCAPER,73,-0.2399,59,-0.6202,60,-0.5306,114,0.49108,99,0.26157,55,-0.6794,120,0.69162
ENSG00000117906,RCN2,143,0.00886,165,0.28762,198,0.54842,238,0.87362,77,-0.9551,114,-0.3532,89,-0.8223
ENSG00000140391,TSPAN3,375,0.03747,297,-0.3785,393,0.11478,219,-0.8151,504,0.52810,398,0.13489,408,0.20049
ENSG00000173517,PEAK1,26,-0.2637,28,-0.1303,29,-0.1057,27,-0.1754,38,0.36633,42,0.53939,28,-0.1705
ENSG00000140382,HMG20A,18,-1.0322,43,0.44421,51,0.64936,38,0.15218,20,-0.8559,31,-0.1791,33,-0.0819
ENSG00000169783,LINGO1,395,1.09305,208,-0.0028,261,0.37105,114,-0.9447,98,-1.1678,492,1.50673,49,-2.3622
ENSG00000136425,CIB2,3,-1.7737,15,0.92955,7,-0.5043,10,0.08429,21,1.37560,2,-1.8864,5,-0.8514
ENSG00000166411,IDH3A,76,0.00908,82,0.15368,142,1.07248,94,0.36190,40,-1.0011,63,-0.2861,51,-0.7091
ENSG00000103740,ACSBG1,39,-0.4465,61,0.28489,20,-1.4566,47,-0.1543,73,0.56938,23,-1.2894,72,0.64032
ENSG00000140403,DNAJA4,102,0.18814,123,0.58968,127,0.55831,84,-0.1259,49,-0.9575,119,0.44150,45,-1.1967
ENSG00000140395,WDR61,47,-0.4400,65,0.11117,60,-0.0382,52,-0.2566,69,0.19186,65,0.07985,65,0.10397
ENSG00000166426,CRABP1,3,-1.4338,15,1.11460,10,0.29315,26,1.90334,3,-1.5389,0,-4.7029,3,-1.7942
ENSG00000136381,IREB2,81,1.02231,42,-0.0854,53,0.29307,44,-0.0308,26,-0.8077,37,-0.2921,37,-0.3390
ENSG00000041357,PSMA4,139,0.12993,109,-0.2976,209,0.81421,191,0.66091,76,-0.8228,145,0.20103,89,-0.6479
ENSG00000185787,MORF4L1,517,-0.3110,714,0.24333,661,0.08404,1019,0.81522,484,-0.4158,486,-0.4104,528,-0.3146
ENSG00000103811,CTSH,56,-0.3031,38,-0.9795,16,-2.2162,31,-1.2284,209,2.05141,70,0.05881,76,0.20780
ENSG00000058335,RASGRF1,47,-0.5850,114,1.05040,163,1.52998,77,0.20228,36,-0.9764,18,-1.9869,21,-1.9232
ENSG00000166557,TMED3,13,-1.3175,28,-0.1508,42,0.50456,29,-0.1290,27,-0.2303,27,-0.2301,42,0.59708
ENSG00000136371,MTHFS,4,-1.2481,14,0.71256,8,-0.3143,7,-0.4947,8,-0.3384,2,-2.2115,16,0.86353
ENSG00000086666,ZFAND6,44,-0.1253,37,-0.4568,39,-0.3298,66,0.53223,63,0.45738,21,-1.2331,61,0.47579
ENSG00000103876,FAH,9,-0.0739,12,0.41155,5,-1.1452,4,-1.2251,21,1.20430,6,-0.8210,10,0.01913
ENSG00000259417,CTXND1,2,-2.3046,11,0.34744,5,-0.8019,3,-1.4064,28,2.08564,10,0.17680,5,-0.9824
ENSG00000172379,ARNT2,129,-0.4577,273,0.93065,253,0.64193,149,-0.2308,161,-0.1077,114,-0.6487,98,-0.9773
ENSG00000136379,ABHD17C,21,-0.0211,30,0.70187,19,-0.1502,22,0.03860,23,0.11443,12,-0.8957,17,-0.4208
ENSG00000103888,CEMIP,2,-1.7565,15,1.77594,13,1.17012,3,-0.9498,5,-0.4687,5,-0.5366,0,-3.3488
ENSG00000117899,MESD,41,-0.2943,32,-0.7818,31,-0.7174,40,-0.3206,65,0.44538,41,-0.2806,81,1.00612
ENSG00000140406,TLNRD1,60,1.43143,20,-0.4621,26,-0.0245,27,0.04358,19,-0.5058,10,-1.4824,27,0.05422
ENSG00000182774,RPS17,504,-0.2067,595,0.07153,465,-0.3340,602,0.08062,796,0.54644,549,-0.0699,525,-0.1603
ENSG00000214575,CPEB1,25,0.34387,21,0.04542,17,-0.2944,16,-0.4046,8,-1.4293,26,0.37650,25,0.39150
ENSG00000103723,AP3B2,54,0.30185,60,0.57116,82,1.01062,65,0.60743,22,-1.0799,34,-0.4244,13,-2.0086
ENSG00000250988,SNHG21,11,-0.1542,16,0.47760,14,0.23800,9,-0.4310,8,-0.6180,8,-0.6074,14,0.22196
ENSG00000156232,WHAMM,38,0.47848,29,0.08395,21,-0.4354,32,0.20223,32,0.20424,22,-0.3699,24,-0.2398
ENSG00000103942,HOMER2,49,0.69296,27,-0.3234,22,-0.6057,22,-0.5770,32,-0.0340,93,1.88753,10,-1.9753
ENSG00000169612,RAMAC,12,-0.4497,17,0.05992,29,0.94805,18,0.16919,13,-0.3986,20,0.33720,11,-0.7392
ENSG00000169609,C15orf40,37,0.81073,17,-0.4757,13,-0.8122,30,0.46478,16,-0.5141,14,-0.7380,30,0.48701
ENSG00000064726,BTBD1,59,0.26949,63,0.45134,61,0.33551,58,0.23947,26,-0.9819,51,0.03793,33,-0.6945
ENSG00000136404,TM6SF1,11,-1.0553,38,1.15972,46,1.28756,23,0.09272,10,-1.1548,10,-1.1263,9,-1.4460
ENSG00000166503,HDGFL3,284,0.19014,244,-0.0695,257,0.02330,405,0.79129,173,-0.6017,227,-0.1709,221,-0.2419
ENSG00000140600,SH3GL3,159,0.03954,74,-1.2611,93,-0.8027,146,-0.0944,117,-0.4438,257,0.85251,237,0.84826
ENSG00000177082,WDR73,14,0.40142,12,0.11385,9,-0.3764,7,-0.6888,14,0.32812,15,0.48952,9,-0.4057
ENSG00000197696,NMB,7,-1.9740,8,-1.7466,8,-1.6848,8,-1.6384,65,1.67674,26,0.06298,47,1.30405
ENSG00000140612,SEC11A,52,0.08085,22,-1.3773,25,-1.0418,34,-0.5932,83,0.85528,62,0.36331,73,0.76891
ENSG00000166716,ZNF592,9,-0.7310,13,-0.3312,12,-0.3588,7,-1.1626,9,-0.7201,12,-0.3767,31,1.48777
ENSG00000073417,PDE8A,54,-0.8297,15,-2.9393,18,-2.4786,26,-1.9168,43,-1.1848,147,0.77116,257,2.49201
ENSG00000170776,AKAP13,73,1.43880,28,-0.2177,26,-0.3051,40,0.38543,37,0.25361,13,-1.3285,20,-0.8077
ENSG00000140538,NTRK3,124,0.71120,108,0.56455,111,0.52465,43,-0.9967,75,-0.1142,74,-0.1517,42,-1.1078
ENSG00000259494,MRPL46,15,-0.9609,44,0.81534,39,0.48629,27,-0.1097,25,-0.2333,10,-1.5833,28,-0.0515
ENSG00000181991,MRPS11,21,-0.9174,56,0.72541,60,0.73347,41,0.10814,23,-0.8218,11,-1.8673,39,0.04059
ENSG00000140545,MFGE8,2,-3.3256,56,1.61559,40,0.69696,3,-3.1584,37,0.56773,2,-3.4767,20,-0.4685
ENSG00000140526,ABHD2,128,0.31014,121,0.24181,100,-0.0876,128,0.30530,130,0.32750,101,-0.0818,63,-0.8969
ENSG00000140521,POLG,21,0.07340,21,0.02463,28,0.53253,18,-0.1652,17,-0.2444,24,0.28686,16,-0.4058
ENSG00000255571,MIR9-3HG,27,0.12204,24,-0.1028,25,-0.0156,20,-0.3695,15,-0.7758,66,1.65857,14,-1.0555
ENSG00000166819,PLIN1,2,-2.4006,2,-3.0863,0,-4.0766,0,-5.0235,35,1.63474,24,0.94517,28,1.57333
ENSG00000166823,MESP1,9,-1.4164,36,0.78566,41,0.91287,23,-0.0545,19,-0.3645,26,0.14018,12,-1.0981
ENSG00000157823,AP3S2,50,0.05312,55,0.25822,46,-0.0849,47,-0.0545,32,-0.6439,46,-0.0829,52,0.12875
ENSG00000242498,ARPIN,13,-0.5133,13,-0.6315,9,-1.0508,16,-0.2407,27,0.60923,13,-0.5936,32,1.06768
ENSG00000259291,ZNF710-AS1,34,-0.0815,37,0.01485,21,-0.8545,19,-1.0163,66,0.99561,33,-0.1744,41,0.20892
ENSG00000182054,IDH2,54,-0.3857,76,0.17923,47,-0.6119,43,-0.7322,131,1.08379,56,-0.3527,70,0.01519
ENSG00000185033,SEMA4B,23,0.18581,16,-0.3694,9,-1.2376,6,-1.7952,59,1.90510,22,0.14264,15,-0.4887
ENSG00000185043,CIB1,62,-0.0178,56,-0.2117,46,-0.5076,32,-1.0525,123,1.14785,55,-0.2173,68,0.14892
ENSG00000182768,NGRN,422,-0.0450,554,0.47156,590,0.50941,611,0.56723,374,-0.2392,394,-0.1546,203,-1.2973
ENSG00000140575,IQGAP1,76,0.30264,18,-2.0371,11,-2.5789,29,-1.1804,53,-0.2817,121,1.10813,121,1.35992
ENSG00000140577,CRTC3,62,0.79908,14,-1.6653,17,-1.2293,13,-1.6773,36,-0.1055,64,0.85258,63,0.99139
ENSG00000140564,FURIN,48,0.76536,33,0.17716,37,0.33332,26,-0.2352,27,-0.1848,33,0.16621,17,-0.9810
ENSG00000196547,MAN2A2,179,0.47016,84,-0.8304,89,-0.6635,115,-0.2628,59,-1.2875,176,0.43440,215,0.93490
ENSG00000184508,HDDC3,12,-0.2740,19,0.49358,24,0.83337,8,-0.8958,14,-0.0815,19,0.47315,8,-1.0559
ENSG00000140553,UNC45A,16,-0.0997,19,0.22881,22,0.40443,20,0.22335,23,0.49975,16,-0.0819,9,-1.0729
ENSG00000198901,PRC1,20,0.63303,16,0.29808,19,0.55962,13,-0.0905,5,-1.3784,13,-0.0270,10,-0.5648
ENSG00000184056,VPS33B,11,-0.8545,27,0.61519,35,0.99268,18,-0.1302,4,-2.2218,29,0.63838,12,-0.8084
ENSG00000185518,SV2B,417,0.81424,303,0.30938,437,0.89706,500,1.13865,69,-2.0256,234,-0.1548,26,-3.6042
ENSG00000176463,SLCO3A1,75,0.47792,20,-1.7293,21,-1.4856,24,-1.3254,33,-0.8045,74,0.44675,119,1.63283
