Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000128000,ZNF780B,41,1.51102,15,-0.1167,16,-0.0303,15,-0.1376,5,-1.7469,10,-0.6838
ENSG00000130758,MAP3K10,15,-0.9330,51,1.10361,26,-0.1492,21,-0.6167,33,0.23677,27,-0.0601
ENSG00000174521,TTC9B,243,0.07752,219,-0.0928,200,-0.2691,325,0.81856,144,-0.7290,47,-2.3704
ENSG00000105221,AKT2,19,-0.1363,17,-0.3424,23,0.24307,17,-0.3915,27,0.44034,29,0.56692
ENSG00000105223,PLD3,484,0.21959,342,-0.3559,443,0.09553,513,0.45146,330,-0.3794,177,-1.3206
ENSG00000090013,BLVRB,38,-0.4443,51,-0.0024,54,0.11905,52,0.02715,71,0.53181,31,-0.7446
ENSG00000160460,SPTBN4,74,0.15250,72,0.11453,84,0.43512,72,0.14404,33,-1.0884,18,-1.9685
ENSG00000105245,NUMBL,68,0.99336,23,-0.7509,64,1.18676,27,-0.6380,24,-0.6407,4,-3.0521
ENSG00000077312,SNRPA,9,-0.9981,16,-0.1355,25,0.76265,14,-0.4907,14,-0.3073,23,0.44801
ENSG00000167578,RAB4B,34,-0.2429,30,-0.4591,44,0.18360,38,-0.0894,33,-0.2775,66,0.81118
ENSG00000269858,EGLN2,40,-0.7537,71,0.15000,72,0.16932,63,-0.0934,72,0.14830,66,0.01187
ENSG00000105323,HNRNPUL1,46,-0.1756,47,-0.1603,46,-0.2067,40,-0.4919,96,1.02871,81,0.72799
ENSG00000077348,EXOSC5,35,0.25102,24,-0.3773,29,-0.0491,34,0.24487,21,-0.5567,34,0.20777
ENSG00000248098,BCKDHA,31,-0.0074,21,-0.6728,34,0.13309,29,-0.1427,46,0.61843,39,0.34798
ENSG00000105341,DMAC2,13,-1.2027,43,0.65762,26,-0.2235,35,0.34841,18,-0.7598,21,-0.5058
ENSG00000105372,RPS19,330,-0.8799,902,0.79140,441,-0.5216,466,-0.4641,852,0.60352,842,0.58438
ENSG00000105404,RABAC1,208,0.03083,192,-0.1031,184,-0.1910,215,0.11712,183,-0.1698,259,0.37809
ENSG00000105409,ATP1A3,232,0.06490,162,-0.5279,227,0.04489,319,0.87676,102,-1.1829,48,-2.2848
ENSG00000105737,GRIK5,77,0.74317,56,0.24866,51,0.07810,39,-0.4454,66,0.47360,20,-1.3259
ENSG00000160570,DEDD2,46,0.68420,22,-0.4872,32,0.11238,34,0.31779,18,-0.7294,17,-0.8863
ENSG00000105723,GSK3A,54,-0.3240,65,-0.0429,73,0.15524,70,0.10122,61,-0.1402,59,-0.1921
ENSG00000079432,CIC,22,-0.5409,32,0.04963,36,0.28448,27,-0.2868,35,0.17621,37,0.24202
ENSG00000079462,PAFAH1B3,3,-3.0719,31,0.54192,23,0.03858,25,0.22355,29,0.36244,9,-1.3049
ENSG00000167619,TMEM145,3,-2.2373,30,1.10095,19,0.32709,15,-0.1250,8,-1.0394,5,-1.5907
ENSG00000105429,MEGF8,71,0.41581,62,0.23384,63,0.29320,50,-0.1964,33,-0.7528,37,-0.6038
ENSG00000105755,ETHE1,11,-0.9371,27,0.47050,15,-0.5811,26,0.54820,17,-0.2498,15,-0.4571
ENSG00000073050,XRCC1,13,-0.1264,20,0.62803,12,-0.2256,15,0.11848,6,-1.2043,12,-0.1567
ENSG00000167378,IRGQ,79,0.20830,77,0.17019,63,-0.1766,85,0.47034,34,-1.0983,36,-0.9977
ENSG00000124444,ZNF576,36,0.66057,22,-0.1637,21,-0.2362,27,0.27123,15,-0.6625,20,-0.2362
ENSG00000131116,ZNF428,112,0.20975,106,0.13331,99,0.01706,92,-0.1346,106,0.11361,83,-0.2665
ENSG00000105767,CADM4,94,0.18399,76,-0.1572,43,-1.1791,72,-0.3047,114,0.49408,227,1.66970
ENSG00000105771,SMG9,6,-2.0612,17,-0.6213,33,0.55718,24,-0.0819,31,0.31099,34,0.47785
ENSG00000267680,ZNF224,22,0.64213,11,-0.5116,14,-0.0460,14,-0.0807,21,0.61560,11,-0.3778
ENSG00000167380,ZNF226,23,-0.2615,19,-0.6168,24,-0.3035,35,0.50504,31,0.14244,32,0.21145
ENSG00000073008,PVR,28,0.97910,20,0.47467,19,0.42977,12,-0.4561,9,-0.7135,0,-6.4397
ENSG00000130204,TOMM40,85,0.65861,51,-0.1640,49,-0.2479,67,0.40575,40,-0.5111,30,-0.9332
ENSG00000130203,APOE,254,-0.8449,280,-0.7486,144,-1.8944,137,-2.1013,2869,3.71293,606,0.51544
ENSG00000130208,APOC1,16,-0.9132,48,0.85544,33,0.16747,23,-0.5123,47,0.69581,10,-1.6614
ENSG00000104853,CLPTM1,105,0.18468,92,-0.0181,103,0.19849,82,-0.2660,111,0.27872,80,-0.2344
ENSG00000104859,CLASRP,2,-2.9261,17,0.08722,14,-0.3264,19,0.24891,15,-0.1904,32,1.02860
ENSG00000142252,GEMIN7,10,-0.2804,16,0.37986,12,-0.1252,14,0.18392,13,0.05233,6,-1.0737
ENSG00000007047,MARK4,38,0.26540,37,0.23336,31,-0.0776,37,0.29529,23,-0.5088,12,-1.5172
ENSG00000104866,PPP1R37,24,0.63083,15,-0.0688,16,0.06165,12,-0.5162,25,0.69427,13,-0.2482
ENSG00000007255,TRAPPC6A,12,-0.5790,15,-0.2802,15,-0.3532,11,-0.8887,33,0.96129,51,1.72665
ENSG00000104884,ERCC2,17,0.38344,16,0.33652,10,-0.4392,13,0.04971,16,0.34293,8,-0.7698
ENSG00000012061,ERCC1,20,-1.3187,53,0.13746,62,0.45495,43,-0.2559,55,0.16553,49,-0.0019
ENSG00000125744,RTN2,40,-0.3098,71,0.67006,45,-0.1640,53,0.17891,44,-0.1660,14,-1.8505
ENSG00000125746,EML2,6,-1.9958,19,-0.2987,19,-0.3454,21,-0.0906,13,-0.7961,71,1.95614
ENSG00000125743,SNRPD2,193,-0.6015,310,0.15239,305,0.13706,324,0.28901,179,-0.7133,210,-0.4692
ENSG00000185800,DMWD,34,-0.2532,57,0.64944,43,0.14426,36,-0.1844,33,-0.2939,22,-0.8971
ENSG00000125755,SYMPK,24,-0.2688,28,-0.0388,26,-0.1624,26,-0.1880,33,0.26247,46,0.76781
ENSG00000176182,MYPOP,31,-0.3426,52,0.54918,35,-0.1446,41,0.17514,36,-0.1039,16,-1.2749
ENSG00000104967,NOVA2,35,-0.0546,38,0.04431,52,0.69758,30,-0.4165,28,-0.4292,27,-0.4631
ENSG00000011485,PPP5C,69,-0.1026,76,0.04556,76,0.06775,84,0.28012,61,-0.3003,40,-0.9343
ENSG00000277531,PNMA8C,70,0.03285,60,-0.2292,80,0.30323,87,0.55280,28,-1.3460,16,-2.1493
ENSG00000182013,PNMA8A,294,0.43116,183,-0.3419,238,0.11433,294,0.63590,96,-1.2918,44,-2.4536
ENSG00000204851,PNMA8B,169,0.18006,140,-0.1320,140,-0.1467,188,0.50557,140,-0.1182,51,-1.6347
ENSG00000160014,CALM3,1022,-0.2254,1297,0.16532,1440,0.39658,1320,0.24941,614,-1.0036,333,-1.9163
ENSG00000197380,DACT3,30,-0.9028,65,0.33315,38,-0.6056,53,-0.0448,64,0.26899,95,0.92860
ENSG00000090372,STRN4,39,0.34657,36,0.24162,43,0.63164,23,-0.5716,19,-0.7427,23,-0.4769
ENSG00000181027,FKRP,18,-0.1210,26,0.46406,25,0.42349,17,-0.2786,19,-0.0441,6,-1.8391
ENSG00000042753,AP2S1,218,-0.0518,172,-0.4518,219,-0.0495,290,0.58809,195,-0.2283,127,-0.8798
ENSG00000160007,ARHGAP35,96,-0.2702,127,0.18849,98,-0.2879,130,0.30700,137,0.29286,65,-0.8679
ENSG00000130748,TMEM160,207,-0.4687,377,0.53668,291,0.07985,288,0.06325,191,-0.5885,177,-0.7057
ENSG00000130749,ZC3H4,20,0.01032,22,0.14139,24,0.38860,18,-0.1909,11,-0.8842,19,-0.0632
ENSG00000142230,SAE1,86,0.04720,79,-0.0892,84,0.01114,105,0.51949,47,-0.8621,39,-1.1518
ENSG00000257704,INAFM1,26,-0.6189,38,-0.0778,43,0.16507,44,0.23807,47,0.27915,20,-1.0366
ENSG00000105419,MEIS3,110,0.95116,64,0.07634,73,0.36083,44,-0.6549,75,0.31422,25,-1.3668
ENSG00000118160,SLC8A2,176,1.07155,92,0.01202,131,0.74616,69,-0.5656,52,-0.8678,14,-2.7668
ENSG00000118162,KPTN,14,0.02787,16,0.24104,10,-0.5909,18,0.54861,12,-0.2433,8,-0.8173
ENSG00000105402,NAPA,159,-0.4655,190,-0.2087,278,0.51895,248,0.32725,123,-0.8573,88,-1.3608
ENSG00000105373,NOP53,40,-0.8743,102,0.66887,46,-0.7550,64,-0.1915,94,0.45170,111,0.73558
ENSG00000178980,SELENOW,917,-0.4121,1349,0.21248,1241,0.07282,1170,-0.0450,1034,-0.2263,1287,0.11790
ENSG00000105499,PLA2G4C,26,-0.0253,20,-0.4754,23,-0.2615,22,-0.4172,48,0.93290,50,1.00580
ENSG00000105438,KDELR1,21,-0.1942,20,-0.2556,29,0.41330,21,-0.2254,25,0.06638,26,0.10375
ENSG00000105447,GRWD1,4,-1.8799,14,0.07714,10,-0.5099,19,0.70348,10,-0.4709,17,0.31551
ENSG00000105443,CYTH2,83,0.89269,38,-0.3898,39,-0.3611,57,0.37259,39,-0.3113,32,-0.6187
ENSG00000142235,LMTK3,45,-0.0062,46,0.02869,74,1.05132,33,-0.6354,34,-0.4166,17,-1.4722
ENSG00000063177,RPL18,321,-0.7638,668,0.41987,448,-0.3060,428,-0.4313,854,0.77913,761,0.58891
ENSG00000063176,SPHK2,3,-2.5466,31,0.70472,21,-0.0156,22,0.14080,8,-1.3320,25,0.29997
ENSG00000105516,DBP,27,-0.6932,45,0.10019,62,0.77981,35,-0.3821,50,0.26818,15,-1.5410
ENSG00000063180,CA11,163,-0.9539,489,0.87138,389,0.49685,236,-0.5157,248,-0.3197,147,-1.1101
ENSG00000104805,NUCB1,51,-0.0955,51,-0.1034,61,0.23130,51,-0.1297,63,0.22107,48,-0.1876
ENSG00000087088,BAX,13,0.02237,13,0.06807,11,-0.3115,14,0.22395,10,-0.3889,15,0.23804
ENSG00000087086,FTL,850,-0.4139,1539,0.58843,754,-0.7032,658,-1.0210,2035,0.98891,2456,1.31506
ENSG00000183207,RUVBL2,53,-0.0397,60,0.15784,61,0.20546,57,0.10067,34,-0.7382,38,-0.5624
ENSG00000104852,SNRNP70,88,0.19204,73,-0.1036,87,0.22912,71,-0.2052,67,-0.2342,88,0.18743
ENSG00000104863,LIN7B,24,-1.1365,59,0.25016,62,0.37186,62,0.41280,26,-1.0530,15,-1.8157
ENSG00000177380,PPFIA3,53,-0.2321,74,0.30247,53,-0.2898,75,0.43052,64,0.03880,21,-1.6540
ENSG00000104888,SLC17A7,1255,0.64282,724,-0.2569,909,0.15108,956,0.28572,625,-0.4607,217,-2.0470
ENSG00000104872,PIH1D1,36,-0.4279,50,0.10705,56,0.33221,47,-0.0069,38,-0.3134,36,-0.4242
ENSG00000142541,RPL13A,628,-0.7789,1709,0.91502,744,-0.6147,755,-0.6466,1628,0.72196,1556,0.64690
ENSG00000142534,RPS11,420,-0.6509,899,0.61412,501,-0.4514,542,-0.3449,876,0.50332,908,0.56129
ENSG00000142546,NOSIP,68,0.38274,41,-0.4164,44,-0.3667,56,0.13120,60,0.19102,71,0.44957
ENSG00000126461,SCAF1,38,0.65832,23,-0.1783,30,0.34465,19,-0.5675,18,-0.5302,35,0.52155
ENSG00000126456,IRF3,4,-2.1756,23,0.45999,18,0.05331,18,-0.0050,18,0.02083,19,0.13100
ENSG00000126457,PRMT1,83,0.21111,64,-0.2220,80,0.17435,69,-0.1115,73,0.00786,74,0.03038
ENSG00000169169,CPT1C,58,-0.1187,57,-0.1437,80,0.49703,64,0.05212,41,-0.6342,39,-0.7060
ENSG00000196961,AP2A1,127,0.17735,82,-0.5395,100,-0.2357,144,0.53840,118,0.06120,79,-0.5651
ENSG00000010361,FUZ,6,-1.3781,19,0.31518,15,-0.1392,15,-0.2079,16,-0.0044,29,0.95016
ENSG00000104973,MED25,14,-0.9973,37,0.52014,26,-0.1577,24,-0.2670,42,0.63662,29,0.05184
ENSG00000104960,PTOV1,217,0.49454,105,-0.6985,141,-0.2287,179,0.25272,153,-0.0655,195,0.32163
ENSG00000204673,AKT1S1,27,0.01330,28,0.03642,23,-0.2709,20,-0.5728,47,0.86771,44,0.78504
ENSG00000104946,TBC1D17,37,0.38133,31,0.13929,31,0.13255,21,-0.6778,27,-0.1109,45,0.71975
ENSG00000213024,NUP62,18,-0.4957,14,-0.9389,31,0.46587,24,-0.0787,34,0.48563,29,0.21564
ENSG00000105053,VRK3,28,0.38945,26,0.25969,22,-0.0341,16,-0.6478,39,0.89813,18,-0.3168
ENSG00000105357,MYH14,10,-0.2075,16,0.53009,5,-1.3968,11,-0.1371,17,0.56286,23,1.06315
ENSG00000131408,NR1H2,35,-0.1216,33,-0.2422,33,-0.2358,34,-0.2305,61,0.77047,56,0.64655
ENSG00000142530,FAM71E1,3,-2.0865,12,-0.3645,17,0.17500,26,1.34098,0,-4.7262,1,-3.3350
ENSG00000161671,EMC10,42,-0.7660,79,0.21608,61,-0.2448,51,-0.6186,93,0.44729,156,1.32264
ENSG00000161677,JOSD2,36,-0.1897,33,-0.3375,31,-0.4947,31,-0.5701,44,0.14430,125,1.91268
ENSG00000204653,ASPDH,29,-0.4085,46,0.30415,40,0.06012,43,0.27037,23,-0.8020,25,-0.6651
ENSG00000131409,LRRC4B,67,0.35143,57,0.09614,60,0.22333,44,-0.4090,48,-0.1629,59,0.14177
ENSG00000105472,CLEC11A,14,0.03052,19,0.49575,10,-0.6227,12,-0.2758,23,0.73478,16,0.18089
ENSG00000167755,KLK6,40,0.05598,1,-5.1386,0,-5.9673,3,-4.0877,31,-0.3432,376,5.52595
ENSG00000169035,KLK7,20,0.11720,23,0.36554,20,0.14674,23,0.45659,4,-2.0691,1,-3.5545
ENSG00000105379,ETFB,58,-1.2520,154,0.27562,94,-0.6034,122,-0.1601,174,0.45014,266,1.15946
ENSG00000105568,PPP2R1A,444,0.49057,263,-0.3677,319,-0.0471,385,0.36702,287,-0.2040,170,-1.0017
ENSG00000167555,ZNF528,27,0.91341,11,-0.4797,10,-0.7913,13,-0.2771,29,1.03506,22,0.55394
ENSG00000167766,ZNF83,20,-0.0419,20,-0.0958,17,-0.3829,18,-0.3167,33,0.73000,36,0.84258
ENSG00000170949,ZNF160,25,0.87561,12,-0.3026,10,-0.7201,8,-1.1101,27,0.98771,37,1.53422
ENSG00000170954,ZNF415,35,0.62266,23,-0.0283,16,-0.6718,20,-0.3141,21,-0.1597,50,1.25362
ENSG00000130844,ZNF331,34,0.27586,40,0.59269,26,-0.2107,33,0.29638,12,-1.2705,10,-1.6184
ENSG00000179820,MYADM,29,0.20054,19,-0.4253,33,0.52755,25,-0.0423,8,-1.7601,30,0.26136
ENSG00000126583,PRKCG,147,0.94408,69,-0.2877,130,0.96562,59,-0.6451,58,-0.5412,14,-2.5761
ENSG00000105605,CACNG7,16,-0.1493,19,0.12870,25,0.62339,17,-0.1104,15,-0.3070,4,-2.1159
ENSG00000142408,CACNG8,112,1.16488,59,0.12819,65,0.32934,42,-0.5329,48,-0.2207,17,-1.7159
ENSG00000170906,NDUFA3,308,-0.5247,573,0.50139,485,0.22255,429,-0.0201,258,-0.7963,311,-0.5121
ENSG00000105619,TFPT,65,-0.6704,163,0.90240,79,-0.4273,97,-0.0618,111,0.16172,71,-0.5348
ENSG00000105618,PRPF31,47,-0.0765,35,-0.5581,39,-0.4143,64,0.61113,55,0.18228,44,-0.1768
ENSG00000088038,CNOT3,28,0.54750,17,-0.2055,23,0.31808,20,0.00466,4,-2.2204,21,0.08884
ENSG00000105617,LENG1,11,-0.3486,14,-0.0231,7,-1.1059,16,0.33026,17,0.28187,25,0.94904
ENSG00000125505,MBOAT7,97,-0.3126,124,0.08288,150,0.47977,124,0.10874,62,-0.9847,64,-0.9328
ENSG00000170892,TSEN34,7,-0.9428,11,-0.4303,11,-0.4841,15,0.04329,38,1.62424,13,-0.1813
ENSG00000170889,RPS9,340,-0.4857,549,0.29138,327,-0.6456,366,-0.4912,800,0.87952,900,1.07892
ENSG00000167614,TTYH1,118,-1.0523,216,-0.1478,242,0.05764,142,-0.9909,675,1.78911,303,0.40509
ENSG00000167615,LENG8,27,0.61777,19,0.05686,24,0.55160,11,-0.9113,18,-0.0574,19,0.06425
ENSG00000125503,PPP1R12C,55,-0.3354,103,0.74476,67,-0.0473,62,-0.1962,62,-0.1600,48,-0.5406
ENSG00000105048,TNNT1,10,-0.5350,29,1.29107,19,0.47519,9,-0.9573,11,-0.4512,5,-1.6268
ENSG00000129990,SYT5,127,0.37512,88,-0.2118,143,0.73633,100,0.00127,50,-1.0595,18,-2.5865
ENSG00000105063,PPP6R1,30,-0.7396,54,0.16298,51,0.09487,49,-0.0077,63,0.40449,37,-0.4269
ENSG00000133265,HSPBP1,28,-1.1291,63,0.11109,76,0.50967,59,-0.0130,60,0.02370,31,-0.9584
ENSG00000160469,BRSK1,70,-0.0776,92,0.39111,73,-0.0165,65,-0.2566,78,0.09168,72,-0.0314
ENSG00000108107,RPL28,428,-0.6130,930,0.68606,466,-0.5742,464,-0.6407,909,0.57119,1190,1.02065
ENSG00000108106,UBE2S,59,-0.3663,64,-0.2715,80,0.12181,83,0.21750,71,-0.0940,72,-0.0699
ENSG00000187902,SHISA7,17,-0.2983,23,0.15125,28,0.53304,20,-0.0986,17,-0.3246,9,-1.2009
ENSG00000063241,ISOC2,30,-0.7747,50,0.00227,56,0.20827,47,-0.1251,52,0.05574,63,0.35186
ENSG00000090971,NAT14,95,0.45030,86,0.33565,76,0.11498,75,0.10162,42,-0.8122,21,-1.8646
ENSG00000213015,ZNF580,62,0.82797,37,-0.0143,35,-0.1208,26,-0.6822,60,0.77410,40,0.10407
ENSG00000173581,CCDC106,29,-0.3802,44,0.28273,46,0.40680,38,0.01331,20,-0.9250,23,-0.7445
ENSG00000063244,U2AF2,26,0.20392,13,-0.9069,31,0.59277,17,-0.6453,27,0.26912,37,0.75886
ENSG00000063245,EPN1,120,0.49668,79,-0.1825,99,0.24108,82,-0.1587,85,-0.0475,67,-0.4187
ENSG00000142409,ZNF787,15,0.23486,9,-0.5388,19,0.73371,8,-0.9612,12,-0.0719,22,0.86192
ENSG00000167685,ZNF444,1,-3.6923,23,-0.0198,31,0.63750,16,-0.7014,34,0.61177,36,0.71216
ENSG00000198046,ZNF667,54,0.72307,32,-0.1186,39,0.25082,34,-0.0356,13,-1.4294,28,-0.2844
ENSG00000166770,ZNF667-AS1,63,-0.1809,70,-0.0100,78,0.17501,79,0.23645,49,-0.5756,50,-0.5504
ENSG00000196263,ZNF471,18,0.32887,9,-0.6962,13,-0.2529,12,-0.3672,23,0.71397,28,1.06653
ENSG00000196867,ZFP28,24,0.44252,19,0.11388,12,-0.7501,22,0.51357,18,-0.0037,10,-0.8794
ENSG00000197016,ZNF470,26,0.65322,17,-0.0501,13,-0.4839,18,0.03661,22,0.37707,16,-0.1453
ENSG00000268182,SMIM17,59,1.27097,31,0.25077,17,-0.7766,37,0.71135,1,-4.0510,3,-3.2640
ENSG00000198300,PEG3,586,0.75219,387,0.08934,402,0.17441,382,0.08286,127,-1.6108,191,-1.0062
ENSG00000083844,ZNF264,21,0.30589,12,-0.6179,18,0.12115,15,-0.2672,23,0.47798,23,0.46812
ENSG00000268205,AC005261.1,67,0.08705,68,0.13648,69,0.17081,49,-0.4964,77,0.30507,73,0.22777
ENSG00000256060,TRAPPC2B,11,-0.8470,13,-0.6964,25,0.52310,25,0.59728,11,-0.8000,9,-1.2075
ENSG00000213762,ZNF134,42,1.34177,12,-0.7214,16,-0.2134,20,0.15380,16,-0.2248,11,-0.7390
ENSG00000176293,ZNF135,11,-0.4069,15,0.08671,15,0.07200,13,-0.1665,15,0.08381,18,0.36964
ENSG00000121413,ZSCAN18,146,0.36154,69,-0.8591,143,0.41408,115,-0.0245,101,-0.2141,120,0.05551
ENSG00000181894,ZNF329,7,-1.1202,14,-0.0962,15,-0.0397,16,0.17088,28,0.95248,8,-0.8623
ENSG00000198131,ZNF544,31,0.88856,27,0.75924,15,-0.2866,15,-0.3121,11,-0.7542,11,-0.7834
ENSG00000142396,ERVK3-1,38,-0.5191,48,-0.2010,58,0.14381,68,0.54307,41,-0.4019,24,-1.2364
ENSG00000283103,AC010642.2,69,-0.2944,102,0.36325,92,0.19657,80,-0.0831,63,-0.4336,66,-0.3577
ENSG00000121410,A1BG,34,0.43949,20,-0.3769,24,-0.0973,9,-1.8278,30,0.27473,92,2.21419
ENSG00000083845,RPS5,313,-0.3669,586,0.71159,287,-0.5903,340,-0.3154,514,0.41662,529,0.46245
ENSG00000083807,SLC27A5,11,-1.3202,51,1.20105,29,0.11746,19,-0.6412,20,-0.4535,26,-0.0777
ENSG00000130726,TRIM28,58,0.07484,41,-0.4793,61,0.19062,44,-0.4536,66,0.27665,96,0.89868
ENSG00000130724,CHMP2A,132,-0.0313,169,0.39746,124,-0.1545,117,-0.2978,146,0.12165,162,0.29278
ENSG00000130725,UBE2M,85,-0.9309,227,0.67661,148,-0.0987,176,0.26591,96,-0.7541,90,-0.8425
ENSG00000099326,MZF1,12,-0.9268,24,0.16138,23,0.10086,27,0.49012,6,-1.8415,19,-0.2514
ENSG00000247315,ZCCHC3,23,-0.1359,26,0.05730,22,-0.1898,27,0.20616,24,-0.0610,24,-0.0795
ENSG00000125841,NRSN2,78,-0.3120,103,0.13416,108,0.24831,107,0.26106,78,-0.3058,28,-1.8281
ENSG00000125826,RBCK1,19,-0.2162,23,0.05871,25,0.23569,14,-0.8727,35,0.74057,34,0.67581
ENSG00000125875,TBC1D20,24,-0.4057,28,-0.1833,36,0.27532,27,-0.2620,36,0.24675,40,0.39759
ENSG00000101266,CSNK2A1,86,0.10808,76,-0.0998,88,0.17924,76,-0.1056,84,0.06851,72,-0.1613
ENSG00000271303,SRXN1,10,-1.6152,26,-0.1872,35,0.34577,41,0.77160,20,-0.5889,2,-3.7495
ENSG00000125818,PSMF1,41,-0.8693,71,-0.0180,59,-0.3834,93,0.58692,57,-0.3685,77,0.11177
ENSG00000125895,TMEM74B,0,-3.9369,16,0.29337,23,1.14252,14,0.10361,1,-2.9745,2,-2.8552
ENSG00000101298,SNPH,89,0.19989,87,0.17736,72,-0.1656,96,0.45223,57,-0.4913,23,-1.8275
ENSG00000125775,SDCBP2,10,-0.6926,22,0.66970,22,0.77437,13,-0.3144,9,-0.7313,0,-4.6612
ENSG00000088832,FKBP1A,199,-0.0133,239,0.30723,355,1.24315,119,-1.0237,129,-0.6874,65,-1.7045
ENSG00000088833,NSFL1C,76,-0.1524,107,0.44157,78,-0.1199,82,-0.0370,79,-0.0853,69,-0.2839
ENSG00000198053,SIRPA,240,-0.2711,251,-0.2200,363,0.48743,311,0.19358,239,-0.2783,107,-1.4878
ENSG00000125835,SNRPB,54,0.36012,36,-0.2974,48,0.23161,43,0.02680,41,-0.0784,29,-0.5752
ENSG00000101361,NOP56,174,0.78111,90,-0.2907,108,0.01639,96,-0.2327,106,-0.0153,117,0.14281
ENSG00000101365,IDH3B,66,-0.3234,55,-0.6378,92,0.23524,103,0.54749,67,-0.2864,44,-0.9485
ENSG00000132635,PCED1A,12,-0.8921,34,0.72517,26,0.26901,18,-0.4918,17,-0.3935,25,0.14351
ENSG00000215305,VPS16,46,0.73326,22,-0.4680,29,-0.0061,32,0.23355,24,-0.2847,19,-0.6850
ENSG00000132670,PTPRA,295,0.68140,155,-0.3783,181,-0.1242,186,-0.0784,260,0.47208,167,-0.2312
ENSG00000125901,MRPS26,75,-0.2717,90,-0.0020,105,0.31083,89,-0.0119,86,-0.0788,65,-0.5043
ENSG00000215251,FASTKD5,7,-1.1788,10,-0.7373,23,0.71700,20,0.39335,14,-0.2833,6,-1.3513
ENSG00000088899,LZTS3,72,-0.5617,136,0.48005,159,0.90305,90,-0.2955,40,-1.4509,22,-2.2902
ENSG00000198171,DDRGK1,72,-0.6469,126,0.25125,186,1.16056,64,-1.0380,67,-0.7441,103,-0.0923
ENSG00000125877,ITPA,15,-1.5584,40,-0.0900,60,0.73037,44,0.09705,29,-0.5743,25,-0.7944
ENSG00000088854,C20orf194,60,0.32360,42,-0.2575,43,-0.2075,44,-0.2068,67,0.50408,67,0.50200
ENSG00000088812,ATRN,112,0.54549,60,-0.4703,125,0.94837,63,-0.4795,46,-0.8457,50,-0.6950
ENSG00000101220,C20orf27,23,-0.4484,43,0.59019,41,0.58511,24,-0.4959,33,0.11528,8,-2.0572
ENSG00000101222,SPEF1,7,-1.4874,24,0.33948,22,0.24760,26,0.65580,5,-2.0423,5,-2.0920
ENSG00000125817,CENPB,30,-0.6517,55,0.35694,33,-0.5656,26,-1.0800,82,0.96970,118,1.59249
ENSG00000101224,CDC25B,11,-1.0406,34,0.67169,26,0.21623,22,-0.1156,7,-1.8168,27,0.22435
ENSG00000125843,AP5S1,4,-1.9444,16,0.24470,16,0.30865,15,0.13070,16,0.24788,7,-1.0540
ENSG00000088888,MAVS,9,-0.8419,19,0.27297,12,-0.5097,8,-1.2335,51,1.90912,27,0.81062
ENSG00000125779,PANK2,33,-0.5165,52,0.19499,52,0.21246,55,0.34166,35,-0.4630,14,-1.7902
ENSG00000101236,RNF24,33,-0.0425,36,0.14893,45,0.57279,31,-0.1567,26,-0.4103,13,-1.4475
ENSG00000171867,PRNP,1536,0.52973,768,-0.6058,1437,0.53583,1155,0.10146,552,-1.0606,676,-0.7548
ENSG00000101265,RASSF2,57,-0.3219,21,-1.8793,4,-4.5031,30,-1.5829,126,0.95519,485,3.88543
ENSG00000089057,SLC23A2,68,0.36965,51,-0.0987,56,0.04987,58,0.13461,41,-0.4215,41,-0.4343
ENSG00000089063,TMEM230,89,-0.4711,90,-0.4935,108,-0.2192,124,0.05605,172,0.56159,191,0.73150
ENSG00000132646,PCNA,70,1.18435,23,-0.6240,27,-0.3871,29,-0.3342,33,-0.0299,59,0.90026
ENSG00000101290,CDS2,164,0.68837,110,0.04938,88,-0.3739,113,0.12700,114,0.10352,69,-0.6714
ENSG00000125772,GPCPD1,82,0.71782,45,-0.2328,53,0.04482,56,0.14344,43,-0.3073,28,-0.9684
ENSG00000089199,CHGB,362,0.32841,210,-0.5630,311,0.11103,427,0.91014,84,-1.8939,18,-4.0948
ENSG00000089195,TRMT6,42,1.05447,14,-0.7156,18,-0.3794,24,0.23654,18,-0.2661,23,0.07965
ENSG00000088766,CRLS1,34,0.04468,32,-0.0329,49,0.81267,25,-0.5482,23,-0.5235,26,-0.3358
ENSG00000125827,TMX4,256,0.30923,174,-0.3267,258,0.40539,254,0.41958,64,-1.7899,72,-1.6273
ENSG00000182621,PLCB1,689,0.89877,285,-0.5532,528,0.58399,433,0.19876,143,-1.5440,33,-3.6711
ENSG00000101333,PLCB4,175,2.04069,48,-0.1768,54,0.04031,35,-0.8370,56,0.08297,10,-2.5141
ENSG00000125869,LAMP5,25,-1.0510,57,0.26490,125,2.35264,18,-1.7951,1,-4.9131,3,-4.0919
ENSG00000101349,PAK5,155,1.55163,59,-0.0586,91,0.82892,37,-0.9896,27,-1.2275,13,-2.3065
ENSG00000132639,SNAP25,3514,-0.2415,3550,-0.2466,4776,0.30112,5751,0.81168,988,-2.1488,281,-3.9847
ENSG00000125863,MKKS,43,-0.9232,96,0.33418,94,0.33095,94,0.39019,31,-1.4418,28,-1.5948
