Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000197563,PIGN,22,0.79145,7,-0.9685,12,-0.2195,14,0.11455,11,-0.3134,21,0.72320,11,-0.2711
ENSG00000134444,RELCH,34,-0.4173,23,-1.0990,33,-0.4835,38,-0.3252,87,1.11282,58,0.43438,74,0.83995
ENSG00000141664,ZCCHC2,38,0.26211,23,-0.5371,48,0.67201,21,-0.8096,34,0.09346,53,0.82621,38,0.26811
ENSG00000081913,PHLPP1,111,1.20392,53,-0.0468,51,-0.0945,65,0.40656,22,-1.3375,34,-0.7226,21,-1.4295
ENSG00000171791,BCL2,24,0.06434,30,0.49070,22,-0.0616,25,0.17343,18,-0.3704,12,-0.9110,18,-0.3741
ENSG00000119537,KDSR,126,1.13409,72,0.20417,59,-0.1242,65,0.02514,45,-0.5449,40,-0.7301,32,-1.0596
ENSG00000119541,VPS4B,54,0.12128,46,-0.1314,43,-0.2211,37,-0.5836,45,-0.1704,69,0.52441,84,0.87521
ENSG00000171451,DSEL,84,1.69981,26,-0.3475,45,0.56771,20,-0.8640,14,-1.2164,29,-0.1283,32,0.01069
ENSG00000166479,TMX3,22,-1.3304,33,-0.8296,46,-0.2571,54,0.01026,89,0.83132,82,0.69637,70,0.42954
ENSG00000150636,CCDC102B,68,2.18730,10,-1.0629,38,1.06930,8,-1.6661,4,-2.3866,21,0.09443,24,0.32544
ENSG00000206052,DOK6,34,-2.1043,186,0.59610,190,0.55190,150,0.20997,33,-2.1263,125,-0.1213,151,0.17642
ENSG00000170677,SOCS6,31,0.84695,22,0.35634,15,-0.3526,14,-0.4647,14,-0.4185,13,-0.5636,24,0.39261
ENSG00000141668,CBLN2,12,-2.6641,34,-1.2233,28,-1.3867,123,1.37572,54,-0.3994,57,-0.3319,112,0.77703
ENSG00000166342,NETO1,0,-7.9065,22,-0.6857,39,0.26842,25,-0.5250,44,0.46784,62,1.05900,65,1.13646
ENSG00000263958,AC091138.1,3,-2.4694,15,-0.1356,16,-0.0938,19,0.30796,16,-0.0661,27,0.77967,16,-0.0345
ENSG00000075336,TIMM21,38,0.11153,30,-0.3251,26,-0.5093,42,0.34447,45,0.37774,20,-0.8723,42,0.27197
ENSG00000166347,CYB5A,24,0.27870,15,-0.5011,20,-0.0391,28,0.73269,18,-0.1825,10,-1.0438,16,-0.4082
ENSG00000133313,CNDP2,95,0.05852,79,-0.2656,65,-0.5395,113,0.44056,91,-0.0126,61,-0.6293,110,0.28377
ENSG00000150656,CNDP1,247,5.15712,10,-1.7885,0,-7.0734,5,-2.9838,20,-0.6278,0,-5.3544,3,-3.2013
ENSG00000215421,ZNF407,35,0.78984,10,-1.3061,32,0.64652,17,-0.3908,19,-0.1889,32,0.66186,24,0.21456
ENSG00000180011,ZADH2,35,-0.6237,35,-0.6836,69,0.43488,52,-0.0405,65,0.34436,64,0.30085,69,0.41876
ENSG00000179981,TSHZ1,45,0.01188,52,0.25632,53,0.25668,38,-0.3484,48,0.09610,61,0.49278,26,-0.8275
ENSG00000130856,ZNF236,55,0.58120,57,0.74895,57,0.65255,28,-0.6255,13,-1.6775,33,-0.2084,28,-0.4706
ENSG00000197971,MBP,36331,4.39655,5368,0.06290,314,-4.1847,725,-3.2901,1734,-1.6825,220,-4.6989,339,-4.0739
ENSG00000263146,LINC01896,17,-0.6993,21,-0.4019,23,-0.2634,53,1.75304,9,-1.6485,7,-1.9447,10,-1.4566
ENSG00000256463,SALL3,14,0.13284,12,-0.1430,15,0.25293,23,1.27491,3,-2.0184,3,-1.9019,3,-2.1032
ENSG00000166377,ATP9B,43,0.78936,12,-1.2501,21,-0.3575,28,0.15212,13,-1.0766,36,0.49345,42,0.73521
ENSG00000122490,SLC66A2,22,-1.2978,68,0.53311,38,-0.4764,53,0.09445,72,0.56288,32,-0.7349,51,-0.0055
ENSG00000141759,TXNL4A,58,-0.8536,72,-0.5580,84,-0.2759,139,0.74097,96,-0.0563,74,-0.4624,124,0.35412
ENSG00000101544,ADNP2,9,-1.2973,23,0.01837,26,0.25946,15,-0.7291,26,0.21439,41,1.01536,30,0.48134
ENSG00000129946,SHC2,17,-1.3669,50,0.30342,15,-1.5802,50,0.34941,60,0.56096,35,-0.2951,47,0.15437
ENSG00000141933,TPGS1,11,-1.7669,38,0.05758,27,-0.5054,58,1.06075,34,-0.1142,25,-0.6235,21,-0.8797
ENSG00000099804,CDC34,14,-1.6893,32,-0.4613,27,-0.7183,60,0.78652,47,0.17983,27,-0.6773,63,0.64425
ENSG00000172270,BSG,76,-1.8977,233,-0.2086,181,-0.5804,365,0.73712,275,0.07537,217,-0.3008,314,0.29261
ENSG00000099822,HCN2,23,-1.3456,93,1.00497,46,-0.3058,47,-0.3321,73,0.44196,37,-0.6350,50,-0.1741
ENSG00000099821,POLRMT,18,-0.8313,22,-0.5875,15,-1.1401,43,0.68937,35,0.14888,28,-0.2015,46,0.59994
ENSG00000070423,RNF126,9,-1.8637,18,-0.8935,17,-0.9090,48,1.06052,37,0.32556,24,-0.3773,38,0.33465
ENSG00000099864,PALM,81,-0.9951,242,0.88300,109,-0.5290,198,0.56382,95,-0.7409,78,-1.0453,90,-0.8281
ENSG00000011304,PTBP1,11,-0.4134,19,0.47742,6,-1.3126,16,0.24295,15,0.03089,17,0.24571,10,-0.6267
ENSG00000129951,PLPPR3,3,-3.5839,39,0.04630,19,-1.0212,54,0.81981,39,0.06443,27,-0.4909,47,0.37157
ENSG00000175221,MED16,8,-1.7542,28,0.20098,18,-0.5137,35,0.72525,29,0.18576,21,-0.3060,16,-0.7165
ENSG00000198858,R3HDM4,14,-1.0102,25,-0.1296,17,-0.7024,31,0.31847,15,-0.8301,39,0.63039,38,0.59754
ENSG00000065268,WDR18,13,-0.8180,21,-0.1211,9,-1.2742,25,0.25574,34,0.70349,21,-0.0780,27,0.33527
ENSG00000182087,TMEM259,31,-0.6126,42,-0.1385,19,-1.3585,60,0.56827,57,0.35871,54,0.25302,34,-0.4450
ENSG00000099817,POLR2E,34,-1.1398,65,-0.1507,46,-0.6687,79,0.24992,133,1.05661,45,-0.6964,80,0.20288
ENSG00000167468,GPX4,149,-1.4623,347,-0.1854,348,-0.1616,572,0.90330,338,-0.2084,167,-1.2932,442,0.22064
ENSG00000118046,STK11,16,-1.4912,61,0.60816,39,-0.1833,48,0.19311,45,0.05857,40,-0.1490,32,-0.4903
ENSG00000099625,CBARP,3,-2.8580,32,0.37371,14,-0.9037,30,0.29925,20,-0.4175,19,-0.5009,49,1.07146
ENSG00000099624,ATP5F1D,112,-1.5643,208,-0.6904,195,-0.7234,465,0.93032,417,0.48618,195,-0.7256,370,0.28735
ENSG00000167470,MIDN,38,-0.1447,42,0.00504,31,-0.4617,44,0.14001,53,0.38934,56,0.47673,21,-1.0262
ENSG00000099622,CIRBP,155,-0.4165,204,0.01842,145,-0.5206,258,0.53546,197,-0.0386,148,-0.4907,192,-0.0792
ENSG00000228300,FAM174C,10,-1.0266,19,-0.0287,6,-1.6189,30,1.01449,27,0.55560,8,-1.2157,12,-0.6421
ENSG00000160953,PWWP3A,112,0.29006,92,-0.0345,137,0.62077,77,-0.4007,85,-0.1598,116,0.33932,75,-0.3634
ENSG00000115286,NDUFS7,64,-0.7448,77,-0.5120,90,-0.2200,157,0.94604,109,0.08332,46,-1.2557,103,-0.0074
ENSG00000130005,GAMT,88,0.71627,59,0.08302,30,-0.9628,59,0.06943,71,0.35644,29,-1.0268,54,-0.0672
ENSG00000071626,DAZAP1,35,-0.0738,31,-0.3180,23,-0.7597,44,0.38418,58,0.74079,29,-0.3630,30,-0.3328
ENSG00000115268,RPS15,691,-0.0565,816,0.23978,536,-0.4557,1099,0.99248,252,-1.6031,205,-1.9093,547,-0.4267
ENSG00000115266,APC2,65,-0.0909,66,-0.0815,31,-1.2069,82,0.36600,118,0.88979,57,-0.2912,40,-0.8327
ENSG00000119559,C19orf25,21,-0.2712,25,0.00344,14,-0.9011,33,0.56257,24,-0.1096,19,-0.4539,26,0.04972
ENSG00000071655,MBD3,31,-0.7921,100,1.33762,38,-0.4718,55,0.14641,29,-0.8763,28,-0.9241,22,-1.2643
ENSG00000127540,UQCR11,252,-0.5256,309,-0.2350,240,-0.6010,556,1.06760,227,-0.6913,148,-1.3349,371,0.08034
ENSG00000079313,REXO1,13,-1.0988,44,0.93855,14,-0.9852,26,-0.1025,32,0.27882,19,-0.5248,27,-0.0349
ENSG00000129911,KLF16,2,-3.8166,43,0.42432,22,-0.7117,50,0.84214,21,-0.7304,31,-0.1609,31,-0.1717
ENSG00000129968,ABHD17A,79,-1.1434,249,0.78328,146,-0.1971,223,0.66150,106,-0.6963,69,-1.3446,87,-0.9942
ENSG00000227500,SCAMP4,16,0.16070,18,0.40597,8,-0.8407,16,0.28505,13,-0.1557,10,-0.4736,10,-0.4662
ENSG00000133275,CSNK1G2,23,-0.7261,62,1.04768,23,-0.7015,39,0.16560,31,-0.2177,27,-0.4764,17,-1.1856
ENSG00000133243,BTBD2,45,-1.1439,137,0.68231,82,-0.2331,123,0.54925,67,-0.5519,45,-1.1587,73,-0.4305
ENSG00000099875,MKNK2,15,-0.3074,14,-0.4918,14,-0.4325,27,0.80467,20,0.13427,22,0.24259,7,-1.5075
ENSG00000065000,AP3D1,141,-0.1350,143,-0.1219,167,0.13760,122,-0.4454,179,0.24912,215,0.54733,179,0.24926
ENSG00000104886,PLEKHJ1,17,-1.0163,28,-0.2380,9,-1.8751,47,0.84236,51,0.73504,23,-0.5417,26,-0.3125
ENSG00000104904,OAZ1,126,-2.2363,466,-0.2906,299,-0.9494,768,0.75265,689,0.36718,426,-0.4019,717,0.43534
ENSG00000130332,LSM7,22,-1.3055,37,-0.5819,42,-0.3521,85,1.14445,50,-0.0790,18,-1.5778,61,0.24331
ENSG00000005206,SPPL2B,12,-0.6899,13,-0.6136,8,-1.1785,24,0.58169,27,0.59928,23,0.40054,16,-0.2474
ENSG00000099800,TIMM13,41,-0.5791,54,-0.1710,56,-0.0968,89,0.93688,72,0.31172,22,-1.4886,26,-1.2381
ENSG00000099860,GADD45B,3,-2.9011,9,-1.6166,11,-1.1920,49,1.76552,4,-2.7520,27,0.11317,37,0.63388
ENSG00000176533,GNG7,50,-0.6590,146,1.31184,39,-1.0271,87,0.27548,45,-0.8235,46,-0.7739,29,-1.4941
ENSG00000176490,DIRAS1,9,-3.8480,129,0.13320,79,-0.6521,137,0.28737,234,1.12759,107,-0.1798,99,-0.2951
ENSG00000141873,SLC39A3,11,-1.4985,32,0.20828,16,-0.9253,36,0.46927,17,-0.8390,24,-0.3111,49,0.87959
ENSG00000104969,SGTA,37,-0.2590,35,-0.4091,20,-1.1732,46,0.08649,71,0.78862,53,0.30304,51,0.23041
ENSG00000172009,THOP1,11,-2.0782,56,0.46990,18,-1.3479,46,0.11715,58,0.46318,43,-0.0245,56,0.38492
ENSG00000065717,TLE2,6,-1.1063,17,0.44147,6,-1.2604,16,0.30667,22,0.82744,10,-0.5036,9,-0.5765
ENSG00000104964,TLE5,215,-1.5998,763,0.42280,655,0.12093,724,0.37622,616,0.02201,411,-0.6137,482,-0.3671
ENSG00000088256,GNA11,40,-0.4524,69,0.46894,42,-0.3888,63,0.33331,61,0.21907,36,-0.6230,30,-0.8739
ENSG00000125912,NCLN,6,-1.6668,17,-0.2401,4,-2.2490,26,0.55958,46,1.39464,22,0.12050,9,-1.1502
ENSG00000161082,CELF5,47,-1.8424,146,-0.1366,118,-0.4472,157,-0.0030,157,-0.0046,245,0.73221,243,0.71479
ENSG00000141905,NFIC,219,0.00239,298,0.57910,269,0.33564,194,-0.2435,215,-0.0304,206,-0.0974,103,-1.1726
ENSG00000129932,DOHH,31,0.56202,16,-0.5681,12,-0.8645,27,0.45583,25,0.18447,16,-0.5167,22,0.04581
ENSG00000105325,FZR1,19,-0.4111,35,0.64416,19,-0.4021,16,-0.8785,47,1.06256,29,0.25673,17,-0.5665
ENSG00000161091,MFSD12,14,-1.4732,30,-0.4153,14,-1.4608,44,0.34208,68,0.98022,44,0.22697,45,0.26759
ENSG00000186111,PIP5K1C,14,-2.5109,94,0.46102,38,-1.0324,70,-0.0914,143,1.11998,93,0.37698,48,-0.6562
ENSG00000183617,MRPL54,23,-0.7744,29,-0.4843,23,-0.7924,62,1.10450,19,-1.0980,16,-1.3664,61,0.74372
ENSG00000007264,MATK,2,-4.9866,72,0.22366,55,-0.2356,96,0.93396,67,0.07110,29,-1.1975,53,-0.2882
ENSG00000105278,ZFR2,5,-1.7146,10,-0.6429,4,-1.7661,16,0.11341,23,0.71836,35,1.41888,14,-0.0445
ENSG00000167654,ATCAY,48,-2.1231,170,-0.2226,213,0.15598,191,-0.0261,233,0.30236,244,0.38124,281,0.61453
ENSG00000167657,DAPK3,19,-0.6905,25,-0.3245,17,-0.8124,28,-0.0989,55,1.02865,34,0.22391,37,0.35229
ENSG00000167658,EEF2,254,-1.1711,786,0.71454,543,0.00988,675,0.48537,339,-0.7309,342,-0.7162,326,-0.7900
ENSG00000105229,PIAS4,21,-0.0010,21,-0.0466,12,-0.9251,21,-0.0669,29,0.48768,21,-0.0471,27,0.39744
ENSG00000178951,ZBTB7A,204,-0.8086,475,0.62234,471,0.52491,254,-0.5782,327,-0.0705,531,0.72609,173,-1.0585
ENSG00000126934,MAP2K2,48,-1.7782,121,-0.4138,88,-0.8545,224,0.87308,212,0.53491,111,-0.5021,155,0.02479
ENSG00000089847,ANKRD24,1,-4.4703,20,-0.4018,13,-1.0635,33,0.52550,15,-0.8077,35,0.49791,54,1.24606
ENSG00000105255,FSD1,5,-3.2557,28,-0.9441,25,-1.0822,66,0.61388,82,0.83029,70,0.54647,61,0.33553
ENSG00000008382,MPND,6,-1.8649,38,0.97296,14,-0.7240,23,-0.0060,24,0.10703,16,-0.5339,23,0.01455
ENSG00000141985,SH3GL1,17,-1.3640,49,0.31213,11,-1.9997,55,0.62795,34,-0.3087,25,-0.7988,64,0.71154
ENSG00000167671,UBXN6,29,-1.8269,88,-0.1506,52,-0.9349,140,0.87000,126,0.44461,62,-0.6756,91,-0.0776
ENSG00000167674,HDGFL2,33,-0.0591,22,-0.7178,37,0.12349,47,0.67258,20,-0.8119,37,0.10811,31,-0.1437
ENSG00000167680,SEMA6B,17,-2.0348,78,0.26031,48,-0.5326,98,0.83944,55,-0.3221,41,-0.7539,63,-0.0925
ENSG00000185361,TNFAIP8L1,15,-1.1169,19,-0.8442,22,-0.5003,33,0.11943,35,0.22063,45,0.59150,56,0.98714
ENSG00000074842,MYDGF,1,-4.1952,23,-0.4078,12,-1.3398,48,1.17226,42,0.59287,21,-0.5361,26,-0.2152
ENSG00000142002,DPP9,33,0.69434,20,-0.0930,9,-1.2240,19,-0.1934,36,0.83767,17,-0.3170,20,-0.1305
ENSG00000176840,MIR7-3HG,0,-4.7088,5,-1.6689,2,-2.7533,22,0.88229,20,0.47159,25,0.83858,25,0.84175
ENSG00000141965,FEM1A,23,0.31841,22,0.21021,14,-0.4879,13,-0.7161,20,0.05491,28,0.61512,24,0.35923
ENSG00000105355,PLIN3,71,2.59890,13,-0.4763,17,-0.0279,15,-0.2891,11,-0.7066,1,-3.4640,2,-2.9987
ENSG00000127663,KDM4B,19,-0.5170,24,-0.1791,21,-0.3642,26,-0.0574,16,-0.8034,60,1.35399,25,-0.0844
ENSG00000130254,SAFB2,260,1.52248,91,-0.2854,132,0.33993,68,-0.8559,35,-1.6936,164,0.70032,93,-0.2227
ENSG00000160633,SAFB,137,0.77954,55,-0.7390,139,0.81032,56,-0.7919,65,-0.4362,118,0.53261,114,0.47404
ENSG00000130255,RPL36,611,-0.2023,959,0.61128,555,-0.3535,904,0.58251,255,-1.5406,271,-1.4468,616,-0.1906
ENSG00000174917,MICOS13,51,-1.2717,97,-0.3258,115,-0.0118,187,1.11399,112,-0.0621,60,-1.0246,71,-0.7679
ENSG00000167733,HSD11B1L,25,-1.9358,108,0.36776,58,-0.6504,123,0.73912,84,-0.0787,67,-0.4259,65,-0.4934
ENSG00000196365,LONP1,8,-2.5735,39,-0.1881,41,-0.0770,56,0.56284,70,0.79253,22,-1.0224,46,0.08640
ENSG00000174886,NDUFA11,107,-0.5954,121,-0.4481,108,-0.5777,246,1.04912,163,0.06713,66,-1.3239,142,-0.1578
ENSG00000031823,RANBP3,9,-1.8621,28,-0.2040,28,-0.2012,32,0.02025,46,0.60573,37,0.26244,44,0.53540
ENSG00000130382,MLLT1,25,-1.4508,105,0.90709,53,-0.3459,83,0.50760,38,-0.8307,41,-0.7242,40,-0.7757
ENSG00000125656,CLPP,15,-1.0104,26,-0.1786,16,-0.8762,43,0.94727,33,0.21808,9,-1.6428,31,0.13072
ENSG00000125652,ALKBH7,35,-0.2143,33,-0.3611,18,-1.2126,69,1.26302,25,-0.7736,18,-1.2622,37,-0.1400
ENSG00000125651,GTF2F1,68,-0.2484,61,-0.4663,110,0.51857,70,-0.2512,72,-0.1549,100,0.37250,114,0.58301
ENSG00000088247,KHSRP,57,0.06992,53,-0.0806,42,-0.4244,53,-0.0681,49,-0.1873,90,0.80606,47,-0.2375
ENSG00000125648,SLC25A23,120,-1.1716,361,0.64704,260,0.01908,317,0.45546,121,-1.1605,192,-0.4545,200,-0.3941
ENSG00000104833,TUBB4A,214,-0.7766,249,-0.5999,187,-0.9807,375,0.13343,499,0.57413,364,0.05502,630,0.97246
ENSG00000171105,INSR,72,0.45274,44,-0.3577,75,0.52352,45,-0.3824,66,0.31433,75,0.52650,33,-0.7932
ENSG00000104880,ARHGEF18,12,-0.2338,12,-0.3081,13,-0.1228,15,0.05856,19,0.48492,19,0.42199,11,-0.3470
ENSG00000198816,ZNF358,37,-1.2888,147,1.04392,68,-0.3623,102,0.37219,50,-0.8321,36,-1.3315,68,-0.3734
ENSG00000090674,MCOLN1,2,-3.1792,10,-1.0659,9,-1.1521,32,1.17714,23,0.29674,21,0.12485,22,0.20120
ENSG00000032444,PNPLA6,31,-0.8040,39,-0.4685,34,-0.6501,63,0.42674,77,0.66067,57,0.16613,49,-0.0777
ENSG00000076826,CAMSAP3,2,-3.6539,29,0.10464,14,-0.9993,33,0.38739,42,0.68800,29,0.05740,31,0.18367
ENSG00000076924,XAB2,10,-0.8727,13,-0.4732,16,-0.1306,23,0.63843,11,-0.6305,23,0.43685,17,0.00288
ENSG00000229833,PET100,52,-1.0439,75,-0.5330,104,0.04043,136,0.63769,77,-0.4345,41,-1.4034,186,1.00826
ENSG00000181029,TRAPPC5,30,-2.3622,100,-0.6167,70,-1.0957,231,1.13118,139,-0.0476,85,-0.8010,212,0.64506
ENSG00000142459,EVI5L,40,0.27873,28,-0.3359,15,-1.2620,44,0.58806,40,0.27250,37,0.16009,17,-1.0467
ENSG00000183248,PRR36,11,-2.4523,42,-0.5433,33,-0.8445,82,0.82055,55,-0.0644,71,0.34034,72,0.36539
ENSG00000076984,MAP2K7,34,0.66730,15,-0.6332,10,-1.1759,17,-0.4853,42,1.03284,33,0.60856,22,-0.0025
ENSG00000260001,TGFBR3L,5,-3.6029,31,-0.9704,27,-1.1139,99,1.40036,35,-0.7182,36,-0.6745,95,0.88037
ENSG00000178531,CTXN1,48,-2.7076,325,0.21871,166,-0.8568,439,0.97030,174,-0.7868,217,-0.4463,311,0.12061
ENSG00000104980,TIMM44,19,-0.7188,21,-0.6404,30,-0.0316,33,0.12662,29,-0.0854,37,0.31938,51,0.83274
ENSG00000066044,ELAVL1,32,-0.4842,39,-0.2261,39,-0.2032,50,0.25328,57,0.42348,40,-0.1599,46,0.06384
ENSG00000090661,CERS4,18,-0.2175,22,0.17603,15,-0.4323,28,0.73617,19,-0.1078,14,-0.5313,7,-1.6124
ENSG00000167775,CD320,8,-1.6237,26,0.17414,15,-0.7037,30,0.54314,34,0.63968,23,-0.0315,12,-1.0393
ENSG00000267855,NDUFA7,15,-2.6789,61,-0.6817,81,-0.1703,151,1.22008,74,-0.3194,41,-1.1972,118,0.43600
ENSG00000233927,RPS28,801,-0.0050,1023,0.45133,656,-0.3222,1099,0.69923,359,-1.2458,260,-1.7281,614,-0.4251
ENSG00000167772,ANGPTL4,26,1.16038,7,-0.9516,11,-0.3005,20,1.02064,12,-0.1535,3,-2.2292,3,-2.1287
ENSG00000185236,RAB11B,55,-0.4651,80,0.12130,38,-1.0187,84,0.24325,106,0.57359,69,-0.1129,65,-0.2016
ENSG00000099785,MARCH2,23,-0.9528,61,0.66444,23,-0.9696,49,0.28100,72,0.85974,28,-0.6603,13,-1.7338
ENSG00000099783,HNRNPM,466,1.36369,179,-0.2782,289,0.52872,136,-0.8161,113,-0.9544,208,-0.0067,249,0.28191
ENSG00000130803,ZNF317,4,-1.9858,10,-0.7128,8,-1.0004,17,0.13148,18,0.21393,20,0.35230,38,1.42579
ENSG00000130818,ZNF426,21,0.15928,17,-0.1124,12,-0.6397,21,0.28691,15,-0.3242,22,0.29416,17,-0.1598
ENSG00000197961,ZNF121,18,-0.1691,15,-0.4930,10,-1.0362,18,-0.3079,19,-0.0928,27,0.44965,47,1.38207
ENSG00000171466,ZNF562,15,-0.6334,20,-0.1948,28,0.35366,17,-0.4521,20,-0.1823,51,1.39060,17,-0.4288
ENSG00000198258,UBL5,115,-1.2541,144,-1.0036,187,-0.5195,464,1.42541,145,-0.9061,104,-1.4119,368,0.56914
ENSG00000127445,PIN1,58,-1.7083,148,-0.3126,125,-0.5393,239,0.67443,206,0.24476,132,-0.4537,232,0.43992
ENSG00000105088,OLFM2,20,-1.6126,51,-0.2386,66,0.18927,100,1.29000,41,-0.5537,26,-1.2529,30,-1.0469
ENSG00000080573,COL5A3,19,-1.1053,31,-0.4125,21,-0.9352,71,1.43832,31,-0.3518,34,-0.2155,13,-1.6998
ENSG00000130813,SHFL,8,-2.2084,24,-0.6747,16,-1.1797,53,0.94133,42,0.27321,41,0.24680,38,0.12461
ENSG00000130810,PPAN,15,0.13322,7,-1.2016,14,0.05195,14,0.07292,10,-0.5233,15,0.15792,28,1.14528
ENSG00000130811,EIF3G,46,-0.3965,48,-0.3393,50,-0.2668,93,1.07665,38,-0.6779,26,-1.2539,52,-0.1963
ENSG00000130816,DNMT1,162,1.44691,50,-0.5676,92,0.45189,40,-1.0179,39,-0.9095,93,0.46796,89,0.39551
ENSG00000105364,MRPL4,18,-1.2001,35,-0.2343,16,-1.3754,53,0.63001,75,1.04889,34,-0.2501,26,-0.6432
ENSG00000105376,ICAM5,1,-5.6025,20,-1.8891,37,-0.8149,109,1.30039,50,-0.3638,42,-0.6463,137,1.30849
ENSG00000267673,FDX2,13,-2.1148,45,-0.2638,28,-0.9426,69,0.61635,72,0.54245,32,-0.7329,78,0.66242
ENSG00000105397,TYK2,12,-0.3076,6,-1.5123,1,-3.0752,24,1.15576,24,0.80720,9,-0.6985,16,0.13474
ENSG00000105401,CDC37,60,-1.0086,85,-0.5321,93,-0.3426,116,0.01209,204,0.94332,135,0.25237,145,0.36267
ENSG00000065989,PDE4A,13,-2.2542,73,0.39951,47,-0.3663,52,-0.2619,109,1.02822,81,0.51576,38,-0.6821
ENSG00000079999,KEAP1,32,-0.3505,39,-0.0632,25,-0.7497,50,0.44697,50,0.35945,32,-0.3726,37,-0.1294
ENSG00000130734,ATG4D,8,-1.0109,18,0.15517,10,-0.7894,25,0.88592,22,0.41136,12,-0.5071,4,-2.0366
ENSG00000129347,KRI1,53,1.63707,14,-0.6912,8,-1.3830,16,-0.4365,32,0.69642,21,0.02087,15,-0.4788
ENSG00000129355,CDKN2D,30,-2.2373,118,-0.1964,73,-0.9107,165,0.48527,206,0.73008,147,0.17447,132,0.00092
ENSG00000129353,SLC44A2,55,0.30118,49,0.15211,37,-0.3141,59,0.58726,28,-0.7469,22,-1.1104,35,-0.4051
ENSG00000267100,ILF3-DT,38,0.07400,35,-0.0939,46,0.38052,38,0.07884,22,-0.7486,33,-0.1535,42,0.22152
ENSG00000129351,ILF3,164,0.70675,89,-0.3138,130,0.32019,92,-0.3058,101,-0.0858,108,0.01943,111,0.05962
ENSG00000213339,QTRT1,11,-1.1902,16,-0.7010,8,-1.6964,36,0.84525,28,0.20781,33,0.49033,25,0.05332
ENSG00000079805,DNM2,48,1.38856,16,-0.4447,8,-1.4705,21,0.03612,15,-0.5109,15,-0.5305,28,0.45126
ENSG00000142453,CARM1,26,-0.8789,49,0.10636,32,-0.5526,52,0.23613,67,0.59975,62,0.45793,22,-1.1220
ENSG00000130733,YIPF2,11,-0.7485,10,-0.9059,10,-0.8287,20,0.29778,34,1.09684,23,0.48228,15,-0.1687
ENSG00000127616,SMARCA4,140,-0.1651,172,0.19493,208,0.48051,134,-0.2892,113,-0.4984,214,0.52488,128,-0.3010
ENSG00000105514,RAB3D,4,-1.8320,12,-0.0727,7,-0.8512,11,-0.2868,40,2.00421,15,0.20479,5,-1.4975
ENSG00000105518,TMEM205,34,-0.9146,43,-0.6137,39,-0.7160,86,0.73997,79,0.41048,66,0.11938,53,-0.2215
ENSG00000105520,PLPPR2,19,-2.2358,73,-0.2161,42,-1.0442,118,0.80017,80,-0.0495,80,-0.0556,105,0.39980
ENSG00000130175,PRKCSH,65,0.18677,72,0.40875,48,-0.2875,65,0.27332,38,-0.6368,45,-0.3746,39,-0.6008
ENSG00000196361,ELAVL3,330,0.15253,344,0.25174,316,0.08037,294,-0.0396,215,-0.5270,360,0.29558,209,-0.5682
ENSG00000130159,ECSIT,4,-2.8576,22,-0.5344,28,-0.1240,39,0.56901,34,0.20601,22,-0.5104,52,0.88787
ENSG00000130165,ELOF1,9,-1.9040,32,-0.0608,20,-0.8223,46,0.73565,31,-0.1170,24,-0.5100,46,0.51422
ENSG00000197044,ZNF441,15,-0.4368,11,-0.8860,49,1.55297,11,-1.0152,6,-1.6480,45,1.38053,25,0.36993
ENSG00000173875,ZNF791,35,-0.2444,30,-0.5228,70,0.87197,35,-0.3520,34,-0.3218,64,0.70636,46,0.16206
ENSG00000105583,WDR83OS,57,-0.5191,59,-0.5101,48,-0.7785,118,0.90549,87,0.15856,36,-1.2198,93,0.25014
ENSG00000095059,DHPS,10,-1.8165,14,-1.5023,19,-0.9296,57,1.17220,43,0.34000,25,-0.5229,51,0.63128
ENSG00000105576,TNPO2,68,-0.6797,153,0.72854,69,-0.6463,96,-0.1697,124,0.27532,107,0.04434,82,-0.3789
ENSG00000123144,TRIR,110,-0.0308,99,-0.2200,90,-0.3568,153,0.67257,103,-0.1380,72,-0.7015,94,-0.2799
ENSG00000198356,GET3,12,-2.1923,39,-0.4589,26,-1.0270,80,1.02270,64,0.35289,30,-0.8419,63,0.33049
ENSG00000095066,HOOK2,19,0.33821,13,-0.2328,11,-0.4327,11,-0.5331,20,0.47377,32,1.24555,8,-0.9420
ENSG00000171223,JUNB,33,-2.4385,98,-0.8916,87,-0.9968,278,1.25246,79,-1.1404,153,-0.1141,267,0.80037
ENSG00000167815,PRDX2,87,-1.6830,185,-0.6060,188,-0.5214,368,0.76310,411,0.74082,210,-0.3534,251,-0.0662
ENSG00000105613,MAST1,11,-2.3498,32,-0.9401,25,-1.2389,83,0.93872,62,0.18995,67,0.30199,75,0.48354
ENSG00000105612,DNASE2,9,-0.5985,2,-2.4360,13,0.00702,20,1.06140,18,0.53505,7,-0.8432,15,0.26677
ENSG00000105607,GCDH,12,-0.1548,10,-0.4549,8,-0.6745,20,0.94683,10,-0.4580,10,-0.3612,11,-0.2943
