Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000141552,ANAPC11,40,-1.4025,77,-0.4608,99,-0.0245,150,0.64731,185,1.21030,55,-0.9399,35,-1.6073,104,0.04487
ENSG00000185813,PCYT2,23,-0.9482,36,-0.2714,30,-0.5212,47,0.17458,45,0.11745,95,1.37979,31,-0.4682,33,-0.3791
ENSG00000197063,MAFG,26,-1.4107,94,0.63356,86,0.40745,38,-0.8560,47,-0.6181,108,0.79072,74,0.16536,55,-0.3137
ENSG00000169696,ASPSCR1,12,-0.6813,21,0.15700,16,-0.3093,24,0.33474,12,-0.7534,29,0.67488,26,0.45898,19,-0.0044
ENSG00000169689,CENPX,21,-0.8858,31,-0.3653,29,-0.3981,65,0.88274,49,0.47355,45,0.28150,17,-1.2255,42,0.16727
ENSG00000169750,RAC3,1,-3.2862,15,-0.1016,16,0.06677,11,-0.6152,23,0.70263,22,0.50531,10,-0.7115,22,0.53816
ENSG00000169738,DCXR,47,-1.0753,77,-0.3567,69,-0.4951,264,1.80061,120,0.45797,68,-0.5004,34,-1.5711,66,-0.5629
ENSG00000169733,RFNG,12,-0.5596,12,-0.6086,6,-1.5217,33,1.05042,16,-0.1815,32,1.00020,23,0.48827,11,-0.6204
ENSG00000169727,GPS1,17,-1.9107,35,-0.9069,43,-0.5159,86,0.57684,85,0.65377,83,0.51791,47,-0.3957,86,0.57434
ENSG00000169718,DUS1L,10,-1.6044,13,-1.3229,13,-1.2437,42,0.59079,42,0.70725,47,0.80280,43,0.66361,24,-0.2798
ENSG00000169710,FASN,48,-0.9243,106,0.33641,53,-0.7807,121,0.52334,98,0.20411,117,0.45781,71,-0.3429,61,-0.5669
ENSG00000176155,CCDC57,4,-1.5716,7,-1.0023,4,-1.8319,24,1.00501,15,0.27209,19,0.62427,28,1.29389,6,-1.1336
ENSG00000141551,CSNK1D,35,-0.8923,50,-0.3821,26,-1.3312,83,0.47042,82,0.50820,82,0.44188,47,-0.4483,86,0.52849
ENSG00000178927,CYBC1,14,-0.1715,11,-0.5669,9,-0.7863,30,1.09499,18,0.29538,21,0.46547,6,-1.3109,16,0.04468
ENSG00000141562,NARF,18,-1.3791,32,-0.6101,40,-0.2187,54,0.27758,59,0.49067,40,-0.2209,64,0.55757,57,0.36129
ENSG00000141568,FOXK2,18,-1.0350,20,-1.0185,25,-0.5975,46,0.38950,42,0.26217,68,1.04362,36,-0.0178,46,0.39315
ENSG00000141580,WDR45B,127,0.55863,91,0.02672,87,-0.0502,93,0.05950,73,-0.3569,89,-0.0110,98,0.14591,75,-0.2846
ENSG00000141542,RAB40B,99,-0.3644,86,-0.6499,42,-1.6715,162,0.41640,189,0.79001,54,-1.3069,101,-0.3364,244,1.12076
ENSG00000141560,FN3KRP,27,-0.5243,32,-0.2899,17,-1.2432,48,0.36751,56,0.72123,48,0.35063,15,-1.4416,51,0.46608
ENSG00000141556,TBCD,14,-1.6304,28,-0.6846,20,-1.1216,61,0.63745,46,0.21353,63,0.69270,51,0.33510,56,0.48875
ENSG00000101557,USP14,59,-0.6242,50,-0.9518,100,0.19527,67,-0.4283,75,-0.2787,125,0.56571,156,0.93991,125,0.56754
ENSG00000079134,THOC1,49,1.15027,4,-2.8931,22,-0.1772,20,-0.2875,20,-0.3333,11,-1.2239,74,1.94278,21,-0.2323
ENSG00000158270,COLEC12,19,0.29326,24,0.76366,24,0.67337,20,0.36410,13,-0.3686,3,-2.2544,8,-0.9223,10,-0.6485
ENSG00000176105,YES1,44,1.51699,17,-0.1518,35,1.08253,27,0.63686,9,-1.1587,8,-1.2221,7,-1.4941,9,-0.9857
ENSG00000141433,ADCYAP1,5,-2.8513,16,-1.4126,11,-1.9098,55,0.58872,71,1.21610,0,-5.8048,24,-0.7402,114,1.91538
ENSG00000101596,SMCHD1,84,0.87945,31,-0.7877,93,1.06890,57,0.23057,24,-1.2095,25,-1.0471,84,0.87592,40,-0.3250
ENSG00000101577,LPIN2,31,-0.9622,51,-0.2264,77,0.45898,71,0.31343,55,-0.0876,77,0.44297,55,-0.0817,58,-0.0083
ENSG00000101608,MYL12A,16,-0.0812,10,-0.8751,29,0.91839,51,1.99119,10,-0.7926,14,-0.2513,8,-1.0763,7,-1.2882
ENSG00000118680,MYL12B,49,-1.4927,76,-0.8907,87,-0.6043,140,0.13419,182,0.65450,182,0.56622,127,-0.0188,185,0.59738
ENSG00000170579,DLGAP1,30,-3.0271,167,-0.5332,196,-0.2302,187,-0.3005,300,0.52747,262,0.23802,317,0.55242,338,0.65722
ENSG00000263878,DLGAP1-AS4,8,-1.7246,12,-1.1385,24,-0.0090,24,-0.0015,14,-0.9206,29,0.27059,62,1.60748,44,0.96628
ENSG00000263753,LINC00667,49,0.42927,40,0.08939,27,-0.5433,46,0.31227,31,-0.3528,28,-0.4447,37,-0.0483,50,0.44605
ENSG00000082397,EPB41L3,160,0.02127,96,-0.8537,120,-0.4408,91,-0.8679,177,0.20279,297,1.05230,153,-0.0538,216,0.51093
ENSG00000206432,TMEM200C,9,-1.1450,19,0.02941,23,0.31794,20,0.14785,19,0.03912,17,-0.1363,14,-0.4063,27,0.59932
ENSG00000173482,PTPRM,6,-2.8279,37,-0.1510,35,-0.2109,27,-0.5937,39,-0.0530,96,1.49018,51,0.39799,34,-0.2606
ENSG00000206418,RAB12,24,-1.0006,39,-0.2557,43,-0.0859,46,0.01228,44,-0.0297,35,-0.4154,61,0.47304,78,0.89740
ENSG00000168502,MTCL1,11,-1.6080,19,-0.8228,22,-0.5078,24,-0.3782,34,0.17666,37,0.29271,60,1.10594,49,0.74144
ENSG00000178127,NDUFV2,38,-1.6391,77,-0.6440,91,-0.3315,155,0.52316,152,0.56970,153,0.50268,70,-0.7381,157,0.54753
ENSG00000101745,ANKRD12,1341,1.07664,480,-0.6667,1318,1.04594,422,-0.8067,288,-1.4935,346,-1.1088,1313,1.03814,787,0.17473
ENSG00000128791,TWSG1,22,0.18646,21,0.12546,19,-0.0124,34,0.90154,18,-0.1149,13,-0.6741,11,-0.8391,18,-0.1465
ENSG00000017797,RALBP1,241,0.02860,259,0.16129,460,1.11530,126,-0.9772,198,-0.3185,118,-1.0762,285,0.29877,225,-0.0822
ENSG00000154845,PPP4R1,21,0.39593,17,0.08825,8,-1.1090,16,-0.0396,20,0.34669,11,-0.5869,15,-0.1112,19,0.19114
ENSG00000168461,RAB31,147,0.23392,146,0.25989,179,0.56713,208,0.82212,133,0.09159,54,-1.3102,77,-0.7735,43,-1.6480
ENSG00000101558,VAPA,134,-0.6237,143,-0.5802,114,-0.8713,197,-0.0238,266,0.53427,251,0.36870,217,0.13197,268,0.47634
ENSG00000154856,APCDD1,34,-0.3985,38,-0.2492,45,0.03400,183,2.67079,20,-1.3294,18,-1.3523,15,-1.5790,28,-0.7017
ENSG00000134265,NAPG,69,-0.6847,63,-0.8948,129,0.30019,82,-0.4087,85,-0.4038,185,0.90847,131,0.33208,177,0.83112
ENSG00000141404,GNAL,29,-1.7010,58,-0.7194,125,0.57250,128,0.61601,127,0.69971,26,-1.8245,52,-0.8236,149,0.87777
ENSG00000255112,CHMP1B,32,-0.8893,45,-0.4142,44,-0.4010,55,-0.0749,61,0.11228,74,0.41321,59,0.04917,96,0.85835
ENSG00000154889,MPPE1,12,-0.4550,11,-0.6752,11,-0.6898,33,1.10185,19,0.19363,19,0.19431,17,-0.0042,16,-0.0357
ENSG00000141385,AFG3L2,50,-0.5806,36,-1.1666,85,0.25092,56,-0.4012,57,-0.4255,89,0.31516,110,0.68118,151,1.22925
ENSG00000134278,SPIRE1,116,0.00845,88,-0.4620,138,0.29478,95,-0.3000,82,-0.5830,110,-0.0699,154,0.47577,196,0.88810
ENSG00000128789,PSMG2,23,-0.9932,33,-0.4963,16,-1.4757,57,0.43343,68,0.84571,48,0.15512,33,-0.4288,58,0.44458
ENSG00000175354,PTPN2,26,-0.2467,16,-1.0203,22,-0.5195,26,-0.2356,29,-0.0644,23,-0.3988,68,1.37479,46,0.69132
ENSG00000085415,SEH1L,13,-2.0076,52,0.04871,31,-0.7379,34,-0.5958,50,-0.0281,96,1.07570,67,0.45806,59,0.26291
ENSG00000101639,CEP192,51,1.47612,13,-0.8458,21,0.01147,22,0.04144,19,-0.1679,8,-1.4219,23,0.10469,23,0.15166
ENSG00000168675,LDLRAD4,67,0.30720,52,-0.1307,40,-0.5246,41,-0.4758,81,0.70917,42,-0.4485,34,-0.7437,67,0.29424
ENSG00000177150,FAM210A,34,0.93136,10,-1.1141,31,0.77288,23,0.25128,10,-1.0423,21,0.13674,25,0.44210,19,-0.0487
ENSG00000101654,RNMT,145,-0.0126,123,-0.3059,216,0.64133,92,-0.7127,89,-0.8509,209,0.59065,210,0.59835,164,0.18720
ENSG00000175322,ZNF519,25,-0.2858,17,-0.9449,30,-0.0106,24,-0.3355,31,0.08201,25,-0.2500,46,0.70467,52,0.91539
ENSG00000180777,ANKRD30B,13,-0.5370,6,-1.7572,11,-0.7294,8,-1.2470,14,-0.4277,4,-2.1136,93,3.18718,12,-0.6128
ENSG00000067900,ROCK1,620,2.38862,182,0.14012,262,0.73018,67,-1.4204,52,-1.9157,36,-2.3471,144,-0.2434,86,-1.0368
ENSG00000141446,ESCO1,114,1.42060,23,-1.2306,120,1.52304,16,-1.6728,28,-0.9743,14,-1.8867,78,0.75588,49,-0.0206
ENSG00000167088,SNRPD1,51,-0.0246,41,-0.3979,52,-0.0036,53,0.04735,74,0.66227,44,-0.2674,31,-0.8187,58,0.18337
ENSG00000101752,MIB1,99,0.62465,52,-0.4675,92,0.51054,50,-0.4710,55,-0.3551,88,0.42977,83,0.33637,49,-0.4956
ENSG00000101773,RBBP8,29,0.27953,32,0.45620,53,1.29854,13,-0.9325,14,-0.9643,6,-2.0863,37,0.66681,16,-0.6274
ENSG00000134508,CABLES1,0,-8.3903,49,0.25679,47,0.13822,135,2.02955,34,-0.3817,33,-0.3911,21,-1.0677,25,-0.8203
ENSG00000101782,RIOK3,59,0.32608,31,-0.7602,47,-0.0301,47,-0.0343,34,-0.6149,78,0.79007,89,1.02078,32,-0.6147
ENSG00000141458,NPC1,47,1.95830,8,-0.9594,12,-0.3523,35,1.38423,5,-1.8134,10,-0.6304,3,-2.2770,19,0.34706
ENSG00000154065,ANKRD29,6,-1.7450,15,-0.3736,40,1.20123,17,-0.2102,9,-1.2742,45,1.44666,28,0.57946,9,-1.1873
ENSG00000141447,OSBPL1A,511,0.88089,141,-1.2627,571,1.07745,213,-0.5427,225,-0.5002,205,-0.6024,301,0.00491,470,0.73728
ENSG00000154059,IMPACT,31,0.52899,20,-0.1920,39,0.95685,21,-0.0704,17,-0.4504,25,0.18969,12,-0.9392,19,-0.2165
ENSG00000141380,SS18,16,-0.1386,21,0.33295,19,0.14344,34,1.12218,17,0.02289,9,-0.9420,13,-0.4096,5,-1.8273
ENSG00000141384,TAF4B,7,-1.2424,14,-0.3437,21,0.29902,17,-0.0206,15,-0.2001,13,-0.4793,32,1.01821,23,0.49448
ENSG00000134504,KCTD1,24,-2.2084,57,-1.0025,101,-0.0394,121,0.25537,153,0.73631,47,-1.2159,111,0.10555,212,1.20990
ENSG00000171885,AQP4,1115,1.43013,394,-0.3597,584,0.30599,1544,2.07590,173,-1.6995,189,-1.4451,114,-2.1933,156,-1.7327
ENSG00000170558,CDH2,68,0.01257,59,-0.2273,99,0.62267,75,0.17594,52,-0.4636,61,-0.1478,87,0.42357,61,-0.1449
ENSG00000118276,B4GALT6,15,-2.3972,51,-0.6154,70,-0.0684,70,-0.0661,100,0.60500,124,0.88781,91,0.36924,55,-0.4386
ENSG00000153339,TRAPPC8,12,-1.1759,15,-0.8893,9,-1.5519,39,0.66267,31,0.31646,27,0.05317,29,0.16488,51,1.13885
ENSG00000141441,GAREM1,41,0.08858,29,-0.5361,54,0.52975,76,1.09871,35,-0.1719,20,-1.0139,34,-0.2235,38,-0.0623
ENSG00000141431,ASXL3,18,-0.3576,22,0.00309,29,0.39276,9,-1.3624,17,-0.5091,5,-2.2642,40,0.95692,46,1.18520
ENSG00000101746,NOL4,12,-2.4005,47,-0.4586,58,-0.0840,50,-0.2995,81,0.52827,50,-0.3236,66,0.13394,118,1.10199
ENSG00000134769,DTNA,316,0.51434,252,0.16742,286,0.35130,348,0.68076,165,-0.5827,200,-0.2273,190,-0.3066,130,-0.8964
ENSG00000166974,MAPRE2,175,-1.0998,274,-0.4589,305,-0.2475,271,-0.4330,439,0.38707,467,0.43880,405,0.20519,515,0.60278
ENSG00000186812,ZNF397,190,2.25033,45,-0.3244,41,-0.4313,39,-0.5269,28,-1.0919,39,-0.5358,38,-0.5539,51,-0.1072
ENSG00000186814,ZSCAN30,45,1.66438,12,-0.6298,28,0.79504,5,-1.6659,7,-1.4168,10,-0.7990,27,0.78871,17,-0.0272
ENSG00000172466,ZNF24,201,1.62894,59,-0.4938,116,0.64600,86,0.15937,53,-0.6770,50,-0.7093,56,-0.5150,50,-0.7009
ENSG00000141429,GALNT1,48,-0.0215,39,-0.3933,61,0.38198,54,0.17442,39,-0.3857,62,0.39840,57,0.26585,47,-0.0434
ENSG00000141425,RPRD1A,55,-1.4821,101,-0.6278,117,-0.3390,147,0.01946,203,0.63535,229,0.75451,110,-0.4301,184,0.38583
ENSG00000141424,SLC39A6,99,1.47806,30,-0.5469,41,-0.0340,42,0.01009,24,-0.9434,43,0.03066,40,-0.0623,44,0.09142
ENSG00000134759,ELP2,41,-0.1631,20,-1.3547,35,-0.3966,56,0.35239,52,0.27024,46,0.03464,65,0.60741,63,0.55106
ENSG00000134775,FHOD3,7,-2.2354,16,-1.1060,38,0.34131,54,0.93972,34,0.17723,32,0.08446,34,0.14563,43,0.53390
ENSG00000134779,TPGS2,28,-1.5445,64,-0.3444,65,-0.2682,89,0.22470,98,0.42512,152,1.12648,52,-0.6364,67,-0.2367
ENSG00000101489,CELF4,178,-1.5054,472,-0.0031,688,0.61711,202,-1.3093,319,-0.6792,615,0.42891,888,1.05759,573,0.31156
ENSG00000078142,PIK3C3,85,0.21001,59,-0.3950,103,0.54226,62,-0.2941,52,-0.6017,81,0.13589,102,0.51617,87,0.24919
ENSG00000152214,RIT2,3,-2.4730,4,-2.1423,8,-0.9113,9,-0.8422,22,0.66912,47,1.97420,17,0.19574,17,0.17424
ENSG00000132872,SYT4,41,-3.0288,259,-0.2914,184,-0.7882,141,-1.1919,408,0.54590,595,1.12389,433,0.57335,323,0.09240
ENSG00000152217,SETBP1,37,-0.2117,42,-0.0336,43,-0.0057,36,-0.2489,40,-0.1206,19,-1.2054,75,0.93951,52,0.32845
ENSG00000141469,SLC14A1,87,0.97575,33,-0.6607,79,0.79933,185,2.45866,9,-2.6139,20,-1.3173,25,-0.9906,3,-3.7776
ENSG00000152223,EPG5,23,-0.2605,19,-0.6071,30,0.16453,26,-0.0683,26,-0.1187,18,-0.6197,47,0.87372,40,0.59632
ENSG00000152234,ATP5F1A,88,-2.3420,218,-1.0687,256,-0.7393,574,0.54817,564,0.59947,617,0.67214,330,-0.3424,674,0.82200
ENSG00000152242,C18orf25,11,-1.7992,27,-0.5163,18,-1.0417,36,-0.0140,48,0.50943,61,0.87099,45,0.34261,42,0.22720
ENSG00000141622,RNF165,9,-2.0236,30,-0.2206,34,0.02407,25,-0.4840,28,-0.2994,32,-0.0744,73,1.29961,48,0.58176
ENSG00000101638,ST8SIA5,7,-2.9766,42,-0.3532,26,-1.0552,39,-0.4572,68,0.50192,65,0.37103,81,0.72627,80,0.71660
ENSG00000078043,PIAS2,61,-0.5218,74,-0.2607,82,-0.0707,61,-0.5271,62,-0.5461,88,0.03643,155,0.99505,136,0.76126
ENSG00000167216,KATNAL2,43,1.70892,16,0.05364,30,1.01766,17,0.05643,2,-2.7750,10,-0.6519,18,0.20260,4,-2.0768
ENSG00000167220,HDHD2,38,-0.4795,51,-0.0571,43,-0.3198,54,0.06425,65,0.40967,76,0.62120,46,-0.2132,33,-0.7024
ENSG00000134049,IER3IP1,13,-1.2292,18,-0.8674,18,-0.8228,33,0.14390,46,0.82221,42,0.53736,21,-0.5288,45,0.65478
ENSG00000175387,SMAD2,71,0.06130,66,-0.0446,64,-0.0977,60,-0.2008,76,0.20740,47,-0.5630,79,0.23770,74,0.13912
ENSG00000134030,CTIF,26,-1.2602,53,-0.2094,45,-0.4324,56,-0.0950,83,0.62416,91,0.67921,60,-0.0003,47,-0.3849
ENSG00000101665,SMAD7,15,-0.3330,18,-0.1096,22,0.25319,19,0.00597,16,-0.2494,25,0.44038,19,0.00514,20,0.13010
ENSG00000141627,DYM,23,-0.4092,29,-0.0329,14,-1.1288,22,-0.4452,31,0.07581,48,0.78135,41,0.51586,29,-0.0548
ENSG00000177576,C18orf32,250,0.30711,154,-0.5125,256,0.34709,222,0.11728,263,0.45087,126,-0.7692,111,-0.9598,266,0.41100
ENSG00000265681,RPL17,985,0.51924,793,0.18403,752,0.07587,804,0.18372,854,0.32175,263,-1.5433,399,-0.9141,675,-0.0976
ENSG00000167315,ACAA2,37,0.06785,40,0.18420,43,0.30840,96,1.71513,30,-0.3067,13,-1.5517,10,-1.9213,19,-0.9872
ENSG00000141644,MBD1,14,-1.5511,24,-0.7761,33,-0.2651,42,0.12316,49,0.45460,30,-0.4008,54,0.52672,67,0.90993
ENSG00000154832,CXXC1,16,-0.3071,9,-1.3346,11,-0.8467,21,0.11633,30,0.76235,28,0.56066,23,0.24615,21,0.10436
ENSG00000141639,MAPK4,22,-1.2066,36,-0.5681,51,0.03612,110,1.35632,68,0.60540,26,-1.0127,24,-1.1034,54,0.14065
ENSG00000134042,MRO,30,-0.0299,33,0.10891,32,0.05573,48,0.71148,38,0.36983,28,-0.1643,15,-1.1523,15,-1.0765
ENSG00000082212,ME2,52,0.04713,30,-0.8859,76,0.65782,69,0.49600,41,-0.3598,41,-0.3300,67,0.42989,61,0.27875
ENSG00000141646,SMAD4,33,0.01002,27,-0.3408,31,-0.0801,30,-0.1112,33,0.02108,24,-0.4453,28,-0.2535,60,1.01222
ENSG00000176624,MEX3C,15,-0.2950,13,-0.5587,13,-0.4621,17,-0.0544,23,0.40971,24,0.43808,22,0.30286,18,-0.0018
ENSG00000187323,DCC,7,-1.5269,15,-0.6083,27,0.42056,10,-1.1586,13,-0.7300,58,1.76057,32,0.71089,18,-0.2262
ENSG00000134046,MBD2,23,-0.1925,18,-0.5930,34,0.42232,39,0.66544,21,-0.3742,24,-0.1314,31,0.29920,30,0.23620
ENSG00000101751,POLI,25,0.34768,12,-0.8238,19,-0.0861,23,0.27438,18,-0.1987,27,0.48096,16,-0.2972,28,0.58785
ENSG00000041353,RAB27B,4,-2.8069,31,0.05813,37,0.32778,12,-1.3801,18,-0.8556,45,0.66640,45,0.68359,58,1.09471
ENSG00000196628,TCF4,441,-0.0322,382,-0.2917,826,1.01618,416,-0.1263,325,-0.5660,340,-0.4436,617,0.51421,448,-0.0069
ENSG00000091164,TXNL1,117,-0.0320,76,-0.7819,129,0.12183,97,-0.3221,114,-0.0879,165,0.53093,147,0.33966,160,0.47201
ENSG00000091157,WDR7,33,-1.3633,71,-0.2453,49,-0.7919,61,-0.4436,88,0.14243,145,0.96413,105,0.41150,102,0.36818
ENSG00000177511,ST8SIA3,22,-3.0255,131,-0.4180,110,-0.6496,146,-0.2052,199,0.32380,236,0.56550,227,0.50501,265,0.76815
ENSG00000119547,ONECUT2,0,-7.8551,8,-1.3545,17,-0.0962,30,0.83234,25,0.62824,5,-1.7098,13,-0.4576,48,1.69610
ENSG00000066926,FECH,16,-0.1576,9,-1.0247,6,-1.6215,16,-0.1726,24,0.57695,32,0.98277,22,0.37663,17,-0.0380
ENSG00000134440,NARS,151,-0.5770,119,-1.0208,345,0.76110,210,-0.0585,170,-0.4306,324,0.64985,296,0.50180,273,0.36599
ENSG00000049759,NEDD4L,35,-1.9792,104,-0.3714,123,-0.0786,128,-0.0142,126,-0.0379,115,-0.1808,197,0.69415,231,0.97106
ENSG00000172175,MALT1,14,-0.0723,14,-0.1687,12,-0.3415,10,-0.6021,21,0.65137,10,-0.5507,22,0.58025,12,-0.3784
ENSG00000074657,ZNF532,145,1.79237,40,-0.4522,60,0.23897,44,-0.2764,32,-0.8426,16,-1.7524,58,0.19069,52,0.01310
ENSG00000166562,SEC11C,140,0.49020,73,-0.5998,103,-0.0134,170,0.81741,97,-0.1212,91,-0.2078,63,-0.7852,130,0.36621
ENSG00000074695,LMAN1,84,1.03895,36,-0.3900,66,0.61078,61,0.49294,23,-1.1099,31,-0.5727,62,0.51730,28,-0.7222
ENSG00000101542,CDH20,38,0.89164,20,-0.1897,23,0.08558,67,1.96411,8,-1.5310,18,-0.2813,7,-1.6858,10,-1.2490
ENSG00000197563,PIGN,22,0.79145,7,-0.9685,12,-0.2195,29,1.29399,7,-1.1252,11,-0.3134,21,0.72320,11,-0.2711
ENSG00000134444,RELCH,34,-0.4173,23,-1.0990,33,-0.4835,40,-0.1540,37,-0.3488,87,1.11282,58,0.43438,74,0.83995
ENSG00000141664,ZCCHC2,38,0.26211,23,-0.5371,48,0.67201,10,-1.6854,26,-0.3594,34,0.09346,53,0.82621,38,0.26811
ENSG00000081913,PHLPP1,111,1.20392,53,-0.0468,51,-0.0945,126,1.44608,35,-0.7439,22,-1.3375,34,-0.7226,21,-1.4295
ENSG00000171791,BCL2,24,0.06434,30,0.49070,22,-0.0616,40,0.94392,17,-0.5055,18,-0.3704,12,-0.9110,18,-0.3741
ENSG00000119537,KDSR,126,1.13409,72,0.20417,59,-0.1242,73,0.20961,61,-0.0936,45,-0.5449,40,-0.7301,32,-1.0596
ENSG00000119541,VPS4B,54,0.12128,46,-0.1314,43,-0.2211,41,-0.3138,35,-0.6150,45,-0.1704,69,0.52441,84,0.87521
ENSG00000171451,DSEL,84,1.69981,26,-0.3475,45,0.56771,21,-0.6403,19,-0.8199,14,-1.2164,29,-0.1283,32,0.01069
ENSG00000166479,TMX3,22,-1.3304,33,-0.8296,46,-0.2571,52,-0.0564,55,0.04435,89,0.83132,82,0.69637,70,0.42954
ENSG00000150636,CCDC102B,68,2.18730,10,-1.0629,38,1.06930,7,-1.4794,8,-1.5108,4,-2.3866,21,0.09443,24,0.32544
ENSG00000206052,DOK6,34,-2.1043,186,0.59610,190,0.55190,146,0.12570,151,0.20165,33,-2.1263,125,-0.1213,151,0.17642
ENSG00000170677,SOCS6,31,0.84695,22,0.35634,15,-0.3526,17,-0.1365,13,-0.5579,14,-0.4185,13,-0.5636,24,0.39261
ENSG00000141668,CBLN2,12,-2.6641,34,-1.2233,28,-1.3867,72,0.04827,149,1.55499,54,-0.3994,57,-0.3319,112,0.77703
ENSG00000166342,NETO1,0,-7.9065,22,-0.6857,39,0.26842,29,-0.2084,23,-0.5979,44,0.46784,62,1.05900,65,1.13646
ENSG00000263958,AC091138.1,3,-2.4694,15,-0.1356,16,-0.0938,27,0.77984,16,-0.1256,16,-0.0661,27,0.77967,16,-0.0345
ENSG00000075336,TIMM21,38,0.11153,30,-0.3251,26,-0.5093,33,-0.1159,47,0.48648,45,0.37774,20,-0.8723,42,0.27197
ENSG00000166347,CYB5A,24,0.27870,15,-0.5011,20,-0.0391,36,0.91572,25,0.35797,18,-0.1825,10,-1.0438,16,-0.4082
ENSG00000133313,CNDP2,95,0.05852,79,-0.2656,65,-0.5395,128,0.53201,106,0.25122,91,-0.0126,61,-0.6293,110,0.28377
ENSG00000150656,CNDP1,247,5.15712,10,-1.7885,0,-7.0734,0,-5.5595,7,-2.2773,20,-0.6278,0,-5.3544,3,-3.2013
ENSG00000215421,ZNF407,35,0.78984,10,-1.3061,32,0.64652,13,-0.7875,20,-0.1309,19,-0.1889,32,0.66186,24,0.21456
ENSG00000180011,ZADH2,35,-0.6237,35,-0.6836,69,0.43488,45,-0.2548,55,0.07931,65,0.34436,64,0.30085,69,0.41876
ENSG00000179981,TSHZ1,45,0.01188,52,0.25632,53,0.25668,55,0.32082,29,-0.7429,48,0.09610,61,0.49278,26,-0.8275
ENSG00000130856,ZNF236,55,0.58120,57,0.74895,57,0.65255,23,-0.7620,30,-0.4367,13,-1.6775,33,-0.2084,28,-0.4706
ENSG00000197971,MBP,36331,4.39655,5368,0.06290,314,-4.1847,204,-4.8105,986,-2.6608,1734,-1.6825,220,-4.6989,339,-4.0739
ENSG00000263146,LINC01896,17,-0.6993,21,-0.4019,23,-0.2634,68,1.58469,46,1.04928,9,-1.6485,7,-1.9447,10,-1.4566
ENSG00000256463,SALL3,14,0.13284,12,-0.1430,15,0.25293,53,2.55313,7,-0.9528,3,-2.0184,3,-1.9019,3,-2.1032
ENSG00000166377,ATP9B,43,0.78936,12,-1.2501,21,-0.3575,31,0.27400,27,0.03722,13,-1.0766,36,0.49345,42,0.73521
ENSG00000122490,SLC66A2,22,-1.2978,68,0.53311,38,-0.4764,50,-0.0298,55,0.13824,72,0.56288,32,-0.7349,51,-0.0055
ENSG00000141759,TXNL4A,58,-0.8536,72,-0.5580,84,-0.2759,149,0.66199,134,0.54908,96,-0.0563,74,-0.4624,124,0.35412
ENSG00000101544,ADNP2,9,-1.2973,23,0.01837,26,0.25946,24,0.09389,11,-1.1793,26,0.21439,41,1.01536,30,0.48134
ENSG00000129946,SHC2,17,-1.3669,50,0.30342,15,-1.5802,53,0.35699,49,0.24534,60,0.56096,35,-0.2951,47,0.15437
ENSG00000141933,TPGS1,11,-1.7669,38,0.05758,27,-0.5054,55,0.64237,60,0.94041,34,-0.1142,25,-0.6235,21,-0.8797
ENSG00000099804,CDC34,14,-1.6893,32,-0.4613,27,-0.7183,48,0.21118,66,0.85289,47,0.17983,27,-0.6773,63,0.64425
ENSG00000172270,BSG,76,-1.8977,233,-0.2086,181,-0.5804,477,0.99906,308,0.29697,275,0.07537,217,-0.3008,314,0.29261
ENSG00000099822,HCN2,23,-1.3456,93,1.00497,46,-0.3058,57,0.04578,42,-0.4902,73,0.44196,37,-0.6350,50,-0.1741
ENSG00000099821,POLRMT,18,-0.8313,22,-0.5875,15,-1.1401,35,0.14738,48,0.77137,35,0.14888,28,-0.2015,46,0.59994
ENSG00000070423,RNF126,9,-1.8637,18,-0.8935,17,-0.9090,39,0.37933,53,1.07958,37,0.32556,24,-0.3773,38,0.33465
ENSG00000099864,PALM,81,-0.9951,242,0.88300,109,-0.5290,200,0.43737,197,0.46869,95,-0.7409,78,-1.0453,90,-0.8281
ENSG00000011304,PTBP1,11,-0.4134,19,0.47742,6,-1.3126,31,1.22238,9,-0.7345,15,0.03089,17,0.24571,10,-0.6267
ENSG00000129951,PLPPR3,3,-3.5839,39,0.04630,19,-1.0212,29,-0.3861,67,1.12167,39,0.06443,27,-0.4909,47,0.37157
ENSG00000175221,MED16,8,-1.7542,28,0.20098,18,-0.5137,34,0.45061,36,0.65786,29,0.18576,21,-0.3060,16,-0.7165
ENSG00000198858,R3HDM4,14,-1.0102,25,-0.1296,17,-0.7024,23,-0.2368,35,0.50691,15,-0.8301,39,0.63039,38,0.59754
ENSG00000065268,WDR18,13,-0.8180,21,-0.1211,9,-1.2742,22,0.01136,26,0.31941,34,0.70349,21,-0.0780,27,0.33527
ENSG00000182087,TMEM259,31,-0.6126,42,-0.1385,19,-1.3585,56,0.30787,62,0.54775,57,0.35871,54,0.25302,34,-0.4450
ENSG00000099817,POLR2E,34,-1.1398,65,-0.1507,46,-0.6687,70,-0.0036,84,0.31968,133,1.05661,45,-0.6964,80,0.20288
