Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000103932,RPAP1,16,0.14175,22,0.59020,16,0.06736,12,-0.3330,13,-0.2841
ENSG00000092445,TYRO3,87,-0.5362,116,0.07023,230,1.20136,71,-0.7366,134,0.38171
ENSG00000174197,MGA,37,-0.6207,104,1.22099,92,1.00559,63,0.43558,27,-1.0256
ENSG00000137802,MAPKBP1,11,-0.7209,42,1.65655,2,-2.7967,9,-0.8809,23,0.78009
ENSG00000166887,VPS39,45,0.13255,47,0.14041,42,-0.0340,29,-0.6389,47,0.18212
ENSG00000103978,TMEM87A,26,-0.5307,52,0.74008,44,0.45441,36,0.13813,32,-0.0296
ENSG00000092529,CAPN3,8,-1.1474,15,0.07716,0,-7.3110,28,1.24400,20,0.67057
ENSG00000103994,ZNF106,218,-0.0354,259,0.24669,415,1.02492,247,0.19067,133,-0.9176
ENSG00000180979,LRRC57,14,-0.7876,35,0.84859,22,0.13048,21,0.05951,25,0.38766
ENSG00000137814,HAUS2,19,-0.1562,21,0.10394,21,0.09377,20,-0.0370,21,0.14138
ENSG00000128881,TTBK2,164,0.42853,180,0.40019,166,0.27098,103,-0.5160,101,-0.5910
ENSG00000159459,UBR1,53,0.47343,69,0.68925,54,0.30465,28,-0.7913,30,-0.7057
ENSG00000166946,CCNDBP1,99,0.66602,72,-0.1042,53,-0.5760,54,-0.5939,67,-0.2724
ENSG00000168803,ADAL,25,0.03709,46,1.01246,23,-0.0730,29,0.28970,14,-0.9621
ENSG00000140265,ZSCAN29,15,0.23013,17,0.25808,11,-0.3187,16,0.19203,11,-0.4869
ENSG00000137822,TUBGCP4,37,0.05085,26,-0.5089,66,0.94841,28,-0.4637,35,-0.0875
ENSG00000067369,TP53BP1,98,0.32356,130,0.64912,98,0.18267,55,-0.7656,71,-0.3751
ENSG00000166963,MAP1A,1448,-0.5045,1488,-0.2985,2663,0.62701,3115,1.01613,1335,-0.5525
ENSG00000168781,PPIP5K1,24,0.13258,23,0.03028,17,-0.4832,15,-0.6488,28,0.37424
ENSG00000237289,CKMT1B,75,0.83158,108,1.07771,22,-1.3817,22,-1.5078,40,-0.6036
ENSG00000166762,CATSPER2,5,-1.7356,72,3.07753,0,-6.7831,11,-0.3431,13,0.01666
ENSG00000223572,CKMT1A,127,1.42857,50,-0.7342,50,-0.7077,23,-1.9361,60,-0.5263
ENSG00000167004,PDIA3,137,0.55181,84,-0.4279,154,0.51898,62,-0.9548,96,-0.2712
ENSG00000140264,SERF2,360,-0.1227,209,-0.9148,207,-0.9259,409,0.13197,504,0.57912
ENSG00000140259,MFAP1,66,0.18061,85,0.52227,92,0.64354,50,-0.3374,43,-0.6408
ENSG00000171877,FRMD5,17,0.09008,17,0.04124,23,0.50128,9,-1.0606,19,0.22980
ENSG00000166734,CASC4,95,-0.0356,89,-0.1337,105,0.12125,99,0.04408,98,0.01437
ENSG00000137770,CTDSPL2,22,-0.0192,46,1.14351,26,0.23543,19,-0.3143,16,-0.5630
ENSG00000179523,EIF3J-DT,27,0.08677,31,0.24222,20,-0.4109,27,0.04038,25,-0.1020
ENSG00000104131,EIF3J,142,-0.1399,191,0.37284,227,0.65449,184,0.35006,104,-0.6716
ENSG00000104133,SPG11,20,-0.2467,41,1.02472,14,-0.6412,19,-0.2101,23,0.11798
ENSG00000166710,B2M,76,-1.5026,76,-1.1270,38,-2.1518,260,0.90812,296,1.38714
ENSG00000185880,TRIM69,44,0.17520,22,-0.9512,21,-1.0494,44,0.10533,48,0.28979
ENSG00000140263,SORD,19,0.10373,9,-1.1010,31,0.82163,8,-1.3125,23,0.44508
ENSG00000138606,SHF,11,-0.7452,12,-0.3826,22,0.55929,13,-0.2840,23,0.85910
ENSG00000171766,GATM,39,-1.3586,47,-0.7190,50,-0.6310,102,0.53380,136,1.29441
ENSG00000104154,SLC30A4,17,0.04949,18,0.13387,15,-0.1358,18,0.16580,15,-0.2025
ENSG00000104164,BLOC1S6,113,-0.2522,136,0.12450,258,1.17840,118,-0.1122,105,-0.3424
ENSG00000137872,SEMA6D,31,0.36498,19,-0.5537,30,0.13638,22,-0.3894,26,-0.0840
ENSG00000104177,MYEF2,107,0.23828,173,0.93550,88,-0.1634,97,-0.0050,59,-0.8800
ENSG00000233932,CTXN2,24,0.34238,3,-2.6450,40,1.02488,13,-0.8023,21,0.01117
ENSG00000128951,DUT,130,0.23435,95,-0.3339,136,0.22229,76,-0.7286,129,0.16862
ENSG00000255302,EID1,581,0.15909,396,-0.4976,791,0.59454,391,-0.5606,558,0.04357
ENSG00000138593,SECISBP2L,177,0.02738,234,0.46516,338,1.07486,178,0.02725,96,-1.0680
ENSG00000166200,COPS2,101,0.50822,62,-0.4712,76,-0.1488,64,-0.4446,77,-0.1533
ENSG00000156958,GALK2,19,0.12059,43,1.39292,19,0.01669,14,-0.4203,11,-0.8515
ENSG00000104047,DTWD1,25,-0.4085,73,1.48701,52,0.89438,23,-0.4385,20,-0.6630
ENSG00000285410,GABPB1-IT1,20,-0.8084,36,0.36471,48,0.80570,29,0.02144,35,0.36016
ENSG00000244879,GABPB1-AS1,9,-1.8653,103,2.68405,7,-1.6472,34,0.72828,17,-0.5047
ENSG00000138592,USP8,139,0.40579,173,0.59269,122,0.03847,124,0.06171,64,-1.0930
ENSG00000092439,TRPM7,18,-0.1959,70,2.21744,5,-1.9229,19,-0.0220,10,-1.1472
ENSG00000138600,SPPL2A,9,-0.9457,26,1.03125,4,-1.5924,14,0.10499,20,0.79555
ENSG00000186417,GLDN,9,-0.7452,11,-0.2401,0,-4.9090,30,1.49731,14,0.11944
ENSG00000104093,DMXL2,156,0.42641,179,0.48237,97,-0.4746,102,-0.4319,110,-0.3525
ENSG00000104112,SCG3,534,0.53451,408,-0.1097,463,0.08985,305,-0.6032,366,-0.3331
ENSG00000140280,LYSMD2,116,0.39365,61,-0.7480,97,-0.0325,63,-0.7540,110,0.20016
ENSG00000128872,TMOD2,499,0.42628,375,-0.1954,379,-0.1780,401,-0.0994,348,-0.3702
ENSG00000138594,TMOD3,28,0.12265,32,0.28483,16,-0.7542,28,0.07075,26,-0.0931
ENSG00000166477,LEO1,46,0.08975,44,-0.0040,76,0.87111,41,-0.1331,33,-0.5238
ENSG00000069956,MAPK6,111,0.20891,107,0.06282,160,0.71678,81,-0.3977,82,-0.4217
ENSG00000069966,GNB5,218,0.43709,183,-0.0085,201,0.13928,113,-0.8168,171,-0.1378
ENSG00000197535,MYO5A,672,0.29790,681,0.20255,629,0.07626,682,0.22790,385,-0.8019
ENSG00000128989,ARPP19,697,-0.4158,729,-0.2066,1495,0.95309,780,-0.1122,907,0.16806
ENSG00000047346,FAM214A,27,-0.1957,60,1.15118,29,-0.0152,28,-0.0744,24,-0.3636
ENSG00000137766,UNC13C,72,-0.9271,69,-0.7311,114,0.05618,234,1.44799,104,-0.1128
ENSG00000137876,RSL24D1,163,0.57213,93,-0.5371,152,0.22253,92,-0.6061,113,-0.2919
ENSG00000260916,CCPG1,122,-0.1058,410,2.00723,80,-0.7171,100,-0.4028,76,-0.9220
ENSG00000256061,DNAAF4,11,-0.5943,44,1.81457,13,-0.2002,13,-0.2291,13,-0.2624
ENSG00000181827,RFX7,16,-0.0792,29,0.92306,7,-1.3234,14,-0.2719,18,0.16778
ENSG00000138587,MNS1,20,0.06099,29,0.62628,16,-0.3038,37,1.18121,5,-2.1612
ENSG00000137871,ZNF280D,62,0.12407,103,0.91023,77,0.42886,43,-0.5199,43,-0.5549
ENSG00000140262,TCF12,10,-0.8578,27,0.89800,9,-0.7954,21,0.54504,18,0.34030
ENSG00000128849,CGNL1,2,-2.7890,3,-1.7857,16,0.38204,42,2.62477,11,-0.2205
ENSG00000255529,POLR2M,41,0.10496,45,0.18738,16,-1.3456,38,-0.0874,44,0.21374
ENSG00000137845,ADAM10,38,0.01301,59,0.70885,46,0.29957,28,-0.4767,34,-0.1953
ENSG00000128923,MINDY2,77,-0.2471,145,0.85190,65,-0.4333,118,0.58365,65,-0.5102
ENSG00000157450,RNF111,46,0.16691,57,0.44235,63,0.58642,30,-0.6040,36,-0.3384
ENSG00000137776,SLTM,147,0.05851,185,0.40573,210,0.61639,164,0.23318,88,-0.8805
ENSG00000157470,FAM81A,99,-0.0797,104,0.02145,150,0.61137,89,-0.2321,100,-0.0404
ENSG00000140307,GTF2A2,75,0.33074,47,-0.5150,58,-0.1807,42,-0.7554,75,0.27063
ENSG00000140299,BNIP2,7,-1.3182,13,0.07425,11,-0.1763,16,0.41246,21,1.03175
ENSG00000128915,ICE2,15,-0.0534,43,1.72281,2,-2.7977,11,-0.5001,14,-0.2017
ENSG00000069667,RORA,42,0.55004,28,-0.3158,21,-0.7166,20,-0.8956,37,0.15918
ENSG00000129003,VPS13C,97,-0.0983,245,1.47218,85,-0.2662,98,-0.0559,67,-0.7359
ENSG00000171914,TLN2,220,0.88779,176,0.14419,144,-0.1687,92,-0.9173,108,-0.7143
ENSG00000140416,TPM1,182,0.11829,195,0.18201,289,0.82174,136,-0.4167,140,-0.4056
ENSG00000103642,LACTB,24,0.64516,25,0.41413,17,-0.1744,19,-0.0257,9,-1.2151
ENSG00000185088,RPS27L,79,0.01722,62,-0.3592,75,-0.0713,86,0.15602,80,0.01826
ENSG00000166128,RAB8B,29,0.18595,42,0.71665,17,-0.7028,20,-0.4452,26,-0.0720
ENSG00000103657,HERC1,280,0.55613,388,0.86336,210,-0.1242,134,-0.8756,155,-0.6969
ENSG00000166797,CIAO2A,18,0.35654,17,0.15661,16,0.03142,11,-0.4977,13,-0.2306
ENSG00000028528,SNX1,38,0.19459,51,0.57917,26,-0.4861,22,-0.7924,37,0.12198
ENSG00000166794,PPIB,103,0.34466,57,-0.7076,87,-0.0660,47,-1.0776,111,0.39801
ENSG00000169118,CSNK1G1,14,-0.2672,22,0.60829,30,1.08549,13,-0.2347,12,-0.4255
ENSG00000180357,ZNF609,17,-1.1933,43,0.55754,79,1.58512,51,0.96715,18,-0.9335
ENSG00000180304,OAZ2,126,0.18504,91,-0.4015,76,-0.6783,103,-0.2202,135,0.27349
ENSG00000166839,ANKDD1A,14,-0.8752,50,1.41773,29,0.50620,21,-0.0225,20,-0.0352
ENSG00000090487,SPG21,33,-0.0542,45,0.46136,37,0.14668,23,-0.6176,37,0.18244
ENSG00000103707,MTFMT,11,-0.2812,12,-0.1374,2,-2.5688,8,-0.6420,22,1.14753
ENSG00000090470,PDCD7,42,-0.3560,74,0.63982,71,0.57985,56,0.20548,42,-0.3202
ENSG00000166855,CLPX,56,0.50992,34,-0.4778,49,0.06640,35,-0.4644,41,-0.2329
ENSG00000074603,DPP8,122,0.35041,116,0.13062,137,0.39709,93,-0.2423,77,-0.5897
ENSG00000074696,HACD3,208,0.63236,161,-0.0356,127,-0.4028,89,-1.0161,157,-0.0877
ENSG00000174485,DENND4A,38,-0.0605,65,0.84033,56,0.59747,34,-0.2371,29,-0.5302
ENSG00000103769,RAB11A,250,0.58604,183,-0.1416,152,-0.4352,134,-0.6755,186,-0.1407
ENSG00000166938,DIS3L,33,0.58071,34,0.42622,13,-1.0760,16,-0.7979,24,-0.1572
ENSG00000169032,MAP2K1,185,0.03095,168,-0.1280,225,0.33220,137,-0.4850,199,0.17614
ENSG00000174446,SNAPC5,51,-0.1788,31,-0.8850,95,0.87457,46,-0.3247,63,0.26250
ENSG00000174444,RPL4,462,-0.7754,467,-0.5247,821,0.36032,995,0.76215,755,0.28158
ENSG00000166949,SMAD3,16,-0.7792,31,0.50506,48,1.20843,10,-1.3501,32,0.66326
ENSG00000103591,AAGAB,76,0.70486,57,-0.0625,64,0.14334,31,-1.0229,47,-0.4049
ENSG00000189227,C15orf61,39,-0.4291,28,-0.7998,42,-0.1812,40,-0.3059,74,0.94131
ENSG00000137764,MAP2K5,39,0.67906,16,-0.9174,29,-0.0546,20,-0.6640,27,-0.1744
ENSG00000033800,PIAS1,58,-0.2154,112,0.91107,126,1.11372,50,-0.4154,45,-0.6190
ENSG00000128973,CLN6,13,-0.0272,12,-0.0731,17,0.39088,14,0.09450,12,-0.1918
ENSG00000169018,FEM1B,144,0.19605,142,0.09481,107,-0.3474,127,-0.0855,126,-0.1081
ENSG00000103647,CORO2B,103,0.43093,89,0.03233,102,0.24691,61,-0.5967,74,-0.3246
ENSG00000140350,ANP32A,95,-0.2777,135,0.36972,131,0.32009,139,0.46235,88,-0.3599
ENSG00000138604,GLCE,21,-0.1892,25,0.13023,37,0.74379,17,-0.5307,25,0.15441
ENSG00000137818,RPLP1,885,-0.9386,677,-1.0675,1212,-0.1791,2151,0.84132,1896,0.68433
ENSG00000140332,TLE3,9,-1.0498,16,0.13355,24,0.82727,15,0.10045,19,0.61094
ENSG00000137831,UACA,3,-3.0725,37,1.21326,6,-1.5827,57,2.52686,13,-0.5760
ENSG00000166173,LARP6,103,0.35522,58,-0.6834,87,-0.0552,64,-0.5662,97,0.14648
ENSG00000137821,LRRC49,76,0.80846,71,0.35194,55,-0.0442,35,-0.8162,35,-0.8368
ENSG00000066933,MYO9A,106,0.09191,183,0.93708,219,1.25203,73,-0.5709,50,-1.2507
ENSG00000067225,PKM,1159,0.94960,660,-0.3617,657,-0.3698,252,-1.9091,793,-0.0947
ENSG00000137817,PARP6,46,-0.1126,55,0.20485,31,-0.6794,44,-0.1861,59,0.39068
ENSG00000140488,CELF6,20,-0.5038,22,-0.2355,49,1.06744,18,-0.5945,32,0.47317
ENSG00000213614,HEXA,31,-0.0376,61,1.09091,35,0.20026,20,-0.6860,28,-0.2217
ENSG00000166233,ARIH1,73,0.34589,95,0.64176,53,-0.2666,51,-0.3547,49,-0.4657
ENSG00000140463,BBS4,24,0.65825,22,0.23299,18,-0.0566,13,-0.6273,13,-0.6169
ENSG00000159322,ADPGK,17,-0.2535,23,0.33508,13,-0.5599,14,-0.4996,26,0.63080
ENSG00000067141,NEO1,15,-0.6635,25,0.26845,9,-1.2660,26,0.39304,29,0.66700
ENSG00000156642,NPTN,558,0.35933,578,0.27435,471,-0.0487,297,-0.8186,467,-0.0768
ENSG00000205363,INSYN1,9,-0.4864,9,-0.4461,5,-1.1949,19,0.83671,14,0.35152
ENSG00000067221,STOML1,61,0.02140,59,-0.0517,52,-0.2332,34,-0.9258,81,0.57663
ENSG00000129009,ISLR,10,-0.6060,48,2.09658,2,-2.7322,24,0.97708,5,-1.5118
ENSG00000138623,SEMA7A,54,0.35891,60,0.39982,42,-0.1557,26,-0.9742,46,-0.0234
ENSG00000138629,UBL7,115,0.37277,85,-0.2556,124,0.33786,49,-1.1704,106,0.10644
ENSG00000179335,CLK3,19,0.36312,20,0.31590,10,-0.6932,11,-0.6166,16,0.00694
ENSG00000179151,EDC3,19,0.48997,9,-0.8575,8,-0.9679,9,-0.8473,19,0.41025
ENSG00000103653,CSK,18,-0.0990,15,-0.3339,9,-1.1005,21,0.12312,24,0.45156
ENSG00000140474,ULK3,37,0.01957,67,0.97335,9,-2.0529,29,-0.3645,40,0.16955
ENSG00000178802,MPI,52,0.53275,39,-0.1375,22,-1.0207,23,-1.0154,48,0.24059
ENSG00000178761,FAM219B,45,-0.0491,53,0.24525,30,-0.6650,29,-0.7692,61,0.59620
ENSG00000178741,COX5A,403,0.34256,177,-1.0613,239,-0.6049,253,-0.5630,435,0.41279
ENSG00000178718,RPP25,14,-0.0335,10,-0.5566,1,-3.0150,7,-1.0956,25,1.20224
ENSG00000198794,SCAMP5,308,0.12721,299,0.03232,265,-0.1571,205,-0.5965,333,0.25445
ENSG00000140365,COMMD4,42,0.50680,23,-0.6299,36,0.06973,16,-1.2192,38,0.18356
ENSG00000140398,NEIL1,10,-0.5174,52,2.51668,1,-3.2077,8,-0.7640,10,-0.3282
ENSG00000140400,MAN2C1,23,-0.3712,56,1.20287,14,-0.9217,21,-0.3649,31,0.29999
ENSG00000169375,SIN3A,23,0.48695,18,-0.1609,24,0.33415,16,-0.3204,14,-0.5671
ENSG00000169410,PTPN9,22,0.05891,20,-0.1243,25,0.25584,15,-0.5937,24,0.23281
ENSG00000169371,SNUPN,41,0.46934,32,-0.0976,32,-0.0869,17,-1.0739,35,0.06748
ENSG00000177971,IMP3,76,0.34467,40,-0.7634,71,0.10083,34,-1.0972,80,0.35722
ENSG00000140367,UBE2Q2,42,0.08816,33,-0.3461,32,-0.3612,53,0.46607,36,-0.2485
ENSG00000167196,FBXO22,28,-0.3548,141,2.63834,9,-1.8136,22,-0.5882,17,-1.0632
ENSG00000140374,ETFA,53,0.43077,41,-0.1369,36,-0.3178,30,-0.6520,45,0.01706
ENSG00000140386,SCAPER,90,-0.1149,114,0.30079,137,0.59918,121,0.43761,63,-0.7264
ENSG00000117906,RCN2,199,0.35731,164,-0.0940,121,-0.5651,99,-0.9239,202,0.29633
ENSG00000140391,TSPAN3,346,0.53331,283,-0.0053,234,-0.2997,152,-1.0208,284,0.00119
ENSG00000173517,PEAK1,36,-0.2851,90,1.29219,74,0.95402,35,-0.2552,25,-0.8607
ENSG00000140382,HMG20A,42,-0.1175,38,-0.2019,52,0.27187,49,0.17845,43,-0.0287
ENSG00000169783,LINGO1,228,0.40816,166,-0.2488,294,0.65961,110,-0.9384,173,-0.2221
ENSG00000136425,CIB2,10,-0.2815,8,-0.5510,5,-1.2250,16,0.59331,14,0.37772
ENSG00000166411,IDH3A,133,0.54846,117,0.12157,75,-0.5740,74,-0.6244,98,-0.1853
ENSG00000103740,ACSBG1,5,-1.9622,17,0.28745,14,-0.0216,29,1.29272,19,0.59041
ENSG00000140403,DNAJA4,123,0.11305,84,-0.5262,111,-0.0882,95,-0.3701,138,0.30728
ENSG00000140395,WDR61,66,0.34110,71,0.32376,47,-0.3079,29,-1.1130,62,0.14841
ENSG00000136381,IREB2,43,0.11294,51,0.32651,38,-0.1461,32,-0.4283,42,0.05000
ENSG00000041357,PSMA4,192,0.72594,129,-0.2161,189,0.38790,70,-1.2098,118,-0.4154
ENSG00000185787,MORF4L1,918,0.21022,702,-0.2884,819,-0.0494,916,0.14104,733,-0.2678
ENSG00000103811,CTSH,2,-3.3450,5,-1.5207,2,-2.8657,13,-0.1967,45,3.11443
ENSG00000058335,RASGRF1,161,0.30718,109,-0.4269,204,0.56249,82,-0.9113,145,0.02320
ENSG00000166557,TMED3,47,0.52198,44,0.20066,28,-0.4794,13,-1.6487,43,0.20731
ENSG00000086666,ZFAND6,37,-0.1037,39,-0.0048,22,-0.8500,46,0.30589,42,0.16016
ENSG00000172379,ARNT2,202,-0.0949,135,-0.6769,312,0.63577,112,-1.0362,279,0.58159
ENSG00000136379,ABHD17C,11,-0.6671,22,0.56232,24,0.66756,18,0.24900,16,0.02433
ENSG00000117899,MESD,35,0.04571,43,0.37523,26,-0.4365,48,0.60756,23,-0.6658
ENSG00000140406,TLNRD1,20,-0.1529,23,0.14217,12,-0.8628,28,0.48567,21,0.00990
ENSG00000182774,RPS17,300,-0.7469,242,-0.8446,375,-0.1745,568,0.54275,593,0.71155
ENSG00000214575,CPEB1,35,-0.0486,63,0.91656,33,-0.1263,27,-0.4737,35,-0.0601
ENSG00000103723,AP3B2,105,0.55775,108,0.37808,92,0.12010,32,-1.5851,78,-0.1631
ENSG00000156232,WHAMM,17,-0.4392,36,0.85718,18,-0.2271,27,0.41291,20,-0.1484
ENSG00000103942,HOMER2,19,-0.6161,17,-0.6305,25,-0.0507,52,1.35339,21,-0.3459
ENSG00000169609,C15orf40,22,-0.0896,29,0.37749,31,0.45183,27,0.25974,17,-0.5167
ENSG00000064726,BTBD1,70,0.48762,30,-1.0276,76,0.41651,34,-0.8788,58,0.00484
ENSG00000136404,TM6SF1,85,0.90373,72,0.24792,13,-2.3435,42,-0.6338,49,-0.4257
ENSG00000166503,HDGFL3,255,-0.2088,293,0.07771,333,0.28245,329,0.29095,261,-0.1230
ENSG00000140600,SH3GL3,92,0.17164,86,-0.0021,79,-0.1411,103,0.31903,67,-0.4595
ENSG00000177082,WDR73,13,-0.2703,29,1.08143,10,-0.5856,8,-0.9411,19,0.46596
ENSG00000140612,SEC11A,23,-0.0323,13,-0.8934,23,-0.0337,26,0.17090,26,0.19924
ENSG00000166716,ZNF592,12,-0.3024,19,0.51353,5,-1.4551,11,-0.4197,20,0.73106
ENSG00000073417,PDE8A,7,-1.2311,30,1.28958,2,-2.6769,21,0.76169,17,0.48184
ENSG00000170776,AKAP13,42,-0.0914,55,0.37085,65,0.63906,62,0.64039,23,-1.1348
ENSG00000140538,NTRK3,90,-0.3897,167,0.73269,286,1.67218,53,-1.1429,88,-0.3417
ENSG00000259494,MRPL46,39,0.27902,24,-0.5999,16,-1.2000,24,-0.6307,46,0.54146
ENSG00000181991,MRPS11,79,0.47535,45,-0.5891,73,0.15288,45,-0.6483,63,-0.0795
ENSG00000140545,MFGE8,55,1.19093,18,-1.0753,12,-1.6296,24,-0.7097,29,-0.4036
ENSG00000140526,ABHD2,90,-0.0233,100,0.15437,110,0.30086,72,-0.3842,95,0.08946
ENSG00000140521,POLG,31,0.01513,38,0.34949,24,-0.4120,26,-0.3144,34,0.18263
ENSG00000255571,MIR9-3HG,12,-0.1109,34,1.63014,4,-1.5908,10,-0.3947,11,-0.2329
ENSG00000166823,MESP1,48,0.03987,24,-0.9914,37,-0.3651,31,-0.6808,67,0.72994
ENSG00000157823,AP3S2,47,-0.0304,47,-0.0246,37,-0.4119,46,-0.0478,54,0.22492
ENSG00000242498,ARPIN,11,-0.5942,12,-0.2679,11,-0.3385,19,0.50958,18,0.49703
ENSG00000259291,ZNF710-AS1,8,-1.8964,8,-1.3129,27,0.40595,34,0.91522,35,1.13318
ENSG00000182054,IDH2,35,-0.9923,37,-0.6406,118,1.22491,45,-0.3433,83,0.81270
ENSG00000185043,CIB1,28,-0.5242,22,-0.7157,63,0.95163,37,0.10327,41,0.28850
ENSG00000182768,NGRN,586,0.00127,415,-0.5340,571,-0.0396,527,-0.1811,686,0.31302
ENSG00000140575,IQGAP1,10,-0.8756,48,1.83936,4,-1.9589,22,0.57766,14,-0.2275
ENSG00000140564,FURIN,15,-0.4989,9,-1.1516,20,0.06730,24,0.42502,25,0.53908
ENSG00000196547,MAN2A2,70,0.38110,70,0.22418,23,-1.4427,41,-0.6586,67,0.20272
ENSG00000184508,HDDC3,27,-0.0742,10,-1.5722,27,-0.0802,21,-0.4839,41,0.76636
ENSG00000140553,UNC45A,27,0.42806,41,0.91764,6,-1.8890,6,-1.9635,27,0.29769
ENSG00000184056,VPS33B,31,1.07719,33,0.69243,5,-1.9972,9,-1.4253,15,-0.6103
ENSG00000185518,SV2B,436,0.68934,382,0.18703,279,-0.3051,195,-0.9131,280,-0.3580
ENSG00000176463,SLCO3A1,31,0.32625,31,0.16884,9,-1.6384,32,0.29151,23,-0.3281
ENSG00000185442,FAM174B,30,1.04796,11,-0.9625,14,-0.6226,10,-1.1770,18,-0.2230
ENSG00000272888,LINC01578,57,-0.7284,68,-0.2249,63,-0.3590,97,0.36566,112,0.72662
ENSG00000173575,CHD2,132,-0.2665,230,0.71278,224,0.67189,192,0.46539,91,-0.8631
ENSG00000182175,RGMA,19,-0.4910,40,0.86079,5,-2.2577,23,-0.0522,32,0.63428
ENSG00000248441,LINC01197,18,-0.2593,37,0.99574,44,1.26445,12,-0.7780,15,-0.5154
ENSG00000185551,NR2F2,3,-2.6827,16,0.33601,12,-0.1671,20,0.74944,25,1.41412
ENSG00000140450,ARRDC4,12,-0.4104,15,0.02750,17,0.22557,16,0.16376,17,0.26879
ENSG00000140443,IGF1R,36,-0.2380,70,0.90012,36,-0.1511,49,0.35601,31,-0.4306
ENSG00000182253,SYNM,81,-0.4210,112,0.21260,153,0.71633,95,-0.0499,104,0.11283
ENSG00000068305,MEF2A,137,-0.0438,165,0.25727,250,0.93900,114,-0.3450,116,-0.3419
ENSG00000154237,LRRK1,28,0.58894,25,0.15601,6,-1.8784,13,-0.8858,24,0.13755
ENSG00000131871,SELENOS,37,0.40607,45,0.53379,19,-0.7929,25,-0.4226,28,-0.2600
ENSG00000131876,SNRPA1,60,0.33021,44,-0.2535,62,0.25603,20,-1.5077,61,0.30980
ENSG00000184277,TM2D3,156,0.51963,134,0.06872,112,-0.2076,66,-1.0867,127,-0.0155
ENSG00000185418,TARSL2,63,0.36797,94,0.86869,51,-0.1224,44,-0.3592,36,-0.7437
ENSG00000161980,POLR3K,43,0.42109,25,-0.6020,27,-0.4843,29,-0.3712,38,0.07371
ENSG00000161981,SNRNP25,141,0.07689,75,-0.9168,120,-0.2128,162,0.29404,140,0.03613
ENSG00000103152,MPG,55,0.28170,47,-0.0801,45,-0.1357,26,-1.0167,57,0.29095
ENSG00000103148,NPRL3,18,-0.5989,33,0.48308,13,-0.8796,26,0.11795,33,0.63685
ENSG00000188536,HBA2,26,-0.1319,5,-2.3855,0,-8.6348,46,0.92896,35,0.44596
ENSG00000206172,HBA1,21,0.49624,10,-0.7812,0,-8.0090,24,0.57118,15,-0.2540
ENSG00000086506,HBQ1,18,0.31003,8,-1.0079,8,-1.0537,15,-0.0641,18,0.25493
ENSG00000007392,LUC7L,48,-0.3619,109,1.08618,56,-0.0070,42,-0.4838,61,0.17111
ENSG00000167930,FAM234A,14,-0.1057,18,0.28039,11,-0.4603,12,-0.3012,18,0.36240
ENSG00000076344,RGS11,11,-1.0483,71,2.31340,5,-1.7860,11,-0.7864,23,0.37946
ENSG00000242173,ARHGDIG,306,-0.0573,212,-0.6013,257,-0.3087,345,0.16961,356,0.25378
ENSG00000185615,PDIA2,11,-0.5294,49,2.05953,1,-3.4744,11,-0.4972,15,0.09025
ENSG00000086504,MRPL28,116,0.09831,86,-0.3928,168,0.66259,79,-0.5749,115,0.05910
ENSG00000103202,NME4,13,-1.1534,21,-0.1386,7,-1.7261,27,0.27626,42,1.34743
ENSG00000090565,RAB11FIP3,24,-0.7024,36,0.13463,17,-0.9507,38,0.26941,48,0.78638
ENSG00000007541,PIGQ,20,-0.4143,40,0.78350,16,-0.6282,23,-0.1394,30,0.40709
ENSG00000197562,RAB40C,41,-0.0293,41,-0.0151,43,0.03074,30,-0.5566,50,0.36980
ENSG00000130731,METTL26,218,0.14186,102,-1.0713,209,0.01955,135,-0.7083,267,0.52628
ENSG00000172366,MCRIP2,32,-0.3022,32,-0.2158,38,0.04979,41,0.17897,43,0.29302
ENSG00000140983,RHOT2,37,0.04937,59,0.77294,31,-0.2352,24,-0.7093,38,0.07486
ENSG00000103269,RHBDL1,23,-0.2271,39,0.72685,14,-0.9105,14,-0.9561,35,0.69614
ENSG00000103266,STUB1,209,-0.1938,138,-0.7676,184,-0.3255,241,0.10222,291,0.50093
ENSG00000161999,JMJD8,22,-0.4495,26,-0.0908,16,-0.7670,21,-0.4630,44,1.00309
ENSG00000127580,WDR24,13,-0.1355,8,-0.9237,4,-1.6338,17,0.30155,19,0.58945
ENSG00000127585,FBXL16,259,-1.1764,272,-0.7772,646,0.58144,658,0.68874,622,0.66618
ENSG00000103260,METRN,43,-2.2130,70,-1.0087,157,0.23677,213,0.83402,251,1.37511
ENSG00000103254,ANTKMT,119,-0.0615,57,-1.1699,150,0.32189,89,-0.5282,162,0.56981
ENSG00000103253,HAGHL,46,0.01728,48,0.06500,41,-0.1588,32,-0.6098,55,0.37911
ENSG00000103245,CIAO3,23,0.07704,18,-0.2740,21,-0.0739,14,-0.6816,27,0.43067
ENSG00000007376,RPUSD1,14,0.07976,9,-0.6237,9,-0.6066,11,-0.4323,18,0.55482
ENSG00000103227,LMF1,13,-0.3946,16,0.06134,20,0.36815,9,-0.8108,22,0.71688
