Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000125995,ROMO1,182,0.18287,173,0.09601,242,0.63890,284,0.90768,75,-1.1689,139,-0.2664,150,-0.1228,136,-0.2803,167,0.04186,131,-0.3640
ENSG00000131051,RBM39,440,0.98145,326,0.48180,202,-0.2741,108,-1.2296,319,0.44876,260,0.13673,268,0.16659,161,-0.6256,162,-0.6151,192,-0.3821
ENSG00000025293,PHF20,88,-0.1257,54,-0.8823,107,0.17403,64,-0.6149,130,0.48693,147,0.78382,138,0.58679,102,0.10148,47,-1.0814,62,-0.7287
ENSG00000171222,SCAND1,108,-0.4062,84,-0.7941,146,0.06822,154,0.15119,122,-0.2200,147,0.07949,166,0.26508,150,0.10348,115,-0.3025,172,0.36039
ENSG00000260032,NORAD,512,-0.4961,476,-0.6083,616,-0.2120,833,0.26455,622,-0.1960,830,0.28731,744,0.08492,771,0.14060,791,0.18207,718,0.03137
ENSG00000088367,EPB41L1,136,-0.7052,197,-0.1338,263,0.31888,301,0.53978,237,0.15263,255,0.30039,137,-0.6916,174,-0.3298,238,0.16277,193,-0.1852
ENSG00000080845,DLGAP4,37,-1.4929,76,-0.4082,162,0.79839,106,0.10719,94,-0.0709,97,-0.0338,125,0.37706,67,-0.6088,81,-0.3017,122,0.36895
ENSG00000101084,RAB5IF,33,-0.9986,48,-0.4624,70,0.12020,80,0.34576,28,-1.2421,49,-0.4738,92,0.55809,90,0.52580,81,0.36090,77,0.32084
ENSG00000101079,NDRG3,52,-2.1444,78,-1.5432,163,-0.4348,192,-0.1811,153,-0.5254,194,-0.1803,283,0.43159,407,1.03508,203,-0.0903,334,0.79791
ENSG00000149639,SOGA1,75,1.91806,21,-0.1963,20,-0.2925,17,-0.4917,25,0.07920,17,-0.5907,27,0.19418,15,-0.6854,13,-0.9726,21,-0.2482
ENSG00000101347,SAMHD1,46,0.32244,63,0.85417,48,0.40516,36,-0.0405,49,0.43194,27,-0.5122,37,-0.0039,39,0.05724,14,-1.4934,30,-0.3568
ENSG00000118705,RPN2,59,-0.4092,102,0.45549,55,-0.5069,44,-0.8444,79,0.03451,85,0.16833,105,0.49023,68,-0.2023,62,-0.3268,90,0.26761
ENSG00000101363,MANBAL,47,-0.5665,43,-0.6963,53,-0.3672,70,0.05214,40,-0.7899,49,-0.5162,67,0.00010,83,0.32274,91,0.48398,108,0.85903
ENSG00000166619,BLCAP,70,-1.3417,74,-1.2533,156,-0.1321,202,0.27832,161,-0.0762,160,-0.1013,220,0.41338,154,-0.1548,200,0.25960,239,0.61571
ENSG00000053438,NNAT,75,-1.1895,84,-1.0154,189,0.22408,135,-0.3057,192,0.24654,108,-0.6941,241,0.61416,134,-0.3096,302,0.99087,200,0.35108
ENSG00000132792,CTNNBL1,29,-0.3390,14,-1.4202,36,-0.0264,31,-0.2658,64,0.89965,33,-0.1896,38,0.06528,25,-0.5613,47,0.39626,45,0.33906
ENSG00000132821,VSTM2L,7,-3.9808,26,-2.1191,134,0.31958,93,-0.2446,65,-0.7946,135,0.37233,267,1.48571,167,0.68459,82,-0.4371,99,-0.1598
ENSG00000101407,TTI1,8,-0.8452,13,-0.1165,15,0.12307,6,-1.3214,15,0.12346,11,-0.4085,20,0.53178,22,0.73180,12,-0.2488,18,0.40894
ENSG00000101413,RPRD1B,17,-0.3978,10,-1.2681,21,-0.0876,19,-0.2440,19,-0.2961,19,-0.3085,19,-0.2401,26,0.18612,26,0.23128,38,0.95497
ENSG00000170471,RALGAPB,55,0.18038,16,-1.6399,38,-0.4050,46,-0.1254,59,0.28940,49,-0.0041,51,0.05073,59,0.28897,34,-0.5540,67,0.54998
ENSG00000101438,SLC32A1,6,-2.1422,7,-1.9221,30,0.20263,61,1.34742,11,-1.3013,47,1.02204,4,-2.7554,12,-1.1963,6,-2.1855,45,0.94766
ENSG00000101445,PPP1R16B,120,0.46290,85,-0.0790,155,0.88427,90,0.00196,49,-0.9230,81,-0.1680,76,-0.2599,70,-0.3720,141,0.72850,63,-0.5757
ENSG00000204103,MAFB,2,-3.7502,1,-3.8832,25,-0.0358,57,1.29939,18,-0.5751,50,1.24593,9,-1.6176,6,-2.0185,6,-2.0520,42,0.89767
ENSG00000198900,TOP1,155,-0.1248,162,-0.0505,159,-0.0838,84,-1.0548,284,0.85124,250,0.72519,185,0.15908,124,-0.4664,95,-0.8774,132,-0.4076
ENSG00000124181,PLCG1,37,0.31965,39,0.42315,31,0.04789,32,0.10379,22,-0.4612,27,-0.1394,31,0.04911,17,-0.8138,30,0.02336,32,0.12658
ENSG00000174306,ZHX3,90,0.36938,155,1.27679,90,0.37880,48,-0.6018,78,0.13683,88,0.37413,64,-0.1739,42,-0.8143,48,-0.6032,32,-1.2972
ENSG00000124177,CHD6,185,0.30140,190,0.34899,153,0.00640,133,-0.2089,215,0.54551,198,0.46567,128,-0.2782,133,-0.2086,61,-1.3869,118,-0.4324
ENSG00000196090,PTPRT,15,-2.9343,14,-3.0312,37,-1.6638,150,0.45711,226,1.13575,125,0.17552,33,-1.8387,171,0.67030,63,-0.8837,196,1.02681
ENSG00000233508,AL021395.1,5,-1.5821,1,-3.8802,6,-1.3816,21,0.42446,30,1.03848,16,0.02873,9,-0.7537,11,-0.5781,11,-0.5419,31,1.28596
ENSG00000124193,SRSF6,61,0.33674,57,0.23792,34,-0.5807,30,-0.7728,41,-0.2878,46,-0.1062,65,0.44638,38,-0.3909,37,-0.4314,68,0.56367
ENSG00000101052,IFT52,31,1.02379,16,0.02867,19,0.22085,6,-1.3491,21,0.39045,7,-1.2121,20,0.36133,12,-0.4049,16,0.03273,18,0.22091
ENSG00000124191,TOX2,5,-2.0884,4,-2.2694,4,-2.3300,30,0.63876,23,0.21526,30,0.72542,10,-0.9764,37,1.00027,5,-1.8957,30,0.75970
ENSG00000132823,OSER1,18,-0.4723,40,0.79401,21,-0.2210,18,-0.4146,20,-0.2814,21,-0.2324,24,-0.0413,15,-0.6866,33,0.49838,30,0.34564
ENSG00000223891,OSER1-DT,38,0.53568,13,-1.0693,24,-0.1716,38,0.54343,35,0.40150,20,-0.4660,18,-0.5978,20,-0.4089,41,0.69354,27,0.01122
ENSG00000124194,GDAP1L1,17,-1.8882,19,-1.7135,69,0.19886,68,0.17474,92,0.65021,60,-0.0285,96,0.72106,66,0.13605,73,0.28636,55,-0.1607
ENSG00000197296,FITM2,10,-1.2434,10,-1.2816,17,-0.5273,42,0.89691,19,-0.3549,28,0.27060,20,-0.2293,43,0.97455,15,-0.7115,26,0.19231
ENSG00000124120,TTPAL,16,-0.9329,31,0.10805,19,-0.6377,20,-0.5684,24,-0.2695,40,0.56170,22,-0.4524,49,0.82666,20,-0.5459,34,0.27216
ENSG00000132824,SERINC3,290,-0.0863,100,-1.7019,182,-0.8035,229,-0.4543,374,0.31634,258,-0.2923,581,1.04605,426,0.52696,319,0.06209,330,0.13036
ENSG00000168734,PKIG,30,-1.8105,77,-0.4085,217,1.27501,102,0.03373,53,-0.9601,126,0.40877,178,0.93305,57,-0.8756,125,0.34878,55,-0.9835
ENSG00000101098,RIMS4,7,-2.1504,18,-0.8379,75,1.47224,54,0.89146,12,-1.3723,31,0.02801,25,-0.2885,13,-1.3198,43,0.52509,30,-0.0447
ENSG00000166913,YWHAB,864,-0.9757,647,-1.4089,1183,-0.4974,1233,-0.4344,2588,0.74631,1762,0.13637,1834,0.18669,1920,0.25974,1669,0.03718,2048,0.40524
ENSG00000025772,TOMM34,17,-1.3679,12,-1.8401,36,-0.2521,45,0.07479,16,-1.4926,35,-0.3365,85,1.11136,132,1.91438,32,-0.4621,34,-0.3752
ENSG00000101109,STK4,26,-0.6465,19,-1.1242,35,-0.2208,15,-1.4604,54,0.48337,68,0.98704,40,0.02165,48,0.30186,30,-0.4344,37,-0.1158
ENSG00000124134,KCNS1,6,-3.2748,6,-3.1786,53,-0.0242,49,-0.1410,10,-2.4251,54,0.03149,143,1.65041,166,1.93461,29,-0.9070,35,-0.6943
ENSG00000124145,SDC4,27,-0.0865,241,4.60968,26,-0.1500,6,-2.3038,7,-2.0012,5,-2.5969,15,-0.9453,1,-4.5029,1,-4.4898,5,-2.6622
ENSG00000204070,SYS1,15,-0.2111,21,0.32616,20,0.30518,11,-0.6408,7,-1.2902,13,-0.4257,19,0.20305,15,-0.2192,12,-0.4795,28,0.92328
ENSG00000244274,DBNDD2,1550,3.81280,204,-0.1826,65,-1.9122,180,-0.3807,64,-1.9213,61,-2.1006,70,-1.7865,117,-1.0320,139,-0.7729,123,-1.0279
ENSG00000124155,PIGT,164,1.66668,40,-0.6421,46,-0.4372,42,-0.5538,45,-0.4629,34,-0.9388,59,-0.0424,76,0.36940,67,0.15668,60,-0.0155
ENSG00000101457,DNTTIP1,13,-0.7182,23,0.20238,23,0.14699,16,-0.3407,21,0.06036,14,-0.6221,36,0.90332,16,-0.3401,15,-0.5228,27,0.50513
ENSG00000124104,SNX21,11,-1.3266,37,0.51975,48,0.92602,28,0.05505,15,-0.8257,31,0.23586,20,-0.4470,38,0.55139,18,-0.5721,22,-0.3088
ENSG00000101473,ACOT8,36,-0.9461,47,-0.5457,49,-0.4785,82,0.30290,44,-0.6543,73,0.14573,77,0.21420,97,0.58723,45,-0.6290,92,0.55717
ENSG00000064601,CTSA,24,-1.4125,56,-0.0998,29,-1.1275,53,-0.1866,39,-0.6689,37,-0.7813,120,1.11903,124,1.18737,47,-0.3832,78,0.45331
ENSG00000100982,PCIF1,21,0.41682,8,-1.0256,19,0.24281,27,0.83546,4,-1.8396,8,-1.0295,28,0.88089,17,0.08680,18,0.17264,17,0.07420
ENSG00000198026,ZNF335,3,-2.5749,13,-0.4223,18,0.00802,28,0.73965,10,-0.8578,16,-0.1598,32,0.96601,14,-0.3240,22,0.34996,19,0.17253
ENSG00000124140,SLC12A5,39,-3.0301,60,-2.3855,273,-0.1204,236,-0.3475,275,-0.1130,363,0.36661,432,0.61078,407,0.51137,346,0.25175,374,0.42094
ENSG00000124160,NCOA5,26,0.52499,26,0.54051,8,-1.1838,17,-0.1156,15,-0.3205,15,-0.3858,27,0.62524,17,-0.1435,11,-0.7652,22,0.33327
ENSG00000149654,CDH22,0,-8.8238,1,-4.9810,70,0.93724,32,-0.2942,6,-2.7786,58,0.70662,99,1.52980,89,1.34036,9,-2.1470,25,-0.7644
ENSG00000080189,SLC35C2,12,-1.2766,23,-0.2374,25,-0.1343,28,0.04048,32,0.23041,28,0.01683,38,0.50829,23,-0.2889,27,-0.0328,33,0.32387
ENSG00000062598,ELMO2,33,-0.3204,38,-0.0784,23,-0.8299,34,-0.2407,21,-1.0112,38,-0.1083,64,0.73450,36,-0.1564,53,0.42912,53,0.47287
ENSG00000101040,ZMYND8,122,-0.0737,110,-0.2412,108,-0.2595,54,-1.3173,196,0.68271,174,0.54643,153,0.27972,95,-0.4685,84,-0.6546,134,0.07741
ENSG00000124151,NCOA3,32,0.92472,12,-0.6440,17,-0.1063,23,0.36613,24,0.46944,20,0.20981,7,-1.3548,16,-0.2091,5,-1.7220,20,0.14782
ENSG00000196562,SULF2,39,0.32293,52,0.77710,17,-0.9835,46,0.57937,30,-0.0728,15,-1.2078,3,-3.2331,66,1.18046,25,-0.3452,37,0.25903
ENSG00000124126,PREX1,291,3.04542,87,0.70710,42,-0.4330,58,0.05461,16,-1.8893,28,-1.1496,27,-1.1254,13,-2.1339,38,-0.5994,23,-1.4295
ENSG00000124198,ARFGEF2,26,-1.3144,19,-1.7421,41,-0.6058,45,-0.4844,83,0.48999,49,-0.3830,68,0.16883,105,0.87017,74,0.29704,88,0.65122
ENSG00000124207,CSE1L,58,-0.1102,24,-1.4406,24,-1.4295,50,-0.3467,54,-0.2136,42,-0.6676,79,0.37133,99,0.74872,62,-0.0123,107,0.99925
ENSG00000124214,STAU1,110,-0.0036,127,0.22725,107,-0.0373,69,-0.7157,108,-0.0270,136,0.37304,112,0.02985,119,0.11902,99,-0.1590,98,-0.1904
ENSG00000124228,DDX27,68,0.21890,90,0.67001,37,-0.7238,38,-0.6781,105,0.92254,49,-0.3020,64,0.13588,70,0.27127,33,-0.8764,53,-0.1966
ENSG00000124201,ZNFX1,20,-0.9003,55,0.61837,32,-0.2431,24,-0.6555,65,0.89416,52,0.59412,44,0.26006,29,-0.3792,28,-0.4201,22,-0.8220
ENSG00000177410,ZFAS1,230,0.93664,314,1.48165,190,0.62528,231,0.94901,55,-1.2883,72,-0.9520,67,-1.0002,49,-1.4726,114,-0.1985,76,-0.8665
ENSG00000158445,KCNB1,42,-2.1604,47,-1.9877,128,-0.4926,141,-0.3488,266,0.65918,278,0.83052,231,0.42705,194,0.14994,181,0.03686,166,-0.1071
ENSG00000158470,B4GALT5,38,-0.8080,29,-1.2260,35,-0.9520,43,-0.6510,79,0.30230,60,-0.1545,86,0.43652,112,0.87812,83,0.38699,79,0.33579
ENSG00000158480,SPATA2,19,-1.1375,33,-0.3318,27,-0.6574,49,0.26981,49,0.28474,43,0.09862,65,0.73229,50,0.31828,46,0.17244,34,-0.3253
ENSG00000124226,RNF114,53,0.61735,65,0.95478,36,-0.0131,25,-0.5446,37,0.01661,30,-0.2961,21,-0.8079,34,-0.0819,30,-0.2662,35,-0.0334
ENSG00000244687,UBE2V1,68,-1.0196,99,-0.4542,137,0.04284,112,-0.2748,148,0.16715,123,-0.1405,208,0.70981,143,0.11295,147,0.14855,146,0.16005
ENSG00000240849,TMEM189,78,1.61616,60,1.13370,18,-0.7189,20,-0.6070,27,-0.1387,6,-2.4203,32,0.12421,33,0.17520,34,0.19581,21,-0.5905
ENSG00000172216,CEBPB,24,-0.7986,51,0.34993,63,0.67983,29,-0.5343,38,-0.1347,45,0.16355,82,1.11311,24,-0.8410,27,-0.6538,33,-0.3754
ENSG00000196396,PTPN1,19,-0.4653,18,-0.5343,25,0.01446,15,-0.7660,26,0.03097,40,0.82990,31,0.34531,16,-0.6940,20,-0.3547,26,0.07434
ENSG00000124243,BCAS4,11,-1.8720,31,-0.4030,57,0.55461,40,0.01394,40,0.01328,36,-0.1641,40,0.00459,35,-0.2232,30,-0.4162,61,0.77111
ENSG00000101126,ADNP,59,-0.4215,75,-0.0454,40,-1.0073,76,-0.0363,85,0.13746,85,0.15972,97,0.35427,61,-0.3674,86,0.16492,91,0.27478
ENSG00000000419,DPM1,22,-0.9059,21,-0.9675,28,-0.5455,49,0.32541,22,-0.9196,43,0.15340,42,0.08616,40,0.03240,49,0.33386,58,0.69599
ENSG00000054793,ATP9A,176,-0.8275,134,-1.2339,262,-0.2225,297,-0.0253,324,0.11351,281,-0.1231,303,0.00656,373,0.33469,390,0.40796,400,0.50363
ENSG00000182463,TSHZ2,12,-1.8943,9,-2.2246,3,-3.7059,105,1.54347,143,2.12781,19,-1.2586,0,-7.7081,12,-1.8541,48,0.21795,65,0.80222
ENSG00000064787,BCAS1,1729,3.00168,995,1.81594,58,-2.6399,555,0.78448,173,-1.0426,61,-2.6936,17,-4.4106,56,-2.7128,252,-0.4705,71,-2.4772
ENSG00000101132,PFDN4,111,-0.0245,89,-0.3675,111,-0.0320,154,0.49292,121,0.10947,145,0.44643,59,-0.9940,126,0.16679,109,-0.0558,93,-0.3345
ENSG00000101134,DOK5,6,-1.4559,6,-1.4344,34,1.12332,22,0.44180,19,0.15326,20,0.27966,27,0.77294,12,-0.5573,6,-1.4516,15,-0.2010
ENSG00000054803,CBLN4,1,-4.6618,1,-5.2067,58,0.55445,50,0.31940,6,-2.6849,80,1.27645,107,1.61491,66,0.76455,2,-3.9171,18,-1.2730
ENSG00000124098,FAM210B,57,0.25161,81,0.80091,80,0.79942,41,-0.2745,31,-0.7040,65,0.50889,54,0.16787,37,-0.4189,11,-2.2100,32,-0.7076
ENSG00000101138,CSTF1,11,-0.4677,10,-0.5979,7,-1.1020,6,-1.3561,20,0.35346,14,-0.1589,18,0.24751,18,0.27047,11,-0.4889,28,1.05591
ENSG00000022277,RTF2,134,0.16498,148,0.32673,161,0.46071,100,-0.2865,100,-0.2823,135,0.19556,125,0.05190,116,-0.0565,101,-0.2760,96,-0.3908
ENSG00000101144,BMP7,28,0.35824,136,3.49402,57,1.58675,3,-2.7000,9,-1.3465,10,-1.1844,5,-2.2533,4,-2.5930,0,-7.9936,1,-4.0370
ENSG00000101146,RAE1,30,-0.0291,7,-2.1540,10,-1.5814,27,-0.1807,23,-0.3997,33,0.12515,44,0.57731,29,-0.0752,49,0.76164,40,0.48320
ENSG00000124225,PMEPA1,63,-0.2604,89,0.28206,104,0.53336,38,-1.0278,102,0.51428,86,0.25644,75,0.00868,14,-2.4866,58,-0.3749,88,0.30327
ENSG00000124209,RAB22A,92,0.03854,61,-0.6113,84,-0.1167,105,0.24411,84,-0.1043,104,0.24794,57,-0.7035,83,-0.1353,147,0.79469,80,-0.1981
ENSG00000124164,VAPB,98,-0.1066,84,-0.3294,66,-0.7048,121,0.22772,128,0.32082,105,0.00935,93,-0.1838,164,0.72767,86,-0.3071,102,-0.0415
ENSG00000124222,STX16,107,0.66009,86,0.29389,64,-0.1550,56,-0.3564,77,0.13247,65,-0.1560,65,-0.1418,71,0.00430,45,-0.6847,75,0.09797
ENSG00000087460,GNAS,1358,-0.8383,1837,-0.3762,2788,0.27846,2326,-0.0090,2468,0.08470,2151,-0.1438,2336,-0.0022,1763,-0.4398,3054,0.42500,2919,0.39288
ENSG00000101158,NELFCD,40,0.32122,38,0.23591,41,0.36148,22,-0.6176,21,-0.6425,33,0.01971,41,0.36033,24,-0.4869,30,-0.1004,34,0.07074
ENSG00000101160,CTSZ,5,-1.9474,34,1.00076,16,-0.1410,18,-0.0271,20,0.18792,15,-0.2569,26,0.59908,14,-0.3425,19,0.04037,17,-0.1320
ENSG00000124172,ATP5F1E,1086,-0.2740,1272,-0.0270,1848,0.57045,2079,0.76511,664,-1.0243,1367,0.09446,859,-0.6341,1069,-0.2991,1732,0.46494,1095,-0.2846
ENSG00000101166,PRELID3B,42,1.05699,16,-0.4471,15,-0.5637,9,-1.3758,10,-1.1536,18,-0.2940,42,1.05892,14,-0.6871,31,0.56249,23,0.09577
ENSG00000087495,PHACTR3,313,1.40011,255,1.03819,188,0.53160,120,-0.1836,150,0.17463,142,0.09525,77,-0.8569,60,-1.2401,74,-0.9253,48,-1.6661
ENSG00000196227,FAM217B,134,-0.7788,132,-0.8069,205,-0.1297,182,-0.3151,302,0.49156,273,0.36119,253,0.20575,272,0.31886,200,-0.1657,221,-0.0064
ENSG00000179242,CDH4,17,-0.1599,54,1.74479,21,0.14396,7,-1.3935,19,-0.0178,9,-1.2332,29,0.65422,14,-0.4566,12,-0.6318,18,-0.0384
ENSG00000149657,LSM14B,16,-1.1449,30,-0.2144,30,-0.2127,30,-0.2087,34,0.00449,30,-0.1909,46,0.47441,27,-0.3612,39,0.22067,48,0.62320
ENSG00000101182,PSMA7,240,-0.0974,161,-0.7087,272,0.09731,248,-0.0452,286,0.17643,255,-0.0046,278,0.13114,279,0.13655,181,-0.5340,306,0.31768
ENSG00000184402,SS18L1,15,-1.3270,17,-1.1285,44,0.31488,33,-0.1422,47,0.41170,40,0.16991,44,0.29061,36,-0.0008,39,0.09235,40,0.17445
ENSG00000101181,MTG2,17,0.15147,2,-2.8741,24,0.75652,13,-0.1826,15,-0.0229,14,-0.0628,16,0.05858,21,0.50913,13,-0.2594,16,0.07771
ENSG00000101180,HRH3,4,-2.5772,10,-1.4883,19,-0.4978,52,1.10634,18,-0.5668,39,0.69186,5,-2.4123,14,-0.9913,9,-1.5847,54,1.34887
ENSG00000130703,OSBPL2,42,-0.0412,43,-0.0190,42,-0.0387,37,-0.2274,33,-0.3983,44,0.05065,40,-0.1287,54,0.34863,25,-0.8358,57,0.47931
ENSG00000130706,ADRM1,28,-1.1343,58,-0.0317,55,-0.1362,68,0.20101,38,-0.6751,60,0.01423,76,0.38301,60,0.00387,60,0.01973,76,0.42553
ENSG00000171858,RPS21,1329,0.06768,2244,0.92144,2215,0.89932,2748,1.27067,571,-1.2256,905,-0.5723,865,-0.5988,523,-1.3563,1563,0.32657,703,-0.9805
ENSG00000149679,CABLES2,8,-1.0304,10,-0.7473,8,-1.0127,13,-0.4172,26,0.71039,17,-0.0032,12,-0.4667,24,0.56010,26,0.67000,20,0.29510
ENSG00000060491,OGFR,20,-1.0918,24,-0.8275,46,0.15825,40,-0.0579,33,-0.3328,41,-0.0173,50,0.28769,42,0.01362,46,0.15005,57,0.57907
ENSG00000092758,COL9A3,46,1.66848,21,0.35342,6,-1.4603,20,0.25525,13,-0.3459,4,-2.1107,4,-2.1861,12,-0.4800,19,0.23390,26,0.76392
ENSG00000101190,TCFL5,84,1.75358,44,0.64991,31,0.08920,34,0.22887,15,-1.0143,13,-1.3079,14,-1.1345,18,-0.7475,28,-0.0934,30,0.02032
ENSG00000101191,DIDO1,43,0.71885,20,-0.4641,15,-0.9156,16,-0.8054,22,-0.2975,36,0.49286,29,0.12810,20,-0.4677,31,0.22237,29,0.09640
ENSG00000101193,GID8,58,0.46084,31,-0.4952,33,-0.4010,30,-0.5692,47,0.11947,40,-0.1130,41,-0.0833,30,-0.5413,44,0.02398,62,0.64058
ENSG00000225978,HAR1A,0,-5.8074,20,0.10714,21,0.17024,40,1.22707,13,-0.6189,19,0.03600,30,0.72440,11,-0.8088,13,-0.5583,20,0.10288
ENSG00000149658,YTHDF1,22,-0.2272,11,-1.2858,20,-0.3664,35,0.47306,21,-0.3480,27,0.07079,30,0.21943,32,0.30876,24,-0.1051,31,0.31256
ENSG00000101198,NKAIN4,47,0.87461,181,3.72802,38,0.54142,0,-5.3690,5,-2.3344,10,-1.5898,17,-0.7019,0,-5.6569,5,-2.3175,6,-2.2997
ENSG00000101199,ARFGAP1,8,-2.2179,36,0.04188,24,-0.5501,35,0.01635,26,-0.4687,42,0.34715,43,0.34023,33,-0.0639,47,0.47818,40,0.25352
ENSG00000101204,CHRNA4,11,-1.3306,10,-1.4424,16,-0.7462,20,-0.3665,22,-0.2795,14,-0.9777,27,0.06120,25,-0.0628,72,1.70409,41,0.80081
ENSG00000075043,KCNQ2,39,-1.7844,28,-2.2524,158,0.34302,106,-0.2956,111,-0.2152,122,-0.0827,156,0.31517,161,0.36749,174,0.49264,178,0.59296
ENSG00000101210,EEF1A2,141,-2.2176,164,-1.9987,630,0.03724,702,0.20984,487,-0.3635,564,-0.1486,779,0.37597,1017,0.81424,674,0.14613,829,0.53379
ENSG00000125534,PPDPF,194,0.88758,140,0.35535,187,0.83254,122,0.13256,62,-0.8981,75,-0.6740,111,-0.0162,72,-0.6684,93,-0.2903,106,-0.0896
ENSG00000197457,STMN3,91,-1.9277,216,-0.6335,274,-0.2671,381,0.25109,200,-0.7460,284,-0.2313,334,0.04309,427,0.43685,487,0.65069,461,0.62988
ENSG00000101246,ARFRP1,40,0.04701,23,-0.7812,58,0.66528,34,-0.1750,25,-0.6637,34,-0.1882,42,0.14409,35,-0.1442,57,0.62119,39,0.03238
ENSG00000197114,ZGPAT,7,-0.9323,13,-0.0871,10,-0.4968,9,-0.5896,9,-0.6957,11,-0.3715,28,1.13537,18,0.41527,15,0.15977,17,0.36112
ENSG00000125520,SLC2A4RG,37,1.30225,42,1.50881,39,1.38863,12,-0.5557,13,-0.4187,10,-0.7895,9,-0.9492,1,-3.4906,17,0.01462,5,-1.7438
ENSG00000101150,TPD52L2,31,-0.4460,28,-0.5677,38,-0.1116,44,0.11830,35,-0.2548,40,-0.0593,61,0.62594,49,0.27611,25,-0.7683,51,0.38893
ENSG00000101152,DNAJC5,48,-1.8238,78,-1.1089,159,-0.0184,231,0.57573,177,0.14369,156,-0.0534,172,0.09944,193,0.28541,219,0.48480,173,0.12088
ENSG00000198276,UCKL1,22,0.34010,16,-0.1446,13,-0.5270,17,-0.1291,7,-1.3481,9,-1.1054,27,0.66590,11,-0.7947,19,0.07128,33,1.11437
ENSG00000196700,ZNF512B,17,-0.3152,18,-0.1925,26,0.37944,19,-0.1028,22,0.14252,24,0.23972,15,-0.4950,10,-0.9964,33,0.74432,19,-0.1154
ENSG00000101161,PRPF6,134,0.34998,63,-0.8181,74,-0.5744,46,-1.2831,185,0.87808,126,0.27739,115,0.10132,93,-0.2321,64,-0.7852,132,0.36227
ENSG00000171703,TCEA2,79,-0.7725,99,-0.4237,171,0.43514,206,0.74351,83,-0.6886,133,0.03609,103,-0.3626,114,-0.2019,124,-0.0738,158,0.34075
ENSG00000125510,OPRL1,9,-1.3258,22,0.06478,24,0.17957,10,-1.1649,10,-1.1479,9,-1.3196,50,1.42205,23,0.12459,24,0.18763,32,0.75531
ENSG00000203880,PCMTD2,39,-0.1029,42,0.03852,27,-0.6435,31,-0.4271,43,0.07697,42,0.03855,37,-0.1733,35,-0.2615,42,0.03730,57,0.57793
ENSG00000280071,GATD3B,29,-0.3446,21,-0.8550,36,-0.0257,62,0.85342,30,-0.2762,23,-0.7653,42,0.23469,57,0.71769,35,-0.0615,39,0.13781
ENSG00000155304,HSPA13,57,-0.5314,48,-0.7840,53,-0.6445,42,-0.9949,49,-0.7726,83,0.04860,140,0.90044,75,-0.1066,102,0.37224,117,0.67441
ENSG00000180530,NRIP1,42,-0.8703,54,-0.5049,55,-0.4707,28,-1.4778,145,1.08582,97,0.48048,118,0.73752,55,-0.4581,60,-0.3428,71,-0.0837
ENSG00000229425,AJ009632.2,0,-7.8662,0,-5.0953,8,-1.2033,15,-0.3609,4,-2.2817,59,2.31353,27,0.52414,33,0.83490,0,-5.0513,13,-0.5788
ENSG00000155313,USP25,27,-0.9725,40,-0.4053,62,0.28075,46,-0.1880,47,-0.1537,85,0.90123,47,-0.1465,52,-0.0074,30,-0.8296,51,-0.0369
ENSG00000215386,MIR99AHG,58,0.44197,90,1.16929,33,-0.4395,16,-1.4836,57,0.39489,77,1.03661,42,-0.0821,11,-2.0671,14,-1.7412,27,-0.8234
ENSG00000154639,CXADR,156,1.46847,24,-1.4823,36,-0.8957,34,-0.9722,76,0.26811,65,0.01901,81,0.35836,34,-0.9544,57,-0.1961,72,0.19912
ENSG00000154640,BTG3,72,2.01520,20,-0.1789,20,-0.1112,16,-0.4483,14,-0.6861,25,0.22400,40,0.94452,1,-3.6559,18,-0.2971,6,-1.9553
ENSG00000224924,LINC00320,262,3.35259,34,-0.4226,38,-0.2614,25,-0.9017,23,-1.0428,19,-1.3600,39,-0.2085,33,-0.4864,23,-1.0272,12,-2.0202
ENSG00000154654,NCAM2,161,-0.0983,116,-0.5999,135,-0.3655,57,-1.6535,216,0.37394,179,0.08032,268,0.71992,192,0.18655,202,0.26037,173,0.02433
ENSG00000154719,MRPL39,16,0.21107,6,-1.1204,7,-0.9495,13,-0.0710,8,-0.7408,15,0.05706,23,0.81302,26,1.00198,3,-2.2139,17,0.36888
ENSG00000154721,JAM2,25,0.03522,35,0.59635,37,0.69223,12,-1.0695,5,-2.2521,25,0.09419,41,0.84320,46,1.03053,18,-0.4695,10,-1.3825
ENSG00000154723,ATP5PF,261,-0.5157,322,-0.1919,442,0.30991,654,0.95297,247,-0.5993,270,-0.5041,309,-0.2564,409,0.18348,374,0.04464,405,0.18594
ENSG00000142192,APP,1061,0.24478,359,-1.4155,377,-1.3422,554,-0.7626,1191,0.43093,814,-0.1879,1180,0.41620,1162,0.39202,1083,0.27869,1154,0.42527
