Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000079462,PAFAH1B3,6,-1.8139,20,-0.0140,19,-0.0902,20,0.02936,33,1.04852,21,0.06707,9,-1.0935
ENSG00000167619,TMEM145,15,-0.3274,9,-1.0093,24,0.48259,22,0.34199,24,0.57427,8,-1.1377,6,-1.6956
ENSG00000105429,MEGF8,93,0.25843,52,-0.6749,100,0.39518,78,-0.0561,88,0.17297,62,-0.3881,44,-0.9347
ENSG00000105755,ETHE1,8,-0.6227,19,0.68768,10,-0.4055,14,0.18526,17,0.67235,4,-1.6288,10,-0.3779
ENSG00000073050,XRCC1,11,-0.8361,6,-1.7270,16,-0.3060,23,0.31666,31,0.98807,18,-0.0996,13,-0.5714
ENSG00000167378,IRGQ,68,-0.1171,44,-0.7597,121,0.92563,77,0.09013,74,0.02753,24,-1.6515,53,-0.4899
ENSG00000124444,ZNF576,26,0.25157,15,-0.6474,12,-1.0639,34,0.74614,25,0.18779,25,0.15393,13,-0.8732
ENSG00000131116,ZNF428,71,-0.5325,113,0.23052,104,0.10226,109,0.19666,115,0.32257,87,-0.1715,58,-0.7874
ENSG00000105767,CADM4,72,-0.4526,74,-0.3849,101,0.11011,76,-0.3710,84,-0.2182,132,0.52205,180,1.04275
ENSG00000105771,SMG9,21,0.26157,8,-1.2025,15,-0.3897,12,-0.6401,27,0.80657,15,-0.2943,19,0.03358
ENSG00000159871,LYPD5,6,-1.1081,18,0.67493,3,-1.8747,26,1.54444,14,0.32262,4,-1.5518,6,-0.9850
ENSG00000267680,ZNF224,34,1.21376,3,-2.5199,17,-0.0399,7,-1.3436,18,0.03682,9,-0.9784,28,0.75091
ENSG00000167380,ZNF226,17,-0.5333,11,-1.0916,18,-0.4315,25,0.07303,28,0.32578,44,0.99242,25,0.06569
ENSG00000073008,PVR,23,0.75571,12,-0.3897,8,-1.0246,13,-0.2131,21,0.61530,14,-0.1333,5,-1.4850
ENSG00000130204,TOMM40,27,-0.7486,24,-0.8867,41,-0.0745,58,0.51319,66,0.89275,13,-1.7409,29,-0.6070
ENSG00000130203,APOE,166,-1.0550,134,-1.3072,206,-0.7145,69,-2.4083,164,-1.1569,1807,3.31775,480,0.66919
ENSG00000130208,APOC1,4,-2.2981,43,1.45216,10,-0.9220,20,0.19198,21,0.33274,33,0.97947,7,-1.4317
ENSG00000104853,CLPTM1,63,-0.5645,122,0.51102,83,-0.1012,90,0.02979,115,0.53303,75,-0.2639,46,-0.9916
ENSG00000007047,MARK4,32,0.04801,35,0.14757,46,0.67187,28,-0.2138,29,-0.1594,20,-0.6829,24,-0.3869
ENSG00000104866,PPP1R37,23,0.10487,20,-0.1173,23,0.09852,14,-0.7333,31,0.73930,9,-1.3180,18,-0.2898
ENSG00000007255,TRAPPC6A,8,-1.1687,22,0.33690,12,-0.5579,16,-0.1294,16,-0.1234,46,1.58307,20,0.16949
ENSG00000104884,ERCC2,14,-0.1842,19,0.32120,11,-0.5021,14,-0.1960,18,0.29757,25,0.78404,9,-0.7891
ENSG00000117877,CD3EAP,19,0.75339,6,-1.1995,3,-2.2838,21,0.87807,8,-0.7580,17,0.41884,20,0.69822
ENSG00000012061,ERCC1,24,-0.9722,46,0.04559,43,-0.0632,46,0.05957,56,0.44263,57,0.40113,37,-0.2813
ENSG00000125744,RTN2,44,-0.0091,48,0.14056,46,0.06997,43,-0.0295,61,0.67895,18,-1.3202,12,-1.9701
ENSG00000125741,OPA3,13,-0.4524,18,0.07036,19,0.15113,25,0.67466,12,-0.6055,24,0.49825,14,-0.3144
ENSG00000125746,EML2,23,-0.4503,25,-0.2707,23,-0.4076,37,0.37792,25,-0.2983,35,0.25639,55,0.99881
ENSG00000125743,SNRPD2,92,-1.2065,312,0.77378,163,-0.2926,218,0.21092,279,0.75834,140,-0.5029,84,-1.2607
ENSG00000185800,DMWD,63,0.20625,51,-0.1359,41,-0.5154,46,-0.3404,70,0.44437,63,0.19013,48,-0.2513
ENSG00000125755,SYMPK,45,0.30435,37,-0.0398,26,-0.6012,31,-0.3550,38,0.02227,60,0.74046,38,0.01683
ENSG00000176182,MYPOP,27,-0.8559,65,0.56344,82,1.09152,54,0.28018,42,-0.1505,17,-1.4861,14,-1.8001
ENSG00000104967,NOVA2,81,0.69119,27,-1.0738,51,-0.1327,51,-0.1473,63,0.25062,31,-0.8930,51,-0.1313
ENSG00000011485,PPP5C,53,-0.3220,62,-0.0594,59,-0.1613,70,0.14037,100,0.91998,20,-1.7324,28,-1.2788
ENSG00000277531,PNMA8C,69,0.16470,51,-0.3421,95,0.74592,51,-0.3648,72,0.24660,27,-1.2751,34,-0.9563
ENSG00000182013,PNMA8A,205,0.07025,181,-0.1290,178,-0.1724,224,0.22361,267,0.62498,72,-1.5305,93,-1.1390
ENSG00000204851,PNMA8B,236,0.47283,136,-0.4507,242,0.51732,186,0.04731,190,0.09114,57,-1.7360,82,-1.2043
ENSG00000160014,CALM3,845,-0.4535,1577,0.56972,1147,0.06371,1055,-0.0797,1576,0.73215,557,-1.0505,308,-1.9348
ENSG00000197380,DACT3,44,-0.7974,77,0.10169,104,0.65891,55,-0.4466,64,-0.2110,96,0.45711,91,0.37443
ENSG00000090372,STRN4,50,0.47022,34,-0.1789,41,0.11006,30,-0.4288,42,0.19053,24,-0.7008,34,-0.2009
ENSG00000181027,FKRP,10,-0.7536,20,0.28723,18,0.09060,19,0.17284,19,0.28151,13,-0.3376,16,-0.0817
ENSG00000042753,AP2S1,111,-0.7530,224,0.39828,121,-0.6114,192,0.16174,298,1.15349,57,-1.6904,73,-1.3188
ENSG00000160007,ARHGAP35,200,0.19131,150,-0.2743,273,0.76710,163,-0.1570,130,-0.5815,176,-0.0308,160,-0.1803
ENSG00000130748,TMEM160,157,-0.8046,410,0.76319,207,-0.3507,242,-0.0920,398,0.93957,142,-0.9023,103,-1.3841
ENSG00000130749,ZC3H4,42,0.75460,23,-0.2857,28,0.04872,24,-0.2383,20,-0.5932,20,-0.4976,40,0.59128
ENSG00000142230,SAE1,68,-0.3344,97,0.26166,96,0.27302,86,0.08420,105,0.48250,41,-1.0682,35,-1.2851
ENSG00000257704,INAFM1,21,-0.7649,42,0.37535,27,-0.3070,27,-0.3132,53,1.00684,23,-0.5301,20,-0.7571
ENSG00000105419,MEIS3,106,0.57931,54,-0.5324,113,0.71003,31,-1.4354,88,0.27323,56,-0.4661,42,-0.8980
ENSG00000118160,SLC8A2,147,0.99683,62,-0.4997,92,0.13033,45,-1.0526,109,0.48754,25,-1.8546,45,-0.9898
ENSG00000105402,NAPA,129,-0.5774,186,0.03795,163,-0.1896,194,0.11046,289,0.98255,67,-1.5080,91,-1.0664
ENSG00000024422,EHD2,23,0.63420,9,-0.8754,26,0.84074,2,-3.0184,14,-0.2389,26,0.76441,14,-0.1845
ENSG00000105373,NOP53,50,-1.1040,139,0.56702,94,-0.0696,93,-0.0865,83,-0.2957,183,1.02079,127,0.41827
ENSG00000178980,SELENOW,447,-1.0396,1390,0.81219,823,-0.0364,734,-0.2314,1100,0.54261,755,-0.1693,639,-0.4277
ENSG00000105499,PLA2G4C,18,-0.2463,11,-0.9327,23,0.18740,12,-0.8790,18,-0.2489,33,0.70382,45,1.25858
ENSG00000185453,ZSWIM9,22,0.41247,36,1.16887,20,0.19111,10,-0.8691,9,-1.1605,28,0.71181,16,-0.1418
ENSG00000105438,KDELR1,45,0.37203,14,-1.4259,34,-0.0885,34,-0.1200,44,0.40432,31,-0.2259,30,-0.2795
ENSG00000105447,GRWD1,16,0.41340,16,0.33024,5,-1.4817,12,-0.0958,20,0.84506,4,-1.5641,9,-0.5550
ENSG00000105443,CYTH2,37,-0.0602,35,-0.1330,36,-0.1056,34,-0.1888,58,0.88606,11,-1.8052,22,-0.7909
ENSG00000142235,LMTK3,65,0.29920,34,-0.7456,65,0.29929,37,-0.6387,77,0.69902,27,-1.0926,31,-0.8589
ENSG00000063177,RPL18,211,-1.0809,681,0.83353,406,-0.0063,373,-0.1517,392,-0.0709,696,0.86919,353,-0.2225
ENSG00000063176,SPHK2,6,-1.8490,30,0.54802,24,0.18048,15,-0.5313,29,0.64388,27,0.38142,19,-0.1568
ENSG00000105516,DBP,19,-1.6198,66,0.32183,49,-0.1505,62,0.24276,77,0.73327,63,0.25359,25,-1.1832
ENSG00000063180,CA11,257,-0.5706,709,1.10385,353,-0.0388,340,-0.1029,379,0.09286,464,0.39690,124,-1.6183
ENSG00000087074,PPP1R15A,26,0.61726,16,-0.2103,19,0.05367,20,0.13479,18,-0.0381,5,-1.8838,16,-0.2433
ENSG00000104805,NUCB1,42,-0.4781,61,0.15756,43,-0.4048,46,-0.3278,80,0.77092,49,-0.1786,51,-0.1282
ENSG00000087086,FTL,393,-1.1106,1413,0.98180,766,-0.0178,344,-1.3181,746,-0.0697,1479,1.05904,1147,0.63249
ENSG00000183207,RUVBL2,33,-0.4830,41,-0.0871,36,-0.2968,51,0.27790,59,0.61072,35,-0.3344,29,-0.6090
ENSG00000104852,SNRNP70,70,-0.0357,93,0.41316,59,-0.3385,47,-0.6958,82,0.26349,81,0.19670,88,0.32386
ENSG00000104863,LIN7B,18,-1.1665,54,0.59058,25,-0.6400,36,-0.0449,73,1.49619,6,-2.7373,10,-1.9121
ENSG00000177380,PPFIA3,101,0.46855,84,0.11911,128,0.90466,53,-0.6264,78,0.00464,25,-1.7132,26,-1.6220
ENSG00000104888,SLC17A7,1135,0.44375,733,-0.2926,1174,0.50512,692,-0.4157,1089,0.41557,318,-1.5552,295,-1.6681
ENSG00000104872,PIH1D1,34,-0.3945,48,0.15422,34,-0.4321,44,0.02139,61,0.67174,34,-0.3695,34,-0.3713
ENSG00000142541,RPL13A,620,-0.7240,1711,0.94485,1007,0.08943,710,-0.5022,743,-0.4673,1651,0.88490,1216,0.38121
ENSG00000142534,RPS11,304,-1.2999,1073,0.74832,840,0.38823,486,-0.5517,655,-0.0560,1110,0.80601,688,0.03024
ENSG00000142546,NOSIP,30,-0.7796,46,-0.0841,41,-0.2657,51,0.08949,64,0.57946,42,-0.2086,54,0.17635
ENSG00000126464,PRR12,13,-0.6954,17,-0.2041,32,0.84765,15,-0.4065,13,-0.7215,31,0.69973,30,0.64354
ENSG00000126461,SCAF1,56,-0.0722,80,0.50132,57,-0.0220,37,-0.7600,63,0.15257,77,0.44152,53,-0.1495
ENSG00000126456,IRF3,16,-0.4579,17,-0.3130,28,0.46008,12,-0.9280,25,0.29604,28,0.42247,25,0.20459
ENSG00000126457,PRMT1,45,-0.5057,51,-0.2612,35,-0.8768,62,0.03237,101,1.10789,60,-0.0188,27,-1.2189
ENSG00000169169,CPT1C,63,0.24092,51,-0.0968,31,-0.9205,49,-0.1695,85,0.92769,36,-0.6376,26,-1.0992
ENSG00000196961,AP2A1,80,-0.2790,102,0.12783,81,-0.2559,105,0.20081,129,0.64768,59,-0.7022,47,-1.0596
ENSG00000010361,FUZ,12,-0.0171,11,-0.1042,6,-1.1012,10,-0.2494,15,0.44782,15,0.37865,16,0.43511
ENSG00000104973,MED25,25,-0.1533,30,0.15098,34,0.38015,23,-0.3351,32,0.27296,19,-0.5337,22,-0.3562
ENSG00000104960,PTOV1,127,-0.3524,108,-0.5688,156,-0.0009,160,0.04682,221,0.71579,79,-1.0489,137,-0.2040
ENSG00000039650,PNKP,17,0.28099,10,-0.5768,16,0.19945,10,-0.5949,18,0.41256,15,0.03068,9,-0.7565
ENSG00000204673,AKT1S1,24,-0.4154,31,0.00553,38,0.35508,26,-0.3252,30,-0.0947,42,0.45554,36,0.22206
ENSG00000104946,TBC1D17,34,-0.1099,36,-0.0024,32,-0.1796,32,-0.1744,40,0.20032,44,0.30396,35,-0.0254
ENSG00000213024,NUP62,35,0.03978,29,-0.2490,27,-0.3869,37,0.13218,37,0.13366,33,-0.0577,40,0.25500
ENSG00000105053,VRK3,27,0.26492,7,-1.7756,20,-0.2134,21,-0.1386,26,0.25630,28,0.29901,26,0.19333
ENSG00000105357,MYH14,26,0.09998,17,-0.5333,33,0.56207,16,-0.7023,14,-0.9267,45,0.98501,36,0.65566
ENSG00000131398,KCNC3,22,0.29952,19,0.08658,22,0.27149,13,-0.5159,26,0.69458,3,-2.4375,6,-1.5390
ENSG00000131408,NR1H2,20,-1.3255,58,0.37618,41,-0.1739,51,0.18844,55,0.36933,66,0.58518,34,-0.4262
ENSG00000142530,FAM71E1,7,-0.8125,16,0.36362,7,-0.8128,16,0.40400,18,0.74968,15,0.28829,3,-1.9827
ENSG00000161671,EMC10,48,-0.6227,53,-0.4309,72,0.04145,54,-0.4359,77,0.18954,95,0.48296,113,0.76997
ENSG00000161677,JOSD2,19,-1.0150,31,-0.2624,43,0.28049,34,-0.0985,37,0.05088,33,-0.1651,68,1.01271
ENSG00000204653,ASPDH,12,-1.5374,57,0.96142,34,0.13273,35,0.19577,43,0.63336,13,-1.2600,15,-1.0689
ENSG00000131409,LRRC4B,100,0.37669,60,-0.4650,97,0.32430,60,-0.5002,81,0.00593,79,-0.0219,72,-0.1655
ENSG00000167755,KLK6,5,-1.7045,1,-3.3784,8,-0.9663,0,-5.0024,4,-2.0593,12,-0.3243,126,4.63214
ENSG00000169035,KLK7,11,-0.5864,23,0.65842,12,-0.3759,20,0.48507,23,0.85090,4,-1.7645,0,-4.8249
ENSG00000142549,IGLON5,5,-1.2465,15,0.32052,11,-0.1625,12,0.03655,21,1.22013,3,-1.8326,5,-1.2634
ENSG00000105379,ETFB,70,-0.9295,149,0.29150,109,-0.2234,103,-0.3172,134,0.15754,208,0.83286,164,0.44145
ENSG00000105568,PPP2R1A,308,-0.1412,277,-0.2893,351,0.08862,305,-0.1572,495,0.81809,186,-0.8956,132,-1.4107
ENSG00000167555,ZNF528,35,1.12375,26,0.47051,13,-0.6766,17,-0.2489,9,-1.2052,12,-0.7649,35,0.98211
ENSG00000167766,ZNF83,24,0.42516,12,-0.6917,18,-0.0199,5,-1.9545,18,-0.0531,40,1.24091,22,0.30820
ENSG00000170949,ZNF160,24,0.30585,19,-0.0271,11,-0.9241,15,-0.4268,11,-1.0609,34,0.87031,52,1.58888
ENSG00000170954,ZNF415,34,0.28426,18,-0.6941,15,-1.0026,28,-0.0210,21,-0.5619,39,0.48225,69,1.44724
ENSG00000130844,ZNF331,62,0.87711,31,-0.3416,54,0.61640,27,-0.5676,28,-0.5819,29,-0.4315,30,-0.3734
ENSG00000179820,MYADM,76,0.78198,21,-1.2527,56,0.21883,51,0.06367,38,-0.5020,33,-0.5957,58,0.26352
ENSG00000126583,PRKCG,158,0.90934,53,-0.9079,88,-0.1425,45,-1.2317,152,0.96942,33,-1.5967,28,-1.8408
ENSG00000105605,CACNG7,20,-0.2324,38,0.77325,13,-0.9771,27,0.23895,28,0.38501,30,0.40213,7,-1.7485
ENSG00000142408,CACNG8,551,1.69062,118,-1.0484,264,0.21259,255,0.15105,107,-1.3553,106,-1.2005,119,-1.0378
ENSG00000170906,NDUFA3,158,-1.3279,531,0.63115,343,-0.0723,392,0.15907,495,0.66383,319,-0.1798,174,-1.1054
ENSG00000105619,TFPT,38,-0.9325,146,1.26322,72,0.11860,67,-0.0155,62,-0.1518,71,0.07334,52,-0.4020
ENSG00000105618,PRPF31,35,-0.2418,30,-0.4490,36,-0.1964,38,-0.1079,49,0.36855,55,0.47716,36,-0.1741
ENSG00000088038,CNOT3,21,0.00188,18,-0.1991,13,-0.7408,22,0.10912,28,0.60462,13,-0.6804,22,0.03860
ENSG00000125505,MBOAT7,94,-0.2906,67,-0.7828,113,0.02805,94,-0.2856,189,1.14350,60,-0.9363,39,-1.5800
ENSG00000170889,RPS9,200,-1.0585,580,0.67170,439,0.24324,322,-0.2915,363,-0.0949,553,0.59469,437,0.21493
ENSG00000167614,TTYH1,143,-0.6011,155,-0.4371,189,-0.1425,105,-1.1031,198,-0.0705,603,1.83180,238,0.23390
ENSG00000167615,LENG8,53,0.87212,18,-0.8975,36,0.16879,6,-2.5880,25,-0.4929,55,0.82430,56,0.83569
ENSG00000125503,PPP1R12C,55,-0.5510,149,1.07728,74,-0.0528,70,-0.1670,79,0.04795,110,0.58091,27,-1.5499
ENSG00000105048,TNNT1,18,-0.4273,47,1.15883,33,0.63950,18,-0.4360,22,-0.0306,19,-0.2918,5,-2.1341
ENSG00000129990,SYT5,142,0.26490,109,-0.1838,113,-0.1349,120,-0.0386,181,0.81307,38,-1.7694,29,-2.1717
ENSG00000105063,PPP6R1,60,-0.2718,82,0.24801,98,0.60515,49,-0.5860,87,0.42767,61,-0.2089,22,-1.7042
ENSG00000133265,HSPBP1,41,-0.5631,57,-0.0077,39,-0.6478,62,0.12000,97,1.10368,36,-0.7008,24,-1.2924
ENSG00000160469,BRSK1,120,-0.2632,191,0.48567,200,0.63633,114,-0.3526,106,-0.5220,186,0.44747,123,-0.2076
ENSG00000108107,RPL28,315,-1.0402,1034,0.90357,607,0.04199,451,-0.4602,533,-0.2010,942,0.74789,790,0.45944
ENSG00000108106,UBE2S,22,-1.3418,49,-0.0860,39,-0.4810,74,0.66122,85,1.07495,23,-1.2017,19,-1.4685
ENSG00000187902,SHISA7,33,0.76899,14,-0.6268,21,-0.0217,13,-0.8148,27,0.44449,5,-2.1971,24,0.15717
ENSG00000063241,ISOC2,15,-1.2445,42,0.40039,12,-1.5741,48,0.68765,49,0.82346,33,0.00727,21,-0.6798
ENSG00000090971,NAT14,59,0.10350,67,0.29425,43,-0.4318,42,-0.4622,84,0.86708,30,-0.9282,28,-1.0078
ENSG00000218891,ZNF579,12,-0.1974,5,-1.4181,17,0.37235,7,-0.9838,18,0.50179,25,0.93678,8,-0.7225
ENSG00000213015,ZNF580,36,-0.2941,44,0.04278,43,0.00427,24,-0.9375,51,0.33203,76,0.91066,37,-0.2508
ENSG00000173581,CCDC106,25,-0.8052,37,-0.1652,53,0.44597,32,-0.4037,63,0.89338,27,-0.6239,19,-1.1727
ENSG00000063244,U2AF2,36,-0.0955,28,-0.4766,36,-0.0797,34,-0.1838,50,0.54374,31,-0.3202,35,-0.1183
ENSG00000063245,EPN1,134,-0.1948,137,-0.1417,159,0.10918,120,-0.3707,179,0.35231,216,0.58824,81,-0.9488
ENSG00000142409,ZNF787,3,-2.2413,19,0.56297,7,-0.9238,11,-0.2462,18,0.66361,25,1.01668,16,0.29671
ENSG00000167685,ZNF444,15,-0.7839,44,0.88329,15,-0.8751,27,0.13644,28,0.20998,35,0.53218,24,-0.0773
ENSG00000198440,ZNF583,19,0.21986,8,-1.1779,10,-0.8642,23,0.54344,12,-0.6623,27,0.73630,29,0.86742
ENSG00000198046,ZNF667,69,1.19440,22,-0.7231,25,-0.6284,37,0.03627,32,-0.2026,16,-1.2377,38,0.07432
ENSG00000166770,ZNF667-AS1,51,-0.0098,55,0.09948,59,0.24120,39,-0.4771,58,0.21184,61,0.25510,32,-0.7200
ENSG00000196263,ZNF471,47,1.56712,4,-2.5087,5,-2.1892,14,-0.6291,11,-1.0495,30,0.57482,50,1.43853
ENSG00000196867,ZFP28,21,0.31560,21,0.24051,27,0.75964,12,-0.6791,17,-0.0848,8,-1.2185,13,-0.4355
ENSG00000197016,ZNF470,26,0.47702,11,-0.9006,22,0.15225,37,1.12919,9,-1.4100,6,-1.8313,27,0.49064
ENSG00000268182,SMIM17,17,-0.3014,13,-0.7030,26,0.47680,20,0.00638,29,0.75752,10,-1.0529,4,-2.1497
ENSG00000286125,AC006115.2,32,1.13557,9,-0.9947,19,0.13250,19,0.18021,10,-1.0178,10,-0.8848,21,0.26152
ENSG00000198300,PEG3,776,0.92393,351,-0.4543,517,0.16707,528,0.20612,380,-0.3967,226,-1.1187,280,-0.7994
ENSG00000083844,ZNF264,32,0.33121,17,-0.6079,46,1.05254,22,-0.2496,14,-1.0812,19,-0.4425,34,0.39338
ENSG00000268205,AC005261.1,95,0.72797,31,-1.0662,55,-0.2292,46,-0.5316,62,-0.0239,64,0.01010,85,0.46515
ENSG00000256060,TRAPPC2B,2,-2.1536,14,0.43248,3,-1.8048,16,0.66798,20,1.30358,8,-0.4553,5,-1.1695
ENSG00000105136,ZNF419,26,1.24256,12,-0.1530,3,-2.2289,13,-0.0097,12,-0.1385,17,0.37070,9,-0.5373
ENSG00000213762,ZNF134,44,1.18070,12,-1.0630,33,0.57756,14,-0.8520,13,-1.0228,17,-0.5240,33,0.53457
ENSG00000152443,ZNF776,21,0.49576,11,-0.6015,25,0.80249,13,-0.3640,13,-0.3745,14,-0.2150,10,-0.6934
ENSG00000198466,ZNF587,35,1.52809,14,-0.1178,8,-1.0875,8,-1.0070,16,0.08104,10,-0.7161,12,-0.3345
ENSG00000121413,ZSCAN18,81,-0.1463,56,-0.7041,101,0.22884,72,-0.3521,116,0.53548,75,-0.2607,77,-0.2182
ENSG00000181894,ZNF329,16,0.06395,19,0.32991,16,0.13694,12,-0.3232,20,0.54722,2,-2.7678,12,-0.3698
ENSG00000198131,ZNF544,24,0.73758,20,0.35459,13,-0.3225,13,-0.2957,19,0.31531,11,-0.5440,3,-2.4885
ENSG00000142396,ERVK3-1,31,-0.3503,46,0.30075,27,-0.5958,42,0.15212,54,0.68812,27,-0.5563,26,-0.5789
ENSG00000283103,AC010642.2,22,-1.2328,78,0.78422,31,-0.7166,49,0.06366,80,1.10637,34,-0.5108,15,-1.7101
ENSG00000121410,A1BG,15,-0.3247,22,0.22899,22,0.24492,12,-0.6670,23,0.40977,7,-1.4815,28,0.64016
ENSG00000083845,RPS5,151,-1.0760,625,1.25607,254,-0.2380,243,-0.3084,291,-0.0068,402,0.51122,305,0.06989
ENSG00000083807,SLC27A5,6,-2.1539,35,0.43825,40,0.72878,24,-0.1871,31,0.33770,37,0.54605,11,-1.3092
ENSG00000119574,ZBTB45,6,-1.3197,8,-0.8673,23,0.92481,11,-0.3750,19,0.68580,14,0.09362,5,-1.4559
ENSG00000130726,TRIM28,36,-0.7389,48,-0.2555,54,-0.0967,63,0.17828,72,0.46598,76,0.46276,36,-0.6851
ENSG00000130724,CHMP2A,58,-0.9014,108,0.10464,87,-0.2414,118,0.27255,129,0.49185,104,0.04778,84,-0.2743
ENSG00000130725,UBE2M,101,-1.2436,360,0.82247,280,0.46118,213,-0.0287,254,0.31980,197,-0.1489,89,-1.3594
ENSG00000099326,MZF1,13,-0.4622,19,0.10344,14,-0.4040,14,-0.3643,25,0.69772,26,0.57801,10,-0.8481
ENSG00000247315,ZCCHC3,16,-0.9144,23,-0.3501,60,1.38151,27,-0.1454,25,-0.2527,21,-0.4937,22,-0.4463
ENSG00000177732,SOX12,13,0.01781,14,0.09980,16,0.37881,11,-0.2005,11,-0.2735,7,-0.9141,20,0.66563
ENSG00000125841,NRSN2,64,-0.9223,129,0.22819,126,0.21234,129,0.25889,156,0.69897,70,-0.7233,31,-1.9005
ENSG00000125826,RBCK1,8,-1.0987,23,0.54034,23,0.62263,8,-1.0796,20,0.42120,20,0.29406,13,-0.3391
ENSG00000125875,TBC1D20,24,-0.3664,14,-1.1666,27,-0.1643,32,0.13749,29,-0.0379,56,1.00792,34,0.21346
ENSG00000101266,CSNK2A1,138,0.55512,68,-0.6055,115,0.22637,89,-0.2183,93,-0.1578,84,-0.2923,98,-0.0438
ENSG00000271303,SRXN1,24,-0.2501,39,0.51502,13,-1.2703,33,0.30211,47,1.14254,9,-1.6621,5,-2.5927
ENSG00000125818,PSMF1,38,-1.0735,72,-0.0194,86,0.30038,80,0.15850,94,0.50907,66,-0.1453,46,-0.6972
ENSG00000125895,TMEM74B,8,-0.9675,17,0.29927,10,-0.5329,16,0.17792,26,1.31048,7,-1.0424,1,-3.9611
ENSG00000101298,SNPH,92,0.25813,77,-0.0530,114,0.64931,62,-0.4124,89,0.21146,50,-0.7281,25,-1.7400
ENSG00000125775,SDCBP2,13,-0.5371,22,0.34201,15,-0.2823,17,-0.0509,26,0.84920,16,-0.1063,4,-2.1976
ENSG00000088832,FKBP1A,271,0.33376,213,-0.0795,245,0.15248,108,-1.1982,338,0.85615,129,-0.8433,88,-1.4192
ENSG00000088833,NSFL1C,82,-0.2559,129,0.47408,94,-0.0194,103,0.12874,102,0.13423,68,-0.5136,83,-0.2183
ENSG00000198053,SIRPA,301,0.28870,168,-0.6456,308,0.32976,207,-0.3540,322,0.46132,175,-0.5884,125,-1.0888
ENSG00000125834,STK35,23,0.16969,18,-0.1740,34,0.86635,20,-0.0418,18,-0.2786,14,-0.6287,10,-1.0948
ENSG00000125835,SNRPB,9,-1.7923,35,0.28569,12,-1.4365,36,0.36029,58,1.50595,18,-0.7479,12,-1.3304
ENSG00000101361,NOP56,144,0.57442,72,-0.5789,70,-0.6524,136,0.46659,93,-0.2095,67,-0.6827,133,0.38915
ENSG00000101365,IDH3B,42,-0.8265,43,-0.7193,47,-0.6374,86,0.37339,121,1.19625,53,-0.4030,24,-1.5927
ENSG00000132635,PCED1A,16,-0.4456,37,0.89037,17,-0.3567,17,-0.3896,19,-0.1833,41,1.05412,19,-0.1757
ENSG00000215305,VPS16,10,-1.5000,12,-1.1187,18,-0.4886,31,0.37389,47,1.38261,19,-0.4436,10,-1.3021
ENSG00000132670,PTPRA,310,0.47550,142,-0.7952,204,-0.2583,256,0.13584,194,-0.3775,287,0.30128,297,0.35723
ENSG00000125901,MRPS26,64,-0.3900,72,-0.1726,91,0.20375,78,-0.0645,116,0.73558,40,-1.0623,45,-0.8966
ENSG00000215251,FASTKD5,7,-1.2671,15,-0.0449,6,-1.4211,21,0.52879,28,1.36837,6,-1.4372,10,-0.6755
ENSG00000088899,LZTS3,177,0.22403,130,-0.2842,155,-0.0092,198,0.42662,172,0.19504,115,-0.4701,48,-1.7822
ENSG00000198171,DDRGK1,48,-0.7836,72,-0.0985,51,-0.7002,99,0.44844,114,0.80069,68,-0.1861,48,-0.7198
ENSG00000125877,ITPA,27,-0.3045,27,-0.2758,21,-0.7051,34,0.06668,56,1.13461,14,-1.2838,19,-0.7961
ENSG00000088854,C20orf194,69,0.35367,22,-1.4037,40,-0.5665,47,-0.3093,50,-0.2260,97,0.88023,95,0.84240
ENSG00000088812,ATRN,92,0.51961,37,-0.9287,71,0.06466,60,-0.2285,87,0.47968,44,-0.6941,35,-1.0420
ENSG00000101220,C20orf27,16,-0.9387,52,0.93257,17,-0.8725,23,-0.4287,46,0.92669,32,0.14158,18,-0.7640
ENSG00000101222,SPEF1,6,-1.3700,22,0.64508,11,-0.5164,18,0.37717,26,1.28983,2,-2.6586,2,-2.9513
ENSG00000125817,CENPB,40,-0.6293,54,-0.1048,70,0.33370,33,-0.9187,37,-0.7804,104,0.94756,138,1.44932
ENSG00000101224,CDC25B,24,0.06907,17,-0.5157,13,-0.9605,19,-0.3752,35,0.85680,21,-0.1673,25,0.09818
ENSG00000125843,AP5S1,21,0.63830,8,-0.8381,12,-0.3592,12,-0.3282,20,0.67360,9,-0.6711,7,-1.0966
ENSG00000088888,MAVS,42,0.46865,20,-0.7030,18,-0.9519,17,-1.0485,15,-1.3119,73,1.35541,93,1.80746
ENSG00000125779,PANK2,26,-0.7657,31,-0.4921,45,0.12266,49,0.25451,61,0.74458,25,-0.7832,27,-0.6692
ENSG00000101236,RNF24,60,0.43106,38,-0.3191,66,0.60913,33,-0.5576,48,0.05639,33,-0.5280,28,-0.8003
ENSG00000088826,SMOX,6,-1.4874,5,-1.7065,14,-0.2120,8,-0.9726,7,-1.2482,81,3.02879,22,0.55208
