Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000105711,SCN1B,21,-3.2250,20,-3.1628,3,-5.8414,300,1.18582,277,0.85115,248,0.66457,324,1.12973,140,-0.2596
ENSG00000153902,LGI4,79,0.31619,73,0.15708,33,-1.0771,42,-0.7988,81,0.31430,82,0.32562,32,-1.1275,123,1.02787
ENSG00000266964,FXYD1,147,0.01611,114,-0.3878,81,-0.9096,40,-2.0791,123,-0.2704,119,-0.3244,172,0.26422,475,2.11314
ENSG00000221946,FXYD7,72,-1.5646,101,-0.9471,162,-0.2151,241,0.48904,241,0.42378,381,1.21475,150,-0.3401,195,0.07934
ENSG00000105698,USF2,146,0.23669,126,-0.0229,51,-1.4280,79,-0.8284,171,0.46676,124,-0.0512,191,0.65279,170,0.45451
ENSG00000105695,MAG,781,3.82914,99,-1.0869,143,-0.5285,26,-3.2133,10,-4.3758,4,-5.4736,109,-0.9396,19,-3.5227
ENSG00000012124,CD22,69,3.05709,30,0.63363,20,0.00323,4,-2.4422,0,-7.2305,0,-8.5889,6,-1.7991,0,-6.2933
ENSG00000105677,TMEM147,61,0.12178,37,-0.6930,66,0.21449,75,0.48593,35,-0.7653,61,0.10676,38,-0.6357,65,0.20252
ENSG00000126254,RBM42,67,0.70188,27,-0.8336,54,0.25733,47,0.02084,46,0.00222,43,-0.0975,41,-0.1900,23,-1.0873
ENSG00000126267,COX6B1,262,-1.0021,131,-1.9569,251,-0.9839,689,0.72031,738,0.73821,635,0.48478,486,0.04706,578,0.32789
ENSG00000272333,KMT2B,17,0.08250,39,1.50862,10,-0.6453,14,-0.1817,4,-1.8904,15,-0.1332,9,-0.8419,20,0.35066
ENSG00000161265,U2AF1L4,12,-0.5929,26,0.70462,11,-0.6945,15,-0.1604,25,0.61816,18,0.10578,11,-0.5897,23,0.50513
ENSG00000205155,PSENEN,40,0.41903,7,-2.2124,18,-0.8938,40,0.39482,42,0.41635,47,0.62478,25,-0.3675,22,-0.6168
ENSG00000267796,LIN37,11,-0.4710,18,0.28127,9,-0.7483,22,0.71570,10,-0.6369,28,1.05665,10,-0.6706,8,-0.9200
ENSG00000004776,HSPB6,17,0.12340,17,0.14380,2,-2.5925,12,-0.4361,17,0.16814,22,0.53038,19,0.34321,20,0.42440
ENSG00000004777,ARHGAP33,26,-0.2929,44,0.58168,39,0.36967,19,-0.7821,26,-0.2761,39,0.37037,27,-0.1996,43,0.52237
ENSG00000105290,APLP1,1021,1.34364,334,-0.7121,672,0.39750,369,-0.6121,294,-0.9051,809,0.71085,164,-1.7851,204,-1.4554
ENSG00000011600,TYROBP,32,1.34594,20,0.29733,1,-4.0526,3,-2.3896,6,-1.3903,13,-0.3026,25,0.66874,27,0.83788
ENSG00000126243,LRFN3,3,-2.1274,9,-0.7457,22,0.71787,20,0.59712,21,0.62568,30,1.20740,5,-1.4727,9,-0.6579
ENSG00000205138,SDHAF1,22,-0.0794,19,-0.3067,13,-0.8436,18,-0.4032,40,0.94958,40,0.91188,16,-0.5626,20,-0.1784
ENSG00000239382,ALKBH6,20,-0.7107,11,-1.4403,17,-0.8891,55,1.19707,60,1.17511,31,0.07367,14,-1.1786,16,-0.9283
ENSG00000105270,CLIP3,162,-1.3528,217,-0.8108,472,0.42014,550,0.78794,559,0.70372,596,0.81244,152,-1.3476,226,-0.7492
ENSG00000105258,POLR2I,238,0.54801,67,-1.4965,53,-1.8534,146,-0.3461,230,0.41919,232,0.43568,238,0.48027,188,0.09455
ENSG00000105254,TBCB,344,0.84514,135,-0.7816,168,-0.4434,253,0.23710,204,-0.1327,235,0.08880,151,-0.6036,134,-0.7894
ENSG00000126247,CAPNS1,137,-0.8473,97,-1.2976,155,-0.5837,418,1.24778,224,0.00154,355,0.75832,126,-0.9003,176,-0.3789
ENSG00000161281,COX7A1,34,-2.8016,71,-1.5873,95,-1.1620,359,1.14866,293,0.61250,141,-0.5624,345,0.89658,280,0.54176
ENSG00000167635,ZNF146,98,1.50823,64,0.51751,47,0.00575,28,-0.8581,10,-2.2521,36,-0.4273,31,-0.6149,27,-0.8290
ENSG00000232677,LINC00665,11,-0.5299,27,0.86278,27,0.90085,12,-0.4282,18,0.22315,16,0.01398,13,-0.2964,9,-0.8738
ENSG00000142065,ZFP14,43,0.17203,69,0.92408,81,1.20743,27,-0.6448,24,-0.7310,29,-0.4507,20,-1.0181,29,-0.4725
ENSG00000181007,ZFP82,22,0.14339,37,1.02506,18,-0.2009,19,-0.0836,15,-0.4558,17,-0.2609,19,-0.0504,13,-0.7130
ENSG00000186017,ZNF566,23,0.45634,37,1.24311,31,0.89709,9,-1.0221,10,-0.8484,11,-0.7689,9,-1.0256,15,-0.2729
ENSG00000254004,ZNF260,30,1.52847,7,-0.9521,19,0.51628,13,-0.1271,4,-1.7532,8,-0.9046,6,-1.1545,9,-0.6111
ENSG00000186020,ZNF529,34,0.24607,40,0.48643,47,0.76032,30,0.03326,8,-2.0237,40,0.47222,21,-0.5370,13,-1.2984
ENSG00000161298,ZNF382,10,-0.6324,40,1.78577,15,0.08595,20,0.62026,4,-1.7950,10,-0.4457,2,-2.5316,10,-0.4394
ENSG00000197050,ZNF420,12,-0.0772,23,1.02924,18,0.57691,15,0.34663,10,-0.3062,6,-1.1384,4,-1.6601,9,-0.4395
ENSG00000196967,ZNF585A,24,0.46659,32,0.84494,25,0.42810,12,-0.7466,18,-0.0341,13,-0.5893,13,-0.5829,15,-0.3260
ENSG00000188283,ZNF383,17,0.30416,36,1.55682,17,0.32707,11,-0.4516,4,-1.8021,10,-0.4660,11,-0.4106,8,-0.8406
ENSG00000181666,ZNF875,8,-1.1241,27,0.78788,16,-0.0117,19,0.26692,20,0.31827,23,0.51528,7,-1.2039,16,0.01425
ENSG00000196437,ZNF569,14,0.32619,9,-0.3847,10,-0.2890,14,0.23044,11,-0.1444,17,0.56631,9,-0.4261,7,-0.7052
ENSG00000171827,ZNF570,43,1.00839,21,-0.2640,30,0.29346,23,-0.1892,21,-0.3252,24,-0.1116,16,-0.6729,10,-1.3730
ENSG00000188227,ZNF793,21,-0.0383,63,1.84466,45,1.19594,9,-1.4506,8,-1.4749,15,-0.5538,16,-0.5196,11,-1.0316
ENSG00000171817,ZNF540,12,-1.1468,29,0.27240,43,0.92310,30,0.38043,21,-0.2782,43,0.91915,14,-0.8308,11,-1.2605
ENSG00000120784,ZFP30,15,0.24233,17,0.43754,27,1.17731,12,-0.1057,8,-0.7885,13,0.02437,3,-1.9563,8,-0.7538
ENSG00000105738,SIPA1L3,13,-0.4036,35,1.24813,21,0.42731,10,-0.8018,7,-1.1624,10,-0.6749,24,0.59537,20,0.30531
ENSG00000011332,DPF1,8,-2.9017,71,0.50640,78,0.65800,41,-0.4120,67,0.41327,100,1.08556,34,-0.6663,72,0.53708
ENSG00000167642,SPINT2,13,-3.3092,36,-1.7052,173,0.71503,174,0.85117,168,0.66673,209,1.04399,78,-0.5729,80,-0.5282
ENSG00000167641,PPP1R14A,1012,3.54902,171,-0.7206,157,-0.8547,38,-3.1020,13,-4.4589,12,-4.5623,165,-0.7793,94,-1.6215
ENSG00000167645,YIF1B,34,0.10514,30,-0.1029,21,-0.6971,55,1.00685,24,-0.4815,42,0.42916,15,-1.1598,14,-1.2517
ENSG00000099341,PSMD8,94,-0.8769,61,-1.4558,94,-0.8005,264,1.01016,243,0.71430,230,0.62038,114,-0.5069,116,-0.4800
ENSG00000130244,FAM98C,25,-0.1960,15,-0.9500,11,-1.3916,32,0.24462,48,0.88551,41,0.62850,23,-0.3047,27,-0.0339
ENSG00000196218,RYR1,26,1.02085,31,1.17159,8,-0.9996,2,-3.0813,5,-1.6076,22,0.59994,4,-1.8294,27,0.90575
ENSG00000178982,EIF3K,108,-1.0661,96,-1.1591,113,-0.9127,316,0.85974,301,0.64877,285,0.55761,166,-0.3132,217,0.11071
ENSG00000130402,ACTN4,210,0.91663,156,0.28720,92,-0.5494,119,-0.1672,144,0.15780,148,0.19989,37,-1.9249,72,-0.9207
ENSG00000104823,ECH1,83,0.41522,36,-0.9266,33,-1.0958,72,0.15609,77,0.24032,80,0.29367,31,-1.1480,96,0.59637
ENSG00000104824,HNRNPL,92,0.25698,95,0.27763,97,0.30432,84,0.08911,62,-0.4086,81,0.02213,42,-1.0193,72,-0.1686
ENSG00000068903,SIRT2,471,2.02361,142,-0.4277,119,-0.7058,92,-1.1926,125,-0.6286,114,-0.7678,130,-0.5675,110,-0.8206
ENSG00000104825,NFKBIB,38,0.92927,26,0.16671,25,0.09395,12,-1.0876,23,-0.0035,24,0.03465,16,-0.5966,20,-0.2601
ENSG00000104835,SARS2,10,-0.4277,7,-0.8835,17,0.35517,21,0.89872,9,-0.5864,21,0.74632,4,-1.7023,11,-0.2567
ENSG00000128626,MRPS12,16,-0.8500,6,-2.1769,23,-0.2844,39,0.66407,34,0.33241,47,0.87634,17,-0.7162,36,0.44502
ENSG00000161243,FBXO27,10,-1.0569,14,-0.4671,21,0.14077,17,-0.2659,45,1.41858,27,0.50261,11,-0.8075,22,0.18815
ENSG00000179134,SAMD4B,106,0.70268,75,0.03643,47,-0.6859,22,-1.9631,77,0.09164,66,-0.1623,83,0.21589,127,0.91441
ENSG00000006712,PAF1,54,0.44486,33,-0.4047,47,0.17747,51,0.32379,38,-0.1675,62,0.63081,8,-2.5211,26,-0.7268
ENSG00000063322,MED29,91,0.19906,36,-1.2623,77,-0.1007,83,0.04192,90,0.15502,87,0.11037,70,-0.2489,107,0.44597
ENSG00000105193,RPS16,557,0.51473,235,-0.9140,234,-0.9195,257,-0.8510,376,-0.1887,389,-0.1324,689,0.80866,678,0.77921
ENSG00000196235,SUPT5H,101,-0.3389,127,0.04721,123,0.00573,123,0.00500,156,0.38806,123,-0.0011,130,0.08800,121,-0.0231
ENSG00000105197,TIMM50,25,-0.7709,21,-0.9606,43,0.15286,57,0.68791,56,0.57612,61,0.70766,26,-0.6459,23,-0.8216
ENSG00000090932,DLL3,10,-0.3910,12,-0.1799,3,-1.8905,8,-0.7606,10,-0.3856,25,1.04305,18,0.50313,26,1.09807
ENSG00000176401,EID2B,8,-1.5291,24,0.17061,33,0.70901,26,0.33894,21,-0.0230,35,0.81673,16,-0.3987,16,-0.4505
ENSG00000176396,EID2,17,-1.7653,29,-0.8426,48,-0.0775,88,1.09667,71,0.56598,104,1.22374,19,-1.4785,22,-1.2759
ENSG00000105204,DYRK1B,5,-1.9643,22,0.42266,21,0.34510,20,0.25722,29,0.86278,26,0.71554,11,-0.5943,11,-0.6651
ENSG00000105202,FBL,52,-0.1159,70,0.37487,70,0.38833,49,-0.2167,64,0.23365,30,-0.9475,58,0.06607,60,0.12966
ENSG00000013275,PSMC4,49,0.04273,37,-0.4367,28,-0.8408,75,0.83982,41,-0.2515,66,0.51680,34,-0.5639,28,-0.8159
ENSG00000128000,ZNF780B,10,-0.6049,34,1.52013,19,0.48759,17,0.33246,12,-0.2410,6,-1.2012,8,-0.8408,7,-1.0034
ENSG00000130758,MAP3K10,14,-1.3993,31,-0.1296,9,-1.9179,19,-0.9699,52,0.67968,41,0.29561,67,1.12682,73,1.28546
ENSG00000174521,TTC9B,27,-3.0228,80,-1.2554,120,-0.6385,243,0.55364,251,0.53199,238,0.44510,341,1.05955,241,0.46250
ENSG00000105221,AKT2,30,0.22983,71,1.69129,20,-0.4304,15,-0.9316,15,-0.8502,16,-0.8236,28,0.10419,25,-0.1097
ENSG00000105223,PLD3,110,-2.1519,177,-1.3139,490,0.27455,672,0.94413,642,0.72428,839,1.19518,152,-1.5345,272,-0.6564
ENSG00000090013,BLVRB,29,-0.5136,8,-2.2429,40,0.04914,50,0.46926,48,0.36573,62,0.78820,20,-1.0150,50,0.42085
ENSG00000160460,SPTBN4,10,-2.9105,76,0.32871,74,0.29486,70,0.22401,83,0.47121,95,0.70512,61,-0.0354,71,0.22251
ENSG00000105245,NUMBL,8,-2.5524,33,-0.2867,78,1.13157,52,0.50024,58,0.62710,73,1.00630,13,-1.6911,22,-0.8937
ENSG00000077312,SNRPA,27,0.13000,30,0.29254,17,-0.6128,24,-0.0660,27,0.10225,40,0.76748,16,-0.6466,18,-0.4966
ENSG00000167578,RAB4B,52,0.31754,15,-1.5830,33,-0.4341,53,0.34969,60,0.51417,60,0.51055,30,-0.5863,29,-0.6392
ENSG00000269858,EGLN2,48,-0.3612,61,0.03687,42,-0.5352,57,-0.0761,90,0.66655,87,0.60913,53,-0.1865,52,-0.2022
ENSG00000167601,AXL,12,-0.7978,40,1.18278,4,-2.3480,1,-3.6485,10,-1.0084,17,-0.2291,6,-1.6300,92,2.92912
ENSG00000105323,HNRNPUL1,127,0.83702,99,0.29769,100,0.31718,50,-0.8387,78,-0.0830,67,-0.3106,41,-1.0624,81,-0.0127
ENSG00000077348,EXOSC5,14,-0.5937,11,-0.8767,17,-0.2438,32,0.91499,25,0.37275,31,0.68858,5,-1.9358,18,-0.1892
ENSG00000248098,BCKDHA,35,0.04989,42,0.36888,14,-1.2851,30,-0.1764,34,-0.0040,49,0.60079,21,-0.7158,46,0.51308
ENSG00000105341,DMAC2,16,-0.7043,10,-1.3267,12,-1.0651,31,0.47143,25,0.07035,46,1.11023,25,0.07288,27,0.21395
ENSG00000105372,RPS19,725,0.51253,344,-0.7393,319,-0.8561,301,-1.0293,569,0.05067,433,-0.3826,812,0.63630,986,0.97009
ENSG00000105404,RABAC1,158,-0.2943,73,-1.4379,159,-0.2532,269,0.69090,254,0.49940,246,0.45268,108,-0.8547,173,-0.1186
ENSG00000105409,ATP1A3,24,-3.9686,129,-1.3650,199,-0.7130,741,1.83677,257,-0.3151,592,1.06480,265,-0.2656,165,-1.0032
ENSG00000105737,GRIK5,15,-1.3879,25,-0.4774,47,0.50703,32,-0.1318,46,0.48701,65,1.08479,32,-0.0928,33,-0.0499
ENSG00000160570,DEDD2,12,-0.9065,10,-1.1606,29,0.53066,31,0.70335,25,0.29171,41,1.11215,13,-0.7117,6,-1.8234
ENSG00000105723,GSK3A,45,-1.0197,45,-0.9420,89,0.12547,102,0.38507,99,0.29337,147,0.95744,68,-0.3094,84,0.02750
ENSG00000105722,ERF,19,0.86849,11,-0.2018,18,0.64737,5,-1.3843,11,-0.1898,22,0.98741,1,-2.9915,10,-0.3573
ENSG00000079432,CIC,37,0.18398,45,0.47950,9,-1.8927,28,-0.2913,25,-0.4277,54,0.79267,40,0.28760,29,-0.1882
ENSG00000079462,PAFAH1B3,12,-1.1900,13,-0.9523,20,-0.3154,27,0.20363,29,0.28282,52,1.29665,16,-0.5880,34,0.54027
ENSG00000167619,TMEM145,4,-2.0194,9,-0.7539,6,-1.4320,22,0.73748,6,-1.2142,40,1.68576,12,-0.2740,23,0.70310
ENSG00000105429,MEGF8,28,-1.6900,94,0.27922,88,0.16771,108,0.58328,103,0.42551,99,0.36410,53,-0.6135,82,0.04975
ENSG00000079435,LIPE,61,2.79259,20,0.12204,16,-0.3073,6,-1.8776,2,-3.1994,4,-2.2637,12,-0.7041,2,-3.0071
ENSG00000105755,ETHE1,7,-0.9683,11,-0.2162,10,-0.4670,16,0.40746,12,-0.1444,10,-0.3772,25,1.07496,15,0.24231
ENSG00000073050,XRCC1,14,-0.4254,29,0.76215,11,-0.7728,23,0.43488,19,0.12341,28,0.72295,10,-0.9093,9,-1.0165
ENSG00000167378,IRGQ,23,-1.4790,48,-0.2574,70,0.33219,90,0.88971,80,0.54436,45,-0.3608,45,-0.3874,55,-0.0652
ENSG00000124444,ZNF576,9,-1.1866,13,-0.6048,28,0.55902,25,0.44514,14,-0.5197,21,0.10041,27,0.51427,24,0.33632
ENSG00000131116,ZNF428,67,-0.8117,77,-0.5219,87,-0.3417,111,0.04900,147,0.50453,180,0.84220,110,0.03008,122,0.20070
ENSG00000105767,CADM4,180,1.02518,114,0.11758,102,-0.0596,82,-0.4445,63,-0.8128,79,-0.4576,91,-0.2376,88,-0.2918
ENSG00000105771,SMG9,24,0.20101,23,0.12249,22,0.00568,28,0.46694,11,-0.9970,26,0.31717,4,-2.3979,25,0.25020
ENSG00000267680,ZNF224,17,0.03577,43,1.61068,17,-0.0228,15,-0.2401,7,-1.2905,17,0.02981,11,-0.6018,9,-0.9099
ENSG00000167380,ZNF226,31,0.50436,22,-0.1377,15,-0.7318,33,0.59755,20,-0.2797,15,-0.6897,22,-0.0934,16,-0.6367
ENSG00000073008,PVR,5,-1.9383,21,0.32379,24,0.53001,26,0.81076,22,0.42412,22,0.38900,8,-1.1293,12,-0.5959
ENSG00000130204,TOMM40,31,-0.9427,36,-0.6113,41,-0.4282,95,1.11992,73,0.49319,76,0.55130,27,-1.0761,34,-0.7137
ENSG00000130203,APOE,998,0.60591,948,0.43922,403,-0.9134,93,-3.2444,206,-1.9198,413,-0.8773,237,-1.7113,2851,2.54680
ENSG00000130208,APOC1,9,-1.5412,1,-3.7419,18,-0.3914,15,-0.7260,31,0.49475,27,0.30475,36,0.73271,67,1.88768
ENSG00000104853,CLPTM1,68,-0.6985,55,-0.9403,72,-0.5489,143,0.64162,111,0.14146,184,0.98906,91,-0.1706,82,-0.3362
ENSG00000104859,CLASRP,28,1.02564,19,0.24172,11,-0.6119,18,0.16777,7,-1.3539,10,-0.7130,12,-0.5400,14,-0.2878
ENSG00000142252,GEMIN7,5,-1.6292,13,-0.0224,9,-0.5447,21,0.82377,20,0.65737,8,-0.7889,9,-0.6197,23,0.90381
ENSG00000007047,MARK4,17,-1.1258,26,-0.3581,52,0.73602,36,0.17410,53,0.76850,35,0.08273,26,-0.3842,32,-0.0260
ENSG00000104866,PPP1R37,8,-1.5268,11,-0.9728,25,0.32392,22,0.14254,35,0.86885,39,1.06581,14,-0.6207,21,0.05425
ENSG00000007255,TRAPPC6A,35,0.75915,34,0.64723,7,-1.6871,11,-1.2490,24,0.08900,32,0.51913,15,-0.6163,27,0.23009
ENSG00000104884,ERCC2,9,-0.7501,7,-1.1028,18,0.27952,16,0.08276,14,-0.0678,20,0.47692,18,0.32947,21,0.56230
ENSG00000012061,ERCC1,49,-0.0963,24,-1.1683,35,-0.6086,59,0.23658,83,0.77989,83,0.77650,32,-0.7597,45,-0.2357
ENSG00000125744,RTN2,7,-2.6427,19,-1.1642,22,-0.8993,64,0.90034,64,0.78297,52,0.42187,31,-0.3807,69,0.89456
ENSG00000125741,OPA3,12,-0.1586,9,-0.4999,19,0.63515,14,0.19389,12,-0.1134,14,0.20455,6,-1.1376,15,0.29420
ENSG00000125746,EML2,45,0.66127,45,0.59966,16,-0.9810,28,-0.2159,29,-0.1304,26,-0.2877,37,0.26424,15,-1.1141
ENSG00000125743,SNRPD2,151,-0.5378,65,-1.7743,100,-1.1256,272,0.51546,332,0.78927,269,0.43547,193,-0.1039,257,0.35571
ENSG00000185800,DMWD,36,-0.6691,53,-0.0033,50,-0.0998,60,0.20319,76,0.56238,83,0.72559,46,-0.2447,35,-0.6761
ENSG00000125755,SYMPK,37,-0.1506,63,0.74205,34,-0.2614,32,-0.3836,41,0.05356,35,-0.2054,34,-0.2468,55,0.51374
ENSG00000176182,MYPOP,12,-1.6852,13,-1.4580,27,-0.3909,42,0.31298,77,1.31643,56,0.77051,30,-0.2543,40,0.19172
ENSG00000104967,NOVA2,28,-0.9815,40,-0.3938,88,0.90536,53,0.06562,82,0.77961,69,0.48942,37,-0.5150,32,-0.7310
ENSG00000124440,HIF3A,16,0.29690,56,2.60586,4,-1.7765,1,-4.0535,0,-4.5809,3,-2.2529,1,-3.7275,39,1.80443
ENSG00000011485,PPP5C,28,-1.2565,36,-0.8085,73,0.30206,89,0.74293,60,-0.0173,123,1.20886,38,-0.7277,38,-0.7003
ENSG00000277531,PNMA8C,8,-2.7709,32,-0.5190,53,0.26025,51,0.21400,95,1.25233,77,0.87939,40,-0.1741,37,-0.3183
ENSG00000182013,PNMA8A,35,-2.3458,112,-0.4824,229,0.67208,249,0.95602,239,0.74540,199,0.43972,87,-0.8756,87,-0.8685
ENSG00000204851,PNMA8B,34,-2.6345,183,0.04906,228,0.40922,301,1.03497,191,0.11405,202,0.20867,161,-0.1590,140,-0.3686
ENSG00000160014,CALM3,268,-2.1191,528,-0.9749,870,-0.2021,1336,0.56956,1544,0.73720,1764,0.96868,980,-0.0129,981,-0.0110
ENSG00000197380,DACT3,83,0.23211,62,-0.2705,49,-0.6218,47,-0.7566,92,0.36082,67,-0.1408,104,0.56644,99,0.48677
ENSG00000090372,STRN4,25,-0.5400,26,-0.4126,55,0.75749,35,0.02637,47,0.50790,60,0.91617,14,-1.4116,22,-0.6692
ENSG00000181027,FKRP,7,-1.2345,13,-0.3283,22,0.52670,14,-0.2841,20,0.37626,23,0.58443,18,0.16284,22,0.48844
ENSG00000042753,AP2S1,82,-1.4382,76,-1.4565,117,-0.8008,347,1.13712,224,0.21629,286,0.62023,246,0.37216,148,-0.4346
ENSG00000160007,ARHGAP35,70,-1.0489,169,0.42252,184,0.56374,111,-0.2762,134,0.04783,111,-0.2438,171,0.44873,169,0.42639
ENSG00000130748,TMEM160,109,-1.3917,148,-0.8242,105,-1.3458,278,0.18539,586,1.45149,256,0.02744,345,0.51958,298,0.27550
ENSG00000130749,ZC3H4,33,0.87077,13,-0.6817,31,0.62791,15,-0.5667,22,0.07875,16,-0.3740,16,-0.4498,15,-0.5327
ENSG00000142230,SAE1,31,-1.4145,35,-1.1209,65,-0.1549,109,0.80288,97,0.48738,105,0.62286,70,-0.0297,66,-0.1298
ENSG00000257704,INAFM1,15,-1.1596,24,-0.3301,9,-1.7738,33,0.18241,37,0.32798,75,1.55322,35,0.25167,24,-0.3427
ENSG00000105419,MEIS3,13,-2.7618,94,0.37727,159,1.27692,56,-0.4793,85,0.21426,160,1.29135,23,-1.7919,86,0.22687
ENSG00000118160,SLC8A2,9,-3.1982,67,-0.0909,218,1.98482,66,-0.1362,76,0.10255,160,1.37540,13,-2.5149,27,-1.4596
ENSG00000105402,NAPA,72,-1.7657,104,-1.1076,161,-0.4364,406,1.30870,298,0.55379,365,0.89825,94,-1.2655,145,-0.6024
ENSG00000024422,EHD2,10,-0.7113,25,0.70458,31,1.09463,4,-2.0993,16,0.03491,28,0.91399,6,-1.4512,25,0.70059
ENSG00000105373,NOP53,115,0.36979,72,-0.4155,54,-0.8466,54,-0.9268,108,0.21993,79,-0.2837,155,0.82842,133,0.56911
ENSG00000178980,SELENOW,977,-0.0359,462,-1.1911,678,-0.6063,786,-0.4157,1575,0.75626,1081,0.13005,1298,0.42990,1346,0.49119
ENSG00000105499,PLA2G4C,75,1.56749,30,-0.2266,22,-0.7284,19,-1.0409,22,-0.7108,35,-0.0162,34,-0.0504,20,-0.8776
ENSG00000185453,ZSWIM9,18,0.08921,17,0.01958,19,0.22144,7,-1.3898,30,0.91639,20,0.24800,20,0.24589,13,-0.3425
ENSG00000105438,KDELR1,36,-0.2108,42,0.08553,78,1.11969,48,0.34457,29,-0.5279,48,0.28458,7,-2.4888,28,-0.5335
ENSG00000105447,GRWD1,12,-0.0204,9,-0.4624,18,0.63479,14,0.29451,10,-0.2529,9,-0.4902,6,-0.9271,16,0.45321
ENSG00000105443,CYTH2,26,-0.6967,23,-0.8406,31,-0.3696,57,0.70921,65,0.81594,41,0.06048,31,-0.3767,36,-0.1269
ENSG00000142235,LMTK3,12,-2.0125,44,-0.0049,69,0.72719,51,0.25730,41,-0.1279,89,1.17619,35,-0.3605,37,-0.2787
ENSG00000063177,RPL18,613,0.36340,300,-0.8091,267,-0.9890,289,-0.9451,631,0.36609,519,0.04819,737,0.62574,778,0.71677
ENSG00000063176,SPHK2,16,-0.7448,34,0.51695,8,-1.6082,21,-0.2839,47,1.07497,14,-0.8767,33,0.46375,36,0.64325
ENSG00000105516,DBP,27,-0.6970,27,-0.6415,11,-1.9540,33,-0.3356,98,1.49631,63,0.70852,43,0.08182,44,0.14087
ENSG00000063180,CA11,128,-1.8865,237,-0.8303,183,-1.2229,291,-0.5727,799,1.14830,767,1.07450,555,0.51967,662,0.81876
ENSG00000087076,HSD17B14,13,-0.1229,15,0.18245,10,-0.3955,5,-1.6568,16,0.30510,15,0.20227,9,-0.6474,34,1.58246
ENSG00000087074,PPP1R15A,11,-0.7073,31,1.04044,11,-0.6359,17,0.02777,16,-0.0590,31,1.03262,12,-0.4504,9,-0.9445
ENSG00000104805,NUCB1,46,-0.7630,78,0.14335,64,-0.1776,101,0.65215,84,0.26222,118,0.82329,46,-0.6910,32,-1.2542
ENSG00000087086,FTL,2012,1.13440,752,-0.6475,451,-1.4236,348,-1.9346,990,-0.2173,951,-0.2816,1431,0.37656,2057,0.99417
ENSG00000183207,RUVBL2,22,-1.2183,37,-0.3453,38,-0.3123,83,1.15298,40,-0.2199,61,0.43506,37,-0.3561,39,-0.2479
ENSG00000104852,SNRNP70,79,-0.1575,154,0.96852,77,-0.1828,66,-0.4567,70,-0.3229,116,0.48759,72,-0.2799,82,-0.0845
ENSG00000104863,LIN7B,20,-1.3885,11,-2.1843,30,-0.7175,65,0.59796,76,0.77951,94,1.16284,56,0.27312,34,-0.4883
ENSG00000177380,PPFIA3,9,-2.8402,42,-0.3889,60,0.15214,78,0.69671,82,0.66893,69,0.38016,48,-0.2021,68,0.36576
ENSG00000104888,SLC17A7,74,-3.5242,586,-0.2863,1273,0.99333,1156,0.97249,1084,0.71608,666,-0.0837,411,-0.8363,542,-0.4102
ENSG00000104872,PIH1D1,32,-0.6759,41,-0.2211,35,-0.4470,58,0.39447,79,0.85291,48,0.02604,44,-0.1196,44,-0.1088
ENSG00000142541,RPL13A,1391,0.60355,797,-0.3763,608,-0.7953,512,-1.1479,952,-0.0947,921,-0.1478,1531,0.68476,1489,0.63753
ENSG00000142534,RPS11,902,0.57579,438,-0.6528,361,-0.9514,375,-0.9755,596,-0.1726,609,-0.1384,1100,0.83628,987,0.64960
ENSG00000104870,FCGRT,23,1.32890,20,0.82174,2,-2.4976,1,-3.2364,4,-1.7022,1,-3.3794,15,0.42611,28,1.43866
ENSG00000142546,NOSIP,44,-0.3859,73,0.47055,37,-0.5921,66,0.36779,69,0.39113,46,-0.2739,44,-0.3283,55,0.01265
ENSG00000126464,PRR12,11,-0.5678,26,0.79801,30,1.05252,8,-1.1865,14,-0.1675,17,0.09226,9,-0.8639,25,0.71272
ENSG00000126461,SCAF1,31,-0.9825,65,0.23359,39,-0.5668,73,0.48308,69,0.32880,85,0.66529,48,-0.2657,49,-0.2299
ENSG00000126456,IRF3,20,-0.0892,29,0.52586,15,-0.5074,17,-0.3966,20,-0.0433,35,0.86563,18,-0.2670,19,-0.1771
ENSG00000126457,PRMT1,52,-0.5449,34,-1.1445,51,-0.5314,90,0.40687,74,0.03994,124,0.91050,64,-0.1763,87,0.30519
ENSG00000169169,CPT1C,24,-1.5142,91,0.69273,65,0.14498,85,0.65561,76,0.38650,68,0.21755,31,-1.0037,49,-0.3231
ENSG00000196961,AP2A1,36,-1.5308,60,-0.6355,104,0.22363,138,0.81065,128,0.57288,81,-0.1831,82,-0.1586,102,0.18925
ENSG00000010361,FUZ,15,0.48200,5,-1.3636,1,-3.2159,11,-0.1176,26,1.29238,17,0.53564,6,-1.1136,12,-0.0124
ENSG00000104973,MED25,32,0.19635,23,-0.3000,32,0.19570,38,0.52565,25,-0.2011,38,0.46962,7,-2.0262,19,-0.5844
ENSG00000104960,PTOV1,145,-0.1747,156,-0.0419,168,0.08230,224,0.63520,134,-0.2837,192,0.29538,102,-0.6995,110,-0.5919
