Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000130731,METTL26,59,-0.8450,67,-0.6453,112,0.13427,27,-1.9950,90,-0.2043,103,0.00699,87,-0.2558,136,0.49049,109,0.09084,82,-0.3403,130,0.36458,197,1.05076
ENSG00000172366,MCRIP2,30,-0.3541,44,0.21780,15,-1.3960,36,-0.1028,22,-0.8377,31,-0.3241,25,-0.6388,15,-1.4408,62,0.75498,78,1.14875,70,0.96407,54,0.54086
ENSG00000140983,RHOT2,64,0.91246,26,-0.5126,35,-0.0454,61,0.83509,56,0.69166,11,-1.7273,16,-1.2499,31,-0.2845,32,-0.2023,26,-0.5017,42,0.22065,41,0.18504
ENSG00000103269,RHBDL1,5,-2.1210,0,-6.0514,5,-1.8814,18,-0.1626,23,0.22785,10,-0.9638,17,-0.2427,51,1.78015,15,-0.4590,20,-0.0241,21,0.07888,25,0.32698
ENSG00000103266,STUB1,94,-0.8652,138,-0.2771,110,-0.6315,95,-0.8423,139,-0.2691,195,0.25657,116,-0.5389,184,0.18564,211,0.38730,126,-0.4166,280,0.84344,276,0.82339
ENSG00000161999,JMJD8,36,0.88785,19,-0.1495,39,1.00603,12,-0.8524,19,-0.0936,4,-2.2246,19,-0.1337,19,-0.1549,24,0.22306,21,0.00520,19,-0.0968,19,-0.1470
ENSG00000127580,WDR24,0,-5.4874,21,0.60367,6,-1.3205,21,0.57637,21,0.54951,3,-2.2221,9,-0.7147,14,-0.0654,19,0.39746,17,0.19844,21,0.53316,24,0.79762
ENSG00000127585,FBXL16,131,-1.9392,154,-1.6978,200,-1.3181,240,-1.0424,257,-0.9382,958,1.13800,371,-0.3819,605,0.41934,800,0.83562,734,0.69185,289,-0.7659,837,0.90884
ENSG00000103260,METRN,87,-1.6906,412,0.68597,242,-0.1597,153,-0.8550,71,-1.9906,263,-0.0268,129,-1.1118,139,-1.0694,549,1.16553,506,1.02935,365,0.48846,427,0.74593
ENSG00000103254,ANTKMT,31,-0.8120,40,-0.4360,38,-0.5013,17,-1.6575,23,-1.2753,49,-0.1430,18,-1.6241,97,1.08736,57,0.11804,67,0.35597,62,0.24728,96,0.93655
ENSG00000103253,HAGHL,60,0.26270,37,-0.4824,55,0.12059,48,-0.0777,73,0.57815,21,-1.3361,45,-0.1945,24,-1.1752,47,-0.1135,46,-0.1720,105,1.16337,76,0.62533
ENSG00000103245,CIAO3,1,-3.3402,14,-0.2347,4,-1.8663,23,0.59911,16,-0.0277,19,0.28782,16,0.04408,15,-0.0604,20,0.38715,16,0.06502,17,0.09001,28,0.91562
ENSG00000103227,LMF1,9,-1.1683,17,-0.2009,54,1.67140,24,0.34426,14,-0.4465,9,-1.0781,4,-2.1722,23,0.26210,7,-1.5041,19,-0.0570,34,0.90245,15,-0.3596
ENSG00000260807,AC009041.2,10,-3.2849,147,0.74316,127,0.50162,146,0.72216,117,0.37070,56,-0.7598,60,-0.6581,115,0.37871,75,-0.3319,70,-0.4252,56,-0.7675,108,0.24704
ENSG00000005513,SOX8,28,-1.3862,230,2.02550,362,2.99474,31,-1.2199,24,-1.5805,39,-0.8586,19,-1.8999,19,-2.0524,32,-1.1648,26,-1.4462,35,-1.0424,38,-0.8967
ENSG00000103275,UBE2I,94,0.24622,69,-0.2274,80,-0.0081,87,0.12765,71,-0.1772,65,-0.3162,64,-0.3394,98,0.34476,79,-0.0228,72,-0.1691,82,0.04232,82,0.04265
ENSG00000007516,BAIAP3,16,-2.4426,22,-1.9618,111,0.47893,83,0.02748,126,0.68257,56,-0.5919,92,0.18740,108,0.48257,79,-0.0664,60,-0.4818,61,-0.4540,144,0.90066
ENSG00000007520,TSR3,108,1.27443,78,0.73166,72,0.59423,34,-0.5582,31,-0.6880,30,-0.7602,16,-1.6537,25,-1.0980,57,0.22808,50,0.01762,37,-0.4352,77,0.71637
ENSG00000090581,GNPTG,0,-6.7776,55,-0.1943,70,0.17093,52,-0.2895,51,-0.3320,45,-0.5167,54,-0.2409,75,0.31819,51,-0.3147,76,0.29533,119,1.03040,92,0.61151
ENSG00000059145,UNKL,44,0.86028,29,0.17347,38,0.61717,19,-0.4668,46,0.92081,6,-2.1033,9,-1.5554,20,-0.3941,17,-0.5917,20,-0.4007,43,0.82477,23,-0.1986
ENSG00000103249,CLCN7,22,-0.8952,23,-0.7745,38,-0.0332,61,0.71650,55,0.53575,15,-1.4625,27,-0.5332,27,-0.5843,47,0.29123,37,-0.0960,73,0.99266,55,0.54029
ENSG00000007545,CRAMP1,33,0.75394,20,-0.0028,43,1.18915,48,1.38571,23,0.18845,9,-1.1136,20,-0.0528,10,-1.0342,17,-0.2845,10,-1.0786,17,-0.2803,4,-2.3951
ENSG00000138834,MAPK8IP3,68,-1.1473,75,-1.0067,169,0.23844,176,0.30559,264,0.96847,67,-1.1798,161,0.17011,102,-0.5744,204,0.54117,77,-0.9597,202,0.52910,215,0.63008
ENSG00000103024,NME3,25,-1.5663,73,0.05730,45,-0.6789,40,-0.8782,54,-0.4130,53,-0.4408,61,-0.2340,70,-0.0038,83,0.26048,90,0.38060,138,1.07878,115,0.78129
ENSG00000074071,MRPS34,53,-0.0398,72,0.44379,107,1.09552,45,-0.2864,46,-0.2696,25,-1.1655,30,-0.8931,64,0.29547,32,-0.7886,50,-0.1208,50,-0.1154,66,0.30949
ENSG00000162032,SPSB3,10,-1.6635,25,-0.2983,22,-0.4533,24,-0.3527,28,-0.0806,15,-0.9915,12,-1.3562,30,-0.0158,38,0.36200,34,0.21605,82,1.66670,39,0.42848
ENSG00000095906,NUBP2,59,0.90090,49,0.60817,25,-0.4089,26,-0.3812,26,-0.4053,49,0.61434,11,-1.6762,27,-0.3215,34,0.01860,37,0.16952,35,0.05585,28,-0.2511
ENSG00000063854,HAGH,73,-0.0966,36,-1.1399,75,-0.0468,64,-0.2957,66,-0.2523,103,0.45674,32,-1.3263,100,0.45524,41,-0.9520,54,-0.5432,139,0.94333,121,0.70812
ENSG00000180185,FAHD1,48,0.35930,29,-0.4211,41,0.10881,42,0.14308,33,-0.2156,46,0.28871,44,0.22993,32,-0.2769,9,-2.0406,32,-0.2453,52,0.50044,54,0.54293
ENSG00000140990,NDUFB10,140,-0.0543,116,-0.3410,87,-0.7769,72,-1.0552,108,-0.4454,162,0.17525,123,-0.2497,150,0.06483,123,-0.2540,214,0.61984,199,0.50602,236,0.78338
ENSG00000140988,RPS2,250,-0.7759,459,0.15983,433,0.06637,207,-1.0582,245,-0.8079,482,0.23623,252,-0.7617,296,-0.5583,598,0.58196,493,0.27294,556,0.46423,824,1.11199
ENSG00000255198,SNHG9,9,-2.0974,25,-0.6900,20,-1.0332,16,-1.3204,15,-1.4102,35,-0.1731,24,-0.7633,54,0.55345,43,0.13488,80,1.13672,45,0.19811,92,1.37548
ENSG00000127561,SYNGR3,14,-3.3748,25,-2.5127,107,-0.3683,172,0.37401,307,1.33364,64,-1.1493,100,-0.4748,149,0.15859,129,-0.0774,53,-1.4353,304,1.31274,194,0.56672
ENSG00000065054,SLC9A3R2,216,2.82412,59,0.43758,31,-0.5642,19,-1.3024,33,-0.4543,18,-1.3617,19,-1.3023,23,-1.0615,43,-0.0475,22,-1.0760,25,-0.8787,48,0.13565
ENSG00000065057,NTHL1,38,0.23353,48,0.62278,21,-0.6392,33,0.02423,60,0.97829,21,-0.6500,21,-0.6218,26,-0.3256,30,-0.1089,26,-0.3024,28,-0.2349,41,0.37383
ENSG00000103197,TSC2,62,0.33630,40,-0.3445,98,1.07793,83,0.80460,56,0.16874,41,-0.3200,44,-0.1978,29,-0.8776,34,-0.5709,42,-0.2828,46,-0.1264,47,-0.0943
ENSG00000008710,PKD1,122,0.08440,63,-0.9236,119,0.05486,318,1.68956,166,0.58038,62,-0.9490,86,-0.4558,68,-0.8676,119,0.04741,69,-0.7788,161,0.52629,78,-0.5923
ENSG00000167964,RAB26,18,-1.5184,12,-2.1621,83,0.79596,139,1.67552,88,0.88978,6,-3.1835,14,-1.9297,35,-0.6080,62,0.32682,12,-2.1111,88,0.88266,65,0.40315
ENSG00000260260,SNHG19,25,-0.3500,39,0.29423,13,-1.3071,4,-3.0915,21,-0.6142,46,0.58789,12,-1.4607,25,-0.3812,69,1.24225,42,0.43768,45,0.54034,48,0.63592
ENSG00000131653,TRAF7,25,0.28999,8,-1.3233,15,-0.4928,18,-0.2296,24,0.24676,36,0.87764,13,-0.6733,15,-0.5098,17,-0.2633,21,0.02502,51,1.47759,9,-1.1602
ENSG00000167971,CASKIN1,3,-4.6828,44,-0.9923,85,0.01145,93,0.16227,108,0.38737,56,-0.6189,70,-0.2819,58,-0.6050,179,1.23093,80,-0.0782,146,0.88623,113,0.46046
ENSG00000167965,MLST8,19,-1.4434,33,-0.6303,25,-1.0669,42,-0.3013,75,0.61680,35,-0.5574,29,-0.8232,36,-0.5465,104,1.16495,51,0.02475,111,1.27091,61,0.28182
ENSG00000184207,PGP,33,-1.6530,24,-2.0868,72,-0.4839,167,0.84955,177,0.94990,74,-0.4338,94,-0.0684,111,0.21377,77,-0.3774,46,-1.1417,112,0.20325,178,0.95901
ENSG00000167967,E4F1,8,-1.0047,12,-0.4721,27,0.74422,10,-0.6967,20,0.30463,14,-0.2563,16,-0.0379,21,0.38544,17,0.01694,17,0.07725,9,-0.9332,23,0.51093
ENSG00000167969,ECI1,31,-0.6256,39,-0.2591,31,-0.6003,30,-0.6692,11,-2.1606,40,-0.2440,35,-0.4242,41,-0.2270,64,0.49532,92,1.09288,89,1.03725,62,0.45785
ENSG00000205937,RNPS1,101,-0.9715,123,-0.6730,261,0.49843,303,0.74106,224,0.25479,174,-0.1392,171,-0.1693,204,0.12147,163,-0.2410,129,-0.5982,187,-0.0242,231,0.30447
ENSG00000167972,ABCA3,27,-1.2452,41,-0.6071,74,0.28863,36,-0.8283,88,0.56751,25,-1.3554,73,0.26880,79,0.44168,32,-0.9690,44,-0.5042,101,0.79541,99,0.75818
ENSG00000162065,TBC1D24,9,-2.7199,13,-2.2433,82,0.50605,105,0.91776,55,-0.1162,68,0.21095,27,-1.1767,83,0.58424,45,-0.4079,63,0.10952,70,0.26705,67,0.18487
ENSG00000185883,ATP6V0C,490,-0.8169,556,-0.6254,1290,0.69510,981,0.25549,1288,0.69330,575,-0.5741,707,-0.2560,857,0.04501,655,-0.3748,499,-0.7882,1044,0.35348,1048,0.36061
ENSG00000140992,PDPK1,72,-1.1003,67,-1.2025,183,0.32188,211,0.55406,188,0.36742,127,-0.2501,196,0.43369,175,0.27920,140,-0.1006,74,-1.0690,159,0.10022,170,0.20245
ENSG00000167978,SRRM2,1548,2.03054,831,0.92272,338,-0.5048,693,0.62242,380,-0.3234,351,-0.4442,435,-0.1158,311,-0.6770,315,-0.6122,211,-1.2157,176,-1.4802,191,-1.3613
ENSG00000103363,ELOB,88,-1.9569,250,-0.4034,260,-0.3431,111,-1.6156,184,-0.8673,380,0.24504,282,-0.2181,386,0.29970,365,0.18210,498,0.68057,409,0.36483,622,1.05049
ENSG00000162076,FLYWCH2,0,-6.0176,8,-1.4184,44,1.17835,22,0.05289,19,-0.1422,31,0.60805,9,-1.1941,19,-0.2224,8,-1.3777,25,0.23144,35,0.76973,37,0.87748
ENSG00000059122,FLYWCH1,40,-0.1219,24,-0.8957,38,-0.1920,42,-0.0551,64,0.61162,31,-0.4911,45,0.05622,38,-0.2269,21,-1.0954,44,0.02395,79,0.95266,60,0.51037
ENSG00000162073,PAQR4,0,-6.6410,76,1.35096,134,2.42277,15,-1.2034,45,0.47376,3,-3.3420,12,-1.4427,18,-0.9356,34,0.03180,26,-0.3580,30,-0.1575,18,-0.9049
ENSG00000103145,HCFC1R1,188,0.38631,85,-0.8305,196,0.45555,107,-0.4855,218,0.62685,128,-0.2132,76,-1.0027,93,-0.7522,187,0.37903,94,-0.6887,221,0.65410,223,0.66889
ENSG00000162086,ZNF75A,35,0.89751,29,0.56914,36,0.91113,50,1.49282,16,-0.3068,24,0.29052,10,-1.0069,11,-1.0114,9,-1.1707,6,-1.8511,6,-1.7103,18,-0.1719
ENSG00000122390,NAA60,57,0.97141,26,-0.2618,17,-0.9308,25,-0.3486,33,0.08889,22,-0.5105,37,0.24722,32,0.03423,24,-0.4007,39,0.33225,13,-1.3410,50,0.73010
ENSG00000103351,CLUAP1,93,0.48664,77,0.18651,37,-0.9342,93,0.48326,62,-0.1582,73,0.09654,142,1.18153,83,0.34114,39,-0.8589,57,-0.2764,21,-1.7594,29,-1.2924
ENSG00000213918,DNASE1,87,2.32888,29,0.40815,21,-0.0634,46,1.17653,10,-1.2142,2,-3.2014,11,-1.0375,11,-1.0749,16,-0.4692,21,-0.1069,10,-1.1718,13,-0.7707
ENSG00000126602,TRAP1,18,-1.1284,9,-2.1377,38,-0.0042,31,-0.3320,19,-1.0299,48,0.35497,20,-0.9900,73,1.15507,22,-0.8721,49,0.37201,39,-0.0020,63,0.76681
ENSG00000005339,CREBBP,388,1.37643,201,0.28345,207,0.33166,185,0.15115,146,-0.2186,207,0.33065,212,0.37043,121,-0.5444,90,-0.9410,146,-0.2107,83,-1.0712,73,-1.2555
ENSG00000162104,ADCY9,63,1.40962,12,-1.1264,3,-3.0500,38,0.55218,18,-0.5666,29,0.13956,27,0.04780,30,0.21475,11,-1.2594,10,-1.4534,44,0.80371,28,0.10146
ENSG00000217930,PAM16,22,-0.7051,20,-0.8764,30,-0.2629,19,-0.9469,25,-0.5257,52,0.60598,12,-1.5960,33,-0.0888,35,-0.0118,34,-0.0747,64,0.95780,80,1.32274
ENSG00000262246,CORO7,17,-0.1716,40,1.19883,48,1.50682,13,-0.5263,14,-0.4107,16,-0.2282,1,-3.8323,9,-1.2065,19,0.00422,4,-2.0736,36,1.00310,20,0.07020
ENSG00000168140,VASN,172,3.79089,16,-0.6091,1,-4.0751,17,-0.4989,13,-0.8872,9,-1.3912,5,-2.2617,7,-1.8380,13,-0.9011,28,0.22963,21,-0.2441,4,-2.4396
ENSG00000103423,DNAJA3,0,-6.3334,22,-0.3163,74,1.69265,37,0.53181,29,0.11192,5,-2.3829,24,-0.1441,19,-0.5065,15,-0.8957,19,-0.5214,41,0.68590,41,0.69173
ENSG00000153406,NMRAL1,11,-1.8415,31,-0.3077,53,0.54319,31,-0.3010,39,0.06082,35,-0.1141,28,-0.4246,36,-0.0615,27,-0.5129,48,0.39714,84,1.30157,29,-0.3899
ENSG00000103415,HMOX2,0,-7.6327,44,-0.6323,112,0.84545,53,-0.3395,115,0.89024,61,-0.1180,105,0.74357,84,0.41646,44,-0.6302,45,-0.5937,38,-0.8493,74,0.17675
ENSG00000089486,CDIP1,18,-3.4259,83,-1.2025,256,0.53379,270,0.61578,337,0.98401,99,-0.9301,110,-0.7832,135,-0.5001,230,0.35909,107,-0.8207,406,1.30039,193,0.08193
ENSG00000153443,UBALD1,14,-1.4943,9,-2.0574,23,-0.7196,51,0.48936,60,0.77595,13,-1.5647,26,-0.5597,48,0.43713,51,0.51121,24,-0.6811,53,0.57088,63,0.83869
ENSG00000102858,MGRN1,37,-0.0309,38,0.00489,28,-0.4612,54,0.54886,45,0.25572,23,-0.7756,14,-1.5106,54,0.60122,53,0.53707,23,-0.7790,22,-0.8393,50,0.43867
ENSG00000168101,NUDT16L1,43,0.26971,48,0.42311,34,-0.1214,52,0.54265,30,-0.3043,18,-1.0469,14,-1.4154,32,-0.2217,23,-0.7320,46,0.35379,66,0.93985,38,0.05727
ENSG00000168096,ANKS3,31,0.90652,24,0.52560,22,0.34318,21,0.26827,26,0.63266,9,-0.9130,20,0.23993,10,-0.8233,19,0.15258,14,-0.3629,6,-1.4957,13,-0.4614
ENSG00000067836,ROGDI,23,-1.6776,98,0.51281,66,-0.1174,48,-0.5873,54,-0.4035,45,-0.7056,40,-0.8500,77,0.13769,77,0.12554,78,0.14599,123,0.88251,115,0.77463
ENSG00000140632,GLYR1,67,-0.5597,72,-0.4638,119,0.32396,113,0.23415,104,0.11720,80,-0.2931,127,0.42055,128,0.48173,74,-0.4213,85,-0.2019,108,0.16710,56,-0.8331
ENSG00000118900,UBN1,329,2.31959,76,-0.1918,99,0.22922,82,-0.0632,53,-0.7413,52,-0.7672,150,0.89822,75,-0.2200,51,-0.7779,40,-1.1661,20,-2.1506,12,-2.8827
ENSG00000118898,PPL,12,-0.7901,1,-3.5507,0,-5.5051,20,-0.0437,52,1.53734,22,0.12829,29,0.57782,21,0.02564,12,-0.7927,11,-0.8786,12,-0.7700,51,1.48783
ENSG00000103184,SEC14L5,8,-2.4255,75,0.84121,123,1.69529,72,0.77181,42,-0.0630,21,-1.1466,22,-1.0521,49,0.18836,36,-0.3306,8,-2.5540,34,-0.3875,35,-0.3514
ENSG00000103174,NAGPA,33,0.00911,8,-2.0549,32,-0.0764,74,1.30160,64,1.03509,27,-0.3245,19,-0.8076,36,0.12715,21,-0.7120,16,-1.0570,48,0.57237,18,-0.8994
ENSG00000153446,C16orf89,0,-4.5303,11,-0.7567,14,-0.3787,28,0.71871,5,-1.7711,0,-4.3576,10,-0.8674,2,-2.9257,23,0.41343,69,2.32386,63,2.12715,2,-2.7237
ENSG00000078328,RBFOX1,36,-3.4615,42,-3.2527,180,-1.1142,435,0.24152,594,0.74207,575,0.68834,592,0.73726,633,0.95508,202,-0.9376,172,-1.1811,317,-0.2559,444,0.27127
ENSG00000183044,ABAT,25,-2.7463,44,-1.9485,77,-1.1125,132,-0.3020,116,-0.5009,234,0.59586,191,0.27458,148,-0.1327,213,0.44571,259,0.76157,242,0.65137,258,0.75681
ENSG00000153048,CARHSP1,37,0.26329,71,1.35620,25,-0.2953,10,-1.7248,15,-1.1077,37,0.28349,14,-1.2318,25,-0.3483,37,0.27308,42,0.47048,42,0.48222,23,-0.4566
ENSG00000187555,USP7,79,-0.6979,74,-0.7925,147,0.25589,112,-0.1740,129,0.04930,128,0.03405,164,0.42639,201,0.85069,85,-0.5857,101,-0.3332,116,-0.1244,89,-0.5273
ENSG00000182831,C16orf72,56,0.91369,14,-1.2236,48,0.66317,15,-1.1260,31,-0.0206,15,-1.0875,28,-0.1444,39,0.38368,27,-0.2312,31,-0.0165,44,0.54856,20,-0.6637
ENSG00000183454,GRIN2A,48,-2.8045,9,-5.2393,50,-2.7402,295,-0.1014,386,0.31980,420,0.45806,804,1.55111,611,1.22577,103,-1.6820,181,-0.8476,281,-0.1751,294,-0.1085
ENSG00000166669,ATF7IP2,11,-0.5860,2,-2.9068,25,0.63777,22,0.44084,29,0.87962,11,-0.6216,8,-1.1359,23,0.61231,6,-1.5066,15,-0.1220,19,0.25410,20,0.27600
ENSG00000213853,EMP2,313,4.09366,43,0.09342,22,-0.9179,13,-1.7181,2,-3.9899,5,-2.9287,8,-2.3625,14,-1.7165,19,-1.1629,22,-0.9341,35,-0.2179,18,-1.1908
ENSG00000182108,DEXI,21,-1.4709,40,-0.5251,37,-0.6481,32,-0.8985,62,0.12371,36,-0.6974,42,-0.4718,64,0.20790,77,0.47980,75,0.42220,85,0.62907,106,0.98654
ENSG00000038532,CLEC16A,0,-5.4707,10,-0.9092,27,0.50832,38,1.06366,43,1.30583,11,-0.8673,8,-1.2817,19,-0.0368,8,-1.2016,27,0.50517,18,-0.0968,23,0.24888
ENSG00000189067,LITAF,233,2.28419,199,1.97270,173,1.70945,17,-1.9006,15,-2.0486,10,-2.6925,8,-3.0072,7,-3.2991,21,-1.5748,45,-0.4787,46,-0.4649,22,-1.5658
ENSG00000184602,SNN,7,-4.1848,43,-1.5713,76,-0.7205,114,-0.0892,135,0.16515,138,0.20617,88,-0.4951,181,0.71950,125,0.05570,155,0.39349,140,0.22959,190,0.71879
ENSG00000122299,ZC3H7A,92,1.30593,45,0.14482,23,-0.8500,62,0.66412,28,-0.5947,7,-2.5328,58,0.55448,51,0.38842,15,-1.5035,50,0.30827,27,-0.6467,23,-0.8711
ENSG00000171490,RSL1D1,354,1.16229,155,-0.1677,113,-0.6464,174,0.01493,141,-0.3150,225,0.41387,331,1.04839,168,-0.0479,84,-1.0993,152,-0.1937,68,-1.4039,113,-0.6520
ENSG00000103342,GSPT1,154,0.20620,105,-0.3917,137,0.01845,145,0.11080,94,-0.5564,208,0.68641,158,0.24542,152,0.20153,119,-0.1945,150,0.16192,97,-0.5000,85,-0.7038
ENSG00000048471,SNX29,116,2.00314,115,1.98766,29,-0.2933,44,0.32857,16,-1.1995,10,-1.9094,8,-2.1188,18,-1.0850,35,-0.0004,20,-0.8323,21,-0.8144,9,-1.9262
ENSG00000237515,SHISA9,5,-3.4987,12,-2.3725,83,0.53110,92,0.70031,38,-0.6636,87,0.60945,87,0.61932,100,0.95302,35,-0.8067,44,-0.4404,32,-0.9098,52,-0.1985
ENSG00000175595,ERCC4,91,1.30824,74,0.94591,17,-1.3190,73,0.93738,36,-0.2144,46,0.17969,42,0.04450,33,-0.3654,28,-0.5918,28,-0.5627,9,-2.1641,21,-0.9800
ENSG00000186260,MRTFB,107,-0.9348,28,-2.9009,131,-0.6284,294,0.63462,212,0.11481,198,0.00763,232,0.25596,339,0.98387,118,-0.7838,88,-1.2158,237,0.28978,239,0.30220
ENSG00000262454,MIR193BHG,0,-5.6758,10,-1.4214,41,0.63646,39,0.55114,30,0.17644,10,-1.4415,8,-1.8002,25,-0.1118,69,1.53182,32,0.25145,30,0.15302,33,0.28628
ENSG00000140694,PARN,44,0.49118,48,0.64244,51,0.72807,23,-0.5241,28,-0.2046,21,-0.6512,36,0.16726,39,0.33044,14,-1.2735,29,-0.1541,28,-0.2037,18,-0.8551
ENSG00000103429,BFAR,50,1.23634,12,-1.0327,15,-0.6129,14,-0.7612,30,0.41174,33,0.52761,12,-1.0300,19,-0.3452,20,-0.2658,29,0.35589,30,0.37581,21,-0.1918
ENSG00000103512,NOMO1,10,-2.1113,14,-1.6049,51,0.34522,42,0.03839,76,0.98808,36,-0.2158,41,0.00534,46,0.21053,29,-0.5008,46,0.18388,36,-0.1799,58,0.56035
ENSG00000179889,PDXDC1,366,2.02535,118,0.10125,108,-0.0456,157,0.54841,71,-0.6777,83,-0.4472,143,0.40649,92,-0.3157,59,-0.9470,50,-1.1950,59,-0.9541,42,-1.4568
ENSG00000157045,NTAN1,11,-0.9140,7,-1.6180,13,-0.6277,25,0.34354,19,-0.0364,5,-1.8543,15,-0.4473,23,0.22856,30,0.61633,25,0.36407,23,0.19394,41,1.15314
ENSG00000085721,RRN3,45,1.12924,16,-0.4896,2,-3.0644,34,0.69190,15,-0.5584,6,-1.8544,23,0.04584,27,0.36180,16,-0.4678,34,0.69804,19,-0.2122,21,-0.0694
ENSG00000156968,MPV17L,0,-4.5261,20,0.34105,13,-0.3052,23,0.56548,13,-0.2588,18,0.16466,3,-2.2382,23,0.64739,12,-0.4305,12,-0.4347,21,0.43395,25,0.72284
ENSG00000166780,BMERB1,104,-1.0768,89,-1.2979,173,-0.3044,245,0.24140,315,0.64563,198,-0.0970,362,0.87207,211,0.00969,154,-0.4798,119,-0.8690,328,0.70898,223,0.09519
ENSG00000166783,MARF1,230,-0.0332,197,-0.2708,104,-1.2385,231,-0.0237,192,-0.3071,446,1.03855,331,0.54588,179,-0.4506,328,0.52957,165,-0.5403,245,0.06866,223,-0.0787
ENSG00000133392,MYH11,8550,16.7619,0,-13.297,0,-12.072,0,-13.415,0,-14.095,0,-12.696,0,-12.658,0,-13.320,0,-13.994,0,-13.948,0,-13.326,0,-13.704
ENSG00000133393,FOPNL,4,-2.8136,18,-0.7424,22,-0.4005,28,-0.0566,40,0.52845,16,-0.8403,11,-1.4219,35,0.33404,39,0.48370,23,-0.3104,45,0.72135,57,1.09101
ENSG00000103489,XYLT1,15,-0.8572,7,-1.9834,31,0.21194,44,0.78214,40,0.64271,18,-0.5877,32,0.28421,30,0.19786,23,-0.2118,11,-1.2584,35,0.40562,31,0.23768
ENSG00000134419,RPS15A,171,-0.6144,258,0.01415,238,-0.1098,98,-1.4516,87,-1.6302,373,0.60215,91,-1.5546,257,0.00758,341,0.45423,411,0.75820,227,-0.1817,514,1.13197
ENSG00000170540,ARL6IP1,114,-2.5357,242,-1.4302,443,-0.5201,558,-0.1658,1016,0.78820,770,0.33912,786,0.37216,589,-0.0895,684,0.15177,534,-0.2358,882,0.55582,867,0.52924
ENSG00000157106,SMG1,182,1.12147,104,0.20639,85,-0.0980,170,1.00662,85,-0.1080,40,-1.2396,71,-0.3820,99,0.15321,47,-1.0055,95,0.07188,65,-0.5014,39,-1.2870
ENSG00000167186,COQ7,15,-0.3609,27,0.51609,10,-1.0217,24,0.30955,13,-0.6426,18,-0.1584,14,-0.4889,32,0.85663,15,-0.3987,19,-0.0597,22,0.20883,14,-0.5367
ENSG00000103528,SYT17,0,-5.7856,20,-1.2554,6,-2.9870,80,0.91845,43,-0.0834,55,0.30128,71,0.71772,65,0.63141,38,-0.2732,59,0.42187,57,0.37140,29,-0.6716
ENSG00000006007,GDE1,25,-1.9226,78,-0.2532,194,1.20707,71,-0.4142,92,-0.0114,100,0.12786,110,0.27760,91,-0.0174,71,-0.3935,70,-0.4359,80,-0.2222,126,0.48946
ENSG00000103540,CCP110,77,-0.8906,381,1.69689,460,2.04946,122,-0.1856,83,-0.7736,82,-0.7892,175,0.38035,103,-0.4839,53,-1.4431,48,-1.5955,53,-1.4358,49,-1.5491
ENSG00000103544,VPS35L,29,-0.3279,47,0.43852,95,1.60127,29,-0.3247,22,-0.7546,36,0.00454,17,-1.0881,37,0.07361,18,-1.0538,37,0.03626,38,0.08946,23,-0.6398
ENSG00000103550,KNOP1,356,1.13448,1042,3.31236,89,-1.0442,186,0.07849,80,-1.2057,107,-0.7617,99,-0.8910,53,-1.8977,109,-0.7438,52,-1.8418,42,-2.1306,29,-2.6966
ENSG00000167191,GPRC5B,58,-2.6748,825,1.42085,1264,2.21843,223,-0.6832,100,-1.8788,74,-2.3153,76,-2.2833,97,-2.0138,218,-0.7189,773,1.30755,567,0.78347,148,-1.2993
ENSG00000066654,THUMPD1,75,0.08557,43,-0.7602,138,1.06797,107,0.65221,48,-0.5874,69,-0.0593,125,0.89756,74,0.06560,41,-0.8541,49,-0.5786,51,-0.5105,32,-1.2293
ENSG00000102897,LYRM1,27,-0.4911,36,-0.0808,48,0.37567,29,-0.4028,36,-0.0806,32,-0.2494,35,-0.1049,45,0.28977,26,-0.5758,45,0.27132,45,0.28053,42,0.16728
ENSG00000103316,CRYM,3,-4.5597,8,-3.2821,21,-1.9446,37,-1.0847,182,1.42337,114,0.62477,110,0.57384,148,1.21990,47,-0.7462,23,-1.8074,62,-0.3252,91,0.27569
ENSG00000197006,METTL9,20,-2.3579,36,-1.5390,86,-0.2241,83,-0.2799,79,-0.3599,103,0.04394,140,0.53151,125,0.39741,93,-0.1041,111,0.17228,128,0.38856,167,0.82131
ENSG00000140740,UQCRC2,3,-4.7107,28,-1.8174,129,0.51183,90,-0.0521,154,0.80944,51,-0.9246,92,-0.0201,128,0.56119,46,-1.0698,126,0.48506,163,0.89724,71,-0.4055
ENSG00000185716,MOSMO,63,-0.5522,72,-0.3408,52,-0.8441,97,0.11856,137,0.66692,122,0.47809,116,0.40258,125,0.57752,66,-0.4708,58,-0.6671,70,-0.3762,66,-0.4697
