Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000205629,LCMT1,30,-1.1214,51,-0.3422,79,0.34672,43,-0.6063,94,0.72368,105,0.81244,62,-0.0296,97,0.68420,36,-0.8405,34,-1.0245
ENSG00000182601,HS3ST4,51,0.42285,28,-0.4901,7,-2.4685,32,-0.3233,11,-2.0299,186,2.83628,60,0.69053,7,-2.4104,13,-1.6160,31,-0.3855
ENSG00000169189,NSMCE1,46,0.36939,33,-0.1703,44,0.29874,79,1.26183,37,0.02024,33,-0.1529,33,-0.1356,33,-0.1562,16,-1.2112,23,-0.7427
ENSG00000077235,GTF3C1,72,0.04150,46,-0.6493,96,0.49027,45,-0.6740,45,-0.7310,72,0.04008,106,0.65546,87,0.32371,98,0.52196,66,-0.1069
ENSG00000169181,GSG1L,15,-0.2317,13,-0.3565,1,-3.3634,5,-1.8025,1,-3.8382,80,2.79266,16,-0.0828,44,1.57751,7,-1.3403,10,-0.8431
ENSG00000169180,XPO6,42,-0.4494,45,-0.3251,68,0.30249,16,-1.9089,37,-0.6862,96,0.86780,74,0.43896,68,0.30556,50,-0.1649,70,0.38340
ENSG00000188322,SBK1,11,-1.4126,47,0.78089,20,-0.5421,26,-0.1397,36,0.38887,2,-3.6866,27,-0.0848,30,0.05999,34,0.27339,38,0.47770
ENSG00000176046,NUPR1,62,1.54512,91,2.27265,19,-0.3876,79,2.00595,2,-3.3608,6,-2.0395,5,-2.1917,9,-1.3970,0,-8.1705,8,-1.6800
ENSG00000196502,SULT1A1,14,-1.7016,26,-0.8147,75,0.82928,42,-0.1139,52,0.27475,71,0.74681,39,-0.2203,46,0.02961,68,0.67751,25,-0.9184
ENSG00000168488,ATXN2L,31,-0.4338,31,-0.4417,55,0.44856,47,0.21259,36,-0.2508,42,0.03628,61,0.62154,45,0.13357,40,-0.0480,36,-0.2360
ENSG00000178952,TUFM,104,-0.6229,160,0.04224,234,0.65459,165,0.09304,184,0.30029,171,0.14981,152,-0.0380,176,0.19214,128,-0.3039,104,-0.6675
ENSG00000178188,SH2B1,23,-1.1570,42,-0.2459,68,0.50862,60,0.30458,50,0.04441,93,1.03263,29,-0.8004,57,0.23836,27,-0.8871,45,-0.1463
ENSG00000176953,NFATC2IP,56,0.18220,27,-0.8983,30,-0.7809,54,0.13428,30,-0.8350,83,0.83374,70,0.55614,38,-0.4050,79,0.75000,49,-0.0278
ENSG00000169682,SPNS1,22,0.04075,11,-0.9701,33,0.66814,50,1.38042,16,-0.4262,14,-0.6465,27,0.37386,18,-0.2900,26,0.30697,12,-0.9741
ENSG00000183336,BOLA2,17,-0.0967,10,-0.8325,25,0.49995,11,-0.7231,29,0.82187,24,0.44825,22,0.31814,6,-1.5362,12,-0.6212,16,-0.2099
ENSG00000103485,QPRT,18,0.01321,15,-0.3156,19,0.01884,9,-0.9858,20,0.15912,13,-0.5184,13,-0.4855,1,-3.3562,42,1.34926,24,0.49262
ENSG00000079616,KIF22,28,-0.3603,33,-0.0838,27,-0.3753,62,0.91546,49,0.58193,19,-0.9462,19,-0.9101,35,-0.0165,35,0.00228,33,-0.1192
ENSG00000103495,MAZ,63,-0.5820,146,0.72762,54,-0.8337,97,0.06551,91,-0.0369,148,0.75327,80,-0.2216,74,-0.3467,53,-0.8648,108,0.26631
ENSG00000167371,PRRT2,34,-2.1413,64,-1.1975,40,-1.8920,147,0.05901,89,-0.7601,241,0.86613,221,0.72356,381,1.67041,151,0.10323,118,-0.3019
ENSG00000280789,PAGR1,26,-0.0717,19,-0.5111,26,-0.0576,54,1.14417,15,-0.9180,35,0.42521,18,-0.5663,41,0.65407,50,0.99919,11,-1.3766
ENSG00000013364,MVP,48,1.37980,24,0.21724,67,2.01988,60,1.81647,7,-1.6620,14,-0.5328,8,-1.3619,4,-2.1832,1,-3.9955,2,-3.0751
ENSG00000103502,CDIPT,37,-0.9334,52,-0.3986,100,0.62661,59,-0.2177,61,-0.1687,50,-0.4708,79,0.24127,94,0.51742,77,0.20820,71,0.08124
ENSG00000174938,SEZ6L2,102,-1.9253,100,-1.9427,151,-1.3421,192,-0.9811,517,0.63725,524,0.58849,848,1.40866,293,-0.3346,485,0.46143,315,-0.2444
ENSG00000174939,ASPHD1,95,-0.3144,150,0.41415,78,-0.6023,140,0.29840,140,0.33958,88,-0.4265,75,-0.6706,131,0.19722,39,-1.6490,156,0.53656
ENSG00000174943,KCTD13,11,-1.5325,38,0.32926,48,0.69597,35,0.20892,40,0.46749,32,0.06057,33,0.10221,31,0.02580,14,-1.1553,23,-0.4525
ENSG00000149932,TMEM219,134,0.21423,185,0.73728,114,-0.0319,155,0.44895,126,0.13347,79,-0.5950,97,-0.2842,100,-0.2493,57,-1.0986,114,-0.0381
ENSG00000149930,TAOK2,17,-1.0841,27,-0.3829,35,-0.0040,7,-2.2814,37,0.08428,67,1.05774,54,0.70603,25,-0.5108,23,-0.6196,45,0.43801
ENSG00000149929,HIRIP3,64,1.22427,7,-2.1787,34,0.17377,47,0.67868,16,-0.9845,30,-0.0138,47,0.71072,32,0.09267,28,-0.1112,21,-0.6196
ENSG00000169592,INO80E,24,-0.5729,22,-0.6910,43,0.32853,50,0.53905,43,0.34678,37,0.07233,23,-0.6685,43,0.32476,57,0.76101,19,-1.0136
ENSG00000149927,DOC2A,18,-3.0755,77,-0.9655,45,-1.7529,124,-0.2291,133,-0.1408,238,0.81454,253,0.91515,366,1.56233,96,-0.6186,122,-0.2812
ENSG00000149926,TLCD3B,10,-1.7172,32,0.01602,30,-0.0758,9,-1.8684,49,0.77406,18,-0.8560,17,-0.9744,42,0.42979,38,0.25299,44,0.59069
ENSG00000149925,ALDOA,3,-3.5520,51,0.35347,18,-1.2041,133,2.00711,71,0.99916,33,-0.3401,19,-1.1892,71,0.87449,1,-4.8754,11,-2.0598
ENSG00000149923,PPP4C,30,-0.1510,25,-0.4059,60,0.98032,61,1.00884,26,-0.3606,46,0.52100,24,-0.4982,49,0.62246,8,-1.9947,19,-0.8855
ENSG00000090238,YPEL3,99,-1.0749,120,-0.7908,169,-0.2634,142,-0.5295,299,0.72956,355,0.93169,218,0.13865,193,-0.0522,133,-0.6248,186,-0.1249
ENSG00000102882,MAPK3,77,-0.9308,170,0.28981,171,0.30460,82,-0.8414,176,0.38507,113,-0.3430,101,-0.5161,220,0.71357,74,-0.9869,168,0.30289
ENSG00000102879,CORO1A,10,-2.4754,48,-0.1751,39,-0.4780,23,-1.3053,75,0.60336,101,1.02782,77,0.56883,113,1.21032,29,-0.9578,27,-1.0895
ENSG00000169217,CD2BP2,43,-0.0193,29,-0.6307,42,-0.0714,28,-0.6945,56,0.44110,60,0.50040,47,0.11450,55,0.35665,39,-0.1959,35,-0.3636
ENSG00000169221,TBC1D10B,60,0.45811,12,-1.9555,23,-1.0285,33,-0.4581,33,-0.5110,61,0.48635,65,0.58948,50,0.18326,53,0.26977,57,0.43328
ENSG00000180035,ZNF48,12,-0.2485,9,-0.7584,5,-1.4032,26,0.92106,18,0.33091,11,-0.4753,17,0.24734,32,1.29421,9,-0.6685,9,-0.8217
ENSG00000179965,ZNF771,20,-1.1003,53,0.35989,50,0.25773,96,1.34383,44,0.06684,36,-0.2397,27,-0.6946,44,0.04939,24,-0.8403,35,-0.3314
ENSG00000179958,DCTPP1,15,-1.0679,19,-0.7486,45,0.60902,26,-0.2388,48,0.83446,38,0.33276,26,-0.2707,37,0.31026,16,-0.9289,24,-0.4047
ENSG00000179918,SEPHS2,18,-1.4166,32,-0.5972,60,0.36524,57,0.28105,82,1.00015,59,0.33831,44,-0.1254,54,0.20060,33,-0.5594,25,-1.0579
ENSG00000229809,ZNF688,16,0.04451,50,1.93009,27,0.85077,1,-3.9209,20,0.39106,8,-0.9862,12,-0.3940,18,0.19939,1,-3.9514,9,-0.9563
ENSG00000156858,PRR14,20,0.03106,16,-0.2878,21,0.12277,18,-0.1695,22,0.18426,30,0.65823,6,-1.6249,15,-0.4013,29,0.63763,18,-0.1438
ENSG00000156860,FBRS,21,0.22660,26,0.55587,17,-0.0386,23,0.40125,12,-0.6674,13,-0.4693,17,-0.1177,31,0.87403,13,-0.4390,15,-0.2845
ENSG00000080603,SRCAP,41,0.71424,19,-0.4847,22,-0.2663,30,0.23073,15,-0.8933,36,0.53385,20,-0.3828,33,0.39276,41,0.74409,19,-0.4843
ENSG00000156873,PHKG2,11,-1.5583,2,-4.0132,29,-0.1384,32,-0.0252,37,0.26047,59,0.98330,45,0.53134,36,0.16356,29,-0.1832,34,0.11338
ENSG00000103549,RNF40,58,0.26028,53,0.11351,52,0.08636,44,-0.1890,42,-0.2775,38,-0.3951,78,0.73239,59,0.26595,60,0.29586,34,-0.6371
ENSG00000102870,ZNF629,37,1.21058,21,0.28981,32,0.95348,17,-0.0756,7,-1.3478,10,-0.8528,9,-0.9843,9,-0.9477,15,-0.2023,23,0.44595
ENSG00000099385,BCL7C,62,0.97017,48,0.53999,31,-0.1452,40,0.27311,33,-0.0232,23,-0.5727,15,-1.1752,20,-0.7588,32,-0.0820,34,-0.0036
ENSG00000099364,FBXL19,13,-1.0514,23,-0.2356,19,-0.4935,23,-0.2258,27,0.04927,10,-1.3885,7,-1.9295,48,0.95490,50,1.03352,35,0.48309
ENSG00000099365,STX1B,62,-1.6602,129,-0.5712,124,-0.6322,102,-0.9256,223,0.31112,205,0.14372,285,0.67896,163,-0.2183,235,0.36327,246,0.48764
ENSG00000103496,STX4,49,-0.0277,54,0.13003,77,0.68890,67,0.45156,48,-0.0642,77,0.68064,36,-0.4837,33,-0.6367,17,-1.6092,47,-0.1107
ENSG00000167397,VKORC1,45,0.44777,65,1.03113,50,0.61933,14,-1.3105,40,0.25891,22,-0.6401,35,0.03407,25,-0.4784,27,-0.3864,23,-0.6155
ENSG00000103507,BCKDK,23,-0.5167,25,-0.3748,27,-0.2601,34,0.08298,37,0.25591,55,0.86324,38,0.27657,34,0.07480,24,-0.4173,25,-0.4033
ENSG00000103510,KAT8,22,-0.9906,34,-0.3791,68,0.72761,42,-0.0258,40,-0.1319,107,1.51382,27,-0.7043,56,0.42277,19,-1.2684,31,-0.5549
ENSG00000089280,FUS,167,0.25566,125,-0.1972,122,-0.2391,240,0.84999,113,-0.3815,232,0.79557,156,0.15300,147,0.05671,118,-0.2797,84,-0.8628
ENSG00000140691,ARMC5,9,-0.8555,12,-0.4181,26,0.80591,16,0.00165,17,0.13472,19,0.28700,4,-1.8327,25,0.71762,6,-1.3049,19,0.30007
ENSG00000140688,C16orf58,15,-1.0143,47,0.75752,15,-1.0054,8,-1.8468,25,-0.2674,67,1.35183,43,0.62030,48,0.77234,12,-1.3686,23,-0.3714
ENSG00000197302,ZNF720,26,0.09999,11,-1.2284,34,0.48657,24,-0.0412,17,-0.6258,23,-0.0822,48,1.06109,7,-1.9311,41,0.79343,25,0.00402
ENSG00000069329,VPS35,140,-0.6302,127,-0.7769,182,-0.2298,144,-0.5871,275,0.47190,148,-0.5501,417,1.11781,212,0.01173,210,-0.0061,199,-0.0942
ENSG00000155330,C16orf87,13,-0.8997,20,-0.3286,8,-1.6192,11,-1.1434,18,-0.4595,37,0.65309,35,0.56584,58,1.42420,44,0.93749,15,-0.8052
ENSG00000166123,GPT2,62,-0.1290,104,0.68167,159,1.41160,163,1.45651,42,-0.7789,27,-1.4074,26,-1.4665,51,-0.4361,57,-0.2720,40,-0.8606
ENSG00000069345,DNAJA2,59,-1.3202,99,-0.5365,156,0.16252,68,-1.0963,179,0.42808,154,0.14116,232,0.81032,180,0.39678,115,-0.3111,132,-0.1034
ENSG00000171208,NETO2,9,-2.0283,20,-0.8661,2,-4.1805,30,-0.2968,34,-0.1022,59,0.78438,48,0.47851,84,1.40001,56,0.71779,27,-0.4412
ENSG00000129636,ITFG1,58,-1.9638,75,-1.5867,103,-1.1085,183,-0.2411,273,0.43815,455,1.24848,401,1.02946,268,0.36098,146,-0.5839,162,-0.4606
ENSG00000102893,PHKB,63,0.30964,35,-0.6146,68,0.44380,62,0.28494,41,-0.4020,57,0.14311,74,0.57507,36,-0.5537,65,0.34831,40,-0.4345
ENSG00000102910,LONP2,110,0.14612,66,-0.6478,116,0.22454,95,-0.0879,106,0.09885,106,0.09298,138,0.50986,111,0.16463,120,0.28631,64,-0.7351
ENSG00000196470,SIAH1,17,-0.8101,24,-0.2320,22,-0.3738,31,0.15274,39,0.57753,52,0.97287,27,-0.0911,19,-0.5918,13,-1.1946,28,-0.0013
ENSG00000102921,N4BP1,48,0.63859,27,-0.2370,27,-0.2550,24,-0.4260,9,-1.9180,28,-0.1947,47,0.60959,51,0.73415,45,0.54254,34,0.09785
ENSG00000205423,CNEP1R1,7,-1.3507,6,-1.5144,15,-0.1890,18,0.09124,17,0.01750,31,0.96044,20,0.21995,19,0.16642,28,0.74453,14,-0.3773
ENSG00000121274,TENT4B,29,-0.2738,23,-0.6423,25,-0.4862,18,-1.0134,25,-0.5173,60,0.87239,77,1.30131,50,0.58651,35,0.02725,24,-0.5832
ENSG00000166164,BRD7,244,1.60012,132,0.54513,118,0.36502,68,-0.4948,56,-0.8415,46,-1.0907,86,-0.1301,91,-0.0501,99,0.08459,65,-0.6257
ENSG00000083799,CYLD,85,0.14462,32,-1.3188,51,-0.6391,49,-0.6943,56,-0.5391,141,0.96468,101,0.42162,162,1.21117,85,0.14229,56,-0.5539
ENSG00000103449,SALL1,67,1.77340,19,-0.2749,74,1.96627,41,0.93008,6,-2.1265,12,-0.9238,3,-2.9266,7,-1.7932,9,-1.3670,17,-0.5211
ENSG00000177200,CHD9,230,1.08975,51,-1.2797,191,0.77446,73,-0.7439,59,-1.1273,118,0.00396,121,0.04037,86,-0.4803,281,1.43961,73,-0.7877
ENSG00000103479,RBL2,64,1.06955,24,-0.4896,40,0.28211,47,0.55367,12,-1.5853,47,0.55155,33,0.02288,27,-0.3081,79,1.42846,6,-2.5925
ENSG00000166971,AKTIP,56,-0.6298,69,-0.2883,104,0.34272,71,-0.2475,129,0.78489,80,-0.0627,89,0.08964,92,0.15708,45,-0.9605,70,-0.3028
ENSG00000103494,RPGRIP1L,18,-0.3663,23,-0.0611,5,-2.1018,10,-1.3304,26,0.16580,22,-0.0865,38,0.77393,24,0.01557,51,1.27062,19,-0.3252
ENSG00000140718,FTO,58,-0.3484,43,-0.7921,36,-1.0589,74,0.02125,81,0.19492,87,0.28497,85,0.24904,132,0.97210,54,-0.4530,70,-0.0696
ENSG00000087258,GNAO1,404,-0.3876,303,-0.8252,453,-0.2088,324,-0.7231,483,-0.1195,903,0.90182,1019,1.10663,442,-0.2491,479,-0.1245,462,-0.1954
ENSG00000159461,AMFR,85,-0.1266,49,-0.9501,114,0.33470,120,0.42018,107,0.26619,104,0.18716,103,0.18212,103,0.18346,57,-0.7402,78,-0.2908
ENSG00000167005,NUDT21,77,-0.9598,56,-1.4452,137,-0.0942,84,-0.8376,187,0.45035,195,0.47173,214,0.62684,182,0.36124,156,0.11891,132,-0.1573
ENSG00000087263,OGFOD1,55,0.73172,35,0.00501,16,-1.1567,36,0.02546,30,-0.2466,13,-1.4313,60,0.85237,41,0.26392,46,0.43068,28,-0.3462
ENSG00000125124,BBS2,47,-0.6931,69,-0.0910,239,2.01964,122,0.81927,48,-0.7037,107,0.59111,24,-1.6664,89,0.29106,47,-0.6906,21,-1.9419
ENSG00000087250,MT3,1371,-1.1302,4890,0.86699,6339,1.31414,4979,0.89759,3007,0.08422,1606,-0.8912,627,-2.2895,2410,-0.2697,817,-1.9003,2662,-0.1259
ENSG00000125148,MT2A,605,-0.2187,1762,1.55703,1429,1.18316,2676,2.37489,292,-1.4100,414,-0.7984,80,-3.2193,186,-1.9935,77,-3.2761,267,-1.5484
ENSG00000169715,MT1E,199,-0.8750,809,1.38015,774,1.30078,1393,2.43405,195,-0.9715,178,-1.0469,33,-3.5058,66,-2.5155,53,-2.8222,165,-1.2407
ENSG00000205364,MT1M,142,-0.0967,439,1.80422,203,0.46526,644,2.58582,64,-1.3831,85,-0.8809,18,-3.1808,11,-3.8424,6,-4.7446,71,-1.2368
ENSG00000198417,MT1F,38,-0.6515,172,1.84856,117,1.15349,218,2.32464,25,-1.3356,12,-2.3799,6,-3.1843,14,-2.0826,19,-1.6848,23,-1.4429
ENSG00000125144,MT1G,84,-0.5076,425,2.26888,132,0.20463,472,2.48869,43,-1.5755,52,-1.2064,13,-3.2571,20,-2.6131,8,-3.9761,50,-1.3667
ENSG00000187193,MT1X,202,0.05444,406,1.20658,315,0.77553,874,2.70962,90,-1.2571,107,-0.9166,16,-3.6633,58,-1.8258,12,-4.0816,84,-1.3637
ENSG00000102900,NUP93,19,-0.3882,29,0.25348,6,-1.9420,7,-1.8395,39,0.83484,18,-0.4561,31,0.38718,45,0.98373,28,0.19790,16,-0.6762
ENSG00000051108,HERPUD1,11,-2.4565,25,-1.3241,93,0.70307,36,-0.7873,90,0.74096,93,0.71776,92,0.69672,81,0.48197,27,-1.2163,39,-0.6885
ENSG00000140848,CPNE2,68,2.03672,10,-1.1054,26,0.35727,36,0.89803,11,-0.9625,46,1.30638,5,-2.0542,5,-2.1733,10,-1.0111,9,-1.2486
ENSG00000172775,FAM192A,137,0.31588,73,-0.6681,102,-0.1512,128,0.21103,111,-0.0174,68,-0.7684,144,0.39421,118,0.07296,145,0.40661,105,-0.1121
ENSG00000159579,RSPRY1,37,0.92909,20,-0.0812,48,1.38145,29,0.54058,4,-2.5056,12,-0.7774,10,-1.0852,14,-0.6070,18,-0.2431,27,0.42699
ENSG00000102931,ARL2BP,31,-1.0127,45,-0.4786,51,-0.2715,55,-0.1668,72,0.29662,78,0.38564,85,0.53477,60,-0.0252,72,0.25729,55,-0.1699
ENSG00000102934,PLLP,414,3.71235,56,-0.1903,42,-0.6385,31,-1.0945,22,-1.6876,51,-0.3236,19,-1.8001,1,-5.9018,7,-3.2164,47,-0.5031
ENSG00000006210,CX3CL1,21,-2.6052,67,-0.8985,55,-1.1912,71,-0.8150,87,-0.5538,319,1.62729,229,1.03776,144,0.27248,132,0.13464,120,-0.0151
ENSG00000005194,CIAPIN1,15,-1.4661,18,-1.2316,29,-0.4754,10,-1.9984,63,0.81828,43,0.12850,54,0.48616,33,-0.2900,64,0.74831,43,0.14891
ENSG00000088682,COQ9,19,-1.0687,37,-0.0473,43,0.15660,40,0.06498,42,0.14362,79,1.16710,27,-0.5645,42,0.11385,31,-0.3173,31,-0.3853
ENSG00000102978,POLR2C,28,-0.7055,57,0.37629,57,0.38640,49,0.14883,40,-0.1795,56,0.34381,66,0.60421,37,-0.2933,44,-0.0194,32,-0.5860
ENSG00000205336,ADGRG1,113,-0.6060,193,0.22100,751,2.70913,349,1.20824,43,-2.1502,75,-1.2188,42,-2.0760,93,-0.8992,122,-0.4954,93,-0.9716
ENSG00000140854,KATNB1,6,-2.4797,33,0.06210,18,-0.8239,28,-0.1708,45,0.66647,58,0.98443,14,-1.1677,57,0.95443,14,-1.1963,29,-0.1414
ENSG00000140859,KIFC3,9,-1.6567,30,0.07505,54,1.01453,14,-1.0787,24,-0.3318,27,-0.0927,21,-0.4776,39,0.48949,36,0.34204,34,0.27352
ENSG00000103005,USB1,15,-1.4559,22,-0.8645,16,-1.3282,74,1.06257,40,0.07283,73,1.02475,42,0.13633,33,-0.2264,30,-0.3654,39,0.00453
ENSG00000070761,CFAP20,21,-0.9600,34,-0.2619,18,-1.2259,41,0.05507,55,0.58628,54,0.47298,66,0.80960,55,0.52228,18,-1.1708,30,-0.4661
ENSG00000070770,CSNK2A2,23,-0.7915,10,-2.0535,13,-1.5597,36,-0.0847,52,0.53613,71,0.99387,28,-0.5029,61,0.72581,44,0.21642,36,-0.1228
ENSG00000103021,CCDC113,7,-1.4732,14,-0.4534,30,0.66345,27,0.51583,20,0.08255,13,-0.6041,33,0.82824,19,-0.0060,14,-0.5374,18,-0.1468
ENSG00000103034,NDRG4,122,-2.4357,287,-1.1666,503,-0.3148,490,-0.3569,931,0.75145,565,-0.1347,808,0.43358,507,-0.3039,702,0.20736,772,0.40071
ENSG00000125107,CNOT1,33,-0.7714,48,-0.2354,66,0.27424,32,-0.8389,57,0.05683,112,1.15013,62,0.18928,50,-0.1610,29,-0.9838,59,0.10657
ENSG00000103042,SLC38A7,10,-1.0216,14,-0.4155,12,-0.6462,3,-2.5117,14,-0.5395,19,0.01047,27,0.53886,33,0.86269,36,1.04045,23,0.33845
ENSG00000125166,GOT2,45,-1.4002,63,-0.8989,53,-1.1752,42,-1.5230,192,0.95695,111,-0.0420,149,0.42764,208,0.97635,104,-0.1441,105,-0.1427
ENSG00000150394,CDH8,12,-2.3001,26,-1.1728,49,-0.2470,15,-1.9975,98,0.97933,55,-0.0565,91,0.73369,90,0.72630,78,0.47648,38,-0.6625
ENSG00000140937,CDH11,47,0.28150,79,1.14236,69,0.91934,37,-0.0772,16,-1.4579,101,1.57752,32,-0.3219,17,-1.2077,26,-0.6275,15,-1.5291
ENSG00000166548,TK2,50,0.29220,49,0.24442,76,0.97258,19,-1.2062,34,-0.3494,12,-1.8697,44,0.08954,36,-0.2197,58,0.53163,44,0.10085
ENSG00000183723,CMTM4,62,-0.5494,82,-0.1193,74,-0.2760,67,-0.4304,79,-0.1826,71,-0.3401,97,0.14895,158,0.94162,66,-0.4555,112,0.42828
ENSG00000135720,DYNC1LI2,685,1.77542,216,-0.1633,138,-0.8467,172,-0.5145,186,-0.4324,143,-0.7972,321,0.46072,205,-0.2496,183,-0.4219,223,-0.1241
ENSG00000159593,NAE1,34,-0.6136,33,-0.6424,37,-0.4832,71,0.54351,55,0.15124,117,1.38934,54,0.09509,48,-0.0648,59,0.24152,21,-1.3829
ENSG00000172840,PDP2,22,-0.5424,49,0.67708,33,0.05288,21,-0.6500,27,-0.2864,27,-0.2590,52,0.78066,34,0.11985,40,0.35858,25,-0.3884
ENSG00000166595,CIAO2B,65,-0.7192,111,0.11223,131,0.37810,250,1.46789,138,0.50754,94,-0.1519,60,-0.8311,62,-0.7952,34,-1.6843,80,-0.4375
ENSG00000172831,CES2,69,0.61134,58,0.32126,81,0.85762,59,0.34965,30,-0.7351,26,-0.9340,23,-1.0721,43,-0.1317,66,0.52617,41,-0.2461
ENSG00000172824,CES4A,10,-1.2119,4,-2.2890,2,-3.4513,2,-3.1280,9,-1.3505,103,2.73601,10,-1.1808,19,-0.2381,69,1.91319,15,-0.6894
ENSG00000125149,C16orf70,29,-0.1928,18,-0.9100,20,-0.7434,22,-0.5991,29,-0.2037,77,1.39830,41,0.34014,53,0.75245,38,0.21714,19,-0.8608
ENSG00000140939,NOL3,19,0.03323,46,1.49583,23,0.36941,19,0.03112,18,-0.0491,24,0.41625,12,-0.5986,3,-2.3840,11,-0.7942,14,-0.4594
ENSG00000196123,KIAA0895L,19,-0.7522,22,-0.5459,29,-0.1402,18,-0.8500,18,-0.8935,72,1.35543,23,-0.4914,52,0.79431,44,0.50808,32,0.02037
ENSG00000205250,E2F4,11,-1.2084,22,-0.1038,47,1.07853,8,-1.6782,21,-0.2174,45,1.02785,26,0.13423,20,-0.2649,40,0.81402,13,-0.9561
ENSG00000168701,TMEM208,32,-0.5338,44,-0.0475,63,0.49729,45,-0.0247,65,0.64048,33,-0.4824,40,-0.2139,44,-0.0657,33,-0.4928,42,-0.1551
ENSG00000159713,TPPP3,301,2.96321,121,1.14733,70,0.24318,88,0.60687,14,-2.2180,22,-1.5096,16,-1.9287,3,-4.2115,24,-1.4004,23,-1.5215
ENSG00000159720,ATP6V0D1,106,-1.0604,94,-1.2483,189,-0.1870,183,-0.2336,282,0.50584,214,0.00633,310,0.60137,310,0.60445,196,-0.1284,193,-0.1649
ENSG00000039523,RIPOR1,17,-2.1060,63,-0.1426,50,-0.4919,52,-0.4335,63,-0.1584,128,0.99712,90,0.41546,95,0.50545,57,-0.2946,76,0.15823
ENSG00000102974,CTCF,101,0.90141,52,-0.1594,74,0.39196,58,0.00256,39,-0.6675,57,-0.0220,72,0.34635,66,0.21373,52,-0.1740,42,-0.5258
ENSG00000159753,CARMIL2,5,-2.8406,28,-0.4092,38,0.07542,32,-0.2093,48,0.48377,91,1.51266,31,-0.2809,37,-0.0019,10,-1.9554,36,-0.0403
ENSG00000102977,ACD,6,-1.7581,23,0.08414,21,-0.0069,5,-2.1083,22,0.05769,48,1.31435,31,0.58429,30,0.54396,30,0.51744,9,-1.3340
ENSG00000102981,PARD6A,3,-3.6148,33,-0.0744,32,-0.1176,33,-0.0621,52,0.75546,48,0.54239,35,0.01752,35,0.05423,25,-0.4638,32,-0.1351
ENSG00000141098,GFOD2,11,-1.3502,23,-0.3116,26,-0.1394,61,1.26081,29,0.05206,47,0.81595,10,-1.4640,48,0.85018,22,-0.3808,16,-0.9378
ENSG00000102901,CENPT,14,-0.9596,20,-0.4509,11,-1.2779,13,-1.0514,23,-0.2735,54,1.15789,29,0.12972,45,0.82527,47,0.90718,21,-0.4286
ENSG00000168286,THAP11,20,-0.7194,23,-0.5025,46,0.61489,46,0.60670,33,0.08704,59,1.01302,59,1.00303,25,-0.3375,7,-2.1883,13,-1.3546
ENSG00000102898,NUTF2,73,-0.0155,100,0.49879,52,-0.5252,40,-0.9090,95,0.45798,93,0.38257,78,0.10352,76,0.05762,36,-1.0707,70,-0.0737
ENSG00000038358,EDC4,35,-0.5129,53,0.11633,18,-1.4647,16,-1.6999,45,-0.1275,94,1.06447,65,0.44675,72,0.60420,48,-0.0281,48,-0.0354
ENSG00000205220,PSMB10,57,-0.4821,131,0.83470,92,0.26157,81,0.05899,105,0.53427,89,0.20309,51,-0.6429,51,-0.6465,38,-1.1014,68,-0.2411
ENSG00000103066,PLA2G15,12,-0.8427,12,-0.7484,10,-1.1159,7,-1.5641,13,-0.7531,43,1.21219,31,0.69458,28,0.48927,31,0.65604,22,0.16879
ENSG00000132600,PRMT7,20,-0.5689,10,-1.5759,15,-0.9756,37,0.35110,22,-0.4516,81,1.70484,24,-0.2929,44,0.64960,26,-0.1560,24,-0.3083
ENSG00000103056,SMPD3,3,-2.4194,6,-1.5860,5,-1.7657,0,-6.0291,15,-0.3211,27,0.64034,34,1.04776,42,1.40183,28,0.74540,19,0.13641
ENSG00000184939,ZFP90,55,0.68889,31,-0.2289,39,0.14529,29,-0.2970,35,-0.0449,37,0.07133,23,-0.6659,29,-0.3256,60,0.84092,27,-0.4396
ENSG00000141076,UTP4,8,-1.5747,15,-0.7875,18,-0.4332,8,-1.6523,49,1.29414,36,0.60861,21,-0.2247,22,-0.1978,24,-0.0240,22,-0.1729
ENSG00000168807,SNTB2,36,-0.0533,29,-0.4038,28,-0.4157,48,0.38013,9,-2.1920,51,0.48589,48,0.40947,81,1.25910,64,0.85553,23,-0.8006
ENSG00000132612,VPS4A,89,-0.1435,79,-0.3283,73,-0.4609,60,-0.7525,113,0.24219,131,0.45862,103,0.08436,135,0.50820,93,-0.0738,94,-0.0808
ENSG00000213380,COG8,28,0.84353,21,0.40511,33,1.10647,6,-1.4284,12,-0.5228,12,-0.5004,20,0.28406,23,0.52461,16,0.01544,7,-1.3258
ENSG00000132604,TERF2,43,-0.4020,51,-0.1612,51,-0.1634,41,-0.4705,68,0.33146,79,0.54827,62,0.15058,50,-0.1916,68,0.29409,47,-0.3003
