Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000141933,TPGS1,31,-0.2755,52,0.53534,60,0.76860,38,0.05903,25,-0.5610,28,-0.4445,20,-0.9231,25,-0.6155,31,-0.2936,35,-0.0615,68,0.97437,36,-0.0401
ENSG00000099804,CDC34,63,0.54011,75,0.80718,61,0.47399,36,-0.3332,40,-0.1732,33,-0.4616,53,0.24985,26,-0.8160,43,-0.0942,36,-0.3467,43,-0.0808,34,-0.4477
ENSG00000172270,BSG,293,0.30781,331,0.50047,259,0.11048,234,-0.0471,263,0.13614,173,-0.5141,338,0.53383,217,-0.1622,149,-0.7873,266,0.15480,304,0.36703,159,-0.6444
ENSG00000099822,HCN2,87,0.46351,29,-1.2199,77,0.27136,50,-0.3843,56,-0.2173,83,0.38956,66,0.02634,35,-0.9180,43,-0.6525,68,0.08456,96,0.62350,107,0.79835
ENSG00000099821,POLRMT,26,-0.2647,37,0.26027,35,0.18874,34,0.14432,31,-0.0248,27,-0.2084,51,0.78611,27,-0.2052,20,-0.7428,31,-0.0055,29,-0.1031,37,0.25820
ENSG00000070423,RNF126,22,-0.5696,52,0.74816,41,0.35019,30,-0.1102,25,-0.4291,26,-0.3263,41,0.34686,33,0.01022,30,-0.1513,27,-0.2804,25,-0.4020,42,0.38733
ENSG00000099864,PALM,46,-1.5536,102,-0.3605,81,-0.7016,60,-1.1475,98,-0.4175,161,0.35864,105,-0.3103,88,-0.5810,68,-1.0325,314,1.47238,336,1.59203,142,0.16108
ENSG00000011304,PTBP1,2,-2.7798,12,-0.1079,11,-0.1443,20,0.73388,26,1.16901,5,-1.3429,10,-0.4122,3,-1.9228,4,-1.7999,46,2.19000,15,0.28172,6,-1.1069
ENSG00000129951,PLPPR3,32,-0.1817,46,0.38455,49,0.50088,35,-0.0071,12,-1.5549,39,0.15308,58,0.76879,45,0.37879,16,-1.2266,38,0.10546,40,0.19915,35,-0.0347
ENSG00000175221,MED16,18,-0.5451,40,0.70844,31,0.29949,21,-0.2800,32,0.32827,26,0.02871,15,-0.8127,20,-0.3918,24,-0.1268,38,0.61634,27,0.08192,18,-0.5535
ENSG00000198858,R3HDM4,10,-1.2242,35,0.72506,12,-0.8935,17,-0.3825,18,-0.2926,28,0.36846,29,0.41263,13,-0.7714,19,-0.2464,19,-0.2078,43,1.05931,25,0.17677
ENSG00000065268,WDR18,20,-0.4559,33,0.32121,48,0.91443,23,-0.2316,15,-0.8481,32,0.25100,42,0.68683,22,-0.2816,24,-0.2227,26,-0.0640,23,-0.2184,19,-0.5447
ENSG00000182087,TMEM259,33,-0.1788,49,0.46385,49,0.44793,47,0.38517,38,0.06664,19,-0.9774,40,0.13949,23,-0.7221,16,-1.3282,76,1.18033,49,0.44177,22,-0.7559
ENSG00000064687,ABCA7,14,0.62376,6,-0.6393,11,0.20667,26,1.57807,8,-0.2292,25,1.50550,12,0.37934,3,-1.4176,2,-2.1389,8,-0.2872,0,-8.1148,7,-0.4148
ENSG00000099817,POLR2E,142,0.54824,112,0.17325,177,0.91532,74,-0.4625,70,-0.5446,105,0.08086,85,-0.2453,81,-0.3306,78,-0.4194,117,0.24355,95,-0.0852,88,-0.2040
ENSG00000167468,GPX4,438,-0.1429,548,0.20556,828,0.87265,333,-0.5636,362,-0.4380,374,-0.3864,420,-0.2110,269,-0.8890,476,-0.0177,398,-0.2925,737,0.68124,590,0.32407
ENSG00000118046,STK11,30,-0.4520,44,0.13865,48,0.27108,34,-0.2678,30,-0.4795,35,-0.2477,51,0.36933,32,-0.3765,22,-1.0065,90,1.29122,51,0.34967,39,-0.0482
ENSG00000099625,CBARP,7,-0.6626,20,0.84619,21,0.91617,10,-0.2080,7,-0.7878,2,-2.6056,7,-0.7067,7,-0.7074,7,-0.6991,18,0.66466,24,1.17923,13,0.13216
ENSG00000099624,ATP5F1D,518,0.71494,397,0.28492,477,0.58033,264,-0.3511,167,-1.0429,290,-0.2056,323,-0.0393,272,-0.3033,306,-0.1337,279,-0.2672,377,0.20361,329,-0.0111
ENSG00000167470,MIDN,18,-0.7806,24,-0.3608,16,-0.9588,31,0.05854,44,0.60090,35,0.26542,40,0.46596,24,-0.3088,29,-0.0608,52,0.88482,21,-0.5634,26,-0.2110
ENSG00000099622,CIRBP,122,-0.8752,200,-0.1240,312,0.58524,186,-0.2295,209,-0.0484,237,0.14682,191,-0.1930,150,-0.5599,167,-0.4268,352,0.77921,253,0.24913,262,0.30179
ENSG00000228300,FAM174C,42,0.66826,43,0.72594,41,0.62994,15,-0.9356,22,-0.3056,25,-0.1289,21,-0.3685,16,-0.8298,27,-0.0300,26,-0.0541,28,0.03561,22,-0.3243
ENSG00000160953,PWWP3A,93,-0.0670,49,-1.0254,74,-0.4108,111,0.21517,131,0.47734,102,0.07283,69,-0.5135,87,-0.1739,109,0.20268,141,0.59675,86,-0.1880,99,0.02565
ENSG00000115286,NDUFS7,135,0.28550,130,0.23294,192,0.85433,91,-0.3202,74,-0.6372,117,0.05717,93,-0.2983,58,-1.0173,92,-0.3258,137,0.31096,155,0.50873,95,-0.2596
ENSG00000130005,GAMT,59,0.10199,67,0.30571,59,0.12059,47,-0.2413,47,-0.2269,46,-0.2669,68,0.32601,41,-0.4328,44,-0.3666,73,0.44960,61,0.16780,57,0.06668
ENSG00000071626,DAZAP1,45,0.12419,31,-0.4176,43,0.07265,35,-0.2366,32,-0.3745,53,0.38852,55,0.46614,56,0.47936,33,-0.3813,34,-0.2728,32,-0.3642,52,0.37438
ENSG00000115268,RPS15,466,-0.5470,724,0.13507,723,0.13245,325,-1.0903,551,-0.2907,548,-0.2974,466,-0.5459,348,-0.9894,598,-0.1764,895,0.47207,1526,1.36432,867,0.42190
ENSG00000115266,APC2,44,-0.0926,50,0.10458,52,0.18072,50,0.13047,38,-0.3125,50,0.10527,54,0.24180,29,-0.7109,27,-0.8981,85,0.96468,49,0.07849,50,0.10865
ENSG00000119559,C19orf25,17,-0.5921,29,0.16320,28,0.14809,19,-0.5015,18,-0.5030,30,0.25394,18,-0.5158,18,-0.5257,18,-0.6182,63,1.44374,26,0.01741,33,0.38172
ENSG00000071655,MBD3,18,-1.1419,27,-0.5965,50,0.35859,24,-0.7710,40,0.03997,32,-0.2979,33,-0.2863,16,-1.3117,22,-0.9500,87,1.28952,89,1.31940,52,0.44747
ENSG00000127540,UQCR11,520,0.22117,553,0.31835,514,0.20305,248,-0.9157,318,-0.5397,293,-0.6623,416,-0.1292,257,-0.8633,396,-0.2211,426,-0.0903,860,1.04113,674,0.63742
ENSG00000079313,REXO1,15,-0.6141,23,-0.0145,22,-0.0467,12,-0.9392,23,-0.0007,23,0.03235,28,0.30099,10,-1.2350,9,-1.4375,38,0.78488,55,1.42352,31,0.44666
ENSG00000129911,KLF16,7,-1.6703,44,1.04180,14,-0.7406,20,-0.1755,11,-1.0644,29,0.35201,30,0.41392,13,-0.8085,16,-0.5982,31,0.45826,51,1.30573,15,-0.6254
ENSG00000129968,ABHD17A,82,-0.8357,104,-0.4784,127,-0.1739,53,-1.4743,140,-0.0266,178,0.35314,109,-0.4099,77,-0.9343,102,-0.5538,223,0.71784,342,1.44579,208,0.60750
ENSG00000227500,SCAMP4,3,-1.9127,10,-0.4375,11,-0.2208,14,0.07840,19,0.58569,11,-0.2776,13,-0.0265,8,-0.7511,7,-0.8818,35,1.61291,19,0.56913,12,-0.1131
ENSG00000133275,CSNK1G2,10,-1.9031,34,-0.1060,27,-0.4855,33,-0.1689,39,0.08154,36,-0.0420,33,-0.1582,25,-0.5832,26,-0.5544,68,0.97202,64,0.87182,58,0.71167
ENSG00000133243,BTBD2,53,-0.4790,71,-0.0219,67,-0.1182,50,-0.5543,48,-0.6437,71,-0.0317,79,0.12944,54,-0.4622,39,-0.9869,107,0.60950,149,1.16418,115,0.73697
ENSG00000099875,MKNK2,18,0.10499,16,-0.1109,11,-0.5841,17,0.03256,16,-0.0590,7,-1.2416,11,-0.6802,15,-0.1309,11,-0.6343,34,1.09958,31,0.98494,19,0.22387
ENSG00000065000,AP3D1,200,0.08686,174,-0.1350,113,-0.7903,145,-0.4121,198,0.07161,275,0.58894,295,0.70404,239,0.36287,203,0.11571,179,-0.0888,132,-0.5525,108,-0.8558
ENSG00000104886,PLEKHJ1,38,-0.0307,50,0.39777,45,0.22933,30,-0.3686,28,-0.4847,38,-0.0147,53,0.49193,27,-0.5651,31,-0.3798,27,-0.5574,48,0.34871,57,0.61611
ENSG00000104897,SF3A2,8,-0.2896,15,0.54685,11,0.15779,10,-0.0492,12,0.30483,11,0.17060,10,-0.0534,1,-3.2084,6,-0.8466,14,0.54044,12,0.28662,15,0.61978
ENSG00000104904,OAZ1,856,0.51434,724,0.24680,865,0.53092,486,-0.3739,361,-0.8253,477,-0.4029,889,0.57682,427,-0.5722,482,-0.4166,289,-1.1620,905,0.60529,802,0.40911
ENSG00000130332,LSM7,71,0.19374,85,0.48552,79,0.36429,30,-1.1317,56,-0.1701,54,-0.2367,43,-0.5860,40,-0.6941,50,-0.3600,74,0.26360,120,1.04657,62,-0.0082
ENSG00000005206,SPPL2B,14,0.39927,11,-0.0013,12,0.12200,12,0.15390,13,0.29845,4,-1.3798,7,-0.5909,6,-0.7784,2,-2.3921,44,2.37062,8,-0.3715,5,-1.0685
ENSG00000099800,TIMM13,65,-0.1946,100,0.47939,124,0.81655,44,-0.8015,55,-0.4490,51,-0.5794,66,-0.1821,50,-0.6130,58,-0.3972,70,-0.0955,119,0.75713,103,0.52193
ENSG00000176619,LMNB2,8,-0.4190,12,0.11425,6,-0.7834,12,0.12734,6,-0.8837,5,-1.0755,16,0.61788,8,-0.3841,15,0.61108,13,0.26146,14,0.38117,10,-0.1860
ENSG00000176533,GNG7,19,-1.8857,37,-0.8875,43,-0.6460,42,-0.6913,94,0.56296,120,0.95719,55,-0.2644,24,-1.5005,33,-1.1309,129,1.07927,144,1.27519,85,0.39305
ENSG00000176490,DIRAS1,206,0.76750,172,0.47273,220,0.87813,73,-0.8438,64,-1.0467,125,-0.0340,96,-0.4410,106,-0.2796,115,-0.1693,74,-0.8266,133,0.06899,156,0.32227
ENSG00000141873,SLC39A3,16,-0.5741,53,1.29500,38,0.70944,29,0.27952,19,-0.3598,14,-0.8367,27,0.19134,12,-1.0389,25,0.05154,23,-0.0516,11,-1.1830,20,-0.2461
ENSG00000104969,SGTA,41,-0.3760,65,0.35700,59,0.19393,47,-0.1479,69,0.43969,57,0.13919,77,0.61928,41,-0.3786,31,-0.8520,66,0.37997,55,0.08069,38,-0.4744
ENSG00000172009,THOP1,65,0.51890,63,0.47539,53,0.18045,36,-0.4046,40,-0.2592,71,0.66806,57,0.31873,31,-0.6070,29,-0.7834,36,-0.3835,48,0.03040,50,0.09872
ENSG00000172006,ZNF554,10,-0.0187,20,0.98911,12,0.18139,14,0.38896,7,-0.5584,10,-0.0725,7,-0.5099,14,0.41321,6,-0.7962,10,-0.0974,8,-0.3613,12,0.19751
ENSG00000065717,TLE2,12,0.57621,8,-0.0759,16,0.99404,12,0.52574,1,-3.1376,4,-1.0271,5,-0.7080,1,-2.7045,6,-0.5709,12,0.53295,18,1.20165,9,0.05027
ENSG00000104964,TLE5,478,-0.3197,406,-0.5687,667,0.19903,345,-0.8145,415,-0.5348,614,0.06883,542,-0.1250,526,-0.1736,607,0.05483,628,0.10420,982,0.82262,822,0.53273
ENSG00000088256,GNA11,45,-0.4245,57,-0.0672,50,-0.2604,33,-0.8744,71,0.27675,87,0.61662,46,-0.3964,53,-0.1771,43,-0.5180,96,0.76767,77,0.40893,69,0.24050
ENSG00000125912,NCLN,25,-0.0428,33,0.41725,33,0.39930,31,0.30343,9,-1.4610,27,0.06507,39,0.66204,34,0.44813,13,-1.0212,37,0.58327,13,-0.9888,24,-0.1229
ENSG00000161082,CELF5,51,-1.1575,165,0.64504,118,0.11582,207,1.02348,112,0.02691,94,-0.2381,170,0.69564,127,0.22691,69,-0.7699,61,-0.8955,92,-0.2783,93,-0.2503
ENSG00000141905,NFIC,188,0.11524,72,-1.3475,98,-0.8856,138,-0.3666,234,0.45926,129,-0.4748,136,-0.3890,214,0.31471,112,-0.7389,333,1.03863,282,0.76067,229,0.42156
ENSG00000095932,SMIM24,4,-1.2749,20,1.06078,7,-0.5505,11,0.14894,1,-2.6861,7,-0.6088,16,0.69660,13,0.41192,15,0.73237,0,-5.3433,7,-0.5965,15,0.57666
ENSG00000129932,DOHH,25,0.17273,29,0.38391,39,0.84164,17,-0.4424,23,0.03714,21,-0.1186,17,-0.4474,20,-0.1585,25,0.16864,13,-0.8460,21,-0.1551,20,-0.2008
ENSG00000105325,FZR1,36,0.19769,31,-0.0180,49,0.71336,39,0.33823,18,-0.8272,14,-1.1572,57,0.93156,34,0.11190,28,-0.2202,27,-0.2556,24,-0.4400,25,-0.3233
ENSG00000161091,MFSD12,41,0.00805,62,0.66852,62,0.67545,49,0.29735,22,-0.9408,40,-0.0345,64,0.70628,57,0.53543,23,-0.9177,35,-0.2421,19,-1.1192,32,-0.3716
ENSG00000186111,PIP5K1C,63,-0.3001,75,-0.0455,104,0.46573,98,0.37433,48,-0.7350,100,0.41374,116,0.65151,102,0.44413,46,-0.8251,38,-1.0857,91,0.25401,75,-0.0440
ENSG00000183617,MRPL54,48,-0.3398,95,0.72601,75,0.34531,41,-0.5931,51,-0.2593,44,-0.4943,69,0.22504,29,-1.1258,58,-0.0575,68,0.18979,85,0.54312,62,0.03606
ENSG00000007264,MATK,61,0.13982,84,0.65380,71,0.36502,43,-0.4179,42,-0.4298,36,-0.6711,37,-0.6442,30,-0.9557,38,-0.6450,61,0.12480,115,1.17299,72,0.39774
ENSG00000105278,ZFR2,13,-0.1813,15,-0.0267,23,0.63923,30,1.06558,8,-0.9191,15,0.01937,12,-0.3766,15,-0.0525,6,-1.5118,16,0.13094,25,0.76461,14,-0.1430
ENSG00000167654,ATCAY,212,-0.3099,328,0.36880,277,0.10429,273,0.07909,250,-0.0542,280,0.12203,217,-0.2725,361,0.52589,341,0.47809,89,-1.6070,214,-0.2997,187,-0.5037
ENSG00000167657,DAPK3,47,0.66678,37,0.29626,35,0.20170,35,0.19028,18,-0.7843,20,-0.6286,35,0.19681,35,0.17673,31,0.01513,37,0.26776,16,-0.9767,23,-0.4244
ENSG00000167658,EEF2,321,-0.6760,329,-0.6401,397,-0.3534,272,-0.9259,384,-0.4052,515,0.04918,435,-0.2140,269,-0.9457,425,-0.2685,1050,1.21101,990,1.11075,675,0.47757
ENSG00000105229,PIAS4,12,-0.8721,29,0.47068,21,-0.0345,24,0.16558,23,0.10195,21,-0.0145,23,0.14176,21,-0.0357,18,-0.2692,34,0.76342,13,-0.6839,19,-0.1424
ENSG00000178951,ZBTB7A,338,-0.2578,224,-0.8855,204,-1.0233,394,-0.0181,430,0.11771,645,0.76735,401,0.00729,626,0.71965,460,0.24335,335,-0.2696,336,-0.2679,335,-0.2693
ENSG00000126934,MAP2K2,142,0.05001,174,0.37801,249,0.96016,108,-0.3660,72,-0.9870,104,-0.4306,114,-0.2808,131,-0.0659,128,-0.1185,123,-0.1673,148,0.12156,161,0.25533
ENSG00000077463,SIRT6,10,0.04678,9,-0.0648,21,1.29111,8,-0.2432,13,0.55979,15,0.71052,11,0.32331,4,-1.1356,5,-0.9028,7,-0.4097,7,-0.4285,5,-0.8068
ENSG00000089847,ANKRD24,21,-0.3615,54,1.15885,23,-0.2005,55,1.16981,21,-0.3468,38,0.57997,23,-0.2276,31,0.26155,10,-1.4966,9,-1.5271,26,-0.0258,21,-0.3124
ENSG00000105248,YJU2,7,-0.3939,9,-0.1052,11,0.23435,3,-1.5699,9,-0.0834,4,-1.0613,6,-0.5964,14,0.61597,10,0.05890,11,0.24723,17,0.91995,11,0.24068
ENSG00000105255,FSD1,86,0.91062,59,0.30311,96,1.09415,57,0.25118,19,-1.4013,78,0.74126,42,-0.2094,42,-0.2146,39,-0.3691,18,-1.4626,20,-1.3252,37,-0.4354
ENSG00000008382,MPND,55,0.67110,35,-0.0413,43,0.29289,46,0.37884,20,-0.8501,40,0.18289,32,-0.1533,25,-0.5565,28,-0.3870,36,-0.0071,43,0.28169,34,-0.0819
ENSG00000141985,SH3GL1,15,-1.0897,54,0.81521,30,-0.1141,30,-0.1240,18,-0.8993,24,-0.4145,38,0.27950,25,-0.3804,25,-0.4040,52,0.75851,64,1.09160,18,-0.8871
ENSG00000167670,CHAF1A,14,-0.2480,14,-0.2307,9,-0.9046,25,0.64904,18,0.19253,12,-0.4683,11,-0.5521,21,0.39818,21,0.41700,12,-0.4204,20,0.33679,13,-0.2791
ENSG00000167671,UBXN6,113,-0.1653,162,0.39937,163,0.41083,110,-0.2107,106,-0.2701,127,0.02032,119,-0.0821,103,-0.3153,96,-0.4575,129,0.04370,139,0.15123,173,0.50664
ENSG00000167674,HDGFL2,34,-0.4258,76,0.83089,40,-0.1963,42,-0.1161,67,0.61654,33,-0.4949,55,0.31466,40,-0.1832,40,-0.1970,39,-0.2341,60,0.45758,21,-1.1518
ENSG00000167680,SEMA6B,29,-0.6348,73,0.79310,43,-0.0304,31,-0.5183,36,-0.2991,53,0.27003,61,0.50245,30,-0.5776,34,-0.4146,40,-0.1415,59,0.45043,50,0.18904
ENSG00000185361,TNFAIP8L1,23,-0.2883,34,0.31387,28,0.02968,22,-0.3471,22,-0.3182,22,-0.3266,45,0.76729,47,0.83216,29,0.07649,15,-0.9622,27,-0.0095,16,-0.8004
ENSG00000074842,MYDGF,59,0.63437,70,0.92077,70,0.91107,23,-0.8019,26,-0.6206,21,-0.9780,43,0.14614,28,-0.5175,32,-0.3343,35,-0.1752,40,0.01242,33,-0.2765
ENSG00000142002,DPP9,24,0.85274,18,0.40991,15,0.11580,16,0.19459,22,0.70120,10,-0.4559,19,0.52183,7,-0.9629,8,-0.9391,10,-0.4768,6,-1.3235,18,0.41241
ENSG00000176840,MIR7-3HG,10,-0.5430,13,-0.0463,25,0.90387,27,1.06967,5,-1.4819,18,0.43754,22,0.67985,11,-0.3221,9,-0.7598,8,-0.7614,10,-0.5417,14,0.03879
ENSG00000141965,FEM1A,12,-0.7177,23,0.19422,15,-0.4022,20,-0.0186,16,-0.3286,13,-0.6239,19,-0.1189,23,0.20574,21,0.08920,46,1.35965,14,-0.5126,16,-0.2977
ENSG00000127663,KDM4B,14,-0.6097,24,0.14401,22,0.01191,33,0.64751,38,0.90940,16,-0.4432,18,-0.3077,19,-0.2010,22,0.02131,19,-0.1852,19,-0.2335,16,-0.4656
ENSG00000130254,SAFB2,53,-0.8127,56,-0.7390,39,-1.2514,104,0.22508,146,0.76623,75,-0.2916,56,-0.7218,111,0.32911,119,0.47511,133,0.61205,88,-0.0451,75,-0.2763
ENSG00000160633,SAFB,114,0.14872,89,-0.2268,82,-0.3587,91,-0.1924,143,0.50442,97,-0.1028,94,-0.1483,159,0.68647,139,0.51412,51,-1.0858,56,-0.9269,92,-0.1883
ENSG00000130255,RPL36,435,-0.8687,685,-0.1785,725,-0.0893,441,-0.8488,612,-0.3508,746,-0.0444,640,-0.2824,674,-0.2032,509,-0.6769,1013,0.43776,2011,1.59769,981,0.38651
ENSG00000174917,MICOS13,225,0.42001,229,0.44708,308,0.93363,124,-0.5113,120,-0.5532,159,-0.1227,123,-0.5203,138,-0.3371,148,-0.2538,124,-0.5096,220,0.38521,174,0.01649
ENSG00000167733,HSD11B1L,58,-0.1996,91,0.49114,97,0.59457,52,-0.3896,37,-0.8920,49,-0.4692,44,-0.6306,41,-0.7475,55,-0.3273,87,0.41672,115,0.87248,86,0.39506
ENSG00000196365,LONP1,57,0.09982,52,-0.0384,105,1.08565,49,-0.1253,32,-0.7672,45,-0.2627,40,-0.4439,50,-0.1187,52,-0.0609,45,-0.2688,59,0.13615,59,0.13923
ENSG00000174886,NDUFA11,341,0.55384,320,0.44887,405,0.83450,176,-0.4840,125,-0.9938,200,-0.2819,232,-0.0591,145,-0.7796,228,-0.0930,205,-0.2505,321,0.45485,203,-0.2618
ENSG00000031823,RANBP3,37,0.49977,43,0.72730,30,0.15992,26,-0.0401,19,-0.5631,19,-0.5502,41,0.67534,19,-0.5161,24,-0.2014,17,-0.7130,25,-0.1039,27,-0.0067
ENSG00000130382,MLLT1,36,-0.9297,68,0.05480,51,-0.3987,44,-0.6273,48,-0.4955,51,-0.3856,54,-0.3046,55,-0.2905,53,-0.3626,94,0.56494,129,1.07599,122,0.98936
ENSG00000125656,CLPP,27,-0.0800,35,0.28918,38,0.43739,23,-0.3616,22,-0.4209,26,-0.1819,23,-0.3502,18,-0.6781,30,0.04849,39,0.49346,44,0.67700,20,-0.5611
ENSG00000125652,ALKBH7,72,0.36726,65,0.19637,51,-0.1653,31,-0.9179,42,-0.4538,38,-0.6322,30,-0.9729,29,-1.0224,58,0.02149,100,0.89757,109,1.04211,59,0.04598
ENSG00000125651,GTF2F1,96,-0.1424,123,0.25389,74,-0.5420,92,-0.2070,121,0.22275,138,0.43212,74,-0.5385,146,0.52643,131,0.38377,94,-0.1745,92,-0.1971,52,-1.0551
ENSG00000088247,KHSRP,25,-1.0791,65,0.38817,32,-0.6857,56,0.13915,61,0.27697,41,-0.3341,63,0.34678,57,0.17514,49,-0.0446,67,0.43943,59,0.22309,36,-0.5225
ENSG00000125648,SLC25A23,88,-1.5713,195,-0.3721,146,-0.8192,167,-0.6074,231,-0.1156,344,0.51607,262,0.08181,202,-0.3183,122,-1.1503,554,1.30972,604,1.46218,194,-0.3839
ENSG00000104833,TUBB4A,501,0.45935,546,0.59775,497,0.44609,408,0.13237,391,0.06674,326,-0.2145,686,0.97440,414,0.15811,232,-0.7888,171,-1.1890,200,-0.9604,268,-0.5187
ENSG00000125730,C3,10,-2.1345,18,-1.3020,16,-1.5057,13,-1.7549,59,0.48555,37,-0.2352,16,-1.5226,10,-2.1553,16,-1.5727,160,2.21901,139,1.95339,56,0.37955
ENSG00000125734,GPR108,17,0.09378,11,-0.6152,28,0.91024,9,-0.8517,23,0.59586,9,-0.8509,10,-0.7522,12,-0.4316,14,-0.2498,23,0.56488,14,-0.2071,24,0.65703
ENSG00000171105,INSR,42,-0.3617,64,0.30246,48,-0.1475,47,-0.1615,91,0.88134,45,-0.2302,72,0.49948,64,0.29703,49,-0.1269,52,-0.0233,23,-1.2300,38,-0.4877
ENSG00000104880,ARHGEF18,15,0.00194,25,0.83655,11,-0.4546,13,-0.2327,13,-0.1909,10,-0.5797,16,0.09478,8,-0.8649,17,0.20010,18,0.34147,17,0.23803,12,-0.2425
ENSG00000198816,ZNF358,28,-1.5730,50,-0.7123,79,-0.0216,44,-0.9050,55,-0.5730,76,-0.0928,58,-0.5090,38,-1.1399,47,-0.8781,153,1.03918,221,1.68460,147,0.97918
ENSG00000090674,MCOLN1,43,0.76346,40,0.66595,30,0.22739,38,0.55812,13,-1.0065,15,-0.8402,31,0.28165,39,0.62508,14,-0.9930,17,-0.6570,26,-0.0170,21,-0.3603
ENSG00000032444,PNPLA6,96,0.61117,89,0.49185,96,0.59783,84,0.38780,79,0.29027,54,-0.2867,66,0.01550,57,-0.2099,55,-0.2955,46,-0.5418,34,-0.9786,40,-0.7625
ENSG00000076826,CAMSAP3,17,-0.4902,41,0.86165,45,1.02742,25,0.05977,28,0.23008,16,-0.5878,21,-0.1843,11,-1.1275,16,-0.6762,12,-1.0418,26,0.14023,36,0.64874
ENSG00000076924,XAB2,25,-0.1033,32,0.25931,27,-0.0331,29,0.08653,18,-0.6581,27,0.00462,32,0.25643,31,0.22191,23,-0.2780,41,0.64761,28,0.04402,17,-0.6841
ENSG00000229833,PET100,91,-0.6389,205,0.62040,213,0.68580,122,-0.1982,102,-0.4733,178,0.39493,146,0.07869,81,-0.8170,137,-0.0171,94,-0.6004,186,0.46222,110,-0.3615
ENSG00000181029,TRAPPC5,163,0.14836,226,0.67299,191,0.40324,144,-0.0458,86,-0.8367,141,-0.0756,199,0.46413,111,-0.4501,133,-0.1872,95,-0.6794,173,0.24042,133,-0.1698
ENSG00000142459,EVI5L,31,-0.1598,32,-0.0992,37,0.12048,30,-0.2174,35,0.02458,46,0.47086,39,0.22520,22,-0.6849,19,-0.9588,61,0.92826,31,-0.1598,43,0.36476
ENSG00000183248,PRR36,61,0.17333,99,0.93562,61,0.15253,59,0.11828,30,-0.9218,44,-0.3244,61,0.16253,35,-0.6737,59,0.13401,41,-0.4361,59,0.11050,45,-0.3215
ENSG00000076984,MAP2K7,19,-0.2337,19,-0.2137,27,0.28672,32,0.57286,44,1.09115,19,-0.2769,17,-0.4012,11,-1.0274,20,-0.1453,30,0.48093,13,-0.8494,18,-0.3619
ENSG00000260001,TGFBR3L,34,-0.4617,108,1.37503,58,0.33955,39,-0.2476,48,0.04906,30,-0.6752,41,-0.2070,24,-0.9751,31,-0.6732,24,-1.0139,111,1.42851,25,-0.9237
ENSG00000104976,SNAPC2,15,0.78101,12,0.46981,15,0.74705,8,-0.2331,12,0.47772,7,-0.2947,7,-0.4270,5,-0.9456,3,-1.3999,7,-0.3734,14,0.65471,9,-0.0590
ENSG00000178531,CTXN1,136,-1.0797,417,0.65882,240,-0.2183,225,-0.3129,277,0.00668,331,0.28415,327,0.26640,195,-0.5349,113,-1.4327,281,0.02918,644,1.39074,289,0.06976
ENSG00000104980,TIMM44,31,0.08957,31,0.06167,28,-0.0620,35,0.24523,36,0.30742,21,-0.5442,25,-0.2778,27,-0.1521,36,0.34162,37,0.35724,19,-0.6756,23,-0.3895
ENSG00000066044,ELAVL1,25,-0.7350,55,0.48524,44,0.14406,47,0.24834,46,0.20040,31,-0.3731,41,0.04878,46,0.19705,39,-0.0305,39,-0.0558,46,0.21059,24,-0.7963
ENSG00000090661,CERS4,6,-1.9833,23,-0.0364,40,0.85847,31,0.42426,38,0.77921,37,0.73787,35,0.62273,25,0.12279,11,-1.1228,26,0.14810,10,-1.1810,9,-1.3677
ENSG00000167775,CD320,41,0.98162,31,0.51372,24,0.12597,25,0.18775,13,-0.8467,10,-1.1114,15,-0.5752,13,-0.8061,20,-0.1292,24,0.15425,29,0.39483,22,-0.0130
ENSG00000267855,NDUFA7,88,0.15265,106,0.45641,112,0.53799,43,-0.9152,48,-0.7537,72,-0.1585,39,-1.0658,38,-1.1286,67,-0.2778,95,0.27903,172,1.25670,85,0.10949
ENSG00000233927,RPS28,561,-0.5018,581,-0.4486,886,0.20522,337,-1.2690,678,-0.2131,720,-0.1190,598,-0.4054,537,-0.5709,576,-0.4972,990,0.38229,1978,1.54611,1085,0.52906
ENSG00000185236,RAB11B,61,0.20027,60,0.17442,91,0.83379,42,-0.3912,52,-0.0582,46,-0.2223,57,0.08982,28,-0.9585,42,-0.4052,69,0.39298,64,0.27370,44,-0.3006
ENSG00000099785,MARCH2,43,0.72612,21,-0.3927,29,0.09628,23,-0.2351,16,-0.8060,21,-0.3804,21,-0.3505,15,-0.9155,21,-0.4457,19,-0.5082,49,0.95999,53,1.07480
ENSG00000099783,HNRNPM,143,-0.4676,147,-0.4286,105,-0.9310,147,-0.4316,302,0.70485,246,0.37199,146,-0.4409,291,0.64340,250,0.44266,197,0.02584,150,-0.4007,149,-0.4072
